English,Assamese
Tower,টাৱাৰ
Tower of victory,বিজয়ৰ টাৱাৰ
Traitor,বিশ্বাসঘাতক
Treachery,বিশ্বাসঘাতকতা
Treason,দেশদ্ৰোহ
Treaty,সন্ধি
Trial by battle (=trail by combat),যুদ্ধৰ দ্বাৰা পৰীক্ষা (=যুদ্ধৰ দ্বাৰা ট্ৰেইল)
Tribute,শ্ৰদ্ধাঞ্জলি
Tribute,শ্ৰদ্ধাঞ্জলি
Tribute land,শ্ৰদ্ধাঞ্জলি ভূমি
Triple alliance,ট্ৰিপল এলায়েন্স
Triple entente,ট্ৰিপল এণ্টেণ্ট
Triumph,জয়লাভ
Triumph,জয়লাভ
Turmoil,অস্থিৰতা
Tyrannicide,অত্যাচাৰী হত্যা
Tyrannicide,অত্যাচাৰী হত্যা
Tyranny,অত্যাচাৰ
Tyranny,অত্যাচাৰ
Tyrant,অত্যাচাৰী
Uhlan,উহলান
Ukase,উকাচে
Ukase,উকাচে
Ulema,উলেমা
Ultimatum,আলটিমেটাম
Ultimatum,আলটিমেটাম
Uncle sam,ককাক ছেম
Under-king,আণ্ডাৰ-কিং
United Irishmen,ইউনাইটেড আইৰিছমেন
United Nations,যুক্তৰাষ্ট্ৰ
United Provinces,সংযুক্ত প্ৰভিন্স
United Provinces,সংযুক্ত প্ৰভিন্স
Univallated fort,ইউনিভেলেটেড দুৰ্গ
Universal monarch,সাৰ্বজনীন ৰজা
Universal suffrage,সাৰ্বজনীন ভোটাধিকাৰ
Uprising,বিদ্ৰোহ
Usurpation,দখল কৰা
Usurper,দখলদাৰী
Utopia,ইউটোপিয়া
Vandal,ভাণ্ডাল
Vandalism,ভাঙি-ছিঙি পেলোৱা
Vanguard,ভ্যানগাৰ্ড
Vanguard,ভ্যানগাৰ্ড
Vanguard,ভ্যানগাৰ্ড
Varangian,ভাৰংগিয়ান
Varangian guard,ভাৰংগিয়ান গাৰ্ড
Vassal,ভেছাল
Vassal,ভেছাল
Vassal state,ভেছাল অৱস্থা
Vatican Council,ভেটিকান কাউন্সিল
Vessel,পাত্ৰ
Vessel,পাত্ৰ
Vessel,পাত্ৰ
Vice-king,উপ-ৰজা
Viceroy,ভাইচৰয়
Viceroyalty=viceroyship,ভাইচৰয়লিটি=ভাইচৰয়শ্বিপ
Victor,ভিক্টৰ
Victory,বিজয়
Villein,ভিলেইন
Voyage,জলপথে গমন
Vulnerable fortress,দুৰ্বল দুৰ্গ
Wall painting,ৱাল পেইন্টিং
Wall painting,ৱাল পেইন্টিং
War,যুদ্ধ
War-lord,যুদ্ধ-প্ৰভু
Warrior,যোদ্ধা
Warrior,যোদ্ধা
Warrior,যোদ্ধা
Warship,যুদ্ধজাহাজ
Watch-word,ৱাচ-ৱৰ্ড
Welfare state,কল্যাণকামী ৰাষ্ট্ৰ
Welfare Work,কল্যাণমূলক কাম
Whig,হুইগ
White flag,বগা পতাকা
Whitemen's burden,বগা মানুহৰ বোজা
World empire,বিশ্ব সাম্ৰাজ্য
World movement,বিশ্ব আন্দোলন
World politics,বিশ্ব ৰাজনীতি
World power,বিশ্ব শক্তি
World war,বিশ্বযুদ্ধ
Wreeker,ৰেকাৰ
Wrecking amendment,ধ্বংসাত্মক সংশোধনী
Xenelasis,জেনেলাচিছ
Xenophobia,বিদেশী ঘৃণা
Yankee,য়েংকি
Yellow jacket,হালধীয়া জেকেট
Yellow man,হালধীয়া মানুহ
Yellow peril,হালধীয়া বিপদ
Yellow press,হালধীয়া প্ৰেছ
Young Turks,যুৱ তুৰ্কী
Zeus,জিউছ
Zionism,জায়নিজম
Zoroastrianism,জৰদস্তি ধৰ্ম
