Bengali,Hindi
উন্নতি ম্যাট্রিক্স,सुधारक आव्यूह
আবেগ,आवेग
আবেগপ্রবণ শক্তি,आवेगी बल
আবেগপ্রবণ চাপ,आवेगी दाब
আবেগপ্রবণ উত্তেজনা,आवेगी तनाव
আবেগপ্রবণ রেঞ্চ,आवेगी रिंच
অভিযুক্ত খরচ,आरोपित लागत
অপর্যাপ্ততা,अपर्याप्तता
ঘটনার তরঙ্গ,आपतित तरंग
একটি ভেক্টরের প্রবণতা,सदिश की आनति 
কক্ষপথের প্রবণতা,कक्षा की आनति 
ঝোঁক,"आनति , नति "
ঝোঁক,"आनत, झुका हुआ, नत"
আনত তল,आनत समतल
অন্তর্ভুক্ত,"अंतर्गत, अंतर्विष्ट"
অন্তর্ভুক্তি," अंतर्वेश, अंतर्वेशन, अंतर्विष्ट , समावेशन , आविष्टि "
অসম্পূর্ণ গামা ফাংশন,अपूर्ण गामा-फलन
অসঙ্গতি,असंगतता
অসামঞ্জস্যপূর্ণ,"असंगत, विरोधी"
অসামঞ্জস্যপূর্ণ পরিসংখ্যান,असंगत प्रतिदर्शज
অসামঞ্জস্যপূর্ণ সিস্টেম,असंगत निकाय 
ত্রুটিপূর্ণ,"अशुद्‌ध, गलत "
ভুল সিদ্ধান্ত,गलत निर्ण य
বৃদ্ধি,वृद्‌धि
ক্রমবর্ধমান ফাংশন,वर्धमान फलन
বৃদ্ধি,वृद्‌धि
অনির্দিষ্ট,अनिश्चित
অনির্দিষ্ট ফর্ম,अनिश्चित रूप
অনির্দিষ্ট অবিচ্ছেদ্য,अनिश्चित समाकल
অনির্দিষ্ট ম্যাট্রিক্স,अनिश्चित आव्यूह
অনির্দিষ্ট দ্বিঘাত ফর্ম,अनिश्चित द्विधाती समघात
স্বাধীনতা,स्वातंत्र्य
স্বাধীন ঘটনা,स्वतंत्र घटना
স্বাধীন ফাংশন,स्वतंत्र फलन
স্বাধীন এলোমেলো পরিবর্তনশীল,स्वतंत्र यादृच्छिक चर
স্বাধীন চলক,स्वतंत्र चर
স্বাধীন বৈচিত্র,स्वतंत्र विचर
অনিশ্চয়তা,अनिर्धार्यता
অনির্ধারিত," अनिर्धारित, अनिर्धार्य , अनिश्चित , अपरिमि त"
অনির্ধারিত সমীকরণ,अनिर्धार्य समीकरण
অনিশ্চিত ফর্ম,"अनिर्धारित रूप, अनिर्धार्य रूप"
সূচক," घातांक , सूचक , सूचकांक , निर्देशक, सूचक (वि.)"
একটি সেট দ্বারা সূচীকৃত,समुच्चय से सूचित
সূচিত পরিবার,सूचित परिवार
সূচক সংখ্যা,सूचकांक
উপগোষ্ঠীর সূচক,उपसमूह का सूचकांक
সূচক সেট,सूचक समुच्चय
নির্দেশক,द्‌योतिका
সূচক সমীকরণ,घातांकी समीकरण
অযত্ন বক্ররেখা,उदासीनता वक्र
পরোক্ষ পার্থক্য,परोक्ष अवकलन
পরোক্ষ প্রমাণ,परोक्ष प्रमाण
অবিভাজ্য,अभाज्य
আনয়ন,"आगमन, प्रेरण, विप्रेरण"
প্রবর্তক,आगमनिक
প্রবর্তক অনুমান,आगमनिक कल्पना
প্রবর্তক সংজ্ঞা,आगमनिक परिभाषा
প্রবর্তক অনুমান,आगमनिक अनुमान
অসমতা,"असमता, असमिका"
অসমতার সীমাবদ্ধতা,असमता प्रतिबंध
সমীকরণ,असमिका
জড়তা,जड़त्व
inrtia বল,जड़त्व बल
জড়,जड़त्वीय
অযৌক্তিক পার্থক্য,अयथार्थ अवकल
ইনফ্লেক্সন পয়েন্ট,नतिपरिवर्तन बिंदु
infimum,"निम्नक, महत्तम निम्न परिबंध"
অসীম,"अनंत, अपरिमित"
অসীম মাত্রিক,अनंतविम
অসীম মাত্রিক ভেক্টর স্থান,अनंतविम सदिश समष्टि
অসীম খেলা,अपरिमित खेल
অসীম দল,अनंत समूह
অসীম অবিচ্ছেদ্য,अनंत समाकल
অসীম জনসংখ্যা,अपरिमित समष्टि
অসীম সিরিজ,अनंत श्रेणी
অসীম সেট,अनंत समुच्चय
অসীম,"अनंत सूक्ष्म, अत्यणु"
অসীম উপাদান,अत्यणु अवयव
অসীম স্থান,अनंत समष्टि
অসীম,"अनंत, अनंतियाँ"
অনন্ত,"अनंत, अनंती"
মুদ্রাস্ফীতি ফ্যাক্টর,स्फीति गुणक
বিবর্তনীয় স্পর্শক,नतिपरिवर्ती स्पर्शरेखा
ইনফ্লেকশনাল ফোকাসিং,नतिपरिवर्ती फोकसन
inflexion,नति परिवर्तन
একটি ফাংশনের inf,फलन का निम्नक
তথ্য ম্যাট্রিক্স,अवगम आव्यूह
তথ্য প্রক্রিয়াকরণ,सूचना संसाधन
তথ্য বিজ্ঞান,सूचना विज्ञान
একজাতীয়," असमांगी , असमघाती"
একজাতীয় সমীকরণ,असमघाती समीकरण
একজাতীয় সিস্টেম,असमघात निकाय
প্রাথমিক,"आदि, आरंभिक, प्रारंभिक"
প্রাথমিক অবস্থা,"प्रारंभिक स्थिति, प्रारंभिक प्रतिबंध"
প্রাথমিক লাইন,प्रारंभिक रेखा
প্রাথমিক বিন্দু,प्रारंभिक बिंदु
প্রাথমিক সমাধান,प्रारंभिक हल
প্রাথমিক বেগ,प्रारंभिक वेग
ইনজেকশন মানচিত্র,एकैकी प्रतिचित्र
ইনজেকশন ম্যাপিং,एकैकी प्रतिचित्रण
অভ্যন্তরীণ গুণন,आंतर गुणन
অভ্যন্তরীণ বিন্দু,आंतरिक बिंदु
অভ্যন্তরীণ পণ্য,आंतर गुणनफल्
ইনপুট,"निवेश (सं.), निविष्ट (वि.)"
তথ্য অন্তর্ভুক্তী,निविष्ट आंकड़े
ইনপুট গেট,निवेश द्वार
ইনপুট আউটপুট বিশ্লেষণ,निवेश निर्गत विश्लेषण
ইনপুট আউটপুট নিয়ন্ত্রণ সিস্টেম,निवेश निर्गत नियंत्रण पद्धति
ইনপুট আউটপুট সিস্টেম,निवेश निर्गत प्रणाली
ইনপুট পরিমাণ,निवेश मात्रा
ইনপুট রেজিস্টার,"निवेश रजिस्टर, निवेश पंजिका"
ইনপুট টার্মিনাল,निवेशी टर्मिनल
খোদাই করা বৃত্ত,"अंतर्दृत, अंतर्गतवृत"
তাত্ক্ষণিক,क्षण
তাৎক্ষণিক,"तात्क्षणिक, तात्कालिक"
তাত্ক্ষণিক ত্বরণ,तात्क्षणिक त्वरण
ঘূর্ণনের তাত্ক্ষণিক অক্ষ,तात्क्षणिक घुर्णनाक्ष
তাত্ক্ষণিক কেন্দ্র,तात्क्षणिक केंद्र
ক্ষণিক বেগ,तात्क्षणिक वेग
তাত্ক্ষণিক ভলিউম,तात्क्षणिक आयतन
পূর্ণসংখ্যা,"पूर्ण संख्या, पूर्णांक"
পূর্ণসংখ্যা লিনিয়ার প্রোগ্রামিং,पूर्णांक रैखिक प्रोग्रामन
অখণ্ডতা,समाकलनीयता
সংহত,समाकलनीय
ইন্টিগ্রেবল ডিফারেনশিয়াল সমীকরণ,समाकलनीय अवकल समीकरण
সংহত সমীকরণ,समाकलनीय समीकरण
ইন্টিগ্রেবল ফাংশন,समाकलनीय फलन
অবিচ্ছেদ্য," समाकल , पूर्णांकीय"
অবিচ্ছেদ্য ক্যালকুলাস,"समाकलन-गणित, इंटीग्रल कैलकुलस"
অবিচ্ছেদ্য বক্ররেখা,समाकल वक्र
অবিচ্ছেদ্য ডোমেইন,पूर्णींकीय प्रांत
অবিচ্ছেদ্য সমীকরণ,समाकल समीकरण
অবিচ্ছেদ্য সংখ্যা,"पूर्ण संख्या, पूर्णांक"
প্রথম ধরনের অবিচ্ছেদ্য,प्रथम प्रकार का समाकल
অবিচ্ছেদ্য প্রতিনিধিত্ব,समाकल निरूपण
অবিচ্ছেদ্য চিহ্ন,समाकल चिह्न
একীভূত করা,समाकलन करना
সমন্বিত শোষণ সহগ,समाकलित अवशोषण गुणांक
ইন্টিগ্রেটিং ফ্যাক্টর,समाकलन गुणक
মিশ্রণ,समाकलन
পার্থক্য দ্বারা একীকরণ,अवकलन दूवारा समाकलन
অংশ দ্বারা একীকরণ,खंडशः समाकलन
যৌক্তিকতা দ্বারা একীকরণ,परिमेयकरण दूवारा समाकलन
প্রতিস্থাপন দ্বারা একীকরণ,प्रतिस्थापन दूवारा समाकलन
ক্রমাগত হ্রাস দ্বারা একীকরণ,उत्तरोत्तर समानयन दूवारा समाकलन
সিরিজ দ্বারা একীকরণ,श्रेणीबद्ध समाकलन
ভেক্টরের একীকরণ,सदिश का समाकलन
একটি বদ্ধ পৃষ্ঠের উপর একীকরণ,संवृत पृष्ठ पर समाकलन
ইন্টিগ্রেটর,समाकलक
ইন্টিগ্রেটর উপাদান,समाकलक घटक
ইন্টিগ্রো - ডিফারেনশিয়াল সমীকরণ,समाकल-अवकल समीकरण
পথিমধ্যে রোধ করা," अंतः खंड , अपरोधन"
বিনিময়যোগ্য অপারেশন,विनिमेय संक्रिया
বিনিময়,"विनिमेय, व्यतिहार"
আন্তঃশ্রেণী পারস্পরিক সম্পর্ক,अंतर्वर्ग सहसंबंध
আন্তঃসম্পর্ক,परस्पर सहसंबंध
আন্তঃসম্পর্ক সহগ,परस्पर सहसंबंध गुणांक
পরস্পর নির্ভরতা,"परस्पर निर्भरता, अन्योन्याश्रय"
পরস্পর নির্ভরশীল,अन्योन्याश्रित
স্বার্থ,ब्याज
ইন্টারফেস,"अंतरपृष्ठ, पार्थक्य पृष्ठ"
ইন্টারফেসিয়াল কোণ,अंतरफलक कोण
ইন্টিগ্র্যান্ড,समाकल्य
সমন্বিত,समाकलित
অভ্যন্তর,"अभ्यंतर, अंतरंग, अंतः (सं.), अंतर्गूढ़, आंतरिक,अंतःस्थ (वि.)"
অভ্যন্তরীণ কোণ,अंतः कोण
অভ্যন্তরীণ এলাকা,अंतः क्षेत्र
অভ্যন্তরীণ ডোমেন,अंतः प्रांत
অভ্যন্তরীণ উপাদান,आंतरिक अवयव
একটি সেটের অভ্যন্তর,समुच्चय का अभ्यंतर
অভ্যন্তর বিপরীত কোণ,अभिमुख अंतः कोण
অভ্যন্তরীণ গ্রহ,अंतर्गह
অভ্যন্তরীণ পয়েন্ট,आंतरिक बिंदु
মধ্যবর্তী,"मध्यवर्ती, माध्यमिक, मध्य, मध्यक"
মধ্যবর্তী বিন্দু,मध्यवर्ती बिंदु
মধ্যবর্তী মান উপপাদ্য,मध्यवर्ती मान प्रमेय
অভ্যন্তরীণ দ্বিখণ্ডক,आंतरिक द्‌विभाजक
ইন্টারপোলেশন,अंतर्वेशन
ইন্টারপোলেশন সূত্র,अंतर्वेशन-सूत्र
ছেদ করা,प्रतिच्छेदी
ছেদকারী বক্ররেখা,प्रतिच्छेदी वक्र
ছেদকারী লাইন,प्रतिच्छेदी रेखाएँ
ছেদ," प्रतिच्छेदन, प्रतिच्छेद , सर्वनिष्ठ"
ছেদ বক্ররেখা,प्रतिच्छेद वक्र
বক্ররেখার ছেদ,वक्रों का प्रतिच्छेद
সেটের ছেদ,समुच्चयों का सर्वनिष्ठ
অন্তর,"अंतराल, अंतर"
ব্যবধান অনুমান,अंतराल आकल
inteval অনুমান,अंतराल आकलन
ব্যবধান মধ্য-বিন্দু,अंतराल मध्य बिंदु
ইন্ট্রা-ব্লক প্রভাব,"खंडांतर्गत प्रभाव, अंतः खंड प्रभाव"
ইন্ট্রাক্লাস পারস্পরিক সম্পর্ক,अंतरावर्ग सहसंबंध
invariance,निश्चरता
অপরিবর্তনীয়,निश्चर
অপরিবর্তনীয় সিস্টেম,निश्चर तंत्र
জায়,तालिका
জায় বরাদ্দ,तालिका नियतन
জায় নিয়ন্ত্রণ,तालिका नियंत्रण
জায় নিয়ন্ত্রণ মডেল,तालिका नियंत्रण निदर्श
জায় নিয়ন্ত্রণ ব্যবস্থা,तालिका नियंत्रण प्रणाली
জায় চক্র,तालिका चक्र
ইনভেন্টরি হোল্ডিং খরচ,तालिका धारण लागत
ইনভেন্টরি পয়েন্ট,तालिका बिंदु
জায় নীতি,तालिका नीति
জায় পরিস্থিতি,तालिका  स्थिति
বিপরীত,"प्रतित्रोम, व्युत्क्रम, विपरीत"
বিপরীত পারস্পরিক সম্পর্ক,प्रतिलोम सहसंबंध
বিপরীত ফাংশন,प्रतिलोम फलन
বিপরীত হাইপারবোলিক ফাংশন,प्रति लोम अतिपरवलयिक फलन
ব্যস্তানুপাতিক,व्युत्क्रमानुपाती
বিপরীত ম্যাপিং,व्युत्क्रम प्रतिचित्र ण
বিপরীত সংখ্যা,व्युत्क्रम संख्या
একটি ম্যাট্রিক্সের বিপরীত,व्युत्क्रम आव्यूह
বিপরীত ক্রমাগত,प्रतिलोम क्रमचय
বিপরীত অনুপাত,व्युत्क्रमानुपात
বিপরীত ত্রিকোণমিতিক ফাংশন,प्रतिलोम त्रिकोणमितीय फलन
বিপরীত সূত্র,प्रतिलोमन-सूत्र
আদেশের বিপরীত,क्रम का प्रति लोमन
ইনভার্টেবল ম্যাট্রিক্স,व्युत्क्रमणीय आव्यूह
বিপরীতমুখী রূপান্তর,व्युत्क्रमणीय रूपांतरण
অযৌক্তিক,अपरिमेय
অযৌক্তিক সমীকরণ,अपरिमेय समीकरण
অযৌক্তিক অভিব্যক্তি,अपरिमेय व्यंजक
অমূলদ সংখ্যা,अपरिमेय संख्या
অযৌক্তিক মূল,अपरिमेय मूल
অপরিবর্তনীয়," अखंडनीय , अलघुकरणीय , असमानेय"
ইরোটেশনাল ভেক্টর,अघूर्णी सदिश
irrotational ভেক্টর ফাংশন,अघूर्णी सदिश फलन
ইরোটেশনাল বেগ,अघूर्णी वेग
আইসোগোনাল,तुल्यकोणी (वि.) समदिक्पा ती रेखा (सं)
isokurtosis,समककुदता
বিচ্ছিন্ন অপরিহার্য এককতা,वियुक्त अनिवार्य विचित्रता
বিচ্ছিন্ন বিন্দু,वियुक्त बिंदु
আইসোমেট্রিক,"समदूरीक, त्रिसमलंबाक्ष, घनीय, आइसोमेट्रिक"
সমদ্বিবাহু কনফিগারেশন,समद्विबाहु विन्यास
পুনরাবৃত্ত অবিচ্ছেদ্য,पुनरावृत्त समाकल
পুনরাবৃত্তি ইন্টারপোলেশন,पुनरावृत्त अंतर्वेशन
পুনরাবৃত্তি,पुनरावृत्ति
পুনরাবৃত্তি সূত্র,पुनरावृत्ति सूत्र
পুনরাবৃত্তিমূলক একীকরণ সূত্র,पुनरावर्ती समाकलन सूत्र
পুনরাবৃত্তিমূলক পদ্ধতি,पुनरावर्ती क्रि याविधि
পুনরাবৃত্তিমূলক কৌশল,पुनरावर्ती विधि
জ্যাকোবিয়ান,जैकोबियन
জ্যাকোবিয়ান নির্ধারক,जैकोबी सारणिक
জ্যাকোবিয়ান ম্যাট্রিক্স,जैकोबी आव्यूह
সেট যোগদান,समुच्चयों का सम्मिलन
যৌথ,"जोड़, संधि (सं.) संयुक्त(वि.)"
যৌথ ঘনত্ব ফাংশন,संयुक्त घनत्व फलन
যৌথ ফ্রিকোয়েন্সি ফাংশন,संयुक्त बारंबारता फलन
যৌথভাবে নির্ভরশীল পরিবর্তনশীল,संयुक्ततः आश्रित चर
যৌথ সম্ভাবনা,संयुक्त प्रायिकता
যোগদান (=ইউনিয়ন),सम्मिलन
লাফ,"कुदान, जंप, प्लुति"
জাম্প বিরতি,प्लुति असांतत्य
ন্যায্যতা,"न्यायसंगति, औचित्य"
ন্যায্যতা,औचित्य बताना
Karnaugh মানচিত্র,कारनाफ मानचित्र
কার্নেল,"गुठली, अष्टि"
ম্যাপিং এর কার্নেল,प्रतिचित्रण की अष्टि
গতিবিদ্যা,"शुदूधगति विज्ञान, शुदूध गतिकी"
গতিসম্পর্কিত শক্তি,गतिज ऊर्जा
গতিবিদ্যা,"बलगति विज्ञान, बलगतिकी"
কোলমোগোরফ স্মিরনভ পরীক্ষা,कोल्मोगोरोफ-स्मिरनोव परीक्षण
ক্রোনেকার ব-দ্বীপ,क्रोनेकर डेल्टा
কুরটোসিস,ककुदता
Lagrange এর ফাংশন,लग्रांज फलन
ল্যাগ্রেঞ্জের গুণক,लग्रांज गुणक
ল্যামিনা,"स्तरिका, पटल"
ল্যাপ্লেস রূপান্তর,लाप्लास रूपांतर
বড় সংখ্যা,बृहत संख्या
সুপ্ত মূল (= বৈশিষ্ট্যযুক্ত মূল),अभिलक्षणिक मूल
পাশর্্বীয় পৃষ্ঠ,पार्श्व पृष्ठ
ল্যাটিন বর্গক্ষেত্র,लैटिन वर्ग
ল্যাটাস মলদ্বার,"नाभिलंब, लैटस रैक्टम"
আইন,"नियम, सिद्धांत"
বেগ যোগ করার আইন,वेग संयोजन नियम
সংযোজন আইন,संकलनीयता नियम
হ্রাস প্রত্যাবর্তনের আইন,ह्नासमान प्रतिफल नियम
মহাকর্ষ আইন,गुरुत्वाकर्षण नियम
গোষ্ঠীর জন্য সমকামীতার আইন,समूह के लिए समाकारिता नियम
রিং জন্য হোমোমরফিজম আইন,वलयों के लिए समाकारिता नियम
ব্যয় বৃদ্ধির আইন,बढ़ती लागत का नियम
সূচকের আইন,घातांक नियम
জড়তা আইন,जड़त्व नियम
বড় সংখ্যার আইন,बृहत्‌ संख्याओं का नियम
সম্ভাবনার আইন,प्रायिकता-नियम
সাইন আইন,"ज्या नियम, साइन नियम"
সূচকের আইন,घातांको के नियम
গতির আইন,गति नियम
স্তর,"परत, स्तर"
অগ্রণী সহগ,अग्रग गुणांक
অগ্রণী তির্যক,अग्रग विकर्ण
নেতৃস্থানীয় সাবম্যাট্রিক্স,अग्रग उप-आव्यूह
নেতৃস্থানীয় শব্দ,अग्रग पद
অন্তত,"न्यूनतम, अल्पतम, लघुतम"
সর্বনিম্ন সাধারণ একাধিক (এলসিএম),लघुतम समापवर्त्य (LCM)
সর্বনিম্ন উপাদান,न्यूनतम अवयव
অন্তত বর্গ,न्यूनतम वर्ग
অন্তত উপরের আবদ্ধ,न्यूनतम उपरि परिबंध
বাম coset,वाम सहसमुच्चय
বাঁ হাতী,वामावर्त
বাম হাতের স্ক্রু,वामावर्ती पेच
বাম বিপরীত,वाम प्रतिलोम
বাম গুণন,वाम गुणन
লাইবনিটজ সূত্র,लाइबनिटस सूत्र
দৈর্ঘ্য,लंबाई
leptokurtic,तुंगककुदी
লেপ্টোকারটিক বক্ররেখা,तुंगककुदी वक्र
লেপ্টোকুরটোসিস,तुंगककुदता
স্তর বক্ররেখা,स्तर वक्र
আস্থা স্তর,विश्वास्यता स्तर
তাত্পর্যের স্তর,सार्थकता का स्तर
অভিধানগতভাবে,कोशक्रमानुसार
বর্ণানুক্রম,कोश क्रम
সম্ভাবনা ফাংশন,संभाविता फलन
সম্ভাবনা অনুপাত পরীক্ষা,संभाविता अनुपात परिक्षण
সীমা," सीमा , सीमांत"
সীমাবদ্ধ,"सीमांत, चरम"
সীমিত মান,सीमांत मान
সীমিত বেগ,सीमांत वेग
গড় সীমা,माध्य में सीमा
একীকরণের সীমা,समाकलन की सीमा
অনুক্রমের সীমা,अनुक्रम सीमा
সীমা বিন্দু (= ক্লাস্টার পয়েন্ট),"गुच्छ बिंदु, सीमा बिंदु"
সীমা বেগ,सीमांत वेग
লাইন," रेखा , लाइन , दीर्घतंतु"
রৈখিক,"रेखीय, रैखिक, रेखाकार"
রৈখিক বীজগণিত,रैखिक बीजावल्ली
রৈখিক বীজগণিত সমীকরণ,रैखिक बीजीय समीकरण
রৈখিক অনুমান,रैखिक सन्निकटन
লিনিয়ার অ্যাসিম্পটোট,रैखिक अनंतस्पर्शी
রৈখিক সহগ,रैखिक गुणांक
রৈখিক সংমিশ্রণ,एकघात संचय
রৈখিক সীমাবদ্ধতা,एकघात प्रतिबंध
রৈখিক নির্ভরতা,रैखिक आश्रितता
লিনিয়ার ডিফারেনশিয়াল সমীকরণ,रैखिक अवकलन समीकरण
রৈখিক মাত্রা," रैखिक विमा , रैखिक माप , रैखिक लंबाई-चौड़ाई"
একঘাত সমীকরণ,"रैखिक समीकरण, एकघात समीकरण"
রৈখিক ফর্ম,रैखिक समघात
রৈখিক ভগ্নাংশ রূপান্তর,रैखिक भिन्नात्मक रूपांतरण
রৈখিক ফাংশন,रैखिक फलन
রৈখিক কার্যকরী,रैखिक फलनक
লিনিয়ার গ্রুপ,रैखिक समूह
রৈখিক স্বাধীনতা,रैखिक स्वतंत्रता
রৈখিক স্বাধীন সম্পর্ক,रैखिक स्वतंत्र संबंध
রৈখিক অসমতা,रैखिक असमिका
রৈখিক অসংগত ডিফারেনশিয়াল সমীকরণ,रैखिक असमघाती अवकल समीकरण
রৈখিক অবিচ্ছেদ্য সমীকরণ,रैखिक समाकल समीकरण
রৈখিক ক্ষেপক,रैखिक अंतर्वेशन
রৈখিক সর্বনিম্ন বর্গক্ষেত্র রিগ্রেশন বিশ্লেষণ,रैखिक न्यूनतम वर्ग समाश्रयण विश्लेषण
রৈখিকতা," एकघाततः , रैखिकतः"
রৈখিকভাবে নির্ভরশীল,रैखिकतः परतंत्र
রৈখিকভাবে স্বাধীন,रैखिकतः स्वतंत्र
লিনিয়ার ম্যাপিং,रैखिक प्रतिचित्रण
লিনিয়ার অর্ডার,रैखिक क्रम
লিনিয়ার অর্ডারিং,रैखिक क्रमीकरण
রৈখিক প্রোগ্রামিং,रैखिक प्रोग्रामन
লিনিয়ার প্রোগ্রামিং অ্যালগরিদম,रैखिक प्रोग्रामन कलन-विधि
লিনিয়ার প্রোগ্রামিং সমস্যা,रैखिक प्रोग्रामन समस्या
লিনিয়ার রিগ্রেশন,रैखिक समाश्रयण
রৈখিক রিগ্রেশন সহগ,रैखिक समाश्रयण गुणांक
রৈখিক সম্পর্ক,"रैखिक संबंध, एकघाती संबंध"
রৈখিক স্থান (=ভেক্টর স্থান),रैखिक समष्टि
লিনিয়ার সাবস্পেস,रैखिक उपसमष्टि
রৈখিক রূপান্তর,रैखिक रूपांतरण
রৈখিক প্রবণতা,रैखिक उपनति
রৈখিক নিরপেক্ষ অনুমান,रैखिक अनभिनत आकल
রৈখিক বেগ,रैखिक वेग
লাইন অবিচ্ছেদ্য,रेखा समाकल
ছেদ লাইন,प्रतिच्छेद-रेखा
রিগ্রেশন লাইন,समाश्रयण-रेखा
স্থানীয় ভেক্টর,स्थानगत सदिश
স্থানীয় সর্বোত্তম,स्थानीय इष्टतम
অবস্থান,"बिन्दुपथ, रेखापथ"
লগ,"लॉग, लठठा, संलेख"
লগারিদমিক,"लघुगणकीय, लॉगेरिथ्मीय"
লগারিদমিক নির্ভুলতা,लघुगणकीय यथार्थता
লগারিদমিক গণনা,लॉगेरिथ्मीय परिकलन
লগারিদমিক বক্ররেখা,"लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र"
লগারিদমিক ডেরিভেটিভ,लघुगणकीय अवकलज
লগারিদমিক পার্থক্য,लघुगणकीय अवकलन
লগারিদমিক ফাংশন,"लॉगेरिथ्मीय फलन, लघुगणकीय फलन"
লগারিদমিক গড় (=জ্যামিতিক গড়),"लघुगणकीय माध्य, गुणोत्तर माध्य"
লগারিদমিক স্বাভাবিক বন্টন,लघुगणकीय प्रसामान्य बंटन
লগারিদমিক সম্পর্ক,लघुगणकीय संबंध
লগারিদমিক স্কেল,लघुगणकीय मापक्रम
লগারিদমিক সিরিজ,"लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी"
লগারিদমিক সর্পিল (সমকোণাকার সর্পিল),"लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल"
লগারিদমিক টেবিল (=লগ টেবিল),"लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी"
লগারিদম (লগ),"लॉगेरिथ्म, लघुगणक"
যুক্তি,तर्क
যৌক্তিকভাবে সমতুল্য,तर्कत: तुल्य
লজিস্টিক বক্ররেখা,"वृद्धिघात वक्र, पर्ल-रीड वक्र"
স্বাভাবিক বিতরণ,"लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन"
দ্রাঘিমাংশ," रेखांश , देशांतर"
লুপ," पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.) , प्रस्पंद"
লটারি," प्रचयन , प्रचायिका, लॉटरी"
নিম্ন বার,अधोरेखा
নিম্ন সীমা,निम्न परिबंध
নিম্ন Riemann অবিচ্ছেদ্য,निम्न रीमान-समाकल
কম যোগফল,निम्न योगफल
নিম্ন ত্রিভুজাকার ম্যাট্রিক্স,निम्न त्रिभुजीय आव्यूह
ম্যাকলরিনের বিস্তার,मैक्लारिन प्रसार
জাদু সংখ্যা,"माया संख्या , मैजिक संख्या , स्थायित्व संख्या"
জাদু বর্গ,मैजिक वर्ग
মাত্রার সীমা (=সীমাবদ্ধতা),कांतिमान-सीमा
মেইল করা প্রশ্নাবলী,डाक प्रेषित प्रश्नावली
মেল জরিপ,डाक द्वारा सर्वेक्षण
মেজরেন্ট (উপরের সীমানা),उपरि परिबंध
প্রধান চাপ,दीर्घ चाप
বড় সেট,उपरिबद्‌ध समुच्चय
অনেক মূল্যবান ফাংশন,बहुमान फलन
মানচিত্র,"नक्शा , मानचित्र , प्रतिचित्र"
সেট মধ্যে মানচিত্র,समुच्चय में प्रतिचित्रित करना
একটি সেটের ম্যাপিং,समुच्चय का प्रतिचित्रण
প্রান্তিক সম্ভাবনা,उपांत प्रायिकता
গাণিতিক বিশ্লেষণ,गणितीय विश्लेषण
গাণিতিক যুক্তি,गणितीय तर्क
গাণিতিক কেন্দ্র,गणितीय केंद्र
গাণিতিক জটিলতা,गणितीय जटिलता
গাণিতিক অর্থনীতি,गणितीय अर्थशास्त्र
গাণিতিক প্রত্যাশা,गणितीय प्रत्याशा
গাণিতিক ফর্ম,गणितीय रूप
গাণিতিক গঠন,"गणितीय संरूपण, गणितीय संरूप"
গাণিতিক পরিচয়,गणितीय सर्वसमिका
গাণিতিক যুক্তি,"गणितीय तर्कशास्त्र ,गणितीय तर्क"
গানিতিক প্রতিমাণ,गणितीय निदर्श
গাণিতিক ধারণা,गणितीय आशय
ম্যাট্রিক্স ডিগোনালাইজেশন,मैट्रिक्स विकर्णन
ম্যাট্রিক্স বিপরীত,आव्यूह-व्युत्क्रम
ম্যাট্রিক্স ইনভার্সন,आव्यूह-व्युत्क्रमण
ম্যাট্রিক্স পুনরাবৃত্তি পদ্ধতি,आव्यूह पुनरावर्ती विधि
ম্যাট্রিক্স পদ্ধতি,मैट्रिक्स पद्‌धति
ম্যাট্রিক্স গুণ,आव्यूह गुणन
ধ্রুবকের ম্যাট্রিক্স,अचरों का आव्यूह
কার্যকারিতার ম্যাট্রিক্স,प्रभाविता आव्यूह
ম্যাট্রিক্স অপারেটর,आव्यूह संकारक
ম্যাট্রিক্স বহুপদী,आव्यूह बहुपद
ম্যাট্রিক্স প্রিন্টিং,आव्यूह मुद्रण
ম্যাট্রিক্স পণ্য,आव्यूह-गुणनफल
সর্বাধিক করা,अधिकतमीकृत
সর্বোচ্চ,"महत्तम, अधिकतम, उच्चतम"
সর্বোচ্চ পরম মান,अधिकतम निरपेक्ष मान
সর্বোচ্চ F-অনুপাত,महत्तम F-अनुपात
সর্বাধিক সম্ভাবনা,अधिकतम संभाविता
maxmin,महाल्पिष्ठ
সর্বোচ্চ মানদণ্ড,महाल्पिष्ठ निकष
একটি ফাংশনের সর্বোচ্চ,फलन का अधिकतम
ম্যাক্সওয়েল-বোল্টজম্যান পরিসংখ্যান,मैक्सवेल-बोल्ट्समान सांख्यिकी
বিচ্যুতি,माध्य विचलन
বর্গাকার বিচ্যুতি,विचलन वर्ग माध्य
মানে বর্গাকার ত্রুটি,वर्ग माध्य त्रुटि
গড় মান,"माध्यमान, औसत मान"
গড় মান উপপাদ্য,माध्यमान प्रमेय
কার্টোসিসের পরিমাপ,ककुदता माप
মধ্যমা," मध्य, मध्यस्थ , माध्यिका, मीडियन"
