Hindi,Assamese
विलोम स्कैनिंग,বিপৰীত স্কেনিং
विलोम संचिका,ওলোটা ফাইল
व्युत्क्रमित सूची संचिका,ওলোটা তালিকা নথিপত্ৰ
व्युत्क्रम पृष्ठ सारणी,ওলোটা পৃষ্ঠা টেবুল
"1.अंतवर्तक, 2.प्रतीपक",ইনভাৰ্টাৰ
कार्य प्रबंधन,চাকৰি ব্যৱস্থাপনা
कार्योन्मुख भाषा,চাকৰিমুখী ভাষা
कार्य प्राथमिकता,চাকৰিৰ অগ্ৰাধিকাৰ
कार्य अनुसूचन,চাকৰিৰ সময়সূচী
कार्य अनुक्रमण,চাকৰিৰ ক্ৰমবিন্যাস
कार्य सारणी,চাকৰিৰ টেবুল
सम्मिलन,যোগদান কৰক (JOIN)
संयुक्त फोटोग्राफी ग्रुप (जे पी जी),যৌথ ফটোগ্ৰাফিক গোট (jpg)
पत्रिका,জাৰ্নেল
ज्वॉय स्टिक,জয় লাঠি
"1.ऑकलन, 2.निर्णय",বিচাৰ কৰা
जंप,জাপ মৰা
जंप अनुदेश,জাম্প নিৰ্দেশনা
जंपर,জাম্পাৰ
"1.संगम, 2.संधि, 3.जोड़",জংচন
कबाड़,আৱৰ্জনা
औचित्य,ন্যায্যতা প্ৰদান
किलो बाईट,k বাইট
कार्नोफ प्रतिचित्र,karnaugh মানচিত্ৰ
कार्नोफ चित्र,karnaugh মানচিত্ৰ
के बी (किलो बाईट),KB (কিলো বাইট)
"1.अष्टि, 2.गुठली, 3.कर्नल",কাৰ্ণেল
अष्टि विधा,কাৰ্ণেল ধৰণ
अष्टिकरण,কেৰ্নিং
कुंजी,চাবি
कुंजी पटल,কী বৰ্ড
"1.कुंजी उछाल, 2.कुंजी अस्वीकार",কী বাউন্স
कुंजी क्लिक,কি ক্লিক কৰক
कुंजी संपीडन,কি সংকোচন
"1.कुंजी डिस्क, 2.कुंजी चक्रिका",চাবি ডিষ্ক
कुंजी कूट लेखन,কি&#39; এনক্ৰিপচন
मुख्य क्षेत्र,কী ফিল্ড
"1.कुंजी फाईल, 2.कुंजी संचिका",কী ফাইল
मुख्य ढांचा,কী ফ্ৰেম
मुख्य प्रबंधन,কী ব্যৱস্থাপনা
कुंजी पैड,কী পেড
कुंजी पैड,কী পেড
मुख्य वाक्यांश,মূল বাক্যাংশ
कुंजी स्पंद,কী পালছ
कुंजी छिद्रक,কী পাঞ্চ
कुंजी छाँटन,কী সজাই পৰাই তোলা
"1.कुंजी आघात, 2.कुंजी स्ट्रोक, 3.कुंजी दाब",কী ষ্ট্ৰ&#39;ক
पता-अंतरण कुंजी,ৰূপান্তৰক সম্বোধন কৰিবলৈ চাবিকাঠি
"1.डिस्क कुंजी, 2.चक्रिका कुंजी",ডিষ্কলৈ চাবি
फ्लापी कुंजी,ফ্লপিলৈ কি&#39;
टेप कुंजी,টেপলৈ চাবি
मुख्य शब्द,মূল শব্দ
"1.किक, 2.ठोकर",কিক
हत,হত্যা
किलो बिट,কিলোবিট
गाँठ,গাঁঠি
ज्ञान आधारित सूचना सेवायें,জ্ঞান ভিত্তিক তথ্য সেৱা
ज्ञान खोज,জ্ঞান আৱিষ্কাৰ
ज्ञान खोज डॉटाबेस,জ্ঞান আৱিষ্কাৰ ডাটাবেছ (KDD)
ज्ञान इंजीनियरी,জ্ঞান অভিযান্ত্ৰিকী
ज्ञान प्रबंधन,জ্ঞান ব্যৱস্থাপনা
ज्ञानकर्मी,জ্ঞান কৰ্মী
लैन अनुकूलक,লেন এডাপ্টাৰ
"1.लैन परिसेवक,2.लैन सर्वर",লান চাৰ্ভাৰ
लैन कार्यस्थल,LAN কৰ্মস্থলী
क्षैतिज चित्र,ভূচিত্ৰ
"1.क्षैतिज चित्र, 2.लैडस्केप",ভূচিত্ৰ
भाषा,ভাষা
भाषा अनुदेशातंरक,ভাষা দোভাষী
भाषा प्रक्रमक,ভাষা প্ৰচেছৰ
"1.भाषा अंतरक, 2.भाषा अनुवादक",ভাষা অনুবাদক
लैपटाप,লেপটপ
व्यापक एकीकरण (एल.एस.आई.),বৃহৎ পৰিসৰৰ সংহতি (lsi)
बृहत समाकलन (एल एस आई),বৃহৎ পৰিসৰৰ সংহতি (LSI)
लेसर,লেজাৰ
लेसर मुद्रक,লেজাৰ প্ৰিন্টাৰ
अन्तिम आगम प्रथम निर्गम (लिफो),লাষ্ট ইন ফাৰ্ষ্ট আউট (LIFO)
परत,স্তৰ
"खाका, अभिन्यास",গাঁথনি
"1.पर्ण, 2.पत्ती,3. पत्र",পাত
पर्ण आसंधि,পাতৰ ন&#39;ড
पर्ण स्थल,পাতৰ ঠাই
पट्टा,লীজ
"1.पट्टा चैनल, 2.पट्टा प्रणाल पट्टा",লিজত দিয়া চেনেল
"1.लाइन,2.पट्टा रेखा",লিজড লাইন
न्यूनत्तम सार्थक बिट शेल.एस.बी),কম গুৰুত্বপূৰ্ণ বিট (lsb)
अल्पतम सार्थक अंक,কম গুৰুত্বপূৰ্ণ অংক
"1.विरासती व्यवस्था,2.विरासती तंत्र",লিগেচি চিষ্টেম
"1.लेमा, 2.प्रमेयिका",লেমা
पत्र गुणवत्ता (एल क्यू),চিঠিৰ মান (LQ)
शब्दिम,লেক্সেম
कोश विज्ञान,লেক্সিকোগ্ৰাফী
"1.संग्रह,2.लाइब्रेरी",পুথিভঁৰাল
"1.लाइब्रेरी प्रोग्राम, 2.संग्रह क्रमादेशन",লাইব্ৰেৰী প্ৰগ্ৰেম
लाइब्रेरी उपनेमिका,লাইব্ৰেৰী উপ-ৰুটিন
"1.लाइसेंस अनुबंध, 2.लाइसेंस करारनामा",অনুজ্ঞাপত্ৰ চুক্তি
प्रकाश उत्सर्जक डायोड (एल ई डी),লাইট এমিটাৰ ডাইঅ&#39;ড (LED)
प्रकाश गन,লাইট বন্দুক
प्रकाश पेन,লাইট পেন
रैखिक अनुकूलक,লাইন এডাপ্টাৰ
लाइन संपादन,শাৰী সম্পাদনা
"1.लाइन मुद्रक, 2.लाइन प्रिंटर",লাইন প্ৰিন্টাৰ
"1.रैखिक, 2.रेखीय",ৰৈখিক
रेखाएं प्रति मिनट (एल पी एम),প্ৰতি মিনিটত লাইন (LPM)
"1. कड़ई, लिंक, 2. श्रृंखला ,3. बंध",লিংক
श्रृंखलित सूची,লিংক কৰা তালিকা
लिनक्स,LINUX
"1.लिक्विड क्रिस्टल डिस्पले, 2.द्रव क्रिस्टल प्रदर्श (एल सी डी)",লিকুইড ক্রিষ্টাল ডিছপ্লে (LCD)
सूची प्रक्रमण,তালিকা প্ৰক্ৰিয়াকৰণ
"1.आक्षर,2.शाब्दिक",আক্ষৰিক
"1.सक्रिय, 2.सजीव, 3.विद्युन्मय, 4.चल",জীয়াই থকা
सजीव आसंधि,লাইভ ন&#39;ড
"1.भार, 2.लोड",ভাৰ
"1.लोड मॉडयूल, 2.भार प्रतिरुपक",লোড মডিউল
"1.स्थानीय, 2.स्थानिक",স্থানীয়
स्थानीय अभिगम,স্থানীয় প্ৰৱেশ
स्थानीय क्षेत्र जालक्रम (लैन),স্থানীয় এলেকা নেটওয়ার্ক (Lan)
स्थानीय स्पष्टता,স্থানীয় সংজ্ঞা
"1. स्थानीय जालक्रम ,2. स्थानीय केंद्र,3. स्थानीय विनिमय",স্থানীয় বিনিময়
स्थानीय स्मृति,স্থানীয় স্মৃতিশক্তি
स्थानीय विधा,স্থানীয় ধৰণ
स्थानीय चर,স্থানীয় চলক
"पाश, लॉक",তলা
पाशित संचिका,লক কৰা ফাইল
सत्रारंभ,লগ ইন=লগ অন কৰক
सत्रांत,লগ অফ-লগ আউট
संलेखन,লগিং
तर्क विश्लेषक,যুক্তি বিশ্লেষক
तर्क बम,লজিক বোমা
तर्क कार्ड,লজিক কাৰ্ড
तर्क संचित्र (प्रवाह संचित्र),লজিক চাৰ্ট (ফ্ল&#39; চাৰ্ট)
तर्क परिपथ,লজিক বৰ্তনী
तर्क अभिकल्प,লজিক ডিজাইন
तर्क आरेख,লজিক ডায়েগ্ৰাম
तार्किक प्रवाह संचित्र,লজিক ফ্ল&#39; চাৰ্ট
तर्क फलन,লজিক ফাংচন
तर्क गेट,লজিক গেট
"1.तर्क प्रोग्रामन, 2.तर्क क्रमादेशन",লজিক প্ৰগ্ৰেমিং
तर्क विस्थापन,লজিক শিফ্ট
तर्क अवस्था,লজিক অৱস্থা
तर्क स्विच,লজিক চুইচ
तर्क इकाई,লজিক ইউনিট
तार्किक,যুক্তিসংগত
तार्किक संयोजन,লজিকেল সংযোগ
तार्किक आँकड़आ संरचना,লজিকেল ডাটা গঠন
तर्कसंगत आरेख,লজিকেল ডায়েগ্ৰাম
तार्किक व्यंजक,লজিকেল এক্সপ্ৰেচন
तार्किक प्रवाह संचित्र,লজিকেল ফ্ল&#39; চাৰ্ট (ফ্ল&#39; চাৰ্ট)
तार्किक आई एफ (तार्किक यदि),লজিকেল IF
तर्कसंगत संक्रिया,লজিকেল অপাৰেচন
तर्कसंगत संकारक,লজিকেল অপাৰেটৰ
तर्कसंगत संबंधन,যুক্তিসংগত সম্পৰ্ক
तार्किक योजना,যুক্তিসংগত আঁচনি
"1.तर्कसंगत संप्रतीक,2.तार्किक संप्रतीक",যুক্তিসংগত চিহ্ন
तार्किक प्ररुप,লজিকেল টাইপ
तार्किक मान,লজিকেল মান
तार्किक चर,লজিকেল ভেৰিয়েবল
हासिल अग्रावलोकन,আগলৈ চাওক কঢ়িয়াই লৈ ফুৰে
अग्रावलोकन समुच्चय,look ahead set
अवलोकन,চোৱা
"1.लूप, 2.पाश",খান্দৰি
पाश नियंत्रण,লুপ নিয়ন্ত্ৰণ
पाश प्रारंभन,লুপ আৰম্ভণি
पाश आपरिवर्तन,লুপ পৰিবৰ্তন
"1.पाश जालक्रम, 2.पाश नेटवर्क",লুপ নেটৱাৰ্ক
पाश प्रारंभन,লুপ আৰম্ভ
पाश-अवसान,লুপ টাৰ্মিনেচন
प्रति-पाश परीक्षण,লুপ-বেক পৰীক্ষা
शिथिल युग्मित,শিথিলভাৱে সংযুক্ত
ह्रास रहित संपीडन,ক্ষতিহীন সংকোচন
हासी संपीडन,ক্ষতিকাৰক সংকোচন
निम्न बाइट,কম বাইট
निम्न स्तर भाषा,নিম্নস্তৰৰ ভাষা
निम्न पारक फिल्टर,লো পাছ ফিল্টাৰ
"1.निम्न परिबाधित,2. निम्न परिबद्ध",নিম্ন সীমা
"1.मैक प्रोटोकॉल, 2.मैक आचार (मध्य अभिगम नियंत्रण)",mac প্ৰটোকল (মধ্যমীয়া অভিগম নিয়ন্ত্ৰণ)
"1.मशीन, 2.यंत्र",যন্ত্ৰ
मशीन पता,মেচিনৰ ঠিকনা
"1.यंत्र कूट, 2.मशीन कोड",মেচিন ক&#39;ড
यंत्र चक्र,মেচিন চক্ৰ
यंत्राश्रित भाषा,মেচিন নিৰ্ভৰশীল ভাষা
यंत्राश्रित सॉफ्टवेयर,মেচিন নিৰ্ভৰশীল চফ্টৱেৰ
यंत्र त्रुटि,মেচিনৰ ভুল
यंत्र निष्क्रिय काल,মেচিনৰ অচল সময়
यंत्र निरपेक्ष भाषा,মেচিন স্বাধীন ভাষা
यंत्रानुदेश,মেচিনৰ নিৰ্দেশনা
यंत्र बोध,মেচিন বুদ্ধিমত্তা
"1.मशीनी भाषा,2.यंत्र भाषा",মেচিন ভাষা
यंत्राधिगम,মেচিন লাৰ্নিং
यंत्र संक्रिया,মেচিন অপাৰেচন
यंत्रमूलक भाषा,যন্ত্ৰমুখী ভাষা
यंत्र निष्पादन,মেচিন চলোৱা
मशीन अनुकार,মেচিন চিমুলেচন
यंत्र अपहृत काल,মেচিন নষ্ট সময়
मशीनी अनुवाद,মেচিন অনুবাদ
मशीन शब्द,মেচিন শব্দ
स्थूल अनुदेश,মেক্ৰ&#39; (=মেক্ৰ&#39; নিৰ্দেশনা)
स्थूल प्राचर,মেক্ৰ&#39; যুক্তি
स्थूल कोडांतरण प्रोग्राम,মেক্ৰ&#39; সমাবেশ প্ৰগ্ৰেম
स्थूल आह्वान,মেক্ৰ&#39; কল
"1.स्थूल कोड, 2.स्थूल कूट",মেক্ৰ&#39; ক&#39;ড
स्थूल समादेश,মেক্ৰ&#39; কমাণ্ড
स्थूल घोषणा,মেক্ৰ&#39; ঘোষণা
स्थूल परिभाषा,মেক্ৰ&#39; সংজ্ঞা
स्थूल प्रवाह संचित्र,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
स्थूल जनित्र,মেক্ৰ&#39; জেনেৰেটৰ
स्थूल अनुदेश,মেক্ৰ&#39; নিৰ্দেশনা
स्थूल भाषा,মেক্ৰ&#39; ভাষা
स्थूल लाइब्रेरी,মেক্ৰ&#39; লাইব্ৰেৰী
स्थूल प्राचल,মেক্ৰ&#39; প্ৰাচল
स्थूल प्रक्रमण,মেক্ৰ&#39; প্ৰচেছিং
"1.स्थूल प्रक्रमक,2. मैक्रोप्रोसेसर",মেক্ৰ&#39; প্ৰচেছৰ
स्थूल प्रोग्रामन,মেক্ৰ&#39; প্ৰগ্ৰেমিং
स्थूल आदिप्ररुप,মেক্ৰ&#39; প্ৰ&#39;ট&#39;টাইপ
"1.स्थूल कूटलेखन, 2.स्थूल कोडन",মেক্ৰ&#39;-ক&#39;ডিং
मेगाबाइट (एम बी),মেগাবাইট (MB)
जादुई संप्रतीक,যাদু চৰিত্ৰ
जादुई संख्या,যাদু সংখ্যা
चुंबकीय बुदबुद स्मृति,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
चुंबकीय कार्ड,চুম্বকীয় কাৰ্ড
"1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल",চুম্বকীয় কোষ
चुंबकीय संप्रतीक,চুম্বকীয় চৰিত্ৰ
चुंबकीय कोर भंडारण,চুম্বকীয় কোৰ সংৰক্ষণ
"1.चुंबकीय चक्रिका,2. चुंबकीय डिस्क",চুম্বকীয় ডিস্ক
चुंबकीय डिस्क पता,চুম্বকীয় ডিষ্কৰ ঠিকনা
चुंबकीय चक्रिका स्मृति,চুম্বকীয় ডিষ্ক মেমৰি
चुंबकीय ड्रम,চুম্বকীয় ড্ৰাম
"1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण,3.चुंबकीय कोडन",চুম্বকীয় এনকোডিং
चुंबकीय शीर्ष,চুম্বকীয় মূৰ
चुंबकीय स्याही,চুম্বকীয় চিয়াঁহী
चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
चुंबकीय माध्यम,চুম্বকীয় মাধ্যম
चुंबकीय पठन,চুম্বকীয় পঢ়া
चुंबकीय अभिलेखन,চুম্বকীয় ৰেকৰ্ডিং
चुंबकीय भंडारण,চুম্বকীয় সংৰক্ষণ
चुंबकीय पट्टी,চুম্বকীয় ষ্ট্ৰিপ
चुंबकीय टेप,চুম্বকীয় টেপ
चुंबकीय टेप कार्टीज,চুম্বকীয় টেপ কাৰ্টিজ
चुंबकीय टेप ड्राइव,চুম্বকীয় টেপ ড্ৰাইভ
चुंबकीय टेप अग्रक,চুম্বকীয় টেপ হেডাৰ
चुंबकीय टेप लाइब्रेरियन,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
चुंबकीय टेप अभिगमन,চুম্বকীয় টেপ পৰিবহণ
चुंबकीय टेप इकाई,চুম্বকীয় টেপ ইউনিট
"1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म",চুম্বকীয় পাতল ফিল্ম
चुंबकीय पथ,চুম্বকীয় ট্ৰেক
चुंबकीय प्रकाशीय भंडारण,চুম্বকীয় অপটিক সংৰক্ষণ
"1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर",চুম্বকীয় প্ৰিন্টাৰ
चुंबकीय विरुपण,চুম্বকীয় ষ্ট্ৰিকচন
चुंबकीय विरुपक टिकिया,magnetostrictive টেবলেট
"1.डाक पेटी, 2.मेल बाक्स",মেইল বাকচ
मेल विलय,মেইল মাৰ্জ কৰক
"1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई",মূল নিয়ন্ত্ৰণ একক
मेन फ्रेम,মূল ফ্ৰেম
"1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र",মূল ফ্ৰেম ব্যৱস্থা
"1.मुख्य स्मृति, 2.मुख्य मेमोरी",মূল স্মৃতিশক্তি
"1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश",মূল কাৰ্যসূচী
मुख्य भंडारण,মূল সংৰক্ষণ
"1.मेन स्विच, 2.मुख्य स्विच",মূল চুইচ
"1.अनुरक्षण, 2.रखरखाव",ব্যৱস্থাপনা
अनुरक्षण पैनल,ৰক্ষণাবেক্ষণ পেনেল
अनुरक्षण काल,ৰক্ষণাবেক্ষণৰ সময়
वृहत् चक्र,মুখ্য চক্ৰ
मुख्य युक्ति,মুখ্য ডিভাইচ
मुख्य कुंजी,মুখ্য চাবি
मुख्य अवस्था,প্ৰধান ৰাজ্য
मुख्य संरचना,মুখ্য গঠন
मुख्य कार्य,ডাঙৰ কাম
बहुसंख्यक अवयव,সংখ্যাগৰিষ্ঠ উপাদান
बहुसंख्यक गेट,সংখ্যাগৰিষ্ঠতা গেট
बहुसंख्य संक्रिया,সংখ্যাগৰিষ্ঠতা অপাৰেচন
प्रतिपूर्ति काल,মেকআপ সময়
कुसंक्रिया रुटीन,বিজুতিৰ ৰুটিন
प्रबंधन विकास,ব্যৱস্থাপনা বিকাশ
प्रबंधन सूचना तंत्र (एम आई एस),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
प्रबंध विज्ञान,ব্যৱস্থাপনা বিজ্ঞান
मैनचेस्टर कूटलेखन,মানচেষ্টাৰ ক&#39;ডিং
बहुवलन,মেনিফল্ডিং
प्रकलित चर,হেতালি খেলা চলক
प्रकलित सूचकन,সূচীভুক্তকৰণত হেতালি খেলা
मानव यंत्र अनुकार,মানুহ-যন্ত্ৰৰ অনুকৰণ
हस्तचालित पता स्विच,মেনুৱেল ঠিকনা চুইচ
मैनुअल विश्लेषण,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
मैनुअल आह्वान,হাতৰ দ্বাৰা উত্তৰ দিয়া
मैनुअल प्रविष्टि,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
"1.हस्तचालित केंद्र, 2.मैनुअल केंद्र",মেনুৱেল এক্সচেঞ্জ
"1.हस्त निवेश, 2. मैनुअल निवेश",মেনুৱেল ইনপুট
हस्त प्रचालन,মেনুৱেল অপাৰেচন
अनेकानेक संबंध,বহুতৰ পৰা বহুতৰ সম্পৰ্ক
बहु-एक-विकोडक,বহুত এটা ডিকোডাৰলৈ
प्रतिचित्र विधि,মানচিত্ৰ পদ্ধতি
प्रतिचित्रण,মেপিং
उपांत,প্ৰান্ত
उपांतीय त्रुटि,মাৰ্জিন ভুল
उपांतीय जाँच,প্ৰান্তীয় পৰীক্ষা
उपांतीय परीक्षण,প্ৰান্তীয় পৰীক্ষা
चिन्ह संसूचन,চিহ্ন ধৰা পেলোৱা
चिन्ह पठन,মাৰ্ক ৰিডিং
चिन्ह क्रमवीक्षण,স্কেনিং চিহ্নিত কৰক
चिन्ह बोध,মাৰ্ক চেন্স
चिन्हक,মাৰ্কাৰ
चिन्हन,চিহ্নিত কৰা
चिन्हक तरंग,চিহ্নিত কৰা তৰংগ
मार्कोव श्रृंखला,মাৰ্কভ শৃংখল
मार्कोव स्रोत,মাৰ্কভ উৎস
मार्क-अप भाषा,মাৰ্ক-আপ ভাষা
मेसर,মাছেৰ
मेसर,মাছেৰ
"1.मास्क, 2.आच्छद, 3.प्रच्छाद",মুখা
"1.प्रच्छाद बिट, 2.आच्छद बिट,3. मास्क दविअंक",মাস্ক বিট
मास्क प्रोग्राम्य युक्ति,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
आवरण रजिस्टर,মাস্ক ৰেজিষ্টাৰ
"1.आवृत रॉम, 2.आवृत आर ओ एम",মাস্ক কৰা ROM
आच्छादन,মাস্কিং
विपुल आँकड़ए,গণ তথ্য
"1.विपुल स्मृति, 2.विपुल मेमोरी",গণ স্মৃতিশক্তি
विपुलत: समांतर,বৃহৎ পৰিমাণে সমান্তৰাল
प्रधान ,মাষ্টৰ
मास्टर कार्ड,মাষ্টাৰ কাৰ্ড
"1.प्रधान घड़ई, 2.नियंत्रक घड़ई",মাষ্টাৰ ঘড়ী
प्रधान कन्सोल,মাষ্টাৰ কনছল
प्रधान आँकड़आ,মাষ্টাৰ ডাটা
प्रधान आरेख,মাষ্টাৰ ডায়েগ্ৰাম
प्रधान संचिका,মাষ্টাৰ ফাইল
प्रधान समूह,মাষ্টাৰ গ্ৰুপ
मास्टर कुंजी,মাষ্টাৰ কি&#39;
प्रधान लाइब्रेरी टेप,মাষ্টাৰ লাইব্ৰেৰী টেপ
प्रधान प्रक्रमक,মাষ্টাৰ প্ৰচেছৰ
प्रधान प्रोग्राम,মাষ্টাৰ প্ৰগ্ৰেম
प्रधान केंद्र,মাষ্টাৰ ষ্টেচন
"1.प्रधान टेप, 2.मास्टर टेप",মাষ্টাৰ টেপ
"1.प्रधान अंतक, 2.प्रधान टर्मिनल",মাষ্টাৰ টাৰ্মিনেল
प्रधान अधीन युक्ति,মাষ্টাৰ/স্লেভ ডিভাইচ
प्रधान अधीन तंत्र,মাষ্টাৰ/স্লেভ ব্যৱস্থা
"1.मेल, 2.मिलान, 3.मिलना",মিল থকা
मिलान,মিল থকা
गणितीय प्रोग्रामन,গাণিতিক প্ৰগ্ৰেমিং
गणितीय अनुकार,গাণিতিক অনুকৰণ
"1.मैट्रिक्स, 2.आव्यूह",মেট্ৰিক্স
"1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक",মেট্ৰিক্স প্ৰিন্টাৰ
मैट्रिक्स स्विच,মেট্ৰিক্স চুইচ
आव्यूह सारणी,মেট্ৰিক্স টেবুল
मैक्सी कंप्यूटर,maxi কম্পিউটাৰ
मैक्सी कंप्यूटर,মেক্সিকম্পিউটাৰ
उच्चिष्ट अवयव,সৰ্বোচ্চ উপাদান
योगपद,maxterm (মানক যোগফলৰ সময়সীমা)
मैक्सवेल डैमन,maxwell ডেমন
"1.मध्यमान, 2.माध्य",অৰ্থ
माध्य सुधार काल,গড় মেৰামতিৰ সময়
अंतर्विफलता माध्य काल,বিফলতাৰ মাজৰ গড় সময় (MTBF)
विफलता मध्य माध्यकाल (एम टी बी एफ),বিফলতাৰ মাজৰ গড় সময় (MTBF)
विफलता का माध्य काल,বিফলতাৰ সময় বুজাইছে
मरम्मत माध्य काल,মেৰামতিৰ বাবে সময়
सुधार माध्यकाल (एम टी टी आर),মেৰামতিৰ বাবে গড় সময় (MTTR)
मध्यम स्केल एकीकरण (एम एस आई),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
मध्यम समाकलन (एम एस आई),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
माध्य पद भंडारण युक्ति,মধ্যমকালীন সংৰক্ষণ ডিভাইচ
मेगा बिट प्रति सेकंड (एम बी पी एस),প্ৰতি ছেকেণ্ডত মেগাবিট (MB Ps)
अवयव वस्तु,সদস্য বস্তু
अवयव अभिलेख,সদস্যৰ ৰেকৰ্ড
"1.स्मृति, 2.मेमोरी",স্মৃতি
"1.स्मृति सरणी, 2.मेमोरी व्यूह",মেমৰি এৰে
"1.स्मृति कोष, 2.मेमोरी बैंक",মেমৰি বেংক
"1.स्मृति बफर पंजी, 2.मेमोरी बफर पंजी",মেমৰি বাফাৰ ৰেজিষ্টাৰ
"1.स्मृति बस,2. मेमोरी बस",মেমৰি বাছ
स्मृति कार्ड,মেমৰি কাৰ্ড
स्मृति कोष्ठिका,স্মৃতিশক্তি কোষ
स्मृति संहनन,মেমৰি কম্পেকচন
"1.स्मृति कोर, 2.मेमोरी कोर",মেমৰি কোৰ
स्मृति चक्र,স্মৃতি চক্ৰ
"1.मेमोरी आँकड़आ पंजी, 2.स्मृति आंकड़आ पंजी",মেমৰি ডাটা ৰেজিষ্টাৰ
"1.स्मृति निपात ,2.मेमोरी डंप",মেমৰি ডাম্প
"1.स्मृति विनिमय, 2.मेमोरी विनिमय",স্মৃতি বিনিময়
"1.स्मृति पदानुक्रम, 2.मेमोरी पदानुक्रम",স্মৃতিশক্তিৰ স্তৰ
स्मृति अनुदेश,স্মৃতিশক্তিৰ নিৰ্দেশনা
"1.स्मृति प्रबंधन, 2.मेमोरी प्रबंधन",স্মৃতিশক্তি ব্যৱস্থাপনা
"1.स्मृति प्रतिचित्र, 2.मेमोरी प्रतिचित्र",মেমৰি মেপ
"1.स्मृति प्रतिचित्रित निर्गम, 2.निवेश, 3.मेमोरी प्रतिचित्रित आई/ओ",মেমৰি মেপ কৰা I/O
"1.स्मृति मॉडल, 2.स्मृति निदर्श, 3.मेमोरी मॉडल",মেমৰি মডেল
"1.स्मृति माड्यूल, 2.मेमोरी माड्यूल",মেমৰি মডিউল
"1.स्मृति सूचक पंजी, 2.मेमोरी सूचक पंजी",মেমৰি পইণ্টাৰ ৰেজিষ্টাৰ
स्मृति शक्ति,মেমৰি শক্তি
स्मृति संरक्षण,স্মৃতিশক্তি সুৰক্ষা
"1.स्मृति संदर्भ अनुदेश, 2.मेमोरी संदर्भ अनुदेश",মেমৰি ৰেফাৰেন্স নিৰ্দেশনা
"1.स्मृति-वासी प्रोग्राम, 2.मेमोरी वासी क्रमादेश",মেমৰি ৰেচিডেন্ট প্ৰগ্ৰেম
"1.स्मृति इकाई, 2.मेमोरी इकाई",মেমৰি ইউনিট
मेनू,মেনু
मेनू बार,মেনু বাৰ
मेनू चालित,মেনু ড্ৰাইভ
मेनू चयन,মেনু নিৰ্বাচন
मेन-चालित प्रोग्राम,মেনু-চালিত প্ৰগ্ৰেম
"1.अंतरनिहित, 2.विलय",মাৰ্জ কৰক
विलय विनिमय छंटाई,মাৰ্জ এক্সচেঞ্জ sort
"1.छंटाई संविलय ,2. प्रसूची वरण",merge sort
"1.विलय, 2.संविलय",মাৰ্জিং কৰা
जालाक्षि जालक्रम,মেছ নেটৱৰ্ক
संदेशन,বাৰ্তা প্ৰেৰণ কৰা
संदेश,বাৰ্তা
संदेश अभिप्रमाणन,বাৰ্তা প্ৰমাণীকৰণ
संदेश कोष्ठ,বাৰ্তা বাকচ
संदेश परिपथ,বাৰ্তা বৰ্তনী
संदेश आरूप,বাৰ্তা বিন্যাস
संदेश प्रवेशिका,বাৰ্তাৰ হেডাৰ
संदेश विधा,বাৰ্তা ধৰণ
संदेश प्रेषण,বাৰ্তা পাছ কৰা
"1.संदेश क्रमवरण, 2.संदेश क्रमचयन",বাৰ্তা ভোটদান
संदेश पंक्ति,বাৰ্তা শাৰী
संदेश स्विच,বাৰ্তা চুইচ
संदेश पाठ,বাৰ্তাৰ লিখনী
संदेश अंतरण अभिकर्मक,বাৰ্তা স্থানান্তৰ এজেন্ট
अधि कोडांतरक,মেটা এছেম্বলাৰ
मेटावर्ग,মেটা ক্লাছ
"1.अधि संकलन, 2.अधि अनुभाषण",মেটা সংকলন
"1.अधि अनुभाषक, 2.अधि संकलक",meta কম্পাইলাৰ
अधिभाषा,মেটা ভাষা
"1.मेटा जालक्रम, 2.मेटा नेटवर्क",মেটা নেটৱাৰ্ক
अधितंत्र,মেটা চিস্টেম
विधि,প্রণালী
महानगरीय क्षेत्र नेटवर्क (एम ए एन),মহানগরীয় এলাকা নেটওয়ার্ক (MAN)
सूक्ष्म,মাইক্ৰ&#39;
"1.सूक्ष्म कूट,2.सूक्ष्म कोड",মাইক্ৰ&#39; ক&#39;ড
सूक्ष्म कंप्यूटर,মাইক্ৰ&#39; কম্পিউটাৰ
