Odiya,Telugu
Mearmoyosin,మెరోమియోసిన్
ମେରଚିପସ୍ |,మెరిచిప్పస్
ମିଥୀନିୟମ୍,మెస్మార్చియం
MeSechathath,మెసెన్సెఫలాన్
Meendachyal tisue |,మెసెన్చైమల్ కణజాలం
ମିସେନେର୍ନନ୍,మెసెంటెరాన్
ମେସେନଟେ,మెసెంటరీ
ମସିକ୍ ଅବସ୍ଥା |,మెసిక్ కండిషన్
ମେସାରପ୍,మీసోకార్ప్
ମେସୋଡର୍ମ,మీసోడెర్మ్
ମେସୋପ୍ଲୋଆ |,మెసోగ్లోయా
ମେସୁସପସ୍ |,మెసోహెప్పస్
ମେସୋଫାଇଲେଲ୍ କକ୍ଷ |,మెసోఫిల్ సెల్
ମିଆଁଆଳି,మీసోసోమ్
ମିଆଦୋଥୋରାସିକ୍ |,మెసోథొరాసిక్
ମେଶୋଥୋରାକ୍ସ |,మెసోథొరాక్స్
ମେସୋଭେରିୟମ୍ |,మెసోవరియం
ମେସୋଜିକ୍ ଯୁଗ,మెసోజోయిక్ శకం
ମେସେଞ୍ଜର rna,మెసెంజర్ RNA
ମେଟାବୋଲିକ୍ ଫ୍ଲକ୍ସ |,జీవక్రియ ప్రవాహం
ମେଟାବୋଲିକ୍ ପଥ,జీవక్రియ మార్గం
ମେଟାବୋଲିଜ୍,జీవక్రియ
ମେଟାବୋଲିଜିମ୍ |,జీవక్రియ
ମେଟାବୋଲିକ୍ ଆସିମିଲିଟୋରୀ |,జీవక్రియ అస్సిమిలేటరీ
ମେଟାକାରପାଲପାଲପ,మెటాకార్పాల్
ଶ୍ୱାସକ୍ରିୟା,మెటాసెంట్రిక్
ମେଟଚ୍ରୋମେଟିକ୍ ଗ୍ରାନୁଲ୍ |,మెటాక్రోమాటిక్ గ్రాన్యూల్
ଧାତୁ ଛୁଞ୍ଚି |,మెటల్ సూది
ଧାତବ ଅକ୍ସାଇଡ୍ |,లోహ ఆక్సైడ్
ମେଟାମେରଜିମ୍ |,మెటామెరిజం
ମେଟାମୋର୍ଫୋସିସ୍ |,మెటామార్ఫోసిస్
Metanenphiream,మెటాన్‌ఫ్రిడియం
Metatafse,మెటాఫేస్
ମେଟାଫେଜ୍ ପ୍ଲେଟ୍ |,మెటాఫేస్ ప్లేట్
ମେଟାଫାସ୍ ପ୍ଲେଟ୍ |,మెటాఫాసిక్ ప్లేట్
ମେଟାପପୋପୁଲେସନ୍ |,మెటాపోపులేషన్
ମେଟାସ୍ତାସିସ୍ |,మెటాస్టాసిస్
ମେଟାସ୍ତାସିସ୍ |,మెటాస్టాసిస్
ମେଟାଟାଟାର୍ |,మెటాటార్సల్
ମେଟାଟହାକ୍ଟିକ୍ |,మెటాథొరాసిక్
ମେଟାଟାହୋରାକ୍ସ |,మెటాథొరాక్స్
Meetazoans,మెటాజోవాన్లు
ମେଟେନ୍ସେସାଫନ୍ |,మెటాఎన్సెఫలోన్
ମେଟାଷ୍ଟାସାଇଜ୍ |,మెటాస్టాసైజ్
ମେଟାଡୋନ୍ |,మెథడోన్
MetHaemegobin,మెథెమోగ్లోబిన్
MetHaemoglobinemia,మెథెమోగ్లోబినిమియా
ମିଥେନ |,మీథేన్
ମିଥାନୋବାକ୍ଟରିୟମ୍ |,మిథనోబాక్టీరియం
ମେଟନୋନୋଜୋଜୋଜନ |,మెథనోజెన్
ମିଥାଇଲ୍ ବୁଧ |,మిథైల్ మెర్క్యురీ
ମିଥାଇଲାଟଡ୍ କ୍ୟାପ୍ |,మిథైలేటెడ్ టోపీ
ମିଥାଇଲିନ୍ ନୀଳ |,మిథిలీన్ బ్లూ
ମିଥାଇଲୋଫିଲସ୍ |,మిథైలోఫిలస్
ମିଥେଲୋଟ୍ରୋଫସ୍ |,మిథైలోట్రోఫస్
ମାଇକ୍ରୋନ୍ୟୁଟ୍ରାଇନ୍ଏଣ୍ଟ୍ |,మైక్రోన్యూట్రియంట్
ମାଇକ୍ରୋଗଲିଜିମ୍ |,సూక్ష్మజీవి
ମାଇକ୍ରୋଟ୍ରୋପାଗେସନ୍,మైక్రోప్రొపగేషన్
ମାଇକ୍ରୋଟେକ୍ନିକ୍ |,మైక్రోటెక్నిక్
ମାଇକ୍ରୋ ବ୍ଲାଉଟିଣ୍ଟ୍ରାର୍ଟଲର ଖରାପ |,మైక్రోఆర్కిటెక్చరల్ క్షీణత
ମାଇକ୍ରୋବେକ୍ (ଅଣ-ଅର୍ଗାନିଜିମ୍),సూక్ష్మజీవుల సంపర్కము
ମାଇକ୍ରୋବିଆଲ୍ କ୍ଲୋନିଂ |,సూక్ష్మజీవుల క్లోనింగ్
ମାଇକ୍ରୋବିଆଲ୍ ଫ୍ଲୋରା |,సూక్ష్మజీవుల వృక్షజాలం
ମାଇକ୍ରୋବାୟୋଲୋଜି |,మైక్రోబయాలజీ
ପରିଚୟ,మైక్రోబాడీ
ମାଇକ୍ରୋକମେଣ୍ଟ |,మైక్రోక్లైమేట్
ମାଇକ୍ରୋଟ୍ରଭୋଲ୍ୟୁସନ୍ |,మైక్రోస్పూషన్
ମାଇକ୍ରୋଫିନେସନ୍,మైక్రోఫిలమెంట్
ମାଇକ୍ରୋଫେସନ୍,మైక్రోఫొసిల్
ମାଇକ୍ରୋନିଞ୍ଜନ୍ସନ |,మైక్రోఇన్జెక్షన్
ମାଇକ୍ରୋଗଲିଜିମ୍ |,సూక్ష్మజీవి
ମିଥେଲୋଟ୍ରୋଫସ୍ |,మిథైలోట్రోఫస్
ମାଇକ୍ରୋନ୍ୟୁଟ୍ରାଇନ୍ଏଣ୍ଟ୍ |,మైక్రోన్యూట్రియంట్
ମାଇକ୍ରୋଗଲିଜିମ୍ |,సూక్ష్మజీవి
ମାଇକ୍ରୋଫାଗର,మైక్రోఫాగస్
ମାଇକ୍ରୋଫାଇଜ୍,మైక్రోఫాగి
ମାଇକ୍ରୋପାଇଲର ଶେଷ |,మైక్రోపైలర్ ముగింపు
ମାଇକ୍ରୋପାଇଲ୍ |,మైక్రోపైల్
ମାଇକ୍ରୋପାଇଲ୍ |,మైక్రోపైల్
ମାଇକ୍ରୋପାଇଲ୍ |,మైక్రోపైల్
ମାଇକ୍ରୋସେଟେଲାଇଟ୍ |,మైక్రోసాటిలైట్
ମାଇକ୍ରୋସ୍କୋପ୍ |,సూక్ష్మదర్శిని
ମାଇକ୍ରୋସ୍କୋପି |,మైక్రోస్కోపీ
ମାଇକ୍ରୋସେପେମା |,మైక్రోస్పెర్మే
ମାଇକ୍ରୋସଫର୍ |,మైక్రోస్పియర్
ମାଇକ୍ରୋସପୋରାଙ୍ଗସିୟମ୍ |,మైక్రోస్పోరింగియం
ମାଇକ୍ରୋସପୋର ଟେଟ୍ରାଡ୍ |,మైక్రోస్పోర్ టెట్రాడ్
ମାଇକ୍ରୋସପୋର୍ଫାଇଲ୍ |,మైక్రోస్పోర్ఫిల్
ମାଇକ୍ରୋସପୋରମ୍ |,మైక్రోస్పోరం
ମାଇକ୍ରୋଟୋମେ |,మైక్రోటోమ్
ମାଇକ୍ରୋଟବଲ୍ ଟ୍ରିପଲେଟ୍ |,మైక్రోట్యూబుల్ ట్రిపుల్
ମାଇକ୍ରୋଟୁବୁଲ୍ ଦ୍ୱିଗୁଣିତ |,మైక్రోటూబ్యూల్ డబుల్
ମାଇକ୍ରୋଭିଲି,మైక్రోవిల్లి
Micktivation,మిక్చురిషన్
ମିଡବ୍ରେନ୍ |,మిడ్‌బ్రేన్
ମଧ୍ୟମ ଧର୍ମବେଲକାରୀ ପେଡୁଙ୍କଲ୍ |,మిడిల్ సెరెబెల్లార్ పెడన్కిల్
ମ middle ି କାନ,మధ్య చెవి
ମଧ୍ୟମ ଲାମେଲା |,మిడిల్ లామెల్లా
ମିଡଗୁଟ |,మిడ్‌గట్
ଧାତ୍ରୀଗୁଡ଼ିକ ଟୋଡ୍ |,మంత్రసాని టోడ్
ପ୍ରବାସୀ,వలస
ସ୍ଥାନାନ୍ତରଣ,వలస
କ୍ଷୀର ଚିନି |,పాలు చక్కెర
କ୍ଷୀର-ଉତ୍ପାଦନ ଗ୍ରନ୍ଥି |,పాలు ఉత్పత్తి చేసే గ్రంథి
ମିଲିଏଲେଟ୍ |,మిల్లెట్
ଲିଟର ପ୍ରତି ମିଲିସିଓଲ୍ |,లీటరుకు మిల్లియోస్మోల్
ମିଲଭସ୍ |,మిల్వస్
ଦୁ im ଖୀ,మిమిక్రీ
ମିନାମାଟା ରୋଗ |,మినామాటా వ్యాధి
ଖଣିଜ,ఖనిజ
ଖଣିଜ ଉପାଦାନ |,ఖనిజ మూలకం
ମିନେରାଲ୍ ପୁଷ୍ଟିକର |,ఖనిజ పోషణ
ଖଜୁରୀ,ఖనిజీకరణ
ମିନେରାଲୋ କର୍ଟିକୋଏଡ୍ |,ఖనిజ కార్టికాయిడ్
କ୍ଷୁଦ୍ର ଚୁମ୍ବକ,సూక్ష్మ అయస్కాంతం
ଖଣି କାର୍ଯ୍ୟ,మైనింగ్ ఆపరేషన్
ମିନିସାଇଟ୍ଏଟ୍,మినిసాటెలైట్
ଛୋଟ ଗ୍ରୋଭ୍ |,మైనర్ గాడి
ମିଓସେନ୍,మియోసిన్
ମିଓକିସସ୍ |,మియోహిప్పస్
ଆରାମ,మిరాబిలిస్
ହ୍ରାସ,తీవ్రతను తగ్గించడం
Mitochonrial,మైటోకాండ్రియా
ମିଟୋଚଣ୍ଡ୍ରିଆଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,మైటోకాన్డ్రియల్ మ్యాట్రిక్స్
ମିଟୋସାଇସ୍ |,మైటోసిస్
ମଇଟ୍ରାଲ୍ ଭଲଭ୍ (ସାଇକସ୍ପିଡ୍ ଭଲଭ୍),మిత్వసి
ମିଶ୍ରିତ ଗ୍ରନ୍ଥି |,మిశ్రమ గ్రంథి
ମିଶ୍ରିତ ସ୍ନାୟୁ |,మిశ్రమ నరాలు
ମିକ୍ସୋଟ୍ରୋଫିକ୍ |,మిక్సోట్రోఫిక్
ମୋବାଇଲ୍ କ୍ୟାରିଅର୍ |,మొబైల్ క్యారియర్
ମୋବାଇଲ୍ ଉତ୍ସ |,మొబైల్ మూలం
ଗତିଶୀଳତା |,మొబిలిటీ
ମଧ୍ୟମ ଆଘାତ |,మితమైన గాయం
ଆଧୁନିକ medicine ଷଧ |,ఆధునిక medicine షధం
ଆଧୁନିକ ସମାଜ |,ఆధునిక సమాజం
ପ୍ରତିଶପ୍ତତା,సవరణ
ସଂଶୋଧିତ ଦି ଓଖିବର୍ଡ ଅନୁପାତ |,సవరించిన డైహీబర్డ్ నిష్పత్తి
ରୂପାନ୍ତରିତ ମୂଳ,సవరించిన రూట్
ମନୁଲାନ୍ତୁ,మాడ్యులేట్
କାର୍ଯ୍ୟର ପରିବର୍ତ୍ତନ,చర్య యొక్క మాడ్యులేషన్
ମୋଡ୍ୟୁଲେଟର ପଦାର୍ଥ |,మాడ్యులేటర్ పదార్ధం
ଆର୍ଦ୍ରତା,తేమ
ଆର୍ଦ୍ରତା ଅଭାବ |,తేమ లోటు
ମୋଲାର ଦାନ୍ତ,మోలార్ పళ్ళు
ମୋଲାର,మోలార్
ମୋଲ୍,మోల్
ମୋଲ୍,మోల్
ମୋଲ୍,మోల్
ମୋଲ୍ (MOL),కన్నము
ମଲିକୁଲାର୍ ଜୀବବିଜ୍ଞାନ |,అణు జీవశాస్త్రం
ମଲିକୁଲାର ଜେନେଟିକ୍ ବିଶ୍ଳେଷଣ |,పరమాణు జన్యు విశ్లేషణ
ମଲିକୁଲାର ସ୍ତର |,పరమాణు స్థాయి
ମଲିକୁଲାର୍ ମେସେଞ୍ଜର |,మాలిక్యులర్ మెసెంజర్
ମଲିକୁଲାର୍ ଗତି |,పరమాణు కదలిక
ମଲିକୁଲାର ନାଇଟ୍ରୋଜେନ୍ ଗ୍ୟାସ୍ |,పరమాణు నత్రజని వాయువు
ମଲିକୁଲାର ସଂସ୍ଥା |,మాలిక్యులర్ ఆర్గనైజేషన్
ମଲିକୁଲାର କଞ୍ଚା |,మాలిక్యులర్ కత్తెర
ମଲିକୁଲାର ସର୍ଜିକାଲ୍ ଆଭିମୁଖ୍ୟ |,పరమాణు శస్త్రచికిత్స విధానం
ମଲିକୁଲାର କାଉଟର୍ |,మాలిక్యులర్ కుట్టు
ଅଣ୍ୟୁଲ୍ସ,అణువు
ମୁଲ୍ଲସ୍କ |,మొలస్క్
ମଲ୍ଲସିଭୋରସ୍ |,మొలస్సివరస్
ମଲବବଡେନମ୍ |,మాలిబ్డినం
ମୋମୋମିକା,మోమోర్డికా
ମୋନାଚରିଆ |,మొనాండ్రియా
ମୋନାଣ୍ଡ୍ରି,మొనాండ్రీ
ମୋନାସସ୍ ପେପରସ୍ |,మొనాస్కస్ పర్పురియస్
ମୋନେରା |,మోనెరా
ମୋନିଲିୟମ୍ |,మోనిలిఫార్మ్
ମନିଟର,మానిటర్
ମନିଟର,మానిటర్
ମୋନୋ ସ୍ତର |,మోనో పొర
ମୋନୋଡେଲଫୋସ୍ |,మోనోఅడెల్ఫస్
ମୋନୋବାସିକ୍ ଫସଫେଟ୍ |,మోనోబాసిక్ ఫాస్ఫేట్
ମୋନୋବାତୀ |,మోనోబ్లాస్టిక్
Mynochial,మోనోకాసియల్
ମୋନୋବାଇଗଡସ୍ |,మోనోక్లామిడియస్
Mo8ciistronic |,మోనోసిస్ట్రోనిక్
ମୋନୋକ୍ଲୋନାଲ୍ ଆଣ୍ଟିବଡି |,మోనోక్లోనల్ యాంటీబాడీ
ମୋନୋକୋକସ୍ |,మోనోకాకస్
ମୋନୋକେଟିଲିଡନ୍ |,మోనోకోటిలెడాన్
ମୋନୋସିକ୍ |,మోనోసిస్టిక్
ମୋନୋଜିଷ୍ଟିସ୍ |,మోనోసిస్టిస్
ମୋନୋସେଟ୍ |,మోనోసైట్
ମୋନୋମିୟର୍ |,మోనోసియస్
ମନୋଗ୍ରାଫ୍ |,మోనోగ్రాఫ్
ମୋନୋହାଇବ୍ରାଇଡ୍ |,మోనోహైబ్రిడ్
ମୋନୋମର୍ |,మోనోమర్
ମୋନୋମିକ୍ ଜି-ଆକ୍ଟିନ୍ |,మోనోమెరిక్ జి-ఆక్టిన్
ମୋନୋସାକାରୀ,మోనోసాకరైడ్
ମୋନୋସୋଡିୟମ୍ ଲୁଣ |,మోనోసోడియం ఉప్పు
ମୋନୋସୋମିକ୍ |,మోనోసోమిక్
ମୋନୋସପେରିମି |,మోనోస్పెర్మీ
ମୋନୋସପୋରିକ୍ ​​ବିକାଶ |,మోనోస్పోరిక్ అభివృద్ధి
Monotropa,మోనోట్రోపా
ମୋନୋଜିଗୋଟିକ୍ ମୁଖ୍ୟ ଯାଆଁଳା |,మోనోజైగోటిక్ ఒకేలాంటి జంట
ମଣ୍ଟ୍ରିଆଲ୍ ଚୁକ୍ତି |,మాంట్రియల్ ఒప్పందం
ମନୋବଳ ବ୍ୟାଧି,మూడ్ డిజార్డర్
ମୋରିଙ୍ଗା,మోరింగ
ମୋର୍ଫାଲାକ୍ସିସ୍ (ମୋର୍ଫାଲାକ୍ଷସିକ୍),మర్మమైన ప్రేరకములు
ମର୍ଫିନ୍,మార్ఫిన్
Morphogenesis,మోర్ఫోజెనిసిస్
Morphological ଆଡାପ୍ଟେସନ୍ |,పదనిర్మాణ అనుసరణ
Morphology,పదనిర్మాణ శాస్త్రం
ମୋର୍ସ କୋଡ୍,మోర్స్ కోడ్
ମୃତ୍ୟୁ,మరణాలు
ମୃତ୍ୟୁ,మరణాలు
ମୃତ୍ୟୁ,మరణాలు
ମୋଜା,మొజాయిసిజం
ମୋଜିକ୍ ଭିଜନ୍ |,మొజాయిక్ విజన్
ମସ୍,నాచు
ପୋକ,చిమ్మట
ମାତା ଅକ୍ଷ,తల్లి అక్షం
ମୋଟେଇ,మూలాంశం
ଉଦ୍ଦେଶ୍ୟମୂଳକ ଫର୍ମ |,మోటైల్ రూపం
ଉଦ୍ଦେଶ୍ୟ ସ୍ପ୍ରେ |,మోటైల్ బీజాంశం
ମୋଟର ଫାଇବର |,మోటారు ఫైబర్
ମୋଟର ନିଉରନ୍ |,మోటారు న్యూరాన్
ଛାଞ୍ଚ,అచ్చు
ଗତି,ఉద్యమం
ଲୋକୋମୋସନିର ଗତି |,లోకోమోషన్ యొక్క కదలిక
ମି-ଚରଣ ପଦାର୍ଥକୁ ପ୍ରୋତ୍ସାହିତ କରେ (mpf),M- ఫేజ్ ప్రమోటింగ్ ఫ్యాక్టర్ (MPF)
ଶ୍ରେୟ,MRIGAL
ମୁକେପ୍ଟାଇଡ୍ |,మ్యూకోపెప్టైడ్
Mucoprotein |,మ్యూకోప్రొటీన్
ମୁକୋର୍ |,శ్లేష్మ
Mucosa acinm gymphoid tissue |,శ్లేష్మ సంబంధిత కణ కణజలం
ମକୋସା ମେମ୍ବ୍ରେନ୍ |,శ్లేష్మం పొర
ମରକସ୍ ଗ୍ରନ୍ଥି |,శ్లేష్మ గ్రంధి
ମୁକସ୍ ମେମ୍ବ୍ରେନ୍ (ମକୋସା),శ్లేష్మపొర
ଶବ୍ଦ ଶବ୍ଦ,మఫ్లింగ్ శబ్దం
ମଲିଅଲିଆନ ଅନୁକରଣ,ముల్లెరియన్ మిమిక్రీ
ମଲ୍ଟିସେଲୁଲାର୍ ଜୀବଜନ୍ତୁ |,మల్టీసెల్యులర్ జీవి
ବହୁମୁଖୀ ଫ୍ଲୋରୋସେନ୍ସ |,మల్టీకోలూర్ ఫ్లోరోసెన్స్
ମଲ୍ଟିକୋଷ୍ଟେଟ୍ |,మల్టీకాస్టేట్
ବହୁଗୁଣ |,మల్టీఫిషన్
ମଲ୍ଟିଓଲ୍ - 375,మల్టీలోడ్ - 375
ବହୁ ଚକ୍କରେଟ୍ |,మల్టీన్యూక్లియేట్
Multiovulae terring,మల్టీయోవ్యులాటే భూభాగం
Multiovulate,మల్టీయోవ్యులేట్
ମଲ୍ଟିପାରିତତା |,మల్టీపారాసిటిస్
ବହୁମୂଷିତ,మల్టీపరస్
ବହୁମୂଷିତ,మల్టీపరస్
ଏକାଧିକ ଆଲେଲ୍ |,బహుళ యుగ్మ వికల్పం
ଏକାଧିକ ଆଲୋଲିଜିମ୍ |,బహుళ అల్లెలిజం
ଏକାଧିକ ଫିସିଅନ୍ |,బహుళ విచ్ఛిత్తి
ଏକାଧିକ ଅଣ୍ଡୁଲୁଲେସନ୍ ଏକୁଡୁ ସ୍ଥାନାନ୍ତର କ techni ଶଳ (ମୋଟ୍),బహుళ అండోత్సర్గము పిండం బదిలీ సాంకేతికత (MOET)
ଗୁଣନ,గుణకారం
ଗୁଣନ ଅଭିବୃଦ୍ଧି,గుణకార పెరుగుదల
ମଲ୍ଟିପୁଲାର୍ ସ୍ନାୟୁ ସେଲ୍ |,మల్టీపోలార్ నరాల కణం
ମଲ୍ଟିପୁଲାର୍ ନାଉରନ୍ |,మల్టీపోలార్ న్యూరాన్
ବାଦ୍ୟଯନ୍ତ୍ର |,బహుళార్ధసాధక పరికరం
ମୂର୍ତ୍ତି,గవదబిళ్ళ
ମୁରେନିନ୍,మురేన్
ମୁସ୍କା ଡେମେଷ୍ଟିକା |,మస్కా డొమెస్టికా
ମୁସିପିଡା |,మస్సిడే
ମାଂସପେଶୀ ଫାଇବର |,కండరాల ఫైబర్
ମାଂସପେଶୀ ଆରାମ |,కండరాల సడలింపు
ମାଂସପେଶୀ ଟିସୁ |,కండరాల కణజాలం
ମାଂସପେଶୀ |,కండర
ମାଂସପେଶୀ ଡିଷ୍ଟ୍ରୋଫି |,కండరాల బలహీనత
ମାଂସପେଶୀ ଡିଷ୍ଟ୍ରୋଫି |,కండరాల బలహీనత
ମାଂସପେଶୀ ପାଦ |,కండరాల పాదం
ମାଂସପେଶୀ ଆନ୍ଦୋଳନ |,కండరాల ఉద్యమం
ମାଂସପେଶୀ ଟେନସନ |,కండరాల ఉద్రిక్తత
ମୁସ୍କୁଲାରିସ୍ |,మస్కులారిస్
ମୁସ୍କୁଲାର୍ ଏକ୍ସଟ୍ରାମା |,మస్కులారిస్ ఎక్స్‌ట్రీమా
ମୁସାବୁଲ୍ଟର,కండరాల
ମୂଷା,పుట్టగొడుగు
ମୁସେଲ,ముస్సెల్
ମୁଟାଗେନ୍ |,ముటాజెన్
ମ୍ୟୁଟାଣ୍ଟ ଆଲେନ୍ |,ఉత్పరివర్తన యుగ్మ వికల్పం
ମୁଟିସନ୍ |,మ్యుటేషన్
ମ୍ୟୁଟେସନ୍ ପ୍ରଜନନ |,మ్యుటేషన్ పెంపకం
ମ୍ୟୁଟାସନ୍ ସିଦ୍ଧାନ୍ତ |,మ్యుటేషన్ సిద్ధాంతం
ମ୍ୟୁଚୁଆଲଜ,పరస్పరవాదం
ପାରସ୍ପରିକ ଲାଭଦାୟକ |,పరస్పర లాభదాయకం
ମାଇଷ୍ଟେନ୍ିଆ ଗ୍ରେଭିସ୍ |,మస్తెనియా గ్రావిస్
ମାଇସେଲିୟମ୍,మైసిలియం
ମାଇକୋବାକ୍ଟରିୟମ୍ |,మైకోబాక్టీరియం
MyCobient,మైకోబియోంట్
MyCoic acid,మైకోయిక్ ఆమ్లం
MyCoplaSma,మైకోప్లాస్మా
Mycorrihiza,మైకోరిజా
Mycorhrhizal,మైకోరైజల్
Myeynechenlonlon,మైలెన్సెఫలాన్
ମାଇଲିନ୍ ଶୋଥ |,మైలిన్ కోశం
ଯିରିଣଦଣ୍ଡ,మైలినేటెడ్
ମାୟୋକାର୍ଡିଆଲ୍ ଫାଇବର |,మయోకార్డియల్ ఫైబర్
ମାୟୋକାର୍ଡିଆଲ୍ ଇନଫାର୍କସନ |,మయోకార్డియల్ ఇన్ఫార్క్షన్
ମାୟୋକାର୍ଡିୟମ୍,మయోకార్డియం
ମାୟୋପିଥେଲିୟମ୍ |,మైయోపీథీలియం
Myofibril,మైయోఫిబ్రిల్
Mygogenic ଯାନ୍ତ୍ରିକତା |,మయోజెనిక్ విధానం
Myoglobin,మయోగ్లోబిన్
Myomotrium,మయోమెట్రియం
Myosin,మైయోసిన్
MyIsisticaceae,మైరిస్టికేసి
Mymemophofili,Myrmecophily
Myxomyceces ସଦସ୍ୟଙ୍କ ସଦସ୍ୟ |,మైక్సోమైసెట్స్ సభ్యుడు
ମେଟାଟାର୍ସସ୍ |,మెటాటార్సస్
N-Acetyl ଗାଲାକ୍ଟାମାଇନ୍ |,ఎన్-ఎసిటైల్ గెలాక్టోసమైన్
ନାଜା,నాజా
ନାନୋଗଗ୍ରାମ,నానోగ్రామ్
ନଫଥାଲେନନ୍,నాఫ్తలీన్
Nappiform ମୂଳ |,నేపిఫార్మ్ రూట్
ନକାରଭାରୀ,నారవేలియా
ନାର୍କୋଟିକ୍ |,మాదకద్రవ్య
ନାକଲ ଥଳୀ,నాసికా శాక్
ନାସୋଫ୍ରିନକ୍ସ,నాసోఫారింక్స్
ନାସ୍ତିକ୍ (ଖରାପତା),నాగరికత
ନାସ୍ତିକ୍ ପ୍ରକାର |,నాస్టిక్ రకం
ନେତୃତ୍ୱ (ଜନ୍ମ ହାର),పుట్టిన రేటు
ଜାତୀୟ ଏଡସ୍ କଣ୍ଟ୍ରାଲ୍ ସଂଗଠନ (NOO),నేషనల్ ఎయిడ్స్ కాంట్రాల్ ఆర్గనైజేషన్ (నాకో)
ଜାତୀୟ ଉଦ୍ୟାନ,జాతీయ ఉద్యానవనం
ଜାତୀୟ ମଞ୍ଜି ନିଗମ (NSC),నేషనల్ విత్తన సంస్థ
ଦେଶୀ ଆଣ୍ଟିଜେନ୍ |,స్థానిక యాంటిజెన్
ଦେଶୀ ପଥର |,స్థానిక రాక్
ଦେଶୀ ପ୍ରଜାତିଗୁଡିକ |,స్థానిక జాతులు
ପ୍ରାକୃତିକ ସମ୍ପର୍କ |,సహజ అనుబంధం
ପ୍ରାକୃତିକ ବାର୍ଦ୍ଧକ୍ୟ |,సహజ వృద్ధాప్యం
ପ୍ରାକୃତିକ ବିଲୁପ୍ତ |,సహజ విలుప్తత
ପ୍ରାକୃତିକ ବୃଦ୍ଧି |,సహజ పెరుగుదల
ପ୍ରାକୃତିକ ଘାତକ ସେଲ୍ |,సహజ కిల్లర్ సెల్
ପ୍ରାକୃତିକ ପେସମେର |,సహజ పేస్‌మేకర్
ପ୍ରାକୃତିକ ପୋକ ନିୟନ୍ତ୍ରଣ |,సహజ తెగులు నియంత్రణ
ପ୍ରାକୃତିକ ବିଜ୍ଞାନ |,సహజ శాస్త్రం
ପ୍ରାକୃତିକ ଚୟନ,సహజమైన ఎన్నిక
ପ୍ରାକୃତିକ ଦୁନିଆ |,సహజమైన ప్రపంచం
ପ୍ରାକୃତିକ ଜୋନ୍ |,సహజ జోన్
ପ୍ରାକୃତିକବାଦୀ,ప్రకృతి శాస్త్రవేత్త
ବାନ୍ତି,వికారం
ବେକ,మెడ
ବେକ,మెడ
ନୋକ୍ରୋସାଇସ୍,నెక్రోసిస్
ଅମୃତଭଣ୍ଡା,తేనె పీల్చటం
ଅମୃତାକାରୀ,నెక్టరీఫారస్
ଯକ୍ଷ୍ମା |,నెక్టరీ
ଯକ୍ଷ୍ମା |,నెక్టరీ
ନାକରସ,నెక్టరస్
ନକାରାତ୍ମକ (ପ୍ରତିବନ୍ଧକ) ପାରସ୍ପରିକ କ୍ରିୟା |,ప్రతికూల (నిరోధం) పరస్పర చర్య
ନକାରାତ୍ମକ ଫିଡ୍ ପଛକୁ |,వ్యతిరేకమైన ఫీడ్ బ్యాక్
ନକାରାତ୍ମକ ଭାବରେ ଚାର୍ଜ ହୋଇଛି |,ప్రతికూలంగా ఛార్జ్ చేయబడింది
ନେମାଥେମେନମିନେସ୍ |,నెమథాలెమింత్స్
ନେମୋଡେଡ୍ |,నెమటోడ్
ନିଓପ୍ଲାସମ୍,నియోప్లాజమ్
ନିଓପ୍ଲାସମ୍,నియోప్లాజమ్
ନିମ୍ଣ୍ଟେସିଚି |,నేపెంటాసి
ବିଶୃଙ୍ଖଳା |,నేపెంటెస్
ନେଫ୍ରିଡିଆ,నెఫ్రిడియా
ନେଫେରିଡିଆଲ୍ କେନାଲ୍ |,నెఫ్రెడియల్ కెనాల్
ନେଫେରିଟିଓପୋର,నెఫ్రోడియోపోర్
ନେଫରନ୍,నెఫ్రాన్
ନେଫ୍ରୋଷ୍ଟୋମ |,నెఫ్రోస్టోమ్
ନେପ୍ଟୁନାଙ୍କ କପ୍ |,నెప్ట్యూన్ కప్
ନର୍ିୟମ୍,నెరియం
ସ୍ନାୟୁ ସେଲ୍ |,నాడీ కణాలు
ସ୍ନାୟୁ ପ୍ରେରଣା,నరాల ప్రేరణ
ସ୍ନାୟୁ ରିଙ୍ଗ |,నరాల ఉంగరం
ସ୍ନାୟୁ ପ୍ରଣାଳୀ,నాడీ వ్యవస్థ
ନସୋବୋଡର୍ମ,నెసోడెర్మ్
ନେସେରିଆ ଗୋନୋରିଆ |,నెస్సేరియా గోనేరియా
ନିଟ୍ ଚାର୍ଜ |,నికర ఛార్జ్
ନେଟ୍ ପ୍ରାଥମିକ ଉତ୍ପାଦକତା |,నికర ప్రాధమిక ఉత్పాదకత
ନିଟ୍ ଉତ୍ପାଦନ ଦକ୍ଷତା |,నికర ఉత్పత్తి సామర్థ్యం
ନେଟୱର୍କ ପ୍ରଜାତି,నెట్‌వర్క్ జాతులు
ନ or ତିକ ପ୍ଲେଟ୍ |,న్యూరల్ ప్లేట్
ନ aur ରେଷ୍ଟହେୟା |,న్యూరాస్తెనియా
ନେରିଲ୍ମା,న్యూరిలెమ్మ
ନ୍ୟୁରୋ ହାଇପୋଫାଇସିସ୍ |,న్యూరో హైపోఫిసిస్
