English,Marathi
Mean phase variation,सरासरी फेज भिन्नता
Mean probable velocity,सरासरी संभाव्यता वेग
Mean product,सरासरी उत्पादन
Mean proportional,सरासरी प्रमाण
Mean radial velocity,सरासरी त्रिज्या वेग
Mean range,सरासरी श्रेणी
Mean reaction time,सरासरी प्रतिक्रिया कालावधी
Mean refraction,सरासरी अपवर्तन
Mean sea level,सरासरी समुद्र पातळी
Mean solar day,म्हणजे सौर दिवस
Mean solar time,म्हणजे सौर वेळ
Mean specific heat,म्हणजे विशिष्ट उष्णता
Mean speed,"सरासरी वेग, सरासरी वेग, सरासरी वेग"
Mean sphere level,सरासरी सर्कल प्लेन
Mean square deviation,विचलन स्क्वेअर मीन
Mean square displacement,विस्थापन चौरस म्हणजे
Mean square error,एरर स्क्वेअर मीन
Mean square error estimate,त्रुटी वर्ग सरासरी अंदाज
Mean square fluctuation,स्पोकन क्लास म्हणजे
Mean square length of moderation,परिमाण म्हणजे चौरस लांबी
Mean square velocity,वेग वर्गाचा अर्थ
Mean stress,म्हणजे ताण
Mean sun,म्हणजे सूर्य
Mean survival time,सरासरी उर्वरित वय
Mean tone,मध्यम स्वर
Mean trajectory,सरासरी मार्ग
Mean value,"सरासरी, सरासरी मूल्य"
Mean value half plane,मध्य अर्धा विमान
Mean value theorem,अर्थ प्रमेय
Mean variation,अर्थ भिन्नता
Mean velocity,सरासरी वेग
Mean width,अर्थ पृथ्वी
Mean-time,सरासरी वेळ
Meantime between failures,व्यत्यय-मध्य-वेळ
Meantone temperament,मध्यस्थी समारंभ
Measure,"माप, पलंग"
Measure of efficiency,कार्यक्षमता मोजमाप
Measure of homogeneity,एकसंध उपाय
Measure of precision,अचूक मापन
Measure of skewness,कॉन्ट्रास्ट मापन
Measure of variability,परिवर्तनशीलता मोजमाप
Measured length,मोजलेली लांबी
Measurement,"मोजणे, मोजणे, मोजणे"
Measurement lag,मापन अंतर
Measurement of efficiency,कार्यक्षमता मोजमाप
Measurement of space,आकाशाचे मोजमाप
Measurement of utility,उपयुक्तता मोजमाप
Measuring,"मोजमाप (n.), मोजणारा, मोजमाप (v.)"
Mechanical,"शक्ती, यांत्रिक, संपर्क"
Mechanical abuse,यांत्रिक गैरवर्तन
Mechanical action,सक्तीची क्रिया
Mechanical advantage,यांत्रिक फायदा
Mechanical analogue,यांत्रिक अॅनालॉग
Mechanical band spread,यांत्रिक बँड विस्तार
Mechanical birefringence,यांत्रिक दुहेरी अपवर्तन
Mechanical border,शून्य ड्रॅग मर्यादा
Mechanical centring,यांत्रिक फोकस
Mechanical characteristic,यांत्रिक वैशिष्ट्ये
Mechanical constant,यांत्रिक स्थिरांक
Mechanical current time integrator,यांत्रिक वर्तमान वेळ इंटिग्रेटर
Mechanical damping,यांत्रिक ओलसर
Mechanical depolarisation,यांत्रिक विध्रुवीकरण
Mechanical drag,यांत्रिक कर्षण
Mechanical editing,यांत्रिक संपादन
Mechanical effect,यांत्रिक प्रभाव
Mechanical energy,यांत्रिक ऊर्जा
Mechanical equation,यांत्रिक समीकरण
Mechanical equilibrium,"यांत्रिक समतोल, यांत्रिक समतोल"
Mechanical equivalent,यांत्रिक समतुल्य
Mechanical force,यांत्रिक शक्ती
Mechanical friction,यांत्रिक घर्षण
Mechanical impedance,यांत्रिक प्रतिबाधा
Mechanical Insertion,यांत्रिक हस्तक्षेप
Mechanical isolation,यांत्रिक अलगाव
Mechanical mass,यांत्रिक वस्तुमान
Mechanical medium,यांत्रिक माध्यम
Mechanical method,यांत्रिक पद्धत
Mechanical mixture,यांत्रिक मिश्रण
Mechanical model,यांत्रिक मॉडेल
Mechanical modulator,यांत्रिक मॉड्युलेटर
Mechanical momentum,यांत्रिक गती
Mechanical operation,यांत्रिक ऑपरेशन
Mechanical optical effect,यांत्रिक ऑप्टिकल प्रभाव
Mechanical phenomenon,यांत्रिक घटना
Mechanical power,यांत्रिक शक्ती
Mechanical properties,यांत्रिक गुणधर्म
Mechanical punched card machine,यांत्रिक छिद्रक
Mechanical rectifier,यांत्रिक रेक्टिफायर
Mechanical refrigeration,यांत्रिक रेफ्रिजरेशन
Mechanical register,यांत्रिक रेकॉर्डर
Mechanical representation,यांत्रिक प्रतिनिधित्व
Mechanical resistance,यांत्रिक प्रतिकार
Mechanical scanning,यांत्रिक स्कॅनिंग
Mechanical sense,यांत्रिक संवेदना
Mechanical shaker,यांत्रिक ढवळणे
Mechanical shock,यांत्रिक धक्का
Mechanical shovels,"यांत्रिक फावडे, यांत्रिक फावडे"
Mechanical similitude,यांत्रिक साधर्म्य
Mechanical spinning,यांत्रिक कताई
Mechanical stepping motor,यांत्रिक टिथर मोटर
Mechanical stimulation,यांत्रिक उत्तेजना
Mechanical technology,मशीन क्राफ्ट
Mechanical vibrator,यांत्रिक व्हायब्रेटर
Mechanical work,यांत्रिक काम
Mechanically operated,मशीन चालवले
Mechanically reversible,यांत्रिकरित्या उलट करता येण्याजोगे
Mechanics,"बल विज्ञान, यांत्रिकी, यांत्रिकी"
Mechanisation,यांत्रिकीकरण
Mechanism,"यंत्रणा, यंत्रणा, यंत्रणा, साधन"
Mechanism of hearing,ऐकण्याची यंत्रणा
Mechanism of reaction,प्रतिक्रिया यंत्रणा
Mechanism of watch,घड्याळ यंत्रणा
Mechanistic,प्रक्रियात्मक
Mechanistic box,प्रक्रिया बॉक्स
Mechanomotive force,यांत्रिक शक्ती
Median,"मध्यक, मध्य, मध्य, मध्य"
Median age,मध्यम वय
Median average,सरासरी सरासरी
Median effective dose,मध्यम प्रभावी व्हॉल्यूम
Median lethal dose,म्हणजे प्राणघातक व्हॉल्यूम
Median lethal time,म्हणजे प्राणघातक कालावधी
Median lilne,"मध्य रेखा, मध्य रेखा"
Medium,"मध्यम (v.), मध्यम (सं.)"
Medium dispersion,मध्यम विक्षेपण
Medium effect,मध्यम प्रभाव
Medium mass nucleus,मध्यम वस्तुमान केंद्रक
Medium necleus,"मध्यम केंद्रक, मध्यम केंद्रक"
Medium range radar,मध्यम श्रेणीचे रडार
Medium shot,मध्यम शॉट
Medium sized particle,मध्यम आकारमानाचे कण
Medula,मज्जा
Mega,"स्थूल, गुरु, महा, स्पष्ट, नियुत (दशलक्षा)"
Megabit,मेगाबिट
Megacurie,मेगाक्युरी
Megacycle,मेगासायकल
Megaphone,"मेगाफोन, सायरन"
Megascope,मॅक्रोस्कोपिक
Megascopic character,स्थूल लक्षणे
Megascopic crystal,राक्षस क्रिस्टल
Megaton bomb,मेगाटन बॉम्ब
Megatron tube,मेगाट्रॉन ट्यूब
Megavolt,मेगाव्होल्ट
Megawatt,मेगावॅट
Meggar,"megger, meg ohmmeter"
Megohm,मॅगोम
Megohm meter,मॅगोम गेज
Megohm sensitivity,मॅगोम संवेदनशीलता
Meissner effect,meisner प्रभाव
Meissner effect,meisner प्रभाव
Mel,जुळवा
Melodeon,मेलोडियन
Melody,"स्वर, ताल"
Melt,"वितळणे (n.), वितळणे, वितळणे (ver.)"
Melt fracture,वितळणे फ्रॅक्चर
Melt strength,वितळण्याची शक्ती
Melt-quench transistor,जलद वितळणे परत ट्रान्झिस्टर
Meltback transistor,वितळणे परत ट्रान्झिस्टर
Melting,"वितळणे, वितळणे"
Melting point,द्रवणांक
Melting temperature,वितळण्याचे तापमान
Member (of series),सदस्य
Membrane,"पडदा, पडदा, कला"
Membrane analogy,पडदा सादृश्यता
Membrane analogy bending,पडदा सादृश्य वाकणे
Membrane flagellum,कला ध्वज
Membrane function,पडदा कार्य
Membrane potential,पडदा क्षमता
Membrane semilunaris,चंद्रकोर
Memistor,मेमरिस्ट
Memory,"मेमरी, मेमरी सिस्टम"
Memory assignement table,मेमरी सूचना सारणी
Memory capacity,मेमरी क्षमता
Memory cell,"मेमरी सेल, मेमरी सेल"
Memory core,मेमरी कोर
Memory cycle,स्मृती चक्र
Memory delay,मेमरी विलंब
Memory device,"मेमरी डिव्हाइस, मेमरी डिव्हाइस"
Memory dump,मेमरी ठेव
Memory effect,मेमरी प्रभाव
Memory protection,स्मृती संरक्षण
Mena parallax,लंबन
Meniscus,"meniscus, meniscus"
Menisucs lens,meniscus लेन्स
Mercuirc,"pardic, mercuric"
Mercurial,"pardiya, mercurial"
Mercurial baromenter,"mercury-barometer, mercury-barometer"
Mercurial thermometer,"पॅराडिक थर्मामीटर, पॅराडिक थर्मोमीटर"
Mercury arc lamp,पारा आर्कलॅम्प
Mercury arc rectifier,पारा आर्क्युएट
Mercury barometer,पारा बॅरोमीटर
Mercury column,परद स्तंभ
Mercury gauge,ट्रान्स प्रेशर गेज
Mercury manometer,पारा मॅनोमीटर
Mercury pool cathode,पारा कॉइल कॅथोड
Mercury steel thermometer,पारा स्टील थर्मामीटर
Mercury thermometer,"पारा थर्मामीटर, पारा थर्मामीटर"
Mercury thread,पारा-सूत्र
Mercury vapour lamp,"पारा-वाष्प दिवा, पारा-वाष्प दिवा"
Mercury vapour rectificer tube,पारा वाष्प रेक्टिफायर ट्यूब
Mercury vapour tube,पारा वाष्प रबरी नळी
Meridian,मेरिडियन
Meridian altitude,मेरिडियन उंची
Meridian circle,मेरिडियन
Meridian day,मेरिडियन दिवस
Meridian lines,मेरिडियन रेषा
Meridian plane,अक्षीय विमान
Meridian section,"मेरिडियन कट, अक्षीय कट"
Meridian telescope,मेरिडियन दुर्बिणी
Meridional,"रेखीय, मेरिडियन"
Meridional deflection,मेरिडियन
Meridional direction,मेरिडियन दिशा
Meridional focus,रेखीय फोकस
Meridional plane,क्षैतिज विमान
Meridional ray,रेखीय किरण
Meridional scale,मेरिडियन मापन
Merit (of coil),गुणांक
Merit of tube,ट्यूब गुणांक
Merohedral twin,फ्रॅक्शनल याम
Mesa transistor,मेसा ट्रान्झिस्टर
Mesh analysis,लूप विश्लेषण
Mesh impedance (=self I mpedance),जाळीचा प्रतिबाधा
Mesic atom,"मेसोनिक अणू, मेसोनिक अणू"
Mesic molecule,मेसोनी रेणू
Mesic structure,मेसिअॅनिक रचना
Mesocolloid,मेसोकोलॉइड
Mesodesmic,मेरिडियन
Meson,गवंडी
Meson capture,मेसन कॅप्चर
Meson field function,मेसन क्षेत्र कार्य
Meson resonance,meson अनुनाद
Meson transformation,मेसन रूपांतरण
Meson wave function,मेसन वेव्ह फंक्शन
Meson wave function field,चिनाई वेव्ह फंक्शन फील्ड
Mesonic atom,मेसोनिक अणू
Mesonic field,मेसोनिक झोन
Mesonic potential well (=yukawa potential well),"मासोनी पोल, युकावा पोल"
Mesonic X-ray,दगडी बांधकाम क्ष किरण
Mesothorium,मेसोथोरियम
Mesotron,मेसोट्रॉन
Message,संदेश
Message register,संदेश संग्रहकर्ता
Meta centre,पूर केंद्र
Metacentric,केंद्रबिंदू
Metacompact space,संक्षिप्त लोकसंख्या
Metadyne,मेटाडीन
Metadyne drive (=amplidyne drive),एम्पलीडाइन ड्रायव्हर
Metal,"धातू, मूलद्रव्य"
Metal base transistor,मेटल-बेस ट्रान्झिस्टर
Metal detector,मेटल डिटेक्टर
Metal oxide resistor,मेटल ऑक्साईड प्रतिरोधक
Metal oxide semiconductor,मेटल ऑक्साईड सेमीकंडक्टर
Metal physics,धातू भौतिकशास्त्र
Metal plate,धातूची प्लेट
Metal plate rectifier,मेटल प्लेक रेक्टिफायर
Metal printer,मेटल प्रिंटर
Metal probe,धातूची राख
Metal rectifier,धातू सुधारक
Metal-insulator semiconductor,धातू-विभक्त अर्धसंवाहक
Metal-insulator transition,धातू-संक्रमण विभाजक
Metallic circuit,धातूचा सर्किट
Metallic conductivity,धातू चालकता
Metallic emitter,धातू उत्सर्जक
Metallic insulator,धातू विभाजक
Metallic ion,धातूचे आयन
Metallic mirror,धातूचा आरसा
Metallic rectifier,धातू सुधारक
Metallic reflection,धातूचे प्रतिबिंब
Metallic wire,धातूची तार
Metallized capactor,मेटलाइज्ड कॅपेसिटर
Metallized resistor,मेटलाइज्ड रेझिस्टर
Metallograph,धातूशास्त्रज्ञ
Metallographi trechnique,मेटल रेखांकन तंत्र
Metallographic microscope,मेटल ड्रॉइंग मायक्रोस्कोप
Metallography,"धातूचे रेखाचित्र, धातूचे चित्रण"
Metaphysical conception,एपिफिजिकल संकल्पना
Metaphysical philosophy,कल्पनारम्य दृष्टी
Metaphysics,मेटाफिजिक्स
Metarheology,आवक
Metascope,मेटास्कोप
Metastable,काटकसरी
Metastable assemblege,काटकसरीचा संच
Metastable equilibrium,"मेटास्टेबल समतोल, मेटास्टेबल समतोल"
Metastable ion,काटकसरीचे आयन
Metastable level,अर्थव्यवस्था पातळी
Metastable state,कामोत्तेजक
Metastasis,संसर्ग
Meteor,उल्का
Meteor magnitude,उल्का
Meteor shower,उल्कापात
Meteor spectra,उल्का स्पेक्ट्रम
Meteor stream,उल्का प्रवाह
Meteor trail,उल्का मार्ग
Meteor train,उल्कापात
Meteoric iron,उल्का लोखंड
Meteorite,उल्का
Meteorite bomb,उल्का बॉम्ब
Meteorite detector,उल्का ओळखकर्ता
Meteorite impact,उल्कापाताचा प्रभाव
Meteoritic dust,उल्का धूळ
Meteoritic energy,उल्का ऊर्जा
Meteoritic orbit,उल्का कक्षा
Meteoritic process,उल्कापात प्रक्रिया
Meteoriticist,हवामानशास्त्रज्ञ
Meteorograph,"हवामानशास्त्रज्ञ, हवामानशास्त्रज्ञ"
Meteoroid,उल्का
Meteorological,हवामानशास्त्रीय
Meteorological disturbance,हवामानविषयक गोंधळ
Meteorological elements,हवामान घटक
Meteorological minima,हंगामी किमान
Meteorological observatory,हवामान वेधशाळा
Meteorological report,हवामान अहवाल
Meteorological rocket,हवामान रॉकेट
Meteorological sequence,हवामानशास्त्रीय क्रम
Meteorological service,हवामान सेवा
Meteorological survey,हवामान सर्वेक्षण
Meteorological tide,हंगामी भरती
Meteorologist,हवामानशास्त्रज्ञ
Meteorology,हवामानशास्त्र
Meteorology optics (=atmospheric optics),वायुमंडलीय ऑप्टिक्स
Meter,मीटर
Meter bridge,"मीटर पूल, मीटर पूल"
Meter candle,मीटर मेणबत्ती
Meter gauge,मीटर ओळ
Meter kilogram second system,मीटर किलोग्राम दुसरी पद्धत
Meteric scatter,उल्का विखुरणे
Metering,"मोजमाप, मोजमाप"
Metering circuyit,मापन सर्किट
Metering signal,मापन सिग्नल
Method of coincidence,प्रमाण पद्धत
Method of exhaustion,काढण्याची पद्धत
Method of false position,मध्यम स्थिती पद्धत
Method of field,फील्ड पद्धत
Method of Gates,गेट्स पद्धत
Method of images,प्रतिबिंब पद्धत
Method of inversion,उलट पद्धत
Method of least squares,किमान चौरस
Method of linear flow,रेखीय प्रवाह पद्धत
Method of measurement,मापन पद्धत
Method of moments,टॉर्क पद्धत
Method of overlapping maps,आच्छादित पद्धत
Method of radiation,रेडिएशन पद्धत
Methodology,मोडस ऑपरेंडी
Metrechon,मीटरकॉन
Metric,"अंतर, मीटर"
Metric data,मापन डेटा
Metric photography,मापन फोटोग्राफी
Metric slug (unit),मेट्रिक स्लग (युनिट)
Metric system,मेट्रिक प्रणाली
Metric ton,मेट्रिक टन
Metric unit,मेट्रिक युनिट
Metrology,"मेट्रोलॉजी, मेट्रोलॉजी"
Metronome,मेट्रोनोम
Mev,MEV
Mho,मो
Mhometer,मेण मापक
Mica,एस्बेस्टोस
Mica capacitor,अभ्रक कॅपेसिटर
Mica condenser,अभ्रक कॅपेसिटर
Michelson interferometer,मिशेलसन इंटरफेरोमीटर
Michelson interferometer experiment,मिशेलसनचा इंटरफेरोमीटर प्रयोग
Michelson Morley experiment,मायकेलसन-मॉर्ले प्रयोग
Micro balance,मायक्रोमीटर शिल्लक
Micro circuit wafer,मायक्रो सर्किट प्लेट
Micro circuitry,microcircuitry
Micro effect,सूक्ष्म प्रभाव
Micro element wafer,सूक्ष्म फलक
Micro miniaturization,फाइन-ट्यूनिंग
Micro power circuit,मायक्रो पॉवर सर्किट
Micro programming,सूक्ष्म प्रोग्रामिंग
Micro unit,"सूक्ष्म एकके, सूक्ष्म एकके"
Micro wafer,सूक्ष्म फलक
Micro-analysis,सूक्ष्म विश्लेषण
Micro-irradiation,सूक्ष्म विकिरण
Microaampere,microampere
Microalloy diffused transistor,सूक्ष्म मिश्र धातु प्रसार ट्रान्झिस्टर
Microalloy transistor,सूक्ष्म मिश्र धातु ट्रान्झिस्टर
Microammeter,microammeter
Microbarograph,सूक्ष्म बॅरोग्राफ
Microbeam,मायक्रोबीम
Microcalorimeter,"सूक्ष्म थर्मामीटर, मायक्रो कॅलरीमीटर"
Microcalorimetry,सूक्ष्म थर्मोमेट्री
Microcanonical assembly,सूक्ष्म-कॅनोनिकल संच
Microcanonical ensemble,मायक्रो कॅनॉनिकल समुदाय
Microcircuit,सूक्ष्म सर्किट
Microcrack,मायक्रो फिशर
Microcreep,सूक्ष्म स्लिप
Microcrystal,मायक्रोक्रिस्टल्स
Microcrystallilne domain,मायक्रोक्रिस्टलाइन डोमेन
Microcrystallilne structure,मायक्रोक्रिस्टल रचना
Microcrystalline,मायक्रोक्रिस्टल्स
Microcurie,मायक्रोक्युरी
Microdensitometer,मायक्रोडेन्सिटोमीटर
Microdensitometery,सूक्ष्म घनता
Microelectrode,मायक्रोइलेक्ट्रोड
Microelectronics,सूक्ष्म इलेक्ट्रॉनिक्स
Microfiche,मायक्रोफिश
Microfiche reader,मायक्रोफिश रीडर
Microfilm,मायक्रोफिल्म
Microfilm reader,मायक्रोफिल्म वाचक
Microfilm record,मायक्रोफिल्म रेकॉर्ड
Microfilming,"मायक्रोफिल्मिंग, मायक्रोफिल्मिंग"
Microflash,कालावधी
Microgram,मायक्रोग्राम
Microgranular,"सूक्ष्म कण, सूक्ष्म गुरुत्व"
Micrograph,"मायक्रोग्राफ, मायक्रोग्राफर, मायक्रोग्राफर"
Micrographic,मायक्रोग्राफर
Micrography,मायक्रोग्राफी
Microhysterisis effect,सूक्ष्म प्रभाव
Microimage,सूक्ष्म प्रतिमा
Microinstruction,लहान सूचना
Microlock,मायक्रोलॉक
Microlog device,मायक्रोकॉपी डिव्हाइस
Micrologging,मायक्रोरायटिंग
Micromanipulation,उत्तम कारागिरी
Micromanipulator,"सूक्ष्म ऑपरेटर, मायक्रोमॅनिप्युलेटर"
Micromanometer,सूक्ष्म बॅरोमीटर
Micromechanics,मायक्रोमेकॅनिक्स
Micrometer,"मायक्रोमीटर, मायक्रोमीटर"
Micrometer microscope,सूक्ष्मदर्शक सूक्ष्मदर्शक
Micrometer reading eyepiece,मायक्रोमीटर वाचन डोळा
Micrometer screw,"मायक्रोमीटर स्क्रू, मायक्रोमीटर स्क्रू"
Micrometer theodolite,मायक्रोमीटर थिओडोलाइट
Micrometer transit theodolite,"मायक्रोमीटर ट्रान्झिट थिओडोलाइट, मायक्रोमीटर ट्रान्झिट थिओडोलाइट"
Micrometer tube,मायक्रोमीटर ट्यूब
Micrometerology,सूक्ष्म हवामानशास्त्र
Micrometeror,सूक्ष्म उल्का
Micrometerorite,सूक्ष्म उल्का
Micrometerorological,सूक्ष्म हवामानशास्त्रज्ञ
Micrometry,मायक्रोमेट्री
Microminiature circuit,मायक्रोक्रिकेट सर्किट
Micromodule,सूक्ष्म मॉड्यूल
Micromovie,मायक्रोफिल्म
Micron,मायक्रॉन
Microphone,मायक्रोफोन
Microphone boom,"मायक्रोफोन एक्सपांडेबल, आर्बर, मायक्रोफोन बूम"
Microphone mixer,मायक्रोफोन मिक्सर
Microphone noise,मायक्रोफोन आवाज
Microphone probe,मायक्रोफोन एक्सप्लोरर
Microphonic disturbvance,मायक्रोफोनिक डिस्टर्बन्स
Microphonics,मायक्रोफोन आवाज
Microphonism,मायक्रोफोन आवाज
Microphony,मायक्रोफोन आउटपुट
Microphotograph,सूक्ष्मदर्शक छायाचित्र
Microphotography,"मायक्रोफोटोग्राफी, मायक्रोस्कोप फोटोग्राफी"
Microphotometer,"मायक्रोफोटोमीटर, मायक्रोफोटोमीटर"
Microphotometry,मायक्रोफोटोमेट्री
Microphysics,सूक्ष्म भौतिकशास्त्र
Microprojection,सूक्ष्म प्रक्षेपण
Microprojector,सूक्ष्मदर्शक
Micropulsation,सूक्ष्म कंपने
Microradiography,सूक्ष्म विकिरण चित्रण
Microradiometer,मायक्रोरेडिओमीटर
Microre fracto metery,सूक्ष्म अपवर्तन
Microreflectometer,मायक्रोफोटोमीटर
Microrhelogy,सूक्ष्म प्रवाह
Microscope,"सूक्ष्मदर्शक, सूक्ष्मदर्शक"
Microscope count method,सूक्ष्मदर्शक मोजणी पद्धत
Microscope objective,सूक्ष्मदर्शक दर्शक
Microscope slide,मायक्रोस्कोप स्लाइड
Microscopic,"सूक्ष्मदर्शक, सूक्ष्मदर्शक, सूक्ष्मदर्शक"
Microscopic current density,सूक्ष्म वर्तमान घनता
Microscopic description,सूक्ष्म वर्णन
Microscopic equipment,सूक्ष्मदर्शक उपकरणे
Microscopic formula,सूक्ष्म सूत्र
Microscopic granule,सूक्ष्म धान्य
Microscopic illuminator,सूक्ष्मदर्शक प्रकाशक
Microscopic impurity,बारीक साहित्य
Microscopic law,सूक्ष्म कायदा
Microscopic magnetic field,सूक्ष्म चुंबकीय क्षेत्र
Microscopic Maxwell's equation,सूक्ष्म मॅक्सवेल समीकरण
Microscopic mobility,सूक्ष्मदर्शक हालचाली
Microscopic particle,सूक्ष्म कण
Microscopic plant,सूक्ष्म वनस्पती
Microscopic reversibility,सूक्ष्म उलटक्षमता
Microscopic state,मायक्रोमीटर स्थिती
Microscopic structure,सूक्ष्म रचना
Microscopic technique,"सूक्ष्मदर्शक तंत्र, सूक्ष्मदर्शक तंत्र"
Microscopic value,सूक्ष्म मूल्य
Microscopic variation,सूक्ष्म भिन्नता
Microscopical examination,सूक्ष्मदर्शक चाचणी
Microscopical method,सूक्ष्मदर्शक पद्धती
Microscopy,सूक्ष्मदर्शक
Microsecond,मायक्रोसेकंद
Microseism,सूक्ष्म भूकंप
Microseismic level,microseismic मजला
Microseismic movement,microseismic चळवळ
Microseismic oscillation,microseismic दोलन
Microseismograph,सूक्ष्म भूकंपशास्त्रज्ञ
Microseismometer,microseismometer
Microspectrophotometer,मायक्रोस्पेक्ट्रल फोटोमीटर
Microspectrophotometric method,मायक्रोस्पेक्ट्रम फोटोमेट्रिक पद्धत
Microspectrophotometry,मायक्रोस्पेक्ट्रम फोटोमेट्री
Microspectroscope,"मायक्रोस्पेक्ट्रोस्कोप, मायक्रोस्पेक्ट्रोस्कोप"
Microspectroscopy,मायक्रोस्पेक्ट्रम
Microstate,"मायक्रोस्टेट, मायक्रोस्टेट"
Microstrip,सूक्ष्म ट्रान्समिशन लाइन
Microtechnique,"सूक्ष्म प्रक्रिया, सूक्ष्म तंत्रज्ञान"
Microtool,सूक्ष्म साधने
Microtorr,मायक्रोटोरर
Microtron,मायक्रोट्रॉन
Microvac pump,महान व्हॅक्यूम पंप
Microvision,सूक्ष्म दृष्टी
Microwave,सूक्ष्म लहर
Microwave acoustics,मायक्रोवेव्ह ध्वनीशास्त्र
Microwave antenna,मायक्रोवेव्ह अँटेना
Microwave attenuator,मायक्रोवेव्ह अॅटेन्युएटर
Microwave circuit,मायक्रोवेव्ह सर्किट
Microwave early warning,मायक्रोवेव्ह लवकर चेतावणी
Microwave early warning radar,मायक्रोवेव्ह अर्ली वॉर्निंग रडार
Microwave filter,सूक्ष्म लहरी फिल्टर
Microwave frequency,मायक्रोवेव्ह वारंवारता
Microwave gyrator,मायक्रोवेव्ह सर्कुलेटर
Microwave heating,मायक्रोवेव्ह हीटिंग
Microwave mixer,मायक्रोवेव्ह मिक्सर
Microwave optics,मायक्रोवेव्ह ऑप्टिक्स
Microwave power transmission,मायक्रोवेव्ह पॉवर ट्रान्समिशन
Microwave radar,मायक्रोवेव्ह रडार
Microwave radar receiver,मायक्रोवेव्ह रडार रिसीव्हर
Microwave radar transmitter,मायक्रोवेव्ह रडार ट्रान्समीटर
Microwave radiometry,मायक्रोवेव्ह रेडिओमेट्री
Microwave reflectometer,सूक्ष्म रिफ्लेक्टोमीटर
Microwave refractometer,मायक्रोवेव्ह अपवर्तक निर्देशांक
Microwave spectrograph,मायक्रोवेव्ह स्पेक्ट्रोग्राफर
Microwave spectroscopy,मायक्रोवेव्ह स्पेक्ट्रोस्कोपी
Microwave spectrum,मायक्रोवेव्ह स्पेक्ट्रम
Microwave transmission line,मायक्रोवेव्ह ट्रान्समिशन लाइन
Microwave turbulence,सूक्ष्म लहरींचा त्रास
Microwave ultrasonics,मायक्रोवेव्ह अल्ट्रासोनिक्स
Microwave wave guide,मायक्रोवेव्ह डिटेक्टर
Microwave wavemeter,मायक्रोवेव्ह गेज
Mid night sun,मध्यरात्रीचा सूर्य
Mid point biasing,मध्य बिंदू बायसन
Mid range modulation frrequency,मध्यम श्रेणी मॉड्यूलेशन वारंवारता
Mid-course phase,मार्ग मध्यवर्ती टप्पा
Mid-day,मेरिडियन
Mid-night,मध्यरात्री
Mid-noon,मेरिडियन
Mid-point tapping (centre tapping),मध्य बिंदू निर्गमन
Mid-popint,मध्यवर्ती बिंदू
Mid-range,मध्यम परिसर
Mid-rank method,मध्यम क्रम पद्धत
Midas,मिडास
Midcourse guidance,मध्यमार्गी दिशा
Middle marker,मधला सूचक
Middle plane,मध्य विमान
Middle power objective,मध्य-भिंग दर्शक
Middle surface,मधले पान
Middle term,मध्यक
Mide wavelength,मोड तरंगलांबी
Midot,midat
Mie scattering,मी विखुरणे
Mie-Gruneisen equation,मी-ग्रुनाइजेन समीकरण
Migrating ion,येणारे आयन
Migration constant,प्रवेश निर्देशांक
Migration potential,प्रवेश क्षमता
Mil (=1/1000 of an inch),गिरणी
Mile,मैल
Milky way,"आकाश गंगा, दुग्धमेखला"
Miller circuit,मिलर सर्किट
Miller effect,मिलर प्रभाव
Miller index,मिलर निर्देशांक
Miller integrator,मिलर इंटिग्रेटर
Miller system,मिलर पद्धत
Miller time base,मिलर टाइमलाइन
Milliammeter,"मिलिमीटर, मिलिमीटर"
Milliampere,मिली अँपिअर
Millibar,मिलीबार
Millibarn,मिलिबर्न
Millicurie,मिलिक्युरी
Millicurie hour,मिलिक्युरी तास
Millicycle,सायकल सापडली
Milliequivalent,"मिलिसेकंद समतुल्य, मिलि समतुल्य, मिलि समतुल्य"
Milliequivalent weight,"मिली समतुल्य वजन, मिलीसेकंद समतुल्य वजन"
Milligram,मिग्रॅ
Millilitre,मिलीलीटर
Millimass unit (mmu),मिली-वस्तुमान-एकक
Millimeter,मिलिमीटर
Millimeter of mercury,ट्रान्सेंडेंटल मिलिमीटर
Millimeter of water,पाणी मिलिमीटर
Millimeter wave,मिलिमीटर लाट
Millimeter wave tube,मिलिमीटर वेव्ह ट्यूब
Millimho,मिलीमो
Millimicron,मिलीमायक्रॉन
Millimicrosecond,मिलीमायक्रोसेकंद
Million,"दहा दशलक्ष, दहा दशलक्ष"
Milliphot,मिलिफोटो
Millivolt,मिलिव्होल्ट
Millivolt meter,"मिलिव्होल्ट मीटर, मिलिव्होल्ट मीटर"
Milliwatt,मिलीवॅट
Mine detector (=mine detecting set),खाण शोधक
Miner's fuze (=Bickford fuze),बिकफोर्ड फ्यूज
Mineral,खनिजे
Mini track,लहान प्रेषण मार्ग
Mini track radio,लहान ट्रान्समीटर मार्ग प्राप्तकर्ता
Miniature circuit,शॉर्ट सर्किट
Miniature valve,सूक्ष्म झडप
Miniaturization,लहान करणे
Minigroove record,सूक्ष्म रेकॉर्ड
Minimal path,किमान मार्ग
Minimum,"सर्वात कमी, सर्वात कमी, सर्वात कमी, सर्वात कमी"
Minimum boiling point,सर्वात कमी उकळत्या बिंदू
Minimum condition,किमान निर्बंध
Minimum deviation,किमान विचलन
Minimum distance decoder,सर्वात कमी अंतर डीकोडर
Minimum firing current,किमान इग्निशन करंट
Minimum induced drag,किमान प्रेरित कर्षण
