Kannada,Tamil
ಅಯಾನು ಚಾನೆಲ್,அயன் சேனல்
ಅಯಾನ್ ವಿನಿಮಯ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,அயன் பரிமாற்ற நிறமூர்த்தம்
ಅಯೋನಿಕ್ ಬಂಡಿ,அயனி பிணைப்பு
ಅಯಾನಿಕ್ ಸಂವಹನ,அயனி தொடர்பு
ಅಯಾನೋಸೈಟ್,அயனோசைட்
ಸಂಯೋಜಿತ ಕೀಟ ನಿರ್ವಹಣೆ (ಐಪಿಎಂ),ஒருங்கிணைந்த பூச்சி மேலாண்மை (ஐபிஎம்)
ಇಪೋಮಿಯಾ,ஐபோமோயா
ಇರಿಡೇಸಿ,இரிடேசி
ಐರಿಸ್,ஐரிஸ்
ಕಬ್ಬಿಣದ ಬಲವರ್ಧಿತ ಅಕ್ಕಿ,இரும்பு பலப்படுத்தப்பட்ட அரிசி
ಕಬ್ಬಿಣದ ಪೊರ್ಫಿರಿನ್,இரும்பு போர்பிரின்
ಕಬ್ಬಿಣದ ಸ್ಕ್ರ್ಯಾಪ್,இரும்பு ஸ்கிராப்
ವಿಕಿರಣಶೀಲ ಕೋಶ,கதிரியக்க செல்
ವಿಕಿರಣ,கதிர்வீச்சு
ಅಕ್ರಮವಾದ,ஒழுங்கற்ற
ಅನಿಯಮಿತ ಹೂವು,ஒழுங்கற்ற மலர்
ಬದಲಾಯಿಸಲಾಗದ ದೂರ,மீளமுடியாத விலகல்
ಅಂತರರಾಷ್ಟ್ರೀಯ ಅಕ್ಕಿ ಸಂಶೋಧನಾ ಸಂಸ್ಥೆ,சர்வதேச நெல் ஆராய்ச்சி நிறுவனம்
ಕಿರಿಕಿರಿಯುಂಟುಮಾಡುವ,எரிச்சல்
ಇಯೂಷಿಯಂ,இஷியம்
ಇಯೂಷಿಯಂ,இஷியம்
ಲ್ಯಾಂಗರ್‌ಹ್ಯಾನ್ಸ್‌ನ ದ್ವೀಪಗಳು,லாங்கர்ஹான்களின் தீவுகள்
ಐಸೊಗ್ಲುಟಿನ್,ஐசோஅக்ளூட்டினின்
ಐಸೋಬಿಲಾಟರಲ್ ಎಲೆ,ஐசோபிலேட்டரல் இலை
ಐಸೊಗಾಮಿ,ஐசோகாமி
ಸಮನಿತ್ಯ,ஐசோகிராஃப்ட்
ಪ್ರತ್ಯೇಕವಾದ,தனிமைப்படுத்தப்பட்ட
ಪ್ರತ್ಯೇಕ ಕ್ಲೋರೊಪ್ಲ್ಯಾಸ್ಟ್,தனிமைப்படுத்தப்பட்ட குளோரோபிளாஸ்ட்
ಪ್ರತ್ಯೇಕವಾದ ಅಂಗಾಂಶ,தனிமைப்படுத்தப்பட்ட திசு
ಪ್ರತ್ಯೇಕತೆ,தனிமைப்படுத்துதல்
ಒಂದೇ,ஐசோமரஸ்
ಐಸೊಪಿಕ್ನಿಕ್ ಕೇಂದ್ರೀಕರಣ,ஐசோபிக்னிக் மையவிலக்கு
ಐಸೊಪ್ರೀಸಿಕ್,ஐசோடோனிக்
ಐಸೋಟೋಪ್,ஐசோடோப்
ಐಸಲ್ಪ್ರಿಯನ,ஐசோட்ரோபிக்
ಐಸಲ್ಪ್ರಿಯನ,ஐசோட்ரோபிக்
ಐಸಿಕೋಟ್ರಿಯನ,ஐசோட்ரோபிக் பேண்ட்
ರಕ್ತಸಂಬಂಧ,இஸ்த்மஸ்
ಇಟೈ-ಇಟೈ ರೋಗ,Itai-itai நோய்
ಐಯುಡಿಗಳು (ated ಷಧೀಯ),IUDS (மருந்து)
ಐಯುಡಿಗಳು (anded ಷಧೀಯವಲ್ಲದ),IUDS (அல்லாத மருந்து)
ಜಲಾರತಿ,ஜாசிட்
ಜತ್ರೋಫೆ,ஜட்ரோபா
ಕಾಮಾಲೆ,மஞ்சள் காமாலை
ದವಡೆ,தாடை
ದವಡೆಯಿಲ್ಲದ ಕಶೇರುಕ,தாடை இல்லாத முதுகெலும்பு
ಪ್ರಾಚೀನ,ஜெஜூனம்
ಜೆಲ್ಲಿ ಮೀನು,ஜெல்லிமீன்
ಜಮ್ ಕೃಷಿ,ஜம் சாகுபடி
ಜಂಟಿ ಅರಣ್ಯ ನಿರ್ವಹಣೆ,கூட்டு வன மேலாண்மை
ಎಕ್ಸೋಸ್ಕೆಲಿಟನ್,இணைந்த எக்ஸோஸ்கெலட்டன்
ಅಡ್ಡಿ,ஜுகுலர் நரம்பு
ಜಲ್ಲಿಕ,குப்பை டி.என்.ஏ
ಜುರಾಸಿಕ್ ಅವಧಿ,ஜுராசிக் காலம்
ಸೆಣಂಗ ತಂತ್ರಜ್ಞಾನ,சணல் தொழில்நுட்பம்
ಬಾಲಕಿಯ,சிறார் ஹார்மோன்
ಬಾಲಕಿಯ ಹಂತ,சிறார் கட்டம்
ಜಸ್ಟ್‌ಗ್ಲೊಮೆರುಲರ್ ಉಪಕರಣ,ஜுக்ஸ்டாக்ளோமெருலர் எந்திரம்
ಕಲ್ಬಾಸು,கல்பாசு
ಕಾಲ್ನಡಸು,காலே
ಕಸ,கல்மெக்
ಕನ್ನಡಿಗೆ,கனமைசின்
ಕಟೋಗಮಿ,கரியோகாமி
ಬಾವ್ಯ,காரியோடைப்
ಬಾಳಿಕೆ,காரியோடைப்பிங்
ಕಟಿಯಾ,க ut டியா
ಕುಣಿದು,கீல்
ಕುಣಿದು,கீல்
ಕೆರಟಿನೈಸ್ಡ್ ಚರ್ಮದ ಕೋಶ,கெராடினைஸ் தோல் செல்
ಕೆಟೊಗ್ಲುಟರಿಕ್ ಆಮ್ಲ,கெட்டோகுளுடரிக் அமிலம்
ಕೆಟೋನ್,கீட்டோன்
ಕೀಟೋನ್ ಗುಂಪು,கெட்டோன் குழு
ಕೀಲು,கெட்டோனூரியா
ಕೀಲಿ,விசை
ಕೀಸ್ಟೋನ್ ಪ್ರಭೇದಗಳು,கீஸ்டோன் இனங்கள்
ಖೈರ್,கைர்
ಖೆಸಾರಿ,கெசரி
ಮೂತ್ರಪಿಂಡ,சிறுநீரக டயாலிசிஸ்
ಚಲನ ಶಕ್ತಿ,இயக்க ஆற்றல்
ಧನ,கினெடின்
ಧನಸಹಾಯ,கினெடோகோர்
ಕಿಂಗ್ ಏಡಿ,கிங் நண்டு
ರಾಜ್ಯ,இராச்சியம்
ಕಿಂಗ್‌ಫಿಶುಗ,கிங்ஃபிஷர்
ರಕ್ತಸಂಬಂಧ,கைனோபிளாசம்
ಅಡಿಗೆಮನೆ,சமையலறை கழிவு
ಕ್ಲೈನ್‌ಫೆಲ್ಟರ್ ಸಿಂಡ್ರೋಮ್,க்லைன்ஃபெல்டரின் நோய்க்குறி
ಮೊಣಕಾಲು,முழங்கால்
ಕ್ರಾಂಜ್ ಅಂಗರಚನಾಶಾಸ್ತ್ರ,கிரான்ஸ் உடற்கூறியல்
ಕ್ರೆಬ್‌ನ ಚಕ್ರ,கிரெப்பின் சுழற்சி
ಯೋನಿಯ ಮಜೊರಾ,லேபியா மஜோரா
ಯೋನಿಯ ಮಿನಾರ,லேபியா மினோரா
ಒಂದು ಬಗೆಯ ಪಾಲು,லேபல் பேம்ப்
ಹದಗೆಟ್ಟ,லேபிள்
ಪಟ,லேபியம்
ಕಸಾಯಿಖಾನೆ,லாப்லாப்
ಪಂಥದ,லேப்ரம்
ಚಕ್ರವ್ಯೂಹ,லாபிரிந்த்
ಪಟ,லாக்
ಚಾಚು,லாக் ஓபரான்
ಚಾಚು,லேசிஃபர்
ಪಾದಚಾರಿ,பாலூட்டுதல்
ಹಾಲುಚಲ,பாலூட்டக்கூடிய அமினோரியா
ಸಣ್ಣ,லாக்டாட்ரோஃப்
ಭೂಮಾಲನ,லாக்டோபாகிலஸ்
ಲ್ಯಾಕ್ಟೋಸ್ ಚಯಾಪಚಯ ಕಿಣ್ವ,லாக்டோஸ் வளர்சிதை மாற்ற நொதி
ಕ್ಷೀರ,லாக்டோஸ்
ಲ್ಯಾಕ್ಟೂಸ್ ಸಟಿವಾ,லாக்டுகா சாடிவா
ಲಗತ್ತಿನ,லாகுனா
ಪ್ರಕೃತಿಯ ಏಣ,இயற்கையின் ஏணி
ಹಿಂದುಳಿಯುವ ಎಳ,பின்தங்கிய இழை
ಹಾಳಾದ,லேமல்லா
ಲಮೆಲಿಡನ್ಸ್,லேமல்லிடன்கள்
ಲಂಬ,லாமியாசி
ಹಾಳತೋಲನ,லாமியல்ஸ்
ಲಾಮಿನ,லேமினா ப்ராப்ரியா
ಹಾಳಾದ,லேமினா
ಹಾಳಾದ,லேமினேரியா
ದೀಪದ ಕ್ರೋಮೋಸೋಮ್,விளக்கு தூரிகை குரோமோசோம்
ಉಗುರು,ஈட்டி வடிவானது
ಭೂ ಸಸ್ಯ,நில ஆலை
ಲ್ಯಾಂಡ್ಸ್ ಬಸವನ,நிலங்கள் நத்தை
ಲಾಂಟಾನಾ ಕ್ಯಾಮರಾ,லந்தனா கமாரா
ಉದರಮಾನದರ್ಶಕ,லேபராஸ்கோப்
ಲೇಪನ,லாபார்டியா
ಕಳೆದುಹೋಗುವ ದರ,குறைவு வீதம்
ಹಳ್ಳ,லார்க்ஸ்பூர்
ಲಾರ್ವಾ ಮರಣ,லார்வா இறப்பு
ಲಾರಿಂಗೋಫಾರ್ನೆಕ್ಸ್,லாரிங்கோபார்னக்ஸ்
ಲೇಸರ್ ಮೈಕ್ರೋಸರ್ಜರಿ,லேசர் மைக்ரோ சர்ஜரி
ಲಸಿಯುರಸ್,லேசியூரஸ்
ತಡವಾದ ರೋಗ,மறைந்த ப்ளைட்டின்
ತಡವಾಗಿ ಡೆವಲಪರ್,தாமதமாக டெவலப்பர்
ತಡವಾಗಿ ಉತ್ತರಾಧಿಕಾರದ ಪ್ರಭೇದಗಳು,தாமதமான வெற்றி இனங்கள்
ತಡವಾದ ಮರ,தாமதமான மரம்
ಸುಪ್ತ ಶಾಖ,உள்ளுறை வெப்பம்
ಪಾರ್ಶ್ವದ ಅನುಬಂಧ,பக்கவாட்டு இணைப்பு
ಪಾರ್ಶ್ವ ಮೊಗ್ಗು,பக்கவாட்டு மொட்டு
ಪಾರ್ಶ್ವ ಬೂದು ಕೊಂಬು,பக்கவாட்டு சாம்பல் கொம்பு
ಪಾರ್ಶ್ವವ ಕುಹರದ,பக்கவாட்டு வென்ட்ரிக்கிள்
ಜರಡಿ,லேடெக்ஸ்
ಲ್ಯಾಟೈರಸ್ ಸ್ಯಾಟಿವಸ್,லாதிரஸ் சாடிவஸ்
ಚೂರುಪಟ್ಟು,நட்டு
ಲ್ಯಾಟಿಸ್ ರಚನೆ,லட்டு அமைப்பு
ಲೌರಿನೀ,லாரினீ
ಸ್ವತಂತ್ರ ವಿಂಗಡಣೆಯ ಕಾನೂನು,சுயாதீன வகைப்படுத்தல் சட்டம்
ಅಂಶಗಳನ್ನು ಸೀಮಿತಗೊಳಿಸುವ ಕಾನೂನು,கட்டுப்படுத்தும் காரணிகளின் சட்டம்
ಆನುವಂಶಿಕ ಕಾನೂನು,பரம்பரை சட்டம்
ಪ್ರತ್ಯೇಕತೆಯ ಕಾನೂನು,பிரித்தல் சட்டம்
ಥರ್ಮೋಡೈನಾಮಿಕ್ಸ್ ನಿಯಮಗಳು,வெப்ப இயக்கவியலின் விதிகள்
ಲೇಪನ,அடுக்கு
ಲೇಪನ,அடுக்கு
ಖನಿಜ ದ್ರವ್ಯವನ್ನು ಹೊರಹಾಕುವುದು,கனிமப் பொருளைக் கடத்தல்
ಮುನ್ನಡೆಸಿಸು,வழி நடத்து
ಪ್ರಮುಖ ಎಳೆಯ,முன்னணி ஸ்ட்ராண்ட்
ಎಲೆಗಳು,இலை வயது
ಎಲೆ ಮತ್ತು ಸ್ಟ್ರಿಪ್ ತುಕ್ಕು,இலை மற்றும் துண்டு துரு
ಎಲೆಗಳ ಬ್ಲೇಡ್,இலை கத்தி
ಎಲೆ,இலை சுருட்டை
ಎಲೆಗಳ ದೃಷ್ಟಿಕೋನ,இலை நோக்குநிலை
ಎಲೆಗಳು,இலை காற்று
ಎಲೆ,இலை
ಎಲೆ,இலை-பிளேட்
ಎಲೆಗಳಿಲ್ಲದ,இலை இல்லாதது
ಹಾರಿಹೋಗುವ,பாய்ச்சல்
ಚರ್ಮದ ಎಲೆ,தோல் இலை
ಎಡ ಮಹಾಪಧಮನಿಯ ಕಮಾನು,இடது பெருநாடி வளைவு
ಎಡ ಹೃದಯ ಅಪಧಮನಿ,இடது இருதய தமனி
ದ್ವಿದಳ ಧಾನ್ಯದ ಸಸ್ಯ,பருப்பு ஆலை
ದ್ವಿಮತಿ,பருப்பு
ನಿಂಬೆ ಹುಲ್ಲು,எலுமிச்சை புல்
ಮಧುರ,லெமூர்
ಮಸೂರ ಕೋಶ,லென்ஸ் செல்
ಮಸೂರ,லென்ஸ்
ಮಸೂರ,பயறு
ಚಿರತೆ,சிறுத்தை
ಕುಣಿಕೆ,லெபாஸ்
ಲೆಪಿಸ್ಮಾ (ಬೆಳ್ಳಿ ಮೀನು),லெபிஸ்மா (வெள்ளி மீன்)
ಕುಷ್ಠರೋಗ,தொழுநோய்
ಕುರಿಮರಿ,லெப்டோகோரிசா
ಕುಣಿಕೆ,லெப்டோனெமா
ಹೆಗಲಮತಿ,லெப்டோடின்
ಮಾರಕ,ஆபத்தான
ಬೇಸರ,மரணம் பிறழ்வு
ಚೂರುಪಾರು,லுகோசைட்
ಗಂಟುಮೂಟೆ,லுகோடெர்மா
ಪಡಗ,லுகோபிளாஸ்ட்
ರಕ್ತನಾಳದ,லுகேமியா
ಕವಣೆ,நெம்புகோல்
ಲೇಡಿಗ್ನ ಕೋಶ,லெய்டிக்கின் செல்
ಲಿಯಾನಾ,லியானா
ಸುಖದ,லியனஸ்
ಪರೋಪಜೀವಿ,பேன்
ಕಲ್ಲುಹೂವು,லிச்சென்
ಜೀವನ ಚಕ್ರ,வாழ்க்கை சுழற்சி
ಆಯಸ್ಸು,ஆயுள் எதிர்பார்ப்பு
ಜೀವ ಜೀನ್,வாழ்க்கை மரபணு
ಜೀವಂತ ಇತಿಹಾಸ,வாழ்க்கை வரலாறு
ಜೀವನ ಬೆಂಬಲ ಸಾಮರ್ಥ್ಯ,வாழ்க்கை ஆதரவு திறன்
ಜೀವ ಪೋಷಕ ವ್ಯವಸ್ಥೆ,வாழ்க்கை துணை அமைப்பு
ನಿರ್ಜೀವ,உயிரற்ற
ಅಸ್ಥಿರಜ್ಜು,தசைநார்
ಲಗೇಸ್,லிகேஸ்
ಬಂಧನ,லிகேஷன்
ಲಿಗರ್,லிகர்
ಲಘು ಗಾಯ,ஒளி காயம்
ಲಘು ಸೂಕ್ಷ್ಮದರ್ಶಕ,ஒளி நுண்ணோக்கி
ಹುದುಗುವುದು,மின்னல்
ಲೋಕದ,லிக்னின்
ಬಂಧಿಸು,லிகுலேட்
ತಗುವಿಕೆ,லிகுல்
ಲಿಲಿಯಾಸೀ,லிலியாகே
ಲಿಲಿಯಂ,லிலியம்
ಲಿಲಮ್ (ಲಿಲಸ್),லிலம் (லிலஸ்)
ಲಿಲಿ ಕುಟುಂಬ,லில்லி குடும்பம்
ಅಂಗ,லிம்ப்
ಅಂಗ,லிம்ப்
ಅಂಗ,லிம்ப்
ಅಂಗ ಮೂಳೆ,மூட்டு எலும்பு
ಅಂಗ ಹಬ್ಬ,லிம்பிக் லோப்
ಅವಹ್ರಭುತ್ವ,உணர்வு செயலி
ಅಂಗರಹಿತ ಉಭಯಚರ,ஒளிராத ஆம்பிபியன்
ಅಂಗರಹಿತ ಹಲ್ಲಿ,சுறுசுறுப்பான பல்லி
ಅಂಗುಳು,லிம்பஸ்
ನಾರು ವಲಯ,லிம்னெடிக் மண்டலம்
ನಿವ್ವಳಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,லிம்னெடிக்
ಲಿಮುಸಿ,லிமுலஸ்
ರೇಖೆ,வரி
ರೇಖೆ,வரி
ವಂಶಾವಳಿ,பரம்பரை
ರೇಖೀಯ ಅನುಕ್ರಮ,நேரியல் வரிசை
ರೇಖೆಯ,நேரியல்
ಲಿನರೈಸ್ಡ್ ಪ್ಲಾಸ್ಮಿಡ್,லைனரைஸ் பிளாஸ்மிட்
ಲಿಂಕ್ ಪ್ರಭೇದಗಳು,இணைப்பு இனங்கள்
ಸಂಬಂಧ,இணைப்பு
ತುಪ್ಪಳ,லிபேஸ்
ನಿಶರ,கொழுமியம்
ಲಿಪಿಡ್ ದ್ವಿಪದರ,லிப்பிட் பிளேயர்
ಲಿಪಿಡ್ ಬಾಲ,லிப்பிட் வால்
ಲಿಪೋಪೊಲಿಸ್ಯಾಕರೈಡ್,லிபோபோலிசாக்கரைடு
ಲಿಪೊಪ್ರೊಟಿನೇಶಿಯದ ಪೊರೆಯ,லிப்போபுரோட்டினேசியஸ் சவ்வு
ದ್ರವ ಹನಿ,திரவ நீர்த்துளி
ಮದ್ಯಸಾರ,மதுபான ஃபோலிகுலி
ಶಿಲಾರೆ,லித்தோஃபைட்
ಅಶ್ಮ ವರ್ಗ,லித்தோஸ்பியர்
ಕಸ,குப்பை
ಕಸಕಲೆ,குப்பை வீழ்ச்சி
ಸ್ವಲ್ಪ ಸೆರೆಬ್ರಮ್,சிறிய பெருமூளை
ಸಣ್ಣ ವಲಯ,லிட்டோரல் மண்டலம்
ಯಕೃತ್ತು,கல்லீரல்
ಪಿತ್ತಜನಕಾಂಗ,கல்லீரல் ஃப்ளூக்
ಯಕೃತ್ತಿನ ಆಕಾರದ,கல்லீரல் வடிவ
ಯಕೃತ್ ವರ್ಟ್,கல்லீரல் வோர்ட்
ಜೀವಂತ ಜೀವಿ,வாழ்கின்ற உயிரினம்
ಜೀವಂತ ಜನಸಂಖ್ಯೆ,வாழும் மக்கள் தொகை
ಜೀವಂತ ಸಂಪನ್ಮೂಲಗಳು,வாழ்க்கை வளங்கள்
ಜೀವಂತ ಪ್ರಪಂಚ,வாழும் உலகம்
Lng - 20,எல்.என்.ஜி - 20
ಲೋಮ್ (ಹೂಳು),களிமண் (சிலி)
ನಳ್ಳಿ,இரால்
ಹಳ್ಳ,லோபுலாரியா
ಸ್ಥಳಾವಕಾಶ,லோகோமோஷன்
ಮಿಡತೆ,வெட்டுக்கிளி
ಕಸಾಯಿಖಾನೆ,லோடிகுல்
ಲಾಗರಿಥೆಮಿಕ್ ಸ್ವಭಾವ,மடக்கை இயல்பு
ಲಾಜಿಸ್ಟಿಕ್ ಬೆಳವಣಿಗೆ,லாஜிஸ்டிக் வளர்ச்சி
ಲೋಲಿಗೋ,லோலிகோ
ಲಾಗ್ ಡೇ ಪ್ಲಾಂಟ್,பதிவு நாள் ஆலை
ಉದ್ದನೆಯ ಅಕ್ಷ,நீளமான அச்சு
ರೇಖಾಂಶದ ಬೈನರಿ ವಿದಳನ,நீளமான பைனரி பிளவு
ಉದ್ದನೆಯ ಬಿರುಕು,நீளமான பிளவு
ಕುಣಿಕೆ,லூப்
ಕುಣಿಕೆ,லூப்
ಲೂಪ್ ಬಲೆ,லூப் பொறி
ಉಪಕಾರ,லோஃபியம்
ಲಾರಂತೇಸಿ,லோராந்தேசி
ಲಾರಾಂಥಸ್,லோராந்தஸ்
ಕೆಳಗಿನ ತೋಳು,கீழ் கை
ಕೆಳಗಿನ ದವಡೆ,கீழ் தாடை
ಕಸ,லஃபா
ಸೊಂಟದ ಕಶೇರು,இடுப்பு முதுகெலும்புகள்
ಚಂಡಮಾರುತ,மரம் வெட்டுதல்
ಲುಂಬ್ರಿಕಸ್,லம்ப்ரிகஸ்
ಲುಮೆನ್,லுமேன்
ಕುಪ್ಪಳಕ,லம்பர்
ಶ್ವಾಸಕೋಶ,நுரையீரல்
ಲೂಪಿನ್,லூபின்
ಲುಪಿನಸ್ ಆರ್ಕ್ಟಿಕಸ್,லூபினஸ் ஆர்க்டிகஸ்
ಲ್ಯುಟೈನೈಜಿಂಗ್ ಹಾರ್ಮೋನ್ (ಎಲ್ಹೆಚ್),ஹார்மோன் (எல்.எச்)
ಹಣ್ಣಾದ,லைஸ்
ಸಣ್ಣಕೂಟ,லைகோபோடியம்
ಸಣ್ಣ,லைகோப்சிடா
ಲಂಪಿ,லிம்ப் கப்பல்
ದುಗ್ಧರಸ,நிணநீர் சுரப்பி
ದುಗ್ಧರಸ,நிணநீர்முடிச்சின்
ದುಗ್ಧರಸ,நிணநீர்
ದುಗ್ಧರಸ,லிம்பாய்டு உறுப்பு
ದುಗ್ಧರಸ ಅಂಗಾಂಶ,லிம்பாய்டு திசு
ದುಗ್ಧರಸ,நிணநீர்
ಲೈರ್,லைட்
ಲೈಸರ್ಜಿಕ್ ಆಸಿಡ್ ಡೈಥ್ಲಾಮೈಡ್ (ಎಲ್.ಎಸ್.ಡಿ.),லைசெர்ஜிக் அமிலம் டைத்லைமைடு (L.S.D.)
ಲೈಸಿನ್,லைசின்
ಲೈಸೋಸೋಮ್,லைசோசோம்
ಸಣ್ಣ,லைசோசைம்
ಮದುಗಳಿ,மக்காக்கா
ಬೃಹತ್,மேக்ரோபிராச்சியம்
ಬೃಹತ್ ವಾತಾವರಣ,மேக்ரோ எவல்யூஷன்
ಬೃಹತ್ ಜನಕ,மேக்ரோஜெனெஸிஸ்
ಮ್ಯಾಕ್ರೋಮೋಲಿಕ್ಯುಲರ್ ಕೊಲಾಯ್ಡ್,மேக்ரோமோலிகுலர் கூழ்
ಸ್ಥೂಲಕಾಯ,மேக்ரோமிகுலூல்
ಸಣ್ಣ,மக்ரோநியூக்ளியஸ்
ಸಣ್ಣ,மேக்ரோனூட்ரியண்ட்
ಮ್ಯಾಕ್ರೋಫೇಜ್ (ದೊಡ್ಡ ಭಕ್ಷಕ),மேக்ரோபேஜ் (பெரிய ஈட்டர்)
ಮಂಕಾದ,மேக்ரோபாகோசைட்
ತೂರುವ,மேக்ரோபாகஸ்
ಬೃಹತ್ಕಟನ,மேக்ரோபாகி
ಬೃಹತ್ಕಾಯಿ,மாக்ரோஃபைட்
ಸಣ್ಣ,மேக்ரோபஸ்
ಒಂದು ಬಗೆಯ ಮರಿಹುಳು,மாகுலா
ಒಂದು ಬಗೆಯ ಮರಿಹುಳು,மாகுலா லூட்டியா
ಮೆಗ್ನಾಲ,வெளிமம்
ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಸೋನೆನ್ಸ್ ಇಮೇಜಿಂಗ್,காந்த அதிர்வு இமேஜிங்
ವರ್ಧನೆ,பெரிதாக்குதல்
ವಾಗ್ದಾನ ಮಾಡಿದ ಚಿತ್ರ,பெரிதாக்கப்பட்ட படம்
ಭೂತಗನ್ನಡಿ,பூதக்கண்ணாடி
ವರ್ಧಕ ಶಕ್ತಿ,பெரிதாக்கும் சக்தி
ಮ್ಯಾಗ್ನೋಲಿಯ,மாக்னோலியா
ಮ್ಯಾಗ್ನೋಲಿಯಾಸೆ,மாக்னோலியாசி
ಮಾಗುರ,மாகூர்
ಮೇಡನ್ ಹೇರ್ ಫರ್ನ್ (ಅಡಿಯಾಂಟಮ್),முதல் முடி ஃபெர்ன் (அடென்டம்)
ಪ್ರಮುಖ ತೋಪು,முக்கிய பள்ளம்
ಪ್ರಮುಖ ಹಿಸ್ಟೊಕಾಂಪ್ಯಾಬಿಲಿಟಿ ಸಂಕೀರ್ಣ,முக்கிய ஹிஸ்டோகாம்பாட்டிபிலிட்டி வளாகம்
ಪ್ರಮುಖ ಆಸ್ಮೋಲೈಟ್,மேஜர் ஆஸ்மோலைட்
ಪ್ರಮುಖ ಶಿಖರ,பெரிய உச்சநிலை
ಪುರುಷ,ஆண்
ಪುರುಷ ಕೋನ್,ஆண் கூம்பு
ಪುರುಷ ಗ್ಯಾಮೆಟೊಫೈಟ್,ஆண் கேமோட்டோபைட்
ಪುರುಷ ಜನನಾಂಗದ ದ್ಯುತಿರಂಧ್ರ,ஆண் பிறப்புறுப்பு துளை
ಪುರುಷ ಪ್ರೋನ್ಯೂಕ್ಲಿಯಸ್,ஆண் உச்சநிலை
ವಿರೂಪಗೊಂಡ ಎಲೆ,தவறாக இலை
ಮೆರಿಕ್ ಆಮ್ಲ,மாலிக் அமிலம்
ಮಾರಣಾಂತಿಕ ಕೋಶ,வீரியம் மிக்க செல்
ಮಾರಣಾಂತಿಕ ಗೆಡ್ಡೆ,வீரியம் மிக்க கட்டி
ಮಡುಗ,மல்லார்ட்
ಮಣ್ಣು,மல்லிகஸ்
ಮಾಲ್ಪಿನ ಕಾರ್ಪಸ್ಕಲ್,மால்பிஜியன் கார்பஸல்
ಮಾಲ್ಪ್‌ಗಿಯನ್ ಕೊಳವೆಯ,மால்பிஜியன் குழாய்
ಮಲ್ಟೋಸ್,மால்டோஸ்
ಮಾಲ್ವಾಳಿ,மால்வால்ஸ்
ಸಸ್ತನಿ,பாலூட்டி
ಸಸ್ತನಿ,பாலூட்டி
ಸಸ್ತನಿ ಭ್ರೂಣ,பாலூட்டி கரு
ಸಸ್ತನಿ ಗ್ರಂಥಿ,பால் சுரப்பி
ಸಸ್ತವ್ಯಮಂಥ,மும்மில்லா
ಆವರಣ,கட்டாய
ಮಾಂಡಬ್ಯುಲರ್ ಗ್ರಂಥಿ,மண்டிபுலர் சுரப்பி
ಗುದ್ದ,மாங்கனீசு
ಮಾಂಗಿಫೆರಾ ಸೂಚಕ,மங்கிஃபெரா இண்டிகா
ಮಡಿ,சதுப்புநிலம்
ಮಾನವ ನಿರ್ಮಿತ ಕೃಷಿ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,மனிதனால் உருவாக்கப்பட்ட விவசாய சுற்றுச்சூழல் அமைப்பு
ಮಾನವ ನಿರ್ಮಿತ ಏಕದಳ,மனிதனால் உருவாக்கப்பட்ட தானியங்கள்
ಮಡಾನ್,மன்னன்
ನಿರುತ್ಸಾಹ,மேன்டில்
ಮಬ್ಬು,மனுஸ்
ಮೇಪಲ್,மேப்பிள்
ಮಂಚಲ,மார்ச்சான்டியா
ಅಂಚಿನ,ஓரளவு
ಗಾಂಜಾ,மரிஜுவானா
ಸಮುದ್ರ ಜೀವಶಾಸ್ತ್ರ,கடல்சார் உயிரியல்
ಸಾಗರ ಪಕ್ಷಿ,கடல் பறவை
ಸಾಗರ ಸಮುದಾಯ,கடல் சமூகம்
ಸಮುದ್ರ ಅಕಶೇರುಕಗಳು,கடல் முதுகெலும்புகள்
ಮರಕುಟಿಗ,மரினோ ராம்
ಗುರುತು,மார்க்கர்
ಮಾರುಕಟ್ಟೆ ತ್ಯಾಜ್ಯ,சந்தை கழிவு
ಮಜ್ಜೆಯ ಕುಹರ,மஜ்ஜை குழி
ಜವಳು,சதுப்பு நிலம்
ಜವುಗ,மார்ஷ்-மெடர் நிலை
ಸಸ್ಯವರ್ಗವಿಲ್ಲದೆ ಜವುಗು,தாவரங்கள் இல்லாமல் சதுப்பு நிலம்
ಮಾರ್ಸ್ಪಿಯಲ್ ಮೋಲ್,மார்சுபியல் மோல்
ಮಾರ್ಸ್ಪಿಯಲ್ ವಿಕಿರಣ,மார்சுபியல் கதிர்வீச்சு
ಮಾರ್ಸ್ಪಿಯಲ್ ಇಲಿ,மார்சுபியல் எலி
ಮಾರ್ಸನ,மார்சுபியம்
ರಾಶಿ ಅಳಿವಿನಂಚಿನಲ್ಲಿ,வெகுஜன அழிவு
ಸಾಮೂಹಿಕ ಹರಿ,வெகுஜன ஓட்டம்
ಸಾಮೂಹಿಕ ಹರಿವಿನ ಕಲ್ಪನೆ,வெகுஜன ஓட்ட கருதுகோள்
ಸಣ್ಣ ಕೋಶ,மாஸ்ட் செல்
ಮಾಸ್ಟರ್ ಅಗರ್ ಪ್ಲೇಟ್,மாஸ்டர் அகர் தட்டு
ಮಾಸ್ಟರ್ ಪ್ಲೇಟ್,முதன்மை தட்டு
