Bengali,Punjabi
যৌক্তিক,ਲਾਜ਼ੀਕਲ
যৌক্তিক সংযোগ,ਲਾਜ਼ੀਕਲ ਕੁਨੈਕਸ਼ਨ
যৌক্তিক তথ্য কাঠামো,ਲਾਜ਼ੀਕਲ ਡਾਟਾ ਬਣਤਰ
লজিক্যাল ডায়াগ্রাম,ਲਾਜ਼ੀਕਲ ਚਿੱਤਰ
যৌক্তিক অভিব্যক্তি,ਲਾਜ਼ੀਕਲ ਸਮੀਕਰਨ
লজিক্যাল ফ্লো চার্ট (ফ্লো চার্ট),ਲਾਜ਼ੀਕਲ ਪ੍ਰਵਾਹ ਚਾਰਟ (ਪ੍ਰਵਾਹ ਚਾਰਟ)
যৌক্তিক IF,ਲਾਜ਼ੀਕਲ IF
যৌক্তিক অপারেশন,ਲਾਜ਼ੀਕਲ ਕਾਰਵਾਈ
লজিক্যাল অপারেটর,ਲਾਜ਼ੀਕਲ ਆਪਰੇਟਰ
যৌক্তিক সম্পর্ক,ਲਾਜ਼ੀਕਲ ਸਬੰਧ
যৌক্তিক স্কিম,ਲਾਜ਼ੀਕਲ ਸਕੀਮ
যৌক্তিক প্রতীক,ਲਾਜ਼ੀਕਲ ਪ੍ਰਤੀਕ
লজিক্যাল টাইপ,ਲਾਜ਼ੀਕਲ ਕਿਸਮ
যৌক্তিক মান,ਲਾਜ਼ੀਕਲ ਮੁੱਲ
যৌক্তিক পরিবর্তনশীল,ਲਾਜ਼ੀਕਲ ਵੇਰੀਏਬਲ
এগিয়ে তাকান বহন,ਅੱਗੇ ਦੇਖੋ ਕੈਰੀ
সামনে সেট দেখুন,ਸੈੱਟ ਅੱਗੇ ਦੇਖੋ
খুঁজে দেখো,ਝਾਂਕਨਾ
লুপ,ਲੂਪ
লুপ নিয়ন্ত্রণ,ਲੂਪ ਕੰਟਰੋਲ
লুপ ইনিশিয়ালাইজেশন,ਲੂਪ ਸ਼ੁਰੂਆਤ
লুপ পরিবর্তন,ਲੂਪ ਸੋਧ
লুপ নেটওয়ার্ক,ਲੂਪ ਨੈੱਟਵਰਕ
লুপ শুরু,ਲੂਪ ਸ਼ੁਰੂ
লুপ সমাপ্তি,ਲੂਪ ਸਮਾਪਤੀ
লুপ-ব্যাক পরীক্ষা,ਲੂਪ-ਬੈਕ ਟੈਸਟ
ঢিলেঢালাভাবে মিলিত,ਢਿੱਲੀ ਜੋੜੀ
ক্ষতিহীন কম্প্রেশন,ਨੁਕਸਾਨ ਰਹਿਤ ਸੰਕੁਚਨ
ক্ষতিকর কম্প্রেশন,ਨੁਕਸਾਨਦੇਹ ਕੰਪਰੈਸ਼ਨ
কম বাইট,ਘੱਟ ਬਾਈਟ
নিম্ন স্তরের ভাষা,ਹੇਠਲੇ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ
কম পাস ফিল্টার,ਘੱਟ ਪਾਸ ਫਿਲਟਰ
নিম্ন সীমা,ਹੇਠਲੀ ਸੀਮਾ
ম্যাক প্রোটোকল (মাঝারি অ্যাক্সেস নিয়ন্ত্রণ),ਮੈਕ ਪ੍ਰੋਟੋਕੋਲ (ਮੀਡੀਅਮ ਐਕਸੈਸ ਕੰਟਰੋਲ)
মেশিন,ਮਸ਼ੀਨ
মেশিন ঠিকানা,ਮਸ਼ੀਨ ਦਾ ਪਤਾ
মেশিন কোড,ਮਸ਼ੀਨ ਕੋਡ
মেশিন চক্র,ਮਸ਼ੀਨ ਚੱਕਰ
মেশিন নির্ভর ভাষা,ਮਸ਼ੀਨ ਨਿਰਭਰ ਭਾਸ਼ਾ
মেশিন নির্ভর সফটওয়্যার,ਮਸ਼ੀਨ ਨਿਰਭਰ ਸਾਫਟਵੇਅਰ
মেশিন ত্রুটি,ਮਸ਼ੀਨ ਗਲਤੀ
মেশিন অলস সময়,ਮਸ਼ੀਨ ਦਾ ਵਿਹਲਾ ਸਮਾਂ
মেশিন স্বাধীন ভাষা,ਮਸ਼ੀਨ ਸੁਤੰਤਰ ਭਾਸ਼ਾ
মেশিনের নির্দেশনা,ਮਸ਼ੀਨ ਦੀ ਹਦਾਇਤ
মেশিন বুদ্ধিমত্তা,ਮਸ਼ੀਨ ਬੁੱਧੀ
মেশিন ভাষা,ਮਸ਼ੀਨ ਭਾਸ਼ਾ
মেশিন লার্নিং,ਮਸ਼ੀਨ ਸਿਖਲਾਈ
মেশিন অপারেশন,ਮਸ਼ੀਨ ਦੀ ਕਾਰਵਾਈ
মেশিন ওরিয়েন্টেড ভাষা,ਮਸ਼ੀਨ ਅਧਾਰਿਤ ਭਾਸ਼ਾ
মেশিন চালানো,ਮਸ਼ੀਨ ਰਨ
মেশিন সিমুলেশন,ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ
মেশিন নষ্ট সময়,ਮਸ਼ੀਨ ਖਰਾਬ ਸਮਾਂ
যন্ত্রানুবাদ,ਮਸ਼ੀਨ ਅਨੁਵਾਦ
মেশিন শব্দ,ਮਸ਼ੀਨ ਸ਼ਬਦ
ম্যাক্রো (= ম্যাক্রো নির্দেশ),ਮੈਕਰੋ (=ਮੈਕ੍ਰੋ ਹਦਾਇਤ)
ম্যাক্রো যুক্তি,ਮੈਕਰੋ ਆਰਗੂਮੈਂਟ
ম্যাক্রো সমাবেশ প্রোগ্রাম,ਮੈਕਰੋ ਅਸੈਂਬਲੀ ਪ੍ਰੋਗਰਾਮ
ম্যাক্রো কল,ਮੈਕਰੋ ਕਾਲ
ম্যাক্রো কোড,ਮੈਕਰੋ ਕੋਡ
ম্যাক্রো কমান্ড,ਮੈਕਰੋ ਕਮਾਂਡ
ম্যাক্রো ঘোষণা,ਮੈਕਰੋ ਘੋਸ਼ਣਾ
ম্যাক্রো সংজ্ঞা,ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ
ম্যাক্রো ফ্লো চার্ট,ਮੈਕਰੋ ਫਲੋ ਚਾਰਟ
ম্যাক্রো জেনারেটর,ਮੈਕਰੋ ਜਨਰੇਟਰ
ম্যাক্রো নির্দেশ,ਮੈਕਰੋ ਹਦਾਇਤ
ম্যাক্রো ভাষা,ਮੈਕਰੋ ਭਾਸ਼ਾ
ম্যাক্রো লাইব্রেরি,ਮੈਕਰੋ ਲਾਇਬ੍ਰੇਰੀ
ম্যাক্রো প্যারামিটার,ਮੈਕਰੋ ਪੈਰਾਮੀਟਰ
ম্যাক্রো প্রক্রিয়াকরণ,ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਿੰਗ
ম্যাক্রো প্রসেসর,ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਰ
ম্যাক্রো প্রোগ্রামিং,ਮੈਕਰੋ ਪ੍ਰੋਗਰਾਮਿੰਗ
ম্যাক্রো প্রোটোটাইপ,ਮੈਕਰੋ ਪ੍ਰੋਟੋਟਾਈਪ
ম্যাক্রো-কোডিং,ਮੈਕਰੋ-ਕੋਡਿੰਗ
ম্যাগাবাইট (এমবি),ਮੈਗਾਬਾਈਟ (MB)
জাদু চরিত্র,ਜਾਦੂ ਅੱਖਰ
জাদু সংখ্যা,ਮੈਜਿਕ ਨੰਬਰ
চৌম্বকীয় বুদ্বুদ মেমরি,ਚੁੰਬਕੀ ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
চৌম্বক কার্ড,ਚੁੰਬਕੀ ਕਾਰਡ
চৌম্বক কোষ,ਚੁੰਬਕੀ ਸੈੱਲ
চৌম্বক চরিত্র,ਚੁੰਬਕੀ ਅੱਖਰ
চৌম্বকীয় কোর স্টোরেজ,ਚੁੰਬਕੀ ਕੋਰ ਸਟੋਰੇਜ਼
চৌম্বকীয় ডিস্ক,ਚੁੰਬਕੀ ਡਿਸਕ
চৌম্বকীয় ডিস্ক ঠিকানা,ਚੁੰਬਕੀ ਡਿਸਕ ਪਤਾ
চৌম্বকীয় ডিস্ক মেমরি,ਚੁੰਬਕੀ ਡਿਸਕ ਮੈਮੋਰੀ
চৌম্বক ড্রাম,ਚੁੰਬਕੀ ਡਰੱਮ
চৌম্বকীয় এনকোডিং,ਚੁੰਬਕੀ ਇੰਕੋਡਿੰਗ
চৌম্বকীয় মাথা,ਚੁੰਬਕੀ ਸਿਰ
চৌম্বক কালি,ਚੁੰਬਕੀ ਸਿਆਹੀ
চৌম্বক কালি অক্ষর স্বীকৃতি (MICR),ਚੁੰਬਕੀ ਸਿਆਹੀ ਅੱਖਰ ਪਛਾਣ (MICR)
চৌম্বক মিডিয়া,ਚੁੰਬਕੀ ਮੀਡੀਆ
চৌম্বকীয় পড়া,ਚੁੰਬਕੀ ਰੀਡਿੰਗ
চৌম্বকীয় রেকর্ডিং,ਚੁੰਬਕੀ ਰਿਕਾਰਡਿੰਗ
চৌম্বকীয় সঞ্চয়স্থান,ਚੁੰਬਕੀ ਸਟੋਰੇਜ਼
চৌম্বক ফালা,ਚੁੰਬਕੀ ਪੱਟੀ
চৌম্বকীয় টেপ,ਚੁੰਬਕੀ ਟੇਪ
চৌম্বক টেপ কার্তুজ,ਚੁੰਬਕੀ ਟੇਪ ਕਾਰਤੂਸ
চৌম্বকীয় টেপ ড্রাইভ,ਚੁੰਬਕੀ ਟੇਪ ਡਰਾਈਵ
চৌম্বকীয় টেপ হেডার,ਚੁੰਬਕੀ ਟੇਪ ਹੈਡਰ
চৌম্বক টেপ গ্রন্থাগারিক,ਚੁੰਬਕੀ ਟੇਪ ਲਾਇਬ੍ਰੇਰੀਅਨ
চৌম্বকীয় টেপ পরিবহন,ਚੁੰਬਕੀ ਟੇਪ ਆਵਾਜਾਈ
চৌম্বকীয় টেপ ইউনিট,ਚੁੰਬਕੀ ਟੇਪ ਯੂਨਿਟ
চৌম্বকীয় পাতলা ফিল্ম,ਚੁੰਬਕੀ ਪਤਲੀ ਫਿਲਮ
চৌম্বক ট্র্যাক,ਚੁੰਬਕੀ ਟਰੈਕ
ম্যাগনেটো অপটিক স্টোরেজ,ਮੈਗਨੇਟੋ ਆਪਟਿਕ ਸਟੋਰੇਜ਼
ম্যাগনেটোগ্রাফিক প্রিন্টার,ਮੈਗਨੇਟੋਗ੍ਰਾਫਿਕ ਪ੍ਰਿੰਟਰ
ম্যাগনেটোস্ট্রিকশন,ਮੈਗਨੇਟੋਸਟ੍ਰਿਕਸ਼ਨ
ম্যাগনেটোস্ট্রিকটিভ ট্যাবলেট,magnetostrictive ਗੋਲੀ
মেইল বক্স,ਮੇਲ ਬਾਕਸ
মেইল মার্জ,ਮੇਲ ਅਭੇਦ
প্রধান নিয়ন্ত্রণ ইউনিট,ਮੁੱਖ ਕੰਟਰੋਲ ਯੂਨਿਟ
প্রধান ফ্রেম,ਮੁੱਖ ਫਰੇਮ
প্রধান ফ্রেম সিস্টেম,ਮੁੱਖ ਫਰੇਮ ਸਿਸਟਮ
প্রধান স্মৃতি,ਮੁੱਖ ਮੈਮੋਰੀ
প্রধান প্রোগ্রাম,ਮੁੱਖ ਪ੍ਰੋਗਰਾਮ
প্রধান স্টোরেজ,ਮੁੱਖ ਸਟੋਰੇਜ਼
প্রধান সুইচ,ਮੁੱਖ ਸਵਿੱਚ
রক্ষণাবেক্ষণ,ਰੱਖ-ਰਖਾਅ
রক্ষণাবেক্ষণ প্যানেল,ਰੱਖ-ਰਖਾਅ ਪੈਨਲ
রক্ষণাবেক্ষণ সময়,ਰੱਖ-ਰਖਾਅ ਦਾ ਸਮਾਂ
প্রধান চক্র,ਮੁੱਖ ਚੱਕਰ
প্রধান ডিভাইস,ਮੁੱਖ ਜੰਤਰ
প্রধান কী,ਮੁੱਖ ਕੁੰਜੀ
প্রধান রাষ্ট্র,ਪ੍ਰਮੁੱਖ ਰਾਜ
প্রধান কাঠামো,ਮੁੱਖ ਬਣਤਰ
প্রধান কাজ,ਮੁੱਖ ਕੰਮ
সংখ্যাগরিষ্ঠ উপাদান,ਬਹੁਮਤ ਤੱਤ
সংখ্যাগরিষ্ঠ গেট,ਬਹੁਗਿਣਤੀ ਗੇਟ
সংখ্যাগরিষ্ঠ অপারেশন,ਬਹੁਮਤ ਕਾਰਵਾਈ
মেকআপ সময়,ਮੇਕਅਪ ਦਾ ਸਮਾਂ
ত্রুটিপূর্ণ রুটিন,ਖਰਾਬ ਰੁਟੀਨ
ব্যবস্থাপনা উন্নয়ন,ਪ੍ਰਬੰਧਨ ਵਿਕਾਸ
ব্যবস্থাপনা তথ্য সিস্টেম (MIS),ਪ੍ਰਬੰਧਨ ਸੂਚਨਾ ਪ੍ਰਣਾਲੀ (MIS)
ব্যবস্থাপনা বিজ্ঞান,ਪ੍ਰਬੰਧਨ ਵਿਗਿਆਨ
ম্যানচেস্টার কোডিং,ਮਾਨਚੈਸਟਰ ਕੋਡਿੰਗ
ম্যানিফোল্ডিং,ਮੈਨੀਫੋਲਡਿੰਗ
চালিত পরিবর্তনশীল,ਹੇਰਾਫੇਰੀ ਵੇਰੀਏਬਲ
ম্যানিপুলেটিং ইনডেক্সিং,ਇੰਡੈਕਸਿੰਗ ਨੂੰ ਹੇਰਾਫੇਰੀ ਕਰਨਾ
ম্যান-মেশিন সিমুলেশন,ਮਨੁੱਖ-ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ
ম্যানুয়াল ঠিকানা সুইচ,ਦਸਤੀ ਪਤਾ ਸਵਿੱਚ
ম্যানুয়াল বিশ্লেষণ,ਦਸਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
ম্যানুয়াল উত্তর,ਦਸਤੀ ਜਵਾਬ
ম্যানুয়াল এন্ট্রি,ਦਸਤੀ ਇੰਦਰਾਜ਼
ম্যানুয়াল বিনিময়,ਦਸਤੀ ਵਟਾਂਦਰਾ
হস্ত পরিচালিত,ਦਸਤੀ ਇੰਪੁੱਟ
সংক্ষিপ্ত কাজ,ਦਸਤੀ ਕਾਰਵਾਈ
অনেক থেকে অনেক সম্পর্ক,ਬਹੁਤ ਸਾਰੇ ਰਿਸ਼ਤੇ
অনেক থেকে এক ডিকোডার,ਕਈ ਤੋਂ ਇੱਕ ਡੀਕੋਡਰ
মানচিত্র পদ্ধতি,ਨਕਸ਼ਾ ਵਿਧੀ
ম্যাপিং,ਮੈਪਿੰਗ
মার্জিন,ਹਾਸ਼ੀਏ
মার্জিন ত্রুটি,ਹਾਸ਼ੀਏ ਦੀ ਗਲਤੀ
প্রান্তিক চেক,ਮਾਮੂਲੀ ਜਾਂਚ
প্রান্তিক পরীক্ষা,ਮਾਮੂਲੀ ਟੈਸਟ
চিহ্ন সনাক্তকরণ,ਨਿਸ਼ਾਨ ਖੋਜ
পড়া চিহ্নিত করুন,ਮਾਰਕ ਰੀਡਿੰਗ
মার্ক স্ক্যানিং,ਮਾਰਕ ਸਕੈਨਿੰਗ
মার্ক সেন্স,ਮਾਰਕ ਭਾਵਨਾ
মার্কার,ਮਾਰਕਰ
চিহ্নিত করা,ਨਿਸ਼ਾਨਦੇਹੀ
চিহ্নিত তরঙ্গ,ਮਾਰਕਿੰਗ ਲਹਿਰ
মার্কভ চেইন,markov ਚੇਨ
মার্কভ উৎস,markov ਸਰੋਤ
মার্কআপ ভাষা,ਮਾਰਕ-ਅੱਪ ਭਾਸ਼ਾ
মাসার,ਮਾਸਰ
মাসার,ਮਾਸਰ
মুখোশ,ਮਾਸਕ
মাস্ক বিট,ਮਾਸਕ ਬਿੱਟ
মাস্ক প্রোগ্রামেবল ডিভাইস,ਮਾਸਕ ਪ੍ਰੋਗਰਾਮੇਬਲ ਡਿਵਾਈਸ
মাস্ক রেজিস্টার,ਮਾਸਕ ਰਜਿਸਟਰ
মুখোশযুক্ত রম,ਮਾਸਕ ਕੀਤਾ ROM
মাস্কিং,ਮਾਸਕਿੰਗ
ভর তথ্য,ਪੁੰਜ ਡਾਟਾ
ভর মেমরি,ਪੁੰਜ ਮੈਮੋਰੀ
ব্যাপকভাবে সমান্তরাল,ਵੱਡੇ ਪੱਧਰ &#39;ਤੇ ਸਮਾਨਾਂਤਰ
ওস্তাদ,ਮਾਸਟਰ
মাস্টার কার্ড,ਮਾਸਟਰ ਕਾਰਡ
মাস্টার ঘড়ি,ਮਾਸਟਰ ਘੜੀ
মাস্টার কনসোল,ਮਾਸਟਰ ਕੰਸੋਲ
মূল তথ্য,ਮਾਸਟਰ ਡਾਟਾ
মাস্টার ডায়াগ্রাম,ਮਾਸਟਰ ਚਿੱਤਰ
প্রধান নথি,ਮਾਸਟਰ ਫਾਈਲ
মাস্টার গ্রুপ,ਮਾਸਟਰ ਗਰੁੱਪ
প্রধান চাবি,ਮਾਸਟਰ ਕੁੰਜੀ
মাস্টার লাইব্রেরি টেপ,ਮਾਸਟਰ ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ
মাস্টার প্রসেসর,ਮਾਸਟਰ ਪ੍ਰੋਸੈਸਰ
মাস্টার প্রোগ্রাম,ਮਾਸਟਰ ਪ੍ਰੋਗਰਾਮ
মাস্টার স্টেশন,ਮਾਸਟਰ ਸਟੇਸ਼ਨ
মাস্টার টেপ,ਮਾਸਟਰ ਟੇਪ
মাস্টার টার্মিনাল,ਮਾਸਟਰ ਟਰਮੀਨਲ
মাস্টার/দাস ডিভাইস,ਮਾਸਟਰ/ਗੁਲਾਮ ਜੰਤਰ
প্রভু/দাস ব্যবস্থা,ਮਾਲਕ / ਗੁਲਾਮ ਸਿਸਟਮ
ম্যাচ,ਮੈਚ
ম্যাচিং,ਮੇਲ ਖਾਂਦਾ
গাণিতিক প্রোগ্রামিং,ਗਣਿਤ ਪ੍ਰੋਗਰਾਮਿੰਗ
গাণিতিক সিমুলেশন,ਗਣਿਤਿਕ ਸਿਮੂਲੇਸ਼ਨ
ম্যাট্রিক্স,ਮੈਟਰਿਕਸ
ম্যাট্রিক্স প্রিন্টার,ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ
ম্যাট্রিক্স সুইচ,ਮੈਟਰਿਕਸ ਸਵਿੱਚ
ম্যাট্রিক্স টেবিল,ਮੈਟ੍ਰਿਕਸ ਸਾਰਣੀ
ম্যাক্সি কম্পিউটার,ਮੈਕਸੀ ਕੰਪਿਊਟਰ
ম্যাক্সিকম্পিউটার,ਮੈਕਸੀਕੰਪਿਊਟਰ
সর্বাধিক উপাদান,ਅਧਿਕਤਮ ਤੱਤ
সর্বোচ্চ মেয়াদ (প্রমিত সমষ্টি পদ),ਅਧਿਕਤਮ ਮਿਆਦ (ਮਿਆਰੀ ਜੋੜ ਮਿਆਦ)
ম্যাক্সওয়েল ডেমন,ਮੈਕਸਵੈਲ ਡੈਮਨ
মানে,ਮਤਲਬ
মানে মেরামতের সময়,ਮਤਲਬ ਮੁਰੰਮਤ ਦਾ ਸਮਾਂ
ব্যর্থতার মধ্যবর্তী সময় (MTBF),ਅਸਫਲਤਾ ਦੇ ਵਿਚਕਾਰ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTBF)
ব্যর্থতার মধ্যবর্তী সময় (MTBF),ਅਸਫਲਤਾ ਦੇ ਵਿਚਕਾਰ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTBF)
ব্যর্থতার সময় মানে,ਅਸਫਲਤਾ ਦਾ ਸਮਾਂ
মেরামত করার সময় মানে,ਮੁਰੰਮਤ ਕਰਨ ਦਾ ਸਮਾਂ
মেরামতের গড় সময় (MTTR),ਮੁਰੰਮਤ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTTR)
মিডিয়াম স্কেল ইন্টিগ্রেশন (MSI),ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI)
মিডিয়াম স্কেল ইন্টিগ্রেশন (MSI),ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI)
মাঝারি মেয়াদী স্টোরেজ ডিভাইস,ਮੱਧਮ ਮਿਆਦ ਸਟੋਰੇਜ਼ ਜੰਤਰ
প্রতি সেকেন্ডে মেগাবিট (এমবি পিএস),ਮੈਗਾਬਿਟ ਪ੍ਰਤੀ ਸਕਿੰਟ (MB Ps)
সদস্য বস্তু,ਸਦੱਸ ਵਸਤੂ
সদস্য রেকর্ড,ਸਦੱਸ ਰਿਕਾਰਡ
স্মৃতি,ਮੈਮੋਰੀ
মেমরি অ্যারে,ਮੈਮੋਰੀ ਐਰੇ
মেমরি ব্যাংক,ਮੈਮੋਰੀ ਬੈਂਕ
মেমরি বাফার রেজিস্টার,ਮੈਮੋਰੀ ਬਫਰ ਰਜਿਸਟਰ
মেমরি বাস,ਮੈਮੋਰੀ ਬੱਸ
মেমরি কার্ড,ਮੈਮੋਰੀ ਕਾਰਡ
মেমরি সেল,ਮੈਮੋਰੀ ਸੈੱਲ
মেমরি কম্প্যাকশন,ਮੈਮੋਰੀ ਸੰਕੁਚਿਤ
মেমরি কোর,ਮੈਮੋਰੀ ਕੋਰ
মেমরি চক্র,ਮੈਮੋਰੀ ਚੱਕਰ
মেমরি ডেটা রেজিস্টার,ਮੈਮੋਰੀ ਡਾਟਾ ਰਜਿਸਟਰ
মেমরি ডাম্প,ਮੈਮੋਰੀ ਡੰਪ
মেমরি বিনিময়,ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ
মেমরি অনুক্রম,ਮੈਮੋਰੀ ਲੜੀ
মেমরি নির্দেশনা,ਮੈਮੋਰੀ ਹਦਾਇਤ
স্মৃতি ব্যবস্থাপনা,ਮੈਮੋਰੀ ਪ੍ਰਬੰਧਨ
মেমরি মানচিত্র,ਮੈਮੋਰੀ ਨਕਸ਼ਾ
মেমরি ম্যাপ করা I/O,ਮੈਮੋਰੀ ਮੈਪਡ I/O
মেমরি মডেল,ਮੈਮੋਰੀ ਮਾਡਲ
মেমরি মডিউল,ਮੈਮੋਰੀ ਮੋਡੀਊਲ
মেমরি পয়েন্টার রেজিস্টার,ਮੈਮੋਰੀ ਪੁਆਇੰਟਰ ਰਜਿਸਟਰ
স্মৃতি শক্তি,ਯਾਦ ਸ਼ਕਤੀ
মেমরি সুরক্ষা,ਮੈਮੋਰੀ ਸੁਰੱਖਿਆ
মেমরি রেফারেন্স নির্দেশনা,ਮੈਮੋਰੀ ਹਵਾਲਾ ਨਿਰਦੇਸ਼
মেমরি আবাসিক প্রোগ্রাম,ਮੈਮੋਰੀ ਨਿਵਾਸੀ ਪ੍ਰੋਗਰਾਮ
মেমরি ইউনিট,ਮੈਮੋਰੀ ਯੂਨਿਟ
তালিকা,ਮੀਨੂ
মেনু বার,ਮੇਨੂ ਪੱਟੀ
মেনু ড্রাইভ,ਮੇਨੂ ਡਰਾਈਵ
মেনু নির্বাচন,ਮੇਨੂ ਚੋਣ
মেনু-চালিত প্রোগ্রাম,ਮੇਨੂ-ਸੰਚਾਲਿਤ ਪ੍ਰੋਗਰਾਮ
একত্রিত করা,ਮਿਲਾਓ
একত্রিত বিনিময় সাজানোর,ਐਕਸਚੇਂਜ ਲੜੀ ਨੂੰ ਮਿਲਾਓ
মার্জ সাজান,ਕ੍ਰਮਬੱਧ ਅਭੇਦ
মার্জিং,ਮਿਲਾਉਣਾ
জাল নেটওয়ার্ক,ਜਾਲ ਨੈੱਟਵਰਕ
মেসেজিং,ਮੈਸੇਜਿੰਗ
বার্তা,ਸੁਨੇਹਾ
বার্তা প্রমাণীকরণ,ਸੁਨੇਹਾ ਪ੍ਰਮਾਣਿਕਤਾ
বার্তা বাক্স,ਸੁਨੇਹਾ ਬਾਕਸ
বার্তা সার্কিট,ਸੁਨੇਹਾ ਸਰਕਟ
বার্তা বিন্যাস,ਸੁਨੇਹਾ ਫਾਰਮੈਟ
বার্তা শীর্ষ,ਸੁਨੇਹਾ ਸਿਰਲੇਖ
বার্তা মোড,ਸੁਨੇਹਾ ਮੋਡ
বার্তা পাস,ਸੁਨੇਹਾ ਪਾਸ ਕਰਨਾ
বার্তা পোলিং,ਸੁਨੇਹਾ ਪੋਲਿੰਗ
বার্তা সারি,ਸੁਨੇਹਾ ਕਤਾਰ
বার্তা সুইচ,ਸੁਨੇਹਾ ਸਵਿੱਚ
বার্তার পাঠ্য,ਸੁਨੇਹਾ ਟੈਕਸਟ
বার্তা স্থানান্তর এজেন্ট,ਸੁਨੇਹਾ ਟ੍ਰਾਂਸਫਰ ਏਜੰਟ
মেটা অ্যাসেম্বলার,ਮੈਟਾ ਅਸੈਂਬਲਰ
মেটা ক্লাস,ਮੈਟਾ ਕਲਾਸ
মেটা সংকলন,ਮੈਟਾ ਸੰਕਲਨ
মেটা কম্পাইলার,ਮੈਟਾ ਕੰਪਾਈਲਰ
মেটা ভাষা,ਮੈਟਾ ਭਾਸ਼ਾ
মেটা নেটওয়ার্ক,ਮੈਟਾ ਨੈੱਟਵਰਕ
মেটা সিস্টেম,ਮੈਟਾ ਸਿਸਟਮ
পদ্ধতি,ਵਿਧੀ
মেট্রোপলিটন এরিয়া নেটওয়ার্ক (ম্যান),ਮੈਟਰੋਪੋਲੀਟਨ ਏਰੀਆ ਨੈੱਟਵਰਕ (MAN)
মাইক্রো,ਮਾਈਕ੍ਰੋ
মাইক্রো কোড,ਮਾਈਕ੍ਰੋ ਕੋਡ
মাইক্রো কম্পিউটার,ਮਾਈਕ੍ਰੋ ਕੰਪਿਊਟਰ
মাইক্রো কন্ট্রোলার,ਮਾਈਕਰੋ ਕੰਟਰੋਲਰ
মাইক্রো চক্র,ਮਾਈਕਰੋ ਚੱਕਰ
মাইক্রো ইলেকট্রনিক মেকানিক্যাল সিস্টেম (MEMS),ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰਾਨਿਕ ਮਕੈਨੀਕਲ ਸਿਸਟਮ (MEMS)
মাইক্রো ইলেকট্রনিক্স,ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
ক্ষুদ্র ক্ষুদ্র অনুমোদন,ਮਾਈਕਰੋ ਮਾਈਨਿਅਅਥਾਰਾਈਜ਼ੇਸ਼ਨ
মাইক্রো অর্ডার,ਮਾਈਕ੍ਰੋ ਆਰਡਰ
মাইক্রো/মেনফ্রেম লিঙ্ক,ਮਾਈਕ੍ਰੋ/ਮੇਨਫ੍ਰੇਮ ਲਿੰਕ
মাইক্রোচিপ,ਮਾਈਕ੍ਰੋਚਿੱਪ
মাইক্রোকোবল,ਮਾਈਕ੍ਰੋਕੋਬੋਲ
মাইক্রোকোড,ਮਾਈਕ੍ਰੋਕੋਡ
মাইক্রোফিচ,ਮਾਈਕ੍ਰੋਫਾਈਚ
মাইক্রোফ্লপি,ਮਾਈਕ੍ਰੋਫਲੋਪੀ
মাইক্রোফর্ম রিডার,ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ
মাইক্রোফ্রেম,ਮਾਈਕ੍ਰੋਫ੍ਰੇਮ
মাইক্রোগ্রাফিক্স,ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਿਕਸ
মাইক্রোফোন,ਮਾਈਕ੍ਰੋਫ਼ੋਨ
মাইক্রোফটোগ্রাফ,ਮਾਈਕ੍ਰੋਫੋਟੋਗ੍ਰਾਫ
মাইক্রোপ্রসেসিং ইউনিট,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ
মাইক্রোপ্রসেসর,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
মাইক্রোপ্রসেসর চিপ,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਚਿੱਪ
মাইক্রোপ্রসেসর কম্পাইলার,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਕੰਪਾਈਲਰ
মাইক্রোপ্রসেসর ইউনিট (MPU),ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਯੂਨਿਟ (MPU)
মাইক্রোপ্রোগ্রাম,ਮਾਈਕ੍ਰੋਪ੍ਰੋਗਰਾਮ
