Odiya,Malayalam
ପତ୍ରିକା,വാര്ത്താപതിക
ସାମ୍ବାଦିକ,ജേണലിംഗ്
ଜର୍ନାଲ୍ ରିପୋର୍ଟ,ജേണൽ റിപ്പോർട്ട്
ଜର୍ନାଲ୍ ଟେପ୍ |,ജേണൽ ടേപ്പ്
ଜମ୍ବୋ ଗ୍ରୁପ୍ |,ജംബോ ഗ്രൂപ്പ്
ଜମ୍ପର୍,ജമ്പൻ
ଜମ୍ପର୍ ଚୟନଯୋଗ୍ୟ |,ജമ്പർ തിരഞ്ഞെടുക്കാവുന്ന
ଜମ୍ପ ନିର୍ଦ୍ଦେଶ,ജമ്പ് നിർദ്ദേശം
ଜୁନ୍ଟର,നടുമുടം
ଜଙ୍କ୍ |,JUKK
ଯଥାର୍ଥତା |,നായീകരണം
ଯଥାର୍ଥତା ରେଞ୍ଜ |,ന്യായീകരണ ശ്രേണി
ଯଥାର୍ଥ ମାର୍ଜିନ୍ |,ന്യായീകരിക്കപ്പെട്ട മാർജിൻ
କର୍ନାଫ୍ ମାନଚିତ୍ର |,കർനാജ് മാപ്പ്
କାଟାକନା |,കറ്റക്ന
କର୍ସଙ୍ଗ |,കെമ്പറിൻ
କୀବୋର୍ଡ୍,കീബോര്ഡ്
"କୀବୋର୍ଡ୍
 କମ୍ପ୍ୟୁଟର","കീബോര്ഡ്
 കന്വൂട്ടര്"
କୀବୋର୍ଡ୍ ଏଣ୍ଟ୍ରି |,കീബോർഡ് എൻട്രി
କୀବୋର୍ଡ୍ ପ୍ରଶ୍ନ,കീബോർഡ് അന്വേഷണം
କୀବୋର୍ଡ୍ ଲକଆଉଟ୍ |,കീബോർഡ് ലോക്ക out ട്ട്
"କୀବୋର୍ଡ୍
 Perforator","കീബോര്ഡ്
 പെയിശോറകറ്റർ"
କୀବୋର୍ଡ୍ ପଞ୍ଚ |,കീബോർഡ് പഞ്ച്
"କୀବୋର୍ଡ୍
 ପଠାନ୍ତୁ / ଗ୍ରହଣ କରନ୍ତୁ |","കീബോര്ഡ്
 അയയ്ക്കുക / സ്വീകരിക്കുക"
କି କ୍ଲିକ୍,കീ ക്ലിക്ക്
କି-କ୍ଲିକ୍ ଫିଲ୍ଟର |,കീ-ക്ലിക്ക് ഫിൽട്ടർ
କି-ଡ୍ରାଇଭନ,കീ-നയിക്ക
"ସିଧାସଳଖ ନିର୍ଦ୍ଦେଶନାମା
 ପ୍ରବେଶ","കീഡ് ഡയറക്റ്റ്
 പ്രവേശനം"
କି-ଏନକ୍ରିପ୍ଟ ଚାବି |,കീ-എൻക്രിപ്റ്റിംഗ് കീ
କି ପ୍ରବେଶ,കീ എൻട്രി
"କି ଫୋଲ୍ଡର୍ =
 ଧୋଇବା","പ്രധാന മടക്കുകൾ =
 ഹാഷിംഗ്"
ଚାବି ଚାବି କରିବା,കീപ്പിംഗ് ചിർപ്പ്
ତରଙ୍ଗ,കീയിംഗ് തരംഗം
କି ମ୍ୟାଟ୍ |,കീ പായ
କି ପ୍ୟାଡ୍,കീ പാഡ്
କି ପର୍ଯ୍ୟାୟ |,കീ ഘട്ടം
କି ନାଡ |,കീ പൾസ്
କି-ପଲସିଂ ସଙ୍କେତ |,കീ-പൾസിംഗ് സിഗ്നൽ
କି ପୁଞ୍ଚ |,കീ പഞ്ച്
ମୁଖ୍ୟ ସର୍ଟିଂ,കീ തരംതിരിക്കൽ
କି ଷ୍ଟ୍ରୋକ୍ |,കീ സ്ട്രോക്ക്
"କି-ଷ୍ଟ୍ରୋକ୍ |
 ଯା ification ୍ଚ","കീ-സ്ട്രോക്ക്
 തെളിയിക്കല്"
କି ଟେପ୍,കീ ടേപ്പ്
କି ଟେଲିଫୋନ୍ ସେଟ୍ |,കീ ടെലിഫോൺ സെറ്റ്
"କି ଟେଲିଫୋନ୍ |
 ସିଷ୍ଟମ୍","കീ ടെലിഫോൺ
 ഏര്പ്പാട്"
କି-ରୁ-ଡିସ୍କ |,കീ-ടു-ഡിസ്ക്
ଫ୍ଲପି ପାଇଁ ଚାବି |,ഫ്ലോപ്പിയിലേക്കുള്ള താക്കോൽ
ଟେପ୍ ପାଇଁ ଚାବି |,ടേപ്പിലേക്കുള്ള കീ
କି ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |,പ്രധാന പരിവർത്തനം
"ମୁଖ୍ୟ ଶବ୍ଦ
ପ୍ରସଙ୍ଗ","പ്രധാന വാക്ക്
സന്ദര്ഭം"
"କି-ଶବ୍ଦ
 ପାରାମିଟର","കീ-വാക്ക്
 പാരാമീറ്റർ"
କିଲୋବଳ |,കിലോവാഡൻ
କିଲୋବାଇଟ୍ |,കിലോബൈറ്റ്
କିଲୋମେଗା |,കിലോമെഗ
କିପ୍ସ (କିଲୋମିଷ୍ଟ୍ରାନ୍ସ-ପର୍ଭଣ୍ଡ),കിപ്സ് (കിലോഗ്രാം-ഉപദ്രവം)
ନିର୍ଣ୍ଣୟକାରୀ,ലേബൽ സ്ഥിരത
ସାଧାରଣ ଭାବରେ ନାମିତ |,പൊതുവായി ലേബൽ ചെയ്തു
ଲେବାନନ,ലേബലിംഗ്
ଲେବଲ୍ ତାଲିକା,ലേബൽ ലിസ്റ്റ്
ଲେବଲ୍ ରେକର୍ଡ |,ലേബൽ റെക്കോർഡ്
ଲେବଲ୍ ଭେରିଏବଲ୍ |,വേരിയബിൾ ലേബൽ ചെയ്യുക
ଲେସ୍ କାର୍ଡ |,ലേസ്റ്റുചെയ്ത കാർഡ്
ଲ୍ୟାଣ୍ଡ-ଲାଇନ୍ ସୁବିଧା |,ലാൻഡ്-ലൈൻ സൗകര്യം
ଭାଷା (କୋବଲ୍),ഭാഷ (കോബോൾ)
"ଭାଷା
 Convercer","ഭാഷ
 കൺവെർട്ടർ"
"ଭାଷା
 ଅନୁବାଦକ","ഭാഷ
 വാഖാതാവ്"
"ଭାଷା
 ସଞ୍ଚାଳକ","ഭാഷ
 പ്രോസസ്സര്"
"ଭାଷା
 ଷ୍ଟେଟମେଣ୍ଟ","ഭാഷ
 പ്രസ്താവന"
ଭାଷା ଉପସେଟ |,ഭാഷാ ഉപസെറ്റ്
"ଭାଷା
 ଅନୁବାଦ
 ବ feature ଶିଷ୍ଟ୍ୟ","ഭാഷ
 വിവർത്തനം
 സവിശേഷത"
"ଭାଷା
 ଅନୁବାଦକ","ഭാഷ
 വിവര്ത്തകന്"
"ବୃହତ ପରିମାଣ
 ଏକୀକରଣ","വലിയ സ്കെയിൽ
 സംയോജനം"
"ଲେଜର
 ଯୋଗାଯୋଗ |","ലേസർ
 വാര്ത്താവിനിമയം"
"ଲେଜର ଏମୁଲେସନ |
 ସଂରକ୍ଷଣ","ലേസർ എമൽഷൻ
 ശേഖരണം"
ଲେଜର ଜେଟ ପ୍ରିଣ୍ଟର୍ |,ലേസർ ജെറ്റ് പ്രിന്റർ
ଲ୍ୟାଚ୍,കുറ്റിക്കൊളുത്ത്
ଲଚିଂ,കുറ്റിശൂരം
ବିଳମ୍ବ (ସମୟ),ലേറ്റൻസി (സമയം)
"ପାର୍ଶ୍ୱ ଅନାବଶ୍ୟକତା |
 ଯାଞ୍ଚ କରନ୍ତୁ |","ലാറ്ററൽ ആവർത്തനം
 ചെക്ക്"
ଲାଟେରାଲ୍ ଓଲଟା |,ലാറ്ററൽ റിവേഴ്സൽ
ନେତା,നേതാവ്
ନେତା ରେକର୍ଡ |,ലീഡർ റെക്കോർഡ്
ଅଗ୍ରଣୀ ନିୟନ୍ତ୍ରଣ |,പ്രമുഖ നിയന്ത്രണം
ଅଗ୍ରଣୀ ନିଷ୍ପତ୍ତି,മുൻനിര തീരുമാനം
ଅଗ୍ରଣୀ ଶେଷ,മുൻനിര അവസാനം
ଅଗ୍ରଣୀ ଗ୍ରାଫିକ୍ସ |,പ്രമുഖ ഗ്രാഫിക്സ്
ଶୂନ,ലീഡിംഗ് പൂജ്യം
ଲିପ୍ଫ୍ରୋଗ ପରୀକ୍ଷା |,ലെപ്രോഗ് പരിശോധന
ଲିଜ୍ ଚ୍ୟାନେଲ |,പാട്ടച്ച ചാനൽ
"ଲିଜ୍ ସର୍କିଟ୍ |
 ଡାଟା-ଟ୍ରାନ୍ସମିସନ୍ |
 ସେବା","പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്
 ഡാറ്റാ പ്രക്ഷേപണം
 സേവനം"
ଲିଜ୍ ଲାଇନ୍ |,പാട്ടത്തിനെടുത്ത ലൈൻ
ଲିଜ୍,പാട്ടക്കര്പ്പ്
"ଅତିକମରେ ବାରମ୍ବାର |
 ବ୍ୟବହୃତ ସ୍ମୃତି |","കുറഞ്ഞത് പതിവായി
 ഉപയോഗിച്ച മെമ്മറി"
"ବର୍ତ୍ତମାନ ଅତି କମରେ ବ୍ୟବହୃତ |
 ସ୍ମୃତି","അടുത്തിടെ ഉപയോഗിച്ചു
 സ്മരണം"
ଅତିକମରେ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ |,കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്
"ଅତିକମରେ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ |
 ବର୍ଣ୍ଣ","കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്
 കഥാപാതം"
"ଅତିକମରେ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ |
 ଅଙ୍କ","കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്
 അക്കം"
"ବାମ ହାତ ମାର୍ଜିନ
 Indent","ഇടത് കൈ മാർജിൻ
 നിഷേധം"
ବାମ ଯଥାର୍ଥତା |,ഇടത് ന്യായീകരണം
ଗୋଡ,കാല്
ଲମ୍ବ,ദൈര്ഘം
"ଲମ୍ବ
 ନିର୍ଦ୍ଦିଷ୍ଟକରଣ","ദൈര്ഘം
 സവിശേഷത"
ଚିଠି,അക്ഷരം
ଲେଟର କୋଡ୍,അക്ഷര കോഡ്
ଚିଠିଟି,കത്ത് .ട്ട്
ଅକ୍ଷର ଗୁଣ,അക്ഷര നിലവാരം
ଚିଠି ଶିଫ୍ଟ |,അക്ഷര ഷിഫ്റ്റ്
ସ୍ତର,സമനില
ସ୍ତର କ୍ଷତିପୂରଣକାରୀ |,തലപ്പാപ്പണിക്കാരൻ
ସ୍ତରୀୟ ସୂଚକ,ലെവൽ സൂചകം
ଲେପନ ନମ୍ବର,ലെവൽ നമ്പർ
ପ୍ରବେଶର ସ୍ତର |,പ്രവേശനത്തിന്റെ അളവ്
ଠିକଣା ସ୍ତର,വിലാസത്തിന്റെ നിലവാരം
ସ୍ତର-ଗୋଟିଏ ଭେରିଏବଲ୍ |,ലെവൽ-വൺ വേരിയബിൾ
ସ୍ତର କ୍ରମ,ലെവൽ ഓർഡർ
ସ୍ତର ଓଭରଲୋଡ୍ |,ലെവൽ ഓവർലോഡ്
"ସ୍ତରର ଉତ୍ସ
 ଭାଷା","ലെവൽ ഉറവിടം
 ഭാഷ"
"ସ୍ତରୀୟ ରାଜ୍ୟ
 ପଞ୍ଜିକରଣ କର |","സമവാദി സംസ്ഥാനങ്ങൾ
 പട്ടികയുണ്ടാക്കുക"
ଲେକ୍ସିମେ |,എണ്ണമുള്ള
ଲେକ୍ସିକନ୍ |,നിഘണ്ടു
ପାଠାଗାର,ലൈബേറിയന്
ଲାଇବୁରିଆନ୍ ପ୍ରୋଗ୍ରାମ୍ |,ലൈബ്രേറിയൻ പ്രോഗ്രാം
ଲାଇବ୍ରେରୀ |,പുസ്തകശാല
ଲାଇବ୍ରେରୀ ଡିରେକ୍ଟୋରୀ |,ലൈബ്രറി ഡയറക്ടറി
ଲାଇବ୍ରେରୀ ସୁବିଧା |,ലൈബ്രറി സൗകര്യം
ଲାଇବ୍ରେରୀ ଫାଇଲ୍ ଏଡିଟର୍ |,ലൈബ്രറി ഫയൽ എഡിറ്റർ
ଲାଇବ୍ରେରୀ ପ୍ରୋଗ୍ରାମ |,ലൈബ്രറി പ്രോഗ്രാം
ଲାଇବ୍ରେରୀ ରୁଟିନ୍ |,ലൈബ്രറി പതിവ്
ଲାଇବ୍ରେରୀ ସବ୍ରୋଆରାଇନ୍ |,ലൈബ്രറി സബ്റൂട്ടിൻ
ଲାଇବ୍ରେରୀ ଟେପ୍ |,ലൈബ്രറി ടേപ്പ്
ଲାଇବ୍ରେରୀ ଟ୍ରାକ୍ |,ലൈബ്രറി ട്രാക്ക്
"ଲାଇସେନ୍ସପ୍ରାପ୍ତ
 ଡକ୍ୟୁମେଣ୍ଟେସନ୍","ലൈസൻസുള്ളത്
 പ്രമാണീകരണം"
"ଲାଇସେନ୍ସପ୍ରାପ୍ତ
 ପ୍ରକାଶନ |","ലൈസൻസുള്ളത്
 പ്രസിദ്ധീകരണം"
ହାଲୁକା ବଟନ୍,ലൈറ്റ് ബട്ടൺ
ହାଲୁକା ଅବତରଣ,നേരിയ വഴിക്ക്
"ହାଲୁକା-ନିର୍ଗତ |
 ଡାୟୋଡ୍","ലൈറ്റ്-എമിറ്റിംഗ്
 ഡയോഡ്"
"ହାଲୁକା-ନିର୍ଗତ |
 ଡାୟଡ୍ ଡିସପ୍ଲେ |","ലൈറ്റ്-എമിറ്റിംഗ്
 ഡയോഡ് ഡിസ്പ്ലേ"
ହାଲୁକା ଗାଇଡ୍ |,നേരിയ ഗൈഡ്
ହାଲୁକା ବନ୍ଧୁକ,നേരിയ തോക്ക്
ଲାଇଟ୍ କଲମ,നേരിയ പേന
ହାଲୁକା କଲମ ଧ୍ୟାନ |,ഇളം പെൻ ശ്രദ്ധ
ଲାଇଟ୍ ପଶ୍ଚିମ ଚିହ୍ନଟ |,ലൈറ്റ് പെൻ കണ്ടെത്തൽ
ହାଲୁକା କଲମ ହିଟ୍ |,ലൈറ്റ് പെൻ ഹിറ്റ്
ହାଲୁକା କଲମ ଷ୍ଟ୍ରାଇକ୍ |,നേരിയ പെൻ പണിമുടക്ക്
ହାଲୁକା କଲମ ଟ୍ରାକିଂ |,ലൈറ്റ് പെൻ ട്രാക്കിംഗ്
ହାଲୁକା ସ୍ଥିରତା |,നേരിയ സ്ഥിരത
ସୀମିତ ଯାଞ୍ଚ |,പരിശോധന പരിമിതപ്പെടുത്തുക
"ସୀମିତ ଦୂରତା |
 ଆଡାପ୍ଟର","പരിമിതമായ ദൂരം
 അഡാപ്റ്റർ"
ସୀମା,രൂക്ഷമായ
ସୀମା ସର୍କିଟ |,ലിമിറ്റർ സർക്യൂട്ട്
ରେଖା,നിര
ରେଖା ଆଡାପ୍ଟର |,ലൈൻ അഡാപ്റ്റർ
ଲାଇନ୍ ଆଡାପ୍ଟର ୟୁନିଟ୍ |,ലൈൻ അഡാപ്റ്റർ യൂണിറ്റ്
"ରେଖା ସୀମା |
 ସ୍ୱୟଂଚାଳିତଟି","ലീനിയർ അതിർത്തി
 ഓട്ടോമാറ്റ"
ର line ଖ୍ୟ ମିଶ୍ରଣ |,ലീനിയർ കോമ്പിനർ
ର line ଖ୍ୟ ବିକୃତି |,ലീനിയർ വളച്ചൊടിക്കുക
"ର line ଖ୍ୟ ଏକୀଭୂତ ହୋଇଛି |
 ସର୍କିଟ","ലീനിയർ സംയോജിത
 സഞ്ചാരം"
ର line ଖ,രേഖീയത
ରେଖା ଭାଷା |,ലീനിയർ ഭാഷ
ରେଖା ତାଲିକା |,ലീനിയർ ലിസ്റ്റ്
ରେଖା ଅପ୍ଟିମାଇଜେସନ୍ |,രേഖീയ ഒപ്റ്റിമൈസേഷൻ
"ରେଖା
 ପ୍ରୋଗ୍ରାମିଂ","ലീനിന്
 പ്രോഗ്രാമിംഗ്"
ର line ଖିକ ନିୟାମକ |,ലീനിയർ റെഗുലേറ്റർ
"ରେଖା
 ପ୍ରତିନିଧିତ୍ୱ","ലീനിന്
 പതിപാദനം"
ରେଖା ସନ୍ଧାନ |,ലീനിയർ തിരയൽ
ରେଖା ଚୟନ,ലീനിയർ തിരഞ്ഞെടുക്കൽ
ର line ଖ୍ୟ ଏକକ |,ലീനിയർ യൂണിറ്റ്
"ଲାଇନ୍-ଟାଇ-ଟାଇମ୍ |
 ପ୍ରିଣ୍ଟର୍ (= ରେଖା |
 ମୁଦ୍ରଣୀ)","ലൈൻ-എ-ടൈം
 പ്രിന്റർ (= ലൈൻ
 പ്രിന്റർ)"
ରେଖା ବର୍ଣ୍ଣ,ലൈൻ പ്രതീകം
ରେଖା କୋଡ୍,ലൈൻ കോഡ്
ରେଖା ଏକାଗ୍ରତା |,ലൈൻ ഏകാഗ്രത
ରେଖା ନିୟନ୍ତ୍ରଣ,ലൈൻ നിയന്ത്രണം
ରେଖା ନିୟନ୍ତ୍ରଣ ବ୍ଲକ |,ലൈൻ നിയന്ത്രണ ബ്ലോക്ക്
"ରେଖା ନିୟନ୍ତ୍ରଣ
 ଅନୁଶାସନ (= ରେଖା) |
 ପ୍ରୋଟୋକଲ୍)","ലൈൻ നിയന്ത്രണം
 അച്ചടക്കം (= ലൈൻ
 പ്രോട്ടോക്കോൾ)"
ରେଖା କାଉଣ୍ଟର |,ലൈൻ ക .ണ്ടർ
ରେଖା ତଥ୍ୟ ସେଟ୍ |,ലൈൻ ഡാറ്റ സെറ്റ്
ରେଖା ପ୍ରତୀକ ବିଲୋପ କରନ୍ତୁ |,ലൈൻ ഇല്ലാതാക്കുക ചിഹ്നം
"ରେଖା ବିଲୋପାଟି
 ବର୍ଣ୍ଣ","ലൈൻ ഇല്ലാതാക്കൽ
 കഥാപാതം"
"ରେଖା ଅନୁଶାସନ |
 (= ଲାଇନ୍ ପ୍ରୋଟୋକଲ୍)","ലൈൻ അച്ചടക്കം
 (= ലൈൻ പ്രോട്ടോക്കോൾ)"
"ରେଖା ଚିତ୍ର
 ପ୍ରଦର୍ଶନ","ലൈൻ ഡ്രോയിംഗ്
 പദര്ശനം"
ରେଖା ଡ୍ରାଇଭର |,ലൈൻ ഡ്രൈവർ
ରେଖା ସମ୍ପାଦନା |,ലൈൻ എഡിറ്റിംഗ്
"ରେଖା ଶେଷ
 ଆଡଜଷ୍ଟମେଣ୍ଟ୍","ലൈൻ-അവസാനം
 കമപ്പെടുത്തല്"
"ରେଖା-ଶେଷ ନିୟନ୍ତ୍ରଣ |
 ଚାବି","ലൈൻ-എൻഡ് നിയന്ത്രണം
 താക്കോല്"
ରେଖା-ଏଣ୍ଡିଙ୍ଗ୍ ଜୋନ୍ |,ലൈൻ-എൻഡ് സോൺ
ରେଖା-ଶେଷ ଜୋନ୍ |,ലൈൻ-എൻഡ് സോൺ
ରେଖା ଉପକରଣ |,ലൈൻ ഉപകരണങ്ങൾ
ରେଖା ଫିଡ୍ |,ലൈൻ ഫീഡ്
ରେଖା ଫିଡ୍ ବର୍ଣ୍ଣ |,ലൈൻ ഫീഡ് പ്രതീകം
ଲାଇନ୍ ଫିଲ୍ଟର ସନ୍ତୁଳନ |,ലൈൻ ഫിൽട്ടർ ബാലൻസ്
ରେଖା ସନ୍ଧାନକାରୀ |,ലൈൻ ഫൈൻഡർ
ରେଖା ଜେନେରେଟର,ലൈൻ ജനറേറ്റർ
ରେଖା ଗୋଷ୍ଠୀ,ലൈൻ ഗ്രൂപ്പ്
ରେଖା ହିଟ୍,ലൈൻ ഹിറ്റ്
ରେଖା ପ୍ରତିବନ୍ଧକତା |,ലൈൻ ഇംപെഡൻസ്
ଲାଇନ୍ ଇଣ୍ଡେକ୍ସ |,ലൈൻ സൂചിക
ରେଖା ଇଣ୍ଟରଫେସ୍ ବେସ୍ |,ലൈൻ ഇന്റർഫേസ് ബേസ്
ରେଖା କୀ,ലൈൻ കീ
ରେଖା ସ୍ତର,ലൈൻ ലെവൽ
ଲାଇନ୍ ଲିଙ୍କ୍ ପଲ୍ସିଂ |,ലൈൻ ലിങ്ക് പൾസിംഗ്
ରେଖା ଭାର |,ലൈൻ ലോഡ്
ଲାଇନ୍ ଲୁପ୍ |,ലൈൻ ലൂപ്പ്
"ଲାଇନ୍ ଲୁପ୍ |
 ପ୍ରତିରୋଧ","ലൈൻ ലൂപ്പ്
 ചെറുക്കല്"
"ରେଖା
 ଭୁଲ ବ୍ୟାଖ୍ୟା","നിര
 തെറ്റായ പെരുമാറ്റം"
"ରେଖା ମୋଡ୍, ସୁଇଚ୍","ലൈൻ മോഡ്, മാറുന്നു"
ରେଖା ଶବ୍ଦ,ലൈൻ ശബ്ദം
ରେଖା ସଂଖ୍ୟା,ലൈൻ നമ്പർ
"ରେଖା ସଂଖ୍ୟା
 ସମ୍ପାଦନା","ലൈൻ നമ്പർ
 എഡിറ്റിംഗ്"
ରେଖା ପ୍ରିଣ୍ଟର୍ |,ലൈൻ പ്രിന്റർ
ରେଖା ମୁଦ୍ରଣ,ലൈൻ പ്രിന്റിംഗ്
ରେଖା ପ୍ରୋଟୋକଲ୍ |,ലൈൻ പ്രോട്ടോക്കോൾ
ରେଖା ରିଲେ |,ലൈൻ റിലേ
"ରେଖା ପ୍ରତିକ୍ରିୟା
 ମୋଡ୍","ലൈൻ പ്രതികരണം
 മാതിരി"
ଲାଇନ୍ skew,ലൈൻ സ്കൂ
ରେଖା ଗତି,ലൈൻ വേഗത
ଲାଇନ୍-ପେଚା |,ലൈനുകൾ-പെർ-ഇഞ്ച്
ରେଖା ସ୍ଥିତି,ലൈൻ നില
ରେଖା ଷ୍ଟ୍ରେଚର୍ |,ലൈൻ സ്ട്രെഷർ
ରେଖା ବୃଦ୍ଧି,ലൈൻ സർജ്
ରେଖା ସୁଇଚ୍,ലൈൻ സ്വിച്ചിംഗ്
ରେଖା ଟ୍ରାଫିକ୍ |,ലൈൻ ട്രാഫിക്
ଲିଙ୍କ୍,ബന്ധം
ଲିଙ୍କ୍,ലിങ്ക്
ଲିଙ୍କ୍ ଏଡିଟର୍ |,ലിങ്കേജ് എഡിറ്റർ
ଲିଙ୍କ୍ ବିଭାଗ,ലിങ്കേജ് വിഭാഗം
ଲିଙ୍କ୍-ସଂଲଗ୍ନ |,ലിങ്ക്-അറ്റാച്ചുചെയ്തു
"ଲିଙ୍କ୍-ସଂଲଗ୍ନ |
 ଷ୍ଟେସନ |","ലിങ്ക്-അറ്റാച്ചുചെയ്തു
 സ്ഥലം"
"ଲିଙ୍କ୍-ସଂଲଗ୍ନ |
 ଟର୍ମିନାଲ୍","ലിങ്ക്-അറ്റാച്ചുചെയ്തു
 അതിതീവ്രമായ"
ଲିଙ୍କ୍ ବିଟ୍,ലിങ്ക് ബിറ്റ്
"ଲିଙ୍କ୍-ବାଇ-ଲିଙ୍କ୍ |
 ସଙ୍କେତ","ലിങ്ക്-ബൈ-ലിങ്ക്
 സിഗ്നിംഗ്"
ଲିଙ୍କ୍ ସଂଯୋଗ,കണക്കിൻ കണക്ഷൻ
ଲିଙ୍କ୍ କଣ୍ଟ୍ରୋଲ୍ |,ലിങ്ക് നിയന്ത്രണം
"ଲିଙ୍କ୍ କଣ୍ଟ୍ରୋଲ୍ |
 ପ୍ରଣାଳୀ","ലിങ്ക് നിയന്ത്രണം
 ഗതി"
ଲିଙ୍କ୍ ସଂପାଦନା |,ലിങ്ക് എഡിറ്റുചെയ്യുക
"ଲିଙ୍କ୍ ହୋଇଥିବା କ୍ରମିକ |
 ଫାଇଲ୍ |","ലിങ്കുചെയ്ത തുടർച്ചയായ
 ഫയല്"
ସବ୍ରୋଟାଇନ୍ ଲିଙ୍କ୍ ହୋଇଛି |,ലിങ്കുചെയ്ത സബ്റൂട്ടിൻ
ଲିନର,ലിങ്കറുകാരന്
ଲିଙ୍କ୍ ଗୋଷ୍ଠୀ,ലിങ്ക് ഗ്രൂപ്പ്
ଲିଙ୍କ୍ ଲୋଡିଙ୍ଗ୍ |,ലോക്കിംഗ് ലോഡർ
"ଲିଙ୍କ୍ ଲୋଡିଙ୍ଗ୍ |
 କାର୍ଯ୍ୟନିର୍ବାହୀ","ലോക്കിംഗ് ലോഡർ
 എക്സിക്യൂട്ടീവ്"
ଲିଙ୍କ୍ ପ୍ରୋଟୋକଲ୍ |,ലിങ്ക് പ്രോട്ടോക്കോൾ
"ଲିସପ (ତାଲିକା)
 ପ୍ରକ୍ରିୟାକରଣ)","ലിസ്പ് (പട്ടിക
 പ്രോസസ്സിംഗ്)"
"ତାଲିକା-ନିର୍ଦ୍ଦେଶିତ |
 ସଂକ୍ରମଣ","ലിസ്റ്റ്-സംവിധാനം
 പകർച്ച"
ଶୁଣିବା ମୋଡ୍,ശ്രവിക്കുന്ന മോഡ്
"ପରିଚାଳନା ତାଲିକା |
 ଷ୍ଟେଟମେଣ୍ଟ","പട്ടിക കൈകാര്യം ചെയ്യൽ
 പ്രസ്താവന"
ତାଲିକା,ലിസ്റ്റിംഗ്
ତାଲିକା ପ୍ରକ୍ରିୟାକରଣ ତାଲିକା |,ലിസ്റ്റ് പ്രോസസ്സിംഗ്
ପ୍ରକ୍ରିୟାକରଣ ଭାଷା ତାଲିକା କରନ୍ତୁ |,ലിസ്റ്റ് പ്രോസസ്സിംഗ് ഭാഷ
"ତାଲିକା ପ୍ରକ୍ରିୟାକରଣ ତାଲିକା |
 ପ୍ରୋଗ୍ରାମ୍","ലിസ്റ്റ് പ്രോസസ്സിംഗ്
 കാരപരിപാടി"
ଗଠନ ତାଲିକା |,പട്ടിക ഘടന
ଆକ୍ଷରିକ,പദാനുപദമായ
ଆକ୍ଷରିକ ଅପରେଣ୍ଡ୍ |,അക്ഷരാർത്ഥത്തിൽ പ്രവർത്തനം
ଆକ୍ଷରିକ ପୁଲ୍ |,അക്ഷര കുളം
ଆକ୍ଷରିକ ସନ୍ଧାନ |,അക്ഷര തിരയൽ
ସାହିତ୍ୟ ସନ୍ଧାନ,സാഹിത്യ തിരയൽ
ଲାଇଭ୍ କୀବୋର୍ଡ୍ |,തത്സമയ കീബോർഡ്
ଲୋଡ୍,ഭാരം
ଭାର ସନ୍ତୁଳନ |,ബാലൻസിംഗ് ലോഡ് ചെയ്യുക
ଲୋଡ୍ କାର୍ଡ |,ലോഡ് കാർഡ്
କୋଇଲା ଲୋଡ୍ କରନ୍ତୁ |,കോയിൽ ലോഡുചെയ്യുക
ଲୋଡ୍ ଲାଇନ୍ |,ലോഡുചെയ്ത വരി
ଲୋଡ୍ ଉତ୍ପତ୍ତି |,ലോഡുചെയ്ത ഉറവിട
ଲୋଡର୍,ലോഡർ
"ଲୋଡର୍ ପ୍ରୋଗ୍ରାମ୍
(= ଲୋଡର୍)","ലോഡർ പ്രോഗ്രാം
(= ലോഡർ)"
ଲୋଡର ପ୍ରକାର |,ലോഡർ തരം
ଲୋଡ୍ ସୁବିଧା |,ലോഡ് സൗകര്യം
ପ୍ରତିଛବି ଲୋଡ୍ କରନ୍ତୁ |,ചിത്രം ലോഡുചെയ്യുക
ଲୋଡ୍ କରୁଛି,ലോഡിംഗ്
କୋଇଲା ଲୋଡିଙ୍ଗ୍ |,കോയിൽ ലോഡുചെയ്യുന്നു
ତ୍ରୁଟି ଲୋଡିଂ |,ലോഡുചെയ്യുന്നു
ଭାର ଧାରଣ କରିବା |,നടപടിക്രമം ലോഡുചെയ്യുന്നു
ରୁଟିନ୍ ଲୋଡିଂ |,പതിവ് ലോഡുചെയ്യുന്നു
ସ୍ତର ଲୋଡ୍ କରନ୍ତୁ |,ലോഡ് ലെവലിംഗ്
ମାନଚିତ୍ର ଲୋଡ୍ କରନ୍ତୁ |,മാപ്പ് ലോഡ് ചെയ്യുക
ଲୋଡ୍ ମୋଡ୍,ലോഡ് മോഡ്
ଲୋଡ୍ ମଡ୍ୟୁଲ୍ |,ലോഡ് മൊഡ്യൂൾ
"ଲୋଡ୍ ମଡ୍ୟୁଲ୍ |
 ଲାଇବ୍ରେରୀ |","ലോഡ് മൊഡ്യൂൾ
 പുസ്തകശാല"
