Hindi,Telugu
"गुटतंत्र, स्वल्पतंत्र",ఒలిగార్కీ
"धातक आक्रमण, जबरदस्त मारकाट",దాడి
प्रकट संधिवार्त्ता,బహిరంగ చర్చలు
"मुक्त प्रश्न, खुला प्रश्न, विवादास्पद प्रश्न",ఓపెన్ ప్రశ్న
अप्रतिबद्ध अभिलेख,రికార్డులను తెరవండి
प्राच्य,ఓరియంట్
प्राच्यवाद,ఓరియంటలిజం
2. पूर्व देशीयता,ఓరియంటలిజం
प्राच्यविद्,ఓరియంటలిస్ట్
उद्भव,మూలం
"2. उद्गम, उत्पत्ति",మూలం
शुद्ध लेखन,ఆర్థోగ్రఫీ
"सहसा युद्धारंभ, युद्ध का सहसा आरंभ, युद्ध का सहसा छिड़ जाना।",శత్రుత్వాలు చెలరేగడం
"सीमा चौकी, चौकी",అవుట్-పోస్ట్
अधिपति,పైగా ప్రభువు
"चढ़ आना, कुचलना",ఓవర్ రైడ్
2. प्रत्यादेश करना,ఓవర్ రైడ్
"देवपूजक, पैगन",పాగన్
पैगन,పాగన్
"देवपूजन, मूर्तिपूजा",పాగనిజం
2. देवपूजावाद,పాగనిజం
स्तूप,పగోడా
2. बौद्ध मंदिर,పగోడా
3. पैगोडा,పగోడా
राजप्रासाद षड़यंत्र,ప్యాలెస్ కుట్రలు
जागीर,పాలటినేట్
"ताल, ताड़-पत्र",తాటి ఆకు
खजूरी रविवार,పామ్ ఆదివారం
"प्रशस्तिकार, विरुदकार",పానెజిరిస్ట్
आतंक,భయాందోళనలు
2. तहलका,భయాందోళనలు
आतंककारक,భయాందోళనలు కలిగించేవాడు
पोपतंत्र,పాపసీ
2. पोप पद,పాపసీ
3. पोप अवधि,పాపసీ
"4. पोप-परंपरा, पोपीय उत्तराधिकार",పాపసీ
पोप का आदेश-पत्र,పాపల్ ఎద్దు
पोपवाद,పాపాలిజం
2. पोपतंत्रीय व्यवस्था,పాపాలిజం
पोपवादी,పాపాలిస్ట్
पोप-राज्य,పాపల్ రాష్ట్రం
पोपवाद,పాపిజం (=పాపిస్ట్రీ)
पोपवादी,పాపిస్ట్
पेपाइरस,పాపిరస్
दृष्टांत कथा,ఉపమానం
परमोच्च,పారామౌంట్
परमोच्च शक्ति,పారామౌంట్సీ (=పారామౌంట్ పవర్)
सम्राज्ञी,పారామౌంట్ లేడీ
सम्राट्,పరమ ప్రభువు
चर्मपत्र,పార్చ్మెంట్
"2. पार्चमेंट, चर्मपत्र पांडुलिपि",పార్చ్మెంట్
3. पत्र,పార్చ్మెంట్
क्षमा,క్షమించు
"संधिवार्ता, सुलह की बातचीत",పార్లేస్
2. विमर्श,పార్లేస్
"पार्लियामेंट, पार्लेमैन",పార్లమెంట్ (=పార్లమెంట్)
पार्लियामेंट,పార్లమెంట్
2. संसद,పార్లమెంట్
3. पार्लियामेंट,పార్లమెంట్
पार्लियामेंट अधिनियम,పార్లమెంట్ చట్టం
"सांसदिक, संसदविज्ञ",పార్లమెంటేరియన్
"2. संसदीय पद्धति का समर्थक, पार्लियामेंट समर्थक",పార్లమెంటేరియన్
संसदीय प्रतिनिधि,పార్లమెంటరీ ఏజెంట్
पारनेलवाद,పార్నెలిజం
पैरोल,పెరోల్
2. संबंध मुक्ति,పెరోల్
पितृहंता,పారిసిడ్
2. गुरुजनंहंता,పారిసిడ్
"पक्षपाती, पक्षधर",పక్షపాతం
2. लड़ाका,పక్షపాతం
3. गुरिल्ला,పక్షపాతం
"दर्रा, गिरी-द्वार",పాస్
संकेत शब्द,పాస్ వర్డ్ (=వాచ్ వర్డ్)
कुल-पिता,జాతిపిత
"(बहुवचन में) जैकब के वंशज; डब्राहीम, इशाक, जैकब और उनके पूर्वज।",పితృదేవతలు
कुलीन,పాట్రిషియన్
पैतृकी,పితృస్వామ్యం
पैक्स ब्रिटेनिका ब्रिटिश साम्राज्य द्वारा शांति-स्थापना,పాక్స్ బ్రిటానికా
"पक्स रोमाना, रोमन साम्राज्य द्वारा स्थापित शांति",పాక్స్ రొమానా
वंशानुक्रम,పూర్వీకుల నుండి వంశక్రమము
2. वंश-वृक्ष,పూర్వీకుల నుండి వంశక్రమము
"कुलीन व्यक्ति, उच्च कुलोत्पन्न व्यक्ति",వంశపారంపర్య వ్యక్తి
पियर,పీర్
2. समपदस्थ,పీర్
पियर पद,పీరేజ్
2. पियर वर्ग,పీరేజ్
3. पियरेज,పీరేజ్
आयरलैंड के पियर,ఐర్లాండ్ సహచరులు
स्कॉटलैंड के पियर,స్కాట్లాండ్ సహచరులు
प्रायद्वीपीय अभियान,పెనిన్సులర్ ప్రచారం
प्रायद्वीपीय युद्ध,ద్వీపకల్ప యుద్ధం
पताका,పెన్నెంట్
"लोक माँग पत्र, पीपुल्स चार्टर",పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్)
जन मोर्चा,పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్)
विश्वासघात,అపవిత్రత
अवधि,కాలం
2. काल,కాలం
परिधि,పెరిఫెరీ
"इस्तमरारी बंदोबस्त, स्थायी बंदोबस्त",శాశ్వత పరిష్కారం
स्थायी जागीर,శాశ్వత ఫైఫ్
सैन्य व्यूह,ఫాలాంక్స్
2. फैलेक्स,ఫాలాంక్స్
"फेरो, फ़राऊन, फेरोन",ఫారో
चित्राक्षर,పిక్టోగ్రామ్
चित्रलेख,పిక్టోగ్రాఫ్
2. चित्रमय ग्राफ,పిక్టోగ్రాఫ్
तीर्थ यात्री,యాత్రికుడు
पिलग्रिम फादर्स,యాత్రికుల తండ్రులు
लूट,దోపిడీ
2. लूट का माल,దోపిడీ
स्तंभ,పిల్లర్
अशोक के स्तंभ लेख,స్తంభ శాసనాలు (అశోకుని)
स्तंभ लेख,స్తంభ శాసనాలు (అశోకుని)
2. लघु स्तंभ लेख,స్తంభ శాసనాలు (అశోకుని)
"जलदस्यु, समुद्री डाकू, समुद्र दस्यु",పైరేట్
2. दस्युपोत,పైరేట్
घमासान युद्ध,పిచ్ యుద్ధం
षड़यंत्र,ప్లాట్లు
नगर,పోలిస్
2. नगर राज्य,పోలిస్
पुर-शासक,రాజనీతిజ్ఞుడు
"राजनीतिक एजेंट, राजनीतिक अभिकर्त्ता",రాజకీయ ఏజెంట్
राजनीतिक शरण,రాజకీయ ఆశ్రయం
राजनीतिक राज्य प्रतिनिधि,రాజకీయ నివాసి
राजनैतिक आतंकवाद,రాజకీయ ఉగ్రవాదం
व्यक्ति कर,ఎన్నికల పన్ను
"नौका सेतु, नाव पुल",పాంటూన్
प्रधान,ప్రీమియర్
2. प्रधान मंत्री,ప్రీమియర్
प्रधान मंत्री-पद,ప్రీమియర్‌షిప్
प्रदेश,ప్రెసిడెన్సీ
2. प्रेसीडेन्सी,ప్రెసిడెన్సీ
"प्रधान, अध्यक्ष",అధ్యక్షుడు
2. राष्ट्रपति,అధ్యక్షుడు
"प्रेसीडियम, अध्यक्षमंडल, प्रधान परिषद",ప్రెసిడియం
प्रधान मंत्री,ప్రధాన మంత్రి
ज्येष्ठाधिकार,ప్రిమోజెనిచర్
नरेश,యువరాజు
2. राजकुमार,యువరాజు
प्रिंस बिशप,ప్రిన్స్ బిషప్
"महारानी-पति, प्रिंस कंसर्ट",ప్రిన్స్ కన్సార్ట్
राज-अभिभावक,ప్రిన్స్ రీజెంట్
शासक युवराज,పిన్స్ రెగ్నెంట్
राज-अभिभाविका,ప్రిన్సెస్ రీజెంట్
ज्येष्ठ राजकुमारी,ప్రిన్సెస్ రాయల్
राज्य,ప్రిన్సిపాలిటీ
2. देशी राज्य,ప్రిన్సిపాలిటీ
3. सामंत देश,ప్రిన్సిపాలిటీ
युद्ध उपहार,బహుమతి
2. समुद्री लूट,బహుమతి
विजित धन,నగదు బహుమతి
"पेशेवरसिपाही, व्यावसायिक सैनिक",వృత్తిపరమైన సైనికుడు
"वचन, वायदा",ప్రామిస్
अंतरीप दुर्ग,ప్రమోన్టరీ కోట
"संरक्षित राज्य, संरक्षित देश",రక్షించు
2. संरक्षण-काल,రక్షించు
प्रोटेक्टोरेट,రక్షించు
आश्रित,ఆశ్రితుడు
प्राप्ति-स्थान,మూలాధారం
2. मूलस्रोत,మూలాధారం
उद्गम-पद्धति,మూలాధార వ్యవస్థ
यहूदी समर्थक,ప్రో-జియోనిస్ట్
लोक-शत्रु,ప్రజా శత్రువు
2. शत्रु राष्ट्र; युद्धरत राष्ट्र,ప్రజా శత్రువు
संधि पूर्व वार्ता,పంక్టేషన్స్
प्यूनिक युद्ध,ప్యూనిక్ యుద్ధాలు
प्यूरिटन,ప్యూరిటన్
पुश,పుట్చ్
चतुरश्व रथ,చతుర్భుజం
"चतष्ट्र मैत्री, चतुर्राष्ट्र संश्रय",చతుర్భుజ కూటమి
क्वेकर,క్వేకర్
"रानी, राजमहिषी",రాణి
राजपत्नी,రాణి భార్య
स्वर्गीय राजा की पत्नी,క్వీన్ వరుడు
सम्राज्ञी का पद,క్వీన్డమ్
2. राज्य,క్వీన్డమ్
राजमाता,రాణి తల్లి
शासिका रानी,రాణి రాణి
"देश-द्रोही, विभीषण",క్విస్లింగ్
2. क्विसलिंग,క్విస్లింగ్
सेवामुक्ति लगान,అద్దె మానేయండి
"तरकश, तूणीर",వణుకు
अधिकार-पृच्छा,వారెంటో
प्रजाति,జాతి
प्रजातीय सर्वोच्चता,జాతి ఆధిపత్యం
शिकंजा,ర్యాక్
2. उत्पीड़क यन्त्र,ర్యాక్
धावा,రైడ్
2. छापा मारना,రైడ్
"दुर्ग प्राचीर, परकोटा",ప్రాకారము
2. दुर्ग-प्राचीर ढाल,ప్రాకారము
लूट-खसोट करना,దోపిడీ
"मुक्तिमूल्य, फिरौती",విమోచన క్రయధనం
"2. निष्क्रय, निःक्रय",విమోచన క్రయధనం
विध्वंस,విధ్వంసం
विध्वंस-परिणाम,విధ్వంసం
राज्य,రాజ్యం
"चंदावल, पार्ष्णि",వెనుక గార్డు
चंदावल हमला,వెనుక రక్షణ చర్య
विद्रोही,తిరుగుబాటుదారుడు
विद्रोह,తిరుగుబాటు
विद्रोह-मान्यता,తిరుగుబాటుకు గుర్తింపు
बलात् निष्कासन,రీకండక్షన్
"वीक्षण, टोह",నిఘా
पुनर्निर्माण,పునర్నిర్మాణం
"अभिलेख, रिकॉर्ड",రికార్డ్ చేయండి
"रिकॉर्ड आफिस, अभिलेख कार्यालय",రికార్డు కార్యాలయం
अभिलेख की निवृत्ति,రికార్డ్ రిటైర్మెంట్
"लालकुर्ती वाला, खुदाई खिदमतगार",ఎర్ర చొక్కాలు
"धर्मसुधार आंदोलन, रिफॉर्मेशन",సంస్కరణ
शरणार्थी,శరణార్థ
राजाधिकार,రెగాలియా
2. राजचिह्र,రెగాలియా
3. राजपरिधान,రెగాలియా
"प्रतिशांसन-व्यवस्था, रीजेंसी",రీజెన్సీ
"प्रतिशासक, रीजेन्ट",రీజెంట్
अभिभावक रानी,రీజెంట్ రాణి
"राजहंता, नृपध्न, नृपहंता",రెజిసైడ్
"राजहंता, रेजिसाइड्स",రెజిసైడ్లు
"राज्यकाल, शासन-काल",పాలన
2. शासन-पद्धति,పాలన
"प्रदेश, क्षेत्र",ప్రాంతం
"राज्य-संवत्, राज्य वर्ष",రెగ్నల్ సంవత్సరం
"शासक, शासन करने वाला",రెగ్నెంట్
राज्यकाल,రెగ్నమ్
"राईख, जर्मन साम्राज्य",రీచ్
राज्य काल,పాలన
2. शाही शासन या राजसी प्राधिकार।,పాలన
राज परिवार,పాలించే కుటుంబం
आतंक काल,భయానక పాలన
2. आतंक राज्य,భయానక పాలన
कुमुक,బలపరచు
कुमुक भेजना,అదనపుబల o
"पुनः स्थापना, बहाली",పునఃస్థాపన
प्रति स्थापना,తిరిగి పెట్టుబడి పెట్టండి
"बदल चौकी, टपाल चौकी",రిలే పోస్ట్
"टपाल मार्ग, डाक-मार्ग",రిలే మార్గం
"टपाल व्यवस्था, अभिचालन व्यवस्था",రిలే వ్యవస్థ
"रिहाई, मुक्ति",విడుదల
2. छूट,విడుదల
"त्याग, परित्याग",త్యజించుట
2. संन्यास,త్యజించుట
बृहत् सूची,రెపర్టరీ (=ఇన్వెంటరీ)
भंडार,రిపోజిటరీ
2. संग्रहालय,రిపోజిటరీ
"गणराज्य, गणतंत्र",రిపబ్లిక్
गणराज्य दिवस,గణతంత్ర దినోత్సవం
लिखित समाधान,రిస్క్రిప్ట్
2. राजाज्ञा,రిస్క్రిప్ట్
रेजीडेंट,నివాసి
पुनः स्थापना,పునరుద్ధరణ
(ईसा का) पुनरुत्थान,పునరుత్థానం
2. पुनुरूज्जीवन,పునరుత్థానం
पीछे हटना,తిరోగమనం
(सिक्के का) पृष्ठ भाग,రివర్స్ (నాణెం)
विद्रोह,తిరుగుబాటు
क्रांति,విప్లవం
"फ्रांसीसी क्रांति, फ्रांस की राज्य क्रांति","విప్లవం, ఫ్రెంచ్"
अ. दे. Glorious Revolution,విప్లవం గ్లోరియస్
औद्योगिक क्रांति,"విప్లవం, పారిశ్రామిక"
"विप्लव, बल्वा",రైజింగ్
राटन बरो,రాటెన్-బరో
रफ राइडर्स,రఫ్ రైడర్స్
राउन्ड हेड्स,గుండ్రని తలలు
"भगा देना, परास्त करना, खदेड़ना",రూట్
"राजा से भेंट, राज-दर्शन",రాయల్ ప్రేక్షకులు
शाही फरमान,రాయల్ చార్టర్
राजचिह्र,రాయల్ క్రెస్ట్
2. राजकिरीट,రాయల్ క్రెస్ట్
राजाज्ञा,రాయల్ డిక్రీ
रूबर‍िक,రూబ్రిక్
"भग्नावशेष, ध्वंसावशेष, खंडहर",శిథిలాలు
"धावक, हरकारा",రన్నర్
"अंतध्वंस, तोड़फोड़",విధ్వంసం
खंग,సాబెర్
"रिसाला, अश्वारोही दल",సాబర్స్
यज्ञ,త్యాగం
2. बलि,త్యాగం
3. बलिदान,త్యాగం
अभय दान,సురక్షితమైన ప్రవర్తన
"रक्षोपाय, रक्षा-विधान",రక్షణ
2. सुरक्षण बचाव,రక్షణ
पूर्व रक्षात्मक कर,రక్షణ విధులు
धावा,సాలీ
धावा द्वार,సాలీ-పోర్ట్
राजदंड,రాజదండం
"तलवार, शमशीर",స్కిమిటార్
"द्वितीय संपदा, अभिजात वर्ग",రెండవ ఎస్టేట్
संप्रदाय,శాఖ
2. पंथ,శాఖ
कब्जा,నిర్భందించటం
2. अधिग्रहण,నిర్భందించటం
सेनेट (प्राचीन रोम की संसद),సెనేట్
2. सेनेट,సెనేట్
3. अभिषद्,సెనేట్
4. सेनेट,సెనేట్
कृषिदास,సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
"2. खिदमती, दास",సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
कृषि-दासता,సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
2. कृषि दास-व्यवस्था,సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
नाम मात्र का राजा,నీడ రాజు
जहाज कर,షిప్ మనీ
आक्रामी सेना,షాక్ దళాలు (=తుఫాను దళాలు)
"स्वल्पावधि पार्लियार्मेट, अल्पकालीन पार्लियामेंट",పొట్టి పార్లమెంట్
झड़प,వాగ్వివాదం
"दास, गुलाम",బానిస
दास-प्रथा,బానిసత్వం
"2. दासता, गुलामी",బానిసత్వం
सैनिक राजमर्मज्ञ,సైనిక రాజనీతిజ్ఞుడు
बल्लम,ఈటె
हरावल,ఈటె-తల
प्रभाव क्षेत्र,గోళము
"मुहर-विद्या, मुद्रा-विद्या",స్ఫ్రాగిస్టిక్స్
पद पुरस्कार व्यवस्था,వ్యవస్థను పాడు చేస్తుంది
बड़ा भूस्वामी,స్క్వైర్
2. स्कवायर,స్క్వైర్
जमींदार वर्ग,Squirearchy
2. भूस्वामी प्रभावित तंत्र,Squirearchy
ध्वज,ప్రామాణికం
ध्वज-वाहक,స్టాండర్డ్ బేరర్
स्थाई सेना,స్టాండింగ్ ఆర్మీ
मानक निर्देश,స్టాండింగ్ ఆర్డర్లు
2. स्थाई आज्ञा,స్టాండింగ్ ఆర్డర్లు
"राजनीति विशारद, राजनीति मर्मज्ञ",రాజనీతిజ్ఞుడు
"प्रस्तर लेख, पाषाणलेख",రాతి శాసనం
तूफानी दस्ता,తుఫాను దళాలు
"कूट युक्ति, कूट उपाय",వ్యూహం
"युद्ध चालन विद्या, सामरिकी",వ్యూహం
2. फौजी दाँव-पेच,వ్యూహం
3. रण-फौशल,వ్యూహం
सैनिक शासन,స్ట్రాటోక్రసీ
संघर्ष,కలహాలు
2. मतभेद,కలహాలు
गढ़,బలమైన పట్టు
2. प्रमुख केंद्र,బలమైన పట్టు
सहायक संधि,అనుబంధ టాలయన్స్
उत्तराधिकारी,వారసత్వం
उत्तराधिकारी,వారసుడు
मताधिकार,ఓటు హక్కు
मताधिकारवादी,ఓటు హక్కుదారుడు
सल्तनत,సుల్తానేట్
सल्तनत-काल,సుల్తానేట్ కాలం
अभ्यर्पण,లొంగిపో
अधिराज,సుజెరైన్
अधिराज्य,సుజరైన్ రాష్ట్రం
"शमशीरबाज, खड़गधारी, असियोद्धा",ఖడ్గవీరుడు
टैमनी समाज,తమ్మనీ సొసైటీ
पानी चढ़ी तलवार,కోపముగల కత్తి
काश्तकार,అద్దెదారు
"2. किराएदार, आसामी",అద్దెదారు
"भूभाग, इलाका, अमलदारी",భూభాగం
2. प्रदेश,భూభాగం
टेरिटरी गवर्नमेन्ट,భూభాగం ప్రభుత్వం
"आतंकवाद, संत्रासवाद",తీవ్రవాదం
"तृतीय वर्ग, जनता, जनसाधारण",థర్డ్ ఎస్టేట్
तीन वर्ग,మూడు ఎస్టేట్లు
"पथकर, राहदारी",టోల్
चुंगी घर,టోల్ హౌస్
"तूंब, मकबरा",సమాధి
टोरी,టోరీ
"गणचिह्र, कुलचिह्र, टोटेम",టోటెమ్
मीनार,టవర్
2. मचान,టవర్
"जयस्तंभ, कीर्ति-स्तंभ",విజయ టవర్
"देशद्रोही, गद्दार",దేశద్రోహి
विश्वासघात,ద్రోహం
राजद्रोह,రాజద్రోహం
संधि,సంధి
द्वंद्ध युद्ध परीक्षा,యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట)
"खिराज, राजस्व",నివాళి
2. राजकर,నివాళి
खिराजी भूमि,నివాళి భూమి
त्रिराष्ट्रीय (मैत्री) संधि त्रिपक्षीय संधि,ట్రిపుల్ కూటమి
"त्रिराष्ट्र सौहार्द्र, ट्रिपल आंतांत",ట్రిపుల్ entente
विजय,విజయం
2. विजय शोभा-यात्रा,విజయం
विक्षोभ,అలజడి
निरंकुश-घातक,నిరంకుశ హత్య
2. क्रूर घात,నిరంకుశ హత్య
निरंकुश शासन,దౌర్జన్యం
2. निरंकुशता,దౌర్జన్యం
"निरंकुश शासक, अत्याचारी शासक",నిరంకుశుడు
उलान,ఉహ్లాన్
उकाज,ఉకాసే
2. राजाज्ञा,ఉకాసే
उल्मा,ఉలేమా
अंतिम चेतावनी,అల్టిమేటం
2. अंतिम प्रस्ताव,అల్టిమేటం
अंकिल सैम,సామ్ మామయ్య
अधीनस्थ राजा,అండర్-కింగ్
युनाइटेड आयरिशर्मन,యునైటెడ్ ఐరిష్ మెన్
संयुक्त राष्ट्र संघ,ఐక్యరాజ్యసమితి
संयुक्त प्रांत,యునైటెడ్ ప్రావిన్స్
2. युनाइटेड प्राविन्सेज़,యునైటెడ్ ప్రావిన్స్
एक प्राचीर दुर्ग,అసమానమైన కోట
"चक्रवर्ती राजा, सार्वभौम राज",సార్వత్రిక చక్రవర్తి
सर्वजनीन मताधिकार,సార్వత్రిక ఓటు హక్కు
"विद्रोह, विप्लव",తిరుగుబాటు
"बलादग्रहण, हड़पना",దోపిడీ
बलादग्रहणकर्त्ता,దోపిడీదారుడు
"यूटोपिया, काल्पनिक राज्य",ఆదర్శధామం
कला विध्वंसक,విధ్వంసం
कला विध्वंस,విధ్వంసం
नासीर,వాన్గార్డ్
"2. सेनामुख, सेनाग्र",వాన్గార్డ్
3. हरावल,వాన్గార్డ్
वैरेंजियायी,వరంజియన్
वैरेंजियायी रक्षक,వరంజియన్ గార్డు
असामी,వాసల్
2. दास,వాసల్
"अवराज्य, सामंती राज्य",వాసల్ రాష్ట్రం
पोप परिषद,వాటికన్ కౌన్సిల్
"जहाज, पोत",ఓడ
2. यान,ఓడ
3. बर्तन,ఓడ
अo देo viceroy,ఉపరాజు
वाइसराय,వైస్రాయ్
वाइसराय का पद,వైస్రాయిల్టీ=వైస్రాయ్‌షిప్
विजेता,విక్టర్
विजय,విజయం
कृषिदास,విలన్
समुद्र-यात्रा,సముద్రయానం
"सुभेद्य दुर्ग, सहजभेद्य दुर्ग",దుర్బలమైన కోట
भित्ति चित्रकारी,వాల్ పెయింటింగ్
2. भित्ति चित्र,వాల్ పెయింటింగ్
युद्ध,యుద్ధం
महान सेनानी,యుద్ధ ప్రభువు
योद्धा,యోధుడు
2. सैनिक,యోధుడు
3. जंगलू,యోధుడు
"युद्धपोत, जंगी जहाज",యుద్ధనౌక
संकेत शब्द,వాచ్-వర్డ్
"लोक कल्याणकारी राज्य, जनहितकारी राज्य",సంక్షేమ రాజ్యం
कल्याण-कार्य,సంక్షేమ పనులు
हविग,విగ్
"श्वेत ध्वज, सफेद झंडा",తెల్ల జెండా
"श्वेत जाति का भार, श्वेत जाति का दायित्व",తెల్లవారి భారం
विश्व-साम्राज्य,ప్రపంచ సామ్రాజ్యం
विश्वव्यापी आंदोलन,ప్రపంచ ఉద్యమం
विश्व-राजनीति,ప్రపంచ రాజకీయాలు
विश्वा-शक्ति,ప్రపంచ శక్తి
विश्वयुद्ध,ప్రపంచ యుద్ధం
पोत-भंजक,వ్రేకర్
विनाशकारी संशोधन,ధ్వంసమైన సవరణ
"जैनेलेजिया, अप्रवेशन",జెనెలాసిస్
विदेशी जनभीति,జెనోఫోబియా
यांकी,యాంకీ
पीत परिधान,పసుపు రంగు గల చొక్కా
पीत जाति,పసుపు మనిషి
"पीत आतंक, पीत भीति",పసుపు ప్రమాదం
सनसनीखेज समाचार पत्र,పసుపు ప్రెస్
"यंग टर्क, युवा तुर्क",యంగ్ టర్క్స్
"जूस, देवाधिपति",జ్యూస్
यहूदीवाद,జియోనిజం
"पारसी धर्म, ज़रथुष्ट्र  धर्म",జొరాస్ట్రియనిజం
