Marathi,Odiya
कामगार कक्ष,ଶ୍ରମ କକ୍ଷ
कामगार संघटना,ଶ୍ରମିକ ୟୁନିଅନ୍
कामगार कल्याण,ଶ୍ରମ କଲ୍ୟାଣ
जमीन ucition क्सीशन,ଜମି ଆକ୍ୱିସ୍ |
जमीन चिन्ह,ଜମି ଚିହ୍ନ
जमीन नोंदी,ଜମି ରେକର୍ଡ |
जमीन सुधारणे,ଜମି ସଂସ୍କାର |
जमीन महसूल,ଜମି ରାଜସ୍ୱ
जमीन सेटलमेंट,ସ୍ଥାୟୀ ସମାଧାନ
जमीन कार्यकाळ,ଜମି କାର୍ଯ୍ୟକାଳ
जमीन वापर प्रमाणपत्र,ଜମି ବ୍ୟବହାର ପ୍ରମାଣପତ୍ର |
लॅप,ପରେ ଲାପ୍
मोठ्या प्रमाणात,ବୃହତ ପରିମାଣ
शेवटची तारीख,ଶେଷ ତାରିଖ
चिरस्थायी,ସ୍ଥାୟୀ
शेवटी,ଶେଷରେ
शेवटचे देय,ଶେଷ ଦେୟ
उशीरा,ବିଳମ୍ବ
उशीरा उपस्थिती विधान,ବିଳମ୍ବିତ ଉପସ୍ଥାନ ବକ୍ତବ୍ୟ |
उशीरा कर्तव्य,ବିଳମ୍ବିତ ଡ୍ୟୁଟି |
उशीरा देय,ବିଳମ୍ବିତ ଦେୟ
नवीनतम,ସର୍ବଶେଷ
प्रशंसनीय,ଅଳସୁଆ
लॉन्च,ଉନ୍ମୋଚନ |
कायदा,ନିୟମ
कायदा आणि सुव्यवस्था,ନିୟମ ଏବଂ ଆଦେଶ
कायदा ब्रेकर,ଆଇନ ବନ୍ଧକ |
कायदा न्यायालय (= कायद्याचे न्यायालय),ଆଇନ କୋର୍ଟ (= ଆଇନ କୋର୍ଟ)
खटला,ମକଦ୍ଦମା
वकील,ଓକିଲ
लेफ,ଲାଓଫ୍
लेआउट,ଲେଆଉଟ୍ |
नेता,ନେତା
नेतृत्व गुणवत्ता,ନେତୃତ୍ୱର କ୍ଷେତ୍ର |
पत्रक,ଲିଫଲେଟ୍ |
गळती,ଲିକ୍
लीप वर्ष,ଅଧିବର୍ଷ
शिकणे,ଶିଖିବା
लीज,ଲିଜ୍
भाड्याने घेतलेली निवासस्थान,ଲିଜ୍ ଆବାସ
लीझहोल्ड,ଲିଜ୍ହୋଲ୍ଡ
लीजहोल्डर,ଲିଜ୍ହୋଲ୍ଡର
भाडेपट्टी,ଲିଜ୍
सोडा,ଛାଡ
एन्कॅशमेंट सोडा,ଛାତି ଛାଡିଦିଅ |
पगार सोडा,ଦରମା ଛାଡ
रिक्त जागा सोडा,ଖାଲି ସ୍ଥାନ ଛାଡିଦିଅ |
वेतन न करता सोडा,ବିନା ଦେୟ ଛାଡନ୍ତୁ |
वेतनासह सोडा,ଦରମା ସହିତ ଛାଡିଦିଅ |
लेक्चर हॉल,ଅଧ୍ୟାପନା ହଲ
लेजर,ଲେଜର
खातेवही शिल्लक,ଲେଡ଼ର ବାଲାନ୍ସ |
वारसा,ପୁରୁଣା |
कायदेशीर,ଆଇନଗତ |
कायदेशीरपणा,ଆଇନଗତତା
कायदेशीरपणा,ଆଇନଗତକରଣ
कायदेशीररित्या,ଆଇନଗତ ଭାବରେ |
कायदेशीर सराव,ଆଇନ ଅଭ୍ୟାସ |
लेगेटे,ଲେଟେଟେ
सुवाच्य,Legible
कायदेविषयक,ବିଧାନସଭା
विधान व्यवसाय,ବିଧାନସଭା ବ୍ୟବସାୟ |
विधिमंडळ,ବିଧାନସଭା
कायदेशीरपणा,ଦୋଷୀତା |
कायदेशीर,ଆଇନଗତ |
विश्रांती,ଅବକାଶ
सुस्तपणा,ଅବିରତ
भाडेकरू,ଲିଜ୍ଧ
पत्र,ଚିଠି
पत्र पॅड,ଲେଟର ପ୍ୟାଡ୍ |
लेव्ही,ଆଡି
उत्तरदायित्व,ଦାୟିତ୍। |
जबाबदार,ଦାୟୀ |
संपर्क,ଯୋଗାଯୋଗ
लायब्ररी,ଲାଇବ୍ରେରୀ |
परवाना,ଲାଇସେନ୍ସ
परवानाधारक,ଲାଇସେନ୍ସଧାରୀଧାରୀ
परवाना,ଲାଇସେନ୍ସପ୍ରାପ୍ତ
परवानाधारक,ଲାଇସେନ୍ସ
कर्ज,ଲାନ୍
जीवन प्रमाणपत्र,ଜୀବନ ପ୍ରମାଣପତ୍ର
मर्यादा,ସୀମା
मर्यादा,ସୀମା
मर्यादित,ସୀମିତ
मर्यादित चिंता,ସୀମିତ ଚିନ୍ତା |
मर्यादित दायित्व,ସୀମିତ ଦାୟିତ୍। |
मर्यादित निविदा,ସୀମିତ ଟେଣ୍ଡର |
दुवा,ଲିଙ୍କ୍
दुवा साधला,ଲିଙ୍କ୍ ହୋଇଛି |
दुवा साधलेली फाईल,ଲିଙ୍କ୍ ହୋଇଥିବା ଫାଇଲ |
लिंक भाषा,ଲିଙ୍କ୍ ଭାଷା
निर्धारित नुकसान,ବାତିଲ ହୋଇଥିବା କ୍ଷତି |
लिक्विडेशन,ବାତିଲ
लिक्विडेटर,ବଳପ୍ୱିଟିକର
यादी,ତାଲିକା |
व्यवसायाची यादी,ବ୍ୟବସାୟର ତାଲିକା |
साक्षर,ସାକ୍ଷର |
खटला,ଲିଟାଇଟିଆଣ୍ଟ |
खटला,ମୋକଦ୍ଦମା
लिव्हरी भत्ता,ଲିଭାଲଟି ଭତ୍ତା
पशुधन,ପଶୁପଲ
राहणीमान,ଜୀବନଯାପନ ମାନ
लिव्हिंग वेतन,ଜୀବନ୍ତ ମଜୁରୀ
लोड करीत आहे,ଲୋଡ୍ କରୁଛି
कर्ज,ଋଣ
कर्जदार,ଲୋଆର୍
कर्ज विभाग,୧୦ଙ୍ଗ ବିଭାଗ
लॉबी,ଲବି
लॉबींग,ଲବି
कालावधीत लॉक,ଅବଧିରେ ଲକ୍ |
लॉक आउट,ଲକ୍ ଆଉଟ୍ |
लोकस स्टॅंडी,ଲସ୍ତୁମ୍ ଷ୍ଟାଣ୍ଡି |
लॉजिंग,ଲଜ୍ଙ୍ଗ୍
लॉग बुक,ଲଗ ବୁକ୍ |
तर्कशास्त्र,ତର୍କ
लोगो,ଲୋଗୋ
लांब अंतर कॉल,ଦୀର୍ଘ ଦୂରତା କଲ୍ |
लांब हात,ଲମ୍ବା ହାତ
लॉट,ବହୁତ
लोअर,ନିମ୍ନ
सर्वात कमी दर,ସର୍ବନିମ୍ନ ହାର
कमी दर्जा,ନିମ୍ନ ଗ୍ରେଡ୍
निष्ठावान,ବିଶ୍ୱସ୍ତ
एकरकमी बेरीज,ଢେର
लंप्सम अनुदान,Lumpsum ଅନୁଦାନ
यंत्रसामग्री,ଯନ୍ତ୍ରପାତି
सरकारची यंत्रणा,ସରକାରଙ୍କ ଯନ୍ତ୍ରପାତି |
मासिक,ପତ୍ରିକା
पत्रव्यवहाराची यादी,ମେଲିଂ ତାଲିକା
देखभाल,ରକ୍ଷଣାବେକ୍ଷଣ
देखभाल,ରକ୍ଷଣାବେକ୍ଷଣ
प्रमुख,ପ୍ରମୁଖ
बहुसंख्य,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
प्रमुख कामे,ପ୍ରମୁଖ କାର୍ଯ୍ୟଗୁଡ଼ିକ |
मेकअप,ସଜାଇ ହେବା
विकृती,ମାଲାଡେଜେଣ୍ଟମେଣ୍ଟ |
दुर्दैवी,ମାଲାବିନିଷ୍ଟ୍ରେସନ୍
मालाफाइड,ମାଲାଫିଡସ୍
द्वेष,ଦୁଷ୍କର୍ମ
गैरवर्तन,ଦୁଷ୍କର୍ମ
गैरवर्तन,ଅସଦାଚରଣ
व्यवस्थापन,ପରିଚାଳନା
व्यवस्थापक,ପରିଚାଳକ
आदेश,ଆଦେଶ
अनिवार्य,ବାଧ୍ୟତାମୂଳକ
मंडळे,ମାଣ୍ଡେସ୍
मॅनहर्स,ମାନବର୍ସ |
जाहीरनामा,ମନିଫିଟୋ
हाताळणी,ମନିପୁଲେସନ୍
युक्ती,ମନିଭର୍
मनुष्यबळ,ମାନବ ଶକ୍ତି
मॅन-टू-मॅन रँकिंग,ମଣିଷ-ଟୁ-ମ୍ୟାନ୍ ର୍ୟାଙ୍କିଙ୍ଗ୍ |
मॅन्युअल,ମାନୁଆଲ୍ |
मानवी श्रम,ମାନୁଆଲ୍ ଶ୍ରମ
उत्पादन,ଉତ୍ପାଦନ
निर्माता,ନିର୍ମାତା
हस्तलिखित,ପାଣ୍ଡୁଲିପି
नकाशा,ମାନଚିତ୍ର
मार्जिन,ମାର୍ଜିନ
सीमान्त,ମାର୍ଜିନାଲ୍
वैवाहिक स्थिती,ବୈବାହିକ ସ୍ଥିତି
विपणन,ମାର୍କେଟିଂ |
विपणन अर्थव्यवस्था,ମାର୍କେଟିଂ ଅର୍ଥନୀତି
चिन्हांकित करा,ମାର୍କ କର
गुणपत्रिका,ମାର୍କସେଟ୍ |
गुण प्राप्त,ପ୍ରାପ୍ତ ମାର୍କ |
वस्तुमान,ମାସ
मास कम्युनिकेशन,ଜନ ଯୋଗାଯୋଗ
मोठ्या प्रमाणात वापर,ଜନସଂଖ୍ୟା
मास लसीकरण,ମାସ ପ୍ରତିରୋପଣ |
जनसंपर्क,ଗଣ ମାଧ୍ଯମ
मोठ्या प्रमाणात उत्पादन,ଜନ ଉତ୍ପାଦନ
मास्टर फाईल,ମାଷ୍ଟର ଫାଇଲ୍ |
समारंभ मास्टर,ସମାରୋହର ଗୁରୁ |
मास्टर प्लॅन,ମାଷ୍ଟର ଯୋଜନା
जुळणारे अनुदान,ଅନୁଦାନ ସହିତ ମେଳ |
साहित्य,ସାମଗ୍ରୀ
प्रसूती,ମାତୃତ୍ୱୀୟତା |
प्रसूती रजा,ପ୍ରସୂତି ଅବକାଶ
मॅट्रिक,ମାଟ୍ରିକ୍ଲେଟ୍
मॅट्रिमोनियल,ପରିସର
प्रौढ,ପରିପକ୍ୱ
परिपक्वता तारीख,ପରିପକ୍ୱତା ତାରିଖ
जास्तीत जास्त,ସର୍ବାଧିକ
म्हणजे,ଅର୍ଥ
उपाय,ମାପ
मोजमाप,ମାପ
उपाय,ମାପଗୁଡିକ
मेकॅनिक,ଯାନ୍ତ୍ରିକ
यांत्रिक,ଯାନ୍ତ୍ରିକ
यंत्रणा,ଯନ୍ତ୍ରକ .ଶଳ |
मीडिया,ମିଡିଆ |
मध्यस्थी,ମଧ୍ୟସ୍ଥି |
वैद्यकीय,ଡାକ୍ତରୀ
वैद्यकीय लाभ,ଡାକ୍ତରୀ ଲାଭ
वैद्यकीय तपासणी,ଡାକ୍ତରୀ ପରୀକ୍ଷା
मेडिको-लेगल,ମେଡିକୋ-ଆଇନଗତ |
मध्यम,ମଧ୍ୟମ
कॅमेर्‍यामध्ये बैठक,କ୍ୟାମେରାରେ ସାକ୍ଷାତ |
सदस्य,ସଦସ୍ୟ
मेमो,ମେମୋ
स्मारक,ସ୍ମାରକ
मानसिक क्षमता,ମାନସିକ ଦକ୍ଷତା |
मेनू,ମେନୁ
विलीनीकरण,ମିଶ୍ରଣ
गुणवत्ता,ଯୋଗ୍ୟତା
गुणवत्ता यादी,ମେରିଟ୍ ତାଲିକା
गुणवंत,ସମ୍ମାନ
गुण,ଯୋଗ୍ୟତା
गुणवत्ता शिष्यवृत्ती,ମାରିଟ୍ ସ୍କଲାରସିପ୍ |
संदेश,ବାର୍ତ୍ତା |
पद्धत,ପଦ୍ଧତି
कार्यपद्धती,ସାମୁଦ୍ରିକ
महानगरीय क्षेत्र,ମେଟ୍ରୋପଲିଟାନ ଅଞ୍ଚଳ |
मध्यम उत्पन्न गट,ମଧ୍ୟମ ଆୟ ଗୋଷ୍ଠୀ |
मिडलमन,ମଧ୍ୟମ
मिडवाइफरी,ମିଡୱିରା |
स्थलांतरित,ପ୍ରବାସୀ
मायलेज,ମୁଏଜ୍
अतिरेकी,ସହଭାଗୀ
मिलेनियम,ସହସ୍ର ଲକ୍ଷ
सूक्ष्म,କ୍ଷୁଦ୍ରତା |
किमान,ସର୍ବନିମ୍ନ
खाण,ଖଣି
मंत्रीपदाचे,ମନ୍ତ୍ରୀ
मंत्रालय,ମନ୍ତ୍ରଣାଳୟ
किरकोळ,ନାବାଳକ
अल्पसंख्याक,ସଂଖ୍ୟାଲଘୁ
किरकोळ कामे,ଛୋଟ କଥାଗୁଡ଼ିକ |
मिनिटे,ମିନିଟ୍ |
गैरव्यवहार,ଭୁଲ ତଥ୍ୟ
गैरवर्तन,ଅସଦାଚରଣ
न्यायाचा गर्भपात,ନ୍ୟାୟର ଗର୍ଭପାତ |
संकीर्ण,ବିବିଧ
गैरवर्तन,ବଦମାସି
चुकीचे वर्गीकरण,ଭୁଲ ତଥ୍ୟ
गैरवर्तन,ଦୁଷ୍କର୍ମ
दिशाभूल,ବିଭ୍ରାନ୍ତ
गैरप्रकार,ଭୁଲ ପରିଚାଳନା
चुकीचे भाष्य,ଭୁଲ ଉପସ୍ଥାପନା |
तथ्ये चुकीची,ତଥ୍ୟର ଭୁଲ ତଥ୍ୟ |
गैरसमज,ଭୁଲ ବୁ standing ାମଣା
गैरवापर,ଅପବ୍ୟବହାର |
मिश्रित अर्थव्यवस्था,ମିଶ୍ରିତ ଅର୍ଥନୀତି
जमाव,ଯାଦଦେଶ
मोबाईल,ମୋବାଇଲ୍ |
गतिशीलता,ଗତିଶୀଳତା |
मोड,ମୋଡ୍
मॉडेल,ମଡେଲ୍
नियंत्रक,ମୋଡରେଟର୍
बदल,ପରିବର୍ତ୍ତନ
मोडस ऑपरेंडी,ମୋଡସ୍ ଅପରେଣ୍ଡି |
आर्थिक अनुदान,ମୁଦ୍ରା ଅନୁଦାନ
पैसा,ଟଙ୍କା
मॉनिटर,ମନିଟର
एकपात्री,ମୋରନୋଗାମି |
मोनोग्राम,ମୋନୋଗ୍ରାମ୍ |
एकाधिकार,ଏକଚାଟିଆ
नीरस,ମନୋଣ୍ଟି |
मासिक टूर डायरी,ମାସିକ ଭ୍ରମଣ ଡାଏରୀ |
महिना ते महिना,ମାସରୁ ମାସ
नैतिक,ନ moral ତିକ
मनोबल,ମନୋବଳ
नैतिक Trpitute,ନ moral ତିକ ସୂକ୍ଷ୍ମତା |
स्थगिती,ମୁଆଟୋରିୟମ୍ |
मृत्यू दर,ମୃତ୍ୟୁ
गहाण,ବନ୍ଧକ
सर्वात गोपनीय,ଅଧିକାଂଶ ଗୋପନୀୟ |
मातृभाषा,ମାତୃଭାଷା
गती,ଗତି
गती अभ्यास,ଗତି ଅଧ୍ୟୟନ |
प्रेरणा,ପ୍ରେରଣା
हेतू,ଉଦ୍ଦେଶ୍ୟ
बोधवाक्य,ଉଦ୍ଦେଶ୍ୟ
मुखपत्र,ମୁହଁ
जंगम,ଚଳନଶୀଳ |
हलवा,ଘୁଞ୍ଚାନ୍ତୁ |
हालचाल,ଗତି
बहुविध,ବହୁମୂଲ୍ୟ
बहुउद्देशीय,ବହୁମୁଖୀ ହୁଅ
नगरपालिका कर,ମ୍ୟୁନିସିପାଲିଟି ଟ୍ୟାକ୍ସ |
संग्रहालय,ସଂଗ୍ରହାଳୟ
मस्टर रोल,ମୁଷ୍ଟର୍ ରୋଲ୍ |
उत्परिवर्तन,ମୁଟିସନ୍ |
मुताटिस मुतांडिस,ମୁଭାଟାସ୍ ମୁଟାଣ୍ଡିସ୍ |
परस्पर समज,ପାରସ୍ପରିକ ବୁ understanding ାମଣା |
नाव कार्ड,ନାମ କାର୍ଡ
मादक,ନାର୍କୋଟିକ୍ |
कथात्मक मूल्यांकन,ବର୍ଣ୍ଣନାକାରୀ ମୂଲ୍ୟାଙ୍କନ |
निवेदक,ବର୍ଣ୍ଣନାକାରୀ
राष्ट्र,ଜାତି
राष्ट्रीय,ଜାତୀୟ
राष्ट्रवाद,ଜାତୀୟତା
राष्ट्रीयत्व,ଜାତୀୟତା
राष्ट्रीयकरण,ଜାତୀୟକରଣ
राष्ट्रीय भाषा,ଜାତୀୟ ଭାଷା
राष्ट्रीय बचत प्रमाणपत्र,ଜାତୀୟ ସଞ୍ଚୟ ପ୍ରମାଣପତ୍ର |
मुळ,ଦେଶୀ
नैसर्गिक,ପ୍ରାକୃତିକ
नॅचरलायझेशन,ପ୍ରାକୃତିକରଣ
नौदल शक्ती,ନ al ସେନା ଶକ୍ତି
नेव्हिगेबल,ନାଭିଗେବଲ୍ |
नेव्हिगेशन,ନାଭିଗେସନ୍
नायेस,ନାୟସ୍
आवश्यक क्रिया,ଆବଶ୍ୟକ କାର୍ଯ୍ୟ
आवश्यक,ଆବଶ୍ୟକ |
नकारात्मक,ନକାରାତ୍ମକ
दुर्लक्ष,ଅବହେଳା
निष्काळजीपणा,ଅବହେଳା
उपेक्षणीय,ଅବହେଳିତ
वाटाघाटी,ବୁ negoti ାମଣା
वाटाघाटी करण्यायोग्य साधन,ବୁ negoti ାମଣା ଯନ୍ତ୍ର
वाटाघाटी,ବୁ .ାମଣା
वाटाघाटी करणारा,ବୁ that ାମଣାକାରୀ
नेपोटिझम,ନିପୁଟିମ୍
नेट,ଜାଲ୍
निव्वळ गुंतवणूक,ନିଟ୍ ବିନିଯୋଗ |
तटस्थ,ନିରପେକ୍ଷ |
बातम्या,ସମ୍ବାଦ
वृत्तपत्र,ସମ୍ବାଦପତ୍ର
वृत्तपत्र,ଖବରକାଗଜ
बातमीवाचक,ସମ୍ବାଦ ପାଠକ
निकटवर्तीयांना,କିନ୍ନର ପରବର୍ତ୍ତୀ
रात्रीचे कर्तव्य,ରାତିର କର୍ତ୍ତବ୍ୟ
शून्य अहवाल,ନିଲ୍ ରିପୋର୍ଟ
प्रवेश नाही,କ ad୍ୟକ୍ତି ନାହିଁ |
मागणी प्रमाणपत्र नाही (= थकबाकी प्रमाणपत्र नाही),କ clown ଣସି ଚାହିଦା ପ୍ରମାଣପତ୍ର ନାହିଁ (= କ de ଣସି ଦେୟ ସାର୍ଟିଫିକେଟ୍)
नामांकन,ସମ୍ଭ୍ରାନ୍ତ
नाममात्र किंमत,ନାମକରଣ ଖର୍ଚ୍ଚ
नाममात्र मूल्य (= चेहरा मूल्य),ନାମକରଣ ମୂଲ୍ୟ (= ଚେହେରା ମୂଲ୍ୟ)
नामांकन,ମନୋନୀତ କରନ୍ତୁ |
नामनिर्देशन,ନାମ
नॉमिनी,ନାମାଙ୍କନ
नॉन-एज,ଅଣ-ବୟସ
गैर-विरोधाभासी,ଅଣ-ଯୋଗଦାନକାରୀ |
अनावश्यक,ଅଣ-ଜରୁରୀ |
नॉन-गॅझेटेड,ଅଣ-ଗେଜିଟେଡ୍ |
व्याज नसलेले बेअरिंग,ଅଣ-ସୁଧ ନଥିବା |
न्यायालयीन,ଅଣ-ନ୍ୟାୟିକ |
गैर-मंत्री,ଅଣ-ମନ୍ତ୍ରୀ
वाटाघाटी न करता,ଅଣ-ବୁ negoti ାମଣା ଯୋଗ୍ୟ |
गैर-अधिकृत,ଅଣ-ଅଧିକାରୀ |
पेमेंट,ଅଣ ଦେୟ
पेमेंट नसलेले प्रमाणपत्र,ଅଣ-ଦେୟ ପ୍ରମାଣପତ୍ର |
नॉन-प्रॅक्टिसिंग भत्ता,ଅଣ-ଅଭ୍ୟାସ ଭତ୍ତା |
नॉन-रिकरिंग खर्च,ଅଣ-ପୁନରାବୃତ୍ତି ଖର୍ଚ୍ଚ |
परत न करण्यायोग्य,ଫେରସ୍ତ ହୋଇନଥିବା
नॉन-स्टॅट्यूटरी,ଅଣ-ନିୟମ
करपात्र उत्पन्न,ଅଣ-ଟିକସଯୋଗ୍ୟ ଆୟ |
गैर-तांत्रिक पोस्ट,ଅଣ-ବ technical ଷୟିକ ପୋଷ୍ଟ |
अपारंपरिक,ଅଣ-ପାରମ୍ପାରିକ |
गैर-शाब्दिक संप्रेषण,ଅଣ-ମ bal ଖିକ ଯୋଗାଯୋଗ |
हरकत प्रमाणपत्र नाही,କ EC ଣସି ଆପତ୍ତି ପ୍ରମାଣପତ୍ର ନାହିଁ |
"नफा नाही, तोटा नाही","କ profit ଣସି ଲାଭ ନାହିଁ, କ liges ଣସି କ୍ଷତି ନାହିଁ |"
नियम,ଆଦର୍ଶ
सामान्य,ସାଧାରଣ
धुम्रपान निषिद्ध,ଧୂମପାନ ନକରିବା
उल्लेखनीय,ଉଲ୍ଲେଖନୀୟ |
लागू नाही (एन.ए.),ପ୍ରଯୁଜ୍ୟ ନୁହେଁ (n.a.)
उपलब्ध नाही (एन.ए.),ଉପଲବ୍ଧ ନାହିଁ (n.a.)
टीप,ଧ୍ୟାନ ଦିଅନ୍ତୁ
सूचना,ନୋଟିସ୍
लक्षात घेण्यासारखे,ଆଖିଦୃଶିଆ |
सूचना,ବିଜ୍ଞପ୍ତି
अधिसूचित क्षेत्र,ବିଜ୍ଞପ୍ତି କ୍ଷେତ୍ର
नोटिंग आणि मसुदा,ଧ୍ୟାନ ଦେବା ଏବଂ ଡ୍ରାଫ୍ଟ କରିବା |
कल्पित वेतन,Notalt ଦେୟ
बोलण्यायोग्य नाही,ବୁ negoti ାମଣା ନୁହେଁ
बोलण्यायोग्य साधन नाही,ବୁ negoti ାମଣା ଯନ୍ତ୍ର ନୁହେଁ |
न्यूक्लियस,ନ୍ୟୁକ୍ଲିୟସ୍
निरर्थक,ନଲ୍
शून्य आणि शून्य,ନଲ୍ ଏବଂ ଶୂନ୍ୟ |
क्रमांक,ସଂଖ୍ୟା
क्रमांकन,ସଂଖ୍ୟା
अंक,ସଂଖ୍ୟା
शपथ,ଶପଥ
निष्ठा शपथ,ସହାନୁସାର ଶପଥ କର |
कार्यालयाची शपथ,ଅଫିସରେ ଶପଥ
आज्ञाधारक,ଆଜ୍ଞା
शब्द,Obituary
ऑब्जेक्ट,ବସ୍ତୁ
आक्षेप,ଆପତ୍ତି
उद्दीष्ट,ଉଦ୍ଦେଶ୍ୟ
वस्तू आणि कारणे,ବସ୍ତୁ ଏବଂ କାରଣଗୁଡ଼ିକ |
अनिवार्य,ବାଧ୍ୟତାମୂଳକ
अश्लील,ଅଶ୍ଳୀଳ
अश्लील हावभाव,ଅଶ୍ଳୀଳ ଅଙ୍ଗଭଙ୍ଗୀ |
निरीक्षक,ପର୍ଯ୍ୟବେକ୍ଷକ
अप्रचलित,ପୁରୁଣା
अडथळा,ବାଧା
स्पष्ट,ସ୍ପଷ୍ଟ
अधूनमधून,ବେଳେବେଳେ
भोगवटा,ସ୍ଥାନ
व्यापक,ଦଖଲକାରୀ
व्यवसाय,ବୃତ୍ତି
व्यापू,ଦଖଲ କରନ୍ତୁ |
ऑक्ट्रोई कर्तव्य,ଅକ୍ଟ୍ରୋ କି ଡ୍ୟୁଟି |
सुट्टीचा दिवस,ଛୁଟି ଦିନ
कामावर नसणे,ଡ୍ୟୁଟି ଅଫ୍ କର୍ତ୍ତବ୍ୟ
आक्षेपार्ह,ଆପତ୍ତିଜନକ |
ऑफर,ଅଫର୍
भेटीची ऑफर,ନିଯୁକ୍ତି ପ୍ରଦାନ
कार्यालय,କାର୍ଯ୍ୟାଳୟ
नफा कार्यालय,ଲାଭ କାର୍ଯ୍ୟାଳୟ
अधिकृत,ସରକାରୀ
अधिकृतम,ଅଫିସିଆଲ୍
अधिकृत कर्तव्य,ସରକାରୀ କର୍ତ୍ତବ୍ୟ
अधिकृत,ଅଧିକାରୀମାନେ
अधिकृत भाषा,ସରକାରୀ ଭାଷା |
अधिकृतपणे,ଆନୁଷ୍ଠାନିକ ଭାବରେ |
अधिकृत अहवाल,ସରକାରୀ ରିପୋର୍ଟ
अधिकृत आवृत्ती,ସରକାରୀ ସଂସ୍କରଣ
अधिकृत,ଅଧିକାରୀ
रेकॉर्ड बंद,ରେକର୍ଡ ବନ୍ଦ
ठीक आहे (ओ.के.),ଠିକ ଅଛି (o.k.)
लोकपाल,ଓମ୍ଫେଡ୍ସମ୍ୟାନ୍
खाते अनुदान वर,ଆକାଉଣ୍ଟ୍ ଗ୍ରାଣ୍ଟରେ |
मागणीवर,ଦରକାର ଅନୁସାର
कर्तव्य,କାର୍ଯ୍ୟରତ
एक बाजू,ଗୋଟିଏପାଖିଆ |
लाइन वर,ଲାଇନ୍ରେ
विशिष्ट कर्तव्य,ବିଶେଷ କର୍ତ୍ତବ୍ୟ
नोकरीच्या प्रशिक्षणात,ଚାକିରି ତାଲିମ ଉପରେ |
ओनस,ଓଲସ୍
मुक्त दिवस,ଖୋଲା ଦିନ
ओपन सिस्टम,ଖୋଲା ସିଷ୍ଟମ୍
उघडत आहे,ଖୋଲିବା
प्रारंभिक शिल्लक,ସନ୍ତୁଳନ ଖୋଲିବା |
उघडण्याची वेळ,ଖୋଲିବା ଘଣ୍ଟା |
मुक्त शिक्षण,ଶିଖିବା
खुले पत्र,ଖୋଲ |
मुक्त विद्यापीठ,ବିଶ୍ୱବିଦ୍ୟାଳୟ ଖୋଲନ୍ତୁ |
ऑपरेटिंग किंमत,ପରିଚାଳନା ମୂଲ୍ୟ
ऑपरेटिंग स्टाफ,ଅପରେଟିଂ କର୍ମଚାରୀ |
ऑपरेशन,ଅପରେସନ୍
ऑपरेटिव्ह,ଅପରେଟର୍ ଲୋଗ୍ |
मत,ମତ
विरोधी,ବିରୋଧୀ
पर्याय,ବିକଳ୍ପ
तोंडी,ମ oral ଖିକ |
ऑर्डर,କ୍ରମ
ऑर्डर तपासणी,ଅର୍ଡର ଯାଞ୍ଚ କରନ୍ତୁ |
आरक्षणाचा आदेश,ସଂରକ୍ଷଣର କ୍ରମ
अध्यादेश,ଅର୍ଡିନାନ୍ସ
संस्था,ସଂଗଠନ |
संघटनेचा आलेख,ସଂଗଠନ ଚାର୍ଟ |
आयोजक,ସଂଗଠକ
देणारं,Oriensted
मूळ,ମୂଳ
मूळ विभाग,ମୂଳ ବିଭାଗ
मूळ विक्री डीड,ମୂଳ ବିକ୍ରୟ କାର୍ଯ୍ୟ
ओस्टेंसिबल मालक,ଓଟେନସେନିବଲ୍ ମାଲିକ |
उद्रेक,ବିସ୍ଫୋରଣ
पोशाख भत्ता,ପୋଷାକ ଭତ୍ତା
आउटगोइंग मेंबर,ବହିର୍ଗତ ବ୍ୟକ୍ତି
आउटगोइंग फाईल,ଯାଉଥିବା ଫାଇଲ
खर्च,ଆଉଟଲେସ୍
आउटलेट,ଆଉଟଲେଟ୍
बाह्यरेखा,ବାହ୍ୟରେଖା
आउटलुक,ଦୃଷ୍ଟିକୋଣ
कोर्टाबाहेर,କୋର୍ଟ ବାହାରେ
कालबाह्य,ପୁରୁଣା
नियमबाह्य,କ୍ରମରେ
मुद्रण बाहेर,ମୁଦ୍ରଣ ବାହାରେ
वळण बाहेर,ଟର୍ନରୁ
टर्न वाटपाच्या बाहेर,ଟର୍ନ୍ ବଣ୍ଟନ ବାହାରେ |
चौकी,ଆଉଟପୋଷ୍ଟ |
आउटपुट,ଆଉଟପୁଟ୍
पूर्णपणे खरेदी,ସଠିକ୍ କ୍ରୟ |
आउटसोर्स,ଆଉଟସୋର୍ସ
थकबाकी,ଉଲ୍ଲେଖନୀୟ
वय जास्त,ବୟସରୁ ଅଧିକ
एकंदरीत,ମୋଟ ଉପରେ
एकूणच तूट,ସାମଗ୍ରିକ ନିଅଣ୍ଟ |
ओव्हर बिलिंग,ବିଲିଂ ଉପରେ
ओव्हरचार्ज,ଓଭରଚାର୍ଜ
थकीत,ସମୟସୀମା
अत्यल्प मूल्य,ଅତ୍ୟଧିକ ସମୟ
ओव्हरहेड चार्ज,ଓଭରହେଡ୍ ଚାର୍ଜ |
आच्छादित,ଓଭରଲେପ୍ |
