Gujarati,Malayalam
તાર્કિક IF,ലോജിക്കൽ IF
લોજિકલ કામગીરી,ലോജിക്കൽ പ്രവർത്തനം
લોજિકલ ઓપરેટર,ലോജിക്കൽ ഓപ്പറേറ്റർ
તાર્કિક સંબંધ,ലോജിക്കൽ ബന്ധം
તાર્કિક યોજના,ലോജിക്കൽ സ്കീം
તાર્કિક પ્રતીક,ലോജിക്കൽ ചിഹ്നം
તાર્કિક પ્રકાર,ലോജിക്കൽ തരം
તાર્કિક મૂલ્ય,ലോജിക്കൽ മൂല്യം
લોજિકલ ચલ,ലോജിക്കൽ വേരിയബിൾ
આગળ જુઓ કેરી,മുന്നോട്ട് നോക്കൂ
સેટ આગળ જુઓ,മുന്നോട്ട് നോക്കൂ
જુઓ,തിരയൽ
લૂપ,ലൂപ്പ്
લૂપ નિયંત્રણ,ലൂപ്പ് നിയന്ത്രണം
લૂપ આરંભ,ലൂപ്പ് സമാരംഭം
લૂપ ફેરફાર,ലൂപ്പ് പരിഷ്ക്കരണം
લૂપ નેટવર્ક,ലൂപ്പ് നെറ്റ്വർക്ക്
લૂપ શરૂઆત,ലൂപ്പ് ആരംഭം
લૂપ સમાપ્તિ,ലൂപ്പ് അവസാനിപ്പിക്കൽ
લૂપ-બેક ટેસ્ટ,ലൂപ്പ്-ബാക്ക് ടെസ്റ്റ്
ઢીલી રીતે જોડાયેલી,അയഞ്ഞ കപ്പിൾഡ്
લોસલેસ કમ્પ્રેશન,നഷ്ടമില്ലാത്ത കംപ്രഷൻ
નુકસાનકારક કમ્પ્રેશન,നഷ്ടമായ കംപ്രഷൻ
ઓછી બાઈટ,കുറഞ്ഞ ബൈറ്റ്
નિમ્ન સ્તરની ભાષા,താഴ്ന്ന നിലയിലുള്ള ഭാഷ
નીચા પાસ ફિલ્ટર,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
ના જેટલું કે તેનાથી ઓછું,താഴ്ന്ന പരിധി
મેક પ્રોટોકોલ (મધ્યમ ઍક્સેસ નિયંત્રણ),മാക് പ്രോട്ടോക്കോൾ (ഇടത്തരം പ്രവേശന നിയന്ത്രണം)
મશીન,യന്ത്രം
મશીન સરનામું,മെഷീൻ വിലാസം
મશીન કોડ,മെഷീൻ കോഡ്
મશીન ચક્ર,മെഷീൻ സൈക്കിൾ
મશીન આધારિત ભાષા,യന്ത്രത്തെ ആശ്രയിക്കുന്ന ഭാഷ
મશીન આધારિત સોફ્ટવેર,മെഷീൻ ആശ്രിത സോഫ്റ്റ്വെയർ
મશીનની ભૂલ,യന്ത്ര പിശക്
મશીન નિષ્ક્રિય સમય,മെഷീൻ നിഷ്ക്രിയ സമയം
મશીન સ્વતંત્ર ભાષા,യന്ത്ര സ്വതന്ത്ര ഭാഷ
મશીન સૂચના,യന്ത്ര നിർദ്ദേശം
મશીન બુદ્ધિ,യന്ത്ര ബുദ്ധി
મશીન ભાષા,യന്ത്രഭാഷ
મશીન લર્નિંગ,യന്ത്ര പഠനം
મશીન કામગીરી,യന്ത്ര പ്രവർത്തനം
મશીન લક્ષી ભાષા,യന്ത്രാധിഷ്ഠിത ഭാഷ
મશીન ચલાવવું,മെഷീൻ റൺ
મશીન સિમ્યુલેશન,മെഷീൻ സിമുലേഷൻ
મશીનનો સમય બગડ્યો,മെഷീൻ കേടായ സമയം
મશીન અનુવાદ,യന്ത്ര വിവർത്തനം
મશીન શબ્દ,യന്ത്ര വാക്ക്
મેક્રો (=મેક્રો સૂચના),മാക്രോ (=മാക്രോ നിർദ്ദേശം)
મેક્રો દલીલ,മാക്രോ വാദം
મેક્રો એસેમ્બલી પ્રોગ્રામ,മാക്രോ അസംബ്ലി പ്രോഗ്രാം
મેક્રો કોલ,മാക്രോ കോൾ
મેક્રો કોડ,മാക്രോ കോഡ്
મેક્રો આદેશ,മാക്രോ കമാൻഡ്
મેક્રો ઘોષણા,മാക്രോ പ്രഖ്യാപനം
મેક્રો વ્યાખ્યા,മാക്രോ നിർവചനം
મેક્રો ફ્લો ચાર્ટ,മാക്രോ ഫ്ലോ ചാർട്ട്
મેક્રો જનરેટર,മാക്രോ ജനറേറ്റർ
મેક્રો સૂચના,മാക്രോ നിർദ്ദേശം
મેક્રો ભાષા,മാക്രോ ഭാഷ
મેક્રો લાઇબ્રેરી,മാക്രോ ലൈബ്രറി
મેક્રો પરિમાણ,മാക്രോ പാരാമീറ്റർ
મેક્રો પ્રોસેસિંગ,മാക്രോ പ്രോസസ്സിംഗ്
મેક્રો પ્રોસેસર,മാക്രോ പ്രൊസസർ
મેક્રો પ્રોગ્રામિંગ,മാക്രോ പ്രോഗ്രാമിംഗ്
મેક્રો પ્રોટોટાઇપ,മാക്രോ പ്രോട്ടോടൈപ്പ്
મેક્રો-કોડિંગ,മാക്രോ-കോഡിംഗ്
મેગાબાઈટ (MB),മാഗബൈറ്റ് (MB)
જાદુઈ પાત્ર,മാന്ത്രിക കഥാപാത്രം
જાદુઈ સંખ્યા,മാന്ത്രിക സംഖ്യ
ચુંબકીય બબલ મેમરી,കാന്തിക ബബിൾ മെമ്മറി
ચુંબકીય કાર્ડ,കാന്തിക കാർഡ്
ચુંબકીય કોષ,കാന്തിക കോശം
ચુંબકીય પાત્ર,കാന്തിക സ്വഭാവം
ચુંબકીય કોર સંગ્રહ,കാന്തിക കോർ സംഭരണം
ચુંબકીય ડિસ્ક,കാന്തിക ഡിസ്ക്
ચુંબકીય ડિસ્ક સરનામું,കാന്തിക ഡിസ്ക് വിലാസം
ચુંબકીય ડિસ્ક મેમરી,മാഗ്നറ്റിക് ഡിസ്ക് മെമ്മറി
ચુંબકીય ડ્રમ,കാന്തിക ഡ്രം
ચુંબકીય એન્કોડિંગ,കാന്തിക എൻകോഡിംഗ്
ચુંબકીય વડા,കാന്തിക തല
ચુંબકીય શાહી,കാന്തിക മഷി
ચુંબકીય શાહી અક્ષર ઓળખ (MICR),കാന്തിക മഷി പ്രതീക തിരിച്ചറിയൽ (MICR)
ચુંબકીય માધ્યમ,കാന്തിക മാധ്യമം
ચુંબકીય વાંચન,കാന്തിക വായന
ચુંબકીય રેકોર્ડિંગ,കാന്തിക റെക്കോർഡിംഗ്
ચુંબકીય સંગ્રહ,കാന്തിക സംഭരണം
ચુંબકીય પટ્ટી,കാന്തിക സ്ട്രിപ്പ്
ચુંબકીય ટેપ,കാന്തിക ടേപ്പ്
ચુંબકીય ટેપ કારતૂસ,കാന്തിക ടേപ്പ് കാട്രിഡ്ജ്
ચુંબકીય ટેપ ડ્રાઇવ,കാന്തിക ടേപ്പ് ഡ്രൈവ്
ચુંબકીય ટેપ હેડર,കാന്തിക ടേപ്പ് തലക്കെട്ട്
ચુંબકીય ટેપ ગ્રંથપાલ,മാഗ്നറ്റിക് ടേപ്പ് ലൈബ്രേറിയൻ
ચુંબકીય ટેપ પરિવહન,കാന്തിക ടേപ്പ് ഗതാഗതം
ચુંબકીય ટેપ એકમ,കാന്തിക ടേപ്പ് യൂണിറ്റ്
ચુંબકીય પાતળી ફિલ્મ,കാന്തിക നേർത്ത ഫിലിം
ચુંબકીય ટ્રેક,കാന്തിക ട്രാക്ക്
મેગ્નેટો ઓપ્ટિક સ્ટોરેજ,മാഗ്നെറ്റോ ഒപ്റ്റിക് സംഭരണം
મેગ્નેટોગ્રાફિક પ્રિન્ટર,മാഗ്നെറ്റോഗ്രാഫിക് പ്രിന്റർ
મેગ્નેટોસ્ટ્રિક્શન,മാഗ്നെറ്റോസ്ട്രിക്ഷൻ
મેગ્નેટોસ્ટ્રેક્ટિવ ટેબ્લેટ,മാഗ്നെറ്റോസ്ട്രിക്റ്റീവ് ടാബ്ലറ്റ്
મેઈલ બોક્સ,മെയിൽ ബോക്സ്
મેલ મર્જ,മെയിൽ ലയനം
મુખ્ય નિયંત્રણ એકમ,പ്രധാന നിയന്ത്രണ യൂണിറ്റ്
મુખ્ય ફ્રેમ,പ്രധാന ഫ്രെയിം
મુખ્ય ફ્રેમ સિસ્ટમ,പ്രധാന ഫ്രെയിം സിസ്റ്റം
મુખ્ય મેમરી,പ്രധാന മെമ്മറി
મુખ્ય કાર્યક્રમ,പ്രധാന പ്രോഗ്രാം
મુખ્ય સંગ્રહ,പ്രധാന സംഭരണം
મુખ્ય સ્વીચ,പ്രധാന സ്വിച്ച്
જાળવણી,മെയിന്റനൻസ്
જાળવણી પેનલ,മെയിന്റനൻസ് പാനൽ
જાળવણી સમય,അറ്റകുറ്റപ്പണി സമയം
મુખ્ય ચક્ર,പ്രധാന ചക്രം
મુખ્ય ઉપકરણ,പ്രധാന ഉപകരണം
મુખ્ય ચાવી,പ്രധാന കീ
મુખ્ય રાજ્ય,പ്രധാന സംസ്ഥാനം
મુખ્ય માળખું,പ്രധാന ഘടന
મુખ્ય કાર્ય,പ്രധാന ദൗത്യം
બહુમતી તત્વ,ഭൂരിപക്ഷ ഘടകം
બહુમતી દરવાજો,ഭൂരിപക്ഷ ഗേറ്റ്
બહુમતી કામગીરી,ഭൂരിപക്ഷ പ്രവർത്തനം
મેકઅપ સમય,മേക്കപ്പ് സമയം
ખામીયુક્ત નિયમિત,തകരാർ പതിവ്
સંચાલન વિકાસ,മാനേജ്മെന്റ് വികസനം
મેનેજમેન્ટ ઇન્ફોર્મેશન સિસ્ટમ (MIS),മാനേജ്മെന്റ് ഇൻഫർമേഷൻ സിസ്റ്റം (എംഐഎസ്)
મેનેજમેન્ટ વિજ્ઞાન,മാനേജ്മെന്റ് സയൻസ്
માન્ચેસ્ટર કોડિંગ,മാഞ്ചസ്റ്റർ കോഡിംഗ്
મેનીફોલ્ડિંગ,മാനിഫോൾഡിംഗ്
મેનિપ્યુલેટેડ ચલ,കൃത്രിമ വേരിയബിൾ
ઇન્ડેક્સીંગની હેરફેર,സൂചികയിൽ കൃത്രിമം കാണിക്കുന്നു
મેન-મશીન સિમ્યુલેશન,മനുഷ്യ-മെഷീൻ സിമുലേഷൻ
મેન્યુઅલ એડ્રેસ સ્વીચ,സ്വമേധയാലുള്ള വിലാസ സ്വിച്ച്
મેન્યુઅલ વિશ્લેષણ,മാനുവൽ വിശകലനം
મેન્યુઅલ જવાબો,മാനുവൽ ഉത്തരം
મેન્યુઅલ એન્ટ્રી,മാനുവൽ എൻട്രി
મેન્યુઅલ વિનિમય,മാനുവൽ എക്സ്ചേഞ്ച്
મેન્યુઅલ ઇનપુટ,മാനുവൽ ഇൻപുട്ട്
મેન્યુઅલ કામગીરી,മാനുവൽ പ്രവർത്തനം
ઘણા થી ઘણા સંબંધ,പലതും പലതുമായ ബന്ധം
ઘણા થી એક ડીકોડર,പലതും ഒരു ഡീകോഡറും
નકશા પદ્ધતિ,മാപ്പ് രീതി
મેપિંગ,മാപ്പിംഗ്
માર્જિન,മാർജിൻ
માર્જિન ભૂલ,മാർജിൻ പിശക്
સીમાંત ચેક,മാർജിനൽ ചെക്ക്
સીમાંત કસોટી,മാർജിനൽ ടെസ്റ്റ്
માર્ક શોધ,അടയാളം കണ്ടെത്തൽ
માર્ક વાંચન,മാർക്ക് വായന
માર્ક સ્કેનિંગ,അടയാളം സ്കാനിംഗ്
માર્ક સેન્સ,മാർക്ക് സെൻസ്
માર્કર,മാർക്കർ
માર્કિંગ,അടയാളപ്പെടുത്തുന്നു
ચિહ્નિત તરંગ,അടയാളപ്പെടുത്തൽ തരംഗം
માર્કોવ સાંકળ,മാർക്കോവ് ചെയിൻ
માર્કોવ સ્ત્રોત,മാർക്കോവ് ഉറവിടം
માર્ક-અપ ભાષા,അടയാളപ്പെടുത്തൽ ഭാഷ
મેસર,മാസർ
મેસર,മാസർ
મહોરું,മുഖംമൂടി
માસ્ક બીટ,മുഖംമൂടി ബിറ്റ്
માસ્ક પ્રોગ્રામેબલ ઉપકરણ,മാസ്ക് പ്രോഗ്രാമബിൾ ഉപകരണം
માસ્ક રજીસ્ટર,മാസ്ക് രജിസ്റ്റർ
માસ્ક કરેલ ROM,മുഖംമൂടി ധരിച്ച റോം
માસ્કીંગ,മാസ്കിംഗ്
માસ ડેટા,ബഹുജന ഡാറ്റ
માસ મેમરી,മാസ് മെമ്മറി
મોટા પાયે સમાંતર,വൻതോതിൽ സമാന്തരമായി
માસ્ટર,മാസ്റ്റർ
માસ્ટર કાર્ડ,മാസ്റ്റർ കാർഡ്
મુખ્ય ઘડિયાળ,മാസ്റ്റർ ക്ലോക്ക്
માસ્ટર કન્સોલ,മാസ്റ്റർ കൺസോൾ
મુખ્ય ડેટા,മാസ്റ്റർ ഡാറ്റ
માસ્ટર ડાયાગ્રામ,മാസ്റ്റർ ഡയഗ്രം
માસ્ટર ફાઇલ,മാസ്റ്റർ ഫയൽ
મુખ્ય જૂથ,മാസ്റ്റർ ഗ്രൂപ്പ്
મુખ્ય કી,മാസ്റ്റർ കീ
માસ્ટર લાઇબ્રેરી ટેપ,മാസ്റ്റർ ലൈബ്രറി ടേപ്പ്
મુખ્ય પ્રોસેસર,മാസ്റ്റർ പ്രൊസസർ
માસ્ટર પ્રોગ્રામ,മാസ്റ്റർ പ്രോഗ്രാം
મુખ્ય સ્ટેશન,മാസ്റ്റർ സ്റ്റേഷൻ
મુખ્ય ટેપ,മാസ്റ്റർ ടേപ്പ്
મુખ્ય ટર્મિનલ,മാസ്റ്റർ ടെർമിനൽ
માસ્ટર/સ્લેવ ઉપકરણ,മാസ്റ്റർ/സ്ലേവ് ഉപകരണം
માસ્ટર/સ્લેવ સિસ્ટમ,യജമാനൻ/അടിമ സംവിധാനം
મેચ,പൊരുത്തം
મેચિંગ,പൊരുത്തപ്പെടുന്നു
ગાણિતિક પ્રોગ્રામિંગ,ഗണിത പ്രോഗ്രാമിംഗ്
ગાણિતિક સિમ્યુલેશન,ഗണിത അനുകരണം
મેટ્રિક્સ,മാട്രിക്സ്
મેટ્રિક્સ પ્રિન્ટર,മാട്രിക്സ് പ്രിന്റർ
મેટ્રિક્સ સ્વીચ,മാട്രിക്സ് സ്വിച്ച്
મેટ્રિક્સ ટેબલ,മാട്രിക്സ് പട്ടിക
મેક્સી કમ્પ્યુટર,പരമാവധി കമ്പ്യൂട്ടർ
મેક્સિકોમ્પ્યુટર,മാക്സികമ്പ്യൂട്ടർ
મહત્તમ તત્વ,പരമാവധി ഘടകം
મહત્તમ (પ્રમાણભૂત રકમ શબ્દ),പരമാവധി (സാധാരണ തുക കാലാവധി)
મેક્સવેલ ડિમન,മാക്സ്വെൽ ഡെമൺ
મીન,അർത്ഥം
અર્થ સમારકામ સમય,അറ്റകുറ്റപ്പണി സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
નિષ્ફળતા વચ્ચેનો સરેરાશ સમય (MTBF),പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
નિષ્ફળતા વચ્ચેનો સરેરાશ સમય (MTBF),പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
નિષ્ફળતાનો સમય,പരാജയത്തിന്റെ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
સમારકામ માટેનો સમય,നന്നാക്കാനുള്ള സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
સમારકામ માટેનો સરેરાશ સમય (MTTR),നന്നാക്കാനുള്ള ശരാശരി സമയം (MTTR)
મધ્યમ પાયે એકીકરણ (MSI),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
મધ્યમ પાયે એકીકરણ (MSI),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
મધ્યમ ગાળાના સંગ્રહ ઉપકરણ,ഇടത്തരം സംഭരണ ഉപകരണം
મેગાબીટ પ્રતિ સેકન્ડ (MB Ps),മെഗാബിറ്റ് പെർ സെക്കൻഡ് (MB Ps)
સભ્ય પદાર્થ,അംഗ വസ്തു
સભ્ય રેકોર્ડ,അംഗ റെക്കോർഡ്
મેમરી,മെമ്മറി
મેમરી એરે,മെമ്മറി അറേ
મેમરી બેંક,മെമ്മറി ബാങ്ക്
મેમરી બફર રજિસ્ટર,മെമ്മറി ബഫർ രജിസ്റ്റർ
મેમરી બસ,മെമ്മറി ബസ്
મેમરી કાર્ડ,മെമ്മറി കാര്ഡ്
મેમરી સેલ,മെമ്മറി സെൽ
મેમરી કોમ્પેક્શન,മെമ്മറി കോംപാക്ഷൻ
મેમરી કોર,മെമ്മറി കോർ
મેમરી ચક્ર,മെമ്മറി സൈക്കിൾ
મેમરી ડેટા રજિસ્ટર,മെമ്മറി ഡാറ്റ രജിസ്റ്റർ
મેમરી ડમ્પ,മെമ്മറി ഡംപ്
મેમરી વિનિમય,മെമ്മറി എക്സ്ചേഞ്ച്
મેમરી વંશવેલો,മെമ്മറി ശ്രേണി
મેમરી સૂચના,മെമ്മറി നിർദ്ദേശം
મેમરી મેનેજમેન્ટ,മെമ്മറി മാനേജ്മെന്റ്
મેમરી નકશો,മെമ്മറി മാപ്പ്
મેમરી મેપ કરેલ I/O,മെമ്മറി മാപ്പ് ചെയ്ത I/O
મેમરી મોડેલ,മെമ്മറി മോഡൽ
મેમરી મોડ્યુલ,മെമ്മറി മൊഡ്യൂൾ
મેમરી પોઇન્ટર રજીસ્ટર,മെമ്മറി പോയിന്റർ രജിസ്റ്റർ
મેમરી પાવર,ഓർമ്മ ശക്തി
મેમરી રક્ષણ,മെമ്മറി സംരക്ഷണം
મેમરી સંદર્ભ સૂચના,മെമ്മറി റഫറൻസ് നിർദ്ദേശം
મેમરી નિવાસી કાર્યક્રમ,മെമ്മറി റസിഡന്റ് പ്രോഗ്രാം
મેમરી યુનિટ,മെമ്മറി യൂണിറ്റ്
મેનુ,മെനു
મેનુ બાર,മെനു ബാർ
મેનુ ડ્રાઈવ,മെനു ഡ്രൈവ്
મેનુ પસંદગી,മെനു തിരഞ്ഞെടുക്കൽ
મેનુ આધારિત કાર્યક્રમ,മെനു അടിസ്ഥാനമാക്കിയുള്ള പ്രോഗ്രാം
મર્જ કરો,ലയിപ്പിക്കുക
વિનિમય સૉર્ટ મર્જ કરો,എക്സ്ചേഞ്ച് സോർട്ട് ലയിപ്പിക്കുക
મર્જ સૉર્ટ,ലയിപ്പിക്കുക
મર્જિંગ,ലയിപ്പിക്കുന്നു
જાળીદાર નેટવર્ક,മെഷ് നെറ്റ്വർക്ക്
મેસેજિંગ,സന്ദേശമയയ്‌ക്കൽ
સંદેશ,സന്ദേശം
સંદેશ પ્રમાણીકરણ,സന്ദേശ പ്രാമാണീകരണം
સંદેશ બોક્સ,സന്ദേശ ബോക്സ്
સંદેશ સર્કિટ,സന്ദേശ സർക്യൂട്ട്
સંદેશ ફોર્મેટ,സന്ദേശ ഫോർമാറ്റ്
સંદેશ હેડર,സന്ദേശ തലക്കെട്ട്
સંદેશ મોડ,സന്ദേശ മോഡ്
સંદેશ પસાર,സന്ദേശം കൈമാറുന്നു
સંદેશ મતદાન,സന്ദേശ വോട്ടെടുപ്പ്
સંદેશ કતાર,സന്ദേശ ക്യൂ
સંદેશ સ્વીચ,സന്ദേശ സ്വിച്ച്
સંદેશ ટેક્સ્ટ,സന്ദേശ വാചകം
સંદેશ ટ્રાન્સફર એજન્ટ,സന്ദേശ കൈമാറ്റ ഏജന്റ്
મેટા એસેમ્બલર,മെറ്റാ അസംബ്ലർ
મેટા વર્ગ,മെറ്റാ ക്ലാസ്
મેટા સંકલન,മെറ്റാ സമാഹാരം
મેટા કમ્પાઇલર,മെറ്റാ കമ്പൈലർ
મેટા ભાષા,മെറ്റാ ഭാഷ
મેટા નેટવર્ક,മെറ്റാ നെറ്റ്വർക്ക്
મેટા સિસ્ટમ,മെറ്റാ സിസ്റ്റം
પદ્ધતિ,രീതി
મેટ્રોપોલિટન એરિયા નેટવર્ક (MAN),മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക് (MAN)
સૂક્ષ્મ,മൈക്രോ
માઇક્રો કોડ,മൈക്രോ കോഡ്
માઇક્રો કમ્પ્યુટર,മൈക്രോ കമ്പ്യൂട്ടർ
માઇક્રો કંટ્રોલર,മൈക്രോ കൺട്രോളർ
સૂક્ષ્મ ચક્ર,മൈക്രോ സൈക്കിൾ
માઇક્રો ઇલેક્ટ્રોનિક મિકેનિકલ સિસ્ટમ (MEMS),മൈക്രോ ഇലക്ട്രോണിക് മെക്കാനിക്കൽ സിസ്റ്റം (MEMS)
માઇક્રો ઇલેક્ટ્રોનિક્સ,മൈക്രോ ഇലക്ട്രോണിക്സ്
સૂક્ષ્મ લઘુ અધિકૃતતા,മൈക്രോ മിനി ഓതറൈസേഷൻ
માઇક્રો ઓર્ડર,മൈക്രോ ഓർഡർ
માઇક્રો/મેઇનફ્રેમ લિંક,മൈക്രോ/മെയിൻഫ്രെയിം ലിങ്ക്
માઇક્રોચિપ,മൈക്രോചിപ്പ്
માઇક્રોકોબોલ,മൈക്രോകോബോൾ
માઇક્રોકોડ,മൈക്രോകോഡ്
માઇક્રોફિચે,മൈക്രോഫിഷ്
માઇક્રોફ્લોપી,മൈക്രോഫ്ലോപ്പി
માઇક્રોફોર્મ રીડર,മൈക്രോഫോം റീഡർ
માઇક્રોફ્રેમ,മൈക്രോഫ്രെയിം
માઈક્રોગ્રાફિક્સ,മൈക്രോഗ്രാഫിക്സ്
માઇક્રોફોન,മൈക്രോഫോൺ
માઇક્રોફોટોગ્રાફ,മൈക്രോഫോട്ടോഗ്രാഫ്
માઇક્રોપ્રોસેસિંગ એકમ,മൈക്രോപ്രൊസസിംഗ് യൂണിറ്റ്
માઇક્રોપ્રોસેસર,മൈക്രോപ്രൊസസർ
માઇક્રોપ્રોસેસર ચિપ,മൈക്രോപ്രൊസസർ ചിപ്പ്
માઇક્રોપ્રોસેસર કમ્પાઇલર,മൈക്രോപ്രൊസസർ കമ്പൈലർ
માઇક્રોપ્રોસેસર યુનિટ (MPU),മൈക്രോപ്രൊസസർ യൂണിറ്റ് (എംപിയു)
માઇક્રોપ્રોગ્રામ,മൈക്രോപ്രോഗ്രാം
માઇક્રોસિક્વન્સ,മൈക്രോസെക്വൻസ്
માઈક્રોસોફ્ટ,മൈക്രോസോഫ്റ്റ്
માઇક્રોસોફ્ટ વિન્ડોઝ,മൈക്രോസോഫ്റ്റ് വിൻഡോകൾ
માઇક્રોવેવ,മൈക്രോവേവ്
માઇક્રોવેવ લિંક,മൈക്രോവേവ് ലിങ്ക്
માઇક્રોવેવ પ્રચાર,മൈക്രോവേവ് പ്രചരണം
મધ્યમ સંચાલન,മധ്യ മാനേജ്മെന്റ്
મિડલવેર,മിഡിൽവെയർ
મિડીકોમ્પ્યુટર,മിഡികമ്പ്യൂട്ടർ
મધ્યબિંદુ,മധ്യഭാഗം
મધ્યસત્ર,ഇടക്കാല
સ્થળાંતરનો માર્ગ,മൈഗ്രേഷൻ പാത
મિલિયન સૂચના પ્રતિ સેકન્ડ (MIPS),സെക്കൻഡിൽ ദശലക്ഷം നിർദ്ദേശങ്ങൾ (MIPS)
મિની કોમ્પ્યુટર,മിനികമ്പ്യൂട്ടർ
મિનિડિસ્કેટ,മിനിഡിസ്കെറ്റ്
ન્યૂનતમ કર્નલ,ഏറ്റവും കുറഞ്ഞ കേർണൽ
ન્યૂનતમ ઉત્પાદન,കുറഞ്ഞ ഉൽപ്പന്നം
ન્યૂનતમ વૃક્ષ,ഏറ്റവും കുറഞ്ഞ വൃക്ഷം
મિનિમેક્સ (ન્યૂનતમ-મહત્તમ) અલ્ગોરિધમ,മിനിമാക്സ് (മിനി-മാക്സ്) അൽഗോരിതം
ન્યૂનતમ પ્રક્રિયા,മിനിമാക്സ് നടപടിക്രമം
લઘુત્તમ ખર્ચ ફેલાયેલા વૃક્ષ,ഏറ്റവും കുറഞ്ഞ ചെലവ് പരന്നുകിടക്കുന്ന മരം
ન્યૂનતમ લેટન્સી કોડિંગ,ഏറ്റവും കുറഞ്ഞ ലേറ്റൻസി കോഡിംഗ്
નાનું ઉપકરણ,ചെറിയ ഉപകരണം
મિન્ટેરિમ,മിന്ററിം
માઈનસ ધ્વજ,മൈനസ് പതാക
માઈનસ ધ્વજ,മൈനസ് പതാക
માઈનસ ઝોન,മൈനസ് സോൺ
અરીસો,കണ്ണാടി
મિરર સાઇટ,കണ്ണാടി സൈറ്റ്
મિશ્ર-મૂલક સંકેત,മിക്സഡ്-റാഡിക്സ് നൊട്ടേഷൻ
મિક્સર,മിക്സർ
નેમોનિક,ഓർമ്മപ്പെടുത്തൽ
નેમોનિક સરનામું,സ്മരണിക വിലാസം
નેમોનિક્સ,മെമ്മോണിക്സ്
મોબાઈલ,മൊബൈൽ
મોબાઇલ કમ્પ્યુટિંગ,മൊബൈൽ കമ്പ്യൂട്ടിംഗ്
મોડલ,മോഡൽ
મોડલેસ એડિટર,മാതൃകയില്ലാത്ത എഡിറ്റർ
મોડેલિંગ,മോഡലിംഗ്
મોડેમ,മോഡം
માધ્યમ,മിതത്വം
મધ્યસ્થતા,മോഡറേഷൻ
મધ્યસ્થી,മോഡറേറ്റർ
સંશોધિત સૂચના,പരിഷ്കരിച്ച നിർദ്ദേശം
મોડિફાયર,മോഡിഫയർ
મોડિફાયર બીટ,മോഡിഫയർ ബിറ്റ്
ફેરફાર કરો,പരിഷ്ക്കരിക്കുക
મોડ્યુલર,മോഡുലാർ
મોડ્યુલારિટી,മോഡുലാരിറ്റി
મોડ્યુલેશન,മോഡുലേഷൻ
મોડ્યુલ,മൊഡ്യൂൾ
મોડ્યુલ આર્કિટેક્ચર,മൊഡ്യൂൾ ആർക്കിടെക്ചർ
મોનીટર,മോണിറ്റർ
મોનીટરીંગ કાર્યક્રમ,നിരീക്ഷണ പരിപാടി
મોનોક્રોમ ડિસ્પ્લે,മോണോക്രോം ഡിസ്പ്ലേ
મોનોલિથિક ઇન્ટિગ્રેટેડ સર્કિટ,മോണോലിത്തിക്ക് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്
મોનોલિથિક ટેકનોલોજી,മോണോലിത്തിക്ക് സാങ്കേതികവിദ്യ
મોનોસ્પેસ ફોન્ટ,മോണോസ്പേസ് ഫോണ്ട്
મોનોસ્ટેબલ,മോണോസ്റ്റബിൾ
મોનોટોરિસિટી,മോണോട്ടോറിസിറ്റി
મોર્ફ,മോർഫ്
મોર્ફીમ,മോർഫീം
મોર્ફિઝમ,മോർഫിസം
ગીરો,ജാമ്യം
mosfet (MOSFET),മോസ്ഫെറ്റ് (MOSFET)
સૌથી નોંધપાત્ર બીટ,ഏറ്റവും പ്രധാനപ്പെട്ട ബിറ്റ്
મધર બોર્ડ,മദർ ബോർഡ്
માતા રજીસ્ટર,അമ്മ രജിസ്റ്റർ
ગતિ ચિત્ર,ചലച്ചിത്രം
મોશન પિક્ચર એક્સપર્ટ્સ ગ્રુપ (MPEG),മോഷൻ പിക്ചർ വിദഗ്ധ സംഘം (എംപിഇജി)
માઉન્ટ,മൗണ്ട്
માઉસ,മൗസ്
ચાલ,നീക്കുക
પાત્ર ખસેડો,ചലിക്കുന്ന സ്വഭാവം
MS-DOS,MS-DOS
એમએસ-વિન્ડોઝ,MS-Windows
બહુવિધ પાસું,ബഹുമുഖം
મલ્ટી પ્રોસેસર,മൾട്ടി പ്രൊസസർ
મલ્ટી પ્રોગ્રામિંગ,മൾട്ടി പ്രോഗ്രാമിംഗ്
બહુવિધ કાર્ય,മൾട്ടി ടാസ്കിംഗ്
મલ્ટીબસ,മൾട്ടിബസ്
મલ્ટિકાસ્ટ,മൾട്ടികാസ്റ്റ്
મલ્ટિકાસ્ટ સરનામું,മൾട്ടികാസ്റ്റ് വിലാസം
મલ્ટીકાસ્ટિંગ,മൾട്ടികാസ്റ്റിംഗ്
મલ્ટીચીપ,മൾട്ടിചിപ്പ്
મલ્ટિક્સ,മൾട്ടിക്സ്
