English,Assamese
job sequencing,চাকৰিৰ ক্ৰমবিন্যাস
job table,চাকৰিৰ টেবুল
join (JOIN),যোগদান কৰক (JOIN)
joint photographic group (jpg),যৌথ ফটোগ্ৰাফিক গোট (jpg)
Journal,জাৰ্নেল
joy stick,জয় লাঠি
Judgement,বিচাৰ কৰা
Jump,জাপ মৰা
jump instruction,জাম্প নিৰ্দেশনা
Jumper,জাম্পাৰ
Junction,জংচন
Junk,আৱৰ্জনা
Justification,ন্যায্যতা প্ৰদান
k bytes,k বাইট
karnaugh map,karnaugh মানচিত্ৰ
karnaugh map,karnaugh মানচিত্ৰ
KB (Kilo Byte),KB (কিলো বাইট)
Kernel,কাৰ্ণেল
kernel mode,কাৰ্ণেল ধৰণ
Kerning,কেৰ্নিং
Key,চাবি
key board,কী বৰ্ড
key bounce,কী বাউন্স
key click,কি ক্লিক কৰক
key compression,কি সংকোচন
key disk,চাবি ডিষ্ক
key encryption,কি&#39; এনক্ৰিপচন
key field,কী ফিল্ড
key file,কী ফাইল
key frame,কী ফ্ৰেম
key management,কী ব্যৱস্থাপনা
key pad,কী পেড
key pad,কী পেড
key phrase,মূল বাক্যাংশ
key pulse,কী পালছ
key punch,কী পাঞ্চ
key sorting,কী সজাই পৰাই তোলা
key stroke,কী ষ্ট্ৰ&#39;ক
key to address transformation,ৰূপান্তৰক সম্বোধন কৰিবলৈ চাবিকাঠি
key to disk,ডিষ্কলৈ চাবি
key to floppy,ফ্লপিলৈ কি&#39;
key to tape,টেপলৈ চাবি
key word,মূল শব্দ
Kick,কিক
Kill,হত্যা
Kilobit,কিলোবিট
Knots,গাঁঠি
knowledge based information services,জ্ঞান ভিত্তিক তথ্য সেৱা
knowledge discovery,জ্ঞান আৱিষ্কাৰ
knowledge discovery database (KDD),জ্ঞান আৱিষ্কাৰ ডাটাবেছ (KDD)
knowledge engineering,জ্ঞান অভিযান্ত্ৰিকী
knowledge management,জ্ঞান ব্যৱস্থাপনা
knowledge worker,জ্ঞান কৰ্মী
Lan adapter,লেন এডাপ্টাৰ
Lan server,লান চাৰ্ভাৰ
LAN workplace,LAN কৰ্মস্থলী
Landscape,ভূচিত্ৰ
Landscape,ভূচিত্ৰ
Language,ভাষা
language interpreter,ভাষা দোভাষী
language processor,ভাষা প্ৰচেছৰ
language translator,ভাষা অনুবাদক
Laptop,লেপটপ
large scale integration (lsi),বৃহৎ পৰিসৰৰ সংহতি (lsi)
large scale integration (LSI),বৃহৎ পৰিসৰৰ সংহতি (LSI)
Laser,লেজাৰ
laser printer,লেজাৰ প্ৰিন্টাৰ
last in first out (LIFO),লাষ্ট ইন ফাৰ্ষ্ট আউট (LIFO)
Layer,স্তৰ
Layout,গাঁথনি
Leaf,পাত
leaf node,পাতৰ ন&#39;ড
leaf site,পাতৰ ঠাই
Lease,লীজ
leased channel,লিজত দিয়া চেনেল
leased line,লিজড লাইন
least significant bit (lsb),কম গুৰুত্বপূৰ্ণ বিট (lsb)
least significant digit,কম গুৰুত্বপূৰ্ণ অংক
legacy system,লিগেচি চিষ্টেম
Lemma ,লেমা
letter quality (LQ),চিঠিৰ মান (LQ)
Lexeme,লেক্সেম
Lexicography,লেক্সিকোগ্ৰাফী
Library,পুথিভঁৰাল
library program,লাইব্ৰেৰী প্ৰগ্ৰেম
library sub-routine,লাইব্ৰেৰী উপ-ৰুটিন
licence agrement,অনুজ্ঞাপত্ৰ চুক্তি
light emitter diode (LED),লাইট এমিটাৰ ডাইঅ&#39;ড (LED)
light gun,লাইট বন্দুক
light pen,লাইট পেন
line adapter,লাইন এডাপ্টাৰ
line editing,শাৰী সম্পাদনা
line printer,লাইন প্ৰিন্টাৰ
Linear,ৰৈখিক
lines per minute (LPM),প্ৰতি মিনিটত লাইন (LPM)
Link,লিংক
linked list,লিংক কৰা তালিকা
LINUX,LINUX
liquid crystal display (LCD),লিকুইড ক্রিষ্টাল ডিছপ্লে (LCD)
list processing,তালিকা প্ৰক্ৰিয়াকৰণ
Literal,আক্ষৰিক
Live,জীয়াই থকা
live node,লাইভ ন&#39;ড
Load,ভাৰ
load module,লোড মডিউল
Local,স্থানীয়
local access,স্থানীয় প্ৰৱেশ
local area network (Lan),স্থানীয় এলেকা নেটওয়ার্ক (Lan)
local definition,স্থানীয় সংজ্ঞা
local exchange,স্থানীয় বিনিময়
local memory,স্থানীয় স্মৃতিশক্তি
local mode,স্থানীয় ধৰণ
local variable,স্থানীয় চলক
Lock,তলা
locked file,লক কৰা ফাইল
log in=log on,লগ ইন=লগ অন কৰক
log off-log out,লগ অফ-লগ আউট
Logging,লগিং
logic analyser,যুক্তি বিশ্লেষক
logic bomb,লজিক বোমা
logic card,লজিক কাৰ্ড
logic chart (flow chart),লজিক চাৰ্ট (ফ্ল&#39; চাৰ্ট)
logic circuit,লজিক বৰ্তনী
logic design,লজিক ডিজাইন
logic diagram,লজিক ডায়েগ্ৰাম
logic flow chart,লজিক ফ্ল&#39; চাৰ্ট
logic function,লজিক ফাংচন
logic gate,লজিক গেট
logic programming,লজিক প্ৰগ্ৰেমিং
logic shift,লজিক শিফ্ট
logic state,লজিক অৱস্থা
logic switch,লজিক চুইচ
logic unit,লজিক ইউনিট
Logical,যুক্তিসংগত
logical connection,লজিকেল সংযোগ
logical data structure,লজিকেল ডাটা গঠন
logical diagram,লজিকেল ডায়েগ্ৰাম
logical expression,লজিকেল এক্সপ্ৰেচন
logical flow chart (flow chart),লজিকেল ফ্ল&#39; চাৰ্ট (ফ্ল&#39; চাৰ্ট)
logical IF,লজিকেল IF
logical operation,লজিকেল অপাৰেচন
logical operator,লজিকেল অপাৰেটৰ
logical relation,যুক্তিসংগত সম্পৰ্ক
logical scheme,যুক্তিসংগত আঁচনি
logical symbol,যুক্তিসংগত চিহ্ন
logical type,লজিকেল টাইপ
logical value,লজিকেল মান
logical variable,লজিকেল ভেৰিয়েবল
look ahead carry,আগলৈ চাওক কঢ়িয়াই লৈ ফুৰে
look ahead set,look ahead set
Look-up,চোৱা
Loop,খান্দৰি
loop control,লুপ নিয়ন্ত্ৰণ
loop initialization,লুপ আৰম্ভণি
loop modification,লুপ পৰিবৰ্তন
loop network,লুপ নেটৱাৰ্ক
loop start,লুপ আৰম্ভ
loop termination,লুপ টাৰ্মিনেচন
loop-back test,লুপ-বেক পৰীক্ষা
loosely coupled,শিথিলভাৱে সংযুক্ত
lossless compression,ক্ষতিহীন সংকোচন
lossy compression,ক্ষতিকাৰক সংকোচন
low byte,কম বাইট
low level language,নিম্নস্তৰৰ ভাষা
low pass filter,লো পাছ ফিল্টাৰ
lower bound,নিম্ন সীমা
mac protocol (medium access control),mac প্ৰটোকল (মধ্যমীয়া অভিগম নিয়ন্ত্ৰণ)
Machine,যন্ত্ৰ
machine address,মেচিনৰ ঠিকনা
machine code,মেচিন ক&#39;ড
machine cycle,মেচিন চক্ৰ
machine dependent language,মেচিন নিৰ্ভৰশীল ভাষা
machine dependent software,মেচিন নিৰ্ভৰশীল চফ্টৱেৰ
machine error,মেচিনৰ ভুল
machine idle time,মেচিনৰ অচল সময়
machine independent language,মেচিন স্বাধীন ভাষা
machine instruction,মেচিনৰ নিৰ্দেশনা
machine intelligence,মেচিন বুদ্ধিমত্তা
machine language,মেচিন ভাষা
machine learning,মেচিন লাৰ্নিং
machine operation,মেচিন অপাৰেচন
machine oriented language,যন্ত্ৰমুখী ভাষা
machine run,মেচিন চলোৱা
machine simulation,মেচিন চিমুলেচন
machine spoiled time,মেচিন নষ্ট সময়
machine translation,মেচিন অনুবাদ
machine word,মেচিন শব্দ
macro (=macro instruction),মেক্ৰ&#39; (=মেক্ৰ&#39; নিৰ্দেশনা)
macro argument,মেক্ৰ&#39; যুক্তি
macro assembly program,মেক্ৰ&#39; সমাবেশ প্ৰগ্ৰেম
macro call,মেক্ৰ&#39; কল
macro code,মেক্ৰ&#39; ক&#39;ড
macro command,মেক্ৰ&#39; কমাণ্ড
macro declaration,মেক্ৰ&#39; ঘোষণা
macro definition,মেক্ৰ&#39; সংজ্ঞা
macro flow chart,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
macro generator,মেক্ৰ&#39; জেনেৰেটৰ
macro instruction,মেক্ৰ&#39; নিৰ্দেশনা
macro language,মেক্ৰ&#39; ভাষা
macro library,মেক্ৰ&#39; লাইব্ৰেৰী
macro parameter,মেক্ৰ&#39; প্ৰাচল
macro processing,মেক্ৰ&#39; প্ৰচেছিং
macro processor,মেক্ৰ&#39; প্ৰচেছৰ
macro programming,মেক্ৰ&#39; প্ৰগ্ৰেমিং
macro prototype,মেক্ৰ&#39; প্ৰ&#39;ট&#39;টাইপ
Macro-coding,মেক্ৰ&#39;-ক&#39;ডিং
magabyte (MB),মেগাবাইট (MB)
magic character,যাদু চৰিত্ৰ
magic number,যাদু সংখ্যা
magnetic bubble memory,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
magnetic card,চুম্বকীয় কাৰ্ড
magnetic cell,চুম্বকীয় কোষ
magnetic character,চুম্বকীয় চৰিত্ৰ
magnetic core storage,চুম্বকীয় কোৰ সংৰক্ষণ
magnetic disk,চুম্বকীয় ডিস্ক
magnetic disk address,চুম্বকীয় ডিষ্কৰ ঠিকনা
magnetic disk memory,চুম্বকীয় ডিষ্ক মেমৰি
magnetic drum,চুম্বকীয় ড্ৰাম
magnetic encoding,চুম্বকীয় এনকোডিং
magnetic head,চুম্বকীয় মূৰ
magnetic ink,চুম্বকীয় চিয়াঁহী
magnetic ink character recognition (MICR),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
magnetic media,চুম্বকীয় মাধ্যম
magnetic reading,চুম্বকীয় পঢ়া
magnetic recording,চুম্বকীয় ৰেকৰ্ডিং
magnetic storage,চুম্বকীয় সংৰক্ষণ
magnetic strip,চুম্বকীয় ষ্ট্ৰিপ
magnetic tape,চুম্বকীয় টেপ
magnetic tape cartridge,চুম্বকীয় টেপ কাৰ্টিজ
magnetic tape drive,চুম্বকীয় টেপ ড্ৰাইভ
magnetic tape header,চুম্বকীয় টেপ হেডাৰ
magnetic tape librarian,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
magnetic tape transport,চুম্বকীয় টেপ পৰিবহণ
magnetic tape unit,চুম্বকীয় টেপ ইউনিট
magnetic thin film,চুম্বকীয় পাতল ফিল্ম
magnetic track,চুম্বকীয় ট্ৰেক
magneto optic storage,চুম্বকীয় অপটিক সংৰক্ষণ
magnetographic printer,চুম্বকীয় প্ৰিন্টাৰ
Magnetostriction,চুম্বকীয় ষ্ট্ৰিকচন
magnetostrictive tablet,magnetostrictive টেবলেট
mail box,মেইল বাকচ
mail merge,মেইল মাৰ্জ কৰক
main control unit,মূল নিয়ন্ত্ৰণ একক
main frame,মূল ফ্ৰেম
main frame system,মূল ফ্ৰেম ব্যৱস্থা
main memory,মূল স্মৃতিশক্তি
main program,মূল কাৰ্যসূচী
main storage,মূল সংৰক্ষণ
main switch,মূল চুইচ
Maintenance,ব্যৱস্থাপনা
maintenance panel,ৰক্ষণাবেক্ষণ পেনেল
maintenance time,ৰক্ষণাবেক্ষণৰ সময়
major cycle,মুখ্য চক্ৰ
major device,মুখ্য ডিভাইচ
major key,মুখ্য চাবি
major state,প্ৰধান ৰাজ্য
major structure,মুখ্য গঠন
major task,ডাঙৰ কাম
majority element,সংখ্যাগৰিষ্ঠ উপাদান
majority gate,সংখ্যাগৰিষ্ঠতা গেট
majority operation,সংখ্যাগৰিষ্ঠতা অপাৰেচন
makeup time,মেকআপ সময়
malfunction routine,বিজুতিৰ ৰুটিন
management development,ব্যৱস্থাপনা বিকাশ
management information system (MIS),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
management science,ব্যৱস্থাপনা বিজ্ঞান
Manchester coding,মানচেষ্টাৰ ক&#39;ডিং
Manifolding,মেনিফল্ডিং
manipulated variable,হেতালি খেলা চলক
manipulating indexing,সূচীভুক্তকৰণত হেতালি খেলা
man-machine simulation,মানুহ-যন্ত্ৰৰ অনুকৰণ
manual address switch,মেনুৱেল ঠিকনা চুইচ
manual analysis,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
manual answering,হাতৰ দ্বাৰা উত্তৰ দিয়া
manual entry,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
manual exchange,মেনুৱেল এক্সচেঞ্জ
manual input,মেনুৱেল ইনপুট
manual operation,মেনুৱেল অপাৰেচন
many to many relationship,বহুতৰ পৰা বহুতৰ সম্পৰ্ক
many to one decoder,বহুত এটা ডিকোডাৰলৈ
map method,মানচিত্ৰ পদ্ধতি
Mapping,মেপিং
Margin,প্ৰান্ত
margin error,মাৰ্জিন ভুল
marginal check,প্ৰান্তীয় পৰীক্ষা
marginal test,প্ৰান্তীয় পৰীক্ষা
mark detection,চিহ্ন ধৰা পেলোৱা
mark reading,মাৰ্ক ৰিডিং
mark scanning,স্কেনিং চিহ্নিত কৰক
mark sense,মাৰ্ক চেন্স
Marker,মাৰ্কাৰ
Marking,চিহ্নিত কৰা
marking wave,চিহ্নিত কৰা তৰংগ
markov chain,মাৰ্কভ শৃংখল
markov source,মাৰ্কভ উৎস
mark-up language,মাৰ্ক-আপ ভাষা
Maser,মাছেৰ
Maser,মাছেৰ
Mask,মুখা
mask bit,মাস্ক বিট
mask programmable device,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
mask register,মাস্ক ৰেজিষ্টাৰ
masked ROM,মাস্ক কৰা ROM
Masking,মাস্কিং
mass data,গণ তথ্য
mass memory,গণ স্মৃতিশক্তি
massively parallel,বৃহৎ পৰিমাণে সমান্তৰাল
Master,মাষ্টৰ
master card,মাষ্টাৰ কাৰ্ড
master clock,মাষ্টাৰ ঘড়ী
master consol,মাষ্টাৰ কনছল
master data,মাষ্টাৰ ডাটা
master diagram,মাষ্টাৰ ডায়েগ্ৰাম
master file,মাষ্টাৰ ফাইল
master group,মাষ্টাৰ গ্ৰুপ
master key,মাষ্টাৰ কি&#39;
master library tape,মাষ্টাৰ লাইব্ৰেৰী টেপ
master processor,মাষ্টাৰ প্ৰচেছৰ
master program,মাষ্টাৰ প্ৰগ্ৰেম
master station,মাষ্টাৰ ষ্টেচন
master tape,মাষ্টাৰ টেপ
master terminal,মাষ্টাৰ টাৰ্মিনেল
master/slave device,মাষ্টাৰ/স্লেভ ডিভাইচ
master/slave system,মাষ্টাৰ/স্লেভ ব্যৱস্থা
Match,মিল থকা
Matching,মিল থকা
mathematical programming,গাণিতিক প্ৰগ্ৰেমিং
mathematical simulation,গাণিতিক অনুকৰণ
Matrix,মেট্ৰিক্স
matrix printer,মেট্ৰিক্স প্ৰিন্টাৰ
matrix switch,মেট্ৰিক্স চুইচ
matrix table,মেট্ৰিক্স টেবুল
maxi computer,maxi কম্পিউটাৰ
Maxicomputer,মেক্সিকম্পিউটাৰ
maximal element,সৰ্বোচ্চ উপাদান
maxterm (standard sum term),maxterm (মানক যোগফলৰ সময়সীমা)
maxwell daemon,maxwell ডেমন
Mean,অৰ্থ
mean repair time,গড় মেৰামতিৰ সময়
mean time between failure (MTBF),বিফলতাৰ মাজৰ গড় সময় (MTBF)
mean time between failure (MTBF),বিফলতাৰ মাজৰ গড় সময় (MTBF)
mean time to failure,বিফলতাৰ সময় বুজাইছে
mean time to repair,মেৰামতিৰ বাবে সময়
mean time to repair (MTTR),মেৰামতিৰ বাবে গড় সময় (MTTR)
medium scale integration (MSI),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
medium scale integration (MSI),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
medium term storage device,মধ্যমকালীন সংৰক্ষণ ডিভাইচ
megabit per second (MB Ps),প্ৰতি ছেকেণ্ডত মেগাবিট (MB Ps)
member object,সদস্য বস্তু
member record,সদস্যৰ ৰেকৰ্ড
Memory,স্মৃতি
memory array,মেমৰি এৰে
memory bank,মেমৰি বেংক
memory buffer register,মেমৰি বাফাৰ ৰেজিষ্টাৰ
memory bus,মেমৰি বাছ
memory card,মেমৰি কাৰ্ড
memory cell,স্মৃতিশক্তি কোষ
memory compaction,মেমৰি কম্পেকচন
memory core,মেমৰি কোৰ
memory cycle,স্মৃতি চক্ৰ
memory data register,মেমৰি ডাটা ৰেজিষ্টাৰ
memory dump,মেমৰি ডাম্প
memory exchange,স্মৃতি বিনিময়
memory hierarchy,স্মৃতিশক্তিৰ স্তৰ
memory instruction,স্মৃতিশক্তিৰ নিৰ্দেশনা
memory management,স্মৃতিশক্তি ব্যৱস্থাপনা
memory map,মেমৰি মেপ
memory mapped I/O,মেমৰি মেপ কৰা I/O
memory model,মেমৰি মডেল
memory module,মেমৰি মডিউল
memory pointer register,মেমৰি পইণ্টাৰ ৰেজিষ্টাৰ
memory power,মেমৰি শক্তি
memory protection,স্মৃতিশক্তি সুৰক্ষা
memory reference instruction,মেমৰি ৰেফাৰেন্স নিৰ্দেশনা
memory resident program,মেমৰি ৰেচিডেন্ট প্ৰগ্ৰেম
memory unit,মেমৰি ইউনিট
Menu,মেনু
menu bar,মেনু বাৰ
menu drive,মেনু ড্ৰাইভ
menu selection,মেনু নিৰ্বাচন
menu-driven program,মেনু-চালিত প্ৰগ্ৰেম
Merge,মাৰ্জ কৰক
merge exchange sort,মাৰ্জ এক্সচেঞ্জ sort
merge sort,merge sort
Merging,মাৰ্জিং কৰা
mesh network,মেছ নেটৱৰ্ক
Messagaing,বাৰ্তা প্ৰেৰণ কৰা
Message,বাৰ্তা
message authentication,বাৰ্তা প্ৰমাণীকৰণ
message box,বাৰ্তা বাকচ
message circuit,বাৰ্তা বৰ্তনী
message format,বাৰ্তা বিন্যাস
message header,বাৰ্তাৰ হেডাৰ
message mode,বাৰ্তা ধৰণ
message passing,বাৰ্তা পাছ কৰা
message polling,বাৰ্তা ভোটদান
message queue,বাৰ্তা শাৰী
message switch,বাৰ্তা চুইচ
message text,বাৰ্তাৰ লিখনী
message transfer agent,বাৰ্তা স্থানান্তৰ এজেন্ট
meta assembler,মেটা এছেম্বলাৰ
meta class,মেটা ক্লাছ
meta compilation,মেটা সংকলন
meta compiler,meta কম্পাইলাৰ
meta language,মেটা ভাষা
meta network,মেটা নেটৱাৰ্ক
meta system,মেটা চিস্টেম
Method,প্রণালী
metropolitan area network (MAN),মহানগরীয় এলাকা নেটওয়ার্ক (MAN)
Micro,মাইক্ৰ&#39;
micro code,মাইক্ৰ&#39; ক&#39;ড
micro computer,মাইক্ৰ&#39; কম্পিউটাৰ
micro controller,মাইক্ৰ&#39; নিয়ন্ত্ৰক
micro cycle,মাইক্ৰ&#39; চক্ৰ
micro electronic mechanical system (MEMS),মাইক্ৰ&#39; ইলেক্ট্ৰনিক মেকানিকেল চিষ্টেম (MEMS)
micro electronics,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
micro miniauthorization,মাইক্ৰ&#39; ক্ষুদ্ৰ অনুমোদন
micro order,মাইক্ৰ&#39; অৰ্ডাৰ
micro/mainframe link,মাইক্ৰ&#39;/মেইনফ্ৰেম লিংক
Microchip,মাইক্ৰ&#39;চিপ
Microcobol,মাইক্ৰ&#39;ক&#39;বল
Microcode,মাইক্ৰ&#39;ক&#39;ড
Microfiche,মাইক্ৰ&#39;ফিচ
Microfloppy,মাইক্ৰ&#39;ফ্লপি
microform reader,মাইক্ৰ&#39;ফৰ্ম ৰিডাৰ
Microframe,মাইক্ৰ&#39;ফ্ৰেম
Micrographics,মাইক্ৰ&#39;গ্ৰাফিক্স
Microphone,মাইক্ৰ&#39;ফোন
Microphotograph,মাইক্ৰ’ফটোগ্ৰাফ
microprocessing unit,মাইক্ৰ&#39;প্ৰচেছিং ইউনিট
Microprocessor,মাইক্ৰ&#39;প্ৰচেছৰ
microprocessor chip,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
microprocessor compiler,মাইক্ৰ&#39;প্ৰচেছৰ কম্পাইলাৰ
microprocessor unit (MPU),মাইক্ৰ&#39;প্ৰচেছৰ ইউনিট (MPU)
Microprogram,মাইক্ৰ&#39;প্ৰগ্ৰেম
Microsequence,মাইক্ৰ&#39;ছিকুৱেন্স
Microsoft,মাইক্ৰ’ছফ্ট
microsoft windows,মাইক্ৰ&#39;ছফ্ট উইণ্ড&#39;সমূহ
Microwave,মাইক্ৰৱেভ
microwave link,মাইক্ৰৱেভ লিংক
microwave propagation,মাইক্ৰৱেভ প্ৰসাৰণ
middle management,মধ্যম ব্যৱস্থাপনা
Middleware,মিডলৱেৰ
Midicomputer,মিডিকম্পিউটাৰ
Midpoint,মিডপইন্ট
Midterm,মিডটাৰ্ম
migration path,প্ৰব্ৰজনৰ পথ
million instructions per second (MIPS),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
minicomputer,মিনি কম্পিউটাৰ
Minidiskette,মিনিডিস্কেট
minimal kernel,নূন্যতম কাৰ্ণেল
minimal product,নূন্যতম উৎপাদন
minimal tree,নূন্যতম গছ
minimax (min-max) algorithm,minimax (নূন্যতম-সৰ্বোচ্চ) এলগৰিদম
minimax procedure,minimax পদ্ধতি
minimum cost spanning tree,নূন্যতম খৰচ স্পেনিং গছ
minimum latency coding,নূন্যতম বিলম্ব ক&#39;ডিং
minor device,সৰু ডিভাইচ
Minterim,মিন্টেৰিম
minus flag,বিয়োগ পতাকা
minus flag,বিয়োগ পতাকা
minus zone,বিয়োগ জ&#39;ন
mirror,আইনা
mirror site,মিৰ&#39;ৰ চাইট
mixed-radix notation,মিশ্ৰিত-মূল সংকেত
Mixer,মিক্সাৰ
Mnemonic,স্মৃতিভ্ৰংশ
mnemonic address,mnemonic ঠিকনা
Mnemonics,স্মৃতিশক্তি
Mobile,ম’বাইল
mobile computing,মোবাইল কম্পিউটিং
Model,নমুনা
modeless editor,মোডলেছ সম্পাদক
Modelling,মডেলিং
Modem,মডেম
Moderate,মধ্যমীয়া
Moderation,মডাৰেচন
Moderator,মডাৰেটৰ
modified instruction,পৰিৱৰ্তিত নিৰ্দেশনা
Modifier,পৰিৱৰ্তক
modifier bit,পৰিবৰ্তক বিট
Modify,শুধৰা
Modular,মডুলাৰ
Modularity,মডুলাৰিটি
Modulation,মডুলেচন
Module,মডিউল
module architecture,মডিউল স্থাপত্য
Monitor,কাৰোবাৰ ওপৰত চকু ৰখা
monitoring program,নিৰীক্ষণ কাৰ্য্যসূচী
monocrome display,মনোক্ৰ&#39;ম প্ৰদৰ্শন
monolithic integrated circuit,একক সংহত বৰ্তনী
monolithic technology,একক প্ৰযুক্তি
monospace font,monospace ফন্ট
Monostable,মনোষ্টেবল
Monotoricity,একচেটিয়াতা
Morph,মৰ্ফ
Morpheme,মৰ্ফিম
Morphism,মৰ্ফিজম
Mortgage,বন্ধক
mosfet (MOSFET),mosfet (MOSFET) গেস্টবুক
most significant bit,আটাইতকৈ উল্লেখযোগ্য বিট
mother board,মাদাৰ বৰ্ড
mother register,মাতৃ পঞ্জীয়ন
motion picture,চলচ্চিত্ৰ
motion picture experts group (MPEG),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
Mount,মাউন্ট
Mouse,নিগনি
Move,পদক্ষেপ লোৱা
move character,move চৰিত্ৰ
MS-DOS,এম এছ-ড’ছ
MS-Windows,এম এছ-উইণ্ড’জ
multi aspect,বহু দিশ
multi processor,মাল্টি প্ৰচেছৰ
multi programming,মাল্টি প্ৰগ্ৰেমিং
multi tasking,মাল্টি টাস্কিং
Multibus,মাল্টিবাছ
Multicast,মাল্টিকাষ্ট
multicast address,মাল্টিকাষ্ট ঠিকনা
Multicasting,মাল্টিকাষ্টিং
Multichip,মাল্টিচিপ
Multics,মাল্টিক্স
multijob operation,মাল্টিজব অপাৰেচন
multilevel memory,বহুস্তৰীয় স্মৃতিশক্তি
multimedia technology,মাল্টিমিডিয়া প্ৰযুক্তি
Multimode,মাল্টিম&#39;ড
Multiple,একাধিক
multiple precision,একাধিক নিখুঁততা
multiple regression,বহুবিধ ৰিগ্ৰেছন
Multiplex,মাল্টিপ্লেক্স
multiplex mode,মাল্টিপ্লেক্স মোড
Multiplexer,মাল্টিপ্লেক্সাৰ
Multiplexing,মাল্টিপ্লেক্সিং
multipoint network,মাল্টিপইন্ট নেটৱৰ্ক
Multiprocessing,মাল্টিপ্ৰচেছিং
multiprocessor system,মাল্টিপ্ৰচেছৰ চিস্টেম
multipurpose internet mail extention (MIME),বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME)
Multischedule,বহুসূচী
Multistation,মাল্টিষ্টেচন
Multithreading,মাল্টিথ্ৰেডিং
multivalued logic,বহুমূল্যযুক্ত যুক্তি
multivariate analysis,বহুচলকীয় বিশ্লেষণ
Multivibrator,মাল্টিভাইব্ৰেটৰ
mutual exclusion,পাৰস্পৰিক বৰ্জন
mutual information,পাৰস্পৰিক তথ্য
naïve user,সহজ-সৰল ব্যৱহাৰকাৰী
name server,নাম চাৰ্ভাৰ
NAND operation,NAND অপাৰেচন
Nano,নেনো
narrow band,সংকীৰ্ণ বেণ্ড
national information infrastructure,ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি
National Information Standards Organization (NAND NISO),ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (NAND NISO)
native code,স্থানীয় ক&#39;ড
native compiler,স্থানীয় কম্পাইলাৰ
native software,স্থানীয় চফ্টৱেৰ
natural compiler,প্ৰাকৃতিক কম্পাইলাৰ
natural language processing,প্ৰাকৃতিক ভাষা প্ৰক্ৰিয়াকৰণ
natural language querry,প্ৰাকৃতিক ভাষাৰ প্ৰশ্ন
natural number,প্ৰাকৃতিক সংখ্যা
Navigation,নেভিগেচন
Navigator,নেভিগেটৰ
negative logic,ঋণাত্মক যুক্তি
nested loop,নেষ্টেড লুপ
nested macros,নেষ্টেড মেক্ৰ&#39;সমূহ
Net,জাল
net address,নেট ঠিকনা
net citizen,নেট নাগৰিক
netscape navigator,নেটস্কেপ নেভিগেটৰ
network access control,নে&#39;টৱৰ্ক অভিগম নিয়ন্ত্ৰণ
network architecture,নে&#39;টৱৰ্ক আৰ্কিটেকচাৰ
network file system (NFS),নে&#39;টৱৰ্ক নথিপত্ৰপ্ৰণালী (NFS)
network integrity,নেটৱাৰ্ক অখণ্ডতা
network interconnection,নেটৱাৰ্ক আন্তঃসংযোগ
network layer,নে&#39;টৱৰ্ক স্তৰ
network management,নেটৱাৰ্ক ব্যৱস্থাপনা
network topology,নে&#39;টৱৰ্ক টপোলজি
network virtual terminal,নে&#39;টৱৰ্ক ভাৰ্চুৱেল টাৰ্মিনেল
neutral relay,নিৰপেক্ষ ৰিলে
neutral transmission,নিৰপেক্ষ সংক্ৰমণ
new line character,নতুন শাৰী আখৰ
new sync,নতুন সিঙ্ক
NFS/network file,NFS/নেটৱৰ্ক নথিপত্ৰ
Nibble,নিবল
nine's complement,ন&#39;ৰ পৰিপূৰক
Node,ন&#39;ড
Noise,হুলস্থূল
noise mode,শব্দ ধৰণ
noiseless coding,শব্দহীন ক&#39;ডিং
non determinism,অনিৰ্দিষ্টতাবাদ
non distributive,অ বিতৰণমূলক
non empty set,খালী নহোৱা ছেট
non prime,নন প্ৰাইম
Non-interactive,অ-পাৰস্পৰিক ক্ৰিয়াশীল
non-terminal system,অ-টাৰ্মিনেল ব্যৱস্থা
non-volatile memory,অস্বাভাৱিক স্মৃতিশক্তি
non-volatile ram,অস্বাভাৱিক ৰাম
non-weighted code,নন-ৱেইটেড ক&#39;ড
NOP instruction,NOP নিৰ্দেশনা
NOR,NOR
NOR gate,NOR গেট
Normal,স্বাভাৱিক
Normalization,স্বাভাৱিককৰণ
Normalizer,নৰ্মালাইজাৰ
NOR-operation,NOR-অপাৰেচন
NOT,নহয়
NOT circuit,বৰ্তনী নহয়
