Marathi,Telugu
इंटरलॉक सर्किट,ఇంటర్‌లాక్ సర్క్యూట్
इंटरलॉक स्विच,ఇంటర్‌లాక్ స్విచ్
इंटरलॉकिंग,ఇంటర్‌లాకింగ్
दरम्यानचे अपयश,ఇంటర్మీడియట్ వైఫల్యం
दरम्यानचे वारंवारता,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
इंटरमीडिएट फ्रिक्वेन्सी ऑसीलेटर,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
अधूनमधून,అడపాదడపా
अधूनमधून चालू,అడపాదడపా కరెంట్
इंटरमोड्युलेशन,ఇంటర్‌మోడ్యులేషన్
इंटरमोड्युलेशन विकृती,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
इंटरमोड्युलेशन उत्सर्जन,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
इंटरमोड्युलेशन चाचणी,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
इंटरनेट,అంతర్జాలం
इंटरनेट प्रसारण,ఇంటర్నెట్ ప్రసారం
इंटरनेट चॅटिंग,ఇంటర్నెట్ చాటింగ్
इंटरनेट प्रोटोकॉल स्टॅक,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
इंटरनेट रेडिओ,ఇంటర్నెట్ రేడియో
इंटरनेट प्रवाह,ఇంటర్నెట్ స్ట్రీమింగ్
इंटरनेट व्हिडिओ,ఇంటర్నెట్ వీడియో
इंटरऑपरेबिलिटी,ఇంటర్‌పెరాబిలిటీ
इंटरपोलेशन,ఇంటర్‌పోలేషన్
दुभाषे,వ్యాఖ్యాత
व्यत्यय,అంతరాయం
व्यत्यय,అంతరాయం
व्यत्यय आणणारा,అంతరాయం
मध्यांतर,విరామం
इंट्राकोडिंग,ఇంట్రాకోడింగ్
इंट्राफ्रेम,ఇంట్రాఫ్రేమ్
इंट्रानेट,ఇంట్రానెట్
इंट्रॅपिक्चर,ఇంట్రాపికర్
इंट्रावेब,ఇంట్రావేబ్
आंतरिक सेमीकंडक्टर,అంతర్గత సెమీకండక్టర్
व्यस्त करंट,విలోమ కరెంట్
व्यस्त स्थानिक ऑपरेट,విలోమ ప్రాదేశిక ఆపరేట్
उलटा,విలోమ
इनव्हर्टेड एल ten न्टीना,విలోమ ఎల్ యాంటెన్నా
इनव्हर्टेड व्ही अँटेना,విలోమ V యాంటెన్నా
इनव्हर्टर,ఇన్వర్టర్
अनियमित,సక్రమంగా
असंबद्ध घटक,అసంబద్ధమైన మూలకం
अलगाव नेटवर्क,ఐసోలేషన్ నెట్‌వర్క్
पृथक,ఐసోలేటర్
जैमर,జామర్
जामिंग,జామింగ్
जर्गॉन फाइल,పరిభాష ఫైల్
जावा स्क्रिप्ट,జావా స్క్రిప్ట్
जिंगल,జింగిల్
जिटर,జిట్టర్
जॉइनर,జాయినర్
संयुक्त,ఉమ్మడి
जोडलेले,జాయింటెడ్
जम्पर,జంపర్
कंन,జంక్
निरुपयोगी पत्र,చెత్త మెయిల్
कर्नल,కెర్నల్
की,కీ
कीबोर्ड,కీబోర్డ్
कीर,KEEER
कीनोट,కీనోట్
किलोसायकल,కిలోసైకిల్
किलोवॉल्ट,కిలోవోల్ట్
किलोवॅट,కిలోవాట్
किनेमॅटिक्स,కైనమాటిక్స్
गुडघा पॉईंट व्होल्टेज,మోకాలి పాయింట్ వోల్టేజ్
नॉब,నాబ్
पायाभूत माहिती,జ్ఞాన స్థావరం
ज्ञान प्रतिनिधित्व,జ్ఞాన ప్రాతినిధ్యం
एल नेटवर्क,L నెట్‌వర్క్
एल विभाग फिल्टर,L సెక్షన్ ఫిల్టర్
अंतर आणि आघाडी,లాగ్ మరియు సీసం
चालू आहे,లాగింగ్ కరెంట్
उर्जा घटक मागे पडत आहे,లాగింగ్ పవర్ ఫ్యాక్టర్
लॅमिनेटेड,లామినేటెడ్
दिवा,దీపం
लॅपटॉप,ల్యాప్‌టాప్
लेसर वारंवारता,లేజర్ ఫ్రీక్వెన్సీ
सुप्त त्रुटी,గుప్త లోపం
सुप्त उष्णता,గుప్త వేడి
अक्षांश,అక్షాంశం
थर,పొర
लेआउट,లేఅవుట్
लेआउट योजना,లేఅవుట్ ప్రణాళిక
आघाडी,సీసం
अग्रगण्य टप्पा,ప్రముఖ దశ
गळती पुरावा,లీక్ ప్రూఫ్
गळती,లీకేజ్
लीज्ड सर्किट,లీజుకు ఇచ్చిన సర్క్యూట్
लेन्स,లెన్స్
स्तर निर्देशक,స్థాయి సూచిక
प्रकाश नियंत्रण,కాంతి నియంత్రణ
हलकी पेन,లైట్ పెన్
लाइटनिंग एरेस्टर,మెరుపు అరెస్టర్
लिमिटर,పరిమితి
एम्पलीफायर मर्यादित करणे,పరిమితం చేసే యాంప్లిఫైయర్
ओळ तोटा,లైన్ నష్టం
लाइन आवाज,లైన్ శబ్దం
दृष्टीक्षेप,దృష్టి రేఖను
लाइन फेज,పంక్తి దశ
लाइन ट्रान्समिशन,లైన్ ట్రాన్స్మిషన్
लाइन अनलोड केलेली,పంక్తి అన్‌లోడ్ చేయబడింది
रेखीय क्वांटिझर,లీనియర్ క్వాంటిజర్
रेषात्मकता,సరళత
लाइन-कॉक्सियल,లైన్-కోక్సియల్
लाइन-इक्वलिझर,లైన్-ఈక్వలైజర్
लाइन-फ्रिक्वेन्सी,లైన్-ఫ్రీక్వెన్సీ
लाइन-इम्पेडन्स,లైన్-ఇంపెడెన్స్
लाइन-क्वार्टर तरंगलांबी,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
दुवा,లింక్
लिंकर,లింకర్
लिप-मायक्रोफोन,లిప్-మైక్రోఫోన్
थेट प्रसारण,ప్రత్యక్ష ప్రసారం
थेट सर्किट,లైవ్ సర్క్యూట్
थेट कार्यक्रम,ప్రత్యక్ష కార్యక్రమం
लोड,లోడ్
भार क्षमता,లోడ్ సామర్థ్యం
भार वाहून नेण्याची क्षमता,లోడ్ మోసే సామర్థ్యం
लोड वैशिष्ट्य,లోడ్ లక్షణం
लोड प्रतिबाधा,లోడ్ ఇంపెడెన్స్
भारित,లోడ్ చేయబడింది
लोडर,లోడర్
लोड करीत आहे,లోడ్
लोडिंग कॉइल,కాయిల్ లోడ్ అవుతోంది
लोड-चाचणी,లోడ్-టెస్ట్
लोब,లోబ్
लोब अँटेना,లోబ్ యాంటెన్నా
स्थानिक नेटवर्क,లోకల్ ఏరియా నెట్వర్క్
स्थानिक बॅटरी,స్థానిక బ్యాటరీ
स्थानिक ऑसीलेटर,స్థానిక ఓసిలేటర్
लॉग,లాగ్
लॉग बुक,లాగ్ బుక్
लॉग इन (लॉग ऑन),లాగిన్ (లాగిన్ అవ్వండి)
लॉग ऑफ (लॉग आउट),లాగ్ ఆఫ్ (లాగ్ అవుట్)
लॉग पत्रक,లాగ్ షీట్
लॉगरिदम,లోగరిథం
लॉगरिथमिक एम्पलीफायर,లోగరిథమిక్ యాంప్లిఫైయర్
लॉगरिथमिक गुणोत्तर,లోగరిథమిక్ నిష్పత్తి
लॉगरिथमिक प्रतिसाद,లోగరిథమిక్ ప్రతిస్పందన
लॉगरिथमिक स्केल,లోగరిథమిక్ స్కేల్
लॉगिंग,లాగింగ్
तर्कशास्त्र,లాజిక్
लॉजिक गेट,లాజిక్ గేట్
तर्कशास्त्र ऑपरेशन,లాజిక్ ఆపరేషన్
तार्किक,తార్కిక
तार्किक फ्रेम,తార్కిక ఫ్రేమ్
लोगो घालणारा,లోగో ఇన్సర్టర్
रेखांश,రేఖాంశం
लूप,లూప్
लूप अँटेना,లూప్ యాంటెన్నా
लूप गेन,లూప్ లాభం
लूप चाचणी,లూప్ పరీక్ష
सैल संपर्क,వదులుగా పరిచయం
सैल कपलिंग,వదులుగా కలపడం
लॉसलेस अँटेना,లాస్‌లెస్ యాంటెన్నా
लॉसलेस कॉम्प्रेशन,లాస్‌లెస్ కంప్రెషన్
लॉसि कॉम्प्रेशन,లాస్సీ కంప్రెషన్
मोठा आवाज (आवाज),లౌడ్నెస్ (ధ్వని)
लाऊडस्पीकर,లౌడ్‌స్పీకర్
कमी वारंवारता,తక్కువ పౌన .పున్యం
निम्न स्तरीय भाषा,తక్కువ స్థాయి భాష
कमी तोटा फीडर,తక్కువ నష్టం ఫీడర్
कमी तोटा लवचिक कोएक्सियल केबल,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
कमी आवाज रिसीव्हर,తక్కువ శబ్దం రిసీవర్
कमी फिरणारी उपग्रह,తక్కువ కక్ష్య ఉపగ్రహ
लो पास फिल्टर,తక్కువ పాస్ ఫిల్టర్
कमी प्रतिक्रिया मिळवणे,తక్కువ ప్రతిచర్య ఎర్తింగ్
कमी प्रतिकार मार्ग,తక్కువ నిరోధక మార్గం
Lug,లగ్
ल्युमिनेन्स,ప్రకాశం
गठ्ठा,ముద్ద
मॅक्रो ब्लॉक,స్థూల బ్లాక్
मॅक्रो व्याख्या,స్థూల నిర్వచనం
मॅक्रो व्हिजन,స్థూల దృష్టి
जादू डोळा,మేజిక్ కన్ను
चुंबक,అయస్కాంతం
चुंबकीय क्षेत्र,అయిస్కాంత క్షేత్రం
चुंबकीय प्रवाह,అయస్కాంత ప్రవాహం
चुंबकीय खांब,అయస్కాంత ధ్రువం
चुंबकीय वादळ,అయస్కాంత తుఫాను
चुंबकीय स्विच,మాగ్నెటిక్ స్విచ్
चुंबकीय टेप,అయస్కాంత టేప్
चुंबकत्व,అయస్కాంతత్వం
मेल विलीनीकरण,మెయిల్ విలీనం
पत्रव्यवहाराची यादी,మెయిలింగ్ జాబితా
मुख्य वाहक,ప్రధాన క్యారియర్
देखभाल,నిర్వహించండి
देखभाल,నిర్వహణ
देखभाल कार्यसंघ,నిర్వహణ బృందం
बहुसंख्य वाहक,మెజారిటీ క్యారియర్
संपर्क रिले बनवा,కాంటాక్ట్ రిలే చేయండి
मेक-अँड ब्रेक स्विच,మేక్-అండ్-బ్రేక్ స్విచ్
नर-कनेक्टर,మగ-కనెక్టర్
माणसाने आवाज केला,మనిషి శబ్దం చేశాడు
व्यवस्थापन माहिती प्रणाली (एमआयएस),నిర్వహణ సమాచార వ్యవస్థ (తప్పు)
हाताळले,మార్చబడింది
मॅन्युअल नियंत्रण,మాన్యువల్ నియంత్రణ
व्यक्तिचलित पद्धत,మాన్యువల్ పద్ధతి
सुरक्षिततेची खबरदारी,ముందు జాగ్రత్త యొక్క మాన్యువల్
व्यक्तिचलितपणे ऑपरेट केले,మానవీయంగా పనిచేస్తుంది
निर्माता,తయారీదారు
मुखवटा,ముసుగు
मस्की,మాస్కీ
मास्कर,మాస్కర్
मास्किंग,మాస్కింగ్
मास्किंग वर्तन,మాస్కింగ్ ప్రవర్తన
ऑडिओचा मास्किंग प्रभाव,ఆడియో యొక్క మాస్కింగ్ ప్రభావం
मास्किंग थ्रेशोल्ड,మాస్కింగ్ థ్రెషోల్డ్
मास्किंग टोन,మాస్కింగ్ టోన్
मास्ट,మాస్ట్
मास्ट रेडिएटर,మాస్ట్ రేడియేటర్
मास्टर कंट्रोल,మాస్టర్ కంట్రోల్
मास्टर ऑसिलॅटरर,మాస్టర్ ఓసిల్లట్రార్
सामना-प्रतिबिंब,మ్యాచ్-ఇంపెడెన్స్
मॅचिंग नेटवर्क,సరిపోయే నెట్‌వర్క్
मॅचिंग स्टब,మ్యాచింగ్ స్టబ్
मॅचिंग ट्रान्सफॉर्मर,మ్యాచింగ్ ట్రాన్స్ఫార్మర్
साहित्य-प्रक्रिया,మెటీరియల్-ప్రోక్వర్
मॅट्रिक्स,మాతృక
जास्तीत जास्त,గరిష్టీకరణ
जास्तीत जास्त मागणी निर्देशक,గరిష్ట డిమాండ్ సూచిక
जास्तीत जास्त उर्जा घनता,గరిష్ట శక్తి సాంద్రత
जास्तीत जास्त संवेदनशीलता,గరిష్ట సున్నితత్వం
जास्तीत जास्त तापमान,గరిష్ట ఉష్ణోగ్రత
जास्तीत जास्त वापरण्यायोग्य वारंवारता,గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ
कमाल मूल्य,గరిష్ట విలువ
अयशस्वी होण्याचा अर्थ,వైఫల్యానికి సగటు సమయం
म्हणजे मूल्य,సగటు విలువ
मोजलेले सिग्नल,కొలిచిన సిగ్నల్
मोजमाप,కొలత
डिव्हाइस मोजत आहे,కొలిచే పరికరం
मोजण्याचे उपकरणे,కొలిచే పరికరాలు
मोजण्याचे साधन,కొలత పరికరం
फील्ड सामर्थ्याचे मोजमाप,క్షేత్ర బలం యొక్క కొలత పరికరం
मोजपट्टी,కొలిచే టేప్
यंत्रणा,విధానం
मीडिया सर्व्हर,మీడియా సర్వర్
मध्यम,మధ్యస్థం
मध्यम वारंवारता,మధ్యస్థ పౌన frequency పున్యం
मध्यम वारंवारता लाट,మీడియం ఫ్రీక్వెన్సీ వేవ్
मध्यम लाट (मेगावॅट),మీడియం వేవ్ (MW)
मेगा-ओहम,మెగా-ఓహెచ్
मेगर,మెగర్
मेमरी,మెమరీ
मार्गदर्शक,మార్గదర్శకత్వం
मेनू बार,మెనూ పట్టిక
बुध स्विच,మెర్క్యురీ స్విచ్
विलीनीकरण,విలీనం
संदेश,సందేశం
मेटाडेटा,మెటాడేటా
मेटल-ऑक्साईड सेमीकंडक्टर डायोड,మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్
मेटल-शीथ केबल,మెటల్-షీట్డ్ కేబుల్
मीटर,మీటర్
मीटरिंग पॅनेल,మీటరింగ్ ప్యానెల్
मीका,మైకా
मीका-इन्सुलेशन,మైకా-ఇన్సులేషన్
सूक्ष्म-,సూక్ష్మ-
सूक्ष्म घटक,మైక్రో కాంపోనెంట్
सूक्ष्म संगणक,మైక్రో కంప్యూటర్
मायक्रो-कंट्रोलर,మైక్రో కంట్రోలర్
मायक्रो-इलेक्ट्रॉनिक्स,మైక్రో-ఎలక్ట్రానిక్స్
मायक्रोफोन,మైక్రోఫోన్
मायक्रोफोनिक्स,మైక్రోఫోనిక్స్
मायक्रोप्रोसेसर,మైక్రోప్రాసెసర్
मायक्रो-व्होल्ट (एमव्ही),కీ సూక్ష్మ వోల్ట్
मायक्रोवेव्ह,మైక్రోవేవ్
मायक्रोवेव्ह अँटेना,మైక్రోవేవ్ యాంటెన్నా
मायक्रोवेव्ह बीम,మైక్రోవేవ్ బీమ్
मिड-बँड,మిడ్-బ్యాండ్
स्थलांतर,వలస
स्थलांतर मार्ग,వలస మార్గం
सूक्ष्म,సూక్ష్మ
लघुलेखित,సూక్ష్మీకరించినది
किमान,కనిష్ట
किमान तापमान,కనీస ఉష్ణోగ్రత
किमान वापरण्यायोग्य फील्ड सामर्थ्य,కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం
अल्पसंख्याक वाहक,మైనారిటీ క్యారియర్
गैरसमज,తప్పు
मिसळा,కలపండి
मिश्रित ब्लँकिंग,మిశ్రమ బ్లాంకింగ్
मिश्रित समक्रमण,మిశ్రమ సమకాలీకరణ
मिक्सर,మిక్సర్
मिक्सर ट्यूब,మిక్సర్ ట్యూబ్
मिसळणे,మిక్సింగ్
मिक्सिंग सर्किट,మిక్సింగ్ సర్క్యూట్
मेमोनिक,జ్ఞాపకశక్తి
मेमोनोनिक्स,జ్ఞాపకశక్తి
मोबाईल,మొబైల్
मोबाइल मल्टीमीडिया अनुप्रयोग,మొబైల్ మల్టీమీడియా అప్లికేషన్
मोबाइल टीव्ही,మొబైల్ టీవీ
मोड,మోడ్
अपयशाची पद्धत,వైఫల్య మోడ్
प्रसार मोड,ప్రచార మోడ్
मॉडेल,మోడల్
मॉडेम,మోడెమ్
आधुनिक एफएम ट्रान्समीटर,ఆధునిక FM ట్రాన్స్మిటర్
आधुनिक ट्रेंड,ఆధునిక పోకడలు
कॉन्फिगरेशनचे मोड,కాన్ఫిగరేషన్ మోడ్‌లు
सुधारित करा,సవరించండి
मॉड्युलेटेड सतत लाट,మాడ్యులేటెడ్ నిరంతర వేవ్
मॉड्युलेटेड सिग्नल,మాడ్యులేటెడ్ సిగ్నల్
मॉड्युलेटेड वेव्हफॉर्म,మాడ్యులేటెడ్ వేవ్‌ఫార్మ్
मॉड्यूलेशन,మాడ్యులేషన్
मॉड्यूलेशन मोठेपणा,మాడ్యులేషన్ యాంప్లిట్యూడ్
मॉड्युलेशन क्षमता,మాడ్యులేషన్ సామర్ధ్యం
मॉड्युलेशन वारंवारता,మాడ్యులేషన్ ఫ్రీక్వెన్సీ
मॉड्युलेशन इंडेक्स,మాడ్యులేషన్ సూచిక
मॉड्यूलेशन रेषात्मकता,మాడ్యులేషన్ లీనియారిటీ
मॉड्युलेशन मीटर,మాడ్యులేషన్ మీటర్
मॉड्युलेशन मॉनिटर,మాడ్యులేషన్ మానిటర్
मॉड्युलेशन टक्केवारी,మాడ్యులేషన్ శాతం
मॉड्युलेटर,మాడ్యులేటర్
मॉड्यूल,మాడ్యూల్
ओलावा,తేమ
चालना,ఊపందుకుంటున్నది
मॉनिटर,మానిటర్
देखरेख,పర్యవేక్షణ
देखरेख आणि विश्लेषण तंत्र,పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు
देखरेख आणि नियंत्रण,పర్యవేక్షణ మరియు నియంత్రణ
देखरेख स्टेशन,పర్యవేక్షణ స్టేషన్
मोनोक्रोम,మోనోక్రోమ్
मोनोफोनिक ट्रान्समिशन,మోనోఫోనిక్ ట్రాన్స్మిషన్
मॉर्फ,మార్ఫ్
मॉर्फिंग,మార్ఫింగ్
मॉर्फिझम,మార్ఫిజం
मोज़ेक,మొజాయిక్
मदरबोर्ड,మదర్‌బోర్డు
मोशन भरपाई,చలన పరిహారం
गती अंदाज,చలన అంచనా
मोशन वेक्टर,మోషన్ వెక్టర్
मोशन व्हिडिओ,మోషన్ వీడియో
मोटर,మోటారు
मोटर ऑपरेटर,మోటారు ఆపరేటర్
मोटर स्टार्टर,మోటార్ స్టార్టర్
माउंट,మౌంట్
माउस,మౌస్
माउस इंटरफेस,మౌస్ ఇంటర్ఫేస్
हालचाल,ఉద్యమం
मल्टी चॅनेल विस्तार,మల్టీ ఛానల్ పొడిగింపు
मल्टीकास्टिंग,మల్టీకాస్టింగ్
मल्टीचेनेल सिग्नल,మల్టీచానెల్ సిగ్నల్స్
मल्टीडायरेक्शनल मायक्रोफोन,మల్టీడైరెక్షనల్ మైక్రోఫోన్
बहुभाषिक भाष्य,బహుభాషా వ్యాఖ్యానం
मल्टीमीडिया,మల్టీమీడియా
मल्टीमीडिया कियोस्क,మల్టీమీడియా కియోస్క్
मल्टीमीटर,మల్టీమీటర్
मल्टीपाथ,మల్టీపాత్
मल्टीपाथ रिसेप्शन,మల్టీపాత్ రిసెప్షన్
मल्टीफेस,మల్టీఫేస్
एकाधिक,బహుళ
एकाधिक प्रवेश प्रणाली,బహుళ యాక్సెస్ సిస్టమ్
मल्टीप्लेक्स,మల్టీప్లెక్స్
मल्टीप्लेक्सर,మల్టీప్లెక్సర్
मल्टीप्लेक्सिंग,మల్టీప్లెక్సింగ్
मल्टीस्टेज एम्पलीफायर,మల్టీస్టేజ్ యాంప్లిఫైయర్
मल्टीटास्किंग,మల్టీ టాస్కింగ్
मल्टीव्हिब्रेटर,మల్టీవిబ్రేటర్
निःशब्द,మ్యూట్
परस्पर आवाहन,పరస్పర ప్రవర్తన
परस्पर प्रतिबाधा,పరస్పర ఇంపెడెన్స్
परस्पर इंडक्टन्स,పరస్పర ఇండక్టెన్స్
परस्पर हस्तक्षेप,పరస్పర జోక్యం
नॅनो-टेक्नॉलॉजी,నానో-టెక్నాలజీ
अरुंदबँड,సన్నని ఊచ
अरुंदकास्टिंग,ఇరుకైన కాస్టికింగ్
नैसर्गिक मसुदा,సహజ ముసాయిదా
नेव्हिगेटर,నావిగేటర్
नकारात्मक,ప్రతికూల
नकारात्मक पूर्वाग्रह,ప్రతికూల పక్షపాతం
नकारात्मक शुल्क,ప్రతికూల ఛార్జ్
नकारात्मक अभिप्राय,వ్యతిరేకమైన ఫీడ్ బ్యాక్
नकारात्मक शिखर,ప్రతికూల శిఖరం
नकारात्मक प्रतिकार,ప్రతికూల నిరోధకత
निव्वळ फायदा,నికర లాభం
निव्वळ तोटा,నికర నష్టం
नेटिक्वेट,నెటెకెట్
नेटवर्क,నెట్‌వర్క్
नेटवर्क विश्लेषक,నెట్‌వర్క్ ఎనలైజర్
नेटवर्क फाइल सिस्टम,నెట్‌వర్క్ ఫైల్ సిస్టమ్
नेटवर्क नियोजन,నెట్‌వర్క్ ప్లానింగ్
नेटवर्क टर्मिनेशन,నెట్‌వర్క్ ముగింపు
नेटवर्किंग,నెట్‌వర్కింగ్
तटस्थ,తటస్థ
तटस्थीकरण,తటస్థీకరణ
न्यूज रूम ऑटोमेशन,న్యూస్ రూమ్ ఆటోమేషన్
Nebe,నిబ్బెల్
कोनाडा,సముచితం
लोड चाचणी नाही,లోడ్ పరీక్ష లేదు
नोड,నోడ్
आवाज,శబ్దం
आवाज आकृती,శబ్దం ఫిగర్
आवाज फिल्टर,శబ్దం వడపోత
आवाज मजला,శబ్దం అంతస్తు
आवाज गेट,శబ్దం గేట్
आवाज प्रतिकारशक्ती,శబ్దం రోగనిరోధక శక్తి
आवाज किलर,శబ్దం కిల్లర్
आवाजाची पातळी,శబ్ద స్థాయి
आवाज शक्ती,శబ్దం శక్తి
ध्वनी आकाराचे क्वांटिझर,శబ్దం ఆకారపు క్వాంటైజర్
आवाज स्रोत,శబ్దం మూలం
आवाज दडपशाही सर्किट,శబ్దం అణచివేత సర్క్యూట్
आवाज सप्रेसर,శబ్దం అణచివేత
आवाज तापमान,శబ్దం ఉష్ణోగ్రత
आवाज तापमान,శబ్దం ఉష్ణోగ్రత
आवाज त्रिकोण,శబ్దం త్రిభుజం
आवाज व्होल्टेज,శబ్దం వోల్టేజ్
गोंगाट,శబ్దం లేనిది
गोंगाट नसलेले कोडिंग,శబ్దం లేని కోడింగ్
गोंगाट करणारा रिसेप्शन,ధ్వనించే రిసెప్షన్
नाममात्र वापरण्यायोग्य फील्ड सामर्थ्य,నామమాత్రపు ఉపయోగపడే క్షేత్ర బలం
डायरेसिटोनल मायक्रोफोन,నాన్-డైరెసిటోనల్ మైక్రోఫోన్
नॉन-इंडिक्वक्टिव्ह लोड,ప్రేరేపించని లోడ్
नॉन-इंडिक्टिव्ह प्रतिकार,ప్రేరణ లేని నిరోధకత
नॉन-सिनोसॉइडल वेव्ह,సినోసోయిడల్ వేవ్
नॉन-अस्थिर मेमरी,అస్థిర జ్ఞాపకశక్తి
किंवा गेट,గేట్ లేదా గేట్
सामान्य वेग,సాధారణ వేగం
सामान्य पुरवठा,సాధారణ సరఫరా
खाच,గీత
नॉच फिल्टर,నాచ్ ఫిల్టర్
संख्यात्मक,సంఖ్యా
संख्यात्मक नियंत्रित ऑसीलेटर,సంఖ్యాపరంగా నియంత్రిత ఓసిలేటర్
नट-बोल्ट,గింజ-బోల్ట్
Nyquist-shannon प्रमेय,నైక్విస్ట్-షానన్ సిద్ధాంతం
ऑब्जेक्ट-देणारं,ఆబ్జెక్ట్ ఓరియంటెడ్
ऑक्टल,అష్ట
वारंवारतेचा अष्टक,ఫ్రీక్వెన్సీ యొక్క అష్టపది
ऑक्टेट,ఆక్టేట్
ऑफ-लाइन,ఆఫ్-లైన్
ऑफसेट,ఆఫ్‌సెట్
ओहम,ఓం
ओम मीटर,ఓం మీటర్
तेल सर्किट ब्रेकर,ఆయిల్ సర్క్యూట్ బ్రేకర్
तेलाची गाळणी,ఆయిల్ ఫిల్టర్
तेल बुडले,చమురు మునిగిపోయింది
तेल पातळी गेज,చమురు స్థాయి గేజ్
ओमनी-दिशात्मक ten न्टीना,ఓమ్ని-డైరెక్షనల్ యాంటెన్నా
ओमनी-दिशात्मक मायक्रोफोन,ఓమ్ని-డైరెక్షనల్ మైక్రోఫోన్
मागणीवर,కోరిక మేరకు
ऑन-डिमांड स्ट्रीमिंग,ఆన్-డిమాండ్ స్ట్రీమింగ్
ऑनलाईन (ऑनलाइन),ఆన్-లైన్ (ఆన్‌లైన్)
ऑनलाइन विश्लेषणात्मक प्रक्रिया,ఆన్‌లైన్ విశ్లేషణాత్మక ప్రాసెసింగ్
चालु बंद,ఆఫ్
ऑन-ऑफ कीिंग मॉड्यूलेशन,ఆన్-ఆఫ్ కీయింగ్ మాడ్యులేషన్
ओपन सर्किट,ఓపెన్ సర్క్యూట్
मुक्त स्रोत,ఓపెన్ సోర్స్
ओपन सिस्टम,ఓపెన్ సిస్టమ్
ऑपरेटिंग वारंवारता,ఆపరేటింగ్ ఫ్రీక్వెన్సీ
ऑपरेटिंग सिस्टम,ఆపరేటింగ్ సిస్టమ్
ऑपरेशन,ఆపరేషన్
ऑपरेटर,ఆపరేటర్
ऑप्टिकल फायबर,ఆప్టికల్ ఫైబర్
ऑप्टिकल वारंवारता,ఆప్టికల్ ఫ్రీక్వెన్సీ
ऑप्टिकल कपात,ఆప్టికల్ తగ్గింపు
ऑप्टिकल रेझोल्यूशन,ఆప్టికల్ రిజల్యూషన్
ऑप्टिकल ट्रॅक,ఆప్టికల్ ట్రాక్
इष्टतम कार्य वारंवारता,వాంఛనీయ పని పౌన .పున్యం
ऑप्टोकॉप्लर,ఆప్టోకౌప్లర్
ऑप्टोइलेक्ट्रॉनिक्स,ఆప్టోఎలక్ట్రానిక్స్
किंवा गेट,లేదా గేట్
कक्षा,కక్ష్య
ऑसीलेटर,ఓసిలేటర్
ऑसिलोग्राम,ఓసిల్లోగ్రామ్
ऑसिलोग्राफ,ఓసిల్లోగ్రాఫ్
ऑसिलोस्कोप,ఓసిల్లోస్కోప్
बाह्य इंटरलीव्हर,బాహ్య ఇంటర్‌సీవర్
आउटगोइंग फीडर,అవుట్గోయింగ్ ఫీడర్
आउटपुट,అవుట్పుట్
आउटपुट स्तर,అవుట్పుట్ స్థాయి
आउटपुट मीटर,అవుట్పుట్ మీటర్
आउटपुट ट्रान्सफॉर्मर,అవుట్పుట్ ట్రాన్స్ఫార్మర్
आउटपुट वाल्व,అవుట్పుట్ వాల్వ్
आउटपुट वेव्हफॉर्म,అవుట్పుట్ తరంగ రూపం
बाहेरील प्रसारण (ओबी),వెలుపల ప్రసారం (OB)
ओव्हन,పొయ్యి
ओव्हर कपलिंग,ఓవర్ కప్లింగ్
ओव्हर मॉड्यूलेशन,మాడ్యులేషన్ మీద
ओव्हर व्होल्टेज,ఓవర్ వోల్టేజ్
एकूणच लक्ष,మొత్తం అటెన్యుయేషన్
एकूणच प्रसारण विश्वसनीयता,మొత్తం ప్రసార విశ్వసనీయత
एकूणच कार्यक्षमता,మొత్తం సామర్థ్యం
एकूणच रिसेप्शन विश्वसनीयता,మొత్తం రిసెప్షన్ విశ్వసనీయత
एकूणच प्रतिसाद,మొత్తం ప్రతిస్పందన
एकूणच प्रणाली,మొత్తం వ్యవస్థ
ओव्हरडबिंग,ఓవర్‌డబ్బింగ్
ओव्हरहेड लाइन,ఓవర్ హెడ్ లైన్
ओव्हरहेड वायर,ఓవర్ హెడ్ వైర్
ओव्हरलोड,ఓవర్లోడ్
ओव्हरलोड संरक्षण उपकरणे,ఓవర్‌లోడ్ రక్షణ పరికరాలు
ओव्हरलोड ट्रिप,ఓవర్‌లోడ్ ట్రిప్
ओव्हरस्पलिंग,ఓవర్‌సాంప్లింగ్
पॅक,ప్యాక్ చేయబడింది
पॅकेट स्विचिंग,ప్యాకెట్ స్విచింగ్
पॅकेटायझेशन,ప్యాకెట్జేషన్
पॅकेटाइज्ड,ప్యాకెట్ చేయబడింది
पॅड,ప్యాడ్
पेजिंग,పేజింగ్
पॅन स्क्रीन,పాన్ స్క్రీన్
पॅनेल,ప్యానెల్
पॅनिंग,పానింగ్
