Assamese,Punjabi
কংকালৰ মাটি,ਪਿੰਜਰ ਮਿੱਟੀ
স্কাৰ্টিং,ਸਕਰਟਿੰਗ
স্লিপাৰ ৱাল,ਸਲੀਪਰ ਕੰਧ
কাষৰ নালা,ਸਾਈਡ ਗਟਰ
স্লাইড নিয়ম,ਸਲਾਈਡ ਨਿਯਮ
স্লিপ ডক,ਸਲਿਪ ਡੌਕ
স্মোনিজা,Smoniza
তিয়াই থোৱা,ਭਿੱਜਣਾ
মাটিৰ সংঘ,ਮਿੱਟੀ ਦੀ ਸਾਂਝ
মাটিৰ শ্ৰেণী,ਮਿੱਟੀ ਦੀ ਸ਼੍ਰੇਣੀ
মাটিৰ জটিলতা,ਮਿੱਟੀ ਕੰਪਲੈਕਸ
মাটিৰ স্থায়িত্ব,ਮਿੱਟੀ ਦੀ ਇਕਸਾਰਤਾ
মাটি পৰিয়াল,ਮਿੱਟੀ ਪਰਿਵਾਰ
মাটিৰ ফ্ৰেমৰ কাম,ਮਿੱਟੀ ਫਰੇਮ ਦਾ ਕੰਮ
মাটিৰ আৰ্দ্ৰতা,ਮਿੱਟੀ ਦੀ ਨਮੀ
মাটিৰ আৰ্দ্ৰতা বৃদ্ধি,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦਾ ਵਾਧਾ
মাটিৰ আৰ্দ্ৰতাৰ ঘাটি,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦੀ ਘਾਟ
মাটিৰ আকৃতিবিজ্ঞান,ਮਿੱਟੀ ਰੂਪ ਵਿਗਿਆਨ
মাটিৰ কণা,ਮਿੱਟੀ ਦਾ ਕਣ
মাটিৰ পৰ্যায়,ਮਿੱਟੀ ਦਾ ਪੜਾਅ
মাটিৰ প্ৰফাইল,ਮਿੱਟੀ ਪਰੋਫਾਇਲ
মাটিৰ বিক্ৰিয়া,ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ
মাটি পৃথক হয়,ਮਿੱਟੀ ਵੱਖ ਕਰਦੀ ਹੈ
মাটিৰ শৃংখলা,ਮਿੱਟੀ ਦੀ ਲੜੀ
মাটিৰ দ্ৰৱ,ਮਿੱਟੀ ਦਾ ਹੱਲ
মাটিৰ গঠন,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
মাটিৰ টেক্সচাৰ,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
মাটিৰ প্ৰকাৰ,ਮਿੱਟੀ ਦੀ ਕਿਸਮ
ছলুম,ਸੋਲਮ
শোষণ,ਸੋਰਪਸ਼ਨ
Spalls,ਸਪੱਲਸ
নিৰ্দিষ্ট আয়ন প্ৰভাৱ,ਖਾਸ ਆਇਨ ਪ੍ਰਭਾਵ
বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম,ਵਰਗਾਕਾਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম,ਵਰਗਾਕਾਰ ਰੈਗੂਲਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
স্থিৰ প্ৰবাহ,ਸਥਿਰ ਵਹਾਅ
ফিচফিচাই ষ্টেপ কৰিলে,ਸਟੈਪਡ ਫਲੈਸ਼ਿੰਗ
আঠাযুক্ততা,ਚਿਪਕਣਾ
ষ্টিক পইণ্ট,ਸਟਿਕਿੰਗ ਪੁਆਇੰਟ
শিল,ਪੱਥਰ
স্লপ হেণ্ড মল্ডিং,ਢਲਾਣ ਹੱਥ ਮੋਲਡਿੰਗ
ষ্ট্ৰেপ হিঞ্জ,ਪੱਟੜੀ ਦਾ ਕਬਜਾ
ষ্ট্ৰ’ বৰ্ড,ਤੂੜੀ ਬੋਰਡ
নিজৰা,ਸਟ੍ਰੀਮ
চাপ,ਤਣਾਅ
ষ্ট্ৰেচাৰ,ਸਟ੍ਰੈਚਰ
ষ্ট্ৰেচাৰ বণ্ড,ਸਟ੍ਰੈਚਰ ਬਾਂਡ
ষ্ট্ৰেচাৰ কোৰ্চ,ਸਟਰੈਚਰ ਕੋਰਸ
তাঁৰ,ਸਤਰ
ষ্ট্ৰিং কোৰ্চ,ਸਤਰ ਕੋਰਸ
গঠন কাৰক,ਬਣਤਰ ਕਾਰਕ
গঠন সূচকাংক,ਬਣਤਰ ਸੂਚਕਾਂਕ
ষ্টুকো,ਸਟੁਕੋ
ষ্টড,ਸਟੱਡ
ষ্টাইলবেট,ਸਟਾਈਲੋਬੇਟ
উপ মাটি,ਉਪ ਮਿੱਟੀ
উপ গঠন,ਉਪ ਬਣਤਰ
যোগফল বক্ৰ,ਸਮੀਕਰਨ ਵਕਰ
সূৰ্য্যৰ মাইকা,ਸੂਰਜ ਮੀਕਾ
চুপাৰ ষ্ট্ৰাকচাৰ,ਸੁਪਰ ਬਣਤਰ
জৰীপকাৰী,ਸਰਵੇਖਣ ਕਰਨ ਵਾਲਾ
S-মান,S-ਮੁੱਲ
লুট,ਸਵੈਗ
হাঁসৰ ডিঙি,ਹੰਸ ਦੀ ਗਰਦਨ
তম্বু,ਤੰਬੂ
টেবুল হেণ্ড মল্ডিং,ਟੇਬਲ ਹੱਥ ਮੋਲਡਿੰਗ
টেংকিং,ਟੈਂਕਿੰਗ
টেম্পিয়েট্টো,ਟੈਂਪੀਏਟੋ
টেম্পাৰিং,ਟੈਂਪਰਿੰਗ
টেমপ্লেট,ਟੈਂਪਲੇਟ
টেমপ্লেট,ਟੈਂਪਲੇਟ
টেপিডাৰিয়াম,ਟੇਪੀਡੇਰਿਅਮ
টেৰাকোটা,ਟੈਰਾਕੋਟਾ
টেৰা ৰোজা,ਟੈਰਾ ਰੋਜ਼ਾ
টেৰাজো,ਟੈਰਾਜ਼ੋ
টেট্ৰা ষ্টাইল,ਟੈਟਰਾ ਸ਼ੈਲੀ
থ্ৰেছহ&#39;ল্ড সীমা মান,ਥ੍ਰੈਸ਼ਹੋਲਡ ਸੀਮਾ ਮੁੱਲ
নেলু,ਗਲਾ
শিলৰ মাজেৰে,ਪੱਥਰ ਦੁਆਰਾ
জোৱাৰ-ভাটাৰ অৱবাহিকা,ਟਾਈਡਲ ਬੇਸਿਨ
টাই বাৰ,ਟਾਈ ਪੱਟੀ
টাই বিম,ਟਾਈ ਬੀਮ
টাই ৰড,ਟਾਈ ਰਾਡ
তিৰছ,ਤਿਰਸ
সহনশীলতা,ਸਹਿਣਸ਼ੀਲਤਾ
দাঁত ওলোৱা,ਟੂਥਿੰਗ
ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি,ਉਪਰਲੀ ਮਿੱਟੀ ਜਾਂ ਸਤਹੀ ਮਿੱਟੀ
মুঠ ছিদ্ৰতা,ਕੁੱਲ porosity
ট্ৰেচাৰী,ਟਰੇਸਰੀ
ট্ৰেইন ৰেজিষ্টেন্স,ਟ੍ਰੇਨ ਪ੍ਰਤੀਰੋਧ
ট্ৰেন্সেপ্ট,ਟਰਾਂਸੇਪਟ
সংক্ৰমণকালীন মাটি,ਪਰਿਵਰਤਨਸ਼ੀਲ ਮਿੱਟੀ
ট্ৰেন্সম,ਟ੍ਰਾਂਸੋਮ
পৰিবহণ মাটি,ਆਵਾਜਾਈ ਮਿੱਟੀ
ট্ৰিবিউটাৰী,ਸਹਾਇਕ
ট্ৰাইফ’ৰিয়াম,ਟ੍ਰਾਈਫੋਰੀਅਮ
ট্ৰিগ্লিফ,ਟ੍ਰਾਈਗਲਾਈਫ
ছেদ কৰা মাটি,ਕੱਟੀ ਹੋਈ ਮਿੱਟੀ
অশান্ত প্ৰবাহ,ਗੜਬੜ ਵਾਲਾ ਵਹਾਅ
টাৰেট,ਬੁਰਜ
টিম্পাৰ num,Tympar ਨੰਬਰ
চূড়ান্ত বহন ক্ষমতা,ਅੰਤਮ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
চূড়ান্ত ph,ਅੰਤਮ ph
আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,ਬੇਤਰਤੀਬੇ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম,ਅਨਕੋਰਸਡ ਵਰਗ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
আণ্ডাৰক্ৰফ্ট,ਅੰਡਰਕ੍ਰਾਫਟ
ভৰোৱা নোহোৱা ছিদ্ৰতা,ਅਪੂਰਣ ਪੋਰੋਸਿਟੀ
একেধৰণৰ প্ৰবাহ,ਇਕਸਾਰ ਵਹਾਅ
ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট,ਯੂਨਿਟ ਫਰੇਮ ਦੀ ਕਿਸਮ ਸਕੈਫੋਲਡ
অনুত্পাদনশীল কাম,ਗੈਰ-ਉਤਪਾਦਕ ਕੰਮ
অসংপৃক্ত মাটি,ਅਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
অস্থিৰ প্ৰবাহ,ਅਸਥਿਰ ਵਹਾਅ
প্লাষ্টিকৰ ওপৰৰ সীমা,ਉਪਰਲੀ ਪਲਾਸਟਿਕ ਸੀਮਾ
উপত্যকাৰ নালা,ਵੈਲੀ ਗਟਰ
ভল্ট,ਵਾਲਟ
ভেটেৰিয়াম,ਵੈਟੇਰੀਅਮ
বায়ু চলাচল কৰা,ਹਵਾਦਾਰੀ
ভেন্টিলেটৰ,ਵੈਂਟੀਲੇਟਰ
ভেৰামদহ,ਵਰਮਦਾਹ
ভেষ্টিবুল,ਵੈਸਟੀਬਿਊਲ
ভিলা,ਵਿਲਾ
