Odiya,Tamil
ମେସିନ୍ ଶବ୍ଦ |,இயந்திர வார்த்தை
ମାକ୍ରୋ (= ମାକ୍ରୋ ନିର୍ଦ୍ଦେଶ),மேக்ரோ (=மேக்ரோ அறிவுறுத்தல்)
ମାକ୍ରୋ ଆର୍ଗୁମେଣ୍ଟ୍ |,மேக்ரோ வாதம்
ମାକ୍ରୋ ଆସେମ୍ବଲି ପ୍ରୋଗ୍ରାମ୍ |,மேக்ரோ சட்டசபை திட்டம்
ମାକ୍ରୋ କଲ୍ |,மேக்ரோ அழைப்பு
ମାକ୍ରୋ କୋଡ୍ |,மேக்ரோ குறியீடு
ମାକ୍ରୋ କମାଣ୍ଡ୍ |,மேக்ரோ கட்டளை
ମାକ୍ରୋ ଘୋଷଣା,மேக்ரோ பிரகடனம்
ମାକ୍ରୋ ସଂଜ୍ଞା,மேக்ரோ வரையறை
ମାକ୍ରୋ ଫ୍ଲୋ ଚାର୍ଟ |,மேக்ரோ ஓட்ட விளக்கப்படம்
ମାକ୍ରୋ ଜେନେରେଟର,மேக்ரோ ஜெனரேட்டர்
ମାକ୍ରୋ ନିର୍ଦ୍ଦେଶ,மேக்ரோ அறிவுறுத்தல்
ମାକ୍ରୋ ଭାଷା |,மேக்ரோ மொழி
ମାକ୍ରୋ ଲାଇବ୍ରେରୀ |,மேக்ரோ நூலகம்
ମାକ୍ରୋ ପାରାମିଟର |,மேக்ரோ அளவுரு
ମାକ୍ରୋ ପ୍ରକ୍ରିୟାକରଣ |,மேக்ரோ செயலாக்கம்
ମାକ୍ରୋ ସଞ୍ଚାଳକ |,மேக்ரோ செயலி
ମାକ୍ରୋ ପ୍ରୋଗ୍ରାମିଂ |,மேக்ரோ நிரலாக்க
ମାକ୍ରୋ ପ୍ରୋଟୋଟାଇପ୍ |,மேக்ரோ முன்மாதிரி
ମାକ୍ରୋ-କୋଡିଂ |,மேக்ரோ-குறியீடு
ମାଗାବାଇଟ୍ (MB),மாகாபைட் (MB)
ଯାଦୁ ଚରିତ୍ର |,மந்திர பாத்திரம்
ଯାଦୁ ସଂଖ୍ୟା,மந்திர எண்
ଚୁମ୍ବକୀୟ ବବୁଲ୍ ସ୍ମୃତି,காந்த குமிழி நினைவகம்
ଚୁମ୍ବକୀୟ କାର୍ଡ |,காந்த அட்டை
ଚୁମ୍ବକୀୟ କକ୍ଷ |,காந்த செல்
ଚୁମ୍ବକୀୟ ଚରିତ୍ର |,காந்த தன்மை
ଚୁମ୍ବକୀୟ କୋର ସଂରକ୍ଷଣ,காந்த மைய சேமிப்பு
ଚୁମ୍ବକୀୟ ଡିସ୍କ |,காந்த வட்டு
ଚୁମ୍ବକୀୟ ଡିସ୍କ ଠିକଣା,காந்த வட்டு முகவரி
ଚୁମ୍ବକୀୟ ଡିସ୍କ ସ୍ମୃତି,காந்த வட்டு நினைவகம்
ଚୁମ୍ବକୀୟ ଡ୍ରମ୍ |,காந்த டிரம்
ଚୁମ୍ବକୀୟ ଏନକୋଡିଂ |,காந்த குறியாக்கம்
ଚୁମ୍ବକୀୟ ମୁଣ୍ଡ,காந்த தலை
ଚୁମ୍ବକୀୟ ଇଙ୍କି |,காந்த மை
ଚୁମ୍ବକୀୟ ଇଙ୍କି ବର୍ଣ୍ଣ ଚିହ୍ନ (MICR),காந்த மை எழுத்து அங்கீகாரம் (MICR)
ଚୁମ୍ବକୀୟ ମିଡିଆ |,காந்த ஊடகம்
ଚୁମ୍ବକୀୟ ପଠନ |,காந்த வாசிப்பு
ଚୁମ୍ବକୀୟ ରେକର୍ଡିଂ |,காந்த பதிவு
ଚୁମ୍ବକୀୟ ସଂରକ୍ଷଣ,காந்த சேமிப்பு
ଚୁମ୍ବକୀୟ ଷ୍ଟ୍ରିପ୍ |,காந்தப் பட்டை
ଚୁମ୍ବକୀୟ ଟେପ୍ |,காந்த நாடா
ଚୁମ୍ବକୀୟ ଟେପ୍ କାର୍ଟ୍ରିଜ୍ |,காந்த நாடா கெட்டி
ଚୁମ୍ବକୀୟ ଟେପ୍ ଡ୍ରାଇଭ୍ |,காந்த நாடா இயக்கி
ଚୁମ୍ବକୀୟ ଟେପ୍ ହେଡର୍ |,காந்த நாடா தலைப்பு
ଚୁମ୍ବକୀୟ ଟେପ୍ ଲାଇବ୍ରେରିଆନ୍ |,காந்த நாடா நூலகர்
ଚୁମ୍ବକୀୟ ଟେପ୍ ପରିବହନ |,காந்த நாடா போக்குவரத்து
ଚୁମ୍ବକୀୟ ଟେପ୍ ୟୁନିଟ୍ |,காந்த நாடா அலகு
ଚୁମ୍ବକୀୟ ପତଳା ଚଳଚ୍ଚିତ୍ର |,காந்த மெல்லிய படலம்
ଚୁମ୍ବକୀୟ ଟ୍ରାକ୍ |,காந்த பாதை
ଚୁମ୍ବକୀୟ ଅପ୍ଟିକ୍ ଷ୍ଟୋରେଜ୍ |,காந்த ஒளி சேமிப்பு
ଚୁମ୍ବକୀୟ ପ୍ରିଣ୍ଟର୍ |,காந்தவியல் அச்சுப்பொறி
ଚୁମ୍ବକୀୟ,காந்தத்தடுப்பு
ଚୁମ୍ବକୀୟ ଟାବଲେଟ୍ |,காந்தத்தடுப்பு மாத்திரை
ମେଲ୍ ବାକ୍ସ,அஞ்சல் பெட்டி
ମେଲ୍ ମିଶ୍ରଣ |,அஞ்சல் இணைப்பு
ମୁଖ୍ୟ ନିୟନ୍ତ୍ରଣ ଏକକ |,முக்கிய கட்டுப்பாட்டு அலகு
ମୁଖ୍ୟ ଫ୍ରେମ୍ |,முக்கிய சட்டகம்
ମୁଖ୍ୟ ଫ୍ରେମ୍ ସିଷ୍ଟମ୍ |,முக்கிய சட்ட அமைப்பு
ମୁଖ୍ୟ ସ୍ମୃତି,முதன்மை நினைவகம்
ମୁଖ୍ୟ ପ୍ରୋଗ୍ରାମ୍,முக்கிய திட்டம்
ମୁଖ୍ୟ ଭଣ୍ଡାର |,முக்கிய சேமிப்பு
ମୁଖ୍ୟ ସୁଇଚ୍,முக்கிய சுவிட்ச்
ରକ୍ଷଣାବେକ୍ଷଣ,பராமரிப்பு
ରକ୍ଷଣାବେକ୍ଷଣ ପ୍ୟାନେଲ୍ |,பராமரிப்பு குழு
ରକ୍ଷଣାବେକ୍ଷଣ ସମୟ,பராமரிப்பு நேரம்
ପ୍ରମୁଖ ଚକ୍ର |,முக்கிய சுழற்சி
ପ୍ରମୁଖ ଉପକରଣ,முக்கிய சாதனம்
ମୁଖ୍ୟ ଚାବି |,முக்கிய விசை
ପ୍ରମୁଖ ରାଜ୍ୟ |,முக்கிய மாநிலம்
ପ୍ରମୁଖ ଗଠନ,முக்கிய கட்டமைப்பு
ପ୍ରମୁଖ କାର୍ଯ୍ୟ,முக்கிய பணி
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,பெரும்பான்மை உறுப்பு
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,பெரும்பான்மை வாயில்
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,பெரும்பான்மை செயல்பாடு
ମେକଅପ୍ ସମୟ |,ஒப்பனை நேரம்
ତ୍ରୁଟି ନିତ୍ୟକର୍ମ |,செயலிழப்பு வழக்கமான
ପରିଚାଳନା ବିକାଶ,மேலாண்மை வளர்ச்சி
ପରିଚାଳନା ସୂଚନା ବ୍ୟବସ୍ଥା (MIS),மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்)
ପରିଚାଳନା ବିଜ୍ଞାନ |,மேலாண்மை அறிவியல்
ମଞ୍ଚେଷ୍ଟର କୋଡିଂ |,மான்செஸ்டர் குறியீட்டு முறை
ମନିଫୋଲ୍ଡିଂ |,பன்மடங்கு
ମନିପ୍ୟୁଟେଡ୍ ଭେରିଏବଲ୍ |,கையாளப்பட்ட மாறி
ଇଣ୍ଡେକ୍ସ କରିବା,குறியீட்டு முறையை கையாளுதல்
ମ୍ୟାନ୍-ମେସିନ୍ ଅନୁକରଣ |,மனிதன்-இயந்திர உருவகப்படுத்துதல்
ମାନୁଆଲ୍ ଠିକଣା ସୁଇଚ୍ |,கையேடு முகவரி சுவிட்ச்
ମାନୁଆଲ ବିଶ୍ଳେଷଣ |,கையேடு பகுப்பாய்வு
ମାନୁଆଲ ଉତ୍ତର,கைமுறை பதில்
ମାନୁଆଲ ପ୍ରବେଶ,கைமுறை நுழைவு
ମାନୁଆଲ ବିନିମୟ,கையேடு பரிமாற்றம்
ମାନୁଆଲ୍ ଇନପୁଟ୍ |,கைமுறை உள்ளீடு
ମାନୁଆଲ୍ ଅପରେସନ୍ |,கைமுறை செயல்பாடு
ଅନେକ ସମ୍ପର୍କ ପାଇଁ ଅନେକ |,பல பல உறவுகள்
ଅନେକରୁ ଗୋଟିଏ ଡିକୋଡର୍ |,பல ஒரு குறிவிலக்கி
ମାନଚିତ୍ର ପଦ୍ଧତି,வரைபட முறை
ମ୍ୟାପିଂ,விவரணையாக்கம்
ମାର୍ଜିନ୍,விளிம்பு
ମାର୍ଜିନ୍ ତ୍ରୁଟି |,விளிம்பு பிழை
ମାର୍ଜିନାଲ ଯାଞ୍ଚ,விளிம்பு சோதனை
ମାର୍ଜିନାଲ ପରୀକ୍ଷା,விளிம்பு சோதனை
ଚିହ୍ନ ଚିହ୍ନଟ,குறி கண்டறிதல்
ପ reading ଼ିବା ଚିହ୍ନ |,குறி வாசிப்பு
ମାର୍କ ସ୍କାନିଂ,குறி ஸ்கேனிங்
ଚିହ୍ନ ଚିହ୍ନ,குறி உணர்வு
ମାର୍କର,குறிப்பான்
ମାର୍କିଂ,குறியிடுதல்
ତରଙ୍ଗ ଚିହ୍ନିତ,குறிக்கும் அலை
ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |,மார்க்கோவ் சங்கிலி
ମାର୍କୋଭ ଉତ୍ସ |,மார்க்கோவ் ஆதாரம்
ମାର୍କ ଅପ୍ ଭାଷା |,குறி மொழி
ମାସର,மாசர்
ମାସର,மாசர்
ମାସ୍କ,முகமூடி
ମାସ୍କ ବିଟ୍ |,முகமூடி பிட்
ମାସ୍କ ପ୍ରୋଗ୍ରାମେବଲ୍ ଡିଭାଇସ୍ |,முகமூடி நிரல்படுத்தக்கூடிய சாதனம்
ମାସ୍କ ରେଜିଷ୍ଟର |,முகமூடி பதிவு
ମାସ୍କଡ୍ ROM |,முகமூடி ROM
ମାସ୍କିଂ |,மறைத்தல்
ବହୁ ତଥ୍ୟ,வெகுஜன தரவு
ଜନ ସ୍ମୃତି,நிறை நினைவகம்
ବହୁଳ ଭାବରେ ସମାନ୍ତରାଳ |,பெருமளவில் இணையாக
ଗୁରୁ,குரு
ମାଷ୍ଟର କାର୍ଡ |,முதன்மை அட்டை
ମାଷ୍ଟର ଘଣ୍ଟା |,முதன்மை கடிகாரம்
ମାଷ୍ଟର କନସୋଲ୍ |,மாஸ்டர் கன்சல்
ମୂଖ୍ୟ ତଥ୍ୟ |,பிரதான தரவு
ମୂଖ୍ୟ ଚିତ୍ର,முதன்மை வரைபடம்
ମାଷ୍ଟର ଫାଇଲ୍ |,முதன்மை கோப்பு
ମାଷ୍ଟର ଗ୍ରୁପ୍ |,முதன்மை குழு
ମାଷ୍ଟର କି,முதன்மை விசை
ମାଷ୍ଟର ଲାଇବ୍ରେରୀ ଟେପ୍ |,முதன்மை நூலக நாடா
ମାଷ୍ଟର ସଞ୍ଚାଳକ |,முதன்மை செயலி
ମାଷ୍ଟର ପ୍ରୋଗ୍ରାମ୍ |,முதன்மை திட்டம்
ମାଷ୍ଟର ଷ୍ଟେସନ୍ |,முதன்மை நிலையம்
ମାଷ୍ଟର ଟେପ୍ |,மாஸ்டர் டேப்
ମାଷ୍ଟର୍ ଟର୍ମିନାଲ୍ |,முதன்மை முனையம்
ମାଷ୍ଟର / ଦାସ ଉପକରଣ |,மாஸ்டர்/அடிமை சாதனம்
ମାଷ୍ଟର / ଦାସ ପ୍ରଣାଳୀ |,எஜமானர்/அடிமை முறை
ମ୍ୟାଚ୍,பொருத்துக
ମେଳ ଖାଉଛି,பொருத்தம்
ଗାଣିତିକ ପ୍ରୋଗ୍ରାମିଂ,கணித நிரலாக்கம்
ଗାଣିତିକ ଅନୁକରଣ,கணித உருவகப்படுத்துதல்
ମାଟ୍ରିକ୍ସ,மேட்ரிக்ஸ்
ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |,அணி அச்சுப்பொறி
ମ୍ୟାଟ୍ରିକ୍ସ ସୁଇଚ୍ |,அணி சுவிட்ச்
ମ୍ୟାଟ୍ରିକ୍ସ ଟେବୁଲ୍ |,அணி அட்டவணை
ମ୍ୟାକ୍ସି କମ୍ପ୍ୟୁଟର |,அதிகபட்ச கணினி
ମ୍ୟାକ୍ସିକ୍ କମ୍ପ୍ୟୁଟର |,அதிகபட்ச கணினி
ସର୍ବାଧିକ ଉପାଦାନ |,அதிகபட்ச உறுப்பு
maxterm (ମାନକ ରାଶି ଶବ୍ଦ),அதிகபட்சம் (நிலையான தொகை)
ମ୍ୟାକ୍ସୱେଲ ଡେମନ୍ |,மேக்ஸ்வெல் டீமான்
ଅର୍ଥ,சராசரி
ଅର୍ଥ ମରାମତି ସମୟ |,பழுதுபார்க்கும் நேரம் என்று பொருள்
ବିଫଳତା ମଧ୍ୟରେ ସମୟ (MTBF),தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF)
ବିଫଳତା ମଧ୍ୟରେ ସମୟ (MTBF),தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF)
ବିଫଳତାର ସମୟ |,தோல்விக்கான நேரம் என்று அர்த்தம்
ମରାମତି ପାଇଁ ସମୟ |,பழுதுபார்க்கும் நேரம்
ମରାମତି ପାଇଁ ସମୟ (MTTR),பழுதுபார்ப்பதற்கான சராசரி நேரம் (MTTR)
ମଧ୍ୟମ ମାପ ଏକୀକରଣ (MSI),நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI)
ମଧ୍ୟମ ମାପ ଏକୀକରଣ (MSI),நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI)
ମଧ୍ୟମ ଅବଧି ସଂରକ୍ଷଣ ଉପକରଣ |,நடுத்தர கால சேமிப்பு சாதனம்
ପ୍ରତି ସେକେଣ୍ଡରେ ମେଗାବିଟ୍ (MB Ps),ஒரு வினாடிக்கு மெகாபிட் (எம்பி பிஎஸ்)
ସଦସ୍ୟ ବସ୍ତୁ |,உறுப்பினர் பொருள்
ସଦସ୍ୟ ରେକର୍ଡ |,உறுப்பினர் பதிவு
ସ୍ମୃତି,நினைவு
ମେମୋରୀ ଆରେ,நினைவக வரிசை
ମେମୋରୀ ବ୍ୟାଙ୍କ,நினைவக வங்கி
ମେମୋରୀ ବଫର୍ ରେଜିଷ୍ଟର |,நினைவக இடையக பதிவு
ମେମୋରୀ ବସ୍,நினைவக பேருந்து
ମେମୋରୀ କାର୍ଡ,மெமரி கார்டு
ମେମୋରୀ ସେଲ୍,நினைவக செல்
ସ୍ମୃତି ସଙ୍କୋଚନ,நினைவக சுருக்கம்
ମେମୋରୀ କୋର୍,நினைவக கோர்
ସ୍ମୃତି ଚକ୍ର,நினைவக சுழற்சி
ମେମୋରୀ ଡାଟା ରେଜିଷ୍ଟର |,நினைவக தரவு பதிவு
ମେମୋରୀ ଡମ୍ପ,நினைவக திணிப்பு
ସ୍ମୃତି ବିନିମୟ,நினைவக பரிமாற்றம்
ସ୍ମୃତି କ୍ରମ,நினைவக படிநிலை
ସ୍ମୃତି ନିର୍ଦ୍ଦେଶ,நினைவக அறிவுறுத்தல்
ସ୍ମୃତି ପରିଚାଳନା,நினைவக மேலாண்மை
ସ୍ମୃତି ମାନଚିତ୍ର,நினைவக வரைபடம்
ମେମୋରୀ ମ୍ୟାପ୍ I / O,நினைவக வரைபட I/O
ମେମୋରୀ ମଡେଲ୍ |,நினைவக மாதிரி
ମେମୋରୀ ମଡ୍ୟୁଲ୍,நினைவக தொகுதி
ମେମୋରୀ ପଏଣ୍ଟର୍ ରେଜିଷ୍ଟର |,நினைவக சுட்டி பதிவு
ସ୍ମୃତି ଶକ୍ତି,ஞாபக சக்தி
ସ୍ମୃତି ସୁରକ୍ଷା,நினைவக பாதுகாப்பு
ମେମୋରୀ ରେଫରେନ୍ସ ନିର୍ଦ୍ଦେଶ,நினைவக குறிப்பு வழிமுறை
ସ୍ମୃତି ବାସିନ୍ଦା କାର୍ଯ୍ୟକ୍ରମ |,நினைவக குடியிருப்பு திட்டம்
ମେମୋରୀ ୟୁନିଟ୍,நினைவக அலகு
ମେନୁ,பட்டியல்
ମେନୁ ବାର୍ |,மெனு பார்
ମେନୁ ଡ୍ରାଇଭ୍ |,மெனு டிரைவ்
ମେନୁ ଚୟନ,மெனு தேர்வு
ମେନୁ-ଚାଳିତ ପ୍ରୋଗ୍ରାମ୍ |,மெனு-உந்துதல் நிரல்
ମିଶ୍ରଣ କରନ୍ତୁ |,ஒன்றிணைக்கவும்
ବିନିମୟ ସର୍ଟ ମିଶ୍ରଣ କରନ୍ତୁ |,பரிமாற்ற வரிசையை ஒன்றிணைத்தல்
ମିଶ୍ରଣ ସର୍ଟ,ஒன்றிணைக்கும் வகை
ମିଶ୍ରଣ,இணைத்தல்
ଜାଲ ନେଟୱାର୍କ,கண்ணி நெட்வொர்க்
ମେସେଜିଂ,செய்தி அனுப்புதல்
ବାର୍ତ୍ତା |,செய்தி
ବାର୍ତ୍ତା ପ୍ରାମାଣିକିକରଣ |,செய்தி அங்கீகாரம்
ବାର୍ତ୍ତା ବାକ୍ସ,செய்தி பெட்டி
ବାର୍ତ୍ତା ସର୍କିଟ |,செய்தி சுற்று
ବାର୍ତ୍ତା ଫର୍ମାଟ୍ |,செய்தி வடிவம்
ବାର୍ତ୍ତା ହେଡର୍ |,செய்தி தலைப்பு
ବାର୍ତ୍ତା ମୋଡ୍,செய்தி முறை
ବାର୍ତ୍ତା ପାସ୍ କରୁଛି |,செய்தி அனுப்புதல்
ବାର୍ତ୍ତା ମତଦାନ,செய்தி வாக்கெடுப்பு
ବାର୍ତ୍ତା କ୍ରମ |,செய்தி வரிசை
ମେସେଜ୍ ସୁଇଚ୍ |,செய்தி சுவிட்ச்
ବାର୍ତ୍ତା ପାଠ,செய்தி உரை
ବାର୍ତ୍ତା ସ୍ଥାନାନ୍ତର ଏଜେଣ୍ଟ |,செய்தி பரிமாற்ற முகவர்
ମେଟା ଆସେମ୍ବଲର୍ |,மெட்டா அசெம்பிளர்
ମେଟା କ୍ଲାସ୍ |,மெட்டா வகுப்பு
ମେଟା ସଂକଳନ,மெட்டா தொகுப்பு
ମେଟା କମ୍ପାଇଲର୍,மெட்டா கம்பைலர்
ମେଟା ଭାଷା |,மெட்டா மொழி
ମେଟା ନେଟୱାର୍କ |,மெட்டா நெட்வொர்க்
ମେଟା ସିଷ୍ଟମ୍ |,மெட்டா அமைப்பு
ପଦ୍ଧତି,முறை
ମହାନଗର କ୍ଷେତ୍ର ନେଟୱାର୍କ (MAN),பெருநகரப் பகுதி நெட்வொர்க் (MAN)
ମାଇକ୍ରୋ |,மைக்ரோ
ମାଇକ୍ରୋ କୋଡ୍,மைக்ரோ குறியீடு
ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |,மைக்ரோ கணினி
ମାଇକ୍ରୋ ନିୟନ୍ତ୍ରକ |,நுண் கட்டுப்படுத்தி
ମାଇକ୍ରୋ ଚକ୍ର |,நுண் சுழற்சி
ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେକାନିକାଲ୍ ସିଷ୍ଟମ୍ (MEMS),மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் சிஸ்டம் (MEMS)
ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,மைக்ரோ எலக்ட்ரானிக்ஸ்
ମାଇକ୍ରୋ ମିନିଅଥାଇଜେସନ୍ |,மைக்ரோ சிறிய அங்கீகாரம்
ମାଇକ୍ରୋ କ୍ରମ |,மைக்ரோ ஆர்டர்
ମାଇକ୍ରୋ / ମେନ୍ ଫ୍ରେମ୍ ଲିଙ୍କ୍ |,மைக்ரோ/மெயின்பிரேம் இணைப்பு
ମାଇକ୍ରୋଚିପ୍ |,மைக்ரோசிப்
ମାଇକ୍ରୋକୋବଲ୍ |,மைக்ரோகோபோல்
ମାଇକ୍ରୋକୋଡ୍ |,மைக்ரோகோட்
ମାଇକ୍ରୋଫିଚ୍ |,மைக்ரோஃபிச்
ମାଇକ୍ରୋଫ୍ଲପି |,மைக்ரோஃப்ளாப்பி
ମାଇକ୍ରୋଫର୍ମ ପାଠକ |,மைக்ரோஃபார்ம் ரீடர்
ମାଇକ୍ରୋଫ୍ରେମ୍ |,மைக்ரோஃப்ரேம்
ମାଇକ୍ରୋଗ୍ରାଫିକ୍ |,மைக்ரோகிராபிக்ஸ்
ମାଇକ୍ରୋଫୋନ୍ |,ஒலிவாங்கி
ମାଇକ୍ରୋଫୋଟୋଗ୍ରାଫ୍ |,மைக்ரோஃபோட்டோகிராஃப்
ମାଇକ୍ରୋପ୍ରୋସେସିଂ ୟୁନିଟ୍ |,நுண்செயலி அலகு
ମାଇକ୍ରୋପ୍ରୋସେସର୍ |,நுண்செயலி
ମାଇକ୍ରୋପ୍ରୋସେସର୍ ଚିପ୍ |,நுண்செயலி சிப்
ମାଇକ୍ରୋପ୍ରୋସେସର୍ କମ୍ପାଇଲର୍ |,நுண்செயலி தொகுப்பி
ମାଇକ୍ରୋପ୍ରୋସେସର ୟୁନିଟ୍ (MPU),நுண்செயலி அலகு (MPU)
ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମ୍ |,நுண் நிரல்
ମାଇକ୍ରୋସେକେନ୍ସ |,நுண்வரிசை
ମାଇକ୍ରୋସଫ୍ଟ |,மைக்ரோசாப்ட்
ମାଇକ୍ରୋସଫ୍ଟ ୱିଣ୍ଡୋ |,மைக்ரோசாஃப்ட் ஜன்னல்கள்
ମାଇକ୍ରୋୱେଭ୍ |,மைக்ரோவேவ்
ମାଇକ୍ରୋୱେଭ୍ ଲିଙ୍କ୍ |,நுண்ணலை இணைப்பு
ମାଇକ୍ରୋୱେଭ୍ ବିସ୍ତାର |,நுண்ணலை பரப்புதல்
ମଧ୍ୟମ ପରିଚାଳନା,நடுத்தர மேலாண்மை
ମିଡିଲୱେର୍ |,மிடில்வேர்
ମିଡିକମ୍ପୁଟର |,மிடிகம்ப்யூட்டர்
ମିଡପଏଣ୍ଟ |,நடுப்புள்ளி
ମଧ୍ୟବର୍ତ୍ତୀ,இடைக்காலம்
ସ୍ଥାନାନ୍ତରଣ ପଥ,இடம்பெயர்வு பாதை
ପ୍ରତି ସେକେଣ୍ଡରେ ମିଲିୟନ୍ ନିର୍ଦ୍ଦେଶ (MIPS),ஒரு வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS)
minicomputer,சிறிய கணினி
ମିନିଡିସ୍କେଟ୍ |,மினிடிஸ்கெட்
ସର୍ବନିମ୍ନ କର୍ଣ୍ଣଲ |,குறைந்தபட்ச கர்னல்
ସର୍ବନିମ୍ନ ଉତ୍ପାଦ |,குறைந்தபட்ச தயாரிப்பு
ସର୍ବନିମ୍ନ ଗଛ |,குறைந்தபட்ச மரம்
ମିନିମାକ୍ସ (ମିନି-ସର୍ବାଧିକ) ଆଲଗୋରିଦମ |,minimax (min-max) அல்காரிதம்
ମିନିମାକ୍ସ ପ୍ରଣାଳୀ |,குறைந்தபட்ச செயல்முறை
ସର୍ବନିମ୍ନ ମୂଲ୍ୟ ବିସ୍ତାର ବୃକ୍ଷ |,குறைந்தபட்ச செலவு பரந்த மரம்
ସର୍ବନିମ୍ନ ବିଳମ୍ବ କୋଡିଂ |,குறைந்தபட்ச தாமதக் குறியீட்டு முறை
ଛୋଟ ଉପକରଣ,சிறிய சாதனம்
ମିନିଟରମ୍ |,மின்டெரிம்
ମାଇନସ୍ ପତାକା |,கழித்தல் கொடி
ମାଇନସ୍ ପତାକା |,கழித்தல் கொடி
ମାଇନସ୍ ଜୋନ୍ |,கழித்தல் மண்டலம்
ଦର୍ପଣ |,கண்ணாடி
ଦର୍ପଣ ସାଇଟ୍ |,கண்ணாடி தளம்
ମିଶ୍ରିତ-ରେଡିକ୍ସ ନୋଟେସନ୍ |,கலப்பு-ரேடிக்ஸ் குறியீடு
ମିକ୍ସର୍ |,கலவை
ମେନେମୋନିକ୍ |,நினைவாற்றல்
ସ୍ମୃତି ଠିକଣା,நினைவு முகவரி
ମେନେମୋନିକ୍ସ |,நினைவாற்றல்
ମୋବାଇଲ୍ |,கைபேசி
ମୋବାଇଲ୍ ଗଣନା,மொபைல் கம்ப்யூட்டிங்
ମଡେଲ୍ |,மாதிரி
ମୋଡଲେସ୍ ଏଡିଟର୍ |,முறையற்ற ஆசிரியர்
ମଡେଲିଂ,மாடலிங்
ମୋଡେମ୍,மோடம்
ମଧ୍ୟମ,மிதமான
ମଧ୍ୟମତା,நிதானம்
ମୋଡରେଟର୍,மதிப்பீட்டாளர்
ପରିବର୍ତ୍ତିତ ନିର୍ଦ୍ଦେଶ,மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்
ପରିବର୍ତ୍ତନକାରୀ,மாற்றியமைப்பவர்
ପରିବର୍ତ୍ତକ ବିଟ୍,மாற்றி பிட்
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,மாற்றியமைக்கவும்
ମଡ୍ୟୁଲାର୍ |,மட்டு
ମଡ୍ୟୁଲେରିଟି,மாடுலாரிட்டி
ମଡ୍ୟୁଲେସନ୍,பண்பேற்றம்
ମଡ୍ୟୁଲ୍,தொகுதி
ମଡ୍ୟୁଲ୍ ସ୍ଥାପତ୍ୟ,தொகுதி கட்டமைப்பு
ମନିଟର,கண்காணிக்கவும்
ମନିଟରିଂ ପ୍ରୋଗ୍ରାମ୍ |,கண்காணிப்பு திட்டம்
ମୋନୋକ୍ରୋମ୍ ପ୍ରଦର୍ଶନ |,மோனோக்ரோம் காட்சி
ମୋନୋଲିଥିକ୍ ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ୍ |,ஒற்றைக்கல் ஒருங்கிணைந்த சுற்று
ମୋନୋଲିଥିକ୍ ଟେକ୍ନୋଲୋଜି |,ஒற்றைக்கல் தொழில்நுட்பம்
ମୋନୋସ୍ପେସ୍ ଫଣ୍ଟ |,மோனோஸ்பேஸ் எழுத்துரு
ମୋନୋଷ୍ଟେବଲ୍ |,மோனோஸ்டபிள்
ଏକାଗ୍ରତା |,மோனோடோரிசிட்டி
ମର୍ଫ୍ |,மார்பு
ମର୍ଫେମ୍ |,மார்பிம்
ମର୍ଫିଜିମ୍ |,மார்பிசம்
ବନ୍ଧକ,அடமானம்
ମସଫେଟ୍ (MOSFET),mosfet (MOSFET)
ସବୁଠାରୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ବିଟ୍ |,மிக முக்கியமான பிட்
ମଦର ବୋର୍ଡ |,தாய் பலகை
ମାତା ପଞ୍ଜିକରଣ |,அம்மா பதிவு
ଗତି ଚିତ୍ର,இயக்க படம்
ଗତି ଚିତ୍ର ବିଶେଷଜ୍ଞ ଗୋଷ୍ଠୀ (MPEG),மோஷன் பிக்சர் நிபுணர்கள் குழு (MPEG)
ପର୍ବତ,மவுண்ட்
ମାଉସ୍,சுட்டி
ଘୁଞ୍ଚାନ୍ତୁ |,நகர்வு
