Bengali,Kannada
নির্দেশ,ಸೂಚನಾ
নির্দেশ,ಸೂಚನಾ
নির্দেশ চক্র,ಸೂಚನಾ ಚಕ್ರ
নির্দেশ চক্র,ಸೂಚನಾ ಚಕ್ರ
নির্দেশনা ডিকোডার,ಸೂಚನಾ ಡಿಕೋಡರ್
"নির্দেশ বিন্যাস, বিন্যাস","ಸೂಚನಾ ಸ್ವರೂಪ, ಸ್ವರೂಪ"
নির্দেশনা রেজিস্টার,ಸೂಚನಾ ರಿಜಿಸ್ಟರ್
নির্দেশনাবলী,ಸೂಚನಾ ಸೆಟ್
নির্দেশ ক্রিয়া,ಸೂಚನಾ ಕ್ರಿಯಾಪದ
মেশিন,ಯಂತ್ರ
যান্ত্রিকীকরণ,ಯಾಂತ್ರೀಕರಣ
যান্ত্রিকীকরণ পরিবর্ধক,ಯಾಂತ್ರೀಕರಣ ಆಂಪ್ಲಿಫಯರ್
যান্ত্রিকীকরণ ট্রান্সফরমার,ಯಾಂತ್ರಿಕೀಕರಣ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
উত্তাপ গেট,ಇನ್ಸುಲೇಟೆಡ್ ಗೇಟ್
প্রতিরোধী গেট ভাগ্য,ನಿರೋಧಕ ಗೇಟ್ ವಿಧಿ
অন্তরক,ಅವಾಹಕ
প্রতিষেধক,ಆಂಟಿಪೆರ್ಸ್ಪಿರಂಟ್
INT সংকেত,INT ಸಿಗ್ನಲ್
INTA সংকেত,INTA ಸಂಕೇತ
INTE সংকেত,INTE ಸಂಕೇತ
ইন্টিগ্রেটেড সার্কিট (IC),ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್ (IC)
ইন্টিগ্রেটেড সার্কিট (IC),ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್ (IC)
ইন্টিগ্রেটেড ইনজেকশন লজিক,ಇಂಟಿಗ್ರೇಟೆಡ್ ಇಂಜೆಕ್ಷನ್ ಲಾಜಿಕ್
ইন্টিগ্রেটর,ಸಂಯೋಜಕ
intensifier,ತೀವ್ರಗೊಳಿಸುವವನು
ডিফারেনশিয়াল ট্রান্সডুসার,ಭೇದಾತ್ಮಕ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
আন্তঃইলেকট্রোড ক্যাপাসিট্যান্স,ಇಂಟರ್ಎಲೆಕ್ಟ್ರೋಡ್ ಕೆಪಾಸಿಟನ್ಸ್
ইন্টারফেস,ಇಂಟರ್ಫೇಸ್
ইন্টারফেস চার্জ,ಇಂಟರ್ಫೇಸ್ ಚಾರ್ಜ್
ইন্টারফেস কাপলিং,ಇಂಟರ್ಫೇಸ್ ಜೋಡಣೆ
ইন্টারফেস সার্কিট,ಇಂಟರ್ಫೇಸ್ ಸರ್ಕ್ಯೂಟ್
হস্তক্ষেপ ক্ষয়,ಹಸ್ತಕ್ಷೇಪ ಕ್ಷೀಣತೆ
হস্তক্ষেপ ফিল্টার,ಹಸ್ತಕ್ಷೇಪ ಫಿಲ್ಟರ್
সিন্যাপস স্ক্যানিং,ಸಿನಾಪ್ಸ್ ಸ್ಕ್ಯಾನಿಂಗ್
সিন্যাপ্স,ಸಿನಾಪ್ಸ್
আন্তঃবন্ধন হ্যান্ড শেক,ಇಂಟರ್ಬಂಧನ್ ಹ್ಯಾಂಡ್ ಶೇಕ್
মধ্যবর্তী ফ্রিকোয়েন্সি (IF),ಮಧ್ಯಂತರ ಆವರ್ತನ (IF)
মধ্য ফ্রিকোয়েন্সি,ಮಧ್ಯಮ ಆವರ್ತನ
বিরতিহীন ব্যর্থতা,ಮಧ್ಯಂತರ ವೈಫಲ್ಯ
ইন্টারমডুলেশন,ಇಂಟರ್ ಮಾಡ್ಯುಲೇಷನ್
ইন্টারমডুলেশন বিকৃতি (IMD),ಇಂಟರ್‌ಮೋಡ್ಯುಲೇಶನ್ ಡಿಸ್ಟೋರ್ಶನ್ (IMD)
অভ্যন্তরীণ ফ্রিকোয়েন্সি ক্ষতিপূরণ,ಆಂತರಿಕ ಆವರ್ತನ ಪರಿಹಾರ
দোভাষী,ವ್ಯಾಖ್ಯಾನಕಾರ
বাধা,ಅಡ್ಡಿಪಡಿಸಿ
বাধা,ಅಡ್ಡಿಪಡಿಸಿ
অবিচ্ছিন্ন একটানা তরঙ্গ (ICW),ನಿರಂತರ ನಿರಂತರ ಅಲೆ (ICW)
ইন্টার সিম্বল ইন্টারফারেন্স (আইএসআই),ಇಂಟರ್ ಸಿಂಬಲ್ ಇಂಟರ್‌ಫರೆನ್ಸ್ (ISI)
বিঘ্নিত নিবন্ধন,ಅಡಚಣೆ ನೋಂದಣಿ
বাধা সংকেত,ಅಡ್ಡಿ ಸಂಕೇತ
বস্তুগত অর্থ,ವಸ್ತು ಹಣ
ইনভার্স ফুরিয়ার ট্রান্সফর্ম (IFT),ವಿಲೋಮ ಫೋರಿಯರ್ ರೂಪಾಂತರ (IFT)
বিপরীত স্তর,ವಿಲೋಮ ಪದರ
বিপরীত বিদ্যুৎ সরবরাহ,ರಿವರ್ಸ್ ವಿದ್ಯುತ್ ಸರಬರಾಜು
বিপরীত,ವಿಲೋಮ
বিপরীত,ವಿಲೋಮ
বিপরীত যোজক,ವಿಲೋಮ ಸಂಯೋಜಕ
বিপরীত পরিবর্ধক,ವಿಲೋಮ ಆಂಪ್ಲಿಫಯರ್
বিপরীত পরিবর্ধক,ವಿಲೋಮ ಆಂಪ್ಲಿಫಯರ್
বিপরীত বিনিয়োগ,ವಿಲೋಮ ಹೂಡಿಕೆ
আইও/এম সংকেত,Io/M ಸಿಗ್ನಲ್
আইও/আর সংকেত,Io/R ಸಿಗ್ನಲ್
জল ladsr,ನೀರಿನ ಹುಡುಗರು
আয়ন,ಅಯಾನು
আয়ন রোপণ,ಅಯಾನು ನೆಡುವಿಕೆ
আয়ন রোপণ,ಅಯಾನು ನೆಡುವಿಕೆ
আয়ন অনুরণন শোষণ,ಅಯಾನು ಅನುರಣನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
আয়নকরণ,ಅಯಾನೀಕರಣ
আয়নকরণ,ಅಯಾನೀಕರಣ
আয়নকরণ বর্তমান,ಅಯಾನೀಕರಣ ಪ್ರಸ್ತುತ
আয়নোস্ফিয়ার সংক্রমণ,ಅಯಾನುಗೋಳದ ಪ್ರಸರಣ
আয়নোস্ফিয়ার সংক্রমণ,ಅಯಾನುಗೋಳದ ಪ್ರಸರಣ
লোহার মজ্জা,ಕಬ್ಬಿಣದ ಕೋರ್
লোহার ভ্যান মিটার,ಕಬ್ಬಿಣದ ವೇನ್ ಮೀಟರ್
আইএসএ বাস,ISA ಬಸ್
বিচ্ছিন্ন পরিবর্ধক,ಪ್ರತ್ಯೇಕಿಸುವ ಆಂಪ್ಲಿಫಯರ್
বিভাজক,ವಿಭಜಕ
আইসোটোপিক বিকিরণ,ಐಸೊಟೋಪಿಕ್ ವಿಕಿರಣ
জে/এস অনুপাত,J/S ಅನುಪಾತ
জ্যাক,ಜ್ಯಾಕ್
জ্যাক প্লাগ,ಜ್ಯಾಕ್ ಪ್ಲಗ್
জে-ডিসপ্লে,j-ಡಿಸ್ಪ್ಲೇ
চুক্তির ভাগ্য,ಒಪ್ಪಂದದ ವಿಧಿ
ঝাঁকুনি,ನಡುಗುವಿಕೆ
JK ফ্লিপ-ফ্লপ,JK ಫ್ಲಿಪ್-ಫ್ಲಾಪ್ಸ್
জনসন কোড,ಜಾನ್ಸನ್ ಕೋಡ್
জনসন স্কোরার,ಜಾನ್ಸನ್ ಸ್ಕೋರರ್
জনসন রেভ,ಜಾನ್ಸನ್ ರೇವ್
জোন শিয়ারিং সার্কিট,ವಲಯ ಕತ್ತರಿಸುವ ಸರ್ಕ್ಯೂಟ್
j-অপারেটর,j-ಆಪರೇಟರ್
জোসেফসন চুক্তি,ಜೋಸೆಫ್ಸನ್ ಒಪ್ಪಂದ
জয়স্টিক,ಜಾಯ್ಸ್ಟಿಕ್
পলক,ಮಿಟುಕಿಸಿ
সন্ধি,ಒಪ್ಪಂದ
চুক্তি ধারণ,ಒಪ್ಪಂದ ಹಿಡುವಳಿ
জংশন ডায়োড,ಜಂಕ್ಷನ್ ಡಯೋಡ್
চুক্তি বিচ্ছেদ,ಒಪ್ಪಂದದ ಪ್ರತ್ಯೇಕತೆ
যৌথ তাপ,ಜಂಟಿ ಶಾಖ
জংশন ট্রানজিস্টর,ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
carnow মানচিত্র,ಕಾರ್ನೋ ನಕ್ಷೆ
কর্নরো অঙ্কন,ಕಾರ್ನ್ರೋ ಡ್ರಾಯಿಂಗ್
কেল সহগ,ಕೆಲ್ ಗುಣಾಂಕ
কেলভিন ডবল ব্রিজ,ಕೆಲ್ವಿನ್ ಡಬಲ್ ಸೇತುವೆ
কেলভিন ওয়ারস ভোল্টেজ ডিভাইডার,ಕೆಲ್ವಿನ್ ವಾರ್ಸ್ ವೋಲ್ಟೇಜ್ ವಿಭಾಜಕ
ker সেল,ಕೆರ್ ಕೋಶ
কী বোর্ড,ಕೀ ಬೋರ್ಡ್
কী বোর্ড,ಕೀ ಬೋರ್ಡ್
কী স্টোরেজ রেজিস্টার,ಪ್ರಮುಖ ಶೇಖರಣಾ ನೋಂದಣಿ
কীবোর্ড,ಕೀಬೋರ್ಡ್
কীবোর্ড,ಕೀಬೋರ್ಡ್
keyed AGC,ಎಜಿಸಿಯನ್ನು ಕೀಲಿಸಲಾಯಿತು
পাল্টা আঘাত,ಕೌಂಟರ್ ಗಾಯ
কিলো হার্টজ,ಕಿಲೋ ಹರ್ಟ್ಜ್
কির্চফের ধারার আইন,ಕಿರ್ಚಾಫ್ ಅವರ ವಿಭಾಗದ ಕಾನೂನು
kirchhoff ভোল্টেজ আইন,ಕಿರ್ಚಾಫ್ ವೋಲ್ಟೇಜ್ ಕಾನೂನು
ভোল্টেজ জানুন,ವೋಲ್ಟೇಜ್ ತಿಳಿಯಿರಿ
কেভিকে রেটার,ಕೆವಿಕೆ ರೇಟರ್
পরীক্ষাগার পাওয়ার সাপ্লাই,ಪ್ರಯೋಗಾಲಯದ ವಿದ್ಯುತ್ ಸರಬರಾಜು
পরীক্ষাগার মান,ಪ್ರಯೋಗಾಲಯದ ಮಾನದಂಡಗಳು
ল্যাভিরিন্থ সন্নিবেশ,ಲ್ಯಾವಿರಿಂತ್ ಇನ್ಸರ್ಟ್
প্রলক্ষ প্রক্রিয়া,ಪ್ರಲಕ್ಷ ಪ್ರಕ್ರಿಯೆ
এলিভেটেড ডি/এ কনভার্টার,ಎಲಿವೇಟೆಡ್ ಡಿ/ಎ ಪರಿವರ್ತಕ
অনুতাপ,ಪಶ್ಚಾತ್ತಾಪ
ফিরে ক্ষতিপূরণ পুনর্বিনিয়োগ পরিবর্ধক,ಹಿಂದಿನ ಪರಿಹಾರ ಮರುಹೂಡಿಕೆ ಆಂಪ್ಲಿಫೈಯರ್
ল্যামবার্টের কোসাইন নিয়ম,ಲ್ಯಾಂಬರ್ಟ್ನ ಕೊಸೈನ್ ನಿಯಮ
বাতি রিচার্জ,ದೀಪ ರೀಚಾರ್ಜ್
স্থানীয় নেটওয়ার্ক ম্যানেজার,ಸ್ಥಳೀಯ ನೆಟ್ವರ್ಕ್ ಮ್ಯಾನೇಜರ್
কভার এলাকা,ಕವರ್ ಪ್ರದೇಶ
আড়াআড়ি মোড,ಭೂದೃಶ್ಯ ಮೋಡ್
আড়াআড়ি মনিটর,ಭೂದೃಶ್ಯ ಮಾನಿಟರ್
ভাষা সমাবেশ,ಭಾಷೆಯ ಜೋಡಣೆ
ভাষা প্রসেসর,ಭಾಷಾ ಸಂಸ್ಕಾರಕ
ভাষা অনুরণন প্রোগ্রামিং,ಭಾಷಾ ಅನುರಣನ ಪ್ರೋಗ್ರಾಮಿಂಗ್
সাধারণ,ಸಾಮಾನ್ಯ
ল্যাপ্লেস সমীকরণ,ಲ್ಯಾಪ್ಲೇಸ್ ಸಮೀಕರಣ
ল্যাপ্লেস রূপান্তর,ಲ್ಯಾಪ್ಲೇಸ್ ರೂಪಾಂತರ
এলএপিএম,LAPM
ল্যাপটপ কম্পিউটার,ಲ್ಯಾಪ್ಟಾಪ್ ಕಂಪ್ಯೂಟರ್
LARAM,ಲಾರಾಮ್
বড় ফ্রেম,ದೊಡ್ಡ ಚೌಕಟ್ಟು
বড় ব্যাসার্ধ লেবেলিং,ದೊಡ್ಡ ತ್ರಿಜ್ಯದ ಲೇಬಲಿಂಗ್
"LSI LSI, বিশাল একীকরণ","LSI LSI, ಬೃಹತ್ ಏಕೀಕರಣ"
গণ ইন্টিগ্রেশন (LSI),ಸಾಮೂಹಿಕ ಏಕೀಕರಣ (LSI)
দীর্ঘ সংকেত পরিবর্ধক,ದೀರ್ಘ ಸಿಗ್ನಲ್ ಆಂಪ್ಲಿಫಯರ್
larmore পরিশোধক,ಲಾರ್ಮೋರ್ ಶುದ್ಧಿಕಾರಕ
লেজার,ಲೇಸರ್
লেজার ডায়োড,ಲೇಸರ್ ಡಯೋಡ್
লেজার ইঞ্জিন,ಲೇಸರ್ ಎಂಜಿನ್
লেজার প্রিন্টার,ಲೇಸರ್ ಮುದ್ರಕ
লেজার স্টোরেজ,ಲೇಸರ್ ಸಂಗ್ರಹಣೆ
লেজার সিল,ಲೇಸರ್ ಸಿಲ್
শেষ প্রবেশ প্রস্থান,ಕೊನೆಯ ಪ್ರವೇಶ ನಿರ್ಗಮನ
ল্যাচ,ತಾಳ
বন্ধ কুঁচি,ಬೀಗ ಹಾಕು
লেদ শিয়ারিং,ಲೇತ್ ಕತ್ತರಿಸುವುದು
সুপ্ততা,ಸುಪ್ತಾವಸ್ಥೆ
পার্শ্ব শিয়ারিং সিস্টেম,ಅಡ್ಡ ಕತ್ತರಿಸುವ ವ್ಯವಸ್ಥೆ
পার্শ্বীয় বিস্তার,ಪಾರ್ಶ್ವ ಪ್ರಸರಣ
পাশ্বর্ীয় পিএনপি ট্রানজিস্টর,ಲ್ಯಾಟರಲ್ PNP ಟ್ರಾನ್ಸಿಸ್ಟರ್
সাইড ট্রানজিস্টর,ಅಡ್ಡ ಟ್ರಾನ್ಸಿಸ್ಟರ್
আমি কমিয়ে দিচ্ছি,ನಾನು ಕ್ಷೀಣಿಸುತ್ತಿದ್ದೇನೆ
চুক্তির নিয়ম,ಒಪ್ಪಂದದ ನಿಯಮ
স্তর,ಪದರ
স্তর ইন্টারফেস,ಲೇಯರ್ ಇಂಟರ್ಫೇಸ್
আয়নোস্ফিয়ারিক স্তর,ಅಯಾನುಗೋಳದ ಪದರ
স্তর,ಪದರ
রূপরেখা,ರೂಪರೇಖೆಯನ್ನು
টেমপ্লেট টেমপ্লেট,ಟೆಂಪ್ಲೇಟ್ ಟೆಂಪ್ಲೇಟ್
আবেদন মূল্যায়ন,ಅಪ್ಲಿಕೇಶನ್ ಮೌಲ್ಯಮಾಪನ
এলসি,LC
LCALL নির্দেশাবলী,LCALL ಸೂಚನೆಗಳು
ld,ld
"নেতৃত্ব, নেতৃত্ব","ಮುನ್ನಡೆ, ಮುನ್ನಡೆ"
অগ্রাধিকার ক্ষতিপূরণ রিচার্জ পরিবর্ধক,ಆದ್ಯತೆಯ ಪರಿಹಾರ ರೀಚಾರ್ಜ್ ಆಂಪ್ಲಿಫೈಯರ್
সামনের কোর,ಮುಂಭಾಗದ ಕೋರ್
জারা এনালগ সুইচিং,ತುಕ್ಕು ಅನಲಾಗ್ ಸ್ವಿಚಿಂಗ್
ক্ষয় প্রবাহ,ಸವೆತ ಹರಿವು
ক্ষয় মোড,ಸವೆತ ಮೋಡ್
প্যাডক বাঁশি পরিবর্ধক,ಪ್ಯಾಡಾಕ್ ಕೊಳಲು ಆಂಪ್ಲಿಫಯರ್
প্যাডক প্লুটি পরীক্ষা,ಪ್ಯಾಡಾಕ್ ಪ್ಲುಟಿ ಪರೀಕ್ಷೆ
শেখার বক্ররেখা,ಕಲಿಕೆಯ ರೇಖೆ
লিজড লাইন মডেম,ಲೀಸ್ಡ್ ಲೈನ್ ಮೋಡೆಮ್
লিজের সময়,ಗುತ್ತಿಗೆ ಸಮಯ
অন্তত অর্থপূর্ণ খেলা,ಕನಿಷ್ಠ ಅರ್ಥಪೂರ್ಣ ಆಟ
Leclanche শুষ্ক কোষ,ಲೆಕ್ಲಾಂಚ್ ಡ್ರೈ ಸೆಲ್
হালকা নির্গত ডায়োড,ಬೆಳಕು ಹೊರಸೂಸುವ ಡಯೋಡ್
LED নির্দেশক,ಎಲ್ಇಡಿ ಸೂಚಕ
ঘড়ির কাঁটার বিপরীত মেরুকরণ,ಅಪ್ರದಕ್ಷಿಣಾಕಾರ ಧ್ರುವೀಕರಣ
বাম ন্যায্যতা,ಎಡ ಸಮರ್ಥನೆ
কিংবদন্তি,ದಂತಕಥೆ
ল্যাঞ্জের আইন,ಲ್ಯಾಂಗ್ ಕಾನೂನು
লিও প্রিন্টার,ಲಿಯೋ ಪ್ರಿಂಟರ್
চিঠির গুণমান,ಅಕ್ಷರದ ಗುಣಮಟ್ಟ
স্তর সক্রিয় বিনিয়োগ,ಮಟ್ಟದ ಸಕ್ರಿಯ ಹೂಡಿಕೆ
লেভেল কোডিং,ಮಟ್ಟದ ಕೋಡಿಂಗ್
স্তর স্থানান্তরকারী,ಮಟ್ಟದ ಪರಿವರ್ತಕ
স্তর স্থানান্তর,ಮಟ್ಟದ ವರ್ಗಾವಣೆ
স্তরবিন্যাস,ಶ್ರೇಣೀಕರಣ
স্তরের সংবেদনশীল অন্তরায়ম,ಮಟ್ಟದ ಸೂಕ್ಷ್ಮ ಅಂತರಾಯಮ್
আক্ষরিক শাহান,ಅಕ್ಷರಶಃ ಶಹಾನ್
অভিধান,ನಿಘಂಟು
লিডেন জার,ಲೈಡೆನ್ ಜಾರ್
দোভাষী সংগ্রহ,ಇಂಟರ್ಪ್ರಿಟರ್ ಸಂಗ್ರಹ
ক্যারিয়ার বয়স,ವಾಹಕ ವಯಸ್ಸು
আলো,ಬೆಳಕು
হালকা বক্ররেখা,ಬೆಳಕಿನ ಕರ್ವ್
হালকা নির্গত ডায়োড (এলইডি),ಲೈಟ್ ಎಮಿಟಿಂಗ್ ಡಯೋಡ್ (LED)
হালকা লাভ,ಬೆಳಕಿನ ಲಾಭ
ফটোমিটার,ಫೋಟೋಮೀಟರ್
হালকা লেখনী,ಬೆಳಕಿನ ಸ್ಟೈಲಸ್
আলোক নল,ಬೆಳಕಿನ ಟ್ಯೂಬ್
সীমাবদ্ধ,ಮಿತಿಗಾರ
প্রান্তিক বিকিরণ,ಕನಿಷ್ಠ ವಿಕಿರಣ
লিন্ডেম্যান ইলেক্ট্রোমিটার,ಲಿಂಡೆಮನ್ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್
লাইন কোড,ಲೈನ್ ಕೋಡ್
লাইন সীমাবদ্ধতা,ಸಾಲಿನ ನಿರ್ಬಂಧ
লাইন ড্রাইভার,ಲೈನ್ ಚಾಲಕ
লাইন হ্যান্ডলার,ಲೈನ್ ಹ್ಯಾಂಡ್ಲರ್
লাইন ইন্টারফেস,ಸಾಲಿನ ಇಂಟರ್ಫೇಸ್
লাইন আউটপুট ট্রান্সফরমার,ಲೈನ್ ಔಟ್ಪುಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
লাইন বর্ণালী,ಲೈನ್ ಸ್ಪೆಕ್ಟ್ರಮ್
লাইন সিঙ্ক SMPS,ಲೈನ್ ಸಿಂಕ್ SMPS
লাইন তরঙ্গ ফর্ম,ರೇಖೆಯ ತರಂಗ ರೂಪ
রৈখিক পরিবর্ধক,ರೇಖೀಯ ಆಂಪ್ಲಿಫಯರ್
লিনিয়ার অ্যারে,ರೇಖೀಯ ಶ್ರೇಣಿ
রৈখিক পারস্পরিক সম্পর্ক সহগ,ರೇಖೀಯ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
রৈখিক বিকৃতি,ರೇಖೀಯ ಅಸ್ಪಷ್ಟತೆ
রৈখিক ঢাল সংযোগ,ರೇಖೀಯ ಇಳಿಜಾರು ಜಂಕ್ಷನ್
রৈখিক হস্তক্ষেপ,ರೇಖೀಯ ಹಸ್ತಕ್ಷೇಪ
লিনিয়ার মডুলেশন পদ্ধতি,ಲೀನಿಯರ್ ಮಾಡ್ಯುಲೇಷನ್ ವಿಧಾನ
লিনিয়ার আর্ট ফিল্টার,ರೇಖೀಯ ಕಲೆ ಫಿಲ್ಟರ್
রৈখিক মেরুকরণ,ರೇಖೀಯ ಧ್ರುವೀಕರಣ
রৈখিক এলাকা,ರೇಖೀಯ ಪ್ರದೇಶ
রৈখিক নিয়ামক,ರೇಖೀಯ ನಿಯಂತ್ರಕ
রৈখিক গতি,ರೇಖೀಯ ಚಲನೆ
রৈখিক সুইচিং,ರೇಖೀಯ ಸ್ವಿಚಿಂಗ್
রৈখিক প্রশস্ততা modulated সিস্টেম,ರೇಖೀಯ ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ ಸಿಸ್ಟಮ್
"লিঙ্ক স্তর, চেইন স্তর","ಲಿಂಕ್ ಲೇಯರ್, ಚೈನ್ ಲೇಯರ್"
সিরিয়াল প্রোগ্রাম,ಸರಣಿ ಕಾರ್ಯಕ್ರಮ
সংযোগকারী লিমিটার,ಸಂಪರ್ಕಿಸುವ ಮಿತಿ
ঠোঁটের মাইক্রোফোন,ತುಟಿ ಮೈಕ್ರೊಫೋನ್
লিসাজু চিত্র,ಲಿಸಾಜು ಆಕೃತಿ
লিসাজাস পদ্ধতি,ಲಿಸಾಜೌಸ್ ವಿಧಾನ
শ্রোতা,ಪ್ರೇಕ್ಷಕರು
দর্শকদের ক্লান্তি,ಪ್ರೇಕ್ಷಕರ ಆಯಾಸ
হেডফোন শোনা,ಹೆಡ್‌ಫೋನ್ ಕೇಳುತ್ತಿದೆ
লিথিয়াম প্রাথমিক ব্যাটারি,ಲಿಥಿಯಂ ಪ್ರಾಥಮಿಕ ಬ್ಯಾಟರಿ
লিথোগ্রাফি,ಶಿಲಾಶಾಸ್ತ್ರ
রক প্রিন্টিং,ರಾಕ್ ಮುದ್ರಣ
সরাসরি সংগীত,ಲೈವ್ ಸಂಗೀತ
লয়েড ফিশার ম্যাগনেটিক স্কোয়ার,ಲಾಯ್ಡ್ ಫಿಶರ್ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸ್ಕ್ವೇರ್
ভার,ಲೋಡ್ ಮಾಡಿ
লোড ফ্যাক্টর,ಲೋಡ್ ಅಂಶ
লোড প্রতিবন্ধকতা,ಲೋಡ್ ಪ್ರತಿರೋಧ
লিফট লাইন,ಲಿಫ್ಟ್ ಲೈನ್
ভার,ಲೋಡ್
লোব বায়বীয়,ಹಾಲೆ ವೈಮಾನಿಕ
স্থানিক নেটওয়ার্ক (LAN),ಪ್ರಾದೇಶಿಕ ನೆಟ್‌ವರ್ಕ್ (LAN)
স্থানীয় বাস,ಸ್ಥಳೀಯ ಬಸ್
স্থানীয় বাস ভিডিও সিস্টেম,ಸ್ಥಳೀಯ ಬಸ್ ವೀಡಿಯೊ ವ್ಯವಸ್ಥೆ
স্থানীয় ট্রান্সমিশন বাস,ಸ್ಥಳೀಯ ಪ್ರಸರಣ ಬಸ್
স্থানীয় আলাপ,ಸ್ಥಳೀಯ ಚರ್ಚೆ
অ্যাসাইনমেন্ট পরিবর্ধক,ನಿಯೋಜನೆ ಆಂಪ್ಲಿಫಯರ್
অভিভাবক,ಪಾಲಕ
সীমাবদ্ধতা লুপ,ನಿರ್ಬಂಧದ ಲೂಪ್
অধিবেশন শুরু,ಅಧಿವೇಶನ ಆರಂಭ
লগারিদমিক ফ্রিকোয়েন্সি অ্যান্টেনা,ಲಾಗರಿಥಮಿಕ್ ಆವರ್ತನ ಆಂಟೆನಾ
প্রচার লেখা,ಪ್ರಚಾರ ಬರವಣಿಗೆ
যুক্তি বিশ্লেষক,ತರ್ಕ ವಿಶ್ಲೇಷಕ
লজিক সেল অ্যারে,ಲಾಜಿಕ್ ಸೆಲ್ ಅರೇ
লজিক সার্কিট,ಲಾಜಿಕ್ ಸರ್ಕ್ಯೂಟ್
যুক্তি এন্ট্রি,ವಾದ ಪ್ರವೇಶ
যুক্তি মোট,ವಾದ ಒಟ್ಟು
লজিক ক্যালকুলাস,ತರ್ಕ ಕಲನಶಾಸ್ತ್ರ
লজিক গেট,ಲಾಜಿಕ್ ಗೇಟ್
যুক্তি বিশ্লেষণ,ತರ್ಕ ವಿಶ್ಲೇಷಣೆ
জনগণ,ಜನರು
লগারিদমিক পরিবর্ধক,ಲಾಗರಿಥಮಿಕ್ ಆಂಪ್ಲಿಫಯರ್
লগারিদমিক পরিবর্ধক,ಲಾಗರಿಥಮಿಕ್ ಆಂಪ್ಲಿಫಯರ್
লগারিদমিক আবহাওয়া,ಲಾಗರಿಥಮಿಕ್ ಹವಾಮಾನ
লগারিদমিক স্কেল,ಲಾಗರಿಥಮಿಕ್ ಸ್ಕೇಲ್
উপবৃত্তাকার জোড়া,ದೀರ್ಘವೃತ್ತದ ಜೋಡಿ
বড় শব্দ,ದೊಡ್ಡ ಪದ
"লাউডস্পিকার, পরিবর্ধক ডিভাইস","ಧ್ವನಿವರ್ಧಕ, ವರ್ಧಿಸುವ ಸಾಧನ"
কম ফ্রিকোয়েন্সি ক্ষতিপূরণ,ಕಡಿಮೆ ಆವರ್ತನ ಪರಿಹಾರ
কম ফ্রিকোয়েন্সি শব্দ,ಕಡಿಮೆ ಆವರ್ತನ ಶಬ್ದ
কম ফ্রিকোয়েন্সি খাঁজ ফিল্টার,ಕಡಿಮೆ ಆವರ್ತನ ಗ್ರೂವ್ ಫಿಲ್ಟರ್
কম ফ্রিকোয়েন্সি সংক্রমণ,ಕಡಿಮೆ ಆವರ್ತನ ಪ್ರಸರಣ
কম ফ্রিকোয়েন্সি ট্রান্সফরমার,ಕಡಿಮೆ ಆವರ್ತನ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
নিম্ন স্তরের এনালগ সংকেত,ಕಡಿಮೆ ಮಟ್ಟದ ಅನಲಾಗ್ ಸಿಗ್ನಲ್
নিচু শব্দ,ಕಡಿಮೆ ಶಬ್ದ
কম শব্দ তারের,ಕಡಿಮೆ ಶಬ್ದ ಕೇಬಲ್
কম পাস ফিল্টার,ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್
কম পাস ফিল্টার,ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್
কম শক্তি আরসি সার্কিট,ಕಡಿಮೆ ವಿದ್ಯುತ್ ಆರ್ಸಿ ಸರ್ಕ್ಯೂಟ್
নিম্ন থ্রেশহোল্ড যুক্তি,ಕಡಿಮೆ ಮಿತಿ ತರ್ಕ
কম ভোল্টেজ পাওয়ার উৎস,ಕಡಿಮೆ ವೋಲ್ಟೇಜ್ ವಿದ್ಯುತ್ ಮೂಲ
কম প্লেব্যাক ফ্রিকোয়েন্সি,ಕಡಿಮೆ ಪ್ಲೇಬ್ಯಾಕ್ ಆವರ್ತನ
কম প্লেব্যাক ফ্রিকোয়েন্সি,ಕಡಿಮೆ ಪ್ಲೇಬ್ಯಾಕ್ ಆವರ್ತನ
এলপি স্লট,LP ಸ್ಲಾಟ್
এলপি রেকর্ড,ಎಲ್ಪಿ ದಾಖಲೆ
LS ভোল্টেজ অফসেট সুরক্ষা,ಎಲ್ಎಸ್ ವೋಲ್ಟೇಜ್ ಆಫ್ಸೆಟ್ ರಕ್ಷಣೆ
