Bengali,Malayalam
প্রাকৃতিক উদ্ভিদ,പ്രകൃതിദത്ത സസ്യങ്ങൾ
ঘাড় (হর্ট),കഴുത്ത് (ഹോർട്ട്)
নেক্রোসিস,നെക്രോസിസ്
অমৃত,അമൃതിനെ
নেতিবাচক অ্যালোলোপ্যাথি,നെഗറ്റീവ് നിയോത്തത്തു
নেমেটিকাইড,നെമാറ്റിഡ്
নেমাটোড প্রতিরোধী রুটস্টক,നെമാറ്റോഡ് റെസിസ്റ്റന്റ് റൂട്ട്സ്റ്റോക്ക്
নেমাটোলজি,നെമറ്റോളജി
নিউটেনি,നിയോട്ടനി
নেট আক্রমণের হার (এনএআর),നെറ്റ് അറ്റ ​​സ്വാസിലിലേഷൻ നിരക്ക് (NAR)
নেট লাভ,മൊത്തം നേട്ടം
নিট আয় (খামার আয়),അറ്റ വരുമാനം (കാർഷിക വരുമാനം)
নেট সেচের প্রয়োজনীয়তা,അറ്റ് ജലസേചന ആവശ്യകത
নেট উত্পাদনশীলতা,അറ്റ ഉൽപാദനക്ഷമത
নেট রিটার্ন,നെറ്റ് റിട്ടേൺ
জাল,നെറ്റിംഗ്
নিউরন,ന്യൂറോൺ
নিরপেক্ষ,നിക്ഷ്പക്ഷമായ
নিরপেক্ষতা,ന്യൂട്രലിസം
নিরপেক্ষকরণ,നിഷ്പക്ഷത
নিরপেক্ষ মাটি,ന്യൂട്രൽ മണ്ണ്
নিউট্রন আর্দ্রতা মিটার,ന്യൂട്രോൺ ഈർപ്പം മീറ്റർ
কুলুঙ্গি,മാടം
নিকোটিন,നിക്കോട്ടിൻ
রাতের মাটি,രാത്രി മണ്ണ്
নাইট্রেট সংমিশ্রণ,നൈട്രേറ്റ് സ്വാംശീകരണം
নাইট্রেট হ্রাস,നൈട്രേറ്റ് റിഡക്ഷൻ
নাইট্রেট বিষাক্ততা,വിഷാംശം നൈട്രേറ്റ് വിഷാംശം
নাইট্রে,നൈട്രെ
নাইট্রিফিকেশন ইনহিবিটার,നൈട്രിഫിക്കേഷൻ ഇൻഹിബിറ്റർ
নাইট্রোজেন সংমিশ্রণ,നൈട്രജൻ സ്വാംശീകരണം
নাইট্রোজেন চক্র,നൈട്രജൻ സൈക്കിൾ
নাইট্রোজেনের ঘাটতি,നൈട്രജൻ കുറവ്
নাইট্রোজেন স্থায়ীকরণ,നൈട്രജൻ ഫിക്സേഷൻ
নাইট্রোজেনাস,നൈട്രജനസ്
নোবিলাইজেশন,നോബിബൈസേഷൻ
নোবেল বেত,നോബൽ ചൂരൽ
নিশাচর,രാത്രി)
নোড,നോഡ്
নোডুলেটেড উদ্ভিদ,നോഡ്യൂലേറ്റഡ് പ്ലാന്റ്
নোডুলেশন,ഉടുപ്പകമായ
নোডুল,നോഡ്യൂൾ
যাযাবর,നാമകണ്ഠ
নামকরণ,നാമപദം
অ্যালালিক,നോൺ അല്ലേലിക്
নন কৈশিক ছিদ্র,നോൺ കാപ്പിലറി പോർ
প্রতিযোগী ফসল,മത്സരിക്കാത്ത വിള
বাজে কথা,അസംബന്ധ മ്യൂട്ടേഷൻ
অ -তাৎপর্যপূর্ণ,പ്രാധാന്യമുള്ളത്
অ-অ্যাসিড গঠন সার,ആസിഡ് ഇതര വളം
অ-কনজুগেশন,സംയോജനം
নন-ডেস্ক্রিপ্ট (প্রাণী),ഡിസ്ക്രിപ്റ്റ് (മൃഗം)
অপ্রয়োজনীয় উপাদান,അനിവാര്യമല്ലാത്ത ഘടകം
অ-সমজাতীয়,ഏകീകൃതമല്ലാത്തത്
নন-হোমোলজাস,നോൺ-ഹോമോലോഗസ്
নন-মেরু যৌগ,ധ്രുവീയ സംയുക്തം
পুনর্নবীকরণযোগ্য শক্তি,പുനരുപയോഗ energy ർജ്ജം
অ-নির্বাচিত যোগাযোগ হার্বাইসাইড,അനിയന്ത്രിതമല്ലാത്ത കോൺടാക്റ്റ് കളനാശിനി
অ-নির্বাচনী ভেষজনাশক,-തിരഞ്ഞെടുക്കാത്ത കളനാശിനി
অ-সিম্বিওটিক নাইট্রোজেন স্থিরকরণ,നോൺ നോൺ നോൺ ന്യൂട്രജൻ ഫിക്സേഷൻ
স্বাভাবিক বন্টন,സാധാരണ വിതരണം
সাধারণ চারা,സാധാരണ തൈകൾ
সাধারণ সমাধান,സാധാരണ പരിഹാരം
স্বাভাবিককরণ,സാധാരണ നിലയുറപ്പിക്കുക
উত্তর ব্লটিং,വടക്കൻ മായ്ക്കൽ
লক্ষণীয় রোগ,വ്യക്തമാക്കാവുന്ന രോഗം
কোন টিল রোপণ,നടീൽ വരെ
ক্ষতিকারক আগাছা,വിഷമയമായ കളകൾ
পারমাণবিক চৌম্বক,ന്യൂക്ലിയർ കാന്തിക
নিউক্লিয়াস অ্যাসিড,ന്യൂക്ലി ആസിഡ്
নিউক্লোব্যাক্টর,ന്യൂക്ലിയോബോക്റ്റർ
নিউক্লিওলাস,ന്യൂക്ലിയോലസ്
নিউক্লিওটাইড,ന്യൂക്ലിയോടൈഡ്
নিউক্লিয়াস,അണുകേന്ദ്രം
নাল হাইপোথিসিস,ശൂന്യമായ അനുമാനങ്ങൾ
নুলিসমিক,Nulliisomic
নাল-মিউটেশন,അസാധുവായ മ്യൂട്ടേഷൻ
নার্স সেল,നഴ്സ് സെൽ
নার্স ফসল,നഴ്സ് വിള
নার্সারি,ശിശുപരിപാലനസ്ഥലം
বাদাম,കുരു
পুষ্টিকর সাইক্লিং,പോഷക സൈക്ലിംഗ്
পুষ্টির ঘাটতির লক্ষণ,പോഷകങ്ങളുടെ കുറവ് ലക്ഷണങ്ങൾ
পুষ্টি,പോഷകാഹാരം
পুষ্টির মান,പോഷക മൂല്യം
পুষ্টিকর মান সূচক,പോഷകമൂല്യം സൂചിക
কৃষি সম্পর্কিত গুরুত্বপূর্ণ উদ্ভিদের নাম,കാർഷിക മേഖലയുമായി ബന്ധപ്പെട്ട പ്രധാന സസ്യങ്ങളുടെ പേരുകൾ
নাগাই কর্পূর,നാഗായ് കർപ്പൂരം
নারকিসাস,നാർസിസസ്
কালোজিরা,നിഗീതേ
নাইজার,നൈഗർ
নাইট জেসমিন,രാത്രി ജാസ്മിൻ
নিপা পাম,നിപ ഈന്തപ്പഴം
বাদাম ঘাস,നട്ട് പുല്ല്
বাদাম সেজ,നട്ട് സെഡ്ജ്
জায়ফল,ജാതിക്ക
নেমাটোড,നെമറ്റോഡ്
বাদাম Weevil,നട്ട് ഡെവിൾ
নেমাটোলজিস্ট,നെമാറ്റോളജിസ്റ്റിന്
বাধ্যতামূলক বায়ব,AIEROBS ബാധ്യത
বাধ্য করুন অ্যানেরোবস,അനീറോബുകൾ ബാധ്യസ്ഥമാക്കുക
বাধ্যতামূলক পরজীবী,പരാന്നഭോജിയെ ബാധ്യത
বাধ্যতামূলক,ബാധ്യതപ്പെടുത്തുക
অফ-টাইপ গাছপালা,ഓഫ്-തരം സസ്യങ്ങൾ
তেল কেক,ഓയിൽ കേക്ക്
ওকাজাকি খণ্ড,Okazaki screatment
ওলারিকালচার,ഒലിക്കറിയെ
অলিগোজিন,ഒളിഗോജൻ
অলিগনুক্লিওটাইড,ഒലിഗോനോക്കെട്ട്
জলপাই তেল,ഒലിവ് ഓയിൽ
ওমেগা -3-ফ্যাটি অ্যাসিড,ഒമേഗ -3-ഫാറ്റി ആസിഡ്
সর্বজনীন,ഓമ്നിവസ്
অনকোজিন,ഓങ്കോജിൻ
অনকোজেনিক ভাইরাস,ഓങ്കോജെനിക് വൈറസ്
অনকোলজি,ഓങ്കോളജി
অন-ফার্ম গবেষণা,ഓൺ-ഫാം റിസർച്ച്
ওসাইটি,Ocyyte
পরিচালনা খরচ,നടത്തിപ്പ് ചിലവ്
অপেরন,ഓപ്പറേഷൻ
সুযোগ ফসল,അവസര തകരാറുകൾ
সর্বোত্তম ডোজ,ഒപ്റ്റിമൽ ഡോസ്
সর্বোত্তম অর্থনৈতিক ডোজ,ഒപ്റ്റിമൽ ഡോസ്
বাগানের দক্ষতা,ഓർച്ചാർഡ് കാര്യക്ഷമത
জৈব কৃষি,ജൈവ കൃഷി
জৈব কলয়েডস,ഓർഗാനിക് കോളലൈസ്
জৈব চাষ,ജൈവ കൃഷി
জৈব সার,ജൈവ വളം
জৈবপদার্থ,ജൈവവസ്തു
জৈব নাইট্রোজেন (মাটি),ഓർഗാനിക് നൈട്രജൻ (മണ്ണ്)
জৈব ফসফরাস,ഓർഗാനിക് ഫോസ്ഫറസ്
জৈব মাটি,ജൈവ മണ്ണ്
জৈব বর্জ্য,ജൈവ മാലിന്യങ്ങൾ
জৈব,ജയിച്ചിട്
সংগঠিত বিপণন,സംഘടിത മാർക്കറ്റിംഗ്
অর্গোজেনেসিস,കോട്ടോറോജെനിസിസ്
অর্গানোলেপটিক মূল্যায়ন,കക്ഷിപ്ത മൂല്യനിർണ്ണയം
অর্নিনথোলজি,ഓർന്നുതശാസ്തം
গোঁড়া বীজ,ഓർത്തഡോക്സ് സീഡ്
অরথোগোনাল বহুবর্ষ সমীকরণ,ഓർത്തോഗണൽ പോളിനോമിയൽ സമവാക്യം
অসমোসিস,ഓസ്മോസിസ്
অসমোটিক প্রভাব,ഓസ്മോട്ടിക് ഇഫക്റ്റ്
অসমোটিক সম্ভাবনা,ഓസ്മോട്ടിക് സാധ്യത
প্রাদুর্ভাব,വ്യാപനം
প্রজনন আউট,പ്രജനനം
চুলা,ചൂള
ওভারউইন্টার,അമിതവിശന്തം
ওভারল্যাপিং প্রজন্ম,തലമുറയെ ഓവർലാപ്പുചെയ്യുന്നു
ডিম্বাশয়,അണ്ഡം
জারণ,ഓക്സിഡേഷൻ
অক্সিলোফাইটস,ഓക്സിലോഫിറ്റുകൾ
ওটস,ഓട്സ്
তেল করতল,എണ്ണപ്പന
ওলিয়েন্ডার,ഒലിയാൻഡർ
জলপাই,ഒലിവുമരം
পেঁয়াজ,ഉള്ളി
আফিম,ഓപിയം പോപ്പി
"প্রাচ্য বিমান, ইউরোপীয় বিমান গাছ","ഓറിയന്റൽ വിമാനം, യൂറോപ്യൻ തലം മരം"
মোড়ক,പുറത്താക്കല്
প্যাডক,പദ്ദോക്ക്
জোড় সারি রোপণ,ജോടിയാക്കിയ വരി നടുന്നത്
স্বচ্ছলতা,പാലറ്റിറ്റി
প্যানিকেল,പാനിക്കിൾ
প্যারাসেন্ট্রিক ইনভার্সন,നെഞ്ചന്തർ വിപരീതം
প্যারামিটার,പാരാമീറ്റർ
পরজীবী,പരോപജീവി
পার্বিলিং,പാർഗോയിലിംഗ്
পেরেনচাইমা,പാരഞ്ചെമ
অভিভাবক শিলা,രക്ഷാകർതൃ പാറ
পারমানেন্ট খরা,പോമർനെന്റ് വരൾച്ച
পার্থেনোজেনেসিস,പാർത്താനോജെനിസിസ്
আংশিক ফ্যাক্টর উত্পাদনশীলতা,ഭാഗിക ഘടകം ഉൽപാദനക്ഷമത
অংশগ্রহণমূলক গ্রামীণ মূল্যায়ন,പങ്കാളിത്ത ഗ്രാമീണ വിലയിരുത്തൽ
কণা ঘনত্ব,കണികാ സാന്ദ്രത
প্যাসিভ শোষণ,നിഷ്ക്രിയ ആഗിരണം
চারণভূমি,പുല്ത്തകിടി
চারণভূমি,മൂന്വലനം
পিসিআর (পলিমারেজ চেইন প্রতিক্রিয়া),പിസിആർ (പോളിമറൈസ് ചെയിൻ പ്രതികരണം)
কৃষক কৃষিকাজ,കർഷക കൃഷി
পিট (মাটি),തത്വം (മണ്ണ്)
পেড,പെഡ്
পেডিসেল,പെഡൽ
বংশধর,പെഡിഗ്രി
পেডোজেনেসিস,പെഡോജനെസിസ്
পেডোলজি,പെഡയോളജി
খোসা,തൊലി
খোসা ছাড়ছে,പുറംതൊലി
পেলিটিং,ഉരുളപ്പ്
পারকোলেশন,പെർകോലേഷൻ
বহুবর্ষজীবী,വറ്റാത്ത
পেরিকেন্ট্রিক ইনভার্সন,പെരിസെൻട്രിക് വിപരീതം
পেরি-আরবান,പെരി-അർബൻ
ব্যাপ্তিযোগ্যতা,അനുകിലി
পারম্যাকালচার,അനുവദന
স্থায়ী উইল্টিং পয়েন্ট (পিডব্লিউপি),സ്ഥിരമായ വിൽറ്റിംഗ് പോയിന്റ് (പിഡബ്ല്യുപി)
দায়িত্বশীল সহগ,അനുകൂലമായ ഗുണകം
ব্যাপ্তিযোগ্যতা হার,പ്രവേശനക്ഷര നിരക്ക്
পারমিটার,പതക്കാരി
অবিরাম ভেষজনাশক,സ്ഥിരമായ കളനാശിനി
কীটনাশক,കീടനാശിനി
পেট্রোফাইট,പെട്രോഫൈറ്റ്
ফেজ,ഫേജ്
পর্যায়ক্রমে রোপণ,ഘട്ടംഘട്ടമായി നടീൽ
ফ্যাসমিড,ഫാസ്മിഡ്
ফেলোজেন,ഫല്ലോജൻ
ফেনলিক যৌগিক,ഫിനോളിക് സംയുക്തങ്ങൾ
ফেনোলজি,അന്തര്വാഹകർ
ফেনোটাইপ,ഫിനോടൈപ്പ്
ফেরোমোন,ഫെറോമോൺ
Phloem,Flom
ফসফেট স্থিরকরণ,ഫോസ്ഫേറ്റ് ഫിക്സേഷൻ
ফসফেট রক,ഫോസ്ഫേറ്റ് റോക്ക്
ফসফেট দ্রবণীয়করণ,ഫോസ്ഫേറ്റ് സോളിയൂഷൻ
ফসফেট দ্রবীভূতকরণ,ഫോസ്ഫേറ്റ് സോളിൗലിംഗ്
ফসফেটাইড,ഫോസ്ഫാറ്റൈഡ്
ফসফো-জিপসাম,ഫോസ്ഫോ-ഗിപ്സം
ফসফোলিপিড,ഫോസ്ഫോലിപിഡ്
ফসফোরিলেশন,ഫോസ്ഫോറിലേഷൻ
ফটো স্পেকট্রোমিটার,ഫോട്ടോ സ്പെക്ട്രോമീറ്റർ
ফটোআউটোট্রফ,ഫോട്ടോഅട്ടോട്രോഫ്
ফটোচোমিকাল বিক্রিয়া,ഫോട്ടോകോമിക്കൽ പ്രതികരണം
ফটোডেসেমপজিশন,ഫോട്ടോഡെസെമിഷൻ
ফটোমেট্রি,ഫോട്ടോമെട്രി
ফটোমোরফোজেনেসিস,ഫോട്ടോമോർഫോജെനിസിസ്
ফোটন,ഫോട്ടോൺ
ফটো-জারণ,ഫോട്ടോ-ഓക്സിഡേഷൻ
ফোটোপিরিওড,ഫോട്ടോപോർഡ്
ফোটোপারিওডিজম,ഫോട്ടോപോർഡോഡിസീസ്
ফটোফসফোরিলেশন,ഫോട്ടോഫോസ്ഫോറിലേഷൻ
Photoreactivation,ഫോട്ടോറിക്റ്റിവേഷൻ
ফটোরিসেপ্টর,ഫോട്ടോകൂറൽ
ফটোরস্পিরেশন,ഫോട്ടോഗ്രാസ്
সালোকসংশ্লেষণ,ഫോട്ടോസിന്തസിസ്
সালোকসংশ্লিষ্ট দক্ষতা,ഫോട്ടോസിന്തറ്റിക് കാര്യക്ഷമത
সালোকসংশ্লিষ্ট কোয়েটেন্ট,ഫോട്ടോസിന്തറ്റിക് ക്യൂടന്റ്
সালোকসংশ্লিষ্টভাবে,ഫോട്ടോസിനെറ്റിക്
ফটোট্রোপিজম,ഫോട്ടോട്രോപ്പിസം
ফিলোডি,ഫൈലോഡി
ফিলোট্যাক্সি,ഫിലിലോട്ടക്സി
শারীরিক আবহাওয়া,ശാരീരിക കാലാവസ്ഥ
শারীরবৃত্তীয় ব্যাধি,ഫിസിയോളജിക്കൽ ഡിസോർഡർ
শারীরবৃত্তীয় খরা,ഫിസിയോളജിക്കൽ വരൾച്ച
শারীরবৃত্তীয় ক্ষতি,ഫിസിയോളജിക്കൽ നഷ്ടം
শারীরবৃত্তীয় পরিপক্কতা,ഫിസിയോളജിക്കൽ മെച്യൂരിറ്റി
ফাইটোক্রোম,ഫൈറ്റോക്രോം
ফাইটেক্সট্রাকশন,Fytoyxട്രാക്ഷൻ
ফাইটোমাস,ഫിട്ടോമസ്
ফাইটোনম্যাটোড,ഫൈറ്റോമറ്റോഡ്
ফাইটোরিমেডিয়েশন,ഫൈറ്റോറെമിയേഷൻ
ফাইটোসিডারোফোর,ഫൈറ്റോസിഡേഫോർ
ফাইটোটক্সিক,ഫൈറ്റോടോക്സിക്
ফাইটোট্রন,ഫൈറ്റോട്രോൺ
চিত্রগ্রন্থ,ചിതപ്പു
পাই ডায়াগ্রাম,പൈ ഡയഗ്രം
পাইজোমিটার,പൈസോമീറ്റർ
কলস চাষ,പിച്ചർ കൃഷി
স্থান নির্ধারণ (সার),പ്ലെയ്സ്മെന്റ് (വളം)
প্লাসেন্টা,മറുപിള്ള
প্ল্যাঙ্কিং,പ്ലാച്ചിംഗ്
উদ্ভিদ প্রজনন,നടുക ബ്രീഡിംഗ്
উদ্ভিদ ঘনত্ব,പ്ലാന്റ് സാന്ദ്രത
উদ্ভিদ বাস্তুশাস্ত্র,സസ്യ പരിസ്ഥിതിശാസ്ത്രം
উদ্ভিদ বৃদ্ধি প্রবর্তক,സസ്യ വളർച്ച പ്രമോട്ടർ
উদ্ভিদ বৃদ্ধি নিয়ন্ত্রক,സസ്യങ്ങളുടെ വളർച്ചാ റെഗുലേറ്റർ
উদ্ভিদ ভূমিকা,നടുക
উদ্ভিদ পুষ্টি,നടുക പോഷകങ്ങൾ
উদ্ভিদ পুষ্টি,നടുക പോഷകാഹാരം
উদ্ভিদ পৃথকীকরণ নিয়ন্ত্রণ,കപ്പല്വിലക്ക് നിയന്ത്രണം നടുക
উদ্ভিদ টিস্যু পরীক্ষা,ടിഷ്യു ടെസ്റ്റ് നടീൽ
বৃক্ষরোপণ ফসল,പ്ലാന്റേഷൻ വിളകൾ
রোপনকারী,ആസൂത്രി
রোপণ উপাদান,നടീൽ മെറ്റീരിയൽ
রোপণ অনুপাত,നടീൽ അനുപാതം
প্লাজমা,പ്ലാസ്മ
প্লাজমা মেমব্রেমে,പ്ലാസ്മ മെംബ്രൺ
প্লাজমিড,പ്ലാസ്മിഡ്
প্লাজমোডেসমাটা,പ്ലാസ്മോഡെസ്മാത
প্লাজমোলাইসিস,പ്ലാസ്മോളിസിസ്
প্লাস্টিকতা,പാനിസ്ഥാപാതം
প্লাস্টিকচার,പ്ലാസ്റ്റിക്കൂർ
প্লাস্টিড,പ്ലാസ്റ്റിഡ്
প্লিওট্রপিক জিন,പ്ലിയോട്രോപിക് ജീൻ
প্লট (পরীক্ষামূলক),പ്ലോട്ട് (പരീക്ഷണാത്മക)
লাঙ্গল,ഉഴുന്നത്
প্লাও-সোল,ഉഴവുമുള്ള
প্লাও-সোল প্লেসমেন্ট,പ്ലോൺ-സോൾ പ്ലെയ്സ്മെന്റ്
প্লুভিয়াল ভাত জমি,പ്ലവിയൽ അരി ഇറങ്ങുന്നു
প্লুভিক,മ്പാപരമായ
বায়ুসংক্রান্ত স্প্রেয়ার,ന്യൂമാറ്റിക് സ്പ്രേയർ
নিউমোটোফোর,ന്യൂമാറ്റോഫോർ
পডজল মাটি,പോഡ്സോൾ മണ്ണ്
পডজোলাইজেশন,പോഡ്സോളിസേഷൻ
পয়েন্ট মিউটেশন,പോയിന്റ് മ്യൂട്ടേഷൻ
পোইসন বিতরণ,പോയിസോൺ വിതരണം
পরাগরেেটর,പരാക്കോള്ള
পলিম্ব্রি,പോളിംബ്രോണി
পলিমারাইজেশন,പോളിമറൈസേഷൻ
পলিমারফিজম,പോളിമോർഫിസം
পলিস্পার্মি,പോളിസ്പെർമി
পলিটেন ক্রোমোজোম,പോളിടെൻ ക്രോമസോം
পোমোলজি,പൊമോളജി
জনসংখ্যা,ജനസംഖ
পোরোসিটি (ছিদ্র-স্থান),പോറോസിറ്റി (പൂർ-സ്പേസ്)
উত্তরোত্তর পোস্ট,കാരണം
ফসল পোস্ট,വിളവെടുപ്പ് പോസ്റ്റുചെയ്യുക
ফসল কাটার পরে চাষ,വിളവെടുപ്പ് കൃഷി
পটাসিয়াম শোষণ অনুপাত,പൊട്ടാസ്യം ആഗിരണം അനുപാതം
পটাসিয়াম স্থিরকরণ,പൊട്ടാസ്യം ഫിക്സേഷൻ
সম্ভাব্য অম্লতা,സാധ്യതയുള്ള അസിഡിറ്റി
সম্ভাব্য ফসল ফলন,സാധ്യതയുള്ള വിള വിളവ്
সম্ভাব্য বাষ্পীভবন,സാധ്യതയുള്ള ബാഷ്പീകരണം
সম্ভাব্য বাষ্পীভবন,സാധ്യതയുള്ള ഇടപാടുകളുടെ
হাঁস -মুরগির চাষ,കോഴി വളർത്തൽ
প্রেরি,പുല്മൈതാനം
প্রাক-বিয়ারিং পিরিয়ড,പ്രീ-ബിയറിംഗ് കാലയളവ്
বৃষ্টিপাতের পরিমাণ,മഴ
নির্ভুল চাষ,കൃത്യമായ കൃഷി
যথার্থ কৃষি,കാർഷിക മേഖല
শিকারী,വേട്ടക്കാരന്
প্রাক-উদাসীনতা,ഉയർന്നുവരുന്നു
প্রাক-উদাসীনতা চিকিত্সা,മുൻകൂട്ടി ഉയർന്നുവരുന്ന ചികിത്സ
প্রিপ্লান্টিং চিকিত্সা,പ്രവചിക്കുന്ന ചികിത്സ
প্রেসমুড,പത്രങ്ങൾ
চাপ নতিমাত্র,മർദ്ദ ഗ്രേഡിയന്റ്
মূল্য স্থিতিস্থাপকতা,വില ഇലാസ്തികത
মূল্য তালিকা,വില സൂചിക
প্রাথমিক সংস্কৃতি,പ്രാഥമിക സംസ്കാരം
প্রাথমিক বৃদ্ধি,പ്രാഥമിക വളര്ച്ച
প্রাথমিক চাষ,പ്രാഥമിക ടില്ലേഷൻ
প্রাইমার,പ്രിമറർ
প্রাইমিং (তামাক),പ്രൈമിംഗ് (പുകയില)
আদিম পর্যায়,പ്രാഥമിക ഘട്ടം
প্রিওন,പ്രിയോൺ
সম্ভাবনা,സംഭാവത
ক্ষত পরীক্ষা করা,അന്വേഷണം
সমস্যা মাটি,പ്രശ്നം മണ്ണ്
প্রক্রিয়াজাতকরণ,നടപടി
উতপাদন কার্যক্রম,പ്രൊഡക്ഷൻ പ്രവർത്തനം
প্রমোদ,ഉത്പാദനക്ഷമത
লাভ,ലാഭം
বংশধর-পরীক্ষা,സൊജനി-പരിശോധന
প্রগতিশীল কৃষক,പുരോഗമന കർഷകൻ
প্রকল্প মূল্যায়ন,പദ്ധതി വിലയിരുത്തൽ
প্রোকারিয়োট,പ്രോകാരോട്ട്
প্রচারক,പ്രൊമോട്ടർ
প্রফিল্যাকটিক স্প্রে,രോഗപ്രതിജ്ഞാ സ്പ്രേ
মালিকানা চাষ,ഉടമസ്ഥാവകാശ കൃഷി
প্রোটেনড্রস,പ്രകൃതിദത്ത
প্রোটিন,പ്രോട്ടീൻ
প্রোটিন ইঞ্জিনিয়ারিং,പ്രോട്ടീൻ എഞ്ചിനീയറിംഗ്
প্রোটিন সিকোয়েন্সিং,പ്രോട്ടീൻ സീക്വൻസിംഗ്
প্রোটিন সংশ্লেষণ,പ്രോട്ടീൻ സിന്തസിസ്
প্রোটোমিক্স,പ്രോട്ടമിക്സ്
প্রোটোগিনি,പ്രോട്ടോജിനി
প্রোটোপ্লাজম,പ്രോട്ടോപ്ലാസം
প্রোটোট্রফ,പ്രോട്ടോട്രോപ്പ്
প্রুসিক অ্যাসিড (এইচসিএন/ধুরিন),പ്രോസിക് ആസിഡ് (എച്ച്സിഎൻ / ധൂരിൻ)
সিউডোলেল,സ്യൂഡോലെലെ
সিউডোহেরমাফ্রোডাইট,സ്യൂഡോർമാഫ്രോഡൈറ്റ്
সাইকোমিটার,സൈക്കോമീറ്റര്
পুডল,ചെളിക്കുണ്ട്
দু: খিত মাটি,പുഡ് ചെയ്ത മണ്ണ്
পুডলিং,പുഡ്ലിംഗ്
পাল্পিং,പൾപ്പിംഗ്
নাড়ি বীজ,പൾസ് വിത്ത്
পালভারাইজেশন,പൾമാറൈസേഷൻ
পালভারাইজেশন (মাটি),പൾവറൈസേഷൻ (മണ്ണ്)
তীব্র,പങ്കും
খাঁটি সংস্কৃতি,ശുദ്ധമായ സംസ്കാരം
খাঁটি লাইন,ശുദ്ധമായ വരി
খাঁটি লাইন নির্বাচন,ശുദ്ധമായ ലൈൻ തിരഞ്ഞെടുക്കൽ
পুর্গেটিভ,ശുദ്ധത
পরিশোধন,ശുദ്ധീകരണം
বিশুদ্ধতা পরীক্ষা,ശുദ്ധത പരിശോധന
পাইরানোমিটার,പൈറനോമീറ്റർ
পাইরেজোমিটার,പൈജിമീറ്റര്
পাইরেহেলিওমিটার,പൈറഹെലിയോമീറ്റർ
ধান,നെല്ല്
পামারোসা,പാൽമരോസ
পালমিরা পাম,പാൽമിര ഈന്തപ്പന
পান্ডানাস,പണ്ഡിനസ്
পেঁপে,പപ്പായ
প্যারা ঘাস,പാര പുല്ല്
পার্সলে,അയമോദകച്ചെടി
"পার্থেনিয়াম, (কংগ্রেস গ্রাস)","പാർത്താനിയം, (കോൺഗ്രസ് പുല്ല്)"
পাচৌলি,പാട്ടൂ ouloulyouly
পীচ,പീച്ച്
"ময়ূর ফুল, স্বর্গের ফুল","മയിൽ പുഷ്പം, പാരഡൈസ് ഫ്ലവർ"
নাশপাতি,പിയർ
মুক্তা বাজরা,പേൾ മില്ലറ്റ്
মটর,പീസ്
পিক্যান বাদাম,പെക്കൻ നട്ട്
পেনেল,തന്തള
পেপিনো,പെപ്പിനോ
মরিচ,കുരുമുളക്
পেরিল্লা,പെരില്ല
পেরিউইঙ্কল,പെരിവിങ്കിൾ
পার্সিমন,പെർസിമോൺ
ফালসা,ഫൽസ
অড়হর,പാവ്
পিম্পেরেল (আনাগালিস),പിമ്പപീൽ (അനഗലിസ്)
পাইন,പൈൻമരം
আনারস,പൈനാപ്പിൾ
"পেস্তা, সবুজ বাদাম","പിസ്ത, ഗ്രീൻ ബദാം"
বরই,പ്ലം
পয়েন্টযুক্ত লাউ,ചൂണ്ടിക്കാണിച്ച പൊറോട്ട
ডালিম,മാതളനാരകം
পঙ্গম,പൊങ്കം
পপলার,പോപ്ലാർ
পপি,പോപ്പി
পোর্টুলাকা,പോരുണ്ടുക
আলু,ഉരുളക്കിഴങ്ങ്
কাঁটা পোস্ত,മുമ്പിലുള്ള പോപ്പി
"গর্বের ভারত, চীন গাছ","ഇന്ത്യ, ചൈന ട്രീയുടെ അഭിമാനം"
প্রোসো মিললেট,പ്രോസോ മില്ലറ്റ്
সাইকেলিয়াম,സൈലിയം
পুলাসান,ശാലസാൻ
পামকিন,പമാണി
পামেলো,Pummelo
আঁকা বাগ,ചായം പൂശിയ ബഗ്
টিয়া পাখি,തത്ത
ময়ূর,മയൂരം
পড বোরার,പോഡ് ബോറർ
পড ফ্লাই,പോഡ് ഈച്ച
নাড়ি বিটল,പൾസ് വണ്ട്
পাইরিলা,പൈറില്ല
প্যাথলজিস্ট,പാത്തോളജിസ്റ്റിന്
পেডোলজিস্ট,ഉടമദാസ്റ്റിക്
উদ্ভিদ ব্রিডার,നടുക ബ്രീഡർ
উদ্ভিদ রোগ বিশেষজ্ঞ,പാത്തോളജിസ്റ്റ് നടത്തം
উদ্ভিদ ফিজিওলজিস্ট,പ്ലാന്റ് ഫിസിയോളജിസ്റ്റ്
পোমোলজিস্ট,മൂവി
প্রশ্ন 10,Q 10
কিউটিএল (পরিমাণগত বৈশিষ্ট্য লোকি),Qtl (ക്വാണ്ടിറ്റേറ്റീവ് സ്വഭാവസംഭക്ഷണം)
চতুর্ভুজ,ക്വാഡ്രം
চতুর্ভুজ প্রতিক্রিয়া,ക്വാഡ്രാറ്റിക് പ്രതികരണം
চতুর্ভুজ ফসল,ക്വാഡ്രുപ്പിൾ ക്രോപ്പിംഗ്
গুণগত উত্তরাধিকার,ഗുണപരമായ അനന്തരാവകാശം
মানের বীজ,ഗുണനിലവാരമുള്ള വിത്ത്
