Punjabi,Kannada
ਸਮੱਗਰੀ,ಪದಾರ್ಥಗಳು
ਸ਼ੁਰੂਆਤੀ ਸ਼ਬਦ (ਆਈਡਬਲਯੂ),ಪ್ರಾರಂಭದ ಪದ (ಐಡಬ್ಲ್ಯೂ)
ਅੰਦਰੂਨੀ ਕੋਡ,ಆಂತರಿಕ ಸಂಕೇತಗಳು
ਨਵੀਨਤਾ,ಆವಿಷ್ಕಾರದಲ್ಲಿ
ਇੰਪੁੱਟ,ಒಳಕ್ಕೆ
ਇਨਪੁਟ ਲਾਈਨ,ಇನ್ಪುಟ್ ಸಾಲು
ਇਨਪੁਟ ਯੂਨਿਟ,ಇನ್ಪುಟ್ ಘಟಕ
ਇੰਪੁੱਟ ਵੋਲਟੇਜ,ಇನ್ಪುಟ್ ವೋಲ್ಟೇಜ್
ਇਨਪੁਟ-ਆਉਟਪੁਟ,ಇನ್ಪುಟ್ output ಟ್ಪುಟ್
ਸੰਮਿਲਿਤ ਕਰੋ,ಸೇರಿಸು
ਸੰਮਿਲਨ ਦਾ ਨੁਕਸਾਨ,ಒಳಸೇರಿಸುವಿಕೆಯ ನಷ್ಟ
ਇੰਸਟਾਲੇਸ਼ਨ,ಅನುಸ್ಥಾಪನ
ਤਤਕਾਲ ਵੋਲਟੇਜ,ತತ್ಕ್ಷಣ ವೋಲ್ಟೇಜ್
ਹਦਾਇਤ,ಸೂಚನಾ
ਇਨਸੂਲੇਟਿੰਗ ਸਮੱਗਰੀ,ನಿರೋಧಕ ವಸ್ತು
ਇਨਸੂਲੇਸ਼ਨ,ನಿರೋಧನ
ਇਨਸੂਲੇਸ਼ਨ ਟੱਪਣ,ನಿರೋಧನ ಪ್ರತಿರೋಧ
ਇਨਸੂਲੇਟਰ,ನಿರಂಕುಶಾಧಿಕಾರಿ
ਇੰਟੀਗਰੇਟਡ ਸਰਕਟ,ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್
ਨੈੱਟਵਰਕ ਨੂੰ ਏਕੀਕ੍ਰਿਤ ਕਰਨਾ,ನೆಟ್‌ವರ್ಕ್ ಅನ್ನು ಸಂಯೋಜಿಸಲಾಗುತ್ತಿದೆ
ਇੰਟੀਗਰੇਟਰ,ಸಂಯೋಜಕ
ਬੁੱਧੀਮਾਨ,ಬುದ್ಧಿಶಕ್ತಿ
ਤੀਬਰਤਾ,ತೀವ್ರತೆ
ਬੋਲਣ ਦੀ ਤੀਬਰਤਾ,ಮಾತಿನ ತೀವ್ರತೆ
ਅੰਤਰ ਚੈਨਲ ਦਖਲ,ಅಂತರ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
ਇੰਟਰਲੇਵ,ಮಧ್ಯಸ್ಥಗಾರ
ਗੱਲਬਾਤ ਕਰਨੀ,ಪರಸ್ಪರ ಕ್ರಿಯೆ
ਗੱਲਬਾਤ,ಸಂರತ್ವ
ਇੰਟਰਕਾੱਮ,ಅಂತರ್ವ್ಯಾಪೆ
ਇੰਟਰਸੀਕੇਸ਼ਨਵਿਟੀ,ಪರಸ್ಪರ ಸಂಬಂಧ
ਇੰਟਰਫੇਸ,ಅಂತರಸಂಪರ
ਇੰਟਰਫੇਸ ਸਕੈਨਿੰਗ,ಇಂಟರ್ಫೇಸ್ ಸ್ಕ್ಯಾನಿಂಗ್
ਦਖ਼ਲਅੰਦਾਜ਼ੀ,ಹಸ್ತಕ್ಷೇಪ
ਦਖਲ ਦਾ ਜ਼ੋਨ,ಹಸ್ತಕ್ಷೇಪ ವಲಯ
ਦਖਲ ਦੇਣ ਵਾਲੇ ਚੈਨਲ,ಚಾನಲ್ ಅನ್ನು ಮಧ್ಯಪ್ರವೇಶಿಸುತ್ತಿದೆ
ਦਖਲਅੰਦਾਜ਼ੀ ਬਾਰੰਬਾਰਤਾ,ಹಸ್ತಕ್ಷೇಪ ಆವರ್ತನ
ਦਖਲਅੰਦਾਜ਼ੀ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,ರೇಡಿಯೋ ಆವರ್ತನ ಸಿಗ್ನಲ್ ಅನ್ನು ಹಸ್ತಕ್ಷೇಪ ಮಾಡುವುದು
ਅੰਤਰਫ੍ਰੇਮ,ಅಡ್ಡಿ
ਇੰਟਰਲੇਵ,ಮಧ್ಯಸ್ಥಗಾರ
ਇੰਟਰਲੇਡ,ಅಂತರ್ವರ್ಧಕ
ਇੰਟਰਲੀਏਡ ਸਟ੍ਰੀਮ,ಇಂಟರ್ಲೀವ್ಡ್ ಸ್ಟ್ರೀಮ್
ਇੰਟਰਲੇਵਰ,ಅಂತರ್ವರ್ಧಕ
ਇੰਟਰਲੇਵਿੰਗ,ಒಳನೋಟವುಳ್ಳ
ਇੰਟਰਲੇਵਿੰਗ,ಒಳನೋಟವುಳ್ಳ
ਇੰਟਰਲੇਵਿੰਗ ਪੀਰੀਅਡ,ಇಂಟರ್ಲೀವಿಂಗ್ ಅವಧಿ
ਇੰਟਰਕੈਕ ਸਰਕਟ,ಇಂಟರ್ಲಾಕ್ ಸರ್ಕ್ಯೂಟ್
ਇੰਟਰਲੌਕ ਸਵਿਚ,ಇಂಟರ್ಲಾಕ್ ಸ್ವಿಚ್
ਇੰਟਰਲੋਕਿੰਗ,ಅಂತರ್ವರ್ಧಕ
ਵਿਚਕਾਰਲੀ ਅਸਫਲਤਾ,ಮಧ್ಯಂತರ ವೈಫಲ್ಯ
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,ಮಧ್ಯಂತರ ಆವರ್ತನ
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,ಮಧ್ಯಂತರ ಆವರ್ತನ ಆಂದೋಲಕ
ਰੁਕ-ਰੁਕ ਕੇ,ಪ್ರತಿಶಮನದ
ਰੁਕ-ਰੁਕ ਕੇ ਮੌਜੂਦਾ,ಮಧ್ಯಂತರ ಪ್ರವಾಹ
ਇੰਟਰਮੋਡੀਜੂਲੇਸ਼ਨ,ಅಂತರಗಣನೆ
ਇੰਟਰਮੋਜ਼ਨ ਵਿਗਾੜ,ಇಂಟರ್ಮೋಡ್ಯುಲೇಷನ್ ಅಸ್ಪಷ್ಟತೆ
ਇੰਟਰਮੋਜ਼ਨ ਦੇ ਨਿਕਾਸ,ಇಂಟಿಡ್ಯುಲೇಶನ್ ಹೊರಸೂಸುವಿಕೆ
ਇੰਟਰਮੋਜ਼ਨ ਟੈਸਟ,ಇಂಟರಲ್ಫುಲೇಷನ್ ಪರೀಕ್ಷೆ
ਇੰਟਰਨੈੱਟ,ಅಂತರ್ಜಾಲ
ਇੰਟਰਨੈੱਟ ਪ੍ਰਸਾਰਣ,ಇಂಟರ್ನೆಟ್ ಪ್ರಸಾರ
ਇੰਟਰਨੈੱਟ ਚੈਟਿੰਗ,ಇಂಟರ್ನೆಟ್ ಚಾಟಿಂಗ್
ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਸਟੈਕ,ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್ ಸ್ಟ್ಯಾಕ್
ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ,ಅಂತರ್ಜಾಲ ರೇಡಿಯೋ
ਇੰਟਰਨੈੱਟ ਸਟ੍ਰੀਮਿੰਗ,ಅಂತರ್ಜಾಲ ಸ್ಟ್ರೀಮಿಂಗ್
ਇੰਟਰਨੈੱਟ ਵੀਡੀਓ,ಇಂಟರ್ನೆಟ್ ವೀಡಿಯೊ
ਅੰਤਰ-ਕਾਰਜਸ਼ੀਲਤਾ,ಪರಸ್ಪರ ಕಾರ್ಯಸಾಧ್ಯತೆ
ਇੰਟਰਪੋਲੇਸ਼ਨ,ರಾಕ್ಷಸ
ਦੁਭਾਸ਼ੀਏ,ವ್ಯಾಖ್ಯಾನಕಾರ
ਵਿਘਨ,ಅಡಚಣೆ
ਰੁਕਾਵਟ,ಅಡಚಣೆ
ਵਿਘਨ,ಅಡಚಣೆದಾರ
ਅੰਤਰਾਲ,ಮಧ್ಯಂತರ
ਇੰਟਰਕੋਡਿੰਗ,ಬಿಲ್ಲೆ
ਇੰਟਰਾਫ੍ਰੇਮ,ಒಳಭಾಗ
ਇੰਟਰਨੇਟ,ಅಂತಃಪ್ರವಾಹ
ਇਨਟਰੇਪੈਕਸ਼ਨਚਰ,ಅಂತಃಪ್ರವೇಶ
ਇੰਟਰਾਵੈਬ,ಇಂಟ್ರಾವೆಬ್
ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ,ಆಂತರಿಕ ಅರೆವಾಹಕ
ਉਲਟਾ ਮੌਜੂਦਾ,ವಿಲೋಮ ಪ್ರವಾಹ
ਉਲਟਾ ਸਥਾਨ ਦਾ ਕੰਮ,ವಿಲೋಮ ಪ್ರಾದೇಶಿಕ ಕಾರ್ಯಾಚರಣೆ
ਉਲਟਾ,ತಲೆಕೆಳಗಾದ
ਉਲਟਾ ਐਲ ਐਂਟੀਨਾ,ತಲೆಕೆಳಗಾದ ಎಲ್ ಆಂಟೆನಾ
ਉਲਟਾ v ਅਨਟਨਨਾ,ತಲೆಕೆಳಗಾದ ವಿ ಆಂಟೆನಾ
ਇਨਵਰਟਰ,ವಶಪಡಿಸಿಕೊಳ್ಳುವವನು
ਅਨਿਯਮਿਤ,ಅಕ್ರಮವಾದ
ਅਸਪਸ਼ਟ ਤੱਤ,ಅಪ್ರಸ್ತುತ
ਇਕੱਲਤਾ ਨੈਟਵਰਕ,ಪ್ರತ್ಯೇಕ ಜಾಲ
ISolator,ಪ್ರತ್ಯೇಕಿಸುವವನು
ਜੈਮਰ,ದಮ್ಮಗ
ਜਾਮ,ಕಟುಕ
ਜਾਰਗਨ ਫਾਈਲ,ದರ್ಜಿ ಫೈಲ್
ਜਾਵਾ ਸਕ੍ਰਿਪਟ,ಜಾವಾ ಸ್ಕ್ರಿಪ್ಟ್
ਜਿੰਗਲ,ಕನ್ನಡಿಯ
Jitter,ಗಲಿಬಿಲಿ
ਸ਼ਾਮਲ ਕਰਨ ਵਾਲੇ,ಸೇರುವವನು
ਜੁਆਇੰਟ,ಜಂಟಿ
ਸ਼ਾਮਲ,ಕಲುಷಿತ
ਜੰਪਰ,ಜಿಗಿತಗಾರ
ਕਬਾੜ,ಮಂಜುಗಡ್ಡ
ਬੇਕਾਰ ਚਿਠੀ,ಅನಗತ್ಯ ಪತ್ರ
ਕਰਨਲ,ಪಟಲ
ਕੁੰਜੀ,ಕೀಲಿ
ਕੀਬੋਰਡ,ಕೀಲಿ ಹಲಗೆ
ਕੀਰ,ಮನವಿ
ਕੀਨੋਟ,ಕಶೇಟು
ਕਿਲ੍ਹੇ ਚੱਕਰ,ಕಿಲೋಸೈಕಲ್
ਕਿਲ੍ਹੇ,ಕಿಲೋವೋಲ್ಟ್
ਕਿਲੋਟ,ಕಿಲೋವ್ಯಾಟ್
ਕਿਨਮੈਟਿਕਸ,ಚಲನಶಾಸ್ತ್ರ
ਗੋਡੇ ਬਿੰਦੂ ਵੋਲਟੇਜ,ಮೊಣಕಾಲಿನ ವೋಲ್ಟೇಜ್
ਗੋਬ,ಗುಬ್ಬಿ
ਗਿਆਨ ਅਧਾਰ,ಜ್ಞಾನದ ತಳಹದಿ
ਗਿਆਨ ਦੀ ਨੁਮਾਇੰਦਗੀ,ಜ್ಞಾನ ನಿರೂಪಣೆ
L ਨੈੱਟਵਰਕ,ಎಲ್ ನೆಟ್‌ವರ್ಕ್
L ਸੈਕਸ਼ਨ ਫਿਲਟਰ,L ವಿಭಾಗ ಫಿಲ್ಟರ್
Lag ਅਤੇ ਅਗਵਾਈ,ಮಂದಗತಿ ಮತ್ತು ಸೀಸ
Lagging ਮੌਜੂਦਾ,ಹಿಂದುಳಿದ ಪ್ರವಾಹ
ਪਛੜਨਾ ਪਾਵਰ ਫੈਕਟਰ,ಮಂದಗತಿಯ ವಿದ್ಯುತ್ ಅಂಶ
ਲਮੀਨੇਟਡ,ಹಾಳಾದ
ਦੀਵੇ,ದೀಪ
ਲੈਪਟਾਪ,ಅಬ್ಬರ
ਲੇਜ਼ਰ ਬਾਰੰਬਾਰਤਾ,ಲೇಸರ್ ಆವರ್ತನ
ਅਸ਼ੁੱਧ ਗਲਤੀ,ಸುಪ್ತ ದೋಷ
ਨਿਰੰਤਰ ਗਰਮੀ,ಸುಪ್ತ ಶಾಖ
ਵਿਥਕਾਰ,ಅಕ್ಷಾಂಶ
ਪਰਤ,ಹರಿ
ਖਾਕਾ,ಲೆಔಟ್
ਲੇਆਉਟ ਯੋਜਨਾ,ವಿನ್ಯಾಸ
ਲੀਡ,ಮುನ್ನಡೆಸಿಸು
ਪ੍ਰਮੁੱਖ ਪੜਾਅ,ಪ್ರಮುಖ ಹಂತ
ਲੀਕ ਸਬੂਤ,ಸೋರಿಕೆ ಪುರಾವೆ
ਲੀਕ,ಸೋರಿಕೆ
ਲੀਜ਼ਡ ਸਰਕਟ,ಗುತ್ತಿಗೆ ಸರ್ಕ್ಯೂಟ್
ਲੈਂਸ,ಮಸೂರ
ਪੱਧਰ ਸੂਚਕ,ಸಮಗ್ರ ಸೂಚಕ
ਲਾਈਟ ਕੰਟਰੋਲ,ಲಘು ನಿಯಂತ್ರಣ
ਲਾਈਟ ਕਲਮ,ತಿಳಿ ಪೆನ್ನು
ਬਿਜਲੀ ਦੀ ਪ੍ਰੇਸ਼ਾਨ,ಮಿಂಚಿನ ಬಂಧಕ
ਸੀਮਾ,ಮಿತಿಗೊಳಿಸು
ਐਂਪਲੀਫਾਇਰ ਨੂੰ ਸੀਮਿਤ ਕਰਨਾ,ಆಂಪ್ಲಿಫೈಯರ್ ಅನ್ನು ಸೀಮಿತಗೊಳಿಸುವುದು
ਲਾਈਨ ਦਾ ਨੁਕਸਾਨ,ರೇಖೆಯ ನಷ್ಟ
ਲਾਈਨ ਸ਼ੋਰ,ರೇಖೆಯ ಶಬ್ದ
ਨਜ਼ਰ ਦੀ ਲਾਈਨ,ದೃಷ್ಟಿ
ਲਾਈਨ ਪੜਾਅ,ರೇಖೆಯ ಹಂತ
ਲਾਈਨ ਸੰਚਾਰ,ಸಾಲು ಹರಡುವಿಕೆ
ਲਾਈਨ ਅਨਲੋਡ,ರೇಖೆಯನ್ನು ಇಳಿಸಲಾಗಿಲ್ಲ
ਲੀਨੀਅਰੁਮਾਰੀ,ರೇಖೀಯ ಪರಿಮಾಣ
ਰੇਖਾ,ರೇಖಾತ್ವ
ਲਾਈਨ-ਕੋਐਕਸਿਆਲ,ಸಾಲು ಸಹಭಾಗಿ
ਲਾਈਨ-ਬਰਾਬਰੀ,ಸಾಲಿನ
ਲਾਈਨ-ਬਾਰੰਬਾਰਤਾ,ಸಾಲು ಆವರ್ತನ
ਲਾਈਨ-ਪ੍ਰੇਸ਼ਾਨ,ಸಾಲು-ಉಚ್ಚಾರಣೆ
ਲਾਈਨ-ਕੁਆਰਟਰ ਵੇਵੈਲਥ,ಸಾಲು-ತ್ರೈಮಾಸಿಕ ತರಂಗಾಂತರ
ਲਿੰਕ,ಮರ
ਲਿੰਕ,ಕೊಂಡಿ
ਲਿਪ-ਮਾਈਕ੍ਰੋਫੋਨ,ತುಟಿಯೊಳಗಿರುವ
ਲਾਈਵ ਪ੍ਰਸਾਰਣ,ನೇರ ಪ್ರಸಾರ
ਲਾਈਵ ਸਰਕਟ,ಲೈವ್ ಸರ್ಕ್ಯೂಟ್
ਲਾਈਵ ਪ੍ਰੋਗਰਾਮ,ನೇರ ಕಾರ್ಯಕ್ರಮ
ਲੋਡ,ಹೊರೆ
ਲੋਡ ਸਮਰੱਥਾ,ಲೋಡ್ ಸಾಮರ್ಥ್ಯ
ਲਿਜਾਣ ਦੀ ਸਮਰੱਥਾ ਲੋਡ ਕਰੋ,ಸಾಗಿಸುವ ಸಾಮರ್ಥ್ಯವನ್ನು ಲೋಡ್ ಮಾಡಿ
ਲੋਡ ਗੁਣ,ಲೋಡ್ ವಿಶಿಷ್ಟ
ਲੋਡ ਰੁਕਾਵਟ,ಪ್ರತಿರೋಧವನ್ನು ಲೋಡ್ ಮಾಡಿ
ਲੋਡ ਹੋ ਗਿਆ,ತುಂಬಿರುವ
ਲੋਡਰ,ತುಂಬುವವನು
ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ,ಲೋಡ್ ಮಾಡುವುದು
ਕੋਡ ਲੋਡ ਕਰਨਾ,ಸುರುಳಿಯನ್ನು ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ
ਲੋਡ-ਟੈਸਟ,ಹೊರೆ ಪರೀಕ್ಷೆ
ਲੋਬ,ಹಾಲೆ
ਲੋਬੇ ਐਂਟੀਨਾ,ಹಾಲೆ ಆಂಟೆನಾ
ਸਥਾਨਕ ਏਰੀਆ ਨੈਟਵਰਕ,ಸ್ಥಳೀಯ ಪ್ರದೇಶ ಜಾಲ
ਸਥਾਨਕ ਬੈਟਰੀ,ಸ್ಥಳೀಯ ಬ್ಯಾಟರಿ
ਸਥਾਨਕ c ਸਿਲੇਟਰ,ಸ್ಥಳೀಯ ಆಂದೋಲನಕಾರ
ਲਾਗ,ಬ ೦ ದಿಸು
ਲੌਗ ਬੁੱਕ,ಲಾಗ್ ಪುಸ್ತಕ
ਲੌਗ ਇਨ ਕਰੋ (ਲੌਗ ਇਨ ਕਰੋ),ಲಾಗ್ ಇನ್ ಮಾಡಿ (ಲಾಗ್ ಆನ್ ಮಾಡಿ)
ਲੌਗ ਬੰਦ (ਲਾਗ ਆਉਟ),ಲಾಗ್ ಆಫ್ ಮಾಡಿ (ಲಾಗ್ .ಟ್ ಮಾಡಿ)
ਲਾਗ ਸ਼ੀਟ,ಹಾಳೆ
ਲੋਗਰੀਥਮ,ಲಾಗರಿಥಮ್
ਲੋਗਰੀਥਿਕਮਿਕ ਐਂਪਲੀਫਾਇਰ,ಲಾಗರಿಥಮಿಕ್ ಆಂಪ್ಲಿಫಯರ್
ਲੋਗਰੀਥਿਮਿਕ ਅਨੁਪਾਤ,ಲಾಗರಿಥಮಿಕ್ ಅನುಪಾತ
ਲੋਗਰੀਥਿਮਿਕ ਜਵਾਬ,ಲಾಗರಿಥಮಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ਲੋਗਰੀਥਿਮਿਕ ਸਕੇਲ,ಲಾಗರಿಥಮಿಕ್ ಪ್ರಮಾಣ
ਲਾਗਿੰਗ,ಕಪ್ಪೆ
ਤਰਕ,ತರ್ಕ
ਤਰਕ ਗੇਟ,ತರ್ಕ ದ್ವಾರ
ਤਰਕ ਕਾਰਜ,ತರ್ಕ ಕಾರ್ಯಾಚರಣೆ
ਲਾਜ਼ੀਕਲ,ತಾರ್ಕಿಕ
ਲਾਜ਼ੀਕਲ ਫਰੇਮ,ತಾರ್ಕಿಕ ಚೌಕಟ್ಟು
ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ,ಲೋಗಾ ಒಳಹರಿ
ਲੰਬਕਾਰ,ರೇಖಾಂಶ
ਲੂਪ,ಕುಣಿಕೆ
ਲੂਪ ਐਂਟੀਨਾ,ಲೂಪ್ ಆಂಟೆನಾ
ਲੂਪ ਲਾਭ,ಲೂಪ್ ಲಾಭ
ਲੂਪ ਟੈਸਟ,ಲೂಪ್ ಪರೀಕ್ಷೆ
Oose ਿੱਲਾ ਸੰਪਰਕ,ಸಡಿಲ ಸಂಪರ್ಕ
Loose ਿੱਲੇ ਕਪਲਿੰਗ,ಸಡಿಲ ಜೋಡಣೆ
ਘਾਟੇ ਐਂਟੀਨਾ,ನಷ್ಟವಿಲ್ಲದ ಆಂಟೆನಾ
ਘਾਟਾ,ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ
ਘਾਟੀ,ನಷ್ಟದ ಸಂಕೋಚನ
ਉੱਚਾ (ਆਵਾਜ਼),ಜೋರಾಗಿ (ಧ್ವನಿ)
ਲਾ loud ਥਸਪੀਕਰ,ಮೋಡಿಮಾಡುವ
ਘੱਟ ਬਾਰੰਬਾਰਤਾ,ಕಡಿಮೆ ಆವರ್ತನ
ਘੱਟ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ,ಕೆಳಮಟ್ಟದ ಭಾಷೆ
ਘੱਟ ਘਾਟੇ ਫੀਡਰ,ಕಡಿಮೆ ನಷ್ಟ ಫೀಡರ್
ਘੱਟ ਨੁਕਸਾਨ ਲਚਕਦਾਰ ਕੋਕਸਿਅਲ ਕੇਬਲ,ಕಡಿಮೆ ನಷ್ಟ ಹೊಂದಿಕೊಳ್ಳುವ ಏಕಾಕ್ಷ ಕೇಬಲ್
ਘੱਟ ਸ਼ੋਰ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ಕಡಿಮೆ ಶಬ್ದ ರಿಸೀವರ್
ਘੱਟ ਬਕਾਇਆ ਸੈਟੇਲਾਈਟ,ಕಡಿಮೆ ಕಕ್ಷೆಯ ಉಪಗ್ರಹ
ਘੱਟ ਪਾਸ ਫਿਲਟਰ,ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್
ਘੱਟ ਪ੍ਰਤੀਕ੍ਰਿਆ,ಕಡಿಮೆ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ಅರ್ಥ
ਘੱਟ ਵਿਰੋਧ ਰਸਤਾ,ಕಡಿಮೆ ಪ್ರತಿರೋಧ ಮಾರ್ಗ
ਲੱਗ,ಹುರಿದುಂಬಿಸು
ਪ੍ਰਕਾਸ਼,ಪ್ರಕಾಶ
ਬੁਲਾਇਆ ਗਿਆ,ಉಂಡವಾದ
ਮੈਕਰੋ ਬਲਾਕ,ಬೃಹತ್ ಬ್ಲಾಕ್
ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ,ಬೃಹತ್ ವ್ಯಾಖ್ಯಾನ
ਮੈਕਰੋ ਵਿਜ਼ਨ,ಬೃಹತ್ ದೃಷ್ಟಿ
ਜਾਦੂ ਦੀ ਅੱਖ,ಮಾಯಾ ಕಣ್ಣು
ਚੁੰਬਕ,ಕಾಂತ
ਚੁੰਬਕੀ ਖੇਤਰ,ಕಾಂತಕ್ಷೇತ್ರ
ਚੁੰਬਕੀ ਪ੍ਰਵਾਹ,ಕಾಂತೀಯ ಹರಿವೆ
ਚੁੰਬਕੀ ਖੰਭੇ,ಕಾಂತ ಧ್ರುವ
ਚੁੰਬਕੀ ਤੂਫਾਨ,ಕಾಂತೀಯ ಬಿರುಗಾಳಿ
ਚੁੰਬਕੀ ਸਵਿਚ,ಕಾಂತೀಯ ಸ್ವಿಚ್
ਚੁੰਬਕੀ ਟੇਪ,ಕಾಂತೀಯ ಟೇಪ್
ਚੁੰਬਕੀ,ಕಾಂತಶಾಸ್ತ್ರ
ਮੇਲ ਮਰਜ,ಮೇಲ್ ವಿಲೀನ
ਮੇਲਿੰਗ ਲਿਸਟ,ಮೇಲಿಂಗ್ ಪಟ್ಟಿ
ਮੁੱਖ ਕੈਰੀਅਰ,ಮುಖ್ಯ ವಾಹಕ
ਕਾਇਮ ਰੱਖੋ,ನಿರ್ವಹಿಸು
ਰੱਖ ਰਖਾਵ,ನಿರ್ವಹಣೆ
ਰੱਖ-ਰਖਾਅ ਟੀਮ,ನಿರ್ವಹಣಾ ತಂಡ
ਬਹੁਗਿਣਤੀ ਕੈਰੀਅਰ,ಬಹುಮತ
ਸੰਪਰਕ ਰੀਲੇਅ ਬਣਾਓ,ಸಂಪರ್ಕ ರಿಲೇ ಮಾಡಿ
ਮੇਕ-ਐਂਡ-ਬਰੇਕ ਸਵਿੱਚ,ಮೇಕ್ ಮತ್ತು ಬ್ರೇಕ್ ಸ್ವಿಚ್
ਮਰਦ-ਕੁਨੈਕਟਰ,ಪುರುಷ ಸಮರಸಗಾರ
ਆਦਮੀ ਨੇ ਰੌਲਾ ਪਾਇਆ,ಮನುಷ್ಯ ಶಬ್ದ ಮಾಡಿದನು
ਪ੍ਰਬੰਧਨ ਜਾਣਕਾਰੀ ਪ੍ਰਣਾਲੀ (ਮਿਸ),ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (ಎಂಐಎಸ್)
ਹੇਰਾਫੇਰੀ,ಕೈಗತ್ತಿದ
ਮੈਨੁਅਲ ਕੰਟਰੋਲ,ಕೈಪಿಡಿ ನಿಯಂತ್ರಣ
ਮੈਨੁਅਲ ਵਿਧੀ,ಕೈಪಿಡಿ ವಿಧಾನ
ਸੁਰੱਖਿਆ ਸਾਵਧਾਨੀ ਦਾ ਦਸਤਾਵੇਜ਼,ಸುರಕ್ಷತಾ ಮುನ್ನೆಚ್ಚರಿಕೆ ಕೈಪಿಡಿ
ਹੱਥੀਂ ਚਲਾਏ ਗਏ,ಹಸ್ತಚಾಲಿತವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ
ਨਿਰਮਾਤਾ,ತಯಾರಕ
ਮਾਸਕ,ಮುಖವಾಡ
ਮਾਸਕੀ,ಮಂಜುಗಡ್ಡೆ
ਮਾਸਕਰ,ಮಾಸ್ಕರ್
ਮਾਸਕਿੰਗ,ಮರೆತುಹೋಗುವುದು
ਮਾਸਕਿੰਗ ਵਰਤਾਓ,ಮರೆಮಾಚುವ ವರ್ತನೆ
ਆਡੀਓ ਦਾ ਮਾਸਕਿੰਗ ਪ੍ਰਭਾਵ,ಆಡಿಯೊದ ಮರೆಮಾಚುವ ಪರಿಣಾಮ
ਮਾਸਕਿੰਗ ਥ੍ਰੈਸ਼ੋਲਡ,ಮರೆಮಾಚುವ ಮಿತಿ
ਮਾਸਕਿੰਗ ਟੋਨ,ಮರೆಮಾಚುವ ಸ್ವರ
ਮਸਤ,ಮಾಸ್ಟಿ
ਮਸਤ ਰੇਡੀਏਟਰ,ಮಾಸ್ಟ್ ರೇಡಿಯೇಟರ್
ਮਾਸਟਰ ਕੰਟਰੋਲ,ಮಾಸ್ಟರ್ -ನಿಯಂತ್ರಣ
ਮਾਸਟਰ ਓਸਕਿਲਟਰ,ಮಾಸ್ಟರ್ ಆಸಿಲಾರೆಟರ್
ਮੈਚ-ਪ੍ਰੇਸ਼ਾਨ,ಪಂದ್ಯ
ਮੈਚਿੰਗ ਨੈਟਵਰਕ,ಹೊಂದಾಣಿಕೆಯ ನೆಟ್‌ವರ್ಕ್
ਮੈਚਿੰਗ ਸਟੱਬ,ಹೊಂದಾಣಿಕೆಯ ಸ್ಟಬ್
ਮੈਚਿੰਗ ਟਰਾਂਸਫਾਰਮਰ,ಹೊಂದಾಣಿಕೆಯ ಟ್ರಾನ್ಸ್‌ಫಾರ್ಮರ್
ਪਦਾਰਥਕ-ਖਰੀਦ,ಭೌತಿಕ ಪ್ರಚೋದನೆ
ਮੈਟਰਿਕਸ,ಕುಶಲತೆ
ਵੱਧ ਤੋਂ ਵੱਧ,ಗರಿಷ್ಠೀಕರಣ
ਵੱਧ ਤੋਂ ਵੱਧ ਮੰਗ ਸੰਕੇਤਕ,ಗರಿಷ್ಠ ಬೇಡಿಕೆ ಸೂಚಕ
ਵੱਧ ਤੋਂ ਵੱਧ ਬਿਜਲੀ ਦੀ ਘਣਤਾ,ಗರಿಷ್ಠ ವಿದ್ಯುತ್ ಸಾಂದ್ರತೆ
ਵੱਧ ਤੋਂ ਵੱਧ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,ಗರಿಷ್ಠ ಸಂವೇದನೆ
ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ,ಗರಿಷ್ಠ ಉಷ್ಣ
