Telugu,Tamil
"సమాచారం
 తిరిగి పొందడం","தகவல்
 மீட்டெடுப்பு"
"సమాచారం
 తిరిగి పొందే వ్యవస్థ","தகவல்
 மீட்டெடுப்பு அமைப்பு"
"సమాచారం
 సెపరేటర్","தகவல்
 பிரிப்பான்"
ఇన్ఫర్మేషన్ సింక్,தகவல் மூழ்கும்
"సమాచారం
 మూలం","தகவல்
 ஆதாரம்"
"సమాచారం
 సాంకేతికం","தகவல்
 தொழில்நுட்பம்"
సమాచార సిద్ధాంతం,தகவல் கோட்பாடு
"సమాచారం
 బదిలీ మాడ్యూల్","தகவல்
 தொகுதி மாற்ற"
సమాచార పదం,தகவல் சொல்
"స్వాభావిక
 పారదర్శకత","உள்ளார்ந்த
 வெளிப்படைத்தன்மை"
వారసత్వ లోపం,பரம்பரை பிழை
నిరోధిత ఇన్పుట్,தடுக்கப்பட்ட உள்ளீடு
నిరోధిత రాష్ట్రం,தடுக்கப்பட்ட நிலை
నిరోధించే సిగ్నల్,சமிக்ஞையைத் தடுக்கும்
పల్స్ నిరోధించండి,துடிப்பைத் தடுக்கவும்
అంతర్గత రేఖ,உள்ளக வரி
అంతర్గత వ్యవస్థ,உள் அமைப்பு
ప్రారంభ చిరునామా,தொடக்க முகவரி
"ప్రారంభ పరిస్థితి
 మోడ్","தொடக்க நிலை
 பயன்முறை"
ప్రారంభ సూచన,தொடக்க அறிவுறுத்தல்
ప్రారంభించడం,துவக்கம்
ప్రారంభించండి,துவக்க
ప్రారంభ దినచర్య,துவக்க வழக்கம்
ప్రారంభ క్రమం,தொடக்க வரிசை
ప్రారంభ విధానం,ஆரம்ப செயல்முறை
"ప్రారంభ ప్రోగ్రామ్
 లోడ్","தொடக்க நிரல்
 சுமை"
"ప్రారంభ ప్రోగ్రామ్
 లోడర్","தொடக்க நிரல்
 ஏற்றி"
ఇనిషియేటర్ విధానం,துவக்கி செயல்முறை
ఇనిషియేటర్ టాస్క్,துவக்கி பணி
"ఇనిషియేటర్/టెర్మి-
 నాటర్","துவக்கி/டெர்மி-
 நோட்டர்"
ఇంకింగ్,இன்கிங்
ఇంక్ జెట్ ప్రింటర్,மை ஜெட் அச்சுப்பொறி
సిరా ఏకరూపత,மை சீரான தன்மை
ఇన్-లైన్ కోడ్,இன்-லைன் குறியீடு
ఇన్-లైన్ విధానం,இன்-லைன் நடைமுறை
ఇన్-లైన్ ప్రాసెసింగ్,இன்-லைன் செயலாக்கம்
ఇన్-లైన్ రికవరీ,இன்-லைன் மீட்பு
ఇన్-లైన్ సబ్యుటిన్,இன்-லைன் சப்ரூட்டின்
లోపలి కోడ్,உள் குறியீடு
"లోపలి
 మాక్రోఇన్స్ట్రక్షన్","உள்
 மேக்ரோஇன்ஸ்ட்ரக்ஷன்"
పనిచేయలేని సమయం,செயல்பட முடியாத நேரம்
"మొక్కల వ్యవస్థ
 (= ఇన్హౌస్
 వ్యవస్థ)","ஆலை அமைப்பு
 (= இன்ஹவுஸ்
 அமைப்பு)"
ఇన్పుట్ ప్రాంతం,உள்ளீட்டு பகுதி
ఇన్పుట్ బ్లాక్,உள்ளீட்டு தொகுதி
"ఇన్పుట్ నిరోధించడం
కారకం","உள்ளீட்டு தடுப்பு
காரணி"
"ఇన్పుట్ బఫర్
 రిజిస్టర్","உள்ளீட்டு இடையக
 பதிவு"
ఇన్పుట్ ఛానెల్,உள்ளீட்டு சேனல்
"ఇన్పుట్ డేటా
 ధ్రువీకరణ","உள்ளீட்டு தரவு
 சரிபார்த்தல்"
ఇన్పుట్ ఫీల్డ్,உள்ளீட்டு புலம்
"ఇన్పుట్ సూచన
 కోడ్","உள்ளீட்டு வழிமுறை
 குறியீடு"
ఇన్పుట్ జాబ్ స్ట్రీమ్,உள்ளீட்டு வேலை ஸ்ட்ரீம்
"ఇన్పుట్ లిమిటెడ్
 ప్రోగ్రామ్","உள்ளீடு வரையறுக்கப்பட்டுள்ளது
 திட்டம்"
ఇన్పుట్ లోడింగ్,உள்ளீட்டு ஏற்றுதல்
ఇన్పుట్ అవుట్పుట్ బోర్డ్,உள்ளீட்டு வெளியீட்டு பலகை
"ఇన్పుట్ అవుట్పుట్
 బఫర్","உள்ளீடு வெளியீடு
 இடையக"
"ఇన్పుట్ అవుట్పుట్
 నియంత్రిక","உள்ளீடு வெளியீடு
 கட்டுப்படுத்தி"
"ఇన్పుట్ అవుట్పుట్
 నియంత్రణ వ్యవస్థ","உள்ளீடு வெளியீடு
 கட்டுப்பாட்டு அமைப்பு"
ఇన్పుట్ అవుట్పుట్ చక్రం,உள்ளீட்டு வெளியீட்டு சுழற்சி
"ఇన్పుట్ అవుట్పుట్
 పరికరం","உள்ளீடு வெளியீடு
 சாதனம்"
"ఇన్పుట్ అవుట్పుట్
 అంతరాయం","உள்ளீடு வெளியீடு
 குறுக்கீடு"
ఇన్పుట్-అవుట్పుట్ (I/O),உள்ளீட்டு-வெளியீடு (I/O)
"ఇన్పుట్ అవుట్పుట్
 గ్రంధాలయం","உள்ளீடு வெளியீடு
 நூலகம்"
"ఇన్పుట్ అవుట్పుట్
 పరిమిత ఆపరేషన్","உள்ளீடு வெளியீடு
 வரையறுக்கப்பட்ட செயல்பாடு"
"ఇన్పుట్ అవుట్పుట్
 ప్రాసెసర్","உள்ளீடு வெளியீடு
 செயலி"
"ఇన్పుట్ అవుట్పుట్
 ప్రస్తావించడం","உள்ளீடு வெளியீடு
 குறிப்பு"
"ఇన్పుట్ అవుట్పుట్
 రిజిస్టర్","உள்ளீடு வெளியீடு
 பதிவு"
"ఇన్పుట్ అవుట్పుట్
 దినచర్య","உள்ளீடு வெளியீடு
 வழக்கமான"
"ఇన్పుట్ అవుట్పుట్
 విభాగం","உள்ளீடு வெளியீடு
 பிரிவு"
"ఇన్పుట్ అవుట్పుట్
 ప్రకటన","உள்ளீடு வெளியீடு
 அறிக்கை"
"ఇన్పుట్ అవుట్పుట్
 మారడం","உள்ளீடு வெளியீடு
 மாறுதல்"
ఇన్పుట్ అవుట్పుట్ యూనిట్,உள்ளீட்டு வெளியீட்டு அலகு
ఇన్పుట్ ప్రక్రియ,உள்ளீட்டு செயல்முறை
ఇన్పుట్ ప్రోగ్రామ్,உள்ளீட்டு நிரல்
ఇన్పుట్ రీడర్,உள்ளீட்டு வாசகர்
ఇన్పుట్ రిఫరెన్స్,உள்ளீட்டு குறிப்பு
ఇన్పుట్ రొటీన్,உள்ளீட்டு வழக்கமான
ఇన్పుట్ విభాగం,உள்ளீட்டு பிரிவு
ఇన్పుట్ స్థితి,உள்ளீட்டு நிலை
ఇన్పుట్ స్టేషన్,உள்ளீட்டு நிலையம்
ఇన్పుట్ నిల్వ,உள்ளீட்டு சேமிப்பு
ఇన్పుట్ స్ట్రీమ్,உள்ளீட்டு ஸ்ட்ரீம்
ఇన్పుట్ అనువాదకుడు,உள்ளீட்டு மொழிபெயர்ப்பாளர்
ఇన్పుట్ యూనిట్,உள்ளீட்டு அலகு
ఇన్పుట్ ధ్రువీకరణ,உள்ளீட்டு சரிபார்ப்பு
"విచారణ మరియు
 లావాదేవీ
 ప్రాసెసింగ్","விசாரணை மற்றும்
 பரிவர்த்தனை
 செயலாக்கம்"
విచారణ పాత్ర,விசாரணை எழுத்து
"విచారణ ప్రదర్శన
 టెర్మినల్","விசாரணை காட்சி
 முனையத்தில்"
విచారణ/ప్రత్యుత్తరం,விசாரணை/பதில்
"విచారణ/ప్రతిస్పందన
 ఆపరేషన్","விசாரணை/பதில்
 செயல்பாடு"
విచారణ స్టేషన్,விசாரணை நிலையம்
విచారణ లావాదేవీ,விசாரணை பரிவர்த்தனை
విచారణ యూనిట్,விசாரணை பிரிவு
లిఖితం,பொறிக்கவும்
చొప్పించండి,செருகவும்
"చొప్పించే చిత్రం
 పాత్ర","செருகும் படம்
 எழுத்து"
చొప్పించడం క్రమబద్ధీకరణ,செருகும் வரிசை
మొక్క లోపల,ஆலை உள்ளே
స్పూల్ ప్రాంతంలో,ஸ்பூல் பகுதியில்
సంస్థాపనా ఛార్జ్,நிறுவல் கட்டணம்
సంస్థాపనా ప్రాసెసింగ్ నియంత్రణ,நிறுவல் செயலாக்க கட்டுப்பாடு
"సంస్థాపనా టేప్
 సంఖ్య","நிறுவல் நாடா
 எண்"
సంస్థాపనా సమయం,நிறுவல் நேரம்
ఇన్-స్ట్రీమ్ విధానం,இன்-ஸ்ட்ரீம் செயல்முறை
సూచన,வழிமுறைகள்
సూచన చిరునామా,ஆணைய முகவரி
"సూచన చిరునామా
 రిజిస్టర్","ஆணைய முகவரி
 பதிவு"
"సూచన చిరునామా
 ఆపు","ஆணைய முகவரி
 நிறுத்து"
బోధనా ప్రాంతం,வழங்குநர் பகுதி
ఇన్స్ట్రక్షన్ కోడ్,ஆணையக் குறியீடு
"సూచన
 స్థిరాంకం","வழிமுறைகள்
 மாறிலி"
"సూచన నియంత్రణ
 యూనిట్","அறிவுறுத்தல் கட்டுப்பாடு
 அலகு"
ఇన్స్ట్రక్షన్ కౌంటర్,வழங்குநர் கவுண்டர்
ఇన్స్ట్రక్షన్ డెక్ ఇన్స్ట్రక్షన్ డీకోడర్,அறிவுறுத்தல் டெக் அறிவுறுத்தல் டிகோடர்
ఇన్స్ట్రక్షన్ ఫార్మాట్,அறிவுறுத்தல் வடிவம்
ఇన్స్ట్రక్షన్ మిక్స్,வழிமுறைகள் கலவை
"సూచన
 మాడిఫైయర్","வழிமுறைகள்
 மாற்றியமைப்பாளர்"
ఇన్స్ట్రక్షన్ ప్యాక్,வழங்குநர் பேக்
ఇన్స్ట్రక్షన్ రిజిస్టర్,அறிவுறுத்தல் பதிவு
"సూచన
 కచేరీలు","வழிமுறைகள்
 இசைத்தொகுப்பில்"
ఇన్స్ట్రక్షన్ సెట్,வழிமுறைகள் தொகுப்பு
"సూచన
 ప్రకటన","வழிமுறைகள்
 அறிக்கை"
సూచనల నిల్వ,அறிவுறுத்தல் சேமிப்பு
సూచన పదం,அறிவுறுத்தல் சொல்
పూర్ణాంక స్థిరాంకం,முழு எண் மாறிலி
"పూర్ణ సంఖ్య
 ప్రోగ్రామింగ్","முழு
 நிரலாக்க"
పూర్ణాంక వేరియబుల్,முழு எண் மாறி
సమగ్ర సరిహద్దు,ஒருங்கிணைந்த எல்லை
ఇంటిగ్రేటెడ్ అడాప్టర్,ஒருங்கிணைந்த அடாப்டர்
"ఇంటిగ్రేటెడ్
 అటాచ్మెంట్","ஒருங்கிணைந்த
 இணைப்பு"
"ఇంటిగ్రేటెడ్
 కమ్యూనికేషన్
 అడాప్టర్","ஒருங்கிணைந்த
 தொடர்பு
 பின்னல்"
"ఇంటిగ్రేటెడ్ డేటా
 బేస్","ஒருங்கிணைந்த தரவு
 அடித்தளம்"
"ఇంటిగ్రేటెడ్ డేటా
 ప్రాసెసింగ్","ஒருங்கிணைந்த தரவு
 செயலாக்கம்"
"ఇంటిగ్రేటెడ్ డిజిటల్
 నెట్‌వర్క్","ஒருங்கிணைந்த டிஜிட்டல்
 வலைப்பின்னல்"
ఇంటిగ్రేటెడ్ డిస్క్,ஒருங்கிணைந்த வட்டு
"ఇంటిగ్రేటెడ్
 ఎమ్యులేటర్","ஒருங்கிணைந்த
 முன்மாதிரி"
"ఇంటిగ్రేటెడ్ ఫైల్
 అడాప్టర్","ஒருங்கிணைந்த கோப்பு
 பின்னல்"
ఇంటిగ్రేటెడ్ మోడెమ్,ஒருங்கிணைந்த மோடம்
"ఇంటిగ్రేటెడ్
 సాఫ్ట్‌వేర్","ஒருங்கிணைந்த
 மென்பொருள்"
"ఇంటిగ్రేటెడ్ పదం
 ప్రాసెసింగ్","ஒருங்கிணைந்த சொல்
 செயலாக்கம்"
"ఇంటిగ్రేటెడ్ పదం
 ప్రాసెసింగ్
 పరికరాలు","ஒருங்கிணைந்த சொல்
 செயலாக்கம்
 உபகரணங்கள்"
మోటారును సమగ్రపరచడం,மோட்டார் ஒருங்கிணைத்தல்
"తెలివైన
 నియంత్రిక","புத்திசாலி
 கட்டுப்படுத்தி"
ఇంటెలిజెంట్ కాపీయర్,நுண்ணறிவு நகலெடுப்பு
"తెలివైన
 టెర్మినల్","புத்திசாலி
 முனையத்தில்"
"అర్థమయ్యే క్రాస్
 చర్చ","புத்திசாலித்தனமான குறுக்கு
 பேச்சு"
పరస్పర చర్య,தொடர்பு
"పరస్పర
 గ్రాఫిక్స్","ஊடாடும்
 கிராபிக்ஸ்"
"పరస్పర
 కీబోర్డ్ ప్రింటర్","ஊடாடும்
 விசைப்பலகை அச்சுப்பொறி"
ఇంటరాక్టివ్ రొటీన్,ஊடாடும் வழக்கம்
ఇంటరాక్టివ్ సిస్టమ్,ஊடாடும் அமைப்பு
ఇంటర్‌బ్లాక్ గ్యాప్,இன்டர்ப்ளாக் இடைவெளி
"అడ్డగించబడింది
 టెర్మినల్","இடைமறிக்கப்பட்டது
 முனையத்தில்"
ట్రంక్ అడ్డగించడం,தண்டு இடைமறிப்பு
ఇంటర్‌సెప్ట్ ఆపరేటర్,இடைமறிப்பு ஆபரேட்டர்
సేవ సేవ,இடைமறிப்பு சேவை
ఇంటర్‌కమ్యూనికేషన్ సిస్టమ్,இடைக்கணிப்பு அமைப்பு
ఇంటర్‌కామ్ సేవ,இண்டர்காம் சேவை
"ఇంటర్‌కనెక్టింగ్
 యూనిట్","ஒன்றோடொன்று இணைத்தல்
 அலகு"
ఇంటర్ సైకిల్,இடைக்கால
"ఇంటర్‌ఎక్స్‌చేంజ్
 ఛానెల్","Interexchange
 சேனல்"
ఇంటర్ఫేస్,இடைமுகம்
"ఇంటర్ఫేస్
 ప్రాసెసర్","இடைமுகம்
 செயலி"
ఇంటర్ఫేస్ రొటీన్,இடைமுக வழக்கமான
"ఇంటర్ఫేస్
 స్పెసిఫికేషన్","இடைமுகம்
 விவரக்குறிப்பு"
ఇంటర్‌ఫిక్స్,இடைமுகம்
ఇంటీరియర్ లేబుల్,உள்துறை லேபிள்
ఇంటర్లాంగేజ్,இடைமறிப்பு
ఇంటర్‌లీవ్,இடைக்கணிப்பு
ఇంటర్‌లీవ్డ్ శ్రేణి,ஒன்றோடொன்று வரிசை
"ఇంటర్‌లీవ్డ్
 సబ్‌స్క్రిప్ట్","இடைக்கணிப்பு
 சந்தா"
ఇంటర్‌లీవింగ్,இடைமுகம்
అంతరాయ,இடைக்கணிப்பு
"ఇంటర్మీడియట్
 బఫర్","இடைநிலை
 இடையக"
"ఇంటర్మీడియట్
 పంపిణీ
 ఫ్రేమ్","இடைநிலை
 விநியோகித்தல்
 சட்டகம்"
"ఇంటర్మీడియట్
 పరికరాలు","இடைநிலை
 உபகரணங்கள்"
ఇంటర్మీడియట్ నోడ్,இடைநிலை முனை
"ఇంటర్మీడియట్ పాస్
 (సార్టింగ్)","இடைநிலை பாஸ்
 (வரிசைப்படுத்துதல்)"
ఇంటర్మీడియట్ మొత్తం,இடைநிலை மொத்தம்
ఇంటర్మీడియట్ ఆలస్యం,இடைநிலை தாமதம்
అడపాదడపా లోపం,இடைப்பட்ட பிழை
ఇంటర్‌మిక్స్ టేప్,இன்டர்மிக்ஸ் டேப்
అంతర్గత బ్లాక్,உள் தொகுதி
అంతర్గత ఆకృతి,உள் வடிவம்
"అంతర్గత
 ఫ్రాగ్మెంటేషన్","உள்
 துண்டாக்கும்"
అంతర్గత అంతరాయం,உள் குறுக்கீடு
అంతర్గత లేబుల్,உள் லேபிள்
అంతర్గత జ్ఞాపక శక్తి,உள் நினைவகம்
అంతర్గత మోడల్,உள் மாதிரி
అంతర్గత పేరు,உள் பெயர்
అంతర్గత విధానం,உள் செயல்முறை
అంతర్గత రీడర్,உள் வாசகர்
అంతర్గత స్కీమా,உள் திட்டம்
అంతర్గత విధమైన,உள் வரிசை
అంతర్గత నిల్వ,உள் சேமிப்பு
అంతర్గత వచనం,உள் உரை
అంతర్గత టైమర్,உள் டைமர்
అంతర్గత రచయిత,உள் எழுத்தாளர்
"అంతర్జాతీయ
 బీజగణితం
 భాష","சர்வதேச
 இயற்கணித
 மொழி"
"అంతర్జాతీయ
 దిశ దూరం
 డయలింగ్","சர்வதேச
 திசை தூரம்
 டயல்"
"అంతర్జాతీయ
 సంస్థ కోసం
 ప్రామాణీకరణ
 (ISO)","சர்வதேச
 அமைப்பு
 தரப்படுத்தல்
 (ஐஎஸ்ஓ)"
"అంతర్జాతీయ
 రికార్డ్ క్యారియర్","சர்வதேச
 சாதனை கேரியர்"
ఇంటర్‌ఆఫీస్ ట్రంక్,இன்டர்போரிஸ் டிரங்க்
ఇంటర్‌పోజిషన్,இடைநிலை
ఇంటర్‌పోజిషన్ ట్రంక్,இடைக்கால தண்டு
వ్యాఖ్యాత,மொழிபெயர்ப்பாளர்
ఇంటర్ప్రెటర్ కోడ్,மொழிபெயர்ப்பாளர் குறியீடு
ఇంటర్‌ప్రెటివ్ కోడ్,விளக்கக் குறியீடு
"వ్యాఖ్యాన
 అమలు","உட்பொருள்
 மரணதண்டனை"
"వ్యాఖ్యాన
 ప్రోగ్రామ్","உட்பொருள்
 திட்டம்"
"వ్యాఖ్యాన
 దినచర్య","உட்பொருள்
 வழக்கமான"
"ఇంటర్‌ప్రెటివ్ ట్రేస్
 ప్రోగ్రామ్","விளக்க சுவடு
 திட்டம்"
ఇంటర్‌కార్డ్ గ్యాప్,இன்டர்ரெகார்ட் இடைவெளி
ఇంటర్‌రోబాంగ్,Interrobang
ప్రశ్నించడం,விசாரித்தல்
విచారణ,விசாரணை
ప్రశ్నించేది,விசாரிப்பவர்
"ఇంటర్‌ఆర్ట్‌పుట్ అభ్యర్థన
 సిగ్నల్","இன்டர்ரூட் கோரிக்கை
 சிக்னல்"
అంతరాయం డ్రైవర్,குறுக்கீடு இயக்கி
అంతరాయ హ్యాండ్లర్,குறுக்கீடு கையாளுபவர்
"అంతరాయం
 దినచర్య","குறுக்கீடு
 வழக்கமான"
"అంతరాయం
వ్యవస్థ","குறுக்கீடு
அமைப்பு"
"అంతరాయం
 నెట్‌వర్క్","குறுக்கீடு
 வலைப்பின்னல்"
అంతరాయం జాప్యం,குறுக்கீடு தாமதம்
అంతరాయం అనుసంధానం,இணைப்பு குறுக்கீடு
అంతరాయ ముసుగు,குறுக்கீடு முகமூடி
అంతరాయం ప్రాధాన్యత,குறுக்கீடு முன்னுரிமை
అంతరాయ స్టాకింగ్,குறுக்கீடு அடுக்கி
అంతరాయ ఉచ్చు,குறுக்கீடு பொறி
"అంతరాయ ట్రిగ్గర్
 సిగ్నల్","குறுக்கீடு தூண்டுதல்
 சிக்னல்"
అంతరాయం వెక్టర్,குறுக்கீடு திசையன்
ఇంటర్‌సాటెలైట్ లింక్,இன்டர்சாடெல்லைட் இணைப்பு
"అంతరాష్ట్రం
 గుద్దడం","இடைநிலை
 குத்துதல்"
"ఇంటర్‌సింబోల్
 జోక్యం","இன்டர்ஸ்பால்
 குறுக்கீடு"
"విరామ సేవ
 విలువ","இடைவெளி சேவை
 மதிப்பு"
విరామ టైమర్,இடைவெளி டைமர்
ఇంటర్‌వర్కింగ్,இன்டர்வொர்க்கிங்
సన్నిహిత,நெருக்கமான
ఇంట్రాస్టేట్ టోల్,இன்ட்ராஸ்டேட் டோல்
చొరబాటు స్వరం,ஊடுருவல் தொனி
చెల్లని పాత్ర,செல்லுபடியாகாத எழுத்து
"చెల్లని ఎక్స్‌క్లూజివ్
 సూచన","தவறான பிரத்தியேக
 குறிப்பு"
"చెల్లని కీ
 కండిషన్","தவறான விசை
 நிலை"
"ఇన్వెంటరీ మాస్టర్
 ఫైల్","சரக்கு மாஸ்டர்
 கோப்பு"
విలోమం,தலைகீழ்
విలోమ ఫైల్,தலைகீழ் கோப்பு
ఇన్వర్టర్,இன்வெர்ட்டர்
ఆహ్వాన జాబితా,அழைப்பிதழ் பட்டியல்
ఆహ్వానం,அழைப்பிதழ்
సహాయం కోరు,Inkake
ఇన్వోక్డ్ విధానం,செயல்படுத்தப்பட்ட செயல்முறை
ఇన్వోకింగ్ బ్లాక్,தடுப்பு தொகுதி
అయాంటరెంట్ సిగ్నల్,அயனருக்கு சமிக்ஞை
"తిరిగి పొందలేనిది
 లోపం","மீளமுடியாத
 பிழை"
అసంబద్ధత,பொருத்தமற்றது
"కోలుకోలేని
 అయస్కాంత ప్రక్రియ","மீளமுடியாத
 காந்த செயல்முறை"
వివిక్త స్థానం,தனிமைப்படுத்தப்பட்ட இடம்
ISO పరిమాణం,ஐசோ அளவு
ISO ప్రమాణం,ஐஎஸ்ஓ தரநிலை
అంశం అడ్వాన్స్,உருப்படி முன்கூட்டியே
అంశం గణన,உருப்படி எண்ணிக்கை
అంశం పరిమాణం,உருப்படி அளவு
మళ్ళి,மீண்டும்
మరల,மறு செய்கை
పునరావృత కారకం,மறு செய்கை காரணி
పునరావృత దినచర్య,மறு செய்கை வழக்கம்
పునరుక్తి డూ-గ్రూప్,செயல்பாட்டு டூ-குழு
పునరుక్తి ఆపరేషన్,செயல்பாட்டு செயல்பாடு
IVERSION సంజ్ఞామానం,ஐ.இ.வர்சியன் குறியீடு
జిట్టర్,நடுக்கம்
జాబ్ బ్యాచ్,வேலை தொகுதி
జాబ్ క్లాస్,வேலை வகுப்பு
ఉద్యోగ నియంత్రణ,வேலை கட்டுப்பாடு
"ఉద్యోగ నియంత్రణ
 భాష","வேலை கட்டுப்பாடு
 மொழி"
"ఉద్యోగ నియంత్రణ
 ప్రకటన","வேலை கட்டுப்பாடு
 அறிக்கை"
ఉద్యోగ నిర్వచనం,வேலை வரையறை
జాబ్-ఫ్లో కంట్రోల్,வேலை-ஓட்டம் கட்டுப்பாடு
ఉద్యోగ ఇన్పుట్ పరికరం,வேலை உள்ளீட்டு சாதனம்
జాబ్ ఇన్పుట్ ఫైల్,வேலை உள்ளீட்டு கோப்பு
ఉద్యోగ ఇన్పుట్ స్ట్రీమ్,வேலை உள்ளீட்டு ஸ்ட்ரீம்
జాబ్ లైబ్రరీ,வேலை நூலகம்
ఉద్యోగ నిర్వహణ,வேலை மேலாண்மை
ఉద్యోగ పేరు,வேலை பெயர்
"ఉద్యోగ-ఆధారిత
 భాష","வேலை சார்ந்த
 மொழி"
"ఉద్యోగ-ఆధారిత
 టెర్మినల్","வேலை சார்ந்த
 முனையத்தில்"
ఉద్యోగ అవుట్పుట్ పరికరం,வேலை வெளியீட்டு சாதனம்
ఉద్యోగ అవుట్పుట్ ఫైల్,வேலை வெளியீட்டு கோப்பு
ఉద్యోగ అవుట్పుట్ స్ట్రీమ్,வேலை வெளியீட்டு ஸ்ட்ரீம்
జాబ్ ప్యాక్ ప్రాంతం,வேலை பொதி பகுதி
ఉద్యోగ ప్రాధాన్యత,வேலை முன்னுரிமை
ఉద్యోగ ప్రాసెసింగ్,வேலை செயலாக்கம்
జాబ్ ప్రోగ్రామ్ మోడ్,வேலை நிரல் பயன்முறை
"ఉద్యోగ-రికవరీ
 నియంత్రణ ఫైల్","வேலை-மீட்பு
 கோப்பைக் கட்டுப்படுத்தவும்"
జాబ్ సెపరేటర్ పేజీ,வேலை பிரிப்பான் பக்கம்
ఉద్యోగ ప్రకటన,வேலை அறிக்கை
ఉద్యోగ దశ,வேலை படி
ఉద్యోగ దశ దీక్ష,வேலை படி துவக்கம்
ఉద్యోగ దశ పున art ప్రారంభం,வேலை படி மறுதொடக்கம்
జాబ్ స్టిక్,வேலை குச்சி
ఉద్యోగ ప్రవాహం,வேலை ஸ்ட்ரீம்
ఉద్యోగ మద్దతు పని,வேலை ஆதரவு பணி
కామాంగు,ஜாகல்
చేరండి,சேர
ఉమ్మడి ప్రాప్యత ఖర్చు,கூட்டு அணுகல் செலவு
ఉమ్మడి సమాచార కంటెంట్,கூட்டு தகவல் உள்ளடக்கம்
జోసెఫ్సన్ జంక్షన్,ஜோசப்சன் சந்தி
జర్నల్,பத்திரிகை
జర్నలింగ్,பத்திரிகை
జర్నల్ రిపోర్ట్,பத்திரிகை அறிக்கை
జర్నల్ టేప్,பத்திரிகை நாடா
జంబో గ్రూప్,ஜம்போ குழு
జంపర్,ஜம்பர்
జంపర్ ఎంచుకోదగినది,ஜம்பர் தேர்ந்தெடுக்கக்கூடியது
జంప్ ఇన్స్ట్రక్షన్,ஜம்ப் வழிமுறை
జంక్టర్,கான்ட்டர்
జంక్,குப்பை
సమర్థన,நியாயப்படுத்துதல்
సమర్థన పరిధి,நியாயப்படுத்தும் வரம்பு
జస్టిఫైడ్ మార్జిన్,நியாயமான விளிம்பு
కర్నాగ్ మ్యాప్,கர்நாக் வரைபடம்
కటక్నా,கட்டக்னா
కెర్నింగ్,கெர்னிங்
కీబోర్డ్,விசைப்பலகை
"కీబోర్డ్
 కంప్యూటర్","விசைப்பலகை
 கணினி"
కీబోర్డ్ ఎంట్రీ,விசைப்பலகை நுழைவு
కీబోర్డ్ విచారణ,விசைப்பலகை விசாரணை
కీబోర్డ్ లాకౌట్,விசைப்பலகை கதவடைப்பு
"కీబోర్డ్
 పెర్ఫొరేటర్","விசைப்பலகை
 துளையிடுபவர்"
కీబోర్డ్ పంచ్,விசைப்பலகை பஞ்ச்
"కీబోర్డ్
 పంపండి/స్వీకరించండి","விசைப்பலகை
 அனுப்பு/பெறுங்கள்"
కీ క్లిక్,விசை கிளிக்
కీ-క్లిక్ ఫిల్టర్,விசை-கிளிக் வடிகட்டி
కీ-నడిచే,விசை உந்துதல்
"కీడ్ డైరెక్ట్
 యాక్సెస్","விசை நேரடி
 அணுகல்"
కీ-గుప్తీకరించే కీ,விசை-குறியாக்க விசை
కీ ఎంట్రీ,விசை நுழைவு
"కీ మడత =
 హాషింగ్","முக்கிய மடிப்பு =
 ஹேஷிங்"
కీయింగ్ చిర్ప్,கீயிங் சிர்ப்
కీయింగ్ వేవ్,கீயிங் அலை
కీ మత్,விசை பாய்
కీ ప్యాడ్,விசை திண்டு
కీ దశ,முக்கிய கட்டம்
కీ పల్స్,விசை துடிப்பு
కీ-పల్సింగ్ సిగ్నల్,விசை துடிப்பு சமிக்ஞை
కీ పంచ్,விசை பஞ்ச்
కీ సార్టింగ్,விசை வரிசையாக்கம்
కీ స్ట్రోక్,விசை பக்கவாதம்
"కీ-స్ట్రోక్
 ధృవీకరణ","விசை-ஸ்ட்ரோக்
 சரிபார்ப்பு"
కీ టేప్,விசை நாடா
కీ టెలిఫోన్ సెట్,முக்கிய தொலைபேசி தொகுப்பு
"కీ టెలిఫోన్
 వ్యవస్థ","முக்கிய தொலைபேசி
 அமைப்பு"
కీ-టు-డిస్క్,விசை-வட்டு
ఫ్లాపీకి కీ,நெகிழ் விசை
టేప్ చేయడానికి కీ,டேப்பிற்கு விசை
కీ ట్రాన్స్ఫర్మేషన్,முக்கிய மாற்றம்
"కీ పదం
సందర్భం","முக்கிய சொல்
சூழல்"
"కీ-పదం
 పరామితి","விசை சொல்
 அளவுரு"
కిలోబాడ్,கிலோபாட்
కిలోబైట్,கிலோபைட்
కిలోమెగా,கிலோமேகா
కిప్స్ (కిలోఇన్స్ట్రక్షన్స్-పెర్సెకండ్),கிப்ஸ் (கிலோயின்ஸ்ட்ரக்ஷன்ஸ்-பெர்செகண்ட்)
లేబుల్ స్థిరాంకం,லேபிள் மாறிலி
సాధారణం అని లేబుల్ చేయబడింది,பொதுவானது என்று பெயரிடப்பட்டது
లేబులింగ్,லேபிளிங்
లేబుల్ జాబితా,லேபிள் பட்டியல்
లేబుల్ రికార్డ్,லேபிள் பதிவு
లేబుల్ వేరియబుల్,லேபிள் மாறி
లేస్డ్ కార్డ్,அட்டை
భూ-లైన్ సౌకర్యం,நில வரி வசதி
భాష (కోబోల్),மொழி (கோபோல்)
"భాష
 కన్వర్టర్","மொழி
 மாற்றி"
"భాష
 వ్యాఖ్యాత","மொழி
 மொழிபெயர்ப்பாளர்"
