Bengali,Punjabi
বক্রতা মানে,ਮਤਲਬ ਵਕਰਤਾ
"মানে গভীরতা, মানে তীব্রতা","ਮਤਲਬ ਡੂੰਘਾਈ, ਮਤਲਬ ਤੀਬਰਤਾ"
"মানে শক্তি, গড় শক্তি","ਮਤਲਬ ਊਰਜਾ, ਮਤਲਬ ਊਰਜਾ"
"মানে বিষুবরেখা, মানে তির্যক","ਮਤਲਬ ਭੂਮੱਧ ਰੇਖਾ, ਮਤਲਬ ਤਿਰਛਾ"
মানে ত্রুটি,ਮਤਲਬ ਗਲਤੀ
"মানে মুক্ত পথ, মানে মুক্ত পথ","ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ, ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ"
মুক্ত সময় মানে অবসর সময়,"ਮਤਲਬ ਖਾਲੀ ਸਮਾਂ, ਮਤਲਬ ਖਾਲੀ ਸਮਾਂ"
মানে গ্যালাকটিক কেন্দ্রীয় বেগ,ਮਤਲਬ ਗਲੈਕਟਿਕ ਕੇਂਦਰੀ ਵੇਗ
গড় কণা আকার,ਔਸਤ ਕਣ ਦਾ ਆਕਾਰ
বিকিরণ মানে তীব্রতা,ਰੇਡੀਏਸ਼ਨ ਦਾ ਮਤਲਬ ਹੈ ਤੀਬਰਤਾ
মানে প্রাণঘাতী ভলিউম,ਮਤਲਬ ਘਾਤਕ ਵਾਲੀਅਮ
"গড় বয়স, গড় বয়স","ਮਤਲਬ ਉਮਰ, ਮਤਲਬ ਉਮਰ"
মানে আজীবন,ਮਤਲਬ ਜੀਵਨ ਭਰ
"মানে অক্ষাংশ, গড় দ্রাঘিমাংশ","ਮਤਲਬ ਵਿਥਕਾਰ, ਮਤਲਬ ਲੰਬਕਾਰ"
মানে সর্বোচ্চ উচ্চতা,ਵੱਧ ਤੋਂ ਵੱਧ ਉਚਾਈ ਦਾ ਮਤਲਬ ਹੈ
গড় রৈখিক প্রবাহ,ਔਸਤ ਰੇਖਿਕ ਵਹਾਅ
মানে মডুলাস,ਮਤਲਬ ਮਾਡਿਊਲਸ
চন্দ্র পেরিজি গতি,ਚੰਦਰ ਪੈਰੀਜੀ ਗਤੀ
নিউট্রন গড় বয়স,ਨਿਊਟ੍ਰੋਨ ਔਸਤ ਉਮਰ
মানে মেরিডিয়ান,ਮੈਰੀਡੀਅਨ ਦਾ ਮਤਲਬ ਹੈ
মানে স্বাভাবিক চাপ,ਮਤਲਬ ਆਮ ਤਣਾਅ
গড় ফেজ ভ্যারিয়েন্স,ਮਤਲਬ ਪੜਾਅ ਪਰਿਵਰਤਨ
মানে সম্ভাব্যতা বেগ,ਮਤਲਬ ਸੰਭਾਵਨਾ ਵੇਗ
মানে পণ্য,ਮਤਲਬ ਉਤਪਾਦ
মানে সমানুপাতিক,ਮਤਲਬ ਅਨੁਪਾਤਕ
মানে ব্যাসার্ধের বেগ,ਮਤਲਬ ਰੇਡੀਅਸ ਵੇਗ
গড় পরিসীমা,ਮਤਲਬ ਸੀਮਾ
গড় প্রতিক্রিয়া সময়কাল,ਮਤਲਬ ਪ੍ਰਤੀਕਰਮ ਦੀ ਮਿਆਦ
মানে প্রতিসরণ,ਮਤਲਬ ਰਿਫ੍ਰੈਕਸ਼ਨ
মানে সমুদ্রপৃষ্ঠ,ਮਤਲਬ ਸਮੁੰਦਰ ਦਾ ਪੱਧਰ
মানে সৌর দিন,ਸੂਰਜੀ ਦਿਨ ਦਾ ਮਤਲਬ ਹੈ
মানে সৌর সময়,ਮਤਲਬ ਸੂਰਜੀ ਸਮਾਂ
মানে নির্দিষ্ট তাপ,ਮਤਲਬ ਖਾਸ ਗਰਮੀ
"গড় গতি, গড় গতি, গড় গতি","ਮਤਲਬ ਗਤੀ, ਮਤਲਬ ਗਤੀ, ਮਤਲਬ ਗਤੀ"
মানে বৃত্ত সমতল,ਮਤਲਬ ਸਰਕਲ ਪਲੇਨ
বিচ্যুতি স্কয়ার গড়,ਡਿਵੀਏਸ਼ਨ ਵਰਗ ਦਾ ਮਤਲਬ
স্থানচ্যুতি বর্গ মানে,ਵਿਸਥਾਪਨ ਵਰਗ ਦਾ ਮਤਲਬ ਹੈ
ত্রুটি বর্গ গড়,ਗਲਤੀ ਵਰਗ ਦਾ ਮਤਲਬ
ত্রুটি বর্গক্ষেত্র মানে অনুমান,ਗਲਤੀ ਵਰਗ ਦਾ ਮਤਲਬ ਅਨੁਮਾਨ
কথ্য শ্রেণীর মানে,ਬੋਲਣ ਵਾਲੀ ਕਲਾਸ ਦਾ ਮਤਲਬ ਹੈ
মাত্রা গড় বর্গাকার দৈর্ঘ্য,ਮਾਪ ਦਾ ਮਤਲਬ ਵਰਗ ਲੰਬਾਈ
বেগ বর্গ গড়,ਵੇਗ ਵਰਗ ਦਾ ਮਤਲਬ
মানে চাপ,ਮਤਲਬ ਤਣਾਅ
মানে সূর্য,ਮਤਲਬ ਸੂਰਜ
গড় অবশিষ্ট বয়স,ਔਸਤ ਬਾਕੀ ਉਮਰ
মানে টোন,ਮਤਲਬ ਟੋਨ
মানে পথচলা,ਮਤਲਬ ਟ੍ਰੈਜੈਕਟਰੀ
"গড়, গড় মান","ਮਤਲਬ, ਮਤਲਬ ਮੁੱਲ"
মাঝারি অর্ধেক সমতল,ਮੱਧ ਅੱਧਾ ਜਹਾਜ਼
মানে উপপাদ্য,ਮਤਲਬ ਪ੍ਰਮੇਯ
মানে বৈচিত্র,ਮਤਲਬ ਪਰਿਵਰਤਨ
মানে বেগ,ਮਤਲਬ ਵੇਗ
মানে পৃথিবী,ਮਤਲਬ ਧਰਤੀ
মানে সময়,ਮਤਲਬ ਸਮਾਂ
interrupt-mean-time,ਇੰਟਰੱਪਟ-ਮੀਨ-ਟਾਈਮ
মধ্যস্থতা অনুষ্ঠান,ਵਿਚੋਲਗੀ ਦੀ ਰਸਮ
"পরিমাপ, বিছানা","ਮਾਪ, ਬਿਸਤਰਾ"
দক্ষতা পরিমাপ,ਕੁਸ਼ਲਤਾ ਮਾਪ
সমজাতীয় পরিমাপ,ਸਮਰੂਪ ਮਾਪ
নির্ভুলতা পরিমাপ,ਸ਼ੁੱਧਤਾ ਮਾਪ
বৈসাদৃশ্য পরিমাপ,ਉਲਟ ਮਾਪ
পরিবর্তনশীলতা পরিমাপ,ਪਰਿਵਰਤਨਸ਼ੀਲਤਾ ਮਾਪ
পরিমাপ দৈর্ঘ্য,ਮਾਪੀ ਗਈ ਲੰਬਾਈ
"পরিমাপ, পরিমাপ, পরিমাপ","ਮਾਪ, ਮਾਪ, ਮਾਪ"
পরিমাপের ব্যবধান,ਮਾਪ ਪਛੜ
দক্ষতা পরিমাপ,ਕੁਸ਼ਲਤਾ ਮਾਪ
আকাশের পরিমাপ,ਅਸਮਾਨ ਦਾ ਮਾਪ
ইউটিলিটি পরিমাপ,ਉਪਯੋਗਤਾ ਮਾਪ
"পরিমাপ (n.), পরিমাপক, পরিমাপ (v.)","ਮਾਪ (n.), ਮਾਪਣ ਵਾਲਾ, ਮਾਪ (v.)"
"বল, যান্ত্রিক, যোগাযোগ","ਫੋਰਸ, ਮਕੈਨੀਕਲ, ਸੰਪਰਕ"
যান্ত্রিক অপব্যবহার,ਮਕੈਨੀਕਲ ਦੁਰਵਿਵਹਾਰ
বল প্রয়োগ,ਫੋਰਸ ਕਾਰਵਾਈ
যান্ত্রিক সুবিধা,ਮਕੈਨੀਕਲ ਫਾਇਦਾ
যান্ত্রিক এনালগ,ਮਕੈਨੀਕਲ ਐਨਾਲਾਗ
যান্ত্রিক ব্যান্ড এক্সটেনশন,ਮਕੈਨੀਕਲ ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ
যান্ত্রিক ডবল প্রতিসরণ,ਮਕੈਨੀਕਲ ਡਬਲ ਰਿਫ੍ਰੈਕਸ਼ਨ
শূন্য টেনে আনার সীমা,ਜ਼ੀਰੋ ਡਰੈਗ ਸੀਮਾ
যান্ত্রিক ফোকাস,ਮਕੈਨੀਕਲ ਫੋਕਸ
যান্ত্রিক বৈশিষ্ট্য,ਮਕੈਨੀਕਲ ਗੁਣ
যান্ত্রিক ধ্রুবক,ਮਕੈਨੀਕਲ ਸਥਿਰ
যান্ত্রিক বর্তমান সময় সংহতকারী,ਮਕੈਨੀਕਲ ਮੌਜੂਦਾ ਟਾਈਮ ਇੰਟੀਗਰੇਟਰ
যান্ত্রিক স্যাঁতসেঁতে,ਮਕੈਨੀਕਲ ਗਿੱਲਾ
যান্ত্রিক ডিপোলারাইজেশন,ਮਕੈਨੀਕਲ depolarization
যান্ত্রিক ট্র্যাকশন,ਮਕੈਨੀਕਲ ਟ੍ਰੈਕਸ਼ਨ
যান্ত্রিক সম্পাদনা,ਮਕੈਨੀਕਲ ਸੰਪਾਦਨ
যান্ত্রিক প্রভাব,ਮਕੈਨੀਕਲ ਪ੍ਰਭਾਵ
যান্ত্রিক শক্তি,ਮਕੈਨੀਕਲ ਊਰਜਾ
যান্ত্রিক সমীকরণ,ਮਕੈਨੀਕਲ ਸਮੀਕਰਨ
"যান্ত্রিক ভারসাম্য, যান্ত্রিক ভারসাম্য","ਮਕੈਨੀਕਲ ਸੰਤੁਲਨ, ਮਕੈਨੀਕਲ ਸੰਤੁਲਨ"
যান্ত্রিক সমতুল্য,ਮਕੈਨੀਕਲ ਬਰਾਬਰ
যান্ত্রিক বল,ਮਕੈਨੀਕਲ ਫੋਰਸ
যান্ত্রিক ঘর্ষণ,ਮਕੈਨੀਕਲ ਰਗੜ
যান্ত্রিক প্রতিবন্ধকতা,ਮਕੈਨੀਕਲ ਰੁਕਾਵਟ
যান্ত্রিক হস্তক্ষেপ,ਮਕੈਨੀਕਲ ਦਖਲ
যান্ত্রিক বিচ্ছিন্নতা,ਮਕੈਨੀਕਲ ਅਲੱਗ-ਥਲੱਗ
যান্ত্রিক ভর,ਮਕੈਨੀਕਲ ਪੁੰਜ
যান্ত্রিক মাধ্যম,ਮਕੈਨੀਕਲ ਮਾਧਿਅਮ
যান্ত্রিক পদ্ধতি,ਮਕੈਨੀਕਲ ਢੰਗ
যান্ত্রিক মিশ্রণ,ਮਕੈਨੀਕਲ ਮਿਕਸਿੰਗ
যান্ত্রিক মডেল,ਮਕੈਨੀਕਲ ਮਾਡਲ
যান্ত্রিক মডুলেটর,ਮਕੈਨੀਕਲ ਮੋਡੀਊਲੇਟਰ
যান্ত্রিক গতিবেগ,ਮਕੈਨੀਕਲ ਗਤੀ
যান্ত্রিক অপারেশন,ਮਕੈਨੀਕਲ ਕਾਰਵਾਈ
যান্ত্রিক অপটিক্যাল প্রভাব,ਮਕੈਨੀਕਲ ਆਪਟੀਕਲ ਪ੍ਰਭਾਵ
যান্ত্রিক ঘটনা,ਮਕੈਨੀਕਲ ਵਰਤਾਰੇ
যান্ত্রিক শক্তি,ਮਕੈਨੀਕਲ ਤਾਕਤ
যান্ত্রিক বৈশিষ্ট্য,ਮਕੈਨੀਕਲ ਗੁਣ
যান্ত্রিক ছিদ্রকারী,ਮਕੈਨੀਕਲ perforator
যান্ত্রিক সংশোধনকারী,ਮਕੈਨੀਕਲ ਸੁਧਾਰਕ
যান্ত্রিক হিমায়ন,ਮਕੈਨੀਕਲ ਫਰਿੱਜ
যান্ত্রিক রেকর্ডার,ਮਕੈਨੀਕਲ ਰਿਕਾਰਡਰ
যান্ত্রিক উপস্থাপনা,ਮਕੈਨੀਕਲ ਨੁਮਾਇੰਦਗੀ
যান্ত্রিক প্রতিরোধের,ਮਕੈਨੀਕਲ ਵਿਰੋਧ
যান্ত্রিক স্ক্যানিং,ਮਕੈਨੀਕਲ ਸਕੈਨਿੰਗ
যান্ত্রিক সেন্সিং,ਮਕੈਨੀਕਲ ਸੈਂਸਿੰਗ
যান্ত্রিক আলোড়নকারী,ਮਕੈਨੀਕਲ stirrer
যান্ত্রিক শক,ਮਕੈਨੀਕਲ ਸਦਮਾ
"যান্ত্রিক বেলচা, যান্ত্রিক বেলচা","ਮਕੈਨੀਕਲ ਬੇਲਚਾ, ਮਕੈਨੀਕਲ ਬੇਲਚਾ"
যান্ত্রিক সাদৃশ্য,ਮਕੈਨੀਕਲ ਸਮਾਨਤਾ
যান্ত্রিক স্পিনিং,ਮਕੈਨੀਕਲ ਸਪਿਨਿੰਗ
যান্ত্রিক টিথার মোটর,ਮਕੈਨੀਕਲ ਟੀਥਰ ਮੋਟਰ
যান্ত্রিক উদ্দীপনা,ਮਕੈਨੀਕਲ ਉਤੇਜਨਾ
মেশিন নৈপুণ্য,ਮਸ਼ੀਨ ਕਰਾਫਟ
যান্ত্রিক ভাইব্রেটর,ਮਕੈਨੀਕਲ ਵਾਈਬ੍ਰੇਟਰ
যান্ত্রিক কাজ,ਮਕੈਨੀਕਲ ਕੰਮ
মেশিন চালিত,ਮਸ਼ੀਨ ਚਲਾਈ ਗਈ
যান্ত্রিকভাবে বিপরীতমুখী,ਮਸ਼ੀਨੀ ਤੌਰ &#39;ਤੇ ਉਲਟਾਉਣ ਯੋਗ
"বল বিজ্ঞান, মেকানিক্স, মেকানিক্স","ਫੋਰਸ ਵਿਗਿਆਨ, ਮਕੈਨਿਕਸ, ਮਕੈਨਿਕਸ"
যান্ত্রিকীকরণ,ਮਸ਼ੀਨੀਕਰਨ
"মেকানিজম, মেকানিজম, মেকানিজম, ইন্সট্রুমেন্ট","mechanism, mechanism, mechanism, instrument"
শ্রবণ প্রক্রিয়া,ਸੁਣਵਾਈ ਦੀ ਵਿਧੀ
প্রতিক্রিয়ার প্রক্রিয়া,ਪ੍ਰਤੀਕਰਮ ਦੀ ਵਿਧੀ
ঘড়ি প্রক্রিয়া,ਘੜੀ ਵਿਧੀ
পদ্ধতিগত,ਕਾਰਜਪ੍ਰਣਾਲੀ
পদ্ধতি বাক্স,ਵਿਧੀ ਬਾਕਸ
যান্ত্রিক বল,ਮਕੈਨੀਕਲ ਫੋਰਸ
"মধ্যমা, মধ্যমা, মধ্যমা, মধ্যমা","ਮੱਧ, ਮੱਧ, ਮੱਧ, ਮੱਧ"
মধ্যমা বয়স,ਦਰਮਿਆਨੀ ਉਮਰ
গড় গড়,ਔਸਤ ਔਸਤ
মাঝারি কার্যকর ভলিউম,ਮੱਧਮ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵਾਲੀਅਮ
মানে প্রাণঘাতী ভলিউম,ਮਤਲਬ ਘਾਤਕ ਵਾਲੀਅਮ
মানে প্রাণঘাতী সময়কাল,ਮਤਲਬ ਘਾਤਕ ਮਿਆਦ
"মধ্যরেখা, মধ্যরেখা","ਮੱਧ ਰੇਖਾ, ਮੱਧ ਰੇਖਾ"
"মাঝারি (ভি.), মাঝারি (সম্পাদনা)","ਮੱਧਮ (v.), ਮੱਧਮ (ed.)"
মাঝারি বিচ্যুতি,ਮੱਧਮ ਭਟਕਣਾ
মাঝারি প্রভাব,ਮੱਧਮ ਪ੍ਰਭਾਵ
মাঝারি ভরের নিউক্লিয়াস,ਮੱਧਮ ਪੁੰਜ ਨਿਊਕਲੀਅਸ
"মাঝারি নিউক্লিয়াস, মাঝারি নিউক্লিয়াস","ਮੱਧਮ ਨਿਊਕਲੀਅਸ, ਮੱਧਮ ਨਿਊਕਲੀਅਸ"
মাঝারি পরিসরের রাডার,ਮੱਧਮ ਸੀਮਾ ਰਾਡਾਰ
মাঝারি শট,ਮੱਧਮ ਸ਼ਾਟ
মাঝারি আয়তনের কণা,ਦਰਮਿਆਨੇ ਵਾਲੀਅਮ ਕਣ
মেডুলা,ਮੇਡੁੱਲਾ
"স্থূল, গুরু, মহা, পরিষ্কার, নিয়ুত (দশলক্ষা)","ਸਕਲ, ਗੁਰੂ, ਮਹਾ, ਸਪਸ਼ਟ, ਨਿਯੁਤ (ਦਸ਼ਲਕਸ਼)"
মেগাবিট,megabit
মেগাকিউরি,megacurie
মেগাসাইকেল,ਮੈਗਾਸਾਈਕਲ
"মেগাফোন, সাইরেন","ਮੈਗਾਫੋਨ, ਸਾਇਰਨ"
ম্যাক্রোস্কোপিক,ਮੈਕਰੋਸਕੋਪਿਕ
স্থূল লক্ষণ,ਗੰਭੀਰ ਲੱਛਣ
দৈত্য স্ফটিক,ਵਿਸ਼ਾਲ ਕ੍ਰਿਸਟਲ
মেগাটন বোমা,ਮੈਗਾਟਨ ਬੰਬ
মেগাট্রন টিউব,megatron ਟਿਊਬ
মেগাভোল্ট,ਮੈਗਾਵੋਲਟ
মেগাওয়াট,MW
"মেগার, মেগ ওহমিটার","megger, meg ohmmeter"
ম্যাগোম,ਮੈਗੋਮ
ম্যাগোম গেজ,ਮੈਗੋਮ ਗੇਜ
ম্যাগম সংবেদনশীলতা,ਮੈਗੋਮ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
meisner প্রভাব,meisner ਪ੍ਰਭਾਵ
meisner প্রভাব,meisner ਪ੍ਰਭਾਵ
ম্যাচ,ਮੈਚ
মেলোডিয়ান,ਮੇਲੋਡੀਅਨ
"intonation, rhythm","ਤਾਲ, ਤਾਲ"
"গলে যাওয়া (n.), গলে যাওয়া, গলে যাওয়া (ver.)","ਪਿਘਲਣਾ (n.), ਪਿਘਲਣਾ, ਪਿਘਲਣਾ (ver.)"
গলে যাওয়া ফ্র্যাকচার,ਪਿਘਲਣਾ ਫ੍ਰੈਕਚਰ
গলন শক্তি,ਪਿਘਲਣ ਦੀ ਸ਼ਕਤੀ
দ্রুত গলে যাওয়া ব্যাক ট্রানজিস্টর,ਤੇਜ਼ ਪਿਘਲਣ ਵਾਲਾ ਟਰਾਂਜ਼ਿਸਟਰ
গলিত ব্যাক ট্রানজিস্টর,ਪਿਘਲ ਵਾਪਸ ਟਰਾਂਜ਼ਿਸਟਰ
"গলানো, গলানো","ਪਿਘਲਣਾ, ਪਿਘਲਣਾ"
গলনাঙ্ক,ਪਿਘਲਣ ਬਿੰਦੂ
গলে যাওয়া তাপমাত্রা,ਪਿਘਲਣ ਦਾ ਤਾਪਮਾਨ
সদস্য,ਮੈਂਬਰ
"ঝিল্লি, ঝিল্লি, শিল্প","ਝਿੱਲੀ, ਝਿੱਲੀ, ਕਲਾ"
ঝিল্লি সাদৃশ্য,ਝਿੱਲੀ ਸਮਾਨਤਾ
ঝিল্লি সাদৃশ্য নমন,ਝਿੱਲੀ ਸਮਾਨਤਾ ਝੁਕਣਾ
শিল্প পতাকা,ਕਲਾ ਝੰਡਾ
ঝিল্লি ফাংশন,ਝਿੱਲੀ ਫੰਕਸ਼ਨ
ঝিল্লি সম্ভাব্য,ਝਿੱਲੀ ਸੰਭਾਵੀ
অর্ধচন্দ্র,ਚੰਦਰਮਾ ਦਾ ਚੰਦ
মেমরিস্ট,memrist
"মেমরি, মেমরি সিস্টেম","ਮੈਮੋਰੀ, ਮੈਮੋਰੀ ਸਿਸਟਮ"
মেমরি নির্দেশনা টেবিল,ਮੈਮੋਰੀ ਹਦਾਇਤ ਸਾਰਣੀ
মেমরি ক্ষমতা,ਮੈਮੋਰੀ ਸਮਰੱਥਾ
"মেমরি সেল, মেমরি সেল","ਮੈਮੋਰੀ ਸੈੱਲ, ਮੈਮੋਰੀ ਸੈੱਲ"
মেমরি কোর,ਮੈਮੋਰੀ ਕੋਰ
মেমরি চক্র,ਮੈਮੋਰੀ ਚੱਕਰ
স্মৃতি বিলম্ব,ਮੈਮੋਰੀ ਦੇਰੀ
"মেমরি ডিভাইস, মেমরি ডিভাইস","ਮੈਮੋਰੀ ਜੰਤਰ, ਮੈਮੋਰੀ ਜੰਤਰ"
মেমরি আমানত,ਮੈਮੋਰੀ ਡਿਪਾਜ਼ਿਟ
মেমরি প্রভাব,ਮੈਮੋਰੀ ਪ੍ਰਭਾਵ
স্মৃতি সংরক্ষণ,ਮੈਮੋਰੀ ਸੰਭਾਲ
মানে প্যারালাক্স,ਮਤਲਬ parallax
"meniscus, meniscus","meniscus, meniscus"
মেনিসকাস লেন্স,meniscus ਲੈਨਜ
"pardic, mercuric","pardic, mercuric"
"pardiya, mercurial","ਪਰਦੀਆ, ਪਾਰਾ"
"পারদ-ব্যারোমিটার, পারদ-ব্যারোমিটার","ਪਾਰਾ-ਬੈਰੋਮੀਟਰ, ਪਾਰਾ-ਬੈਰੋਮੀਟਰ"
"প্যারাডিক থার্মোমিটার, প্যারাডিক থার্মোমিটার","ਪੈਰਾਡਿਕ ਥਰਮਾਮੀਟਰ, ਪੈਰਾਡਿਕ ਥਰਮਾਮੀਟਰ"
পারদ আর্ক্ল্যাম্প,ਪਾਰਾ arclamp
পারদ arcuate,ਪਾਰਾ arcuate
পারদ ব্যারোমিটার,ਪਾਰਾ ਬੈਰੋਮੀਟਰ
প্যারাড পিলার,ਪਰਾਦ ਥੰਮ੍ਹ
ট্রান্স চাপ পরিমাপক,ਟ੍ਰਾਂਸ ਪ੍ਰੈਸ਼ਰ ਗੇਜ
পারদ ম্যানোমিটার,ਪਾਰਾ ਮੈਨੋਮੀਟਰ
পারদ কুণ্ডলী ক্যাথোড,ਪਾਰਾ ਕੋਇਲ ਕੈਥੋਡ
পারদ ইস্পাত থার্মোমিটার,ਪਾਰਾ ਸਟੀਲ ਥਰਮਾਮੀਟਰ
"পারদ থার্মোমিটার, পারদ থার্মোমিটার","ਪਾਰਾ ਥਰਮਾਮੀਟਰ, ਪਾਰਾ ਥਰਮਾਮੀਟਰ"
পারদ-সূত্র,ਪਾਰਾ-ਸੂਤਰ
"পারদ-বাষ্প বাতি, পারদ-বাষ্প বাতি","mercury-vapor lamp, mercury-vapor lamp"
পারদ বাষ্প সংশোধনকারী নল,ਪਾਰਾ ਭਾਫ਼ ਰੀਕਟੀਫਾਇਰ ਟਿਊਬ
পারদ বাষ্প পায়ের পাতার মোজাবিশেষ,ਪਾਰਾ ਭਾਫ਼ ਹੋਜ਼
মেরিডিয়ান,ਮੈਰੀਡੀਅਨ
মেরিডিয়ান উচ্চতা,ਮੈਰੀਡੀਅਨ ਉਚਾਈ
মেরিডিয়ান,ਮੈਰੀਡੀਅਨ
মেরিডিয়ান দিন,ਮੈਰੀਡੀਅਨ ਦਿਨ
মেরিডিয়ান লাইন,ਮੈਰੀਡੀਅਨ ਲਾਈਨਾਂ
অক্ষীয় সমতল,ਧੁਰੀ ਜਹਾਜ਼
"মেরিডিয়ান কাটা, অক্ষীয় কাটা","ਮੈਰੀਡੀਅਨ ਕੱਟ, ਧੁਰੀ ਕੱਟ"
মেরিডিয়ান টেলিস্কোপ,ਮੈਰੀਡੀਅਨ ਦੂਰਬੀਨ
"রৈখিক, মেরিডিয়ান","ਰੇਖਿਕ, ਮੈਰੀਡੀਅਨ"
মেরিডিয়ান,ਮੈਰੀਡੀਅਨ
মেরিডিয়ান দিক,ਮੈਰੀਡੀਅਨ ਦਿਸ਼ਾ
রৈখিক ফোকাস,ਰੇਖਿਕ ਫੋਕਸ
অনুভূমিক সমতল,ਖਿਤਿਜੀ ਜਹਾਜ਼
রৈখিক রশ্মি,ਰੇਖਿਕ ਕਿਰਨ
মেরিডিয়ান পরিমাপ,ਮੈਰੀਡੀਅਨ ਮਾਪ
গুণাঙ্ক,ਗੁਣਾਂਕ
টিউব সহগ,ਟਿਊਬ ਗੁਣਾਂਕ
ভগ্নাংশ ইয়াম,ਫਰੈਕਸ਼ਨਲ ਯਾਮ
মেসা ট্রানজিস্টর,ਮੇਸਾ ਟਰਾਂਜ਼ਿਸਟਰ
লুপ বিশ্লেষণ,ਲੂਪ ਵਿਸ਼ਲੇਸ਼ਣ
জালি প্রতিবন্ধকতা,ਜਾਲੀ ਰੁਕਾਵਟ
"masonic পরমাণু, masonic পরমাণু","ਮੇਸੋਨਿਕ ਐਟਮ, ਮੇਸੋਨਿਕ ਐਟਮ"
মেসোনি অণু,ਮੇਸੋਨੀ ਅਣੂ
মেসিয়ানিক গঠন,ਮੇਸਾਨੀ ਬਣਤਰ
মেসোকলয়েড,mesocolloid
মেরিডিয়ান,ਮੈਰੀਡੀਅਨ
রাজমিস্ত্রি,ਮੇਸਨ
মেসন ক্যাপচার,meson ਕੈਪਚਰ
মেসন এলাকা ফাংশন,meson ਖੇਤਰ ਫੰਕਸ਼ਨ
মেসন অনুরণন,meson ਗੂੰਜ
মেসন রূপান্তর,meson ਪਰਿਵਰਤਨ
মেসন ওয়েভ ফাংশন,ਮੇਸਨ ਵੇਵ ਫੰਕਸ਼ਨ
রাজমিস্ত্রি তরঙ্গ ফাংশন ক্ষেত্র,ਮੇਸਨਰੀ ਵੇਵ ਫੰਕਸ਼ਨ ਫੀਲਡ
ম্যাসোনিক পরমাণু,masonic ਪਰਮਾਣੂ
মেসোনিক জোন,masonic ਜ਼ੋਨ
"মেসোনি পোল, ইউকাওয়া পোল","ਚਿਣਾਈ ਦਾ ਖੰਭਾ, ਯੁਕਾਵਾ ਪੋਲ"
রাজমিস্ত্রির এক্স-রে,ਚਿਣਾਈ ਐਕਸ-ਰੇ
মেসোথোরিয়াম,ਮੇਸੋਥੋਰੀਅਮ
মেসোট্রন,ਮੇਸੋਟ੍ਰੋਨ
বার্তা,ਸੁਨੇਹਾ
বার্তা আর্কাইভার,ਸੁਨੇਹਾ ਪੁਰਾਲੇਖ
বন্যা কেন্দ্র,ਹੜ੍ਹ ਕੇਂਦਰ
উপকেন্দ্র,ਭੂਚਾਲ ਦਾ ਕੇਂਦਰ
কমপ্যাক্ট জনসংখ্যা,ਸੰਖੇਪ ਆਬਾਦੀ
মেটাডিন,ਮੈਟਾਡੀਨ
এমপ্লিডাইন ড্রাইভার,ਐਂਪਲੀਡਾਈਨ ਡਰਾਈਵਰ
"ধাতু, মৌলিক পদার্থ","ਧਾਤ, ਤੱਤ ਪਦਾਰਥ"
ধাতু-বেস ট্রানজিস্টর,ਮੈਟਲ-ਬੇਸ ਟਰਾਂਜ਼ਿਸਟਰ
মেটাল ডিটেক্টর,ਮੈਟਲ ਡਿਟੈਕਟਰ
ধাতব অক্সাইড প্রতিরোধক,ਮੈਟਲ ਆਕਸਾਈਡ ਰੋਧਕ
ধাতব অক্সাইড অর্ধপরিবাহী,ਮੈਟਲ ਆਕਸਾਈਡ ਸੈਮੀਕੰਡਕਟਰ
ধাতু পদার্থবিদ্যা,ਧਾਤੂ ਭੌਤਿਕ ਵਿਗਿਆਨ
ধাতু প্লেট,ਧਾਤ ਦੀ ਪਲੇਟ
ধাতব ফলক সংশোধনকারী,ਮੈਟਲ ਪਲੇਕ ਰੀਕਟੀਫਾਇਰ
ধাতব প্রিন্টার,ਮੈਟਲ ਪ੍ਰਿੰਟਰ
ধাতু ছাই,ਧਾਤ ਦੀ ਸੁਆਹ
ধাতব সংশোধনকারী,ਧਾਤੂ ਸੋਧਕ
ধাতু-বিভাজক সেমিকন্ডাক্টর,ਧਾਤ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ ਸੈਮੀਕੰਡਕਟਰ
ধাতু-পরিবর্তন বিভাজক,ਧਾਤ-ਪਰਿਵਰਤਨ ਵਿਭਾਜਕ
ধাতব সার্কিট,ਧਾਤੂ ਸਰਕਟ
ধাতব পরিবাহিতা,ਧਾਤੂ ਚਾਲਕਤਾ
ধাতব বিকিরণকারী,ਧਾਤੂ emitter
ধাতু বিভাজক,ਧਾਤ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ
ধাতব আয়ন,ਧਾਤੂ ਆਇਨ
ধাতব আয়না,ਧਾਤੂ ਸ਼ੀਸ਼ਾ
ধাতব সংশোধনকারী,ਧਾਤੂ ਸੋਧਕ
ধাতব প্রতিফলন,ਧਾਤੂ ਪ੍ਰਤੀਬਿੰਬ
ধাতব তার,ਧਾਤ ਦੀ ਤਾਰ
ধাতব ক্যাপাসিটর,ਧਾਤੂ ਕੈਪਸੀਟਰ
ধাতব প্রতিরোধক,ਧਾਤੂ ਰੋਧਕ
