Assamese,Kannada
প্ৰতিফলন হস্তক্ষেপ,ಪ್ರತಿಫಲನ ಹಸ್ತಕ್ಷೇಪ
ৰিফ্লেক্স আৰ্থোকেন খাল,ಪ್ರತಿಫಲಿತ ಆರ್ಥೋಕನ್ ಕಾಲುವೆ
প্ৰতিফলন নিষ্ক্ৰিয়কৰণ,ಪ್ರತಿಫಲನ ತಟಸ್ಥಗೊಳಿಸುವಿಕೆ
প্ৰতিফলন সংকেত,ಪ್ರತಿಫಲನ ಸಂಕೇತ
তৎক্ষণাত কোণ,ತ್ವರಿತ ಕೋನ
ইমপেক্ট প্ৰিন্টাৰ,ಪ್ರಭಾವ ಮುದ್ರಕ
ইম্পিডেন্স,ಪ್ರತಿರೋಧ
ইম্পিডেন্স কনভাৰ্টাৰ,ಪ್ರತಿರೋಧ ಪರಿವರ್ತಕ
ইম্পিডেন্স কনভাৰ্টাৰ,ಪ್ರತಿರೋಧ ಪರಿವರ್ತಕ
ইম্পিডেন্স ডায়াগ্ৰাম,ಪ್ರತಿರೋಧ ರೇಖಾಚಿತ್ರ
ইম্পিডেন্স ট্ৰেন্সফৰ্মাৰ,ಪ್ರತಿರೋಧ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ইম্পিডেন্স ত্ৰিভুজ,ಪ್ರತಿರೋಧ ತ್ರಿಕೋನ
স্পষ্ট ঠিকনাকৰণ,ಸ್ಪಷ್ಟ ವಿಳಾಸ
অন্তৰ্নিহিত অৱস্থা,ಆಧಾರವಾಗಿರುವ ರಾಜ್ಯ
আৱেগিক শব্দ,ಹಠಾತ್ ಶಬ್ದ
আৱেগিক সঁহাৰি,ಹಠಾತ್ ಪ್ರತಿಕ್ರಿಯೆ
ইম্পলছ নমুনা সংগ্ৰহ,ಉದ್ವೇಗ ಮಾದರಿ
ইমপালছ তৰংগ আকৃতি,ಉದ್ವೇಗ ತರಂಗರೂಪ
দুৰ্বল অৰ্ধপৰিবাহী,ಕಳಪೆ ಅರೆವಾಹಕ
অশুদ্ধি,ಅಶುದ್ಧತೆ
অভেদ্য পৰমাণু,ತೂರಲಾಗದ ಪರಮಾಣು
IN BUFFER,ಬಫರ್‌ನಲ್ಲಿ
অবিচ্ছেদ্য উপাদান,ಅವಿಭಾಜ್ಯ ಘಟಕ
অচল অৱস্থা,ನಿಷ್ಕ್ರಿಯ ಸ್ಥಿತಿ
অধৰ্ম,ಅಧರ್ಮ
interpolated OR,ಇಂಟರ್ಪೋಲೇಟೆಡ್ OR
অসম্পূৰ্ণ ঠিকনা ডিকোডিং,ಅಪೂರ್ಣ ವಿಳಾಸ ಡಿಕೋಡಿಂಗ್
অসম্পূৰ্ণ বিচ্যুতি,ಅಪೂರ್ಣ ವಿಚಲನ
নিৰ্দেশনা বৃদ্ধি কৰক,ಹೆಚ್ಚಳ ಸೂಚನೆ
স্বতন্ত্ৰ প্লেবেক বেণ্ড,ಸ್ವತಂತ್ರ ಪ್ಲೇಬ್ಯಾಕ್ ಬ್ಯಾಂಡ್
সূচী গাইডেড লেজাৰ ডাইঅ&#39;ড,ಸೂಚ್ಯಂಕ ಮಾರ್ಗದರ್ಶಿ ಲೇಸರ್ ಡಯೋಡ್
পইণ্টাৰ ফুটা,ಪಾಯಿಂಟರ್ ರಂಧ್ರ
সূচী প্ৰফাইল,ಸೂಚ್ಯಂಕ ಪ್ರೊಫೈಲ್
সূচী পঞ্জীয়ন,ಸೂಚ್ಯಂಕ ರಿಜಿಸ್ಟರ್
জ্ঞাত সম্বোধন,ಉದ್ದೇಶಿಸಿ ಮಾಹಿತಿ ನೀಡಿದರು
অৱগত পৰোক্ষ ঠিকনা,ಪರೋಕ್ಷ ವಿಳಾಸವನ್ನು ತಿಳಿಸಿದರು
পইণ্টাৰ,ಪಾಯಿಂಟರ್
"সূচী, ঘাতক","ಸೂಚ್ಯಂಕ, ಘಾತ"
পৰোক্ষ সম্বোধন,ಪರೋಕ್ಷ ಸಂಬೋಧನೆ
পৰোক্ষ কম্পাঙ্ক মডুলেচন,ಪರೋಕ್ಷ ಆವರ್ತನ ಮಾಡ್ಯುಲೇಷನ್
পৰোক্ষ নিৰ্দেশনা,ಪರೋಕ್ಷ ಸೂಚನೆ
ইণ্ডিয়াম আৰ্চেনাইড (InAs),ಇಂಡಿಯಮ್ ಆರ್ಸೆನೈಡ್ (InAs)
প্ৰৰোচিত কাৰেণ্ট,ಪ್ರೇರಿತ ಪ್ರವಾಹ
প্ৰৰোচিত বিদ্যুৎ গতিশীল বল,ಪ್ರೇರಿತ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
প্ৰৰোচিত ভল্টেজ,ಪ್ರೇರಿತ ವೋಲ್ಟೇಜ್
প্ৰেৰণা,ಪ್ರೇರಣೆ
ইণ্ডাক্টেন্স গেজ,ಇಂಡಕ್ಟನ್ಸ್ ಗೇಜ್
ইনডাকচন,ಪ್ರವೇಶ
ইনডাকচন ডিভাইচ,ಇಂಡಕ್ಷನ್ ಸಾಧನ
ইণ্ডাকচন মিটাৰ,ಇಂಡಕ್ಷನ್ ಮೀಟರ್
ইনডাক্টিভ প্ৰজেকচন,ಇಂಡಕ್ಟಿವ್ ಪ್ರೊಜೆಕ್ಷನ್
প্ৰেৰণাদায়ক,ಪ್ರೇರಕ
প্ৰেৰণাদায়ক,ಪ್ರೇರಕ
ইনডাক্টিভ এন্টেনা,ಅನುಗಮನದ ಆಂಟೆನಾ
ঔদ্যোগিক ইলেক্ট্ৰনিক্স,ಕೈಗಾರಿಕಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
তথ্যৰ পথ,ಮಾಹಿತಿ ಮಾರ್ಗ
অতি ৰঙা (IR),ಅತಿಗೆಂಪು (IR)
ইনফ্ৰাৰেড শোষণ,ಅತಿಗೆಂಪು ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ইনফ্ৰাৰেড ডাইঅ&#39;ড,ಅತಿಗೆಂಪು ಡಯೋಡ್
অন্তৰ্নিহিত সম্বোধন,ಸೂಚ್ಯ ವಿಳಾಸ
ইনজেকচন লেজাৰ,ಇಂಜೆಕ್ಷನ್ ಲೇಸರ್
ইংকজেট প্ৰিন্টাৰ,ಇಂಕ್ಜೆಟ್ ಪ್ರಿಂಟರ್
বিনিয়োগৰ অনুপ্ৰৱেশ,ಹೂಡಿಕೆ ನುಗ್ಗುವಿಕೆ
বিনিয়োগৰ ধাৰা,ಹೂಡಿಕೆ ಸ್ಟ್ರೀಮ್
বিনিয়োগ বাফাৰ,ಹೂಡಿಕೆ ಬಫರ್
বিনিয়োগৰ বৈশিষ্ট্যসমূহ,ಹೂಡಿಕೆ ಗುಣಲಕ್ಷಣಗಳು
বিনিয়োগ কৌশল,ಹೂಡಿಕೆ ತಂತ್ರ
বিনিয়োগ অফছেট ধাৰা,ಹೂಡಿಕೆ ಆಫ್ಸೆಟ್ ವಿಭಾಗ
ইনপুট অফছেট ভল্টেজ,ಇನ್ಪುಟ್ ಆಫ್ಸೆಟ್ ವೋಲ್ಟೇಜ್
ইনপুট পালছ বৰ্তনী,ಇನ್ಪುಟ್ ಪಲ್ಸ್ ಸರ್ಕ್ಯೂಟ್
বিনিয়োগ পঞ্জীয়ন,ಹೂಡಿಕೆ ನೋಂದಣಿ
বিনিয়োগ শেষ,ಹೂಡಿಕೆಯ ಅಂತ್ಯ
বিনিয়োগৰ সমতুল্য,ಹೂಡಿಕೆ ಸಮಾನ
ইনপুট ভল্টেজ,ಇನ್ಪುಟ್ ವೋಲ್ಟೇಜ್
ইনপুট-আউটপুট মডেল,ಇನ್ಪುಟ್-ಔಟ್ಪುಟ್ ಮಾದರಿ
INR বাফাৰ,INR ಬಫರ್
ইনফ্ল&#39; কাৰেণ্ট,ಒಳಹರಿವು ಪ್ರಸ್ತುತ
সন্নিৱিষ্ট ক্ষতি,ಅಳವಡಿಕೆ ನಷ್ಟ
তৎক্ষণাত নমুনা সংগ্ৰহ কৰা,ತ್ವರಿತ ಮಾದರಿ
তৎক্ষণাত ভল্টেজ,ತತ್ಕ್ಷಣದ ವೋಲ್ಟೇಜ್
naz ষ্টেণ্ড অফ ৰেচিঅ&#39;,naz ಸ್ಟ್ಯಾಂಡ್ ಆಫ್ ಅನುಪಾತ
নিৰ্দেশনা,ಸೂಚನಾ
নিৰ্দেশনা,ಸೂಚನಾ
নিৰ্দেশনা চক্ৰ,ಸೂಚನಾ ಚಕ್ರ
নিৰ্দেশনা চক্ৰ,ಸೂಚನಾ ಚಕ್ರ
নিৰ্দেশনা ডিকোডাৰ,ಸೂಚನಾ ಡಿಕೋಡರ್
"নিৰ্দেশনা বিন্যাস, বিন্যাস","ಸೂಚನಾ ಸ್ವರೂಪ, ಸ್ವರೂಪ"
নিৰ্দেশনা পঞ্জীয়ন,ಸೂಚನಾ ರಿಜಿಸ್ಟರ್
নিৰ্দেশনা ছেট,ಸೂಚನಾ ಸೆಟ್
নিৰ্দেশনা ক্ৰিয়া,ಸೂಚನಾ ಕ್ರಿಯಾಪದ
যন্ত্ৰ,ಯಂತ್ರ
যান্ত্ৰিকীকৰণ,ಯಾಂತ್ರೀಕರಣ
যান্ত্ৰিকীকৰণ পৰিবৰ্ধক,ಯಾಂತ್ರೀಕರಣ ಆಂಪ್ಲಿಫಯರ್
যান্ত্ৰিকীকৰণ ট্ৰেন্সফৰ্মাৰ,ಯಾಂತ್ರಿಕೀಕರಣ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ইনচুলেটেড গেট,ಇನ್ಸುಲೇಟೆಡ್ ಗೇಟ್
প্ৰতিৰোধী গেট ভাগ্য,ನಿರೋಧಕ ಗೇಟ್ ವಿಧಿ
ইনচুলেটৰ,ಅವಾಹಕ
এন্টিপাৰ্স্পিৰেণ্ট,ಆಂಟಿಪೆರ್ಸ್ಪಿರಂಟ್
INT সংকেত,INT ಸಿಗ್ನಲ್
INTA সংকেত,INTA ಸಂಕೇತ
INTE সংকেত,INTE ಸಂಕೇತ
সংহত বৰ্তনী (IC),ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್ (IC)
সংহত বৰ্তনী (IC),ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್ (IC)
সংহত ইনজেকচন লজিক,ಇಂಟಿಗ್ರೇಟೆಡ್ ಇಂಜೆಕ್ಷನ್ ಲಾಜಿಕ್
ইন্টিগ্ৰেটৰ,ಸಂಯೋಜಕ
intensifier,ತೀವ್ರಗೊಳಿಸುವವನು
ডিফাৰেন্সিয়েল ট্ৰেন্সডুচাৰ,ಭೇದಾತ್ಮಕ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
আন্তঃইলেক্ট্ৰ&#39;ড ধাৰণক্ষমতা,ಇಂಟರ್ಎಲೆಕ್ಟ್ರೋಡ್ ಕೆಪಾಸಿಟನ್ಸ್
আন্তঃপৃষ্ঠ,ಇಂಟರ್ಫೇಸ್
আন্তঃপৃষ্ঠ চাৰ্জ,ಇಂಟರ್ಫೇಸ್ ಚಾರ್ಜ್
আন্তঃপৃষ্ঠ সংযোজন,ಇಂಟರ್ಫೇಸ್ ಜೋಡಣೆ
আন্তঃপৃষ্ঠ বৰ্তনী,ಇಂಟರ್ಫೇಸ್ ಸರ್ಕ್ಯೂಟ್
হস্তক্ষেপ ক্ষীণকৰণ,ಹಸ್ತಕ್ಷೇಪ ಕ್ಷೀಣತೆ
হস্তক্ষেপ ফিল্টাৰ,ಹಸ್ತಕ್ಷೇಪ ಫಿಲ್ಟರ್
চিনেপ্স স্কেনিং,ಸಿನಾಪ್ಸ್ ಸ್ಕ್ಯಾನಿಂಗ್
চিনেপ্স,ಸಿನಾಪ್ಸ್
আন্তঃবন্ধন হেণ্ড শ্বেক,ಇಂಟರ್ಬಂಧನ್ ಹ್ಯಾಂಡ್ ಶೇಕ್
মধ্যৱৰ্তী কম্পাঙ্ক (IF),ಮಧ್ಯಂತರ ಆವರ್ತನ (IF)
মধ্যম কম্পাঙ্ক,ಮಧ್ಯಮ ಆವರ್ತನ
মাজে মাজে বিফলতা,ಮಧ್ಯಂತರ ವೈಫಲ್ಯ
আন্তঃমডুলেচন,ಇಂಟರ್ ಮಾಡ್ಯುಲೇಷನ್
আন্তঃমডুলেচন বিকৃতি (IMD),ಇಂಟರ್‌ಮೋಡ್ಯುಲೇಶನ್ ಡಿಸ್ಟೋರ್ಶನ್ (IMD)
আভ্যন্তৰীণ কম্পাঙ্ক ক্ষতিপূৰণ,ಆಂತರಿಕ ಆವರ್ತನ ಪರಿಹಾರ
ব্যাখ্যাকৰোতা,ವ್ಯಾಖ್ಯಾನಕಾರ
মাজতে বাধা দিয়া,ಅಡ್ಡಿಪಡಿಸಿ
মাজতে বাধা দিয়া,ಅಡ್ಡಿಪಡಿಸಿ
বিচ্ছিন্ন অবিৰত তৰংগ (ICW),ನಿರಂತರ ನಿರಂತರ ಅಲೆ (ICW)
আন্তঃপ্ৰতীক হস্তক্ষেপ (ISI),ಇಂಟರ್ ಸಿಂಬಲ್ ಇಂಟರ್‌ಫರೆನ್ಸ್ (ISI)
ৰেজিষ্টাৰত বাধা দিয়া,ಅಡಚಣೆ ನೋಂದಣಿ
বাধা সংকেত,ಅಡ್ಡಿ ಸಂಕೇತ
বস্তুগত ধন,ವಸ್ತು ಹಣ
বিপৰীত ফুৰিয়েৰ ৰূপান্তৰ (IFT),ವಿಲೋಮ ಫೋರಿಯರ್ ರೂಪಾಂತರ (IFT)
বিপৰীত স্তৰ,ವಿಲೋಮ ಪದರ
ৰিভাৰ্ছ পাৱাৰ চাপ্লাই,ರಿವರ್ಸ್ ವಿದ್ಯುತ್ ಸರಬರಾಜು
বিপৰীতমুখী,ವಿಲೋಮ
বিপৰীতমুখী,ವಿಲೋಮ
বিপৰীত যোগকৰণ,ವಿಲೋಮ ಸಂಯೋಜಕ
ইনভাৰ্ছ এম্প্লিফায়াৰ,ವಿಲೋಮ ಆಂಪ್ಲಿಫಯರ್
ইনভাৰ্ছ এম্প্লিফায়াৰ,ವಿಲೋಮ ಆಂಪ್ಲಿಫಯರ್
বিপৰীত বিনিয়োগ,ವಿಲೋಮ ಹೂಡಿಕೆ
Io/M সংকেত,Io/M ಸಿಗ್ನಲ್
Io/R সংকেত,Io/R ಸಿಗ್ನಲ್
পানী ladsr,ನೀರಿನ ಹುಡುಗರು
আয়ন,ಅಯಾನು
আয়ন ৰোপণ,ಅಯಾನು ನೆಡುವಿಕೆ
আয়ন ৰোপণ,ಅಯಾನು ನೆಡುವಿಕೆ
আয়ন অনুনাদ শোষণ,ಅಯಾನು ಅನುರಣನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
আয়নীয়কৰণ,ಅಯಾನೀಕರಣ
আয়নীয়কৰণ,ಅಯಾನೀಕರಣ
আয়নীয়কৰণ কাৰেণ্ট,ಅಯಾನೀಕರಣ ಪ್ರಸ್ತುತ
আয়নমণ্ডল সংক্ৰমণ,ಅಯಾನುಗೋಳದ ಪ್ರಸರಣ
আয়নমণ্ডল সংক্ৰমণ,ಅಯಾನುಗೋಳದ ಪ್ರಸರಣ
লোহাৰ কোৰ,ಕಬ್ಬಿಣದ ಕೋರ್
লোহাৰ ভেন মিটাৰ,ಕಬ್ಬಿಣದ ವೇನ್ ಮೀಟರ್
আই এছ এ বাছ,ISA ಬಸ್
আইছ&#39;লেটিং এম্প্লিফায়াৰ,ಪ್ರತ್ಯೇಕಿಸುವ ಆಂಪ್ಲಿಫಯರ್
বিভাজক,ವಿಭಜಕ
সমস্থানিক বিকিৰণ,ಐಸೊಟೋಪಿಕ್ ವಿಕಿರಣ
J/S অনুপাত,J/S ಅನುಪಾತ
jack,ಜ್ಯಾಕ್
জেক প্লাগ,ಜ್ಯಾಕ್ ಪ್ಲಗ್
j-প্ৰদৰ্শন,j-ಡಿಸ್ಪ್ಲೇ
চুক্তিৰ ভাগ্য,ಒಪ್ಪಂದದ ವಿಧಿ
জিটাৰ,ನಡುಗುವಿಕೆ
জে কে ফ্লিপ-ফ্লপ,JK ಫ್ಲಿಪ್-ಫ್ಲಾಪ್ಸ್
জনছন কোড,ಜಾನ್ಸನ್ ಕೋಡ್
johnson স্ক&#39;ৰকাৰী,ಜಾನ್ಸನ್ ಸ್ಕೋರರ್
জনছন ৰেভ,ಜಾನ್ಸನ್ ರೇವ್
জ&#39;ন ছিয়াৰিং চাৰ্কিট,ವಲಯ ಕತ್ತರಿಸುವ ಸರ್ಕ್ಯೂಟ್
j-অপাৰেটৰ,j-ಆಪರೇಟರ್
জোচেফছন চুক্তি,ಜೋಸೆಫ್ಸನ್ ಒಪ್ಪಂದ
জয়ষ্টিক,ಜಾಯ್ಸ್ಟಿಕ್
টিপটিপিয়া,ಮಿಟುಕಿಸಿ
সন্ধি,ಒಪ್ಪಂದ
চুক্তি ধাৰণ কৰা,ಒಪ್ಪಂದ ಹಿಡುವಳಿ
জংচন ডাইঅ&#39;ড,ಜಂಕ್ಷನ್ ಡಯೋಡ್
চুক্তি পৃথকীকৰণ,ಒಪ್ಪಂದದ ಪ್ರತ್ಯೇಕತೆ
সংযোগস্থলৰ তাপ,ಜಂಟಿ ಶಾಖ
জংচন ট্ৰেঞ্জিষ্টৰ,ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
carnow মানচিত্ৰ,ಕಾರ್ನೋ ನಕ್ಷೆ
cornrow অংকন,ಕಾರ್ನ್ರೋ ಡ್ರಾಯಿಂಗ್
কেল সহগ,ಕೆಲ್ ಗುಣಾಂಕ
কেলভিন ডাবল ব্ৰীজ,ಕೆಲ್ವಿನ್ ಡಬಲ್ ಸೇತುವೆ
kelvin wars ভল্টেজ ডিভাইডাৰ,ಕೆಲ್ವಿನ್ ವಾರ್ಸ್ ವೋಲ್ಟೇಜ್ ವಿಭಾಜಕ
ker কোষ,ಕೆರ್ ಕೋಶ
কী বৰ্ড,ಕೀ ಬೋರ್ಡ್
কী বৰ্ড,ಕೀ ಬೋರ್ಡ್
কী সংৰক্ষণ পঞ্জিকা,ಪ್ರಮುಖ ಶೇಖರಣಾ ನೋಂದಣಿ
কিবৰ্ড,ಕೀಬೋರ್ಡ್
কিবৰ্ড,ಕೀಬೋರ್ಡ್
কীযুক্ত AGC,ಎಜಿಸಿಯನ್ನು ಕೀಲಿಸಲಾಯಿತು
কাউণ্টাৰ ইনজুৰি,ಕೌಂಟರ್ ಗಾಯ
কিলো হাৰ্টজ,ಕಿಲೋ ಹರ್ಟ್ಜ್
কিৰ্চহফৰ ধাৰাটোৰ আইন,ಕಿರ್ಚಾಫ್ ಅವರ ವಿಭಾಗದ ಕಾನೂನು
kirchhoff ভল্টেজ নিয়ম,ಕಿರ್ಚಾಫ್ ವೋಲ್ಟೇಜ್ ಕಾನೂನು
ভল্টেজ জানি লওক,ವೋಲ್ಟೇಜ್ ತಿಳಿಯಿರಿ
কেভিকে ৰেটাৰ,ಕೆವಿಕೆ ರೇಟರ್
পৰীক্ষাগাৰৰ শক্তি যোগান,ಪ್ರಯೋಗಾಲಯದ ವಿದ್ಯುತ್ ಸರಬರಾಜು
পৰীক্ষাগাৰৰ মানদণ্ড,ಪ್ರಯೋಗಾಲಯದ ಮಾನದಂಡಗಳು
লেভিৰিন্থ সন্নিৱিষ্ট কৰক,ಲ್ಯಾವಿರಿಂತ್ ಇನ್ಸರ್ಟ್
প্ৰলাক্ষ প্ৰক্ৰিয়া,ಪ್ರಲಕ್ಷ ಪ್ರಕ್ರಿಯೆ
উচ্চ D/A ৰূপান্তৰক,ಎಲಿವೇಟೆಡ್ ಡಿ/ಎ ಪರಿವರ್ತಕ
অনুতাপ কৰা,ಪಶ್ಚಾತ್ತಾಪ
পিছলৈ ক্ষতিপূৰণ পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,ಹಿಂದಿನ ಪರಿಹಾರ ಮರುಹೂಡಿಕೆ ಆಂಪ್ಲಿಫೈಯರ್
লেম্বাৰ্টৰ ক’চাইন নিয়ম,ಲ್ಯಾಂಬರ್ಟ್ನ ಕೊಸೈನ್ ನಿಯಮ
লেম্প ৰিচাৰ্জ,ದೀಪ ರೀಚಾರ್ಜ್
স্থানীয় নে&#39;টৱৰ্ক ব্যৱস্থাপক,ಸ್ಥಳೀಯ ನೆಟ್ವರ್ಕ್ ಮ್ಯಾನೇಜರ್
কভাৰ এৰিয়া,ಕವರ್ ಪ್ರದೇಶ
লেণ্ডস্কেপ মোড,ಭೂದೃಶ್ಯ ಮೋಡ್
লেণ্ডস্কেপ মনিটৰ,ಭೂದೃಶ್ಯ ಮಾನಿಟರ್
ভাষা একত্ৰিত কৰা,ಭಾಷೆಯ ಜೋಡಣೆ
ভাষা প্ৰচেছৰ,ಭಾಷಾ ಸಂಸ್ಕಾರಕ
ভাষা অনুনাদ প্ৰগ্ৰেমিং,ಭಾಷಾ ಅನುರಣನ ಪ್ರೋಗ್ರಾಮಿಂಗ್
সাধাৰণ,ಸಾಮಾನ್ಯ
লেপ্লেচ সমীকৰণ,ಲ್ಯಾಪ್ಲೇಸ್ ಸಮೀಕರಣ
লেপ্লেচ ৰূপান্তৰ,ಲ್ಯಾಪ್ಲೇಸ್ ರೂಪಾಂತರ
এল এ পি এম,LAPM
লেপটপ কম্পিউটাৰ,ಲ್ಯಾಪ್ಟಾಪ್ ಕಂಪ್ಯೂಟರ್
লাৰাম,ಲಾರಾಮ್
ডাঙৰ ফ্ৰেম,ದೊಡ್ಡ ಚೌಕಟ್ಟು
বৃহৎ ব্যাসাৰ্ধৰ লেবেলিং,ದೊಡ್ಡ ತ್ರಿಜ್ಯದ ಲೇಬಲಿಂಗ್
"এল এছ আই এল এছ আই, বৃহৎ সংহতি","LSI LSI, ಬೃಹತ್ ಏಕೀಕರಣ"
গণ সংহতি (LSI),ಸಾಮೂಹಿಕ ಏಕೀಕರಣ (LSI)
দীঘল সংকেত পৰিবৰ্ধক,ದೀರ್ಘ ಸಿಗ್ನಲ್ ಆಂಪ್ಲಿಫಯರ್
larmore পিউৰিফায়াৰ,ಲಾರ್ಮೋರ್ ಶುದ್ಧಿಕಾರಕ
লেজাৰ,ಲೇಸರ್
লেজাৰ ডাইঅ&#39;ড,ಲೇಸರ್ ಡಯೋಡ್
লেজাৰ ইঞ্জিন,ಲೇಸರ್ ಎಂಜಿನ್
লেজাৰ প্ৰিন্টাৰ,ಲೇಸರ್ ಮುದ್ರಕ
লেজাৰ সংৰক্ষণ,ಲೇಸರ್ ಸಂಗ್ರಹಣೆ
লেজাৰ চিল,ಲೇಸರ್ ಸಿಲ್
শেষ প্ৰৱেশৰ প্ৰস্থান,ಕೊನೆಯ ಪ್ರವೇಶ ನಿರ್ಗಮನ
লেচ,ತಾಳ
লেচ অফ,ಬೀಗ ಹಾಕು
লেথ শ্বিয়াৰিং,ಲೇತ್ ಕತ್ತರಿಸುವುದು
নিদ্ৰাহীনতা,ಸುಪ್ತಾವಸ್ಥೆ
কাষৰ ছিয়াৰিং ব্যৱস্থা,ಅಡ್ಡ ಕತ್ತರಿಸುವ ವ್ಯವಸ್ಥೆ
পাৰ্শ্বীয় প্ৰসাৰণ,ಪಾರ್ಶ್ವ ಪ್ರಸರಣ
পাৰ্শ্বীয় পিএনপি ট্ৰেঞ্জিষ্টৰ,ಲ್ಯಾಟರಲ್ PNP ಟ್ರಾನ್ಸಿಸ್ಟರ್
কাষৰ ট্ৰেঞ্জিষ্টৰ,ಅಡ್ಡ ಟ್ರಾನ್ಸಿಸ್ಟರ್
l ক্ষীণ কৰা,ನಾನು ಕ್ಷೀಣಿಸುತ್ತಿದ್ದೇನೆ
সন্ধিৰ নিয়ম,ಒಪ್ಪಂದದ ನಿಯಮ
কোট,ಪದರ
স্তৰৰ আন্তঃপৃষ্ঠ,ಲೇಯರ್ ಇಂಟರ್ಫೇಸ್
আয়নমণ্ডলীয় স্তৰ,ಅಯಾನುಗೋಳದ ಪದರ
স্তৰ,ಪದರ
ৰুপৰেখা,ರೂಪರೇಖೆಯನ್ನು
সাঁচ সাঁচ,ಟೆಂಪ್ಲೇಟ್ ಟೆಂಪ್ಲೇಟ್
আবেদন মূল্যায়ন,ಅಪ್ಲಿಕೇಶನ್ ಮೌಲ್ಯಮಾಪನ
এল চি,LC
LCALL নিৰ্দেশনা,LCALL ಸೂಚನೆಗಳು
ld,ld
"সীহ, সীহ","ಮುನ್ನಡೆ, ಮುನ್ನಡೆ"
অগ্ৰাধিকাৰ ক্ষতিপূৰণযুক্ত ৰিচাৰ্জ এম্প্লিফায়াৰ,ಆದ್ಯತೆಯ ಪರಿಹಾರ ರೀಚಾರ್ಜ್ ಆಂಪ್ಲಿಫೈಯರ್
ফ্ৰন্ট কোৰ,ಮುಂಭಾಗದ ಕೋರ್
জাৰণ এনালগ চুইচিং,ತುಕ್ಕು ಅನಲಾಗ್ ಸ್ವಿಚಿಂಗ್
খহনীয়া প্ৰবাহ,ಸವೆತ ಹರಿವು
খহনীয়া ধৰণ,ಸವೆತ ಮೋಡ್
পেডক বাঁহী এম্প্লিফায়াৰ,ಪ್ಯಾಡಾಕ್ ಕೊಳಲು ಆಂಪ್ಲಿಫಯರ್
পেডক প্লুটি পৰীক্ষা,ಪ್ಯಾಡಾಕ್ ಪ್ಲುಟಿ ಪರೀಕ್ಷೆ
শিক্ষণ বক্ৰ,ಕಲಿಕೆಯ ರೇಖೆ
লিজড লাইন মডেম,ಲೀಸ್ಡ್ ಲೈನ್ ಮೋಡೆಮ್
লিজৰ সময়,ಗುತ್ತಿಗೆ ಸಮಯ
কম অৰ্থপূৰ্ণ খেল,ಕನಿಷ್ಠ ಅರ್ಥಪೂರ್ಣ ಆಟ
লেক্লাঞ্চ শুকান কোষ,ಲೆಕ್ಲಾಂಚ್ ಡ್ರೈ ಸೆಲ್
পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড,ಬೆಳಕು ಹೊರಸೂಸುವ ಡಯೋಡ್
LED সূচক,ಎಲ್ಇಡಿ ಸೂಚಕ
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত মেৰুকৰণ,ಅಪ್ರದಕ್ಷಿಣಾಕಾರ ಧ್ರುವೀಕರಣ
বাওঁফালৰ ন্যায্যতা,ಎಡ ಸಮರ್ಥನೆ
কিংবদন্তী,ದಂತಕಥೆ
lange ৰ নিয়ম,ಲ್ಯಾಂಗ್ ಕಾನೂನು
লিও প্ৰিন্টাৰ,ಲಿಯೋ ಪ್ರಿಂಟರ್
চিঠিৰ মানদণ্ড,ಅಕ್ಷರದ ಗುಣಮಟ್ಟ
স্তৰৰ সক্ৰিয় বিনিয়োগ,ಮಟ್ಟದ ಸಕ್ರಿಯ ಹೂಡಿಕೆ
স্তৰৰ ক&#39;ডিং,ಮಟ್ಟದ ಕೋಡಿಂಗ್
লেভেল শ্বিফ্টাৰ,ಮಟ್ಟದ ಪರಿವರ್ತಕ
স্তৰ স্থানান্তৰ,ಮಟ್ಟದ ವರ್ಗಾವಣೆ
স্তৰবিন্যাস,ಶ್ರೇಣೀಕರಣ
স্তৰ সংবেদনশীল অন্তৰায়াম,ಮಟ್ಟದ ಸೂಕ್ಷ್ಮ ಅಂತರಾಯಮ್
আক্ষৰিক শ্বাহন,ಅಕ್ಷರಶಃ ಶಹಾನ್
অভিধান,ನಿಘಂಟು
লেইডেন জাৰ,ಲೈಡೆನ್ ಜಾರ್
দোভাষী সংগ্ৰহ,ಇಂಟರ್ಪ್ರಿಟರ್ ಸಂಗ್ರಹ
বাহক বয়স,ವಾಹಕ ವಯಸ್ಸು
পাতল,ಬೆಳಕು
পোহৰৰ বক্ৰ,ಬೆಳಕಿನ ಕರ್ವ್
