Bengali,Kannada
চুক্তি,ಒಪ್ಪಂದ
প্রদত্ত,ಪಾವತಿಸಿದ
পরিশোধিত মূলধন,ಪಾವತಿಸಿದ ಬಂಡವಾಳ
পামফলেট,ಕರಪತ್ರ
প্যানেল,ಫಲಕ
কাগজ,ಕಾಗದ
প্যারা,ಹಣ್ಣು
প্যারামাউন্ট,ಪ್ರಮುಖವಾದ
পিতামাতা,ಪೋಷಕರು
পিতামাতার,ಪೋಷಕ
অভিভাবক অফিস,ಪೋಷಕ ಕಚೇರಿ
সমাবস্থা শ্রেষ্ঠত্ব,ಸರ್ವಶ್ರೇಷ್ಠ
যুগপত্,ಪಾರಿ ಪಾಸು
সমতা,ಸಮಾನತೆ
সংসদ,ಸಂಸತ್ತು
অংশ,ಭಾಗ
অংশ ফাইল,ಭಾಗ ಫೈಲ್
আংশিক,ಭಾಗಶಃ
অংশগ্রহণ,ಭಾಗವಹಿಸು
বিশেষ,ನಿರ್ದಿಷ್ಟ
বিশদ বিবরণ,Particulars
পার্টিশন,ವಿಭಾಗ
অংশীদার,ಪಾಲುದಾರ
অংশীদারিত্ব দলিল,ಪಾಲುದಾರಿಕೆ ಪತ್ರ
অংশ পেমেন্ট,ಭಾಗ ಪಾವತಿ
খন্ডকালীন,ಅರೆಕಾಲಿಕ
পার্টি,ಪಕ್ಷ
সমান মান,ಸಮಾನ ಮೌಲ್ಯ
পাস,ಉತ್ತೀರ್ಣ
উত্তরণ,ಅಂಗೀಕಾರ
পাসওয়ার্ড,ಗುಪ್ತಪದ
পেটেন্ট,ಪೇಟೆ
পৃষ্ঠপোষক,ಪೋಷಕ
পে,ಪಾವತಿ
বিল পরিশোধ করুন,ಬಿಲ್ ವೇತನ
বেতন শংসাপত্র,ಪಾವತಿಸಿ ಪ್ರಮಾಣಪತ್ರ
দিন দিন,ವೇತನ ದಿನ
পে,ಪಾವತಿಸುವವನು
প্রদানকারী,ಪಾವತಿಸುವವನು
অর্থ প্রদান,ಪಾವತಿ
পরিশোধ,ತೀರಿಸು
বেতন আদেশ,ವೇತನ ಆದೇಶ
পে রোল,ಪೇ ರೋಲ್
বেতন কাঠামো,ಪೇ ಸ್ಕೇಲ್
অদ্ভুত,ಗುಪ್ತವಾದ
দণ্ড,ದಂಡ
দন্ড বিধি,ದಂಡ ಸಂಹಿತೆ
শাস্তিমূলক সুদ,ದಂಡದ ಬಡ್ಡಿ
শাস্তি,ದಂಡಿಸು
জরিমানা,ದಂಡ
বিচারাধীন,ಬಾಕಿ ಉಳಿದಿದೆ
কলম স্ট্রাইক,ಪೆನ್ ಡೌನ್ ಸ್ಟ್ರೈಕ್
পেনশন,ಪಿಂಚಣಿ
পেনশনযোগ্য,ಒಡ್ಡಿಕೊಳ್ಳಬಹುದಾದ
পেনশনার,ಪಿಶಕ್ತಾರ
পেনশন স্কীম,ಪಿಂಚಣಿ ಯೋಜನೆ
প্রতি বছর,ವರ್ಷಕ್ಕೆ
বাহক প্রতি,ಪ್ರತಿ ಧಾರಕ
মাথাপিছু (= প্রতি মাথা),ತಲಾ (= ಪ್ರತಿ ತಲೆಗೆ)
শতাংশ,ಶೇಕಡಾ
বহুবর্ষজীবী,ದೀರ್ಘಕಾಲಿಕದ
অগ্রাধিকার ক্রয়,ಆದ್ಯತೆಯ ಖರೀದಿ
পারফর্ম,ನಿರ್ವಹಿಸು
কর্মক্ষমতা,ಪ್ರದರ್ಶನ
পিরিয়ড,ಅವಧಿ
সাময়িকী,ನಿಯತಕಾಲಿಕ
পর্যালোচনা অধীনে সময়কাল,ಪರಿಶೀಲನೆಯ ಅವಧಿ
মিথ্যা,ಸುಳ್ಳುತನ
পার্কস,ವಿಶ್ವಾಸಾರ್ಹ
স্থায়ী,ಶಾಶ್ವತ
প্রতি মেনসেম,ಪ್ರತಿ ಪುರುಷರು
অনুমোদনযোগ্য,ಅನುಮತಿ
অনুমতি,ಅನುಮತಿ
অনুমতি,ಅನುಮತಿ
অনুমোদিত,ಅನುಮತಿ
চিরস্থায়ী,ಶಾಶ್ವತವಾದ
চিরস্থায়ী,ಶಾಶ್ವತತೆ
Perquisites (= perks),ಪರ್ಕ್ವಿಸೈಟ್‌ಗಳು (= ಪರ್ಕ್ಸ್)
ব্যক্তিগত,ವೈಯಕ್ತಿಕ
ব্যাক্তিগত সম্পদ,ವೈಯಕ್ತಿಕ ಸ್ವತ್ತುಗಳು
ব্যক্তিগত বন্ড,ವೈಯಕ್ತಿಕ ಬಂಧ
ব্যক্তিত্ব,ವ್ಯಕ್ತಿತ್ವ
একজন অগ্রহণযোগ্য ব্যক্তি,ವ್ಯಕ್ತಿತ್ವ ನಾನ್ ಗ್ರಾಟಾ
কর্মী,ಸಿಬ್ಬಂದಿ
কর্মী নীতি,ಸಿಬ್ಬಂದಿ ನೀತಿ
দৃষ্টিভঙ্গি,ದೃಷ್ಟಿಕೋನ
প্ররোচনা,ಮನವೊಲಿಕೆ
প্রাসঙ্গিক,ಉಪಾಧ್ಯಕ್ಷ
পড়ন,ಪಠಣ
পিটিশন,ಮನವಿ
পিটিশনার,ಅರ್ಜಿದಾರ
পর্যায়,ಹಂತ
আলোকচিত্র,.ಾಯಾಚಿತ್ರ
ফটোস্ট্যাট,ಗಾಡಿ
শারীরিক চেকিং,ದೈಹಿಕ ಪರಿಶೀಲನೆ
শারীরিক ত্রুটি,ದೈಹಿಕ ದೋಷ
শারীরিক শিক্ষা,ದೈಹಿಕ ಶಿಕ್ಷಣ
শারীরিক প্রতিবন্ধী,ದೈಹಿಕವಾಗಿ ಅಂಗವಿಕಲ
শারীরিক যাচাইকরণ,ದೈಹಿಕ ಪರಿಶೀಲನೆ
পিসিমিয়াল,ತುಂಡು ತುಂಡು
টুকরা হার,ತುಂಡು ದರ
তীর্থযাত্রী,ಯಾತ್ರಿಕ
পাইলট প্রোগ্রাম,ಪ್ರಾಯೋಗಿಕ ಕಾರ್ಯಕ್ರಮ
পিন,ಗಡಿ
প্লেসমেন্ট পরিষেবা,ನಿಯೋಗ ಸೇವೆ
জন্মস্থান,ಹುಟ್ಟಿದ ಸ್ಥಳ
কাজের জায়গা,ಕೆಲಸದ ಸ್ಥಳಕ್ಕೆ
বাদী,ವಾದಿ
পরিকল্পনা,ಯೋಜಿಸು
পরিকল্পনা,ಯೋಜನೆ
উদ্ভিদ,ಸಸ್ಯ
খেলোয়াড়,ಆಟಗಾರ
আবেদন,ಮನವಿ
আবেদনকারী,ಮನವಿ
প্লেবিসাইট,ಜನಾಭಿಪ್ರಾಯ ಸಂಗ್ರಹ
প্রতিশ্রুতি,
পূর্ণাঙ্গ অধিবেশনে,ಸಮಗ್ರ ಅಧಿವೇಶನ
প্লেনিপোটেনটিরি,ಪಟ್ಟು
প্লিন্থ অঞ্চল,ಪ್ಲ್ಯಿಂತ್ ಪ್ರದೇಶ
নীতি,ನೀತಿ
রাজনৈতিক ক্রিয়াকলাপ,ರಾಜಕೀಯ ಚಟುವಟಿಕೆ
পোল,ಮತದಾನ
দূষণ,ಮಾಲಿನ್ಯ
রাজনৈতিক,ರಾಜಕೀಯ
পুল,ಕೊಳ
পোর্টফোলিও,ಭಾಗ
অবস্থান,ಸ್ಥಾನ
ইতিবাচক,ಧನಾತ್ಮಕ
পোস্ট,ಚೂರುಚೂರು
পোস্ট তারিখ,ನಂತರದ
পোস্ট-ফ্যাক্টো অনুমোদন,ವಾಸ್ತವಿಕ-ನಂತರದ ಅನುಮೋದನೆ
স্নাতকোত্তর,ಸ್ನಾತಕೋತ್ತರ
মরণোত্তর,ಮರಣೋತ್ತರ
পোস্টিং,ಹತೋಟಿ
পোস্ট মর্টেম পরীক্ষা,ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆ
স্থগিত করা,ಮುಂದೂಡು
পোস্টস্ক্রিপ্ট (পি.এস.),ಪೋಸ್ಟ್‌ಸ್ಕ್ರಿಪ್ಟ್ (ಪಿ.ಎಸ್.)
শক্তি,ಅಧಿಕಾರ
মোক্তারনামা,ವಕೀಲರ ಅಧಿಕಾರ
অনুশীলনযোগ্য,ಪ್ರಾಯೋಗಿಕ
অনুশীলন করা,ಅಭ್ಯಾಸ
প্রাক-নিরীক্ষা,ಪೂರ್ವ-ಪಾಲನೆ
সতর্কতা,ಮುನ್ನೆಚ್ಚರಿಕೆ
নজির,ಪೂರ್ವನಿದರ್ಶನವನ್ನು
প্রিসিস,ನಿಖರವಾಗಿ
সুনির্দিষ্ট,ನಿಖರವಾದ
বিরত,ಪ್ರತಿಬಂಧಿಸು
পূর্ব ধারণা,ಪೂರ್ವ -ಸುಗಂಧ
পূর্বসূরী,ಪೂರ್ವವರ್ತಿ
প্রাধান্য,ಪ್ರಧಾನ
মুখবন্ধ,ಮುನ್ನುಡಿ
পছন্দ,ಆದ್ಯತೆ
কুসংস্কার,ಪೂರ್ವಸಿದ್ಧತೆ
প্রাথমিক,ಪೂರ್ವಭಾವಿ
অকাল,ಅಕಾಲಿಕ
প্রাঙ্গণ,ಆವರಣ
প্রিমিয়াম,ಪ್ರಬಲ
প্রিপেইড,ಪೂರ್ವದ
প্রিপেইড কার্ড,ಪ್ರಥಮದ ಚೀಟಿ
প্রাক-পরিকল্পিত,ಮೊದಲೇ ಯೋಜಿಸಿದ
প্রিপেন,ಹೆಗ್ಗರು
প্রাক-গ্রহণযোগ্য বিল,ಮೊದಲೇ ಸ್ವೀಕರಿಸಿದ ಮಸೂದೆ
প্রিগ্রেটিভ,ಅಧಿಕಾರ
প্রেসক্রিপশন,ಸೂಚಿಸು
নির্ধারিত,ನಿಗದಿತ
নির্ধারিত ফর্ম,ನಿಗದಿತ ರೂಪ
উপস্থাপনা,ಪ್ರಸ್ತುತತೆ
সভাপতিত্ব,ಅಧ್ಯಕ್ಷ
রাষ্ট্রপতি,ಅಧ್ಯಕ್ಷ
প্রেস,ಒತ್ತಿ
কপি টিপুন,ನಕಲು ಒತ್ತಿರಿ
গ্যালারী প্রেস,ಗ್ಯಾಲರಿ ಒತ್ತಿರಿ
অনুমান করা হয়েছে,Edಹ್ಮಳಿದ
অনুমানমূলক বেতন,Ump ಹೆಯ ವೇತನ
অনুমান করা,ಮುಟ್ಟುಗೋಲು ಹಾಕಿಕೊಂಡ
অজুহাত,ನೆಪ
বিরাজ করা,ಮೇಲುಗೈ
প্রতিরোধ,ತಡೆಯಿಸು
প্রতিরোধ,ತಡೆಗಟ್ಟುವಿಕೆ
প্রতিরোধমূলক,ತಡೆಗಟ್ಟುವ
দামের ওঠানামা (= মূল্য চলাচল),ಬೆಲೆ ಏರಿಳಿತ (= ಬೆಲೆ ಚಲನೆಗಳು)
মূল্য নির্ধারণ,ಬೆಲೆ
প্রাইমা ফেসি,ಪ್ರಾಥಮಿಕ ಮುಖ
প্রাথমিকভাবে,ಪ್ರಾಥಮಿಕವಾಗಿ
প্রাথমিক,ಪ್ರಾಥಮಿಕ
প্রাথমিক প্রাপ্তি,ಪ್ರಾಥಮಿಕ ರಶೀದಿ
অধ্যক্ষ,ಪ್ರಧಾನ
অধ্যক্ষ deb ণগ্রহীতা,ಪ್ರಧಾನ ಸಾಲಗಾರ
প্রিন্টার,ಮುದ್ರಕ
মুদ্রণ,ಮುದ್ರಣ
পূর্বের ইঙ্গিত,ಹಿಂದಿನ ಸೂಚನೆ
অগ্রাধিকার গ্রেডিং,ಆದ್ಯತೆಯ ಶ್ರೇಣೀಕರಣ
কারাগার,ಜೈಲು
বন্দী,ಕೈದಿ
গোপনীয়তা,ಗೌಣತೆ
ব্যক্তিগত ও গোপনীয়,ಖಾಸಗಿ ಮತ್ತು ಗೌಪ್ಯ
অধিকার,ಹಕ್ಕು
সুবিধা কমিটি,ಸವಲತ್ತು ಸಮಿತಿ
পুরস্কার,ಬಹುಮಾನ
সম্ভাবনা,ಸಂಭವನೀಯತೆ
প্রবেট,ಪರೀಕ್ಷೆಗೆ ಸಂಬಂಧಿಸಿದ
প্রবেশন,ಸಂಚಾರಿ
প্রবেশনারি,ಪರೀಕ್ಷಾ
প্রবেশনার,ಪರೀಕ್ಷಕ
ক্ষত পরীক্ষা করা,ಶೋಧಿಸು
পদ্ধতিগত নিয়ম,ಕಾರ್ಯವಿಧಾನದ ನಿಯಮಗಳು
পদ্ধতি,ವಿಧಾನ
কার্যক্রম,ಕಾರ್ಯ
প্রক্রিয়া,ಪ್ರಕ್ರಿಯೆ
প্রক্রিয়াজাতকরণ,ಸಂಸ್ಕರಣೆ
মিছিল,ಮೆರವಣಿಗೆ
ঘোষণা,ಘೋಷಿಸು
ঘোষণা,ಘೋಷಣೆ
সংগ্রহ,ಸಂಗ್ರಹ
পণ্য,ಉತ್ಪನ್ನ
উত্পাদন,ಉತ್ಪಾದನೆ
পেশা,ವೃತ್ತಿ
পেশাদার অর্জন,ವೃತ್ತಿಪರ ಸಾಧನೆ
দক্ষতা শংসাপত্র,ಪ್ರಾವೀಣ್ಯತೆ ಪ್ರಮಾಣಪತ್ರ
প্রোফাইল,ಪ್ರಚಾರ
লাভ,ಲಾಭ
কার্যক্রম,ಕಾರ್ಯಕ್ರಮ
প্রোগ্রামের সময়সূচী,ಕಾರ್ಯಕ್ರಮದ ವೇಳಾಪಟ್ಟಿ
প্রোগ্রামিং,ಪ್ರೋಗ್ರಾಮಿಂಗ್
অগ্রগতি,ಪ್ರಗತಿ
প্রগতিশীল,ಪ್ರಗತಿಪರ
নিষিদ্ধ,ನಿಷೇಧಿಸಿದ
নিষিদ্ধ অঞ্চল,ನಿಷೇಧಿತ ಪ್ರದೇಶ
নিষেধাজ্ঞা,ನಿಷೇಧಿಸುವಿಕೆ
নিষিদ্ধ আদেশ,ನಿಷೇಧದ ಆದೇಶ
প্রকল্প,ಯೋಜನೆ
অভিক্ষেপ,ಪ್ರಕ್ಷೇಪಣ
বিশিষ্ট,ಮಹತ್ವದ
প্রতিশ্রুতি,ವಾಗ್ದಾನ
কর্জপত্র,ಪ್ರಾಮಿಸರಿ ಟಿಪ್ಪಣಿ
প্রচার,ಉತ್ತೇಜಿಸು
প্রবর্তক,ಪೂರ್ವಪತಿ
পদোন্নতি,ಪ್ರಚಾರ
প্রচার,ಸೋಗು ಮಾಡು
প্রচার,ಪ್ರಚಾರ ಮಾಡು
উচ্চারণ,ಉಚ್ಚರಿಸು
ঘোষণা,ಘೋಷಣೆ
প্রমাণ,ಪುಕ್ಕಲ
প্রেরণের প্রমাণ,ಡೆಸ್ಪ್ಯಾಚ್ನ ಪುರಾವೆ
প্রুফ রিডিং,ಪುರಾವೆ ಓದುವಿಕೆ
প্রচার,ಹರಡು
প্রচার,ಪ್ರಸರಣ
সঠিক,ಸರಿಯಾದ
সম্পত্তি,ಆಸ್ತಿ
প্রস্তাব,ಪ್ರಸ್ತಾಪ
প্রস্তাব,ಪ್ರಸ್ತಾಪಿಸು
প্রোপাউন্ড,ಪ್ರತಿಪಾದಿಸು
মালিকানা,ಸ್ವಾಮ್ಯದ
স্বীকৃতি,ಸಾವತಿತೆ
প্রো-রেটা,ರಾಟ
প্রো-রাতা কোটা,ರಾಟಾ ಕೋಟಾ
প্রোরোগ,ಪ್ರಬಲವಾದವ
সুবিধা - অসুবিধা,ಒಳ್ಳೇದು ಮತ್ತು ಕೆಟ್ಟದ್ದು
মতামত,ನಿಷೇಧಿಸು
প্রসিকিউশন,ಕಾನೂನು ಕ್ರಮ
প্রসপেক্টাস,ಸ ೦ ಗಡಿ
প্রোটেমপোর অ্যাপয়েন্টমেন্ট,ಪ್ರೊಟೆಂಪೋರ್ ನೇಮಕಾತಿ
প্রোটোকল,ಶಿಷ್ಟಾಚಾರ
প্রমাণ করুন,ಸಾಬೀತು
সরবরাহ করা,ಒದಗಿಸಿದ
তহবিল,ಭವಿಷ್ಯ ನಿಧಿ
বিধান,ಒದಗಿಸು
অস্থায়ী,ತಾತ್ಕಾಲಿಕ
অস্থায়ী তালিকা,ತಾತ್ಕಾಲಿಕ ಪಟ್ಟಿ
প্রোভিসো,ನಿವ್ವಳ
নৈকট্য,ಸಾಮೀಪ್ಯ
প্রক্সি,ಪ್ರಾಕ್ಸಿ
জনসাধারণ,ಸಾರ್ವಜನಿಕ
প্রকাশনা,ಪ್ರಕಟಣೆ
পাবলিক ডিউটি,ಸಾರ್ವಜನಿಕ ಕರ್ತವ್ಯ
জনস্বার্থ মামলা,ಸಾರ್ವಜನಿಕ ಹಿತಾಸಕ್ತಿ ದಾವೆ
প্রচার,ಪ್ರಚಾರ
প্রকাশ,ಪ್ರಕಟಿಸು
সময়োপযোগী,ಸಮಯಕ್ಕೆ ತಕ್ಕಂತೆ ಇರುವ
শাস্তি,ಶಿಕ್ಷೆ
ক্রয়,ಖರೀದಿಸು
খাঁটি অস্থায়ী,ಸಂಪೂರ್ಣವಾಗಿ ತಾತ್ಕಾಲಿಕ
উদ্দেশ্য,ಉದ್ದೇಶ
অন্বেষণ করা,ಹಿ ೦ ದಿಸು
সাধনা,ಬಟರು
পরিদর্শন,ವ್ಯಾಪ್ತಿ
আপ,ಎಸೆ
পুট আপ স্লিপ,ಪತಂಗ
যোগ্যতা,ಅರ್ಹತೆ
যোগ্য প্রার্থী,ಅರ್ಹ ಅಭ್ಯರ್ಥಿ
যোগ্যতা,ಅರ್ಹತೆ
যোগ্যতা পরীক্ষা,ಅರ್ಹತಾ ಪರೀಕ್ಷೆ
যোগ্যতা পরীক্ষা,ಅರ್ಹತಾ ಪರೀಕ್ಷೆ
গুণগত কৌশল,ಗುಣಾತ್ಮಕ ತಂತ್ರಗಳು
গুণ,ಗುಣಮಟ್ಟ
মান নিয়ন্ত্রণ,ಗುಣಮಟ್ಟ ನಿಯಂತ್ರಣ
পরিমাণ,ಪ್ರಮಾಣ
পৃথকীকরণ ছুটি,ಸ್ಥೂಲಕಾಯ ರಜೆ
ত্রৈমাসিক,ತ್ರೈಮಾಸಿಕ
কোয়াশ,ರದ್ದುಮಾಡು
কোয়াশি,ಕುರಿಮರಿ
অর্ধ-স্থায়ী,ಲಂಬತೆ
প্রশ্ন,ಪ್ರಶ್ನಿಸು
প্রশ্ন,ಪ್ರಶ್ನೆ
প্রশ্নবিদ্ধ,ಪ್ರಶ್ನಾರ್ಹ
প্রশ্ন ঘন্টা,ಪ್ರಶ್ನೆ ಗಂಟೆ
প্রশ্নাবলী,ಪ್ರಶ್ನಾವಳಿ
প্রস্থান,ಬಿಟ್ಟು
কোরাম,ಕೋರಂ
কোটা,ಕೋಟಲ
উদ্ধৃতি,ಉದ್ಧರಣ
উদ্ধৃতি,ಉಲ್ಲೇಖಿಸು
রেস,ಓಟ
জাতিগত বৈষম্য,ಜನಾಂಗೀಯ ತಾರತಮ್ಯ
র্যাক,Rackರು
অভিযান,ದಾಳಿ
রেলপথ,ರೈಲ್ವೆ
উত্থাপন,ಸ ೦ ತಗುಡು
এলোমেলো,ಯಾದೃಚ್ randomಿಕ
এলোমেলো নমুনা,ಯಾದೃಚ್ s ಿಕ ಮಾದರಿ
পরিসীমা,ವ್ಯಾಪ್ತಿ
র‌্যাঙ্ক,ದೆವ್ವ
র‌্যাঙ্ক এবং ফাইল,ಶ್ರೇಣಿ ಮತ್ತು ಫೈಲ್
র‌্যাঙ্কিং,ಸ್ಥಾನಮಾನ
র‌্যাপিড অ্যাকশন ফোর্স,ಕ್ಷಿಪ್ರ ಕ್ರಿಯಾ ಬಲ
বিরল,ಅಪರೂಪದ
ফুসকুড়ি,ದದ್ದಲು
ইঁদুরযোগ্য মান,ಬಲವಂತವಾಗಿ
রেট,ದರ
রেট চুক্তি,ದಣಿ
রেট তালিকা,ದರ ಪಟ್ಟಿ
অনুমোদন,ಹಣವಾಯು
রেটিং,ರೇಟಿಂಗ್
অনুপাত,ಅನುಪಾತ
রেশন,ಪಡಿತರ
যুক্তিসঙ্গত,ತರ್ಕಬದ್ಧ
যৌক্তিকতা,ತರ್ಕಬದ್ಧಗೊಳಿಸುವಿಕೆ
রেশন ভাতা,ಪಡಿತರ ಭತ್ಯೆ
কাঁচামাল,ಕಚ್ಚಾ ವಸ್ತು
কাঁচা পণ্য,ಕಚ್ಚಾ ಉತ್ಪನ್ನ
প্রতিক্রিয়া,ಪ್ರತಿಕ್ರಿಯೆ
পড়া,ಓದುವಿಕೆ
রিডজাস্ট,ಮರುಕಳಿಸು
প্রস্তুত পরিকল্পনা,ಸಿದ್ಧ-ನಿರ್ಮಿತ ಯೋಜನೆ
প্রস্তুত রেকনার,ಸಿದ್ಧ ಲೆಕ್ಕಪರಿಶೋಧಕ
বাস্তব,ನಿಜವಾದ
বাস্তব উপার্জন,ನಿಜವಾದ ಗಳಿಕೆ
আবাসন,ರಿಯಲ್ ಎಸ್ಟೇಟ್
বাস্তবতা,ವಾಸ್ತವ
উপলব্ধি,ಸಾಕ್ಷಾತ್ಕಾರ
উপলব্ধি করুন,ಅರಿತುಕೊರು
পুনরায় নিয়োগ,ಪುನರ್ರಚನೆ
পুনরায় আবেদন,ಪುನಃ ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
কারণ,ಕಾರಣ
পুনর্নির্মাণ,ಮರುಮುದ್ರಣ
ছাড়,Rebಲ ಸಾಧನೆ
স্মরণ করুন,ನೆನಪಿರಿಸು
পুনরায়,ಹಿಮ್ಮೆಟ್ಟಿಸು
প্রাপ্তি,ರಶೀದಿ
রসিদ বই,ರಶೀದಿ ಪುಸ್ತಕ
প্রাপ্তি এবং বিতরণ,ರಶೀದಿಗಳು ಮತ್ತು ವಿತರಣೆಗಳು
গ্রহণ,ಸ್ವೀಕರಿಸು
রিসিভার,ರವಾನೆಗಾರ
সাম্প্রতিক,ಇತ್ತೀಚಿನ
অভ্যর্থনা,ಆರತಕ್ಷತೆ
গ্রহণযোগ্য,ಗ್ರಹಣ
অবকাশ,ಹಿಂಜಸುವುದು
প্রাপক,ಸಹಭರಿತ
পারস্পরিক,ಪರಸ್ಪರ ಸಂಬಂಧ
পারস্পরিক চাহিদা,ಪರಸ್ಪರ ಬೇಡಿಕೆ
প্রতিদান,ಪ್ರತಿಕೂಲಿಸು
পারস্পরিক ক্রিয়াকলাপ,ಪರಸ್ಪರತೆ
বেপরোয়া,ಅಜಾಗರೂಕ
বোধ করা,ಲೆಕ್ಕರಿಸು
গণনাযোগ্য পরিষেবা,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೇವೆ
পুনরুদ্ধার,ಸುಧಾರಣತೆ
স্বীকৃতি,ಗುರುತಿಸುವಿಕೆ
স্বীকৃত,ಮಾನ್ಯತೆ ಪಡೆದ
স্মরণ করা,ನೆನಪಿಡಿಸು
সুপারিশ,ಶಿಫಾರಸು
সুপারিশ,ಶಿಫಾರಸು
প্রস্তাবিত চিঠি,ಶಿಫಾರಸು ಪತ್ರ
পুনর্মিলন,ಹೊಂದಾಯಿಸು
পুনর্মিলন,ಸಮರಸೋಹನ
পুনর্বিবেচনা,ಪುನಸ್ಸಂಯೋಜನೆ
পুনর্গঠন,ಪುನರ್ನಿರ್ಮಾಣ
পুনর্গঠন,ಪುನರ್ನಿರ್ಮಾಣ
ফাইল পুনর্গঠন,ಫೈಲ್‌ನ ಪುನರ್ನಿರ್ಮಾಣ
রেকর্ড,ದಾಖಲೆ
রেকর্ড বই,ದಾಖಲೆ ಪುಸ್ತಕ
পরিষেবা রেকর্ড,ಸೇವೆಯ ದಾಖಲೆ
আশ্রয়,ಪಂಥಿ
পুনরুদ্ধার,ಗುಣಮುಖರಾಗಲು
পুনরুদ্ধার,ಚೇತರಿಕೆ
বিনোদন,ಮನರಂಜನೆ
নিয়োগ,ಸೇರಿಸು
নিয়োগ কর্তৃপক্ষ,ನೇಮಕಾತಿ ಅಧಿಕಾರ
নিয়োগ,ನೇಮಕಾತಿ
নিয়োগ বিধি,ನೇಮಕಾತಿ ನಿಯಮಗಳು
সংশোধন,ಸರಿಪಡಿಸುವುದು
পুনরাবৃত্তি,ಮರುಕಳಿಸುವ
খালাস,ಪುನಃ ಗ್ರಹಿಸು
মুক্তি,ವಿಮೋಚನೆ
পুনঃনির্দেশিত,ಪುನರ್ನಿರ್ದೇಶನ
প্রতিকার,ಪರಿಹರಿಸು
প্রতিকার,ಪರಿಹಾರ
লাল-ট্যাপিজম,Redಾಯಾಪು
হ্রাস,ಕಡಿತ
অপ্রয়োজনীয়,ಅನಗತ್ಯ
পুনরায় কর্মসংস্থান,ಪುನಃ ಉದ್ಯೋಗ
পুনরায় প্রবেশ,ಪುನರ್-ಪ್ರವೇಶ
উল্লেখ করুন,ಉಲ್ಲೇಖಿಸು
রেফারেন্স,ಉಲ್ಲೇಖ
সুপারিশ,ಉಲ್ಲೇಖಿತ
বেতন পুনর্নবীকরণ,ವೇತನದ ಮರುಹೊಂದಿಸುವಿಕೆ
সংশোধন,ಸುಧಾರಿಸು
থেকে বিরত থাকুন,ನಿಂದ ದೂರವಿರಿ
রিফ্রেশমেন্ট,ಉಲ್ಲಾಸ
ফেরত,ಮರುಪಾವತಿ
ফেরতযোগ্য,ಮರುಪಾವತಿಮಾಡಬಹುದಾದ
অস্বীকার,ನಿರಾಕರಣೆ
প্রত্যাখ্যান,ನಿರಾಕರಿಸು
ছুটি অস্বীকার,ರಜೆ ನಿರಾಕರಿಸಲಾಗಿದೆ
খণ্ডন,ನಿರಾಕರಣೆ
বিবেচনা করুন,ಪರಿಗಣಿಸು
অঞ্চল,ಪ್ರದೇಶ
আঞ্চলিক,ಪ್ರಾದೇಶಿಕ
নিবন্ধন,ನೋಂದಣಿ
নিবন্ধিত,ನೋಂದಾಯಿಸಿದ
নিবন্ধিত দপ্তর,ನೋಂದಾಯಿತ ಕಚೇರಿ
নিবন্ধকরণ কর্তৃপক্ষ,ಪ್ರಾಧಿಕಾರವನ್ನು ನೋಂದಾಯಿಸುವುದು
নিবন্ধন ফি,ನೋಂದಣಿ ಶುಲ್ಕ
নিবন্ধন ফর্ম,ನೋಂದಣಿ ಫಾರ್ಮ್
রেজিস্ট্রি,ನೋಂದಣಿ
আফসোস,ವಿಷಾದ
পুনরায় গ্রুপিং,ಮರುಸಂಗ್ರಹಿಸುವುದು
নিয়মিত,ನಿಯಮಿತ
নিয়মিত ক্যাডার,ನಿಯಮಿತ ಕೇಡರ್
নিয়মিতকরণ,ಕ್ರಮಬದ್ಧಗೊಳಿಸುವಿಕೆ
নিয়মিত পরিষেবা,ನಿಯಮಿತ ಸೇವೆ
আইন,ನಿಯಮಗಳು
পুনর্বাসন,ಪುನರ್ವಸತಿ
মহড়া,ಪುನರುತ್ಪಾದನ
পরিশোধ,ಮರುಪಾವತಿ
পুনঃস্থাপন,ಪುನಃ ಸ್ಥಾಪಿಸು
পুনরাবৃত্তি,ಪುನರುಚ್ಚರಿಸು
প্রত্যাখ্যান,ತಿರಸ್ಕಾರ
প্রত্যাখ্যান,ತಿರಸ್ಕಾರ
পুনর্গঠিত,ಪ್ರತಿಷ್ಠಾಪಿಸು
সম্পর্ক,ಸಂಬಂಧ
আত্মীয়,ಸನ್ಯಾಸಿ
আপেক্ষিক মূল্যায়ন,ಸಾಪೇಕ್ಷ ಮೌಲ್ಯಮಾಪನ
শিথিলকরণ,ವಿಶ್ರಾಂತಿ
নিয়মের শিথিলকরণ,ನಿಯಮಗಳ ವಿಶ್ರಾಂತಿ
মুক্তি,ಬಿಡುಗಡೆ
মুক্তির তারিখ,ಬಿಡುಗಡೆಯ ದಿನಾಂಕ
প্রাসঙ্গিক,ಪ್ರಸ್ತುತವಾದ
প্রাসঙ্গিক কাগজপত্র,ಸಂಬಂಧಿತ ಪತ್ರಿಕೆಗಳು
নির্ভরযোগ্য,ವಿಶ್ವಾಸಾರ್ಹ
স্বস্তি,ಪರಿಹಾರ
