Assamese,Gujarati
ভেক্টৰৰ সংহতি,વેક્ટરનું એકીકરણ
বন্ধ পৃষ্ঠৰ ওপৰত সংহতি কৰা,બંધ સપાટી પર એકીકરણ
ইন্টিগ্ৰেটৰ,ઇન્ટિગ્રેટર
ইন্টিগ্ৰেটৰ উপাদান,ઇન્ટિગ્રેટર ઘટક
integro - অৱভেদ্য সমীকৰণ,ઇન્ટિગ્રો - વિભેદક સમીકરણ
ইন্টাৰচেপ্ট,અટકાવવું
বিনিময়যোগ্য অপাৰেচন,વિનિમયક્ષમ કામગીરી
বিনিময় কৰক,અદલાબદલી
আন্তঃশ্ৰেণী সম্পৰ্ক,આંતરવર્ગીય સહસંબંધ
আন্তঃ সম্পৰ্ক,આંતરસંબંધ
আন্তঃ সম্পৰ্ক সহগ,આંતર સહસંબંધ ગુણાંક
আন্তঃনিৰ্ভৰশীলতা,પરસ્પર નિર્ભરતા
আন্তঃনিৰ্ভৰশীল,પરસ્પર નિર્ભર
সুত,વ્યાજ
আন্তঃপৃষ্ঠ,ઈન્ટરફેસ
আন্তঃপৃষ্ঠীয় কোণ,ઇન્ટરફેસિયલ કોણ
integrand,એકીકરણ
সংহত,સંકલિત
অভ্যন্তৰ,આંતરિક
অভ্যন্তৰীণ কোণ,આંતરિક કોણ
অভ্যন্তৰীণ অঞ্চল,આંતરિક વિસ્તાર
অভ্যন্তৰীণ ডমেইন,આંતરિક ડોમેન
অভ্যন্তৰীণ উপাদান,આંતરિક તત્વ
এটা চেটৰ ভিতৰৰ অংশ,સમૂહનો આંતરિક ભાગ
অভ্যন্তৰীণ বিপৰীত কোণ,આંતરિક વિરોધી કોણ
অভ্যন্তৰীণ গ্ৰহ,આંતરિક ગ્રહ
অভ্যন্তৰীণ বিন্দু,આંતરિક બિંદુ
অন্তৰ্বৰ্তী,મધ્યમ
মধ্যৱৰ্তী বিন্দু,મધ્યવર્તી બિંદુ
মধ্যৱৰ্তী মূল্য উপপাদ্য,મધ્યવર્તી મૂલ્ય પ્રમેય
আভ্যন্তৰীণ দ্বিখণ্ড,આંતરિક દ્વિભાજક
ইন্টাৰপোলেচন,પ્રક્ષેપ
ইন্টাৰপলেচন সূত্ৰ,પ્રક્ષેપ સૂત્ર
ছেদ কৰা,આંતરછેદ
ছেদ কৰা বক্ৰ,છેદતી વણાંકો
ছেদ কৰা ৰেখা,છેદતી રેખાઓ
ছেক্সন,આંતરછેદ
ছেদক বক্ৰ,આંતરછેદ વળાંક
বক্ৰৰ ছেদ,વણાંકોનું આંતરછેદ
গোটৰ ছেদ,સમૂહોનું આંતરછેદ
ব্যৱধান,અંતરાલ
ব্যৱধান অনুমান,અંતરાલ અંદાજ
inteval অনুমান,અંતરાલ અંદાજ
ব্যৱধানৰ মধ্যবিন্দু,અંતરાલ મધ્ય-બિંદુ
ইন্ট্ৰা-ব্লক ইফেক্ট,ઇન્ટ્રા-બ્લોક અસર
আন্তঃশ্ৰেণী সম্পৰ্ক,આંતરવર્ગીય સહસંબંધ
অবিৱৰ্তনশীলতা,અવ્યવસ્થા
অপৰিৱৰ্তিত,અપરિવર્તનશીલ
অপৰিৱৰ্তিত ব্যৱস্থা,અપરિવર્તનશીલ સિસ્ટમ
বস্তুৰ তালিকা,ઇન્વેન્ટરી
তথ্য-পাতি আবণ্টন,ઇન્વેન્ટરી ફાળવણી
তথ্য নিয়ন্ত্ৰণ,સંગ્રહ સ્થાન વ્યવસ્થા
তথ্য নিয়ন্ত্ৰণ আৰ্হি,ઇન્વેન્ટરી નિયંત્રણ મોડેલ
তথ্য নিয়ন্ত্ৰণ ব্যৱস্থা,ઈન્વેન્ટરી કંટ્રોલ સિસ્ટમ
তথ্য-পাতি চক্ৰ,ઇન્વેન્ટરી ચક્ર
ইনভেণ্টৰী ধৰি ৰখা খৰচ,ઇન્વેન્ટરી હોલ્ડિંગ ખર્ચ
ইনভেণ্টৰী পইণ্ট,ઈન્વેન્ટરી પોઈન્ટ
তথ্য-পাতি নীতি,ઇન્વેન્ટરી નીતિ
তথ্য-পাতিৰ পৰিস্থিতি,ઇન્વેન્ટરી પરિસ્થિતિ
বিপৰীতমুখী,વ્યસ્ત
বিপৰীত সম্পৰ্ক,વ્યસ્ત સહસંબંધ
বিপৰীত ফলন,વ્યસ્ત કાર્ય
বিপৰীত হাইপাৰবলিক ফলন,વ્યસ્ત હાયપરબોલિક કાર્ય
বিপৰীতভাৱে সমানুপাতিক,વ્યસ્ત પ્રમાણમાં
বিপৰীত মেপিং,વ્યસ્ત મેપિંગ
বিপৰীত সংখ্যা,વ્યસ્ત સંખ્યા
এটা মেট্ৰিক্সৰ বিপৰীত,મેટ્રિક્સનો વ્યસ્ત
বিপৰীত ক্ৰমবিন্যাস,વ્યસ્ત ક્રમચય
বিপৰীত অনুপাত,વ્યસ્ત પ્રમાણ
বিপৰীত ত্ৰিকোণমিতিক ফলন,વ્યસ્ત ત્રિકોણમિતિ કાર્ય
ওলোটা সূত্ৰ,વ્યુત્ક્રમ સૂત્ર
ক্ৰমৰ ওলোটা,ઓર્ડરનું વ્યુત્ક્રમ
ওলোটাব পৰা মেট্ৰিক্স,ઉલટાવી શકાય તેવું મેટ્રિક્સ
ওলোটা ৰূপান্তৰ,ઉલટાવી શકાય તેવું પરિવર્તન
অযুক্তিকৰ,અતાર્કિક
অযুক্তিকৰ সমীকৰণ,અતાર્કિક સમીકરણ
অযুক্তিকৰ প্ৰকাশ,અતાર્કિક અભિવ્યક્તિ
অযুক্তিকৰ সংখ্যা,અતાર્કિક સંખ્યા
অযুক্তিকৰ মূল,અતાર્કિક મૂળ
অকমাব নোৱাৰা,અફર
ঘূৰ্ণনশীল ভেক্টৰ,ઇરોટેશનલ વેક્ટર
ঘূৰ্ণনশীল ভেক্টৰ ফলন,ઇરોટેશનલ વેક્ટર કાર્ય
ঘূৰ্ণনশীল বেগ,ઇરોટેશનલ વેગ
সমভুজ,આઇસોગોનલ
আইসোকুৰ্ট&#39;ছিছ,isokurtosis
বিচ্ছিন্ন অপৰিহাৰ্য এককতা,અલગ આવશ્યક એકલતા
বিচ্ছিন্ন বিন্দু,અલગ બિંદુ
সমমিতি,આઇસોમેટ્રિક
isosceles বিন্যাস,સમદ્વિબાજુ રૂપરેખાંકન
পুনৰাবৃত্তি কৰা অখণ্ড,પુનરાવર્તિત અભિન્ન
পুনৰাবৃত্তিমূলক আন্তঃপ্ৰক্ষেপণ,પુનરાવર્તિત પ્રક્ષેપ
পুনৰাবৃত্তি,પુનરાવર્તન
পুনৰাবৃত্তি সূত্ৰ,પુનરાવર્તન સૂત્ર
পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ,પુનરાવર્તિત એકીકરણ સૂત્ર
পুনৰাবৃত্তিমূলক পদ্ধতি,પુનરાવર્તિત પ્રક્રિયા
পুনৰাবৃত্তিমূলক কৌশল,પુનરાવર્તિત તકનીક
জেকবিয়ান,જેકોબિયન
জেকবিয়ান নিৰ্ণায়ক,જેકોબિયન નિર્ણાયક
জেকবিয়ান মেট্ৰিক্স,જેકોબિયન મેટ્રિક્સ
গোটসমূহৰ যোগদান,સેટમાં જોડાવા
গাঁঠি,સંયુક્ત
সংযোগ ঘনত্বৰ কাৰ্য্য,સંયુક્ત ઘનતા કાર્ય
যৌথ কম্পাঙ্ক কাৰ্য্য,સંયુક્ત આવર્તન કાર્ય
যৌথভাৱে নিৰ্ভৰশীল চলক,સંયુક્ત રીતે નિર્ભર ચલ
যৌগিক সম্ভাৱনা,સંયુક્ત સંભાવના
যোগদান কৰক (=ইউনিয়ন),જોડાઓ (=યુનિયન)
জাপ মৰা,કૂદી
জাম্প বিচ্ছিন্নতা,જમ્પ અવ્યવસ્થા
ন্যায্যতা প্ৰদান কৰা,વાજબીપણું
ন্যায্যতা দিয়া,ન્યાયી ઠેરવવું
কৰ্ণাউৰ মানচিত্ৰ,Karnaugh નકશો
কাৰ্ণেল,કર્નલ
মেপিঙৰ কাৰ্ণেল,મેપિંગની કર્નલ
গতিবিদ্যা,ગતિશાસ્ત્ર
গতিশক্তি,ગતિ ઊર્જા
গতিবিদ্যা,ગતિશાસ્ત્ર
কলমোগ’ৰফ স্মিৰ্নভ পৰীক্ষা,કોલમોગોરોફ સ્મિર્નોવ ટેસ્ટ
ক্ৰ&#39;নেকাৰ বদ্বীপ,ક્રોનેકર ડેલ્ટા
কুৰ্ট&#39;ছিছ,કર્ટોસિસ
লেগ্ৰেঞ্জৰ কাৰ্য্য,લેગ્રેન્જનું કાર્ય
লেগ্ৰেঞ্জৰ বহুগুণক,લેગ્રેન્જના ગુણક
লেমিনা,લેમિના
লেপ্লেচ ৰূপান্তৰ,લેપ્લેસ ટ્રાન્સફોર્મ
বৃহৎ সংখ্যা,મોટી સંખ્યામાં
latent root(=বৈশিষ্ট্যমূলক মূল),સુષુપ્ત મૂળ (= લાક્ષણિકતા મૂળ)
পাৰ্শ্বীয় পৃষ্ঠ,બાજુની સપાટી
লেটিন বৰ্গক্ষেত্ৰ,લેટિન ચોરસ
লেটাছ মলদ্বাৰ,latus ગુદામાર્ગ
আইন,કાયદો
বেগ যোগ কৰাৰ নিয়ম,વેગ ઉમેરવાનો કાયદો
যোগকৰণৰ নিয়ম,ઉમેરણનો કાયદો
হ্ৰাস পোৱা লাভৰ নিয়ম,ઘટતા વળતરનો કાયદો
মহাকৰ্ষণৰ নিয়ম,ગુરુત્વાકર્ષણનો કાયદો
গোটৰ বাবে সমৰূপতাৰ নিয়ম,જૂથો માટે હોમોમોર્ફિઝમનો કાયદો
আঙঠিৰ বাবে সমৰূপতাৰ নিয়ম,રિંગ્સ માટે હોમોમોર્ફિઝમનો કાયદો
খৰচ বৃদ্ধিৰ আইন,વધતા ખર્ચનો કાયદો
সূচকাংকৰ নিয়ম,સૂચકાંકોનો કાયદો
জড়তাৰ নিয়ম,જડતાનો કાયદો
বৃহৎ সংখ্যাৰ নিয়ম,મોટી સંખ્યામાં કાયદો
সম্ভাৱনাৰ নিয়ম,સંભાવનાનો કાયદો
পাপৰ নিয়ম,સાઇન્સનો કાયદો
সূচকৰ নিয়ম,ઘાતાંકના નિયમો
গতিৰ নিয়ম,ગતિના નિયમો
স্তৰ,સ્તર
লিডিং সহগ,અગ્રણી ગુણાંક
লিডিং তিৰ্যক,અગ્રણી કર્ણ
লিডিং চাবমেট্ৰিক্স,અગ્રણી સબમેટ્રિક્સ
লিডিং টাৰ্ম,અગ્રણી શબ્દ
সবাতোকৈ কম,ઓછામાં ઓછું
নূন্যতম সাধাৰণ বহুগুণ (LCM),ન્યૂનતમ સામાન્ય બહુવિધ (LCM)
নূন্যতম মৌল,ઓછામાં ઓછું તત્વ
নূন্যতম বৰ্গক্ষেত্ৰ,ઓછામાં ઓછો ચોરસ
সৰ্বনিম্ন ওপৰৰ সীমা,ઓછામાં ઓછું ઉપલા બાઉન્ડ
বাওঁফালৰ coset,ડાબી કોસેટ
বাওহাতেৰে,ડાબા હાથે
বাওঁহাতৰ স্ক্ৰু,ડાબા હાથનો સ્ક્રૂ
বাওঁফালৰ বিপৰীত,ડાબું ઊલટું
বাওঁফালৰ গুণন,ડાબી ગુણાકાર
লেইবনিটজৰ সূত্ৰ,લીબનિટ્ઝ સૂત્ર
দৈৰ্ঘ্য,લંબાઈ
লেপটকুৰ্টিক,લેપ્ટોક્યુર્ટિક
লেপটকুৰ্টিক বক্ৰ,લેપ્ટોક્યુર્ટિક વળાંક
লেপটকুৰ্ট&#39;ছিছ,લેપ્ટોક્યુર્ટોસિસ
স্তৰৰ বক্ৰ,સ્તર વળાંક
আত্মবিশ্বাসৰ স্তৰ,આત્મવિશ્વાસનું સ્તર
তাৎপৰ্য্যৰ স্তৰ,મહત્વનું સ્તર
আভিধানিকভাৱে,લેક્સિકોગ્રાફિકલી
অভিধানৰ ক্ৰম,લેક્સિકોગ્રાફિકલ ઓર્ડર
সম্ভাৱনা ফলন,સંભાવના કાર્ય
সম্ভাৱনা অনুপাত পৰীক্ষা,સંભાવના ગુણોત્તર પરીક્ષણ
সীমা,મર્યાદા
সীমিত কৰা,મર્યાદિત
সীমিত মূল্য,મર્યાદિત મૂલ્ય
সীমিত বেগ,મર્યાદિત વેગ
গড়ত সীমাবদ্ধতা,સરેરાશ મર્યાદા
সংহতিৰ সীমা,એકીકરણની મર્યાદા
ক্ৰমৰ সীমা,ક્રમની મર્યાદા
সীমা বিন্দু (=থুপ বিন্দু),મર્યાદા બિંદુ (= ક્લસ્ટર બિંદુ)
সীমিত বেগ,મર્યાદા વેગ
ৰেখা,રેખા
ৰৈখিক,રેખીય
ৰৈখিক বীজগণিতীয়,રેખીય બીજગણિત
ৰৈখিক বীজগণিতীয় সমীকৰণ,રેખીય બીજગણિત સમીકરણ
ৰৈখিক আনুমানিককৰণ,રેખીય અંદાજ
ৰৈখিক এছিম্পট&#39;ট,રેખીય એસિમ્પ્ટોટ
ৰৈখিক সহগ,રેખીય ગુણાંક
ৰৈখিক সংমিশ্ৰণ,રેખીય સંયોજન
ৰৈখিক বাধাসমূহ,રેખીય અવરોધો
ৰৈখিক নিৰ্ভৰশীলতা,રેખીય અવલંબન
ৰৈখিক অৱভেদ্য সমীকৰণ,રેખીય વિભેદક સમીકરણ
ৰৈখিক মাত্ৰা,રેખીય પરિમાણ
ৰৈখিক সমীকৰণ,રેખીય સમીકરણ
ৰৈখিক ৰূপ,રેખીય સ્વરૂપ
ৰৈখিক ভগ্নাংশ ৰূপান্তৰ,રેખીય અપૂર્ણાંક પરિવર્તન
ৰৈখিক ফলন,રેખીય કાર્ય
ৰৈখিক কাৰ্য্যকৰী,રેખીય કાર્યાત્મક
ৰৈখিক গোট,રેખીય જૂથ
ৰৈখিক স্বাধীনতা,રેખીય સ્વતંત્રતા
ৰৈখিক স্বাধীন সম্পৰ্ক,રેખીય સ્વતંત્ર સંબંધ
ৰৈখিক বৈষম্য,રેખીય અસમાનતા
ৰৈখিক অসমতাপূৰ্ণ অৱভেদ্য সমীকৰণ,રેખીય અસંગત વિભેદક સમીકરણ
ৰৈখিক অখণ্ড সমীকৰণ,રેખીય અભિન્ન સમીકરણ
ৰৈখিক আন্তঃপ্ৰক্ষেপণ,રેખીય પ્રક્ષેપ
ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ,રેખીય લઘુત્તમ ચોરસ રીગ્રેશન વિશ્લેષણ
ৰৈখিকতা,રેખીયતા
ৰৈখিকভাৱে নিৰ্ভৰশীল,રેખીય રીતે નિર્ભર
ৰৈখিকভাৱে স্বাধীন,રેખીય રીતે સ્વતંત્ર
ৰৈখিক মেপিং,રેખીય મેપિંગ
ৰৈখিক ক্ৰম,રેખીય ક્રમ
ৰৈখিক ক্ৰমবিন্যাস,રેખીય ક્રમ
ৰৈখিক প্ৰগ্ৰেমিং,રેખીય પ્રોગ્રામિંગ
ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম,રેખીય પ્રોગ્રામિંગ અલ્ગોરિધમ
ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,રેખીય પ્રોગ્રામિંગ સમસ્યા
ৰৈখিক ৰিগ্ৰেছন,રેખીય રીગ્રેસન
ৰৈখিক ৰিগ্ৰেছন সহগ,રેખીય રીગ્રેસન ગુણાંક
ৰৈখিক সম্পৰ্ক,રેખીય સંબંધ
ৰৈখিক স্থান (=ভেক্টৰ স্থান),રેખીય જગ્યા (= વેક્ટર જગ્યા)
ৰৈখিক উপস্থান,રેખીય સબસ્પેસ
ৰৈখিক ৰূপান্তৰ,રેખીય પરિવર્તન
ৰৈখিক ধাৰা,રેખીય વલણ
ৰৈখিক নিৰপেক্ষ অনুমান,રેખીય નિષ્પક્ષ અંદાજ
ৰৈখিক বেগ,રેખીય વેગ
ৰেখাৰ অবিচ্ছেদ্য,રેખા અભિન્ન
ছেদক ৰেখা,આંતરછેદની રેખા
ৰিগ্ৰেছনৰ ৰেখা,રીગ્રેસનની રેખા
স্থানীয়কৃত ভেক্টৰ,સ્થાનિક વેક્ટર
স্থানীয় অনুকূল,સ્થાનિક શ્રેષ્ઠ
locus,સ્થાન
কুণ্ডা,લોગ
লগাৰিদমিক,લઘુગણક
লগাৰিদমিক সঠিকতা,લઘુગણક ચોકસાઈ
লগাৰিদমিক গণনা,લઘુગણક ગણતરી
লগাৰিদমিক বক্ৰ,લઘુગણક વળાંક
লগাৰিদমিক ডেৰাইভেটিভ,લઘુગણક વ્યુત્પન્ન
লগাৰিদমিক পাৰ্থক্য,લઘુગણક તફાવત
লগাৰিদমিক ফলন,લઘુગણક કાર્ય
লগাৰিদমিক গড় (=জ্যামিতিক গড়),લઘુગણક સરેરાશ (=ભૌમિતિક સરેરાશ)
লগাৰিদমিক স্বাভাৱিক বিতৰণ,લઘુગણક સામાન્ય વિતરણ
লগাৰিদমিক সম্পৰ্ক,લઘુગણક સંબંધ
লগাৰিদমিক স্কেল,લઘુગણક સ્કેલ
লগাৰিদমিক শৃংখলা,લઘુગણક શ્રેણી
লগাৰিদমিক সৰ্পিল (সমকোণীয় সৰ্পিল),લઘુગણક સર્પાકાર (સમાન કોણીય સર્પાકાર)
লগাৰিদমিক টেবুল (=লগ টেবুল),લઘુગણક કોષ્ટક (=લોગ ટેબલ)
লগাৰিদম (log),લઘુગણક (લોગ)
তর্ক শাস্ত্র,તર્ક
যুক্তিগতভাৱে সমতুল্য,તાર્કિક રીતે સમકક્ષ
লজিষ্টিক বক্ৰ,લોજિસ્ટિક વળાંક
lognormal বিতৰণ,સામાન્ય વિતરણ
দ্ৰাঘিমাংশ,રેખાંશ
খান্দৰি,લૂપ
লটাৰী,લોટરી
তলৰ বাৰ,નીચલી પટ્ટી
নিম্ন সীমা,ના જેટલું કે તેનાથી ઓછું
নিম্ন Riemann অখণ্ড,નીચલા રીમેન અભિન્ન
কম যোগফল,ઓછી રકમ
তলৰ ত্ৰিকোণীয় মেট্ৰিক্স,નીચલા ત્રિકોણાકાર મેટ્રિક્સ
মেকল’ৰিনৰ সম্প্ৰসাৰণ,મેકલોરિનનું વિસ્તરણ
যাদু সংখ্যা,જાદુઈ સંખ્યા
যাদু বৰ্গক্ষেত্ৰ,જાદુઈ ચોરસ
মাত্ৰা সীমা (=সীমিত পৰিমাণ),તીવ્રતા મર્યાદા (=મર્યાદિત તીવ્રતા)
মেইল কৰা প্ৰশ্নাৱলী,મેઇલ કરેલ પ્રશ્નાવલી
মেইল জৰীপ,મેલ મોજણી
majorant (উপৰ সীমা),મેજરન્ટ (ઉપલા બાઉન્ડ)
মুখ্য চাপ,મુખ્ય ચાપ
majorised ছেট,મોટા સમૂહ
বহুতো মূল্যৱান কাৰ্য্য,ઘણા મૂલ્યવાન કાર્ય
মানচিত্ৰ,નકશો
চেটটোত মেপ কৰক,સમૂહમાં નકશો
এটা গোটৰ মেপিং,સમૂહનું મેપિંગ
প্ৰান্তীয় সম্ভাৱনা,સીમાંત સંભાવના
গাণিতিক বিশ্লেষণ,ગાણિતિક વિશ્લેષણ
গাণিতিক যুক্তি,ગાણિતિક દલીલ
গাণিতিক কেন্দ্ৰ,ગાણિતિક કેન્દ્ર
গাণিতিক জটিলতা,ગાણિતિક જટિલતા
গাণিতিক অৰ্থনীতি,ગાણિતિક અર્થશાસ્ત્ર
গাণিতিক প্ৰত্যাশা,ગાણિતિક અપેક્ષા
গাণিতিক ৰূপ,ગાણિતિક સ્વરૂપ
গাণিতিক প্ৰণয়ন,ગાણિતિક રચના
গাণিতিক পৰিচয়,ગાણિતિક ઓળખ
গাণিতিক যুক্তি,ગાણિતિક તર્ક
গাণিতিক আৰ্হি,ગાણિતિક મોડેલ
গাণিতিক ধাৰণা,ગાણિતિક ખ્યાલ
মেট্ৰিক্স ডাইগনালাইজেচন,મેટ્રિક્સ ડિગોનલાઇઝેશન
মেট্ৰিক্স বিপৰীত,મેટ્રિક્સ વ્યસ્ત
মেট্ৰিক্স ওলোটা,મેટ્રિક્સ વ્યુત્ક્રમ
মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি,મેટ્રિક્સ પુનરાવર્તિત પદ્ધતિ
মেট্ৰিক্স পদ্ধতি,મેટ્રિક્સ પદ્ધતિ
মেট্ৰিক্স গুণন,મેટ્રિક્સ ગુણાકાર
ধ্ৰুৱকসমূহৰ মেট্ৰিক্স,સ્થિરાંકોનું મેટ્રિક્સ
ফলপ্ৰসূতাৰ মেট্ৰিক্স,અસરકારકતાનું મેટ્રિક્સ
মেট্ৰিক্স অপাৰেটৰ,મેટ્રિક્સ ઓપરેટર
মেট্ৰিক্স বহুপদ,મેટ્રિક્સ બહુપદી
মেট্ৰিক্স প্ৰিন্টিং,મેટ્રિક્સ પ્રિન્ટીંગ
মেট্ৰিক্স উৎপাদন,મેટ્રિક્સ ઉત્પાદન
সৰ্বাধিক কৰা হৈছে,મહત્તમ
নিচেই সৰহ ভাগ,મહત્તમ
সৰ্বোচ্চ নিৰপেক্ষ মান,મહત્તમ નિરપેક્ષ મૂલ્ય
সৰ্বোচ্চ F-অনুপাত,મહત્તમ F- ગુણોત્તર
সৰ্বোচ্চ সম্ভাৱনা,મહત્તમ સંભાવના
maxmin,મહત્તમ
maxmin মাপকাঠী,મહત્તમ માપદંડ
এটা ফাংচনৰ সৰ্বোচ্চ,કાર્યની મહત્તમ
মেক্সৱেল-বল্টজমেনৰ পৰিসংখ্যা,મેક્સવેલ-બોલ્ટ્ઝમેનના આંકડા
গড় বিচ্যুতি,સરેરાશ વિચલન
গড় বৰ্গ বিচ্যুতি,સરેરાશ ચોરસ વિચલન
গড় বৰ্গ ভুল,સરેરાશ ચોરસ ભૂલ
গড় মূল্য,સરેરાશ કિંમત
গড় মূল্য উপপাদ্য,સરેરાશ મૂલ્ય પ્રમેય
কুৰ্ট&#39;ছিছৰ পৰিমাপ,કર્ટોસિસનું માપ
মধ্যমীয়া,મધ્યક
মধ্যম কেন্দ্ৰ,મધ્ય કેન્દ્ર
mesokurtic বক্ৰ,મેસોકર્ટિક વળાંક
mesokurtosis,મેસોકર્ટોસિસ
বাৰ্তা,સંદેશ
প্রণালী,પદ્ધતિ
নিষ্কাশনৰ পদ্ধতি,દૂર કરવાની પદ્ધતિ
ওলোটা পদ্ধতি,વ્યુત્ક્રમની પદ્ધતિ
পুনৰাবৃত্তিৰ পদ্ধতি,પુનરાવર્તનની પદ્ધતિ
নূন্যতম বৰ্গৰ পদ্ধতি,ઓછામાં ઓછા ચોરસની પદ્ધતિ
ক্ষণৰ পদ্ধতি,ક્ષણોની પદ્ધતિ
একেধৰণৰ ত্ৰিভুজৰ পদ্ধতি,સમાન ત્રિકોણની પદ્ધતિ
ঠেকতম অৱতৰণৰ পদ্ধতি,સૌથી ઊભો ઉતરવાની પદ્ધતિ
যোগফলৰ পদ্ধতি,સમીકરણની પદ્ધતિ
অনিৰ্দিষ্ট সহগ পদ্ধতি,અનિર્ધારિત ગુણાંકની પદ્ધતિ
মেট্ৰিক স্থান,મેટ્રિક જગ્યા
মেট্ৰিক ব্যৱস্থা,મેટ્રિક સિસ્ટમ
মেট্ৰিক একক,મેટ્રિક એકમ
মাইক্ৰ’ তত্ত্ব,સૂક્ષ્મ સિદ્ધાંત
মাজ,મધ્ય
মধ্যকালীন কাৰ্যকাল,મધ્યમ ગાળા
মিড পইণ্ট,મધ્ય બિંદુ
মিড পইণ্ট সূত্ৰ,મધ્ય બિંદુ સૂત્ર
নূন্যতম বহুপদ,ન્યૂનતમ બહુપદી
minimax নীতি,ન્યૂનતમ સિદ્ધાંત
নূন্যতম,ન્યૂનતમ
নূন্যতম বিন্দু (বক্ৰৰ),ન્યૂનતમ બિંદુ (વળાંકનો)
নূন্যতম বহুপদ,ન્યૂનતમ બહુપદી
এটা ফাংচনৰ min,કાર્યની મિનિટ
ক্ষুদ্ৰ চাপ,નાની ચાપ
ক্ষুদ্ৰ অক্ষ,નાની અક્ષ
ক্ষুদ্ৰকৃত উপগোট,લઘુકૃત સબસેટ
বিয়োগ,માઈનસ
বিয়োগ চিহ্ন,બાદબાકીનું ચિહ્ન
মিশ্ৰিত ভগ্নাংশ,મિશ્ર અપૂર્ણાંક
মিশ্ৰিত কৌশল,મિશ્ર વ્યૂહરચના
ধৰণ,મોડ
মডুলাছ,મોડ્યુલસ
এটা জটিল সংখ্যাৰ মডুলাছ,જટિલ સંખ્યાનું મોડ્યુલસ
মুহূৰ্ত,ક્ષણ
মুহূৰ্ত সৃষ্টিকাৰী ফলন,મોમેન્ટ જનરેટીંગ ફંક્શન
এটা বলৰ মুহূৰ্ত,બળની ક્ષણ
কম্পাঙ্ক বিতৰণৰ মুহূৰ্ত,આવર્તન વિતરણની ક્ષણ
জড়তাৰ মুহূৰ্ত,જડત્વની ક્ષણ
গতিবেগৰ মুহূৰ্ত,વેગની ક્ષણ
গতিবেগ,વેગ
monomial,એકવિધ
একৰূপী,મોનોમોર્ફિક
একৰূপতা,મોનોમોર્ફિઝમ
monotone,એકવિધ
একস্বৰ বৃদ্ধি কৰা ক্ৰম,મોનોટોન વધતો ક્રમ
monotonically,એકવિધ રીતે
একঘেয়ামীভাৱে বৃদ্ধি কৰা নেট,એકવિધ રીતે વધતી જતી નેટ
একস্বৰত বৃদ্ধি কৰা ক্ৰম,એકવિધ રીતે વધતો ક્રમ
একঘেয়ামী কাৰ্য্য,એકવિધ કાર્ય
মন্টে কাৰ্লো গণনা,મોન્ટે કાર્લો ગણતરી
মণ্টে কাৰ্লো পদ্ধতি,મોન્ટે કાર્લો પદ્ધતિ
morra (খেল),મોરા (રમત)
মৃত্যুৰ পৰিসংখ্যা,મૃત્યુના આંકડા
আটাইতকৈ সম্ভাৱ্য,સૌથી વધુ સંભવિત
গতি,ગતિ
চলন্ত গড়,મૂવિંગ એવરેજ
এম-স্পেচ,એમ-સ્પેસ
অখণ্ডৰ বাবে M-পৰীক্ষা,ઇન્ટિગ્રલ માટે એમ-ટેસ્ટ
বহু সিদ্ধান্তৰ সমস্যা,બહુનિર્ણય સમસ્યા
বহুমাত্ৰিক স্বাভাৱিক বিতৰণ,બહુપરીમાણીય સામાન્ય વિતરણ
বহুমাত্ৰিক যাদৃচ্ছিক চলক,બહુપરીમાણીય રેન્ડમ ચલ
বহু-সূচকাংক পৰিবহণ সমস্যা,મલ્ટિ-ઇન્ડેક્સ પરિવહન સમસ્યા
বহুপদ,બહુપદી
বহুপদ বিতৰণ,બહુપદી વિતરણ
একাধিক,બહુવિધ
বহু পছন্দৰ সমস্যা,બહુવિધ પસંદગીની સમસ્યા
একাধিক সংযুক্ত ডমেইন,બહુવિધ કનેક્ટેડ ડોમેન
একাধিক সম্পৰ্ক,બહુવિધ સહસંબંધ
একাধিক কম্পাঙ্ক টেবুল,બહુવિધ આવર્તન કોષ્ટક
একাধিক অখণ্ড,બહુવિધ અભિન્ન
একাধিক সংহতি,બહુવિધ એકીકરણ
বহুবিধ ৰিগ্ৰেছন,બહુવિધ રીગ્રેસન
বহুবিধ ৰিগ্ৰেছন বিশ্লেষণ,બહુવિધ રીગ્રેસન વિશ્લેષણ
বহুবিধ ৰিগ্ৰেছন সহগ,બહુવિધ રીગ્રેસન ગુણાંક
বহুবিধ ৰিগ্ৰেছন সমীকৰণ,બહુવિધ રીગ્રેસન સમીકરણ
একাধিক মূল,બહુવિધ મૂળ
গুণন,ગુણાકાર
স্তম্ভৰ দ্বাৰা গুণন (নিৰ্ধাৰণকাৰীৰ),કૉલમ દ્વારા ગુણાકાર (નિર્ધારકનું)
শাৰীৰে গুণন (নিৰ্ণায়কৰ),પંક્તિઓ દ્વારા ગુણાકાર (નિર્ધારકનો)
গুণন গুণক,ગુણાકાર પરિબળ
গুণনীয়ক ফলন,ગુણાકાર કાર્ય
