Assamese,English
চাকৰিৰ ক্ৰমবিন্যাস,job sequencing
চাকৰিৰ টেবুল,job table
যোগদান কৰক (JOIN),join (JOIN)
যৌথ ফটোগ্ৰাফিক গোট (jpg),joint photographic group (jpg)
জাৰ্নেল,Journal
জয় লাঠি,joy stick
বিচাৰ কৰা,Judgement
জাপ মৰা,Jump
জাম্প নিৰ্দেশনা,jump instruction
জাম্পাৰ,Jumper
জংচন,Junction
আৱৰ্জনা,Junk
ন্যায্যতা প্ৰদান,Justification
k বাইট,k bytes
karnaugh মানচিত্ৰ,karnaugh map
karnaugh মানচিত্ৰ,karnaugh map
KB (কিলো বাইট),KB (Kilo Byte)
কাৰ্ণেল,Kernel
কাৰ্ণেল ধৰণ,kernel mode
কেৰ্নিং,Kerning
চাবি,Key
কী বৰ্ড,key board
কী বাউন্স,key bounce
কি ক্লিক কৰক,key click
কি সংকোচন,key compression
চাবি ডিষ্ক,key disk
কি&#39; এনক্ৰিপচন,key encryption
কী ফিল্ড,key field
কী ফাইল,key file
কী ফ্ৰেম,key frame
কী ব্যৱস্থাপনা,key management
কী পেড,key pad
কী পেড,key pad
মূল বাক্যাংশ,key phrase
কী পালছ,key pulse
কী পাঞ্চ,key punch
কী সজাই পৰাই তোলা,key sorting
কী ষ্ট্ৰ&#39;ক,key stroke
ৰূপান্তৰক সম্বোধন কৰিবলৈ চাবিকাঠি,key to address transformation
ডিষ্কলৈ চাবি,key to disk
ফ্লপিলৈ কি&#39;,key to floppy
টেপলৈ চাবি,key to tape
মূল শব্দ,key word
কিক,Kick
হত্যা,Kill
কিলোবিট,Kilobit
গাঁঠি,Knots
জ্ঞান ভিত্তিক তথ্য সেৱা,knowledge based information services
জ্ঞান আৱিষ্কাৰ,knowledge discovery
জ্ঞান আৱিষ্কাৰ ডাটাবেছ (KDD),knowledge discovery database (KDD)
জ্ঞান অভিযান্ত্ৰিকী,knowledge engineering
জ্ঞান ব্যৱস্থাপনা,knowledge management
জ্ঞান কৰ্মী,knowledge worker
লেন এডাপ্টাৰ,Lan adapter
লান চাৰ্ভাৰ,Lan server
LAN কৰ্মস্থলী,LAN workplace
ভূচিত্ৰ,Landscape
ভূচিত্ৰ,Landscape
ভাষা,Language
ভাষা দোভাষী,language interpreter
ভাষা প্ৰচেছৰ,language processor
ভাষা অনুবাদক,language translator
লেপটপ,Laptop
বৃহৎ পৰিসৰৰ সংহতি (lsi),large scale integration (lsi)
বৃহৎ পৰিসৰৰ সংহতি (LSI),large scale integration (LSI)
লেজাৰ,Laser
লেজাৰ প্ৰিন্টাৰ,laser printer
লাষ্ট ইন ফাৰ্ষ্ট আউট (LIFO),last in first out (LIFO)
স্তৰ,Layer
গাঁথনি,Layout
পাত,Leaf
পাতৰ ন&#39;ড,leaf node
পাতৰ ঠাই,leaf site
লীজ,Lease
লিজত দিয়া চেনেল,leased channel
লিজড লাইন,leased line
কম গুৰুত্বপূৰ্ণ বিট (lsb),least significant bit (lsb)
কম গুৰুত্বপূৰ্ণ অংক,least significant digit
লিগেচি চিষ্টেম,legacy system
লেমা,Lemma 
চিঠিৰ মান (LQ),letter quality (LQ)
লেক্সেম,Lexeme
লেক্সিকোগ্ৰাফী,Lexicography
পুথিভঁৰাল,Library
লাইব্ৰেৰী প্ৰগ্ৰেম,library program
লাইব্ৰেৰী উপ-ৰুটিন,library sub-routine
অনুজ্ঞাপত্ৰ চুক্তি,licence agrement
লাইট এমিটাৰ ডাইঅ&#39;ড (LED),light emitter diode (LED)
লাইট বন্দুক,light gun
লাইট পেন,light pen
লাইন এডাপ্টাৰ,line adapter
শাৰী সম্পাদনা,line editing
লাইন প্ৰিন্টাৰ,line printer
ৰৈখিক,Linear
প্ৰতি মিনিটত লাইন (LPM),lines per minute (LPM)
লিংক,Link
লিংক কৰা তালিকা,linked list
LINUX,LINUX
লিকুইড ক্রিষ্টাল ডিছপ্লে (LCD),liquid crystal display (LCD)
তালিকা প্ৰক্ৰিয়াকৰণ,list processing
আক্ষৰিক,Literal
জীয়াই থকা,Live
লাইভ ন&#39;ড,live node
ভাৰ,Load
লোড মডিউল,load module
স্থানীয়,Local
স্থানীয় প্ৰৱেশ,local access
স্থানীয় এলেকা নেটওয়ার্ক (Lan),local area network (Lan)
স্থানীয় সংজ্ঞা,local definition
স্থানীয় বিনিময়,local exchange
স্থানীয় স্মৃতিশক্তি,local memory
স্থানীয় ধৰণ,local mode
স্থানীয় চলক,local variable
তলা,Lock
লক কৰা ফাইল,locked file
লগ ইন=লগ অন কৰক,log in=log on
লগ অফ-লগ আউট,log off-log out
লগিং,Logging
যুক্তি বিশ্লেষক,logic analyser
লজিক বোমা,logic bomb
লজিক কাৰ্ড,logic card
লজিক চাৰ্ট (ফ্ল&#39; চাৰ্ট),logic chart (flow chart)
লজিক বৰ্তনী,logic circuit
লজিক ডিজাইন,logic design
লজিক ডায়েগ্ৰাম,logic diagram
লজিক ফ্ল&#39; চাৰ্ট,logic flow chart
লজিক ফাংচন,logic function
লজিক গেট,logic gate
লজিক প্ৰগ্ৰেমিং,logic programming
লজিক শিফ্ট,logic shift
লজিক অৱস্থা,logic state
লজিক চুইচ,logic switch
লজিক ইউনিট,logic unit
যুক্তিসংগত,Logical
লজিকেল সংযোগ,logical connection
লজিকেল ডাটা গঠন,logical data structure
লজিকেল ডায়েগ্ৰাম,logical diagram
লজিকেল এক্সপ্ৰেচন,logical expression
লজিকেল ফ্ল&#39; চাৰ্ট (ফ্ল&#39; চাৰ্ট),logical flow chart (flow chart)
লজিকেল IF,logical IF
লজিকেল অপাৰেচন,logical operation
লজিকেল অপাৰেটৰ,logical operator
যুক্তিসংগত সম্পৰ্ক,logical relation
যুক্তিসংগত আঁচনি,logical scheme
যুক্তিসংগত চিহ্ন,logical symbol
লজিকেল টাইপ,logical type
লজিকেল মান,logical value
লজিকেল ভেৰিয়েবল,logical variable
আগলৈ চাওক কঢ়িয়াই লৈ ফুৰে,look ahead carry
look ahead set,look ahead set
চোৱা,Look-up
খান্দৰি,Loop
লুপ নিয়ন্ত্ৰণ,loop control
লুপ আৰম্ভণি,loop initialization
লুপ পৰিবৰ্তন,loop modification
লুপ নেটৱাৰ্ক,loop network
লুপ আৰম্ভ,loop start
লুপ টাৰ্মিনেচন,loop termination
লুপ-বেক পৰীক্ষা,loop-back test
শিথিলভাৱে সংযুক্ত,loosely coupled
ক্ষতিহীন সংকোচন,lossless compression
ক্ষতিকাৰক সংকোচন,lossy compression
কম বাইট,low byte
নিম্নস্তৰৰ ভাষা,low level language
লো পাছ ফিল্টাৰ,low pass filter
নিম্ন সীমা,lower bound
mac প্ৰটোকল (মধ্যমীয়া অভিগম নিয়ন্ত্ৰণ),mac protocol (medium access control)
যন্ত্ৰ,Machine
মেচিনৰ ঠিকনা,machine address
মেচিন ক&#39;ড,machine code
মেচিন চক্ৰ,machine cycle
মেচিন নিৰ্ভৰশীল ভাষা,machine dependent language
মেচিন নিৰ্ভৰশীল চফ্টৱেৰ,machine dependent software
মেচিনৰ ভুল,machine error
মেচিনৰ অচল সময়,machine idle time
মেচিন স্বাধীন ভাষা,machine independent language
মেচিনৰ নিৰ্দেশনা,machine instruction
মেচিন বুদ্ধিমত্তা,machine intelligence
মেচিন ভাষা,machine language
মেচিন লাৰ্নিং,machine learning
মেচিন অপাৰেচন,machine operation
যন্ত্ৰমুখী ভাষা,machine oriented language
মেচিন চলোৱা,machine run
মেচিন চিমুলেচন,machine simulation
মেচিন নষ্ট সময়,machine spoiled time
মেচিন অনুবাদ,machine translation
মেচিন শব্দ,machine word
মেক্ৰ&#39; (=মেক্ৰ&#39; নিৰ্দেশনা),macro (=macro instruction)
মেক্ৰ&#39; যুক্তি,macro argument
মেক্ৰ&#39; সমাবেশ প্ৰগ্ৰেম,macro assembly program
মেক্ৰ&#39; কল,macro call
মেক্ৰ&#39; ক&#39;ড,macro code
মেক্ৰ&#39; কমাণ্ড,macro command
মেক্ৰ&#39; ঘোষণা,macro declaration
মেক্ৰ&#39; সংজ্ঞা,macro definition
মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট,macro flow chart
মেক্ৰ&#39; জেনেৰেটৰ,macro generator
মেক্ৰ&#39; নিৰ্দেশনা,macro instruction
মেক্ৰ&#39; ভাষা,macro language
মেক্ৰ&#39; লাইব্ৰেৰী,macro library
মেক্ৰ&#39; প্ৰাচল,macro parameter
মেক্ৰ&#39; প্ৰচেছিং,macro processing
মেক্ৰ&#39; প্ৰচেছৰ,macro processor
মেক্ৰ&#39; প্ৰগ্ৰেমিং,macro programming
মেক্ৰ&#39; প্ৰ&#39;ট&#39;টাইপ,macro prototype
মেক্ৰ&#39;-ক&#39;ডিং,Macro-coding
মেগাবাইট (MB),magabyte (MB)
যাদু চৰিত্ৰ,magic character
যাদু সংখ্যা,magic number
চুম্বকীয় বুদবুদ স্মৃতিশক্তি,magnetic bubble memory
চুম্বকীয় কাৰ্ড,magnetic card
চুম্বকীয় কোষ,magnetic cell
চুম্বকীয় চৰিত্ৰ,magnetic character
চুম্বকীয় কোৰ সংৰক্ষণ,magnetic core storage
চুম্বকীয় ডিস্ক,magnetic disk
চুম্বকীয় ডিষ্কৰ ঠিকনা,magnetic disk address
চুম্বকীয় ডিষ্ক মেমৰি,magnetic disk memory
চুম্বকীয় ড্ৰাম,magnetic drum
চুম্বকীয় এনকোডিং,magnetic encoding
চুম্বকীয় মূৰ,magnetic head
চুম্বকীয় চিয়াঁহী,magnetic ink
চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR),magnetic ink character recognition (MICR)
চুম্বকীয় মাধ্যম,magnetic media
চুম্বকীয় পঢ়া,magnetic reading
চুম্বকীয় ৰেকৰ্ডিং,magnetic recording
চুম্বকীয় সংৰক্ষণ,magnetic storage
চুম্বকীয় ষ্ট্ৰিপ,magnetic strip
চুম্বকীয় টেপ,magnetic tape
চুম্বকীয় টেপ কাৰ্টিজ,magnetic tape cartridge
চুম্বকীয় টেপ ড্ৰাইভ,magnetic tape drive
চুম্বকীয় টেপ হেডাৰ,magnetic tape header
চুম্বকীয় টেপ লাইব্ৰেৰিয়ান,magnetic tape librarian
চুম্বকীয় টেপ পৰিবহণ,magnetic tape transport
চুম্বকীয় টেপ ইউনিট,magnetic tape unit
চুম্বকীয় পাতল ফিল্ম,magnetic thin film
চুম্বকীয় ট্ৰেক,magnetic track
চুম্বকীয় অপটিক সংৰক্ষণ,magneto optic storage
চুম্বকীয় প্ৰিন্টাৰ,magnetographic printer
চুম্বকীয় ষ্ট্ৰিকচন,Magnetostriction
magnetostrictive টেবলেট,magnetostrictive tablet
মেইল বাকচ,mail box
মেইল মাৰ্জ কৰক,mail merge
মূল নিয়ন্ত্ৰণ একক,main control unit
মূল ফ্ৰেম,main frame
মূল ফ্ৰেম ব্যৱস্থা,main frame system
মূল স্মৃতিশক্তি,main memory
মূল কাৰ্যসূচী,main program
মূল সংৰক্ষণ,main storage
মূল চুইচ,main switch
ব্যৱস্থাপনা,Maintenance
ৰক্ষণাবেক্ষণ পেনেল,maintenance panel
ৰক্ষণাবেক্ষণৰ সময়,maintenance time
মুখ্য চক্ৰ,major cycle
মুখ্য ডিভাইচ,major device
মুখ্য চাবি,major key
প্ৰধান ৰাজ্য,major state
মুখ্য গঠন,major structure
ডাঙৰ কাম,major task
সংখ্যাগৰিষ্ঠ উপাদান,majority element
সংখ্যাগৰিষ্ঠতা গেট,majority gate
সংখ্যাগৰিষ্ঠতা অপাৰেচন,majority operation
মেকআপ সময়,makeup time
বিজুতিৰ ৰুটিন,malfunction routine
ব্যৱস্থাপনা বিকাশ,management development
ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS),management information system (MIS)
ব্যৱস্থাপনা বিজ্ঞান,management science
মানচেষ্টাৰ ক&#39;ডিং,Manchester coding
মেনিফল্ডিং,Manifolding
হেতালি খেলা চলক,manipulated variable
সূচীভুক্তকৰণত হেতালি খেলা,manipulating indexing
মানুহ-যন্ত্ৰৰ অনুকৰণ,man-machine simulation
মেনুৱেল ঠিকনা চুইচ,manual address switch
হাতৰ দ্বাৰা বিশ্লেষণ কৰা,manual analysis
হাতৰ দ্বাৰা উত্তৰ দিয়া,manual answering
হাতৰ দ্বাৰা প্ৰৱেশ কৰা,manual entry
মেনুৱেল এক্সচেঞ্জ,manual exchange
মেনুৱেল ইনপুট,manual input
মেনুৱেল অপাৰেচন,manual operation
বহুতৰ পৰা বহুতৰ সম্পৰ্ক,many to many relationship
বহুত এটা ডিকোডাৰলৈ,many to one decoder
মানচিত্ৰ পদ্ধতি,map method
মেপিং,Mapping
প্ৰান্ত,Margin
মাৰ্জিন ভুল,margin error
প্ৰান্তীয় পৰীক্ষা,marginal check
প্ৰান্তীয় পৰীক্ষা,marginal test
চিহ্ন ধৰা পেলোৱা,mark detection
মাৰ্ক ৰিডিং,mark reading
স্কেনিং চিহ্নিত কৰক,mark scanning
মাৰ্ক চেন্স,mark sense
মাৰ্কাৰ,Marker
চিহ্নিত কৰা,Marking
চিহ্নিত কৰা তৰংগ,marking wave
মাৰ্কভ শৃংখল,markov chain
মাৰ্কভ উৎস,markov source
মাৰ্ক-আপ ভাষা,mark-up language
মাছেৰ,Maser
মাছেৰ,Maser
মুখা,Mask
মাস্ক বিট,mask bit
মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ,mask programmable device
মাস্ক ৰেজিষ্টাৰ,mask register
মাস্ক কৰা ROM,masked ROM
মাস্কিং,Masking
গণ তথ্য,mass data
গণ স্মৃতিশক্তি,mass memory
বৃহৎ পৰিমাণে সমান্তৰাল,massively parallel
মাষ্টৰ,Master
মাষ্টাৰ কাৰ্ড,master card
মাষ্টাৰ ঘড়ী,master clock
মাষ্টাৰ কনছল,master consol
মাষ্টাৰ ডাটা,master data
মাষ্টাৰ ডায়েগ্ৰাম,master diagram
মাষ্টাৰ ফাইল,master file
মাষ্টাৰ গ্ৰুপ,master group
মাষ্টাৰ কি&#39;,master key
মাষ্টাৰ লাইব্ৰেৰী টেপ,master library tape
মাষ্টাৰ প্ৰচেছৰ,master processor
মাষ্টাৰ প্ৰগ্ৰেম,master program
মাষ্টাৰ ষ্টেচন,master station
মাষ্টাৰ টেপ,master tape
মাষ্টাৰ টাৰ্মিনেল,master terminal
মাষ্টাৰ/স্লেভ ডিভাইচ,master/slave device
মাষ্টাৰ/স্লেভ ব্যৱস্থা,master/slave system
মিল থকা,Match
মিল থকা,Matching
গাণিতিক প্ৰগ্ৰেমিং,mathematical programming
গাণিতিক অনুকৰণ,mathematical simulation
মেট্ৰিক্স,Matrix
মেট্ৰিক্স প্ৰিন্টাৰ,matrix printer
মেট্ৰিক্স চুইচ,matrix switch
মেট্ৰিক্স টেবুল,matrix table
maxi কম্পিউটাৰ,maxi computer
মেক্সিকম্পিউটাৰ,Maxicomputer
সৰ্বোচ্চ উপাদান,maximal element
maxterm (মানক যোগফলৰ সময়সীমা),maxterm (standard sum term)
maxwell ডেমন,maxwell daemon
অৰ্থ,Mean
গড় মেৰামতিৰ সময়,mean repair time
বিফলতাৰ মাজৰ গড় সময় (MTBF),mean time between failure (MTBF)
বিফলতাৰ মাজৰ গড় সময় (MTBF),mean time between failure (MTBF)
বিফলতাৰ সময় বুজাইছে,mean time to failure
মেৰামতিৰ বাবে সময়,mean time to repair
মেৰামতিৰ বাবে গড় সময় (MTTR),mean time to repair (MTTR)
মধ্যমীয়া পৰিসৰৰ সংহতি (MSI),medium scale integration (MSI)
মধ্যমীয়া পৰিসৰৰ সংহতি (MSI),medium scale integration (MSI)
মধ্যমকালীন সংৰক্ষণ ডিভাইচ,medium term storage device
প্ৰতি ছেকেণ্ডত মেগাবিট (MB Ps),megabit per second (MB Ps)
সদস্য বস্তু,member object
সদস্যৰ ৰেকৰ্ড,member record
স্মৃতি,Memory
মেমৰি এৰে,memory array
মেমৰি বেংক,memory bank
মেমৰি বাফাৰ ৰেজিষ্টাৰ,memory buffer register
মেমৰি বাছ,memory bus
মেমৰি কাৰ্ড,memory card
স্মৃতিশক্তি কোষ,memory cell
মেমৰি কম্পেকচন,memory compaction
মেমৰি কোৰ,memory core
স্মৃতি চক্ৰ,memory cycle
মেমৰি ডাটা ৰেজিষ্টাৰ,memory data register
মেমৰি ডাম্প,memory dump
স্মৃতি বিনিময়,memory exchange
স্মৃতিশক্তিৰ স্তৰ,memory hierarchy
স্মৃতিশক্তিৰ নিৰ্দেশনা,memory instruction
স্মৃতিশক্তি ব্যৱস্থাপনা,memory management
মেমৰি মেপ,memory map
মেমৰি মেপ কৰা I/O,memory mapped I/O
মেমৰি মডেল,memory model
মেমৰি মডিউল,memory module
মেমৰি পইণ্টাৰ ৰেজিষ্টাৰ,memory pointer register
মেমৰি শক্তি,memory power
স্মৃতিশক্তি সুৰক্ষা,memory protection
মেমৰি ৰেফাৰেন্স নিৰ্দেশনা,memory reference instruction
মেমৰি ৰেচিডেন্ট প্ৰগ্ৰেম,memory resident program
মেমৰি ইউনিট,memory unit
মেনু,Menu
মেনু বাৰ,menu bar
মেনু ড্ৰাইভ,menu drive
মেনু নিৰ্বাচন,menu selection
মেনু-চালিত প্ৰগ্ৰেম,menu-driven program
মাৰ্জ কৰক,Merge
মাৰ্জ এক্সচেঞ্জ sort,merge exchange sort
merge sort,merge sort
মাৰ্জিং কৰা,Merging
মেছ নেটৱৰ্ক,mesh network
বাৰ্তা প্ৰেৰণ কৰা,Messagaing
বাৰ্তা,Message
বাৰ্তা প্ৰমাণীকৰণ,message authentication
বাৰ্তা বাকচ,message box
বাৰ্তা বৰ্তনী,message circuit
বাৰ্তা বিন্যাস,message format
বাৰ্তাৰ হেডাৰ,message header
বাৰ্তা ধৰণ,message mode
বাৰ্তা পাছ কৰা,message passing
বাৰ্তা ভোটদান,message polling
বাৰ্তা শাৰী,message queue
বাৰ্তা চুইচ,message switch
বাৰ্তাৰ লিখনী,message text
বাৰ্তা স্থানান্তৰ এজেন্ট,message transfer agent
মেটা এছেম্বলাৰ,meta assembler
মেটা ক্লাছ,meta class
মেটা সংকলন,meta compilation
meta কম্পাইলাৰ,meta compiler
মেটা ভাষা,meta language
মেটা নেটৱাৰ্ক,meta network
মেটা চিস্টেম,meta system
প্রণালী,Method
মহানগরীয় এলাকা নেটওয়ার্ক (MAN),metropolitan area network (MAN)
মাইক্ৰ&#39;,Micro
মাইক্ৰ&#39; ক&#39;ড,micro code
মাইক্ৰ&#39; কম্পিউটাৰ,micro computer
মাইক্ৰ&#39; নিয়ন্ত্ৰক,micro controller
মাইক্ৰ&#39; চক্ৰ,micro cycle
মাইক্ৰ&#39; ইলেক্ট্ৰনিক মেকানিকেল চিষ্টেম (MEMS),micro electronic mechanical system (MEMS)
মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স,micro electronics
মাইক্ৰ&#39; ক্ষুদ্ৰ অনুমোদন,micro miniauthorization
মাইক্ৰ&#39; অৰ্ডাৰ,micro order
মাইক্ৰ&#39;/মেইনফ্ৰেম লিংক,micro/mainframe link
মাইক্ৰ&#39;চিপ,Microchip
মাইক্ৰ&#39;ক&#39;বল,Microcobol
মাইক্ৰ&#39;ক&#39;ড,Microcode
মাইক্ৰ&#39;ফিচ,Microfiche
মাইক্ৰ&#39;ফ্লপি,Microfloppy
মাইক্ৰ&#39;ফৰ্ম ৰিডাৰ,microform reader
মাইক্ৰ&#39;ফ্ৰেম,Microframe
মাইক্ৰ&#39;গ্ৰাফিক্স,Micrographics
মাইক্ৰ&#39;ফোন,Microphone
মাইক্ৰ’ফটোগ্ৰাফ,Microphotograph
মাইক্ৰ&#39;প্ৰচেছিং ইউনিট,microprocessing unit
মাইক্ৰ&#39;প্ৰচেছৰ,Microprocessor
মাইক্ৰ&#39;প্ৰচেছৰ চিপ,microprocessor chip
মাইক্ৰ&#39;প্ৰচেছৰ কম্পাইলাৰ,microprocessor compiler
মাইক্ৰ&#39;প্ৰচেছৰ ইউনিট (MPU),microprocessor unit (MPU)
মাইক্ৰ&#39;প্ৰগ্ৰেম,Microprogram
মাইক্ৰ&#39;ছিকুৱেন্স,Microsequence
মাইক্ৰ’ছফ্ট,Microsoft
মাইক্ৰ&#39;ছফ্ট উইণ্ড&#39;সমূহ,microsoft windows
মাইক্ৰৱেভ,Microwave
মাইক্ৰৱেভ লিংক,microwave link
মাইক্ৰৱেভ প্ৰসাৰণ,microwave propagation
মধ্যম ব্যৱস্থাপনা,middle management
মিডলৱেৰ,Middleware
মিডিকম্পিউটাৰ,Midicomputer
মিডপইন্ট,Midpoint
মিডটাৰ্ম,Midterm
প্ৰব্ৰজনৰ পথ,migration path
প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS),million instructions per second (MIPS)
মিনি কম্পিউটাৰ,minicomputer
মিনিডিস্কেট,Minidiskette
নূন্যতম কাৰ্ণেল,minimal kernel
নূন্যতম উৎপাদন,minimal product
নূন্যতম গছ,minimal tree
minimax (নূন্যতম-সৰ্বোচ্চ) এলগৰিদম,minimax (min-max) algorithm
minimax পদ্ধতি,minimax procedure
নূন্যতম খৰচ স্পেনিং গছ,minimum cost spanning tree
নূন্যতম বিলম্ব ক&#39;ডিং,minimum latency coding
সৰু ডিভাইচ,minor device
মিন্টেৰিম,Minterim
বিয়োগ পতাকা,minus flag
বিয়োগ পতাকা,minus flag
বিয়োগ জ&#39;ন,minus zone
আইনা,mirror
মিৰ&#39;ৰ চাইট,mirror site
মিশ্ৰিত-মূল সংকেত,mixed-radix notation
মিক্সাৰ,Mixer
স্মৃতিভ্ৰংশ,Mnemonic
mnemonic ঠিকনা,mnemonic address
স্মৃতিশক্তি,Mnemonics
ম’বাইল,Mobile
মোবাইল কম্পিউটিং,mobile computing
নমুনা,Model
মোডলেছ সম্পাদক,modeless editor
মডেলিং,Modelling
মডেম,Modem
মধ্যমীয়া,Moderate
মডাৰেচন,Moderation
মডাৰেটৰ,Moderator
পৰিৱৰ্তিত নিৰ্দেশনা,modified instruction
পৰিৱৰ্তক,Modifier
পৰিবৰ্তক বিট,modifier bit
শুধৰা,Modify
মডুলাৰ,Modular
মডুলাৰিটি,Modularity
মডুলেচন,Modulation
মডিউল,Module
মডিউল স্থাপত্য,module architecture
কাৰোবাৰ ওপৰত চকু ৰখা,Monitor
নিৰীক্ষণ কাৰ্য্যসূচী,monitoring program
মনোক্ৰ&#39;ম প্ৰদৰ্শন,monocrome display
একক সংহত বৰ্তনী,monolithic integrated circuit
একক প্ৰযুক্তি,monolithic technology
monospace ফন্ট,monospace font
মনোষ্টেবল,Monostable
একচেটিয়াতা,Monotoricity
মৰ্ফ,Morph
মৰ্ফিম,Morpheme
মৰ্ফিজম,Morphism
বন্ধক,Mortgage
mosfet (MOSFET) গেস্টবুক,mosfet (MOSFET)
আটাইতকৈ উল্লেখযোগ্য বিট,most significant bit
মাদাৰ বৰ্ড,mother board
মাতৃ পঞ্জীয়ন,mother register
চলচ্চিত্ৰ,motion picture
চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG),motion picture experts group (MPEG)
মাউন্ট,Mount
নিগনি,Mouse
পদক্ষেপ লোৱা,Move
move চৰিত্ৰ,move character
এম এছ-ড’ছ,MS-DOS
এম এছ-উইণ্ড’জ,MS-Windows
বহু দিশ,multi aspect
মাল্টি প্ৰচেছৰ,multi processor
মাল্টি প্ৰগ্ৰেমিং,multi programming
মাল্টি টাস্কিং,multi tasking
মাল্টিবাছ,Multibus
মাল্টিকাষ্ট,Multicast
মাল্টিকাষ্ট ঠিকনা,multicast address
মাল্টিকাষ্টিং,Multicasting
মাল্টিচিপ,Multichip
মাল্টিক্স,Multics
মাল্টিজব অপাৰেচন,multijob operation
বহুস্তৰীয় স্মৃতিশক্তি,multilevel memory
মাল্টিমিডিয়া প্ৰযুক্তি,multimedia technology
মাল্টিম&#39;ড,Multimode
একাধিক,Multiple
একাধিক নিখুঁততা,multiple precision
বহুবিধ ৰিগ্ৰেছন,multiple regression
মাল্টিপ্লেক্স,Multiplex
মাল্টিপ্লেক্স মোড,multiplex mode
মাল্টিপ্লেক্সাৰ,Multiplexer
মাল্টিপ্লেক্সিং,Multiplexing
মাল্টিপইন্ট নেটৱৰ্ক,multipoint network
মাল্টিপ্ৰচেছিং,Multiprocessing
মাল্টিপ্ৰচেছৰ চিস্টেম,multiprocessor system
বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME),multipurpose internet mail extention (MIME)
বহুসূচী,Multischedule
মাল্টিষ্টেচন,Multistation
মাল্টিথ্ৰেডিং,Multithreading
বহুমূল্যযুক্ত যুক্তি,multivalued logic
বহুচলকীয় বিশ্লেষণ,multivariate analysis
মাল্টিভাইব্ৰেটৰ,Multivibrator
পাৰস্পৰিক বৰ্জন,mutual exclusion
পাৰস্পৰিক তথ্য,mutual information
সহজ-সৰল ব্যৱহাৰকাৰী,naïve user
নাম চাৰ্ভাৰ,name server
NAND অপাৰেচন,NAND operation
নেনো,Nano
সংকীৰ্ণ বেণ্ড,narrow band
ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি,national information infrastructure
ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (NAND NISO),National Information Standards Organization (NAND NISO)
স্থানীয় ক&#39;ড,native code
স্থানীয় কম্পাইলাৰ,native compiler
স্থানীয় চফ্টৱেৰ,native software
প্ৰাকৃতিক কম্পাইলাৰ,natural compiler
প্ৰাকৃতিক ভাষা প্ৰক্ৰিয়াকৰণ,natural language processing
প্ৰাকৃতিক ভাষাৰ প্ৰশ্ন,natural language querry
প্ৰাকৃতিক সংখ্যা,natural number
নেভিগেচন,Navigation
নেভিগেটৰ,Navigator
ঋণাত্মক যুক্তি,negative logic
নেষ্টেড লুপ,nested loop
নেষ্টেড মেক্ৰ&#39;সমূহ,nested macros
জাল,Net
নেট ঠিকনা,net address
নেট নাগৰিক,net citizen
নেটস্কেপ নেভিগেটৰ,netscape navigator
নে&#39;টৱৰ্ক অভিগম নিয়ন্ত্ৰণ,network access control
নে&#39;টৱৰ্ক আৰ্কিটেকচাৰ,network architecture
নে&#39;টৱৰ্ক নথিপত্ৰপ্ৰণালী (NFS),network file system (NFS)
নেটৱাৰ্ক অখণ্ডতা,network integrity
নেটৱাৰ্ক আন্তঃসংযোগ,network interconnection
নে&#39;টৱৰ্ক স্তৰ,network layer
নেটৱাৰ্ক ব্যৱস্থাপনা,network management
নে&#39;টৱৰ্ক টপোলজি,network topology
নে&#39;টৱৰ্ক ভাৰ্চুৱেল টাৰ্মিনেল,network virtual terminal
নিৰপেক্ষ ৰিলে,neutral relay
নিৰপেক্ষ সংক্ৰমণ,neutral transmission
নতুন শাৰী আখৰ,new line character
নতুন সিঙ্ক,new sync
NFS/নেটৱৰ্ক নথিপত্ৰ,NFS/network file
নিবল,Nibble
ন&#39;ৰ পৰিপূৰক,nine's complement
ন&#39;ড,Node
হুলস্থূল,Noise
শব্দ ধৰণ,noise mode
শব্দহীন ক&#39;ডিং,noiseless coding
অনিৰ্দিষ্টতাবাদ,non determinism
অ বিতৰণমূলক,non distributive
খালী নহোৱা ছেট,non empty set
নন প্ৰাইম,non prime
অ-পাৰস্পৰিক ক্ৰিয়াশীল,Non-interactive
অ-টাৰ্মিনেল ব্যৱস্থা,non-terminal system
অস্বাভাৱিক স্মৃতিশক্তি,non-volatile memory
অস্বাভাৱিক ৰাম,non-volatile ram
নন-ৱেইটেড ক&#39;ড,non-weighted code
NOP নিৰ্দেশনা,NOP instruction
NOR,NOR
NOR গেট,NOR gate
স্বাভাৱিক,Normal
স্বাভাৱিককৰণ,Normalization
নৰ্মালাইজাৰ,Normalizer
NOR-অপাৰেচন,NOR-operation
নহয়,NOT
বৰ্তনী নহয়,NOT circuit
