Hindi,Telugu
लसीकाभ अंग,లింఫోయిడ్ అవయవం
लसीकाभ ऊतक,లింఫోయిడ్ కణజాలం
लसीकागुल्म,లింఫోమా
वीणाकार,లైరేట్
लाइसर्जिक अम्ल डाइएथलामाइड,లైసెర్జిక్ యాసిడ్ డైత్లామైడ్ (L.S.D.)
लाइसीन,లైసిన్
"लयनकाय, लाइसोसोम",లైసోజోమ్
लाइसोजाइम,లైసోజైమ్
मैकाका,మకాకా
मैक्रोब्रैकियम,మాక్రోబ్రాచియం
गुरुविकास,స్థూల పరిణామం
बृहद्जनन,మాక్రోజెనిసిస్
बृहत्णु कोलॉइड,స్థూల కణాల కొల్లాయిడ్
महाअणु,స్థూల కణాలు
गुरुकेंद्रक,మాక్రోన్యూక్లియస్
बृहत् पोषक,మాక్రోన్యూట్రియంట్
महाभक्षक,పెద్దగా తినేది
महाभक्षकाणु,మాక్రోఫాగిసైట్
महाभक्षी,మాక్రోఫాగస్
"महाभक्षकता, महाभक्षिता",మాక్రోఫాగి
बृहत् पादप,మాక్రోఫైట్
मैक्रोपस,మాక్రోపస్
मैकुला,మాక్యులా
पीत मैकुला,మాకులా లూటియా
मैग्नीशियम,మెగ్నీషియం
चुंबकीय अनुनाद प्रतिबिंबन,అయస్కాంత తరంగాల చిత్రిక
आवर्धन,మాగ్నిఫికేషన్
आवर्धित प्रतिबिंब,మాగ్నిఫైడ్ ఇమేజ్
आवर्धक लेन्स,భూతద్దం
आवर्धन क्षमता,భూతద్దం
मैग्नोलिया,మాగ్నోలియా
मैग्नोलिएसी,మాగ్నోలియాసి
मागुर,మాగూర్
"कुमारी केश फ़र्न, मैडेन हैयर पर्णांग",తొలి జుట్టు ఫెర్న్ (అడియాంటం)
बड़ी खाँच,మేజర్ గాడి
मुख्य ऊतक सुसंगति संमिश्र,ప్రధాన హిస్టోకాంపాబిలిటీ కాంప్లెక్స్
प्रमुख परासरण-अपघट्यक,ప్రధాన ఓస్మోలైట్
दीर्घ शिखर,ప్రధాన శిఖరం
"नर, पुं-",పురుషుడు
नर शंकु,మగ కోన్
नर युग्मकोद्भिद्,మగ గేమ్‌టోఫైట్
नर जनन-छिद्र,మగ జననేంద్రియ ఎపర్చరు
नर पूर्वकेंद्रक,మగ ప్రోన్యూక్లియస్
कुरचित पत्तियाँ,హానికరమైన ఆకు
मैलिक अम्ल,మాలిక్ ఆమ్లం
दुर्दम कोशिका,ప్రాణాంతక కణం
दुर्दम अर्बुद,ప్రాణాంతక కణితి
नीलसर,మల్లార్డ్
"मुद्गर, मैलियस",మల్లెయస్
मैलपीगी कणिका,మాల్పిగియన్ కార్పస్కిల్
मैलपीगी नलिका,మాల్పిగియన్ గొట్టం
माल्टोस,మాల్టోస్
माल्वेलीज,మాల్వాల్స్
स्तनधारी,క్షీరదం
मैमेलिया,క్షీరదం
स्तनी - गर्भ,క్షీర పిండం
स्तनग्रंथि,పాలని ఉత్పతి చేయు స్త్రీ గ్రంది
स्तनरूप,క్షమాపణ
"चिबुकास्थि, मैंडिबल",మాండబుల్
चिबुक ग्रंथि,మాండిబ్యులర్ గ్రంథి
मैंगनीज,మాంగనీస్
मैंजीफेरा इंडिका,మాంగిఫెరా ఇండికా
"गरान, मैंग्रोव",మడ అడవులు
मानव-निर्मित कृषि पारितंत्र,మానవ నిర్మిత వ్యవసాయ పర్యావరణ వ్యవస్థ
मानवनिर्मित अनाज,మానవ నిర్మిత తృణధాన్యాలు
मेनैन,మన్నన్
"प्रावार, मैंटल",మాంటిల్
"हस्त, हाथ",మనుస్
"मैपिल, पुतली",మాపుల్
मार्शैन्टिया,మార్చాంటియా
सीमांत,ఉపాంత
मरिजुआना,గంజాయి
समुद्री जीवविज्ञान,మెరైన్ బయాలజీ
समुद्री पक्षी,మెరైన్ బర్డ్
समुद्री समुदाय,సముద్ర సంఘం
समुद्री अकशेरुकी,మెరైన్ అకశేరుకాలు
"मरीनो पुंमेष, मरीनो मेंढा",మారినో రామ్
चिह्नक,మార్కర్
बाजार अपशिष्ट,మార్కెట్ వ్యర్థాలు
मज्जा गुहा,మజ్జ కుహరం
कच्छ,మార్ష్
कच्छ-शाद्वल अवस्था,మార్ష్-మీడో స్టేజ్
वनस्पति-रहित कच्छ,వృక్షసంపద లేకుండా మార్ష్
शिशुधानी छछुंद,మార్సుపియల్ మోల్
शिशुधानी विकिरण,మార్సుపియల్ రేడియేషన్
शिशुधानी चूहा,మార్సుపియల్ ఎలుక
"शिशुधानी, फलधानी",మార్సుపియం
व्यापक विलोपन,సామూహిక విలుప్తత
संहति प्रवाह,ద్రవ్యరాశి ప్రవాహం
संहति प्रवाह परिकल्पना,సామూహిక ప్రవాహ పరికల్పన
मास्ट कोशिका,మాస్ట్ సెల్
प्रधान ऐगार प्लेट,మాస్టర్ అగర్ ప్లేట్
प्रधान प्लेट,మాస్టర్ ప్లేట్
मातृ मृत्युदर,తల్లి మరణాల రేటు
"संगम, मैथुन",సంభోగం
आधात्री,మాతృక
परिपक्व ग्रंथिका,పరిపక్వ నాడ్యూల్
"नीलशोण रंग, नीलशोण वर्ण",మావ్ కలర్
"जंभिका, मैक्सिला",మాక్సిల్లా
"जंभिका स्पर्शक, मैक्सिलरी स्पर्शक",మాక్సిలరీ పాల్ప్
अधिकतम वहन क्षमता,గరిష్ట మోసే సామర్థ్యం
मिएन्ड्रिना,మెన్డ్రినా
आयुर्विज्ञान,వైద్య శాస్త్రం
चिकित्सीय गर्भसमापन,గర్భం యొక్క వైద్య రద్దు (MTP)
चिकित्सीय अनुलेखन,వైద్య లిప్యంతరీకరణ
चिकित्सीय सहायता से प्रसव,వైద్యపరంగా సహాయక డెలివరీ
औषध,ఔషధం
आयुर्विज्ञान,ఔషధం
काय चिकित्सा,ఔషధం
"मध्यांश, मेडुला, मज्जा",మెడుల్లా
"मेडुला आब्लॉन्गेटा, (आयतरूप मज्जा)",మెడుల్లా ఆబ్లోంగటా
मज्जा पिरैमिड,మెడుల్లరీ పిరమిడ్
मज्जायुक्त,మెడుటెడ్
मेडूसा,మెడుసా
महाकेंद्रक कोशिका,మెగా కార్యోసైట్
मेगाप्लैज्मिड,మెగాప్లాస్మిడ్
गुरुबीजाणुधानी,మెగాస్పోరంగియం
गुरुबीजाणुपर्ण,మెగాస్పోరోఫిల్
माइबोमी ग्रंथि,మీబోమియన్ గ్రంథి
युग्मकजन कोशिका,మీయోసైట్
अर्धसूत्रण,మియోసిస్
"समैकांतरण, मेटाजेनिसिस",మెటాజెనిసిస్
मेलानिनी शलभ,మెలానిక్ చిమ్మట
मेलानिन कोशिका,మెలనోసైట్
मेलानिन कोशिका उद्दीपक हॉर्मोन,మెలనోసైట్ స్టిమ్యులేటింగ్ హార్మోన్ (MSH)
मेलानिन कोशिका उद्दीपक निर्मोचक हॉर्मोन,మెలనోసైట్ స్టిమ్యులేటింగ్ విడుదల హార్మోన్ (MSRH)
"मैलानिनार्बुद, मैलानोमा",మెలనోమా
मेलॉइडोजिन इन्कॉग्निटा,మెలోయిడోజైన్ అజ్ఞాత
झिल्ली परिबद्ध,పొర కట్టుబడి
झिल्ली लिपिड,మెంబ్రేన్ లిపిడ్
कला पारगम्यता,పొర పారగమ్యత
कला-विभव,పొర సంభావ్యత
"कला लेब्रिंथ, कला गहन",పొర చిక్కైన
कलामय परत,పొర షీట్
स्मृति कोशिका,మెమరీ సెల్
मेन्डेल नियम,మెండెల్ యొక్క చట్టం
मेन्डेलीय विकार,మెండెలియన్ రుగ్మత
"तानिका, मस्तिष्कावरण",మెనింగే
"तानिकाशोथ, मेनिंजाइटिस",మెనింజైటిస్
आर्तव चक्र,ఋతు చక్రం
मानसिक विक्षिप्तता,మానసిక ప్రియమైన
मानसिक मंदता,మానసిక మాంద్యము
पारद विषाक्तता,మెర్క్యురీ పాయిజనింగ్
विभज्योतक,మెరిస్టెమ్
विभज्योतक कोशिका,మెరిస్టెమాటిక్ సెల్
विभज्योतकी क्षेत्र,మెరిస్టెమాటిక్ ప్రాంతం
विभज्योतक वृद्धि,మెరిస్టెమాటిక్ పెరుగుదల
अंशस्रावी ग्रंथि,మెరోక్రిన్ గ్రంథి
मीरोमायोसिन,మెరోమియోసిన్
मेरीचिप्पस,మెరిచిప్పస్
वृषणयोजिनी,మెస్మార్చియం
"मध्यमस्तिष्क, मीसेनसेफेलॉन",మెసెన్సెఫలాన్
मध्योतक ऊतक,మెసెన్చైమల్ కణజాలం
"मध्यांत्र, मेसेन्ट्रॉन",మెసెంటెరాన్
"आंत्रयोजनी, मेसेन्टरी",మెసెంటరీ
आर्द्र अवस्था,మెసిక్ కండిషన్
मध्यफलभित्ति,మీసోకార్ప్
"मध्यजन स्तर, मेसोडर्म",మీసోడెర్మ్
"मध्यश्लेषस्तर, मीजोग्लिया",మెసోగ్లోయా
मीसोहिप्पस,మెసోహెప్పస్
पर्णमध्योतक कोशिका,మెసోఫిల్ సెల్
"मध्यकाय, मीजोसोम",మీసోసోమ్
मध्यवक्षीय,మెసోథొరాసిక్
मध्यवक्ष,మెసోథొరాక్స్
"अंडाशय योजनी, मीसोवेरियम",మెసోవరియం
मध्यजीवी महाकल्प,మెసోజోయిక్ శకం
दूत आर. एन. ए.,మెసెంజర్ RNA
उपापचयी अभिवाह,జీవక్రియ ప్రవాహం
उपापचयी पथ,జీవక్రియ మార్గం
उपापचयित,జీవక్రియ
उपापचय,జీవక్రియ
उपापचयी स्वांगीकारक,జీవక్రియ అస్సిమిలేటరీ
"करभिका, मेटाकार्पल",మెటాకార్పాల్
मध्यकेंद्री,మెటాసెంట్రిక్
विविधरंजक कणिका,మెటాక్రోమాటిక్ గ్రాన్యూల్
"धातु सूची, धातु सुई",మెటల్ సూది
धात्विक ऑक्साइड,లోహ ఆక్సైడ్
विखंडावस्था,మెటామెరిజం
कायांतरण,మెటామార్ఫోసిస్
पश्च वृक्कक,మెటాన్‌ఫ్రిడియం
मध्यावस्था,మెటాఫేస్
मध्यावस्था प्लेट,మెటాఫేస్ ప్లేట్
मध्यावस्थीय पट्टिका,మెటాఫాసిక్ ప్లేట్
उत्तरसमष्टि,మెటాపోపులేషన్
परास्थापन,మెటాస్టాసిస్
उपापचय,మెటాస్టాసిస్
प्रपदिका,మెటాటార్సల్
पश्चवक्षीय,మెటాథొరాసిక్
पश्चवक्ष,మెటాథొరాక్స్
"उत्तरजंतु, मेटाजोअन प्राणी",మెటాజోవాన్లు
"मेटेन्सेफेलॉन, अनुमध्यमस्तिष्क",మెటాఎన్సెఫలోన్
परास्थापित होना,మెటాస్టాసైజ్
मेथाडोन,మెథడోన్
मेट्हीमोग्लोबिन,మెథెమోగ్లోబిన్
मेट्हीमोग्लोबिन-रक्तता,మెథెమోగ్లోబినిమియా
मेथेन,మీథేన్
मैथेनोबैक्टीरियम,మిథనోబాక్టీరియం
"मेथैनजन, मेथेनजनक",మెథనోజెన్
मेथिल पारा,మిథైల్ మెర్క్యురీ
मेथिलित आच्छद,మిథైలేటెడ్ టోపీ
मेथिलीन ब्लू,మిథిలీన్ బ్లూ
मेथिलोफिलस,మిథైలోఫిలస్
"मेथिलोट्रॉफस, मेथिलपोषी",మిథైలోట్రోఫస్
सूक्ष्मपोषक,మైక్రోన్యూట్రియంట్
सूक्ष्मजीव,సూక్ష్మజీవి
सूक्ष्मप्रवर्धन,మైక్రోప్రొపగేషన్
सूक्ष्मतकनीक,మైక్రోటెక్నిక్
सूक्ष्मसंरचनात्मक ह्रास,మైక్రోఆర్కిటెక్చరల్ క్షీణత
सूक्ष्मजीव,సూక్ష్మజీవుల సంపర్కము
सूक्ष्मजीवी क्लोनन,సూక్ష్మజీవుల క్లోనింగ్
सूक्ष्मजीवी वनस्पतिजात्,సూక్ష్మజీవుల వృక్షజాలం
सूक्ष्मजैविकी,మైక్రోబయాలజీ
सूक्ष्मपिंड,మైక్రోబాడీ
सूक्ष्मजलवायु,మైక్రోక్లైమేట్
सूक्ष्मविकास,మైక్రోస్పూషన్
सूक्ष्मतंतुक,మైక్రోఫిలమెంట్
सूक्ष्मजीवाश्म,మైక్రోఫొసిల్
सूक्ष्मअंतःक्षेपण,మైక్రోఇన్జెక్షన్
सूक्ष्मजीव,సూక్ష్మజీవి
"मेथिलोट्रॉफस, मेथिलपोषी",మిథైలోట్రోఫస్
सूक्ष्मपोषक,మైక్రోన్యూట్రియంట్
सूक्ष्मजीव,సూక్ష్మజీవి
सूक्ष्मभक्षी,మైక్రోఫాగస్
सूक्ष्मभक्षकता,మైక్రోఫాగి
बीजांडद्वारी सिरा,మైక్రోపైలర్ ముగింపు
बीजांडद्वार,మైక్రోపైల్
अंडद्वार,మైక్రోపైల్
सूक्ष्मद्वार,మైక్రోపైల్
सूक्ष्मअनुषंगी,మైక్రోసాటిలైట్
सूक्ष्मदर्शी,సూక్ష్మదర్శిని
सूक्ष्मदर्शिकी,మైక్రోస్కోపీ
माइक्रोस्पर्मी,మైక్రోస్పెర్మే
सूक्ष्मगोलक,మైక్రోస్పియర్
लघुबीजाणुधानी,మైక్రోస్పోరింగియం
चतुष्की लघुबीजाणु,మైక్రోస్పోర్ టెట్రాడ్
लघुबीजाणुपर्ण,మైక్రోస్పోర్ఫిల్
माइक्रोस्पोरम,మైక్రోస్పోరం
"सूक्ष्मकर्तक, माइक्रोटोम",మైక్రోటోమ్
सूक्ष्मनलिका त्रिक,మైక్రోట్యూబుల్ ట్రిపుల్
सूक्ष्मनलिका द्विक,మైక్రోటూబ్యూల్ డబుల్
सूक्ष्मांकुर,మైక్రోవిల్లి
मूत्रण,మిక్చురిషన్
मध्यमस्तिष्क,మిడ్‌బ్రేన్
मध्यअनुमस्तिष्क वृंतक,మిడిల్ సెరెబెల్లార్ పెడన్కిల్
मध्यकर्ण,మధ్య చెవి
मध्य पटलिका,మిడిల్ లామెల్లా
मध्यांत्र,మిడ్‌గట్
धातृ भेक,మంత్రసాని టోడ్
प्रवासी,వలస
"प्रवास, अभिगमन",వలస
दुग्ध शर्करा,పాలు చక్కెర
दुग्ध उत्पादक ग्रंथि,పాలు ఉత్పత్తి చేసే గ్రంథి
"मिलेट (ज्वार, बाजरा आदि)",మిల్లెట్
प्रति लिटर मिलीओसमॉल,లీటరుకు మిల్లియోస్మోల్
मिल्वस,మిల్వస్
अनुहरण,మిమిక్రీ
मिनामाता रोग,మినామాటా వ్యాధి
खनिज,ఖనిజ
खनिज तत्व,ఖనిజ మూలకం
खनिज-पोषण,ఖనిజ పోషణ
खनिजन,ఖనిజీకరణ
मिनरलो कॉर्टिकॉइड,ఖనిజ కార్టికాయిడ్
लघु चुंबक,సూక్ష్మ అయస్కాంతం
"खनन प्रचालन, खनन संक्रिया",మైనింగ్ ఆపరేషన్
लघुअनुषंगी,మినిసాటెలైట్
छोटी खाँच,మైనర్ గాడి
मध्यनूतन,మియోసిన్
माइयोहिप्पस,మియోహిప్పస్
मिराबिलिस,మిరాబిలిస్
"न्यूनीकरण, अल्पीकरण",తీవ్రతను తగ్గించడం
"सूत्रकणिका, माइटोकॉन्ड्रिया",మైటోకాండ్రియా
सूत्रकणिकीय आधात्री,మైటోకాన్డ్రియల్ మ్యాట్రిక్స్
"सूत्रीविभाजन, समसूत्रण",మైటోసిస్
मिट्रल कपाट (द्विवलनी कपाट),మిత్వసి
मिश्रित ग्रंथि,మిశ్రమ గ్రంథి
मिश्रित तंत्रिकाएँ,మిశ్రమ నరాలు
"मिश्रपोषित, मिश्रपोषी",మిక్సోట్రోఫిక్
चल वाहक,మొబైల్ క్యారియర్
चल स्रोत,మొబైల్ మూలం
गतिशीलता,మొబిలిటీ
मध्यम क्षति,మితమైన గాయం
आधुनिक आयुर्विज्ञान,ఆధునిక medicine షధం
आधुनिक समाज,ఆధునిక సమాజం
अपरिवर्तनशीलता,సవరణ
रूपांतरित द्विसंकर अनुपात,సవరించిన డైహీబర్డ్ నిష్పత్తి
रूपांतरित जड़,సవరించిన రూట్
"अभिनियंत्रित करना, मॉडुलेट",మాడ్యులేట్
कार्य मॉडुलन,చర్య యొక్క మాడ్యులేషన్
मॉडुलक पदार्थ,మాడ్యులేటర్ పదార్ధం
नमी,తేమ
नमी-न्यूनता,తేమ లోటు
चर्वणक,మోలార్ పళ్ళు
"दाढ़, चर्वणक",మోలార్
छछुंद,మోల్
तिल,మోల్
गोल,మోల్
"मोल, ग्राम अणु",కన్నము
अणुजैविकी,అణు జీవశాస్త్రం
आण्विक आनुवंशिक विश्लेषण,పరమాణు జన్యు విశ్లేషణ
आण्विक स्तर,పరమాణు స్థాయి
आण्विक दूत,మాలిక్యులర్ మెసెంజర్
आण्विक गति,పరమాణు కదలిక
आण्विक नाइट्रोजन गैस,పరమాణు నత్రజని వాయువు
आण्विक संगठन,మాలిక్యులర్ ఆర్గనైజేషన్
आण्विक कैंची,మాలిక్యులర్ కత్తెర
आण्विक शल्यकार्य विधि,పరమాణు శస్త్రచికిత్స విధానం
आण्विक सीवन,మాలిక్యులర్ కుట్టు
अणु,అణువు
"मृदुकवची, मोलस्क प्राणी",మొలస్క్
मौलस्कहारी,మొలస్సివరస్
मॉलिब्डेनम,మాలిబ్డినం
मोमोर्डिका,మోమోర్డికా
मोनैन्ड्रिया (एकपुंकेसरी वर्ग),మొనాండ్రియా
"एकपुमंगता, एकपुंधानिता",మొనాండ్రీ
मोनैस्कस परप्यूरियस,మొనాస్కస్ పర్పురియస్
मोनेरा,మోనెరా
मालाकार,మోనిలిఫార్మ్
मॉनीटर,మానిటర్
मॉनीटर करना,మానిటర్
एकस्तरी,మోనో పొర
एकसंघी,మోనోఅడెల్ఫస్
एकक्षारकी फॉस्फेट,మోనోబాసిక్ ఫాస్ఫేట్
एकलकोरकी,మోనోబ్లాస్టిక్
एकलशाखी,మోనోకాసియల్
एकपरिदलपुंजी,మోనోక్లామిడియస్
एकसिस्ट्रोनी,మోనోసిస్ట్రోనిక్
एकक्लोनी प्रतिरक्षी,మోనోక్లోనల్ యాంటీబాడీ
मानोकॉकस,మోనోకాకస్
एकबीजपत्र,మోనోకోటిలెడాన్
एकगुहिक,మోనోసిస్టిక్
मोनोसिस्टिस,మోనోసిస్టిస్
"एकलाणु, मोनोसाइट",మోనోసైట్
उभयलिंगाश्रयी,మోనోసియస్
मोनोग्राफ,మోనోగ్రాఫ్
एकसंकर,మోనోహైబ్రిడ్
एकलक,మోనోమర్
एकलकी G-ऐक्टिन,మోనోమెరిక్ జి-ఆక్టిన్
मोनोसैकेराइड,మోనోసాకరైడ్
मोनोसोडियम लवण,మోనోసోడియం ఉప్పు
एकसूत्री,మోనోసోమిక్
एकशुक्राणुता,మోనోస్పెర్మీ
एकबीजाणु परिवर्धन,మోనోస్పోరిక్ అభివృద్ధి
मोनोट्रोपा,మోనోట్రోపా
एकयुग्मजी सर्वसम यमज,మోనోజైగోటిక్ ఒకేలాంటి జంట
मॉन्ट्रियल संधि,మాంట్రియల్ ఒప్పందం
"भावदशा विकार, मूड विकार",మూడ్ డిజార్డర్
मोरिंगा,మోరింగ
अंगांतरण (अंगांतरणी),మర్మమైన ప్రేరకములు
मॉर्फीन,మార్ఫిన్
संरचनाविकास,మోర్ఫోజెనిసిస్
आकारिकी अनुकूलन,పదనిర్మాణ అనుసరణ
आकारिकी,పదనిర్మాణ శాస్త్రం
"मोर्स कूट, मोर्स कोड",మోర్స్ కోడ్
मृत्यु दर,మరణాలు
मर्त्यता,మరణాలు
मृत्यु,మరణాలు
मोजेकता,మొజాయిసిజం
मोजेक दृष्टि,మొజాయిక్ విజన్
मॉस,నాచు
शलभ,చిమ్మట
मातृ अक्ष,తల్లి అక్షం
"अनुकल्प, रुपांकन, मोटिफ",మూలాంశం
गतिशील रूप,మోటైల్ రూపం
चल बीजाणु,మోటైల్ బీజాంశం
प्रेरक रेशा,మోటారు ఫైబర్
प्रेरक न्यूरॉन,మోటారు న్యూరాన్
फफूंद,అచ్చు
गति,ఉద్యమం
चलन गति,లోకోమోషన్ యొక్క కదలిక
M-प्रावस्था वर्धक कारक,M- ఫేజ్ ప్రమోటింగ్ ఫ్యాక్టర్ (MPF)
मृगल,MRIGAL
म्यूकोपेप्टाइड,మ్యూకోపెప్టైడ్
म्यूकोप्रोटीन,మ్యూకోప్రొటీన్
म्यूकर,శ్లేష్మ
श्लेष्मला-संबद्ध लसीकाभ ऊतक,శ్లేష్మ సంబంధిత కణ కణజలం
श्लेष्मा झिल्ली,శ్లేష్మం పొర
श्लेष्मा ग्रंथि,శ్లేష్మ గ్రంధి
श्लेष्मल झिल्ली (श्लेष्मिका),శ్లేష్మపొర
"आवाज़ दबाना, दबी हुई आवाज़",మఫ్లింగ్ శబ్దం
म्यूलेरी अनुहरण,ముల్లెరియన్ మిమిక్రీ
बहुकोशिकीय जीव,మల్టీసెల్యులర్ జీవి
बहुरंगी प्रतिदीप्ति,మల్టీకోలూర్ ఫ్లోరోసెన్స్
"बहुशिरीय, बहुशिरामय",మల్టీకాస్టేట్
बहुविखंडन,మల్టీఫిషన్
मल्टीलोड - 375,మల్టీలోడ్ - 375
बहुकेंद्रकी,మల్టీన్యూక్లియేట్
मल्टीओव्युलेटी टेरेस्ट्रिस,మల్టీయోవ్యులాటే భూభాగం
बहुअंडोत्सर्जी,మల్టీయోవ్యులేట్
बहुपरजीविता,మల్టీపారాసిటిస్
बहुप्रजक,మల్టీపరస్
बहुशाखी,మల్టీపరస్
"बहु विकल्पी, बहुऐलील",బహుళ యుగ్మ వికల్పం
बहुविकल्पता,బహుళ అల్లెలిజం
बहुखंडन,బహుళ విచ్ఛిత్తి
बहुअंडोत्सर्ग भ्रूण अंतरण तकनीक,బహుళ అండోత్సర్గము పిండం బదిలీ సాంకేతికత (MOET)
गुणन,గుణకారం
गुणात्मक वृद्धि,గుణకార పెరుగుదల
बहुध्रुवी तंत्रिका कोशिका,మల్టీపోలార్ నరాల కణం
"बहुध्रुवी तंत्रिएक, बहुध्रुवी न्यूरॉन",మల్టీపోలార్ న్యూరాన్
बहुप्रयोजी यंत्र,బహుళార్ధసాధక పరికరం
"गलसुआ, कर्णमूलरोथ",గవదబిళ్ళ
"मूषजाति, म्यूरीन",మురేన్
मस्का डोमेस्टिका,మస్కా డొమెస్టికా
मस्किडी,మస్సిడే
पेशी रेश,కండరాల ఫైబర్
पेशी शिथिलन,కండరాల సడలింపు
पेशी ऊतक,కండరాల కణజాలం
पेशीय,కండర
पेशी दुष्पोषण,కండరాల బలహీనత
पेशी अपविकास,కండరాల బలహీనత
पेशी पाद,కండరాల పాదం
पेशीय गति,కండరాల ఉద్యమం
पेशीय तनाव,కండరాల ఉద్రిక్తత
पेशीय,మస్కులారిస్
अंत पेशी,మస్కులారిస్ ఎక్స్‌ట్రీమా
पेशीन्यास,కండరాల
"छत्रक, मशरुम",పుట్టగొడుగు
"मस्ल, शंबु",ముస్సెల్
उत्परिवर्तजन,ముటాజెన్
उत्परिवर्ती विकल्पी,ఉత్పరివర్తన యుగ్మ వికల్పం
उत्परिवर्तन,మ్యుటేషన్
उत्परिवर्ती प्रजनन,మ్యుటేషన్ పెంపకం
उत्परिवर्तन सिद्धांत,మ్యుటేషన్ సిద్ధాంతం
सहोपकारिता,పరస్పరవాదం
परस्पर लाभकारी,పరస్పర లాభదాయకం
गंभीर पेशीदुर्बलता,మస్తెనియా గ్రావిస్
"कवकजाल, माइसीलियम",మైసిలియం
माइकोबैक्टीरियम,మైకోబాక్టీరియం
कवकांश,మైకోబియోంట్
माइकोइक अम्ल,మైకోయిక్ ఆమ్లం
माइकोप्लाज़्मा,మైకోప్లాస్మా
कवकमूल,మైకోరిజా
कवकमूलीय,మైకోరైజల్
मायलेनसेफैलॉन,మైలెన్సెఫలాన్
मायलिन आच्छद,మైలిన్ కోశం
"माइलिनयुक्त, माइलिनित",మైలినేటెడ్
पेशी हृद्स्तर रेशा,మయోకార్డియల్ ఫైబర్
हृद्पेशी धमनी रोधगलन,మయోకార్డియల్ ఇన్ఫార్క్షన్
मध्य हृद् स्तर,మయోకార్డియం
पेशीयउपकला,మైయోపీథీలియం
"पेशीरेशक, मायोफाइब्रिल",మైయోఫిబ్రిల్
पेशीजनित क्रियाविधि,మయోజెనిక్ విధానం
मायोग्लोबिन,మయోగ్లోబిన్
पेशीस्तर,మయోమెట్రియం
मायोसिन,మైయోసిన్
मिरिस्टिकेसी,మైరిస్టికేసి
चींटीरागिता,Myrmecophily
वम्ररागिता,మైక్సోమైసెట్స్ సభ్యుడు
प्रपद,మెటాటార్సస్
एन-ऐसीटिल गैलेक्टोसऐमीन,ఎన్-ఎసిటైల్ గెలాక్టోసమైన్
नाजा,నాజా
नैनोग्राम,నానోగ్రామ్
नैफ्थेलीन,నాఫ్తలీన్
कुंभी-रूप जड़,నేపిఫార్మ్ రూట్
नारावेलिया,నారవేలియా
"स्तब्धक, स्वापक, नार्कोटिक",మాదకద్రవ్య
नासा कोश,నాసికా శాక్
नासाग्रसनी,నాసోఫారింక్స్
अनुकुंचन,నాగరికత
अनुकुंचन प्रकार,నాస్టిక్ రకం
जन्मदर,పుట్టిన రేటు
राष्ट्रीय एड्स नियंत्रण संगठन (नाको),నేషనల్ ఎయిడ్స్ కాంట్రాల్ ఆర్గనైజేషన్ (నాకో)
"राष्ट्रीय उद्यान, नेशनल पार्क",జాతీయ ఉద్యానవనం
राष्ट्रीय बीज निगम,నేషనల్ విత్తన సంస్థ
प्राकृत प्रतिजन,స్థానిక యాంటిజెన్
प्राकृत शैल,స్థానిక రాక్
स्थानीय जाति,స్థానిక జాతులు
प्राकृतिक बंधुता,సహజ అనుబంధం
प्राकृतिक कालप्रभावन,సహజ వృద్ధాప్యం
प्राकृतिक विलोपन,సహజ విలుప్తత
प्राकृतिक वृद्धि,సహజ పెరుగుదల
प्राकृतिक मारक कोशिका,సహజ కిల్లర్ సెల్
प्राकृतिक गतिचालक,సహజ పేస్‌మేకర్
प्राकृतिक पीड़क नियंत्रण,సహజ తెగులు నియంత్రణ
प्राकृतिक विज्ञान,సహజ శాస్త్రం
प्राकृतिक वरण,సహజమైన ఎన్నిక
प्राकृतिक जगत्,సహజమైన ప్రపంచం
प्राकृतिक क्षेत्र,సహజ జోన్
"प्राकृति वैज्ञानिक, प्रकृतिविज्ञ",ప్రకృతి శాస్త్రవేత్త
"मतली, उत्क्लेश",వికారం
"ग्रीवा, गर्दन",మెడ
कंठ,మెడ
ऊतकक्षय,నెక్రోసిస్
मकरंद चूषण,తేనె పీల్చటం
मकरंदधारी,నెక్టరీఫారస్
मकरंद कोष,నెక్టరీ
पोषी कोशिका,నెక్టరీ
नेक्ट्यूरस,నెక్టరస్
नकारात्मक (संदमनकारी) पारस्परिक क्रिया,ప్రతికూల (నిరోధం) పరస్పర చర్య
ऋणात्मक पुनर्भरण,వ్యతిరేకమైన ఫీడ్ బ్యాక్
ऋणावेशित,ప్రతికూలంగా ఛార్జ్ చేయబడింది
निमैटहेल्मिनथीज,నెమథాలెమింత్స్
सूत्रकृमि,నెమటోడ్
नववृद्धि,నియోప్లాజమ్
अर्बुद,నియోప్లాజమ్
नेपेन्थेसी,నేపెంటాసి
नेपेन्थीस,నేపెంటెస్
वृक्कक,నెఫ్రిడియా
वृक्कक-नाल,నెఫ్రెడియల్ కెనాల్
वृक्ककरंध्र,నెఫ్రోడియోపోర్
"वृक्काणु, नेफ्रॉन",నెఫ్రాన్
वृक्ककमुख,నెఫ్రోస్టోమ్
नेप्ट्यून चषक,నెప్ట్యూన్ కప్
"कनेर, नीरियम",నెరియం
तंत्रिका कोशिका,నాడీ కణాలు
तंत्रिका आवेग,నరాల ప్రేరణ
तंत्रिका वलय,నరాల ఉంగరం
तंत्रिका-तंत्र,నాడీ వ్యవస్థ
मध्यजनस्तर,నెసోడెర్మ్
नीसेरिया गोनोरि,నెస్సేరియా గోనేరియా
