Odiya,Kannada
ଅସମ୍ଭବ,ಅಸಂಭವ
ଅନୁପଯୁକ୍ତ,ಅನುಚಿತ
ଅନୁପଯୁକ୍ତ ବିଭାଜନ |,ಅನುಚಿತ ವಿಭಜನೆ
ଅନୁପଯୁକ୍ତ ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ (= ଅସୀମ ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍),ಅನುಚಿತ ಡಬಲ್ ಅವಿಭಾಜ್ಯ (= ಅನಂತ ಡಬಲ್ ಇಂಟಿಗ್ರಲ್)
ଅନୁପଯୁକ୍ତ କାରକ |,ಅಸಮರ್ಪಕ ಅಂಶ
ଅନୁପଯୁକ୍ତ ଭଗ୍ନାଂଶ,ಅಸಮರ್ಪಕ ಭಾಗ
ଅନୁପଯୁକ୍ତ ସର୍ବାଧିକ,ಅನುಚಿತ ಗರಿಷ್ಠ
ଅନୁପଯୁକ୍ତ ସର୍ବନିମ୍ନ,ಅನುಚಿತ ಕನಿಷ್ಠ
ଅନୁପଯୁକ୍ତ ଘୂର୍ଣ୍ଣନ,ಅನುಚಿತ ತಿರುಗುವಿಕೆ
ଉନ୍ନତି ମାଟ୍ରିକ୍ସ,ಸುಧಾರಣೆ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ପ୍ରେରଣା,ಉದ್ವೇಗ
ପ୍ରେରଣାଦାୟକ ଶକ୍ତି |,ಹಠಾತ್ ಶಕ್ತಿ
ପ୍ରେରଣାଦାୟକ ଚାପ |,ಹಠಾತ್ ಒತ್ತಡ
ଇମ୍ପୁଲସିଭ୍ ଟେନସନ |,ಹಠಾತ್ ಒತ್ತಡ
ପ୍ରେରଣାଦାୟକ ରେଞ୍ଚ |,ಹಠಾತ್ ವ್ರೆಂಚ್
ଗଣିତ ମୂଲ୍ୟ,ಆಪಾದಿತ ವೆಚ್ಚ
ଅପାରଗତା |,ಅಸಮರ್ಪಕತೆ
ଘଟଣା ତରଙ୍ଗ,ಘಟನೆ ತರಂಗ
ଏକ ଭେକ୍ଟରର ପ୍ରବୃତ୍ତି |,ವೆಕ್ಟರ್ನ ಒಲವು
କକ୍ଷପଥର ପ୍ରବୃତ୍ତି |,ಕಕ್ಷೆಯ ಇಳಿಜಾರು
ପ୍ରବୃତ୍ତି |,ಇಳಿಜಾರು
ପ୍ରବୃତ୍ତ,ಒಲವು
ପ୍ରବୃତ୍ତ ବିମାନ |,ಇಳಿಜಾರಾದ ವಿಮಾನ
ଅନ୍ତର୍ଭୁକ୍ତ |,ಒಳಗೊಂಡಿತ್ತು
ଅନ୍ତର୍ଭୂକ୍ତ,ಸೇರ್ಪಡೆ
ଅସମ୍ପୂର୍ଣ୍ଣ ଗାମା କାର୍ଯ୍ୟ,ಅಪೂರ್ಣ ಗಾಮಾ ಕಾರ್ಯ
ଅସଙ୍ଗତି |,ಅಸಂಗತತೆ
ଅସଙ୍ଗତ,ಅಸಮಂಜಸ
ଅସଙ୍ଗତ ପରିସଂଖ୍ୟାନ |,ಅಸಮಂಜಸ ಅಂಕಿಅಂಶ
ଅସଙ୍ଗତ ସିଷ୍ଟମ୍ |,ಅಸಮಂಜಸ ವ್ಯವಸ್ಥೆ
ଭୁଲ,ತಪ್ಪು
ଭୁଲ ନିଷ୍ପତ୍ତି,ತಪ್ಪು ನಿರ್ಧಾರ
ବଢିବା,ಹೆಚ್ಚಳ
ବ function ୁଥିବା କାର୍ଯ୍ୟ,ಹೆಚ್ಚುತ್ತಿರುವ ಕಾರ್ಯ
ବୃଦ୍ଧି,ಹೆಚ್ಚಳ
ଅନିର୍ଦ୍ଦିଷ୍ଟ କାଳ ପାଇଁ |,ಅನಿರ್ದಿಷ್ಟ
ଅନିର୍ଦ୍ଦିଷ୍ଟ ରୂପ |,ಅನಿರ್ದಿಷ್ಟ ರೂಪ
ଅନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |,ಅನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
ଅନିର୍ଦ୍ଦିଷ୍ଟ ମାଟ୍ରିକ୍ସ |,ಅನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଅନିର୍ଦ୍ଦିଷ୍ଟ ଚତୁର୍ଭୁଜ ଫର୍ମ |,ಅನಿರ್ದಿಷ್ಟ ಚತುರ್ಭುಜ ರೂಪ
ସ୍ୱାଧୀନତା,ಸ್ವಾತಂತ್ರ್ಯ
ସ୍ୱାଧୀନ ଘଟଣା,ಸ್ವತಂತ್ರ ಘಟನೆ
ସ୍ independent ାଧୀନ କାର୍ଯ୍ୟ,ಸ್ವತಂತ್ರ ಕಾರ್ಯ
ସ୍ independent ାଧୀନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ಸ್ವತಂತ್ರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ସ୍ୱାଧୀନ ଭେରିଏବଲ୍ |,ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್
ସ୍ independent ାଧୀନ ଭାରିଏଟ୍ |,ಸ್ವತಂತ್ರ ವೈವಿಧ್ಯ
ଅନିର୍ଦ୍ଦିଷ୍ଟତା |,ಅನಿಶ್ಚಿತತೆ
ଅନିର୍ଦ୍ଦିଷ୍ଟ |,ಅನಿರ್ದಿಷ್ಟ
ଅନିର୍ଦ୍ଦିଷ୍ଟ ସମୀକରଣ |,ಅನಿರ್ದಿಷ್ಟ ಸಮೀಕರಣ
ଅନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ |,ಅನಿರ್ದಿಷ್ಟ ರೂಪ
ସୂଚକାଙ୍କ,ಸೂಚ್ಯಂಕ
ଏକ ସେଟ୍ ଦ୍ୱାରା ସୂଚୀବଦ୍ଧ |,ಒಂದು ಗುಂಪಿನಿಂದ ಸೂಚಿಸಲಾಗಿದೆ
ସୂଚୀବଦ୍ଧ ପରିବାର |,ಸೂಚ್ಯಂಕ ಕುಟುಂಬ
ସୂଚକାଙ୍କ ସଂଖ୍ୟା,ಸೂಚ್ಯಂಕ ಸಂಖ್ಯೆ
ଉପଗୋଷ୍ଠୀର ସୂଚକାଙ୍କ |,ಉಪಗುಂಪಿನ ಸೂಚ್ಯಂಕ
ଇଣ୍ଡେକ୍ସ ସେଟ୍ |,ಸೂಚ್ಯಂಕ ಸೆಟ್
ସୂଚକ,ಸೂಚ್ಯಂಕ
ସୂଚକ ସମୀକରଣ |,ಸೂಚಕ ಸಮೀಕರಣ
ଉଦାସୀନତା ବକ୍ର,ಉದಾಸೀನತೆ ರೇಖೆ
ପରୋକ୍ଷ ଭିନ୍ନତା |,ಪರೋಕ್ಷ ವ್ಯತ್ಯಾಸ
ପରୋକ୍ଷ ପ୍ରମାଣ |,ಪರೋಕ್ಷ ಪುರಾವೆ
ଅବିଚ୍ଛେଦ୍ୟ |,ಅವಿಭಾಜ್ಯ
induction,ಪ್ರವೇಶ
ଇନ୍ଦ୍ରିୟାତ୍ମକ |,ಅನುಗಮನದ
ଇନ୍ଦ୍ରିୟାତ୍ମକ ଅନୁମାନ |,ಅನುಗಮನದ ಊಹೆ
ଇନ୍ଦ୍ରିୟାତ୍ମକ ସଂଜ୍ଞା |,ಅನುಗಮನದ ವ್ಯಾಖ್ಯಾನ
ଅନୁପ୍ରବେଶକାରୀ,ಅನುಗಮನದ ನಿರ್ಣಯ
ଅସମାନତା,ಅಸಮಾನತೆ
ଅସମାନତା ପ୍ରତିବନ୍ଧକ |,ಅಸಮಾನತೆಯ ನಿರ್ಬಂಧ
ଅସମାନତା,ಅಸಮಾನತೆ
ନିଷ୍କ୍ରିୟତା |,ಜಡತ್ವ
inrtia force,inrtia ಬಲ
ନିଷ୍କ୍ରିୟ |,ಜಡತ್ವ
ଅକ୍ଷୟ ଭିନ୍ନକ୍ଷମ |,ನಿಖರವಾದ ವ್ಯತ್ಯಾಸ
ଇନଫ୍ଲେକ୍ସନ୍ ପଏଣ୍ଟ |,ಇನ್ಫ್ಲೆಕ್ಷನ್ ಪಾಯಿಂಟ್ಗಳು
ଅସୀମ,ದುರ್ಬಲ
ଅସୀମ |,ಅನಂತ
ଅସୀମ ଡାଇମେନ୍ସନାଲ୍ |,ಅನಂತ ಆಯಾಮ
ଅସୀମ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,ಅನಂತ ಆಯಾಮದ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
ଅସୀମ ଖେଳ |,ಅನಂತ ಆಟ
ଅସୀମ ଗୋଷ୍ଠୀ |,ಅನಂತ ಗುಂಪು
ଅସୀମ ଅବିଚ୍ଛେଦ୍ୟ |,ಅನಂತ ಅವಿಭಾಜ್ಯ
ଅସୀମ ଜନସଂଖ୍ୟା |,ಅನಂತ ಜನಸಂಖ್ಯೆ
ଅସୀମ କ୍ରମ |,ಅನಂತ ಸರಣಿ
ଅସୀମ ସେଟ୍ |,ಅನಂತ ಸೆಟ್
ଅସୀମ,ಅಪರಿಮಿತ
ଅସୀମ ଉପାଦାନ |,ಅಪರಿಮಿತ ಅಂಶ
ଅସୀମ ସ୍ଥାନ |,ಅನಂತ ಜಾಗ
ଅସୀମତା |,ಅನಂತತೆಗಳು
ଅସୀମତା |,ಅನಂತ
ମୁଦ୍ରାସ୍ଫୀତି କାରକ |,ಹಣದುಬ್ಬರ ಅಂಶ
ଇନଫ୍ଲେକ୍ସନ୍ ଟାଙ୍ଗେଣ୍ଟ୍ |,ವಿಭಕ್ತಿ ಸ್ಪರ್ಶಕ
ଇନଫ୍ଲେକ୍ସନ୍ ଫୋକସିଂ |,ವಿಭಕ್ತಿ ಕೇಂದ್ರೀಕರಿಸುವಿಕೆ
ଇନଫ୍ଲେକ୍ସନ୍,ಬಾಗುವಿಕೆ
ଏକ ଫଙ୍କସନ୍,ಒಂದು ಕಾರ್ಯದ inf
ସୂଚନା ମାଟ୍ରିକ୍ସ,ಮಾಹಿತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସୂଚନା ପ୍ରକ୍ରିୟାକରଣ |,ಮಾಹಿತಿ ಸಂಸ್ಕರಣ
ସୂଚନା ବିଜ୍ଞାନ |,ಮಾಹಿತಿ ವಿಜ್ಞಾನ
ଅମାନୁଷିକ |,ಏಕರೂಪದ
ଅମାନୁଷିକ ସମୀକରଣ |,ಏಕರೂಪದ ಸಮೀಕರಣ
ଅମାନୁଷିକ ପ୍ରଣାଳୀ |,ಏಕರೂಪದ ವ್ಯವಸ್ಥೆ
ପ୍ରାରମ୍ଭିକ,ಆರಂಭಿಕ
ପ୍ରାରମ୍ଭିକ ଅବସ୍ଥା,ಆರಂಭಿಕ ಸ್ಥಿತಿ
ପ୍ରାରମ୍ଭିକ ରେଖା |,ಆರಂಭಿಕ ಸಾಲು
ପ୍ରାରମ୍ଭିକ ବିନ୍ଦୁ |,ಆರಂಭಿಕ ಬಿಂದು
ପ୍ରାରମ୍ଭିକ ସମାଧାନ |,ಆರಂಭಿಕ ಪರಿಹಾರ
ପ୍ରାରମ୍ଭିକ ବେଗ,ಆರಂಭಿಕ ವೇಗ
ଇଞ୍ଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର,ಇಂಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
ଇଞ୍ଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |,ಇಂಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್
ଆଭ୍ୟନ୍ତରୀଣ ଗୁଣନ |,ಆಂತರಿಕ ಗುಣಾಕಾರ
ଭିତର ବିନ୍ଦୁ |,ಆಂತರಿಕ ಬಿಂದು
ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,ಆಂತರಿಕ ಉತ್ಪನ್ನ
ଇନପୁଟ୍,ಇನ್ಪುಟ್
ଇନପୁଟ୍ ଡାଟା,ಇನ್ಪುಟ್ ಡೇಟಾ
ଇନପୁଟ୍ ଗେଟ୍ |,ಇನ್ಪುಟ್ ಗೇಟ್
ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ବିଶ୍ଳେଷଣ |,ಇನ್ಪುಟ್ ಔಟ್ಪುಟ್ ವಿಶ್ಲೇಷಣೆ
ଇନପୁଟ୍ ଆଉଟପୁଟ୍ କଣ୍ଟ୍ରୋଲ୍ ସିଷ୍ଟମ୍ |,ಇನ್ಪುಟ್ ಔಟ್ಪುಟ್ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ |,ಇನ್ಪುಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್
ଇନପୁଟ୍ ପରିମାଣ,ಇನ್ಪುಟ್ ಪ್ರಮಾಣ
ଇନପୁଟ୍ ରେଜିଷ୍ଟର |,ಇನ್ಪುಟ್ ರಿಜಿಸ್ಟರ್
ଇନପୁଟ୍ ଟର୍ମିନାଲ୍ |,ಇನ್ಪುಟ್ ಟರ್ಮಿನಲ್
ଲେଖା ହୋଇଥିବା ବୃତ୍ତ |,ಕೆತ್ತಲಾದ ವೃತ್ತ
ତତକ୍ଷଣାତ୍,ತ್ವರಿತ
ତତକ୍ଷଣାତ୍,ತತ್ಕ್ಷಣದ
ତତକ୍ଷଣାତ୍ ତ୍ୱରଣ |,ತತ್ಕ್ಷಣದ ವೇಗವರ್ಧನೆ
ଘୂର୍ଣ୍ଣନର ତତକ୍ଷଣାତ୍ ଅକ୍ଷ |,ತಿರುಗುವಿಕೆಯ ತತ್ಕ್ಷಣದ ಅಕ್ಷ
ତତକ୍ଷଣାତ୍ କେନ୍ଦ୍ର |,ತತ್ಕ್ಷಣದ ಕೇಂದ್ರ
ତତକ୍ଷଣାତ୍ ବେଗ |,ತತ್ಕ್ಷಣದ ವೇಗ
ତତକ୍ଷଣାତ୍ ଭଲ୍ୟୁମ୍,ತತ್ಕ್ಷಣದ ಪರಿಮಾಣ
ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା,ಪೂರ್ಣಾಂಕ
ଇଣ୍ଟିଜର୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ |,ಪೂರ್ಣಾಂಕ ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ଏକୀକରଣ,ಸಮಗ್ರತೆ
ଏକୀକୃତ,ಸಮಗ್ರ
ଏକୀକୃତ ଡିଫେରିଏଲ୍ ସମୀକରଣ |,ಇಂಟಿಗ್ರಬಲ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣ
ଏକୀକୃତ ସମୀକରଣ |,ಸಮಗ್ರ ಸಮೀಕರಣ
ଏକୀକୃତ କାର୍ଯ୍ୟ,ಸಮಗ್ರ ಕಾರ್ಯ
ଅବିଚ୍ଛେଦ୍ୟ,ಅವಿಭಾಜ್ಯ
ଅବିଚ୍ଛେଦ୍ୟ ଗଣନା,ಅವಿಭಾಜ್ಯ ಕಲನಶಾಸ್ತ್ರ
ଅବିଚ୍ଛେଦ୍ୟ ବକ୍ର,ಅವಿಭಾಜ್ಯ ವಕ್ರರೇಖೆ
ଅବିଚ୍ଛେଦ୍ୟ ଡୋମେନ୍ |,ಅವಿಭಾಜ್ಯ ಡೊಮೇನ್
ଅବିଚ୍ଛେଦ୍ୟ ସମୀକରଣ |,ಸಮಗ್ರ ಸಮೀಕರಣ
ଅବିଚ୍ଛେଦ୍ୟ ସଂଖ୍ୟା,ಅವಿಭಾಜ್ಯ ಸಂಖ್ಯೆ
ପ୍ରଥମ ପ୍ରକାରର ଅବିଚ୍ଛେଦ୍ୟ |,ಮೊದಲ ರೀತಿಯ ಅವಿಭಾಜ್ಯ
ଅବିଚ୍ଛେଦ୍ୟ ଉପସ୍ଥାପନା |,ಸಮಗ್ರ ಪ್ರಾತಿನಿಧ್ಯ
ଅବିଚ୍ଛେଦ୍ୟ ଚିହ୍ନ,ಅವಿಭಾಜ್ಯ ಚಿಹ್ನೆ
ଏକତ୍ର କର,ಸಂಯೋಜಿಸಲು
ସମନ୍ୱିତ ଅବଶୋଷଣ କୋଏଫିସିଏଣ୍ଟ୍ |,ಸಂಯೋಜಿತ ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ
ଏକୀକରଣ କାରକ |,ಸಂಯೋಜಿಸುವ ಅಂಶ
ଏକୀକରଣ,ಏಕೀಕರಣ
ଭିନ୍ନତା ଦ୍ୱାରା ଏକୀକରଣ |,ವಿಭಿನ್ನತೆಯ ಮೂಲಕ ಏಕೀಕರಣ
ଅଂଶଗୁଡ଼ିକ ଦ୍ୱାରା ଏକୀକରଣ,ಭಾಗಗಳ ಮೂಲಕ ಏಕೀಕರಣ
ଯୁକ୍ତିଯୁକ୍ତକରଣ ଦ୍ୱାରା ଏକୀକରଣ |,ತರ್ಕಬದ್ಧತೆಯ ಮೂಲಕ ಏಕೀಕರಣ
ପ୍ରତିସ୍ଥାପନ ଦ୍ୱାରା ଏକୀକରଣ |,ಪರ್ಯಾಯದ ಮೂಲಕ ಏಕೀಕರಣ
କ୍ରମାଗତ ହ୍ରାସ ଦ୍ୱାରା ଏକୀକରଣ |,ಸತತ ಕಡಿತದಿಂದ ಏಕೀಕರಣ
କ୍ରମରେ ଏକୀକରଣ |,ಸರಣಿಯ ಮೂಲಕ ಏಕೀಕರಣ
ଭେକ୍ଟରର ଏକୀକରଣ,ವೆಕ್ಟರ್ನ ಏಕೀಕರಣ
ଏକ ବନ୍ଦ ପୃଷ୍ଠ ଉପରେ ଏକୀକରଣ |,ಮುಚ್ಚಿದ ಮೇಲ್ಮೈ ಮೇಲೆ ಏಕೀಕರಣ
ଇଣ୍ଟିଗ୍ରେଟର୍,ಸಂಯೋಜಕ
ଇଣ୍ଟିଗ୍ରେଟର ଉପାଦାନ,ಇಂಟಿಗ್ರೇಟರ್ ಘಟಕ
ଇଣ୍ଟିଗ୍ରୋ - ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,ಸಮಗ್ರ - ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ବାଧା,ಪ್ರತಿಬಂಧಿಸುತ್ತದೆ
ଅଦଳବଦଳ କାର୍ଯ୍ୟ,ಪರಸ್ಪರ ಬದಲಾಯಿಸಬಹುದಾದ ಕಾರ್ಯಾಚರಣೆ
ଅଦଳବଦଳ,ವಿನಿಮಯ
ଇଣ୍ଟରକ୍ଲାସ୍ ସମ୍ପର୍କ,ಅಂತರವರ್ಗದ ಪರಸ್ಪರ ಸಂಬಂಧ
ଆନ୍ତରିକ ସମ୍ପର୍କ,ಪರಸ್ಪರ ಸಂಬಂಧ
ଆନ୍ତ corr ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
ପରସ୍ପର ଉପରେ ନିର୍ଭରଶୀଳ |,ಪರಸ್ಪರ ಅವಲಂಬನೆ
ପରସ୍ପର ଉପରେ ନିର୍ଭରଶୀଳ |,ಪರಸ್ಪರ ಅವಲಂಬಿತ
ଆଗ୍ରହ,ಆಸಕ್ತಿ
ଇଣ୍ଟରଫେସ୍,ಇಂಟರ್ಫೇಸ್
ଇଣ୍ଟରଫେସିଆଲ୍ କୋଣ |,ಇಂಟರ್ಫೇಶಿಯಲ್ ಕೋನ
integrand,ಸಮಗ್ರ
ଏକୀକୃତ,ಸಂಯೋಜಿಸಲಾಗಿದೆ
ଭିତର,ಆಂತರಿಕ
ଭିତର କୋଣ,ಆಂತರಿಕ ಕೋನ
ଆଭ୍ୟନ୍ତରୀଣ କ୍ଷେତ୍ର,ಆಂತರಿಕ ಪ್ರದೇಶ
ଆଭ୍ୟନ୍ତରୀଣ ଡୋମେନ୍ |,ಆಂತರಿಕ ಡೊಮೇನ್
ଭିତର ଉପାଦାନ |,ಆಂತರಿಕ ಅಂಶ
ଏକ ସେଟ୍ ର ଭିତର |,ಒಂದು ಗುಂಪಿನ ಒಳಭಾಗ
ଭିତର ବିପରୀତ କୋଣ |,ಆಂತರಿಕ ವಿರುದ್ಧ ಕೋನ
ଆଭ୍ୟନ୍ତରୀଣ ଗ୍ରହ,ಆಂತರಿಕ ಗ್ರಹ
ଭିତର ବିନ୍ଦୁ |,ಆಂತರಿಕ ಬಿಂದು
ମଧ୍ୟବର୍ତ୍ତୀ,ಮಧ್ಯಂತರ
ମଧ୍ୟବର୍ତ୍ତୀ ବିନ୍ଦୁ |,ಮಧ್ಯಂತರ ಬಿಂದು
ମଧ୍ୟବର୍ତ୍ତୀ ମୂଲ୍ୟ ତତ୍ତ୍। |,ಮಧ್ಯಂತರ ಮೌಲ್ಯ ಪ್ರಮೇಯ
ଆଭ୍ୟନ୍ତରୀଣ ବିସେକ୍ଟର |,ಆಂತರಿಕ ದ್ವಿಭಾಜಕ
ଇଣ୍ଟରପୋଲେସନ୍ |,ಪ್ರಕ್ಷೇಪಣ
ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |,ಇಂಟರ್ಪೋಲೇಷನ್ ಸೂತ್ರ
ଛକ,ಛೇದಿಸುತ್ತಿದೆ
ଛକଗୁଡିକ,ಛೇದಿಸುವ ವಕ್ರಾಕೃತಿಗಳು
ବିଚ୍ଛେଦ ରେଖା |,ಛೇದಿಸುವ ಸಾಲುಗಳು
ଛକ,ಛೇದಕ
ଛକ ବକ୍ର,ಛೇದನ ಕರ್ವ್
ବକ୍ରର ଛକ,ವಕ್ರಾಕೃತಿಗಳ ಛೇದಕ
ସେଟ୍ ର ଛକ,ಸೆಟ್ಗಳ ಛೇದಕ
ବ୍ୟବଧାନ,ಮಧ್ಯಂತರ
ବ୍ୟବଧାନ ଆକଳନ |,ಮಧ್ಯಂತರ ಅಂದಾಜು
ଇଣ୍ଟିଭାଲ୍ ଆକଳନ,ಮಧ್ಯಂತರ ಅಂದಾಜು
ବ୍ୟବଧାନ ମଧ୍ୟଭାଗ |,ಮಧ್ಯಂತರ ಮಧ್ಯ ಬಿಂದು
ଇଣ୍ଟ୍ରା-ବ୍ଲକ୍ ପ୍ରଭାବ,ಇಂಟ್ರಾ-ಬ್ಲಾಕ್ ಪರಿಣಾಮ
ଇଣ୍ଟ୍ରାକ୍ଲାସ୍ ସମ୍ପର୍କ,ಅಂತರ್ವರ್ಗದ ಪರಸ್ಪರ ಸಂಬಂಧ
ପରିବର୍ତ୍ତନ,ಅಸ್ಥಿರತೆ
ଅବ arian ଧ |,ಅಸ್ಥಿರ
ଅବ arian ଧ ପ୍ରଣାଳୀ |,ಬದಲಾಗದ ವ್ಯವಸ್ಥೆ
ଭଣ୍ଡାର,ದಾಸ್ತಾನು
ଭଣ୍ଡାର ବଣ୍ଟନ |,ದಾಸ್ತಾನು ಹಂಚಿಕೆ
ଭଣ୍ଡାର ନିୟନ୍ତ୍ରଣ |,ದಾಸ್ತಾನು ನಿರ್ವಾಹಣೆ
ଭଣ୍ଡାର ନିୟନ୍ତ୍ରଣ ମଡେଲ୍ |,ದಾಸ್ತಾನು ನಿಯಂತ್ರಣ ಮಾದರಿ
ଭଣ୍ଡାର ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,ದಾಸ್ತಾನು ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
ଭଣ୍ଡାର ଚକ୍ର |,ದಾಸ್ತಾನು ಚಕ್ರ
ଭଣ୍ଡାର ଧାରଣ ମୂଲ୍ୟ |,ದಾಸ್ತಾನು ಹಿಡುವಳಿ ವೆಚ್ಚ
ଭଣ୍ଡାର ବିନ୍ଦୁ |,ದಾಸ್ತಾನು ಬಿಂದು
ଭଣ୍ଡାର ନୀତି |,ದಾಸ್ತಾನು ನೀತಿ
ଭଣ୍ଡାର ପରିସ୍ଥିତି |,ದಾಸ್ತಾನು ಪರಿಸ್ಥಿತಿ
ଓଲଟା,ವಿಲೋಮ
ଓଲଟା ସମ୍ପର୍କ,ವಿಲೋಮ ಪರಸ್ಪರ ಸಂಬಂಧ
ଓଲଟା କାର୍ଯ୍ୟ,ವಿಲೋಮ ಕಾರ್ಯ
ଓଲଟା ହାଇପରବୋଲିକ୍ କାର୍ଯ୍ୟ |,ವಿಲೋಮ ಹೈಪರ್ಬೋಲಿಕ್ ಕಾರ್ಯ
ବିପରୀତ ଆନୁପାତିକ |,ವಿಲೋಮ ಅನುಪಾತದಲ್ಲಿರುತ್ತದೆ
ଓଲଟା ମ୍ୟାପିଙ୍ଗ୍ |,ವಿಲೋಮ ಮ್ಯಾಪಿಂಗ್
ଓଲଟା ସଂଖ୍ୟା,ವಿಲೋಮ ಸಂಖ್ಯೆ
ଏକ ମାଟ୍ରିକ୍ସର ଓଲଟା |,ಮ್ಯಾಟ್ರಿಕ್ಸ್‌ನ ವಿಲೋಮ
ଓଲଟା ପର୍ମୁଟେସନ୍ |,ವಿಲೋಮ ಕ್ರಮಪಲ್ಲಟನೆ
ଓଲଟା ଅନୁପାତ |,ವಿಲೋಮ ಅನುಪಾತ
ଓଲଟା ଟ୍ରାଇଗୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ |,ವಿಲೋಮ ತ್ರಿಕೋನಮಿತಿಯ ಕಾರ್ಯ
ବିପରୀତ ସୂତ୍ର |,ವಿಲೋಮ ಸೂತ್ರ
କ୍ରମର ବିପରୀତତା |,ಆದೇಶದ ವಿಲೋಮ
invertible matrix,ಇನ್ವರ್ಟಿಬಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଅଦୃଶ୍ୟ ରୂପାନ୍ତର |,ತಲೆಕೆಳಗಾದ ರೂಪಾಂತರ
ଅଯ irr କ୍ତିକ |,ಅಭಾಗಲಬ್ಧ
ଅଯ irr କ୍ତିକ ସମୀକରଣ |,ಅಭಾಗಲಬ್ಧ ಸಮೀಕರಣ
ଅଯ irr କ୍ତିକ ଅଭିବ୍ୟକ୍ତି |,ಅಭಾಗಲಬ್ಧ ಅಭಿವ್ಯಕ್ತಿ
ଅଯ irr କ୍ତିକ ସଂଖ୍ୟା |,ಅಭಾಗಲಬ್ಧ ಸಂಖ್ಯೆ
ଅଯ irr କ୍ତିକ ମୂଳ |,ಅಭಾಗಲಬ್ಧ ಮೂಲ
ଅବିସ୍ମରଣୀୟ |,ಕಡಿಮೆಗೊಳಿಸಲಾಗದ
ଇରୋଟେସନ୍ ଭେକ୍ଟର୍ |,ಉದ್ರೇಕಕಾರಿ ವೆಕ್ಟರ್
irrotational vector function,ಉದ್ರೇಕಕಾರಿ ವೆಕ್ಟರ್ ಕಾರ್ಯ
ଇରୋଟେସନ୍ ବେଗ |,ಉದ್ರೇಕಕಾರಿ ವೇಗ
isogonal,ಸಮಭುಜಾಕೃತಿಯ
isokurtosis,ಐಸೊಕುರ್ಟೋಸಿಸ್
ଅଲଗା ଅତ୍ୟାବଶ୍ୟକ ଏକକତା |,ಪ್ರತ್ಯೇಕವಾದ ಅಗತ್ಯ ಏಕತ್ವ
ବିଚ୍ଛିନ୍ନ ବିନ୍ଦୁ |,ಪ್ರತ್ಯೇಕ ಬಿಂದು
ଆଇସୋମେଟ୍ରିକ୍ |,ಸಮಮಾಪನ
isosceles ବିନ୍ୟାସ,ಸಮದ್ವಿಬಾಹು ಸಂರಚನೆ
ପୁନରାବୃତ୍ତି ଇଣ୍ଟିଗ୍ରାଲ୍ |,ಪುನರಾವರ್ತಿತ ಅವಿಭಾಜ್ಯ
ପୁନରାବୃତ୍ତି ଇଣ୍ଟରପୋଲେସନ୍ |,ಪುನರಾವರ್ತಿತ ಇಂಟರ್ಪೋಲೇಷನ್
ପୁନରାବୃତ୍ତି,ಪುನರಾವರ್ತನೆ
