Assamese,Bengali
আলোকসজ্জা ঘনত্ব,আলোকসজ্জা ঘনত্ব
ইলুমিনেটৰ,আলোক
ইলুমিনেটৰ,আলোক
আলোকসজ্জা গেজ,আলোকসজ্জা পরিমাপক
ইলুমিনেটৰ,আলোক
প্ৰতিফলন,প্রতিফলন
"কল্পিত, কাল্পনিক, কাল্পনিক","কল্পিত, কাল্পনিক, অনুমানমূলক"
ডুব যোৱা বস্তু,নিমজ্জিত বস্তু
বিসৰ্জন,নিমজ্জন
ইম্পিডেন্স অনুপ্ৰৱেশ,প্রতিবন্ধকতা অনুপ্রবেশ
"প্ৰভাৱ, প্ৰভাৱ, প্ৰভাৱ, সংঘৰ্ষ, পুনৰুত্থান","প্রভাব, প্রভাব, প্রভাব, সংঘর্ষ, রিবাউন্ড"
ইমপেক্ট ইফেক্ট,প্রভাব প্রভাব
ইম্পিডেন্স,প্রতিবন্ধকতা
আচৰিত,জঘন্য
প্ৰয়োগ কৰা চাপ,চাপ প্রয়োগ করা
"impregnated, সন্নিৱিষ্ট কৰা","impregnated, embedded"
impulse,আবেগ
অশুদ্ধ,অপবিত্র
অতিৰিক্ত পৰিবাহীতা (বাহ্যিক পৰিবাহীতা),বহিরাগত পরিবাহিতা (বহির্ভূত পরিবাহিতা)
অশ্ৰাব্যতা,অশ্রাব্যতা
অশ্ৰাব্য,অশ্রাব্য
ইনকাণ্ডেচেণ্ট,ভাস্বর
ইনকাণ্ডেচেণ্ট,দ্যুতিময়
ৰেপচ&#39;ডিক,র্যাপসোডিক
আগন্তুক,আসন্ন
অসংকোচনীয়তা,সংকোচনযোগ্যতা
বৃদ্ধি পোৱা দোলন,ক্রমবর্ধমান দোলন
বৃদ্ধি পোৱা চুম্বকত্ব,বর্ধিত চুম্বকত্ব
বিনামূলীয়া বিতৰণ,বিনামূল্যে বিতরণ
"অসীম, অনিৰ্দিষ্ট, অনিৰ্দিষ্ট, ৪অনিৰ্দিষ্ট","অসীম, অনির্ধারিত, অনির্ধারিত, 4অনির্ধারিত"
"মাৰাত্মক, পইণ্টাৰ, 3index","মারাত্মক, পয়েন্টার, 3 সূচক"
"পৰোক্ষ, পৰোক্ষ","পরোক্ষ, পরোক্ষ"
অনুপ্ৰাণিত,অনুপ্রাণিত
"আগমন, প্ৰৰোচনা, প্ৰৰোচনা","আগমন, আনয়ন, আবেশ"
প্ৰেৰণাদায়ক,অনুপ্রেরণামূলক
প্ৰেৰণাদায়ক,প্রেরণা
জড়তা,জড়
অক্ষয় উৎস,অক্ষয় উৎস
"অসীম, অসীম","অসীম, অসীম"
"অসীম, অসীম","অসীম, অসীম"
"অসীম, অসীম","অসীম, অসীম"
জ্বলনশীলতা,দাহ্যতা
জ্বলনশীল,দাহ্য
ইনফ্ল&#39;,প্রবাহ
ইনফ্ল&#39;,প্রবাহ
জাননী,তথ্য
অতি কম কম্পাঙ্ক,খুব কম ফ্রিকোয়েন্সি
ইনফ্ৰাৰেড,ইনফ্রারেড
অশ্ৰাব্য,অশ্রাব্য
আভা শ্ৰবিকি,আভা শ্রভিকি
অসামঞ্জস্যতা,অসঙ্গতি
disparate,ভিন্ন
প্ৰাৰম্ভিক,প্রাথমিক
বেজী দিয়া,ইনজেকশন
প্ৰৱেশদ্বাৰ,প্রবেশ করা
"ভিতৰৰ, ভিতৰৰ, ভিতৰৰ, ভিতৰৰ","ভিতরের, ভিতরের, ভিতরের, ভিতরের"
"ইনপুট (n.), ইনপুট (v.)","ইনপুট (n.), ইনপুট (v.)"
insolent,insolent
লাইভচন,লাইভশন
"তুচ্ছ, তুচ্ছ","insignificant, insignificant"
তত্বাৱধান,তত্ত্বাবধান
"সংস্থাপন, সংস্থাপন, সংস্থাপন","ইনস্টলেশন, ইনস্টলেশন, ইনস্টলেশন"
মুহূৰ্ত,মুহূর্ত
নিৰ্দেশনা,নির্দেশ
যন্ত্ৰ,মেশিন
যান্ত্ৰিক,যান্ত্রিক
"যান্ত্ৰিকীকৰণ, সমাবেশ","যান্ত্রিকীকরণ, সমাবেশ"
"ইনচুলেটিং, ইনচুলেটিং","insulating, insulating"
ইনচুলেটিং,অন্তরক
"ইনচুলেটিং, ইনচুলেটিং, ইনচুলেটিং","insulating, insulating, insulating"
"১গোটা সংখ্যা, পূৰ্ণসংখ্যা","1 সম্পূর্ণ সংখ্যা, পূর্ণসংখ্যা"
সংহতিযোগ্যতা,অখণ্ডতা
"integral, পূৰ্ণসংখ্যা","integral, integer"
সংহতি,মিশ্রণ
"তীব্ৰ, উত্তেজিত","intense, furious"
তীব্ৰকৰণ,তীব্রতা
"ট্ৰেকচন, ত্বৰণ","ট্র্যাকশন, ত্বরণ"
"তীব্ৰতা, তীব্ৰতা, তীব্ৰতা","তীব্রতা, তীব্রতা, তীব্রতা"
তীব্ৰ,তীব্র
ভাৱ-বিনিময়,মিথষ্ক্রিয়া
আন্তঃপৰমাণু,আন্তঃপরমাণু
"বিনিময়, লেনদেন","বিনিময়, লেনদেন"
"আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা","পরস্পর নির্ভরতা, পরস্পর নির্ভরতা"
আন্তঃনিৰ্ভৰশীল,পরস্পর নির্ভরশীল
পাৰস্পৰিক প্ৰসাৰণ,পারস্পরিক বিস্তার
আন্তঃপৃষ্ঠ পৃষ্ঠা,ইন্টারফেস পৃষ্ঠা
ক্ৰছ ভৰোৱা,ক্রস ফিল
আন্তঃপৃষ্ঠ কোণ,ইন্টারফেস কোণ
"হস্তক্ষেপ, হস্তক্ষেপ, বাধা","হস্তক্ষেপ, হস্তক্ষেপ, বাধা"
আন্তঃনক্ষত্ৰীয়,আন্তঃগ্যালাক্টিক
"inner, inner, inner (v.), ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)","ভেতরের, ভেতরের, ভেতরের (v.), ভেতরের, ভেতরের, ভেতরের (v.)"
"synapse, চিনেপ্স","synapse, synapse"
"মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম","মধ্যবর্তী, মাধ্যমিক, মধ্যম, মধ্যম"
আন্তঃধাতুৰ,আন্তঃধাতু
"intermittent, মাজে মাজে","intermittent, intermittent"
আন্তঃআণৱিক,আন্তঃআণবিক
আভ্য়ন্তৰীণ,অভ্যন্তরীণ
আন্তৰ্জাতিক,আন্তর্জাতিক
অন্তৰ্স্থলী,কৌশলে
আন্তঃগ্ৰহীয়,আন্তঃগ্রহ
আন্তঃপ্ৰক্ষেপণ,ইন্টারপোলেশন
অৰ্থপূৰ্ণতা,অর্থপূর্ণতা
"নিৰ্বাচক, দোভাষী","নির্বাচক, দোভাষী"
interrupter,বাধাদানকারী
ছেদ কৰা,ছেদ করা
"ছেদ, ছেদ, ছেদ","ছেদ, ছেদ, ছেদ"
ব্যৱধান,অন্তর
আন্তঃনক্ষত্ৰীয়,আন্তঃনাক্ষত্রিক
অন্তৰ্স্থলী,কৌশলে
"ফাঁক, ফাঁক","ফাঁক, ফাঁক"
বন্ধ,বন্ধ
অৱশেষত,শেষে
আন্তঃপৰমাণু,আন্তঃপরমাণু
"নাজ (উত্তৰাধিকাৰী), অন্তৰ (অভ্যন্তৰীণ)","নাজ (উত্তরাধিকারী), অন্তর (অভ্যন্তরীণ)"
নিশ্চয়,নিশ্চিত
"উদ্ভাৱন, উদ্ভাৱন","উদ্ভাবন, উদ্ভাবন"
"বিপৰীত, বিপৰীত, বিপৰীত","বিপরীত, বিপরীত, বিপরীত"
"inversion, ওলোটা","বিপরীত, বিপরীত"
প্ৰতিনিধিত্ব কৰা,প্রতিনিধিত্ব করতে
"inverse, inverse","বিপরীত, বিপরীত"
অন্ধ,অন্ধ
টাৰ্বিড লিকুইড,টার্বিড তরল
অদৃশ্যতা,অদৃশ্যতা
অদৃশ্য,অদৃশ্য
আয়ন,আয়ন
আয়নিক,আয়নিক
আয়নীয়কৰণযোগ্য,আয়নযোগ্য
"to ionize, আয়নীয়কৰণ কৰা","আয়ন করা, আয়ন করা"
"আয়নমণ্ডল, আয়নমণ্ডল","আয়নোস্ফিয়ার, আয়নোস্ফিয়ার"
আয়নমণ্ডল,আয়নোস্ফিয়ার
আইৰিছ,আইরিস
বিকিৰণ কৰা,বিকিরণিত
বিকিৰণ,বিকিরণ
অযুক্তিকৰ,অযৌক্তিক
"অপ্ৰত্যাহাৰযোগ্য, অপুৰণীয়, অপূৰণীয়","অপূরণীয়, অপূরণীয়, অপূরণীয়"
যাদৃচ্ছিক,অনিয়মিত
অপ্ৰত্যাৱৰ্তনীয়,অপরিবর্তনীয়
ঘূৰ্ণনশীল,ঘূর্ণায়মান
"সমতাত্ত্বিক, সমৰূপী বক্ৰ","আইসোট্রপিক, আইসোট্রপিক বক্ররেখা"
সাপনট্ৰপিকেলি,উপক্রান্তীয়ভাবে
"মই সংকেত দিওঁ, মই সংকেত দিওঁ","আমি সংকেত, আমি সংকেত"
"আইছ’বাৰ, আইছ’ট’প","আইসোবার, আইসোটোপ"
"সমবেৰিক, সুষম, সুষম","আইসোবারিক, সুষম, সুষম"
"সমমিতি ৰেখা, সমস্থানিক ৰেখা","আইসোমেট্রিক লাইন, আইসোটোনিক লাইন"
সম-আয়নিক,আইসো-আয়নিক
সমৰূপী,সমজাতীয়
ছিঙ্ক লাইন,সিঙ্ক লাইন
সমকালীন গতি,সিঙ্ক্রোনাস গতি
সমমিতি,আইসোমেট্রিক
সমবিভৱনশীল,সামঞ্জস্যপূর্ণ
সম-শক্তিশালী,equi-energed
"সমপক্ষীয় (v.), সমদ্বিখণ্ডীয় ৰেখা (ed.)","সমবাহু (v.), সমদ্বিবাহু রেখা (সম্পাদনা)"
"to dissociate, (adj.), পৃথক কৰা","বিচ্ছিন্ন করা, (adj.), আলাদা করা"
"বিচ্ছিন্ন, বিচ্ছিন্ন, একক","বিচ্ছিন্ন, বিচ্ছিন্ন, একক"
"পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ","বিচ্ছেদ, বিচ্ছেদ, বিচ্ছেদ"
আইছ&#39;মাৰ,আইসোমার
আইছ&#39;মাৰ,আইসোমার
আইছ&#39;মেৰিজম,আইসোমেরিজম
"সমমিতি, ত্ৰিভুজ, ঘন, সমমিতিক","আইসোমেট্রিক, ত্রিভুজ, ঘন, আইসোমেট্রিক"
সমৰূপতা,আইসোমরফিজম
সমৰূপী,আইসোমরফিক
সমতাপ,আইসোথার্ম
সমতাপ,আইসোথার্ম
আইছ&#39;ট&#39;প,আইসোটোপ
আইছ&#39;ট&#39;প,আইসোটোপ
সমতলীয়,আইসোট্রপিক
বৃত্তাকাৰ ৰেখা,বৃত্তাকার লাইন
সমৰূপতা,আইসোমরফিজম
পুনৰাবৃত্তি,পুনরাবৃত্তি
অন্তৰ্নিহিত অৰ্ধপৰিবাহী,অন্তর্নিহিত অর্ধপরিবাহী
জাম ইন্টাৰফেৰ&#39;মিটাৰ,জ্যাম ইন্টারফেরোমিটার
"জৰ্ক, ৰিবাউণ্ড","jerk, rebound"
"জেট, মূৰ","জেট, মাথা"
জেট-ৰকেট প্ৰপালচন,জেট-রকেট চালনা
জে-জে কাপলিং,জে-জে কাপলিং
জোলি বেন্ট,jolly bent
জুল-তাপ,জুল-তাপ
জ্যুলেমিটাৰ,জুলিমিটার
জোল-থমছন প্ৰভাৱ,জুল-থমসন প্রভাব
জোল,জুল
"কুঠাৰ, জাম্প, বাঁহী","কোদাল, লাফ, বাঁশি"
সন্ধি,সন্ধি
সংগম স্থান,সঙ্গম স্থান
সঠিক চিলেবল,সঠিক শব্দাংশ
"কেসনিধি, সান্নিধ্য","kesanidhi, proximity"
"কেলিডস্কোপ, কেলিডস্কোপ","ক্যালিডোস্কোপ, ক্যালিডোস্কোপ"
"কাপ্পা মেছনছ, কে-মেছনছ","কাপা ম্যাসনস, কে-ম্যাসনস"
কেথ&#39;ড,ক্যাথোড
ঘানায়ান,ঘনায়ান
কে-বেণ্ড,কে-ব্যান্ড
কে-কেপচাৰ,কে-ক্যাপচার
k-গ্ৰাহক,k-রিসেপ্টর
কেলভিন আনুমানিক,কেলভিন আনুমানিক
একক একক,একজাতের একক
ker কোষ,ker সেল
"চাবি, পৰ্দা, চাবি","চাবি, পর্দা, চাবি"
"কী বৰ্ড, পৰ্দাৰ বাৰ","কী বোর্ড, পর্দা বার"
মুকলি স্বৰবৰ্ণ,প্রারম্ভিক স্বরবর্ণ
কী পালছ,কী পালস
মূল শব্দ,নির্দেশক শব্দ
প্ৰক্ষেপণ,অভিক্ষেপ
বিৰোধ কৰা,প্রতিরোধ
কিলোগ্ৰাম,কেজি
কিলোজুল,কিলোজুল
কিলোপাৰ্চেক,কিলোপারসেক
কিলোটন বোমা,কিলোটন বোমা
গতিশীল,গতিসংক্রান্ত
বিশুদ্ধভাৱে গতিশীল,বিশুদ্ধভাবে গতিশীল
"গতিশীল, গতিশীল","গতিশীল, গতিশীল"
গতিশীলভাৱে,গতিশীলভাবে
হাড়ভঙা,ফ্র্যাকচার
ক্লাইষ্ট্ৰন,klystron
চোকা প্ৰান্ত,ধারালো কিনারা
kruskal সীমান্ত,ক্রুস্কাল সীমান্ত
থাৰ্মোজেনিক,হাইপোথার্মোজেনিক
লেবেল,লেবেল
"চিহ্নিত, লিপিবদ্ধ, লেবেলযুক্ত","চিহ্নিত, খোদাই করা, লেবেলযুক্ত"
পৰীক্ষাগাৰত,গবেষণাগার
চিৰি,মই
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ঘড়ির কাঁটার বিপরীত দিকে
"ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত, বাওঁ মেৰুত্ব","ঘড়ির কাঁটার বিপরীত দিকে, বাম মেরুত্ব"
আগলৈ পিছলৈ,সামনে পিছনে
লেগ্ৰেঞ্জ সম্প্ৰচাৰ,Lagrange সম্প্রচার
লেগ্ৰেঞ্জিয়ানবাদ,ল্যাগ্রাঞ্জিয়ানিজম
মেৰ পোৱালি সৃষ্টি,ভেড়ার বাচ্চা সৃষ্টি
প্লেংক বৰ্ড,"তক্তা, বোর্ড"
পৃষ্ঠীয় প্লেট,পৃষ্ঠীয় প্লেট
"পৃষ্ঠৰ প্ৰবাহ, সমতল প্ৰবাহ","পৃষ্ঠ প্রবাহ, স্তর প্রবাহ"
"প্লেটিং, পেনেল, লেভেল, লেয়াৰ বণ্ড","কলাই, প্যানেল, স্তর, স্তর বন্ড"
স্তৰবিন্যাস,স্তরবিন্যাস
লেমিনা,ল্যামিনা
"লেম্প, লেম্প","বাতি, বাতি"
"কাজল, দীপ কাজল","কাজল, দীপ কাজল"
land-interval নিয়ম,lande-ব্যবধান নিয়ম
লেণ্ড বিভাজন কাৰক,ল্যান্ডে বিভাজন ফ্যাক্টর
লেণ্ডিং,অবতরণ
"মাইক্ৰ&#39; ঘৰ্ষণ, লেমিনেচন, পৰিধান","মাইক্রো ঘর্ষণ, স্তরায়ণ, পরিধান"
larmore কম্পাঙ্ক,larmore ফ্রিকোয়েন্সি
larmore precession,larmore precession
লেজাৰ,লেজার
লেজাৰাইজেচন,লেজারাইজেশন
গোপনীয়,গোপন
"পাৰ্শ্বীয়, পাৰ্শ্বীয়, পাৰ্শ্বীয়","পার্শ্বীয়, পার্শ্বীয়, পার্শ্বীয়"
"অক্ষাংশ, অক্ষাংশ","অক্ষাংশ, অক্ষাংশ"
"জালি, জালি","জালি, জালি"
laue ক্লাছ,লাউ ক্লাস
মুক্তি দিয়া,শুরু করা
মুক্তি দিয়া,শুরু করা
লঞ্চ প্লেটফৰ্ম,লঞ্চ প্ল্যাটফর্ম
ভৰ অনুপাত নিয়ম,ভর অনুপাত আইন
বহু অনুপাতৰ নিয়ম,একাধিক অনুপাত নিয়ম
"স্তৰ, স্তৰ","স্তর, স্তর"
এল-বেণ্ড,এল-ব্যান্ড
"সীহ, সীহ, সীহ, সীহ, সীহ","সীসা, সীসা, সীসা, সীসা, সীসা"
আগলৈ,এগিয়ে
"লাইম, লিকিং (ক্ৰ.), ৰাইজেন লাইন, চ্যাৱান","চুন, লিকিং (Cr.), Risen Line, Chyawan"
"চোবাই খোৱা, জাৰণ, লিক হোৱা","চিবানো, ক্ষয়, ফুটো"
"নূন্যতম, নূন্যতম, নূন্যতম","সর্বনিম্ন, সর্বনিম্ন, সর্বনিম্ন"
নূন্যতম গণনা,অন্তত গণনা
লেচ তাঁৰ,ল্যাচ তার
লেডুক ইফেক্ট,লেডুক প্রভাব
বৈধ ওম,বৈধ ওহম
-ইলেক্ট্ৰন,- ইলেকট্রন
দৈৰ্ঘ্যৰ বাধা,দৈর্ঘ্য সীমাবদ্ধতা
প্ৰসাৰণ,প্রসারণ
লেন্স,লেন্স
লেঞ্জৰ নিয়ম,লেঞ্জের আইন
সমতল সুৰংগ,সমতল টানেল
অনুভূমিক উৰণ,অনুভূমিক ফ্লাইট
"লেভেলিং, লেভেলিং","সমতলকরণ, সমতলকরণ"
"অনুভূমিক স্ক্ৰু, লেভেলিং স্ক্ৰু","অনুভূমিক স্ক্রু, সমতলকরণ স্ক্রু"
আত্মবিশ্বাসৰ স্তৰ,আত্মবিশ্বাস এর ধাপ
তাৎপৰ্য্যৰ স্তৰ,তাত্পর্য স্তর
"অনুভূমিক পৃষ্ঠা, সমতল পৃষ্ঠা, সমবিভৱ পৃষ্ঠা","অনুভূমিক পৃষ্ঠা, সমতল পৃষ্ঠা, সমকক্ষ পৃষ্ঠা"
"লিভাৰ, লিভাৰ","লিভার, লিভার"
ভাৰ্চুৱেল দোলন,ভার্চুয়াল দোলন
"লিডাৰ, লেজাৰ ইনফ্ৰাৰেড ৰাডাৰ","লিডার, লেজার ইনফ্রারেড রাডার"
"জীৱন, বয়স","জীবন, বয়স"
"lift, উত্তোলন","উত্তোলন, উত্তোলন"
মুক্তিৰ মুহূৰ্ত,মুক্তির মুহূর্ত
"চুটি, পোহৰ, মূক, চুটি, চুটি, ৬পোহৰ","সংক্ষিপ্ত, হালকা, আবছা, সংক্ষিপ্ত, সংক্ষিপ্ত, 6 আলো"
"temperate., পোহৰ ওলোৱা","নাতিশীতোষ্ণ., আলো আপ"
বিজুলী,বজ্র
পোহৰ বছৰ আলোকবৰ্ষ,আলোকবর্ষ আলোকবর্ষ
"সমজাতীয়, সমজাতীয়, সমজাতীয়","সমজাতীয়, সমজাতীয়, সমজাতীয়"
"সীমা, প্ৰান্তীয়","সীমা, প্রান্তিক"
"সীমা, সীমা, চৰম","সীমা, সীমা, চরম"
বৰ্তমানৰ সীমা,বর্তমান সীমা
"ৰেখা, ৰেখা, উপবৃত্তাকাৰ","রেখা, রেখা, উপবৃত্তাকার"
"ৰৈখিক, ৰৈখিক, ৰৈখিক","রৈখিক, রৈখিক, রৈখিক"
ৰৈখিককৰণ,রৈখিককরণ
"একাগ্ৰতা, ৰৈখিকতা","একঘেয়েমি, রৈখিকতা"
"এককভাৱে, ৰৈখিকভাৱে","এককভাবে, রৈখিকভাবে"
ৰেখা বিভৱ,লাইন সম্ভাব্য
ৰৈখিক অসম্পূৰ্ণতা,রৈখিক অপূর্ণতা
ষ্ট্ৰ&#39;ক লাইন,স্ট্রোক লাইন
ৰৈখিক বৰ্ণালী,রৈখিক বর্ণালী
লাইন ভল্টেজ,লাইন ভোল্টেজ
"বন্ধন, ডোঙা, শৃংখল, গ্ৰন্থি, লিংক","বন্ধন, স্ট্রিং, চেইন, গ্রন্থি, লিঙ্ক"
তৰলীকৰণ,তরলীকরণ
তৰলীকৃত,তরলীকৃত
তৰলীকৃত,তরলীকৃত
জুলীয়া,তরল
তৰল পদাৰ্থৰ জলাশয়,তরল জলাধার
তৰল স্ফটিক,তরল স্ফটিক
তৰলতা,তরলতা
তৰল-চালিত ৰকেট,তরল চালিত রকেট
lisaju ফিগাৰ,লিসাজু পরিসংখ্যান
"তালিকা, তালিকা","তালিকা, তালিকা"
"তালিকাভুক্ত কৰা, তালিকাভুক্ত কৰা","তালিকা, তালিকা"
লেতেৰা,লিটার
লাইভ অনুষ্ঠান,লাইভ প্রোগ্রাম
বৈদ্যুতিক তাঁৰ,বৈদ্যুতিক তার
"বোজা, বোজা, বোজা, বোজা, বোজা","লোড, লোড, লোড, লোড, লোড"
চুম্বক শিল,চুম্বক পাথর
"স্থানীয়, স্থানীয়","স্থানীয়, স্থানীয়"
স্থানীয় maxwelly,স্থানীয় ম্যাক্সওয়েলি
"স্থান, অৱস্থান, অৱস্থান, অৱস্থান, অৱস্থান","অবস্থান, অবস্থান, অবস্থান, অবস্থান, অবস্থান"
বান্ধ খাই থকা দোষ,সংযুক্ত দোষ
"তালাক, চালান","তালাক, চালান"
"locus, লোকাছ","locus, locus"
চুম্বক শিল,চুম্বক পাথর
লগাৰিদমিক,লগারিদমিক
তর্ক শাস্ত্র,যুক্তিবিদ্যা
যুক্তিসংগত,যুক্তিসঙ্গত
"লজিষ্টিক, অপাৰেচন বিজ্ঞান","লজিস্টিকস, অপারেশন সায়েন্স"
লণ্ডন Vanderwaals আকৰ্ষণ,লন্ডন Vanderwaals আকর্ষণ
দূৰৱৰ্তী সংক্ৰমণ,দূরবর্তী সংক্রমণ
"দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ","দ্রাঘিমাংশ, দ্রাঘিমাংশ"
ৰাভিনেচৰ দ্ৰাঘিমাংশ,রাভিনেচের দ্রাঘিমাংশ
"দীৰ্ঘায়িত, দীৰ্ঘায়িত","অনুদৈর্ঘ্য, অনুদৈর্ঘ্য"
দীঘল স্বৰবৰ্ণ,দীর্ঘ স্বরবর্ণ
"লুপ, লুপ, লুপ (সম্পা.), লুপ (v.), প্ৰসন্দ","loop, loop, loop (ed.), loop (v.), prasand"
শিথিলভাৱে বান্ধি থোৱা,শিথিলভাবে আবদ্ধ
"বিৰলভাৱে পেক কৰা, পেক কৰা","sparsely packed, packed"
লৰেণ্টৰ ফিটজেৰাল্ডৰ সংকোচন,লরেন্টের ফিটজেরাল্ড সংকোচন
ক্ষতি মুক্ত লাইন,ক্ষতি মুক্ত লাইন
ক্ষয়প্ৰাপ্ত ডাইলেক্ট্ৰিক,ক্ষয়প্রাপ্ত অস্তরক
শক্তি,শক্তি
"কম চাপৰ অঞ্চল, বিষণ্ণতা","নিম্ন চাপ এলাকা, বিষণ্নতা"
"অৱজ্ঞা, নিম্ন","অবজ্ঞা, কম"
"সৰ্বনিম্ন, আটাইতকৈ সৰু","সর্বনিম্ন, ক্ষুদ্রতম"
inferior ভেকুৱাম,নিকৃষ্ট ভ্যাকুয়াম
উজ্জ্বলতা,উজ্জ্বলতা
সন্দীপ্তি,সন্দীপ্তি
উজ্জ্বল,উজ্জ্বল
শিখা।,শিখা।
"দীপ, প্ৰদীপী, জ্যোতি-","দীপ, প্রদীপী, জ্যোতি-"
চন্দ্ৰৰ দিন,চন্দ্র দিন
চন্দ্ৰগ্ৰহণ,চন্দ্রগ্রহণ
চন্দ্ৰ উপগ্ৰহ,চাঁদ উপগ্রহ
চন্দ্ৰৰ পৰ্যায় পৰিৱৰ্তন,চাঁদ ফেজ পরিবর্তন
লাক্স,লাক্স
লাইমেন ছিৰিজ,লাইমান সিরিজ
গোটেই অংশ,স্থূল
গোটেই অংশ,স্থূল
যাদু বন্তি চিত্ৰকল্প বন্তি,ম্যাজিক লণ্ঠন সচিত্র লণ্ঠন
"মায়া নম্বৰ, মেজিক নম্বৰ, পাৰ্মানেন্স নম্বৰ","মায়া নম্বর, ম্যাজিক নম্বর, স্থায়ী সংখ্যা"
চুম্বকীয়ভাৱে,চুম্বকীয়ভাবে
চুম্বকীয়,চৌম্বক
চুম্বকীয় ৰেজিষ্টৰ,চৌম্বক প্রতিরোধক
চুম্বকীয়কৰণ,চুম্বকীয়করণ
চুম্বকীয়কৰণ,চুম্বককরণ
চুম্বকত্ব,চুম্বকত্ব
চুম্বক তাপীয় প্ৰভাৱ,চুম্বক তাপীয় প্রভাব
চুম্বক হাইড্ৰ&#39;ডাইনেমিক্স,চুম্বক হাইড্রোডাইনামিকস
চুম্বক হাইড্ৰ&#39;ষ্টেটিক্স,চুম্বক হাইড্রোস্ট্যাটিক্স
চুম্বকমাপক,ম্যাগনেটোমিটার
চুম্বক,চুম্বক
চুম্বক বৃত্ত,চুম্বক বৃত্ত
ষ্টেটিক চুম্বকত্ব,স্থির চুম্বকত্ব
magnetron ৰেক্টিফায়াৰ,ম্যাগনেট্রন সংশোধনকারী
বৃদ্ধি কৰা ছবি,বিবর্ধিত চিত্র
মেগনিফায়াৰ,ম্যাগনিফায়ার
"magnify, বৃদ্ধি কৰা","বড় করা, বড় করা"
"মেগনিফায়াৰ, বৃদ্ধি-","ম্যাগনিফায়ার, ম্যাগনিফিকেশন-"
মেগনিফাইং লেন্স,ম্যাগনিফাইং লেন্স
"মাত্ৰা, পৰিমাণ","magnitude, magnitude"
মেগনন,ম্যাগনন
মূল বেণ্ড,প্রধান ব্যান্ড
মূল পথৰ মূল লাইন,"প্রধান সড়ক, প্রধান লাইন"
"মূল তাঁৰ, মূল টেপ","প্রধান তার, প্রধান ট্যাপ"
"ৰক্ষণাবেক্ষণ, পুষ্টি, ৰক্ষণাবেক্ষণ","রক্ষণাবেক্ষণ, পুষ্টি, রক্ষণাবেক্ষণ"
mayorana নিষ্কাশন,মেয়র নির্যাস
মুখ্য অক্ষ,প্রধান অক্ষ
মূল ত্ৰুটি,প্রধান ত্রুটি
বহুমুখী,বহুমুখী
মাষ্টাৰ টোন,মাস্টার টোন
সংস্পৰ্শ আৰু ভাঙি,যোগাযোগ এবং বিরতি
নমনীয়তা,নমনীয়তা
দক্ষতাসমূহ,দক্ষতা
মেনুৱেল মেনিপুলেচন,ম্যানুয়াল ম্যানিপুলেশন
অপাৰেটৰজনক,চালক
মানৱীয় বেলুন,মনুষ্যবাহী বেলুন
"barometer, মানোমিটাৰ","ব্যারোমিটার, ম্যানোমিটার"
বহুভুজ,পলিহেড্রন
মানুহ মানুহ বছৰ,মানুষ মানুষ বছর
"প্ৰান্তীয়, প্ৰান্তীয়, প্ৰান্তীয়","প্রান্তিক, প্রান্তিক, প্রান্তিক"
প্ৰান্তীয় এণ্ট্ৰপি,প্রান্তিক এনট্রপি
নিৰাপদ চৌহদ,নিরাপদ প্রাঙ্গনে
নাৱিক ডছুইচাক,নাবিক শুইচাক
"চিহ্ন, চিহ্ন, চিহ্ন","চিহ্ন, চিহ্ন, চিহ্ন"
মাৰ্কাৰ,মার্কার
maser,maser
"মাস্ক, মাস্ক, আৱৰণ","মুখোশ, মুখোশ, আবরণ"
ঢাকি পেলাওক,ঢেকে ফেলা
"ভৰ, ভৰ, ডাঙৰ ডাঙৰ","ভর, ভর, বাল্ক"
ভৰ প্ৰাচুৰ্য্য,ভর প্রাচুর্য
ভৰ অনুপাত বিক্ৰিয়া,ভর অনুপাত প্রতিক্রিয়া
"ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ প্ৰাচুৰ্য্য","ভর ঘনত্ব, ভর ঘনত্ব, ভর ঘনত্ব, ভর প্রাচুর্য"
ভৰ ক্ষতি,ভর ক্ষতি
মাষ্টাৰ নিউক্লিয়াছ,মাস্টার নিউক্লিয়াস
ভৰ গতি,ভর গতি
ভৰ প্ৰতিৰোধ ক্ষমতা,ভর প্রতিরোধ ক্ষমতা
"মাষ্টাৰ প্লেট, মাষ্টাৰ প্লেট","মাস্টার প্লেট, মাস্টার প্লেট"
মিল থকা,ম্যাচ
মিল থকা হৈছে,মিলে গেছে
মিল থকা,ম্যাচিং
"মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স","ম্যাট্রিক্স, ম্যাট্রিক্স, ম্যাট্রিক্স, ম্যাট্রিক্স"
