Kannada,Gujarati
ಯಂತ್ರೋಪಕರಣ,તંત્ર
ಸರ್ಕಾರದ ಯಂತ್ರೋಪಕರಣಗಳು,સરકારનું યંત્ર
ಪತ್ರಿಕೆ,સામયિક
ಮೇಲಿಂಗ್ ಪಟ್ಟಿ,ટપાલ યાદી
ನಿರ್ವಹಿಸು,જાળવી
ನಿರ್ವಹಣೆ,જાળવણી
ಪ್ರಮುಖ,મુખ્ય
ಬಹುಮತ,બહુમતી
ಪ್ರಮುಖ ಕೃತಿಗಳು,મોટા બાંધકામ
ಸೌಂದರ್ಯ ವರ್ಧಕ,શનગાર
ಅಸಮರ್ಪಕತೆ,વિમાયકરણ
ನಿರಾನಂಕದ,વિમાન
ಮಲಕ್ಷರ,બદમાશી
ಮಂಕಾದ,દ્વેષ
ದುರುಪಯೋಗ,ગેરરીતિ
ಅಪಚಾರ,દુર્વ્યવહાર
ನಿರ್ವಹಣೆ,સંચાલન
ವ್ಯವಸ್ಥಾಪಕ,વ્યવસ્થાપક
ಆದೇಶಿಸು,આદેશ
ಕಡ್ಡಾಯ,ફરજિયાત
ಮಾನವ ದಿನಗಳು,આદેશ
ಒಂದು ಬಗೆಯ ಶವ,ઘેરો
ಪ್ರಣಾಳಿಕೆ,ચિત્તભ્રમણા
ಕುಶಲತೆ,હેલાકી
ಕುಶಲ,દાવપેચ
ಮಾನವಶಕ್ತಿ,માનવશક્તિ
ಮ್ಯಾನ್ ಟು-ಮ್ಯಾನ್ ಶ್ರೇಯಾಂಕ,માનવમાર્ગની રેન્કિંગ
ಕೈಪಿಡಿ,માર્ગદર્શિકા
ಕೈಪಿಡಿ ಕಾರ್ಮಿಕ,શ્રમ મજૂર
ತಯಾರಿಸು,ઉત્પાદન
ತಯಾರಕ,ઉત્પાદક
ಹಸ್ತಪ್ರತಿ,હસ્તપ્રત
ನಕ್ಷೆ,નકશો
ಅಂಚು,અંતર
ಅಂಚಿನ,સીમાંત
ವೈವಾಹಿಕ ಸ್ಥಿತಿ,વૈવાહિક સ્થિતિ
ಮಾರಾಟ,બજાર
ಮಾರ್ಕೆಟಿಂಗ್ ಆರ್ಥಿಕತೆ,ખરીદ -અર્થતંત્ર
ಗುರುತು,ચિહ્ન
ಅಂಕಪಟ್ಟಿ,માર્કશીટ
ಗಳಿಸಿದ ಅಂಕಗಳು,ગુણધર્મ
ಸಮೂಹ,સમૂહ
ಸಮೂಹ ಸಂವಹನ,સામૂહિક સંચાર
ಸಾಮೂಹಿಕ ಬಳಕೆ,સામૂહિક વપરાશ
ಸಾಮೂಹಿಕ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,મોટા પ્રમાણમાં પ્રતિરક્ષા
ಸಮೂಹ ಮಾಧ್ಯಮ,સમૂહ માધ્યમો
ಸಮೂಹ ಉತ್ಪಾದನೆ,સામૂહિક ઉત્પાદન
ಮಾಸ್ಟರ್ ಫೈಲ್,મુખ્ય ફાઈલ
ಕಾರ್ಯಕ್ರಮ ನಿರ್ವಾಹಕ,સમારોહમાં માસ્ટર
ಯಜಮಾನಿಕೆ,માસ્ટર પ્લાન
ಹೊಂದಾಣಿಕೆ ಅನುದಾನ,મેળ ખાતી અનુદાન
ವಸ್ತು,સામગ્રી
ಮಾತೃತ್ವ,પ્રસૂતિ
ಹೆರಿಗೆ ರಜೆ,પ્રસુતિ સમયે લેવાતી રજા
ಮೆಟ್ರಿಕಿಕ್ಯೂಟ್ ಮಾಡು,મેતર
ವೈವಾಹಿಕ,ભાષાનું
ಪ್ರಬುದ್ಧ,પરિપક્વ
ಪ್ರಬುದ್ಧತೆ,પાકતી તારીખ
ಗರಿಷ್ಠ,મહત્તમ
ಅಂದರೆ,સાધન
ಅಳತೆ,માપ
ಅಳತೆ,માપ
ಅಳತೆ,પગલાં
ಯಂತ್ರಕಾರ,મિકેનિક
ಯಂತ್ರದ,યાંત્રિક
ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ,યંત્ર
ಮಾಧ್ಯಮಗಳು,માધ્યમ
ಮಧ್ಯಪ್ರವೇಶಿಸು,મધ્યસ્થી થવું
ವೈದ್ಯ,તબીબી
ವೈದ್ಯಕೀಯ ಲಾಭ,તબીબી લાભ
ವೈದ್ಯಕೀಯ ಪರೀಕ್ಷೆ,તબીબી પરીક્ષા
O-ಷಧದ,Leષધ-કાનૂની
ಮಾಧ್ಯಮ,માધ્યમ
ಕ್ಯಾಮೆರಾದಲ್ಲಿ ಸಭೆ,ક camera મેરા -સભા
ಸದಸ್ಯ,સભ્ય
ಜ್ಞಾಪಕ,યાદી
ಸ್ಮಾರಕ,સ્મારક
ಮಾನಸಿಕ ಸಾಮರ್ಥ್ಯ,માનસિક ક્ષમતા
ಮೆಳ್ಳಿ,વીનાશ
ವಿಲೀನ,સુધારણા
ಅರ್ಹತೆ,ગુણવત્તા
ಅರ್ಹ ಪಟ್ಟಿ,પાત્રતા
ಅರ್ಹವಾದ,પ્રશંસાપત્ર
ಯೋಗ್ಯತೆಗಳು,યોગ્ય
ಅರ್ಹ ವಿದ್ಯಾರ್ಥಿವೇತನ,ગુણવત્તા શિષ્યવૃત્તિ
ಸಂದೇಶ,સંદેશ
ವಿಧಾನ,પદ્ધતિ
ವಿಧಾನಶಾಸ್ತ್ರ,પદ્ધતિ
ಮಹಾನಗರ ಪ್ರದೇಶ,મહાનગર વિસ્તાર
ಮಧ್ಯದ ಆದಾಯ ಗುಂಪು,મધ્યમ આવક જૂથ
ಮಧ್ಯವರ್ತಿ,વચલી વ્યક્તિ
ಸೂತ್ರಮಾಪಕ,માવીવિફરી
ವಲಸಿಗ,સ્થળાંતર કરનાર
ಮೈಪನೆ,માઈલય
ಉಗ್ರಗಾಮಿತ್ವ,આતંકવાદ
ಸಹಸ್ರಮಾನದ,સહસ્ત્રાબ્દી
ಕಿರುಚಲ,લઘુ
ಕನಿಷ್ಠ,ન્યૂનતમ
ಗಣಿಗಾರಿಕೆ,ખાણકામ
ಸಚಿವರ,મંત્રી
ಸಚಿವಾಲಯ,મંત્રાલય
ಸಣ್ಣ,ગૌણ
ಅಲ್ಪಸಂಖ್ಯಾತ,લઘુમતી
ಸಣ್ಣ ಕೃತಿಗಳು,નાના કામો
ನಿಮಿಷಗಳು,પ્રકાર
ದುರುಪಯೋಗ,અસંદિગિત
ದುರುಪಯೋಗ,ગેરવર્તન
ನ್ಯಾಯದ ಗರ್ಭಪಾತ,ન્યાયની કસુવાવડ
ವಿವಿಧ,પરચુરણ
ಕಿಡಿಗೇಡಿ,દુ misખ
ತಪ್ಪಾಗಿ ವರ್ಗೀಕರಿಸುವಿಕೆ,ખોટી વર્ગીકરણ
ದುರುಪಯೋಗ,ગેરવર્તન
ದಾರಿ ತಪ್ಪಿಸು,ગેરમાર્ગે દોરવું
ಗಾಬರಿಗೊಳಿಸುವಿಕೆ,ગેરવહીવટ
ತಪ್ಪು ನಿರೂಪಣೆ,ખોટી રજૂઆત
ಸತ್ಯಗಳ ತಪ್ಪು ವಿವರಣೆ,તથ્યોની ગેરસમજ
ತಪ್ಪುಗ್ರಹಿಕೆ,ગેરસમજ
ದುರುಪಯೋಗ,દુરુપયોગ
ಮಿಶ್ರ ಆರ್ಥಿಕತೆ,મિશ્ર અર્થતંત્ર
ಜನಸಮೂಹ,ટોળું
ಮೊಬೈರಿ,ફરડ
ಚಲನಶೀಲತೆ,ગતિશીલતા
ಕ್ರಮ,પદ્ધતિ
ಮಾದರಿ,નમૂનો
ಸಾಧಾರಣಕಾರ,મધ્યસ્થી
ಮಾರ್ಪಾಡು,ફેરફાર
ಮಂತ್ರವಾದ,મોડસ ઓપરેન્ડી
ವಿತ್ತೀಯ ಅನುದಾನ,નાણાકીય અનુદાન
ಹಣ,ચલણ
ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು,મોનીટર
ಏಕಗಮನ,એકપૂફી
ಏಕಲೇಖಿ,પ્રણય
ಏಕಸ್ವಾಮ್ಯ,ઈજારો
ಏಕತಾನತೆ,એકવિધતા
ಮಾಸಿಕ ಪ್ರವಾಸ ಡೈರಿ,માસિક પ્રવાસ ડાયરી
ತಿಂಗಳಿಂದ ತಿಂಗಳಿಗೆ,મહિનો
ನೈತಿಕ,નૈતિક
ನಿತ್ಯ,મનોબળ
ನೈತಿಕ ಟರ್ಪಿಟ್ಯೂಡ್,નૈતિકતાના અધકચકા
ನೀಚ,મોકૂફી
ಮರಣ ಪ್ರಮಾಣ,મૃત્યુદર
ಅಡಮಾನ,ગીરો
ಅತ್ಯಂತ ಗೌಪ್ಯ,સૌથી ગુપ્ત
ಮಾತೃ ಭಾಷೆ,માતૃભાષા
ಚಲನೆ,દરખાસ્ત
ಚಲನೆಯ ಅಧ್ಯಯನ,ગતિ અભ્યાસ
ಪ್ರೇರಣೆ,હેતુ
ಉದ್ದೇಶ,પ્રયત્નો
ಗುರಿ,સૂત્ર
ಮುಖವಾಣಿ,મુખપત્ર
ಚಲಿಸಬಲ್ಲ,જંગમ
ಚಲಿಸು,ખસેડવું
ಚಲನೆ,ગતિવિધિ
ಬಹುಮುಖ,બહુવિધ
ವಿವಿಧೋದ್ದೇಶ,વિવિધલક્ષી
ಪುರಸಭೆಯ ತೆರಿಗೆ,નગરપાલિકા કર
ವಸ್ತು ಸಂಗ್ರಹಾಲಯ,સંગ્રહાલય
ರೋಲ್,એકઠા
ರೂಪಾಂತರ,પરિવર્તન
ಮಧುರ,પરિવર્તુઓ
ಪರಸ್ಪರ ಹೂಂದಾಣಿಕೆ,આપસી સમજૂતી
ಹೆಸರಿನ ಚೀಟಿ,નામ -કાર્ડ
ಮಾದಕ ವಸ್ತುವಿನ,માદક
ನಿರೂಪಣಾ ಮೌಲ್ಯಮಾಪನ,વર્ણન -મૂલ્યાંકન
ನಿರೂಪಕ,વર્ણનકર્તા
ರಾಷ್ಟ್ರ,રાષ્ટ્ર
ರಾಷ್ಟ್ರೀಯ,રાષ્ટ્રીય
ರಾಷ್ಟ್ರಗೀತೆ,રાષ્ટ્રવાદ
ರಾಷ್ಟ್ರೀಯತೆ,રાષ્ટ્રીયતા
ರಾಷ್ಟ್ರೀಕರಣ,રાષ્ટ્રીયકરણ
ರಾಷ್ಟ್ರೀಯ ಭಾಷೆ,રાષ્ટ્રીય ભાષા
ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣಪತ್ರ,રાષ્ટ્રીય બચત પ્રમાણપત્ર
ಸ್ಥಳೀಯ,મૂળ
ನೈಸರ್ಗಿಕ,સ્વાભાવિક
ಸಹಜವಾಗಿಸುವಿಕೆ,સ્વચ્છીકરણ
ನೌಕಾ ಬಲ,નૌકાદળ
ಸಂಚರಿಸಬಹುದಾದ,નૌસેના
ಸಂಚಾರ,સંશોધક
ನಾಚಿಕೆಗೇಡು,નાયસ
ಅಗತ್ಯ ಕ್ರಮ,આવશ્યક પગલાં
ಅವಶ್ಯಕವಾದ,જરૂરી
ಋಣಾತ್ಮಕ,નકારાત્મક
ನಿರ್ಲಕ್ಷ್ಯ,ઉપેક્ષા કરવી
ನಿರ್ಲಕ್ಷ್ಯ,બેદરકારી
ನಗಣ್ಯ,નગણ્ય
ಮಾತುಕತೆ,મંત્રણા -પણું
ನೆಗೋಶಬಲ್ ಸಾಧನ,વટાઉ ખત
ಮಾತುಕತೆ,વાટાઘાટ
ಸಮಾಲೋಚಕ,વાટાઘાટકાર
ಸ್ವಜನಪಕ್ಷಪಾತ,ભત્રીજા
ಬಲೆ,જાળ
ನಿವ್ವಳ ಹೂಡಿಕೆ,ચોખ્ખું રોકાણ
ತಟಸ್ಥ,તુરંત
ಸುದ್ದಿ,સમાચાર
ಸುದ್ದಿಪತ್ರ,સમાચારપત્ર
ಪತ್ರಿಕೆ,અખબાર
ಸುದ್ದಿ ಓದುಗ,અખબાર વાચક
ಸೋದರ ಸಂಬಂಧಿ,નજીક ના સગા
ರಾತ್ರಿ ಕರ್ತವ್ಯ,રાત્રિ ફરજ
ನಿಲ್ ವರದಿ,શૂન્ય અહેવાલ
ಪ್ರವೇಶವಿಲ್ಲ,પ્રવેશ કોઈ
ಬೇಡಿಕೆಯ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ (= ಬಾಕಿ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ),માંગનું પ્રમાણપત્ર નથી (= કોઈ બાકી પ્રમાણપત્ર)
ನಾಮಕರಣ,નામકરણ
ನಾಮಮಾತ್ರ ವೆಚ್ಚ,નામના ખર્ચ
ನಾಮಮಾತ್ರ ಮೌಲ್ಯ (= ಮುಖ ಮೌಲ್ಯ),નજીવા મૂલ્ય (= ચહેરો મૂલ્ય)
ನಾಮಕರಣ ಮಾಡು,નિયુક્ત કરવું
ನಾಮಕರಣ,નામનિર્દિષ્ટ
ನಾಮನಿರ್ದೇಶನ,નામનિર્દિષ્ટ
ಯುಗೇತರ,વતની
ವಾಗ್ದಾನ ಮಾಡದ,અનુચિત
ಅನಿವಾರ್ಯವಲ್ಲದ,અનિવાર્ય નથી
ಪಜಾಯವಿಲ್ಲದ,બિન-રાજપત્રિત
ಬಡ್ಡಿರಹಿತ ಬೇರಿಂಗ್,બિન-વ્યાજ
ನ್ಯಾಯಾಧೀಶನಲ್ಲದ,બિન-અદાલતી
ಸಚಿವರಲ್ಲದ,બિન-મંત્રાલયને લગતું
ಸಮರವಲ್ಲದ,બિન-વટાવી ન શકાય એવું
ಅಧಿಕಾರಿಯಲ್ಲದ,બિન-સરકારી
ಪಾವತಿ ಮಾಡದಿರುವುದು,ચુકવણી બિન-ચુકવણી
ಪಾವತಿಸದ ಪ್ರಮಾಣಪತ್ರ,ચુકવણી બિન-ચુકવણી પ્રમાણપત્ર
ಅಭ್ಯಾಸವಲ್ಲದ ಭತ್ಯೆ,તકરાર કરનાર ભથ્થું
ಮರುಕಳಿಸದ ಖರ್ಚು,બિન-પુનરાવર્તિત ખર્ચ
ಮರುಪಾವತಿಸಲಾಗದ,બિન-રિફંડપાત્ર
ಶಾಸನ್ಯದ,બિન-વૈધાનિક
ತೆರಪಿನ ಆದಾಯ,કરવેરાની આવક
ತಾಂತ್ರಿಕೇತರ ಪೋಸ್ಟ್,તકનીકી જગ્યા
ಅಸಾಂಪ್ರದಾಯಿಕ,બિન-પરાગારૂપ
ಮೌಖಿಕ ಸಂವಹನ,અમૌખિક વાર્તાલાપ
ಆಕ್ಷೇಪಣೆ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ,વાંધા પ્રમાણપત્ર
"ಲಾಭವಿಲ್ಲ, ನಷ್ಟವಿಲ್ಲ","કોઈ નફો, કોઈ ખોટ નથી"
ರೂ normಿಯ,ધોરણ
ಸಾಮಾನ್ಯ,સામાન્ય
ಧೂಮಪಾನವಿಲ್ಲ,ધુમ્રપાન નિષેધ
ಗಮನಾರ್ಹ,નોંધનીય
ಅನ್ವಯಿಸುವುದಿಲ್ಲ (N.A.),લાગુ નથી (એન.એ.)
ಲಭ್ಯವಿಲ್ಲ (ಎನ್.ಎ.),ઉપલબ્ધ નથી (એન.એ.)
ಸೂಚನೆ,નૉૅધ
ಗಮನಿಸು,જાણ
ಗಮನಾರ್ಹ,ધ્યાનપાત્ર
ಅಧೀನೀಕರಣ,સૂચના
ಸೂಚಿಸಿದ ಪ್ರದೇಶ,નિર્દિષ્ટ ક્ષેત્ર
ಗಮನಿಸುವುದು ಮತ್ತು ಕರಡು ಮಾಡುವುದು,નોંધ અને મુસદ્દા
ಕಲ್ಪನೆ,કાલ્પનિક પગાર
ನೆಗೋಶಬಲ್ ಅಲ್ಲ,વાટાઘાટો નથી
ನೆಗೋಶಬಲ್ ಇನ್ಸ್ಟ್ರುಮೆಂಟ್ ಅಲ್ಲ,વાટાઘાટો કરી શકાય તેવા સાધન નથી
ನ್ಯೂಕ್ಲಿಯಸ್,બીજક
ಶೂನ್ಯ,નિરર્થક
ಶೂನ್ಯ ಮತ್ತು ಅನೂರ್ಜಿತ,રદબાતલ
ಸಂಖ್ಯೆ,નંબર
ಸಂಖ್ಯೆಯಲ್ಲಿರುವುದು,ક્રમાંક
ಸಂಖ್ಯಾ,સંખ્યા
ಪ್ರಮಾಣ,શપથ
ನಿಷ್ಠೆಯ ಪ್ರಮಾಣ,નિષ્ઠા
ಕಚೇರಿಯ ಪ್ರಮಾಣ,પદના શપથ
ವಿಧೇಯತೆ,આજ્edાપાલન
ಸಾಬೀತಾದ,નિખાલસ
ವಸ್ತು,ઉદ્દેશ
ಆಕ್ಷೇಪಣೆ,વાંધો
ಉದ್ದೇಶಪೂರ್ವಕ,ઉદ્દેશ
ವಸ್ತುಗಳು ಮತ್ತು ಕಾರಣಗಳು,પદાર્થો અને કારણો
ಕಡ್ಡಾಯ,ફરજિયાત
ಅಶ್ಲೀಲ,અશ્લીલ
ಅಶ್ಲೀಲವಾದ ಗೆಸ್ಚರ್,અશ્રદ્ધાળુ હાવભાવ
ವೀಕ್ಷಕ,નિરીક્ષક
ಬಳಕೆಯಲ್ಲಿಲ್ಲದ,અપ્રચલિત
ಪ್ರತಿರೋಧ,અવરોધ
ಸ್ಪಷ್ಟ,સ્પષ્ટ
ಸಾಂದರ್ಭಿಕ,પ્રાસંગિક
ವಾಸಸ್ಥಳ,ભોગવટો
ವಾಸಿಸುವ,કબજેદાર
ಉದ್ಯೋಗ,વ્યવસાય
ಆಕ್ರಮಿಸು,વસવાટ કરવો
ಮಯೆಗುದಿಲು,ઓક્ટ્રોની ફરજ
ರಜಾ ದಿನ,બંધ દિવસે
ಕರ್ತವ್ಯದ ಹೊರತಾಗಿ,ફરજિયાત
ಆಕ್ರಮಣಕಾರಿ,વાંધાજનક
ಅರ್ಪಿಸು,અર્પણ કરવું
ನೇಮಕಾತಿಯ ಪ್ರಸ್ತಾಪ,નિમણૂકની ઓફર
ಕಚೇರಿ,કચેરી
ಲಾಭದ ಕಚೇರಿ,નફા
ಅಧಿಕೃತ,અધિકારી
ಅಧಿಕಾರ,સરકારી પદ
ಅಧಿಕೃತ,સત્તાવાર ફરજ
ಅಧಿಕಾರ,સરકારી
ಅಧಿಕೃತ ಭಾಷೆ,સત્તાવાર ભાષા
ಅಧಿಕೃತವಾಗಿ,સત્તાવાર રીતે
ಅಧಿಕೃತ ವರದಿ,સરકારી અહેવાલ
ಅಧಿಕೃತ ಆವೃತ್ತಿ,સત્તાવાર પરિશ્રમ
ಅಧಿಕಾರಾವಧ,કાર્યકારી
ದಾಖಲೆಯ ಆಫ್,રેકોર્ડ બંધ
ಸರಿ (ಒ.ಕೆ.),ઠીક છે (ઓ.કે.)
ಸುಖವಾದಿ,લોકપ્રિય
ಖಾತೆಯಲ್ಲಿ ಅನುದಾನ,હિસાબ અનુદાન
ಬೇಡಿಕೆಯಮೇರೆಗೆ,માંગને લઈને
ಕರ್ತವ್ಯದ ಮೇಲೆ,ફરજ પર
ಒಂದು ಕಡೆ,એક તરફ
ಸಾಲಿನಲ್ಲಿ,રેખા પર
ವಿಶೇಷ ಕರ್ತವ್ಯ,વિશેષજ્ dutyનિર્દિર
ಉದ್ಯೋಗ ತರಬೇತಿಯ ಮೇಲೆ,નોકરીની તાલીમ પર
ಹೊರೆ,જવાબદારી
ತೆರೆದ ದಿನ,ચાલુ દિવસ
ತೆರೆದ ವ್ಯವಸ್ಥೆಯ,ખુલ્લી પદ્ધતિ
ತೆರೆಯುವ,ઉદઘાટન
ತೆರೆಯುವ ಸಮತೋಲನ,પ્રારંભિક સિલક
ತೆರೆಯುವ ಸಮಯ,ખુલવાનો સમય
ಮುಕ್ತ ಕಲಿಕೆ,ખુલ્લું શિક્ષણ
ತೆರೆದ ಪತ್ರ,ખુલ્લો પત્ર
ಓಪನ್ ಯೂನಿವರ್ಸ್,ખુલ્લી યુનિવર્સિટી
ನಿರ್ವಹಣಾ ವೆಚ್ಚ,કાર્યરત ખર્ચ
ಕಾರ್ಯಾಚರಣಾ ಸಿಬ್ಬಂದಿ,કામકાજક કર્મચારી
ಕಾರ್ಯಾಚರಣೆ,સંચાલન
ಕಾರ್ಯಕಾರಿಯಾದ,ક્રિયાશીલ
ಅಭಿಪ್ರಾಯ,મંતવ્ય
ವಿರೋಧ,વિરોધ
ಆಯ್ಕೆ,વિકલ્પ
ಮೌಖಿಕ,મૌખિક
ಆಜ್ಞ,હુકમ
ಆದೇಶ ಪರಿಶೀಲನೆ,ઓર્ડર ચેક
ಮೀಸಲಾತಿ ಆದೇಶ,અનામત હુકમ
ಸಲ್ಲಿಕೆ,વટહુકમ
ಸಂಸ್ಥೆ,સંગઠન
ಸಂಸ್ಥೆ ಪಟ್ಟಿ,સંગઠન -ચાર્ટ
ಸಂಘಟಕ,સંગઠક
ಆಧಾರಿತ,લક્ષી
ಮೂಲದ,મૂળ
ಮೂಲ ವಿಭಾಗ,મૂળ વિભાગ
ಮೂಲ ಮಾರಾಟ ಪತ್ರ,મૂળ વેચાણ ખત
ಮೇಲ್ನೋಟದ ಮಾಲೀಕರು,દેખીતી માલિક
ಸ್ಫೋಟ,મહામારીનું એકદમથી ફાટી નીકળવું
ಸಜ್ಜು ಭತ್ಯೆ,સરંજામ ભથ્થું
ಹೊರಹೋಗುವ ಸದಸ್ಯ,વિદાય લેતા સભ્ય
ಹೊರಹೋಗುವ ಫೈಲ್,વિદાય કરતી ફાઈલ
ವಿನಿಯೋಗಿಸು,ખર્ચ
ಮಜಲು,બહારનો ભાગ
ರೂಪರೇಖೆಯನ್ನು,રૂપરેખા
ಮೇಲ್ನೋಟ,શણગારવું
ನ್ಯಾಯಾಲಯದಿಂದ ಹೊರಗಿದೆ,કોર્ટની બહાર
ಹಳೆಯದು,જુનું પુરાણું
ಆದೇಶದಿಂದ ಹೊರಗಿದೆ,હુકમ બહાર
ಮುದ್ರಣದಿಂದ ಹೊರಗಿದೆ,છાપ ની બહાર
ಹೊರಗಡೆ ತಿರುಗಿ,બદનામી
ತಿರುವು ಹಂಚಿಕೆಯಿಂದ,વળાંક ફાળવણી
ಹೊರಹ ಬಂತುರು,ચોકી
ಉತ್ಪಾದನೆ,ઉત્પાદન
ಸಂಪೂರ್ಣ ಖರೀದಿ,સીધી ખરીદી
ಹೊರಗುತ್ತಿಗೆ,આઉટસોર્સ
ಬಾಕಿ ಉಳಿದಿರುವ,ઉત્કૃષ્ટ
ವಯಸ್ಸಿಗೆ ತಕ್ಕಂತೆ,વર્ષ કરતાં વધુ
ಒಟ್ಟಾರೆ,સમગ્ર
ಒಟ್ಟಾರೆ ಕೊರತೆ,સમગ્ર ખોટ
ಓವರ್ ಬಿಲ್ಲಿಂಗ್,વધારે પડતું કમાણી
ಹೊರನೋಟು,વધારે પડતી વસિયતનામું
ಅತಿ ಕಡಿಮೆ,મુદતી
ಅತಿರೇಕ,વધારે પડતો અંદાજ
ಓವರ್ಹೆಡ್ ಹೊಣೆಗಾರಿಕೆ,વધુ પડતો ખર્ચ
ಅತಿಕ್ರಮಣ,અતિશય
ಆದ್ಯತೆಯನ್ನು ಅತಿಕ್ರಮಿಸುವುದು,અતિ -અગ્રતા અગ્રતા
ಅತಿಯಾದ ಗುಣ,અસ્વીકાર કરવો
ಮೇಲ್ವಿಚಾರಣೆ,દેખરેખ
ಅಧಿಕಾವಧಿ ವೇತನ,અતિ સમય પગાર
ಅತಿ ಮೌಲ್ಯಮಾಪನ,અતિ -મૂલ્યાંકન
ಮಾಲಿಕತ್ವ,માલિકી
ಚಿರತೆ,પ packageકિંગ
ಎಲ್ಲವನ್ನೊಳಗೊಂಡ ವ್ಯವಹಾರ,પેકેજ સોદો
ಪ್ಯಾಕಿಂಗ್ ಮತ್ತು ಗುರುತು,પેકિંગ અને ચિહ્નિત
ಪ್ಯಾಕಿಂಗ್ ಪಟ್ಟಿ,પેકિંગ યાદી
ಒಪ್ಪಂದ,સંધિ
ಪಾವತಿಸಿದ,પગાર
ಪಾವತಿಸಿದ ಬಂಡವಾಳ,ભરપાઈ થયેલી મૂડી
ಕರಪತ್ರ,પત્રિકા
ಫಲಕ,પેનલ
ಕಾಗದ,કાગળ
ಹಣ್ಣು,પેરી
ಪ್ರಮುಖವಾದ,પેરામાઉન્ટ
ಪೋಷಕರು,પિતૃ
ಪೋಷಕ,પેરેંટ
ಪೋಷಕ ಕಚೇರಿ,પિતૃ કચેરી
ಸರ್ವಶ್ರೇಷ್ಠ,શ્રેષ્ઠતા
ಪಾರಿ ಪಾಸು,પાસુ
ಸಮಾನತೆ,સમાનતા
ಸಂಸತ್ತು,લોકસભા
ಭಾಗ,ભાગ
ಭಾಗ ಫೈಲ್,ખંડ ફાઇલ
ಭಾಗಶಃ,આંશિક
ಭಾಗವಹಿಸು,સહભાગી
ನಿರ್ದಿಷ್ಟ,ચોક્કસ
Particulars,વિગત
ವಿಭಾಗ,વિભાજન
ಪಾಲುದಾರ,ભાગીદાર
ಪಾಲುದಾರಿಕೆ ಪತ್ರ,ભાગીદારી -ખત
ಭಾಗ ಪಾವತಿ,આંશિક ચુકવણી
ಅರೆಕಾಲಿಕ,ભાગ સમય
ಪಕ್ಷ,પક્ષ
ಸಮಾನ ಮೌಲ್ಯ,સમાન મૂલ્ય
ಉತ್ತೀರ್ಣ,પસાર
ಅಂಗೀಕಾರ,માર્ગ
ಗುಪ್ತಪದ,પાસશ
ಪೇಟೆ,પેટન્ટ
ಪೋಷಕ,આશ્રયદાતા
ಪಾವತಿ,ચૂકવું
ಬಿಲ್ ವೇತನ,બિલ ચુકવો
ಪಾವತಿಸಿ ಪ್ರಮಾಣಪತ್ರ,પગાર પ્રમાણપત્ર
ವೇತನ ದಿನ,પગાર -દિવસ
ಪಾವತಿಸುವವನು,ચૂકવનાર
ಪಾವತಿಸುವವನು,ચુકવણીકાર
ಪಾವತಿ,ચુકવણી
ತೀರಿಸು,ચૂકતે કરવું
ವೇತನ ಆದೇಶ,પગાર -હુકમ
ಪೇ ರೋಲ್,પગારપત્રક
ಪೇ ಸ್ಕೇಲ್,પગાર -ધોરણ
ಗುಪ್ತವಾದ,નાણાકીય
ದಂಡ,શિક્ષાપાત્ર
ದಂಡ ಸಂಹಿತೆ,દંડ
ದಂಡದ ಬಡ್ಡಿ,શિક્ષાત્મક વ્યાજ
ದಂಡಿಸು,શિક્ષા કરવી
ದಂಡ,દંડ
ಬಾಕಿ ಉಳಿದಿದೆ,બાકી
ಪೆನ್ ಡೌನ್ ಸ್ಟ್ರೈಕ್,કલમ ડાઉન હડતાલ
ಪಿಂಚಣಿ,પેન્શન
ಒಡ್ಡಿಕೊಳ್ಳಬಹುದಾದ,પેન્શનપાત્ર
ಪಿಶಕ್ತಾರ,પેન્શનર
ಪಿಂಚಣಿ ಯೋಜನೆ,પેન્શન યોજના
ವರ್ಷಕ್ಕೆ,વાર્ષિક
ಪ್ರತಿ ಧಾರಕ,વ્યક્તિ મુજબ
ತಲಾ (= ಪ್ರತಿ ತಲೆಗೆ),માથાદીઠ (= માથા દીઠ)
ಶೇಕಡಾ,ટકા
ದೀರ್ಘಕಾಲಿಕದ,બારમાસી
ಆದ್ಯತೆಯ ಖರೀದಿ,અગ્રાધિકાર ખરીદી
ನಿರ್ವಹಿಸು,કામગીરી
ಪ್ರದರ್ಶನ,કામગીરી
ಅವಧಿ,સમયગાળો
ನಿಯತಕಾಲಿಕ,સામયિક
ಪರಿಶೀಲನೆಯ ಅವಧಿ,સમીક્ષા હેઠળનો સમયગાળો
ಸುಳ್ಳುತನ,જુબાની
ವಿಶ್ವಾಸಾರ್ಹ,ખસી
ಶಾಶ್ವತ,કાયમી
ಪ್ರತಿ ಪುರುಷರು,દરને દીઠ
ಅನುಮತಿ,સ્વીકાર્ય
ಅನುಮತಿ,પરવાનગી
ಅನುಮತಿ,પરમિટ
