Bengali,Punjabi
বহুগুণ,ਖੁਸ਼ਹਾਲੀ
"ম্যানিপুলেটেড
 পরিবর্তনশীল","ਹੇਰਾਫੇਰੀ
 ਵੇਰੀਏਬਲ"
"ম্যানিপুলেটিভ
 সূচক","ਹੇਰਾਫੇਰੀ
 ਇੰਡੈਕਸਿੰਗ"
"ম্যান-মেশিন
 সিমুলেশন","ਆਦਮੀ-ਮਸ਼ੀਨ
 ਸਿਮੂਲੇਸ਼ਨ"
"ম্যানুয়াল ঠিকানা
 স্যুইচ","ਮੈਨੂਅਲ ਐਡਰੈੱਸ
 ਸਵਿੱਚ"
ম্যানুয়াল বিশ্লেষণ,ਮੈਨੁਅਲ ਵਿਸ਼ਲੇਸ਼ਣ
ম্যানুয়াল উত্তর,ਮੈਨੂਅਲ ਜਵਾਬ ਦੇਣਾ
ম্যানুয়াল কলিং,ਮੈਨੁਅਲ ਕਾਲਿੰਗ
মূল নিয়ন্ত্রণ,ਮੈਨੁਅਲ ਕੰਟਰੋਲ
ম্যানুয়াল এন্ট্রি,ਮੈਨੂਅਲ ਐਂਟਰੀ
ম্যানুয়াল এক্সচেঞ্জ,ਮੈਨੂਅਲ ਐਕਸਚੇਜ਼
ম্যানুয়াল ফাংশন,ਮੈਨੂਅਲ ਫੰਕਸ਼ਨ
হস্ত পরিচালিত,ਮੈਨੂਅਲ ਇੰਪੁੱਟ
সংক্ষিপ্ত কাজ,ਮੈਨੂਅਲ ਆਪ੍ਰੇਸ਼ਨ
"ম্যানুয়াল শব্দ
 জেনারেটর","ਮੈਨੁਅਲ ਸ਼ਬਦ
 ਜੇਨਰੇਟਰ"
"এক-এক-এক
 ভাষা","ਬਹੁਤ ਸਾਰੇ ਲਈ
 ਭਾਸ਼ਾ"
"অনেক থেকে এক
 ডিকোডার","ਬਹੁਤ ਸਾਰੇ
 ਡੀਕੋਡਰ"
মানচিত্র পদ্ধতি,ਮੈਪ ਵਿਧੀ
ম্যাপড বাফার,ਮੈਪਡ ਬਫਰ
ম্যাপিং ত্রুটি,ਮੈਪਿੰਗ ਗਲਤੀ
মার্জিন,ਹਾਸ਼ੀਏ
"মার্জিন-অ্যাডজাস্ট
 মোড","ਹਾਸ਼ੀਏ-ਵਿਵਸਥ
 ਮੋਡ"
প্রান্তিক চেক,ਹਾਸ਼ੀਏ ਦੀ ਜਾਂਚ
প্রান্তিক ত্রুটি,ਹਾਸ਼ੀਏ ਦੀ ਗਲਤੀ
প্রান্তিক পরীক্ষা,ਹਾਸ਼ੀਏ ਦਾ ਟੈਸਟ
মার্জিন নিয়ন্ত্রণ,ਹਾਸ਼ੀਏ ਦਾ ਨਿਯੰਤਰਣ
"মার্জিন খোঁচা
 কার্ড","ਹਾਸ਼ੀਏ ਨੇ ਮੁੱਕਾ ਮਾਰਿਆ
 ਕਾਰਡ"
চিহ্ন,ਮਾਰਕ
চিহ্নিত সনাক্তকরণ,ਮਾਰਕ ਖੋਜ
চিহ্নিতকারী,ਮਾਰਕਰ
মার্ক হোল্ড,ਮਾਰਕ ਹੋਲਡ
চিহ্নিত,ਮਾਰਕਿੰਗ
পক্ষপাত চিহ্নিত করা,ਮਾਰਕਿੰਗ ਬਿਆਸ
"চিহ্নিত-শেষ
 বিকৃতি","ਮਾਰਕਿੰਗ-ਅੰਤ
 ਭਟਕਣਾ"
চিহ্নিত তরঙ্গ,ਮਾਰਕਿੰਗ ਵੇਵ
মার্ক ম্যাচিং,ਮਾਰਕ ਮੇਲ
মার্কভ চেইন,ਮਾਰਕੋਵ ਚੇਨ
মার্কভ উত্স,ਮਾਰਕੋਵ ਸਰੋਤ
মার্ক রিডিং,ਮਾਰਕ ਰੀਡਿੰਗ
মার্ক স্ক্যানিং,ਮਾਰਕ ਸਕੈਨਿੰਗ
ইন্দ্রিয় চিহ্নিত করুন,ਮਾਰਕ ਦੀ ਭਾਵਨਾ
"মার্ক সেন্সিং
 কলাম","ਮਾਰਕ ਸੈਂਸਿੰਗ
 ਕਾਲਮ"
সেন্সিং সারি চিহ্নিত করুন,ਸੈਂਸਿੰਗ ਕਤਾਰ ਨੂੰ ਮਾਰਕ ਕਰੋ
"মার্ক-স্পেস
 চরিত্র","ਮਾਰਕ-ਸਪੇਸ
 ਅੱਖਰ"
"স্থান চিহ্নিত করুন
 গুণক","ਸਪੇਸ ਵੱਲ ਨਿਸ਼ਾਨ
 ਗੁਣਕ"
"স্থান চিহ্নিত করুন
 অনুপাত","ਸਪੇਸ ਵੱਲ ਨਿਸ਼ਾਨ
 ਅਨੁਪਾਤ"
"স্থান চিহ্নিত করুন
 রূপান্তর","ਸਪੇਸ ਵੱਲ ਨਿਸ਼ਾਨ
 ਤਬਦੀਲੀ"
মাসার,ਮੇਸਰ
মুখোশ,ਮਾਸਕ
মুখোশযোগ্য বাধা,ਮਾਸਕਬਲ ਰੁਕਾਵਟ
মুখোশ বিট,ਮਾਸਕ ਬਿੱਟ
মুখোশযুক্ত রোম,ਨਕਾਬਪੋਸ਼ ਰੋਮ
মুখোশ মিল,ਮਾਸਕ ਮੇਲ ਖਾਂਦਾ
"মুখোশ
 প্রোগ্রামযোগ্য
 যন্ত্র","ਮਾਸਕ
 ਪ੍ਰੋਗਰਾਮਯੋਗ
 ਜੰਤਰ"
মাস্ক রেজিস্টার,ਮਾਸਕ ਰਜਿਸਟਰ
ম্যাসেজিং,ਮਸਾਜਿੰਗ
ভর ডেটা,ਪੁੰਜ ਡਾਟਾ
গণ স্মৃতি,ਸਮੂਡੀ ਮੈਮੋਰੀ
ভর স্টোরেজ,ਭੰਡਾਰ
"ভর স্টোরেজ
 যন্ত্র","ਭੰਡਾਰ
 ਜੰਤਰ"
"ভর স্টোরেজ ফাইল
 বিভাগ","ਮਾਸ ਸਟੋਰੇਜ ਫਾਈਲ
 ਖੰਡ"
"গণ স্টোরেজ চালু
 লাইন","'ਤੇ ਮਾਸ ਸਟੋਰੇਜ
 ਲਾਈਨ"
মাস্টার,ਮਾਸਟਰ
মাস্টার কার্ড,ਮਾਸਟਰ ਕਾਰਡ
মাস্টার ক্লক,ਮਾਸਟਰ ਘੜੀ
"মাস্টার ক্লক
 ফ্রিকোয়েন্সি","ਮਾਸਟਰ ਘੜੀ
 ਬਾਰੰਬਾਰਤਾ"
মাস্টার কনসোল,ਮਾਸਟਰ ਕੰਸੋਲ
"মাস্টার নিয়ন্ত্রণ
 বাধা","ਮਾਸਟਰ ਕੰਟਰੋਲ
 ਵਿਘਨ"
মূল তথ্য,ਮਾਸਟਰ ਡਾਟਾ
প্রধান নথি,ਮਾਸਟਰ ਫਾਈਲ
"প্রধান নথি
 ইনভেন্টরি","ਮਾਸਟਰ ਫਾਈਲ
 ਵਸਤੂ ਸੂਚੀ"
মাস্টার ফাইল আপডেট,ਮਾਸਟਰ ਫਾਈਲ ਅਪਡੇਟ
মাস্টার ফ্রিকোয়েন্সি জেনারেটর,ਮਾਸਟਰ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ
মাস্টার গ্রুপ,ਮਾਸਟਰ ਸਮੂਹ
"মাস্টার নির্দেশনা
 টেপ","ਮਾਸਟਰ ਹਦਾਇਤ
 ਚੇਪੀ"
মাস্টার লাইব্রেরি টেপ,ਮਾਸਟਰ ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ
মাস্টার মোড,ਮਾਸਟਰ ਮੋਡ
মাস্টার প্রসেসর,ਮਾਸਟਰ ਪ੍ਰੋਸੈਸਰ
মাস্টার প্রোগ্রাম,ਮਾਸਟਰ ਪ੍ਰੋਗਰਾਮ
"মাস্টার অগ্রগতি
 ফাইল","ਮਾਸਟਰ ਪ੍ਰੋਗ੍ਰਾਮ
 ਫਾਈਲ"
মাস্টার রেকর্ড,ਮਾਸਟਰ ਰਿਕਾਰਡ
মাস্টার সময়সূচী,ਮਾਸਟਰ ਸ਼ਡਿ r ਲਰ
"মনিব গোলাম
 যন্ত্র","ਮਾਸਟਰ / ਸਲੇਵ
 ਜੰਤਰ"
"মনিব গোলাম
 ফ্লিপ-ফ্লপ","ਮਾਸਟਰ / ਸਲੇਵ
 ਫਲਿਪ ਫਲਾਪ"
"মনিব গোলাম
 মাল্টিপ্রোগ্রামিং","ਮਾਸਟਰ / ਸਲੇਵ
 ਮਲਟੀਪ੍ਰੋਗ੍ਰਾਮਿੰਗ"
"মনিব গোলাম
 পদ্ধতি","ਮਾਸਟਰ / ਸਲੇਵ
 ਸਿਸਟਮ"
মাস্টার স্টেশন,ਮਾਸਟਰ ਸਟੇਸ਼ਨ
মাস্টার টেপ,ਮਾਸਟਰ ਟੇਪ
মাস্টার টার্মিনাল,ਮਾਸਟਰ ਟਰਮੀਨਲ
ম্যাচ,ਮੈਚ
"গাণিতিক
 পরীক্ষা করুন","ਗਣਿਤ
 ਚੈਕ"
"গাণিতিক
 ফাংশন","ਗਣਿਤ
 ਫੰਕਸ਼ਨ"
"গাণিতিক
 আনয়ন","ਗਣਿਤ
 ਸ਼ਾਮਲ"
গাণিতিক যুক্তি,ਗਣਿਤ ਦਾ ਤਰਕ
"গাণিতিক
 মডেল","ਗਣਿਤ
 ਮਾਡਲ"
"গাণিতিক
 সিমুলেশন","ਗਣਿਤ
 ਸਿਮੂਲੇਸ਼ਨ"
ম্যাট্রিক্স,ਮੈਟਰਿਕਸ
ম্যাট্রিক্স আদর্শ,ਮੈਟ੍ਰਿਕਸ ਆਦਰਸ਼
ম্যাট্রিক্স প্রিন্টার,ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ
ম্যাট্রিক্স স্টোরেজ,ਮੈਟ੍ਰਿਕਸ ਸਟੋਰੇਜ
ম্যাট্রিক্স টেবিল,ਮੈਟ੍ਰਿਕਸ ਟੇਬਲ
"ম্যাট্রিক্স আপডেট হচ্ছে
 পদ্ধতি","ਮੈਟ੍ਰਿਕਸ ਅਪਡੇਟ ਕਰ ਰਿਹਾ ਹੈ
 ਵਿਧੀ"
ম্যাক্সি কম্পিউটার,ਮੈਕਸੀ ਕੰਪਿ computer ਟਰ
"সর্বোচ্চ দর্ঘ্য
 ক্রম","ਵੱਧ ਤੋਂ ਵੱਧ ਲੰਬਾਈ
 ਤਰਤੀਬ"
"সর্বাধিক
 অপারেটিং
 ফ্রিকোয়েন্সি","ਵੱਧ ਤੋਂ ਵੱਧ
 ਓਪਰੇਟਿੰਗ
 ਬਾਰੰਬਾਰਤਾ"
"সর্বোচ্চ
 (= স্ট্যান্ডার্ড যোগফল
 শব্দ)","ਮੈਕਸਟਰਮ
 (= ਸਟੈਂਡਰਡ ਜੋੜ
 ਮਿਆਦ)"
গড় এনট্রপি,ਮਤਲਬ ਐਂਟਰੋਪੀ
"গড় তথ্য
 বিষয়বস্তু","ਮਤਲਬ ਜਾਣਕਾਰੀ
 ਸਮੱਗਰੀ"
গড় মেরামতের সময়,ਮਤਲਬ ਮੁਰੰਮਤ ਦਾ ਸਮਾਂ
"মানে/শেষ
 বিশ্লেষণ","ਮਤਲਬ / ਅੰਤ
 ਵਿਸ਼ਲੇਸ਼ਣ"
"গড় সময়
 ব্যর্থতার মধ্যে","ਮਤਲਬ ਸਮਾਂ
 ਅਸਫਲਤਾਵਾਂ ਦੇ ਵਿਚਕਾਰ"
"গড় সময়
 ব্যর্থতা","ਦਾ ਮਤਲਬ ਹੈ
 ਅਸਫਲਤਾ"
"গড় সময়
 মেরামত","ਦਾ ਮਤਲਬ ਹੈ
 ਮੁਰੰਮਤ"
পরিমাপ পরিষেবা,ਮਾਪੀ ਸੇਵਾਵਾਂ
"পরিমাপ
 তথ্য","ਦਾ ਮਾਪ
 ਜਾਣਕਾਰੀ"
"পরিমাপ
 অবস্থান","ਦਾ ਮਾਪ
 ਟਿਕਾਣਾ"
"ব্যবস্থা
 বিভিন্নতা","ਦੇ ਉਪਾਅ
 ਪਰਿਵਰਤਨ"
"যান্ত্রিক
 ক্যালকুলেটর","ਮਕੈਨੀਕਲ
 ਕੈਲਕੁਲੇਟਰ"
"যান্ত্রিক
 অভিধান","ਮਕੈਨੀਕਲ
 ਸ਼ਬਦਕੋਸ਼"
"যান্ত্রিক
 অনুবাদ","ਮਕੈਨੀਕਲ
 ਅਨੁਵਾਦ"
"যান্ত্রিক
 যাচাইকারী","ਮਕੈਨੀਕਲ
 ਵੈਰਿਫਾਇਰ"
"মিডিয়া ড্রাইভ
নির্বাচক","ਮੀਡੀਆ ਡਰਾਈਵ
ਸਿਲੈਕਟ"
"মিডিয়া বাসিন্দা
 সফটওয়্যার","ਮੀਡੀਆ ਨਿਵਾਸੀ
 ਸਾਫਟਵੇਅਰ"
"মাঝারি স্কেল
 মিশ্রণ","ਦਰਮਿਆਨੀ ਸਕੇਲ
 ਏਕੀਕਰਣ"
মাঝারি গতি,ਦਰਮਿਆਨੀ ਗਤੀ
"মাঝারি মেয়াদী
 স্টোরেজ ডিভাইস","ਦਰਮਿਆਨੀ ਮਿਆਦ
 ਸਟੋਰੇਜ਼ ਡਿਵਾਈਸ"
অপারেটরের সাথে দেখা করুন,ਓਪਰੇਟਰ ਨੂੰ ਮਿਲੋ
মেগাবাইট,ਮੈਗਾਬਾਈਟ
মেগাসাইকেল,Megycle
"ঝিল্লি
 কীবোর্ড
 (= স্পর্শ কী
 বোর্ড)","ਝਿੱਲੀ
 ਕੀਬੋਰਡ
 (= ਟੱਚ ਕੁੰਜੀ
 ਫੱਟੀ)"
মেমো পোস্টিং,ਮੈਮੋ ਪੋਸਟਿੰਗ
স্মৃতি,ਯਾਦਦਾਸ਼ਤ
"স্মৃতি ঠিকানা
 নিবন্ধন","ਮੈਮੋਰੀ ਪਤਾ
 ਰਜਿਸਟਰ"
মেমরি বরাদ্দ,ਮੈਮੋਰੀ ਅਲੋਕੇਸ਼ਨ
স্মৃতি সংযুক্তি,ਮੈਮੋਰੀ ਅਨੀਕਸ
স্মৃতি অ্যারে,ਮੈਮੋਰੀ ਐਰੇ
মেমরি ব্যাংক,ਮੈਮੋਰੀ ਬੈਂਕ
"মেমরি বাফার
 নিবন্ধন","ਮੈਮੋਰੀ ਬਫਰ
 ਰਜਿਸਟਰ"
মেমরি বাস,ਮੈਮੋਰੀ ਬੱਸ
স্মৃতি ক্ষমতা,ਮੈਮੋਰੀ ਸਮਰੱਥਾ
মেমরি সেল,ਮੈਮੋਰੀ ਸੈੱਲ
"স্মৃতি চরিত্র
 ফর্ম্যাট","ਮੈਮੋਰੀ ਅੱਖਰ
 ਫਾਰਮੈਟ"
"স্মৃতি
 সংযোগ","ਯਾਦਦਾਸ਼ਤ
 ਸੰਕੁਚਨ"
স্মৃতি কোর,ਮੈਮੋਰੀ ਕੋਰ
মেমরি চক্র সময়,ਮੈਮੋਰੀ ਚੱਕਰ ਦਾ ਸਮਾਂ
"মেমরি ডেটা
 নিবন্ধন","ਮੈਮੋਰੀ ਡਾਟਾ
 ਰਜਿਸਟਰ"
"স্মৃতি অক্ষম
 সংকেত","ਮੈਮੋਰੀ ਅਯੋਗ
 ਇਸ਼ਾਰਾ"
"স্মৃতি সক্ষম
 সংকেত","ਮੈਮੋਰੀ ਯੋਗ
 ਇਸ਼ਾਰਾ"
মেমরি এক্সচেঞ্জ,ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ
স্মৃতি পূরণ,ਮੈਮੋਰੀ ਭਰੋ
মেমরি গার্ড,ਮੈਮੋਰੀ ਗਾਰਡ
স্মৃতি শ্রেণিবিন্যাস,ਮੈਮੋਰੀ ਲੜੀ
"স্মৃতি
 পরিচালনা","ਯਾਦਦਾਸ਼ਤ
 ਪ੍ਰਬੰਧਨ"
মেমরি মানচিত্র,ਮੈਮੋਰੀ ਦਾ ਨਕਸ਼ਾ
"স্মৃতি ম্যাপ করা
 আই/ও","ਮੈਮੋਰੀ ਮੈਪ ਕੀਤੀ ਗਈ
 I / o"
"স্মৃতি ম্যাপ করা
 ভিডিও","ਮੈਮੋਰੀ ਮੈਪ ਕੀਤੀ ਗਈ
 ਵੀਡੀਓ"
মেমরি ম্যাপিং,ਮੈਮੋਰੀ ਮੈਪਿੰਗ
মেমরি মডিউল,ਮੈਮੋਰੀ ਮੋਡੀ .ਲ
"স্মৃতি
 স্মৃতি
 নির্দেশ","ਦੀ ਯਾਦਦਾਸ਼ਤ
 ਯਾਦਦਾਸ਼ਤ
 ਹਦਾਇਤ"
মেমরি পৃষ্ঠা,ਮੈਮੋਰੀ ਪੇਜ
স্মৃতি সমতা,ਮੈਮੋਰੀ ਸਮਾਨਤਾ
"মেমরি পয়েন্টার
 নিবন্ধন","ਯਾਦਦਾਸ਼ਤ ਪੁਆਇੰਟਰ
 ਰਜਿਸਟਰ"
স্মৃতি শক্তি,ਮੈਮੋਰੀ ਪਾਵਰ
"মেমরি প্রিন্টআউট
 (= স্মৃতি
 ডাম্প)","ਮੈਮੋਰੀ ਪ੍ਰਿੰਟਆਉਟ
 (= ਯਾਦਦਾਸ਼ਤ
 ਡੰਪ)"
"স্মৃতি
 সুরক্ষা","ਯਾਦਦਾਸ਼ਤ
 ਸੁਰੱਖਿਆ"
"মেমরি রেফারেন্স
 নির্দেশ","ਮੈਮੋਰੀ ਹਵਾਲਾ
 ਹਦਾਇਤ"
মেমরি রেজিস্টার,ਮੈਮੋਰੀ ਰਜਿਸਟਰ
মেমরি ইউনিট,ਮੈਮੋਰੀ ਯੂਨਿਟ
"স্মৃতি
 ওয়ার্কস্পেস","ਯਾਦਦਾਸ਼ਤ
 ਵਰਕਸਪੇਸ"
তালিকা,ਮੇਨੂ
মেনু নির্বাচন,ਮੀਨੂ ਚੋਣ
বুধ বিলম্ব লাইন,ਪਾਰਾ ਦੇਰੀ ਦੀ ਲਾਈਨ
"পারদ ভেজা
 রিলে","ਪਾਰਾ ਗਿੱਲਾ
 ਰਿਲੇਅ"
মার্জ,ਮਾਰਜ
মার্জেবল হিপ,ਅਭੇਦ ap ੇਰ
"মার্জিত ট্রানসিস্টার
 যুক্তি","ਰਿਲੀਡ ਟ੍ਰਾਂਜ਼ਿਸਟ
 ਤਰਕ"
"মার্জ এক্সচেঞ্জ
 সাজান","ਐਕਸਚੇਂਜ ਨੂੰ ਮਿਲਾਓ
 ਕ੍ਰਮਬੱਧ"
মার্জ অর্ডার,ਕ੍ਰਮਬੱਧ ਕ੍ਰਮ
মার্জ বাছাই,ਕ੍ਰਮਬੱਧ ਕ੍ਰਮਬੱਧ
মার্জিং,ਮਰਜਣਾ
জাল নেটওয়ার্ক,ਜਾਲ ਨੈੱਟਵਰਕ
"বার্তা
 প্রমাণীকরণকারী","ਸੁਨੇਹਾ
 ਪ੍ਰਮਾਣਿਕ"
বার্তা ব্লক,ਸੁਨੇਹਾ ਬਲਾਕ
বার্তা বাফারিং,ਸੁਨੇਹਾ ਬਫਰਿੰਗ
বার্তা সার্কিট,ਸੁਨੇਹਾ ਸਰਕਟ
"বার্তা সার্কিট
 শব্দ","ਸੁਨੇਹਾ ਸਰਕਟ
 ਸ਼ੋਰ"
"বার্তা নিয়ন্ত্রণ
 পতাকা","ਸੁਨੇਹਾ ਨਿਯੰਤਰਣ
 ਝੰਡਾ"
বার্তা ডেটা সেট,ਸੁਨੇਹਾ ਡਾਟਾ ਸੈਟ
"বার্তা প্রদর্শন
 কনসোল","ਸੁਨੇਹਾ ਪ੍ਰਦਰਸ਼ਤ
 ਕੰਸੋਲ"
"বার্তা ত্রুটি
 রেকর্ড","ਸੁਨੇਹਾ ਗਲਤੀ
 ਰਿਕਾਰਡ"
বার্তা বিনিময়,ਸੁਨੇਹਾ ਐਕਸਚੇਂਜ
বার্তা ক্ষেত্র,ਸੁਨੇਹਾ ਖੇਤਰ
বার্তা ফর্ম্যাট,ਸੁਨੇਹਾ ਫਾਰਮੈਟ
বার্তা শীর্ষ,ਸੁਨੇਹਾ ਸਿਰਲੇਖ
বার্তা মোড,ਸੁਨੇਹਾ ਮੋਡ
বার্তা numbring,ਸੁਨੇਹਾ pupbring
বার্তা পোলিং,ਸੁਨੇਹਾ ਪੋਲਿੰਗ
"বার্তা
 প্রক্রিয়াজাতকরণ
 কার্যক্রম","ਸੁਨੇਹਾ
 ਕਾਰਵਾਈ
 ਪ੍ਰੋਗਰਾਮ"
বার্তা সারি,ਸੁਨੇਹਾ ਕਤਾਰ
বার্তা রাউটিং,ਸੁਨੇਹਾ ਰੂਟਿੰਗ
"বার্তা সিঙ্ক
 (= বার্তা
 রিসিভার)","ਸੁਨੇਹਾ ਡੁੱਬਣਾ
 (= ਸੁਨੇਹਾ
 ਰਿਸੀਵਰ)"
বার্তা উত্স,ਸੁਨੇਹਾ ਸਰੋਤ
বার্তা সুইচ,ਸੁਨੇਹਾ ਸਵਿਚ
বার্তা স্যুইচিং,ਸੁਨੇਹਾ ਬਦਲਣਾ
"বার্তা স্যুইচিং
 কেন্দ্র","ਸੁਨੇਹਾ ਬਦਲਣਾ
 ਕੇਂਦਰ"
"বার্তা স্যুইচিং
 অন্তর্জাল","ਸੁਨੇਹਾ ਬਦਲਣਾ
 ਨੈੱਟਵਰਕ"
বার্তা টেলিযোগাযোগ,ਸੁਨੇਹਾ ਦੂਰ ਸੰਚਾਰ
বার্তার পাঠ্য,ਸੁਨੇਹਾ ਟੈਕਸਟ
"বার্তা স্থানান্তর
 অংশ","ਸੁਨੇਹਾ ਤਬਦੀਲ
 ਭਾਗ"
বার্তাপ্রেরণ,ਮੈਸੇਜਿੰਗ
মেটা এসেম্বলার,ਮੈਟਾ ਸੰਮੇਲਨ
মেটা সংকলন,ਮੈਟਾ ਸੰਗ੍ਰਹਿ
মেটা সংকলক,ਮੈਟਾ ਕੰਪਾਈਲਰ
মেটা ভাষা,ਮੈਟਾ ਭਾਸ਼ਾ
"ধাতব সুবিধা
 টার্মিনাল","ਧਾਤ ਦੀ ਸਹੂਲਤ
 ਅਖੀਰੀ ਸਟੇਸ਼ਨ"
মেটাসিস্টেম,ਮੈਟਾਸਿਸਟਮ
"মাইক্রোকর্কিট
 আলাদা করা","ਮਾਈਕਰੋਕਰਕੁਟ
 ਇਕਾਂਤਵਾਸ"
মাইক্রোকোবল,ਮਾਈਕਰੋਕੋਬੋਲ
মাইক্রো কোড,ਮਾਈਕਰੋ ਕੋਡ
মাইক্রোকম্পিউটার,ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ
"মাইক্রোকম্পিউটার
 উপাদান","ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ
 ਭਾਗ"
"মাইক্রোকম্পিউটার
 উন্নয়ন
 পদ্ধতি","ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ
 ਵਿਕਾਸ
 ਸਿਸਟਮ"
"মাইক্রোকম্পিউটার
 শব্দ প্রক্রিয়াকরণ","ਮਾਈਕਰੋ ਕੰਪਿ uter ਟਰ
 ਵਰਡ ਪ੍ਰੋਸੈਸਿੰਗ"
মাইক্রো কন্ট্রোলার,ਮਾਈਕਰੋ ਕੰਟਰੋਲਰ
মাইক্রোকাইকেল,ਮਾਈਕਰੋਸੀਕਲ
মাইক্রো ইলেকট্রনিক্স,ਮਾਈਕਰੋ ਇਲੈਕਟ੍ਰਾਨਿਕਸ
মাইক্রোফিচ,ਮਾਈਕ੍ਰੋਫਿਚ
মাইক্রোফিল্ম,ਮਾਈਕ੍ਰੋਫਿਲਮ
মাইক্রোফ্লপি,ਮਾਈਕ੍ਰੋਫਲੋਪਪੀ
মাইক্রোফ্লোচার্ট,ਮਾਈਕ੍ਰੋਫਲੋਵਰਟ
মাইক্রোফর্ম রিডার,ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ
"মাইক্রোফর্ম রিডার
 কপিয়ার","ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ
 ਕਾੱਪੀਅਰ"
"মাইক্রোফর্ম রিডার
 প্রিন্টার","ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ
 ਪ੍ਰਿੰਟਰ"
মাইক্রোগ্রাফিক্স,ਮਾਈਕ੍ਰੋਗ੍ਰਾਫ
মাইক্রোইমেজ,ਮਾਈਕਰੋਮੇਜੇਜ
মাইক্রো নির্দেশনা,ਮਾਈਕ੍ਰੋਕੋ ਹਦਾਇਤ
"মাইক্রোইনস্ট্রাকশন
 ক্রম","ਮਾਈਕਰੋਇੰਟਰ
 ਤਰਤੀਬ"
মাইক্রোমেনফ্রেম,ਮਾਈਕ੍ਰਮਾਈਡ
মাইক্রোমিনিয়েচারাইজেশন,ਮਾਈਕ੍ਰੋਨੀਟਰਾਈਜ਼ੇਸ਼ਨ
মাইক্রোঅর্ডার,ਮਾਈਕ੍ਰੋਡਰ
মাইক্রোফোটোগ্রাফ,ਮਾਈਕ੍ਰੋਫੋਟੋ
মাইক্রোফোটোগ্রাফি,ਮਾਈਕ੍ਰੋਫੋਟੋਗ੍ਰਾਫੀ
"মাইক্রোপ্রসেসিং
 ইউনিট","ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਿੰਗ
 ਯੂਨਿਟ"
মাইক্রোপ্রসেসর,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
"মাইক্রোপ্রসেসর
 বিশ্লেষক","ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਵਿਸ਼ਲੇਸ਼ਕ"
"মাইক্রোপ্রসেসর
 আর্কিটেকচার","ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਆਰਕੀਟੈਕਚਰ"
"মাইক্রোপ্রসেসর বিট
 স্লাইস","ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਬਿੱਟ
 ਟੁਕੜਾ"
"মাইক্রোপ্রসেসর
 চিপ","ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਚਿੱਪ"
"মাইক্রোপ্রসেসর
 সংকলক","ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਕੰਪਾਈਲਰ"
"মাইক্রোপ্রসেসর
 মেমরি ইন্টারফেস","ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
 ਮੈਮੋਰੀ ਇੰਟਰਫੇਸ"
মাইক্রোপ্রোগ্রাম,ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
"মাইক্রোপ্রোগ্রাম
 নিয়ন্ত্রণ যুক্তি","ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਕੰਟਰੋਲ ਤਰਕ"
"মাইক্রোপ্রোগ্রাম
 নিয়ন্ত্রণ স্টোর","ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਕੰਟਰੋਲ ਸਟੋਰ"
"মাইক্রোপ্রোগ্রাম
 ক্ষেত্র","ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਖੇਤਰ"
"মাইক্রোপ্রোগ্রাম
 নির্দেশনাবলী","ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਹਦਾਇਤ ਸੈਟ"
"মাইক্রোপ্রোগ্র্যামড
 মাইক্রোপ্রসেসর","ਮਾਈਕ੍ਰੋਪ੍ਰੋਗ੍ਰਾਮਡ
 ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ"
"মাইক্রোপ্রোগ্রাম
 মাইক্রোসেমব্লার","ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਮਾਈਕਰੋਸੇਸਮਬਲਰ"
"মাইক্রোপ্রোগ্রাম
 মাইক্রোকোড","ਮਾਈਕ੍ਰੋਪੋਗ੍ਰਾਮ
 ਮਾਈਕ੍ਰੋਕੋਡ"
