English,Kannada
increasing oscillation,ಹೆಚ್ಚುತ್ತಿರುವ ಆಂದೋಲನ
incremental permeability,ಹೆಚ್ಚಿದ ಕಾಂತೀಯತೆ
independent distribution,ಉಚಿತ ವಿತರಣೆ
Indeterminate,"ಅನಂತ, ಅನಿರ್ದಿಷ್ಟ, ಅನಿರ್ದಿಷ್ಟ, 4ಅನಿರ್ದಿಷ್ಟ"
Index,"ಮಾರಕ, ಪಾಯಿಂಟರ್, 3 ಸೂಚ್ಯಂಕ"
indirect,"ಪರೋಕ್ಷ, ಪರೋಕ್ಷ"
Induced,ಪ್ರೇರಿತ
Induction,"ಆಗಮನ, ಇಂಡಕ್ಷನ್, ಇಂಡಕ್ಷನ್"
inductive,ಸ್ಪೂರ್ತಿದಾಯಕ
inductor,ಪ್ರೇರಕ
Inertial,ಜಡತ್ವ
inexhaustible source,ಅಕ್ಷಯ ಮೂಲ
Infinite,"ಅನಂತ, ಅನಂತ"
Infinities,"ಅನಂತ, ಅನಂತ"
infinity,"ಅನಂತ, ಅನಂತ"
Inflammability,ಸುಡುವಿಕೆ
Inflammable,ದಹಿಸುವ
Inflow,ಒಳಹರಿವು
Influx,ಒಳಹರಿವು
information,ಮಾಹಿತಿ
infralow-frequency,ಬಹಳ ಕಡಿಮೆ ಆವರ್ತನ
Infra-red,ಅತಿಗೆಂಪು
Infrasonic,ಕೇಳಿಸುವುದಿಲ್ಲ
Infrasonics,ಅವ ಶ್ರಾವಿಕಿ
Inhomogeneity,ಅಸಾಮರಸ್ಯ
Inhomogeneous,ಭಿನ್ನವಾದ
initial,ಆರಂಭಿಕ
Injection,ಇಂಜೆಕ್ಷನ್
Inlet,ನಮೂದಿಸಿ
Inner,"ಒಳ, ಒಳ, ಒಳ, ಒಳ"
Input,"ಇನ್ಪುಟ್ (ಎನ್.), ಇನ್ಪುಟ್ (ವಿ.)"
Insensitive,ಅಹಂಕಾರಿ
Insertion,ಲೈವ್ಶನ್
insignificant,"ಅತ್ಯಲ್ಪ, ಅತ್ಯಲ್ಪ"
Inspection,ಮೇಲ್ವಿಚಾರಣೆ
Installation,"ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ"
instant,ಕ್ಷಣ
instruction,ಸೂಚನಾ
instrument,ಯಂತ್ರ
Instrumental,ಯಾಂತ್ರಿಕ
Instrumentation,"ಯಾಂತ್ರೀಕರಣ, ಜೋಡಣೆ"
Insulated,"ನಿರೋಧನ, ನಿರೋಧನ"
Insulation,ನಿರೋಧಕ
insulator,"ನಿರೋಧನ, ನಿರೋಧನ, ನಿರೋಧನ"
Integer,"1ಸಂಪೂರ್ಣ ಸಂಖ್ಯೆ, ಪೂರ್ಣಾಂಕ"
integrability,ಸಮಗ್ರತೆ
integral,"ಅವಿಭಾಜ್ಯ, ಪೂರ್ಣಾಂಕ"
Integration,ಏಕೀಕರಣ
Intense,"ತೀವ್ರ, ಉಗ್ರ"
intensification,ತೀವ್ರತೆ
intensifier,"ಎಳೆತ, ವೇಗವರ್ಧನೆ"
Intensity,"ತೀವ್ರತೆ, ತೀವ್ರತೆ, ತೀವ್ರತೆ"
Intensive,ತೀವ್ರ
Interaction,ಪರಸ್ಪರ ಕ್ರಿಯೆ
interatomic,ಪರಸ್ಪರ ಪರಮಾಣು
Interchange,"ವಿನಿಮಯ, ವಹಿವಾಟು"
Interdependency,"ಪರಸ್ಪರ ಅವಲಂಬನೆ, ಪರಸ್ಪರ ಅವಲಂಬನೆ"
Interdependent,ಪರಸ್ಪರ ಅವಲಂಬಿತ
inter diffusion,ಪರಸ್ಪರ ಪ್ರಸರಣ
Interface,ಇಂಟರ್ಫೇಸ್ ಪುಟ
interface connection (=feed __through),ಅಡ್ಡ ಭರ್ತಿ
interfacial angle,ಇಂಟರ್ಫೇಸ್ ಕೋನ
interference,"ಹಸ್ತಕ್ಷೇಪ, ಅಡಚಣೆ, ಅಡಚಣೆ"
Intergalactic,ಇಂಟರ್ ಗ್ಯಾಲಕ್ಟಿಕ್
Interior,"ಒಳ, ಒಳ, ಒಳ (ವಿ.), ಒಳ, ಒಳ, ಒಳ (ವಿ.)"
Interlocking,"ಸಿನಾಪ್ಸ್, ಸಿನಾಪ್ಸ್"
Intermediate,"ಮಧ್ಯಂತರ, ಮಾಧ್ಯಮಿಕ, ಮಧ್ಯಮ, ಮಧ್ಯಮ"
Intermetallic,ಇಂಟರ್ಮೆಟಾಲಿಕ್
intermittent,"ಮಧ್ಯಂತರ, ಮಧ್ಯಂತರ"
Intermolecular,ಅಂತರ ಅಣು
internal,ಆಂತರಿಕ
International,ಅಂತಾರಾಷ್ಟ್ರೀಯ
interplanar,ತೆರಪಿನ
interplanetary,ಅಂತರಗ್ರಹ
Interpolation,ಇಂಟರ್ಪೋಲೇಷನ್
Interpretability,ಅರ್ಥಪೂರ್ಣತೆ
interpreter,"ಇಲೆಕ್ಟರ್, ಇಂಟರ್ಪ್ರಿಟರ್"
interrupter,ಅಡ್ಡಿಪಡಿಸುವವನು
intersecting,ಛೇದಿಸುತ್ತಿದೆ
Intersection,"ಛೇದಕ, ಛೇದನ, ಛೇದನ"
interspace,ಮಧ್ಯಂತರ
Interstellar,ಅಂತರತಾರಾ
Interstitial,ತೆರಪಿನ
Interval,"ಅಂತರ, ಅಂತರ"
Intimate,ಮುಚ್ಚಿ
Intra,ಕೊನೆಯಲ್ಲಿ
Intra-atomic,ಪರಸ್ಪರ ಪರಮಾಣು
Intrinsic,"ನಾಜ್ (ಆನುವಂಶಿಕವಾಗಿ), ಅಂತರ (ಆಂತರಿಕ)"
Invariant,ಖಚಿತವಾಗಿ
Invention,"ಆವಿಷ್ಕಾರ, ಆವಿಷ್ಕಾರ"
Inverse,"ವಿಲೋಮ, ವಿಲೋಮ, ವಿರುದ್ಧ"
Inversion,"ವಿಲೋಮ, ವಿಲೋಮ"
invert,ಪ್ರತಿನಿಧಿಸಲು
Inverted,"ವಿಲೋಮ, ವಿಲೋಮ"
inviscid,ಬ್ಲೈಂಡ್
inviscid fluid,ಪ್ರಕ್ಷುಬ್ಧ ದ್ರವ
Invisibility,ಅದೃಶ್ಯತೆ
Invisible,ಅಗೋಚರ
Ion,ಅಯಾನು
Ionic,ಅಯಾನಿಕ್
Ionisable,ಅಯಾನೀಕರಿಸಬಲ್ಲ
Ionise,"ಅಯಾನೀಕರಿಸಲು, ಅಯಾನೀಕರಿಸಲು"
Ionosphere,"ಅಯಾನುಗೋಳ, ಅಯಾನುಗೋಳ"
inospheric,ಅಯಾನುಗೋಳ
iris (in waveguide),ಐರಿಸ್
Irradiated,ವಿಕಿರಣಗೊಂಡಿತು
Irradiation,ವಿಕಿರಣ
irrational,ಅಭಾಗಲಬ್ಧ
irreducible,"ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ"
Irregular,ಅನಿಯಮಿತ
Irreversible,ಬದಲಾಯಿಸಲಾಗದ
irrotational,ತಿರುಗುತ್ತಿದೆ
isentropic,"ಐಸೊಟ್ರೊಪಿಕ್, ಐಸೊಟ್ರೊಪಿಕ್ ಕರ್ವ್"
Isentropically,ಸಪಾನ್ಟ್ರೋಪಿಕಲ್
I signal,"ನಾನು ಸಂಕೇತ, ನಾನು ಸಂಕೇತ"
isobar,"ಐಸೊಬಾರ್‌ಗಳು, ಐಸೊಟೋಪ್‌ಗಳು"
Isobaric,"ಐಸೊಬಾರಿಕ್, ಸಮತೋಲಿತ, ಸಮತೋಲಿತ"
Isochore,"ಐಸೊಮೆಟ್ರಿಕ್ ಲೈನ್, ಐಸೊಟೋನಿಕ್ ಲೈನ್"
Isochoric,ಐಸೊ-ಅಯಾನಿಕ್
isochromatic,ಏಕರೂಪದ
isochronic line,ಸಿಂಕ್ರೊನಸ್ ಲೈನ್
isochronous motion,ಸಿಂಕ್ರೊನಸ್ ವೇಗ
Isoclinal,ಸಮಮಾಪನ
Isoelectric,ಈಕ್ವಿಪೊಟೆನ್ಷಿಯಲ್
Isoenergetic,ಸಮಾನ ಶಕ್ತಿಯುತ
Isogonal,"ಸಮಬಾಹು (v.), ಸಮದ್ವಿಬಾಹು ರೇಖೆ (ed.)"
Isolate,"ಬೇರ್ಪಡಿಸಲು, (adj.), ಪ್ರತ್ಯೇಕಿಸಲು"
isolated,"ಪ್ರತ್ಯೇಕ, ಪ್ರತ್ಯೇಕ, ಏಕ"
Isolation,"ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ"
Isomeric,ಐಸೋಮರ್
Isomerisation,ಐಸೋಮರ್
Isomerism,ಐಸೋಮೆರಿಸಂ
Isometric,"ಸಮಮಾಪನ, ತ್ರಿಕೋನ, ಘನ, ಸಮಮಾಪನ"
Isomorphism,ಐಸೊಮಾರ್ಫಿಸಮ್
isomorphous,ಐಸೊಮಾರ್ಫಿಕ್
Isotherm,ಐಸೊಥರ್ಮ್
Isothermal,ಐಸೊಥರ್ಮ್
Isotope,ಸಮಸ್ಥಾನಿಗಳು
isotopic,ಸಮಸ್ಥಾನಿಗಳು
Isotropic,ಐಸೊಟ್ರೊಪಿಕ್
isotropic line (=circular line),ವೃತ್ತಾಕಾರದ ರೇಖೆ
Isotropy,ಐಸೊಮಾರ್ಫಿಸಮ್
Iteration,ಪುನರಾವರ್ತನೆ
1-type (=intrinsic semiconductor ),ಆಂತರಿಕ ಅರೆವಾಹಕ
Jamin's interferometer,ಜಾಮ್ ಇಂಟರ್ಫೆರೋಮೀಟರ್
Jerk,"ಎಳೆತ, ಮರುಕಳಿಸುವಿಕೆ"
Jet,"ಜೆಟ್, ತಲೆ"
jet and rocket propulsion,ಜೆಟ್-ರಾಕೆಟ್ ಪ್ರೊಪಲ್ಷನ್
j-j coupling,ಜೆ-ಜೆ ಜೋಡಣೆ
Jolly's balance,ಜಾಲಿ ಬಾಗಿದ
Joule heat,ಜೌಲ್-ಶಾಖ
joule meter,ಜೌಲ್ಮೀಟರ್
Joule-Thomson effect,ಜೌಲ್-ಥಾಮ್ಸನ್ ಪರಿಣಾಮ
joule (unit),ಜೌಲ್
Jump,"ಗುದ್ದಲಿ, ಜಿಗಿತ, ಕೊಳಲು"
junction,ಒಪ್ಪಂದ
junction point,ಸಂಗಮ ಸ್ಥಳ
just scale,ಸರಿಯಾದ ಉಚ್ಚಾರಾಂಶ
juxtaposition,"ಕೇಶನಿಧಿ, ಸಾಮೀಪ್ಯ"
kaleidoscope,"ಕೆಲಿಡೋಸ್ಕೋಪ್, ಕೆಲಿಡೋಸ್ಕೋಪ್"
kappa meson (=k=meson),"ಕಪ್ಪ ಮೇಸನ್ಸ್, ಕೆ-ಮೇಸನ್ಸ್"
kathode (=Cathode),ಕ್ಯಾಥೋಡ್
kation (=cation),ಘನಯಾನ್
K-band,ಕೆ-ಬ್ಯಾಂಡ್
K-capture (=K-electron capture),ಕೆ-ಕ್ಯಾಪ್ಚರ್
K-capturer,ಕೆ-ಗ್ರಾಹಕ
Kelvin approximation,ಕೆಲ್ವಿನ್ ಅಂದಾಜು
kernel of homomorphism,ಏಕರೂಪತೆಯ ಘಟಕ
kerr cell,ಕೆರ್ ಕೋಶ
Key,"ಕೀ, ಪರದೆ, ಕೀ"
key board,"ಕೀ ಬೋರ್ಡ್, ಕರ್ಟನ್ ಬಾರ್"
key note,ಆರಂಭಿಕ ಸ್ವರ
key pulse,ಪ್ರಮುಖ ನಾಡಿ
key word,ಪ್ರಮುಖ ಪದ
Kick,ಪ್ರೊಜೆಕ್ಷನ್
kick back,ಪ್ರತಿರೋಧ
Kilo,ಕೇಜಿ
kilojoule (KJ),ಕಿಲೋಜೌಲ್
kiloparsec,ಕಿಲೋಪಾರ್ಸೆಕ್
kiloton bomb,ಕಿಲೋಟನ್ ಬಾಂಬ್
Kinematical,ಚಲನಶಾಸ್ತ್ರ
Kinematically,ಸಂಪೂರ್ಣವಾಗಿ ಕ್ರಿಯಾತ್ಮಕವಾಗಿ
Kinetic,"ಚಲನಶೀಲ, ಕ್ರಿಯಾತ್ಮಕ"
Kinetically,ಕ್ರಿಯಾತ್ಮಕವಾಗಿ
Kink,ಮುರಿತ
klystron,ಕ್ಲೈಸ್ಟ್ರಾನ್
knife edge,ಚೂಪಾದ ಅಂಚು
Kruskal limit,ಕ್ರುಸ್ಕಲ್ ಗಡಿ
Kryogenic,ಥರ್ಮೋಜೆನಿಕ್
Label,ಲೇಬಲ್
Labelled,"ಗುರುತಿಸಲಾಗಿದೆ, ಕೆತ್ತಲಾಗಿದೆ, ಲೇಬಲ್ ಮಾಡಲಾಗಿದೆ"
Laboratory,ಪ್ರಯೋಗಾಲಯ
Ladar,ಏಣಿ
Laevorotation,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
laevorotatory,"ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ, ಎಡ ಧ್ರುವೀಕರಣ ರೋಟರ್"
lag and lead,ಹಿಂದಕ್ಕೆ ಮತ್ತು ಮುಂದಕ್ಕೆ
Lagrange's expansion,ಲಾಗ್ರೇಂಜ್ ಪ್ರಸಾರ
Laggrangian,ಲಗ್ರಾಂಜಿಯನಿಸಂ
Lamb shift,ಕುರಿಮರಿ ಸೃಷ್ಟಿ
Lamina,"ಹಲಗೆ, ಹಲಗೆ"
lamina dorsalis,ಡಾರ್ಸಲ್ ಪ್ಲೇಟ್
laminar flow,"ಮೇಲ್ಮೈ ಹರಿವು, ಮಟ್ಟದ ಹರಿವು"
laminate,"ಲೋಹಲೇಪ, ಫಲಕ, ಮಟ್ಟ, ಪದರದ ಬಂಧ"
Laminating,ಶ್ರೇಣೀಕರಣ
Lamination,ಲ್ಯಾಮಿನಾ
lamp,"ದೀಪ, ದೀಪ"
lamp black,"ಕಾಜಲ್, ದೀಪ್ ಕಾಜಲ್"
Lande's interval rule,ಲ್ಯಾಂಡೆ-ಮಧ್ಯಂತರ ನಿಯಮ
Lande splitting factor,ಲ್ಯಾಂಡೆ ವಿಭಜಿಸುವ ಅಂಶ
Landing,ಲ್ಯಾಂಡಿಂಗ್
lapping,"ಸೂಕ್ಷ್ಮ ಸವೆತ, ಲ್ಯಾಮಿನೇಶನ್, ಉಡುಗೆ"
Larmor frequency,ಲಾರ್ಮೋರ್ ಆವರ್ತನ
Larmor precession,ಲಾರ್ಮೋರ್ ಪೂರ್ವಭಾವಿ
Laser,ಲೇಸರ್
Lasing,ಲೇಸರೀಕರಣ
Latent,ರಹಸ್ಯ
Lateral,"ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್"
Latitude,"ಅಕ್ಷಾಂಶ, ಅಕ್ಷಾಂಶ"
lattice,"ಜಾಲರಿ, ಜಾಲರಿ"
Laue class,ಲಾವ್ ವರ್ಗ
Launcher,ಉಡಾವಣೆ
Launching,ಉಡಾವಣೆ
launch pad,ಉಡಾವಣಾ ವೇದಿಕೆ
law of mass action,ಸಾಮೂಹಿಕ ಅನುಪಾತ ಕಾನೂನು
law of multiple proportion,ಬಹು ಅನುಪಾತದ ನಿಯಮ
layer,"ಪದರ, ಮಟ್ಟ"
L-band,ಎಲ್-ಬ್ಯಾಂಡ್
Lead,"ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ"
leading,ಮುಂದೆ
Leak,"ಲೈಮ್, ಲೀಕಿಂಗ್ (Cr.), ರೈಸನ್ ಲೈನ್, ಚ್ಯವನ್"
Leakage,"ಚೂಯಿಂಗ್, ತುಕ್ಕು, ಸೋರಿಕೆ"
Least,"ಕನಿಷ್ಠ, ಕನಿಷ್ಠ, ಕನಿಷ್ಠ"
least count (of a vernier),ಕನಿಷ್ಠ ಎಣಿಕೆ
Lecher's wire,ತಾಳ ತಂತಿ
Leduc effect,ಲೆಡಕ್ ಪರಿಣಾಮ
legal ohm,ಮಾನ್ಯ ಓಮ್
L-electron,- ಎಲೆಕ್ಟ್ರಾನ್
length contraction,ಉದ್ದದ ನಿರ್ಬಂಧ
Lengthening,ಉದ್ದನೆ
Lens,ಮಸೂರ
Lenz's law,ಲೆನ್ಜ್ ಕಾನೂನು
Level,ಸಮತಟ್ಟಾದ ಸುರಂಗ
level flight,ಸಮತಲ ವಿಮಾನ
Levelling,"ಲೆವೆಲಿಂಗ್, ಲೆವೆಲಿಂಗ್"
levelling screw,"ಅಡ್ಡ ಸ್ಕ್ರೂ, ಲೆವೆಲಿಂಗ್ ಸ್ಕ್ರೂ"
level of confidence,ಆತ್ಮವಿಶ್ವಾಸದ ಮಟ್ಟ
level of significance,ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ
level surface,"ಸಮತಲ ಪುಟ, ಫ್ಲಾಟ್ ಪೇಜ್, ಈಕ್ವಿಪೊಟೆನ್ಷಿಯಲ್ ಪೇಜ್"
Lever,"ಲಿವರ್, ಲಿವರ್"
Libration,ವರ್ಚುವಲ್ ಆಂದೋಲನ
Lidar,"ಲಿಡಾರ್, ಲೇಸರ್ ಇನ್ಫ್ರಾರೆಡ್ ರಾಡಾರ್"
Life,"ಜೀವನ, ವಯಸ್ಸು"
lift,"ಎತ್ತು, ಎತ್ತು"
lift off,ವಿಮೋಚನೆಯ ಕ್ಷಣ
light,"ಸಣ್ಣ, ಬೆಳಕು, ಮಂದ, ಚಿಕ್ಕ, ಚಿಕ್ಕ, 6 ಬೆಳಕು"
Lighting,"ಸಮಶೀತೋಷ್ಣ., ಬೆಳಗು"
Lightning,ಮಿಂಚು
light year,ಬೆಳಕಿನ ವರ್ಷ ಬೆಳಕಿನ ವರ್ಷ
Like,"ಏಕರೂಪದ, ಏಕರೂಪದ, ಏಕರೂಪದ"
Limit,"ಮಿತಿ, ಕನಿಷ್ಠ"
Limiting,"ಮಿತಿ, ಮಿತಿ, ವಿಪರೀತ"
limiting magnitude (=magnitude ___limit),ಪ್ರಸ್ತುತ ಮಿತಿ
Line,"ರೇಖೆ, ರೇಖೆ, ದೀರ್ಘವೃತ್ತ"
Liner,"ರೇಖೀಯ, ರೇಖೀಯ, ರೇಖೀಯ"
Linearisation,ರೇಖೀಯೀಕರಣ
linearity,"ಏಕತಾನತೆ, ರೇಖೀಯತೆ"
Linearly,"ಏಕವಾಗಿ, ರೇಖೀಯವಾಗಿ"
line drop,ಸಾಲಿನ ಸಂಭಾವ್ಯ
line imperfection (onedimensional),ರೇಖೀಯ ಅಪೂರ್ಣತೆ
line of percussion,ಸ್ಟ್ರೋಕ್ ಲೈನ್
line spectrum,ರೇಖೀಯ ವರ್ಣಪಟಲ
line voltage,ಲೈನ್ ವೋಲ್ಟೇಜ್
Link,"ಬಂಧ, ದಾರ, ಸರಪಳಿ, ಗ್ರಂಥಿ, ಕೊಂಡಿ"
Liquefaction,ದ್ರವೀಕರಣ
Liquefied,ದ್ರವೀಕೃತ
liquefier,ದ್ರವೀಕೃತ
Liquid,ದ್ರವ
liquid bath,ದ್ರವ ಜಲಾಶಯ
liquid crystal,ದ್ರವ ಸ್ಫಟಿಕ
liquidity,ದ್ರವತೆ
liquid rocket,ದ್ರವ ಚಾಲಿತ ರಾಕೆಟ್
Lissajous figures,ಲಿಸಾಜು ಅಂಕಿಅಂಶಗಳು
List,"ಪಟ್ಟಿ, ಪಟ್ಟಿ"
Listing,"ಪಟ್ಟಿ, ಪಟ್ಟಿ"
litre,ಕಸ
live programme,ನೇರ ಕಾರ್ಯಕ್ರಮ
live wire,ವಿದ್ಯುತ್ ತಂತಿ
load,"ಲೋಡ್, ಲೋಡ್, ಲೋಡ್, ಲೋಡ್, ಲೋಡ್"
Loadstone,ಮ್ಯಾಗ್ನೆಟ್ ಕಲ್ಲು
localised,"ಸ್ಥಳೀಯ, ಸ್ಥಳೀಯ"
locally Maxwellian,ಸ್ಥಳೀಯ ಗರಿಷ್ಠ
Location,"ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ"
locked dislocation,ಬೌಂಡ್ ತಪ್ಪು
lock in,"ತಲಾಖ್, ರವಾನೆ"
Locus,"ಲೋಕಸ್, ಲೋಕಸ್"
Lodestone,ಮ್ಯಾಗ್ನೆಟ್ ಕಲ್ಲು
Logarithmic,ಲಾಗರಿಥಮಿಕ್
logic,ತರ್ಕಶಾಸ್ತ್ರ
logical,ಸಮಂಜಸವಾದ
Logistics,"ಲಾಜಿಸ್ಟಿಕ್ಸ್, ಆಪರೇಷನ್ ಸೈನ್ಸ್"
London Van Der Waals attraction,ಲಂಡನ್ ವಾಂಡರ್ವಾಲ್ಸ್ ಆಕರ್ಷಣೆಗಳು
long distance Transmission,ರಿಮೋಟ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್
longitude,"ರೇಖಾಂಶ, ರೇಖಾಂಶ"
longitude of perihelion,ರವಿನೆಚ್ ರೇಖಾಂಶ
Longitudinal,ಉದ್ದುದ್ದವಾದ
long note,ದೀರ್ಘ ಸ್ವರ
Loop,"ಲೂಪ್, ಲೂಪ್, ಲೂಪ್ (ಸಂ.), ಲೂಪ್ (ವಿ.), ಪ್ರಸಂಡ್"
loosely bound,ಸಡಿಲವಾಗಿ ಬಂಧಿಸಲಾಗಿದೆ
lossely packed,"ವಿರಳವಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ, ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ"
Lorentz Fitzgerald contraction,ಲಾರೆಂಟ್‌ನ ಫಿಟ್ಜ್‌ಗೆರಾಲ್ಡ್ ಸಂಕೋಚನ
lossless line (=loss free line),ನಷ್ಟ ಮುಕ್ತ ಲೈನ್
lossy dielectric,ಕೊಳೆತ ಡೈಎಲೆಕ್ಟ್ರಿಕ್
loudness (of sound),ಶಕ್ತಿ
Low,"ಕಡಿಮೆ ಒತ್ತಡದ ಪ್ರದೇಶ, ಖಿನ್ನತೆ"
Lowering,"ತಿರಸ್ಕಾರ, ಕಡಿಮೆ"
Lowest,"ಕಡಿಮೆ, ಚಿಕ್ಕದು"
low vaccum,ಕೆಳಮಟ್ಟದ ನಿರ್ವಾತ
luminance,ಪ್ರಕಾಶಮಾನತೆ
Luminescence,ಸಂದೀಪ್ತಿ
Luminescent,ವಿಕಿರಣ
luminosity,ಜ್ವಾಲೆ.
luminous,"ದೀಪ್, ಪ್ರದೀಪಿ, ಜ್ಯೋತಿ-"
lunar day,ಚಂದ್ರನ ದಿನ
lunar eclipse,ಚಂದ್ರ ಗ್ರಹಣ
lunar satellite,ಚಂದ್ರನ ಉಪಗ್ರಹ
lunar variation,ಚಂದ್ರನ ಹಂತದ ಬದಲಾವಣೆ
lux,ಲಕ್ಸ್
Lyman series,ಲೈಮನ್ ಸರಣಿ
Macro,ಒಟ್ಟು
Macroscopic,ಒಟ್ಟು
magic lantern,"ಮ್ಯಾಜಿಕ್ ಲ್ಯಾಂಟರ್ನ್, ಪಿಕ್ಟೋರಿಯಲ್ ಲ್ಯಾಂಟರ್ನ್"
magic number,"ಮಾಯಾ ಸಂಖ್ಯೆ, ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ, ಶಾಶ್ವತ ಸಂಖ್ಯೆ"
Magnetically,ಕಾಂತೀಯವಾಗಿ
magnetic,ಕಾಂತೀಯ
magnetic bottle,ಕಾಂತೀಯ ಪ್ರತಿರೋಧಕ
magnetisable,ಕಾಂತೀಯಗೊಳಿಸುವಿಕೆ
magnetisation,ಕಾಂತೀಕರಣ
magnetism,ಕಾಂತೀಯತೆ
magnetocaloric effect,ಮ್ಯಾಗ್ನೆಟ್ ಉಷ್ಣ ಪರಿಣಾಮ
Magnetohydro-dynamics,ಮ್ಯಾಗ್ನೆಟ್ ಹೈಡ್ರೊಡೈನಾಮಿಕ್ಸ್
Magnetohydro-statics,ಮ್ಯಾಗ್ನೆಟ್ ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ಸ್
Magentometer,ಮ್ಯಾಗ್ನೆಟೋಮೀಟರ್
Magneton,ಮ್ಯಾಗ್ನೆಟನ್
Magnetosphere,ಮ್ಯಾಗ್ನೆಟ್ ವೃತ್ತ
magnetostatics,ಸ್ಥಿರ ಕಾಂತೀಯತೆ
magnetron rectifier,ಮ್ಯಾಗ್ನೆಟ್ರಾನ್ ರಿಕ್ಟಿಫೈಯರ್
magnified image,ವರ್ಧಿತ ಚಿತ್ರ
magnifier,ವರ್ಧಕ
magnify,"ಹಿಗ್ಗಿಸಿ, ಹಿಗ್ಗಿಸಿ"
magnifying,"ವರ್ಧಕ, ವರ್ಧನೆ-"
magnifying glass (magnifying lens),ವರ್ಧಕ ಮಸೂರ
magnitude,"ಪ್ರಮಾಣ, ಪ್ರಮಾಣ"
Magnon,ಮ್ಯಾಗ್ನಾನ್
main band,ಮುಖ್ಯ ಬ್ಯಾಂಡ್
Mainline,"ಮುಖ್ಯ ರಸ್ತೆ, ಮುಖ್ಯ ಮಾರ್ಗ"
Mains,"ಮುಖ್ಯ ತಂತಿ, ಮುಖ್ಯ ಟ್ಯಾಪ್"
Maintenance,"ನಿರ್ವಹಣೆ, ಪೋಷಣೆ, ನಿರ್ವಹಣೆ"
Majorana effect,ಮಯೋರಾನಾ ಸಾರ
major axis,ಪ್ರಮುಖ ಅಕ್ಷ
major defect,ಮುಖ್ಯ ನ್ಯೂನತೆ
majority,ಬಹುಸಂಖ್ಯೆಯ
major tone,ಮಾಸ್ಟರ್ ಟೋನ್
make and break,ಸಂಪರ್ಕಿಸಿ ಮತ್ತು ಮುರಿಯಿರಿ
malleability,ಮೃದುತ್ವ
manoeuvre,ಕೌಶಲ್ಯಗಳು
mainpulation,ಹಸ್ತಚಾಲಿತ ಕುಶಲತೆ
manipulator,ಆಪರೇಟರ್
manned baloon,ಮಾನವಸಹಿತ ಬಲೂನ್
Manometer,"ಮಾನೋಮೀಟರ್, ಮಾನೋಮೀಟರ್"
many body,ಬಹುಮುಖಿ
man year,ಮನುಷ್ಯ ಮನುಷ್ಯ ವರ್ಷಗಳು
Marginal,"ಕನಿಷ್ಠ, ಕನಿಷ್ಠ, ಕನಿಷ್ಠ"
marginal entropy,ಕನಿಷ್ಠ ಎಂಟ್ರೊಪಿ
margin of safety,ಸುರಕ್ಷಿತ ಆವರಣ
mariner's compass,ನಾವಿಕ ಡಿಸುಚಾಕ್
Mark,"ಗುರುತುಗಳು, ಗುರುತುಗಳು, ಅಂಕಗಳು"
Marker,ಮಾರ್ಕರ್
Maser,ಮೇಸರ್
Mask,"ಮುಖವಾಡ, ಮುಖವಾಡ, ಕವರ್"
Masking,ಮುಚ್ಚಿಡುತ್ತಾರೆ
Mass,"ಸಮೂಹ, ಸಮೂಹ, ಬೃಹತ್"
mass abundance,ಸಾಮೂಹಿಕ ಸಮೃದ್ಧಿ
mass action,ದ್ರವ್ಯರಾಶಿ ಅನುಪಾತ ಪ್ರತಿಕ್ರಿಯೆ
mass concentration,"ಸಾಮೂಹಿಕ ಏಕಾಗ್ರತೆ, ಸಾಮೂಹಿಕ ಏಕಾಗ್ರತೆ, ಸಾಮೂಹಿಕ ಏಕಾಗ್ರತೆ, ಸಾಮೂಹಿಕ ಸಮೃದ್ಧಿ"
mass defect,ಸಾಮೂಹಿಕ ನಷ್ಟ
massive nucleus,ಮಾಸ್ಟರ್ ನ್ಯೂಕ್ಲಿಯಸ್
mass motion,ಸಾಮೂಹಿಕ ವೇಗ
mass resistivity,ಸಾಮೂಹಿಕ ಪ್ರತಿರೋಧ
