Bengali,Tamil
ব্যবস্থা,நடவடிக்கைகள்
যান্ত্রিক,பொறிமுறையாளர்
যান্ত্রিক,இயந்திர
পদ্ধতি,பொறிமுறைகள்
মিডিয়া,ஊடகங்கள்
মধ্যস্থতা,மத்தியஸ்தம்
চিকিৎসা,மருத்துவ
চিকিত্সা সুবিধা,மருத்துவ நன்மை
মেডিকেল পরীক্ষা,மருத்துவத்தேர்வு
মেডিকো-আইনী,மருத்துவ-சட்ட
মধ্যম,நடுத்தர
ক্যামেরায় সভা,கேமராவில் சந்திப்பு
সদস্য,உறுப்பினர்
মেমো,மெமோ
স্মৃতিসৌধ,நினைவகம்
মানসিক দক্ষতা,மன திறன்
তালিকা,பட்டியல்
মার্জার,இணைப்பு
যোগ্যতা,தகுதி
যোগ্যতা তালিকা,தகுதி பட்டியல்
মেধাবী,சிறப்பான
যোগ্যতা,தகுதி
মেধা বৃত্তি,தகுதி உதவித்தொகை
বার্তা,செய்தி
পদ্ধতি,முறை
পদ্ধতি,முறை
মহানগর এলাকা,பெருநகர பகுதி
মধ্য আয় গ্রুপ,நடுத்தர வருமான குழு
মধ্যস্থতাকারী,இடைத்தரகர்
মিডওয়াইফারি,மருத்துவச்சி
অভিবাসী,குடியேறியவர்
মাইলেজ,மைலேஜ்
জঙ্গিবাদ,போர்க்குணம்
মিলেনিয়াম,மில்லினியம்
ক্ষুদ্রাকার,மினியேச்சர்
সর্বনিম্ন,குறைந்தபட்சம்
খনির,சுரங்க
মন্ত্রী,மந்திரி
মন্ত্রণালয়,அமைச்சகம்
গৌণ,மைனர்
নাবালকত্ব,சிறுபான்மை
ছোটখাটো কাজ,சிறிய படைப்புகள்
মিনিট,நிமிடங்கள்
অপব্যবহার,முறைகேடு
দুর্ব্যবহার,தவறான நடத்தை
আইনের অপপ্রয়োগের,நீதியின் கருச்சிதைவு
বিবিধ,இதர
দুষ্টুমি,குறும்பு
ভুল শ্রেণিবদ্ধকরণ,தவறான வகைப்படுத்தல்
অসদাচরণ,தவறான நடத்தை
বিভ্রান্ত,தவறாக
অব্যবস্থাপনা,தவறான நிர்வாகம்
ভুল উপস্থাপনা,தவறாக சித்தரித்தல்
সত্যের ভুল ধারণা,உண்மைகளை தவறாகப் பேசுதல்
ভুল বুঝা,தவறான புரிதல்
অপব্যবহার,தவறாகப் பயன்படுத்துங்கள்
মিশ্র অর্থনীতি,கலப்பு பொருளாதாரம்
জনতা,கும்பல்
মুঠোফোন,கைபேசி
গতিশীলতা,இயக்கம்
মোড,பயன்முறை
মডেল,மாதிரி
মডারেটর,மதிப்பீட்டாளர்
পরিবর্তন,மாற்றம்
কার্যপ্রণালী,மோடஸ் ஓபராண்டி
আর্থিক অনুদান,நாணய மானியம்
টাকা,பணம்
মনিটর,கண்காணிக்கவும்
মনোগামি,ஒற்றுமை
মনোগ্রাম,மோனோகிராம்
একচেটিয়া,ஏகபோகம்
একঘেয়েমি,சலிப்பூட்டும்
মাসিক ট্যুর ডায়েরি,மாதாந்திர சுற்றுப்பயண நாட்குறிப்பு
মাস থেকে মাস,மாதம் முதல் மாதம்
নৈতিক,தார்மீக
মনোবল,மன உறுதியை
নৈতিক স্খলন জনিত,தார்மீக கொந்தளிப்பு
স্থগিতাদেশ,தடை
মৃত্যুহার,இறப்பு
বন্ধক,அடமானம்
সবচেয়ে গোপনীয়,மிகவும் ரகசியமானது
মাতৃভাষা,தாய் மொழி
গতি,இயக்கம்
গতি অধ্যয়ন,இயக்க ஆய்வு
অনুপ্রেরণা,முயற்சி
উদ্দেশ্য,நோக்கம்
নীতিবাক্য,குறிக்கோள்
মুখপত্র,ஊதுகுழலாக
অস্থাবর,நகரக்கூடிய
সরানো,நகர்வு
আন্দোলন,இயக்கம்
বহুমুখী,பலதரப்பட்ட
বহুমুখী,பல்நோக்கு
পৌর কর,நகராட்சி வரி
যাদুঘর,அருங்காட்சியகம்
মাস্টার রোল,மஸ்டர் ரோல்
মিউটেশন,பிறழ்வு
মুতাটিস মুটান্দিস,முட்டடிஸ் முட்டாண்டிஸ்
পারস্পরিক সমঝোতা,பரஸ்பர புரிதல்
নাম ফলক,பெயா் அட்டை
মাদক,போதைப்பொருள்
আখ্যান মূল্যায়ন,விவரிப்பு மதிப்பீடு
বর্ণনাকারী,கதை
জাতি,தேசம்
জাতীয়,தேசிய
জাতীয়তাবাদ,தேசியவாதம்
জাতীয়তা,தேசியம்
জাতীয়করণ,தேசியமயமாக்கல்
জাতীয় ভাষা,தேசிய மொழி
জাতীয় সঞ্চয় শংসাপত্র,தேசிய சேமிப்பு சான்றிதழ்
স্থানীয়,பூர்வீகம்
প্রাকৃতিক,இயற்கை
প্রাকৃতিককরণ,இயற்கைமயமாக்கல்
নৌবাহিনী,கடற்படை படை
নাব্যযোগ্য,செல்லக்கூடியது
নেভিগেশন,வழிசெலுத்தல்
নায়েস,நெய்ஸ்
প্রয়োজনীয় ব্যবস্থা,தேவையான நடவடிக்கை
প্রয়োজনীয়,தேவை
নেতিবাচক,எதிர்மறை
অবহেলা,புறக்கணிப்பு
অবহেলা,அலட்சியம்
নগণ্য,மிகக் குறைவு
আলোচনার,பேச்சுவார்த்தை
আলোচনা সাপেক্ষে উপকরণ,பேச்சுவார்த்தைக்குட்பட்ட கருவி
আলাপ - আলোচনা,பேச்சுவார்த்தை
আলোচক,பேச்சுவார்த்தையாளர்
নেপোটিজম,நேபடிசம்
নেট,நிகர
নিট বিনিয়োগ,நிகர முதலீடு
নিরপেক্ষ,நடுநிலை
খবর,செய்தி
নিউজলেটার,செய்திமடல்
সংবাদপত্র,செய்தித்தாள்
নিউজ রিডার,செய்தி வாசிப்பாளர்
নিকটতম আত্মীয়,உறவினருக்கு அடுத்தது
রাতে দায়িত্ব,இரவு கடமை
নিল রিপোর্ট,இல்லை அறிக்கை
কোন ভর্তি,அனுமதி இல்லை
কোনও চাহিদা শংসাপত্র নেই (= কোনও বকেয়া শংসাপত্র নেই),கோரிக்கை சான்றிதழ் இல்லை (= நிலுவைத் தொகை சான்றிதழ் இல்லை)
নামকরণ,பெயரிடல்
নামমাত্র ব্যয়,பெயரளவு செலவு
নামমাত্র মান (= মুখের মান),பெயரளவு மதிப்பு (= முக மதிப்பு)
মনোনীত,பரிந்துரைக்கவும்
মনোনয়ন,நியமனம்
মনোনীত,பரிந்துரைக்கப்பட்டவர்
অ-বয়স,வயது அல்ல
অ-অবদান,முரண்பாடு அல்லாதது
অপ্রয়োজনীয়,அத்தியாவசியமற்ற
অ-গেজেটেড,கேசெட் அல்லாத
অ-সুদযুক্ত ভারবহন,வட்டி அல்லாத தாங்கி
অ-বিচারিক,நீதித்துறை அல்ல
অ-মন্ত্রমুগ্ধ,மந்திரி அல்லாத
অ-আলোচনাযোগ্য,பேச்சுவார்த்தைக்குட்பட்டது
অ - দাপ্তরিক,உத்தியோகபூர்வமற்ற
অ-অর্থ প্রদান,கட்டணம் செலுத்தாமை
অর্থ প্রদান শংসাপত্র,பணம் செலுத்தாத சான்றிதழ்
অনুশীলন ভাতা,நடைமுறைப்படுத்தாத கொடுப்பனவு
পুনরাবৃত্তি ব্যয়,மீண்டும் நிகழாத செலவு
অফেরতযোগ্য,திருப்பிச் செலுத்த முடியாதது
অবিচ্ছিন্ন,சட்டமல்லாதவர்
ট্যাক্সেবল আয়,வரி விதிக்கப்படாத வருமானம்
অ-প্রযুক্তিগত পোস্ট,தொழில்நுட்பமற்ற இடுகை
অপ্রচলিত,பாரம்பரியமற்ற
লিখিত যোগাযোগ,சொல்லாத தொடர்பு
কোনও আপত্তি শংসাপত্র,ஆட்சேபனை சான்றிதழ் இல்லை
"কোন লাভ, কোনও ক্ষতি নেই","லாபம் இல்லை, இழப்பு இல்லை"
আদর্শ,விதிமுறை
সাধারণ,சாதாரண
ধূমপান নিষেধ,புகை பிடிக்காதீர்
উল্লেখযোগ্য,குறிப்பிடத்தக்க
প্রযোজ্য নয় (এন.এ.),பொருந்தாது (N.A.)
উপলভ্য নয় (এন.এ.),கிடைக்கவில்லை (N.A.)
বিঃদ্রঃ,குறிப்பு
বিজ্ঞপ্তি,அறிவிப்பு
লক্ষণীয়,கவனிக்கத்தக்கது
বিজ্ঞপ্তি,அறிவிப்பு
বিজ্ঞপ্তি অঞ্চল,அறிவிக்கப்பட்ட பகுதி
লক্ষ্য এবং খসড়া,குறிப்பிடுதல் மற்றும் வரைவு
ধারণাগত বেতন,கற்பனையான ஊதியம்
আলোচনা সাপেক্ষে না,பேச்சுவார்த்தைக்குட்பட்டது அல்ல
আলোচনা সাপেক্ষে নয়,பேச்சுவார்த்தைக்குட்பட்ட கருவி அல்ல
নিউক্লিয়াস,கரு
শূন্য,ஏதுமில்லை
অকার্যকর,பூஜ்ய மற்றும் வெற்றிட
সংখ্যা,எண்
সংখ্যা,எண்
সংখ্যা,எண்
শপথ,சத்தியம்
আনুগত্যের শপথ,உறுதிமொழி
অফিসের শপথ,அலுவலக சத்தியம்
আনুগত্য,கீழ்ப்படிதல்
শ্রুতিমধুর,இரங்கல்
অবজেক্ট,பொருள்
আপত্তি,ஆட்சேபனை
উদ্দেশ্য,குறிக்கோள்
বস্তু এবং কারণ,பொருள்கள் மற்றும் காரணங்கள்
বাধ্যতামূলক,கடமை
অশ্লীল,ஆபாசமான
অশ্লীল অঙ্গভঙ্গি,ஆபாச சைகை
পর্যবেক্ষক,பார்வையாளர்
অপ্রচলিত,வழக்கற்றுப் போய்விட்டது
বাধা,தடை
সুস্পষ্ট,வெளிப்படையானது
মাঝে মাঝে,அவ்வப்போது
দখল,ஆக்கிரமிப்பு
দখলকারী,குடியிருப்பாளர்
পেশা,தொழில்
দখল করা,ஆக்கிரமிக்க
Octroi শুল্ক,ஆக்ட்ரோய் கடமை
ছুটির দিন,விடுமுறை நாள்
দায়িত্ব বন্ধ,கடமை
আপত্তিজনক,தாக்குதல்
অফার,சலுகை
অ্যাপয়েন্টমেন্ট অফার,நியமனம் வழங்குதல்
দপ্তর,அலுவலகம்
লাভ অফিস,லாப அலுவலகம்
দাপ্তরিক,அதிகாரி
অফিসিয়ালডম,அதிகாரப்பூர்வ
অফিসিয়াল ডিউটি,அதிகாரப்பூர்வ கடமை
অফিসিয়াল,அதிகாரப்பூர்வமானது
সরকারী ভাষা,உத்தியோகபூர்வ மொழி
আনুষ্ঠানিকভাবে,அதிகாரப்பூர்வமாக
অফিসিয়াল রিপোর্ট,அதிகாரப்பூர்வ அறிக்கை
অফিসিয়াল সংস্করণ,அதிகாரப்பூர்வ பதிப்பு
অফিসিয়াল,அலுவலர்
রেকর্ড বন্ধ,பதிவிலிருந்து
ঠিক আছে (ও.কে.),சரி (ஓ.கே.)
ওম্বডসম্যান,ஒம்புட்ஸ்மேன்
অ্যাকাউন্টে অনুদান,கணக்கு மானியம்
চাহিদা সাপেক্ষে,தேவைக்கேற்ப
কাজে আছি,கடமையில்
একতরফা,ஒரு பக்க
লাইনে,நிகழ்நிலை
অন-বিশেষ শুল্ক,சிறப்பு கடமை
চাকরির প্রশিক্ষণ - এর ওপরে,வேலை பயிற்சியில்
Ownus,பொறுப்பு
কার্য দিবস,திறந்த நாள்
মুক্ত ব্যবস্থা,திறந்த அமைப்பு
খোলার,திறப்பு
খোলার ভারসাম্য,ஆரம்ப இருப்பு
খোলার সময়,தொடக்க நேரம்
খোলা শেখা,திறந்த கற்றல்
খোলা চিঠি,திறந்த கடிதம்
উন্মুক্ত বিশ্ববিদ্যালয়,திறந்த பல்கலைக்கழகம்
পরিচালনা খরচ,இயக்க செலவு
অপারেটিং স্টাফ,இயக்க ஊழியர்கள்
অপারেশন,செயல்பாடு
অপারেটিভ,செயல்படும்
মতামত,கருத்து
বিরোধী দল,எதிர்ப்பு
বিকল্প,விருப்பம்
মৌখিক,வாய்வழி
অর্ডার,ஒழுங்கு
অর্ডার চেক,ஆர்டர் காசோலை
রিজার্ভেশন অর্ডার,முன்பதிவு வரிசை
অধ্যাদেশ,கட்டளை
সংগঠন,அமைப்பு
সংস্থার চার্ট,ஸ்தாபன வரைபடம்
সংগঠক,அமைப்பாளர்
ভিত্তিক,நோக்குநிலை
আসল,அசல்
মূল বিভাগ,அசல் துறை
মূল বিক্রয় দলিল,அசல் விற்பனை பத்திரம்
অদম্য মালিক,வெளிப்படையான உரிமையாளர்
প্রাদুর্ভাব,தீவிர நோய்ப் பரவல்
সাজসজ্জা ভাতা,ஆடை கொடுப்பனவு
বহির্গামী সদস্য,வெளிச்செல்லும் உறுப்பினர்
বহির্গামী ফাইল,வெளிச்செல்லும் கோப்பு
ব্যয়,செலவு
আউটলেট,கடையின்
রূপরেখা,அவுட்லைன்
দৃষ্টিভঙ্গি,அவுட்லுக்
আদালতের বাইরে,நீதிமன்றத்திற்கு வெளியே
তারিখের বাইরে,கடந்த காலத்திற்கு வெளியே
আদেশের বাইরে,ஒழுங்கற்ற
ছাপার বাইরে,அச்சிடப்படாதது
পালার বাহিরে,திருப்பத்திற்கு வெளியே
পালা বরাদ্দের বাইরে,திருப்பமான ஒதுக்கீட்டிற்கு வெளியே
ফাঁড়ি,புறக்காவல்
আউটপুট,வெளியீடு
সরাসরি ক্রয়,வெளிப்படையான கொள்முதல்
আউটসোর্স,அவுட்சோர்ஸ்
অসামান্য,நிலுவையில் உள்ளது
বয়সেরও বেশি,வயதுக்கு மேற்பட்டவர்கள்
সামগ্রিকভাবে,ஒட்டுமொத்த
সামগ্রিক ঘাটতি,ஒட்டுமொத்த பற்றாக்குறை
বিলিং ওভার,பில்லிங் மீது
ওভারচার্জ,அதிக கட்டணம்
অতিরিক্ত,தாமதமானது
অত্যধিক,மிகைப்படுத்திய
ওভারহেড চার্জ,மேல்நிலை கட்டணம்
ওভারল্যাপিং,ஒன்றுடன் ஒன்று
অগ্রাধিকার অগ্রাধিকার,முன்னுரிமையை மீறுகிறது
ওভার-বিধি,ஓவர்-ரூல்
তদারকি,மேற்பார்வை
অতিরিক্ত কাজের বেতন,கூடுதல் நேர ஊதியம்
অতিরিক্ত মূল্যায়ন,அதிக மதிப்பீட்டு
মালিকানা,உரிமை
প্যাকেজ,தொகுப்பு
প্যাকেজ চুক্তি,தொகுப்பு ஒப்பந்தம்
প্যাকিং এবং চিহ্নিত,பொதி மற்றும் குறித்தல்
প্যাকিং তালিকা,பொதி பட்டியல்
চুক্তি,ஒப்பந்தம்
প্রদত্ত,பணம்
পরিশোধিত মূলধন,மூலதனம் செலுத்தப்பட்டது
পামফলেট,துண்டுப்பிரசுரம்
প্যানেল,பேனல்
কাগজ,காகிதம்
প্যারা,பாரா
প্যারামাউন্ট,பாரமவுண்ட்
পিতামাতা,பெற்றோர்
পিতামাতার,பெற்றோர்
অভিভাবক অফিস,பெற்றோர் அலுவலகம்
সমাবস্থা শ্রেষ্ঠত্ব,சமமான சிறப்பானது
যুগপত্,பரி பாசு
সমতা,சமநிலை
সংসদ,பாராளுமன்றம்
অংশ,பகுதி
অংশ ফাইল,பகுதி கோப்பு
আংশিক,பகுதி
অংশগ্রহণ,பங்கேற்க
বিশেষ,குறிப்பாக
বিশদ বিবরণ,விவரங்கள்
পার্টিশন,பகிர்வு
অংশীদার,கூட்டாளர்
অংশীদারিত্ব দলিল,கூட்டாண்மை பத்திரம்
অংশ পেমেন্ট,பகுதி கட்டணம்
খন্ডকালীন,பகுதி நேரம்
পার্টি,கட்சி
সমান মান,சம மதிப்பு
পাস,பாஸ்
উত্তরণ,பத்தியில்
পাসওয়ার্ড,கடவுச்சொல்
পেটেন্ট,காப்புரிமை
পৃষ্ঠপোষক,புரவலர்
পে,செலுத்துங்கள்
বিল পরিশোধ করুন,பணம் செலுத்து
বেতন শংসাপত্র,ஊதிய சான்றிதழ்
দিন দিন,காவலன்
পে,பணம் செலுத்துபவர்
প্রদানকারী,பணம் செலுத்துபவர்
অর্থ প্রদান,கட்டணம்
পরিশোধ,செலுத்துங்கள்
বেতন আদেশ,ஊதிய ஆர்டர்
পে রোল,கட்டண ரோல்
বেতন কাঠামো,சம்பள விகிதம்
অদ্ভুত,பண
দণ্ড,தண்டனை
দন্ড বিধি,தண்டனை குறியீடு
শাস্তিমূলক সুদ,தண்டனை வட்டி
শাস্তি,அபராதம் விதிக்கவும்
জরিমানা,தண்டம்
বিচারাধীন,நிலுவையில் உள்ளது
কলম স্ট্রাইক,வேலைநிறுத்தம்
পেনশন,ஓய்வூதியம்
পেনশনযোগ্য,ஓய்வூதியம்
পেনশনার,ஓய்வூதியதாரர்
পেনশন স্কীম,ஓய்வூதிய திட்டம்
প্রতি বছর,ஓராண்டுக்கு
বাহক প্রতি,ஒரு தாங்கி
মাথাপিছু (= প্রতি মাথা),தனிநபர் (= ஒரு தலைக்கு)
শতাংশ,சதவீதம்
বহুবর্ষজীবী,வற்றாத
অগ্রাধিকার ক্রয়,முன்னுரிமை கொள்முதல்
পারফর্ম,நிகழ்த்துங்கள்
কর্মক্ষমতা,செயல்திறன்
পিরিয়ড,காலம்
সাময়িকী,குறிப்பிட்ட கால
পর্যালোচনা অধীনে সময়কাল,மதிப்பாய்வு செய்யப்பட்ட காலம்
মিথ্যা,தவறான
পার্কস,சலுகைகளை
স্থায়ী,நிரந்தர
প্রতি মেনসেম,ஒரு மாதத்திற்கு
অনুমোদনযোগ্য,அனுமதிக்கப்படுகிறது
অনুমতি,அனுமதி
অনুমতি,அனுமதி
অনুমোদিত,அனுமதிக்கப்பட்டது
চিরস্থায়ী,நிரந்தர
চিরস্থায়ী,நிரந்தரம்
Perquisites (= perks),தேவைகள் (= சலுகைகள்)
ব্যক্তিগত,தனிப்பட்ட
ব্যাক্তিগত সম্পদ,தனிப்பட்ட சொத்துக்கள்
ব্যক্তিগত বন্ড,தனிப்பட்ட பிணைப்பு
ব্যক্তিত্ব,ஆளுமை
একজন অগ্রহণযোগ্য ব্যক্তি,ஆளுமை அல்லாத கிராட்டா
কর্মী,பணியாளர்கள்
কর্মী নীতি,பணியாளர் கொள்கை
দৃষ্টিভঙ্গি,முன்னோக்கு
প্ররোচনা,தூண்டுதல்
প্রাসঙ্গিক,பொருத்தமானது
পড়ন,பரிசோதனை
পিটিশন,மனு
পিটিশনার,மனுதாரர்
পর্যায়,கட்டம்
আলোকচিত্র,புகைப்படம்
ফটোস্ট্যাট,ஃபோட்டோஸ்டாட்
শারীরিক চেকিং,உடல் சோதனை
শারীরিক ত্রুটি,உடல் குறைபாடு
শারীরিক শিক্ষা,உடற்கல்வி
শারীরিক প্রতিবন্ধী,உடல் ஊனமுற்றோர்
শারীরিক যাচাইকরণ,உடல் சரிபார்ப்பு
পিসিমিয়াল,துண்டு துண்டாக
টুকরা হার,துண்டு விகிதம்
তীর্থযাত্রী,யாத்ரீகர்
পাইলট প্রোগ্রাম,பைலட் திட்டம்
পিন,முள்
প্লেসমেন্ট পরিষেবা,வேலை வாய்ப்பு சேவை
জন্মস্থান,பிறந்த இடம்
কাজের জায়গা,வேலை செய்யும் இடம்
বাদী,வாதி
পরিকল্পনা,திட்டம்
পরিকল্পনা,திட்டமிடல்
উদ্ভিদ,ஆலை
খেলোয়াড়,ஆட்டக்காரர்
আবেদন,மனு
আবেদনকারী,வாதி
প্লেবিসাইট,பொது வாக்கெடுப்பு
প্রতিশ্রুতি,உறுதிமொழி
পূর্ণাঙ্গ অধিবেশনে,முழுமையான அமர்வு
প্লেনিপোটেনটিরি,பிளெனிபோடென்டரி
প্লিন্থ অঞ্চল,அஸ்திவார பகுதி
নীতি,கொள்கை
রাজনৈতিক ক্রিয়াকলাপ,அரசியல் செயல்பாடு
পোল,கருத்து கணிப்பு
দূষণ,மாசுபாடு
রাজনৈতিক,அரசியல்
পুল,குளம்
পোর্টফোলিও,போர்ட்ஃபோலியோ
অবস্থান,நிலை
ইতিবাচক,நேர்மறை
পোস্ট,அஞ்சல்
পোস্ট তারিখ,பின் தேதியிட்ட
পোস্ট-ফ্যাক্টো অনুমোদন,பிந்தைய காரணி அனுமதி
স্নাতকোত্তর,முதுகலை
মরণোত্তর,மரணத்திற்குப் பிந்தைய
পোস্টিং,இடுகை
পোস্ট মর্টেম পরীক্ষা,பிரேத பரிசோதனை
স্থগিত করা,ஒத்திவைக்கவும்
পোস্টস্ক্রিপ্ট (পি.এস.),போஸ்ட்ஸ்கிரிப்ட் (பி.எஸ்.)
শক্তি,சக்தி
মোক্তারনামা,அங்கீகாரம் பெற்ற நபர்
অনুশীলনযোগ্য,நடைமுறையில்
অনুশীলন করা,பயிற்சி
প্রাক-নিরীক্ষা,முன் தணிக்கை
সতর্কতা,முன்னெச்சரிக்கை
নজির,முன்னோடி
প্রিসিস,துல்லியமானது
সুনির্দিষ্ট,துல்லியமான
বিরত,தடை
পূর্ব ধারণা,முன்நிபந்தனை
পূর্বসূরী,முன்னோடி
প্রাধান্য,முதன்மையானதாக
মুখবন্ধ,முன்னுரை
পছন্দ,விரும்புங்கள்
কুসংস্কার,பாரபட்சம்
প্রাথমিক,பூர்வாங்க
অকাল,முன்கூட்டியே
প্রাঙ্গণ,வளாகம்
প্রিমিয়াম,பிரீமியம்
প্রিপেইড,ப்ரீபெய்ட்
প্রিপেইড কার্ড,ப்ரீபெய்ட் கார்டு
প্রাক-পরিকল্পিত,முன் திட்டமிடப்பட்ட
প্রিপেন,ப்ரீபோன்
প্রাক-গ্রহণযোগ্য বিল,முன் பெறப்பட்ட மசோதா
প্রিগ্রেটিভ,தனிச்சிறப்பு
প্রেসক্রিপশন,பரிந்துரைக்கவும்
নির্ধারিত,பரிந்துரைக்கப்பட்டது
নির্ধারিত ফর্ম,பரிந்துரைக்கப்பட்ட வடிவம்
উপস্থাপনা,விளக்கக்காட்சி
সভাপতিত্ব,தலைமை
রাষ্ট্রপতি,ஜனாதிபதி
প্রেস,அச்சகம்
কপি টিপুন,நகலை அழுத்தவும்
গ্যালারী প্রেস,கேலரியை அழுத்தவும்
অনুমান করা হয়েছে,கருதப்பட்டது
অনুমানমূলক বেতন,ஊக ஊதியம்
অনুমান করা,முன்மொழியப்பட்டது
অজুহাত,சாக்குப்போக்கு
বিরাজ করা,மேம்படு
প্রতিরোধ,தடுக்கவும்
প্রতিরোধ,தடுப்பு
প্রতিরোধমূলক,தடுப்பு
দামের ওঠানামা (= মূল্য চলাচল),விலை ஏற்ற இறக்கங்கள் (= விலை இயக்கங்கள்)
মূল্য নির্ধারণ,விலை
প্রাইমা ফেসি,ப்ரிமா ஃபேஸி
প্রাথমিকভাবে,முதன்மையாக
প্রাথমিক,முதன்மை
প্রাথমিক প্রাপ্তি,முதன்மை ரசீது
অধ্যক্ষ,முதன்மை
অধ্যক্ষ deb ণগ্রহীতা,முதன்மை கடனாளி
প্রিন্টার,அச்சுப்பொறி
মুদ্রণ,அச்சிடுதல்
পূর্বের ইঙ্গিত,முன் அறிகுறி
অগ্রাধিকার গ্রেডিং,முன்னுரிமை தரம்
কারাগার,சிறையில்
বন্দী,கைதி
গোপনীয়তা,தனியுரிமை
ব্যক্তিগত ও গোপনীয়,தனியார் மற்றும் ரகசியமானது
অধিকার,தனியுரிமை
সুবিধা কমিটি,சலுகைக் குழு
পুরস্কার,பரிசு
সম্ভাবনা,நிகழ்தகவு
প্রবেট,ஆய்வு
প্রবেশন,தகுதிகாண்
প্রবেশনারি,தகுதிகாண்
প্রবেশনার,தகுதிகாண்
ক্ষত পরীক্ষা করা,விசாரணை
পদ্ধতিগত নিয়ম,நடைமுறை விதிகள்
পদ্ধতি,செயல்முறை
কার্যক্রম,நடவடிக்கைகள்
প্রক্রিয়া,செயல்முறை
প্রক্রিয়াজাতকরণ,செயலாக்கம்
মিছিল,ஊர்வலம்
ঘোষণা,அறிவிக்கவும்
ঘোষণা,பிரகடனம்
সংগ্রহ,கொள்முதல்
পণ্য,தயாரிப்பு
উত্পাদন,உற்பத்தி
পেশা,தொழில்
পেশাদার অর্জন,தொழில்முறை சாதனை
দক্ষতা শংসাপত্র,தேர்ச்சி சான்றிதழ்
প্রোফাইল,சுயவிவரம்
লাভ,லாபம்
কার্যক্রম,திட்டம்
প্রোগ্রামের সময়সূচী,நிரல் அட்டவணை
প্রোগ্রামিং,நிரலாக்க
অগ্রগতি,முன்னேற்றம்
প্রগতিশীল,முற்போக்கான
নিষিদ্ধ,தடைசெய்யப்பட்டது
নিষিদ্ধ অঞ্চল,தடைசெய்யப்பட்ட பகுதி
নিষেধাজ্ঞা,தடை
নিষিদ্ধ আদেশ,தடை உத்தரவு
প্রকল্প,திட்டம்
অভিক্ষেপ,திட்டம்
বিশিষ্ট,முக்கியமானது
প্রতিশ্রুতি,வாக்குறுதி
কর্জপত্র,உறுதிமொழி
প্রচার,ஊக்குவிக்க
প্রবর্তক,விளம்பரதாரர்
পদোন্নতি,பதவி உயர்வு
প্রচার,Promt
প্রচার,அறிவிக்கவும்
উচ্চারণ,உச்சரிக்கவும்
ঘোষণা,அறிவிப்பு
প্রমাণ,ஆதாரம்
প্রেরণের প্রমাণ,அனுப்பியதற்கான ஆதாரம்
প্রুফ রিডিং,ஆதாரம் வாசிப்பு
প্রচার,பிரச்சாரம்
প্রচার,பரப்புதல்
সঠিক,முறையானது
সম্পত্তি,சொத்து
প্রস্তাব,முன்மொழிவு
প্রস্তাব,முன்மொழிவு
প্রোপাউন্ড,முன்மொழிவு
মালিকানা,தனியுரிம
স্বীকৃতি,தனியுரிமை
প্রো-রেটা,சார்பு-ரேட்டா
প্রো-রাতা কোটা,சார்பு விகித ஒதுக்கீடு
প্রোরোগ,Prorock
সুবিধা - অসুবিধা,நன்மை தீமைகள்
মতামত,புரோசக்
প্রসিকিউশন,வழக்கு
প্রসপেক্টাস,ப்ரஸ்பெக்டஸ்
প্রোটেমপোর অ্যাপয়েন্টমেন্ট,புரோட்டெம்போர் நியமனம்
প্রোটোকল,நெறிமுறை
প্রমাণ করুন,நிரூபிக்க
সরবরাহ করা,வழங்கப்பட்டது
তহবিল,வருங்கால வைப்பு நிதி
বিধান,வழங்கல்
অস্থায়ী,தற்காலிக
অস্থায়ী তালিকা,தற்காலிக பட்டியல்
প্রোভিসো,விதிமுறை
নৈকট্য,அருகாமையில்
প্রক্সি,ப்ராக்ஸி
জনসাধারণ,பொது
প্রকাশনা,வெளியீடு
পাবলিক ডিউটি,பொது கடமை
জনস্বার্থ মামলা,பொது நலன் வழக்கு
প্রচার,விளம்பரம்
প্রকাশ,வெளியிடுங்கள்
সময়োপযোগী,சரியான நேரத்தில்
শাস্তি,தண்டனை
ক্রয়,வாங்க
খাঁটি অস্থায়ী,முற்றிலும் தற்காலிகமானது
উদ্দেশ্য,நோக்கம்
অন্বেষণ করা,தொடரவும்
সাধনা,நோக்கத்தில்
পরিদর্শন,முழு
আপ,போடு
পুট আপ স্লিপ,புட்-அப் சீட்டு
যোগ্যতা,தகுதி
যোগ্য প্রার্থী,தகுதிவாய்ந்த வேட்பாளர்
যোগ্যতা,தகுதி
যোগ্যতা পরীক্ষা,தகுதி தேர்வு
যোগ্যতা পরীক্ষা,தகுதி சோதனை
গুণগত কৌশল,தரமான நுட்பங்கள்
গুণ,தரம்
মান নিয়ন্ত্রণ,தர கட்டுப்பாடு
পরিমাণ,அளவு
পৃথকীকরণ ছুটি,தனிமைப்படுத்தப்பட்ட விடுப்பு
ত্রৈমাসিক,காலாண்டு
কোয়াশ,ரத்து
কোয়াশি,அரை
অর্ধ-স্থায়ী,அரை-நிரப்பு
প্রশ্ন,வினவல்
প্রশ্ন,கேள்வி
প্রশ্নবিদ্ধ,கணிசமான
প্রশ্ন ঘন্টা,கேள்வி நேரம்
প্রশ্নাবলী,வினாத்தாள்
প্রস্থান,விட்டுவிட
কোরাম,கோரம்
কোটা,ஒதுக்கீடு
উদ্ধৃতি,மேற்கோள்
উদ্ধৃতি,மேற்கோள்
রেস,இனம்
