English,Tamil
Helical,குண்டலினி
Heliocentric,சூரியமைய
Helmholtz free energy,ஹெல்ம்ஹோல்ட்ஸ் இலவச ஆற்றல்
henry (unit),ஹென்றி
hermetically sealed,அச்சிடப்பட்டது
Hertxian wave,ஹெர்ட்ஸ்-அலை
hertz (unit),ஹஜ்
heteroenergetic electron,ஒற்றைப்படை ஆற்றல் எலக்ட்ரான்கள்
data Heterogeneous,பன்முக உருவங்கள்
Heterogenous,பன்முகத்தன்மை கொண்ட
heterrounuclear,"ஹீட்டோரோநியூக்ளியர், ஹெட்டோரோநியூக்ளியர்"
Heusler's alloy,ஹெய்ஸ்லர் அலாய்
hexad axis,ஹெக்ஸ் அச்சு
hexagonal crystal,"அறுகோண படிகம், நாற்கர படிகம்"
high speed camera,சிறிய கேமரா
high temperature thermometry(pyrometry),"வெப்பமானி, அதிவெப்பமானி"
high tension,"உயர் மின்னழுத்தம், உயர் மின்னழுத்தம்"
hole,"துளை, துளை, துளை"
Hologram,ஹாலோகிராம்
holography,ஹாலோகிராபி
Homogeneity,"ஒருமைப்பாடு, ஒருமைப்பாடு"
Homogeneous,"ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான"
Hook's law,ஹூக்கின் சட்டம்
horizontal,கிடைமட்ட
horse power,"குதிரை சக்தி, குதிரைத்திறன்"
Host,விருந்தோம்பல்
hot band,சூடான இசைக்குழு
hot carrier,சூப்பர் ஆற்றல் கேரியர்
hot electron,உயர் ஆற்றல் எலக்ட்ரான்
hue,வண்ண நிழல்
Hum,"ஹம், நாங்கள்"
Humidification,"உச்சரிப்பு, ஈரமாக்குதல்"
humidifier,ஈரப்பதம்
humidity,"ஈரப்பதம், ஈரப்பதம்"
Huygens principle,ஹைஜென்ஸ் சட்டம்
hybrid,கலப்பு
hybridisation,கலப்பு
Hydraulic,"ஹைட்ராலிக், ஹைட்ராலிக், மொபைல் ஹைட்ராலிக், ஹைட்ராலிக்"
Hydrodynamic,"ஹைட்ரோடைனமிக், ஹைட்ரோடைனமிக்"
hydrodynamics,"ஹைட்ரோடைனமிக்ஸ், ஹைட்ரோடைனமிக்ஸ், ஹைட்ரோடைனமிக்ஸ்"
hydrogenous material,ஹைட்ரஜன் பொருள்
Hydrology,நீரியல்
Hydrosphere,நீர் வாரியம்
Hydrostatic,நீர்நிலை
Hydrostatics,"ஹைட்ரோஸ்டேடிக்ஸ், ஹைட்ரோஸ்டேடிக்ஸ்"
Hygrometer,"ஹைக்ரோமீட்டர், ஹைக்ரோமீட்டர்"
hygrometry,ஹைக்ரோமெட்ரி
Hygroscope,ஈரப்பதமானி
Hygroscopic,ஹைக்ரோஸ்கோபிக்
Hyperbolic,மிகைப்படுத்தல்
Hypercharge,அதிக கட்டணம் அதிக கட்டணம்
Hyperfine,குறைந்தபட்ச
hypermetropia,நீண்ட பார்வை
Hypernuclei,ஹைப்பர்ராணி - கரு
hyperon,ஹைபரான்
Hypersonic,சூப்பர்சோனிக்
hyper space,சூப்பர் வானம்
hypothesis,கருதுகோள்
Hypothetical,"அனுமானம், அனுமானம்"
hypsometer,கொதிநிலை
Hysterisis,தூக்கமின்மை
Ice,பனிக்கட்டி
ice crystel,பனிக்கட்டி
Ideal,ஏற்றதாக
idealized,இலட்சியப்படுத்தப்பட்டது
Identical,"ஒரே மாதிரியான, ஒரே மாதிரியான, ஒருங்கிணைந்த"
identification,"அடையாளம், அடையாளம், அடையாளம், அடையாளம்"
identification beacon,"அடையாளக் கலங்கரை விளக்கம், அடையாளக் கலங்கரை விளக்கம்"
Identity,"ஒரே மாதிரியான, ஒரே மாதிரியான, எங்கும் நிறைந்த, தனித்துவம்"
Idle,வேலையில்லாத
idle time,"செயலற்ற நேரம், நிரல் தேர்வு நேரம்"
Ignite,பற்றவைக்க
Ignitor,பற்றவைப்பான்
ignition,பற்றவைப்பு
Ignore,அறிவுறுத்தலை புறக்கணித்தல்
illuminance,வெளிச்சம் அடர்த்தி
illuminant,ஒளிரும்
Illuminating,ஒளிரும்
illumination photometer,வெளிச்சம் அளவுகோல்
Illuminator,ஒளிரும்
image,பிரதிபலிப்பு
Imaginary,"கற்பனையானது, கற்பனையானது, கற்பனையானது"
immersed body,நீரில் மூழ்கிய பொருள்
Immersion,மூழ்குதல்
immittance,மின்மறுப்பு ஊடுருவல்
Impact,"தாக்கம், தாக்கம், தாக்கம், மோதல், மீள் எழுச்சி"
impact effect,தாக்க விளைவு
Impedance,மின்தடை
Impinging,அதிர்ச்சியளிக்கிறது
imposed pressure,அழுத்தம் கொடுக்கப்பட்டது
impregnated,"செறிவூட்டப்பட்ட, உட்பொதிக்கப்பட்ட"
impulse,உந்துவிசை
Impure,தூய்மையற்ற
impurity conductivity (=extrinsic conductivity),புற கடத்துத்திறன் (வெளிப்புற கடத்துத்திறன்)
Inaudibility,செவிக்கு புலப்படாமை
Inaudible,செவிக்கு புலப்படாத
Incandescence,ஒளிரும்
incandescent,ஒளிரும்
Incoherent,ராப்சோடிக்
incoming,வரவிருக்கும்
Incompressibility,அடக்க முடியாத தன்மை
increasing oscillation,அதிகரிக்கும் அலைவு
incremental permeability,அதிகரித்த காந்தம்
independent distribution,இலவச விநியோகம்
Indeterminate,"எல்லையற்ற, தீர்மானிக்கப்படாத, தீர்மானிக்கப்படாத, 4நிச்சயமற்ற"
Index,"கொடிய, சுட்டி, 3இண்டெக்ஸ்"
indirect,"மறைமுக, மறைமுக"
Induced,உத்வேகம் பெற்றது
Induction,"வருகை, தூண்டல், தூண்டல்"
inductive,ஊக்கமளிக்கும்
inductor,தூண்டுபவர்
Inertial,செயலற்ற
inexhaustible source,விவரிக்க முடியாத ஆதாரம்
Infinite,"எல்லையற்ற, எல்லையற்ற"
Infinities,"முடிவிலி, எல்லையற்ற"
infinity,"எல்லையற்ற, எல்லையற்ற"
Inflammability,எரியக்கூடிய தன்மை
Inflammable,எரியக்கூடியது
Inflow,வரத்து
Influx,வரத்து
information,தகவல்
infralow-frequency,மிக குறைந்த அதிர்வெண்
Infra-red,அகச்சிவப்பு
Infrasonic,செவிக்கு புலப்படாத
Infrasonics,அவ ஷ்ரவிகி
Inhomogeneity,இணக்கமின்மை
Inhomogeneous,வேறுபட்டது
initial,ஆரம்ப
Injection,ஊசி
Inlet,நுழைய
Inner,"உள், உள், உள், உள்"
Input,"உள்ளீடு (n.), உள்ளீடு (v.)"
Insensitive,இழிவான
Insertion,வாழ்வு
insignificant,"முக்கியமற்ற, முக்கியமற்ற"
Inspection,மேற்பார்வை
Installation,"நிறுவல், நிறுவல், நிறுவல்"
instant,கணம்
instruction,அறிவுறுத்தல்
instrument,இயந்திரம்
Instrumental,இயந்திரவியல்
Instrumentation,"இயந்திரமயமாக்கல், சட்டசபை"
Insulated,"காப்பு, காப்பு"
Insulation,காப்பு
insulator,"இன்சுலேடிங், இன்சுலேட்டிங், இன்சுலேடிங்"
Integer,"1முழு எண், முழு எண்"
integrability,ஒருங்கிணைப்பு
integral,"ஒருங்கிணைந்த, முழு எண்"
Integration,ஒருங்கிணைப்பு
Intense,"தீவிர, சீற்றம்"
intensification,தீவிரப்படுத்துதல்
intensifier,"இழுவை, முடுக்கி"
Intensity,"தீவிரம், தீவிரம், தீவிரம்"
Intensive,தீவிரமான
Interaction,தொடர்பு
interatomic,அணுக்கரு
Interchange,"பரிமாற்றம், பரிவர்த்தனை"
Interdependency,"ஒன்றுக்கொன்று சார்ந்திருத்தல், ஒன்றுக்கொன்று சார்ந்திருத்தல்"
Interdependent,ஒன்றையொன்று சார்ந்தது
inter diffusion,பரஸ்பர பரவல்
Interface,இடைமுகப் பக்கம்
interface connection (=feed __through),குறுக்கு நிரப்பு
interfacial angle,இடைமுக கோணம்
interference,"குறுக்கீடு, குறுக்கீடு, தடை"
Intergalactic,விண்மீன்களுக்கு இடையேயான
Interior,"உள், உள், உள் (வி.), உள், உள், உள் (வி.)"
Interlocking,"ஒத்திசைவு, ஒத்திசைவு"
Intermediate,"இடைநிலை, இரண்டாம் நிலை, நடுத்தர, இடைநிலை"
Intermetallic,உலோகங்களுக்கிடையேயான
intermittent,"இடைப்பட்ட, இடைப்பட்ட"
Intermolecular,மூலக்கூறுகளுக்கிடையேயான
internal,உள்
International,சர்வதேச
interplanar,இடைநிலை
interplanetary,கிரகங்களுக்கு இடையேயான
Interpolation,இடைச்செருகல்
Interpretability,அர்த்தமுள்ள தன்மை
interpreter,"தேர்வாளர், மொழிபெயர்ப்பாளர்"
interrupter,குறுக்கீடு செய்பவர்
intersecting,வெட்டும்
Intersection,"குறுக்குவெட்டு, குறுக்குவெட்டு, குறுக்குவெட்டு"
interspace,இடைவெளி
Interstellar,நட்சத்திரங்களுக்கு இடையேயான
Interstitial,இடைநிலை
Interval,"இடைவெளி, இடைவெளி"
Intimate,நெருக்கமான
Intra,இறுதியில்
Intra-atomic,அணுக்கரு
Intrinsic,"நாஸ் (பரம்பரை), அந்தர் (உள்)"
Invariant,நிச்சயம்
Invention,"கண்டுபிடிப்பு, கண்டுபிடிப்பு"
Inverse,"தலைகீழ், தலைகீழ், எதிர்"
Inversion,"தலைகீழ், தலைகீழ்"
invert,பிரதிநிதித்துவம்
Inverted,"தலைகீழ், தலைகீழ்"
inviscid,குருடர்
inviscid fluid,கொந்தளிப்பான திரவம்
Invisibility,கண்ணுக்கு தெரியாதது
Invisible,கண்ணுக்கு தெரியாத
Ion,அயனி
Ionic,அயனி
Ionisable,அயனியாக்கம் செய்யக்கூடியது
Ionise,"அயனியாக்கம், அயனியாக்கம்"
Ionosphere,"அயனோஸ்பியர், அயனோஸ்பியர்"
inospheric,அயனோஸ்பியர்
iris (in waveguide),கருவிழி
Irradiated,கதிர்வீச்சு
Irradiation,கதிர்வீச்சு
irrational,பகுத்தறிவற்ற
irreducible,"ஈடுசெய்ய முடியாத, சீர்படுத்த முடியாத, சீர்செய்ய முடியாத"
Irregular,ஒழுங்கற்ற
Irreversible,மீள முடியாதது
irrotational,சுழலும்
isentropic,"ஐசோட்ரோபிக், ஐசோட்ரோபிக் வளைவு"
Isentropically,சப்பான்ட்ரோபிகல்
I signal,"நான் சமிக்ஞை செய்கிறேன், நான் சமிக்ஞை செய்கிறேன்"
isobar,"ஐசோபார்கள், ஐசோடோப்புகள்"
Isobaric,"ஐசோபாரிக், சமச்சீர், சமநிலை"
Isochore,"ஐசோமெட்ரிக் கோடு, ஐசோடோப்பு கோடு"
Isochoric,ஐசோ-அயனி
isochromatic,ஒரே மாதிரியான
isochronic line,ஒத்திசைவு வரி
isochronous motion,ஒத்திசைவான வேகம்
Isoclinal,ஐசோமெட்ரிக்
Isoelectric,சமபலம்
Isoenergetic,சம ஆற்றல்
Isogonal,"சமபக்க (வி.), ஐசோசெல்ஸ் கோடு (எட்.)"
Isolate,"பிரிக்க, (adj.), பிரிக்க"
isolated,"தனிமைப்படுத்தப்பட்ட, தனிமைப்படுத்தப்பட்ட, ஒற்றை"
Isolation,"பிரித்தல், பிரித்தல், பிரித்தல்"
Isomeric,ஐசோமர்
Isomerisation,ஐசோமர்
Isomerism,ஐசோமெரிசம்
Isometric,"ஐசோமெட்ரிக், முக்கோணம், கன சதுரம், ஐசோமெட்ரிக்"
Isomorphism,ஐசோமார்பிசம்
isomorphous,ஐசோமார்பிக்
Isotherm,சமவெப்பம்
Isothermal,சமவெப்பம்
Isotope,ஐசோடோப்புகள்
isotopic,ஐசோடோப்புகள்
Isotropic,ஐசோட்ரோபிக்
isotropic line (=circular line),வட்ட கோடு
Isotropy,ஐசோமார்பிசம்
Iteration,மீண்டும் மீண்டும்
1-type (=intrinsic semiconductor ),உள்ளார்ந்த குறைக்கடத்தி
Jamin's interferometer,ஜாம் இன்டர்ஃபெரோமீட்டர்
Jerk,"ஜெர்க், மீள்வலி"
Jet,"ஜெட், தலை"
jet and rocket propulsion,ஜெட்-ராக்கெட் உந்துவிசை
j-j coupling,ஜே-ஜே இணைப்பு
Jolly's balance,ஜாலி வளைந்த
Joule heat,ஜூல்-வெப்பம்
joule meter,ஜூல்மீட்டர்
Joule-Thomson effect,ஜூல்-தாம்சன் விளைவு
joule (unit),ஜூல்
Jump,"மண்வெட்டி, ஜம்ப், புல்லாங்குழல்"
junction,ஒப்பந்தம்
junction point,சங்கமிக்கும் இடம்
just scale,சரியான எழுத்து
juxtaposition,"கேசநிதி, அருகாமை"
kaleidoscope,"கலைடாஸ்கோப், கலைடாஸ்கோப்"
kappa meson (=k=meson),"கப்பா மேசன்ஸ், கே-மேசன்ஸ்"
kathode (=Cathode),கேத்தோடு
kation (=cation),கானாயன்
K-band,கே-பேண்ட்
K-capture (=K-electron capture),கே-பிடிப்பு
K-capturer,கே-ரிசெப்டர்
Kelvin approximation,கெல்வின் தோராயம்
kernel of homomorphism,ஒருமைப்பாட்டின் அலகு
kerr cell,ker செல்
Key,"திறவுகோல், திரை, திறவுகோல்"
key board,"சாவி பலகை, திரைப் பட்டை"
key note,தொடக்க உயிர்
key pulse,முக்கிய துடிப்பு
key word,முக்கிய சொல்
Kick,கணிப்பு
kick back,எதிர்ப்பு
Kilo,கிலோ
kilojoule (KJ),கிலோஜூல்
kiloparsec,கிலோபார்செக்
kiloton bomb,கிலோடன் குண்டு
Kinematical,இயக்கவியல்
Kinematically,முற்றிலும் மாறும்
Kinetic,"இயக்கவியல், மாறும்"
Kinetically,மாறும்
Kink,எலும்பு முறிவு
klystron,கிளிஸ்ட்ரான்
knife edge,கூர்மையான விளிம்பு
Kruskal limit,குருஸ்கல் எல்லை
Kryogenic,தெர்மோஜெனிக்
Label,முத்திரை
Labelled,"குறிக்கப்பட்ட, பொறிக்கப்பட்ட, பெயரிடப்பட்ட"
Laboratory,ஆய்வகம்
Ladar,ஏணி
Laevorotation,எதிரெதிர் திசையில்
laevorotatory,"எதிரெதிர் திசையில், இடது துருவமுனைப்பு"
lag and lead,முன்னும் பின்னுமாக
Lagrange's expansion,லாக்ரேஞ்ச் ஒளிபரப்பு
Laggrangian,லக்ராஞ்சியனிசம்
Lamb shift,ஆட்டுக்குட்டி உருவாக்கம்
Lamina,"பலகை, பலகை"
lamina dorsalis,முதுகுத்தட்டு
laminar flow,"மேற்பரப்பு ஓட்டம், நிலை ஓட்டம்"
laminate,"முலாம், குழு, நிலை, அடுக்கு பிணைப்பு"
Laminating,அடுக்குப்படுத்தல்
Lamination,லேமினா
lamp,"விளக்கு, விளக்கு"
lamp black,"காஜல், தீப் காஜல்"
Lande's interval rule,நில இடைவெளி விதி
Lande splitting factor,நிலத்தை பிரிக்கும் காரணி
Landing,தரையிறக்கம்
lapping,"மைக்ரோ சிராய்ப்பு, லேமினேஷன், உடைகள்"
Larmor frequency,லார்மோர் அதிர்வெண்
Larmor precession,larmore precession
Laser,லேசர்
Lasing,லேசரைசேஷன்
Latent,இரகசியம்
Lateral,"பக்கவாட்டு, பக்கவாட்டு, பக்கவாட்டு"
Latitude,"அட்சரேகை, அட்சரேகை"
lattice,"லட்டு, லட்டு"
Laue class,லாவ் வகுப்பு
Launcher,ஏவுதல்
Launching,ஏவுதல்
launch pad,துவக்க மேடை
law of mass action,வெகுஜன விகித சட்டம்
law of multiple proportion,பல விகித விதி
layer,"அடுக்கு, நிலை"
L-band,எல்-பேண்ட்
Lead,"முன்னணி, முன்னணி, முன்னணி, முன்னணி, முன்னணி"
leading,முன்னோக்கி
Leak,"சுண்ணாம்பு, கசிவு (Cr.), ரைசன் லைன், சியவான்"
Leakage,"மெல்லுதல், அரிப்பு, கசிவு"
Least,"குறைந்தபட்சம், குறைந்தபட்சம், குறைந்தபட்சம்"
least count (of a vernier),குறைந்தபட்ச எண்ணிக்கை
Lecher's wire,தாழ்ப்பாள் கம்பி
Leduc effect,லெடுக் விளைவு
legal ohm,செல்லுபடியாகும் ஓம்
L-electron,-எதிர் மின்னணு
length contraction,நீளம் கட்டுப்பாடு
Lengthening,நீளம்
Lens,லென்ஸ்
Lenz's law,லென்ஸ் விதி
Level,தட்டையான சுரங்கப்பாதை
level flight,கிடைமட்ட விமானம்
Levelling,"சமன்படுத்துதல், சமன்படுத்துதல்"
levelling screw,"கிடைமட்ட திருகு, சமன்படுத்தும் திருகு"
level of confidence,தன்னம்பிக்கை அளவு
level of significance,முக்கியத்துவம் நிலை
level surface,"கிடைமட்டப் பக்கம், தட்டையான பக்கம், சமநிலைப் பக்கம்"
Lever,"நெம்புகோல், நெம்புகோல்"
Libration,மெய்நிகர் அலைவு
Lidar,"லிடார், லேசர் அகச்சிவப்பு ரேடார்"
Life,"வாழ்க்கை, வயது"
lift,"தூக்கி, தூக்கி"
lift off,மீட்பு தருணம்
light,"குறுகிய, ஒளி, மங்கலான, குறுகிய, குறுகிய, 6 ஒளி"
Lighting,"மிதமான., ஒளிரும்"
Lightning,மின்னல்
light year,ஒளி ஆண்டு ஒளி ஆண்டு
Like,"ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான"
Limit,"வரம்பு, விளிம்பு"
Limiting,"எல்லை, எல்லை, தீவிர"
limiting magnitude (=magnitude ___limit),தற்போதைய வரம்பு
Line,"கோடு, கோடு, நீள்வட்டம்"
Liner,"நேரியல், நேரியல், நேரியல்"
Linearisation,நேர்கோட்டுப்படுத்தல்
linearity,"ஏகபோகம், நேர்கோட்டுத்தன்மை"
Linearly,"தனித்த, நேரியல்"
line drop,வரி சாத்தியம்
line imperfection (onedimensional),நேரியல் குறைபாடு
line of percussion,பக்கவாதம் வரி
line spectrum,நேரியல் நிறமாலை
line voltage,வரி மின்னழுத்தம்
Link,"பிணைப்பு, சரம், சங்கிலி, சுரப்பி, இணைப்பு"
Liquefaction,திரவமாக்கல்
Liquefied,திரவமாக்கப்பட்ட
liquefier,திரவமாக்கப்பட்ட
Liquid,திரவம்
liquid bath,திரவ நீர்த்தேக்கம்
liquid crystal,திரவ படிகம்
liquidity,திரவத்தன்மை
liquid rocket,திரவ இயக்கப்படும் ராக்கெட்
Lissajous figures,லிசாஜு புள்ளிவிவரங்கள்
List,"பட்டியல், பட்டியல்"
Listing,"பட்டியல், பட்டியல்"
litre,குப்பை
live programme,நேரடி திட்டம்
live wire,மின்சார கம்பி
load,"சுமை, சுமை, சுமை, சுமை, சுமை"
Loadstone,காந்த கல்
localised,"உள்ளூர், உள்ளூர்"
locally Maxwellian,உள்ளூர் அதிகபட்சம்
Location,"இடம், இடம், இடம், இடம், இடம்"
locked dislocation,கட்டுப்பட்ட தவறு
lock in,"தலாக், சரக்கு"
Locus,"இடம், இடம்"
Lodestone,காந்த கல்
Logarithmic,மடக்கை
logic,தர்க்கம்
logical,நியாயமான
Logistics,"தளவாடங்கள், செயல்பாட்டு அறிவியல்"
London Van Der Waals attraction,லண்டன் வாண்டர்வால்ஸ் ஈர்ப்புகள்
long distance Transmission,தொலை பரிமாற்றம்
longitude,"தீர்க்கரேகை, தீர்க்கரேகை"
longitude of perihelion,ravinech இன் தீர்க்கரேகை
Longitudinal,"நீளமான, நீளமான"
long note,நீண்ட உயிரெழுத்து
Loop,"லூப், லூப், லூப் (எட்.), லூப் (வி.), பிரசாந்த்"
loosely bound,தளர்வாக பிணைக்கப்பட்டுள்ளது
lossely packed,"அரிதாக நிரம்பிய, நிரம்பிய"
Lorentz Fitzgerald contraction,லாரன்ட்டின் ஃபிட்ஸ்ஜெரால்ட் சுருக்கம்
lossless line (=loss free line),இழப்பு இல்லாத வரி
lossy dielectric,சிதைந்த மின்கடத்தா
loudness (of sound),வலிமை
Low,"குறைந்த அழுத்த பகுதி, மன அழுத்தம்"
Lowering,"அவமதிப்பு, குறைந்த"
Lowest,"குறைந்த, சிறிய"
low vaccum,தாழ்வான வெற்றிடம்
luminance,ஒளிர்வு
Luminescence,சந்தீப்தி
Luminescent,கதிர்வீச்சு
luminosity,சுடர்.
luminous,"தீப், பிரதீபி, ஜோதி-"
lunar day,சந்திர நாள்
lunar eclipse,சந்திர கிரகணம்
lunar satellite,சந்திரன் செயற்கைக்கோள்
lunar variation,நிலவின் கட்ட மாற்றம்
lux,லக்ஸ்
Lyman series,லைமன் தொடர்
Macro,மொத்த
Macroscopic,மொத்த
magic lantern,"மேஜிக் லாந்தர், சித்திர விளக்கு"
magic number,"மாயா எண், மந்திர எண், நிரந்தர எண்"
Magnetically,காந்த ரீதியாக
magnetic,காந்தம்
magnetic bottle,காந்த மின்தடை
magnetisable,காந்தமாக்கும்
magnetisation,காந்தமாக்கல்
magnetism,காந்தவியல்
magnetocaloric effect,காந்த வெப்ப விளைவு
Magnetohydro-dynamics,காந்த ஹைட்ரோடைனமிக்ஸ்
Magnetohydro-statics,காந்த ஹைட்ரோஸ்டேடிக்ஸ்
Magentometer,காந்தமானி
Magneton,காந்தம்
Magnetosphere,காந்த வட்டம்
magnetostatics,நிலையான காந்தவியல்
magnetron rectifier,மேக்னட்ரான் ரெக்டிஃபையர்
magnified image,பெரிதாக்கப்பட்ட படம்
magnifier,உருப்பெருக்கி
magnify,"பெரிதாக்க, பெரிதாக்க"
magnifying,"உருப்பெருக்கி, உருப்பெருக்கி-"
magnifying glass (magnifying lens),உருப்பெருக்கி லென்ஸ்
magnitude,"அளவு, அளவு"
Magnon,மேக்னான்
main band,முக்கிய இசைக்குழு
Mainline,பிரதான சாலை பிரதான பாதை
Mains,"பிரதான கம்பி, பிரதான குழாய்"
Maintenance,"பராமரிப்பு, ஊட்டச்சத்து, பராமரிப்பு"
Majorana effect,மயோரானா சாறு
major axis,முக்கிய அச்சு
major defect,முக்கிய குறைபாடு
majority,பலவகை
major tone,முதன்மை தொனி
make and break,தொடர்பு மற்றும் முறித்து
malleability,இணக்கத்தன்மை
manoeuvre,திறன்கள்
mainpulation,கைமுறை கையாளுதல்
manipulator,இயக்குபவர்
manned baloon,மனிதர்கள் கொண்ட பலூன்
Manometer,"மனோமீட்டர், மனோமீட்டர்"
many body,பாலிஹெட்ரான்
man year,மனிதன் மனிதன் ஆண்டுகள்
Marginal,"விளிம்பு, விளிம்பு, விளிம்பு"
marginal entropy,விளிம்பு என்ட்ரோபி
margin of safety,பாதுகாப்பான வளாகம்
mariner's compass,மாலுமி Dsuichak
Mark,"மதிப்பெண்கள், மதிப்பெண்கள், மதிப்பெண்கள்"
Marker,குறிப்பான்
Maser,மேசர்
Mask,"முகமூடி, முகமூடி, கவர்"
Masking,மூடி மறைத்தல்
Mass,"நிறை, நிறை, மொத்த"
mass abundance,நிறை மிகுதி
mass action,வெகுஜன விகித எதிர்வினை
mass concentration,"நிறை செறிவு, நிறை செறிவு, நிறை செறிவு, நிறை மிகுதி"
mass defect,வெகுஜன இழப்பு
massive nucleus,முதன்மை கரு
mass motion,வெகுஜன வேகம்
mass resistivity,வெகுஜன எதிர்ப்பு
master plate,"முதன்மை தட்டு, முதன்மை தட்டு"
Match,பொருத்துக
Matched,பொருந்தியது
Matching,பொருந்துகிறது
Matrix,"மேட்ரிக்ஸ், மேட்ரிக்ஸ், மேட்ரிக்ஸ், மேட்ரிக்ஸ்"
Matter,"பொருள், பொருள்"
Maxima,அதிகபட்சம்
Maximum,"உயர்ந்த, உயர்ந்த, உயர்ந்த, உயர்ந்த, உயர்ந்த"
maximum permissible,அதிகபட்சமாக அனுமதிக்கப்படுகிறது
Maxwell-Boltz-mann distribution law,மேக்ஸ்வெல்-வோல்ட்ஸ்மேன் விநியோக சட்டம்
Mazwellian distribution,அதிகபட்ச விநியோகம்
Mc Leod guage,"மெக்லியோட் கேஜ், மெக்லியோட் கேஜ்"
Mean,அர்த்தம்
mean free path,"இலவச பாதை என்று அர்த்தம், இலவச பாதை என்று அர்த்தம்"
mean life,சராசரி வயது சராசரி வயது
mean life time,சராசரி வாழ்நாள்
Measure,அளவிடும் படுக்கை
measurement,"அளவிட, அளவிட, அளவிட"
mechanical,"விசை, இயந்திர"
mechanical advantage,இயந்திர நன்மை
Mechanics,"படை அறிவியல், இயக்கவியல், இயக்கவியல்"
Mechanisation,இயந்திரமயமாக்கல்
Mechanism,"பொறிமுறை, இயக்கவியல்"
Median,"இடைநிலை, இடைநிலை, இடைநிலை, இடைநிலை"
Mega,"மொத்த, குரு, மஹா, தெளிவான, நியுட் (தஷலக்ஷா)"
Megacurie,மெகாகுரி
megohm,மகோம்
Meissner effect,மவுஸ்னர் விளைவு
M-electron,எம்-எலக்ட்ரான்
melody,"ஒலிப்பு, தாளம்"
Melt,"உருகுவதற்கு (adj.), உருகுவதற்கு, உருகுவதற்கு (ver.)"
Melting,"thaw, thaw"
melting point,உருகுநிலை
Memory,"நினைவகம், நினைவக அமைப்பு"
Meniscus,"மாதவிடாய், மாதவிடாய்"
Mercurial,"பரியா, சுவரோவியம்"
mercurial barometer,"பாதரச காற்றழுத்தமானி, பாதரச காற்றழுத்தமானி"
Mercuric,"பார்திக், மயூரிக்"
meridian,நடுக்கோடு
merit (of coil),குணகம்
Meson,கொத்தனார்
mesonic potential well (=Yukawa potential well),"மசோனி போல், யுகாவா போல்"
Message,செய்தி
metal,"உலோகங்கள், அடிப்படை பொருள்"
metallography,"உலோக வேலைப்பாடு, உலோக விளக்கம்"
metaphysics,மீமெய்யியல்
metastable,அளவாக செலவிடுதல்
Meteorite,விண்கல்
Meteoritic,விண்கல்
meteorological,வானிலையியல்
meteorologist,வானிலை ஆய்வாளர்
meter bridge,"மீட்டர் பாலம், மீட்டர் பாலம்"
Metric,"தூரம், மீட்டர்"
Michelson interferometer,மைக்கேல்சனின் இன்டர்ஃபெரோமீட்டர்
microampere,மைக்ரோஆம்பியர்
micro analysis,நுண் பகுப்பாய்வு
microcanonical assembly,நுண் நியதித் தொகுப்பு
microcanonical ensemble,மைக்ரோ நியமன சமூகம்
Microcircuit,மைக்ரோ சர்க்யூட்
Microcrack,நுண் பிளவு
Micron,மைக்ரான்
microphone,ஒலிவாங்கி
Microphotograph,"மைக்ரோஃபோட்டோகிராஃப், மைக்ரோஸ்கோப் போட்டோ"
Microphysics,நுண் இயற்பியல்
Microscope,"நுண்ணோக்கி, நுண்ணோக்கி"
microscopic,"நுண்ணோக்கி, நுண்ணோக்கி, நுண்ணோக்கி"
microscopic impurity,நல்ல பொருள்
Microscopy,நுண்ணோக்கி
microstate,"மைக்ரோஸ்டேட், மைக்ரோஸ்டேட்"
microtorr,மைக்ரோடார்
microwave,மைக்ரோ அலை
mid-day,நடுக்கோடு
middle,நடுத்தர
migrating ion,உள்வரும் அயனி
mile,மைல்கள்
milky way,"ஆகாஷ் கங்கா, மில்கா மேக்லா"
Miller index,மில்லர் குறியீடு
mineral,கனிமங்கள்
miniature circuit,குறைந்த மின்னழுத்தம்
Miniaturization,சுருக்குதல்
minimal path,குறைந்தபட்ச பாதை
minimum,"குறைந்த, குறைந்த, குறைந்த, குறைந்த"
minimum ionization,குறைந்த அயனியாக்கம்
minority carrier,சிறுபான்மை கேரியர்
minority emitter,சிறுபான்மை உமிழ்ப்பாளர்கள்
minor tone,குறுகிய தொனி
Minute,"கலை, நிமிடம், நிமிடம்"
Mirage,மரிச்சிகா
Mirror,"கண்ணாடி, முகூர்"
mirror nuclei,"பிராட்டிப் நியூக்ளியஸ், பிராட்டிப் நியூக்ளியஸ்"
miscibility,கலப்புத்தன்மை
mismatched lines,பொருந்தாத வரிகள்
mismatching,குமேலன்
misorientation,"நோக்குநிலை, தொலைநோக்குநிலை"
Missile,"ஏவுகணைகள், ஏவுகணைகள்"
missing electron,இல்லாத எலக்ட்ரான்
missing line,விடுபட்ட கோடுகள்
mistuning,அவதூறு
Mixer,"மிக்சர், மிக்சர், மிக்சர் (நபர்)"
M.K.S. System,எம்.கே. கள். முறை
mobile,"நகரும், நகரும், நகரும்"
mobile antenna (=portable antenna),கையடக்க ஆண்டெனா
Modility,இயக்கம்
