English,Tamil
law of homomorphism for groups,குழுக்களுக்கான ஹோமோமார்பிஸத்தின் சட்டம்
law of homomorphism for rings,மோதிரங்களுக்கான ஹோமோமார்பிஸத்தின் சட்டம்
law of increasing costs,செலவுகளை அதிகரிக்கும் சட்டம்
law of indices,குறியீடுகளின் சட்டம்
law of inertia,செயலற்ற சட்டம்
law of large numbers,பெரிய எண்களின் சட்டம்
law of probability,நிகழ்தகவு சட்டம்
law of sines,சைன்களின் சட்டம்
laws of exponents,அடுக்குகளின் சட்டங்கள்
laws of motion,இயக்க விதிகள்
layer,அடுக்கு
leading coefficient,முன்னணி குணகம்
leading diagonal,முன்னணி மூலைவிட்டம்
leading submatrix,முன்னணி துணை அணி
leading term,முன்னணி கால
least,குறைந்தது
least common multiple (LCM),குறைந்த பொதுவான பல (LCM)
least element,குறைந்தபட்ச உறுப்பு
least square,குறைந்தபட்ச சதுரம்
least upper bound,குறைந்தபட்ச மேல் எல்லை
left coset,இடது கோசெட்
left handed,இடது கை
left handed screw,இடது கை திருகு
left inverse,இடது தலைகீழ்
left multiplication,இடது பெருக்கல்
Leibnitz formula,லீப்னிட்ஸ் சூத்திரம்
length,நீளம்
leptokurtic,லெப்டோகுர்டிக்
leptokurtic curve,லெப்டோகுர்டிக் வளைவு
leptokurtosis,லெப்டோகுர்டோசிஸ்
level curve,நிலை வளைவு
level of confidence,நம்பிக்கை நிலை
level of significance,முக்கியத்துவம் நிலை
lexicographically,அகராதி ரீதியாக
lexicographical order,அகராதி ஒழுங்கு
likelihood function,வாய்ப்பு செயல்பாடு
likelihood ratio test,நிகழ்தகவு விகித சோதனை
limit,அளவு
limiting,மட்டுப்படுத்துதல்
limiting value,வரம்புக்குட்பட்ட மதிப்பு
limiting velocity,கட்டுப்படுத்தும் வேகம்
limit in mean,சராசரி வரம்பு
limit of integration,ஒருங்கிணைப்பின் வரம்பு
limit of sequence,வரிசையின் வரம்பு
limit point (=cluster point),வரம்பு புள்ளி (=கிளஸ்டர் புள்ளி)
limit velocity,வரம்பு வேகம்
line,வரி
linear,நேரியல்
linear algebraic,நேரியல் இயற்கணிதம்
linear algebraic equation,நேரியல் இயற்கணித சமன்பாடு
linear approximation,நேரியல் தோராயம்
linear asymptote,நேரியல் அறிகுறி
linear coefficient,நேரியல் குணகம்
linear combination,நேரியல் கலவை
linear constraints,நேரியல் கட்டுப்பாடுகள்
linear dependence,நேரியல் சார்பு
linear differential equation,நேரியல் வேறுபாடு சமன்பாடு
linear dimension,நேரியல் பரிமாணம்
linear equation,நேரியல் சமன்பாடு
linear form,நேரியல் வடிவம்
linear fractional transformation,நேரியல் பகுதி மாற்றம்
linear function,நேரியல் செயல்பாடு
linear functional,நேரியல் செயல்பாட்டு
linear group,நேரியல் குழு
linear independence,நேரியல் சுதந்திரம்
linear independent relation,நேரியல் சுயாதீன உறவு
linear inequality,நேரியல் சமத்துவமின்மை
linear inhomogeneous differential equation,நேரியல் சீரற்ற வேறுபாடு சமன்பாடு
linear integral equation,நேரியல் ஒருங்கிணைந்த சமன்பாடு
linear interpolation,நேரியல் இடைச்செருகல்
linear least square regression analysis,நேரியல் குறைந்தபட்ச சதுர பின்னடைவு பகுப்பாய்வு
linearity,நேர்கோட்டுத்தன்மை
linearly dependent,நேரியல் சார்ந்தது
linearly independent,நேரியல் சார்பற்றது
linear mapping,நேரியல் மேப்பிங்
linear order,நேரியல் வரிசை
linear ordering,நேரியல் வரிசைப்படுத்துதல்
linear programming,நேரியல் நிரலாக்க
linear programming algorithm,நேரியல் நிரலாக்க அல்காரிதம்
linear programming problem,நேரியல் நிரலாக்க சிக்கல்
linear regression,நேரியல் பின்னடைவு
linear regression coefficient,நேரியல் பின்னடைவு குணகம்
linear relation,நேரியல் உறவு
linear space (=vector space),நேரியல் வெளி (=வெக்டார் ஸ்பேஸ்)
linear subspace,நேரியல் துணைவெளி
linear transformation,நேரியல் மாற்றம்
linear trend,நேரியல் போக்கு
linear unbiased estimate,நேரியல் சார்பற்ற மதிப்பீடு
linear velocity,நேரியல் வேகம்
line integral,ஒருங்கிணைந்த வரி
line of intersection,வெட்டும் கோடு
line of regression,பின்னடைவு வரி
localised vector,உள்ளூர்மயமாக்கப்பட்ட திசையன்
local optimum,உள்ளூர் உகந்தது
locus,இடம்
log,பதிவு
logarithmic,மடக்கை
logarithmic accuracy,மடக்கை துல்லியம்
logarithmic calculation,மடக்கை கணக்கீடு
logarithmic curve,மடக்கை வளைவு
logarithmic derivative,மடக்கை வழித்தோன்றல்
logarithmic differentiation,மடக்கை வேறுபாடு
logarithmic function,மடக்கை செயல்பாடு
logarithmic mean (=geometric mean),மடக்கை சராசரி (= வடிவியல் சராசரி)
logarithmic normal distribution,மடக்கை இயல்பான பரவல்
logarithmic relationship,மடக்கை உறவு
logarithmic scale,மடக்கை அளவுகோல்
logarithmic series,மடக்கை தொடர்
logarithmic spiral (equiangular spiral),மடக்கை சுழல் (சமகோண சுழல்)
logarithmic table (=log table),மடக்கை அட்டவணை (=பதிவு அட்டவணை)
logarithm (log),மடக்கை (பதிவு)
logic,தர்க்கம்
logically equivalent,தர்க்கரீதியாக சமமானது
logistic curve,தளவாட வளைவு
lognormal distribution,lognormal விநியோகம்
longitude,தீர்க்கரேகை
loop,வளைய
lottery,லாட்டரி
lower bar,கீழ் பட்டை
lower bound,குறைந்த எல்லை
lower Riemann integral,கீழ் ரீமான் ஒருங்கிணைந்த
lower sum,குறைந்த தொகை
lower triangular matrix,கீழ் முக்கோண அணி
Maclaurin's expansion,மெக்லாரின் விரிவாக்கம்
magic number,மந்திர எண்
magic square,மந்திர சதுரம்
magnitude limit (=limiting magnitude),அளவு வரம்பு (=வரையறுக்கும் அளவு)
mailed questionnaire,அனுப்பப்பட்ட கேள்வித்தாள்
mail survey,அஞ்சல் ஆய்வு
majorant (upper bound),பிரதான (மேல் எல்லை)
major arc,பெரிய வில்
majorised set,பெரிதாக்கப்பட்ட தொகுப்பு
many valued function,பல மதிப்புமிக்க செயல்பாடு
map,வரைபடம்
map into the set,தொகுப்பில் வரைபடம்
mapping of a set,ஒரு தொகுப்பின் மேப்பிங்
marginal probability,விளிம்பு நிகழ்தகவு
mathematical analysis,கணித பகுப்பாய்வு
mathematical argument,கணித வாதம்
mathematical centre,கணித மையம்
mathematical complexity,கணித சிக்கலானது
mathematical economics,கணித பொருளாதாரம்
mathematical expectation,கணித எதிர்பார்ப்பு
mathematical form,கணித வடிவம்
mathematical formulation,கணித உருவாக்கம்
mathematical identity,கணித அடையாளம்
mathematical logic,கணித தர்க்கம்
mathematical model,கணித மாதிரி
mathematical notion,கணிதக் கருத்து
matrix digonalisation,அணி digonalization
matrix inverse,அணி தலைகீழ்
matrix inversion,அணி தலைகீழ்
matrix iterative method,அணி மறுசெயல் முறை
matrix method,அணி முறை
matrix multiplication,அணி பெருக்கல்
matrix of constants,மாறிலிகளின் அணி
matrix of effectiveness,செயல்திறன் அணி
matrix operator,மேட்ரிக்ஸ் ஆபரேட்டர்
matrix polynomial,அணி பல்லுறுப்புக்கோவை
matrix printing,அணி அச்சிடுதல்
matrix product,அணி தயாரிப்பு
maximized,அதிகபட்சம்
maximum,அதிகபட்சம்
maximum absolute value,அதிகபட்ச முழுமையான மதிப்பு
maximum F-ratio,அதிகபட்ச F- விகிதம்
maximum likelihood,அதிகபட்ச வாய்ப்பு
maxmin,அதிகபட்சம்
maxmin criterian,அதிகபட்ச அளவுகோல்
max of a function,ஒரு செயல்பாட்டின் அதிகபட்சம்
Maxwell-Boltzmann statistics,மேக்ஸ்வெல்-போல்ட்ஸ்மேன் புள்ளிவிவரங்கள்
mean deviation,விலகல் என்று பொருள்
mean square deviation,சதுர விலகல் என்று பொருள்
mean square error,சதுரப் பிழை என்று பொருள்
mean value,சராசரி மதிப்பு
mean value theorem,சராசரி மதிப்பு தேற்றம்
measure of kurtosis,குர்டோசிஸின் அளவுகோல்
median,சராசரி
median centre,சராசரி மையம்
mesokurtic curve,மீசோகர்டிக் வளைவு
mesokurtosis,மீசோகுர்டோசிஸ்
message,செய்தி
method,முறை
method of elimination,நீக்கும் முறை
method of inversion,தலைகீழ் முறை
method of iteration,மறு செய்கை முறை
method of least squares,குறைந்தபட்ச சதுர முறை
method of moments,தருணங்களின் முறை
method of similar triangles,ஒத்த முக்கோணங்களின் முறை
method of steepest descent,செங்குத்தான வம்சாவளியின் முறை
method of summation,கூட்டு முறை
method of undetermined coefficient,தீர்மானிக்கப்படாத குணகத்தின் முறை
metric space,மெட்ரிக் இடம்
metric system,மெட்ரிக் அமைப்பு
metric unit,மெட்ரிக் அலகு
micro theory,நுண் கோட்பாடு
middle,நடுத்தர
middle term,நடுத்தர கால
mid point,நடுத்தர புள்ளி
mid point formula,நடுப்புள்ளி சூத்திரம்
minimal polynomial,குறைந்தபட்ச பல்லுறுப்புக்கோவை
minimax principle,குறைந்தபட்ச கொள்கை
minimum,குறைந்தபட்சம்
minimum point (of curve),குறைந்தபட்ச புள்ளி (வளைவு)
minimum polynomial,குறைந்தபட்ச பல்லுறுப்புக்கோவை
min of a function,ஒரு செயல்பாட்டின் நிமிடம்
minor arc,சிறிய வில்
minor axis,சிறிய அச்சு
minorised subset,சிறுமைப்படுத்தப்பட்ட துணைக்குழு
minus,கழித்தல்
minus sign,கழித்தல் அடையாளம்
mixed fraction,கலப்பு பின்னம்
mixed strategy,கலப்பு உத்தி
mode,முறை
modulus,மாடுலஸ்
modulus of a complex number,ஒரு கலப்பு எண்ணின் மாடுலஸ்
moment,கணம்
moment generating function,கணம் உருவாக்கும் செயல்பாடு
moment of a force,ஒரு சக்தியின் தருணம்
moment of frequency distribution,அதிர்வெண் விநியோகத்தின் தருணம்
moment of inertia,சடத்துவ திருப்பு திறன்
moment of momentum,வேகத்தின் தருணம்
momentum,வேகம்
monomial,ஏகத்துவ
monomorphic,ஒரே மாதிரியான
monomorphism,ஒற்றை உருவம்
monotone,மோனோடோன்
monotone increasing sequence,மோனோடோன் அதிகரிக்கும் வரிசை
monotonically,ஏகபோகமாக
monotonically increasing net,ஏகபோகமாக அதிகரிக்கும் நிகர
monotonically increasing sequence,ஏகபோகமாக அதிகரிக்கும் வரிசை
monotonic function,ஒரே மாதிரியான செயல்பாடு
Monte Carlo calculation,மான்டே கார்லோ கணக்கீடு
Monte Carlo method,மான்டே கார்லோ முறை
morra (game),மோரா (விளையாட்டு)
mortality statistics,இறப்பு புள்ளிவிவரங்கள்
most probable,மிகவும் சாத்தியமானது
motion,இயக்கம்
moving average,சராசரியாக நகர்கிறது
M-space,எம்-ஸ்பேஸ்
M-test for integral,ஒருங்கிணைப்புக்கான எம்-டெஸ்ட்
multidecision problem,பல முடிவு பிரச்சனை
multidimensional normal distribution,பல பரிமாண சாதாரண விநியோகம்
multidimensional random variable,பல பரிமாண சீரற்ற மாறி
multi-index transportation problem,பல குறியீட்டு போக்குவரத்து பிரச்சனை
multinomial,பல்லுறுப்புக்கோவை
multinomial distribution,பல்லுறுப்புப் பரவல்
multiple,பல
multiple choice problem,பல தேர்வு பிரச்சனை
multiple connected domain,பல இணைக்கப்பட்ட டொமைன்
multiple correlation,பல தொடர்பு
multiple frequency table,பல அதிர்வெண் அட்டவணை
multiple integral,பல ஒருங்கிணைந்த
multiple integration,பல ஒருங்கிணைப்பு
multiple regression,பல பின்னடைவு
multiple regression analysis,பல பின்னடைவு பகுப்பாய்வு
multiple regression coefficient,பல பின்னடைவு குணகம்
multiple regression equation,பல பின்னடைவு சமன்பாடு
multiple root,பல வேர்
multiplication,பெருக்கல்
multiplication by columns (of determinant),நெடுவரிசைகளால் பெருக்கல் (தீர்மானி)
multiplication by rows (of determinant),வரிசைகளால் பெருக்கல் (தீர்மானி)
multiplication factor,பெருக்கல் காரணி
multiplicative function,பெருக்கல் செயல்பாடு
multiplicative group,பெருக்கல் குழு
multiplicative inverse,பெருக்கல் தலைகீழ்
multiplicity,பன்முகத்தன்மை
multiplicity of roots,வேர்களின் பெருக்கம்
multiplicity of zero,பூஜ்ஜியத்தின் பெருக்கம்
multiplier,பெருக்கி
multiply,பெருக்கி
multivariate distribution,பல்வகை விநியோகம்
multivariate normal distribution,பலவகையான சாதாரண விநியோகம்
multivariate population,பலதரப்பட்ட மக்கள் தொகை
mutual,பரஸ்பர
nabla,நப்லா
Napierian,நேப்பிரியன்
Napierian logarithm,நேப்பிரியன் மடக்கை
natural logarithm,இயற்கை மடக்கை
natural number,இயற்கை எண்
nautical mile,கடல் மைல்
n-dimensional,n-பரிமாணம்
n-dimensional vector space,n-பரிமாண திசையன் இடம்
necessary and sufficient condition,தேவையான மற்றும் போதுமான நிலை
necessary condition,தேவையான நிபந்தனை
negation,மறுப்பு
negative,எதிர்மறை
negative curvature,எதிர்மறை வளைவு
negative definite form,எதிர்மறை திட்டவட்டமான வடிவம்
negative definite matrix,எதிர்மறை திட்டவட்டமான அணி
negative semi-definite form,எதிர்மறை அரை-நிச்சயமான வடிவம்
neighbourhood,அக்கம்
nested sampling,உள்ளமைக்கப்பட்ட மாதிரி
net reproduction rate,நிகர இனப்பெருக்க விகிதம்
Newtonian mechanics,நியூட்டனின் இயக்கவியல்
Newton's divided difference formula,நியூட்டனின் வகுக்கப்பட்ட வேறுபாடு சூத்திரம்
Newton's laws of motion,நியூட்டனின் இயக்க விதிகள்
Neyman allocation,நெய்மன் ஒதுக்கீடு
Neyman Pearson theory,நெய்மன் பியர்சன் கோட்பாடு
nilpotent element,சக்தியற்ற உறுப்பு
nilpotent matrix,nilpotent matrix
node,முனை
non-Abelian group,அபிலியன் அல்லாத குழு
non-absolute convergence,முழுமையற்ற ஒருங்கிணைப்பு
non-algebraic,அல்லாத இயற்கணிதம்
non-degenerate,சிதையாத
non-degenerate basic feasible solution,சிதைவடையாத அடிப்படை சாத்தியமான தீர்வு
non-dense,அடர்த்தியற்ற
non-dense set,அடர்த்தியற்ற தொகுப்பு
non-denumerable infinity of points,புள்ளிகளின் எண்ணற்ற முடிவிலி
non-denumerable set,கணக்கிட முடியாத தொகுப்பு
non-differentiable,வேறுபடுத்த முடியாதது
non empty subset,காலியாக இல்லாத துணைக்குழு
non-Euclidean geometry,யூக்ளிடியன் அல்லாத வடிவியல்
non-homogeneous,ஒரே மாதிரியானவை அல்ல
non-intersecting,குறுக்கிடாத
non-linear algebraic equation,நேரியல் அல்லாத இயற்கணித சமன்பாடு
non-linear differential equation,நேரியல் அல்லாத வேறுபாடு சமன்பாடு
non-linear equation,நேரியல் அல்லாத சமன்பாடு
non-linear programming,நேரியல் அல்லாத நிரலாக்கம்
non-linear regression,நேரியல் அல்லாத பின்னடைவு
non-linear relationship,நேரியல் அல்லாத உறவு
non-negative integer,எதிர்மறை அல்லாத முழு எண்
non-negative variable,எதிர்மறை அல்லாத மாறி
non-parametric test,அளவுரு அல்லாத சோதனை
non-probabilistic approach,நிகழ்தகவு இல்லாத அணுகுமுறை
non-singular matrix,ஒருமை அல்லாத அணி
non-symmetric matrix,அல்லாத சமச்சீர் அணி
non-trivial,அற்பமானதல்ல
non-vanishing determinant,மறைந்து போகாத தீர்மானிப்பான்
non-void,வெற்றிடமற்ற
non-void subset,வெற்றிடமற்ற துணைக்குழு
non-zero determinant,பூஜ்ஜியமற்ற தீர்மானிப்பான்
NOR gate,NOR வாயில்
normal,சாதாரண
normal acceleration,சாதாரண முடுக்கம்
normal angle,சாதாரண கோணம்
normal curve,சாதாரண வளைவு
normal density function,சாதாரண அடர்த்தி செயல்பாடு
normal distribution,சாதாரண விநியோகம்
normal distribution function,சாதாரண விநியோக செயல்பாடு
normal form for the matrix,மேட்ரிக்ஸின் இயல்பான வடிவம்
normal frequency,சாதாரண அதிர்வெண்
normalized curve,இயல்பாக்கப்பட்ட வளைவு
normalized floating point number,இயல்பாக்கப்பட்ட மிதக்கும் புள்ளி எண்
normalizer,இயல்பாக்குபவர்
normal matrix,சாதாரண அணி
normal probability curve,சாதாரண நிகழ்தகவு வளைவு
normal probability distribution,சாதாரண நிகழ்தகவு விநியோகம்
normal subgroup (=distinguished subgroup),சாதாரண துணைக்குழு (=சிறந்த துணைக்குழு)
normed linear space,நெறிப்படுத்தப்பட்ட நேரியல் இடம்
norm of a vector,ஒரு திசையன் விதிமுறை
NOT gate,வாயில் அல்ல
nowhere dense set,எங்கும் அடர்த்தியான தொகுப்பு
null hypothesis,பூஜ்ய கருதுகோள்
null matrix,பூஜ்ய அணி
null set,பூஜ்ய தொகுப்பு
null vector,பூஜ்ய திசையன்
number,எண்
number axis,எண் அச்சு
number system,எண் அமைப்பு
numeral,எண்
numeration,எண்ணிக்கை
numerator,எண்
numerical coefficient,எண் குணகம்
numerical computation,எண் கணக்கீடு
numerical differentiation,எண் வேறுபாடு
numerical method,எண் முறை
n-vector,n-வெக்டார்
n-vector space,n-வெக்டார் இடம்
object,பொருள்
objective function,புறநிலை செயல்பாடு
oblique,சாய்ந்த
oblique asymptote,சாய்ந்த அறிகுறி
oblique axis,சாய்ந்த அச்சு
oblique section,சாய்வான பகுதி
observation,கவனிப்பு
observed frequency,கவனிக்கப்பட்ட அதிர்வெண்
obtuse angle,மழுங்கிய கோணம்
octagon,எண்கோணம்
octahedron,எண்முகம்
octal system,எண்ம அமைப்பு
octant,எண்கோணம்
odd,ஒற்றைப்படை
odd curve,ஒற்றைப்படை வளைவு
odd number,ஒற்றைப்படை எண்
odd permutation,ஒற்றைப்படை வரிசைமாற்றம்
odd polynomial,ஒற்றைப்படை பல்லுறுப்புக்கோவை
ogive,கொடுக்க
one to one correspondence,ஒன்றுக்கு ஒரு கடிதம்
one to one function,ஒன்றுக்கு ஒன்று செயல்பாடு
one to one map,ஒன்றுக்கு ஒன்று வரைபடம்
one-way classification,ஒரு வழி வகைப்பாடு
onto map,வரைபடத்தில்
open,திறந்த
open ball,திறந்த பந்து
open interval,திறந்த இடைவெளி
open ray,திறந்த கதிர்
open set,திறந்த தொகுப்பு
operation,அறுவை சிகிச்சை
operational research,செயல்பாட்டு ஆராய்ச்சி
operations research,செயல்பாட்டு ஆராய்ச்சி
operator,இயக்குபவர்
opposite angle,எதிர் கோணம்
opposite event,எதிர் நிகழ்வு
optimal basic feasible solution,உகந்த அடிப்படை சாத்தியமான தீர்வு
optimal condition,உகந்த நிலை
optimal lot size,உகந்த நிறைய அளவு
optimal value,உகந்த மதிப்பு
optimum,உகந்த
orbit,வட்ட பாதையில் சுற்றி
order,உத்தரவு
ordered pair,ஆர்டர் செய்யப்பட்ட ஜோடி
ordered set,ஆர்டர் செட்
ordering,ஆர்டர்
order of a determinant,ஒரு தீர்மானிப்பவரின் வரிசை
order of a group,ஒரு குழுவின் வரிசை
order of a matrix,ஒரு அணி வரிசை
order of an element in a group,ஒரு குழுவில் உள்ள ஒரு உறுப்பு வரிசை
order of differential equation,வேறுபட்ட சமன்பாட்டின் வரிசை
order of operation,செயல்பாட்டின் வரிசை
order of zero,பூஜ்ஜியத்தின் வரிசை
ordinal number,வரிசை எண்
ordinary differential equation,சாதாரண வேறுபாடு சமன்பாடு
ordinate,ஒழுங்குபடுத்து
oreintability,oreintability
orientation,நோக்குநிலை
orientation of surface,மேற்பரப்பின் நோக்குநிலை
origin,தோற்றம்
origin of coordinates,ஆயங்களின் தோற்றம்
orthocentre,orthocenter
orthogonal,ஆர்த்தோகனல்
orthogonal axes,ஆர்த்தோகனல் அச்சுகள்
orthogonal family,ஆர்த்தோகனல் குடும்பம்
orthogonal group,ஆர்த்தோகனல் குழு
orthogonality condition,ஆர்த்தோகனாலிட்டி நிலை
orthogonalization,orthogonalization
orthogonal matrix,orthogonal matrix
orthonormal,ஆர்த்தோநார்மல்
orthonormal basis,ஆர்த்தோநார்மல் அடிப்படையில்
oscillation,அலைவு
oscillation of a function,ஒரு செயல்பாட்டின் அலைவு
oscillatory function,ஊசலாட்ட செயல்பாடு
osculating,ஊசலாட்டம்
outer product,வெளிப்புற தயாரிப்பு
output,வெளியீடு
overdetermined system,மிகைப்படுத்தப்பட்ட அமைப்பு
paired comparision,ஜோடி ஒப்பீடு
pairwise disjoint,ஜோடிவரிசை விலகல்
pairwise independent,ஜோடிவரிசையில் சுயாதீனமானது
parallel forces,இணை சக்திகள்
parallelogram,இணைகரம்
parallelogram of forces,சக்திகளின் இணையான வரைபடம்
parallelogram of velocities,வேகங்களின் இணையான வரைபடம்
parallelopiped,இணையான குழாய்
parameter,அளவுரு
parameter free (=nonparametric),அளவுரு இலவசம் (=அளவுரு அல்லாதது)
parameter of distribution,விநியோக அளவுரு
parametric,அளவுரு
parametric coordinate,அளவுரு ஒருங்கிணைப்பு
parametric curve,அளவுரு வளைவு
parametric equation,அளவுரு சமன்பாடு
parametric linear programming,அளவுரு நேரியல் நிரலாக்கம்
parametric method,அளவுரு முறை
parametric objective function,அளவுரு புறநிலை செயல்பாடு
parametric programming,அளவுரு நிரலாக்க
parametric representation,அளவுரு பிரதிநிதித்துவம்
parametrization,அளவுருவாக்கம்
parenthesis,அடைப்புக்குறி
parenthesis notation,அடைப்புக்குறி குறியீடு
parent population,பெற்றோர் மக்கள் தொகை
Pareto curve,பரேட்டோ வளைவு
parity check,சமநிலை சரிபார்ப்பு
partial confounding,பகுதி குழப்பம்
partial correlation,பகுதி தொடர்பு
partial derivative,பகுதி வழித்தோன்றல்
partial differential equation,பகுதி வேறுபாடு சமன்பாடு
partial differentiation,பகுதி வேறுபாடு
partial fraction,பகுதி பின்னம்
partial integration,பகுதி ஒருங்கிணைப்பு
partially ordered,பகுதி உத்தரவு
partially ordered set,பகுதி வரிசைப்படுத்தப்பட்ட தொகுப்பு
partial order,பகுதி ஒழுங்கு
partial regression coefficient,பகுதி பின்னடைவு குணகம்
partial sum,பகுதி தொகை
particle,துகள்
particular case,குறிப்பிட்ட வழக்கு
particular integral,குறிப்பிட்ட ஒருங்கிணைந்த
particular solution,குறிப்பிட்ட தீர்வு
partition,பிரிவினை
partitioning of matrices,மெட்ரிக்குகளின் பகிர்வு
partition value,பகிர்வு மதிப்பு
Pascal triangle,பாஸ்கல் முக்கோணம்
pattern,முறை
pattern function,மாதிரி செயல்பாடு
pattern problem,மாதிரி பிரச்சனை
payload velocity,சுமை வேகம்
payoff function,செலுத்தும் செயல்பாடு
payoff matrix,ஊதிய அணி
p-basis,p-அடிப்படை
p-chart,p-chart
Peano curve,பீனோ வளைவு
Peano space,பீனோ இடம்
pedal equation,மிதி சமன்பாடு
percent,சதவீதம்
percentage,சதவிதம்
percentage error,சதவீத பிழை
percentage frequency,சதவீத அதிர்வெண்
percentage increase,சதவீதம் அதிகரிப்பு
percentage of error,பிழையின் சதவீதம்
percent decrease,சதவீதம் குறைவு
percentile,சதவீதம்
perfect cube,சரியான கன சதுரம்
perfect gas,சரியான வாயு
perfect number,சரியான எண்
perfect set,சரியான தொகுப்பு
perfect square,சரியான சதுரம்
perfect square expression,சரியான சதுர வெளிப்பாடு
perimeter,சுற்றளவு
period,காலம்
periodic curve,கால வளைவு
periodic disturbances,அவ்வப்போது தொந்தரவுகள்
periodic function,கால செயல்பாடு
periodic motion,கால இயக்கம்
period of revolution,புரட்சியின் காலம்
period of rotation,சுழற்சி காலம்
periodogram,கால வரைபடம்
peripheral,புற
permissible,அனுமதிக்கப்பட்டது
permissible limit of error,பிழையின் அனுமதிக்கப்பட்ட வரம்பு
permutation,வரிசைமாற்றம்
permutation group,வரிசைமாற்ற குழு
permutation matrix,வரிசைமாற்ற அணி
permutation method,வரிசைமாற்ற முறை
perpendicular,செங்குத்தாக
perpendicularity,செங்குத்தாக
perpendicularly,செங்குத்தாக
perpendicular plane,செங்குத்தாக விமானம்
personnel-assignment problem,பணியாளர்கள்-ஒதுக்கீடு பிரச்சனை
PERT (program evaluation review technique),PERT (திட்ட மதிப்பீட்டு மறுஆய்வு நுட்பம்)
perturbation,மனம் கலங்கிய நிலை
perturbation problem,குழப்பம் பிரச்சனை
perturbed problem,குழப்பமான பிரச்சனை
phase,கட்டம்
phase angle,கட்ட கோணம்
phase difference,கட்ட வேறுபாடு
phase displacement,கட்ட இடப்பெயர்ச்சி
physical astronomy,உடல் வானியல்
physical constant,உடல் மாறிலி
physical parameter,உடல் அளவுரு
physical pendulum,உடல் ஊசல்
physical quantity,உடல் அளவு
physical sciences,இயற்பியல் அறிவியல்
pictograph,ஓவியம்
pictor,படம் எடுப்பவர்
piecewise continuous function,துண்டு துண்டாக தொடர்ச்சியான செயல்பாடு
piecewise linear,துண்டுகளாக நேரியல்
piecewise linear function,piecewise நேரியல் செயல்பாடு
piecewise smooth,துண்டு துண்டாக மென்மையானது
pie diagram,பை வரைபடம்
pilot census,பைலட் மக்கள் தொகை கணக்கெடுப்பு
pilot survey,பைலட் கணக்கெடுப்பு
pivot,முன்னிலை
pivotal element,முக்கிய உறுப்பு
Planck's constant,பிளாங்க் நிலையானது
Planck's law,பிளாங்க் விதி
plane,விமானம்
plane angle,விமான கோணம்
plane boundary,விமான எல்லை
plane curve,விமான வளைவு
plane figure,விமான உருவம்
plane geometry,விமான வடிவியல்
plane motion,விமான இயக்கம்
plane of projection,திட்ட விமானம்
plane of reference,குறிப்பு விமானம்
plane of symmetry,சமச்சீர் விமானம்
planet,கிரகம்
planetarium,கோளரங்கம்
planetary motion,கிரக இயக்கம்
planetary system,கிரக அமைப்பு
plane trigonometry,விமான முக்கோணவியல்
plane wave,விமான அலை
planning horizon,திட்டமிடல் அடிவானம்
plasma,பிளாஸ்மா
plastic,நெகிழி
platykurtic curve,பிளாட்டிகுர்டிக் வளைவு
platykurtosis,பிளாட்டிகுர்டோசிஸ்
plot,சதி
plotted,சதி
plotted frequency distribution,திட்டமிடப்பட்ட அதிர்வெண் விநியோகம்
plotter,சதி செய்பவர்
plotting,சதி
plotting of curve,வளைவின் சதி
plus,கூடுதலாக
plus formula,மேலும் சூத்திரம்
point at infinity,முடிவிலி புள்ளி
point estimate,புள்ளி மதிப்பீடு
point estimation,புள்ளி மதிப்பீடு
point mass,புள்ளி நிறை
point of accumulation,குவிப்பு புள்ளி
point of analyticity,பகுப்பாய்வு புள்ளி
point of condensation,ஒடுக்கம் புள்ளி
point of incidence,நிகழ்வு புள்ளி
point of infinite discontinuity,எல்லையற்ற தொடர்ச்சியின் புள்ளி
point of intersection,வெட்டும் புள்ளி
point of non-uniform convergence,ஒரே சீராக இல்லாத புள்ளி
point of projection,திட்ட புள்ளி
point of uniform convergence,சீரான ஒன்றிணைப்பு புள்ளி
point open topology,புள்ளி திறந்த இடவியல்
point set,புள்ளி தொகுப்பு
point source,புள்ளி ஆதாரம்
pointwise closed,புள்ளியாக மூடப்பட்டது
pointwise closure,புள்ளி வாரியாக மூடல்
pointwise convergence,புள்ளியாக ஒன்றிணைதல்
pointwise discontinuous function,புள்ளிவாரியாக இடைவிடாத செயல்பாடு
pointwise topology,புள்ளியிடப்பட்ட இடவியல்
Poisson arrival,விஷம் வருகை
Poisson integral,விஷம் ஒருங்கிணைந்த
Poisson problem,விஷப் பிரச்சனை
Poisson's distribution,விஷம் விநியோகம்
Poisson's equation,பாய்சனின் சமன்பாடு
Poisson's integral formula,பாய்சனின் ஒருங்கிணைந்த சூத்திரம்
polar,துருவ
polar angle,துருவ கோணம்
polar axis,துருவ அச்சு
polar cap,துருவ தொப்பி
polar coordinate,துருவ ஒருங்கிணைப்பு
polar radius of earth,பூமியின் துருவ ஆரம்
pole,கம்பம்
pole of order-n,துருவ ஒழுங்கு-n
pole of wave front,அலை முன் துருவம்
pole singularity,துருவ ஒருமை
policy-space,கொள்கை-வெளி
policy variables,கொள்கை மாறிகள்
Polya's distribution,பாலியாவின் விநியோகம்
polygon,பலகோணம்
polygon of forces,படைகளின் பலகோணம்
polygon of vectors,திசையன்களின் பலகோணம்
polyhedral,பல்முனை
