Malayalam,Kannada
അറ്റ വരുമാനം (കാർഷിക വരുമാനം),ನಿವ್ವಳ ಆದಾಯ (ಕೃಷಿ ಆದಾಯ)
അറ്റ് ജലസേചന ആവശ്യകത,ನಿವ್ವಳ ನೀರಾವರಿ ಅವಶ್ಯಕತೆ
അറ്റ ഉൽപാദനക്ഷമത,ನಿವ್ವಳ ಉತ್ಪಾದಕತೆ
നെറ്റ് റിട്ടേൺ,ನಿವ್ವಳ
നെറ്റിംഗ്,ಬಲೆ
ന്യൂറോൺ,ನರಕೋಶ
നിക്ഷ്പക്ഷമായ,ತಟಸ್ಥ
ന്യൂട്രലിസം,ತಟಸ್ಥತೆ
നിഷ്പക്ഷത,ತಟಸ್ಥಗೊಳಿಸುವಿಕೆ
ന്യൂട്രൽ മണ്ണ്,ತಟಸ್ಥ ಮಣ್ಣು
ന്യൂട്രോൺ ഈർപ്പം മീറ്റർ,ನ್ಯೂಟ್ರಾನ್ ತೇವಾಂಶ ಮೀಟರ್
മാടം,ಗೂಡು
നിക്കോട്ടിൻ,ನುಗ್ಗು
രാത്രി മണ്ണ്,ರಾತ್ರಿ ಮಣ್ಣು
നൈട്രേറ്റ് സ്വാംശീകരണം,ನೈಟ್ರೇಟ್ ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
നൈട്രേറ്റ് റിഡക്ഷൻ,ನೈಟ್ರೇಟ್ ಕಡಿತ
വിഷാംശം നൈട്രേറ്റ് വിഷാംശം,ನೈಟ್ರೇಟ್ ವಿಷತ್ವ
നൈട്രെ,ನಿಟ್ರೇಟಿ
നൈട്രിഫിക്കേഷൻ ഇൻഹിബിറ്റർ,ನೈಟ್ರೀಕರಣ ಪ್ರತಿರೋಧಕ
നൈട്രജൻ സ്വാംശീകരണം,ಸಾರಜನಕ ಸಂಯೋಜನೆ
നൈട്രജൻ സൈക്കിൾ,ಸಾರಜನಕ ಚಕ್ರ
നൈട്രജൻ കുറവ്,ಸಾರಜನಕ ಕೊರತೆ
നൈട്രജൻ ഫിക്സേഷൻ,ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ
നൈട്രജനസ്,ಸಾರಜನಕ
നോബിബൈസേഷൻ,ಶ್ರೇಷ್ಠೀಕರಣ
നോബൽ ചൂരൽ,ಉದಾತ್ತ ಕಬ್ಬಿನ
രാത്രി),ರಾತ್ರಿಯ
നോഡ്,ತಪಾಸಣೆ
നോഡ്യൂലേറ്റഡ് പ്ലാന്റ്,ಮೆಲುಕು
ഉടുപ്പകമായ,ತಿರಸ್ಕಾರ
നോഡ്യൂൾ,ಗಂಟು
നാമകണ്ഠ,ಅಲೆಮಾರಿ
നാമപദം,ನಾಮಕರಣ
നോൺ അല്ലേലിക്,ಅಲ್ಲ
നോൺ കാപ്പിലറി പോർ,ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರವಿಲ್ಲದ
മത്സരിക്കാത്ത വിള,ಸ್ಪರ್ಧಾತ್ಮಕವಲ್ಲದ ಬೆಳೆ
അസംബന്ധ മ്യൂട്ടേഷൻ,ಅಸಂಬದ್ಧ ರೂಪಾಂತರ
പ്രാധാന്യമുള്ളത്,ಗಮನಾರ್ಹವಲ್ಲದ
ആസിഡ് ഇതര വളം,ಆಮ್ಲೀಯವಲ್ಲದ ಗೊಬ್ಬರ
സംയോജനം,ಬಂಧನಕ್ಕೊಳಗಾಗುವುದು
ഡിസ്ക്രിപ്റ്റ് (മൃഗം),ವಿವರಣೆಯಿಲ್ಲದ (ಪ್ರಾಣಿ)
അനിവാര്യമല്ലാത്ത ഘടകം,ಅನಿವಾರ್ಯವಲ್ಲದ
ഏകീകൃതമല്ലാത്തത്,ಆಸ್ಪತ್ರೆಯಿಲ್ಲದ
നോൺ-ഹോമോലോഗസ്,ಹಗ್ಗದ
ധ്രുവീയ സംയുക്തം,ಧ್ರುವೀಯ-ಸಂಯುಕ್ತ
പുനരുപയോഗ energy ർജ്ജം,ನವೀಕರಿಸಲಾಗದ ಶಕ್ತಿ
അനിയന്ത്രിതമല്ലാത്ത കോൺടാക്റ്റ് കളനാശിനി,ಆಯ್ದ ಸಂಪರ್ಕ ಸಸ್ಯನಾಶಕ
-തിരഞ്ഞെടുക്കാത്ത കളനാശിനി,ಆಯಾಸವಿಲ್ಲದ ಸಸ್ಯನಾಶಕ
നോൺ നോൺ നോൺ ന്യൂട്രജൻ ഫിക്സേഷൻ,ಸಿಂಬಿಯೋಟಿಕ್ ಅಲ್ಲದ ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ
സാധാരണ വിതരണം,ಸಾಮಾನ್ಯ ವಿತರಣೆ
സാധാരണ തൈകൾ,ಸಾಮಾನ್ಯ ಮೊಳಕೆ
സാധാരണ പരിഹാരം,ಸಾಮಾನ್ಯ ಪರಿಹಾರ
സാധാരണ നിലയുറപ്പിക്കുക,ಸಾಮಾನ್ಯೀಕರಣ
വടക്കൻ മായ്ക്കൽ,ಉತ್ತರದ ಬಡಿತ
വ്യക്തമാക്കാവുന്ന രോഗം,ರೋಗ
നടീൽ വരെ,ನೆಡುವುದರವರೆಗೆ ಇಲ್ಲ
വിഷമയമായ കളകൾ,ಹಾನಿಕಾರಕ ಕಳೆಗಳು
ന്യൂക്ലിയർ കാന്തിക,ಪರಮಾಣು ಕಾಂತೀಯ
ന്യൂക്ലി ആസിഡ്,ನ್ಯೂಕ್ಲಿಯಸ್ ಆಮ್ಲ
ന്യൂക്ലിയോബോക്റ്റർ,ನ್ಯೂಕ್ಲಿಯಬ್ಯಾಕ್ಟರ
ന്യൂക്ലിയോലസ്,ನ್ಯೂಕ್ಲಿಯೊಲಸ್
ന്യൂക്ലിയോടൈഡ്,ನ್ಯೂಕ್ಲಿಯೊಟೈಡ್
അണുകേന്ദ്രം,ನ್ಯೂಕ್ಲಿಯಸ್
ശൂന്യമായ അനുമാനങ്ങൾ,ಶೂನ್ಯ ಕಲ್ಪನೆ
Nulliisomic,ಬಹಿಷ್ಕಾರದ
അസാധുവായ മ്യൂട്ടേഷൻ,ಶೂನ್ಯ ರೂಪ
നഴ്സ് സെൽ,ದಾದಿ ಕೋಶ
നഴ്സ് വിള,ದಾದಿ ಬೆಳೆ
ശിശുപരിപാലനസ്ഥലം,ನರ್ಸರಿ
കുരു,ಕಾಯಿ
പോഷക സൈക്ലിംഗ്,ಪೌಷ್ಟಿಕ ಸೈಕ್ಲಿಂಗ್
പോഷകങ്ങളുടെ കുറവ് ലക്ഷണങ്ങൾ,ಪೋಷಕಾಂಶಗಳ ಕೊರತೆಯ ಲಕ್ಷಣಗಳು
പോഷകാഹാരം,ಪೋಷಣೆ
പോഷക മൂല്യം,ಪೌಷ್ಠಿಕಾಂಶದ ಮೌಲ್ಯ
പോഷകമൂല്യം സൂചിക,ಪೌಷ್ಠಿಕ ಮೌಲ್ಯ ಸೂಚ್ಯಂಕ
കാർഷിക മേഖലയുമായി ബന്ധപ്പെട്ട പ്രധാന സസ്യങ്ങളുടെ പേരുകൾ,ಕೃಷಿಗೆ ಸಂಬಂಧಿಸಿದ ಪ್ರಮುಖ ಸಸ್ಯಗಳ ಹೆಸರುಗಳು
നാഗായ് കർപ്പൂരം,ನಾಗೈ ಕರ್ಪೂರ
നാർസിസസ്,ನಾರ್ಸಸ್
നിഗീതേ,ನಾರುಬಟ್ಟೆ
നൈഗർ,ನೈಜರ್
രാത്രി ജാസ്മിൻ,ರಾತ್ರಿ ಮಲ್ಲಿಗೆ
നിപ ഈന്തപ്പഴം,ನಾಪಾ ಅಂಗೈ
നട്ട് പുല്ല്,ಕಾಯಿ ಹುಲ್ಲು
നട്ട് സെഡ്ജ്,ಕಾಯಿ ಸೆಡ್ಜ್
ജാതിക്ക,ಜಾಯಿಕಾಯಿ
നെമറ്റോഡ്,ನದಿಮೋಡಿ
നട്ട് ഡെവിൾ,ಅಡಿಕೆ
നെമാറ്റോളജിസ്റ്റിന്,ವೇಶ್ಯಾಗೃಹ
AIEROBS ബാധ്യത,ಏರೋಬ್‌ಗಳನ್ನು ಕಡ್ಡಾಯ
അനീറോബുകൾ ബാധ്യസ്ഥമാക്കുക,ಆಮ್ಲಜನಕಾಂಗ
പരാന്നഭോജിയെ ബാധ്യത,ಪರಾವಲಂಬಿ
ബാധ്യതപ്പെടുത്തുക,ಕಡು
ഓഫ്-തരം സസ്യങ്ങൾ,ಆಫ್-ಮಾದರಿಯ ಸಸ್ಯಗಳು
ഓയിൽ കേക്ക്,ಎಣ್ಣೆ ಕೇಕು
Okazaki screatment,ಒಕಜಾಕಿ ತುಣುಕು
ഒലിക്കറിയെ,ಓಲೆರಿಕ್ರುಲ್ಚರ್
ഒളിഗോജൻ,ಆಲಿಗೋಜಿನ್
ഒലിഗോനോക്കെട്ട്,ಆಲಿಗೊನೆಕ್ಲಿಯೊಟೈಡ್
ഒലിവ് ഓയിൽ,ಆಲಿವ್ ಎಣ್ಣೆ
ഒമേഗ -3-ഫാറ്റി ആസിഡ്,ಒಮೆಗಾ -3-ಕೊಬ್ಬಿನಾಮ್ಲ
ഓമ്നിവസ്,ಸರ್ವಭಕ್ಷಕ
ഓങ്കോജിൻ,ಬಾಗುವುದು
ഓങ്കോജെനിക് വൈറസ്,ಚುಚ್ಚುವ ವೈರು
ഓങ്കോളജി,ಆವರ ಶಾಸ್ತ್ರ
ഓൺ-ഫാം റിസർച്ച്,ಆನ್-ಫಾರ್ಮ್ ರಿಸರ್ಚ್
Ocyyte,ಒಸೈಟ್
നടത്തിപ്പ് ചിലവ്,ನಿರ್ವಹಣಾ ವೆಚ್ಚ
ഓപ്പറേഷൻ,ಒಂದು ಬಗೆಯ operಷಧ
അവസര തകരാറുകൾ,ಅವಕಾಶ ಬೆಳೆ
ഒപ്റ്റിമൽ ഡോസ്,ಗರಿಷ್ಠ ಪ್ರಮಾಣ
ഒപ്റ്റിമൽ ഡോസ്,ಗರಿಷ್ಠ ಆರ್ಥಿಕ ಪ್ರಮಾಣ
ഓർച്ചാർഡ് കാര്യക്ഷമത,ಹಣ್ಣಿನ ದಕ್ಷತೆ
ജൈവ കൃഷി,ಸಾವಯವ ಕೃಷಿ
ഓർഗാനിക് കോളലൈസ്,ಸಾವಯವ ಕೊಲಾಯ್ಡ್‌ಗಳು
ജൈവ കൃഷി,ಸಾವಯವ ಕೃಷಿ
ജൈവ വളം,ಸಾವಯವ
ജൈവവസ്തു,ಸಾವಯವ ವಿಷಯ
ഓർഗാനിക് നൈട്രജൻ (മണ്ണ്),ಸಾವಯವ ಸಾರಜನಕ (ಮಣ್ಣು)
ഓർഗാനിക് ഫോസ്ഫറസ്,ಸಾವಯವ ರಂಜಕ
ജൈവ മണ്ണ്,ಸಾವಯವ ಮಣ್ಣು
ജൈവ മാലിന്യങ്ങൾ,ಸಾವಯವ ತ್ಯಾಜ್ಯ
ജയിച്ചിട്,ಸಾವಯವ
സംഘടിത മാർക്കറ്റിംഗ്,ಸಂಘಟಿತ ಮಾರ್ಕೆಟಿಂಗ್
കോട്ടോറോജെനിസിസ്,ಅಂಗವಾಸನ
കക്ഷിപ്ത മൂല്യനിർണ്ണയം,ಆರ್ಗನೊಲೆಪ್ಟಿಕ್ ಮೌಲ್ಯಮಾಪನ
ഓർന്നുതശാസ്തം,ಪಾರ ವಿಜ್ಞಾನ
ഓർത്തഡോക്സ് സീഡ്,ಸಾಂಪ್ರದಾಯಿಕ ಬೀಜ
ഓർത്തോഗണൽ പോളിനോമിയൽ സമവാക്യം,ಆರ್ಥೋಗೋನಲ್ ಬಹುಪದೀಯ ಸಮೀಕರಣ
ഓസ്മോസിസ്,ಆಸಾಮಿಗಳು
ഓസ്മോട്ടിക് ഇഫക്റ്റ്,ಆಸ್ಮೋಟಿಕ್ ಪರಿಣಾಮ
ഓസ്മോട്ടിക് സാധ്യത,ಆಸ್ಮೋಟಿಕ್ ಸಾಮರ್ಥ್ಯ
വ്യാപനം,ಸ್ಫೋಟ
പ്രജനനം,Out ಟ್ ಸಂತಾನೋತ್ಪತ್ತಿ
ചൂള,ಒಲೆ
അമിതവിശന്തം,ಅತಿಕ್ರಮಣ
തലമുറയെ ഓവർലാപ്പുചെയ്യുന്നു,ಅತಿಕ್ರಮಣ ಉತ್ಪಾದನೆ
അണ്ഡം,ಅಂಡಾಕಾರ
ഓക്സിഡേഷൻ,ಉತ್ಕರ್ಷಣ
ഓക്സിലോഫിറ്റുകൾ,ಉತ್ಕರ್ಷಣ
ഓട്സ്,ಓಟ್ಸ್
എണ്ണപ്പന,ಎಣ್ಣೆ ಅಂಗೈ
ഒലിയാൻഡർ,ಪಟಲಾದ
ഒലിവുമരം,ಆಲಿವ್
ഉള്ളി,ಈರುಸು
ഓപിയം പോപ്പി,ಅಫೀಮು ಗಸಗಸೆ
"ഓറിയന്റൽ വിമാനം, യൂറോപ്യൻ തലം മരം","ಓರಿಯಂಟಲ್ ಪ್ಲೇನ್, ಯುರೋಪಿಯನ್ ಪ್ಲೇನ್ ಮರ"
പുറത്താക്കല്,ಚಿರತೆ
പദ്ദോക്ക്,ಕಸಾಯಿಖಾನೆ
ജോടിയാക്കിയ വരി നടുന്നത്,ಜೋಡಿಯಾಗಿರುವ ಸಾಲು ನೆಡುವಿಕೆ
പാലറ്റിറ്റി,ರುಚನೀಯತೆ
പാനിക്കിൾ,ಚೂರು
നെഞ്ചന്തർ വിപരീതം,ಪ್ಯಾರಾಸೆಂಟ್ರಿಕ್ ವಿಲೋಮ
പാരാമീറ്റർ,ನಿಯತಾಂಕ
പരോപജീവി,ಪರಾವಲಂಬಿ
പാർഗോയിലിംഗ്,ಪಾರಾಗಲಿ
പാരഞ്ചെമ,ಕಪಟ
രക്ഷാകർതൃ പാറ,ಪೋಷಕ ಬಂಡೆ
പോമർനെന്റ് വരൾച്ച,ಪೂರ್ತಿ ಬರಗಾಲ
പാർത്താനോജെനിസിസ്,ಪಾಕಾಹಾರಿಕೆ
ഭാഗിക ഘടകം ഉൽപാദനക്ഷമത,ಭಾಗಶಃ ಅಂಶ ಉತ್ಪಾದಕತೆ
പങ്കാളിത്ത ഗ്രാമീണ വിലയിരുത്തൽ,ಭಾಗವಹಿಸುವ ಗ್ರಾಮೀಣ ಮೌಲ್ಯಮಾಪನ
കണികാ സാന്ദ്രത,ಕಣಗಳ ಸಾಂದ್ರತೆ
നിഷ്ക്രിയ ആഗിരണം,ನಿಷ್ಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
പുല്ത്തകിടി,ಹುಲ್ಲೆ
മൂന്വലനം,ಹುಲ್ಲುಗಾವಲು
പിസിആർ (പോളിമറൈസ് ചെയിൻ പ്രതികരണം),ಪಿಸಿಆರ್ (ಪಾಲಿಮರೇಸ್ ಚೈನ್ ರಿಯಾಕ್ಷನ್)
കർഷക കൃഷി,ರೈತ ಕೃಷಿ
തത്വം (മണ്ണ്),ಪೀಟ್ (ಮಣ್ಣು)
പെഡ്,ಗಡ
പെഡൽ,ಬೆಕ್ಕುಗಳು
പെഡിഗ്രി,ರೋಗಿಯ
പെഡോജനെസിസ്,ಪೆಟ್ಟಿಗೆ
പെഡയോളജി,ಶಿಶುಕಾಮ
തൊലി,ಸಿಪ್ಪೆಸುರು
പുറംതൊലി,ಸಿಪ್ಪೆ
ഉരുളപ്പ്,ಉಂಡೆ
പെർകോലേഷൻ,ನಡುಗುವಿಕೆ
വറ്റാത്ത,ದೀರ್ಘಕಾಲಿಕದ
പെരിസെൻട്രിക് വിപരീതം,ಪೆರಿಸೆಂಟ್ರಿಕ್ ವಿಲೋಮ
പെരി-അർബൻ,ಪೆರಿ ನಗರ
അനുകിലി,ಪ್ರವೇಶಸಾಧ್ಯತೆ
അനുവദന,ಪರ್ಮ್ಯಾಲಕ
സ്ഥിരമായ വിൽറ്റിംഗ് പോയിന്റ് (പിഡബ്ല്യുപി),ಶಾಶ್ವತ ವಿಲ್ಟಿಂಗ್ ಪಾಯಿಂಟ್ (ಪಿಡಬ್ಲ್ಯೂಪಿ)
അനുകൂലമായ ഗുണകം,ಪ್ರವೇಶಸಾಧ್ಯತೆಯ ಗುಣಾಂಕ
പ്രവേശനക്ഷര നിരക്ക്,ಪ್ರವೇಶಸಾಧ್ಯತೆ ದರ
പതക്കാരി,ಪರ್ಮಿಯೀಟರ್
സ്ഥിരമായ കളനാശിനി,ನಿರಂತರ ಸಸ್ಯನಾಶಕ
കീടനാശിനി,ಕೀಟನಾಶಕ
പെട്രോഫൈറ്റ്,ಪೆಟ್ರೋಫೈಟ್
ഫേജ്,ಪಾರ
ഘട്ടംഘട്ടമായി നടീൽ,ಹವ್ಯಾಸಿ
ഫാസ്മിഡ്,ನೂಡು
ഫല്ലോജൻ,ಹೆಣಗಾಟಕ
ഫിനോളിക് സംയുക്തങ്ങൾ,ಫೆನಾಲಿಕ್ ಸಂಯುಕ್ತಗಳು
അന്തര്വാഹകർ,ವಿದ್ಯಮಾನಶಾಸ್ತ್ರ
ഫിനോടൈപ്പ്,ಹರಿಯುವರ
ഫെറോമോൺ,ಶಿರೋಕ್ತಿ
Flom,ಪೃಷ್ಠ
ഫോസ്ഫേറ്റ് ഫിക്സേഷൻ,ಫಾಸ್ಫೇಟ್ ಸ್ಥಿರೀಕರಣ
ഫോസ്ഫേറ്റ് റോക്ക്,ಪಟ್ಟು
ഫോസ്ഫേറ്റ് സോളിയൂഷൻ,ಫಾಸ್ಫೇಟ್ ಕರಗುವಿಕೆ
ഫോസ്ഫേറ്റ് സോളിൗലിംഗ്,ಫಾಸ್ಫೇಟ್ ಕರಗುವಿಕೆ
ഫോസ്ഫാറ്റൈഡ്,ಪೋಫಟೈಡ್
ഫോസ്ഫോ-ഗിപ്സം,ತುಂಡು
ഫോസ്ഫോലിപിഡ്,ಫಾಸ್ಫಾಲಿಪಿಡ್
ഫോസ്ഫോറിലേഷൻ,ಫಾಸ್ಫರಿಲೀಕರಣ
ഫോട്ടോ സ്പെക്ട്രോമീറ്റർ,ಫೋಟೋ ವರ್ಣಪಟಲ ಮಾಪಕ
ഫോട്ടോഅട്ടോട്രോഫ്,Photoತುಕಂಡ
ഫോട്ടോകോമിക്കൽ പ്രതികരണം,ದ್ಯುತಿರಗುಣುಗ
ഫോട്ടോഡെസെമിഷൻ,ದಷಾಯ
ഫോട്ടോമെട്രി,ಕಲಬೆರಕೆ
ഫോട്ടോമോർഫോജെനിസിസ്,ದೃೃರಿವೀಕರಣ
ഫോട്ടോൺ,ಗಾಡಿ
ഫോട്ടോ-ഓക്സിഡേഷൻ,ಆಕ್ಟಿವಾರ
ഫോട്ടോപോർഡ്,ಭೂಕಾಯದ
ഫോട്ടോപോർഡോഡിസീസ്,ದಿಯಮಂಡಲ
ഫോട്ടോഫോസ്ഫോറിലേഷൻ,ದಾಟು
ഫോട്ടോറിക്റ്റിവേഷൻ,ದುಗಿಲನ
ഫോട്ടോകൂറൽ,ದೃಶಿ
ഫോട്ടോഗ്രാസ്,ದ್ಯುತಿ ಮಾಡಿ
ഫോട്ടോസിന്തസിസ്,ದ್ಯಂತಾಧನೆ
ഫോട്ടോസിന്തറ്റിക് കാര്യക്ഷമത,ದ್ಯುತಿಸಾನಥನ ದಕ್ಷತೆ
ഫോട്ടോസിന്തറ്റിക് ക്യൂടന്റ്,ದಶ್ಯಕಾರದ
ഫോട്ടോസിനെറ്റിക്,ದ್ಯುತಿಸಂಶಕ್ತಿಯಿಂದ
ഫോട്ടോട്രോപ്പിസം,ವ್ಯತಿರಿಕ್ತತೆ
ഫൈലോഡി,ಜಗಳ
ഫിലിലോട്ടക്സി,ಪಿತೋಷ್ಟವಾದ
ശാരീരിക കാലാവസ്ഥ,ದೈಹಿಕ ಹವಾಮಾನ
ഫിസിയോളജിക്കൽ ഡിസോർഡർ,ಶಾರೀರಿಕ ಕಾಯಿಲೆ
ഫിസിയോളജിക്കൽ വരൾച്ച,ಶಾರೀರಿಕ ಬರಗಾಲ
ഫിസിയോളജിക്കൽ നഷ്ടം,ದೈಹಿಕ ನಷ್ಟ
ഫിസിയോളജിക്കൽ മെച്യൂരിറ്റി,ದೈಹಿಕ ಪ್ರಬುದ್ಧತೆ
ഫൈറ്റോക്രോം,ಕಂಟಾಸ
Fytoyxട്രാക്ഷൻ,ಫೈಟೊಎಕ್ಸ್ಟ್ರಾಕ್ಷನ್
ഫിട്ടോമസ്,Phದಾಲೆಯಿಲ್ಲದ
ഫൈറ്റോമറ്റോഡ്,ಕೈಗವಸು
ഫൈറ്റോറെമിയേഷൻ,ಫೈಟೊರೆಮಿಡಿಯೇಶನ್
ഫൈറ്റോസിഡേഫോർ,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
ഫൈറ്റോടോക്സിക്,Phಷಧದ
ഫൈറ്റോട്രോൺ,ರಕ್ತನಾಳ
ചിതപ്പു,ಚಿತ್ರಪುರೆ
പൈ ഡയഗ്രം,ಪೈಜೆ ರೇಖೆ
പൈസോമീറ്റർ,ಹುಳಿಮರಿ
പിച്ചർ കൃഷി,ಪಿಚರ್ ಕೃಷಿ
പ്ലെയ്സ്മെന്റ് (വളം),ನಿಯೋಜನೆ (ಗೊಬ್ಬರ)
മറുപിള്ള,ಜರಾಯು
പ്ലാച്ചിംഗ്,ಹಲಗೆ
നടുക ബ്രീഡിംഗ്,ಸಸ್ಯ ಸಂತಾನೋತ್ಪತ್ತಿ
പ്ലാന്റ് സാന്ദ്രത,ಸಸ್ಯ ಸಾಂದ್ರತೆ
സസ്യ പരിസ്ഥിതിശാസ്ത്രം,ಸಸ್ಯ ಪರಿಸರ ವಿಜ್ಞಾನ
സസ്യ വളർച്ച പ്രമോട്ടർ,ಸಸ್ಯ ಬೆಳವಣಿಗೆಯ ಪ್ರವರ್ತಕ
സസ്യങ്ങളുടെ വളർച്ചാ റെഗുലേറ്റർ,ಸಸ್ಯ ಬೆಳವಣಿಗೆಯ ನಿಯಂತ್ರಕ
നടുക,ಸಸ್ಯ ಪರಿಚಯ
നടുക പോഷകങ്ങൾ,ಸಸ್ಯ ಪೋಷಕಾಂಶಗಳು
നടുക പോഷകാഹാരം,ಸಸ್ಯ ಪೋಷಣೆ
കപ്പല്വിലക്ക് നിയന്ത്രണം നടുക,ಸಸ್ಯ ಸಂಪರ್ಕಸಾಧನ
ടിഷ്യു ടെസ്റ്റ് നടീൽ,ಸಸ್ಯ ಅಂಗಾಂಶ ಪರೀಕ್ಷೆ
പ്ലാന്റേഷൻ വിളകൾ,ತೋಟ ಬೆಳೆಗಳು
ആസൂത്രി,ತೋಟಗಾರ
നടീൽ മെറ്റീരിയൽ,ನೆಟ್ಟ ವಸ್ತು
നടീൽ അനുപാതം,ನೆಟ್ಟ ಅನುಪಾತ
പ്ലാസ്മ,ಚಾಚು
പ്ലാസ്മ മെംബ്രൺ,ಪ್ಲಾಸ್ಮಾ ಪೊಸೆ
പ്ലാസ്മിഡ്,ತಿಕ್ಕಲು
പ്ലാസ്മോഡെസ്മാത,ತಿಕ್ಕಲು ಮಾಟ
പ്ലാസ്മോളിസിസ്,ಪ್ಲಾಸ್ಮೊಲಿಸಿಸ್
പാനിസ്ഥാപാതം,ಪ್ಲಾಸ್ಟಿಕ್ತ್ವ
പ്ലാസ്റ്റിക്കൂർ,ಪ್ಲಾಸ್ಟಿಕ್ ಸಂಸ್ಕೃತಿ
പ്ലാസ്റ്റിഡ്,ಗಡಿಯಾರದ
പ്ലിയോട്രോപിക് ജീൻ,ಹಳ್ಳದ ಜೀನ್
പ്ലോട്ട് (പരീക്ഷണാത്മക),ಕಥಾವಸ್ತು (ಪ್ರಾಯೋಗಿಕ)
ഉഴുന്നത്,ಉಳುಮೆ
ഉഴവുമുള്ള,ಮಂಕುಗ
പ്ലോൺ-സോൾ പ്ലെയ്സ്മെന്റ്,ತಿಕ್ಕಲು
പ്ലവിയൽ അരി ഇറങ്ങുന്നു,ಪ್ಲ್ಯುವಿಯಲ್ ರೈಸ್ ಲ್ಯಾಂಡ್ಸ್
മ്പാപരമായ,ಪಟಲಿನ
ന്യൂമാറ്റിക് സ്പ്രേയർ,ನ್ಯೂಮ್ಯಾಟಿಕ್ ಸಿಂಪಡಿಸುವವನು
ന്യൂമാറ്റോഫോർ,ನ್ಯೂಮಾಟೊಫೋರ್
പോഡ്സോൾ മണ്ണ്,ಪಾಡ್ಜೋಲ್ ಮಣ್ಣು
പോഡ്സോളിസേഷൻ,ಕಾದಾಟೀಕರಣ
പോയിന്റ് മ്യൂട്ടേഷൻ,ಪಾಯಿಂಟ್ ರೂಪಾಂತರ
പോയിസോൺ വിതരണം,ವಿಷಪೂರಿತ ವಿತರಣೆ
പരാക്കോള്ള,ಪರಾಗಸ್ಪರ್ಶಕ
പോളിംബ്രോണി,ತಾಳ್ಮೆ
പോളിമറൈസേഷൻ,ಪಾಲಿಮರೀಕರಣ
പോളിമോർഫിസം,ಬಹುರೂಪತೆ
പോളിസ്പെർമി,ಧ್ವಂಸ
പോളിടെൻ ക്രോമസോം,ಪಾಲಿಟೀನ್ ವರ್ಣತಂತು
പൊമോളജി,ಪೋಲಾಯಶಾಸ್ತ್ರ
ജനസംഖ,ಜನಸಂಖ್ಯೆ
പോറോസിറ്റി (പൂർ-സ്പേസ്),ಸರಂಧ್ರತೆ (ರಂಧ್ರ-ಸ್ಥಳ)
കാരണം,ಹೊರಹೊಮ್ಮುವಿಕೆ
വിളവെടുപ്പ് പോസ്റ്റുചെയ്യുക,ಸುಗ್ಗಿಯ ನಂತರ
വിളവെടുപ്പ് കൃഷി,ಕೊಯ್ಲು ನಂತರದ ಬೇಸಾಯ
പൊട്ടാസ്യം ആഗിരണം അനുപാതം,ಪೊಟ್ಯಾಸಿಯಮ್ ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ
പൊട്ടാസ്യം ഫിക്സേഷൻ,ಪೊಟ್ಯಾಸಿಯಮ್ ಸ್ಥಿರೀಕರಣ
സാധ്യതയുള്ള അസിഡിറ്റി,ಸಂಭಾವ್ಯ ಆಮ್ಲೀಯತೆ
സാധ്യതയുള്ള വിള വിളവ്,ಸಂಭಾವ್ಯ ಬೆಳೆ ಇಳುವರಿ
സാധ്യതയുള്ള ബാഷ്പീകരണം,ಸಂಭಾವ್ಯ ಆವಿಯಾಗುವಿಕೆ
സാധ്യതയുള്ള ഇടപാടുകളുടെ,ಸಂಭಾವ್ಯ ಎವಪೋಟ್ರಾನ್ಸ್ಫಾರ್ಮೇಶನ್
കോഴി വളർത്തൽ,ಕೋಳಿ ಸಾಕಾಣಿಕೆ
പുല്മൈതാനം,ಹುಲ್ಲುಗಾವಲು
പ്രീ-ബിയറിംഗ് കാലയളവ്,ಪೂರ್ವ ಭರಿಸುವ ಅವಧಿ
മഴ,ಕೆಳಕ್ಕೆ ಇಳಿಯುವಿಕೆ
കൃത്യമായ കൃഷി,ನಿಖರ ಕೃಷಿ
കാർഷിക മേഖല,ನಿಖರ ಕೃಷಿ
വേട്ടക്കാരന്,ಪರಭಕ್ಷಕ
ഉയർന്നുവരുന്നു,ಪೂರ್ವದ
മുൻകൂട്ടി ഉയർന്നുവരുന്ന ചികിത്സ,ಪೂರ್ವಭಾವಿ ಚಿಕಿತ್ಸೆ
പ്രവചിക്കുന്ന ചികിത്സ,ಪೂರ್ವ -ಪ್ಲಾಂಟಿಂಗ್ ಚಿಕಿತ್ಸೆ
പത്രങ്ങൾ,ಪ್ರೆಸ್ ಮಡ್
മർദ്ദ ഗ്രേഡിയന്റ്,ಒತ್ತಡದ ಗ್ರೇಡಿಯಂಟ್
വില ഇലാസ്തികത,ಬೆಲೆ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
വില സൂചിക,ಬೆಲೆ ಸೂಚ್ಯಂಕ
