Assamese,Punjabi
ক্ষণ,ਤੁਰੰਤ
তৎক্ষণাত,ਤੁਰੰਤ
তৎক্ষণাত ত্বৰণ,ਤਤਕਾਲ ਪ੍ਰਵੇਗ
ঘূৰ্ণনৰ তৎক্ষণাত অক্ষ,ਰੋਟੇਸ਼ਨ ਦਾ ਤਤਕਾਲ ਧੁਰਾ
তৎক্ষণাত কেন্দ্ৰ,ਤੁਰੰਤ ਕੇਂਦਰ
তৎক্ষণাত বেগ,ਤਤਕਾਲ ਗਤੀ
তৎক্ষণাত আয়তন,ਤੁਰੰਤ ਵਾਲੀਅਮ
পূৰ্ণসংখ্যা,ਪੂਰਨ ਅੰਕ
পূৰ্ণসংখ্যা ৰৈখিক প্ৰগ্ৰেমিং,ਪੂਰਨ ਅੰਕ ਰੇਖਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
সংহতিযোগ্যতা,ਅਖੰਡਤਾ
সংহতযোগ্য,ਏਕੀਕ੍ਰਿਤ
সংহত অৱভেদ্য সমীকৰণ,ਏਕੀਕ੍ਰਿਤ ਵਿਭਿੰਨ ਸਮੀਕਰਨ
সংহত সমীকৰণ,ਏਕੀਕ੍ਰਿਤ ਸਮੀਕਰਨ
ইন্টিগ্ৰেবল ফাংচন,ਏਕੀਕ੍ਰਿਤ ਫੰਕਸ਼ਨ
অবিচ্ছেদ্য,ਅਟੁੱਟ
অবিচ্ছেদ্য কেলকুলাছ,ਅਟੁੱਟ ਕੈਲਕੂਲਸ
অখণ্ড বক্ৰ,ਅਟੁੱਟ ਵਕਰ
অবিচ্ছেদ্য ডমেইন,ਅਟੁੱਟ ਡੋਮੇਨ
অখণ্ড সমীকৰণ,ਅਟੁੱਟ ਸਮੀਕਰਨ
অখণ্ড সংখ্যা,ਅਟੁੱਟ ਨੰਬਰ
প্ৰথম ধৰণৰ অবিচ্ছেদ্য,ਪਹਿਲੀ ਕਿਸਮ ਦਾ ਅਟੁੱਟ
অবিচ্ছেদ্য প্ৰতিনিধিত্ব,ਅਟੁੱਟ ਪ੍ਰਤੀਨਿਧਤਾ
অবিচ্ছেদ্য চিহ্ন,ਅਟੁੱਟ ਚਿੰਨ੍ਹ
সংহত কৰক,ਏਕੀਕ੍ਰਿਤ
সংহত শোষণ সহগ,ਏਕੀਕ੍ਰਿਤ ਸਮਾਈ ਗੁਣਾਂਕ
সংহতিকাৰী কাৰক,ਏਕੀਕਰਣ ਕਾਰਕ
সংহতি,ਏਕੀਕਰਣ
পাৰ্থক্যৰ দ্বাৰা সংহতি,ਵਿਭਿੰਨਤਾ ਦੁਆਰਾ ਏਕੀਕਰਣ
অংশৰ দ্বাৰা সংহতি,ਭਾਗਾਂ ਦੁਆਰਾ ਏਕੀਕਰਣ
যুক্তিবাদৰ দ্বাৰা সংহতি,ਤਰਕਸ਼ੀਲਤਾ ਦੁਆਰਾ ਏਕੀਕਰਣ
প্ৰতিস্থাপনৰ দ্বাৰা সংহতি,ਬਦਲ ਦੁਆਰਾ ਏਕੀਕਰਣ
ক্ৰমাগত হ্ৰাসৰ দ্বাৰা সংহতি,ਲਗਾਤਾਰ ਕਟੌਤੀ ਦੁਆਰਾ ਏਕੀਕਰਣ
শৃংখলা অনুসৰি সংহতি,ਲੜੀ ਦੁਆਰਾ ਏਕੀਕਰਣ
ভেক্টৰৰ সংহতি,ਵੈਕਟਰ ਦਾ ਏਕੀਕਰਣ
বন্ধ পৃষ্ঠৰ ওপৰত সংহতি কৰা,ਇੱਕ ਬੰਦ ਸਤਹ ਉੱਤੇ ਏਕੀਕਰਣ
ইন্টিগ্ৰেটৰ,ਏਕੀਕਰਣ
ইন্টিগ্ৰেটৰ উপাদান,ਇੰਟੀਗਰੇਟਰ ਕੰਪੋਨੈਂਟ
integro - অৱভেদ্য সমীকৰণ,ਇੰਟੈਗਰੋ - ਵਿਭਿੰਨ ਸਮੀਕਰਨ
ইন্টাৰচেপ্ট,ਰੁਕਾਵਟ
বিনিময়যোগ্য অপাৰেচন,ਪਰਿਵਰਤਨਯੋਗ ਕਾਰਵਾਈ
বিনিময় কৰক,ਇੰਟਰਚੇਂਜ
আন্তঃশ্ৰেণী সম্পৰ্ক,ਅੰਤਰ-ਵਰਗ ਸਬੰਧ
আন্তঃ সম্পৰ্ক,ਅੰਤਰ ਸਬੰਧ
আন্তঃ সম্পৰ্ক সহগ,ਅੰਤਰ-ਸੰਬੰਧ ਗੁਣਾਂਕ
আন্তঃনিৰ্ভৰশীলতা,ਪਰਸਪਰ ਨਿਰਭਰਤਾ
আন্তঃনিৰ্ভৰশীল,ਪਰਸਪਰ ਨਿਰਭਰ
সুত,ਦਿਲਚਸਪੀ
আন্তঃপৃষ্ঠ,ਇੰਟਰਫੇਸ
আন্তঃপৃষ্ঠীয় কোণ,ਇੰਟਰਫੇਸ਼ੀਅਲ ਕੋਣ
integrand,ਇਕਸਾਰ
সংহত,ਏਕੀਕ੍ਰਿਤ
অভ্যন্তৰ,ਅੰਦਰੂਨੀ
অভ্যন্তৰীণ কোণ,ਅੰਦਰੂਨੀ ਕੋਣ
অভ্যন্তৰীণ অঞ্চল,ਅੰਦਰੂਨੀ ਖੇਤਰ
অভ্যন্তৰীণ ডমেইন,ਅੰਦਰੂਨੀ ਡੋਮੇਨ
অভ্যন্তৰীণ উপাদান,ਅੰਦਰੂਨੀ ਤੱਤ
এটা চেটৰ ভিতৰৰ অংশ,ਇੱਕ ਸੈੱਟ ਦਾ ਅੰਦਰੂਨੀ ਹਿੱਸਾ
অভ্যন্তৰীণ বিপৰীত কোণ,ਅੰਦਰੂਨੀ ਵਿਰੋਧੀ ਕੋਣ
অভ্যন্তৰীণ গ্ৰহ,ਅੰਦਰੂਨੀ ਗ੍ਰਹਿ
অভ্যন্তৰীণ বিন্দু,ਅੰਦਰੂਨੀ ਬਿੰਦੂ
অন্তৰ্বৰ্তী,ਵਿਚਕਾਰਲਾ
মধ্যৱৰ্তী বিন্দু,ਵਿਚਕਾਰਲਾ ਬਿੰਦੂ
মধ্যৱৰ্তী মূল্য উপপাদ্য,ਵਿਚਕਾਰਲਾ ਮੁੱਲ ਸਿਧਾਂਤ
আভ্যন্তৰীণ দ্বিখণ্ড,ਅੰਦਰੂਨੀ ਬਾਈਸੈਕਟਰ
ইন্টাৰপোলেচন,ਇੰਟਰਪੋਲੇਸ਼ਨ
ইন্টাৰপলেচন সূত্ৰ,ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ
ছেদ কৰা,ਨੂੰ ਕੱਟਣਾ
ছেদ কৰা বক্ৰ,ਕੱਟਣ ਵਾਲੇ ਕਰਵ
ছেদ কৰা ৰেখা,ਇੰਟਰਸੈਕਟਿੰਗ ਲਾਈਨਾਂ
ছেক্সন,ਚੌਰਾਹੇ
ছেদক বক্ৰ,ਇੰਟਰਸੈਕਸ਼ਨ ਕਰਵ
বক্ৰৰ ছেদ,ਕਰਵ ਦਾ ਇੰਟਰਸੈਕਸ਼ਨ
গোটৰ ছেদ,ਸੈੱਟ ਦੇ ਇੰਟਰਸੈਕਸ਼ਨ
ব্যৱধান,ਅੰਤਰਾਲ
ব্যৱধান অনুমান,ਅੰਤਰਾਲ ਅਨੁਮਾਨ
inteval অনুমান,ਅੰਤਰਾਲ ਦਾ ਅਨੁਮਾਨ
ব্যৱধানৰ মধ্যবিন্দু,ਅੰਤਰਾਲ ਮੱਧ-ਬਿੰਦੂ
ইন্ট্ৰা-ব্লক ইফেক্ট,ਅੰਤਰ-ਬਲਾਕ ਪ੍ਰਭਾਵ
আন্তঃশ্ৰেণী সম্পৰ্ক,ਅੰਤਰ-ਵਰਗ ਸਬੰਧ
অবিৱৰ্তনশীলতা,ਅੰਤਰ
অপৰিৱৰ্তিত,ਅਸਥਿਰ
অপৰিৱৰ্তিত ব্যৱস্থা,ਅਸਥਿਰ ਸਿਸਟਮ
বস্তুৰ তালিকা,ਵਸਤੂ ਸੂਚੀ
তথ্য-পাতি আবণ্টন,ਵਸਤੂਆਂ ਦੀ ਵੰਡ
তথ্য নিয়ন্ত্ৰণ,ਵਸਤੂ ਨਿਯੰਤਰਣ
তথ্য নিয়ন্ত্ৰণ আৰ্হি,ਵਸਤੂ ਨਿਯੰਤਰਣ ਮਾਡਲ
তথ্য নিয়ন্ত্ৰণ ব্যৱস্থা,ਵਸਤੂ ਕੰਟਰੋਲ ਸਿਸਟਮ
তথ্য-পাতি চক্ৰ,ਵਸਤੂ ਚੱਕਰ
ইনভেণ্টৰী ধৰি ৰখা খৰচ,ਵਸਤੂ ਰੱਖਣ ਦੀ ਲਾਗਤ
ইনভেণ্টৰী পইণ্ট,ਵਸਤੂ ਅੰਕ
তথ্য-পাতি নীতি,ਵਸਤੂ ਨੀਤੀ
তথ্য-পাতিৰ পৰিস্থিতি,ਵਸਤੂ ਦੀ ਸਥਿਤੀ
বিপৰীতমুখী,ਉਲਟ
বিপৰীত সম্পৰ্ক,ਉਲਟ ਸਬੰਧ
বিপৰীত ফলন,ਉਲਟ ਫੰਕਸ਼ਨ
বিপৰীত হাইপাৰবলিক ফলন,ਉਲਟ ਹਾਈਪਰਬੌਲਿਕ ਫੰਕਸ਼ਨ
বিপৰীতভাৱে সমানুপাতিক,ਉਲਟ ਅਨੁਪਾਤਕ
বিপৰীত মেপিং,ਉਲਟ ਮੈਪਿੰਗ
বিপৰীত সংখ্যা,ਉਲਟ ਸੰਖਿਆ
এটা মেট্ৰিক্সৰ বিপৰীত,ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਉਲਟ
বিপৰীত ক্ৰমবিন্যাস,ਉਲਟ ਕ੍ਰਮਵਾਰ
বিপৰীত অনুপাত,ਉਲਟ ਅਨੁਪਾਤ
বিপৰীত ত্ৰিকোণমিতিক ফলন,ਉਲਟ ਤਿਕੋਣਮਿਤੀ ਫੰਕਸ਼ਨ
ওলোটা সূত্ৰ,ਉਲਟ ਫਾਰਮੂਲਾ
ক্ৰমৰ ওলোটা,ਕ੍ਰਮ ਦੇ ਉਲਟ
ওলোটাব পৰা মেট্ৰিক্স,ਉਲਟ ਮੈਟ੍ਰਿਕਸ
ওলোটা ৰূপান্তৰ,ਉਲਟ ਤਬਦੀਲੀ
অযুক্তিকৰ,ਤਰਕਹੀਣ
অযুক্তিকৰ সমীকৰণ,ਤਰਕਹੀਣ ਸਮੀਕਰਨ
অযুক্তিকৰ প্ৰকাশ,ਤਰਕਹੀਣ ਸਮੀਕਰਨ
অযুক্তিকৰ সংখ্যা,ਤਰਕਹੀਣ ਸੰਖਿਆ
অযুক্তিকৰ মূল,ਤਰਕਹੀਣ ਜੜ੍ਹ
অকমাব নোৱাৰা,ਅਟੱਲ
ঘূৰ্ণনশীল ভেক্টৰ,irrotational ਵੈਕਟਰ
ঘূৰ্ণনশীল ভেক্টৰ ফলন,irrotational ਵੈਕਟਰ ਫੰਕਸ਼ਨ
ঘূৰ্ণনশীল বেগ,irrotational ਵੇਗ
সমভুজ,isogonal
আইসোকুৰ্ট&#39;ছিছ,isokurtosis
বিচ্ছিন্ন অপৰিহাৰ্য এককতা,ਅਲੱਗ ਜ਼ਰੂਰੀ ਇਕਵਚਨਤਾ
বিচ্ছিন্ন বিন্দু,ਅਲੱਗ ਬਿੰਦੂ
সমমিতি,isometric
isosceles বিন্যাস,ਆਈਸੋਸੀਲਸ ਸੰਰਚਨਾ
পুনৰাবৃত্তি কৰা অখণ্ড,ਦੁਹਰਾਇਆ ਅਟੁੱਟ
পুনৰাবৃত্তিমূলক আন্তঃপ্ৰক্ষেপণ,ਦੁਹਰਾਇਆ ਇੰਟਰਪੋਲੇਸ਼ਨ
পুনৰাবৃত্তি,ਦੁਹਰਾਓ
পুনৰাবৃত্তি সূত্ৰ,ਦੁਹਰਾਓ ਫਾਰਮੂਲਾ
পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ,ਦੁਹਰਾਓ ਏਕੀਕਰਣ ਫਾਰਮੂਲਾ
পুনৰাবৃত্তিমূলক পদ্ধতি,ਦੁਹਰਾਉਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
পুনৰাবৃত্তিমূলক কৌশল,ਦੁਹਰਾਉਣ ਵਾਲੀ ਤਕਨੀਕ
জেকবিয়ান,ਜੈਕੋਬੀਅਨ
জেকবিয়ান নিৰ্ণায়ক,ਜੈਕੋਬੀਅਨ ਨਿਰਣਾਇਕ
জেকবিয়ান মেট্ৰিক্স,ਜੈਕੋਬੀਅਨ ਮੈਟ੍ਰਿਕਸ
গোটসমূহৰ যোগদান,ਸੈੱਟਾਂ ਦਾ ਜੋੜ
গাঁঠি,ਸੰਯੁਕਤ
সংযোগ ঘনত্বৰ কাৰ্য্য,ਸੰਯੁਕਤ ਘਣਤਾ ਫੰਕਸ਼ਨ
যৌথ কম্পাঙ্ক কাৰ্য্য,ਸੰਯੁਕਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ
যৌথভাৱে নিৰ্ভৰশীল চলক,ਸੰਯੁਕਤ ਤੌਰ &#39;ਤੇ ਨਿਰਭਰ ਵੇਰੀਏਬਲ
যৌগিক সম্ভাৱনা,ਸੰਯੁਕਤ ਸੰਭਾਵਨਾ
যোগদান কৰক (=ইউনিয়ন),ਸ਼ਾਮਲ ਹੋਵੋ (=ਯੂਨੀਅਨ)
জাপ মৰা,ਛਾਲ
জাম্প বিচ্ছিন্নতা,ਛਾਲ ਬੰਦ
ন্যায্যতা প্ৰদান কৰা,ਜਾਇਜ਼
ন্যায্যতা দিয়া,ਜਾਇਜ਼ ਠਹਿਰਾਓ
কৰ্ণাউৰ মানচিত্ৰ,Karnaugh ਨਕਸ਼ਾ
কাৰ্ণেল,ਕਰਨਲ
মেপিঙৰ কাৰ্ণেল,ਮੈਪਿੰਗ ਦਾ ਕਰਨਲ
গতিবিদ্যা,ਕਿਨੇਮੈਟਿਕਸ
গতিশক্তি,ਗਤੀਆਤਮਿਕ ਊਰਜਾ
গতিবিদ্যা,ਗਤੀ ਵਿਗਿਆਨ
কলমোগ’ৰফ স্মিৰ্নভ পৰীক্ষা,ਕੋਲਮੋਗੋਰੋਫ ਸਮਿਰਨੋਵ ਟੈਸਟ
ক্ৰ&#39;নেকাৰ বদ্বীপ,ਕ੍ਰੋਨੇਕਰ ਡੈਲਟਾ
কুৰ্ট&#39;ছিছ,kurtosis
লেগ্ৰেঞ্জৰ কাৰ্য্য,Lagrange ਦੇ ਫੰਕਸ਼ਨ
লেগ্ৰেঞ্জৰ বহুগুণক,Lagrange ਦੇ ਗੁਣਕ
লেমিনা,ਲਾਮਿਨਾ
লেপ্লেচ ৰূপান্তৰ,ਲੈਪਲੇਸ ਟ੍ਰਾਂਸਫਾਰਮ
বৃহৎ সংখ্যা,ਵੱਡੀ ਗਿਣਤੀ
latent root(=বৈশিষ্ট্যমূলক মূল),ਅਪ੍ਰਤੱਖ ਮੂਲ (= ਵਿਸ਼ੇਸ਼ਤਾ ਜੜ੍ਹ)
পাৰ্শ্বীয় পৃষ্ঠ,ਪਾਸੇ ਦੀ ਸਤਹ
লেটিন বৰ্গক্ষেত্ৰ,ਲਾਤੀਨੀ ਵਰਗ
লেটাছ মলদ্বাৰ,latus ਗੁਦਾ
আইন,ਕਾਨੂੰਨ
বেগ যোগ কৰাৰ নিয়ম,ਵੇਗ ਜੋੜਨ ਦਾ ਕਾਨੂੰਨ
যোগকৰণৰ নিয়ম,ਜੋੜਨ ਦਾ ਕਾਨੂੰਨ
হ্ৰাস পোৱা লাভৰ নিয়ম,ਵਾਪਸੀ ਨੂੰ ਘਟਾਉਣ ਦਾ ਕਾਨੂੰਨ
মহাকৰ্ষণৰ নিয়ম,ਗੁਰੂਤਾਕਰਸ਼ਣ ਦਾ ਨਿਯਮ
গোটৰ বাবে সমৰূপতাৰ নিয়ম,ਸਮੂਹਾਂ ਲਈ ਸਮਰੂਪਤਾ ਦਾ ਕਾਨੂੰਨ
আঙঠিৰ বাবে সমৰূপতাৰ নিয়ম,ਰਿੰਗਾਂ ਲਈ ਸਮਰੂਪਤਾ ਦਾ ਕਾਨੂੰਨ
খৰচ বৃদ্ধিৰ আইন,ਵਧਦੀ ਲਾਗਤ ਦਾ ਕਾਨੂੰਨ
সূচকাংকৰ নিয়ম,ਸੂਚਕਾਂਕ ਦਾ ਕਾਨੂੰਨ
জড়তাৰ নিয়ম,ਜੜਤਾ ਦਾ ਕਾਨੂੰਨ
বৃহৎ সংখ্যাৰ নিয়ম,ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ
সম্ভাৱনাৰ নিয়ম,ਸੰਭਾਵਨਾ ਦਾ ਕਾਨੂੰਨ
পাপৰ নিয়ম,ਸਾਈਨਸ ਦਾ ਕਾਨੂੰਨ
সূচকৰ নিয়ম,ਘਾਤਕ ਦੇ ਨਿਯਮ
গতিৰ নিয়ম,ਗਤੀ ਦੇ ਨਿਯਮ
স্তৰ,ਪਰਤ
লিডিং সহগ,ਮੋਹਰੀ ਗੁਣਾਂਕ
লিডিং তিৰ্যক,ਮੋਹਰੀ ਵਿਕਰਣ
লিডিং চাবমেট্ৰিক্স,ਮੋਹਰੀ ਸਬਮੈਟ੍ਰਿਕਸ
লিডিং টাৰ্ম,ਮੋਹਰੀ ਮਿਆਦ
সবাতোকৈ কম,ਘੱਟੋ-ਘੱਟ
নূন্যতম সাধাৰণ বহুগুণ (LCM),ਘੱਟੋ-ਘੱਟ ਆਮ ਮਲਟੀਪਲ (LCM)
নূন্যতম মৌল,ਘੱਟੋ-ਘੱਟ ਤੱਤ
নূন্যতম বৰ্গক্ষেত্ৰ,ਘੱਟੋ-ਘੱਟ ਵਰਗ
সৰ্বনিম্ন ওপৰৰ সীমা,ਘੱਟੋ-ਘੱਟ ਉਪਰਲੀ ਸੀਮਾ
বাওঁফালৰ coset,ਖੱਬੇ coset
বাওহাতেৰে,ਖੱਬੇ ਹੱਥ
বাওঁহাতৰ স্ক্ৰু,ਖੱਬੇ ਹੱਥ ਦਾ ਪੇਚ
বাওঁফালৰ বিপৰীত,ਖੱਬੇ ਉਲਟ
বাওঁফালৰ গুণন,ਖੱਬਾ ਗੁਣਾ
লেইবনিটজৰ সূত্ৰ,ਲੀਬਨਿਟਜ਼ ਫਾਰਮੂਲਾ
দৈৰ্ঘ্য,ਲੰਬਾਈ
লেপটকুৰ্টিক,leptokurtic
লেপটকুৰ্টিক বক্ৰ,leptokurtic ਵਕਰ
লেপটকুৰ্ট&#39;ছিছ,leptokurtosis
স্তৰৰ বক্ৰ,ਪੱਧਰ ਕਰਵ
আত্মবিশ্বাসৰ স্তৰ,ਵਿਸ਼ਵਾਸ ਦਾ ਪੱਧਰ
তাৎপৰ্য্যৰ স্তৰ,ਮਹੱਤਤਾ ਦੇ ਪੱਧਰ
আভিধানিকভাৱে,ਸ਼ਬਦਕੋਸ਼ ਦੇ ਰੂਪ ਵਿੱਚ
অভিধানৰ ক্ৰম,ਕੋਸ਼ਿਕ ਕ੍ਰਮ
সম্ভাৱনা ফলন,ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
সম্ভাৱনা অনুপাত পৰীক্ষা,ਸੰਭਾਵਨਾ ਅਨੁਪਾਤ ਟੈਸਟ
সীমা,ਸੀਮਾ
সীমিত কৰা,ਸੀਮਿਤ ਕਰਨਾ
সীমিত মূল্য,ਸੀਮਤ ਮੁੱਲ
সীমিত বেগ,ਸੀਮਤ ਗਤੀ
গড়ত সীমাবদ্ধতা,ਮਤਲਬ ਵਿੱਚ ਸੀਮਾ
সংহতিৰ সীমা,ਏਕੀਕਰਣ ਦੀ ਸੀਮਾ
ক্ৰমৰ সীমা,ਕ੍ਰਮ ਦੀ ਸੀਮਾ
সীমা বিন্দু (=থুপ বিন্দু),ਸੀਮਾ ਬਿੰਦੂ (= ਕਲੱਸਟਰ ਪੁਆਇੰਟ)
সীমিত বেগ,ਸੀਮਤ ਗਤੀ
ৰেখা,ਲਾਈਨ
ৰৈখিক,ਰੇਖਿਕ
ৰৈখিক বীজগণিতীয়,ਰੇਖਿਕ ਬੀਜਗਣਿਤ
ৰৈখিক বীজগণিতীয় সমীকৰণ,ਰੇਖਿਕ ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ৰৈখিক আনুমানিককৰণ,ਰੇਖਿਕ ਅਨੁਮਾਨ
ৰৈখিক এছিম্পট&#39;ট,ਰੇਖਿਕ ਲੱਛਣ
ৰৈখিক সহগ,ਰੇਖਿਕ ਗੁਣਾਂਕ
ৰৈখিক সংমিশ্ৰণ,ਰੇਖਿਕ ਸੁਮੇਲ
ৰৈখিক বাধাসমূহ,ਰੇਖਿਕ ਸੀਮਾਵਾਂ
ৰৈখিক নিৰ্ভৰশীলতা,ਰੇਖਿਕ ਨਿਰਭਰਤਾ
ৰৈখিক অৱভেদ্য সমীকৰণ,ਰੇਖਿਕ ਅੰਤਰ ਸਮੀਕਰਨ
ৰৈখিক মাত্ৰা,ਰੇਖਿਕ ਮਾਪ
ৰৈখিক সমীকৰণ,ਰੇਖਿਕ ਸਮੀਕਰਨ
ৰৈখিক ৰূপ,ਰੇਖਿਕ ਰੂਪ
ৰৈখিক ভগ্নাংশ ৰূপান্তৰ,ਲੀਨੀਅਰ ਫਰੈਕਸ਼ਨਲ ਪਰਿਵਰਤਨ
ৰৈখিক ফলন,ਰੇਖਿਕ ਫੰਕਸ਼ਨ
ৰৈখিক কাৰ্য্যকৰী,ਲੀਨੀਅਰ ਫੰਕਸ਼ਨਲ
ৰৈখিক গোট,ਰੇਖਿਕ ਸਮੂਹ
ৰৈখিক স্বাধীনতা,ਰੇਖਿਕ ਸੁਤੰਤਰਤਾ
ৰৈখিক স্বাধীন সম্পৰ্ক,ਰੇਖਿਕ ਸੁਤੰਤਰ ਸਬੰਧ
ৰৈখিক বৈষম্য,ਰੇਖਿਕ ਅਸਮਾਨਤਾ
ৰৈখিক অসমতাপূৰ্ণ অৱভেদ্য সমীকৰণ,ਲੀਨੀਅਰ ਇਨਹੋਮੋਜੀਨੀਅਸ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ
ৰৈখিক অখণ্ড সমীকৰণ,ਰੇਖਿਕ ਅਟੁੱਟ ਸਮੀਕਰਨ
ৰৈখিক আন্তঃপ্ৰক্ষেপণ,ਰੇਖਿਕ ਇੰਟਰਪੋਲੇਸ਼ਨ
ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ,ਲੀਨੀਅਰ ਨਿਊਨਤਮ ਵਰਗ ਰਿਗਰੈਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
ৰৈখিকতা,ਰੇਖਿਕਤਾ
ৰৈখিকভাৱে নিৰ্ভৰশীল,ਰੇਖਿਕ ਤੌਰ &#39;ਤੇ ਨਿਰਭਰ
ৰৈখিকভাৱে স্বাধীন,ਰੇਖਿਕ ਤੌਰ &#39;ਤੇ ਸੁਤੰਤਰ
ৰৈখিক মেপিং,ਰੇਖਿਕ ਮੈਪਿੰਗ
ৰৈখিক ক্ৰম,ਰੇਖਿਕ ਕ੍ਰਮ
ৰৈখিক ক্ৰমবিন্যাস,ਰੇਖਿਕ ਕ੍ਰਮ
ৰৈখিক প্ৰগ্ৰেমিং,ਰੇਖਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম,ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਐਲਗੋਰਿਦਮ
ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ਰੇਖਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
ৰৈখিক ৰিগ্ৰেছন,ਰੇਖਿਕ ਰਿਗਰੈਸ਼ਨ
ৰৈখিক ৰিগ্ৰেছন সহগ,ਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ ਗੁਣਾਂਕ
ৰৈখিক সম্পৰ্ক,ਰੇਖਿਕ ਸਬੰਧ
ৰৈখিক স্থান (=ভেক্টৰ স্থান),ਰੇਖਿਕ ਸਪੇਸ (= ਵੈਕਟਰ ਸਪੇਸ)
ৰৈখিক উপস্থান,ਰੇਖਿਕ ਉਪਸਪੇਸ
ৰৈখিক ৰূপান্তৰ,ਰੇਖਿਕ ਤਬਦੀਲੀ
ৰৈখিক ধাৰা,ਰੇਖਿਕ ਰੁਝਾਨ
ৰৈখিক নিৰপেক্ষ অনুমান,ਰੇਖਿਕ ਨਿਰਪੱਖ ਅਨੁਮਾਨ
ৰৈখিক বেগ,ਰੇਖਿਕ ਵੇਗ
ৰেখাৰ অবিচ্ছেদ্য,ਲਾਈਨ ਅਟੁੱਟ
ছেদক ৰেখা,ਇੰਟਰਸੈਕਸ਼ਨ ਦੀ ਲਾਈਨ
ৰিগ্ৰেছনৰ ৰেখা,ਰਿਗਰੈਸ਼ਨ ਦੀ ਲਾਈਨ
স্থানীয়কৃত ভেক্টৰ,ਸਥਾਨਕ ਵੈਕਟਰ
স্থানীয় অনুকূল,ਸਥਾਨਕ ਸਰਵੋਤਮ
locus,ਟਿਕਾਣਾ
কুণ্ডা,ਲੌਗ
লগাৰিদমিক,ਲਘੂਗਣਕ
লগাৰিদমিক সঠিকতা,ਲਘੂਗਣਕ ਸ਼ੁੱਧਤਾ
লগাৰিদমিক গণনা,ਲਘੂਗਣਕ ਗਣਨਾ
লগাৰিদমিক বক্ৰ,ਲਘੂਗਣਕ ਵਕਰ
লগাৰিদমিক ডেৰাইভেটিভ,ਲਘੂਗਣਕ ਡੈਰੀਵੇਟਿਵ
লগাৰিদমিক পাৰ্থক্য,ਲਘੂਗਣਕ ਅੰਤਰ
লগাৰিদমিক ফলন,ਲਘੂਗਣਕ ਫੰਕਸ਼ਨ
লগাৰিদমিক গড় (=জ্যামিতিক গড়),ਲਘੂਗਣਕ ਮੱਧਮਾਨ (= ਜਿਓਮੈਟ੍ਰਿਕ ਮੱਧਮਾਨ)
লগাৰিদমিক স্বাভাৱিক বিতৰণ,ਲਘੂਗਣਕ ਆਮ ਵੰਡ
লগাৰিদমিক সম্পৰ্ক,ਲਘੂਗਣਕ ਸਬੰਧ
লগাৰিদমিক স্কেল,ਲਘੂਗਣਕ ਸਕੇਲ
লগাৰিদমিক শৃংখলা,ਲਘੂਗਣਕ ਲੜੀ
লগাৰিদমিক সৰ্পিল (সমকোণীয় সৰ্পিল),ਲਘੂਗਣਕ ਸਪਿਰਲ (ਸਮਾਨ-ਕੋਣੀ ਸਪਿਰਲ)
লগাৰিদমিক টেবুল (=লগ টেবুল),ਲਘੂਗਣਕ ਸਾਰਣੀ (=ਲੌਗ ਟੇਬਲ)
লগাৰিদম (log),ਲਘੂਗਣਕ (ਲਾਗ)
তর্ক শাস্ত্র,ਤਰਕ
যুক্তিগতভাৱে সমতুল্য,ਤਰਕ ਨਾਲ ਬਰਾਬਰ
লজিষ্টিক বক্ৰ,ਲੌਜਿਸਟਿਕ ਕਰਵ
lognormal বিতৰণ,ਸਾਧਾਰਨ ਵੰਡ
দ্ৰাঘিমাংশ,ਲੰਬਕਾਰ
খান্দৰি,ਲੂਪ
লটাৰী,ਲਾਟਰੀ
তলৰ বাৰ,ਹੇਠਲੀ ਪੱਟੀ
নিম্ন সীমা,ਹੇਠਲੀ ਸੀਮਾ
নিম্ন Riemann অখণ্ড,ਹੇਠਲੇ ਰੀਮੈਨ ਅਟੁੱਟ
কম যোগফল,ਘੱਟ ਰਕਮ
তলৰ ত্ৰিকোণীয় মেট্ৰিক্স,ਹੇਠਲਾ ਤਿਕੋਣੀ ਮੈਟ੍ਰਿਕਸ
