Bengali,Malayalam
ইন্টারমোডুলেশন বিকৃতি,ഇന്റർമോഡുലേഷൻ വക്രീകരണം
ইন্টারমোডুলেশন নির্গমন,ഇന്റർമോഡുലേഷൻ എമിഷൻ
ইন্টারমোডুলেশন পরীক্ষা,ഇന്റർമോഡുൾട്ടേഷൻ ടെസ്റ്റ്
ইন্টারনেট,ഇന്റർനെറ്റ്
ইন্টারনেট সম্প্রচার,ഇന്റർനെറ്റ് പ്രക്ഷേപണം
ইন্টারনেট চ্যাট,ഇന്റർനെറ്റ് ചാറ്റിംഗ്
ইন্টারনেট প্রোটোকল স্ট্যাক,ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ സ്റ്റാക്ക്
ইন্টারনেট রেডিও,ഇന്റർനെറ്റ് റേഡിയോ
ইন্টারনেট স্ট্রিমিং,ഇന്റർനെറ്റ് സ്ട്രീമിംഗ്
ইন্টারনেট ভিডিও,ഇന്റർനെറ്റ് വീഡിയോ
আন্তঃব্যবহারযোগ্যতা,ഇന്ററോപ്പറബിളിറ്റി
ইন্টারপোলেশন,ഇന്റർപോളേഷൻ
দোভাষী,വാഖാതാവ്
বাধা,തടസ്സപ്പെടുത്തുക
বাধা,തടസ്സം
বাধা,തടസ്സം
অন্তর,ഇടവേള
ইন্ট্রাকোডিং,ഇൻട്രാകോഡിംഗ്
ইন্ট্রাফ্রেম,ഇൻട്രാഫ്രെയിം
ইন্ট্রানেট,ഗതാഗത
অন্তঃসত্ত্বা,ഇൻട്രാപക്റ്റൂർ
অন্তঃসত্ত্বা,ഇൻട്രാവേബ്
অভ্যন্তরীণ অর্ধপরিবাহী,ആന്തരിക അർദ്ധചാലകം
বিপরীতমুখী,വിപരീത വർക്ക്
বিপরীত স্থানিক পরিচালনা,വിപരീത സ്പേഷ്യൽ പ്രവർത്തിക്കുന്നു
উল্টানো,വിപരീതം
উল্টানো এল অ্যান্টেনা,വിപരീത ഞാൻ ആന്റിന
উল্টানো ভি অ্যান্টেনা,വിപരീത വി ആന്റിന
বৈদ্যুতিন সংকেতের মেরু বদল,വിഹിതം
অনিয়মিত,കമരഹിതമായ
অপ্রাসঙ্গিক উপাদান,അപ്രസക്തമായ ഘടകം
বিচ্ছিন্ন নেটওয়ার্ক,ഐസോലേഷൻ നെറ്റ്വർക്ക്
বিচ্ছিন্ন,ഒറ്റപ്പെടുത്തല്
জামার,ജമ്മവർ
জ্যামিং,ജാമിംഗ്
জারগন ফাইল,ജാർഗോൺ ഫയൽ
জাভা স্ক্রিপ্ট,ജാവ സ്ക്രിപ്റ്റ്
জিংল,ജിംഗിൾ
জিটার,ജിറ്റർ
যোগদানকারী,കൂട്ടായ്മ
যৌথ,സന്ധി
সংযুক্ত,ജോയിന്റ്
জাম্পার,ജമ്പൻ
জাঙ্ক,JUKK
আজাইরা মেইল,ജങ്ക് മെയിൽ
কার্নেল,കേർണൽ
চাবি,താക്കോല്
কীবোর্ড,കീബോര്ഡ്
কীয়ার,ശ്രേഷ്ഠന്
মূল বক্তব্য,മുഖ്യ)
কিলোসাইকেল,കിലോകിൾ
কিলোভোল্ট,കിലോകോമ്പ്
কিলোওয়াট,കിലോവാട്ട്
গতিবিজ্ঞান,കിനെമാറ്റിക്സ്
হাঁটু পয়েন্ট ভোল্টেজ,കാൽമുട്ട് പോയിന്റ് വോൾട്ടേജ്
গিঁট,ഉരുണ്ടപിടി
জ্ঞানভিত্তিক,നോളജ് ബേസ്
জ্ঞান উপস্থাপনা,വിജ്ഞാന പ്രാതിനിധ്യം
L নেটওয়ার্ক,L നെറ്റ്വർക്ക്
এল বিভাগ ফিল্টার,L വിഭാഗ ഫിൽട്ടർ
ল্যাগ এবং সীসা,ലജ്ജയും ലീഡും
পিছিয়ে থাকা বর্তমান,പ്രധാനം
পিছিয়ে থাকা পাওয়ার ফ্যাক্টর,പവർ ഫാക്ടർ ലഹരി
স্তরিত,മാരകമായ
প্রদীপ,വിളക്ക്
ল্যাপটপ,ലാപ്ടോപ്പ്
লেজার ফ্রিকোয়েন্সি,ലേസർ ആവൃത്തി
সুপ্ত ত্রুটি,ഒളിഞ്ഞിരിക്കുന്ന പിശക്
সুপ্ত তাপ,ഒളിഞ്ഞിരിക്കുന്ന ചൂട്
অক্ষাংশ,വാപ്തി
স্তর,അടുക്ക്
বিন্যাস,കെട്ടിടത്തിന്റെ പ്ളാന്
বিন্যাস পরিকল্পনা,ലേ layout ട്ട് പ്ലാൻ
নেতৃত্ব,ഈയം
শীর্ষস্থানীয় পর্ব,പ്രമുഖ ഘട്ടം
ছিদ্র নিরোধক,ചോർച്ച തടയുന്ന
ফুটো,ചോർച്ച
ইজারা সার্কিট,പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്
লেন্স,ലെന്സ്
স্তর সূচক,ലെവൽ സൂചകം
আলো নিয়ন্ত্রণ,നേരിയ നിയന്ത്രണം
হালকা কলম,നേരിയ പേന
বিজলীদণ্ড,മിന്നൽ അരംഭം
সীমাবদ্ধ,രൂക്ഷമായ
পরিবর্ধক সীমাবদ্ধ,ആംപ്ലിഫയർ പരിമിതപ്പെടുത്തുന്നു
লাইন ক্ষতি,വരി നഷ്ടം
লাইন শব্দ,ലൈൻ ശബ്ദം
দর্শন লাইন,വീക്ഷണരേഖ
লাইন পর্ব,ലൈൻ ഘട്ടം
লাইন সংক্রমণ,ലൈൻ ട്രാൻസ്മിഷൻ
লাইন আনলোড,ലൈൻ അൺലോഡുചെയ്തു
লিনিয়ার কোয়ান্টিজার,രേഖീയ ക്വാണ്ടിയർ
লিনিয়ারিটি,രേഖീയത
লাইন-কোঅ্যাক্সিয়াল,ലൈൻ-കോക്സിയൽ
লাইন-সমতুল্য,ലൈൻ-ഇക്സൈസർ
লাইন-ফ্রিকোয়েন্সি,ലൈൻ-ആവൃത്തി
লাইন-ইমিডেন্স,ലൈൻ-ഇംപെഡൻസ്
লাইন-কোয়ার্টারের তরঙ্গদৈর্ঘ্য,ലൈൻ-ക്വാർട്ടർ തരംഗദൈർഘ്യം
লিঙ্ক,ബന്ധം
লিঙ্কার,ലിങ്കറുകാരന്
লিপ-মাইক্রোফোন,ലിപ്-മൈക്രോഫോൺ
সরাসরি সম্প্রচার,തത്സമയ സംപ്രേക്ഷണം
লাইভ সার্কিট,തത്സമയ സർക്യൂട്ട്
লাইভ প্রোগ্রাম,തത്സമയ പരിപാടി
ভার,ഭാരം
ধারণ ক্ষমতা,ഭാരം താങ്ങാനുള്ള കഴിവ്
বহন ক্ষমতা লোড,ചുമക്കുന്ന ശേഷി ലോഡുചെയ്യുക
লোড বৈশিষ্ট্য,സ്വഭാവം ലോഡുചെയ്യുക
লোড প্রতিবন্ধকতা,ഇംബത ലോഡുചെയ്യുക
লোড,ലോഡുചെയ്തു
লোডার,ലോഡർ
লোড হচ্ছে,ലോഡിംഗ്
লোডিং কয়েল,കോയിൽ ലോഡുചെയ്യുന്നു
লোড পরীক্ষা,ലോഡ്-ടെസ്റ്റ്
লব,ലോലിറ്റി
লোব অ্যান্টেনা,ലോബ് ആന്റിന
স্থানীয় নেটওয়ার্ক,ലോക്കൽ ഏരിയ നെറ്റ്വർക്ക്
স্থানীয় ব্যাটারি,പ്രാദേശിക ബാറ്ററി
স্থানীয় দোলক,പ്രാദേശിക ഓസ്സിലേറ്റർ
লগ,മരത്തടി
লগ বই,ലോഗ് ബുക്ക്
লগ ইন (লগ অন),ലോഗിൻ ചെയ്യുക (ലോഗിൻ ചെയ്യുക)
লগ অফ (লগ আউট),ലോഗ് ഓഫ് ചെയ്യുക (ലോഗ് out ട്ട് ചെയ്യുക)
লগ শিট,ലോഗ് ഷീറ്റ്
লগারিদম,ലോഗരിതം
লগারিদমিক পরিবর্ধক,ലോഗരിത്മിക് ആംപ്ലിഫയർ
লগারিদমিক অনুপাত,ലോഗരിഥമിക് അനുപാതം
লগারিদমিক প্রতিক্রিয়া,ലോഗരിഥമിക് പ്രതികരണം
লগারিদমিক স্কেল,ലോഗരിത്മിക് സ്കെയിൽ
লগিং,പവേശിക്കുക
যুক্তি,തര്ക്കശാസ്തം
লজিক গেট,ലോജിക് ഗേറ്റ്
যুক্তি অপারেশন,ലോജിക് പ്രവർത്തനം
যৌক্তিক,യുക്തിയുക്തമായ
যৌক্তিক ফ্রেম,ലോജിക്കൽ ഫ്രെയിം
লোগো সন্নিবেশ,ലോഗോ ഉൾപ്പെടുത്തൽ
দ্রাঘিমাংশ,ദേശാന്തരരേഖ
লুপ,ലൂപ്പ്
লুপ অ্যান্টেনা,ലൂപ്പ് ആന്റിന
লুপ লাভ,ലൂപ്പ് നേട്ടം
লুপ পরীক্ষা,ലൂപ്പ് ടെസ്റ്റ്
আলগা যোগাযোগ,അയഞ്ഞ കോൺടാക്റ്റ്
আলগা সংযোজন,അയഞ്ഞ കപ്ലിംഗ്
লসলেস অ্যান্টেনা,നഷ്ടമില്ലാത്ത ആന്റിന
ক্ষতিহীন সংকোচনের,നഷ്ടമില്ലാത്ത കംപ്രഷൻ
ক্ষতিগ্রস্থ সংকোচনের,നഷ്ടം കംപ്രഷൻ
জোরে (শব্দ),ഉച്ചത്തിൽ (ശബ്ദം)
লাউডস্পিকার,ഉച്ചഭാഷിണി
কম কম্পাঙ্ক,കുറഞ്ഞ ആവൃത്തി
নিম্ন স্তরের ভাষা,താഴ്ന്ന നിലയിലുള്ള ഭാഷ
কম লোকসান ফিডার,കുറഞ്ഞ നഷ്ടപ്പെട്ട തീറ്റ
কম লোকসান নমনীয় কোক্সিয়াল কেবল,കുറഞ്ഞ നഷ്ടം വഴക്കമുള്ള കോക്സിയൽ കേബിൾ
কম শব্দ রিসিভার,കുറഞ്ഞ ശബ്ദം റിസീവർ
কম কক্ষপথ স্যাটেলাইট,കുറഞ്ഞ പരിക്രമണ ഉപഗ്രഹം
লো পাস ফিল্টার,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
কম রিঅ্যাক্ট্যান্স আর্থিং,കുറഞ്ഞ റിയാൻസ് എർത്ത്
কম প্রতিরোধের পথ,കുറഞ്ഞ പ്രതിരോധ പാത
লগ,ലഗ്
আলোকসজ্জা,ലളിനൻസ്
লম্পট,പിണ്ഡമായി
ম্যাক্রো ব্লক,മാക്രോ ബ്ലോക്ക്
ম্যাক্রো সংজ্ঞা,മാക്രോ നിർവചനം
ম্যাক্রো ভিশন,മാക്രോ വിഷൻ
ম্যাজিক আই,മാന്ത്രിക കണ്ണ്
চৌম্বক,കാന്തം
চৌম্বক ক্ষেত্র,കാന്തികക്ഷേത്രം
চৌম্বকীয় প্রবাহ,കാന്തിക ഫ്ലക്സ്
চৌম্বকীয় মেরু,കാന്തിക പോൾ
চৌম্বকীয় ঝড়,കാന്തിക കൊടുങ്കാറ്റ്
চৌম্বকীয় সুইচ,മാഗ്നറ്റിക് സ്വിച്ച്
চৌম্বকীয় টেপ,മാഗ്നറ്റിക് ടേപ്പ്
চৌম্বকীয়তা,കാന്തികത
মেইল মার্জ,മെയിൽ ലയനം
মেইলিং তালিকা,അയക്കേണ്ട പട്ടിക
প্রধান ক্যারিয়ার,പ്രധാന കാരിയർ
রক্ষণাবেক্ষণ,നിലനിറുത്തുക
রক্ষণাবেক্ষণ,പരിപാലനം
রক্ষণাবেক্ষণ দল,പരിപാലന ടീം
সংখ্যাগরিষ্ঠ ক্যারিয়ার,ഭൂരിപക്ഷം കാരിയർ
যোগাযোগ রিলে করুন,കോൺടാക്റ്റ് റിലേ നിർമ്മിക്കുക
মেক-অ্যান্ড-ব্রেক সুইচ,നിർമ്മിക്കുക-ബ്രേക്ക് സ്വിച്ച്
পুরুষ সংযোগকারী,പുരുഷ-കണക്റ്റർ
মানুষ শব্দ করেছে,മനുഷ്യൻ ശബ്ദമുണ്ടാക്കി
পরিচালন তথ্য সিস্টেম (এমআইএস),മാനേജ്മെന്റ് വിവര സിസ്റ്റം (IS)
ম্যানিপুলেটেড,കൃത്രിമം
মূল নিয়ন্ত্রণ,സ്വമേധയാലുള്ള നിയന്ത്രണം
ম্যানুয়াল পদ্ধতি,സ്വമേധയാലുള്ള രീതി
সুরক্ষা সতর্কতা ম্যানুয়াল,സുരക്ഷാ മുൻകരുതൽ മാനുവൽ
ম্যানুয়ালি পরিচালিত,സ്വമേധയാ പ്രവർത്തിക്കുന്നു
প্রস্তুতকারক,നിര്മ്മാതാവ്
মুখোশ,പൊയ്മുഖം
মাসকি,മൂടാണ്
মাস্কার,ത്തണക്കാരന്
মাস্কিং,മറക്കുന്നു
মাস্কিং আচরণ,മാസ്കിംഗ് സ്വഭാവം
অডিওর মাস্কিং প্রভাব,ഓഡിയോയുടെ മാസ്കിംഗ് പ്രഭാവം
থ্রেশহোল্ড মাস্কিং,മാസ്കിംഗ് പരിധി
মাস্কিং টোন,മാസ്കിംഗ് ടോൺ
মাস্ট,കപ്പല്പായ്മരം
মাস্ট রেডিয়েটার,മാസ്റ്റ് റേഡിയേറ്റർ
মাস্টার নিয়ন্ত্রণ,മാസ്റ്റർ നിയന്ത്രണം
মাস্টার অসিলট্রোর,മാസ്റ്റർ ഓസ്കിൽറർ
ম্যাচ-ইমিডেন্স,മാച്ച്-ഇംപെഡൻസ്
ম্যাচিং নেটওয়ার্ক,പൊരുത്തപ്പെടുന്ന നെറ്റ്വർക്ക്
ম্যাচিং স্টাব,പൊരുത്തപ്പെടുന്ന സ്റ്റബ്
ম্যাচিং ট্রান্সফর্মার,പൊരുത്തപ്പെടുന്ന ട്രാൻസ്ഫോർമർ
জিনিষ পত্র সরবরাহ,മെറ്റീരിയൽ-സംഭരണം
ম্যাট্রিক্স,മാട്രിക്സ്
সর্বাধিককরণ,പരമാവധി
সর্বাধিক চাহিদা সূচক,പരമാവധി ഡിമാൻഡ് സൂചകം
সর্বাধিক শক্তি ঘনত্ব,പരമാവധി പവർ ഡെൻസിറ്റി
সর্বাধিক সংবেদনশীলতা,പരമാവധി സംവേദനക്ഷമത
সর্বাধিক তাপমাত্রা,പരമാവധി താപനില
সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি,പരമാവധി ഉപയോഗയോഗ്യമായ ആവൃത്തി
সর্বোচ্চ মূল্য,പരമാവധി മൂല്യം
ব্যর্থতার গড় সময়,പരാജയപ്പെടാനുള്ള സമയം
গড় মান,ശരാശരി മൂല്യം
পরিমাপ সংকেত,അളന്ന സിഗ്നൽ
মাপা,അളവ്
পরিমাপ যন্ত্র,ഉപകരണം അളക്കുന്നു
পরিমাপ সরঞ্জাম,ഉപകരണങ്ങൾ അളക്കുന്നു
পরিমাপক যন্ত্রপাতি,ഉപകരണം അളക്കുന്ന ഉപകരണം
ক্ষেত্রের শক্তি পরিমাপের সরঞ্জাম,ഫീൽഡ് ശക്തിയുടെ അളവ് അളക്കുന്നു
পরিমাপের ফিতা,ടേപ്പ് അളക്കുന്നു
পদ্ধতি,യന്തനിര്മ്മാണം
মিডিয়া সার্ভার,മീഡിയ സെർവർ
মধ্যম,മധസ്ഥാനം
মাঝারি ফ্রিকোয়েন্সি,ഇടത്തരം ആവൃത്തി
মাঝারি ফ্রিকোয়েন্সি তরঙ্গ,ഇടത്തരം ഫ്രീക്വൻസി തരംഗം
মাঝারি তরঙ্গ (মেগাওয়াট),ഇടത്തരം വേവ് (MW)
মেগা-ওহম,മെഗാ-ഓം
মেগার,മെഗർ
স্মৃতি,സ്മരണം
পরামর্শদাতা,സാമഹമായ
মেনু বার,മെനു ബാർ
বুধ সুইচ,മെർക്കുറി സ്വിച്ച്
মার্জিং,ലയിക്കുന്നു
বার্তা,ദൂത്
মেটাডেটা,മെറ്റാഡാറ്റ
ধাতব অক্সাইড সেমিকন্ডাক্টর ডায়োড,മെറ്റൽ-ഓക്സൈഡ് അർദ്ധചാലകൻ ഡയോഡ്
ধাতব-শেথযুক্ত কেবল,മെറ്റൽ-ഷീത്ത് കേബിൾ
মিটার,മാപിനി
মিটারিং প্যানেল,മീറ്ററിംഗ് പാനൽ
মিকা,മൈക്ക
মাইকা-ইনসুলেশন,മൈക്ക-ഇൻസുലേഷൻ
ক্ষুদ্র-,മൈക്രോ-
মাইক্রো উপাদান,മൈക്രോ ഘടകം
মাইক্রো কম্পিউটার,മൈക്രോ കമ്പ്യൂട്ടർ
মাইক্রো-কন্ট্রোলার,മൈക്രോ കൺട്രോളർ
মাইক্রো-ইলেক্ট্রনিক্স,മൈക്രോ ഇലക്ട്രോണിക്സ്
মাইক্রোফোন,മൈക്രോഫോൺ
মাইক্রোফোনিক্স,മൈക്രോഫോണിക്സ്
মাইক্রোপ্রসেসর,മൈക്രോപ്രൊസസ്സർ
মাইক্রো-ভোল্ট (এমভি),മൈക്രോ-വോൾട്ട് (എംവി)
মাইক্রোওয়েভ,മൈക്രോവേവ്
মাইক্রোওয়েভ অ্যান্টেনা,മൈക്രോവേവ് ആന്റിന
মাইক্রোওয়েভ মরীচি,മൈക്രോവേവ് ബീം
মিড-ব্যান্ড,മിഡ്-ബാൻഡ്
স্থানান্তর,കുടിയേറ്റം
মাইগ্রেশন পাথ,മൈഗ്രേഷൻ പാത്ത്
ক্ষুদ্রাকার,ചെറുതാക്കുക
মিনিয়েচারাইজড,ചെറുതാക്കിയത്
সর্বনিম্ন,ഏറ്റവും കുറഞ്ഞ
ন্যূনতম তাপমাত্রা,കുറഞ്ഞ താപനില
সর্বনিম্ন ব্যবহারযোগ্য ক্ষেত্র শক্তি,കുറഞ്ഞ ഉപയോഗയോഗ്യമായ ഫീൽഡ് കരുത്ത്
সংখ্যালঘু ক্যারিয়ার,ന്യൂനപക്ഷ കാരിയർ
ভুল,തെറ്റി വായിക്കുക
মিশ্রণ,കൂട്ടിക്കലര്ത്തുക
মিশ্রিত ফাঁকা,മിക്സഡ് ശൂന്യത
মিশ্র সিঙ্ক,സമ്മിശ്ര സമന്വയം
মিক্সার,മിക്സര്
মিক্সার টিউব,മിക്സർ ട്യൂബ്
মিশ্রণ,മിക്സിംഗ്
মিশ্রণ সার্কিট,സർക്യൂട്ട് മിക്സിംഗ്
স্মৃতিচারণ,മെന്നിക്
স্মৃতিসৌধ,മെമ്മോണിക്സ്
মুঠোফোন,ഇളക്കാവുന്ന
মোবাইল মাল্টিমিডিয়া অ্যাপ্লিকেশন,മൊബൈൽ മൾട്ടിമീഡിയ ആപ്ലിക്കേഷൻ
মোবাইল টিভি,മൊബൈൽ ടിവി
মোড,മാതിരി
ব্যর্থতার মোড,പരാജയത്തിന്റെ രീതി
প্রচারের পদ্ধতি,പ്രചരിപ്പിക്കാനുള്ള രീതി
মডেল,മാതൃക
মডেম,മോഡം
আধুনিক এফএম ট্রান্সমিটার,ആധുനിക എഫ്എം ട്രാൻസ്മിറ്റർ
আধুনিক প্রবণতা,ആധുനിക ട്രെൻഡുകൾ
কনফিগারেশন মোড,കോൺഫിഗറേഷന്റെ മോഡുകൾ
সংশোধন করুন,രൂപാന്തരപ്പെടുത്തുക
মডুলেটেড অবিচ্ছিন্ন তরঙ্গ,മൊഡ്യൂലേറ്റഡ് തുടർച്ചയായ തരംഗം
মোডুলেটেড সিগন্যাল,മൊഡ്യൂലേറ്റഡ് സിഗ്നൽ
মডুলেটেড ওয়েভফর্ম,മൊഡ്യൂലേറ്റഡ് വേവ്ഫോം
মড্যুলেশন,മോഡുലേഷൻ
মড্যুলেশন প্রশস্ততা,മോഡുലേഷൻ വ്യാപ്തി
মড্যুলেশন ক্ষমতা,മോഡുലേഷൻ കഴിവ്
মড্যুলেশন ফ্রিকোয়েন্সি,മോഡുലേഷൻ ആവൃത്തി
মড্যুলেশন সূচক,മോഡുലേഷൻ സൂചിക
মড্যুলেশন লিনিয়ারিটি,മോഡുലേഷൻ രേഖീയത
মড্যুলেশন মিটার,മോഡുലേഷൻ മീറ്റർ
মড্যুলেশন মনিটর,മോഡുലേഷൻ മോണിറ്റർ
মড্যুলেশন শতাংশ,മോഡുലേഷൻ ശതമാനം
মডুলেটর,മൊഡലേറ്റർ
মডিউল,മൊഡ്യൂൾ
আর্দ্রতা,ഈര്പ്പം
গতি,ആധിപത്യം
মনিটর,നിരന്തരം നിരീക്ഷിക്കുക
পর্যবেক্ষণ,നിരീക്ഷണകരമായ
পর্যবেক্ষণ এবং বিশ্লেষণ কৌশল,നിരീക്ഷണവും വിശകലന സാങ്കേതികതകളും
পর্যবেক্ষণ এবং নিয়ন্ত্রণ,നിരീക്ഷണവും നിയന്ത്രണവും
মনিটরিং স্টেশন,മോണിറ്ററിംഗ് സ്റ്റേഷൻ
একরঙা,മോണോക്രോം
মনোফোনিক সংক্রমণ,മോണോഫോണിക് ട്രാൻസ്മിഷൻ
মরফ,മോർഫ്
মরফিং,മോർഫിംഗ്
মরফিজম,മോർഫിസം
মোজাইক,മൊസൈക്
মাদারবোর্ড,മദരബലാജം
গতি ক্ষতিপূরণ,ചലന നഷ്ടപരിഹാരം
গতি অনুমান,ചലന കണക്കാക്കൽ
গতি ভেক্টর,ചലന വെക്റ്റർ
গতি ভিডিও,ചലന വീഡിയോ
মোটর,യന്തവാഹനം
মোটর অপারেটর,മോട്ടറോ ഓപ്പറേറ്റർ
মোটর স্টার্টার,മോട്ടോർ സ്റ്റാർട്ടർ
মাউন্ট,മ .ണ്ട്
মাউস,ചുണ്ടെലി
মাউস ইন্টারফেস,മൗസ് ഇന്റർഫേസ്
আন্দোলন,ചലനം
মাল্টি চ্যানেল এক্সটেনশন,മൾട്ടി ചാനൽ വിപുലീകരണം
মাল্টিকাস্টিং,മൾട്ടികാസ്റ്റിംഗ്
মাল্টিচ্যানেল সংকেত,മൾട്ടിചാനൽ സിഗ്നലുകൾ
মাল্টিডাইরেকশনাল মাইক্রোফোন,മൾട്ടിഡിറേജ് മൈക്രോഫോൺ
বহুভাষিক ভাষ্য,ബഹുഭാഷാ വ്യാഖ്യാനം
মাল্টিমিডিয়া,മൾട്ടിമീഡിയ
মাল্টিমিডিয়া কিওস্ক,മൾട്ടിമീഡിയ കിയോസ്ക്
মাল্টিমিটার,മണ്ട്മീറ്റർ
মাল্টিথ,മൾട്ടിപാത്ത്
মাল্টিথ রিসেপশন,മൾട്ടിപാത്ത് സ്വീകരണം
মাল্টিপেজ,മത്രാലയം
একাধিক,പെരുക്കമായ
একাধিক অ্যাক্সেস সিস্টেম,ഒന്നിലധികം ആക്സസ് സിസ്റ്റം
মাল্টিপ্লেক্স,മസ്തീനകം
মাল্টিপ্লেক্সার,മൾട്ടിപ്ലക്സർ
মাল্টিপ্লেক্সিং,മൾട്ടിക്സിംഗ്
মাল্টিস্টেজ পরিবর্ধক,മൾട്ടിസ്റ്റേജ് ആംപ്ലിഫയർ
মাল্টিটাস্কিং,മൾട്ടിടാസ്കിംഗ്
মাল্টিভাইবারেটর,മൾട്ടിവർവറ്റർ
নিঃশব্দ,മിണ്ടാത്ത
পারস্পরিক আচরণ,പരസ്പര പെരുമാറ്റം
পারস্পরিক প্রতিবন্ধকতা,പരസ്പര പ്രകോപനം
পারস্পরিক আবেশাঙ্ক,പരസ്പര ഉൾപ്പെടുത്തൽ
পারস্পরিক হস্তক্ষেপ,പരസ്പര ഇടപെടൽ
ন্যানো-টেকনোলজি,നാനോ-സാങ്കേതികവിദ്യ
সংকীর্ণ,ഇടുങ്ങിയത്
সংকীর্ণতা,ഇടുങ്ങിയ കാസ്റ്റിക്കൽ
প্রাকৃতিক খসড়া,പ്രകൃതിദത്ത ഡ്രാഫ്റ്റ്
নেভিগেটর,നാവിഗേറ്റർ
নেতিবাচক,നിഷേധിക്കുന്ന
নেতিবাচক পক্ষপাত,നെഗറ്റീവ് പക്ഷപാതം
নেতিবাচক চার্জ,നെഗറ്റീവ് ചാർജ്
নেতিবাচক প্রতিক্রিয়া,നെഗറ്റീവ് ഫീഡ്ബാക്ക്
নেতিবাচক শিখর,നെഗറ്റീവ് കൊടുമുടി
নেতিবাচক প্রতিরোধ,നെഗറ്റീവ് പ്രതിരോധം
নেট লাভ,മൊത്തം നേട്ടം
নেট ক্ষতি,മൊത്തം നഷ്ടം
নেটটিকেট,നെറ്റിക്യൂനെറ്റ്
অন্তর্জাল,നെറ്റ്വർക്ക്
নেটওয়ার্ক বিশ্লেষক,നെറ്റ്വർക്ക് അനലൈസർ
নেটওয়ার্ক ফাইল সিস্টেম,നെറ്റ്വർക്ക് ഫയൽ സിസ്റ്റം
নেটওয়ার্ক পরিকল্পনা,നെറ്റ്വർക്ക് ആസൂത്രണം
নেটওয়ার্ক সমাপ্তি,നെറ്റ്വർക്ക് അവസാനിപ്പിക്കൽ
নেটওয়ার্কিং,നെറ്റ്വറിംഗ്
নিরপেক্ষ,നിക്ഷ്പക്ഷമായ
নিরপেক্ষ,നിർവീര്യമാക്കൽ
নিউজ রুম অটোমেশন,വാർത്താ റൂം ഓട്ടോമേഷൻ
নিবল,കാലികമായ
কুলুঙ্গি,മാടം
কোনও লোড পরীক্ষা নেই,ലോഡ് ടെസ്റ്റ് ഇല്ല
নোড,നോഡ്
শব্দ,ശബ്ദം
শব্দ চিত্র,ശബ്ദ രൂപം
শব্দ পরিশোধন,ശബ്ദ ഫിൽട്ടർ
শব্দ মেঝে,ശബ്ദ നില
শব্দ গেট,നോയ്സ് ഗേറ്റ്
গোলমাল অনাক্রম্যতা,ശബ്ദ പ്രതിരോധശേഷി
শব্দ কিলার,ശബ്ദ കൊലയാളി
শব্দ স্তর,ശബ്ദ നില
শব্দ শক্তি,ശബ്ദം ശക്തി
শব্দ শেপিং কোয়ান্টাইজার,ശബ്ദത്തിന്റെ ആകൃതിയിലുള്ള അളവ്
শব্দ উত্স,ശബ്ദ ഉറവിടം
শব্দ দমন সার্কিট,ശബ്ദം അടിച്ചമർത്തൽ സർക്യൂട്ട്
শব্দ দমনকারী,ശബ്ദം അടിച്ചമർ
শব্দের তাপমাত্রা,ശബ്ദ താപനില
শব্দের তাপমাত্রা,ശബ്ദ താപനില
শব্দ ত্রিভুজ,ശബ്ദം ത്രികോണം
শব্দ ভোল্টেজ,നോയ്സ് വോൾട്ടേജ്
গোলমাল,ശബ്ദമില്ലാത്ത
শোনা যায় না কোডিং,ശബ്ദമില്ലാത്ത കോഡിംഗ്
গোলমাল অভ্যর্থনা,ഗൗരവ സ്വീകരണം
নামমাত্র ব্যবহারযোগ্য ক্ষেত্র শক্তি,നാമമാത്രമായ ഉപയോഗയോഗ്യമായ ഫീൽഡ് ശക്തി
নন-ডাইরিসিটোনাল মাইক্রোফোন,നോൺ-ഡോറിസിറ്റോണൽ മൈക്രോഫോൺ
অ-প্ররোচিত লোড,ഇൻഡക്റ്റീവ് ലോഡ്
অ-প্ররোচিত প্রতিরোধ,ധനരഹിതമായ പ്രതിരോധം
অ-সিনোসয়েডাল তরঙ্গ,നോൺ-സിനോസോയ്ഡൽ തരംഗം
অনুদ্বায়ী মেমরি,അസ്ഥിരമല്ലാത്ത മെമ്മറി
না গেট,കവാടം
সাধারণ গতি,സാധാരണ വേഗത
সাধারণ সরবরাহ,സാധാരണ വിതരണം
খাঁজ,നോച്ച്
খাঁজ ফিল্টার,നോച്ച് ഫിൽട്ടർ
সংখ্যাসূচক,എണ്ണത്തിലുള്ള
সংখ্যাগতভাবে নিয়ন্ত্রিত দোলক,സംഖ്യാപരമായി നിയന്ത്രിത ഓസിലേറ്റർ
বাদাম বোল্ট,നട്ട്-ബോൾട്ട്
Nyquist-শ্যানন উপপাদ্য,Nyquist-shannon thearem
অবজেক্ট ওরিয়েন্টেড,ഒബ്ജക്റ്റ് ഓറിയന്റഡ്
অক্টাল,ഒക്ടക്ട്
ফ্রিকোয়েন্সি অষ্টভ,ആവൃത്തിയുടെ ഒക്ടേവ്
অক্টেট,ഒക്റ്റെറ്റ്
অফ-লাইন,ഓഫ്-ലൈൻ
অফসেট,ഓഫ്സെറ്റ്
