Assamese,Hindi
বিদ্ৰোহ আইন,"विद्रोह विधि, म्यूटिनी एक्ट"
ৰহস্য জাহাজ,रहस्यपूर्ण जहाज
বৰ্ণনা,वर्णन
জাতি,राष्ट्र
স্থানীয়,"दैशवासी, देशीय व्यक्ति"
থলুৱা ৰাজ্য,रजवाड़ा
প্ৰকৃতিবাদ,प्रकृतिवाद
প্ৰাকৃতিক অধিকাৰ,"नैसर्गिक अधिकार, प्राकृतिक अधिकार"
নাজী,"नात्सी, नाज़ी"
নাজী বিপ্লৱ,"नात्सी क्रांति, नाज़ी क्रांति"
নাজীবাদ,"नाज़ीवाद, नात्सीवाद"
পূবৰ ওচৰত,निकट पूर्व
নিগ্ৰো,नीग्रो
নেগ্ৰ&#39;ফিল,नीग्रो समर्थक
নিগ্ৰোফিলিজম,नीग्रो प्रेम
নিগ্ৰোফ’বিয়া,नीग्रो भय
নিৰপেক্ষ,तटस्थ
নিৰপেক্ষ দেশ,तटस्थ देश
নিউ ডিল,"न्यूडील, नई नीति, नई व्यवस्था"
নতুন পৃথিৱী,नूतन विश्व
আভিজাত্য,"अभिजात वर्ग, अमीर वर्ग"
নোবেল,"अभिजात, अमीर"
নোবেল,2. मोहर
যাযাবৰী,"खानाबदोश, यायावर"
যাযাবৰী গোট,यायावर दल
যাযাবৰীতা,खानाबदोशी जिंदगी
অ-আগ্ৰাসন চুক্তি,"अनाक्रमण अनुबंध, अनाक्रमण समझौता"
অ-আগ্ৰাসন চুক্তি,अनाक्रमण संधि
অযুদ্ধপ্ৰায় অৱস্থা,अयोधी राष्ट्र
অসহযোগিতা,असहयोग
অসহযোগ আন্দোলন,असहयोग आंदोलन
আগফালৰ অংশ,(सिक्के का) मुख्य भाग
আগফালৰ অংশ,2. परिपूरक भाग
অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি),भीड़शाही
অক্লক্ৰেট,"भीड़तंत्र का समर्थक, भीड़तंत्र का प्रतिपादक"
চৰকাৰী নথি,"सरकारी दस्ताबेज़, सरकारी प्रलेख"
পুৰণি পৃথিৱী,पुरानी दुनिया
অলিগাৰ্চি,"गुटतंत्र, स्वल्पतंत्र"
আক্ৰমণ,"धातक आक्रमण, जबरदस्त मारकाट"
মুকলি আলোচনা,प्रकट संधिवार्त्ता
মুকলি প্ৰশ্ন,"मुक्त प्रश्न, खुला प्रश्न, विवादास्पद प्रश्न"
ৰেকৰ্ডসমূহ খোলা,अप्रतिबद्ध अभिलेख
অৰিয়েণ্ট,प्राच्य
প্ৰাচ্যবাদ,प्राच्यवाद
প্ৰাচ্যবাদ,2. पूर्व देशीयता
প্ৰাচ্যবিদ,प्राच्यविद्
মূলত,उद्भव
মূলত,"2. उद्गम, उत्पत्ति"
অৰ্থগ্ৰাফী,शुद्ध लेखन
শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ,"सहसा युद्धारंभ, युद्ध का सहसा आरंभ, युद्ध का सहसा छिड़ जाना।"
আউট-পোষ্ট,"सीमा चौकी, चौकी"
অভাৰ-লৰ্ড,अधिपति
অভাৰ-ৰাইড,"चढ़ आना, कुचलना"
অভাৰ-ৰাইড,2. प्रत्यादेश करना
পৌত্তলিক,"देवपूजक, पैगन"
পৌত্তলিক,पैगन
পৌত্তলিকতাবাদ,"देवपूजन, मूर्तिपूजा"
পৌত্তলিকতাবাদ,2. देवपूजावाद
পেগোডা,स्तूप
পেগোডা,2. बौद्ध मंदिर
পেগোডা,3. पैगोडा
প্ৰাসাদৰ কুটিলতা,राजप्रासाद षड़यंत्र
পেলেটিনেট,जागीर
কল-পাত,"ताल, ताड़-पत्र"
পাম দেওবাৰ,खजूरी रविवार
পেনেগিৰিষ্ট,"प्रशस्तिकार, विरुदकार"
ত্ৰাস,आतंक
ত্ৰাস,2. तहलका
আতংক-মংগাৰ,आतंककारक
পোপৰ পদ,पोपतंत्र
পোপৰ পদ,2. पोप पद
পোপৰ পদ,3. पोप अवधि
পোপৰ পদ,"4. पोप-परंपरा, पोपीय उत्तराधिकार"
পোপৰ ম&#39;হ,पोप का आदेश-पत्र
পোপবাদ,पोपवाद
পোপবাদ,2. पोपतंत्रीय व्यवस्था
পোপবাদী,पोपवादी
পোপৰ ৰাজ্য,पोप-राज्य
পেপিজম (=পেপিষ্ট্ৰি),पोपवाद
পেপিষ্ট,पोपवादी
পেপিৰাছ,पेपाइरस
দৃষ্টান্ত,दृष्टांत कथा
পেৰামাউণ্ট,परमोच्च
Paramountcy (=পৰম শক্তি),परमोच्च शक्ति
পেৰামাউণ্ট লেডী,सम्राज्ञी
পৰম প্ৰভু,सम्राट्
পাৰ্চমেণ্ট,चर्मपत्र
পাৰ্চমেণ্ট,"2. पार्चमेंट, चर्मपत्र पांडुलिपि"
পাৰ্চমেণ্ট,3. पत्र
ক্ষমা কৰিব,क्षमा
পাৰ্লিছ,"संधिवार्ता, सुलह की बातचीत"
পাৰ্লিছ,2. विमर्श
সংসদ (=সংসদ),"पार्लियामेंट, पार्लेमैन"
সংসদ,पार्लियामेंट
সংসদ,2. संसद
সংসদ,3. पार्लियामेंट
সংসদ আইন,पार्लियामेंट अधिनियम
সংসদ সদস্য,"सांसदिक, संसदविज्ञ"
সংসদ সদস্য,"2. संसदीय पद्धति का समर्थक, पार्लियामेंट समर्थक"
সংসদীয় এজেণ্ট,संसदीय प्रतिनिधि
পাৰ্নেলিজম,पारनेलवाद
পেৰ’ল,पैरोल
পেৰ’ল,2. संबंध मुक्ति
পেৰিচাইড,पितृहंता
পেৰিচাইড,2. गुरुजनंहंता
পাৰ্টিছান,"पक्षपाती, पक्षधर"
পাৰ্টিছান,2. लड़ाका
পাৰ্টিছান,3. गुरिल्ला
উত্তীৰ্ণ,"दर्रा, गिरी-द्वार"
পাছ ৱৰ্ড (=watch word),संकेत शब्द
পেট্ৰিয়াৰ্ক,कुल-पिता
পিতৃপুৰুষসকল,"(बहुवचन में) जैकब के वंशज; डब्राहीम, इशाक, जैकब और उनके पूर्वज।"
পেট্ৰিচিয়ান,कुलीन
পৈতৃকত্ব,पैतृकी
পেক্স ব্ৰিটানিকা,पैक्स ब्रिटेनिका ब्रिटिश साम्राज्य द्वारा शांति-स्थापना
পেক্স ৰোমানা,"पक्स रोमाना, रोमन साम्राज्य द्वारा स्थापित शांति"
বংশবৃক্ষ,वंशानुक्रम
বংশবৃক্ষ,2. वंश-वृक्ष
বংশবৃক্ষ ব্যক্তি,"कुलीन व्यक्ति, उच्च कुलोत्पन्न व्यक्ति"
সহকৰ্মী,पियर
সহকৰ্মী,2. समपदस्थ
পিৰেজ,पियर पद
পিৰেজ,2. पियर वर्ग
পিৰেজ,3. पियरेज
আয়াৰলেণ্ডৰ সমনীয়া,आयरलैंड के पियर
স্কটলেণ্ডৰ সমনীয়া,स्कॉटलैंड के पियर
উপদ্বীপীয় অভিযান,प्रायद्वीपीय अभियान
উপদ্বীপীয় যুদ্ধ,प्रायद्वीपीय युद्ध
পেনেণ্ট,पताका
জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ),"लोक माँग पत्र, पीपुल्स चार्टर"
জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট),जन मोर्चा
পাৰ্ফিডি,विश्वासघात
সময়কাল,अवधि
সময়কাল,2. काल
পেৰিফেৰী,परिधि
স্থায়ী বন্দোবস্ত,"इस्तमरारी बंदोबस्त, स्थायी बंदोबस्त"
চিৰন্তন ফিফ,स्थायी जागीर
ফালানক্স,सैन्य व्यूह
ফালানক্স,2. फैलेक्स
ফ্ৰাউন,"फेरो, फ़राऊन, फेरोन"
চিত্ৰচিত্ৰ,चित्राक्षर
পিক্টোগ্ৰাফ,चित्रलेख
পিক্টোগ্ৰাফ,2. चित्रमय ग्राफ
তীৰ্থযাত্ৰী,तीर्थ यात्री
তীৰ্থযাত্ৰী পিতৃসকল,पिलग्रिम फादर्स
লুটপাত,लूट
লুটপাত,2. लूट का माल
স্তম্ভ,स्तंभ
স্তম্ভ আদেশ (অশোকৰ),अशोक के स्तंभ लेख
স্তম্ভ আদেশ (অশোকৰ),स्तंभ लेख
স্তম্ভ আদেশ (অশোকৰ),2. लघु स्तंभ लेख
পাইৰেট,"जलदस्यु, समुद्री डाकू, समुद्र दस्यु"
পাইৰেট,2. दस्युपोत
পিটচড যুদ্ধ,घमासान युद्ध
পটভূমি,षड़यंत्र
পলিছ,नगर
পলিছ,2. नगर राज्य
পলিটাৰ্চ,पुर-शासक
ৰাজনৈতিক এজেন্ট,"राजनीतिक एजेंट, राजनीतिक अभिकर्त्ता"
ৰাজনৈতিক আশ্ৰয়,राजनीतिक शरण
ৰাজনৈতিক আৱাসী,राजनीतिक राज्य प्रतिनिधि
ৰাজনৈতিক সন্ত্ৰাসবাদ,राजनैतिक आतंकवाद
ভোটগ্ৰহণ কৰ,व्यक्ति कर
পণ্টুন,"नौका सेतु, नाव पुल"
প্ৰধানমন্ত্ৰী,प्रधान
প্ৰধানমন্ত্ৰী,2. प्रधान मंत्री
প্ৰিমিয়াৰ লীগ,प्रधान मंत्री-पद
ৰাষ্ট্ৰপতিত্ব,प्रदेश
ৰাষ্ট্ৰপতিত্ব,2. प्रेसीडेन्सी
ৰাষ্ট্ৰপতি,"प्रधान, अध्यक्ष"
ৰাষ্ট্ৰপতি,2. राष्ट्रपति
প্ৰেচিডিয়াম,"प्रेसीडियम, अध्यक्षमंडल, प्रधान परिषद"
প্ৰধানমন্ত্ৰী,प्रधान मंत्री
প্ৰাইমোজেনিচাৰ,ज्येष्ठाधिकार
প্ৰিন্স,नरेश
প্ৰিন্স,2. राजकुमार
প্ৰিন্স বিচপ,प्रिंस बिशप
প্ৰিন্স কনচৰ্ট,"महारानी-पति, प्रिंस कंसर्ट"
প্ৰিন্স ৰিজেণ্ট,राज-अभिभावक
পিন্স ৰেগনেণ্ট,शासक युवराज
ৰাজকুমাৰী ৰিজেণ্ট,राज-अभिभाविका
ৰাজকুমাৰী ৰয়েল,ज्येष्ठ राजकुमारी
প্ৰিন্সিপালিটি,राज्य
প্ৰিন্সিপালিটি,2. देशी राज्य
প্ৰিন্সিপালিটি,3. सामंत देश
পুৰষ্কাৰ,युद्ध उपहार
পুৰষ্কাৰ,2. समुद्री लूट
পুৰস্কাৰৰ ধন,विजित धन
পেছাদাৰী সৈনিক,"पेशेवरसिपाही, व्यावसायिक सैनिक"
প্ৰতিশ্ৰুতি,"वचन, वायदा"
প্ৰমন্টৰী দুৰ্গ,अंतरीप दुर्ग
প্ৰটেক্টৰেট,"संरक्षित राज्य, संरक्षित देश"
প্ৰটেক্টৰেট,2. संरक्षण-काल
প্ৰটেক্টৰেট,प्रोटेक्टोरेट
Protégé,आश्रित
উৎপত্তিস্থল,प्राप्ति-स्थान
উৎপত্তিস্থল,2. मूलस्रोत
প্ৰভেনেন্স ব্যৱস্থা,उद्गम-पद्धति
জিয়নিষ্ট সমৰ্থক,यहूदी समर्थक
ৰাজহুৱা শত্ৰু,लोक-शत्रु
ৰাজহুৱা শত্ৰু,2. शत्रु राष्ट्र; युद्धरत राष्ट्र
বিৰাম চিহ্ন,संधि पूर्व वार्ता
পুনিক যুদ্ধ,प्यूनिक युद्ध
পিউৰিটান,प्यूरिटन
পুচ্চ,पुश
কোৱাড্ৰিগা,चतुरश्व रथ
চতুৰ্ভুজ মিত্ৰতা,"चतष्ट्र मैत्री, चतुर्राष्ट्र संश्रय"
কোৱাকাৰ,क्वेकर
ৰাণী,"रानी, राजमहिषी"
ৰাণী কনচৰ্ট,राजपत्नी
ৰাণী বিধৱা,स्वर्गीय राजा की पत्नी
কুইনডম,सम्राज्ञी का पद
কুইনডম,2. राज्य
ৰাণী মা,राजमाता
ৰাণী ৰাজত্ব কৰা,शासिका रानी
কুইছলিং,"देश-द्रोही, विभीषण"
কুইছলিং,2. क्विसलिंग
ভাড়া এৰি দিয়ক,सेवामुक्ति लगान
কুইভাৰ,"तरकश, तूणीर"
Quo warranto,अधिकार-पृच्छा
জাতি,प्रजाति
বৰ্ণবাদী আধিপত্য,प्रजातीय सर्वोच्चता
ৰেক,शिकंजा
ৰেক,2. उत्पीड़क यन्त्र
অভিযান,धावा
অভিযান,2. छापा मारना
ৰেমপাৰ্ট,"दुर्ग प्राचीर, परकोटा"
ৰেমপাৰ্ট,2. दुर्ग-प्राचीर ढाल
ৰেনছাক,लूट-खसोट करना
মুক্তিপণ,"मुक्तिमूल्य, फिरौती"
মুক্তিপণ,"2. निष्क्रय, निःक्रय"
ৰেভেজ,विध्वंस
ৰেভেজ,विध्वंस-परिणाम
ৰাজ্য,राज्य
ৰিয়াৰ গাৰ্ড,"चंदावल, पार्ष्णि"
ৰিয়াৰ গাৰ্ডৰ একচন,चंदावल हमला
বিদ্ৰোহী,विद्रोही
বিদ্ৰোহ,विद्रोह
বিদ্ৰোহৰ স্বীকৃতি,विद्रोह-मान्यता
পুনৰ পৰিবাহী,बलात् निष्कासन
গোপনীয়তা,"वीक्षण, टोह"
পুনৰ্গঠন,पुनर्निर्माण
নথিভুক্ত,"अभिलेख, रिकॉर्ड"
ৰেকৰ্ড অফিচ,"रिकॉर्ड आफिस, अभिलेख कार्यालय"
অৱসৰৰ অভিলেখ,अभिलेख की निवृत्ति
ৰঙা চাৰ্ট,"लालकुर्ती वाला, खुदाई खिदमतगार"
সংস্কাৰ,"धर्मसुधार आंदोलन, रिफॉर्मेशन"
শৰণাৰ্থী,शरणार्थी
ৰেগালিয়া,राजाधिकार
ৰেগালিয়া,2. राजचिह्र
ৰেগালিয়া,3. राजपरिधान
ৰিজেন্সি,"प्रतिशांसन-व्यवस्था, रीजेंसी"
ৰিজেণ্ট,"प्रतिशासक, रीजेन्ट"
ৰিজেণ্ট কুইন,अभिभावक रानी
ৰেজিচাইড,"राजहंता, नृपध्न, नृपहंता"
ৰেজিচাইড,"राजहंता, रेजिसाइड्स"
শাসন ব্যৱস্থা,"राज्यकाल, शासन-काल"
শাসন ব্যৱস্থা,2. शासन-पद्धति
অঞ্চল,"प्रदेश, क्षेत्र"
ৰেগনাল বছৰ,"राज्य-संवत्, राज्य वर्ष"
ৰেগনেণ্ট,"शासक, शासन करने वाला"
ৰেগনাম,राज्यकाल
ৰাইচ,"राईख, जर्मन साम्राज्य"
ৰাজত্ব কৰক,राज्य काल
ৰাজত্ব কৰক,2. शाही शासन या राजसी प्राधिकार।
ৰাজত্ব কৰা পৰিয়াল,राज परिवार
আতংকৰ ৰাজত্ব,आतंक काल
আতংকৰ ৰাজত্ব,2. आतंक राज्य
শক্তিশালী কৰক,कुमुक
শক্তিবৰ্ধক,कुमुक भेजना
পুনৰ নিযুক্তি,"पुनः स्थापना, बहाली"
পুনৰ বিনিয়োগ কৰক,प्रति स्थापना
ৰিলে পোষ্ট,"बदल चौकी, टपाल चौकी"
ৰিলেৰ পথ,"टपाल मार्ग, डाक-मार्ग"
ৰিলে ব্যৱস্থা,"टपाल व्यवस्था, अभिचालन व्यवस्था"
মুক্তি দিয়া,"रिहाई, मुक्ति"
মুক্তি দিয়া,2. छूट
ত্যাগ,"त्याग, परित्याग"
ত্যাগ,2. संन्यास
ৰেপাৰ্টৰী (=ইনভেণ্টৰী),बृहत् सूची
ভঁৰাল,भंडार
ভঁৰাল,2. संग्रहालय
ৰিপাব্লিক,"गणराज्य, गणतंत्र"
গণৰাজ্য দিৱস,गणराज्य दिवस
পুনৰ লিপিবদ্ধ কৰক,लिखित समाधान
পুনৰ লিপিবদ্ধ কৰক,2. राजाज्ञा
বাসিন্দা,रेजीडेंट
পুনৰুদ্ধাৰ,पुनः स्थापना
পুনৰুত্থান,(ईसा का) पुनरुत्थान
পুনৰুত্থান,2. पुनुरूज्जीवन
পশ্চাদপসৰণ,पीछे हटना
ওলোটা (এটা মুদ্ৰাৰ),(सिक्के का) पृष्ठ भाग
বিদ্ৰোহ,विद्रोह
বিপ্লৱ,क्रांति
"বিপ্লৱ, ফৰাচী","फ्रांसीसी क्रांति, फ्रांस की राज्य क्रांति"
বিপ্লৱ গৌৰৱময়,अ. दे. Glorious Revolution
"বিপ্লৱ, ঔদ্যোগিক",औद्योगिक क्रांति
ৰাইজিং,"विप्लव, बल्वा"
পচি যোৱা-বৰো,राटन बरो
ৰাফ ৰাইডাৰ,रफ राइडर्स
ঘূৰণীয়া মূৰ,राउन्ड हेड्स
ৰাউট,"भगा देना, परास्त करना, खदेड़ना"
ৰয়েল দৰ্শক,"राजा से भेंट, राज-दर्शन"
ৰয়েল চাৰ্টাৰ,शाही फरमान
ৰয়েল ক্ৰেষ্ট,राजचिह्र
ৰয়েল ক্ৰেষ্ট,2. राजकिरीट
ৰয়েল ডিক্রী,राजाज्ञा
ৰুব্ৰীক,रूबर‍िक
ধ্বংসাৱশেষ,"भग्नावशेष, ध्वंसावशेष, खंडहर"
দৌৰবিদ,"धावक, हरकारा"
ভেঙুচালি কৰা,"अंतध्वंस, तोड़फोड़"
ছাবেৰ,खंग
চেব্ৰেছ,"रिसाला, अश्वारोही दल"
ত্যাগ,यज्ञ
ত্যাগ,2. बलि
ত্যাগ,3. बलिदान
নিৰাপদ আচৰণ,अभय दान
সুৰক্ষা,"रक्षोपाय, रक्षा-विधान"
সুৰক্ষা,2. सुरक्षण बचाव
সুৰক্ষাৰ কৰ্তব্য,पूर्व रक्षात्मक कर
চেলি,धावा
চেলি-পৰ্ট,धावा द्वार
ৰাজদণ্ড,राजदंड
স্কিমিটাৰ,"तलवार, शमशीर"
দ্বিতীয় বাগিচা,"द्वितीय संपदा, अभिजात वर्ग"
পন্থা,संप्रदाय
পন্থা,2. पंथ
বাজেয়াপ্ত,कब्जा
বাজেয়াপ্ত,2. अधिग्रहण
চেনেট,सेनेट (प्राचीन रोम की संसद)
চেনেট,2. सेनेट
চেনেট,3. अभिषद्
চেনেট,4. सेनेट
Serf (=bordar বা villein),कृषिदास
Serf (=bordar বা villein),"2. खिदमती, दास"
দাসত্ব (serfhood বা serfage),कृषि-दासता
দাসত্ব (serfhood বা serfage),2. कृषि दास-व्यवस्था
ছাঁ ৰজা,नाम मात्र का राजा
জাহাজৰ ধন,जहाज कर
শ্বক সৈন্য (=ধুমুহা সৈন্য),आक्रामी सेना
চুটি সংসদ,"स्वल्पावधि पार्लियार्मेट, अल्पकालीन पार्लियामेंट"
স্কিমিছ,झड़प
দাস,"दास, गुलाम"
দাসত্ব,दास-प्रथा
দাসত্ব,"2. दासता, गुलामी"
সৈনিক ৰাষ্ট্ৰনেতা,सैनिक राजमर्मज्ञ
বৰশী,बल्लम
বৰশীৰ মূৰ,हरावल
গোলক,प्रभाव क्षेत्र
স্ফ্ৰেজিষ্টিকছ,"मुहर-विद्या, मुद्रा-विद्या"
ব্যৱস্থা নষ্ট কৰে,पद पुरस्कार व्यवस्था
স্কোৱায়াৰ,बड़ा भूस्वामी
স্কোৱায়াৰ,2. स्कवायर
স্কুয়াৰআৰ্চি,जमींदार वर्ग
স্কুয়াৰআৰ্চি,2. भूस्वामी प्रभावित तंत्र
মানদণ্ড,ध्वज
ষ্টেণ্ডাৰ্ড-বাহক,ध्वज-वाहक
থিয় হৈ থকা সেনাবাহিনী,स्थाई सेना
ষ্টেণ্ডিং অৰ্ডাৰ,मानक निर्देश
ষ্টেণ্ডিং অৰ্ডাৰ,2. स्थाई आज्ञा
ৰাষ্ট্ৰনেতা,"राजनीति विशारद, राजनीति मर्मज्ञ"
শিলৰ শিলালিপি,"प्रस्तर लेख, पाषाणलेख"
ধুমুহাৰ সৈন্য,तूफानी दस्ता
কৌশল,"कूट युक्ति, कूट उपाय"
কৌশল,"युद्ध चालन विद्या, सामरिकी"
কৌশল,2. फौजी दाँव-पेच
কৌশল,3. रण-फौशल
ষ্ট্ৰেট’ক্ৰেচি,सैनिक शासन
বিবাদ,संघर्ष
বিবাদ,2. मतभेद
শক্তিশালী ধৰি ৰখা,गढ़
শক্তিশালী ধৰি ৰখা,2. प्रमुख केंद्र
সহযোগী টেলায়েন্স,सहायक संधि
উত্তৰাধিকাৰ,उत्तराधिकारी
উত্তৰাধিকাৰী,उत्तराधिकारी
ভোটাধিকাৰ,मताधिकार
ভোটাধিকাৰী,मताधिकारवादी
চুলতানত্ব,सल्तनत
চুলতানত্বৰ যুগ,सल्तनत-काल
সমৰ্পণ,अभ्यर्पण
চুজেৰেইন,अधिराज
চুজেৰেইন ৰাজ্য,अधिराज्य
তৰোৱালধাৰী,"शमशीरबाज, खड़गधारी, असियोद्धा"
টামমানী ছ&#39;চাইটি,टैमनी समाज
টেম্পাৰড তৰোৱাল,पानी चढ़ी तलवार
ভাড়াতীয়া,काश्तकार
ভাড়াতীয়া,"2. किराएदार, आसामी"
অঞ্চল,"भूभाग, इलाका, अमलदारी"
অঞ্চল,2. प्रदेश
টেৰিটৰী চৰকাৰ,टेरिटरी गवर्नमेन्ट
সন্ত্ৰাসবাদ,"आतंकवाद, संत्रासवाद"
তৃতীয় বাগিচা,"तृतीय वर्ग, जनता, जनसाधारण"
তিনিটা বাগিচা,तीन वर्ग
টোল,"पथकर, राहदारी"
টোল হাউচ,चुंगी घर
সমাধিস্থল,"तूंब, मकबरा"
ট&#39;ৰী,टोरी
টটেম,"गणचिह्र, कुलचिह्र, टोटेम"
টাৱাৰ,मीनार
টাৱাৰ,2. मचान
বিজয়ৰ টাৱাৰ,"जयस्तंभ, कीर्ति-स्तंभ"
বিশ্বাসঘাতক,"देशद्रोही, गद्दार"
বিশ্বাসঘাতকতা,विश्वासघात
দেশদ্ৰোহ,राजद्रोह
সন্ধি,संधि
যুদ্ধৰ দ্বাৰা পৰীক্ষা (=যুদ্ধৰ দ্বাৰা ট্ৰেইল),द्वंद्ध युद्ध परीक्षा
শ্ৰদ্ধাঞ্জলি,"खिराज, राजस्व"
শ্ৰদ্ধাঞ্জলি,2. राजकर
শ্ৰদ্ধাঞ্জলি ভূমি,खिराजी भूमि
ট্ৰিপল এলায়েন্স,त्रिराष्ट्रीय (मैत्री) संधि त्रिपक्षीय संधि
ট্ৰিপল এণ্টেণ্ট,"त्रिराष्ट्र सौहार्द्र, ट्रिपल आंतांत"
জয়লাভ,विजय
জয়লাভ,2. विजय शोभा-यात्रा
অস্থিৰতা,विक्षोभ
অত্যাচাৰী হত্যা,निरंकुश-घातक
অত্যাচাৰী হত্যা,2. क्रूर घात
অত্যাচাৰ,निरंकुश शासन
অত্যাচাৰ,2. निरंकुशता
অত্যাচাৰী,"निरंकुश शासक, अत्याचारी शासक"
উহলান,उलान
উকাচে,उकाज
উকাচে,2. राजाज्ञा
উলেমা,उल्मा
আলটিমেটাম,अंतिम चेतावनी
আলটিমেটাম,2. अंतिम प्रस्ताव
ককাক ছেম,अंकिल सैम
আণ্ডাৰ-কিং,अधीनस्थ राजा
ইউনাইটেড আইৰিছমেন,युनाइटेड आयरिशर्मन
যুক্তৰাষ্ট্ৰ,संयुक्त राष्ट्र संघ
সংযুক্ত প্ৰভিন্স,संयुक्त प्रांत
সংযুক্ত প্ৰভিন্স,2. युनाइटेड प्राविन्सेज़
ইউনিভেলেটেড দুৰ্গ,एक प्राचीर दुर्ग
সাৰ্বজনীন ৰজা,"चक्रवर्ती राजा, सार्वभौम राज"
সাৰ্বজনীন ভোটাধিকাৰ,सर्वजनीन मताधिकार
বিদ্ৰোহ,"विद्रोह, विप्लव"
দখল কৰা,"बलादग्रहण, हड़पना"
দখলদাৰী,बलादग्रहणकर्त्ता
ইউটোপিয়া,"यूटोपिया, काल्पनिक राज्य"
ভাণ্ডাল,कला विध्वंसक
ভাঙি-ছিঙি পেলোৱা,कला विध्वंस
ভ্যানগাৰ্ড,नासीर
ভ্যানগাৰ্ড,"2. सेनामुख, सेनाग्र"
ভ্যানগাৰ্ড,3. हरावल
ভাৰংগিয়ান,वैरेंजियायी
ভাৰংগিয়ান গাৰ্ড,वैरेंजियायी रक्षक
ভেছাল,असामी
ভেছাল,2. दास
ভেছাল অৱস্থা,"अवराज्य, सामंती राज्य"
ভেটিকান কাউন্সিল,पोप परिषद
পাত্ৰ,"जहाज, पोत"
পাত্ৰ,2. यान
পাত্ৰ,3. बर्तन
উপ-ৰজা,अo देo viceroy
ভাইচৰয়,वाइसराय
ভাইচৰয়লিটি=ভাইচৰয়শ্বিপ,वाइसराय का पद
ভিক্টৰ,विजेता
বিজয়,विजय
ভিলেইন,कृषिदास
জলপথে গমন,समुद्र-यात्रा
দুৰ্বল দুৰ্গ,"सुभेद्य दुर्ग, सहजभेद्य दुर्ग"
ৱাল পেইন্টিং,भित्ति चित्रकारी
ৱাল পেইন্টিং,2. भित्ति चित्र
যুদ্ধ,युद्ध
যুদ্ধ-প্ৰভু,महान सेनानी
যোদ্ধা,योद्धा
যোদ্ধা,2. सैनिक
যোদ্ধা,3. जंगलू
যুদ্ধজাহাজ,"युद्धपोत, जंगी जहाज"
ৱাচ-ৱৰ্ড,संकेत शब्द
কল্যাণকামী ৰাষ্ট্ৰ,"लोक कल्याणकारी राज्य, जनहितकारी राज्य"
কল্যাণমূলক কাম,कल्याण-कार्य
হুইগ,हविग
বগা পতাকা,"श्वेत ध्वज, सफेद झंडा"
বগা মানুহৰ বোজা,"श्वेत जाति का भार, श्वेत जाति का दायित्व"
বিশ্ব সাম্ৰাজ্য,विश्व-साम्राज्य
বিশ্ব আন্দোলন,विश्वव्यापी आंदोलन
বিশ্ব ৰাজনীতি,विश्व-राजनीति
বিশ্ব শক্তি,विश्वा-शक्ति
বিশ্বযুদ্ধ,विश्वयुद्ध
ৰেকাৰ,पोत-भंजक
ধ্বংসাত্মক সংশোধনী,विनाशकारी संशोधन
জেনেলাচিছ,"जैनेलेजिया, अप्रवेशन"
বিদেশী ঘৃণা,विदेशी जनभीति
য়েংকি,यांकी
হালধীয়া জেকেট,पीत परिधान
হালধীয়া মানুহ,पीत जाति
হালধীয়া বিপদ,"पीत आतंक, पीत भीति"
হালধীয়া প্ৰেছ,सनसनीखेज समाचार पत्र
যুৱ তুৰ্কী,"यंग टर्क, युवा तुर्क"
জিউছ,"जूस, देवाधिपति"
জায়নিজম,यहूदीवाद
জৰদস্তি ধৰ্ম,"पारसी धर्म, ज़रथुष्ट्र  धर्म"
