Hindi,Bengali
बड़ा कांटा,মেরিল
मेस्ता,মেস্তা
पुदीना,পুদিনা
"करंघु, नकटमाला",মলুচা বিন
बड़हल,বানর জ্যাক
सहजन,সজনে
हिरनखुरी,সকালের গ্লোরি (কনভলভুলাস)
मौसम्बी,মোসম্বি
मोठ,মথ বিন
शहतूत,তুঁত
खुंब,মাশরুম
खरबूज,কস্তুরী তরমুজ
कस्तूरी,কস্তুরী
सरसों,সরিষা
विलायती मैंहदी,মার্টল
"हाथी घास, नेपियर घास",ম্যাপিয়ার ঘাস
"मीली बग, गुजिया कीट",ফ্যাকাশে ছারপোকা
"मशकाभ, मिज",মিজ
"चिचंड़ी, बरूथी",মাইটস
बंदर,বানর
मच्छर,মশা
"पतंगा, शलभ",মথ
मौसम विज्ञानी,আবহাওয়াবিদ
सूक्ष्म जीवविद्,মাইক্রোবায়োলজিস্ট
कवक विज्ञानी,মাইকোলজিস্ট
अतिसूक्ष्मप्रौद्योगिकी,ন্যানো টেকনোলজি
कुंभीरूप,নেপিফর্ম
स्वापक,মাদক
अनुकुंचनीय गति,Nstic আন্দোলন
राष्ट्रीय प्रदर्शन,জাতীয় বিক্ষোভ
भूमि का राष्ट्रीयकरण,জাতীয়করণ (জমির)
"प्राकृतिक, प्राकृत",প্রাকৃতিক
प्राकृतिक अपरदन,প্রাকৃতিক ক্ষয়
प्राकृतिक खेती,প্রাকৃতিক কৃষিকাজ
प्राकृतिक संसाधन,প্রাকৃতিক সম্পদ
प्राकृतिक वरण,প্রাকৃতিক নির্বাচন
प्राकृतिक वनस्पति,প্রাকৃতিক উদ্ভিদ
वृंत,ঘাড় (হর্ট)
ऊतकक्षय,নেক্রোসিস
मकरंद,অমৃত
ऋणात्मक ऐलीलोपैथी,নেতিবাচক অ্যালোলোপ্যাথি
सूत्रकृमिनाशी,নেমেটিকাইড
सूत्रकृमिरोधी मूलवृंत,নেমাটোড প্রতিরোধী রুটস্টক
सूत्रकृमिविज्ञान,নেমাটোলজি
चिरडिंभता,নিউটেনি
नेट स्वांगीकरण दर,নেট আক্রমণের হার (এনএআর)
कुल लाभ,নেট লাভ
कुल आय (फार्म आय),নিট আয় (খামার আয়)
कुल सिंचाई आवश्यकता,নেট সেচের প্রয়োজনীয়তা
कुल उत्पादकता,নেট উত্পাদনশীলতা
कुल प्रतिफल,নেট রিটার্ন
"जाली लगाना, जाली से पकड़ना",জাল
"न्यूरॉन, तंत्रिकोशिका",নিউরন
"निष्प्रभावी, उदासीन",নিরপেক্ষ
उदासीनता,নিরপেক্ষতা
"उदासीनीकरण, निष्प्रभावीकरण",নিরপেক্ষকরণ
उदासीन मृदा,নিরপেক্ষ মাটি
न्यूट्रॉन नमीमापी,নিউট্রন আর্দ্রতা মিটার
"निकेत, कर्मस्थिति, कर्मता",কুলুঙ্গি
निकोटिन,নিকোটিন
"मल, विष्ठा",রাতের মাটি
नाइट्रेट स्वांगीकरण,নাইট্রেট সংমিশ্রণ
नाइट्रेट अवकरण,নাইট্রেট হ্রাস
नाइट्रेट विषाक्तता,নাইট্রেট বিষাক্ততা
"शोरा, नाइटर",নাইট্রে
नाइट्रीकरण संदमक,নাইট্রিফিকেশন ইনহিবিটার
नाइट्रोजन स्वांगीकरण,নাইট্রোজেন সংমিশ্রণ
नाइट्रोजन चक्र,নাইট্রোজেন চক্র
नाइट्रोजन न्यूनता,নাইট্রোজেনের ঘাটতি
नाइट्रोजन स्थिरीकरण,নাইট্রোজেন স্থায়ীকরণ
नाइट्रोजनी,নাইট্রোজেনাস
उत्कृष्टीकरण,নোবিলাইজেশন
"पौंडा, मोटा गन्ना",নোবেল বেত
रात्रिचर,নিশাচর
"गांठ, पर्वसंधि, नोड",নোড
ग्रांथिल (मूल) पादप,নোডুলেটেড উদ্ভিদ
ग्रंथन,নোডুলেশন
ग्रंथि,নোডুল
"घुमंतू, चलवाही, खानाबदोश",যাযাবর
नाम पद्धति,নামকরণ
अविकल्पी,অ্যালালিক
अकेशिका रंध्र,নন কৈশিক ছিদ্র
अप्रतिस्पर्धी सस्य,প্রতিযোগী ফসল
निरर्थक उत्परिवर्तन,বাজে কথা
असार्थक,অ -তাৎপর্যপূর্ণ
अनम्लकारी उर्वरक,অ-অ্যাসিড গঠন সার
अयुग्मन,অ-কনজুগেশন
अज्ञातकुल (पशु),নন-ডেস্ক্রিপ্ট (প্রাণী)
अनावश्यक तत्व,অপ্রয়োজনীয় উপাদান
असमांग,অ-সমজাতীয়
"असमधर्मी, असमजात",নন-হোমোলজাস
अध्रुवीय यौगिक,নন-মেরু যৌগ
अनवीकरणीय ऊर्जा,পুনর্নবীকরণযোগ্য শক্তি
अवरणात्मक स्पर्श शाकनाशी,অ-নির্বাচিত যোগাযোগ হার্বাইসাইড
अवरणात्मक शाकनाशी,অ-নির্বাচনী ভেষজনাশক
असहजीवी नाइट्रोजन स्थिरीकरण,অ-সিম্বিওটিক নাইট্রোজেন স্থিরকরণ
सामान्य वितरण,স্বাভাবিক বন্টন
सामान्य पौध,সাধারণ চারা
सामान्य विलयन,সাধারণ সমাধান
सामान्यीकरण,স্বাভাবিককরণ
नार्दर्न शोषण,উত্তর ব্লটিং
"सूचनीय रोग, विज्ञाप्य रोग",লক্ষণীয় রোগ
बिना जुताई के बुवाई,কোন টিল রোপণ
अनिष्टकारी खरपतवार,ক্ষতিকারক আগাছা
नाभिकीय चुंबकीय अनुनाद,পারমাণবিক চৌম্বক
न्यूक्लिक अम्ल,নিউক্লিয়াস অ্যাসিড
न्यूक्लियोबैक्टर,নিউক্লোব্যাক্টর
"न्यूक्लियोलस, केंद्रिका",নিউক্লিওলাস
न्यूक्लियोटाइड,নিউক্লিওটাইড
केन्द्रक,নিউক্লিয়াস
निराकरणीय परिकल्पना,নাল হাইপোথিসিস
शून्यसूत्री,নুলিসমিক
शून्य उत्परिवर्तन,নাল-মিউটেশন
धात्री कोशिका,নার্স সেল
"पोषक फसल, पोषक सस्य",নার্স ফসল
"रोपणी, नर्सरी, पौधशाला",নার্সারি
"दृढ़ फल, गुठली, दृढ़कण",বাদাম
पोषक चक्र,পুষ্টিকর সাইক্লিং
पोषक न्यूनता लक्षण,পুষ্টির ঘাটতির লক্ষণ
पोषण,পুষ্টি
पोषण मान,পুষ্টির মান
पोषण मान सूचकांक,পুষ্টিকর মান সূচক
उभयनिष्ठ,কৃষি সম্পর্কিত গুরুত্বপূর্ণ উদ্ভিদের নাম
ककरोंदा,নাগাই কর্পূর
नर्गिस,নারকিসাস
कलौंजी,কালোজিরা
रामतिल,নাইজার
रात की रानी,নাইট জেসমিন
गोफल,নিপা পাম
सागरमोथा,বাদাম ঘাস
मोथा,বাদাম সেজ
जायफल,জায়ফল
सूत्रकृमि,নেমাটোড
नट घुन,বাদাম Weevil
सूत्रकृमि विज्ञानी,নেমাটোলজিস্ট
अविकल्पी वायुजीव,বাধ্যতামূলক বায়ব
अविकल्पी अवायुजीव,বাধ্য করুন অ্যানেরোবস
अविकल्पी परजीवी,বাধ্যতামূলক পরজীবী
अविकल्पी,বাধ্যতামূলক
अवांछित पौधे,অফ-টাইপ গাছপালা
खली,তেল কেক
ओकाजाकी खंड,ওকাজাকি খণ্ড
"शाकभाजी उत्पादन, शाकभाजी संवर्धन",ওলারিকালচার
अल्पजीन,অলিগোজিন
अल्पन्यूक्लियोटाइड,অলিগনুক্লিওটাইড
जैतून का तेल,জলপাই তেল
ओमेगा-3-वसीय अम्ल,ওমেগা -3-ফ্যাটি অ্যাসিড
सर्वाहारी,সর্বজনীন
अर्बुद जीन,অনকোজিন
अर्बुदजनक विषाणु,অনকোজেনিক ভাইরাস
"कैंसर विज्ञान, अर्बुदविज्ञान",অনকোলজি
प्रक्षेत्र पर अनुसंधान,অন-ফার্ম গবেষণা
अडंक,ওসাইটি
प्रचालन लागत,পরিচালনা খরচ
"ओपेरॉन, प्रचालेक",অপেরন
अवसरी सस्यन,সুযোগ ফসল
इष्टतम मात्रा,সর্বোত্তম ডোজ
इष्टतम आर्थिक मात्रा,সর্বোত্তম অর্থনৈতিক ডোজ
फलोद्यान की दक्षता,বাগানের দক্ষতা
जैविक कृषि,জৈব কৃষি
"कार्बनिक कोलॉइड्स, कार्बनिक कलिल",জৈব কলয়েডস
जैविक खेती,জৈব চাষ
जैविक खाद,জৈব সার
"जैविक पदार्थ, कार्बनिक पदार्थ",জৈবপদার্থ
जैविक नाइट्रोजन (मृदा),জৈব নাইট্রোজেন (মাটি)
जैविक फॉस्फोरस,জৈব ফসফরাস
"कार्बनिक मृदा, जैविक मृदा",জৈব মাটি
जैविक अपशिष्ट,জৈব বর্জ্য
"जैविक, कार्बनिक",জৈব
संगठित विपणन,সংগঠিত বিপণন
अंग विकास,অর্গোজেনেসিস
इंद्रियग्राही मूल्यांकन,অর্গানোলেপটিক মূল্যায়ন
पक्षिविज्ञान,অর্নিনথোলজি
सुसाध्य बीज,গোঁড়া বীজ
लांबिक बहुपद समीकरण,অরথোগোনাল বহুবর্ষ সমীকরণ
परासरण,অসমোসিস
परासरणी प्रभाव,অসমোটিক প্রভাব
परासरणी विभव,অসমোটিক সম্ভাবনা
"उद्भेद, फैलना",প্রাদুর্ভাব
बहिः प्रजनन,প্রজনন আউট
"अवन, बंद चूल्हा",চুলা
शिशिर लंघन,ওভারউইন্টার
अतिव्यापी पीढ़ी,ওভারল্যাপিং প্রজন্ম
अंडाणु,ডিম্বাশয়
ऑक्सीकरण,জারণ
अम्लोद्भिद्,অক্সিলোফাইটস
जई,ওটস
तेल ताड़,তেল করতল
कनेर,ওলিয়েন্ডার
जैतून,জলপাই
प्याज,পেঁয়াজ
पोस्त,আফিম
चिनार,"প্রাচ্য বিমান, ইউরোপীয় বিমান গাছ"
पैकिंग,মোড়ক
बाड़ा,প্যাডক
युगल पंक्ति बुवाई,জোড় সারি রোপণ
"खाद्यता, स्वादिष्टता",স্বচ্ছলতা
"पुष्पगुच्छ, यौगिक असीमाक्ष",প্যানিকেল
पराकेंद्री प्रतिलोमन,প্যারাসেন্ট্রিক ইনভার্সন
प्राचल,প্যারামিটার
परजीवी,পরজীবী
अंशक्वथनन,পার্বিলিং
मृदूतक,পেরেনচাইমা
"जनक शैल, मूल शैल",অভিভাবক শিলা
"स्थायी अनावृष्टि, स्थायी सूखा",পারমানেন্ট খরা
अनिषेकजनन,পার্থেনোজেনেসিস
आंशिक कारक उत्पादकता,আংশিক ফ্যাক্টর উত্পাদনশীলতা
सहभागी ग्रामीण आकलन,অংশগ্রহণমূলক গ্রামীণ মূল্যায়ন
कण घनत्व,কণা ঘনত্ব
निष्क्रिय अवशोषण,প্যাসিভ শোষণ
चरागाह,চারণভূমি
पाश्चुरीकरण,চারণভূমি
पी.सी.आर. (पॉलिमरेज शृंखला अभिक्रिया),পিসিআর (পলিমারেজ চেইন প্রতিক্রিয়া)
भूस्वामित्व खेती,কৃষক কৃষিকাজ
पीट (मृदा),পিট (মাটি)
पेड,পেড
"पुष्पवृंत, वृंत",পেডিসেল
वंशावली,বংশধর
मृदाजनन,পেডোজেনেসিস
मृदाविज्ञान,পেডোলজি
छिलका उतारना,খোসা
"छीलना, विशल्कन",খোসা ছাড়ছে
टिकियाकरण,পেলিটিং
अंतःस्रवण,পারকোলেশন
बहुवर्षीय पादप,বহুবর্ষজীবী
परिकेंद्री प्रतिलोमन,পেরিকেন্ট্রিক ইনভার্সন
परिनगरीय,পেরি-আরবান
पारगम्यता,ব্যাপ্তিযোগ্যতা
स्थायी कृषि,পারম্যাকালচার
स्थायी म्लानि बिंदु,স্থায়ী উইল্টিং পয়েন্ট (পিডব্লিউপি)
पारगम्यता गुणांक,দায়িত্বশীল সহগ
पारगम्यता दर,ব্যাপ্তিযোগ্যতা হার
पारगम्यतामापी,পারমিটার
दीर्घस्थायी शाकनाशी,অবিরাম ভেষজনাশক
पीड़कनाशी,কীটনাশক
शैलोद्भिद्,পেট্রোফাইট
"विभोजी, फाज",ফেজ
समयांतराल बुवाई,পর্যায়ক্রমে রোপণ
"फैस्मिड, प्रणाभक",ফ্যাসমিড
कागजन,ফেলোজেন
फिनोलिक यौगिक,ফেনলিক যৌগিক
"रूपानुकृति विज्ञान, फलोद्गदिकी",ফেনোলজি
"लक्षण प्ररूप, समलक्षणी, लक्षण",ফেনোটাইপ
फीरोमोन,ফেরোমোন
"पोषवाह, फ्लोएम",Phloem
फॉस्फेट स्थिरीकरण,ফসফেট স্থিরকরণ
फॉस्फेट शैल,ফসফেট রক
फॉस्फेट विलयीकरण,ফসফেট দ্রবণীয়করণ
फॉस्फेट विलयीकरण,ফসফেট দ্রবীভূতকরণ
फॉस्फेटाइड,ফসফেটাইড
फॉस्फो-जिप्सम/फॉस्फोरसयुक्त जिप्सम,ফসফো-জিপসাম
फॉस्फोलिपिड,ফসফোলিপিড
फॉस्फोरिलीकरण,ফসফোরিলেশন
प्रकाश वर्णक्रमापी,ফটো স্পেকট্রোমিটার
प्रकाशस्वपोषी,ফটোআউটোট্রফ
प्रकाश रासायनिक अभिक्रिया,ফটোচোমিকাল বিক্রিয়া
प्रकाशिक अपघटन,ফটোডেসেমপজিশন
प्रकाशमिति,ফটোমেট্রি
प्रकाशीय संरचना विकास,ফটোমোরফোজেনেসিস
फोटॉन,ফোটন
प्रकाश ऑक्सीकरण,ফটো-জারণ
"दीप्तिकाल, प्रकाशकाल",ফোটোপিরিওড
दीप्तिकालिता,ফোটোপারিওডিজম
प्रकाशीय फॉस्फोरिलीकरण,ফটোফসফোরিলেশন
प्रकाश पुनर्सक्रियण,Photoreactivation
प्रकाशग्राही,ফটোরিসেপ্টর
प्रकाशीय श्वसन,ফটোরস্পিরেশন
प्रकाश संश्लेषण,সালোকসংশ্লেষণ
प्रकाश संश्लेषी दक्षता,সালোকসংশ্লিষ্ট দক্ষতা
प्रकाश संश्लेषी गुणांक,সালোকসংশ্লিষ্ট কোয়েটেন্ট
प्रकाश संश्लेषी सक्रिय विकिरण,সালোকসংশ্লিষ্টভাবে
प्रकाशानुवर्तन,ফটোট্রোপিজম
पर्णाभता,ফিলোডি
पर्णविन्यास,ফিলোট্যাক্সি
भौतिक अपक्षय,শারীরিক আবহাওয়া
कार्यिकीय विकार,শারীরবৃত্তীয় ব্যাধি
कार्यिकीय शुष्कता,শারীরবৃত্তীয় খরা
कार्यिकीय भार ह्रास,শারীরবৃত্তীয় ক্ষতি
कार्यिकीय परिपक्वता,শারীরবৃত্তীয় পরিপক্কতা
पादपवर्णक,ফাইটোক্রোম
पादप निष्कर्षण,ফাইটেক্সট্রাকশন
पादप भार,ফাইটোমাস
पादप सूत्रकृमि,ফাইটোনম্যাটোড
पादप उपचार,ফাইটোরিমেডিয়েশন
पादप सिडरोफोर,ফাইটোসিডারোফোর
पादप विषालु,ফাইটোটক্সিক
फाइटोट्रोन,ফাইটোট্রন
चित्रालेख,চিত্রগ্রন্থ
पाइ आरेख,পাই ডায়াগ্রাম
दाबमापी,পাইজোমিটার
घट खेती,কলস চাষ
"अवस्थापन, निवेशन (उर्वरक)",স্থান নির্ধারণ (সার)
"बीजांडआसन (पौधों में), अपरा, प्लेसेंटा",প্লাসেন্টা
"सुहागा, पाटा फेरना",প্ল্যাঙ্কিং
पादप प्रजनन,উদ্ভিদ প্রজনন
पादप सघनता,উদ্ভিদ ঘনত্ব
पादप पारिस्थितिकी,উদ্ভিদ বাস্তুশাস্ত্র
पादप वृद्धिकारक,উদ্ভিদ বৃদ্ধি প্রবর্তক
पादप वृद्धि नियामक,উদ্ভিদ বৃদ্ধি নিয়ন্ত্রক
पादप प्रवेशन,উদ্ভিদ ভূমিকা
पादप पोषक (तत्व),উদ্ভিদ পুষ্টি
पादप पोषण,উদ্ভিদ পুষ্টি
पादप संगरोध नियमन,উদ্ভিদ পৃথকীকরণ নিয়ন্ত্রণ
पादप ऊतक परीक्षण,উদ্ভিদ টিস্যু পরীক্ষা
"रोपणी फसलें, बागानी फसलें",বৃক্ষরোপণ ফসল
"प्लांटर, रोपण यंत्र",রোপনকারী
रोपण सामग्री,রোপণ উপাদান
रोपण अनुपात,রোপণ অনুপাত
प्रद्रव्य,প্লাজমা
प्लाज्मा झिल्ली,প্লাজমা মেমব্রেমে
प्लाज्मिड,প্লাজমিড
प्रद्रव्यतंतु,প্লাজমোডেসমাটা
प्रद्रव्यलयन,প্লাজমোলাইসিস
"सुघट्यता, प्लास्टिकता",প্লাস্টিকতা
प्लास्टीकल्चर,প্লাস্টিকচার
लवक,প্লাস্টিড
बहुप्रभावी जीन,প্লিওট্রপিক জিন
प्रखंड (प्रायोगिक),প্লট (পরীক্ষামূলক)
जुताई,লাঙ্গল
खूड़तली,প্লাও-সোল
खूड़तली निवेशन,প্লাও-সোল প্লেসমেন্ট
वर्षा-आधारित धान की भूमियां,প্লুভিয়াল ভাত জমি
वर्षा सबंधी,প্লুভিক
वायुचालुत फुहारक,বায়ুসংক্রান্ত স্প্রেয়ার
श्वसनमूल,নিউমোটোফোর
पॉडजोल मृदा,পডজল মাটি
पॉडजोलीभवन,পডজোলাইজেশন
बिंदु उत्परिवर्तन,পয়েন্ট মিউটেশন
प्वासों वितरण,পোইসন বিতরণ
परागक,পরাগরেেটর
बहुभ्रूणता,পলিম্ব্রি
बहुलकन,পলিমারাইজেশন
बहुरूपता,পলিমারফিজম
बहुपट्टीय गुणसूत्र,পলিস্পার্মি
पॉलीटिन गुणसूत्र,পলিটেন ক্রোমোজোম
फलकृषि विज्ञान,পোমোলজি
"सरंध्रता, आबादी",জনসংখ্যা
सरंध्रता,পোরোসিটি (ছিদ্র-স্থান)
उद्भव-पश्चात्,উত্তরোত্তর পোস্ট
"कटाई उपरांत, तुड़ाई उपरांत, सस्योत्तर",ফসল পোস্ট
कटाई-उपरांत जुताई,ফসল কাটার পরে চাষ
पोटैशियम अवशोषण अनुपात,পটাসিয়াম শোষণ অনুপাত
पोटैशियम स्थिरीकरण,পটাসিয়াম স্থিরকরণ
संभाव्य अम्लता,সম্ভাব্য অম্লতা
संभाव्य फसल उपज,সম্ভাব্য ফসল ফলন
संभाव्य वाष्पन,সম্ভাব্য বাষ্পীভবন
संभाव्य वाष्पोपरिवर्तन,সম্ভাব্য বাষ্পীভবন
कुक्कुट पालन,হাঁস -মুরগির চাষ
"प्रेयरी, घास का बड़ा मैदान",প্রেরি
फलनपूर्व अवधि,প্রাক-বিয়ারিং পিরিয়ড
"अवक्षेपण, वर्षण",বৃষ্টিপাতের পরিমাণ
परिशुद्ध कृषि,নির্ভুল চাষ
परिशुद्ध कृषि,যথার্থ কৃষি
परभक्षी,শিকারী
उद्भव-पूर्व,প্রাক-উদাসীনতা
उद्भव-पूर्व उपचार,প্রাক-উদাসীনতা চিকিত্সা
बुवाई-पूर्व उपचार (शाकनाशी),প্রিপ্লান্টিং চিকিত্সা
प्रेसमड (चीनी की मैली),প্রেসমুড
दाब प्रवणता,চাপ নতিমাত্র
कीमत लोच,মূল্য স্থিতিস্থাপকতা
कीमत सूचकांक,মূল্য তালিকা
प्राथमिक संवर्ध,প্রাথমিক সংস্কৃতি
प्राथमिक वृद्धि,প্রাথমিক বৃদ্ধি
प्राथमिक कर्षण,প্রাথমিক চাষ
प्रारंभक,প্রাইমার
रचाना (तंबाकू),প্রাইমিং (তামাক)
आद्य अवस्था,আদিম পর্যায়
प्रियोन,প্রিওন
संभाव्यता,সম্ভাবনা
संपरीक्षक,ক্ষত পরীক্ষা করা
समस्याग्रस्त मृदा,সমস্যা মাটি
प्रसंस्करण,প্রক্রিয়াজাতকরণ
उत्पादन फलन,উতপাদন কার্যক্রম
अत्पादकता,প্রমোদ
लाभ,লাভ
संतति परीक्षण,বংশধর-পরীক্ষা
प्रगतिशील किसान,প্রগতিশীল কৃষক
परियोजना मूल्यांकन,প্রকল্প মূল্যায়ন
अकेन्द्रिक,প্রোকারিয়োট
उन्नायक,প্রচারক
रोग निरोधी छिड़काव,প্রফিল্যাকটিক স্প্রে
स्वामित्व फसल,মালিকানা চাষ
पुंपूर्वी,প্রোটেনড্রস
प्रोटीन,প্রোটিন
प्रोटीन इंजीनियरी,প্রোটিন ইঞ্জিনিয়ারিং
प्रोटीन अनुक्रमण,প্রোটিন সিকোয়েন্সিং
प्रोटीन संश्लेषण,প্রোটিন সংশ্লেষণ
प्रोटीन संजीनिकी,প্রোটোমিক্স
स्त्री पूर्वता,প্রোটোগিনি
जीवद्रव्य,প্রোটোপ্লাজম
प्रपोषित,প্রোটোট্রফ
प्रूसिक अम्ल,প্রুসিক অ্যাসিড (এইচসিএন/ধুরিন)
कूट विकल्पी,সিউডোলেল
आभासी उभयलिंगी,সিউডোহেরমাফ্রোডাইট
"साइक्रोमीटर, आर्द्रतामापी",সাইকোমিটার
"कादों, गाद, कीचड़",পুডল
गादयुक्त मिट्टी,দু: খিত মাটি
"कादों करना, गाद करना",পুডলিং
गूदा निकालना,পাল্পিং
दलहनी बीज,নাড়ি বীজ
"पेषण, पीसना, चूर्णन",পালভারাইজেশন
भुरभुरा करना (मिट्टी),পালভারাইজেশন (মাটি)
"तीखा, सख़्त",তীব্র
शुद्ध संवर्ध,খাঁটি সংস্কৃতি
शुद्ध वंशक्रम,খাঁটি লাইন
शुद्ध वंशक्रम वरण,খাঁটি লাইন নির্বাচন
रेचक,পুর্গেটিভ
शोधन,পরিশোধন
शुद्धता परीक्षण,বিশুদ্ধতা পরীক্ষা
पाइरैनोमीटर,পাইরানোমিটার
भू-तापमापी,পাইরেজোমিটার
सौर विकिरणमापी,পাইরেহেলিওমিটার
धान,ধান
गंधीज घास,পামারোসা
ताड़,পালমিরা পাম
केतिकी,পান্ডানাস
पपीता,পেঁপে
पैरा घास,প্যারা ঘাস
"पार्सले, अजमोद",পার্সলে
गाजर घास (कांग्रेस घास),"পার্থেনিয়াম, (কংগ্রেস গ্রাস)"
पचौली,পাচৌলি
आड़ू,পীচ
गुलमोहर,"ময়ূর ফুল, স্বর্গের ফুল"
नाशपाती,নাশপাতি
बाजरा,মুক্তা বাজরা
मटर,মটর
पीकन नट,পিক্যান বাদাম
ब्राह्मी,পেনেল
पेपिनो,পেপিনো
काली मिर्च,মরিচ
भसिंडा,পেরিল্লা
सदाबहार,পেরিউইঙ্কল
जापानी फल,পার্সিমন
फालसा,ফালসা
अरहर,অড়হর
कृष्णनील,পিম্পেরেল (আনাগালিস)
चीड़,পাইন
अनन्नास,আনারস
पिस्ता,"পেস্তা, সবুজ বাদাম"
"अलूचा, बेर",বরই
परवल,পয়েন্টযুক্ত লাউ
अनार,ডালিম
करंज,পঙ্গম
पोपलर,পপলার
अफीम,পপি
खुर्सा,পোর্টুলাকা
आलू,আলু
सत्यानाशी,কাঁটা পোস্ত
"बकैन, नीम","গর্বের ভারত, চীন গাছ"
चीना,প্রোসো মিললেট
इसबगोल,সাইকেলিয়াম
पुलासन,পুলাসান
कद्दू,পামকিন
पुमैलो,পামেলো
चित्तीदार मत्कुण,আঁকা বাগ
तोता,টিয়া পাখি
मोर,ময়ূর
फली वेधक,পড বোরার
फली मक्खी,পড ফ্লাই
ढ़ोरा,নাড়ি বিটল
पाइरिल्ला,পাইরিলা
"रोग विज्ञानी, विकृति विज्ञानी",প্যাথলজিস্ট
मृदा विज्ञानी,পেডোলজিস্ট
पादप प्रजनक,উদ্ভিদ ব্রিডার
पादप रोग विज्ञानी,উদ্ভিদ রোগ বিশেষজ্ঞ
पादप क्रियाविज्ञानी,উদ্ভিদ ফিজিওলজিস্ট
फल विज्ञानी,পোমোলজিস্ট
क्यू दस,প্রশ্ন 10
मात्रात्मक विशेषक विस्थल,কিউটিএল (পরিমাণগত বৈশিষ্ট্য লোকি)
चतुष्कोण,চতুর্ভুজ
द्विघाती अनुक्रिया,চতুর্ভুজ প্রতিক্রিয়া
चतुः सस्यन,চতুর্ভুজ ফসল
गुणात्मक वंशागति,গুণগত উত্তরাধিকার
गुणता बीज,মানের বীজ
मात्रात्मक आनुवंशिकी,পরিমাণগত জেনেটিক্স
मात्रात्मक वंशागति,পরিমাণগত উত্তরাধিকার
क्वांटम बीज,কোয়ান্টাম বীজ
संगरोध,পৃথকীকরণ
संगरोध पीड़क,পৃথকীকরণ কীটপতঙ্গ
स्फटिक,কোয়ার্টজ
त्वरित परीक्षण,দ্রুত পরীক্ষা
प्रशांति,নিরবতা
प्रशांत केंद्र,কুইসেন্ট সেন্টার
बटेर,কোয়েল
रानी मधुमक्खी,রাণী মৌমাছি
आर मान,R মান
रबी फसल,রবি (শীত) ফসল
असीमाक्ष,রেসমে
विकिरण,বিকিরণ
मूलांकुर,র‌্যাডিকাল
"रेडियोधर्मिता, विकिरणशीलता",তেজস্ক্রিয়তা
"विकिरण जैविकी, विकिरण जीव विज्ञान",রেডিওবায়োলজি
विकिरण प्रतिरक्षी आमापन,রেডিওমুনো অ্যাস
रेडियोधर्मी समस्थानिक,রেডিওআইসোটোপ
वर्षी जल संग्रहण,বৃষ্টির ফসল
इंद्रधनुषी क्रांति,রেইনবো বিপ্লব
वर्षा,বৃষ্টিপাত
"बारानी, वर्षा आश्रित",বৃষ্টি
वर्षामापी,বৃষ্টি-গেজ
"वर्षा ऋतु, बरसात",বর্ষাকাল
उत्थित क्यारी,উত্থিত বিছানা
"रैंचन, पशु-संबंधी उद्यम",রাঞ্চিং
"विकृतगन्धिता, खटवास",Rancidy
यादृच्छिक प्रवर्धित बहुरूपी,এলোমেলোভাবে প্রশস্ত পলিমারফিক
यादृच्छिक नमूना,এলোমেলো সাধারন
यादृच्छिकीकरण,র্যান্ডমাইজেশন
यादृच्छिक ब्लॉक डिजाइन,এলোমেলোভাবে ব্লক ডিজাইন
श्रेणी (सांख्यिकी),পরিসীমা (পরিসংখ্যান)
चरागाह,রেঞ্জল্যান্ড
चरागाह प्रबंध,পরিসীমা পরিচালনা
त्वरित ग्रामीण आकलन (आर आर ए),দ্রুত গ্রামীণ মূল্যায়ন (আরআরএ)
राशन,রেশন
"रतून, पेड़ी",রতুন
पेड़ी सस्यन,রেটুন ক্রপিং
"फसल कटाई यंत्र, फसल कर्तक",রিপার
दुःसाध्य बीज,Recalcitrant বীজ
प्रतिसार कृषि,মন্দা চাষ
प्रतिसार प्रावस्था,মন্দা পর্ব
अप्रभावी,বিরল
"पुनर्भरण, पुनःपूरण",রিচার্জ
पारस्परिक जीन,পারস্পরিক জিন
उद्धारित भूमि,পুনরুদ্ধার জমি
पुनः संयोजक,রিকম্বিন্যান্ট
पुनः संयोजक डीएनए प्रौद्योगिकी,রিকম্বিন্যান্ট ডিএনএ প্রযুক্তি
पुनर्योजन,পুনঃসংযোগ
"पुनरेक, रेकॉन",পুনঃনির্মাণ
आवीक्षी सर्वेक्षण,পুনর্বিবেচনা জরিপ
पुनरावर्ती जनक,পুনরাবৃত্ত পিতামাতা
पुनःउपयोगी अविशष्ट,পুনর্ব্যবহারযোগ্য বর্জ্য
लाल शैवाल,লাল শৈবাল
लुप्तप्राय जीवों की सूची,লাল ডেটা বই
लाल मृदा,লাল মাটি
"रेडॉक्स विभव, अवकरण विभव",অক্সিডাইজেশান ও সংকোচনের ক্ষমতা
लघूकृत नमूना,হ্রাস নমুনা
लघूकृत जुताई,হ্রাস চাষ
अपचायी शर्करा,চিনি কমানো
"अपचयन, अवकरण, लघुकरण",হ্রাস
संदर्भ फसल,রেফারেন্স ফসল
परावर्तन गुणांक,প্রতিবিম্ব সহগ
परावर्तन,প্রতিচ্ছবি
प्रतिवर्ती पुंकेसर,রিফ্লেক্সড স্ট্যামেন
अपवर्तन सूचकांक,প্রতিসরাঙ্ক
अपवर्तनमापी,রিফ্র্যাক্টোমিটার
"पुनर्जनन, पुनरुद्भवन",পুনর্জন্ম
पंजीकृत बीज,নিবন্ধিত বীজ
आवरण प्रस्तर,রেজোলিথ
