English,Gujarati
Isotopic displacement,આઇસોટોપિક વિસ્થાપન
Isotopic effect (=isotope effect),આઇસોટોપિક અસર
Isotopic element,આઇસોટોપિક તત્વો
Isotopic enrichment,આઇસોટોપિક સમૃદ્ધિ
Isotopic equilibrium,આઇસોટોપિક સંતુલન
Isotopic exchange,આઇસોટોપિક નિયમન
Isotopic exchange method,આઇસોટોપિક વિનિમય પદ્ધતિ
Isotopic fractionation,આઇસોટોપિક વિતરણ
Isotopic indicator (=tracer),આઇસોટોપિક લાઇસન્સર
Isotopic irradiation,આઇસોટોપ ઇરેડિયેશન
Isotopic labellilng,આઇસોટોપિક માર્કિંગ
Isotopic molecule,આઇસોટોપિક અણુઓ
Isotopic number (=neutron excess),આઇસોટોપ નંબર (ન્યુટ્રોન વધારાની સંખ્યા)
Isotopic shift,આઇસોટોપિક વિસ્થાપન
Isotopic spin (iso-spin-siobaric spin),આઇસોસ્ટેટિક સ્પિન
Isotopic tracer (=tracer),આઇસોટોપિક લાઇસન્સ
Isotopic weight,આઇસોટોપિક લોડ
Isotopy,આઇસોટોપ
Isotron,આઇસોટ્રોન
Isotropic,"સમાંતર, આઇસોટ્રોપિક"
Isotropic (unipole) antenna,"આઇસોટ્રોપિક એન્ટેના, યુનિપોલર એન્ટેના"
Isotropic body,આઇસોટ્રોપિક માસ
Isotropic conductivity,આઇસોટોપિક વાહકતા
Isotropic dielectric medium,આઇસોટોપિક ડાઇલેક્ટ્રિક માધ્યમ
Isotropic dielectrics,આઇસોટોપિક ડાઇલેક્ટ્રિક્સ
Isotropic diffusion,આઇસોટોપિક પ્રસાર
Isotropic elastic medium,આઇસોટોપિક સ્થિતિસ્થાપક માધ્યમ
Isotropic fluid,આઇસોટોપિક પ્રવાહી
Isotropic flux,આઇસોટોપિક પ્રવાહ
Isotropic form,આઇસોટ્રોપિક સ્વરૂપ
Isotropic hydrostatic pressure,આઇસોસ્ટેટિક દબાણ
Isotropic line (=circular line),ગોળાકાર રેખા
Isotropic matrix,આઇસોટોપિક મેટ્રિક્સ
Isotropic medium,આઇસોટોપિક માધ્યમ
Isotropic noise,આઇસોટોપિક અવાજ
Isotropic oscillator,આઇસોટ્રોપિક ઓસિલેટર
Isotropic plane,આઇસોટોપિક પ્લેન
Isotropic radiation,આઇસોટોપિક રેડિયેશન
Isotropic scattering,આઇસોટોપિક સ્કેટરિંગ
Isotropic thermal motion,આઇસોટોપિક થર્મલ ગતિ
Isotropic thermal vibration,આઇસોટોપિક થર્મલ કંપન
Isotropic tracer,આઇસોટોપિક લાઇસન્સર
Isotropy,આઇસોમોર્ફિઝમ
Isotropy group,આઇસોમોર્ફિઝમ જૂથ
Isovector,iso વેક્ટર
ISR (intersecting storage ring),છેદતી સંચય રિંગ
ISS (ion scattering spectroscopy),આયન સ્કેટરિંગ સ્પેક્ટ્રોસ્કોપી આયન સ્કેટરિંગ સ્પેક્ટ્રમ અવલોકન
Isthmus method (magnetic),પોલેરિટી પદ્ધતિ
Iterated fission expectation (=iterated fission probabillity),"પુનરાવર્તિત ફ્રેગમેન્ટેશન સંભાવના, પુનરાવર્તિત ફ્રેગમેન્ટેશન સંભાવના"
Iterated fission probability,પુનરાવર્તિત ફ્રેગમેન્ટેશન સંભાવના
Iterated limit,પુનરાવર્તિત મર્યાદા
Iterated network,પુનરાવર્તિત મેશ
Iteration,પુનરાવર્તન
Iteration equation,પુનરાવૃત્તિ સમીકરણ
Iteration formula,પુનરાવર્તન સૂત્ર
Iteration function,પુનરાવૃત્તિ કાર્ય
Iterative array,પુનરાવર્તિત એરે
Iterative interpolation,પુનરાવર્તિત નિવેશ
Iterative network,ચોક્કસ છટકું
Iterative process,પુનરાવર્તિત ક્રિયા
Iunternal kinematics,આંતરિક ગતિશાસ્ત્ર
Iuonic lattice,આયન-જાળી
Iuonising event,ionizing ઘટના
Ixion,ixion
J aerial (=J antenna),જે એન્ટેના
J factor,J- પરિબળ
J particle,જે-કણ
J-j coupling,જે-જે કપલિંગ
J-j couplling model,J-J કપલિંગ મોડલ
Jack,જેક
Jack screw,જેક સ્ક્રૂ
Jacobi's symbol,જેકોબી પ્રતીક
Jacobian,જેકોબિયન
Jamin refractometer,જેમિન રીફ્રેક્ટિવ ઇન્ડેક્સ
Jamin's interferometer,જામ ઇન્ટરફેરોમીટર
Jammer,"કનેક્ટર, જામક"
Jamming,"જોડાણ, જામ"
Janet,જેનેટ
Janus technique,જાનુસ ટેકનીક
Jeans viscosity equation,જીન્સ સ્નિગ્ધતા સમીકરણ
Jerk,"આંચકો, રિબાઉન્ડ"
Jet,"જેટ, માથું"
Jet and rocket propulsion,જેટ-રોકેટ પ્રોપલ્શન
Jet efflux,જેટ પ્રવાહ
Jet plane,જેટ વિમાન
Jet propulsion,જેટ પ્રોપલ્શન
Jet propulsion fuel,જેટ પ્રોપલ્શન ઇંધણ
Jet stream,જેટ પ્રવાહ
Jet tapping,"જેટ અપારશન, જેટ ટેપોન"
Jet tone,જેટ અવાજ
Jet-powered vehicle,સંચાલિત વાહન
Jet-propelled aircraft,પ્રાઇમ પ્રોપેલ્ડ એરક્રાફ્ટ
Jetavator,જેટવોટર
Jetevon,jetewon
Jettison device,ચાર્જ
Jettison weight,ચાર્જ
Jettisoning,લોડિંગ
Jewelled,રત્નિત
Jewelled bearing,રત્ન બેરિંગ્સ
Jewelled pivot,રત્ન રિવેટ
Jiggling around,સિસ્ટમ ફેરફાર
Jitter,કચકચ
Jitter pulse,જીટર પલ્સ
Jittering,જિટરોન
Jkinetics of reaction,પ્રતિક્રિયા ગતિશાસ્ત્ર
Jog,જોગ
Joggling (=inching),આંગળી કરવી
Johnson noise,જોન્સન રાવ
Joint acceptance,સહ-સ્વીકૃતિ
Joint movement (=product moment),સંયુક્ત ક્ષણ
Joint pole,સંયુક્ત ધ્રુવ
Jolly paraffin wax photometer,જોલી પેરાફિન વેક્સ ફોટોમીટર
Jolly's balance,જોલી બેન્ટ
Jolt and jumble test,પુશ અપ ટેસ્ટ
Joule (nit),જુલ
Joule heat,જુલ-ગરમી
Joule meter,જુલેમીટર
Joule-Clausius velocity,જૌલ-ક્લોસિયસ વેગ
Joule-Kelvin coefficient,જૌલ-કેલ્વિન ગુણાંક
Joule-Kelvin effect,જૌલ-કેલ્વિન અસર
Joule-Thomson coefficient,જૌલ-થોમસન ગુણાંક
Joule-Thomson effect,જૌલ-થોમસન અસર
Joule's equivalent,જૌલ સમકક્ષ
Joule's law,જુલનો કાયદો
Jump,"કોદાળી, કૂદકો, પ્લુટી"
Jump condition,pluti પ્રતિબંધ
Jump correlation,જમ્પ સહસંબંધ
Jumper,જમ્પક
Jumping,જમ્પિંગ
Junction,સંધિ
Junction battery,જંકશન બેટરી
Junction capacitance,સંધિ હોલ્ડિંગ
Junction detector,જંકશન ડિટેક્ટર
Junction laser,"જંકશન લેસર, જંકશન લેસર"
Junction point,સંગમ સ્થળ
Junction pole,સંધિ ધ્રુવ
Junction transposition,સંધિ ટ્રાન્સફર
Junction-tetrode transistor,જંકશન-ટેટ્રોડ ટ્રાંઝિસ્ટર
Junction-triode transistor,જંકશન-ટ્રાયોડ ટ્રાંઝિસ્ટર
Junctor,"સાંધિકર, જંક્ટર"
Just scale,યોગ્ય ઉચ્ચારણ
Just tunning,કુદરતી ટ્યુનિંગ
Juxtaposition,"સંનિધિ, નિકટતા"
K Shell,કે-થિસોરસ
K-band,કે-બેન્ડ
K-beam,કે-રે બીમ
K-capture (=K-electron capature),K-કેપ્ચર
K-capturer,k-રિસેપ્ટર
K-coupling,K- જોડાણ
K-electron,k-ઇલેક્ટ્રોન
K-electron capture,K-ઇલેક્ટ્રોન કેપ્ચર
K-factor,સ્થિર (એકમ)
K-factor-specific gamma-ray factor,K- પરિબળ ચોક્કસ ગામા ઇરેડિયેશન ગુણાંક
K-meson,કે-મેસન
K-orbit,કે-ક્લાસ
K-space,કે-વેકેશન
Kaiser effect,ક્વાસાર અસર
Kaleidoscope,"કેલિડોસ્કોપ, કેલિડોસ્કોપ"
Kallitron oscillator,કેલિટ્રોન ઓસિલેટર
Kaluza theory,કાલુઝા સિદ્ધાંત
Kalvin body,કેલ્વિન કે
Kaon,સિદ્ધાંત
Kappa meson (=k-meson),"કપ્પા મેસન્સ, કે-મેસન્સ"
Karman vortex street,કારમેન કન્ફ્યુઝ્ડ પાથ
Karnaugh map,carnafe નકશો
Kater's reversible pendulum,કેટોરનું એનાગ્રામ લોલક
Katharometer,ગેસ થર્મલ વાહકતા
Kathode (=cathode),કેથોડ
Kation (=cation),cation
Katoptric system,પ્રતિબિંબીત ઓપ્ટિકલ સિસ્ટમ
Kayser,કેસર
Keep alive circuit,જીવન ચક્ર
Keep allive voltage,સર્વાઇવલ વોલ્ટેજ
Keeper,વહાણ
Keleidophone,કેલિડોફોન
Kellner eyepiece,kelner eyepiece
Kelvin approximation,કેલ્વિન અંદાજ
Kelvin balance,કેલ્વિન સંતુલન
Kelvin element,કેલ્વિન નીચે
Kelvin Helmholtz theory,કેલ્વિન હેલ્મહોલ્ટ્ઝ સિદ્ધાંત
Kelvin scale,"કેલ્વિન તાપમાન, કેલ્વિન સ્કેલ"
Kelvin temperature scale (=Kelvin scale),કેલ્વિન તાપમાન
Kelvin Voigt element,કેલ્વિન ફાઇટ ઘટકો
Kelvin's circulation theorem,કેલ્વિન પરિભ્રમણ પ્રમેય
Kelvin's minimum energy theorem,કેલ્વિન લીસ્ટ એનર્જી પ્રમેય
Kelvin's proof,કેલ્વિન સાબિતી
Kelving bridge,કેલ્વિન બ્રિજ
Kendall effect,કેન્ડલ અસર
Kenotron,કેનોટ્રોન
Kerma,કર્મ
Kerman constant,કર્મન સતત
Kernel,કર્નલો
Kerr cell,કેર સેલ
Kerr component,કેર ઘટક
Kerr constant,કેર સતત
Kerr electro-optic effect,કેરની ફોટોઇલેક્ટ્રિક અસર
Kerr magnetooptical effect,કેર મેગ્નેટો-ઓપ્ટિકલ અસર
Kew magnetometer,ક્યૂ-મેગ્નેટોમીટર
Key,"ચાવી, પડદો, ચાવી"
Key board,"કી બોર્ડ, પડદાની પટ્ટી"
Key board Instrument,કીબોર્ડ સાધન
Key board perforator,કી બોર્ડ છિદ્રક
Key click,કી નોક
Key modulation,"કોડ મોડ્યુલેશન, કી મોડ્યુલેશન"
Key note,પ્રારંભિક સ્વર
Key off,બંધ ચાવી
Key on,ચાલુ કરો
Key pulse,કી પલ્સ
Key punch,કી પંચિંગ
Key sending,કોડ રવાનગી
Key station,મૂળ બિંદુ
Key word,મુખ્ય શબ્દ
Key-word in context index,સંબંધિત કીવર્ડ સૂચક
Keyed clamped circuit,કીડ બોન્ડ સર્કિટ
Keyed clamping,કી બંધનકર્તા
Keyer,ચાવી
Keyer adapter,કી એડેપ્ટર
Keying,કીઇંગ
Keying chirps (=key clicks),કી નોક
Keying frequency,કીઇંગ આવર્તન
Keying modulation (=on off modulation),ચાલુ-બંધ મોડ્યુલેશન
Keying pulse,કીઇંગ પલ્સ
Keying wave,કીઇંગ વેવ
Keyless ringing,ચાવી વગરનું વગાડવું
Keylock switch,કી લોક સ્વીચ
Keystone distortion (=trapezium distortion),"કીસ્ટોન વિરૂપતા, ટ્રેપેઝિયમ વિરૂપતા"
Keystoning,કી છીણી
Kick,પ્રક્ષેપણ
Kick back,પ્રતિકાર
Kick pipe,કેબલ કોર્ડ
Kick sorter,કિક સર્ટર
Kickback power supply,કાઉન્ટરકરન્ટ
Kidney joint,"કિડની સંયુક્ત, રેનલ જંકશન"
Kilo ampere,કિલો એમ્પીયર
Kilo bar,કિલો બાર
Kilo hertz,કિલો હર્ટ્ઝ
Kilocalorie,કિલોકેલરી
Kilocuries,કિલોક્યુરી
Kilocycle,કિલોસાયકલ
Kilogram,કિલોગ્રામ
Kilogram calorie,કિલોગ્રામ કેલરી
Kilogram equivalent,કિલોગ્રામ સમકક્ષ
Kilogram force,કિલોગ્રામ બળ
Kilogram weight,કિલોગ્રામ વજન
Kilojoule (kj),કિલોજુલ
Kilometer,કિલોમીટર
Kiloparsec,કિલોપારસેક
Kiloton,કિલોટન
Kiloton bomb,કિલોટન બોમ્બ
Kilovar,કિલોવર
Kilovolt,કિલોવોલ્ટ
Kilovolt ampere,કિલોવોલ્ટ-એમ્પીયર
Kilowatt,કિલોવોટ
Kilowatt hour,કિલોવોટ કલાક
Kinematic coefficient of viscosity,ગતિશીલ સ્નિગ્ધતા ગુણાંક
Kinematic fluidity,ચોખ્ખી પ્રવાહિતા
Kinematic parameter,કાઇનેમેટિક પરિમાણ
Kinematic relation,નેટ ગતિશીલ સંબંધ
Kinematic retardation,ગતિશીલ મંદતા
Kinematic similarity,કાઇનેમેટિક આઇસોમોર્ફિઝમ
Kinematic viscosity,ગતિશીલ સ્નિગ્ધતા
Kinematical acceleration,ગતિશીલ પ્રવેગક
Kinematical constraint,ગતિશીલ પ્રતિબંધ
Kinematical quantity,ગતિશીલ રકમ
Kinematical relativity,ગતિશીલ સાપેક્ષતા
Kinematical velocity,ગતિશીલ વેગ
Kinematically,કેવળ ગતિશીલ
Kinematically admissible velocity field,ગતિશીલ વેગ ક્ષેત્ર
Kinematics,"શુદ્ધ ગતિશાસ્ત્ર, ગતિશાસ્ત્ર"
Kinematics of turbulence,ખલેલ ગતિશાસ્ત્ર
Kinematograph,સિનેમેટોગ્રાફર
Kinescope,કાઈનસ્કોપ
Kinescope recording,કાઈનસ્કોપ રેકોર્ડિંગ
Kinetic,"ગતિશીલ, ગતિશીલ"
Kinetic coefficient,ગતિશીલ ગુણાંક
Kinetic cross section,ગતિશીલ શ્રેણી
Kinetic energy,ગતિ ઊર્જા
Kinetic energy constant,ગતિ ઊર્જા સતત
Kinetic energy correction,ગતિ ઊર્જા ફેરફાર
Kinetic energy momentum tensor,ગતિ ઊર્જા વેગ ક્ષેત્ર
Kinetic equilibrium,"ગતિશીલ સંતુલન, ગતિશીલ સંતુલન"
Kinetic factor,ગતિશીલ ગુણક
Kinetic focus,ગતિશીલ નાભિ
Kinetic friction,ગતિ ઘર્ષણ
Kinetic molecular interpretation,પરમાણુ સમજૂતી
Kinetic momentum,ગતિશીલ વેગ
Kinetic potential,ગતિશીલ સંભવિત
Kinetic pressure,ગતિશીલ દબાણ
Kinetic reaction,ગતિશીલ પ્રતિભાવ
Kinetic recoil energy,કાઇનેટિક રીબાઉન્ડ એનર્જી
Kinetic stress,ગતિશીલ તાણ
Kinetic temperature,ગતિશીલ ગરમી
Kinetic theory,પરમાણુ સિદ્ધાંત
Kinetic theory of matter,પદાર્થનો ગતિ સિદ્ધાંત
Kinetically,ગતિશીલ રીતે
Kinetically equivalent,ગતિશીલ સમકક્ષ
Kinetics,"ગતિશાસ્ત્ર, ગતિશાસ્ત્ર"
Kink,"બ્રેક, સ્ક્વિઝ"
Kink band,સ્ક્વિઝ બેન્ડ
Kip,બચ્ચા ખલ્લ
Kipp relay,કિપ રિલે
Kirchhoff formula,કિરખોફ સૂત્ર
Kirchhoff-Planck law,કિરખોફ-પ્લાન્ક નિયમ
Kirchhoff's equation,કિરખોફ સમીકરણ
Kirchhoff's first law,કિર્ખોફનો પ્રથમ કાયદો
Kirchhoff's second law,કિરખોફનો બીજો કાયદો
Kirkendall effect,કિર્કેન્ડલ અસર
Kiuloohm,kiloohm
Kiwi nuclear reactor,કિવી પરમાણુ રિએક્ટર
Klein paradox,રેખા વિરોધાભાસ
Klein-Gordon equation,ક્લાઈન-ગોર્ડન સમીકરણ
Klystron,ક્લીસ્ટ્રોન
Klystron oscillator,ક્લીસ્ટ્રોન ઓસિલેટર
Klystron repeater,ક્લીસ્ટ્રોન રીપીટર
Knife edge,તીક્ષ્ણ ધાર
Knife edge spectrometer,તીક્ષ્ણ ધાર ક્રિસ્ટલ સ્પેક્ટ્રોમીટર
Knife switch,છરી સ્વીચ
Knife-edge refraction,રફ પ્રતિબિંબ
Knob and tube wiring,નોબ અને હોસ વાયરિંગ
Knob controlled,નોબ નિયંત્રિત
Knock on,લકવાગ્રસ્ત
Knock on atom,અણુ મારવું
Knock on electron,ઇન્જેક્ટેડ ઇલેક્ટ્રોન
Knock on process,હુમલો પ્રક્રિયા
Knock on proton,ઇન્જેક્ટેડ પ્રોટોન
Knudsen absolute manometer,નુડસેન સંપૂર્ણ પેડોમીટર
Knudsen cosine law,નુડસેન કોસાઇન્સ નિયમ
Knudsen flow,નુડસેન પ્રવાહ
Knudsen's equation,નુડસેન સમીકરણ
Koening scale,કોનિંગ સ્કેલ
Kohler diagram,કોહલર ચિત્રો
Kohler illumination,કોહલર રોશની
Kohlrausch's law,કોલારુશ-લો
Kohlrausch's method,કોલરશ પદ્ધતિ
Kohlrausch's square root law,કોલરાઉશનો વર્ગમૂળ કાયદો
Koning spectrophotometer,kaneig સ્પેક્ટ્રોમીટર ફોટોમીટર
Kooman's array,couman એરે
Koster damping,કોસ્ટર ભીનાશ
Kovar,કોવાર
Kroning Pennay model,કેનિંગ પેની મોડેલ
Kruskal limit,ક્રુસ્કલ સરહદ
Kryogenic,થર્મોજેનિક
Kryoscopy,હાયપોથર્મિયા
Kundt effect (=Faraday effect),કુંટ અસર
Kundt rule,કુંતનો નિયમ
Kundt tube,કુંટ નળી
Kundt's constant,કુંટ સતત
Kurie plot (=Fermi plot),ક્યુરી ડાયાગ્રામ
Linear modulator,રેખીય મોડ્યુલેટર
L meson,એલ મેસન
L shell,એલ શેલ
L-antenna,એલ-એન્ટેના
L-band,એલ-બેન્ડ
L-capture,એલ-કેપ્ચર
L-electron,એલ-ઇલેક્ટ્રોન
L-series,એલ કેટેગરી
L.C. resonant line,એલસી પ્રતિધ્વનિ રેખા
Label,લેબલ
Labelled,"ચિહ્નિત, ચિહ્નિત, લેબલ થયેલ"
Labelled atom(=tagged atom),ચિહ્નિત અણુ
Labelling,લેબલીંગ
Labelling technique,લેબલીંગ પદ્ધતિ
Labile oscillator,દૂરસ્થ નિયંત્રિત ઓસિલેટર
Laboratory,પ્રયોગશાળા
Laboratory condition,પ્રયોગશાળા શરતો
Laboratory coordinate system,પ્રયોગશાળા સંકલન સિસ્ટમ
Laboratory scattering angle,પ્રાયોગિક સ્કેટરિંગ એંગલ
Lacquer,"લેકર, પ્રલક્ષ"
Lacquer disc,"પ્રલક્ષ ડિસ્ક, રેન્જિંગ ડિસ્ક"
Lacquer master (=lacquer original),પ્રલક્ષ મૂલ
Lacquer recording,પ્રલક્ષ રેકોર્ડિંગ
Ladar,નિસરણી
Laddar attenuator,બાષ્પીભવન કરનાર
Ladder network,ટ્રેપ ટ્રેપ
Laddic,"મલ્ટિ-સ્ટેજ દરવાજો, સીડી"
LADR (=linear accelerator-driven reactor),લીનિયર એક્સિલરેટર-સંચાલિત રિએક્ટર
Laevoratation,ઘડિયાળની વિરુદ્ધ દિશામાં
Laevorotatory,"ઘડિયાળની વિરુદ્ધ દિશામાં, ડાબી ધ્રુવીયતા"
Lag (of phase),"પાછળ, પાછળ, પાછળ"
Lag and lead,આગળ અને પાછળ
Lag coefficient,પશ્ચાદવર્તી ગુણાંક
Lag correlation,પશ્ચાદવર્તી સહસંબંધ
Lag effect,પ્રતિક્રિયા અસર
Lag hysteresis,પોસ્ટ એપનિયા
Lag network,પાછળની જાળ
Lag time,અંતમાં સમયગાળો
Lagging current,પછાત પ્રવાહ
Lagging load,પછાત ભાર
Lagging phase shift,પશ્ચાદવર્તી આર્ટિક્યુલર ડિસ્પ્લેસમેન્ટ
Lagrange's expansion,Lagrange ભિન્નતા
Lagrange's function,Lagrange કાર્ય
Lagrangian coordinates,Lagrangian કોઓર્ડિનેટ્સ
Lagrangian density,Lagrange ઘનતા
Lagrangian function,લેગ્રેન્જિયન કાર્ય
Lagrangian reference system,લેગ્રાંગિયન માર્ગદર્શન સિસ્ટમ
Lamb shift,ઘેટાંની રચના
Lamb wave,ઘેટાંની તરંગ
Lambda hyperon,લેમડા હાયપરન
Lambda point,lamda બિંદુ સંકોચન
Lambda shock (=bifurcated shock wave),"lamda આઘાત તરંગ, bimodal આઘાત તરંગ"
Lambda transition,"lamda તાપમાન, lamda સંક્રમણ"
Lambdoidal ridge,લેમડોઈડી રીજ
Lambdoidal suture,લેમ્બડોઇડ જંકશન
Lambert (unit),લેમ્બર્ટ
Lambert conformal conic projection,લેમ્બર્ટ એનાલોગ કોનિક પ્રોજેક્શન
Lambert-Beer law,લેમ્બર્ટ-બીયર નિયમ
Lambert's law,લેમ્બર્ટ નિયમ
Lamellar field,અકરલ વિસ્તાર
Lamina,"પાટિયું, બોર્ડ"
Laminar boundary layer,અવ્યવસ્થિત સીમાંત સ્તર
Laminar flow,"સપાટીનો પ્રવાહ, સ્તરનો પ્રવાહ"
Laminar motion,"સ્તરની ગતિ, બેકાબૂ ગતિ"
Laminate,"પ્લેટિંગ, પેનલ, લેવલ, લેયર બોન્ડ"
Laminated aerial (=laminated antenna),પ્લેટેડ એન્ટેના
Laminated contact,સ્તરીય સંબંધ
Laminated corres,સ્તરવાળી કોર
Laminated template card,સ્તરવાળી ટેમ્પલેટ કાર્ડ
Laminating,"સ્તરીકરણ, સ્તરીકરણ"
Lamination,પ્લેટિંગ
Lamp,"દીવો, ભોળો"
Lamp and scale arrangement,લેમ્પ સ્કેલ વ્યવસ્થા
Lamp bank,લેમ્પ એરે
Lamp black,"કાજલ, દીપ કાજલ"
Lamp cord,દીવાની દોરી
Lanac,લેનેક
Lanchester damper,લેન્કેસ્ટર ડેમ્પર
Land and pad (=terminal area),ટર્મિનલ વિસ્તાર
Landau damping,લેન્ડઉ ભીનાશ
Landau fluctuations,landau ઉચ્ચાર
Landau level,લેન્ડૌ સ્તર
Lande splitting factor,લેન્ડ પાઇપિંગ પરિબળ
Lande's interval rule,લાંડેનો અંતરાલ નિયમ
Landing,ઉતરાણ
Landing aid,મદદ અવતરણ
Landing beacon,ઉતરાણ દીવાદાંડી
Landing beam,ઉતરાણ બીમ
Landing chart,ઉતરાણ ચાર્ટ
Landing distance,ઉતરાણ અંતર
Landing ground,ઉતરાણ સ્થળ
Landing light,અવતરણ પ્રદીપ
Landing pad (spacer),વિભેદક પેડ
Landolt band,લેન્ડોલ્ટ બેન્ડ
Landscape lens,"લેન્ડસ્કેપ લેન્સ, દૃશ્યાવલિ લેન્સ"
Langevin radiation pressure,લાંબું રેડિયેશન દબાણ
Langmuir effect,લેંગમુઇર અસર
Langmuir plasma frequency,લેંગમુઇર પ્લાઝ્મા આવર્તન
Langmuir probe,લેંગમૂર ઓડિટર
Language,ભાષા
Languid,જીભ
Lanier effect,રેખીય અસર
Lantern slide,પેનોરેમિક સ્લાઇડ
Lap,"માઇક્રો-ઘર્ષક, બલિદાન, આવરણ, કપાસ ઊન"
Lap dissolve,પરિવહન
Lap dissolve shutter,પારસ્પરિક કપ
Lap winding,પ્રણામ
Lapel microphone,કોલર ચિરોફોન
Laplace irrotational motion,Laplace ઝડપ
Lapping,"સૂક્ષ્મ ઘર્ષણ, લેપેનિંગ, લેમિનેશન"
Lapse rate,ચૂટીદાર
Laptosome,લેપ્ટોસમ
Large angle boundary,મોટી સરહદ
Large angle scattering,મેક્રોસ્કોપિક સ્કેટરિંગ
Large number hypothesis,મોટી સંખ્યાની પૂર્વધારણા
Large scale physics,સામૂહિક ભૌતિકશાસ્ત્ર
Large scale properties,વિશાળ મિલકત
Large volume counter,મોટા વોલ્યુમ કેલ્ક્યુલેટર
Large-angle grain boundary,મોટી રેણુ મર્યાદા
Largest member,સર્વોચ્ચ સભ્ય
Larmor frequency,લાર્મોર આવર્તન
Larmor orbit,લાર્મોર વર્ગખંડ
Larmor precession,larmore precession
Larmor's theorem,લાર્મોર પ્રમેય
Laryngaphone,વોકલ માઇક્રોફોન
Laser,લેસર
Laser altimeter,લેસર અલ્ટિમીટર
Laser anemometer,લેસર અલ્ટિમીટર
Laser beam,લેસર કિરણ
Laser camera,લેસર કેમેરા
Laser detecting and ranging (=ladar),લેસર ડિટેક્શન અને ટ્રેકિંગ (લેડર)
Laser diode,લેસર ડાયોડ
Laser drill,લેસર ઓગર
Laser flash tube,લેસર ફ્લેશ ટ્યુબ
Laser fusion,લેસર ફ્યુઝન
Laser heterodyne spectroscopy,લેસર હેટરોડીન સ્પેક્ટ્રોસ્કોપી
Laser induced fusion,લેસર પ્રેરિત ફ્યુઝન
Laser Infrared radar (=lidar),લેસર ઇન્ફ્રારેડ રડાર (લિડર)
Laser interferometer,લેસર હસ્તક્ષેપ મીટર
Laser range finder,લેસર શ્રેણી નિર્ધારક
Laser rangefinder,લેસર ગેજ
Laser spectroscopy,લેસર સ્પેક્ટ્રોસ્કોપી
Laser spectrum,લેસર સ્પેક્ટ્રમ
Laser velocimeter (=diffraction velocimeter),લેસર વેગ
Lasere extensometer,લેસર મેગ્નિફિકેશન ગેજ
Lasing,લેસરાઇઝેશન
Latching relay,લેચ રિલે
Late armament,ઓવરટાઇમ હથિયાર
Late bird,મોડું શસ્ત્ર
Latency,"વિલંબ, વિલંબ"
Latent,ગુપ્ત
Latent energy,શ્યામ ઊર્જા
Latent heat,આંતરિક ઉષ્મા
Latent image,છુપાયેલ છબી
Latent image fading,સુપ્ત ઇમેજ એટેન્યુએશન
Latent image nucleus,છુપાયેલ છબી ન્યુક્લિયસ
Latent image speck,છુપાયેલ છબી કણ
Latent power,ગુપ્ત શક્તિ
Lateral,"લેટરલ, લેટરલ, લેટરલ"
Lateral aberration,બાજુની વિકૃતિ
Lateral beat-beat,બાજુની વિચલન
Lateral buckling,પાર્શ્વીય કરાર
Lateral chromatic aberration,પાર્શ્વીય રંગ વિકૃતિ
Lateral compliance,આડું (ટ્રાન્સવર્સ) ટ્રાન્સવર્સ
Lateral difference,બાજુનું અંતર
Lateral expansion,બાજુની ફેલાવો
Lateral extension guolly,બાજુની વિસ્તરણ શ્વાસનળી
Lateral field,બાજુ વિસ્તાર
Lateral force,બાજુનું બળ
Lateral groove,બાજુ ગ્રુવ
Lateral guiding piece,સાઇડ ડિરેક્ટર ભાગ
Lateral inertia,બાજુની જડતા
Lateral intersegmental muscle,બાજુની ઇન્ટરસ્કેપ્યુલર સ્નાયુ
Lateral line,બાજુની રેખા
Lateral line system,સાઇડ લાઇન સિસ્ટમ
Lateral longitudinal channel,બાજુની રેખાંશ સિસ્ટમ
Lateral longitudinal trunk,લેટરલ લોન્ગીટ્યુડિનલ સ્કેન્ડલ
Lateral magnification,બાજુની એમ્પ્લીફિકેશન
Lateral magnifiying power,બાજુની એમ્પ્લીફિકેશન
Lateral mirage,બાજુની મૃગજળ
Lateral motion,બાજુની ગતિ
Lateral quadrupole,બાજુ ચતુષ્કોણ
Lateral range,બાજુની શ્રેણી
Lateral receptacle protrusor,બાજુની બહાર નીકળો શેડ્યૂલ
Lateral refraction,બાજુની રીફ્રેક્શન
Lateral shear interferometer,લેટરલ શીયર ઇન્ટરફેરોમીટર
Lateral spherical aberration,બાજુની ગોળાકાર વિકૃતિ
Lateral velocity change,બાજુની ગતિમાં ફેરફાર
Lateral vibration,બાજુની ધ્રુજારી
Lateral view,બાજુનું દૃશ્ય
Lathe,"લેથ, લેથ"
Latitude,"અક્ષાંશ, અક્ષાંશ"
Latitude correction,અક્ષાંશ-સુધારણા
Latitude effect,અક્ષાંશ અસર
Latitude value,અક્ષાંશ મૂલ્ય
Lattice,"જાળી, જાળી"
Lattice array,જાળી એરે
Lattice compound,જાળીનું સંયોજન
Lattice constant,"જાળી સતત, જાળી સતત"
Lattice design,"જાળી ડિઝાઇન, જાળી ડિઝાઇન"
Lattice dimension,"જાળીનું વિસ્તરણ, જાળીનું પરિમાણ"
Lattice distortion,જાળી વિકૃતિ
Lattice dynamics,જાળી ગતિશીલતા
Lattice energy,"જાળી ઊર્જા, લિસ ઊર્જા"
