Marathi,Kannada
कुंडलिनी,ಕುಂಡಲಿನಿ
हेमॅटाइट,ಹೆಮಟೈಟ್
1. औषधी वनस्पती 2. औषधी वनस्पती,1. ಮೂಲಿಕೆ 2. ಮೂಲಿಕೆ
1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम,1.ಬೊಟಾನಿಕಲ್ ಕಲೆಕ್ಷನ್ 2.ಬೊಟಾನಿಕಲ್ ಮ್ಯೂಸಿಯಂ
तणनाशक,ಸಸ್ಯನಾಶಕ
आनुवंशिकता,ಅನುವಂಶಿಕತೆ
आनुवंशिकता,ಅನುವಂಶಿಕತೆ
उभयलिंगी,ಉಭಯಲಿಂಗಿ
heterochromatic,ಭಿನ್ನವರ್ಣದ
heterofertilization,ಹೆಟೆರೊಫರ್ಟಿಲೈಸೇಶನ್
1. हायब्रिडोज 2. हेटेरोसिस,1. ಹೈಬ್ರಿಡೋಸ್ 2. ಹೆಟೆರೋಸಿಸ್
सेक्सक्रोमोसोम,ಲೈಂಗಿಕ ವರ್ಣತಂತುಗಳು
पालनपोषण,ಪೋಷಿಸಿದರು
हेक्साडेसिमल,ಹೆಕ್ಸಾಡೆಸಿಮಲ್
थंड सुप्तता,ಶೀತ ಸುಪ್ತ
उच्च घनता लागवड,ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ
1. पिंडलक 2. टेकडी (भात),1. ಪಿಂಡ್ಲಾಕ್ 2. ಬೆಟ್ಟ (ಭತ್ತ)
हिस्टोग्राम,ಹಿಸ್ಟೋಗ್ರಾಮ್
उच्च तंत्रज्ञान फलोत्पादन,ಹೈಟೆಕ್ ತೋಟಗಾರಿಕೆ
1. दही 2. पोळ्या,1.ಮೊಸರು 2. ಜೇನುಗೂಡು
1. खुरपणी 2. खुरपणी,1. ಕಳೆ ಕಿತ್ತಲು 2. ಕಳೆ ಕಿತ್ತಲು
धारण,ಹಿಡಿದು
खाजगी शेत,ಖಾಸಗಿ ಫಾರ್ಮ್
होमिओस्टॅसिस,ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್
जन्मभुमी,ತಾಯ್ನಾಡು
एकजिनसीपणा,ಏಕರೂಪತೆ
1. एकसंध 2. एकसंध,1. ಏಕರೂಪದ 2. ಏಕರೂಪದ
सहानुभूती,ಸಹಾನುಭೂತಿಯುಳ್ಳ
एकसंध,ಹೋಮೋಜೈಗಸ್
1. खुर्लिका 2. अन्न कंटेनर 3. हापर,1. ಖುರ್ರಿಕಾ 2. ಆಹಾರ ಧಾರಕ 3. ಹ್ಯಾಪರ್
1. थर 2. क्षितिज,1. ಲೇಯರ್ 2. ಹಾರಿಜಾನ್
बागायती पिके,ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು
1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन,1. ತೋಟಗಾರಿಕೆ 2. ತೋಟಗಾರಿಕೆ 3. ತೋಟಗಾರಿಕೆ 4. ತೋಟಗಾರಿಕೆ
