Marathi,Malayalam
आरंभिक शब्द (आयडब्ल्यू),സമാരംഭിക്കൽ പദം (IW)
अंतर्गत कोड,ആന്തരിക കോഡുകൾ
नवीनता,പുതുമ
इनपुट,നിക്ഷേപതം
इनपुट लाइन,ഇൻപുട്ട് ലൈൻ
इनपुट युनिट,ഇൻപുട്ട് യൂണിറ്റ്
इनपुट व्होल्टेज,ഇൻപുട്ട് വോൾട്ടേജ്
इनपुट-आउटपुट,ഇൻപുട്ട് ഔട്ട്പുട്ട്
घाला,കൂട്ടിച്ചേര്ക്കുക
अंतर्भूत तोटा,ഉൾപ്പെടുത്തൽ നഷ്ടം
स्थापना,പതിഷ്ഠാപനം
त्वरित व्होल्टेज,തൽക്ഷണ വോൾട്ടേജ്
सूचना,നിര്ദ്ദേശം
इन्सुलेट सामग्री,ഇൻസുലേറ്റിംഗ് മെറ്റീരിയൽ
इन्सुलेशन,വൈദുതിരോധനം
इन्सुलेशन प्रतिकार,ഇൻസുലേഷൻ പ്രതിരോധം
इन्सुलेटर,സുഖാനുസൃതം
एकात्मिक सर्किट,സംയോജിത സർക്യൂട്ട്
समाकलित नेटवर्क,നെറ്റ്വർക്ക് സംയോജിപ്പിക്കുന്നു
इंटिग्रेटर,സൂർ
बुद्धिमत्ता,ബുദ്ധി
तीव्रता,തീവത
बोलण्याची तीव्रता,സംഭാഷണത്തിന്റെ തീവ്രത
इंटर चॅनेल हस्तक्षेप,ഇന്റർ ചാനൽ ഇടപെടൽ
इंटरलीव्ह,പരസ്പരബന്ധം
परस्परसंवाद,ഇടപെടല്
परस्परसंवादीता,ഇന്ററക്ട്രേഷൻ
इंटरकॉम,ഇന്റര്കോം
इंटरकनेक्टिव्हिटी,പരസ്പരബന്ധിതമായത്
इंटरफेस,ഇന്റർഫേസ്
इंटरफेस स्कॅनिंग,ഇന്റർഫേസ് സ്കാനിംഗ്
हस्तक्षेप,ഇടപെടൽ
हस्तक्षेप झोन,ഇടപെടൽ മേഖല
हस्तक्षेप चॅनेल,ഇന്റർഫെറിംഗ് ചാനൽ
हस्तक्षेप वारंवारता,ഇടപെടുന്ന ആവൃത്തി
हस्तक्षेप रेडिओ फ्रिक्वेन्सी सिग्नल,റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ ഇടപെടുക
इंटरफ्रेम,ഇന്ററാം
इंटरलीव्ह,പരസ്പരബന്ധം
इंटरलीव्ह,ഇന്റർലോയ്ഡ്
अंतर्देशीय प्रवाह,ഇന്റർലോവ്ഡ് സ്ട്രീം
इंटरलीव्हर,ഇന്റർലീവ്
इंटरलीव्हिंग,ഭഭിചാരം
इंटरलीव्हिंग,ഭഭിചാരം
इंटरलीव्हिंग कालावधी,ഇന്റർലീവിംഗ് കാലയളവ്
इंटरलॉक सर्किट,ഇന്റർലോക്ക് സർക്യൂട്ട്
इंटरलॉक स्विच,ഇന്റർലോക്ക് സ്വിച്ച്
इंटरलॉकिंग,ഇന്റർലോക്കിംഗ്
दरम्यानचे अपयश,ഇന്റർമീഡിയറ്റ് പരാജയം
दरम्यानचे वारंवारता,ഇന്റർമീഡിയറ്റ് ആവൃത്തി
इंटरमीडिएट फ्रिक्वेन्सी ऑसीलेटर,ഇന്റർമീഡിയറ്റ് ഫ്രീക്വൻസി ഓസിലേറ്റർ
अधूनमधून,ഇടയ്ക്കിടെ
अधूनमधून चालू,ഇടവിട്ടുള്ള കറന്റ്
इंटरमोड्युलेशन,ഇന്റർമോഡലേഷൻ
इंटरमोड्युलेशन विकृती,ഇന്റർമോഡുലേഷൻ വക്രീകരണം
इंटरमोड्युलेशन उत्सर्जन,ഇന്റർമോഡുലേഷൻ എമിഷൻ
इंटरमोड्युलेशन चाचणी,ഇന്റർമോഡുൾട്ടേഷൻ ടെസ്റ്റ്
इंटरनेट,ഇന്റർനെറ്റ്
इंटरनेट प्रसारण,ഇന്റർനെറ്റ് പ്രക്ഷേപണം
इंटरनेट चॅटिंग,ഇന്റർനെറ്റ് ചാറ്റിംഗ്
इंटरनेट प्रोटोकॉल स्टॅक,ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ സ്റ്റാക്ക്
इंटरनेट रेडिओ,ഇന്റർനെറ്റ് റേഡിയോ
इंटरनेट प्रवाह,ഇന്റർനെറ്റ് സ്ട്രീമിംഗ്
इंटरनेट व्हिडिओ,ഇന്റർനെറ്റ് വീഡിയോ
इंटरऑपरेबिलिटी,ഇന്ററോപ്പറബിളിറ്റി
इंटरपोलेशन,ഇന്റർപോളേഷൻ
दुभाषे,വാഖാതാവ്
व्यत्यय,തടസ്സപ്പെടുത്തുക
व्यत्यय,തടസ്സം
व्यत्यय आणणारा,തടസ്സം
मध्यांतर,ഇടവേള
इंट्राकोडिंग,ഇൻട്രാകോഡിംഗ്
इंट्राफ्रेम,ഇൻട്രാഫ്രെയിം
इंट्रानेट,ഗതാഗത
इंट्रॅपिक्चर,ഇൻട്രാപക്റ്റൂർ
इंट्रावेब,ഇൻട്രാവേബ്
आंतरिक सेमीकंडक्टर,ആന്തരിക അർദ്ധചാലകം
व्यस्त करंट,വിപരീത വർക്ക്
व्यस्त स्थानिक ऑपरेट,വിപരീത സ്പേഷ്യൽ പ്രവർത്തിക്കുന്നു
उलटा,വിപരീതം
इनव्हर्टेड एल ten न्टीना,വിപരീത ഞാൻ ആന്റിന
इनव्हर्टेड व्ही अँटेना,വിപരീത വി ആന്റിന
इनव्हर्टर,വിഹിതം
अनियमित,കമരഹിതമായ
असंबद्ध घटक,അപ്രസക്തമായ ഘടകം
अलगाव नेटवर्क,ഐസോലേഷൻ നെറ്റ്വർക്ക്
पृथक,ഒറ്റപ്പെടുത്തല്
जैमर,ജമ്മവർ
जामिंग,ജാമിംഗ്
जर्गॉन फाइल,ജാർഗോൺ ഫയൽ
जावा स्क्रिप्ट,ജാവ സ്ക്രിപ്റ്റ്
जिंगल,ജിംഗിൾ
जिटर,ജിറ്റർ
जॉइनर,കൂട്ടായ്മ
संयुक्त,സന്ധി
जोडलेले,ജോയിന്റ്
जम्पर,ജമ്പൻ
कंन,JUKK
निरुपयोगी पत्र,ജങ്ക് മെയിൽ
कर्नल,കേർണൽ
की,താക്കോല്
कीबोर्ड,കീബോര്ഡ്
कीर,ശ്രേഷ്ഠന്
कीनोट,മുഖ്യ)
किलोसायकल,കിലോകിൾ
किलोवॉल्ट,കിലോകോമ്പ്
किलोवॅट,കിലോവാട്ട്
किनेमॅटिक्स,കിനെമാറ്റിക്സ്
गुडघा पॉईंट व्होल्टेज,കാൽമുട്ട് പോയിന്റ് വോൾട്ടേജ്
नॉब,ഉരുണ്ടപിടി
पायाभूत माहिती,നോളജ് ബേസ്
ज्ञान प्रतिनिधित्व,വിജ്ഞാന പ്രാതിനിധ്യം
एल नेटवर्क,L നെറ്റ്വർക്ക്
एल विभाग फिल्टर,L വിഭാഗ ഫിൽട്ടർ
अंतर आणि आघाडी,ലജ്ജയും ലീഡും
चालू आहे,പ്രധാനം
उर्जा घटक मागे पडत आहे,പവർ ഫാക്ടർ ലഹരി
लॅमिनेटेड,മാരകമായ
दिवा,വിളക്ക്
लॅपटॉप,ലാപ്ടോപ്പ്
लेसर वारंवारता,ലേസർ ആവൃത്തി
सुप्त त्रुटी,ഒളിഞ്ഞിരിക്കുന്ന പിശക്
सुप्त उष्णता,ഒളിഞ്ഞിരിക്കുന്ന ചൂട്
अक्षांश,വാപ്തി
थर,അടുക്ക്
लेआउट,കെട്ടിടത്തിന്റെ പ്ളാന്
लेआउट योजना,ലേ layout ട്ട് പ്ലാൻ
आघाडी,ഈയം
अग्रगण्य टप्पा,പ്രമുഖ ഘട്ടം
गळती पुरावा,ചോർച്ച തടയുന്ന
गळती,ചോർച്ച
लीज्ड सर्किट,പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്
लेन्स,ലെന്സ്
स्तर निर्देशक,ലെവൽ സൂചകം
प्रकाश नियंत्रण,നേരിയ നിയന്ത്രണം
हलकी पेन,നേരിയ പേന
लाइटनिंग एरेस्टर,മിന്നൽ അരംഭം
लिमिटर,രൂക്ഷമായ
एम्पलीफायर मर्यादित करणे,ആംപ്ലിഫയർ പരിമിതപ്പെടുത്തുന്നു
ओळ तोटा,വരി നഷ്ടം
लाइन आवाज,ലൈൻ ശബ്ദം
दृष्टीक्षेप,വീക്ഷണരേഖ
लाइन फेज,ലൈൻ ഘട്ടം
लाइन ट्रान्समिशन,ലൈൻ ട്രാൻസ്മിഷൻ
लाइन अनलोड केलेली,ലൈൻ അൺലോഡുചെയ്തു
रेखीय क्वांटिझर,രേഖീയ ക്വാണ്ടിയർ
रेषात्मकता,രേഖീയത
लाइन-कॉक्सियल,ലൈൻ-കോക്സിയൽ
लाइन-इक्वलिझर,ലൈൻ-ഇക്സൈസർ
लाइन-फ्रिक्वेन्सी,ലൈൻ-ആവൃത്തി
लाइन-इम्पेडन्स,ലൈൻ-ഇംപെഡൻസ്
लाइन-क्वार्टर तरंगलांबी,ലൈൻ-ക്വാർട്ടർ തരംഗദൈർഘ്യം
दुवा,ബന്ധം
लिंकर,ലിങ്കറുകാരന്
लिप-मायक्रोफोन,ലിപ്-മൈക്രോഫോൺ
थेट प्रसारण,തത്സമയ സംപ്രേക്ഷണം
थेट सर्किट,തത്സമയ സർക്യൂട്ട്
थेट कार्यक्रम,തത്സമയ പരിപാടി
लोड,ഭാരം
भार क्षमता,ഭാരം താങ്ങാനുള്ള കഴിവ്
भार वाहून नेण्याची क्षमता,ചുമക്കുന്ന ശേഷി ലോഡുചെയ്യുക
लोड वैशिष्ट्य,സ്വഭാവം ലോഡുചെയ്യുക
लोड प्रतिबाधा,ഇംബത ലോഡുചെയ്യുക
भारित,ലോഡുചെയ്തു
लोडर,ലോഡർ
लोड करीत आहे,ലോഡിംഗ്
लोडिंग कॉइल,കോയിൽ ലോഡുചെയ്യുന്നു
लोड-चाचणी,ലോഡ്-ടെസ്റ്റ്
लोब,ലോലിറ്റി
लोब अँटेना,ലോബ് ആന്റിന
स्थानिक नेटवर्क,ലോക്കൽ ഏരിയ നെറ്റ്വർക്ക്
स्थानिक बॅटरी,പ്രാദേശിക ബാറ്ററി
स्थानिक ऑसीलेटर,പ്രാദേശിക ഓസ്സിലേറ്റർ
लॉग,മരത്തടി
लॉग बुक,ലോഗ് ബുക്ക്
लॉग इन (लॉग ऑन),ലോഗിൻ ചെയ്യുക (ലോഗിൻ ചെയ്യുക)
लॉग ऑफ (लॉग आउट),ലോഗ് ഓഫ് ചെയ്യുക (ലോഗ് out ട്ട് ചെയ്യുക)
लॉग पत्रक,ലോഗ് ഷീറ്റ്
लॉगरिदम,ലോഗരിതം
लॉगरिथमिक एम्पलीफायर,ലോഗരിത്മിക് ആംപ്ലിഫയർ
लॉगरिथमिक गुणोत्तर,ലോഗരിഥമിക് അനുപാതം
लॉगरिथमिक प्रतिसाद,ലോഗരിഥമിക് പ്രതികരണം
लॉगरिथमिक स्केल,ലോഗരിത്മിക് സ്കെയിൽ
लॉगिंग,പവേശിക്കുക
तर्कशास्त्र,തര്ക്കശാസ്തം
लॉजिक गेट,ലോജിക് ഗേറ്റ്
तर्कशास्त्र ऑपरेशन,ലോജിക് പ്രവർത്തനം
तार्किक,യുക്തിയുക്തമായ
तार्किक फ्रेम,ലോജിക്കൽ ഫ്രെയിം
लोगो घालणारा,ലോഗോ ഉൾപ്പെടുത്തൽ
रेखांश,ദേശാന്തരരേഖ
लूप,ലൂപ്പ്
लूप अँटेना,ലൂപ്പ് ആന്റിന
लूप गेन,ലൂപ്പ് നേട്ടം
लूप चाचणी,ലൂപ്പ് ടെസ്റ്റ്
सैल संपर्क,അയഞ്ഞ കോൺടാക്റ്റ്
सैल कपलिंग,അയഞ്ഞ കപ്ലിംഗ്
लॉसलेस अँटेना,നഷ്ടമില്ലാത്ത ആന്റിന
लॉसलेस कॉम्प्रेशन,നഷ്ടമില്ലാത്ത കംപ്രഷൻ
लॉसि कॉम्प्रेशन,നഷ്ടം കംപ്രഷൻ
मोठा आवाज (आवाज),ഉച്ചത്തിൽ (ശബ്ദം)
लाऊडस्पीकर,ഉച്ചഭാഷിണി
कमी वारंवारता,കുറഞ്ഞ ആവൃത്തി
निम्न स्तरीय भाषा,താഴ്ന്ന നിലയിലുള്ള ഭാഷ
कमी तोटा फीडर,കുറഞ്ഞ നഷ്ടപ്പെട്ട തീറ്റ
कमी तोटा लवचिक कोएक्सियल केबल,കുറഞ്ഞ നഷ്ടം വഴക്കമുള്ള കോക്സിയൽ കേബിൾ
कमी आवाज रिसीव्हर,കുറഞ്ഞ ശബ്ദം റിസീവർ
कमी फिरणारी उपग्रह,കുറഞ്ഞ പരിക്രമണ ഉപഗ്രഹം
लो पास फिल्टर,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
कमी प्रतिक्रिया मिळवणे,കുറഞ്ഞ റിയാൻസ് എർത്ത്
कमी प्रतिकार मार्ग,കുറഞ്ഞ പ്രതിരോധ പാത
Lug,ലഗ്
ल्युमिनेन्स,ലളിനൻസ്
गठ्ठा,പിണ്ഡമായി
मॅक्रो ब्लॉक,മാക്രോ ബ്ലോക്ക്
मॅक्रो व्याख्या,മാക്രോ നിർവചനം
मॅक्रो व्हिजन,മാക്രോ വിഷൻ
जादू डोळा,മാന്ത്രിക കണ്ണ്
चुंबक,കാന്തം
चुंबकीय क्षेत्र,കാന്തികക്ഷേത്രം
चुंबकीय प्रवाह,കാന്തിക ഫ്ലക്സ്
चुंबकीय खांब,കാന്തിക പോൾ
चुंबकीय वादळ,കാന്തിക കൊടുങ്കാറ്റ്
चुंबकीय स्विच,മാഗ്നറ്റിക് സ്വിച്ച്
चुंबकीय टेप,മാഗ്നറ്റിക് ടേപ്പ്
चुंबकत्व,കാന്തികത
मेल विलीनीकरण,മെയിൽ ലയനം
पत्रव्यवहाराची यादी,അയക്കേണ്ട പട്ടിക
मुख्य वाहक,പ്രധാന കാരിയർ
देखभाल,നിലനിറുത്തുക
देखभाल,പരിപാലനം
देखभाल कार्यसंघ,പരിപാലന ടീം
बहुसंख्य वाहक,ഭൂരിപക്ഷം കാരിയർ
संपर्क रिले बनवा,കോൺടാക്റ്റ് റിലേ നിർമ്മിക്കുക
मेक-अँड ब्रेक स्विच,നിർമ്മിക്കുക-ബ്രേക്ക് സ്വിച്ച്
नर-कनेक्टर,പുരുഷ-കണക്റ്റർ
माणसाने आवाज केला,മനുഷ്യൻ ശബ്ദമുണ്ടാക്കി
व्यवस्थापन माहिती प्रणाली (एमआयएस),മാനേജ്മെന്റ് വിവര സിസ്റ്റം (IS)
हाताळले,കൃത്രിമം
मॅन्युअल नियंत्रण,സ്വമേധയാലുള്ള നിയന്ത്രണം
व्यक्तिचलित पद्धत,സ്വമേധയാലുള്ള രീതി
सुरक्षिततेची खबरदारी,സുരക്ഷാ മുൻകരുതൽ മാനുവൽ
व्यक्तिचलितपणे ऑपरेट केले,സ്വമേധയാ പ്രവർത്തിക്കുന്നു
निर्माता,നിര്മ്മാതാവ്
मुखवटा,പൊയ്മുഖം
मस्की,മൂടാണ്
मास्कर,ത്തണക്കാരന്
मास्किंग,മറക്കുന്നു
मास्किंग वर्तन,മാസ്കിംഗ് സ്വഭാവം
ऑडिओचा मास्किंग प्रभाव,ഓഡിയോയുടെ മാസ്കിംഗ് പ്രഭാവം
मास्किंग थ्रेशोल्ड,മാസ്കിംഗ് പരിധി
मास्किंग टोन,മാസ്കിംഗ് ടോൺ
मास्ट,കപ്പല്പായ്മരം
मास्ट रेडिएटर,മാസ്റ്റ് റേഡിയേറ്റർ
मास्टर कंट्रोल,മാസ്റ്റർ നിയന്ത്രണം
मास्टर ऑसिलॅटरर,മാസ്റ്റർ ഓസ്കിൽറർ
सामना-प्रतिबिंब,മാച്ച്-ഇംപെഡൻസ്
मॅचिंग नेटवर्क,പൊരുത്തപ്പെടുന്ന നെറ്റ്വർക്ക്
मॅचिंग स्टब,പൊരുത്തപ്പെടുന്ന സ്റ്റബ്
मॅचिंग ट्रान्सफॉर्मर,പൊരുത്തപ്പെടുന്ന ട്രാൻസ്ഫോർമർ
साहित्य-प्रक्रिया,മെറ്റീരിയൽ-സംഭരണം
मॅट्रिक्स,മാട്രിക്സ്
जास्तीत जास्त,പരമാവധി
जास्तीत जास्त मागणी निर्देशक,പരമാവധി ഡിമാൻഡ് സൂചകം
जास्तीत जास्त उर्जा घनता,പരമാവധി പവർ ഡെൻസിറ്റി
जास्तीत जास्त संवेदनशीलता,പരമാവധി സംവേദനക്ഷമത
जास्तीत जास्त तापमान,പരമാവധി താപനില
जास्तीत जास्त वापरण्यायोग्य वारंवारता,പരമാവധി ഉപയോഗയോഗ്യമായ ആവൃത്തി
कमाल मूल्य,പരമാവധി മൂല്യം
अयशस्वी होण्याचा अर्थ,പരാജയപ്പെടാനുള്ള സമയം
म्हणजे मूल्य,ശരാശരി മൂല്യം
मोजलेले सिग्नल,അളന്ന സിഗ്നൽ
मोजमाप,അളവ്
डिव्हाइस मोजत आहे,ഉപകരണം അളക്കുന്നു
मोजण्याचे उपकरणे,ഉപകരണങ്ങൾ അളക്കുന്നു
मोजण्याचे साधन,ഉപകരണം അളക്കുന്ന ഉപകരണം
फील्ड सामर्थ्याचे मोजमाप,ഫീൽഡ് ശക്തിയുടെ അളവ് അളക്കുന്നു
मोजपट्टी,ടേപ്പ് അളക്കുന്നു
यंत्रणा,യന്തനിര്മ്മാണം
मीडिया सर्व्हर,മീഡിയ സെർവർ
मध्यम,മധസ്ഥാനം
मध्यम वारंवारता,ഇടത്തരം ആവൃത്തി
मध्यम वारंवारता लाट,ഇടത്തരം ഫ്രീക്വൻസി തരംഗം
मध्यम लाट (मेगावॅट),ഇടത്തരം വേവ് (MW)
मेगा-ओहम,മെഗാ-ഓം
मेगर,മെഗർ
मेमरी,സ്മരണം
मार्गदर्शक,സാമഹമായ
मेनू बार,മെനു ബാർ
बुध स्विच,മെർക്കുറി സ്വിച്ച്
विलीनीकरण,ലയിക്കുന്നു
संदेश,ദൂത്
मेटाडेटा,മെറ്റാഡാറ്റ
मेटल-ऑक्साईड सेमीकंडक्टर डायोड,മെറ്റൽ-ഓക്സൈഡ് അർദ്ധചാലകൻ ഡയോഡ്
मेटल-शीथ केबल,മെറ്റൽ-ഷീത്ത് കേബിൾ
मीटर,മാപിനി
मीटरिंग पॅनेल,മീറ്ററിംഗ് പാനൽ
मीका,മൈക്ക
मीका-इन्सुलेशन,മൈക്ക-ഇൻസുലേഷൻ
सूक्ष्म-,മൈക്രോ-
सूक्ष्म घटक,മൈക്രോ ഘടകം
सूक्ष्म संगणक,മൈക്രോ കമ്പ്യൂട്ടർ
मायक्रो-कंट्रोलर,മൈക്രോ കൺട്രോളർ
मायक्रो-इलेक्ट्रॉनिक्स,മൈക്രോ ഇലക്ട്രോണിക്സ്
मायक्रोफोन,മൈക്രോഫോൺ
मायक्रोफोनिक्स,മൈക്രോഫോണിക്സ്
मायक्रोप्रोसेसर,മൈക്രോപ്രൊസസ്സർ
मायक्रो-व्होल्ट (एमव्ही),മൈക്രോ-വോൾട്ട് (എംവി)
मायक्रोवेव्ह,മൈക്രോവേവ്
मायक्रोवेव्ह अँटेना,മൈക്രോവേവ് ആന്റിന
मायक्रोवेव्ह बीम,മൈക്രോവേവ് ബീം
मिड-बँड,മിഡ്-ബാൻഡ്
स्थलांतर,കുടിയേറ്റം
स्थलांतर मार्ग,മൈഗ്രേഷൻ പാത്ത്
सूक्ष्म,ചെറുതാക്കുക
लघुलेखित,ചെറുതാക്കിയത്
किमान,ഏറ്റവും കുറഞ്ഞ
किमान तापमान,കുറഞ്ഞ താപനില
किमान वापरण्यायोग्य फील्ड सामर्थ्य,കുറഞ്ഞ ഉപയോഗയോഗ്യമായ ഫീൽഡ് കരുത്ത്
अल्पसंख्याक वाहक,ന്യൂനപക്ഷ കാരിയർ
गैरसमज,തെറ്റി വായിക്കുക
मिसळा,കൂട്ടിക്കലര്ത്തുക
मिश्रित ब्लँकिंग,മിക്സഡ് ശൂന്യത
मिश्रित समक्रमण,സമ്മിശ്ര സമന്വയം
मिक्सर,മിക്സര്
मिक्सर ट्यूब,മിക്സർ ട്യൂബ്
मिसळणे,മിക്സിംഗ്
मिक्सिंग सर्किट,സർക്യൂട്ട് മിക്സിംഗ്
मेमोनिक,മെന്നിക്
मेमोनोनिक्स,മെമ്മോണിക്സ്
मोबाईल,ഇളക്കാവുന്ന
मोबाइल मल्टीमीडिया अनुप्रयोग,മൊബൈൽ മൾട്ടിമീഡിയ ആപ്ലിക്കേഷൻ
मोबाइल टीव्ही,മൊബൈൽ ടിവി
मोड,മാതിരി
अपयशाची पद्धत,പരാജയത്തിന്റെ രീതി
प्रसार मोड,പ്രചരിപ്പിക്കാനുള്ള രീതി
मॉडेल,മാതൃക
मॉडेम,മോഡം
आधुनिक एफएम ट्रान्समीटर,ആധുനിക എഫ്എം ട്രാൻസ്മിറ്റർ
आधुनिक ट्रेंड,ആധുനിക ട്രെൻഡുകൾ
कॉन्फिगरेशनचे मोड,കോൺഫിഗറേഷന്റെ മോഡുകൾ
सुधारित करा,രൂപാന്തരപ്പെടുത്തുക
मॉड्युलेटेड सतत लाट,മൊഡ്യൂലേറ്റഡ് തുടർച്ചയായ തരംഗം
मॉड्युलेटेड सिग्नल,മൊഡ്യൂലേറ്റഡ് സിഗ്നൽ
मॉड्युलेटेड वेव्हफॉर्म,മൊഡ്യൂലേറ്റഡ് വേവ്ഫോം
मॉड्यूलेशन,മോഡുലേഷൻ
मॉड्यूलेशन मोठेपणा,മോഡുലേഷൻ വ്യാപ്തി
मॉड्युलेशन क्षमता,മോഡുലേഷൻ കഴിവ്
मॉड्युलेशन वारंवारता,മോഡുലേഷൻ ആവൃത്തി
मॉड्युलेशन इंडेक्स,മോഡുലേഷൻ സൂചിക
मॉड्यूलेशन रेषात्मकता,മോഡുലേഷൻ രേഖീയത
मॉड्युलेशन मीटर,മോഡുലേഷൻ മീറ്റർ
मॉड्युलेशन मॉनिटर,മോഡുലേഷൻ മോണിറ്റർ
मॉड्युलेशन टक्केवारी,മോഡുലേഷൻ ശതമാനം
मॉड्युलेटर,മൊഡലേറ്റർ
मॉड्यूल,മൊഡ്യൂൾ
ओलावा,ഈര്പ്പം
चालना,ആധിപത്യം
मॉनिटर,നിരന്തരം നിരീക്ഷിക്കുക
देखरेख,നിരീക്ഷണകരമായ
देखरेख आणि विश्लेषण तंत्र,നിരീക്ഷണവും വിശകലന സാങ്കേതികതകളും
देखरेख आणि नियंत्रण,നിരീക്ഷണവും നിയന്ത്രണവും
देखरेख स्टेशन,മോണിറ്ററിംഗ് സ്റ്റേഷൻ
मोनोक्रोम,മോണോക്രോം
मोनोफोनिक ट्रान्समिशन,മോണോഫോണിക് ട്രാൻസ്മിഷൻ
मॉर्फ,മോർഫ്
मॉर्फिंग,മോർഫിംഗ്
मॉर्फिझम,മോർഫിസം
मोज़ेक,മൊസൈക്
मदरबोर्ड,മദരബലാജം
मोशन भरपाई,ചലന നഷ്ടപരിഹാരം
गती अंदाज,ചലന കണക്കാക്കൽ
मोशन वेक्टर,ചലന വെക്റ്റർ
मोशन व्हिडिओ,ചലന വീഡിയോ
मोटर,യന്തവാഹനം
मोटर ऑपरेटर,മോട്ടറോ ഓപ്പറേറ്റർ
मोटर स्टार्टर,മോട്ടോർ സ്റ്റാർട്ടർ
माउंट,മ .ണ്ട്
माउस,ചുണ്ടെലി
माउस इंटरफेस,മൗസ് ഇന്റർഫേസ്
हालचाल,ചലനം
मल्टी चॅनेल विस्तार,മൾട്ടി ചാനൽ വിപുലീകരണം
मल्टीकास्टिंग,മൾട്ടികാസ്റ്റിംഗ്
मल्टीचेनेल सिग्नल,മൾട്ടിചാനൽ സിഗ്നലുകൾ
मल्टीडायरेक्शनल मायक्रोफोन,മൾട്ടിഡിറേജ് മൈക്രോഫോൺ
बहुभाषिक भाष्य,ബഹുഭാഷാ വ്യാഖ്യാനം
मल्टीमीडिया,മൾട്ടിമീഡിയ
मल्टीमीडिया कियोस्क,മൾട്ടിമീഡിയ കിയോസ്ക്
मल्टीमीटर,മണ്ട്മീറ്റർ
मल्टीपाथ,മൾട്ടിപാത്ത്
मल्टीपाथ रिसेप्शन,മൾട്ടിപാത്ത് സ്വീകരണം
मल्टीफेस,മത്രാലയം
एकाधिक,പെരുക്കമായ
एकाधिक प्रवेश प्रणाली,ഒന്നിലധികം ആക്സസ് സിസ്റ്റം
मल्टीप्लेक्स,മസ്തീനകം
मल्टीप्लेक्सर,മൾട്ടിപ്ലക്സർ
मल्टीप्लेक्सिंग,മൾട്ടിക്സിംഗ്
मल्टीस्टेज एम्पलीफायर,മൾട്ടിസ്റ്റേജ് ആംപ്ലിഫയർ
मल्टीटास्किंग,മൾട്ടിടാസ്കിംഗ്
मल्टीव्हिब्रेटर,മൾട്ടിവർവറ്റർ
निःशब्द,മിണ്ടാത്ത
परस्पर आवाहन,പരസ്പര പെരുമാറ്റം
परस्पर प्रतिबाधा,പരസ്പര പ്രകോപനം
परस्पर इंडक्टन्स,പരസ്പര ഉൾപ്പെടുത്തൽ
परस्पर हस्तक्षेप,പരസ്പര ഇടപെടൽ
नॅनो-टेक्नॉलॉजी,നാനോ-സാങ്കേതികവിദ്യ
अरुंदबँड,ഇടുങ്ങിയത്
अरुंदकास्टिंग,ഇടുങ്ങിയ കാസ്റ്റിക്കൽ
नैसर्गिक मसुदा,പ്രകൃതിദത്ത ഡ്രാഫ്റ്റ്
नेव्हिगेटर,നാവിഗേറ്റർ
नकारात्मक,നിഷേധിക്കുന്ന
नकारात्मक पूर्वाग्रह,നെഗറ്റീവ് പക്ഷപാതം
नकारात्मक शुल्क,നെഗറ്റീവ് ചാർജ്
नकारात्मक अभिप्राय,നെഗറ്റീവ് ഫീഡ്ബാക്ക്
नकारात्मक शिखर,നെഗറ്റീവ് കൊടുമുടി
नकारात्मक प्रतिकार,നെഗറ്റീവ് പ്രതിരോധം
निव्वळ फायदा,മൊത്തം നേട്ടം
निव्वळ तोटा,മൊത്തം നഷ്ടം
नेटिक्वेट,നെറ്റിക്യൂനെറ്റ്
नेटवर्क,നെറ്റ്വർക്ക്
नेटवर्क विश्लेषक,നെറ്റ്വർക്ക് അനലൈസർ
नेटवर्क फाइल सिस्टम,നെറ്റ്വർക്ക് ഫയൽ സിസ്റ്റം
नेटवर्क नियोजन,നെറ്റ്വർക്ക് ആസൂത്രണം
नेटवर्क टर्मिनेशन,നെറ്റ്വർക്ക് അവസാനിപ്പിക്കൽ
नेटवर्किंग,നെറ്റ്വറിംഗ്
तटस्थ,നിക്ഷ്പക്ഷമായ
तटस्थीकरण,നിർവീര്യമാക്കൽ
न्यूज रूम ऑटोमेशन,വാർത്താ റൂം ഓട്ടോമേഷൻ
Nebe,കാലികമായ
कोनाडा,മാടം
लोड चाचणी नाही,ലോഡ് ടെസ്റ്റ് ഇല്ല
नोड,നോഡ്
आवाज,ശബ്ദം
आवाज आकृती,ശബ്ദ രൂപം
आवाज फिल्टर,ശബ്ദ ഫിൽട്ടർ
आवाज मजला,ശബ്ദ നില
आवाज गेट,നോയ്സ് ഗേറ്റ്
आवाज प्रतिकारशक्ती,ശബ്ദ പ്രതിരോധശേഷി
आवाज किलर,ശബ്ദ കൊലയാളി
आवाजाची पातळी,ശബ്ദ നില
आवाज शक्ती,ശബ്ദം ശക്തി
ध्वनी आकाराचे क्वांटिझर,ശബ്ദത്തിന്റെ ആകൃതിയിലുള്ള അളവ്
आवाज स्रोत,ശബ്ദ ഉറവിടം
आवाज दडपशाही सर्किट,ശബ്ദം അടിച്ചമർത്തൽ സർക്യൂട്ട്
आवाज सप्रेसर,ശബ്ദം അടിച്ചമർ
आवाज तापमान,ശബ്ദ താപനില
