Hindi,English
"कार्बनिक कोलॉइड्स, कार्बनिक कलिल",Organic colloids
जैविक खेती,Organic farming
जैविक खाद,Organic manure
"जैविक पदार्थ, कार्बनिक पदार्थ",Organic matter
जैविक नाइट्रोजन (मृदा),Organic nitrogen (soil)
जैविक फॉस्फोरस,Organic phosphorus
"कार्बनिक मृदा, जैविक मृदा",Organic soil
जैविक अपशिष्ट,Organic wastes
"जैविक, कार्बनिक",Organic
संगठित विपणन,Organised marketing
अंग विकास,Organogenesis
इंद्रियग्राही मूल्यांकन,Organoleptic evaluation
पक्षिविज्ञान,Orninthology
सुसाध्य बीज,Orthodox seed
लांबिक बहुपद समीकरण,Orthogonal polynomial equation
परासरण,Osmosis
परासरणी प्रभाव,Osmotic effect
परासरणी विभव,Osmotic potential
"उद्भेद, फैलना",Out break
बहिः प्रजनन,Out breeding
"अवन, बंद चूल्हा",Oven
शिशिर लंघन,Overwinter
अतिव्यापी पीढ़ी,Overlapping generation
अंडाणु,Ovum
ऑक्सीकरण,Oxidation
अम्लोद्भिद्,Oxylophytes
जई,Oats
तेल ताड़,Oil palm
कनेर,Oleander
जैतून,Olive
प्याज,Onion
पोस्त,Opium poppy
चिनार,"Oriental plane, european plane tree"
पैकिंग,Packing
बाड़ा,Paddock
युगल पंक्ति बुवाई,Paired row planting
"खाद्यता, स्वादिष्टता",Palatability
"पुष्पगुच्छ, यौगिक असीमाक्ष",Panicle
पराकेंद्री प्रतिलोमन,Paracentric inversion
प्राचल,Parameter
परजीवी,Parasite
अंशक्वथनन,Parboiling
मृदूतक,Parenchyma
"जनक शैल, मूल शैल",Parent rock
"स्थायी अनावृष्टि, स्थायी सूखा",Parmanent drought
अनिषेकजनन,Parthenogenesis
आंशिक कारक उत्पादकता,Partial factor productivity
सहभागी ग्रामीण आकलन,Participatory rural appraisal
कण घनत्व,Particle density
निष्क्रिय अवशोषण,Passive absorption
चरागाह,Pasture
पाश्चुरीकरण,Pasturization
पी.सी.आर. (पॉलिमरेज शृंखला अभिक्रिया),PCR (polymerase chain reaction)
भूस्वामित्व खेती,Peasant farming
पीट (मृदा),Peat (soil)
पेड,Ped
"पुष्पवृंत, वृंत",Pedicel
वंशावली,Pedigree
मृदाजनन,Pedogenesis
मृदाविज्ञान,Pedology
छिलका उतारना,Peel
"छीलना, विशल्कन",Peeling
टिकियाकरण,Pelleting
अंतःस्रवण,Percolation
बहुवर्षीय पादप,Perennial
परिकेंद्री प्रतिलोमन,Pericentric inversion
परिनगरीय,Peri-urban
पारगम्यता,Permeability
स्थायी कृषि,Permaculture
स्थायी म्लानि बिंदु,Permanent wilting point (PWP)
पारगम्यता गुणांक,Permability coefficient
पारगम्यता दर,Permeability rate
पारगम्यतामापी,Permeameter
दीर्घस्थायी शाकनाशी,Persistent herbicide
पीड़कनाशी,Pesticide
शैलोद्भिद्,Petrophyte
"विभोजी, फाज",Phage
समयांतराल बुवाई,Phased planting
"फैस्मिड, प्रणाभक",Phasmid
कागजन,Phellogen
फिनोलिक यौगिक,Phenolic compounds
"रूपानुकृति विज्ञान, फलोद्गदिकी",Phenology
"लक्षण प्ररूप, समलक्षणी, लक्षण",Phenotype
फीरोमोन,Pheromone
"पोषवाह, फ्लोएम",Phloem
फॉस्फेट स्थिरीकरण,Phosphate fixation
फॉस्फेट शैल,Phosphate rock
फॉस्फेट विलयीकरण,Phosphate solubilization
फॉस्फेट विलयीकरण,Phosphate solubilizing
फॉस्फेटाइड,Phosphatide
फॉस्फो-जिप्सम/फॉस्फोरसयुक्त जिप्सम,Phospho-gypsum
फॉस्फोलिपिड,Phospholipid
फॉस्फोरिलीकरण,Phosphorylation
प्रकाश वर्णक्रमापी,Photo spectrometer
प्रकाशस्वपोषी,Photoautotroph
प्रकाश रासायनिक अभिक्रिया,Photochomical reaction
प्रकाशिक अपघटन,Photodecemposition
प्रकाशमिति,Photometry
प्रकाशीय संरचना विकास,Photomorphogenesis
फोटॉन,Photon
प्रकाश ऑक्सीकरण,Photo-oxidation
"दीप्तिकाल, प्रकाशकाल",Photoperiod
दीप्तिकालिता,Photoperiodism
प्रकाशीय फॉस्फोरिलीकरण,Photophosphorylation
प्रकाश पुनर्सक्रियण,Photoreactivation
प्रकाशग्राही,Photoreceptor
प्रकाशीय श्वसन,Photorespiration
प्रकाश संश्लेषण,Photosynthesis
प्रकाश संश्लेषी दक्षता,Photosynthetic efficiency
प्रकाश संश्लेषी गुणांक,Photosynthetic quoitent
प्रकाश संश्लेषी सक्रिय विकिरण,Photosynthetically
प्रकाशानुवर्तन,Phototropism
पर्णाभता,Phyllody
पर्णविन्यास,Phyllotaxy
भौतिक अपक्षय,Physical weathering
कार्यिकीय विकार,Physiological disorder
कार्यिकीय शुष्कता,Physiological drought
कार्यिकीय भार ह्रास,Physiological loss
कार्यिकीय परिपक्वता,Physiological maturity
पादपवर्णक,Phytochrome
पादप निष्कर्षण,Phytoextraction
पादप भार,Phytomass
पादप सूत्रकृमि,Phytonematode
पादप उपचार,Phytoremediation
पादप सिडरोफोर,Phytosiderophore
पादप विषालु,Phytotoxic
फाइटोट्रोन,Phytotron
चित्रालेख,Pictograph
पाइ आरेख,Pie diagram
दाबमापी,Piezometer
घट खेती,Pitcher farming
"अवस्थापन, निवेशन (उर्वरक)",Placement (fertilizer)
"बीजांडआसन (पौधों में), अपरा, प्लेसेंटा",Placenta
"सुहागा, पाटा फेरना",Planking
पादप प्रजनन,Plant breeding
पादप सघनता,Plant density
पादप पारिस्थितिकी,Plant ecology
पादप वृद्धिकारक,Plant growth promotor
पादप वृद्धि नियामक,Plant growth regulator
पादप प्रवेशन,Plant introduction
पादप पोषक (तत्व),Plant nutrients
पादप पोषण,Plant nutrition
पादप संगरोध नियमन,Plant quarantine regulation
पादप ऊतक परीक्षण,Plant tissue test
"रोपणी फसलें, बागानी फसलें",Plantation crops
"प्लांटर, रोपण यंत्र",Planter
रोपण सामग्री,Planting material
रोपण अनुपात,Planting ratio
प्रद्रव्य,Plasma
प्लाज्मा झिल्ली,Plasma membrame
प्लाज्मिड,Plasmid
प्रद्रव्यतंतु,Plasmodesmata
प्रद्रव्यलयन,Plasmolysis
"सुघट्यता, प्लास्टिकता",Plasticity
प्लास्टीकल्चर,Plasticulture
लवक,Plastid
बहुप्रभावी जीन,Pleiotropic gene
प्रखंड (प्रायोगिक),Plot (experimental)
जुताई,Ploughing
खूड़तली,Plough-sole
खूड़तली निवेशन,Plough-sole placement
वर्षा-आधारित धान की भूमियां,Pluvial rice lands
वर्षा सबंधी,Pluvic
वायुचालुत फुहारक,Pneumatic sprayer
श्वसनमूल,Pneumatophore
पॉडजोल मृदा,Podzol soil
पॉडजोलीभवन,Podzolization
बिंदु उत्परिवर्तन,Point mutation
प्वासों वितरण,Poisson distribution
परागक,Pollinator
बहुभ्रूणता,Polyembrony
बहुलकन,Polymerization
बहुरूपता,Polymorphism
बहुपट्टीय गुणसूत्र,Polyspermy
पॉलीटिन गुणसूत्र,Polytene chromosome
फलकृषि विज्ञान,Pomology
"सरंध्रता, आबादी",Population
सरंध्रता,Porosity (pore-space)
उद्भव-पश्चात्,Post-emergence
"कटाई उपरांत, तुड़ाई उपरांत, सस्योत्तर",Post harvest
कटाई-उपरांत जुताई,Post-harvest tillage
पोटैशियम अवशोषण अनुपात,Potassium absorption ratio
पोटैशियम स्थिरीकरण,Potassium fixation
संभाव्य अम्लता,Potential acidity
संभाव्य फसल उपज,Potential crop yield
संभाव्य वाष्पन,Potential evaporation
संभाव्य वाष्पोपरिवर्तन,Potential evapotransformation
कुक्कुट पालन,Poultry farming
"प्रेयरी, घास का बड़ा मैदान",Prairie
फलनपूर्व अवधि,Pre-bearing period
"अवक्षेपण, वर्षण",Precipitation
परिशुद्ध कृषि,Precision farming
परिशुद्ध कृषि,Precision agriculture
परभक्षी,Predator
उद्भव-पूर्व,Pre-emergence
उद्भव-पूर्व उपचार,Pre-emergence treatment
बुवाई-पूर्व उपचार (शाकनाशी),Preplanting treatment
प्रेसमड (चीनी की मैली),Pressmud
दाब प्रवणता,Pressure gradient
कीमत लोच,Price elasticity
कीमत सूचकांक,Price index
प्राथमिक संवर्ध,Primary culture
प्राथमिक वृद्धि,Primary growth
प्राथमिक कर्षण,Primary tillage
प्रारंभक,Primer
रचाना (तंबाकू),Priming (tobacco)
आद्य अवस्था,Primordial stage
प्रियोन,Prion
संभाव्यता,Probability
संपरीक्षक,Probe
समस्याग्रस्त मृदा,Problem soil
प्रसंस्करण,Processing
उत्पादन फलन,Production function
अत्पादकता,Productivity
लाभ,Profit
संतति परीक्षण,Progeny-testing
प्रगतिशील किसान,Progressive farmer
परियोजना मूल्यांकन,Project evaluation
अकेन्द्रिक,Prokaryote
उन्नायक,Promotor
रोग निरोधी छिड़काव,Prophylactic spray
स्वामित्व फसल,Proprietary cultivar
पुंपूर्वी,Protandrous
प्रोटीन,Protein
प्रोटीन इंजीनियरी,Protein engineering
प्रोटीन अनुक्रमण,Protein sequencing
प्रोटीन संश्लेषण,Protein synthesis
प्रोटीन संजीनिकी,Proteomics
स्त्री पूर्वता,Protogyny
जीवद्रव्य,Protoplasm
प्रपोषित,Prototroph
प्रूसिक अम्ल,Prussic acid (HCN/dhurin)
कूट विकल्पी,Pseudoallele
आभासी उभयलिंगी,Pseudohermaphrodite
"साइक्रोमीटर, आर्द्रतामापी",Psychrometer
"कादों, गाद, कीचड़",Puddle
गादयुक्त मिट्टी,Puddled soil
"कादों करना, गाद करना",Puddling
गूदा निकालना,Pulping
दलहनी बीज,Pulse seed
"पेषण, पीसना, चूर्णन",Pulverization
भुरभुरा करना (मिट्टी),Pulverization (soil)
"तीखा, सख़्त",Pungent
शुद्ध संवर्ध,Pure culture
शुद्ध वंशक्रम,Pure line
शुद्ध वंशक्रम वरण,Pure line selection
रेचक,Purgative
शोधन,Purification
शुद्धता परीक्षण,Purity test
पाइरैनोमीटर,Pyranometer
भू-तापमापी,Pyregeometer
सौर विकिरणमापी,Pyreheliometer
धान,Paddy
गंधीज घास,Palmarosa
ताड़,Palmyra palm
केतिकी,Pandanus
पपीता,Papaya
पैरा घास,Para grass
"पार्सले, अजमोद",Parsley
गाजर घास (कांग्रेस घास),"Parthenium, (congress grass)"
पचौली,Patchouli
आड़ू,Peach
गुलमोहर,"Peacock flower, paradise flower"
नाशपाती,Pear
बाजरा,Pearl millet
मटर,Peas
पीकन नट,Pecan nut
ब्राह्मी,Pennel
पेपिनो,Pepino
काली मिर्च,Pepper
भसिंडा,Perillla
सदाबहार,Periwinkle
जापानी फल,Persimmon
फालसा,Phalsa
अरहर,Pigeonpea
कृष्णनील,Pimpernel (anagallis)
चीड़,Pine
अनन्नास,Pineapple
पिस्ता,"Pistachio, green almond"
"अलूचा, बेर",Plum
परवल,Pointed gourd
अनार,Pomegranate
करंज,Pongam
पोपलर,Poplar
अफीम,Poppy
खुर्सा,Portulaca
आलू,Potato
सत्यानाशी,Prickly poppy
"बकैन, नीम","Pride of India, China tree"
चीना,Proso millet
इसबगोल,Psyllium
पुलासन,Pulasaan
कद्दू,Pumkin
पुमैलो,Pummelo
चित्तीदार मत्कुण,Painted bug
तोता,Parrot
मोर,Peacock
फली वेधक,Pod borer
फली मक्खी,Pod fly
ढ़ोरा,Pulse beetle
पाइरिल्ला,Pyrilla
"रोग विज्ञानी, विकृति विज्ञानी",Pathologist
मृदा विज्ञानी,Pedologist
पादप प्रजनक,Plant breeder
पादप रोग विज्ञानी,Plant pathologist
पादप क्रियाविज्ञानी,Plant physiologist
फल विज्ञानी,Pomologist
क्यू दस,Q 10
मात्रात्मक विशेषक विस्थल,QTL (quantitative trait loci)
चतुष्कोण,Quadrat
द्विघाती अनुक्रिया,Quadratic response
चतुः सस्यन,Quadruple cropping
गुणात्मक वंशागति,Qualitative inheritance
गुणता बीज,Quality seed
मात्रात्मक आनुवंशिकी,Quantitative genetics
मात्रात्मक वंशागति,Quantitative inheritance
क्वांटम बीज,Quantum seed
संगरोध,Quarantine
संगरोध पीड़क,Quarantine pest
स्फटिक,Quartz
त्वरित परीक्षण,Quick test
प्रशांति,Quiescence
प्रशांत केंद्र,Quiscent centre
बटेर,Quail
रानी मधुमक्खी,Queen bee
आर मान,R value
रबी फसल,Rabi (winter) crop
असीमाक्ष,Raceme
विकिरण,Radiation
मूलांकुर,Radicle
"रेडियोधर्मिता, विकिरणशीलता",Radioactivity
"विकिरण जैविकी, विकिरण जीव विज्ञान",Radiobiology
विकिरण प्रतिरक्षी आमापन,Radiommuno assay
रेडियोधर्मी समस्थानिक,Radioisotope
वर्षी जल संग्रहण,Rain water harvesting
इंद्रधनुषी क्रांति,Rainbow revolution
वर्षा,Rainfall
"बारानी, वर्षा आश्रित",Rainfed
वर्षामापी,Rain-gauge
"वर्षा ऋतु, बरसात",Rainy season
उत्थित क्यारी,Raised bed
"रैंचन, पशु-संबंधी उद्यम",Ranching
"विकृतगन्धिता, खटवास",Rancidity
यादृच्छिक प्रवर्धित बहुरूपी,Random amplified polymorphic
यादृच्छिक नमूना,Random sample
यादृच्छिकीकरण,Randomization
यादृच्छिक ब्लॉक डिजाइन,Randomized block design
श्रेणी (सांख्यिकी),Range (Statistics)
चरागाह,Rangeland
चरागाह प्रबंध,Range management
त्वरित ग्रामीण आकलन (आर आर ए),Rapid rural appraisal (RRA)
राशन,Ration
"रतून, पेड़ी",Ratoon
पेड़ी सस्यन,Ratoon cropping
"फसल कटाई यंत्र, फसल कर्तक",Reaper
दुःसाध्य बीज,Recalcitrant seed
प्रतिसार कृषि,Recession farming
प्रतिसार प्रावस्था,Recession phase
अप्रभावी,Recessive
"पुनर्भरण, पुनःपूरण",Recharge
पारस्परिक जीन,Reciprocal genes
उद्धारित भूमि,Reclaimed land
पुनः संयोजक,Recombinant
पुनः संयोजक डीएनए प्रौद्योगिकी,Recombinant DNA technology
पुनर्योजन,Recombination
"पुनरेक, रेकॉन",Recon
आवीक्षी सर्वेक्षण,Reconnaissance survey
पुनरावर्ती जनक,Recurrent parent
पुनःउपयोगी अविशष्ट,Recyclable waste
लाल शैवाल,Red algae
लुप्तप्राय जीवों की सूची,Red data book
लाल मृदा,Red soils
"रेडॉक्स विभव, अवकरण विभव",Redox potential
लघूकृत नमूना,Reduced sample
लघूकृत जुताई,Reduced tillage
अपचायी शर्करा,Reducing sugar
"अपचयन, अवकरण, लघुकरण",Reduction
संदर्भ फसल,Reference crop
परावर्तन गुणांक,Reflection coefficient
परावर्तन,Reflection
प्रतिवर्ती पुंकेसर,Reflexed stamen
अपवर्तन सूचकांक,Refractive index
अपवर्तनमापी,Refractometer
"पुनर्जनन, पुनरुद्भवन",Regeneration
पंजीकृत बीज,Registered seed
आवरण प्रस्तर,Regolith
समाश्रयण,Regression
समाश्रयण गुणांक,Regression coefficient
नियामक जीन,Regulator gene
सापेक्ष फसल सघनता सूचकांक,Relative crop-intensity index
सापेक्ष सघनता गुणांक (के),Relative crowding coefficient (K)
सापेक्ष वृद्धि दर (आर जी आर),Relative growth rate (RGR)
सापेक्ष आर्द्रता (आर एच),Relative humidity (RH)
सापेक्ष परिसर सूचकांक,Relative spread index
सापेक्षिक जलांश,Relative water content
संबंधित खरपतवार,Relative weed
सापेक्ष उत्पादन सूचकांक,Relative yield index
कुल सापेक्ष उत्पाद,Relative yield total
"क्रमिक सस्यन, अनुपद सस्यन",Relay cropping
उच्चावच (भूमितल),Relief
सुदूर संवेदन,Remote sensing
नवीकरणीय ऊर्जा स्रोत,Renewable sources of energy
जीर्णोद्धार,Renovation
विकर्षक,Repellent
प्रतिकृतियन द्विशाख,Replication fork
"प्रतिकृतियन, पुनरावृत्ति",Replication
प्रतिवेदक जीन,Reporter gene
उर्वरक का अवशिष्ट प्रभाव,Residual effect of fertilizer
खाद का अवशिष्ट प्रभाव,Residual effect of manure
अवशिष्ट सोडियम कार्बोनेट,Residual sodium carbonate
अवशिष्ट मृदा उर्वरता,Residual soil fertility
अवशिष्ट,Residue
सहनशीलता (फसल),Resilience (crop)
संसाधन उपयोग सूचकांक (आर यू आई),Resource-use indices (RUI)
श्वसन गुणांक,Respiration quiotent
श्वसनी वर्णक,Respiratory pigments
श्वसन घातांक,Respiratory quotient
अनुक्रिया वक्र,Response curve
अनुक्रिया,Response
प्रत्यवस्थान केंद्रक,Restitution nucleus
प्रत्यास्थापक वंशक्रम,Restorer line
"प्रतिबंधन एन्जाइम, प्रतिबंधन किण्वक",Restriction enzyme
प्रतिबंधन खंड,Restriction fragment
परिणाम प्रदर्शन,Result demonstration
"फुटकर, खुदरा",Retailing
मंदक,Retarder
"पश्च विषाणु, श्वेत विषाणु",Retrovirus
"अपगलन, सड़ाना",Retting
राजस्व,Revenue
उत्क्रम आनुवंशिकी,Reverse genetics
उत्क्रमित उत्परिवर्तन,Reverse mutation
राइजोबैक्टीरिया (पी जी पी आर),Rhizobacteria (PGPR)
मूल परिवेश निक्षेपण,Rhizodeposition
मूलाभास,Rhizoid
प्रकंद,Rhizome
मूल परिवेश,Rhizosphere
राइबोसोम,Ribosome
रिकेट्सिया जैसे जीव,Rickettsia like organisms
"मेंड़बंधक, कटक बंधक",Ridge former (ridger)
कटक रोपण,Ridge planting
कटक वेदिका,Ridge terrace
मेंड़ पर जुताई,Ridge till
"रिल अपरदन, नाला अपरदन",Rill erosion
जोखिम,Risk
आरएनए सोपान,RNA Ladder
चट्टान,Rock
अवांछित,Rogue
अपवांछन,Roguing
"मूल फसल, जड़ वाली फसल",Root crop
मूल निःस्राव,Root exudates
मूल पिटिका सूत्रकृमि,Root gall nematode
मूल प्रेरक प्लाज्मिड,Root inducing plasmid
मूल ग्रंथिका,Root nodules
"प्रकंद, मूलवृंत",Rootstock
रोजेट रोग,Rosette disease
रोजेट बहुभ्रूणता,Rosette polyembryony
रोजेट विषाणु,Rosette virus
घूर्णी जुताई,Rotary tillage
क्रमिक चराई,Rotational grazing
"मोटा चारा, रूक्षअंश",Roughage
"पंक्ति फसल, पंक्तिबद्ध फसल",Row crops
पंक्ति अंतःफसल,Row intercropping
तत्काल सेवा पेय,RTS beverage
उपरी भूस्तारी,Runner
अपवाह खेती,Run-off farming
अपवाह जल,Run-off
क्षेत्रीय ग्रामीण बैंक,Rural regional bank
मूली,Radish
विलायती सीरिस,Rain tree
किशमिश,Raisin
रैम्बूटान,Rambutan
रंगून की बेल,Rangoon creeper
राई,Rapeseed
रसभरी,Raspberry
"सुंगरा, मुंगरा",Rat-tail radish
बेत,Rattan
तून,Red cedar (toona)
त्रिपत्रा,Red clover
सेमल,Red silk tree
नरकुल,Reed grass
रोड्स घास,Rhodes grass
बोरंश,Rhododendron
तातरी,Rhus
चावल,Rice
नसदार तोरई,Ridged gourd
गुलाब,Rose
गुलाब जामुन,Rose berry
रसभरी,Rosemary
टिंडा,Round gourd
रबड़,Rubber
चूहा,Rat
लाल ताड़-घुन,Red palm weevil
कद्दू की लाल भृंग,Red pumpkin beetle
राइनोसिरस भृंग,Rhinoceros beetle
सुरसुरी,Rice weevil
लवणी क्षारीय मृदा,Saline alkali soil
लवण मृदा,Saline soil
लवणीभवन,Salinization
लार ग्रंथि गुणसूत्र,Salivary gland chromosome
लवण,Salt
लवण प्रभावित मृदा,Salt-affected soil
लवण सूचकांक,Salt index
लवण प्रतिबल,Salt stress
लवण सह्यता उच्छलन,Salt tolerance
प्रतिदर्श,Sample
प्रतिचयन त्रुटि,Sampling error
"प्रतिचयन मात्रक, नमूना मात्रक",Sampling unit
प्रतिचयन,Sampling
बालू,Sand
बलुई मृत्तिका,Sandy clay
बलुई दोमट,Sandy loam
"बलुई मिट्टी, बलुई मृदा",Sandy soil
रस,Sap
पौध,Sapling
साबुनीकरण मान,Saponification value
अनुषंगी डीएनए,Satellite DNA
अनुषंगी खरपतवार,Satellite weed
संतृप्त वाष्प दबाव,Saturated vapour pressure
सवाना (घास के मैदान),Savanna
आलंबी प्रोटीन,Scafold protein
"स्केप, प्रवृंत",Scape
क्षतचिह्न,Scarification
"सायन, सांकुर",Scion
छायाप्रिय पौधे,Sciophytes
ऋतुनिष्ठ चक्र,Seasonal cycle
"मौसमी सूखा, मौसमी अनावृष्टि",Seasonal drought
मौसमी पादप,Seasonal plant
द्वितीयक वृद्धि,Secondary growth
द्वितीयक पादप पोषक (तत्व),Secondary plant nutrients
द्वितीयक उत्पादकता,Secondary productivity
द्वितीयक भूपरिष्करण,Secondary tillage
झाड़ी,Sedge
बीजोढ़ कवक,Seed borne fungus
बीज प्रमाणीकरण,Seed certification
बीज दृढ़ीकरण,Seed hardening
बीजोपचार,Seed treatment
बीज एवं उर्वरक बुवाई यंत्र,Seed-cum-fertilizer drill
पौध,Seedling
अंतःस्रवण,Seepage
विसंयोजन,Segregation
वरणयोग्य चिह्नक,Selectable marker
वरण दबाव,Selection pressure
वरणात्मक शाकनाशी,Selective herbicide
वरणात्मकता सूचकांक,Selectivity index
स्वः निषेचन,Self fertilization
आत्म-निर्भरता,Self sufficiency
स्वतः विरलन क्षमता,Self thinning capacity
स्वतः फलदायी,Self-fruitful
स्वः असंगतता,Self-incompatibility
स्वार्थी डीएनए,Selfish DNA
अर्ध शुष्क,Semi-arid
संवेदी आकलन,Sensory evaluation
बाह्य दल,Sepal
क्रमिक सस्यन,Sequential cropping
क्रमिक तनुता,Serial dilution
रेशमकीट पालन,Sericulture
सीरम विज्ञान,Serology
सीरम,Serum
लिंग निर्धारण,Sex-determination
लिंग सहलग्नता,Sex-linkage
लैंगिक प्रवर्धन,Sexual propagation
परत अपरदन,Sheet erosion
निखोलना,Shelling
हवा के विरुद्ध रोक,Shelter belt
अल्प प्रदीप्तकाली पादप,Short-day plant
लघु - तरंगदैर्घ्य विकिरण,Short-wave radiation
"बहुपोषी संवाहक, शटल संवाहक",Shuttle vector
सहोदर,Sibling
दात्र कोशिका अरक्तता,Sickle cell anemia
सिग्माभ वक्र,Sigmoid curve
संकेत परिकल्पना,Signal hypothesis
सार्थकता परीक्षण,Significance test
साइलेज (चारा),Silage
भंडारण पात्र,Silo
"माद, तलछट",Silt
तलछटी दोमट,Silt loam
वनवर्धन,Silviculture
"गर्त, हौदी, सिंक",Sink
विलय क्षमता,Sink capacity
सहअर्धसूत्र,Sister chromatid
स्थान-विशिष्ट पोषक तत्व प्रबंधन,Site-specific nutrient management
वैषम्य वितरण,Skewed distribution
पंक्ति अंतराल रोपण,Skip row planting
अवपंक फफूंदी,Slime mould
मंद निर्मुक्त उर्वरक,Slow-release fertilizer
आपंक,Sludge
कर्दम,Slurry
शमनक फसलें,Smother crops
सामाजिक वानिकी,Social forestry
सतृणभूमि कृषि,Sod culture
सॉड घास,Sod
सॉड मृदा,Sodic soil
सोडियम अवशोषण अनुपात,Sodium absorption ratio
सोडियम पंप,Sodium pump
मृदुकाष्क कलमबंदी,Soft-wood grafting
मृदा आसंजन,Soil adhesion
मृदा वातन,Soil aeration
मृदा पुंज,Soil aggregate
मृदा क्षारीयता,Soil alkalinity
"भूमि शोधन, भूमि सुधार",Soil amendment
मृदा विश्लेषण,Soil analysis
मृदा जैव विविधता,Soil biodiversity
मृदा जैविकी,Soil biology
मृदा वर्गीकरण,Soil classification
मृदा कोलॉइड,Soil colloid
मृदा संहतीकरण,Soil compaction
मृदा अनुकूलक,Soil conditioners
मृदा संरक्षण,Soil conservation
मृदा पपड़ी,Soil crust
मृदा निम्नीकरण,Soil degradation
मृदा अपरदनीयता कारक,Soil erodibility factor
मृदा उर्वरता,Soil fertility
मृदा उत्पत्ति,Soil genesis
मृदा स्वास्थ्य,Soil health
मृदा संस्तर,Soil horizon
मृदा वृहद्जीव,Soil macroorganisms
मृदा प्रबंधन,Soil management
मृदा सूक्ष्म जैविकी,Soil microbiology
मृदा सूक्ष्मजीव,Soil microorganisms
मृदा नमी अल्पता,Soil moisture deficit
मृदा कार्बनिक पदार्थ,Soil organic matter
मृदा सरंध्रता,Soil porosity
मृदा उत्पादकता,Soil productivity
मृदा परिच्छेदिका,Soil profile
मृदा गुणवत्ता,Soil quality
मृदा अभिक्रिया,Soil reaction
मृदा प्रतिरोध,Soil resistance
मृदा लवणता,Soil salinity
मृदा विज्ञान,Soil science
मृदा रुग्णता,Soil sickness
मृदा छानना,Soil sieving
मृदा विलयन,Soil solution
मृदा निर्जर्मीकारक,Soil sterilent
मृदा संरचना,Soil structure
मृदा निलंबन,Soil suspension
मृदा परीक्षण,Soil testing
मृदा गठन,Soil texture
मृदा-जल विभव,Soil water potential
मृदाजल,Soil water
सौर स्थिरांक,Solar constant
सौर विकिरण,Solar radiation
सौर वर्णक्रम,Solar spectrum
"सौर्यन, सूर्यीकरण",Solarization
एकल फसल,Sole crop
घुलनशील सोडियम प्रतिशत,Soluble sodium percentage
कायिक कोशिका,Somatic cell
कायिक भ्रूण,Somatic embryo
कायिक संकरण,Somatic hybridization
ज्वार क्षति,Sorghum injury
क्षतिपूरक जीन,Sos gene
सदर्न शोषण,Southern blotting
दूरी (पादप),Spacing (plant)
"स्पेडिक्स, स्थूलमंजरी",Spadix
स्पेथ,Spathe
विशेष विन्यास,Special arrangement
विशिष्ट सस्यन,Specialised cropping
विशिष्ट कृषि,Specialized farming
जाति,Species
विशिष्ट फसल सघनता सूचकांक,Specific crop intensity index
"विशिष्ट गुरुत्व, आपेक्षिक गुरुत्व",Specific gravity
सापेक्ष आर्द्रता,Specific humidity
विशिष्ट पर्ण क्षेत्र,Specific leaf area
शुक्राणुजनन,Spermatogenesis
एस-प्रावस्था,S-phase
कणिश,Spike
कणिशिका,Spikelet
तर्कु झाड़ी,Spindle bush
बौछारी अपरदन,Splash erosion
समबंधन,Splicing
विभाजित प्रयोग,Split application
विखंडित जीन,Split genes
विभक्त प्लॉट डिजाइन,Split plot design
स्पंजी ऊतक,Spongy tissue
स्वतः उत्परिवर्तन,Spontaneous mutation
बीजाणु,Spore
फुहारी सिंचाई,Sprinkler irrigation
स्पडन,Spudding
दलपुट,Spur
दलपुटधारी,Spur bearing
"अल्पकालिक झंझावात, अंधड़",Squall
स्थायीकर कर्मक,Stabilizing agent
मानक विचलन,Standard deviation
भोज्य फसल,Staple crop
प्रारंभी प्रकूट,Start codon
आरंभी विलयन,Starter solution
तना बेधक,Stem borer
स्तंभ अंत,Stem-end
अवर्धबीजता,Stenospermocarpy
स्टेपी (घास के मैदान),Steppe
"निर्जर्मीकरण, बंध्यीकरण",Sterilization
वर्तिकाग्र सुग्राहिता,Stigma receptivity
"वर्तिकाग्र, श्वासछिद्र",Stigma
अवस्तंभ मूल,Stilt root
भूस्तारी,Stolon
रंध्र,Stomata
स्टूलिंग,Stooling
रोध प्रकूट,Stop codon
स्तरित,Stratified
स्तरण,Stratification
भूसा,Straw
प्रतिबल,Stress
पट्टीदार सस्यन,Strip cropping
पट्टी अंतरासस्यन,Strip intercropping
पीठिका,Stroma
ठूंठ,Stubble
ठूंठ पलवार,Stubble mulching
वर्तिका,Style
उप आर्द्र,Sub humid
"सुबरिनीकरण, कार्कीकरण",Suberication
आप्लावन,Submergence
"जीविकोपार्जनी सस्यन, निर्वाही कृषि",Subsistence farming
"अवमृदा, अवभूमि की गहरी जुताई",Subsoiling
उपजाति,Sub-species
प्रतिस्थापन सस्यन,Substitution cropping
"क्रियाधार, अवस्तर",Substrate
उपसतही सिंचन,Subsurface irrigation
अनुक्रमण,Succession
गूदेदार,Succulent
अंतः भूस्तारी,Sucker
स्वतःवर्गीय,Sui-generis
सौर उपचार,Sun-curing
"पूरक सिंचन, पूरक सिंचाई",Supplemental irrigation
पूरक उद्यभ,Supplementary enterprise
अनुपूरक अन्योन्य क्रिया,Supplementary interaction
निरोधक जीन,Supressor gene
पृष्ठ संक्रियक,Surfactant
"सुग्राही, ग्रहणशील",Susceptible
निलंबन संवर्ध,Suspension culture
