Malayalam,English
"മൈക്രോകമ്പ്യൂട്ടർ
 വേഡ് പ്രോസസ്സിംഗ്","Microcomputer
 Word processing"
മൈക്രോ കൺട്രോളർ,Micro controller
മൈക്രോസൈക്കിൾ,Microcycle
മൈക്രോ ഇലക്ട്രോണിക്സ്,Micro electronics
മൈക്രോഫിഷെ,Microfiche
മൈക്രോഫിലിം,Microfilm
മൈക്രോഫ്ലോപ്പി,Microfloppy
മൈക്രോഫ്ലോചാർട്ട്,Microflowchart
മൈക്രോഫോം റീഡർ,Microform reader
"മൈക്രോഫോം റീഡർ
 പകർപ്പവ്യയം","Microform reader
 Copier"
"മൈക്രോഫോം റീഡർ
 പ്രിന്റർ","Microform reader
 Printer"
മൈക്രോഗ്രാഫിക്സ്,Micrographics
മൈക്രോമേജ്,Microimage
മൈക്രോ നിർദ്ദേശം,Micro instruction
"മൈക്രോ റിട്ടേഷൻ
 അനുകമം","Microinstruction
 Sequence"
മൈക്രോമൂയിൻഫ്രെയിം,Micromainframe
മൈക്രോമിനിയറൈസേഷൻ,Microminiaturization
മൈക്രോ സെഡ്ഓഡർ,Microorder
മൈക്രോഫോട്ടോഗ്രാഫ്,Microphotograph
മൈക്രോഫോട്ടോഗ്രാഫി,Microphotography
"മൈക്രോപ്രൊസസ്സിംഗ്
 ഘടകം","Microprocessing
 Unit"
മൈക്രോപ്രൊസസ്സർ,Microprocessor
"മൈക്രോപ്രൊസസ്സർ
 വിശകലന","Microprocessor
 Analyzer"
"മൈക്രോപ്രൊസസ്സർ
 വാസ്തുവിദ","Microprocessor
 Architecture"
"മൈക്രോപ്രൊസസ്സർ ബിറ്റ്
 പൂളുക","Microprocessor bit
 Slice"
"മൈക്രോപ്രൊസസ്സർ
 കഷണം","Microprocessor
 Chip"
"മൈക്രോപ്രൊസസ്സർ
 കംപൈലർ","Microprocessor
 Compiler"
"മൈക്രോപ്രൊസസ്സർ
 മെമ്മറി ഇന്റർഫേസ്","Microprocessor
 Memory interface"
മൈക്രോപ്രോഗ്രാം,Microprogram
"മൈക്രോപ്രോഗ്രാം
 യുക്തി നിയന്ത്രിക്കുക","Microprogram
 Control logic"
"മൈക്രോപ്രോഗ്രാം
 നിയന്ത്രണ സ്റ്റോർ","Microprogram
 Control store"
"മൈക്രോപ്രോഗ്രാം
 വയല്","Microprogram
 Field"
"മൈക്രോപ്രോഗ്രാം
 നിർദ്ദേശ സെറ്റ്","Microprogram
 Instruction set"
"മൈക്രോപ്രംമോഗ് ചെയ്തു
 മൈക്രോപ്രൊസസ്സർ","Microprogrammed
 Microprocessor"
"മൈക്രോപ്രോഗ്രാം
 മൈക്രോസെമ്മർ","Microprogram
 Microassembler"
"മൈക്രോപ്രോഗ്രാം
 മൈക്രോകോഡ്","Microprogram
 Microcode"
"മൈക്രോപ്രോഗ്രാം
 സീക്വൻസർ","Microprogram
 Sequencer"
"മൈക്രോപ്രോഗ്രാം
 കലവറ","Microprogram
 Store"
മൈക്രോവിക്യാബോധം,Microsequence
മൈക്രോവേവ് ലിങ്ക്,Microwave link
മധ്യ പഞ്ച്,Middle punch
പശ്ചികവകളെ,Middleware
മിഡികോംപിറ്റർ,Midicomputer
കുടിയേറ്റം,Migration
മൈഗ്രേഷൻ പാത്ത്,Migration path
"Miniassembler
 കാരപരിപാടി","Miniassembler
 Program"
മിനിക്കോറർ,Minicomputer
"മിനിക്കോറർ
 അസംബ്ലി","Minicomputer
 Assembler"
മിനിനിസ്കെറ്റ്,Minidiskette
മിനിഫ്ലോപ്പി ഡിസ്ക്,Minifloppy disk
മിനിമൽ മെഷീൻ,Minimal machine
മിനിമൽ ഉൽപ്പന്നം,Minimal product
മിനിമൽ തുക,Minimal sum
മിനിമൽ ട്രീ,Minimal tree
"മിനിമാക്സ്
 ഗതി","Minimax
 Procedure"
"കുറഞ്ഞ ആക്സസ്
 കോഡിംഗ്","Minimum access
 Coding"
"കുറഞ്ഞ ചെലവ്
കുറഞ്ഞ ചെലവ്
 സ്പാനിംഗ് ട്രീ","Minimum cost
Minimum cost
 Spanning tree"
"കുറഞ്ഞ കാലതാമസം
 പ്രോഗ്രാമിംഗ്","Minimum delay
 Programming"
"കുറഞ്ഞ ദൂരം
 കോഡ്","Minimum distance
 Code"
"ഏറ്റവും കുറഞ്ഞ ലേറ്റൻസി
 കോഡിംഗ്","Minimum latency
 Coding"
ചെറിയ നിയന്ത്രണ ഫീൽഡ്,Minor control field
ചെറിയ ചക്രം,Minor cycle
ന്യൂനപക്ഷ കാരിയർ,Minority carrier
മിന്റോസ്റ്റ് കീ,Minormost key
ചെറിയ ഘടന,Minor structure
മൊത്തം ആകെ,Minor total
മിന്നിമി,Minterm
മൈനസ് ഫ്ലാഗ്,Minus flag
മൈനസ് സോൺ,Minus zone
മിപ്സ്,Mips
"കലര്പ്പായ
 കാലം","Miscellaneous
 Time"
തെറ്റാണ്,Misfeed
"മിസ് (മാനേജുമെന്റ്
 വിവരം
 സിസ്റ്റം)","MIS (management
 Information
 System)"
തെറ്റായ പെരുമാറ്റം,Misregistration
നഷ്ടമായി പിശക്,Missing error
തെറ്റ്,Mistake
"മിക്സഡ് ബേസ്
 നൃത്തം","Mixed base
 Notation"
"മിക്സഡ് ബേസ്
 നമ്പർ സിസ്റ്റം","Mixed base
 Number system"
"മിക്സഡ് ബേസ്
 അടക്കം
 ഏര്പ്പാട്","Mixed base
 Numeration
 System"
"മിക്സഡ് മോഡ്
 മുഖഭാവം","Mixed mode
 Expression"
"മിക്സഡ്-റേഡിക്സ്
 നൃത്തം","Mixed-radix
 Notation"
"മിക്സഡ്-റേഡിക്സ്
 അടക്കം
 ഏര്പ്പാട്","Mixed-radix
 numeration
 system"
"സമ്മിശ്ര റാഡിക്സ്
 ഏര്പ്പാട്","Mixed radix
 System"
"മിക്സഡ് തരം
 മുഖഭാവം","Mixed type
 Expression"
മെന്നിക്,Mnemonic
Mnemonic വിലാസം,Mnemonic address
Mnemonic പേര്,Mnemonic name
"മെന്നിക്
 ഓപ്പറേഷൻ കോഡ്","Mnemonic
 Operation code"
Mnemonic ചിഹ്നം,Mnemonic symbol
മോഡൽ സ്റ്റേറ്റ്മെന്റ്,Model statement
"മോഡം എൻക്രിപ്ഷൻ
 ഉപായം","Modem encryption
 Device"
പരിഷ്ക്കരണം,Modification level
മോഡിഫയർ,Modifier
മോഡിഫയർ ബിറ്റ്,Modifier bit
മോഡിഫയർ രജിസ്റ്റർ,Modifier register
നിർദ്ദേശം പരിഷ്ക്കരിക്കുക,Modify instruction
ടിക്കറ്റ് പരിഷ്ക്കരിക്കുക,Modify ticket
മാറ്റണം,Modula
"മോഡുലാർ
 ഗണിതശാസ്തം","Modular
 Arithmetic"
മോഡുലാർ ക .ണ്ടർ,Modular counter
മോഡലാരിയ,Modularity
"മോഡുലാർ
 പ്രോഗ്രാമിംഗ്","Modular
 Programming"
"മൊഡ്യൂളേറ്റർ
 തകരാറ്റര്","Modulater
 Demodulater"
മോഡുലേഷൻ നിരക്ക്,Modulation rate
"മൊഡ്യൂൾ
 സവിശേഷത","Module
 Specification"
നിര്ണാദിക്,Monadic
"മോണാഡിക് ബൂലിയൻ
 ടെലഫോണ്ഓപ്പറേറ്റര്","Monadic boolean
 Operator"
മോണാഡിക് പ്രവർത്തനം,Monadic operation
മോണാഡിക് ഓപ്പറേറ്റർ,Monadic operator
"നിരീക്ഷണം
 പ്രോഗ്രാമുകൾ","Monitoring of
 Programs"
"നിരീക്ഷണകരമായ
 കാരപരിപാടി","Monitoring
 Program"
പ്രിന്റർ നിരീക്ഷിക്കുക,Monitor printer
പ്രോഗ്രാം നിരീക്ഷിക്കുക,Monitor program
യൂണിറ്റ് മോണിറ്റർ ചെയ്യുക,Monitor unit
മോണിറ്റർ കൺസോൾ,Monnitor console
"മോണോലിത്തിക്ക്
 സംയോജിത സർക്യൂട്ട്","Monolithic
 Integrated circuit"
മോണോലിത്തിക് സംഭരണം,Monolithic storage
"മോണോലിത്തിക്ക്
 സാങ്കേതികവിദ","Monolithic
 Technology"
മോസ്റ്റബിൾ,Monostable
"മോസ്റ്റബിൾ
 മൾട്ടിവിത്രികർ","Monostable
 Multivibrater"
"മോണോസ്റ്റബിൾ ട്രിഗർ
 സഞ്ചാരം","Monostable trigger
 Circuit"
മോർഫീം,Morpheme
മോർഫിസം,Morphism
ഏറ്റവും പ്രധാനപ്പെട്ട ബിറ്റ്,Most significant bit
"ഏറ്റവും പ്രധാനപ്പെട്ടത്
 കഥാപാതം","Most significant
 Character"
അമ്മ ബോർഡ്,Mother board
അമ്മ രജിസ്റ്റർ,Mother register
മ .ണ്ട്,Mount
ആട്രിബ്യൂട്ട് മ mount ണ്ട് ചെയ്യുക,Mount attribute
ചലിക്കുക,Move
ചലന ഫയൽ,Movement file
"മാറുന്ന ശരാശരി
 സന്വദായം","Moving average
 Method"
മൾട്ടിയാസ്റ്റെസ് സിസ്റ്റം,Multiaccess system
"മൾട്ടിയാഡ്രസ്
 വിളി","Multiaddress
 Calling"
"മൾട്ടിയാഡ്രസ്
 കോളിംഗ് സൗകര്യം","Multiaddress
 Calling facility"
"മൾട്ടിയാഡ്രസ്
 നിര്ദ്ദേശം","Multiaddress
 Instruction"
മച്ചിസ്പെക്റ്റ്,Multiaspect
മൾട്ടിബസ്,Multibus
മൾട്ടിച്ചിപ്പ്,Multichip
"ബഹുമുഖ
 ശേണി","Multidimensional
 Array"
"ബഹുമുഖ
 ഭാഷ","Multidimensional
 Language"
"മൾട്ടിദോമി
 നെറ്റ്വർക്ക്","Multidomain
 Network"
മൾട്ടിഡ്രോപ്പ് ലൈൻ,Multidrop line
"മര്ദലത
 ഡിപ്ലോൾ ആന്റിന","Multielement
 Dipole antenna"
"മൾട്ടിഫ്രെക്വൻസി
 പൾസിംഗ്","Multifrequency
 Pulsing"
"മൾട്ടിഫ്രെക്വൻസി
 പുഷ്ബട്ടൻ സെറ്റ്","Multifrequency
 Pushbutton set"
"മൾട്ടിഫ്രെക്വൻസി
 സ്വീകരിക്കുക","Multifrequency
 Receiver"
"മൾട്ടിഫ്രെക്വൻസി
 അടയാളം","Multifrequency
 Signal"
"മൾട്ടിഫ്രെക്വൻസി
 അതിതീവ്രമായ","Multifrequency
 Terminal"
"ബഹുഭാര്യത
 ഏര്പ്പാട്","Multifunction
 System"
മൾട്ടിജോബ് പ്രവർത്തനം,Multijob operation
മൾട്ടിലൈയർ ഉപകരണം,Multilayer device
മൾട്ടി ലെവൽ വിലാസം,Multilevel address
മൾട്ടി ലെവൽ മെമ്മറി,Multilevel memory
മൾട്ടി ലെവൽ സുരക്ഷ,Multilevel security
"മൾട്ടിലീവ്
 ഉറക്കുഴൂട്ട","Multilevel
 Subroutine"
മൾട്ടിലിങ്ക് ചെയ്തു,Multilinked
മൾട്ടിമീഡിയ മെയിൽ,Multimedia mail
"മൾട്ടിമോഡ്
 കൗണ്ടര്","Multimode
 Counter"
മൾട്ടിപാസ് തരം,Multipass sort
ഒന്നിലധികം പ്രവേശനം,Multiple access
"ഒന്നിലധികം വിലാസം
 നിര്ദ്ദേശം","Multiple address
 Instruction"
"പെരുക്കമായ
 ചുമതല","Multiple
 Assignment"
ഒന്നിലധികം ചെയിൻ,Multiple chain
ഒന്നിലധികം കണക്റ്റർ,Multiple connector
"പെരുക്കമായ
 പഖാപനം","Multiple
 Declaration"
"ഒന്നിലധികം ഡൊമെയ്ൻ
 നെറ്റ്വർക്ക്","Multiple domain
 Network"
"ഒന്നിലധികം ജോലി
 നടപടി","Multiple job
 Processing"
"ഒന്നിലധികം നീളം
 ജോലി","Multiple length
 Working"
ഒന്നിലധികം പ്രവർത്തനം,Multiple operation
ഒന്നിലധികം പോയിന്റ് ലൈൻ,Multiple point line
ഒന്നിലധികം കൃത്യത,Multiple precision
"പെരുക്കമായ
 പ്രോഗ്രാമിംഗ്","Multiple
 Programming"
ഒന്നിലധികം പഞ്ച്,Multiple punching
"പെരുക്കമായ
 റിഗ്രഷൻ മോഡൽ","Multiple
 Regression model"
ഒന്നിലധികം റൂട്ടിംഗ്,Multiple routing
"ഒന്നിലധികം ചുമതല
 നിര്വഹണം","Multiple task
 Management"
ഒന്നിലധികം യൂട്ടിലിറ്റി,Multiple utility
"ഒന്നിലധികം മൂല്യങ്ങൾ
 തര്ക്കശാസ്തം","Multiple valued
 Logic"
"മൾട്ടിപ്ലക്സ് ഡാറ്റ
 അതിതീവ്രമായ","Multiplex data
 Terminal"
മൾട്ടിപ്ലേസ്ഡ് ബസ്,Multiplexed bus
"മൾട്ടിപ്ലക്സഡ്
 ശസ്തകിയ","Multiplexed
 Operation"
മൾട്ടിപ്ലക്സർ,Multiplexer
"മൾട്ടിപ്ലക്സർ
 സിമുലേഷൻ","Multiplexer
 Simulation"
മൾട്ടിക്സിംഗ്,Multiplexing
മൾട്ടിഫ്ക്സ് ലിങ്ക്,Multiplex link
മൾട്ടിപ്ലക്സ് മോഡ്,Multiplex mode
"മസ്തീനകം
 ശസ്തകിയ","Multiplex
 Operation"
ഗുണിത ഘടകം,Multiplier factor
"ഗുണിത ഘടകങ്ങൾ
 പട്ടികയുണ്ടാക്കുക","Multiplier quotient
 Register"
"പഞ്ച് ഗുണിക്കുന്നു
 (= കണക്കാക്കുന്നു
 പഞ്ച്)","Multiplying punch
 (= Calculating
 Punch)"
മൾട്ടിപോർഡ് സർക്യൂട്ട്,Multipoint circuit
മൾട്ടിപോർഡ് ലിങ്ക്,Multipoint link
"മൾട്ടിലിവറി
 നെറ്റ്വർക്ക്","Multipoint
 Network"
മടിപിരിറ്റി,Multipriority
മൾട്ടിപ്രൊസെസിംഗ്,Multiprocessing
"മൾട്ടിപ്രൊസെസിംഗ്
 ഏര്പ്പാട്","Multiprocessing
 System"
മൾട്ടിപ്രോസസ്സർ,Multiprocessor
"മൾട്ടിപ്രോസസ്സർ
ഭഭിചാരം","Multiprocessor
Interleaving"
മൾട്ടിപ്രോഗ്രാമിംഗ്,Multiprogramming
"മൾട്ടിപ്രോഗ്രാമിംഗ്
 മെമ്മറി പരിരക്ഷിക്കുക","Multiprogramming
 Memory protect"
"മൾട്ടിപ്രോഗ്രാമിംഗ്
 ഏര്പ്പാട്","Multiprogramming
 System"
മൾട്ടിബെൽ സോർട്ടിംഗ്,Multireel sorting
മൾട്ടിയർ ഫയൽ,Multiring file
"മൾട്ടിസംഡെ
 സ്വകാര്യ ലൈൻ","Multischedule
 Private line"
മകൾ,Multistation
"മൾട്ടിടാസ്കോം
 ശസ്തകിയ","Multitask
 Operation"
മൾട്ടിട്രോഡിംഗ്,Multithreading
"മൾട്ടിമേനിറ്റ്
 പ്രോസസ്സര്","Multiunit
 Processor"
മൾട്ടിസ്സർ സിസ്റ്റം,Multiuser system
വലിയ യുക്തി,Multivalued logic
മൾട്ടിവിത്രികർ,Multivibrater
"മൾട്ടിവേ തിരയൽ
 വൃക്ഷം","Multiway search
 Tree"
പരസ്പര ഒഴിവാക്കൽ,Mutual exclusion
"അനോനമായ
 വിവരം","Mutual
 Information"
"പരസ്പര ജോഡി
 കപ്പാസിറ്റാൻസ്","Mutual pair
 Capacitance"
നാന്ധ്,NAND
നാൻ എൽലമെന്റ്,NAND element
നാന്ധൻ പ്രവർത്തനം,NAND function
നാങ്ക് പ്രവർത്തനം,NAND operation
നാനോ പ്രോസസർ,Nano processor
"നാനോപ്രോഗ്രാം
 കലവറ","Nanoprogram
 Store"
ഇടുങ്ങിയ ബാൻഡ്,Narrow band
ദേശീയ പ്രതീകം,National character
"ദേശീയം
 ആവശം","National
 Requirement"
നേറ്റീവ് അറ്റാച്ചുമെന്റ്,Native attachment
നേറ്റീവ് കോഡ്,Native code
നേറ്റീവ് കംപൈലർ,Native compiler
പ്രകൃതിദത്ത ബൈനറി,Natural binary
"സ്വാഭാവിക പ്രവർത്തനം
 വൈദുതോല്പാദനയന്തം","Natural function
 Generator"
പ്രകൃതി ഭാഷ,Natural language
"പ്രകൃതി ഭാഷ
 ഏര്പ്പാട്","Natural language
 System"
സൂചി,Needle
നിരസിക്കുക,Negate
നെഗറ്റീവ് എൻട്രി,Negative entry
നെഗറ്റീവ് ഫീഡ്ബാക്ക്,Negative feedback
നെഗറ്റീവ് ലോജിക്,Negative logic
നെഗറ്റീവ് യഥാർത്ഥ ലോജിക്,Negative true logic
നെഗന്റ്രോപ്പി,Negentropy
"അല്ല
 പ്രവർത്തനം (നോർ--
 പ്രവർത്തനം)","NEITHER-NOR
 Operation (NOR--
 Operation)"
നിപ്പർ,Neper
"നെസ്റ്റഡ് കമാൻഡ്
 പട്ടിക","Nested command
 List"
നെസ്റ്റഡ് മാക്രോകൾ,Nested macros
നെസ്റ്റിംഗ് ലെവൽ,Nesting level
നെസ്റ്റിംഗ് സ്റ്റോർ,Nesting store
നെറ്റ് ഘടന,Net structure
"നെറ്റ്വർക്ക് ആക്സസ്സ്
 ഭരണം","Network access
 Control"
"നെറ്റ്വർക്ക് ആക്സസ്സ്
 യന്തം","Network access
 Machine"
"നെറ്റ്വർക്ക് ആക്സസ്സ്
 വിലനിർണ്ണയം","Network access
 Pricing"
നെറ്റ്വർക്ക് അനലോഗ്,Network analog
നെറ്റ്വർക്ക് അനലൈസർ,Network analyzer
"നെറ്റ്വർക്ക്
 അപേക്ഷ","Network
 Application"
"നെറ്റ്വർക്ക്
 വാസ്തുവിദ","Network
 Architecture"
"നെറ്റ്വർക്ക്
 ബോധപ്പെടുത്തല്","Network
 Awareness"
"നെറ്റ്വർക്ക്
 ഘടകം","Network
 Component"
"നെറ്റ്വർക്ക്
 നിബിഡത","Network
 Congestion"
നെറ്റ്വർക്ക് സ്ഥിരാങ്കം,Network constant
"നെറ്റ്വർക്ക് നിയന്ത്രണം
 മാതിരി","Network control
 Mode"
"നെറ്റ്വർക്ക് നിയന്ത്രണം
 ഘട്ടം","Network control
 Phase"
"നെറ്റ്വർക്ക് നിയന്ത്രണം
 കാരപരിപാടി
 തലമുറ","Network control
 Program
 Generation"
"നെറ്റ്വർക്ക് നിയന്ത്രണം
 സിഗ്നിംഗ് യൂണിറ്റ്","Network control
 Signalling unit"
"നെറ്റ്വർക്ക് ഡാറ്റാബേസ്
 ഏര്പ്പാട്","Network database
 System"
നെറ്റ്വർക്ക് ഫ്രണ്ട് എൻഡ്,Network front end
"നെറ്റ്വർക്ക്
 സംയോജനം","Network
 Integration"
നെറ്റ്വർക്ക് സമഗ്രത,Network integrity
"നെറ്റ്വർക്ക്
 പരസ്പരവിരുദ്ധമായ","Network
 Interconnection"
"നെറ്റ്വർക്ക് ഇന്റർഫേസ്
 യന്തം","Network interface
 Machine"
നെറ്റ്വർക്ക് ലെയർ,Network layer
"നെറ്റ്വർക്ക് ലോഡ്
 വിശകലനം","Network load
 Analysis"
നെറ്റ്വർക്ക് നോഡ്,Network node
നെറ്റ്വർക്ക് ഓപ്പറേറ്റർ,Network operator
നെറ്റ്വർക്ക് പാത,Network path
നെറ്റ്വർക്ക് പോർട്ട്,Network port
നെറ്റ്വർക്ക് സിദ്ധാന്തം,Network theory
നെറ്റ്വർക്ക് സമയം,Network timing
നെറ്റ്വർക്ക് ടോപ്ലോജി,Network toplogy
"നെറ്റ്വർക്ക് വെർച്വൽ
 അതിതീവ്രമായ","Network virtual
 Terminal"
ന്യൂട്രൽ മൈതാനം,Neutral ground
ന്യൂട്രൽ റിലേ,Neutral relay
"നിക്ഷ്പക്ഷമായ
 പകർച്ച","Neutral
 Transmission"
പുതിയ ഇൻപുട്ട് ക്യൂ,New input queue
പുതിയ ലൈൻ പ്രതീകം,New line character
പുതിയ പായ്ക്ക്,New pack
പുതിയ സമന്വയം,New synch
നെക്സസ്,Nexus
കാലികമായ,Nibble
നിക്കൽ കാലതാമസം,Nickel delay line
നിൾ പോയിന്റർ,Nil pointer
ഒമ്പത് പൂരകമാണ്,Nine's complement
"തൊണ്ണൂറ് നിര
 ചീട്ട്","Ninety column
 Card"
നിപ്പ്,NIP
"കൺസോളുകളൊന്നുമില്ല
 വവസ്ഥ","No-consoles
 Condition"
"ശബ്ദം
 സവിശേഷമായ","Noise
 Characteristic"
ശബ്ദ ഘടകം,Noise factor
ശബ്ദ കൊലയാളി,Noise killer
ശബ്ദലാവനം,Noise lavel
ശബ്ദമില്ലാത്ത കോഡിംഗ്,Noiseless coding
ശബ്ദം മാർജിൻ,Noise margin
ശബ്ദ ശ്രേണി,Noise sequence
ശബ്ദ ഉറവിടം,Noise source
ശബ്ദ താപനില,Noise temperature
ഗൗരവമുള്ള മോഡ്,Noisy mode
"ഗണിതരഹിതത
 Shift (= യുക്തിസഹമായത്
 ഷിഫ്റ്റ്)","Non-arithmetic
 Shift (= logical
 Shift)"
ബൈനറി ലോജിക്,Non binary logic
"കോഡ് ചെയ്യാത്തത്
 ഗ്രാഫിക്സ്","Non-coded
 Graphics"
"യോജിക്കാത്തത്
 ബണ്ടിൽ","Non-coherent
 Bundle"
"യോജിക്കാത്തത്
 മോഡുലേഷൻ
 ഏര്പ്പാട്","Non-coherent
 Modulation
 System"
കോംപാക്റ്റ് ഇതര,Non-compact
സംയോജനവുമില്ല,Non-conjunction
"ബന്ധിപ്പിക്കാത്തത്
 ശേഖരണം","Non- connected
 Storage"
"ചുരുക്കമില്ലാത്തത്
 ഇനം","Non contiguous
 Item"
"ഇതര സജ്ജമാക്കി
 ഘടികാരം","Non data set
 Clocking"
"നാശരഹിതമായ
 കഴ്സർ","Non-destructive
 Cursor"
"നാശരഹിതമായ
 വായിക്കുക","Non-destructive
 Read"
"നാശരഹിതമായ
 റീഡ് പ്രവർത്തനം","Non-destructive
 Read operation"
"നാശകരമായ ഇതര
 വായിക്കുക","Non destructive
 Read-out"
നിർണ്ണയിക്കാത്തത്,Non-determinism
"നിർണ്ണയിവില്ലാത്തത്
 ഓട്ടോമാറ്റ","Non-deterministic
 Automata"
അൺഡീഡ് ട്രങ്ക്,Non dial trunk
പരിമിതപ്പെടുത്താതിരിക്കുക,Non-disjunction
തുല്യമല്ലാത്തത്,Non equivalence
"തുല്യമല്ലാത്തത്
 ഗേറ്റ്","Non equivalence
 Gate"
"തുല്യമല്ലാത്തത്
 ശസ്തകിയ","Non equivalence
 Operation"
"തുല്യമല്ലാത്തതരം
 മൂലകം","Non-equivalency
 Element"
"ബഹുമാനിക്കാനാവാത്തവിധം
 മധസ്ഥാനം","Non-erasable
 Medium"
"ബഹുമാനിക്കാനാവാത്തവിധം
 പ്രോഗ്രാം ചെയ്യാവുന്ന
 ഉപായം","Non-erasable
 Programmable
 Device"
"ബഹുമാനിക്കാനാവാത്തവിധം
 ശേഖരണം","Non-erasable
 Storage"
ഇതര കീ,Non-escaping key
"എക്സിക്യൂട്ടബിൾ ഇതര
 പ്രസ്താവന","Non-executable
 Statement"
അല്ലാത്ത ക്ലാസ്റ്റർ വിശകലനം,Non-hierarchical cluster analysis
ഇംപാക്റ്റ് നോൺ-ഇംപാക്റ്റ് പ്രിന്റർ,Non-impact printer
സംവേദനാത്മകമല്ലാത്തത്,Non-interactive
"നോൺ-ലീനിയർ
 വളച്ചൊടിക്കൽ","Non-linear
 Distortion"
"നോൺ-ലീനിയർ
 ഒപ്റ്റിമൈസേഷൻ","Non-linear
 Optimization"
"നോൺ-ലീനിയർ
 പ്രോഗ്രാമിംഗ്","Non-linear
 Programming"
"നോൺ-ലീനിയർ
 റിഗ്രഷൻ മോഡൽ","Non-linear
 Regression model"
"ലോഡുചെയ്യാനാകാത്തത്
 പ്രതീക സെറ്റ്","Non-loadable
 Character set"
ലോഡുചെയ്യാത്ത വരി,Non-loaded line
ലോക്ക് ചെയ്യാത്തത്,Non-locking
"മാപ്പിംഗ് ഇതര
 മാതിരി","Non-mapping
 Mode"
"മെമ്മറി ഇതര
 ബന്ധപ്പെടല്
 നിര്ദ്ദേശം","Non-memory
 Reference
 Instruction"
"നെഗറ്റീവ് ഇതര
 അക്കം","Non-negative
 Number"
"പ്രവർത്തനരഹിതമായ പ്രവർത്തനം
 നിര്ദ്ദേശം","Non-operation
 Instruction"
"മുൻകൂട്ടി നിശ്ചയിക്കാത്തവ
 പങ്കുവയ്ക്കല്","Non-preemptive
 Allocation"
"നടപടിക്രമം
 ഭാഷ","Non-procedural
 Language"
"നടപടിക്രമം
 ഓറിയന്റഡ്
 ഭാഷ","Non-procedure
 Oriented
 Language"
"ഉൽപാദനക്ഷമതയില്ലാത്ത
 തിരഞ്ഞെടുപ്പ്","Non-productive
 Poll"
"ഉൽപാദനക്ഷമതയില്ലാത്ത
 കര്ത്തവം","Non-productive
 Task"
"-പ്രോഗ്രാം ചെയ്യാത്തത്
 തടഞ്ഞ","Non-programmed
 Halt"
"തത്സമയം ഇതര
 നടപടി","Non-real-time
 Processing"
"വീണ്ടെടുക്കാനാവില്ല
 പിശക്","Non-recoverable
 Error"
റിഫ്ലക്ടീവ് ഇല്ലാത്ത മഷി,Non-reflective ink
"നോൺ റെസിഡന്റ്
 സ്ഥാനം","Non-resident
 Position"
വീണ്ടും ഉപയോഗിക്കാനാവില്ല,Non-reusable
ഒരേസമയം പ്രക്ഷേപണം,Non-simultaneous transmission
സംഭരണമല്ലാത്ത ഉപകരണം,Non-storage device
സ്വിച്ച് ചെയ്യാത്ത വരി,Non-switched line
"മാറുന്നില്ല
 കൂട്ടുകെട്ട്","Non-switching
 Connection"
നോൺ-ടെർമിനൽ നോഡ്,Non-terminal node
"സുതാര്യതയില്ലാത്തത്
 മാതിരി","Non-transparent
 Mode"
"അസ്ഥിരമല്ലാത്തത്
 സ്മരണം","Non-volatile
 Memory"
അസ്ഥിരരമല്ലാത്ത റാം,Non-volatile RAM
അസ്ഥിരമല്ലാത്ത സംഭരണം,Non-volatile storage
ഭാരം കുറഞ്ഞ കോഡ്,Non-weighted code
നോ-ഒപ്പ്,No-op
പ്രവർത്തനരഹിതമായ,No-operation
Nop നിർദ്ദേശം,NOP instruction
പനഠിയുപോയുമില്ല,NOR
ഇല്ല,NOR element
പവര്ത്തിക്കുക,NOR function
കവാടം,NOR gate
സാധാരണ കോൺടാക്റ്റ്,Normal contact
"സാധാരണ ദിശ
 ഒഴുകുക","Normal direction
 Flow"
നോർമലൈസ് ചെയ്യുക,Normalize
"സാധാരണ ഉപകരണം
 ഏകീകരിക്കുക","Normalized device
 Coordinate"
സാധാരണ ഫോം,Normalized form
സാധാരണവാദി,Normalizer
"സാധാരണയായി അടച്ചു
 സന്വര്ക്കം","Normally closed
 Contact"
"സാധാരണയായി തുറന്നിരിക്കുന്നു
 സന്വര്ക്കം","Normally open 
 Contact"
സാധാരണ പ്രതികരണം,Normal response
നോർമറ്റീവ് ടെസ്റ്റിംഗ്,Normative testing
അല്ല,NOT
അല്ല,NOT-AND
"അല്ല
 ശസ്തകിയ","NOT-AND
 Operation"
"രണ്ടും അല്ല
 പ്രവർത്തനം (= ഇതര അല്ലാത്തവ
 സംയോജനം)","NOT-BOTH
 Operation (= non
 Conjunction)"
സർക്യൂട്ട് അല്ല,NOT circuit
ഘടകമല്ല,NOT element
"തുല്യമല്ല
 ഗേറ്റ്","NOT equivalence
 Gate"
ഗേറ്റല്ല,NOT gate
"ഇല്ലെങ്കിൽ
 മൂലകം","NOT-IF THEN
 Element"
"ഇല്ലെങ്കിൽ
 (= ഒഴിവാക്കൽ)","NOT-IF THEN
 (= Exclusion)"
"ഇല്ലെങ്കിൽ
 ഗേറ്റ്","NOT-IF THEN
 Gate"
"ഇല്ലെങ്കിൽ
 ശസ്തകിയ","NOT-IF THEN
 Operation"
പ്രവർത്തനമല്ല,NOT operation
അല്ല-അല്ലെങ്കിൽ,NOT-OR
"അല്ല-അല്ലെങ്കിൽ
 ശസ്തകിയ","NOT-OR
 Operation"
