Assamese,Odiya
উত্তৰ-দক্ষিণ সংশোধন,ଉତ୍ତର-ଦକ୍ଷିଣ ସଂଶୋଧନ
উত্তৰ-দক্ষিণ প্ৰভাৱ,ଉତ୍ତର-ଦକ୍ଷିଣ ପ୍ରଭାବ
নৰ্টন উপপাদ্য,ନର୍ଟନ୍ ଥିଓରେମ୍ |
"নাকৰ ফুটা, নাকৰ ফুটা, নাক","ନାକ, ନାକ, ନାକ"
নাস শঙ্কু,ନାସା କୋଣ
নাস-মজোন,nasa-majon
নাস ট্ৰেকচন,ନାସା ଟ୍ରାକ୍ସନ୍ |
নাই নহয়,ନା
"গেট নহয়, গেট নহয়","ଫାଟକ ନୁହେଁ, ଫାଟକ ନାହିଁ |"
"সংকেত, সংকেত, সংকেত, সংকেত","ବିଜ୍ ation ପ୍ତି, ବିଜ୍ ation ପ୍ତି, ବିଜ୍ not ପ୍ତି, ବିଜ୍ ation ପ୍ତି |"
"খাঁজ, কোণ কাটি দিয়া","ଖୋଳା, କୋଣ କଟା |"
খাঁজ সমন্বয়,ଖୋଲା ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |
খাঁজ এন্টেনা,ଖୋଲା ଆଣ୍ଟେନା |
খাঁজ জাল,ଖୋଲା ଜାଲ
খাঁজ স্পন্দন,ଖୋଲା ନାଡ |
স্লট ডাইজাইগোট,ସ୍ଲଟ୍ ଡିଜାଇଗୋଟ୍ |
ষ্ট্ৰেচড পেনাল্টি টেষ্ট,ବିସ୍ତାରିତ ପେନାଲ୍ଟି ପରୀକ୍ଷା |
কণ্ঠস্বৰ,ଭୋକାଲ୍ |
উপন্যাস ভিত্তি,ଉପନ୍ୟାସ ଆଧାର |
noviol কাঁচ,ନୋଭିଓଲ୍ ଗ୍ଲାସ୍ |
knox (ইউনিট),ନକ୍ସ (ୟୁନିଟ୍)
নাই,ନା
"টুণ্ড, চুংকি","ଟଣ୍ଡ, ଚୁଙ୍କି |"
টুণ্ড এৰিয়া ৰেচিঅ&#39;,ଟଣ୍ଡ ଏରିଆ ଅନୁପାତ |
"নাজল বক্স, চাঞ্চু বক্স","ନାଜାଲ୍ ବକ୍ସ, ଚଞ୍ଚୁ ବକ୍ସ |"
মসৃণ কাৰ্য্য,ସୁଗମ କାର୍ଯ୍ୟ
"নজেল প্ৰক্ৰিয়া, চাঞ্চু প্ৰক্ৰিয়া","ଅଗ୍ରଭାଗ ପ୍ରକ୍ରିୟା, ଚଞ୍ଚୁ ପ୍ରକ୍ରିୟା |"
টুণ্ডান,ତୁନ୍ଦନ
পাৰমাণৱিক বিক্ৰিয়াৰ বৰ্ণালী,ପରମାଣୁ ପ୍ରତିକ୍ରିୟା ସ୍ପେକ୍ଟ୍ରମ୍ |
"পাৰমাণৱিক, পাৰমাণৱিক","ପରମାଣୁ, ପରମାଣୁ"
পাৰমাণৱিক তৰা,ପରମାଣୁ ତାରା
পাৰমাণৱিক যুগ নিৰ্ণয়,ପରମାଣୁ ଯୁଗ ନିର୍ଣ୍ଣୟ |
পাৰমাণৱিক কৌণিক গতিবেগ,ଆଣବିକ କୋଣାର୍କ ଗତି |
"নিউক্লিয়াছ অংগ, নিউক্লিয়াছ এগ্ৰিগেট","ଆଣବିକ ଅଙ୍ଗ, ନ୍ୟୁକ୍ଲିୟସ୍ ଏଗ୍ରିଗେଟ୍ |"
নিউক্লিয়াৰ পৰমাণু,ପରମାଣୁ ପରମାଣୁ
নিউক্লিয়াৰ অডিঅ’ ফ্ৰিকুৱেন্সি স্পেক্ট্ৰ’মেট্ৰি,ଆଣବିକ ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ପେକ୍ଟ୍ରୋମେଟ୍ରି |
নিউক্লিয়াৰ বেটাৰী,ଆଣବିକ ବ୍ୟାଟେରୀ |
"পাৰমাণৱিক বান্ধনি শক্তি, পাৰমাণৱিক বান্ধনি শক্তি","ପରମାଣୁ ବନ୍ଧନ ଶକ୍ତି, ପରମାଣୁ ବନ୍ଧନ ଶକ୍ତି |"
"নিউক্লিয়াৰ বয়লিং, নিউক্লিয়াৰ বয়লিং","ଆଣବିକ ଫୁଟିବା, ଆଣବିକ ଫୁଟିବା |"
পাৰমাণৱিক বোমা পাৰমাণৱিক বোমা,ପରମାଣୁ ବୋମା ପରମାଣୁ ବୋମା |
পাৰমাণৱিক প্ৰজননকাৰী,ପରମାଣୁ ପ୍ରଜନକ
centripetal cap,ସେଣ୍ଟ୍ରିପେଟାଲ୍ କ୍ୟାପ୍ |
পাৰমাণৱিক বন্দী,ପରମାଣୁ ହସ୍ତଗତ
পাৰমাণৱিক জখলা,ପରମାଣୁ ଶିଡ଼ି
"পাৰমাণৱিক শৃংখলাবদ্ধ বিক্ৰিয়া, পাৰমাণৱিক শৃংখলাবদ্ধ বিক্ৰিয়া","ଆଣବିକ ଶୃଙ୍ଖଳା ପ୍ରତିକ୍ରିୟା, ଆଣବିକ ଶୃଙ୍ଖଳା ପ୍ରତିକ୍ରିୟା |"
পাৰমাণৱিক আধান পাৰমাণৱিক আধান,ଆଣବିକ ଚାର୍ଜ ଆଣବିକ ଚାର୍ଜ |
পাৰমাণৱিক আধান বিতৰণ,ଆଣବିକ ଚାର୍ଜ ବଣ୍ଟନ |
পাৰমাণৱিক আধান সংখ্যা পাৰমাণৱিক আধান সংখ্যা,ଆଣବିକ ଚାର୍ଜ ସଂଖ୍ୟା ଆଣବିକ ଚାର୍ଜ ସଂଖ୍ୟା |
পাৰমাণৱিক ডাৱৰ,ପରମାଣୁ ମେଘ
"পাৰমাণৱিক সংঘৰ্ষ, পাৰমাণৱিক সংঘৰ্ষ","ଆଣବିକ ଧକ୍କା, ଆଣବିକ ଧକ୍କା |"
নিউক্লিয়াৰ ধ্ৰুৱক,ପରମାଣୁ ସ୍ଥିର |
পাৰমাণৱিক পৰিৱৰ্তন,ପରମାଣୁ ପରିବର୍ତ୍ତନ
পাৰমাণৱিক সম্ভাৱনা ক্ষেত্ৰ,ଆଣବିକ ସମ୍ଭାବନା କ୍ଷେତ୍ର |
পাৰমাণৱিক ব্যুৎপত্তি,ପରମାଣୁ ଉତ୍ପାଦନ
পাৰমাণৱিক ক্ষয়ৰ ধৰণ,ପରମାଣୁ କ୍ଷୟ ଧାରା |
পাৰমাণৱিক বিচুম্বকীয়কৰণ,ପରମାଣୁ ବିମୁଦ୍ରୀକରଣ |
পাৰমাণৱিক ঘনত্ব,ପରମାଣୁ ଘନତା
পাৰমাণৱিক যন্ত্ৰ,ପରମାଣୁ ଉପକରଣ
নিউক্লিয়াৰ ডাইপোল মুহূৰ্ত,ପରମାଣୁ ଡିପୋଲ୍ ମୁହୂର୍ତ୍ତ |
পাৰমাণৱিক বিভাজন,ପରମାଣୁ ବିଭାଜନ |
"নিউক্লিয়াৰ ইমালচন, নিউক্লিয়াৰ ইমালচন","ଆଣବିକ ଏମୁଲେସନ, ଆଣବିକ ଏମୁଲେସନ |"
নিউক্লিয়াৰ ইমালচন প্লেট,ଆଣବିକ ଏମୁଲେସନ ପ୍ଲେଟ୍ |
"পাৰমাণৱিক শক্তি, পাৰমাণৱিক শক্তি","ଆଣବିକ ଶକ୍ତି, ଆଣବିକ ଶକ୍ତି |"
নিউক্লিয়াৰ ইঞ্জিনিয়াৰিং নিউক্লিয়াৰ ইঞ্জিনিয়াৰিং,ଆଣବିକ ଇଞ୍ଜିନିୟରିଂ
পাৰমাণৱিক বিস্ফোৰণ,ପରମାଣୁ ବିସ୍ଫୋରଣ |
পাৰমাণৱিক বিভাজন,ପରମାଣୁ ବିଭାଜନ |
পাৰমাণৱিক শক্তি,ଆଣବିକ ଶକ୍ତି
পাৰমাণৱিক ইন্ধন পাৰমাণৱিক ইন্ধন,ପରମାଣୁ ଇନ୍ଧନ ପରମାଣୁ ଇନ୍ଧନ |
পাৰমাণৱিক ইন্ধনৰ পেলেট পাৰমাণৱিক ইন্ধনৰ পেলেট,ଆଣବିକ ଇନ୍ଧନ ପେଲେଟ୍ ଆଣବିକ ଇନ୍ଧନ ପେଲେଟ୍ |
পাৰমাণৱিক ইন্ধন পুনৰ প্ৰক্ৰিয়াকৰণ,ଆଣବିକ ଇନ୍ଧନ ପୁନ oc ପ୍ରକ୍ରିୟାକରଣ |
পাৰমাণৱিক চুলা,ଆଣବିକ ଚୁଲା |
নিউক্লিয়াৰ সংযোজন নিউক্লিয়াৰ সংযোজন,ଆଣବିକ ଫ୍ୟୁଜନ୍ ଆଣବିକ ଫ୍ୟୁଜନ୍ |
পাৰমাণৱিক গেছৰ আৰ্হি,ଆଣବିକ ଗ୍ୟାସ୍ ମଡେଲ୍ |
পাৰমাণৱিক ভূ-পদাৰ্থ বিজ্ঞান,ଆଣବିକ ଜିଓଫିଜିକ୍ସ |
পাৰমাণৱিক নিম্নতম অৱস্থা,ପରମାଣୁ ସର୍ବନିମ୍ନ ରାଜ୍ୟ |
পাৰমাণৱিক তাপ,ପରମାଣୁ ଉତ୍ତାପ
পাৰমাণৱিক তাৎপৰ্য্যৰ কাৰ্য্য,ପରମାଣୁ ମହତ୍ତ୍ୱ କାର୍ଯ୍ୟ
নিউক্লিয়াৰ ইণ্ডাকচন,ଆଣବିକ ଅନୁକରଣ
"নিউক্লিয়াৰ আইছ’মাৰ, নিউক্লিয়াৰ আইছ’মাৰ","ଆଣବିକ ଆଇସୋମର୍, ଆଣବିକ ଆଇସୋମର୍ |"
"নিউক্লিয়াৰ আইছ’মেৰিজম, নিউক্লিয়াৰ আইছ’মেৰিজম","ପରମାଣୁ ଆଇସୋରିଜିମ୍, ଆଣବିକ ଆଇସୋରିଜିମ୍ |"
নিউক্লিয়াৰ লেজাৰ,ପରମାଣୁ ଲେଜର
"পাৰমাণৱিক স্তৰ, পাৰমাণৱিক শক্তিৰ স্তৰ","ଆଣବିକ ସ୍ତର, ଆଣବିକ ଶକ୍ତି ସ୍ତର |"
নিউক্লিয়াছ অথৰিং,ନ୍ୟୁକ୍ଲିୟସ୍ ଲେଖକ
পাৰমাণৱিক চুম্বকীয় ক্ষমতা,ପରମାଣୁ ଚୁମ୍ବକୀୟ ମୁହୂର୍ତ୍ତ |
পাৰমাণৱিক চুম্বকীয় অনুনাদ (NMR),ଆଣବିକ ଚୁମ୍ବକୀୟ ରିଜୋନାନ୍ସ (NMR)
নিউক্লিয়াৰ মেগনেটিক ৰেজোনেন্স স্পেকট্ৰস্কপি,ଆଣବିକ ଚୁମ୍ବକୀୟ ରିଜୋନାନ୍ସ ସ୍ପେକ୍ଟ୍ରସ୍କୋପି |
নিউক্লিয়াৰ চুম্বকীয় প্ৰতিৰোধ ক্ষমতা,ପରମାଣୁ ଚୁମ୍ବକୀୟ ପ୍ରତିରୋଧକ ଶକ୍ତି |
নিউক্লিয়াৰ মেগনেটন নিউক্লিয়াৰ মেগনেটন,ପରମାଣୁ ଚୁମ୍ବକୀୟ ପରମାଣୁ ଚୁମ୍ବକ
পাৰমাণৱিক ভৰ,ଆଣବିକ ମାସ
"পাৰমাণৱিক পদাৰ্থ, পাৰমাণৱিক পদাৰ্থ","ଆଣବିକ ପଦାର୍ଥ, ପରମାଣୁ ପଦାର୍ଥ |"
পাৰমাণৱিক আৰ্হি,ଆଣବିକ ମଡେଲ୍ |
পাৰমাণৱিক মুহূৰ্ত,ପରମାଣୁ ମୁହୂର୍ତ୍ତ
নিউক্লিয়াৰ ম&#39;মেণ্ট স্কেল,ପରମାଣୁ ମୁହୂର୍ତ୍ତ ସ୍କେଲ |
নিউক্লিয়াৰ পৰচুম্বকীয়,ପରମାଣୁ ପାରାମାଗ୍ନେଟିକ୍ |
নিউক্লিয়াৰ পৰচুম্বকীয় অনুনাদ,ଆଣବିକ ପରମାଗ୍ନେଟିକ୍ ରିଜୋନାନ୍ସ |
"পাৰমাণৱিক পৰচুম্বকত্ব, পাৰমাণৱিক পৰচুম্বকত্ব","ଆଣବିକ ପାରାମାଗ୍ନେଟିଜିମ୍, ଆଣବିକ ପାରାମାଗ୍ନେଟିଜିମ୍ |"
নিউক্লিয়াৰ কণা,ପରମାଣୁ କଣିକା
পাৰমাণৱিক আলোকবিদ্যুৎ প্ৰভাৱ,ପରମାଣୁ ଫଟୋ ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରଭାବ |
পাৰমাণৱিক পদাৰ্থ বিজ্ঞান পাৰমাণৱিক পদাৰ্থ বিজ্ঞান,ଆଣବିକ ପଦାର୍ଥ ବିଜ୍ଞାନ ଆଣବିକ ପଦାର୍ଥ ବିଜ୍ଞାନ |
পাৰমাণৱিক পাইল,ଆଣବିକ ଗଦା
"পাৰমাণৱিক বিভৱ, পাৰমাণৱিক বিভৱ","ଆଣବିକ ସମ୍ଭାବନା, ଆଣବିକ ସମ୍ଭାବନା |"
পাৰমাণৱিক শক্তি পাৰমাণৱিক শক্তি,ଆଣବିକ ଶକ୍ତି ଆଣବିକ ଶକ୍ତି |
"পাৰমাণৱিক শক্তি ৰিয়েক্টৰ, পাৰমাণৱিক শক্তি ৰিয়েক্টৰ","ଆଣବିକ ଶକ୍ତି ରିଆକ୍ଟର, ଆଣବିକ ଶକ୍ତି ରିଆକ୍ଟର"
পাৰমাণৱিক চতুৰ্মেৰু অনুনাদ,ଆଣବିକ ଚତୁର୍ଭୁଜ ରିଜୋନାନ୍ସ |
নিউক্লিয়াৰ চতুৰ্পোল বৰ্ণালীবিজ্ঞান,ଆଣବିକ ଚତୁର୍ଭୁଜ ସ୍ପେକ୍ଟ୍ରସ୍କୋପି |
নিউক্লিয়াৰ বিকিৰণ বৰ্ণালীবিজ্ঞান,ଆଣବିକ ବିକିରଣ ସ୍ପେକ୍ଟ୍ରସ୍କୋପି |
নিউক্লিয়াৰ ব্যাসাৰ্ধ নিউক্লিয়াৰ ব্যাসাৰ্ধ,ପରମାଣୁ ପରିସର
নিউক্লিয়াৰ বিক্ৰিয়া পাৰমাণৱিক বিক্ৰিয়া,ଆଣବିକ ପ୍ରତିକ୍ରିୟା ଆଣବିକ ପ୍ରତିକ୍ରିୟା |
নিউক্লিয়াৰ বিক্ৰিয়া বৰ্ণালীবিজ্ঞান,ପରମାଣୁ ପ୍ରତିକ୍ରିୟା ସ୍ପେକ୍ଟ୍ରୋମେଟ୍ରି |
নিউক্লিয়াৰ ৰিয়েক্টৰ নিউক্লিয়াৰ ৰিয়েক্টৰ,ଆଣବିକ ରିଆକ୍ଟର ଆଣବିକ ରିଆକ୍ଟର |
পাৰমাণৱিক শিথিলতা,ପରମାଣୁ ଆରାମ
"পাৰমাণৱিক অনুনাদ, পাৰমাণৱিক অনুনাদ, পাৰমাণৱিক অনুনাদ","ଆଣବିକ ରିଜୋନାନ୍ସ, ଆଣବିକ ରିଜୋନାନ୍ସ, ଆଣବିକ ରିଜୋନାନ୍ସ |"
নিউক্লিয়াৰ অনুনাদ শোষণ,ଆଣବିକ ରିଜୋନାନ୍ସ ଅବଶୋଷଣ |
নিউক্লিয়াৰ অনুনাদ প্ৰৰোচনা,ଆଣବିକ ରିଜୋନାନ୍ସ ଇନଡକ୍ସନ୍ |
"পাৰমাণৱিক অনুনাদ স্তৰ, পাৰমাণৱিক অনুনাদ স্তৰ","ଆଣବିକ ରିଜୋନାନ୍ସ ସ୍ତର, ଆଣବିକ ରିଜୋନାନ୍ସ ସ୍ତର |"
পাৰমাণৱিক ৰকেট পাৰমাণৱিক ৰকেট,ଆଣବିକ ରକେଟ୍ ଆଣବିକ ରକେଟ୍ |
নিউক্লিয়াৰ কোষৰ গঠন,ପରମାଣୁ କୋଷ ଗଠନ
"পাৰমাণৱিক বৰষুণ, ছিদ্ৰ বৰষুণ","ଆଣବିକ ବର୍ଷା, ପର୍ଫୋରେସନ୍ ବୃଷ୍ଟିପାତ |"
নিউক্লিয়াৰ আকাৰৰ অনুনাদ,ଆଣବିକ ଆକାରର ରେଜୋନାନ୍ସ |
"পাৰমাণৱিক জনসংখ্যা, পাৰমাণৱিক জনসংখ্যা","ଆଣବିକ ଜନସଂଖ୍ୟା, ଆଣବିକ ଜନସଂଖ୍ୟା |"
"পাৰমাণৱিক বিভাজন, পাৰমাণৱিক ভৰ","ଆଣବିକ ବିଭାଜନ, ଆଣବିକ ମାସ |"
"পাৰমাণৱিক প্ৰজাতি, পাৰমাণৱিক প্ৰজাতি","ପରମାଣୁ ପ୍ରଜାତି, ପରମାଣୁ ପ୍ରଜାତି |"
নিউক্লিয়াৰ বৰ্ণালীবিজ্ঞান,ଆଣବିକ ସ୍ପେକ୍ଟ୍ରସ୍କୋପି |
"নিউক্লিয়াৰ স্পিন, নিউক্লিয়াৰ স্পিন","ଆଣବିକ ସ୍ପିନ୍, ଆଣବିକ ସ୍ପିନ୍ |"
নিউক্লিয়াৰ স্পিন কাৰ্য্য,ପରମାଣୁ ସ୍ପିନ୍ କାର୍ଯ୍ୟ
নিউক্লিয়াৰ স্পিন বহুত্ব,ପରମାଣୁ ସ୍ପିନ୍ ବହୁଳତା |
পাৰমাণৱিক আত্মবিক্ৰিয়া,ପରମାଣୁ ଆତ୍ମ ପ୍ରତିକ୍ରିୟା |
পাৰমাণৱিক স্থিতিশীলতা,ପରମାଣୁ ସ୍ଥିରତା |
পাৰমাণৱিক প্ৰতিস্থাপন,ଆଣବିକ ପ୍ରତିସ୍ଥାପନ
নিউক্লিয়াৰ হাইপাৰথাৰ্মিয়া,ପରମାଣୁ ହାଇପରଥର୍ମିଆ |
"নিউক্লিয়াৰ ছুপাৰপলিমাৰ, নিউক্লিয়াৰ ছুপাৰপলিমাৰ","ଆଣବିକ ସୁପରପୋଲାଇମର, ଆଣବିକ ସୁପରପୋଲାଇମର |"
পাৰমাণৱিক প্ৰতীক পাৰমাণৱিক প্ৰতীক,ପରମାଣୁ ପ୍ରତୀକ ପରମାଣୁ ପ୍ରତୀକ |
নিউক্লিয়াৰ থাৰ্মিয়নিক কনভাৰ্টাৰ,ପରମାଣୁ ଥର୍ମୋନିକ୍ କନଭର୍ଟର |
নিউক্লিয়াৰ থ্ৰেছহোল্ড ডিটেক্টৰ,ପରମାଣୁ ଥ୍ରେସହୋଲ୍ଡ ଡିଟେକ୍ଟର |
নিউক্লিয়াৰ ট্ৰেক্ট,ଆଣବିକ ଟ୍ରାକ୍ଟ
নিউক্লিয়াৰ লিক প্লেট,ଆଣବିକ ଲିକ୍ ପ୍ଲେଟ୍ |
"পাৰমাণৱিক ৰূপান্তৰ, পাৰমাণৱিক ৰূপান্তৰ","ଆଣବିକ ରୂପାନ୍ତର, ଆଣବିକ ରୂପାନ୍ତର |"
"নিউক্লিয়াৰ সংক্ৰমণ, নিউক্লিয়াৰ ট্ৰান্সফিউজন","ପରମାଣୁ ସଂକ୍ରମଣ, ପରମାଣୁ ସଂକ୍ରମଣ"
নিউক্লিয়াৰ ট্ৰেন্সমিউটেচন,ପରମାଣୁ ସଂକ୍ରମଣ
পাৰমাণৱিক অস্ত্ৰ,ଆଣବିକ ଅସ୍ତ୍ର
পাৰমাণৱিক লাভ,ପରମାଣୁ ଲାଭ
নিউক্লিয়াৰ জিমেন ইফেক্ট,ଆଣବିକ ଜିମାନ୍ ପ୍ରଭାବ |
নিউক্লিয়েশন,ନ୍ୟୁକ୍ଲିୟେସନ୍ |
পাৰমাণৱিক সময়,ପରମାଣୁ ସମୟ
নিউক্লিঅ&#39;জেনেছিছ,ନ୍ୟୁକ୍ଲିଓଜେନେସିସ୍ |
নিউক্লিয়ন,ନ୍ୟୁକ୍ଲିଅନ୍ |
নিউক্লিয়ন সংখ্যা,ନ୍ୟୁକ୍ଲିଅନ୍ ସଂଖ୍ୟା
নিউক্লিয়ন-এন্টিনিউক্লিয়ন ডিলিচন,ନ୍ୟୁକ୍ଲିଅନ୍-ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ ବିଲୋପ |
নিউক্লিঅ&#39;নিক্স,ନ୍ୟୁକ୍ଲିଅନିକ୍ସ |
নিউক্লিঅ’নিয়াম,ନ୍ୟୁକ୍ଲିଅନିୟମ୍ |
পাৰমাণৱিক,ପରମାଣୁ
"নিউক্লিয়াছ, নিউক্লিয়াছ, নিউক্লিয়াছ","ନ୍ୟୁକ୍ଲିୟସ୍, ନ୍ୟୁକ୍ଲିୟସ୍, ନ୍ୟୁକ୍ଲିୟସ୍ |"
বাধা অঞ্চল,ପ୍ରତିବନ୍ଧକ ଜୋନ୍ |
শূন্য,ଶୂନ
শূন্য ধৰা পেলোৱা,ଶୂନ୍ୟ ଚିହ୍ନଟ
শূন্য ইলেক্ট্ৰ&#39;ড,ଶୂନ୍ୟ ଇଲେକ୍ଟ୍ରୋଡ୍ |
শূন্য বিক্ষেপণ সঁজুলি,ଶୂନ୍ୟ ଡିଫ୍ଲେକ୍ସନ୍ ଟୁଲ୍ |
শূন্য ৰেখা,ଶୂନ୍ୟ ରେଖା
শূন্য মুহূৰ্ত সমতল,ଶୂନ୍ୟ ମୁହୂର୍ତ୍ତ ବିମାନ |
শূন্য বিচ্যুতিৰ অৱস্থান,ଶୂନ୍ୟ ବିଘ୍ନ ସ୍ଥିତି |
শূন্য বিক্ষেপণৰ অৱস্থান সূচক,ଶୂନ୍ୟ ବିଘ୍ନ ସ୍ଥିତି ସୂଚକ |
নিৰপেক্ষ শূন্য শক্তি,ସଂପୂର୍ଣ୍ଣ ଶୂନ୍ୟ ଶକ୍ତି |
শূন্য বিন্দু পটেনচিঅ’মিটাৰ,ଶୂନ ବିନ୍ଦୁ ପୋଟେଣ୍ଟିଓମିଟର |
শূন্য ভাৰসাম্য,ଶୂନ୍ୟ ସନ୍ତୁଳନ
শ্ৰৱণ ক্ষমতা হেৰুৱাই পেলোৱা,ଶ୍ରବଣ ଶକ୍ତି
শূন্য ৰশ্মি,ଶୂନ୍ୟ କିରଣ
সংখ্যা,ସଂଖ୍ୟା
সংখ্যাগত বৈশিষ্ট্য,ସାଂଖ୍ୟିକ ବ feature ଶିଷ୍ଟ୍ୟ
সংখ্যাগত ঠিকনা,ସାଂଖ୍ୟିକ ଠିକଣା
সংখ্যাগত এপাৰচাৰ,ସାଂଖ୍ୟିକ ଅକ୍ଷର
সংখ্যাগত সহগ,ସାଂଖ୍ୟିକ ଗୁଣବତ୍ତା
সংখ্যাগত গণনা,ସାଂଖ୍ୟିକ ଗଣନା
সংখ্যাগত সংৰক্ষণ,ସାଂଖ୍ୟିକ ସଂରକ୍ଷଣ
"সংখ্যাগত পদাৰ্থ, সংখ্যাগত পৰিসংখ্যা","ସାଂଖ୍ୟିକ ପଦାର୍ଥ, ସାଂଖ୍ୟିକ ପରିସଂଖ୍ୟାନ |"
সংখ্যাগত মান,ସାଂଖ୍ୟିକ ମୂଲ୍ୟ
নম্বৰ স্কোপ,ସଂଖ୍ୟାସଂଖ୍ୟା
অক্ষ বিচ্যুতি এন্টেনা,ଅକ୍ଷ ବିଘ୍ନ ଆଣ୍ଟେନା |
অবিভাজন মণ্ডল,ଅଣ-ବିଭାଜନ ଜୋନ୍ |
"অক্ষ বিচ্যুতি, দোলনীয় শিখৰ-ঘূৰণ","ଅକ୍ଷ ବିଘ୍ନ, କ୍ରେଷ୍ଟ-ଘୂର୍ଣ୍ଣନ"
অক্ষ বিচ্যুতি ধ্ৰুৱক,ଅକ୍ଷ ବିଚ୍ଛିନ୍ନତା ସ୍ଥିର |
অক্ষ বিচ্যুতি উপবৃত্তাকাৰ,ଅକ୍ଷ ବିଚ୍ଛିନ୍ନତା ଏଲିପ୍ସ |
এক্সিঅ&#39;মেট্ৰিক স্ক্যানাৰ,ଆକ୍ସିଓମେଟ୍ରିକ୍ ସ୍କାନର୍ |
nyquist ডায়াগ্ৰাম,nyquist ଚିତ୍ର |
nyquist মাপকাঠী,nyquist ମାନଦଣ୍ଡ |
nyquist কম্পাঙ্ক,nyquist ଆବୃତ୍ତି |
nyquist ব্যৱধান,nyquist ବ୍ୟବଧାନ |
nyquist শব্দ উপপাদ্য,nyquist ଶବ୍ଦ ଥିଓରେମ୍ |
nyquist সংকেত হাৰ,nyquist ସଙ୍କେତ ହାର |
হে ইলেক্ট্ৰন,ହେ ଇଲେକ୍ଟ୍ରନ୍ |
O বৰ্তনী জাল,ହେ ସର୍କିଟ୍ ଜାଲ୍ |
O কোষ,ହେ କକ୍ଷ
অ-ৰে,ଓ-ରେ
ওবেৰন,ଓବରନ୍ |
"বস্তু, শৰীৰ, বস্তু","ବସ୍ତୁ, ଶରୀର, ବସ୍ତୁ"
ছবিৰ শেষ,ପ୍ରତିଛବି ଶେଷ
ছবিৰ এলেকা,ପ୍ରତିଛବି କ୍ଷେତ୍ର
চাক্ষুষ,ଭିଜୁଆଲ୍
"ভিজুৱেল লেন্স, বস্তুনিষ্ঠ","ଭିଜୁଆଲ୍ ଲେନ୍ସ, ଅବଜେକ୍ଟିଭ୍ |"
বস্তুৰ বিন্দু,ବସ୍ତୁ ବିନ୍ଦୁ |
লক্ষ্য কাৰ্য্যক্ৰম,ଲକ୍ଷ୍ୟ ପ୍ରୋଗ୍ରାମ୍
ছবি অঞ্চল,ପ୍ରତିଛବି ଅଞ୍ଚଳ |
"উদ্দেশ্য (v, ), উদ্দেশ্য, উদ্দেশ্য (নাই, )","ଅବଜେକ୍ଟିଭ୍ (v, ), ଅବଜେକ୍ଟିଭ୍, ଅବଜେକ୍ଟିଭ୍ (ନା, )"
ভিজুৱেল এপাৰচাৰ,ଭିଜୁଆଲ୍ ଆପେଚର |
বস্তুনিষ্ঠ শক্তি,ଅବଜେକ୍ଟିଭ୍ ଫୋର୍ସ |
ভিজুৱেল লেন্স,ଭିଜୁଆଲ୍ ଲେନ୍ସ
ভিজুৱেল প্ৰিজম,ଭିଜୁଆଲ୍ ପ୍ରିଜିମ୍ |
"তিৰ্যক প্ৰাদুৰ্ভাৱ, তিৰ্যক প্ৰাদুৰ্ভাৱ","oblique ଘଟଣା, oblique ଘଟଣା |"
ক্ৰছ মিডিয়ান কেৰাম,କ୍ରସ୍ ମଧ୍ୟମା କିରମ୍ |
ক্ৰছ কম্পোনেন্ট,କ୍ରସ୍ ଉପାଦାନ |
তিৰ্যক মচি পেলোৱা,oblique ଡିଲିଟ୍
তিৰ্যক আলোকসজ্জা,oblique ଆଲୋକ
তিৰ্যক বাম্প,oblique bump
তিৰ্যক ঘটনা প্ৰতিফলনশীলতা,ବାଧ୍ୟତାମୂଳକ ଘଟଣା ପ୍ରତିଫଳନ
তিৰ্যক জালি,oblique lattice
ক্ৰছ ফটোগ্ৰাফ,କ୍ରସ୍ ଫଟୋଗ୍ରାଫ୍ |
ক্ৰছ ফটোগ্ৰাফী,କ୍ରସ୍ ଫଟୋଗ୍ରାଫି |
"হেলনীয়া ৰশ্মি, হেলনীয়া ৰশ্মি",ସ୍ଲାଣ୍ଟ କିରଣ
তিৰ্যক দৃশ্যমানতা,oblique visibility
শ্বাস-প্ৰশ্বাসজনিত দোলক,expiratory oscillator
তিৰ্যক প্ৰিজম,oblique prism
ওবো ব্যৱস্থা,ଓବୋ ସିଷ୍ଟମ୍ |
পৰ্যবেক্ষণযোগ্য অপাৰেটৰ,ପର୍ଯ୍ୟବେକ୍ଷଣକାରୀ ଅପରେଟର୍ |
পৰ্যবেক্ষণ,ପର୍ଯ୍ୟବେକ୍ଷଣ
পৰ্যবেক্ষণ বৰ্তনী,ପର୍ଯ୍ୟବେକ୍ଷଣ ସର୍କିଟ |
পৰ্যবেক্ষণৰ ভুল,ପର୍ଯ୍ୟବେକ୍ଷଣ ତ୍ରୁଟି |
পৰ্যবেক্ষণ ফুটা,ପର୍ଯ୍ୟବେକ୍ଷଣ ଛିଦ୍ର |
পৰ্যবেক্ষণৰ ভুল,ପର୍ଯ୍ୟବେକ୍ଷଣ ତ୍ରୁଟି |
