Kannada,Malayalam
ನೇಗಿಲು ಮಣ್ಣು,ഉഴുതുമണ്ണ്
ಪ್ಲಮ್ ಕಲ್ಲು,പ്ലം കല്ല്
ಪೊಡ್ಜೋಲ್,പോഡ്സോൾ
ಸೂಚಿಸುತ್ತಿದೆ,ചൂണ്ടിക്കാണിക്കുന്നു
ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ,ബഹുഭുജ മതിൽ
ರಂಧ್ರದ ಜಾಗ,പോർ സ്പേസ്
ಬಂದರು,തുറമുഖം
ಧನಾತ್ಮಕ ವಾತಾಯನ,പോസിറ്റീവ് വെന്റിലേഷൻ
ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು,പുൽമേടുള്ള മണ്ണ്
ನಿಖರತೆ,കൃത്യത
ಪ್ರಾಥಮಿಕ ಕಣ,പ്രാഥമിക കണിക
ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ,പ്രിസ്മാറ്റിക് ഘടന
ಉತ್ಪಾದಕ ಕೆಲಸ,ഉൽപ്പാദനപരമായ ജോലി
ಯೋಜನೆಯ ಸಮರ್ಥನೆ,പദ്ധതിയുടെ ന്യായീകരണം
ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ,സംരക്ഷണ പ്രവർത്തനം
ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್,കപട-മൈസീലിയം
ಕೊಚ್ಚೆಗುಂಡಿ,പുഡിൽ
ಪಗ್ಗಿಂಗ್,പഗ്ഗിംഗ്
ಪ್ಯೂಮಿಸ್,പ്യൂമിസ്
ಪಂಚೆಯಾನ್,പഞ്ച്യോൺ
ಬೊಂಬೆ,പാവ
ಪುಟ್ಲಾಗ್,പുട്ട്ലോഗ്
ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,പുട്ട്ലോഗ് സ്കാർഫോൾഡ്
ಪ್ರಮಾಣ ಸರ್ವೇಯರ್,അളവ് തൂക്ക നിരീക്ഷകൻ
ಕ್ವಾರಿ ಸಾಪ್,ക്വാറി സ്രവം
ಕ್ವೇ,കടവ
ರಾಣಿ ಮುಚ್ಚುವಿಕೆ,രാജ്ഞി അടച്ചുപൂട്ടൽ
ಕ್ವೊಯಿನ್,ക്വോയിൻ
ರಾಫ್ಟ್ ಅಡಿಪಾಯ,റാഫ്റ്റ് അടിത്തറ
ರೇಕರ್,റാക്കർ
ರೇಕಿಂಗ್,റാക്കിംഗ്
ರಾಕಿಂಗ್ ಬಾಂಡ್,റാക്കിംഗ് ബോണ്ട്
ಮಿನುಗುವ ರೇಕಿಂಗ್,റാക്കിംഗ് ഫ്ലാഷിംഗ്
ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು,അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്
ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ,വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്
ಕೆಂಪು ಭೂಮಿ,ചുവന്ന ഭൂമി
ಕೆಂಪು ಲೋಮ್,ചുവന്ന പശിമരാശി
ನಿಯಂತ್ರಕ,റെഗുലേറ്റർ
ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്
ಮರುಪಾವತಿ ಒಪ್ಪಂದ,തിരിച്ചടവ് കരാർ
ಉಳಿದ ಕುಗ್ಗುವಿಕೆ,ശേഷിക്കുന്ന ചുരുങ്ങൽ
ಉಳಿಕೆ ಮಣ್ಣು,ശേഷിക്കുന്ന മണ്ണ്
ಬಹಿರಂಗಪಡಿಸಿ,വെളിപ്പെടുത്തുക
ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ,പിൻ വെളിപ്പെടുത്തുക
ರಿವೀಲ್ ಟೈ,സമനില വെളിപ്പെടുത്തുക
ರಿಡ್ಜ್,റിഡ്ജ്
ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್,റിഡ്ജ് ക്യാപ്പിംഗ്
ನದಿ,നദി
ರೋಡ್ ಸ್ಟೇಡ್,റോഡ് സ്റ്റെഡ്
ಒರಟು ಪ್ಲಾಸ್ಟರ್,പരുക്കൻ പ്ലാസ്റ്റർ
ಅವಶೇಷಗಳು,അവശിഷ്ടങ്ങൾ
ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,അവശിഷ്ടങ്ങൾ
ಅವಶೇಷಗಳ ಗೋಡೆ,അവശിഷ്ടങ്ങൾ ചുവരുകൾ
ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ,റണ്ണിംഗ് മെഷർമെന്റ്
ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി
ಉಪ್ಪು ಮೆರುಗು,ഉപ്പ് ഗ്ലേസ്
ಮಾದರಿ ಅಳತೆ,സാമ്പിൾ വലിപ്പം
ಮಾದರಿ ವಿತರಣೆ,സാമ്പിൾ വിതരണം
ಮಾದರಿ ದೋಷ,സാമ്പിൾ പിശക്
ಮರಳು,മണല്
ಮರಳು ಮುಕ್ತಾಯ,സാൻഡ് ഫിനിഷ്
ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್,മണൽ കൈ മോൾഡിംഗ്
ಮರಳುಗಾರಿಕೆ,സാൻഡിംഗ്
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು,പൂരിത മണ്ണ്
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್,പൂരിത മണ്ണ് പേസ്റ്റ്
ಶುದ್ಧತ್ವ ಸಾರ,സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്
ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು,സാച്ചുറേഷൻ ശതമാനം
ಸಾಸರ್ ಗುಮ್ಮಟ,സോസർ ഡോം
ಸ್ಕ್ಯಾಫೋಲ್ಡ್,സ്കാർഫോൾഡ്
ಸ್ಕಿಸ್ಟ್,ഷിസ്റ്റ്
ಸಮುದ್ರ ಬಂದರು,കടൽ തുറമുഖം
ರಹಸ್ಯ ಗಟಾರ,രഹസ്യ ഗട്ടർ
ಎರಡನೇ,രണ്ടാമത്
ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ,സെഡിമെന്റേഷൻ വിശകലനം
ಅರೆ ಕೃತಕ ಬಂದರು,അർദ്ധ കൃത്രിമ തുറമുഖം
ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್,സെമി ടൈഡൽ ഡോക്ക്
ವಯಸ್ಸಾದ,സെനൈൽ
ಶೇಲ್,ഷെയ്ൽ
ಹಾಳೆಯ ರಾಶಿ,ഷീറ്റ് കൂമ്പാരം
ಕುಗ್ಗುವಿಕೆ ಮಿತಿ,ചുരുങ്ങൽ പരിധി
ಶಟರಿಂಗ್,ഷട്ടറിംഗ്
ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು,സിയാലിറ്റിക് മണ്ണ്
ಸಿರೋಜೆಮ್,സീറോസെം
ಸಿಲ್,സിൽ
ಹೂಳು,ചെളി
ಏಕ ಮಾಂಸದ ರಕ್ತ,ഏക മാംസ രക്തം
ಏಕ ಹರಳಿನ ರಚನೆ,ഒറ്റ തരി ഘടന
ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು,എല്ലിൻറെ മണ്ണ്
ಸ್ಕರ್ಟಿಂಗ್,സ്കിർട്ടിംഗ്
ಸ್ಲೀಪರ್ ಗೋಡೆ,സ്ലീപ്പർ മതിൽ
ಸೈಡ್ ಗಟರ್,സൈഡ് ഗട്ടർ
ಸ್ಲೈಡ್ ನಿಯಮ,സ്ലൈഡ് നിയമം
ಸ್ಲಿಪ್ ಡಾಕ್,സ്ലിപ്പ് ഡോക്ക്
ಸ್ಮೋನಿಜಾ,സ്മോനിസ
ನೆನೆಯುವುದು,കുതിർക്കുന്നു
ಮಣ್ಣಿನ ಸಂಘ,മണ്ണ് അസോസിയേഷൻ
ಮಣ್ಣಿನ ವರ್ಗ,മണ്ണ് ക്ലാസ്
ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ,മണ്ണിന്റെ സമുച്ചയം
ಮಣ್ಣಿನ ಸ್ಥಿರತೆ,മണ്ണിന്റെ സ്ഥിരത
ಮಣ್ಣಿನ ಕುಟುಂಬ,മണ്ണിന്റെ കുടുംബം
ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ,മണ്ണ് ഫ്രെയിം വർക്ക്
ಮಣ್ಣಿನ ತೇವಾಂಶ,മണ്ണിലെ ഈർപ്പം
ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ,മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ
ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ,മണ്ണിന്റെ ഈർപ്പം കുറവ്
ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ,മണ്ണിന്റെ രൂപഘടന
ಮಣ್ಣಿನ ಕಣ,മണ്ണിന്റെ കണിക
ಮಣ್ಣಿನ ಹಂತ,മണ്ണിന്റെ ഘട്ടം
ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್,മണ്ണിന്റെ പ്രൊഫൈൽ
ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ,മണ്ണിന്റെ പ്രതികരണം
ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ,മണ്ണ് വേർതിരിക്കുന്നു
ಮಣ್ಣಿನ ಸರಣಿ,മണ്ണ് പരമ്പര
ಮಣ್ಣಿನ ಪರಿಹಾರ,മണ്ണ് പരിഹാരം
ಮಣ್ಣಿನ ರಚನೆ,മണ്ണിന്റെ ഘടന
ಮಣ್ಣಿನ ರಚನೆ,മണ്ണിന്റെ ഘടന
ಮಣ್ಣಿನ ಪ್ರಕಾರ,മണ്ണിന്റെ തരം
ಸೋಲಮ್,സോലം
ಸೋರ್ಪ್ಶನ್,സോർപ്ഷൻ
ಸ್ಪ್ಯಾಲ್ಸ್,സ്പാൾസ്
ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ,പ്രത്യേക അയോൺ പ്രഭാവം
ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,ചതുരാകൃതിയിലുള്ള പാടശേഖരം
ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ
ಸ್ಥಿರ ಹರಿವು,സ്ഥിരതയുള്ള ഒഴുക്ക്
ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ,സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്
ಜಿಗುಟುತನ,ഒട്ടിപ്പിടിക്കുക
ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು,സ്റ്റിക്കിംഗ് പോയിന്റ്
ಕಲ್ಲು,കല്ല്
ಸ್ಲೋಪ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್,സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്
ಸ್ಟ್ರಾಪ್ ಹಿಂಜ್,സ്ട്രാപ്പ് ഹിഞ്ച്
ಒಣಹುಲ್ಲಿನ ಹಲಗೆ,വൈക്കോൽ ബോർഡ്
ಸ್ಟ್ರೀಮ್,ധാര
ಒತ್ತಡ,സമ്മർദ്ദം
ಸ್ಟ್ರೆಚರ್,സ്ട്രെച്ചർ
ಸ್ಟ್ರೆಚರ್ ಬಾಂಡ್,സ്ട്രെച്ചർ ബോണ്ട്
ಸ್ಟ್ರೆಚರ್ ಕೋರ್ಸ್,സ്ട്രെച്ചർ കോഴ്സ്
ಸ್ಟ್ರಿಂಗ್,സ്ട്രിംഗ്
ಸ್ಟ್ರಿಂಗ್ ಕೋರ್ಸ್,സ്ട്രിംഗ് കോഴ്സ്
ರಚನಾತ್ಮಕ ಅಂಶ,ഘടന ഘടകം
ರಚನೆ ಸೂಚ್ಯಂಕ,ഘടനാ സൂചിക
ಗಾರೆ,സ്റ്റക്കോ
ಸ್ಟಡ್,സ്റ്റഡ്
ಸ್ಟೈಲೋಬೇಟ್,സ്റ്റൈലോബേറ്റ്
ಉಪ ಮಣ್ಣು,ഉപ മണ്ണ്
ಉಪ ರಚನೆ,ഉപ ഘടന
ಸಂಕಲನ ಕರ್ವ್,സമ്മേഷൻ വക്രം
ಸೂರ್ಯ ಮೈಕಾ,സൺ മൈക്ക
ಸೂಪರ್ ರಚನೆ,സൂപ്പർ ഘടന
ಸರ್ವೇಯರ್,സർവേയർ
ಎಸ್-ಮೌಲ್ಯ,എസ്-മൂല്യം
ತೋರಣ,കൊള്ളമുതൽ
ಸ್ವಾನ್ ಕುತ್ತಿಗೆ,സ്വാൻ കഴുത്ത്
ಗುಡಾರ,കൂടാരം
ಟೇಬಲ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್,ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്
ಟ್ಯಾಂಕಿಂಗ್,ടാങ്കിംഗ്
ಟೆಂಪಿಯೆಟ್ಟೊ,ടെമ്പിയറ്റോ
ಟೆಂಪರಿಂಗ್,ടെമ്പറിംഗ്
ಟೆಂಪ್ಲೇಟ್,ടെംപ്ലേറ്റ്
ಟೆಂಪ್ಲೇಟ್,ടെംപ്ലേറ്റ്
ಟೆಪಿಡೇರಿಯಮ್,ടെപ്പിഡാരിയം
ಟೆರಾಕೋಟಾ,ടെറാക്കോട്ട
ಟೆರ್ರಾ ರೋಸಾ,ടെറ റോസ
ಟೆರಾಝೋ,ടെറാസോ
ಟೆಟ್ರಾ ಶೈಲಿ,ടെട്ര ശൈലി
ಮಿತಿ ಮಿತಿ ಮೌಲ್ಯ,പരിധി പരിധി മൂല്യം
ಗಂಟಲು,തൊണ്ട
ಕಲ್ಲಿನ ಮೂಲಕ,കല്ലിലൂടെ
ಉಬ್ಬರವಿಳಿತದ ಜಲಾನಯನ ಪ್ರದೇಶ,ടൈഡൽ ബേസിൻ
ಟೈ ಬಾರ್,ടൈ ബാർ
ಕಿರಣವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಿ,ബീം കെട്ടുക
ಕಟ್ಟಿದ ಸಲಾಕೆ,വടി കെട്ടുക
ಟಿರ್ಸ್,ടയർ
ಸಹಿಷ್ಣುತೆ,സഹിഷ്ണുത
ಹಲ್ಲುಜ್ಜುವುದು,പല്ലുവേദന
ಮೇಲಿನ ಮಣ್ಣು ಅಥವಾ ಮೇಲ್ಮೈ ಮಣ್ಣು,മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്
ಒಟ್ಟು ಸರಂಧ್ರತೆ,ആകെ പൊറോസിറ്റി
ಟ್ರೇಸರಿ,ട്രേസറി
ರೈಲು ಪ್ರತಿರೋಧ,ട്രെയിൻ പ്രതിരോധം
ಟ್ರಾನ್ಸೆಪ್ಟ್,ട്രാൻസെപ്റ്റ്
ಪರಿವರ್ತನೆಯ ಮಣ್ಣು,പരിവർത്തന മണ്ണ്
ಟ್ರಾನ್ಸಮ್,ട്രാൻസോം
ಸಾರಿಗೆ ಮಣ್ಣು,മണ്ണ് ഗതാഗതം
ಉಪನದಿ,പോഷകനദി
ಟ್ರಿಫೊರಿಯಮ್,ട്രിഫോറിയം
ಟ್ರೈಗ್ಲಿಫ್,ട്രൈഗ്ലിഫ്
ಮೊಟಕುಗೊಳಿಸಿದ ಮಣ್ಣು,വെട്ടിച്ചുരുക്കിയ മണ്ണ്
ಪ್ರಕ್ಷುಬ್ಧ ಹರಿವು,പ്രക്ഷുബ്ധമായ ഒഴുക്ക്
ತಿರುಗು ಗೋಪುರ,ടററ്റ്
ಟೈಂಪರ್ ಸಂಖ್ಯೆ,ടൈംപാർ നമ്പർ
ಅಂತಿಮ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി
ಅಂತಿಮ ಪಿಎಚ್,ആത്യന്തിക പിഎച്ച്
ಅನಿರ್ದಿಷ್ಟ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
ಕೋರ್ಸೆಡ್ ಸ್ಕ್ವೇರ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ
ಅಂಡರ್ಕ್ರಾಫ್ಟ್,അണ്ടർക്രോഫ്റ്റ്
ತುಂಬದ ಸರಂಧ್ರತೆ,നിറയാത്ത സുഷിരം
ಏಕರೂಪದ ಹರಿವು,ഏകീകൃത ഒഴുക്ക്
ಯೂನಿಟ್ ಫ್ರೇಮ್ ಮಾದರಿ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്
ಅನುತ್ಪಾದಕ ಕೆಲಸ,ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി
ಅಪರ್ಯಾಪ್ತ ಮಣ್ಣು,അപൂരിത മണ്ണ്
ಅಸ್ಥಿರ ಹರಿವು,അസ്ഥിരമായ ഒഴുക്ക്
ಮೇಲಿನ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,മുകളിലെ പ്ലാസ്റ്റിക് പരിധി
ಕಣಿವೆ ಗಟಾರ,താഴ്വര ഗട്ടർ
ವಾಲ್ಟ್,നിലവറ
ವೆಟೇರಿಯಮ್,വെറ്റേറിയം
ವಾತಾಯನ,വെന്റിലേഷൻ
ವೆಂಟಿಲೇಟರ್,വെന്റിലേറ്റർ
ವೆರಾಮದಾಹ್,വരംദഹ്
ವೆಸ್ಟಿಬುಲ್,വെസ്റ്റിബ്യൂൾ
ವಿಲ್ಲಾ,വില്ല
