Hindi,Gujarati
नॉर्टन दि.धा.,નોર્ટન ડી.ડી.
नॉर्टन समतुल्य परिपथ,નોર્ટન સમકક્ષ સર્કિટ
नॉर्टन प्रतिलोमी और अप्रतिलोमी,નોર્ટન વ્યસ્ત અને વ્યસ્ત
नॉर्टन संक्रियात्मक प्रवर्धक,નોર્ટન ઓપરેશનલ એમ્પ્લીફાયર
नॉर्टन उपयोगिता,નોર્ટન યુટિલિટી
नॉट,નથી
नॉट फलन,કાર્ય નથી
नॉट गेट,દરવાજો નથી
नॉट संक्रिया,ઓપરેશન નથી
"संकेत पद्धति, अंकन पद्धति",નોટેશન પદ્ધતિ
खाँच ऐंटेना,ગ્રુવ એન્ટેના
खाँच फिल्टर,ગ્રુવ ફિલ્ટર
एन.पी.एन. ट्रांजिस्टर,npn ટ્રાન્ઝિસ્ટર
एन.टी.एस.सी. अंतरारपृष्ठ,NTSC ઈન્ટરફેસ
एन-प्ररूप अपद्रव्य,n-પ્રકારની અશુદ્ધિઓ
एन-प्ररूप द्रव्य,n-પ્રકારની બાબત
न्यूक्लियस,ન્યુક્લિયસ
शून्य,શૂન્ય
रिक्ति चक्र,ખાલી જગ્યા વર્તુળ
शून्य ऑफसेट वोल्टता,શૂન્ય ઓફસેટ વોલ્ટેજ
रिक्ति सूचक,ખાલી જગ્યા સૂચક
संख्या आधार,સંખ્યા આધાર
संख्या आधारित रूपांतरण,સંખ્યા આધારિત રૂપાંતરણ
अंक क्षति,પોઇન્ટ નુકસાન
संख्या पाश कुंजी,નંબર લૂપ કી
संख्या पद्धति,સંખ્યા પદ્ધતિ
संख्यात्मक सह प्रक्रमक,સંખ્યાત્મક સહ-પ્રોસેસર
संख्यात्मक कुंजी पैड,આંકડાકીય કી પેડ
संख्यात्मक द्वारक,સંખ્યાત્મક છિદ્ર
संख्यात्मक दूरी,સંખ્યાત્મક અંતર
न्यूवीकॉन,nuvicon
नाइक्विस्ट,nyquist
नाइक्विस्ट बैंड विस्तार,nyquist બેન્ડ એક્સ્ટેંશન
नाइक्विस्ट निकष,nyquist માપદંડ
नाइक्विस्ट अंतराल,nyquist અંતરાલ
नाइक्विस्ट स्पंद,nyquist પલ્સ
नाइक्विस्ट दर,nyquist દર
नाइक्विस्ट स्थायित्व निकष,nyquist ટકાઉપણું માપદંડ
नाइक्विस्ट प्रमेय,nyquist પ્રમેય
वस्तुनिष्ठ माड़्यूल,ઉદ્દેશ્ય મોડ્યુલ
वस्तुनिष्ठ प्रोग्राम,ઉદ્દેશ્ય કાર્યક્રમ
अभिदृश्य लेंस,ઉદ્દેશ્ય લેન્સ
वस्तु अभिमुखित प्रोग्रामन,ઑબ્જેક્ટ ઓરિએન્ટેડ પ્રોગ્રામિંગ
अष्टक,ઓક્ટેવ
अष्टीय बस ग्राही-प्रेषित,એંસી બસ રીસીવર-રવાનગી
अष्टीय अंक पद्धति,ઓક્ટલ નંબર સિસ્ટમ
सप्तक,ઓક્ટેવ
विषम फलन,વિચિત્ર કાર્ય
"विषम पैरिटी, विषम सादृश्य","વિચિત્ર સમાનતા, વિચિત્ર સામ્યતા"
"ओडोमीटर, पथमापी","ઓડોમીટર, પેથોમીટર"
ऑफ लाइन,બંધ લાઇન
अक्षेतर अनुक्रिया,બિન-મૌખિક પ્રતિભાવ
"अतर्लव, ऑफसेट","વિસંગતતા, સરભર"
ऑफसेट कोण,ઓફસેટ કોણ
ऑफसेट धारा,ઓફસેટ સ્ટ્રીમ
ऑफसेट त्रुटि,ઓફસેટ ભૂલ
ऑफसेट समांकृतन,ઓફસેટ ઓપ્ટિમાઇઝેશન
ऑफसेट वोल्टता,ઓફસેટ વોલ્ટેજ
ओम,ઓમ
ओमीय संपर्क,ઓમિક સંપર્ક
ओमीय क्षेत्र,ઓહ્મિક ક્ષેત્ર
"ओममीटर, ओममापी","ઓહ્મમીટર, ઓહ્મમીટર"
ओम नियम,ઓહ્મનો કાયદો
ओम प्रति वोल्ट,ઓહ્મ પ્રતિ વોલ્ટ
तेल परिपथ वियोजक,તેલ સર્કિટ બ્રેકર
सर्वदिशिक,સર્વદિશ
सर्वविधा,સર્વવ્યાપકતા
ओ.एम.आर. (प्रकाशीय आच्छादित पठन),OMR (ઓપ્ટિકલ કવર રીડિંગ)
"ऑन प्रतिरोध, ON प्रतिरोध","પ્રતિકાર પર, પ્રતિકાર પર"
ऑन अवस्था,રાજ્ય પર
चिप निहित विकोडक,ચિપ ગર્ભિત ડીકોડર
वन शट एकस्थैतिक बहुकंपित्र,એક શટ સ્ટેટિક મલ્ટિવાઇબ્રેટર
एक-पारण कोडांतर,એક-પાસ એસેમ્બલર
चालू प्रतिरोध,વર્તમાન પ્રતિકાર
एक पथिक पंजी नियंत्रक,પ્રવાસી રજીસ્ટર
ऑन-लाइन तंत्र,ઓનલાઈન સિસ્ટમ
"चालू-बंद नियंत्रक, ऑन-ऑफ नियंत्रक","ચાલુ-બંધ નિયંત્રક, ચાલુ-બંધ નિયંત્રક"
चालू-बंद कुंजीयन,ચાલુ-બંધ કીઇંગ
संक्रियातमक प्रवर्धक,ઓપરેશનલ એમ્પ્લીફાયર
संक्रियात्मक माध्य प्रवर्धक,ઓપરેટિંગ અર્થ એમ્પ્લીફાયર
संक्रियात्मक तुलनक,ઓપરેશનલ તુલનાકાર
संक्रियात्मक प्रवर्धक गुणक,ઓપરેશનલ એમ્પ્લીફાયર ગુણક
संक्रियात्मक सोफनी प्रवर्धक,ઓપરેશનલ સોફોની એમ્પ્લીફાયર
विवृत संग्राहक,ઓપન કલેક્ટર
विवृत निवेश,ખુલ્લું રોકાણ
"विवृत पाश, विवृत लूप",ઓપન લૂપ ઓપન લૂપ
विवृत तार लाइन,ઓપન વાયર લાઇન
विवृत परिपथ प्राचल,ઓપન સર્કિટ પરિમાણ
विवृत परिपथित प्रतिबाधा,ઓપન સર્કિટ અવબાધ
विवृत पाश लब्धि,ઓપન લૂપ ગેઇન
संकार्य,ઓપરેન્ડ
संक्रियक कोण,સંચાલન કોણ
संक्रियण विधा,સક્રિયકરણ મોડ
प्रचालन बिंदु,સંચાલન બિંદુ
प्रचालन तंत्र,લોજિસ્ટિક્સ
संक्रियात्मक आवृत्ति,ઓપરેટિંગ આવર્તન
"प्रचालन, संक्रिया","ઓપરેશન, ઓપરેશન"
संक्रिया कोड,ઓપરેશન કોડ
संक्रियात्मक प्रवर्धक,ઓપરેશનલ એમ્પ્લીફાયર
परिचालक,ઓપરેટર
प्रकाशकीय किरण,ઓપ્ટિકલ બીમ
प्रकाशीय संचार,ઓપ્ટિકલ સંચાર
प्रकाशीय डिस्क,ઓપ્ટિકલ ડિસ્ક
प्रकाशीय कोडक,ઓપ્ટિકલ કોડેક
प्रकाशीय तंतु,ઓપ્ટીકલ ફાઈબર
प्रकाशीय अंतःक्षेपण,ઓપ્ટિકલ ઈન્જેક્શન
"प्रकाशीय उत्तापमापी, पाइरोमीटर","ઓપ્ટિકલ થર્મોમીટર, પિરોમીટર"
प्रकाशीय अभिलेखित्र,ઓપ્ટિકલ રેકોર્ડર
प्रकाशकीय अभिलेखन,ઓપ્ટિકલ રેકોર્ડિંગ
प्रकाशीय क्रमवीक्षण,ઓપ્ટિકલ સ્કેનિંગ
प्रकाशीय वर्गपट,ઓપ્ટિકલ ચોરસ
प्रकाशीय भंडारण युक्ति,ઓપ્ટિકલ સ્ટોરેજ ઉપકરણ
प्रकाशीय युग्मित विलगक,ઓપ્ટિકલ જોડી આઇસોલેટર
"इष्टतम अभिनति, इष्टतम बायस","શ્રેષ્ઠ પૂર્વગ્રહ, શ્રેષ્ઠ પૂર્વગ્રહ"
इष्टतम फिल्टर,શ્રેષ્ઠ ફિલ્ટર
इष्टतम तंत्र,શ્રેષ્ઠ સિસ્ટમ
इष्टतम कार्यकारी आवृत्ति,શ્રેષ્ઠ કાર્યકારી આવર્તન
प्रकाशकीय युग्मक,ઓપ્ટિકલ કપ્લર
प्रकाश इलेक्ट्रॉनिकी युक्ति,પ્રકાશ ઇલેક્ટ્રોનિક્સ ઉપકરણ
प्रकाशीय इलेक्ट्रॉनिकी,ઓપ્ટિકલ ઇલેક્ટ્રોનિક્સ
ऑर गेट,અથવા દરવાજો
कक्षा,વર્ગ
फिल्टर-क्रम,ફિલ્ટર ક્રમ
समीकरण कोटि,સમીકરણનો ક્રમ
साधारण किरण,સરળ બીમ
आर्थिकान,આર્થિક
लंब गतिक,વર્ટિકલ ડાયનેમિક
लंबकोणिक कोड,ઓર્થોગોનલ કોડ
लंबिकता सिद्धांत,વિલંબ સિદ્ધાંત
दोलनी वैद्युत द्विधुव,ઓસીલેટરી દ્વિધ્રુવ
दोलित्र,ઓસિલેટર
दोलक-संस्वरण,ઓસિલેટર
"दोलनलेखी, ऑसिलोग्राफ","ઓસિલોગ્રાફ, ઓસિલોગ્રાફ"
दोलनदर्शी कैमरा,ઓસિલોસ્કોપ કેમેરા
"दोलनदर्शी, अनवेषी शलाका",ઓસિલોસ્કોપ
बैंडेतर संकेतन,બંધ બેન્ડ સિગ્નલ
निर्गम,મુદ્દો
निर्गत प्रवेश्यता,આઉટપુટ ઘૂંસપેંઠ
निर्गम बफर,આઉટપુટ બફર
निर्गत अभिलक्षण,આઉટપુટ લાક્ષણિકતાઓ
निर्गम चालकत्व,આઉટપુટ વાહકતા
निर्गम युक्ति,આઉટપુટ ઉપકરણ
निर्गम ऑफसेट वोल्टता,આઉટપુટ ઓફસેટ વોલ્ટેજ
निर्गत शक्ति,પાવર આઉટપુટ
निर्गम प्रतिरोध,આઉટપુટ પ્રતિકાર
"निर्गम चरण, निर्गम पद","એક્ઝિટ સ્ટેજ, એક્ઝિટ સ્ટેજ"
निर्गम प्रेदील,આઉટપુટ પ્રોમ્પ્ટ
निर्गम ट्रांसफार्मर,આઉટપુટ ટ્રાન્સફોર્મર
अधिमिश्रण,મિશ્રણ
अति युग्मित,અત્યંત જોડી
अधियुग्मन,હાયપરકપલિંગ
अधिधारा रिले,ઓવરકરન્ટ રિલે
अधि अवमंदित,અતિશય હતાશ
अधिचालन गुणक,ઓપરેટિંગ ગુણક
अधि उत्तेजन,અતિશય ઉત્તેજના
अधिप्रवाह,ઓવરફ્લો
अधिव्यापन समूह,ઓવરલેપ જૂથ
अधिमॉडुलन,ઓવરમોડ્યુલેશન
अधि अभिगम,શીખવાની ઍક્સેસ
अधि प्रतिचयन,સેમ્પલિંગ ઉપર
अधिवोल्टता सब्बल,ઓવરવોલ્ટેજ સબેબલ
अधिवोल्टता संसूचक,ઓવરવોલ્ટેજ ડિટેક્ટર
अत्यावेशन,પ્રેરણા
अधिचालित प्रवर्धक,સંચાલિત એમ્પ્લીફાયર
"अतिचालन, अधिचालन","ઓવરરનિંગ, ઓવર ઓપરેટિંગ"
अधिभार,ઓવરલોડ
अधिभार रक्षण,ઓવરલોડ રક્ષણ
अधिभार पुनर्प्राप्तिकाल,ઓવરલોડ પુનઃપ્રાપ્તિ સમય
अतिक्रमण,અતિક્રમણ
अधिस्वर,ઓવરટોન
ओवन ब्रीज,ઓવન બ્રિઝ
आक्सीकरण,ઓક્સિડેશન
ऑक्साइड भंजन,ઓક્સાઇડ ફ્રેક્ચર
आक्साइड विलगीकरण,ઓક્સાઇડ વિયોજન
पी-चैनल फेट,પી-ચેનલ ફેટ
पैकेजन,પેકેજિંગ
संकुंचन घनत्व,સંકોચન ઘનતા
"पैडर, स्थूल-समंजक",પેડર
पैडर संधारित्र,પેડ કેપેસિટર
पैडल,પેડલ
पैडल स्विच,પેડલ સ્વીચ
पृष्ठ,પાનું
अवपृष्ठन कुंजी,નેવિગેશન કી
उद्पृष्ठन कुंजी,ઉત્પત્તિ કી
पृष्ठन,પૃષ્ઠ ક્રમાંકન
युगल,યુગલ
कागज संधारित्र,કાગળ કેપેસિટર
परावलीय परावर्त्तक,પેરાબોલિક રિફ્લેક્ટર
समांतर गणक,સમાંતર કાઉન્ટર
समांतर आँकड़ा निवेश,સમાંતર ડેટા ઇનપુટ
समांतर अंतराफलन,સમાંતર ઈન્ટરફેસ
समांतर द्वारक,સમાંતર છિદ્ર
समांतर संसाधन,સમાંતર સંસાધન
समांतर अनुनाद,સમાંતર પડઘો
समांतर विस्थापन,સમાંતર વિસ્થાપન
समांतर समस्वरित परिपथ,સમાંતર ટ્યુન સર્કિટ
"समांतर-आगत, समांतर-निर्गत","સમાંતર-ઇનપુટ, સમાંતર-આઉટપુટ"
"समांतर-आगत, श्रेणी-निर्गत","સમાંતર-ઇનપુટ, ગ્રેડ-આઉટ"
प्राचलीय समकारक,પરિમાણ બરાબરી
पराकलीय प्रवर्धक,પેરાબોલિક એમ્પ્લીફાયર
पराश्रयी दिशक,પરોપજીવી દિશા
पराश्रयी तत्व,પરોપજીવી તત્વ
पराश्रयी उत्तेजन,પરોપજીવી ઉત્તેજના
अवांछित दोलन,અનિચ્છનીય ઓસિલેશન
पराश्रयी परावर्त्तक,પરોપજીવી પરાવર્તક
पैरिटी,સમાનતા
पैरिटी द्वयंक,સમાનતા રમત
पैरिटी परीक्षक,પેરિટી ટેસ્ટર
पैरिटी कोडक,સમાનતા કોડક
पैरिटी जनित्र,સમાનતા જનરેટર
विभाजन,વિભાગ
"पारक बैंड, पारक पट्टी","પારક બેન્ડ, પારક પટ્ટી"
निष्क्रिम झीणकारी पैड,નિષ્ક્રિય રિન્સિંગ પેડ
निष्क्रिय परिपथ,નિષ્ક્રિય સર્કિટ
"निष्क्रिय अवयव, निष्क्रिय घटक","નિષ્ક્રિય ઘટકો, નિષ્ક્રિય ઘટકો"
निष्क्रिय विद्युत जालक्रम (नेटवर्क),નિષ્ક્રિય પાવર નેટવર્ક
निष्क्रियांग फिल्टर,નિષ્ક્રિય ફિલ્ટર
अक्रिय भार,નિષ્ક્રિય ભાર
अक्रिय उद्कर्ष,નિષ્ક્રિય સ્ખલન
"योजक रज्जु, कॉर्ड","કનેક્ટર કોર્ડ, કોર્ડ"
पथ-ह्रास,જર્જરિત
प्रतिरूप जनित्र,મોડેલ જનરેટર
प्रतिरूप,મોડેલ
मुद्रित परिपथ बोर्ड (पी.सी.बी.),પ્રિન્ટેડ સર્કિટ બોર્ડ (PCB)
पी-चैनल,p-ચેનલ
शिखर संसूचक,પીક ડિટેક્ટર
शिखर-शिखर,પીક-પીક
शिखर-शिखर आयाम,પીક-પીક પરિમાણ
शिखर श्वेत स्तर,ટોચનું સફેદ સ્તર
शिखर संसूचक,પીક ડિટેક્ટર
शिखर अनुगामी,ટોચ પાછળ
शिखरन कुंडली,શિખરન કુંડલી
पीअर संदेशाचार,પીઅર મેસેજિંગ
पेडस्टल ऊँचाई,પેડેસ્ટલ ઊંચાઈ
पेंटियम,પેન્ટિયમ
"समस्तर, पीअर","સમસ્તર, પીયર"
प्रतिशत नियमन,ટકાવારી નિયમન
प्रतिशत ऊर्मिका,ટકા ઊર્જા
निकटतम बिंदु,નજીકનું બિંદુ
आवर्तकाल,ટર્નઓવર સમય
आवर्तकाल मापन,સામયિક માપન
आवर्ती तरंग रूप,સામયિક તરંગ સ્વરૂપ
उपांत युक्तियाँ,સીમાંત ટીપ્સ
स्थायी चुंबक,કાયમી ચુંબક
पारगम्यता,અભેદ્યતા
परावैद्युतांक,ડાઇલેક્ટ્રિક ઇન્ડેક્સ
निर्वात परावैद्युतांक,વેક્યુમ ડાઇલેક્ટ્રિક
परपलेक्स काँच,પેરાપ્લેક્સ ગ્લાસ
दृष्टि निर्बंध,દ્રશ્ય પ્રતિબંધ
पश्चदीप्ति स्क्रीन,બેકલાઇટ સ્ક્રીન
P-काँच,પી-ગ્લાસ
कला अस्पष्टता,કલાની અસ્પષ્ટતા
कला कोण,કલા કોણ
कला परिवर्तन अभिलेखन,કલા ફેરફાર રેકોર્ડિંગ
कला तुलनित्र,કલા તુલનાત્મક
कला संशोधक,કલા સુધારક
फेज धारा,તબક્કો વર્તમાન
कला संसूचक,કલા શોધક
कला विचलन स्थिरांक,તબક્કા વિચલન સતત
कला विविक्तिकरण विधि,કલા વૈવિધ્યકરણ પદ્ધતિ
कला विकृति,કલા વિકૃતિ
कला कूटलेखन,કલા એન્કોડિંગ
कला समकारक,કલા બરાબરી
कला-व्युत्क्रमी परिपथ,વ્યસ્ત સર્કિટ
कला पाशित,કલા ભૂતકાળ
कला उपांत,કલા માર્જિન
कला उपांत,કલા માર્જિન
कला मापन,કલા માપન
कला मॉडुलन,કલા મોડ્યુલેશન
कला आलेख,કલા લેખ
कला विस्थाप गुणांक,તબક્કાના વિસ્થાપન ગુણાંક
कला विस्थाप दोलित्र,કલા વિસ્થાપન ઓસિલેટર
कला विपाटक,કલા વિભાજક
कला विपाटन परिपथ,આર્ટ લેમિનેશન સર્કિટ
कला-भूतल युग्मन,જમીન-સપાટીનું જોડાણ
कला-कला युग्मन,આર્ટ-ટુ-આર્ટ કપલિંગ
कला वेग,કલા વેગ
कला समंजन,કલા ગોઠવણ
फेजर,ફેઝર
फेजर आरेख,ફાસર ડાયાગ્રામ
फोन संयोजक,ફોન સંયોજક
फोनोग्राफ,ફોનોગ્રાફ
फोनॉन,ફોનન
फॉस्फर,ફોસ્ફર
स्कुरदीप्ति,સિંટિલેશન
प्रकाशित कैथोड,પ્રકાશિત કેથોડ
फोटो डायोड,ફોટો ડાયોડ
फोटोडायोड संसूचक,ફોટોોડિયોડ ડિટેક્ટર
प्रकाश उत्सर्जक संवेदक,પ્રકાશ ઉત્સર્જક સેન્સર
प्रकाशिक उत्तेजन,ઓપ્ટિકલ ઉત્તેજના
प्रकाश अवरोध,પ્રકાશ અવરોધ
फोटो एस.सी.आर.,ફોટો SCR
प्रकाश-वोल्टीय प्रभाव,ફોટોવોલ્ટેઇક અસર
प्रकाश-चालकीय सेल,ફોટોકન્ડક્ટીંગ સેલ
प्रकाशीय चालक,ઓપ્ટિકલ ડ્રાઈવર
प्रकाश युग्मक,પ્રકાશ કપ્લર
फोटोडायोड,ફોટો ડાયોડ
फोटोड्यू डायोड,ફોટોડ્યુ ડાયોડ
प्रकाश-विद्युत प्रभाव,ફોટોઇલેક્ટ્રિક અસર
प्रकाश-विद्युत उत्पाद,ફોટોઇલેક્ટ્રિક ઉત્પાદનો
प्रकाशिक उत्तेजन,ઓપ્ટિકલ ઉત્તેજના
फोटोग्राफीय मास्क संविरचना,ફોટોગ્રાફિક માસ્ક કમ્પોઝિશન
फोटोग्राफीय अभिलेख,ફોટોગ્રાફિક રેકોર્ડ
प्रकाशित आयनन,પ્રકાશિત ionization
"प्रकाश अश्मलेखन, फोटोलिथोग्राफी","ફોટોલિથોગ્રાફી, ફોટોલિથોગ્રાફી"
प्रकाश संदीप्ति,પ્રકાશ ગ્લો
प्रकाश इलेक्ट्रॉन संवर्धक,ફોટોઈલેક્ટ્રોન એમ્પ્લીફાયર
फोटान,ફોટોન
भौतिक पता,ભૌતિક સરનામું
भौतिक नियतांक सारणी,ભૌતિક સતત ટેબલ
भौतिकी स्मृति,ભૌતિકશાસ્ત્ર મેમરી
पाइ-क्षीणक,py-એટેન્યુએટર
पिको फैराड (-),પીકો ફરાડ (-)
"चित्र अल्पांश, चित्र अवयव (पिक्सल)","ચિત્ર ઘટક, ચિત્ર ઘટક (પિક્સેલ)"
चित्र सूचना,ચિત્ર માહિતી
चित्र संकेत,ચિત્ર સંકેત
पिक्चर ट्यूब,પિક્ચર ટ્યુબ
खंडशः रैखिक निदर्श,વિભાજિત રેખીય મોડેલ
खंडशः रैखिक सन्निकरन,વિભાજન રેખીય અંદાજ
खंडशः रैखिक परिपथ,વિભાજિત રેખીય સર્કિટ
पियर्स क्रिस्टल दोलित्र,પિયર્સ ક્રિસ્ટલ ઓસિલેટર
दाब-विद्युत प्रभाव,ઇલેક્ટ્રોસ્ટેટિક અસર
"पृष्ठारोहन कार्ड, पिग्गी बैक कार्ड","સમર્થન કાર્ડ, પિગી બેક કાર્ડ"
पाइलट वाहक तंत्र,પાયલોટ વાહક
पिन,પિન
पिन कुशन विरूपण,પિન કુશન વિરૂપતા
पिन डायोड,પિન ડાયોડ
पिन भरण,પિન ભરો
पिन-आरेख,પિન-ડાયાગ્રામ
पिन-फोटोडायोड,પિન-ફોટોડીયોડ
संकुचन वोल्टता,સંકોચન વોલ્ટેજ
संकुचन रोलर,સંકોચન રોલર
संकुचन वोल्टता,સંકોચન વોલ્ટેજ
पिंग-पौंग बफर,પિંગ પૉંગ બફર
गुलाबी रव,ગુલાબી રંગ
P-नैज-n-डायोड,પી-નાઝ-એન-ડાયોડ
संपत्कियन,કંપની
तारत्व,અવાજની પીચ
तारत्व गुणक,પિચ ગુણક
पिक्सेल,પિક્સેલ
समतलीय डायोड,કોપ્લાનર ડાયોડ
समतलीय प्रौद्योगिकी,કોપ્લાનર ટેકનોલોજી
समतलीय ट्रांजिस्टर,પ્લાનર ટ્રાન્ઝિસ્ટર
समतल परावर्त्तक सरणी,પ્લેન રિફ્લેક્ટર એરે
समतल त्रिभुज,સમતલ ત્રિકોણ
प्लांक नियतांक,પ્લાન્ક સતત
रोपण,વાવેતર
प्लाज्मा,પ્લાઝમા
प्लाज्मा पोषित निक्षेपण,પ્લાઝ્મા ફેડ ડિપોઝિશન
प्लाज्मा संवर्धित सी.वी.डी,પ્લાઝ્મા સંસ્કારી CVD
प्लाज्मा प्रदर्श,પ્લાઝ્મા ડિસ્પ્લે
प्लेट मॉडुलन,પ્લેટ મોડ્યુલેશન
प्रतिश्रवण समकारक,સાંભળવાની બરાબરી
आलेखक,કાવતરાખોર
प्लग बोर्ड,પ્લગ બોર્ડ
पी-मौस,p-મોસ
पी.एन.संधि,pn સંધિ
पी.एन.पी.एन.संरचना,pnpn માળખું
PNP ट्रांजिस्टर,PNP ટ્રાંઝિસ્ટર
प्रस्फोट शोर,વિસ્ફોટનો અવાજ
बिंदु संपर्क डायोड,બિંદુ સંપર્ક ડાયોડ
एकैक संचार,એકલ સંચાર
प्वासों समीकरण,ઝેરનું સમીકરણ
"टोहना, कुरेदना",જાસૂસી
धुवीय आरोपिका,ધ્રુવીય ચાર્જ
ध्रुवकलीय उपग्रह,ધ્રુવીય ઉપગ્રહ
ध्रुवीय उपग्रह,ધ્રુવીય ઉપગ્રહ
ध्रुवीकरण,ધ્રુવીકરણ
ध्रुवण मार्जित बहुसंकेतन,ધ્રુવીકરણ માર્જિન મલ્ટિપ્લેક્સિંગ
ध्रुवणित प्लग,પોલરાઇઝ્ડ પ્લગ
ध्रुवता,ધ્રુવીયતા
ध्रुवता सूचक,ધ્રુવીયતા સૂચક
ध्रुवण,ધ્રુવીકરણ
ध्रुवण विविक्तीकरण,ધ્રુવીકરણ
ध्रुवणक्षय,ધ્રુવીકરણ
ध्रुवण ह्रास,ધ્રુવીકરણ નુકશાન
पोल-जिरो प्रतिकार,ધ્રુવ-શૂન્ય કાઉન્ટરમેઝર્સ
"पोलिंग संकेत, चयन संकेत","મતદાન સંકેત, પસંદગી સંકેત"
बहुकला दोलित्र,મલ્ટિ-સ્ટેજ ઓસિલેટર
पॉलीसिलिकाइड,પોલિસીલિસાઇડ
पॉलीसिलिकॉन,પોલિસિલિકોન
पोलीसिलीकॉन निक्षेपण,પોલિસિલિકોન જુબાની
पोलीसिलीकॉन अपमिश्रण,પોલિસિલિકોન ભેળસેળ
पॉलीसिलिकॉन गेट,પોલિસીલિકોન ગેટ
पॉलीसिलिकॉन अवरोधक,પોલિસિલિકન અવરોધક
पॉलिस्टर संधारित्र,પોલિએસ્ટર કેપેસિટર
संख्या व्युत्क्रमण,નંબર રિવર્સલ
पोर्ट पहचान संख्या,પોર્ટ ઓળખ નંબર
सुवाह्य कैमरा,પોર્ટેબલ કેમેરા
सुवाह्य वर्णपट्टी जनित्र,પોર્ટેબલ કલર બાર જનરેટર
धनात्मक सिरा,સકારાત્મક અંત
धनात्मक पुनर्निवेश,હકારાત્મક પુનઃરોકાણ
धनात्मक पुनर्निवेश प्रवर्धक,હકારાત્મક પુનઃરોકાણ એમ્પ્લીફાયર
स्थितिक संकेतक,સ્થિતિ સૂચક
धनात्मक गेट,હકારાત્મક દરવાજો
घनात्मक स्तर संसूचक,હકારાત્મક સ્તર સૂચક
धनात्मक तर्क,હકારાત્મક દલીલ
धनात्मक प्रकाश अवरोध,હકારાત્મક પ્રકાશ અવરોધ
धनात्मक स्पंद,હકારાત્મક પલ્સ
धनात्मक संतृप्ति वोल्टता,હકારાત્મક સંતૃપ્તિ વોલ્ટેજ
धनात्मक-ऋणात्मक बहुपाश पुनर्भरण,હકારાત્મક-નેગેટિવ પોલીલૂપ રિચાર્જ
घनात्मक प्रदाय,હકારાત્મક પુરવઠો
विभव रोधिका,સંભવિત અવરોધ
विभवांतर,સંભવિત તફાવત
विभव विभाजक,સંભવિત વિભાજક
स्थितिज उर्जा,સંભવિત ઊર્જા
विभव प्रवणता,સંભવિત ઢાળ
विभव परिवर्तन,સંભવિત ફેરફાર
विभवमापी,પોટેન્શિયોમીટર
शक्ति प्रवर्धक,પાવર એમ્પ્લીફાયર
शक्ति नियंत्रण परिपथ,પાવર કંટ્રોલ સર્કિટ
शक्ति अवनिर्धारण,શક્તિ નિર્ધારણ
शक्ति-क्षय,પાવર નુકશાન
शक्ति गुणक,શક્તિ પરિબળ
शक्ति फेट (एफ.ई.टी.) क्षेत्र प्रभावित ट्रांजिस्टर,પાવર ફેટ (FET) ફીલ્ડ અસરગ્રસ્ત ટ્રાન્ઝિસ્ટર
शक्ति परिपथ,પાવર સર્કિટ
शक्ति लब्धि,પાવર ગેઇન
शक्ति मापन,શક્તિ માપન
शक्तिमापी,પાવર મીટર
शक्ति संवेदक,પાવર સેન્સર
शक्ति संवेदक आरोपिका,પાવર સેન્સર ચાર્જર
शक्ति अनुक्रम जनित्र,પાવર સિક્વન્સ જનરેટર
शक्ति संकेत,પાવર સિગ્નલ
शक्ति स्पेक्ट्रमी विश्लेषण,પાવર સ્પેક્ટ્રલ વિશ્લેષણ
शक्ति स्पेक्ट्रमी सघनता फलन,પાવર સ્પેક્ટ્રલ ઘનતા કાર્ય
शक्ति स्पेक्ट्रम,પાવર સ્પેક્ટ્રમ
विद्युत प्रदाय,વીજ પુરવઠો
शक्ति थर्मिस्टर,પાવર થર્મિસ્ટર
शक्ति ताप वैद्युत युग्म,પાવર થર્મોઇલેક્ટ્રિક દંપતી
पावर ऑन पुनःस्थाप,પુનઃસ્થાપિત પર પાવર
पी.पी.एन. संरचना,PPN માળખું
व्यावहारिक (अनादर्श) वोल्टता स्रोत,વ્યવહારુ (બિન-આદર્શ) વોલ્ટેજ સ્ત્રોત
व्यावहारिक चारा स्रोत,યોગ્ય ફીડ સ્ત્રોત
व्यावहारिक काल विलंब,વ્યવહારુ સમય વિલંબ
पूर्व प्रवर्धक,પ્રી એમ્પ્લીફાયર
"परिशुद्धता, सूक्ष्म, यथार्थता, सूक्ष्मता","ચોકસાઇ, ચોકસાઇ, ચોકસાઇ, ચોકસાઇ"
सूक्ष्म कर्तक,સૂક્ષ્મ વક્તા
सूक्ष्म अर्धतरंग दिष्टकारी,માઇક્રો હાફ વેવ રેક્ટિફાયર
सूक्ष्म दिष्टकारी,માઇક્રો રેક્ટિફાયર
यथार्थ साइन तरंग जनित्र,સાચું સાઈન વેવ જનરેટર
पूर्व अनुभाषक,ભૂતપૂર્વ દુભાષિયા
पूर्व निक्षेपण,પૂર્વ થાપણ
प्रागुक्किर खंड,પ્રાગુક્કિર વિભાગ
पूर्व प्रबलन,પૂર્વ-મજબૂતીકરણ
पूर्व समकारक,પૂર્વ બરાબરી
पूर्व-ओह्मीय उत्कीर्णन,પૂર્વ-ઓમિક કોતરણી
पूर्व प्रक्रमक,પૂર્વ પ્રોસેસર
पूर्व नियंत्रण,પૂર્વ નિયંત્રણ
