English,Marathi
Lymph gland,लिम्फ ग्रंथी
Lymph node,लिम्फ नोड
Lymphocyte,लिम्फोसाइट
Lymphoid organ,लिम्फोईड अवयव
Lymphoid tissue,लिम्फोइड ऊतक
Lymphoma,लिम्फोमा
Lyrate,Liaute
Lysergic acid diethlamide (L.S.D.),Leysergic acid सिड डायथलामाइड (एल.एस.डी.)
Lysine,लायसिन
Lysosome,लायसोसोम
Lysozyme,लायझोझाइम
Macaca,मकाका
Macrobrachium,मॅक्रोब्रॅचियम
Macroevolution,मॅक्रोइव्होल्यूशन
Macrogenesis,मॅक्रोजेनेसिस
Macromolecular colloid,मॅक्रोमोलिक्युलर कोलोइड
Macromolecule,मॅक्रोमोलिक्यूल
Macronucleus,मॅक्रोन्यूक्लियस
Macronutrient,मॅक्रोन्यूट्रिएंट
Macrophage (big eater),मॅक्रोफेज (मोठा खाणारा)
Macrophagocyte,मॅक्रोफॅगोसाइट
Macrophagous,मॅक्रोफॅगस
Macrophagy,मॅक्रोफॅगी
Macrophyte,मॅक्रोफाइट
Macropus,मॅक्रोपस
Macula,मॅकुला
Macula lutea,मॅकुला ल्यूटिया
Magnesium,मॅग्नेशियम
Magnetic resonance imaging,चुंबकीय अनुनाद प्रतिमा
Magnification,वाढ
Magnified image,भव्य प्रतिमा
Magnifying glass,ग्लास मॅग्निफाइंग
Magnifying power,मोठेपणाची शक्ती
Magnolia,मॅग्नोलिया
Magnoliaceae,मॅग्नोलियासी
Magur,मगूर
Maiden hair fern (Adiantum),मेडेन हेअर फर्न (अ‍ॅडिएंटम)
Major groove,प्रमुख खोबणी
Major histocompatibility complex,प्रमुख हिस्टोकॉम्पॅबिलिटी कॉम्प्लेक्स
Major osmolyte,मेजर ओस्मोलिट
Major peak,मुख्य शिखर
Male,नर
Male cone,नर शंकू
Male gametophyte,नर गेमोफाइट
Male genital aperture,नर जननेंद्रियाचे छिद्र
Male pronucleus,नर प्रोन्यूक्लियस
Malformed leaf,विकृत पान
Malic acid,मालिक acid सिड
Malignant cell,घातक सेल
Malignant tumour,घातक ट्यूमर
Mallard,मल्लार्ड
Malleus,मॅलेयस
Malpighian corpuscle,मालपिघियन कॉर्पसकल
Malpighian tubule,मालपिघियन ट्यूब्यूल
Maltose,माल्टोज
Malvales,मालवाले
Mammal,सस्तन प्राणी
Mammalia,सस्तन प्राणी
Mammary foetus,स्तन गर्भ
Mammary gland,स्तन ग्रंथी
Mammiform,मम्मीफॉर्म
Mandible,अनिवार्य
Mandibular gland,मंडिब्युलर ग्रंथी
Manganese,मॅंगनीज
Mangifera indica,मंगिफेरा इंडिका
Mangrove,मॅनग्रोव्ह
Man-made agricultural ecosystem,मानवनिर्मित कृषी परिसंस्था
Man-made cereal,मानवनिर्मित अन्नधान्य
Mannan,मन्नान
Mantle,आवरण
Manus,मानुस
Maple,मॅपल
Marchantia,मार्चंटिया
Marginal,सीमान्त
Marijuana,मारिजुआना
Marine biology,सागरी जीवशास्त्र
Marine bird,सागरी पक्षी
Marine community,सागरी समुदाय
Marine invertebrates,सागरी इन्व्हर्टेब्रेट्स
Marino ram,मारिनो रॅम
Marker,मार्कर
Market waste,बाजार कचरा
Marrow cavity,मज्जा पोकळी
Marsh,मार्श
Marsh-meadow stage,मार्श-मेडो स्टेज
Marsh without vegetation,वनस्पतीशिवाय मार्श
Marsupial mole,मार्सुपियल तीळ
Marsupial radiation,मार्सुपियल रेडिएशन
Marsupial rat,मार्सुपियल रॅट
Marsupium,मार्सुपियम
Mass extinction,वस्तुमान नामशेष
Mass flow,मोठा प्रवाह
Mass flow hypothesis,मास फ्लो गृहीतक
Mast cell,रेडिओचा सेल
Master agar plate,मास्टर अगर प्लेट
Master plate,मास्टर प्लेट
Maternal mortality rate,माता मृत्यू दर
Mating,वीण
Matrix,मॅट्रिक्स
Mature nodule,परिपक्व नोड्यूल
Mauve color,मौवे रंग
Maxilla,मॅक्सिला
Maxillary palp,मॅक्सिलरी पॅल्प
Maximum carrying capacity,जास्तीत जास्त वाहून क्षमता
Meandrina,मेनड्रिना
Medical science,वैद्यकीय विज्ञान
Medical termination of pregnancy (MTP),गर्भधारणेची वैद्यकीय समाप्ती (एमटीपी)
Medical transcription,वैद्यकीय लिप्यंतरण
Medically assisted delivery,वैद्यकीयदृष्ट्या सहाय्य वितरण
Medicine,औषध
Medicine,औषध
Medicine,औषध
Medulla,मेडुला
Medulla oblongata,मेदुला आयकॉन्गाटा
Medullary pyramid,मेड्युलरी पिरॅमिड
Medullated,मेडुलेटेड
Medusa,मेडुसा
Mega karyocyte,मेगा कॅरिओसाइट
Megaplasmid,मेगाप्लास्मिड
Megasporangium,मेगास्पोरंगियम
Megasporophyll,मेगास्पोरोफिल
Meibomian gland,मेबोमियन ग्रंथी
Meiocyte,मेयोसाइट
Meiosis,मेयोसिस
Metagenesis,मेटागेनेसिस
Melanic moth,मेलेनिक मॉथ
Melanocyte,मेलानोसाइट
Melanocyte stimulating hormone (MSH),मेलेनोसाइट उत्तेजक संप्रेरक (एमएसएच)
Melanocyte stimulating releasing hormone (MSRH),मेलानोसाइट उत्तेजक रिलीझिंग हार्मोन (एमएसआरएच)
Melanoma,मेलेनोमा
Meloidogyne incognita,मेलोइडोगिन इन्कग्निटा
Membrane bound,पडदा बाउंड
Membrane lipid,पडदा लिपिड
Membrane permeability,पडदा पारगम्यता
Membrane potential,पडदा संभाव्यता
Membranous labyrinth,पडदा चक्रव्यूह
Membranous sheet,पडदा पत्रक
Memory cell,मेमरी सेल
Mendel's law,मेंडेलचा कायदा
Mendelian disorder,मेंडेलियन डिसऑर्डर
Meninge,मेनिंज
Meningitis,मेनिंजायटीस
Menstrual cycle,मासिक पाळी
Mental dearrangement,मानसिक प्रिय
Mental retardation,मानसिक दुर्बलता
Mercury poisoning,बुध विषबाधा
Meristem,मेरिस्टेम
Meristematic cell,मेरिस्टेमॅटिक सेल
Meristematic region,मेरिस्टेमॅटिक प्रदेश
Meristematic growth,मेरिस्टेमॅटिक वाढ
Merocrine gland,मेरोक्राइन ग्रंथी
Meromyosin,मेरोमायोसिन
Merychippus,मेरीचिपस
Mesarchium,मेसार्चियम
Mesencephalon,मेसेन्सेफॅलॉन
Mesenchymal tissue,मेन्स्चिमल टिशू
Mesenteron,मेसेन्टरन
Mesentery,मेसेन्टरी
Mesic condition,मेसिक अट
Mesocarp,मेसोकार्प
Mesoderm,मेसोडर्म
Mesogloea,मेसोग्लोआ
Mesoheppus,मेसोहेप्पस
Mesophyll cell,मेसोफिल सेल
Mesosome,मेसोसोम
Mesothoracic,मेसोथोरॅसिक
Mesothorax,मेसोथोरॅक्स
Mesovarium,मेसोव्हेरियम
Mesozoic era,मेसोझोइक एरा
Messenger RNA,मेसेंजर आरएनए
Metabolic flux,चयापचय प्रवाह
Metabolic pathway,चयापचय मार्ग
Metabolised,चयापचय
Metabolism,चयापचय
Metabolic assimilatory,चयापचय आत्मसंतुष्ट
Metacarpal,मेटाकार्पल
Metacentric,मेटासेंट्रिक
Metachromatic granule,मेटाक्रोमॅटिक ग्रॅन्यूल
Metal needle,धातूची सुई
Metallic oxide,धातूचे ऑक्साईड
Metamerism,मेटामेरिझम
Metamorphosis,मेटामॉर्फोसिस
Metanephridium,मेटानेफ्रिडियम
Metaphase,मेटाफेस
Metaphase plate,मेटाफेस प्लेट
Metaphasic plate,मेटाफॅसिक प्लेट
Metapopulation,मेटापॉप्युलेशन
Metastasis,मेटास्टेसिस
Metastasis,मेटास्टेसिस
Metatarsal,मेटाटार्सल
Metathoracic,मेटाथोरॅसिक
Metathorax,मेटाथोरॅक्स
Metazoans,मेटाझोआन्स
Metaencephalon,मेटेंसेलॉन
Metastasize,मेटास्टेसाइझ
Methadone,मेथाडोन
Methaemoglobin,मेथेमोग्लोबिन
Methaemoglobinemia,मेथेमोग्लोबिनेमिया
Methane,मिथेन
Methanobacterium,मिथेनोबॅक्टीरियम
Methanogen,मिथेनोजेन
Methyl mercury,मिथाइल पारा
Methylated cap,मेथिलेटेड कॅप
Methylene blue,मिथिलीन निळा
Methylophilus,मेथिलोफिलस
Methylotrophus,मेथिलोट्रोफस
Micronutrient,मायक्रोन्यूट्रिएंट
Microorganism,सूक्ष्मजीव
Micropropagation,मायक्रोप्रोपेगेशन
Microtechnique,मायक्रोटेक्निक
Microarchitectural deterioration,मायक्रोआर्किटेक्चरल बिघाड
Microbe (microorganism),सूक्ष्मजंतू (सूक्ष्मजीव)
Microbial cloning,मायक्रोबियल क्लोनिंग
Microbial flora,मायक्रोबियल फ्लोरा
Microbiology,मायक्रोबायोलॉजी
Microbody,मायक्रोबॉडी
Microclimate,मायक्रोक्लीमेट
Microrevolution,मायक्रोव्होल्यूशन
Microfilament,मायक्रोफिलामेंट
Microfossil,मायक्रोफोसिल
Microinjection,मायक्रोइन्जेक्शन
Microorganism,सूक्ष्मजीव
Methylotrophus,मेथिलोट्रोफस
Micronutrient,मायक्रोन्यूट्रिएंट
Microorganism,सूक्ष्मजीव
Microphagous,मायक्रोफॅगस
Microphagy,मायक्रोफॅगी
Micropylar end,मायक्रोपायलर एंड
Micropyle,मायक्रोपाईल
Micropyle,मायक्रोपाईल
Micropyle,मायक्रोपाईल
Microsatellite,मायक्रोसेटलाइट
Microscope,सूक्ष्मदर्शक
Microscopy,मायक्रोस्कोपी
Microspermae,मायक्रोस्पर्मे
Microsphere,मायक्रोफेअर
Microsporangium,मायक्रोस्पोरॅंगियम
Microspore tetrad,मायक्रोस्पोर टेट्रॅड
Microsporphyll,मायक्रोस्पोरफिल
Microsporum,मायक्रोस्पोरम
Microtome,मायक्रोटोम
Microtuble triplet,मायक्रोट्युबल ट्रिपलेट
Microtubule doublet,मायक्रोट्यूब्यूल दुहेरी
Microvilli,मायक्रोव्हिली
Micturition,Micurition
Midbrain,मिडब्रेन
Middle cerebellar peduncle,मध्यम सेरेबेलर पेडनकल
Middle ear,मध्यम कान
Middle lamella,मध्यम लॅमला
Midgut,मिडगट
Midwife toad,मिडवाइफ टॉड
Migrant,स्थलांतरित
Migration,स्थलांतर
Milk sugar,दुध साखर
Milk-producing gland,दूध उत्पादक ग्रंथी
Millet,बाजरी
Milliosmole per liter,मिलिओस्मोल प्रति लिटर
Milvus,मिलव्हस
Mimicry,मिमिक्री
Minamata disease,मिनामाता रोग
Mineral,खनिज
Mineral element,खनिज घटक
Mineral nutrition,खनिज पोषण
Mineralisation,खनिजकरण
Mineralo corticoid,मिनेलो कॉर्टिकोइड
Miniature magnet,लघु चुंबक
Mining operation,खाण ऑपरेशन
Minisatellite,मिनीसॅटलाइट
Minor groove,किरकोळ खोबणी
Miocene,मिओसीन
Miohippus,मिओपपस
Mirabilis,मिरिबिलिस
Mitigation,शमविणे
Mitochondria,माइटोकॉन्ड्रिया
Mitochondrial matrix,माइटोकॉन्ड्रियल मॅट्रिक्स
Mitosis,माइटोसिस
Mitral valve (bicuspid valve),मिट्रल वाल्व्ह (बायिकसपिड वाल्व्ह)
Mixed gland,मिश्रित ग्रंथी
Mixed nerves,मिश्रित मज्जातंतू
Mixotrophic,मिक्सोट्रोफिक
Mobile carrier,मोबाइल कॅरियर
Mobile source,मोबाइल स्रोत
Mobility,गतिशीलता
Moderate injury,मध्यम इजा
Modern medicine,आधुनिक औषध
Modern society,आधुनिक समाज
Modifiability,सुधारितता
Modified dihybird ratio,सुधारित डायहाबर्ड गुणोत्तर
Modified root,सुधारित रूट
Modulate,सुधारित
Modulation of action,कृतीचे मॉड्यूलेशन
Modulator substance,मॉड्युलेटर पदार्थ
Moisture,ओलावा
Moisture deficit,ओलावा तूट
Molar teeth,दाढी दात
Molar,मोलर
Mole,तीळ
Mole,तीळ
Mole,तीळ
Mole (mol),तीळ (मोल)
Molecular biology,आण्विक जीवशास्त्र
Molecular genetic analysis,आण्विक अनुवांशिक विश्लेषण
Molecular level,आण्विक पातळी
Molecular messenger,आण्विक मेसेंजर
Molecular motion,आण्विक गती
Molecular nitrogen gas,आण्विक नायट्रोजन वायू
Molecular organization,आण्विक संस्था
Molecular scissor,आण्विक कात्री
Molecular surgical approach,आण्विक शस्त्रक्रिया दृष्टीकोन
Molecular suture,आण्विक सिव्हन
Molecule,रेणू
Mollusc,मोलस्क
Molluscivorous,मोलसिव्होरस
Molybdenum,मोलिब्डेनम
Momordica,मोमर्डिका
Monandria,मोनंड्रिया
Monandry,मोनँड्री
Monascus purpureus,मोनास्कस पर्प्यूरियस
Monera,मोनेरा
Moniliform,मोनिलिफॉर्म
Monitor,मॉनिटर
Monitor,मॉनिटर
Mono layer,मोनो लेयर
Monoadelphous,मोनॉएडेलफॉस
Monobasic phosphate,मोनोबॅसिक फॉस्फेट
Monoblastic,मोनोब्लास्टिक
Monochacial,मोनोकेशियल
Monochlamydeous,मोनोक्लॅमायडियस
Monocistronic,मोनोसिस्ट्रोनिक
Monoclonal antibody,मोनोक्लोनल अँटीबॉडी
Monococcus,मोनोकोकस
Monocotyledon,मोनोकोटिल्डन
Monocystic,मोनोसिस्टिक
Monocystis,मोनोसिस्टिस
Monocyte,मोनोसाइट
Monoecious,मोनोएसियस
Monograph,मोनोग्राफ
Monohybrid,मोनोहायब्रिड
Monomer,मोनोमर
Monomeric G-actin,मोनोमेरिक जी- in क्टिन
Monosaccharide,मोनोसाकराइड
Monosodium salt,मोनोसोडियम मीठ
Monosomic,मोनोसोमिक
Monospermy,मोनोस्पर्मी
Monosporic development,मोनोस्पोरिक विकास
Monotropa,मोनोट्रोपा
Monozygotic identical twin,मोनोझिगोटिक एकसारखे जुळ्या
Montreal treaty,मॉन्ट्रियल करार
Mood disorder,मूड डिसऑर्डर
Moringa,मोरिंगा
Morphallaxis (morphallactic),मॉर्फॅलॅक्सिस (मॉर्फालॅक्टिक)
Morphine,मॉर्फिन
Morphogenesis,मॉर्फोजेनेसिस
Morphological adaptation,मॉर्फोलॉजिकल रुपांतर
Morphology,मॉर्फोलॉजी
Morse code,मोर्स कोड
Mortality,मृत्यू दर
Mortality,मृत्यू दर
Mortality,मृत्यू दर
Mosaicism,मोज़ेकिझम
Mosaic vision,मोज़ेक दृष्टी
Moss,मॉस
Moth,मॉथ
Mother axis,आई अक्ष
Motif,हेतू
Motile form,गतीशील फॉर्म
Motile spore,मोटिल बीजाणू
Motor fibre,मोटर फायबर
Motor neuron,मोटर न्यूरॉन
Mould,मूस
Movement,हालचाल
Movement of locomotion,लोकोमोशनची हालचाल
M-phase promoting factor (MPF),एम-फेज प्रमोटिंग फॅक्टर (एमपीएफ)
Mrigal,मिरिगल
Mucopeptide,म्यूकोपेप्टाइड
Mucoprotein,म्यूकोप्रोटीन
Mucor,म्यूकोर
Mucosa associated lymphoid tissue,म्यूकोसा संबंधित लिम्फोईड ऊतक
Mucosa membrane,श्लेष्मल त्वचा पडदा
Mucous gland,श्लेष्मल ग्रंथी
Mucous membrane (mucosa),श्लेष्मल त्वचा
Muffling noise,मफलिंग आवाज
Mullerian mimicry,मुलरियन मिमिक्री
Multicellular organism,मल्टीसेल्युलर जीव
Multicolour fluorescence,मल्टीकोलर फ्लूरोसेंस
Multicostate,मल्टीकोस्टेट
Multifission,मल्टीफिशन
Multiload - 375,मल्टीलोड - 375
Multinucleate,मल्टिन्यूक्लिएट
Multiovulatae terrestress,मल्टीवुलाटे टेरेस्ट्रेस
Multiovulate,मल्टीव्युलेट
Multiparasitism,मल्टीपॅरॅसिटिझम
Multiparous,मल्टीपेरस
Multiparous,मल्टीपेरस
Multiple allele,एकाधिक le लेल
Multiple allelism,एकाधिक le लेलिझम
Multiple fission,एकाधिक विखंडन
Multiple ovulation embryo transfer technique (MOET),एकाधिक ओव्हुलेशन गर्भ हस्तांतरण तंत्र (एमओईटी)
Multiplication,गुणाकार
Multiplicative growth,गुणाकार वाढ
Multipolar nerve cell,मल्टीपोलर मज्जातंतू सेल
Multipolar neuron,मल्टीपोलर न्यूरॉन
Multipurpose instrument,बहुउद्देशीय साधन
Mumps,गालगुंड
Murein,म्युरिन
Musca domestica,मस्का डोमेस्टिका
Muscidae,मस्किडे
Muscle fibre,स्नायू फायबर
Muscle relaxtion,स्नायू शिथिलता
Muscle tissue,स्नायू ऊतक
Muscular,स्नायुंचा
Muscular dystrophy,स्नायुंचा विकृती
Muscular dystrophy,स्नायुंचा विकृती
Muscular foot,स्नायूंचा पाय
Muscular movement,स्नायूंच्या हालचाली
Muscular tension,स्नायूंचा तणाव
Muscularis,स्नायू
Muscularis extrema,मस्क्युलरिस एक्स्ट्रामा
Musculature,स्नायू
Mushroom,मशरूम
Mussel,शिंपले
Mutagen,म्युटागेन
Mutant allele,उत्परिवर्ती le लेल
Mutation,उत्परिवर्तन
Mutation breeding,उत्परिवर्तन प्रजनन
Mutation theory,उत्परिवर्तन सिद्धांत
Mutualism,परस्परवाद
Mutually beneficial,परस्पर फायदेशीर
Myasthenia gravis,मायस्थेनिया ग्रॅव्हिस
Mycelium,मायसेलियम
Mycobacterium,मायकोबॅक्टीरियम
Mycobiont,मायकोबिओन्ट
Mycoic acid,मायकोइक acid सिड
Mycoplasma,मायकोप्लाझ्मा
Mycorrhiza,मायकोरिझा
Mycorrhizal,मायकोरिझल
Myelencephalon,मायलेन्सेफॅलॉन
Myelin sheath,मायेलिन म्यान
Myilinated,मायलीनेटेड
Myocardial fibre,मायोकार्डियल फायबर
Myocardial infarction,ह्दयस्नायूमध्ये रक्ताची गुठळी होऊन बसणे
Myocardium,मायोकार्डियम
Myoepithelium,मायओपिथेलियम
Myofibril,मायोफिब्रिल
Myogenic mechanism,मायोजेनिक यंत्रणा
Myoglobin,मायोग्लोबिन
Myometrium,मायओमेट्रियम
Myosin,मायोसिन
Myristicaceae,मायरिस्टीसीए
Myrmecophily,Myrmecophily
Myxomycetes member,मायक्सोमाइसेट्स सदस्य
Metatarsus,मेटाटारसस
N-acetyl galactosamine,एन-एसिटिल गॅलेक्टोसामाइन
Naja,नजा
Nanogram,नॅनोग्राम
Naphthalene,नेफथलीन
Napiform root,नेपिफॉर्म रूट
Naravelia,नरावेलिया
Narcotic,मादक
Nasal sac,अनुनासिक थैली
Nasopharynx,नासोफॅरेन्क्स
Nastic (nastism),नॅस्टिक (नॅस्टिझम)
Nastic type,नॅस्टिक प्रकार
Natality (birth rate),जन्म (जन्म दर)
National AIDS Contral Organisation (NACO),नॅशनल एड्स कॉन्ट्रल ऑर्गनायझेशन (एनएसीओ)
National park,राष्ट्रीय उद्यान
National seed corporation (NSC),राष्ट्रीय बियाणे कॉर्पोरेशन (एनएससी)
Native antigen,मूळ प्रतिजैविक
Native rock,नेटिव्ह रॉक
Native species,मूळ प्रजाती
Natural affinity,नैसर्गिक आत्मीयता
Natural ageing,नैसर्गिक वृद्धत्व
Natural extinction,नैसर्गिक नामशेष
Natural increase,नैसर्गिक वाढ
Natural killer cell,नैसर्गिक किलर सेल
Natural pacemaker,नैसर्गिक पेसमेकर
Natural pest control,नैसर्गिक कीटक नियंत्रण
Natural science,नैसर्गिक विज्ञान
Natural selection,नैसर्गिक निवड
Natural world,नैसर्गिक जग
Natural zone,नैसर्गिक झोन
Naturalist,निसर्गवादी
Nausea,मळमळ
Neck,मान
Neck,मान
Necrosis,नेक्रोसिस
Nectar sucking,अमृत ​​शोषक
Nectarifarous,अमृत
Nectary,अमृत
Nectary,अमृत
Necturus,नेक्टुरस
Negative (inhibition) interaction,नकारात्मक (प्रतिबंध) परस्परसंवाद
Negative feed back,नकारात्मक फीड परत
Negatively charged,नकारात्मक चार्ज
Nemathaleminthes,नेमथलेमिंथ्स
Nematode,नेमाटोड
Neoplasm,नियोप्लाझम
Neoplasm,नियोप्लाझम
Nepenthaceae,नेपेन्थेसी
Nepenthes,Nepenthes
Nephridia,नेफ्रिडिया
Nephridial canal,नेफ्रिडियल कालवा
Nephridiopore,नेफ्रिडिओपोर
Nephron,नेफ्रॉन
Nephrostome,नेफ्रोस्टोम
Neptune's cup,नेपच्यूनचा कप
Nerium,नेरियम
Nerve cell,मज्जातंतू सेल
Nerve impulse,मज्जातंतू प्रेरणा
Nerve ring,मज्जातंतू रिंग
Nervous system,मज्जासंस्था
Nesoderm,नेसोडर्म
Nesseria gonorrhoea,नेसेरिया गोनोरिया
Net charge,निव्वळ शुल्क
Net primary productivity,निव्वळ प्राथमिक उत्पादकता
Net production efficiency,निव्वळ उत्पादन कार्यक्षमता
Network species,नेटवर्क प्रजाती
Neural plate,तंत्रिका प्लेट
Neurasthenia,न्यूरिस्टेनिया
Neurilemma,न्यूरीलेम्मा
Neuro hypophysis,न्यूरो हायपोफिसिस
Neuroendocrine system,न्यूरोएन्डोक्राइन सिस्टम
Neuroepithelium,न्यूरोएपिथेलियम
Neuroglia cell,न्यूरोग्लिया सेल
Neurohypophysis,न्यूरोहायपोफिसिस
Neuromuscular function,न्यूरोमस्क्युलर फंक्शन
Neuron,मज्जातंतू
Neurophysin-protein bond,न्यूरोफिसिन-प्रोटीन बॉन्ड
Neurospora,न्यूरोस्पोरा
Neurosurgeon,न्यूरोसर्जन
Neurotic anxiety,न्यूरोटिक चिंता
Neurotic individual,न्यूरोटिक वैयक्तिक
Neurotransmitter,न्यूरोट्रांसमीटर
Neurulation,एनवुलेशन
Neutralisation,तटस्थीकरण
Neutrophil,न्यूट्रोफिल
New systematics,नवीन सिस्टीमॅटिक्स
Niacin,नियासिन
Niche specialisation,कोनाडा विशेषीकरण
Niche,कोनाडा
Nicotinamide adenine,निकोटिनामाइड en डेनिन
Nicotine,निकोटीन
Nicotinic acid,निकोटीनिक acid सिड
Nictitating membrane,Nictitating झिल्ली
Nigella,नायजेला
Night flower,रात्रीचे फूल
Nile perch,नाईल पर्च
Nissl body,निस्सल बॉडी
Nissl's granule,निस्सलचे ग्रॅन्यूल
Nitric oxide,नायट्रिक ऑक्साईड
Nitrification,नायट्रीफिकेशन
Nitrifying bacterium,नायट्रीफाइंग बॅक्टेरियम
Nitrocellulose,नायट्रोसेल्युलोज
Nitrobacter,नायट्रोबॅक्टर
Nitrococcus,नायट्रोकोकस
Nitrogen assimilation,नायट्रोजन आत्मसात
Nitrogen fixing actinomycetes,नायट्रोजन फिक्सिंग अ‍ॅक्टिनोमाइसेट्स
Nitrogen reduction,नायट्रोजन कपात
Nitrogenase,नायट्रोजनेस
Nitrogenous waste,नायट्रोजेनस कचरा
Nitrosomonas,नायट्रोसोमोनस
Noccardia,नोकार्डिया
Noctiluca,Noctiluca
Nod gene,नोड जनुक
Node,नोड
Nodule,नोड्यूल
Noise barrier,आवाज अडथळा
Noise pollution,ध्वनी प्रदूषण
Nomenclature,नामांकन
Non-allelic level,नॉन-एलेलिक पातळी
Non-aqueous phase,नॉन-जलीय टप्पा
Non-biodegradable,नॉन-बायोडिग्रेडेबल
Non-chordate and chordate,नॉन-कॉर्डेट आणि chordate
Non-competitive inhibition,स्पर्धात्मक प्रतिबंध
Non-cyclic photophosphorylation,नॉन-सायक्लिक फोटोफोस्फोरिलेशन
Non-cytoplasmic area,नॉन-सायटोप्लाज्मिक क्षेत्र
Non-disjunction,नॉन-डिस्झंक्शन
Nonendospermic,Nonendospermic
Non-enzymatic glycosylation (glycation),नॉन-एंझाइमॅटिक ग्लायकोसिलेशन (ग्लाइकेशन)
Non-flammable,ज्वलंत न करता
Non-flowering plant,नॉन-फ्लॉवरिंग प्लांट
Non-functional,नॉन-फंक्शनल
Non-green,ग्रीन नसलेले
Non-histone chromosomal protein,नॉन-हिस्टोन गुणसूत्र प्रथिने
Non-histone protein,नॉन-हिस्टोन प्रथिने
Non-leguminous plant,लेग्युमिनस नसलेली वनस्पती
Non-lignified,लायमयुक्त
Non-limiting light,मर्यादित नसलेले प्रकाश
Non-living resources,लिव्हिंग नसलेली संसाधने
Non-medullated,नॉन-मेडुलेटेड
Non-motile form,मोटाईल नसलेले फॉर्म
Non-motile spore,मोटाईल नसलेले बीजाणू
Non-myelinated,नॉन-मायलीनेटेड
Non-native species,मूळ नसलेली प्रजाती
Non-oxygenic,ऑक्सिजेनिक नसलेले
Non-photosynthetic fungi,नॉन-फोटोसिंथेटिक बुरशी
Non-point source,नॉन-पॉइंट स्रोत
Non-polar tail,नॉन-ध्रुवीय शेपूट
Non-quantitative observation,गैर-परिमाणात्मक निरीक्षण
Non-reciprocal translocation,नॉन-रीसिप्रोकल लिप्यंतरण
Non-reducing sugar,कमी न करता साखर
Non-sense RNA,नॉन-सेन्स आरएनए
Non-toxic,विषारी नसलेला
Non-venomous,नॉन-मानव
Non-vertebrate chordate,नॉन-वार्टेब्रेट chordate
Non-wood forest product,नॉन-वुड फॉरेस्ट उत्पादन
Noradrenaline,नॉरड्रेनालाईन
Noradrenalinergic,नॉरड्रेनॅलिनर्जिक
Nose piece,नाकाचा तुकडा
Nostoc,Nostoc
Notochord,नॉटोचोर्ड
Nourishment,पोषण
Nucellus,न्यूकेलस
Nuclear envelope,विभक्त लिफाफा
Nuclear magnetic resonance,विभक्त चुंबकीय अनुनाद
Nuclear membrane,विभक्त पडदा
Nuclear plant,अणू प्रकल्प
Nucleic paid,न्यूक्लिक पेड
Nucleoid,न्यूक्लॉईड
Nucleolar organizer,न्यूक्लियोलर आयोजक
Nucleolus,न्यूक्लियोलस
Nucleoplasm,न्यूक्लियोप्लाझम
Nucleopolyhedrovirus,न्यूक्लियोपोलॉईड्रोव्हायरस
Nucleoside,न्यूक्लियोसाइड
Nucleosome,न्यूक्लियोसोम
Nucleotide,न्यूक्लियोटाइड
Nucleus,न्यूक्लियस
Nudiflorae,न्यूडिफ्लोरे
Nullifying,निरर्थक
Nullisomic,न्युलिसोमिक
Numbat (anteater),नंबट (अँटीटर)
Numbness of limbs,अंगांची सुन्नता
Numerical aperture (NA),संख्यात्मक छिद्र (एनए)
Numerical taxonomy,संख्यात्मक वर्गीकरण
Nuptial pad,नौपल पॅड
Nut fleshy,नट मांसल
Nut,नट
Nutrient,पोषक
Nutrient cycling,पौष्टिक सायकलिंग
Nutrient immobilisation,पौष्टिक स्थितता
Nutrient poor,पोषक गरीब
Nutrient solution,पौष्टिक समाधान
Nutrition,पोषण
Nutritional quality,पौष्टिक गुणवत्ता
Nutritious,पौष्टिक
Nutritive tissue,पौष्टिक ऊतक
Nutritive value,पौष्टिक मूल्य
Nux vomica,नुक्स व्होमिका
Nyctinasty,Nyctinaste
Nymph,अप्सरा
Nymphaea,निम्फा
Oak,ओक
Obelia,ओबेलिया
Objective,उद्दीष्ट
Objective lens,वस्तुनिष्ठ लेन्स
Obligate parasite,परजीवी बंधनकारक
Oblique beam of light,प्रकाशाचा तिरकस तुळई
Oblong,आयताकृती
Observation,निरीक्षण
Observatory,वेधशाळे
Obtuse,ओबट्यूज
Occipital condyle,ओसीपीटल कॉन्डिल
Occipital lobe,ओसीपीटल लोब
Ocean animal,महासागर प्राणी
Ocean plant,महासागर वनस्पती
Oceanic system,महासागरीय प्रणाली
Ocimum sanctum,Ocumim camtum
Octopus,आठ पायांचा सागरी प्राणी
Ocular,ओक्युलर
Ocular lens,ओक्युलर लेन्स
Odourless,गंधहीन
Oenothera lamarckiana,ओनोथेरा लामार्कियाना
Oesophageal sphincter,Oesophageal sphinter
Oesophagous,Oesopagus
Oestrus cycle,ऑस्ट्रस सायकल
Offset,ऑफसेट
Offspring,संतती
Oil gland,तेल ग्रंथी
Oil immersion objective,तेल विसर्जन उद्दीष्ट
Oil spill,तेल गळती
Okazaki fragment,ओकाझाकी तुकडा
Olfactory bulb,घाणेंद्रियाचा बल्ब
Olfactory cortex,घाणेंद्रियाचा कॉर्टेक्स
Olfactory lobe,घाणेंद्रियाचा लोब
Olfactory receptor,घाणेंद्रियाचा रिसेप्टर
Oligocene,ऑलिगोसीन
Oligosaccharide,ऑलिगोसाकराइड
Oligosccharide chain,ऑलिगोस्कॅचराइड साखळी
