Punjabi,Bengali
ਜਾਣਕਾਰੀ ਕਿਓਸਕ,তথ্য কিওস্ক
ਜਾਣਕਾਰੀ ਪ੍ਰਕਿਰਿਆ,তথ্য প্রক্রিয়া
ਸੂਚਨਾ ਤਕਨੀਕ,তথ্য প্রযুক্তি
ਇਨਫੋਟੇਨਮੈਂਟ,ইনফোটেইনমেন্ট
ਇਨਫਰਾਰੈੱਡ ਰੇਡੀਏਸ਼ਨ,ইনফ্রারেড বিকিরণ
ਬੁਨਿਆਦੀ .ਾਂਚਾ,অবকাঠামো
ਗ੍ਰਹਿਣ,ইনজেস্ট
ਸਮੱਗਰੀ,উপাদান
ਸ਼ੁਰੂਆਤੀ ਸ਼ਬਦ (ਆਈਡਬਲਯੂ),সূচনা শব্দ (আইডাব্লু)
ਅੰਦਰੂਨੀ ਕੋਡ,অভ্যন্তরীণ কোড
ਨਵੀਨਤਾ,উদ্ভাবন
ਇੰਪੁੱਟ,ইনপুট
ਇਨਪੁਟ ਲਾਈਨ,ইনপুট লাইন
ਇਨਪੁਟ ਯੂਨਿਟ,ইনপুট ইউনিট
ਇੰਪੁੱਟ ਵੋਲਟੇਜ,ইনপুট ভোল্টেজ
ਇਨਪੁਟ-ਆਉਟਪੁਟ,ইনপুট আউটপুট
ਸੰਮਿਲਿਤ ਕਰੋ,.োকান
ਸੰਮਿਲਨ ਦਾ ਨੁਕਸਾਨ,সন্নিবেশ ক্ষতি
ਇੰਸਟਾਲੇਸ਼ਨ,স্থাপন
ਤਤਕਾਲ ਵੋਲਟੇਜ,তাত্ক্ষণিক ভোল্টেজ
ਹਦਾਇਤ,নির্দেশ
ਇਨਸੂਲੇਟਿੰਗ ਸਮੱਗਰੀ,অন্তরক উপাদান
ਇਨਸੂਲੇਸ਼ਨ,নিরোধক
ਇਨਸੂਲੇਸ਼ਨ ਟੱਪਣ,নিরোধক প্রতিরোধ
ਇਨਸੂਲੇਟਰ,ইনসুলেটর
ਇੰਟੀਗਰੇਟਡ ਸਰਕਟ,সমন্বিত বর্তনী
ਨੈੱਟਵਰਕ ਨੂੰ ਏਕੀਕ੍ਰਿਤ ਕਰਨਾ,একীভূত নেটওয়ার্ক
ਇੰਟੀਗਰੇਟਰ,ইন্টিগ্রেটার
ਬੁੱਧੀਮਾਨ,বুদ্ধি
ਤੀਬਰਤਾ,তীব্রতা
ਬੋਲਣ ਦੀ ਤੀਬਰਤਾ,বক্তৃতা তীব্রতা
ਅੰਤਰ ਚੈਨਲ ਦਖਲ,আন্তঃ চ্যানেল হস্তক্ষেপ
ਇੰਟਰਲੇਵ,ইন্টারলিভ
ਗੱਲਬਾਤ ਕਰਨੀ,মিথষ্ক্রিয়া
ਗੱਲਬਾਤ,ইন্টারেক্টিভিটি
ਇੰਟਰਕਾੱਮ,ইন্টারকম
ਇੰਟਰਸੀਕੇਸ਼ਨਵਿਟੀ,আন্তঃসংযোগ
ਇੰਟਰਫੇਸ,ইন্টারফেস
ਇੰਟਰਫੇਸ ਸਕੈਨਿੰਗ,ইন্টারফেস স্ক্যানিং
ਦਖ਼ਲਅੰਦਾਜ਼ੀ,হস্তক্ষেপ
ਦਖਲ ਦਾ ਜ਼ੋਨ,হস্তক্ষেপ অঞ্চল
ਦਖਲ ਦੇਣ ਵਾਲੇ ਚੈਨਲ,হস্তক্ষেপ চ্যানেল
ਦਖਲਅੰਦਾਜ਼ੀ ਬਾਰੰਬਾਰਤਾ,হস্তক্ষেপ ফ্রিকোয়েন্সি
ਦਖਲਅੰਦਾਜ਼ੀ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,রেডিও ফ্রিকোয়েন্সি সিগন্যাল হস্তক্ষেপ
ਅੰਤਰਫ੍ਰੇਮ,ইন্টারফ্রেম
ਇੰਟਰਲੇਵ,ইন্টারলিভ
ਇੰਟਰਲੇਡ,ইন্টারলিভড
ਇੰਟਰਲੀਏਡ ਸਟ੍ਰੀਮ,ইন্টারলিভড স্ট্রিম
ਇੰਟਰਲੇਵਰ,ইন্টারলিভার
ਇੰਟਰਲੇਵਿੰਗ,ইন্টারলিভিং
ਇੰਟਰਲੇਵਿੰਗ,ইন্টারলিভিং
ਇੰਟਰਲੇਵਿੰਗ ਪੀਰੀਅਡ,ইন্টারলিভিং পিরিয়ড
ਇੰਟਰਕੈਕ ਸਰਕਟ,ইন্টারলক সার্কিট
ਇੰਟਰਲੌਕ ਸਵਿਚ,ইন্টারলক সুইচ
ਇੰਟਰਲੋਕਿੰਗ,ইন্টারলকিং
ਵਿਚਕਾਰਲੀ ਅਸਫਲਤਾ,মধ্যবর্তী ব্যর্থতা
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,মধ্যবর্তী ফ্রিকোয়েন্সি
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,মধ্যবর্তী ফ্রিকোয়েন্সি দোলক
ਰੁਕ-ਰੁਕ ਕੇ,বিরতি
ਰੁਕ-ਰੁਕ ਕੇ ਮੌਜੂਦਾ,মাঝে মাঝে বর্তমান
ਇੰਟਰਮੋਡੀਜੂਲੇਸ਼ਨ,ইন্টারমোডুলেশন
ਇੰਟਰਮੋਜ਼ਨ ਵਿਗਾੜ,ইন্টারমোডুলেশন বিকৃতি
ਇੰਟਰਮੋਜ਼ਨ ਦੇ ਨਿਕਾਸ,ইন্টারমোডুলেশন নির্গমন
ਇੰਟਰਮੋਜ਼ਨ ਟੈਸਟ,ইন্টারমোডুলেশন পরীক্ষা
ਇੰਟਰਨੈੱਟ,ইন্টারনেট
ਇੰਟਰਨੈੱਟ ਪ੍ਰਸਾਰਣ,ইন্টারনেট সম্প্রচার
ਇੰਟਰਨੈੱਟ ਚੈਟਿੰਗ,ইন্টারনেট চ্যাট
ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਸਟੈਕ,ইন্টারনেট প্রোটোকল স্ট্যাক
ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ,ইন্টারনেট রেডিও
ਇੰਟਰਨੈੱਟ ਸਟ੍ਰੀਮਿੰਗ,ইন্টারনেট স্ট্রিমিং
ਇੰਟਰਨੈੱਟ ਵੀਡੀਓ,ইন্টারনেট ভিডিও
ਅੰਤਰ-ਕਾਰਜਸ਼ੀਲਤਾ,আন্তঃব্যবহারযোগ্যতা
ਇੰਟਰਪੋਲੇਸ਼ਨ,ইন্টারপোলেশন
ਦੁਭਾਸ਼ੀਏ,দোভাষী
ਵਿਘਨ,বাধা
ਰੁਕਾਵਟ,বাধা
ਵਿਘਨ,বাধা
ਅੰਤਰਾਲ,অন্তর
ਇੰਟਰਕੋਡਿੰਗ,ইন্ট্রাকোডিং
ਇੰਟਰਾਫ੍ਰੇਮ,ইন্ট্রাফ্রেম
ਇੰਟਰਨੇਟ,ইন্ট্রানেট
ਇਨਟਰੇਪੈਕਸ਼ਨਚਰ,অন্তঃসত্ত্বা
ਇੰਟਰਾਵੈਬ,অন্তঃসত্ত্বা
ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ,অভ্যন্তরীণ অর্ধপরিবাহী
ਉਲਟਾ ਮੌਜੂਦਾ,বিপরীতমুখী
ਉਲਟਾ ਸਥਾਨ ਦਾ ਕੰਮ,বিপরীত স্থানিক পরিচালনা
ਉਲਟਾ,উল্টানো
ਉਲਟਾ ਐਲ ਐਂਟੀਨਾ,উল্টানো এল অ্যান্টেনা
ਉਲਟਾ v ਅਨਟਨਨਾ,উল্টানো ভি অ্যান্টেনা
ਇਨਵਰਟਰ,বৈদ্যুতিন সংকেতের মেরু বদল
ਅਨਿਯਮਿਤ,অনিয়মিত
ਅਸਪਸ਼ਟ ਤੱਤ,অপ্রাসঙ্গিক উপাদান
ਇਕੱਲਤਾ ਨੈਟਵਰਕ,বিচ্ছিন্ন নেটওয়ার্ক
ISolator,বিচ্ছিন্ন
ਜੈਮਰ,জামার
ਜਾਮ,জ্যামিং
ਜਾਰਗਨ ਫਾਈਲ,জারগন ফাইল
ਜਾਵਾ ਸਕ੍ਰਿਪਟ,জাভা স্ক্রিপ্ট
ਜਿੰਗਲ,জিংল
Jitter,জিটার
ਸ਼ਾਮਲ ਕਰਨ ਵਾਲੇ,যোগদানকারী
ਜੁਆਇੰਟ,যৌথ
ਸ਼ਾਮਲ,সংযুক্ত
ਜੰਪਰ,জাম্পার
ਕਬਾੜ,জাঙ্ক
ਬੇਕਾਰ ਚਿਠੀ,আজাইরা মেইল
ਕਰਨਲ,কার্নেল
ਕੁੰਜੀ,চাবি
ਕੀਬੋਰਡ,কীবোর্ড
ਕੀਰ,কীয়ার
ਕੀਨੋਟ,মূল বক্তব্য
ਕਿਲ੍ਹੇ ਚੱਕਰ,কিলোসাইকেল
ਕਿਲ੍ਹੇ,কিলোভোল্ট
ਕਿਲੋਟ,কিলোওয়াট
ਕਿਨਮੈਟਿਕਸ,গতিবিজ্ঞান
ਗੋਡੇ ਬਿੰਦੂ ਵੋਲਟੇਜ,হাঁটু পয়েন্ট ভোল্টেজ
ਗੋਬ,গিঁট
ਗਿਆਨ ਅਧਾਰ,জ্ঞানভিত্তিক
ਗਿਆਨ ਦੀ ਨੁਮਾਇੰਦਗੀ,জ্ঞান উপস্থাপনা
L ਨੈੱਟਵਰਕ,L নেটওয়ার্ক
L ਸੈਕਸ਼ਨ ਫਿਲਟਰ,এল বিভাগ ফিল্টার
Lag ਅਤੇ ਅਗਵਾਈ,ল্যাগ এবং সীসা
Lagging ਮੌਜੂਦਾ,পিছিয়ে থাকা বর্তমান
ਪਛੜਨਾ ਪਾਵਰ ਫੈਕਟਰ,পিছিয়ে থাকা পাওয়ার ফ্যাক্টর
ਲਮੀਨੇਟਡ,স্তরিত
ਦੀਵੇ,প্রদীপ
ਲੈਪਟਾਪ,ল্যাপটপ
ਲੇਜ਼ਰ ਬਾਰੰਬਾਰਤਾ,লেজার ফ্রিকোয়েন্সি
ਅਸ਼ੁੱਧ ਗਲਤੀ,সুপ্ত ত্রুটি
ਨਿਰੰਤਰ ਗਰਮੀ,সুপ্ত তাপ
ਵਿਥਕਾਰ,অক্ষাংশ
ਪਰਤ,স্তর
ਖਾਕਾ,বিন্যাস
ਲੇਆਉਟ ਯੋਜਨਾ,বিন্যাস পরিকল্পনা
ਲੀਡ,নেতৃত্ব
ਪ੍ਰਮੁੱਖ ਪੜਾਅ,শীর্ষস্থানীয় পর্ব
ਲੀਕ ਸਬੂਤ,ছিদ্র নিরোধক
ਲੀਕ,ফুটো
ਲੀਜ਼ਡ ਸਰਕਟ,ইজারা সার্কিট
ਲੈਂਸ,লেন্স
ਪੱਧਰ ਸੂਚਕ,স্তর সূচক
ਲਾਈਟ ਕੰਟਰੋਲ,আলো নিয়ন্ত্রণ
ਲਾਈਟ ਕਲਮ,হালকা কলম
ਬਿਜਲੀ ਦੀ ਪ੍ਰੇਸ਼ਾਨ,বিজলীদণ্ড
ਸੀਮਾ,সীমাবদ্ধ
ਐਂਪਲੀਫਾਇਰ ਨੂੰ ਸੀਮਿਤ ਕਰਨਾ,পরিবর্ধক সীমাবদ্ধ
ਲਾਈਨ ਦਾ ਨੁਕਸਾਨ,লাইন ক্ষতি
ਲਾਈਨ ਸ਼ੋਰ,লাইন শব্দ
ਨਜ਼ਰ ਦੀ ਲਾਈਨ,দর্শন লাইন
ਲਾਈਨ ਪੜਾਅ,লাইন পর্ব
ਲਾਈਨ ਸੰਚਾਰ,লাইন সংক্রমণ
ਲਾਈਨ ਅਨਲੋਡ,লাইন আনলোড
ਲੀਨੀਅਰੁਮਾਰੀ,লিনিয়ার কোয়ান্টিজার
ਰੇਖਾ,লিনিয়ারিটি
ਲਾਈਨ-ਕੋਐਕਸਿਆਲ,লাইন-কোঅ্যাক্সিয়াল
ਲਾਈਨ-ਬਰਾਬਰੀ,লাইন-সমতুল্য
ਲਾਈਨ-ਬਾਰੰਬਾਰਤਾ,লাইন-ফ্রিকোয়েন্সি
ਲਾਈਨ-ਪ੍ਰੇਸ਼ਾਨ,লাইন-ইমিডেন্স
ਲਾਈਨ-ਕੁਆਰਟਰ ਵੇਵੈਲਥ,লাইন-কোয়ার্টারের তরঙ্গদৈর্ঘ্য
ਲਿੰਕ,লিঙ্ক
ਲਿੰਕ,লিঙ্কার
ਲਿਪ-ਮਾਈਕ੍ਰੋਫੋਨ,লিপ-মাইক্রোফোন
ਲਾਈਵ ਪ੍ਰਸਾਰਣ,সরাসরি সম্প্রচার
ਲਾਈਵ ਸਰਕਟ,লাইভ সার্কিট
ਲਾਈਵ ਪ੍ਰੋਗਰਾਮ,লাইভ প্রোগ্রাম
ਲੋਡ,ভার
ਲੋਡ ਸਮਰੱਥਾ,ধারণ ক্ষমতা
ਲਿਜਾਣ ਦੀ ਸਮਰੱਥਾ ਲੋਡ ਕਰੋ,বহন ক্ষমতা লোড
ਲੋਡ ਗੁਣ,লোড বৈশিষ্ট্য
ਲੋਡ ਰੁਕਾਵਟ,লোড প্রতিবন্ধকতা
ਲੋਡ ਹੋ ਗਿਆ,লোড
ਲੋਡਰ,লোডার
ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ,লোড হচ্ছে
ਕੋਡ ਲੋਡ ਕਰਨਾ,লোডিং কয়েল
ਲੋਡ-ਟੈਸਟ,লোড পরীক্ষা
ਲੋਬ,লব
ਲੋਬੇ ਐਂਟੀਨਾ,লোব অ্যান্টেনা
ਸਥਾਨਕ ਏਰੀਆ ਨੈਟਵਰਕ,স্থানীয় নেটওয়ার্ক
ਸਥਾਨਕ ਬੈਟਰੀ,স্থানীয় ব্যাটারি
ਸਥਾਨਕ c ਸਿਲੇਟਰ,স্থানীয় দোলক
ਲਾਗ,লগ
ਲੌਗ ਬੁੱਕ,লগ বই
ਲੌਗ ਇਨ ਕਰੋ (ਲੌਗ ਇਨ ਕਰੋ),লগ ইন (লগ অন)
ਲੌਗ ਬੰਦ (ਲਾਗ ਆਉਟ),লগ অফ (লগ আউট)
ਲਾਗ ਸ਼ੀਟ,লগ শিট
ਲੋਗਰੀਥਮ,লগারিদম
ਲੋਗਰੀਥਿਕਮਿਕ ਐਂਪਲੀਫਾਇਰ,লগারিদমিক পরিবর্ধক
ਲੋਗਰੀਥਿਮਿਕ ਅਨੁਪਾਤ,লগারিদমিক অনুপাত
ਲੋਗਰੀਥਿਮਿਕ ਜਵਾਬ,লগারিদমিক প্রতিক্রিয়া
ਲੋਗਰੀਥਿਮਿਕ ਸਕੇਲ,লগারিদমিক স্কেল
ਲਾਗਿੰਗ,লগিং
ਤਰਕ,যুক্তি
ਤਰਕ ਗੇਟ,লজিক গেট
ਤਰਕ ਕਾਰਜ,যুক্তি অপারেশন
ਲਾਜ਼ੀਕਲ,যৌক্তিক
ਲਾਜ਼ੀਕਲ ਫਰੇਮ,যৌক্তিক ফ্রেম
ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ,লোগো সন্নিবেশ
ਲੰਬਕਾਰ,দ্রাঘিমাংশ
ਲੂਪ,লুপ
ਲੂਪ ਐਂਟੀਨਾ,লুপ অ্যান্টেনা
ਲੂਪ ਲਾਭ,লুপ লাভ
ਲੂਪ ਟੈਸਟ,লুপ পরীক্ষা
Oose ਿੱਲਾ ਸੰਪਰਕ,আলগা যোগাযোগ
Loose ਿੱਲੇ ਕਪਲਿੰਗ,আলগা সংযোজন
ਘਾਟੇ ਐਂਟੀਨਾ,লসলেস অ্যান্টেনা
ਘਾਟਾ,ক্ষতিহীন সংকোচনের
ਘਾਟੀ,ক্ষতিগ্রস্থ সংকোচনের
ਉੱਚਾ (ਆਵਾਜ਼),জোরে (শব্দ)
ਲਾ loud ਥਸਪੀਕਰ,লাউডস্পিকার
ਘੱਟ ਬਾਰੰਬਾਰਤਾ,কম কম্পাঙ্ক
ਘੱਟ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ,নিম্ন স্তরের ভাষা
ਘੱਟ ਘਾਟੇ ਫੀਡਰ,কম লোকসান ফিডার
ਘੱਟ ਨੁਕਸਾਨ ਲਚਕਦਾਰ ਕੋਕਸਿਅਲ ਕੇਬਲ,কম লোকসান নমনীয় কোক্সিয়াল কেবল
ਘੱਟ ਸ਼ੋਰ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,কম শব্দ রিসিভার
ਘੱਟ ਬਕਾਇਆ ਸੈਟੇਲਾਈਟ,কম কক্ষপথ স্যাটেলাইট
ਘੱਟ ਪਾਸ ਫਿਲਟਰ,লো পাস ফিল্টার
ਘੱਟ ਪ੍ਰਤੀਕ੍ਰਿਆ,কম রিঅ্যাক্ট্যান্স আর্থিং
ਘੱਟ ਵਿਰੋਧ ਰਸਤਾ,কম প্রতিরোধের পথ
ਲੱਗ,লগ
ਪ੍ਰਕਾਸ਼,আলোকসজ্জা
ਬੁਲਾਇਆ ਗਿਆ,লম্পট
ਮੈਕਰੋ ਬਲਾਕ,ম্যাক্রো ব্লক
ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ,ম্যাক্রো সংজ্ঞা
ਮੈਕਰੋ ਵਿਜ਼ਨ,ম্যাক্রো ভিশন
ਜਾਦੂ ਦੀ ਅੱਖ,ম্যাজিক আই
ਚੁੰਬਕ,চৌম্বক
ਚੁੰਬਕੀ ਖੇਤਰ,চৌম্বক ক্ষেত্র
ਚੁੰਬਕੀ ਪ੍ਰਵਾਹ,চৌম্বকীয় প্রবাহ
ਚੁੰਬਕੀ ਖੰਭੇ,চৌম্বকীয় মেরু
ਚੁੰਬਕੀ ਤੂਫਾਨ,চৌম্বকীয় ঝড়
ਚੁੰਬਕੀ ਸਵਿਚ,চৌম্বকীয় সুইচ
ਚੁੰਬਕੀ ਟੇਪ,চৌম্বকীয় টেপ
ਚੁੰਬਕੀ,চৌম্বকীয়তা
ਮੇਲ ਮਰਜ,মেইল মার্জ
ਮੇਲਿੰਗ ਲਿਸਟ,মেইলিং তালিকা
ਮੁੱਖ ਕੈਰੀਅਰ,প্রধান ক্যারিয়ার
ਕਾਇਮ ਰੱਖੋ,রক্ষণাবেক্ষণ
ਰੱਖ ਰਖਾਵ,রক্ষণাবেক্ষণ
ਰੱਖ-ਰਖਾਅ ਟੀਮ,রক্ষণাবেক্ষণ দল
ਬਹੁਗਿਣਤੀ ਕੈਰੀਅਰ,সংখ্যাগরিষ্ঠ ক্যারিয়ার
ਸੰਪਰਕ ਰੀਲੇਅ ਬਣਾਓ,যোগাযোগ রিলে করুন
ਮੇਕ-ਐਂਡ-ਬਰੇਕ ਸਵਿੱਚ,মেক-অ্যান্ড-ব্রেক সুইচ
ਮਰਦ-ਕੁਨੈਕਟਰ,পুরুষ সংযোগকারী
ਆਦਮੀ ਨੇ ਰੌਲਾ ਪਾਇਆ,মানুষ শব্দ করেছে
ਪ੍ਰਬੰਧਨ ਜਾਣਕਾਰੀ ਪ੍ਰਣਾਲੀ (ਮਿਸ),পরিচালন তথ্য সিস্টেম (এমআইএস)
ਹੇਰਾਫੇਰੀ,ম্যানিপুলেটেড
ਮੈਨੁਅਲ ਕੰਟਰੋਲ,মূল নিয়ন্ত্রণ
ਮੈਨੁਅਲ ਵਿਧੀ,ম্যানুয়াল পদ্ধতি
ਸੁਰੱਖਿਆ ਸਾਵਧਾਨੀ ਦਾ ਦਸਤਾਵੇਜ਼,সুরক্ষা সতর্কতা ম্যানুয়াল
ਹੱਥੀਂ ਚਲਾਏ ਗਏ,ম্যানুয়ালি পরিচালিত
ਨਿਰਮਾਤਾ,প্রস্তুতকারক
ਮਾਸਕ,মুখোশ
ਮਾਸਕੀ,মাসকি
ਮਾਸਕਰ,মাস্কার
ਮਾਸਕਿੰਗ,মাস্কিং
ਮਾਸਕਿੰਗ ਵਰਤਾਓ,মাস্কিং আচরণ
ਆਡੀਓ ਦਾ ਮਾਸਕਿੰਗ ਪ੍ਰਭਾਵ,অডিওর মাস্কিং প্রভাব
ਮਾਸਕਿੰਗ ਥ੍ਰੈਸ਼ੋਲਡ,থ্রেশহোল্ড মাস্কিং
ਮਾਸਕਿੰਗ ਟੋਨ,মাস্কিং টোন
ਮਸਤ,মাস্ট
ਮਸਤ ਰੇਡੀਏਟਰ,মাস্ট রেডিয়েটার
ਮਾਸਟਰ ਕੰਟਰੋਲ,মাস্টার নিয়ন্ত্রণ
ਮਾਸਟਰ ਓਸਕਿਲਟਰ,মাস্টার অসিলট্রোর
ਮੈਚ-ਪ੍ਰੇਸ਼ਾਨ,ম্যাচ-ইমিডেন্স
ਮੈਚਿੰਗ ਨੈਟਵਰਕ,ম্যাচিং নেটওয়ার্ক
ਮੈਚਿੰਗ ਸਟੱਬ,ম্যাচিং স্টাব
ਮੈਚਿੰਗ ਟਰਾਂਸਫਾਰਮਰ,ম্যাচিং ট্রান্সফর্মার
ਪਦਾਰਥਕ-ਖਰੀਦ,জিনিষ পত্র সরবরাহ
ਮੈਟਰਿਕਸ,ম্যাট্রিক্স
ਵੱਧ ਤੋਂ ਵੱਧ,সর্বাধিককরণ
ਵੱਧ ਤੋਂ ਵੱਧ ਮੰਗ ਸੰਕੇਤਕ,সর্বাধিক চাহিদা সূচক
ਵੱਧ ਤੋਂ ਵੱਧ ਬਿਜਲੀ ਦੀ ਘਣਤਾ,সর্বাধিক শক্তি ঘনত্ব
ਵੱਧ ਤੋਂ ਵੱਧ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,সর্বাধিক সংবেদনশীলতা
ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ,সর্বাধিক তাপমাত্রা
ਵੱਧ ਤੋਂ ਵੱਧ ਵਰਤੋਂ ਯੋਗ ਬਾਰੰਬਾਰਤਾ,সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি
ਵੱਧ ਤੋਂ ਵੱਧ ਮੁੱਲ,সর্বোচ্চ মূল্য
ਫੇਲ੍ਹ ਹੋਣ ਦਾ ਸਮਾਂ,ব্যর্থতার গড় সময়
ਮਤਲਬ ਮੁੱਲ,গড় মান
ਮਾਪਿਆ ਸੰਕੇਤ,পরিমাপ সংকেত
ਮਾਪ,মাপা
ਮਾਪਣ ਵਾਲਾ ਉਪਕਰਣ,পরিমাপ যন্ত্র
ਮਾਪਣ ਵਾਲੇ ਉਪਕਰਣ,পরিমাপ সরঞ্জাম
ਮਾਪਣ ਵਾਲੇ ਸਾਧਨ,পরিমাপক যন্ত্রপাতি
ਫੀਲਡ ਦੀ ਤਾਕਤ ਦੇ ਸਾਧਨ ਨੂੰ ਮਾਪਣਾ,ক্ষেত্রের শক্তি পরিমাপের সরঞ্জাম
ਮਾਪਣ ਟੇਪ,পরিমাপের ফিতা
ਵਿਧੀ,পদ্ধতি
ਮੀਡੀਆ ਸਰਵਰ,মিডিয়া সার্ভার
ਮਾਧਿਅਮ,মধ্যম
ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ,মাঝারি ফ্রিকোয়েন্সি
ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ ਲਹਿਰ,মাঝারি ফ্রিকোয়েন্সি তরঙ্গ
ਦਰਮਿਆਨੀ ਵੇਵ (MW),মাঝারি তরঙ্গ (মেগাওয়াট)
ਮੈਗਾ-ਓਮ,মেগা-ওহম
ਮੇਜਰ,মেগার
ਯਾਦਦਾਸ਼ਤ,স্মৃতি
ਸਲਾਹ ਦੇਣਾ,পরামর্শদাতা
ਮੇਨੂ ਬਾਰ,মেনু বার
ਮਰਕਰੀ ਸਵਿਚ,বুধ সুইচ
ਮਰਜਣਾ,মার্জিং
ਸੁਨੇਹਾ,বার্তা
ਮੈਟਾਡੇਟਾ,মেটাডেটা
ਧਾਤ-ਆਕਸਾਈਡ ਸੈਮੀਕੰਡਕਟਰ ਡਿਓਡ,ধাতব অক্সাইড সেমিকন্ডাক্টর ডায়োড
ਮੈਟਲ-ਸ਼ੀਟਡ ਕੇਬਲ,ধাতব-শেথযুক্ত কেবল
ਮੀਟਰ,মিটার
ਮੀਟਰਿੰਗ ਪੈਨਲ,মিটারিং প্যানেল
ਮੀਕਾ,মিকা
ਮੀਕਾ-ਇਨਸੂਲੇਸ਼ਨ,মাইকা-ইনসুলেশন
ਮਾਈਕਰੋ-,ক্ষুদ্র-
ਮਾਈਕਰੋ ਕੰਪੋਨੈਂਟ,মাইক্রো উপাদান
ਮਾਈਕਰੋ ਕੰਪਿ computer ਟਰ,মাইক্রো কম্পিউটার
ਮਾਈਕਰੋ-ਕੰਟਰੋਲਰ,মাইক্রো-কন্ট্রোলার
ਮਾਈਕਰੋ-ਇਲੈਕਟ੍ਰਾਨਿਕਸ,মাইক্রো-ইলেক্ট্রনিক্স
ਮਾਈਕ੍ਰੋਫੋਨ,মাইক্রোফোন
ਮਾਈਕ੍ਰੋਫੋਨਿਕਸ,মাইক্রোফোনিক্স
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ,মাইক্রোপ্রসেসর
ਮਾਈਕਰੋ-ਵੋਲਟ (ਐਮਵੀ),মাইক্রো-ভোল্ট (এমভি)
ਮਾਈਕ੍ਰੋਵੇਵ,মাইক্রোওয়েভ
ਮਾਈਕ੍ਰੋਵੇਵ ਇਰਾਟਨਾ,মাইক্রোওয়েভ অ্যান্টেনা
ਮਾਈਕ੍ਰੋਵੇਵ ਸ਼ਤੀਰ,মাইক্রোওয়েভ মরীচি
ਮਿਡ-ਬੈਂਡ,মিড-ব্যান্ড
ਮਾਈਗ੍ਰੇਸ਼ਨ,স্থানান্তর
ਮਾਈਗ੍ਰੇਸ਼ਨ ਮਾਰਗ,মাইগ্রেশন পাথ
ਛੋਟਾ,ক্ষুদ্রাকার
ਛੋਟਾ,মিনিয়েচারাইজড
ਘੱਟੋ ਘੱਟ,সর্বনিম্ন
ਘੱਟੋ ਘੱਟ ਤਾਪਮਾਨ,ন্যূনতম তাপমাত্রা
ਘੱਟੋ ਘੱਟ ਵਰਤੋਂ ਯੋਗ ਖੇਤਰ ਦੀ ਤਾਕਤ,সর্বনিম্ন ব্যবহারযোগ্য ক্ষেত্র শক্তি
ਘੱਟ ਗਿਣਤੀ ਕੈਰੀਅਰ,সংখ্যালঘু ক্যারিয়ার
ਗਲਤ,ভুল
ਰਲਾਉ,মিশ্রণ
ਮਿਕਸਡ ਖਾਲੀ,মিশ্রিত ফাঁকা
ਮਿਸ਼ਰਤ ਸਿੰਕ,মিশ্র সিঙ্ক
ਮਿਕਸਰ,মিক্সার
ਮਿਕਸਰ ਟਿ .ਬ,মিক্সার টিউব
ਮਿਲਾਉਣਾ,মিশ্রণ
ਮਿਕਸਿੰਗ ਸਰਕਟ,মিশ্রণ সার্কিট
Menonic,স্মৃতিচারণ
ਮਨੀਮੋਨਿਕਸ,স্মৃতিসৌধ
ਮੋਬਾਈਲ,মুঠোফোন
ਮੋਬਾਈਲ ਮਲਟੀਮੀਡੀਆ ਐਪਲੀਕੇਸ਼ਨ,মোবাইল মাল্টিমিডিয়া অ্যাপ্লিকেশন
ਮੋਬਾਈਲ ਟੀਵੀ,মোবাইল টিভি
ਮੋਡ,মোড
ਅਸਫਲਤਾ ਦਾ .ੰਗ,ব্যর্থতার মোড
ਪ੍ਰਸਾਰ ਦਾ .ੰਗ,প্রচারের পদ্ধতি
ਮਾਡਲ,মডেল
ਮਾਡਮ,মডেম
ਆਧੁਨਿਕ ਐਫਐਮ ਟ੍ਰਾਂਸਮੀਟਰ,আধুনিক এফএম ট্রান্সমিটার
ਆਧੁਨਿਕ ਰੁਝਾਨ,আধুনিক প্রবণতা
ਸੰਰਚਨਾ ਦੇ .ੰਗਾਂ,কনফিগারেশন মোড
ਸੋਧ,সংশোধন করুন
