Malayalam,Marathi
ഹീമോപൊയിസിസ്,हेमोपोइसेसिस
ഹീമോസയിൻ,हेमोझोइन
ഹഗ്ഫിഷ്,हॅगफिश
മുടി സെൽ,केस सेल
ഹെയർപിൻ ലൂപ്പ്,हेअरपिन लूप
രോമമുള്ള മൃഗം,केसाळ प्राणी
രോമവൃതമായ,केसाळ
പകുതി ജീവിതം,अर्धा जीवन
ഹാൾ മാർക്ക്,हॉल मार्क
വിഭാന്തി,भ्रम
ഭ്രുവകിനോജെൻ,हॅलूसिनोजेन
ഹാലോജൻ,हलोजन
ഹാലോഫീൽ,हॅलोफिल
ഹാലോഫൈറ്റ്,हॅलोफाइट
ഹാലോഫൈറ്റിക് ആവാസ വ്യവസ്ഥ,हॅलोफिटिक अधिवास
ഹാപ്ലോ-ഡിപ്നോണോന്ണ്,हॅप्लो-डिप्लंटिक
ഹാപ്ലോയിഡ്,हॅप्लॉइड
ഹാപ്ലോയിഡ്-ഡിപ്ലോയിഡ് ഘട്ടം,हॅप्लॉइड-डिप्लोइड फेज
ഹാപ്ലിക്ക്,हॅप्लॉन्टिक
ഹാപ്ലോടൈപ്പ്,हॅप्लोटाइप
ഹപ്റ്റോട്ടാസ്റ്റി,हॅपोनॅस्टी
കഠിനമായ അണ്ണാക്ക്,कठोर टाळू
കാഠിന്യം,कठोर
ഹാർഡി വെയ്ൻബർഗ് സന്തുലിതാവസ്ഥ,हार्डी वाईनबर्ग समतोल
ഇഫക്റ്റ് ഇഫക്റ്റ്,सुसंवाद प्रभाव
ഹേരിയൻ സിസ്റ്റം,हॅव्हर्सियन सिस्टम
വിരിഞ്ഞ,हॅचिंग
വിരിഞ്ഞ,हॅचिंग
ഹസ്റ്റോറിയ,हौस्टोरिया
ഹസ്റ്റോറിയം,हौस्टोरियम
ഹൃദയമിടിപ്പ്,हृदयाचा ठोका
ഹാർട്ട് ലൂംഗ് മെഷീൻ,हार्ट फुफ्फुस मशीन
ഹൃദയസ്പേശ്,हृदय स्नायू
ഹൃദയത്തിന്റെ ആകൃതിയിലുള്ള ഭ്രൂണം,हृदयाच्या आकाराचे गर्भ
ഹൃദയ ശബ്ദം,हृदयाचा आवाज
ഹാർട്ട് ആർച്ചിൻ,हार्ट अर्चिन
ചൂട് കൊല്ലപ്പെട്ട ബുദ്ധിമുട്ട്,उष्णता ठार झाली
ചൂട് ഷോക്ക് രീതി,उष्णता शॉक पद्धत
ഹണ്ട്വുഡ്,हार्टवुड
ചൂട് .ർജ്ജം,उष्णता ऊर्जा
ചൂട് ചികിത്സ,उष्णता उपचार
കനത്ത പരിക്ക്,जोरदार इजा
ഹീലിയാന്തസ്,हेलियानथस
ഹെലിക്കൽ സ്ട്രാന്റ്,हेलिकल स्ट्रँड
ഹെലിക്കൽ തരംഗം,हेलिकल वेव्ह
ഹെലിമേസ്,हेलिकेस
Helicotrema,हेलिकोट्रेमा
ഹെലിയോഫൈറ്റ്,हेलिओफाइट
ഹെലോബിയോൾ എൻഡോസ്പെർം,हेलोबिओल एंडोस्पर्म
ഹെമറ്റൂറിയ,हेमेटुरिया
ഹേം പ്രോട്ടൻ കോംപ്ലക്സ്,हेम प्रोटीन कॉम्प्लेक्स
ഹെമിസെല്ലുലോസ്,हेमिसेल्युलोज
ഹെമിചോർഡാറ്റ,हेमीचोर्डाटा
ഹെമിഡാക്റ്റൈലസ്,हेमीडॅक्टिलस
ഹെമിഫ്രാഗ്മ ഹെറോഫില്ലം,हेमीफ्रॅग्मा हेटरोफिलम
ഹെമിസിഗസ്,हेमिझिगस
ഹീമോഡയാലിസിസ്,हेमोडायलिसिस
ഹീമോഗ്ലോബിൻ,हिमोग्लोबिन
ഹീമോഗ്ലോബിനുന,हिमोग्लोबिनुना
ഹെൻബെയ്ൻ,हेनबेन
ഹെങ്കന്റെ ലൂപ്പ്,हेनलेची लूप
ഹെപ്പാൻ,हेपरिन
കരളു സംബന്ധിച്ച,यकृत
ഹെപ്പാറ്റിക് കെക്ക,हिपॅटिक किका
ഹെപ്പാറ്റിക് പോർട്ടൽ സിസ്റ്റം,हिपॅटिक पोर्टल-सिस्टम
ഹെപ്പാറ്റിക്പിഡ,हेपॅटिकोप्सिडा
ഹെപ്പറ്റൈറ്റിസ്,हिपॅटायटीस
ഹെപ്പറ്റോസൈറ്റ്,हेपेटोसाइट
സസ്യസസ്യ പാളി,हर्बेशियस लेयर
സസ്യസസ്യമായ ലൈക്കോപോഡ്,हर्बेशियस लाइकोपॉड
ഹെരിബറിയം,हर्बेरियम
ഹെർബറിയം ഷീറ്റ്,हर्बेरियम पत्रक
കളനാശിനി സഹിഷ്ണുത,औषधी वनस्पती सहनशीलता
സസ്യവിദഗ്ദ്ധൻ,शाकाहारी
സസ്യഭുക്കുക,शाकाहारी प्राणी
സസ്യഭക്ഷണകേന്ദം,शाकाहारी
പാരമ്പര്യ രോഗം,वंशपरंपरागत रोग
പാരമ്പര്യ തകരാറ്,वंशानुगत डिसऑर्डर
പാരമ്പര്യ കുള്ളൻ,वंशपरंपरागत बौने
വംശപാരന്വരം,आनुवंशिकता
അധികാരശ്രേണി,पदानुक्रम
പാരമ്പര്യ സ്വഭാവം,वंशपरंपरागत वर्ण
പാരമ്പര്യകരമായ സ്വഭാവം,वारसा वैशिष्ट्य
ഹെറിറ്റിയ,हेरिटिएरा
ഹെർമാഫ്രോഡൈറ്റ്,हर्माफ्रोडाइट
ഹെർമാഫ്രോഡിറ്റിസം,हर्माफ्रोडिटिझम
സന്യാസി ഞണ്ട്,हर्मिट क्रॅब
ഹീറോയിന്,हेरोइन
ഹെർപ്പസ് സിംപ്ലക്സ് വൈറസ്,नागीण सिम्प्लेक्स विषाणू
ഹെർപ്പസ് വൈറസ്,नागीण विषाणू
ഹെസ്പെരിരിയം,हेस्परिडियम
ഹെറ്ററോല്ലെ,हेटरोलेले
ഹെട്രോക്രോമാറ്റിൻ,हेटरोक्रोमॅटिन
Herterocyst,हेटरोसिस्ट
ഹെറ്റോഡോണ്ട്,हेटरोडोंट
വൈവിധ്യമാർന്ന,विषम
വൈവിധ്യമാർന്ന,विषम
വിട്ടുകൊടുക്കുക,हेटरोमेरे
ഉണര്ത്ത,विषम
ഹെറോഫിലി,हेटरोफायली
ഹെറ്ററോപ്നുസ്റ്റിസ്,हेटेरोपेन्युस्टिस
അറ്റത്തേക്കും,हेटरोसिस
ഹെരെറ്റെതലിക്,हेटरोथॅलिक
ഹെറോട്രോഫ്,हेटरोट्रोफ
ഹെറോട്രോഫ്,हेटरोट्रोफ
ഹൈറ്റെറോട്രോഫിക് ബാക്ടീരിയ,हेटरोट्रॉफिक बॅक्टेरिया
ഹെട്രോട്രോഫിക് പോഷകാഹാരം,हेटरोट्रोफिक पोषण
ഹിറ്റോട്രോഫി,हेटरोट्रोफी
ഹിറ്റോട്രോഫി,हेटरोट्रोफी
ഹെറോസിഗോട്ട്,हेटरोझीगोटे
ഹെറോസായിഗസ് ഉയരം,हेटरोझिगस उंच
ഹൊരെട്രോസായിസ്,हेटरोझिगस
ഷഡ്ഭുജാവ്,षटकोनी चेहरा
ഹെക്സാപ്ലോയിഡ്,हेक्साप्लोइड
ഹെട്രോക്കിയാസ്,हेक्सोकिनेज
Hibernaculum,हायबरनाकुलम
ശീതകാലനിദ,हायबरनेशन
മറഞ്ഞിരിക്കുന്ന വിശപ്പ്,लपलेली भूक
ഉയർന്ന ഇന്റർസ്റ്റീഷ്യൽ ഓസ്മോളറിറ്റി,उच्च इंटरस्टिशियल ऑस्मोलॅरिटी
ഉയർന്ന പ്രകടനത്തിലെ ലിക്വിഡ് ക്രോമാറ്റോഗ്രാഫി,उच्च कार्यक्षमता लिक्विड क्रोमॅटोग्राफी
ഉയർന്ന വാട്ട്സം,उच्च लस
കുല്ളം,हिल बंट
മലയോര പ്രതികരണം,हिल प्रतिक्रिया
ഹിൽസ,हिलसा
ഹിലം,हिलम
തലച്ചോറ്,हिंद मेंदू
വിജാഗിരി,बिजागर संयुक्त
ഹിന്നി,हिन्नी
ഹിപ്പോകാമ്പസ്,हिप्पोकॅम्पस
ഹിരുയിഡിൻ,हिरुडिन
ഹിരുഡിനാരിയ,हिरुदिनारिया
ഹിംഗലെ,हिसर्डाले
ഹിസ്റ്റോഗ്രാം,हिस्टोग्राम
ചരിത്രപരമായ പഠനങ്ങൾ,ऐतिहासिक अभ्यास
ഹിസ്റ്റോളജി,हिस्टोलॉजी
ഹിസ്റ്റൺ,हिस्टन
ഹിസ്റ്റോൺ ഒക്ടറർ,हिस्टोन ऑक्टॅमर
ഹിസ്റ്റോൺ പ്രോട്ടീൻ,हिस्टोन प्रथिने
ചരിത്ര ശാസ്ത്രം,ऐतिहासिक विज्ञान
എച്ച് ഐ വി,एचआयव्ही
വേഗത്തിൽ പിടിക്കുക,होल्ड-फास्ट
സമഗ്ര സമീപനം,समग्र दृष्टीकोन
പൊള്ളയായ ആന്തരിക അവയവം,पोकळ अंतर्गत अवयव
പൊള്ളയായ കമ്പിളി ബോൾ,पोकळ वूलन बॉल
ഹോളോബ്ലാസ്റ്റിക് പിളർപ്പ്,होलोब्लास्टिक क्लेवेज
ഹോൾഓക്രൈൻ ഗ്രന്ഥി,होलोक्रिन ग्रंथी
ഹോളോഫിറ്റിക്,होलोफेटिक
ഹോളോസോയിക്,होलोझोइक
ഹോറോസോയിക് പോഷകാഹാരം,होलोझोइक पोषण
ഹോംബോറോക്സ്,होमिओबॉक्स
ഹോമോസ്റ്റാസിസ് (ഹോമോസ്റ്റാസിസ്),होमिओस्टॅसिस (होमोस्टेसिस)
ഹോംകൂടത്തുമിക്,होमोथर्मिक
ഹോംതെത്തുമണി,होमोथर्मस
ഹോമിനിഡ്,होमिनिड
ഹോമിനിഡേ,होमिनिडे
ഹോമിനിയോയിഡ്,होमिनोइड
ഹോമോ എറക്റ്റസ്,होमो इरेक्टस
ഹോമോ ഹബിലിസ്,होमो हेबिलिस
ഹോമോ സാപ്പിയൻസ്,होमो सेपियन्स
ഹമോമാമി,होमोजीमी
ഹോമോജെന്റിസിക് ആസിഡ് പരിശോധന,होमोजेन्टिसिक acid सिड चाचणी
ഹോമോജെനിസേഷൻ,एकसंध
ഏകീകൃതമായി,एकसंध
ഹോമോടോതെർമിക്,होमोओथर्मिक
ഹോമയോളജി,होमोलोगस
ഹോമോപോളിമർ,होमोपॉलिमर
ഹോമോസിഗോസിറ്റി,होमोजिगोसिटी
ഹോമോസിഗോസിറ്റി,होमोजिगोसिटी
ഹോമോസിഗോട്ട്,होमोझीगोटे
ഹോമോസിഗസ് കുള്ളൻ,होमोजिगस बौना
ഹോമോസിഗസ് ഉയരം,होमोजिगस उंच
ഹുക്ക് വേം,हुक अळी
ഹോർമോൺ ചികിത്സ,हार्मोनल उपचार
ഹോർമോൺ തെറാപ്പി,हार्मोन थेरपी
ഹോർമോൺ-റിസപ്റ്റർ കോംപ്ലക്സ്,हार्मोन-रिसेप्टर कॉम्प्लेक्स
കൊമ്പുള്ള ടോഡ്,हॉर्न टॉड
കുതിരപ്പൊ ബാറ്റ്,अश्वशक्ती बॅट
ഹോർട്ടികൾച്ചർ,बागायती
ആശുപത്രി മാലിന്യങ്ങൾ,हॉस्पिटल कचरा
ആതിഥേയന്,होस्ट
ഹോസ്റ്റ് സെൽ,होस्ट सेल
ഹോസ്റ്റ്-പാരാസിറ്റിക് ബന്ധം,होस्ट-पॅरासेटिक संबंध
ഹോസ്റ്റ് സവിശേഷത,होस्ट विशिष्टता
ചൂടുള്ള മരുഭൂമി,गरम वाळवंट
ചൂടുള്ള ദുരുപയോഗം സൂപ്പ്,गरम पातळ सूप
ഹോട്ട് സ്പോട്ട്,हॉट स्पॉट
വീട് സൂക്ഷിക്കുന്ന പ്രവർത്തനം,घरपट्टीचे कार्य
വീട് സൂക്ഷിക്കുന്ന ജീൻ,घरगुती जनुक
മനുഷ്യ ശരീരം,मानवी शरीर
ഹ്യൂമൻ കോറിയോണിക് ഗോണഡോട്രോപിൻ (എച്ച്സിജി),मानवी कोरिओनिक गोनाडोट्रोपिन (एचसीजी)
മനുഷ്യനിധി,मानवी लोकसंख्याशास्त्र
മനുഷ്യ ജീനോം,मानवी जीनोम
മനുഷ്യ വളർച്ച ഹോർമോൺ (എച്ച്ജിഎച്ച്),मानवी वाढ संप्रेरक (एचजीएच)
മനുഷ്യ ഹോസ്റ്റ്,मानवी यजमान
ഹ്യൂമൻ ഇമ്മ്യൂണോ ഡെഫിഷ്യൻസി വൈറസ് (എച്ച്ഐവി),मानवी इम्युनोडेफिशियन्सी व्हायरस (एचआयव्ही)
ഹ്യൂമൻ ല്യൂക്കോസൈറ്റിക് ആന്റിജൻ,मानवी ल्यूकोसाइटिक प्रतिजन
ഹ്യൂമൻ ല്യൂക്കോസൈറ്റ് ആന്റീഷ് കോംപ്ലക്സ്,मानवी ल्युकोसाइट अँटीग्ने कॉम्प्लेक्स
ഹ്യൂമൻ ഐസന്റൽ ലാക്ടറെ,मानवी प्लेसेंटल लैक्टोजेन
മനുഷ്യ ജനസംഖ്യാ സമ്മർദ്ദം,मानवी लोकसंख्या दबाव
ഹ്യൂമൻ റേസ്,मानव वंश
ഹ്യൂമറസ്,ह्यूमरस
ഹ്യൂമിക് ആസിഡ്,ह्यूमिक acid सिड
നനഞ്ഞ,दमट
ഈർപ്പം,आर्द्रता
അപമാനിക്കുക,नम्रता
നര്മ്മം,विनोद
ഹ്യൂമസ്,बुरशी
ഹണ്ടിംഗ്ഡന്റെ രോഗം,हंटिंगडन रोग
ഹയാസിൻ,हायसिंथ
ഹയാലിൻ,हायलिन
ഹയാലിൻ തരുണാസ്ഥി,हायलिन कूर्च
ഹീലുറോണിഡേസ്,हायल्यूरोनिडेस
ഹൈബ്രിഡ്,संकरित
ഹൈബ്രിഡ് അദൃശ്യത്വം,संकरित इनव्हिलिटी
എഫ് 1 വിത്തുകളുടെ ഹൈബ്രിഡ്,एफ 1 बियाणे संकरित
ഹൈബ്രിഡ് വന്ധ്യത,संकरित वंध्यत्व
ഹൈബ്രിഡ് വാഹന സാങ്കേതികവിദ്യ,संकरित वाहन तंत्रज्ञान
ഹൈഡ്രാൾഡ് എവർ,हायड्रार्क सक्सेसेशन
ജലാംശം ഷെൽ,हायड्रेशन शेल
ജലവാഹിത്യ,हायड्रिक
ഹൈഡ്രില്ല,हायड्रिला
ഹൈഡ്രജൻ ബോണ്ട്,हायड्रोजन बॉन्ड
ഹൈഡ്രജൻ സയനൈഡ്,हायड्रोजन सायनाइड
ഹൈഡ്രജൻ ന്യൂക്ലിയസ്,हायड्रोजन न्यूक्लियस
ജലവൈകരണം,हायड्रोलेज
ജലവിശ്വാസ ചക്രം,हायड्रोलॉजिकल चक्र
ഹൈഡ്രോളിംഗിംഗ്,हायड्रोलायझिंग
ഹൈഡ്രോലൈറ്റിക് പിളർപ്പ്,हायड्रोलाइटिक क्लेवेज
ഹൈഡ്രോൺസാസ്,हायड्रोनॅस्टी
ഹൈഡ്രോഫിലിക്,हायड्रोफिलिक
ഹൈഡ്രോഫിലി,हायड्रोफिली
ഹൈഡ്രോഫിലി,हायड्रोफिली
ഹൈഡ്രോഫോബിക്,हायड्रोफोबिक
ഹൈഡ്രോഫൈറ്റ്,हायड्रोफाइट
ഹൈഡ്രോപോണിക്സ്,हायड्रोपोनिक्स
ഹൈഡ്രോഫിയർ,हायड्रोस्फीअर
ഹൈഡ്രോസ്റ്റാറ്റിക് സമ്മർദ്ദം,हायड्रोस्टॅटिक दबाव
ഹൈഡ്രോതർമൽ ഇക്കോസിസ്റ്റം,हायड्रोथर्मल इकोसिस्टम
ഹൈഡ്രോതർമൽ വെന്റ്,हायड्रोथर्मल व्हेंट
ഹൈഡ്രോക്സൈൽ ഗ്രൂപ്പ്,हायड्रॉक्सिल ग्रुप
ഹൈഗ്രിക്,हायग्रिक
ഹൈല (ട്രീ തവള),हिला (ट्री फ्रॉग)
Home,हायमेन
Iod,हायॉइड
ഹ്യൂയ്യോഡ് അസ്ഥി,हायड हाड
ഹൈപ്പോത്തിയം,हायपॅन्थोडियम
ഹൈപ്പർ കൊളസ്ട്രോൾമിയ,हायपर कोलेस्टेरोलिया
ഹൈപ്പർ ഗ്ലൈസീമിയ,हायपरग्लाइसीमिया
ഹൈപ്പർകെരാറ്റോസിസ്,हायपरकेराटोसिस
ഹൈപ്പർപാറൈറോയിഡിസം,हायपरपॅराथायरॉईडीझम
ഹൈപ്പർപ്ലാസിയ,हायपरप्लासिया
ഹൈപ്പർസെൻസിറ്റിവിറ്റി,अतिसंवेदनशीलता
രക്താതിമർദ്ദങ്ങൾ,उच्च रक्तदाब
ഹൈപ്പർതൈറോയിഡിസം,हायपरथायरॉईडीझम
ഹൈപ്പർടോട്ടിക്,हायपरटोनिक
എസ്യ്പ്പ്,हायफा
ഹൈഫെൻ,हायफेन
ഹൈപ്പോകോണ്ട്രിയ,हायपोकॉन्ड्रिया
ഹൈപ്പോകോട്ടൈൽ,हायपोकोटाइल
ഹൈപ്പോഗ്ലൈസീമിയ,हायपोग्लाइसीमिया
ഹിപ്ലോണാഡിസം,हायपगोनाडिझम
ഹൈപ്പോജിനസ്,हायपोगिनस
ഹൈപ്പോജിനി,हायपॉजीनी
ഹൈപ്പോളിംനിയൻ,हायपोलिमिनियन
ഹൈപ്പോപാറതിറോയിഡിസം,हायपोपेराथायरॉईडीझम
ഹൈപ്പോഫറിനാങ്കാരം,हायपोफॅरिन्क्स
ഹൈപ്പോം,हायपोस्टोम
ഹൈപ്പോം,हायपोस्टोम
ഹൈപ്പോതലാലുമസ്,हायपोथालेमस
അനുമാനസം,हायपोथेसिस
സാങ്കൽപ്പിക കീപ്പ്,हायपोथेटिकल chordate
സാങ്കൽപ്പിക നിർദ്ദേശം,काल्पनिक प्रस्ताव
ഹൈപ്പോതൈറോയിഡിസം,हायपोथायरॉईडीझम
ഹൈപ്പോട്ടണിക്,हायपोटोनिक
ഹൈപ്പോടോണിക് പരിഹാരം,हायपोटोनिक सोल्यूशन
ഹൈരാക്കോഥീയം,हायराकोथेरियम
ഹിമയുഗം,हिमयुग
Ichthyophis,Ichthyophis
തിരിച്ചറിയല്,ओळख
Idiogram,इडिओग्राम
Idiogram,इडिओग्राम
ഇഗ്വാന,इगुआना
Ileum,इलियम
പ്രകാശിപ്പിക്കുന്ന സാമ്പിൾ,प्रकाशमय नमुना
ദീപക്കാഴ്ച,प्रदीपन
പതിഛായ,प्रतिमा
പുലർച്ചെ സമ്മർദ്ദം,इम्बिबिशन प्रेशर
പുണ്യ,इम्बिबिशन
അടുക്കുക,इम्ब्रिकेट
ഇമ്യൂണിവേേഷൻ ഇംബ്രേറ്റ് ചെയ്യുക,Imbricate asestivation
കുടിയേറ്റക്കാരന്,परदेशातून कायमची वस्ती करण्यासाठी येणारा किंवा आलेला
കുടിയേറ്റം,इमिग्रेशन
കുടിയേറ്റം,इमिग्रेशन
അനശ്വരമാക്കുക,अमरत्व
രോഗപ്രതിരോധ പ്രതികരണം,रोगप्रतिकारक प्रतिसाद
രോഗപ്രതിരോധ സംവിധാനം,रोगप्रतिकार प्रणाली
രോഗപ്രതിരോധ സിസ്റ്റം ഡിസോർഡർ,रोगप्रतिकारक शक्ती डिसऑर्डर
രോഗപതിരോധശക്തി,प्रतिकारशक्ती
ഇമ്മ്യൂണോ-വിട്ടുവീഴ്ച,इम्युनो-तडफड
ഇമ്യൂണോ കുറവ് രോഗം,इम्यूनो कमतरता रोग
ഇമ്യൂണോ ഇലക്ട്രോഫോറെസിസ്,इम्यूनो इलेक्ट्रोफोरेसीस
ഇമ്യൂണോ ഫ്ലൂറസെന്റ് ആന്റിബോഡി ലേബലിംഗ്,इम्यूनो फ्लूरोसंट अँटीबॉडी लेबलिंग
ഇമ്മ്യൂണോ സോർബന്റ് അസ്സെ,इम्युनो सॉर्बेंट परख
ഇമ്മ്യൂണോ അടിച്ചമർത്തൽ തെറാപ്പി,इम्युनो दडपशाही थेरपी
ഇമ്മ്യൂണോ അടിച്ചമർത്തൽ,इम्युनो दडपशाही
ഇമ്മ്യൂണോജെനിക്,इम्युनोजेनिक
ഇമ്യൂണോഗ്ലോബുലിൻ,इम्यूनोग्लोबुलिन
ഇമ്മ്യൂണോളജി,इम्यूनोलॉजी
ഇമ്യൂണോമോഡുലേറ്റർ,इम्युनोमोड्युलेटर
ഇമ്യൂനോപ്പൊട്ടന്റേഷൻ തെറാപ്പി,इम्यूनोपोटेन्टिएशन थेरपी
രോഗപ്രതിരോധ മരുന്ന്,इम्युनोसप्रेशिव्ह औषध
ഇമുനുതെറാപ്പി,इमुनोथेरपी
Imaripinnate,इम्पीरिपिननेट
Impomatat,इम्पाटाटा
അപഹരമപരമായ,अभेद्य
ഇംപ്ലാന്റ്,रोपण
ഇംപ്ലാന്റേഷൻ,रोपण
മെച്ചപ്പെട്ട വിത്ത്,सुधारित बियाणे
മെച്ചപ്പെട്ട ഇനം,सुधारित विविधता
അവസ്ഥയിൽ,परिस्थिती मध्ये
വിട്രോയിൽ,ग्लासमध्ये
വിട്രോ ഫെർട്ടിലൈസേഷനിൽ (IVF),विट्रो फर्टिलायझेशन (आयव्हीएफ) मध्ये
വിവോയിൽ,व्हिव्हो मध्ये
അലസമായ,निष्क्रिय
ഇൻബ്രെഡ് ലൈൻ,इनब्रेड लाइन
വളർന്നുവരുന്ന,इनब्रीडिंग
വീണ്ടും സംയോജനം,पुनर्बांधणीची घटना
ഇഞ്ചന,भस्मसात
ചിരി,Incisor
ഉൾപ്പെടുത്തൽ ശരീരം,समावेश शरीर
പൊരുത്തമില്ലാത്ത സ്വഭാവം,विसंगत वर्तन
പൊരുത്തക്കേട്,विसंगतता
പൊരുത്തക്കേട്,विसंगतता
അപൂർണ്ണമായ ആധിപത്യം,अपूर्ण वर्चस्व
ഇൻകുബേറ്റർ,इनक्यूबेटर
സാമ്വാനായ,उपस्थित
ആനുകലം,इनकस
ഇടപഴകുന്ന ഫലം,अनिश्चित फळ
ഇൻഡന്റ് ചെയ്തു,इंडेंट
സ്വതന്ത്ര തരം,स्वतंत्र वर्गीकरण
സ്വതന്ത്ര ജീര്,स्वतंत्र जीन
ഇന്ത്യൻ കൗൺസിൽ ഓഫ് അഗ്രികൾച്ചറൽ റിസർച്ച്,भारतीय कृषी संशोधन परिषद
ഇന്ത്യൻ സാൽമൺ,भारतीय तांबूस पिवळट रंगाचा
ഇൻഡിക്കേറ്റർ സ്പീഷീസ്,सूचक प्रजाती
തദ്ദേശീയ-വൈദ്യശാസ്ത്രം,स्वदेशी औषधाची व्यवस्था
ഇൻഡിഗോഫെറ,इंडिगोफेरा
ഇൻഡോർ മലിനീകരണം,घरातील प्रदूषण
പ്രേരിപ്പിച്ച ചലനം,प्रेरित चळवळ
ഇൻഡ്യൂസ്ഡ് മ്യൂട്ടേഷൻ,प्रेरित उत्परिवर्तन
സൂചിക,प्रेरक
Inducer ജീൻ,इंड्यूसर जनुक
നിർണ്ണയിക്കാനാവാത്ത നിയന്ത്രണം,अपरिवर्तनीय नियंत्रण
സാഡുബിൾ എൻസൈം,इंडिकिबल एंजाइम
കാൻസർ ഇൻഡക്ഷൻ,कर्करोगाचा समावेश
വ്യാവസായിക മേലാതന്ത്രം,औद्योगिक मेलेनिझम
വ്യാവസായിക മലിനീകരണം,औद्योगिक प्रदूषण
വ്യാവസായിക പുക,औद्योगिक धूर
അന്തർലീനമായ വൈകല്യമുള്ള മൈക്രോസ്കോപ്പി,इनरफरन्स कॉन्ट्रास्ट मायक्रोस्कोपी
ഒഴിച്ചുകൂടാനാവാത്ത ഉറവിടങ്ങൾ,अक्षम्य संसाधने
പകർച്ച വ്യാധി,संसर्गजन्य रोग
പകത,संसर्ग
അനുമാനം,अनुमान
ഇൻഫീയർ സെറിബെല്ലാർ പൂങ്കുലത്തണ്ട്,निकृष्ट सेरेबेलर पेडनकल
ഇൻഫീയർ മെസെൻട്രിക് ഗാംഗ്ലിയൻ,निकृष्ट मेसेन्ट्रिक गॅंग्लियन
അനന്തമായ,अनंत
ജലനം,जळजळ
കോശജ്വലന തടസ്സം,दाहक अडथळा
കോശജ്വലന പ്രതികരണം,दाहक प्रतिक्रिया
കോശജ്വലന പ്രതികരണം,दाहक प्रतिसाद
വിലക്കയറ്റം,चलनवाढ
പൂങ്കുലകൾ,फुलणे
പകര്ച്ചപ്പനി,इन्फ्लूएंझा
പവാഹം,ओघ
ഇൻഫ്രാോർബിറ്റൽ ഗ്രന്ഥി,इन्फ्रॉर्बिटल ग्रंथी
Upundumul,इन्फंडिबुलम
കഴിച്ച ഭക്ഷണം,अंतर्भूत अन्न
കഴിവിനുള്ളത്,अंतर्ग्रहण
ഇംഗ്ലിനൽ കനാൽ,इनगिनल कालवा
ഇംഗ്ലിനൽ ഹെർണിയ,इनगिनल हर्निया
പിന്തുടര്ച്ച,वारसा
പാരമ്പര്യമായി ലഭിച്ച മോളിക്യുലർ രോഗം,वारसा आण्विक रोग
തടയുക,प्रतिबंध
തടഞ്ഞു,प्रतिबंधित
ഹോർമോണിനെ തടയുന്നു,संप्रेरक प्रतिबंधित करणे
തടസ്സം,प्रतिबंध
ഹിതിബിടി പെപ്റ്റൈഡ്,प्रतिबंधात्मक पेप्टाइड
തുടക്കം,दीक्षा
ഇനീഷ്യേറ്റര്,आरंभकर्ता
കുത്തിവച്ചു,इंजेक्शन
ഹാനി,इजा
പവേശനമാര്ഗ്ഗം,इनलेट
സ്വതസിദ്ധമായ പ്രതിരോധശേഷി,जन्मजात प्रतिकारशक्ती
അജൈക് പരിണാമം,अजैविक उत्क्रांती
അജൈവ മെറ്റീരിയൽ,अजैविक सामग्री
Inositoltiphoshoshate,Inositoltriphoshate
പോഷകങ്ങളുടെ ഇൻപുട്ട്,पौष्टिकतेचे इनपुट
പുഴു,कीटक
പ്രാണികൾ കഴിക്കുന്ന വാർബ്ലർ,कीटक खाणे वॉरबलर
പ്രാണികളുടെ കീടങ്ങൾ,कीटक कीटक
പ്രാണികളെ പ്രതിരോധം,कीटक प्रतिकार
സീനിസെക്ട,कीटक
കീടനാശിനി പ്രോട്ടീൻ,कीटकनाशक प्रथिने
കീടനാശിനി,कीटकनाशक
കീടല്യം,कीटक
കീടനാശിനി ചെടി,कीटकनाशक वनस्पती
നിര്വണി,गर्भाधान
ഇൻഫറൽ നിർബന്ധിത,अंतर्भूत निष्क्रियता
പ്രചോദനാത്മകമായ ശേഷി,श्वसन क्षमता
പ്രചോദനാത്മക കരുതൽ അളവ്,श्वसन राखीव खंड
സ്വാഭാവിക വർദ്ധനവിന്റെ ആധിപത്യ നിരക്ക്,नैसर्गिक वाढीचा इन्स्ट्रिन्सिक दर
ബന്ധമില്ലാതാക്കുക,इन्सुलेशन
ഇന്സുലിന്,इन्सुलिन
ഇന്റഗ്രൽ പ്രോട്ടീൻ,अविभाज्य प्रथिने
സമനയിക്കുക,समाकलित करा
സംയോജനം,एकत्रीकरण
സംയുക്തവും,इंटिगमेंट
സംയുക്തമരുന്ന് നെഫ്രിഡിയം,इंटेग्युमेंटरी नेफ्रिडियम
ഇടപെടല്,परस्परसंवाद
നെഗറ്റീവ് ഇഫക്റ്റിനുമായുള്ള ഇടപെടൽ,नकारात्मक प्रभावासह संवाद
ഇന്റർട്രീറ്റ് സെപ്തം,इंट्रेरियल सेप्टम
ഇടപെടുന്ന,इंटरब्रीडिंग
വ്യക്തിഗരചലിംഗ് വ്യക്തിഗത,इंटरब्रीडिंग वैयक्तिक
ഇന്റർകാലാരി,इंटरकॅलरी
ഇന്റർക്യൂലേറ്റഡ് ഡിസ്ക്,इंटरकॅलेटेड डिस्क
ഇന്റർസെല്ലുലാർ മാട്രിക്സ്,इंटरसेल्युलर मॅट्रिक्स
