Odiya,Malayalam
Hildebrandt କାର୍ଯ୍ୟ,ഹിൽഡെബ്രാന്റ് പ്രവർത്തനം
ଟପ୍-ଡାଉନ୍ ରେକର୍ଡିଂ |,മുകളിൽ നിന്ന് താഴേക്കുള്ള റെക്കോർഡിംഗ്
ସର୍ବନିମ୍ନ ବ୍ୟାଣ୍ଡ-ଓସାର |,ഏറ്റവും കുറഞ്ഞ ബാൻഡ് വീതി
ହିଲ୍ଟନର୍-ହଲ୍ ପ୍ରଭାବ |,ഹിൽറ്റ്നർ-ഹാൾ പ്രഭാവം
ଅଧିକାର ସର୍କଲ |,കൈവശാവകാശ വൃത്തം
ଘୋର ଆକାଶ |,ഹിറ്റോർഫ് ഇരുണ്ട ആകാശം
"ହିତର୍ଫ ନୀତି, ସର୍ଟକଟ୍ ଥିଓରୀ |","ഹിറ്റോർഫ് തത്വം, കുറുക്കുവഴി സിദ്ധാന്തം"
ହାଫନର୍ ମହମବତୀ |,ഹാഫ്നർ മെഴുകുതിരി
ହେକ୍ଟୋଲିଟର,ഹെക്ടോലിറ്റർ
ହେକ୍ଟୋମିଟର |,ഹെക്ടോമീറ്റർ
ହୋଲମିୟମ୍,ഹോൾമിയം
"ଉପନ୍ୟାସ, ହୋଡୋଗ୍ରାଫ୍ |","ഉപകഥ, ഹോഡോഗ്രാഫ്"
ଚନ୍ଦ୍ରଗ୍ରହଣ ସମୀକରଣ |,എക്ലിപ്റ്റിക് സമവാക്യം
ଚନ୍ଦ୍ର ଗ୍ରହଣ ପଦ୍ଧତି |,എക്ലിപ്റ്റിക് രീതി
ଚନ୍ଦ୍ରଗ୍ରହଣ ବିମାନ |,എക്ലിപ്റ്റിക് തലം
ବେଗ-ପରିବର୍ତ୍ତନ,വേഗത-പരിവർത്തനം
"ହୋଡୋସ୍କୋପ୍, ଲିକ୍ ଛବି |","ഹോഡോസ്കോപ്പ്, ലീക്ക് ചിത്രം"
ହୋଫମ୍ୟାନ୍ ଇଲେକ୍ଟ୍ରୋମିଟର |,ഹോഫ്മാൻ ഇലക്ട്രോമീറ്റർ
ଶୃଙ୍ଗ ଆଣ୍ଟେନା |,കൊമ്പ് ആന്റിന
ପ୍ରୟୋଗ ବିକିରଣ |,പ്രയോഗിച്ച വികിരണം
କଳା ଶରୀର,കറുത്ത ശരീരം
ବନ୍ଧନ ସର୍କିଟ |,ബോണ്ടിംഗ് സർക്യൂട്ട്
ସମକାଳୀନ ନିୟନ୍ତ୍ରଣ |,സിൻക്രണസ് നിയന്ത്രണം
ବନ୍ଧନ ପ୍ରବାହ |,ബന്ധനപ്രവാഹം
ସମର୍ଥନ ପାରାମିଟର,പിന്തുണ പരാമീറ്റർ
ପରିସର ଧରି,ഹോൾഡിംഗ് പരിസരം
ରିସିଭର୍ ବାହକ |,റിസീവർ കാരിയർ
ଧରିବା,പിടിക്കുക
ଧାରକ ବିମ୍ |,ഹോൾഡർ ബീം
ଧାରକ ସର୍କିଟ |,ഹോൾഡർ സർക്യൂട്ട്
ଧାରକ ଚାବି |,ഹോൾഡർ കീ
ଧାରକ ଚୁମ୍ବକ,ഹോൾഡർ കാന്തം
ଧାରଣ ଅବଧି,ഹോൾഡിംഗ് കാലയളവ്
ହୋଲଡିଶ୍ ଙ୍କ ତତ୍ତ୍। |,ഹോൾഡിഷ് സിദ്ധാന്തം
"ଗର୍ତ୍ତ, ଗର୍ତ୍ତ, ଗର୍ତ୍ତ","ദ്വാരം, ദ്വാരം, ദ്വാരം"
ଓରିଫାଇସ୍ ସ୍ଲଟ୍ କୋଟର୍ |,ഓറിഫിസ് സ്ലോട്ട് കോട്ടർ
"ହୋଲ୍ ଡ୍ରାଇଭ୍, ହୋଲ୍ ଡ୍ରାଇଭ୍ |","ഹോൾ ഡ്രൈവ്, ഹോൾ ഡ്രൈവ്"
ଗର୍ତ୍ତ ଇଞ୍ଜେକ୍ସନ୍ |,ദ്വാരം കുത്തിവയ്പ്പ്
ଗର୍ତ୍ତର ଗତିଶୀଳତା |,ദ്വാരം മൊബിലിറ്റി
"ଛିଦ୍ର ତତ୍ତ୍, ଗର୍ତ୍ତ ତତ୍ତ୍। |","ദ്വാര സിദ്ധാന്തം, ദ്വാര സിദ്ധാന്തം"
ହୋଲ୍ ଭିପାଶ୍ |,ഹോൾ വിപാഷ്
ବୁଣାକାର ଆବଶ୍ୟକ,നെയ്ത്തുകാരൻ ആവശ്യമാണ്
ଖାଲି କ୍ୟାଥୋଡ୍ |,പൊള്ളയായ കാഥോഡ്
ହୋଲମିୟମ୍,ഹോൾമിയം
ଗୋଲାକାର ଅକ୍ଷ,വൃത്താകൃതിയിലുള്ള അച്ചുതണ്ട്
ହୋଲଗ୍ରାମ |,ഹോളോഗ്രാം
ଷ୍ଟେରିଓସ୍କୋପିକ୍ ଇଣ୍ଟରଫେରୋମିଟର |,സ്റ്റീരിയോസ്കോപ്പിക് ഇന്റർഫെറോമീറ്റർ
ହୋଲୋଗ୍ରାଫି |,ഹോളോഗ്രാഫി
ଡାଇହେଡ୍ରାଲ୍ |,ഡൈഹെഡ്രൽ
ପୂର୍ଣ୍ଣ ପ୍ୟାନେଲ୍ |,മുഴുവൻ പാനൽ
ମାଇକ୍ରୋସ୍କୋପିକ୍ ଷ୍ଟେରିଓଗ୍ରାଫି |,മൈക്രോസ്കോപ്പിക് സ്റ്റീരിയോഗ്രാഫി
ହୋଲୋମୋର୍ଫିକ୍ କାର୍ଯ୍ୟ,ഹോളോമോർഫിക് പ്രവർത്തനം
ହୋଲୋନୋମି ପଦ୍ଧତି |,ഹോളോണമി രീതി
ପୂର୍ଣ୍ଣ ଆଲୋକ,മുഴുവൻ വെളിച്ചം
ପୂର୍ଣ୍ଣ ଆଲୋକ,മുഴുവൻ വെളിച്ചം
ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |,തികഞ്ഞ സമമിതി
ଡାଇହେଡ୍ରାଲ୍ |,ഡൈഹെഡ്രൽ
ହୋଲ୍ଟସ୍ ମେସିନ୍ |,ഹോൾട്ട്സ് മെഷീൻ
ହୋଲ୍ଟର୍ ପଦ୍ଧତି |,holtser രീതി
ଏପରିକି ଶକ୍ତି ପ୍ରବାହ |,ഊർജ്ജ പ്രവാഹം പോലും
iso-entropy ପ୍ରବାହ |,ഐസോ-എൻട്രോപ്പി ഫ്ലോ
ବର୍ଣ୍ଣ,സ്വഭാവം
ମୋନୋଡିଫ୍ୟୁଜନ୍ ବେସ୍ ଟ୍ରାନଜିଷ୍ଟର |,മോണോഡിഫ്യൂഷൻ ബേസ് ട്രാൻസിസ്റ്റർ
"ଲକ୍ଷ୍ୟ, ଘର, ଘର |","ലക്ഷ്യം, വീട്, വീട്"
ଅଭିଲକ୍ଷ୍ୟ ସାହେ,അഭിലക്ഷ്യ സഹായ്
ରିସେପ୍ସନ୍ ଆଣ୍ଟେନା |,സ്വീകരണ ആന്റിന
ଲକ୍ଷ୍ୟ ଉପକରଣ,ലക്ഷ്യം ഉപകരണം
ଲକ୍ଷ୍ୟ ପରିସର,ലക്ഷ്യ ശ്രേണി
ଟାର୍ଗେଟ୍ କେନ୍ଦ୍ର |,ലക്ഷ്യം കേന്ദ്രം
ଏକାଗ୍ରତା |,കേന്ദ്രീകൃതമായ
ସମ୍ପର୍କୀୟ,ബന്ധു
ହୋମୋଡାଇନ୍ ଗ୍ରହଣ,ഹോമോഡൈൻ സ്വീകരണം
ଏକତା,ഏകതാനത
ସ୍ଥାନ-ସମୟ ସୁସଙ୍ଗତତା |,സ്ഥല-സമയ അനുയോജ്യത
ସମାନତା ଜଟିଳ |,സാമ്യത കോംപ്ലക്സ്
"ସମଲିଙ୍ଗୀ, ସମଲିଙ୍ଗୀ, ସମଲିଙ୍ଗୀ, ସମଲିଙ୍ଗୀ, ସମଲିଙ୍ଗୀ |","ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ"
ଏକମାତ୍ର ସର୍କିଟ |,ഏകതാനമായ സർക്യൂട്ട്
ଏକମାତ୍ର ତଥ୍ୟ,ഏകതാനമായ ഡാറ്റ
ଏକମାତ୍ର ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ କ୍ଷେତ୍ର |,ഏകതാനമായ ഇലക്ട്രോസ്റ്റാറ്റിക് ഫീൽഡ്
"ସମକକ୍ଷ ସନ୍ତୁଳନ, ସମତୁଲ ସନ୍ତୁଳନ |","ഏകതാനമായ സന്തുലിതാവസ്ഥ, ഏകതാനമായ സന്തുലിതാവസ്ഥ"
ସମଲିଙ୍ଗୀ କ୍ଷେତ୍ର |,ഏകതാനമായ പ്രദേശം
ଏକମାତ୍ର ତରଳ |,ഏകതാനമായ ദ്രാവകം
ଏକମାତ୍ର ମାଧ୍ୟାକର୍ଷଣ କ୍ଷେତ୍ର |,ഏകതാനമായ ഗുരുത്വാകർഷണ മണ്ഡലം
ଏକମାତ୍ର ବୁଡ ପକାଇବା |,ഏകതാനമായ നിമജ്ജനം
"ସମଲିଙ୍ଗୀ ଆୟୋନାଇଜେସନ୍ ଚାମ୍ବର, ସମଲିଙ୍ଗୀ ଆୟୋନାଇଜେସନ୍ ଚାମ୍ବର |","ഹോമോജീനിയസ് അയോണൈസേഷൻ ചേംബർ, ഹോമോജീനിയസ് അയോണൈസേഷൻ ചേമ്പർ"
ହୋମୋଲୋଜିସ୍ ଲ aur ରେଣ୍ଟସ୍ ରୂପାନ୍ତର |,ഹോമോലോഗസ് ലോറന്റ്സ് പരിവർത്തനം
ସମଲିଙ୍ଗୀ ସମ୍ପର୍କ,സ്വവർഗരതി
ଏକମାତ୍ର ପର୍ଯ୍ୟାୟ |,ഏകതാനമായ ഘട്ടം
ଏକମାତ୍ର ବିମାନ ତରଙ୍ଗ |,ഏകതാനമായ വിമാന തരംഗം
ଏକମାତ୍ର ବିକିରଣ |,ഏകതാനമായ വികിരണം
ଏକମାତ୍ର ପ୍ରତିକ୍ରିୟା,ഏകതാനമായ റിയാക്ടർ
"ଏକମାତ୍ର କଠିନ, ଏକମାତ୍ର ଶରୀର |","ഏകതാനമായ ഖര, ഏകതാനമായ ശരീരം"
ଏକମାତ୍ର ବିକୃତି |,ഏകതാനമായ വക്രീകരണം
ଏକମାତ୍ର ଶରୀର,ഏകതാനമായ ശരീരം
ଏକମାତ୍ର ରୂପାନ୍ତର |,ഏകതാനമായ പരിവർത്തനം
ହୋମୋଲୋଜିସ୍ ରୂପାନ୍ତର |,ഹോമോലോഗസ് പരിവർത്തനം
"ହୋମୋମେଟ୍ରିକ୍ ଡବଲ୍ସ, ଆଇସୋମେଟ୍ରିକ୍ ଡବଲ୍ସ |","ഹോമോമെട്രിക് ഡബിൾസ്, ഐസോമെട്രിക് ഡബിൾസ്"
ସମାନତା,സമചിത്തത
ଏକମାତ୍ର ପରିବର୍ତ୍ତନ,ഏകതാനമായ പരിവർത്തനം
ଆଇସୋନ୍ୟୁକ୍ଲିୟର |,ഐസോ ന്യൂക്ലിയർ
ଆଇସୋମେରିକ୍ ଡାଏଟୋମିକ୍ ଅଣୁ |,ഐസോമെറിക് ഡയറ്റോമിക് തന്മാത്ര
ପରମାଣୁ ଡାଏଟୋମିକ୍ ସଂକ୍ରମଣ |,ന്യൂക്ലിയർ ഡയറ്റോമിക് അണുബാധ
ଆଇସୋମେରିକ୍ ଅଣୁ |,ഐസോമെറിക് തന്മാത്ര
ଆଇସୋପୋଲାର୍ |,ഐസോപോളാർ
ଆଇସୋପୋଲାର୍ ବଣ୍ଡ୍ |,ഐസോപോളാർ ബോണ്ട്
ଆଇସୋପୋଲାର୍ ବଣ୍ଡ୍ |,ഐസോപോളാർ ബോണ്ട്
ଆଇସୋପୋଲାର୍ ସ୍ଫଟିକ୍ |,ഐസോപോളാർ ക്രിസ്റ്റൽ
ଆଇସୋପୋଲାର୍ ଫୋର୍ସ |,ഐസോപോളാർ ഫോഴ്സ്
ଆଇସୋପୋଲାର୍ ଅଣୁ |,ഐസോപോളാർ തന്മാത്ര
ମହୁଫେଣା ରାଶି,കട്ടയും ജാതകം
କରନ୍ଦ କୁଣ୍ଡଲି |,കരണ്ട് കുണ്ഡലി
ହୁକ୍ କଣ୍ଟାକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର |,ഹുക്ക് കോൺടാക്റ്റ് ട്രാൻസിസ്റ്റർ
ହୁକ୍ ଟ୍ରାନଜିଷ୍ଟର,ഹുക്ക് ട്രാൻസിസ്റ്റർ
ଲୁପ୍ ସିଷ୍ଟମ୍ |,ലൂപ്പ്ഡ് സിസ്റ്റം
ଲୁପ୍ ତାର,ലൂപ്പ് വയർ
ହୁକ୍ ନମ୍ବର |,ഹുക്ക് നമ്പർ
ହୁକ୍ ସ୍ଥିର |,ഹുക്ക് സ്ഥിരം
ହୁକର ନିୟମ |,ഹുക്കിന്റെ നിയമം
ହୁକ୍ ବିକୃତି |,ഹുക്ക് രൂപഭേദം
ହୁକ୍ ଶରୀର |,ഹുക്ക് ശരീരം
"ପୋଷ୍ଟ, ଲମ୍ଫ, ପ୍ଲୁଟି |","പോസ്റ്റ്, കുതിച്ചുചാട്ടം, പ്ലൂട്ടി"
hopkelite,ഹോപ്കെലൈറ്റ്
ଆଶା ଉପକରଣଗୁଡିକ |,ഹോപ്പ് ടൂളുകൾ
ହପକିନ୍ସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ഹോപ്കിൻസൺ ഗുണകം
ରାଶି ସମ୍ବେଦନଶୀଳ |,ചക്രവാളം സെൻസിറ്റീവ്
ସଂଯୋଜନର ରାଶିଫଳ ସିଷ୍ଟମ୍ |,കോർഡിനേറ്റുകളുടെ ചക്രവാള സംവിധാനം
"Horizon Track Indicator, Horizon Determiner |","ഹൊറൈസൺ ട്രാക്ക് ഇൻഡിക്കേറ്റർ, ഹൊറൈസൺ ഡിറ്റർമിനർ"
ଭୂସମାନ୍ତର ତ୍ୱରଣ,തിരശ്ചീന ത്വരണം
ଭୂସମାନ୍ତର ଆରେ,തിരശ്ചീന ശ്രേണി
ଫ୍ରେମ୍ ଲିଭାଇବା |,ഫ്രെയിം മായ്ക്കൽ
ଫ୍ରେମ୍ ଡିଲିଟ୍,ഫ്രെയിം ഇല്ലാതാക്കൽ
ଭୂସମାନ୍ତର ଉପାଦାନ |,തിരശ്ചീന ഘടകം
ଭୂସମାନ୍ତର ଉପାଦାନ ପେଣ୍ଡୁଲମ୍ |,തിരശ്ചീന ഘടകം പെൻഡുലം
ଭୂସମାନ୍ତର ନିୟନ୍ତ୍ରଣ |,തിരശ്ചീന നിയന്ത്രണം
ଭୂସମାନ୍ତର କ୍ରସ୍ ବିଭାଗ |,തിരശ്ചീന ക്രോസ് സെക്ഷൻ
ଭୂସମାନ୍ତର ରେଜୋଲୁସନ,തിരശ്ചീന മിഴിവ്
ଭୂସମାନ୍ତର ବିଘ୍ନ ଇଲେକ୍ଟ୍ରୋଡ୍ |,തിരശ്ചീന ഡിഫ്ലെക്ഷൻ ഇലക്ട്രോഡ്
ଭୂସମାନ୍ତର ଡିଫ୍ଲେକ୍ସନ୍ ଓସିଲେଟର |,തിരശ്ചീന ഡിഫ്ലെക്ഷൻ ഓസിലേറ്റർ
ଭୂସମାନ୍ତର ବିଘ୍ନ |,തിരശ്ചീന വ്യതിയാനം
ଭୂସମାନ୍ତର ନିର୍ଦ୍ଦେଶନା ଶକ୍ତି |,തിരശ്ചീന ദിശാശക്തി
ଭୂସମାନ୍ତର ବର୍ଣ୍ଣ ବିଘ୍ନ |,തിരശ്ചീന പ്രതീക വ്യതിചലനം
ଭୂସମାନ୍ତର ବିସ୍ଥାପନ |,തിരശ്ചീന സ്ഥാനചലനം
ଭୂସମାନ୍ତର ବଣ୍ଟନ |,തിരശ്ചീന വിതരണം
ଭୂସମାନ୍ତର କ୍ଷେତ୍ର-ତୀବ୍ରତା ଚିତ୍ର |,തിരശ്ചീന ഫീൽഡ്-തീവ്രത ഡയഗ്രം
ଭୂସମାନ୍ତର ଉଡ଼ାଣ |,തിരശ്ചീന ഫ്ലൈറ്റ്
ଭୂସମାନ୍ତର ଶକ୍ତି ଉପକରଣ |,തിരശ്ചീന ശക്തി ഉപകരണം
ଭୂସମାନ୍ତର ମାଧ୍ୟାକର୍ଷଣ ଗ୍ରେଡିଏଣ୍ଟ୍ |,തിരശ്ചീന ഗുരുത്വാകർഷണ ഗ്രേഡിയന്റ്
ଭୂସମାନ୍ତର ଧାରଣ ନିୟନ୍ତ୍ରକ |,തിരശ്ചീന ഹോൾഡ് കൺട്രോളർ
ଭୂସମାନ୍ତର ତୀବ୍ରତା ଭେରୋମିଟର |,തിരശ്ചീന തീവ്രത വേരിയോമീറ്റർ
ଭୂସମାନ୍ତର ରେଖା |,തിരശ്ചീന രേഖ
ଭୂସମାନ୍ତର ଚୁମ୍ବକୀୟ,തിരശ്ചീന മാഗ്നെറ്റോമീറ്റർ
ଭୂସମାନ୍ତର ମାଇକ୍ରୋସ୍କୋପ୍ |,തിരശ്ചീന മൈക്രോസ്കോപ്പ്
ଭୂସମାନ୍ତର ଗତି,തിരശ്ചീന ചലനം
ଭୂସମାନ୍ତର ଗତି,തിരശ്ചീന ചലനം
ଭୂସମାନ୍ତର ରଚନା |,തിരശ്ചീന ഘടന
ଭୂସମାନ୍ତର ପେଣ୍ଡୁଲମ୍ |,തിരശ്ചീന പെൻഡുലം
ଭୂସମାନ୍ତର ସମତଳ |,തിരശ്ചീന തലം
ଭୂସମାନ୍ତର ପୋଲାରିଟି |,തിരശ്ചീന ധ്രുവീകരണം
ରେଖା ଆବୃତ୍ତି,ലൈൻ ആവൃത്തി
ଭୂସମାନ୍ତର ଚାପ ଶକ୍ତି |,തിരശ്ചീന സമ്മർദ്ദ ശക്തി
ଭୂସମାନ୍ତର ପ୍ରିଜିମ୍ |,തിരശ്ചീന പ്രിസം
ଭୂସମାନ୍ତର ପ୍ରତିଫଳନ |,തിരശ്ചീന അപവർത്തനം
ଭୂସମାନ୍ତର ରେଜୋଲୁସନ,തിരശ്ചീന മിഴിവ്
ଭୂସମାନ୍ତର କେଶ,തിരശ്ചീന കത്രിക
"ଭୂସମାନ୍ତର ଆକାର ନିୟନ୍ତ୍ରକ, ରେଖା ପରିମାପ ନିୟନ୍ତ୍ରକ |","തിരശ്ചീന വലുപ്പ കൺട്രോളർ, ലൈൻ ഡൈമൻഷൻ കൺട്രോളർ"
ଭୂସମାନ୍ତର ବିସ୍ତାର ସର୍କିଟ |,തിരശ്ചീന വിപുലീകരണ സർക്യൂട്ട്
ଟ୍ରାନ୍ସଭର୍ ଓଭରଲପ୍ |,തിരശ്ചീന ഓവർലാപ്പ്
ଭୂସମାନ୍ତର V (ଆଣ୍ଟେନା),തിരശ്ചീന വി (ആന്റിന)
ଭୂସମାନ୍ତର କମ୍ପନ ଛୁଞ୍ଚି |,തിരശ്ചീന വൈബ്രേറ്റിംഗ് സൂചി
ଭୂସମାନ୍ତର ଦୃଶ୍ୟମାନତା |,തിരശ്ചീന ദൃശ്യപരത
ଭୂସମାନ୍ତର,തിരശ്ചീനത
"ତୁରିଆ, ଶିଙ୍ଗ","തുര്യ, കൊമ്പ്"
ଶକ୍ତି ଆଣ୍ଟେନା |,പവർ ആന്റിന
ଶିଙ୍ଗ ନିର୍ବାହକାରୀ |,കൊമ്പ് എക്സ്ട്രാക്റ്റർ
ତୁରିଆ ସମୀକରଣ |,തുര്യ സമവാക്യം
ଶିଙ୍ଗ ଭରିବା |,കൊമ്പ് പൂരിപ്പിക്കൽ
ହେଡ୍ରେସ୍,ശിരോവസ്ത്രം
ଶୃଙ୍ଗ ବିକିରଣକାରୀ |,കൊമ്പ് റേഡിയേറ്റർ
ଆଲୋକିତ ଲାଉଡ ସ୍ପିକର |,കത്തിച്ച ഉച്ചഭാഷിണി
ଶୃଙ୍ଗ ଗଳା,കൊമ്പ് തൊണ്ട
ଶୃଙ୍ଗ ବିକିରଣକାରୀ |,കൊമ്പ് റേഡിയേറ്റർ
କ୍ରୋନୋମିଟର,ക്രോണോമീറ്റർ
"ଘୋଡା ଶକ୍ତି, ଘୋଡା ଶକ୍ତି |","കുതിരശക്തി, കുതിരശക്തി"
କର୍ଡ ଚୁମ୍ବକ,ചരട് കാന്തം
ହସ୍ପିଟାଲ୍ ସ୍ଫଟିକ୍ |,ആശുപത്രി ക്രിസ്റ്റൽ
ଗରମ ବାୟୁ ଇଞ୍ଜିନ୍ |,ചൂട് എയർ എഞ്ചിൻ
ଗରମ ପରମାଣୁ |,ചൂടുള്ള ആറ്റം
ହଟ୍ ବ୍ୟାଣ୍ଡ |,ചൂടുള്ള ബാൻഡ്
ସୁପର ଶକ୍ତି ବାହକ |,സൂപ്പർ എനർജി കാരിയർ
ସୁପର ଏନର୍ଜି କ୍ୟାରିଅର୍ ଡାୟୋଡ୍ |,സൂപ്പർ എനർജി കാരിയർ ഡയോഡ്
ଗରମ କ୍ୟାଥୋଡ୍ |,ചൂടുള്ള കാഥോഡ്
ଗରମ କ୍ୟାଥୋଡ୍ ଗ୍ୟାସ୍ ଡାୟୋଡ୍ |,ചൂടുള്ള കാഥോഡ് ഗ്യാസ് ഡയോഡ്
ଗରମ କ୍ୟାଥୋଡ୍ ଗ୍ୟାସ୍ ଭର୍ତ୍ତି ଟ୍ୟୁବ୍ |,ചൂടാക്കിയ കാഥോഡ് ഗ്യാസ് നിറച്ച ട്യൂബ്
ଗରମ କ୍ୟାଥୋଡ୍ ଟ୍ୟୁବ୍ |,ചൂടുള്ള കാഥോഡ് ട്യൂബ്
ଗରମ କକ୍ଷ |,ചൂടുള്ള സെൽ
ଉତ୍ତାପ ମୁକ୍ତ,ചൂട് റിലീസ്
ସୁପର ଏନର୍ଜି ଇଲେକ୍ଟ୍ରନ୍ |,സൂപ്പർ എനർജി ഇലക്ട്രോണുകൾ
ସ୍କଟ୍କି ରାମପାର୍ଟ ଡାୟୋଡ୍ |,ഷോട്ട്കി റാംപാർട്ട് ഡയോഡ്
ଗରମ ଚିଲାଣ୍ଟ ଆୟନୋମିଟର |,ചൂടുള്ള ഫിലമെന്റ് അയണോമീറ്റർ
ଜାଳେଣୀ ଅଗ୍ନି |,കത്തുന്ന തീ
ସୁପର ଏନର୍ଜି ହୋଲ୍ |,സൂപ്പർ ഊർജ്ജ ദ്വാരം
ଗରମ ପ୍ରତିରୋଧ,ചൂടുള്ള പ്രതിരോധം
ଗରମ ଚୁକ୍ତି |,ചൂടുള്ള ഉടമ്പടി
ହଟ୍ ଲ୍ୟାବ୍ |,ചൂടുള്ള ലാബ്
ମୁଖ୍ୟ ଆଲୋକ,പ്രധാന വെളിച്ചം
ସକ୍ରିୟ ଲୁପ୍ |,സജീവ ലൂപ്പ്
ଗରମ ଚୁମ୍ବକ,ചൂടുള്ള മാഗ്നെട്രോൺ
ହଟ ସ୍ପଟ୍ |,ഹോട്ട് സ്പോട്ട്
ତନଯ ସକତୀ,വലിച്ചുനീട്ടാനാവുന്ന ശേഷി
ଗରମ ତାର ଆମ୍ପେରୋମିଟର |,ചൂടുള്ള വയർ ആമ്പറോമീറ്റർ
ଗରମ ତାର ଗାଲଭାନୋମିଟର |,ചൂടുള്ള വയർ ഗാൽവനോമീറ്റർ
ଗରମ-ତାର ବାରୋମିଟର |,ചൂട്-വയർ ബാരോമീറ്റർ
ଗରମ ତାର ମାଇକ୍ରୋଫୋନ୍ |,ചൂടുള്ള വയർ മൈക്രോഫോൺ
ଗରମ ତାର ଭ୍ୟାକ୍ୟୁମ୍ ଗେଜ୍ |,ചൂടുള്ള വയർ വാക്വം ഗേജ്
ଗରମ ବଲ୍ବ ଇଞ୍ଜିନ୍ |,ചൂടുള്ള ബൾബ് എഞ്ചിൻ
ଉଚ୍ଚ ଶକ୍ତି ଇଲେକ୍ଟ୍ରନ୍ ଟ୍ରାଇଡ୍ |,ഉയർന്ന ഊർജ്ജ ഇലക്ട്രോൺ ട്രയോഡ്
ଗରମ ତାର ପବନ ସ୍ପିଡୋମିଟର |,ചൂടുള്ള വയർ കാറ്റ് സ്പീഡോമീറ്റർ
ଘଣ୍ଟା |,മണിക്കൂർ
ଘଣ୍ଟା ଗ୍ଲାସ୍ |,മണിക്കൂർഗ്ലാസ്
ହୋରା କୋଣ ପାର୍ଥକ୍ୟ |,ഹോറ കോൺ വ്യത്യാസം
ଘଣ୍ଟା ବୃତ୍ତ |,മണിക്കൂർ സർക്കിൾ
ଘଣ୍ଟା ଗ୍ଲାସ୍ ପ୍ରଭାବ |,മണിക്കൂർ ഗ്ലാസ് പ്രഭാവം
ଯନ୍ତ୍ରପାତି ନିତ୍ୟକର୍ମ |,ഉപകരണങ്ങൾ പതിവ്
କେତେ ଗୁଣାତ୍ମକ,എത്ര ഗുണകം
"ଭାଶନ୍, ହାହୁ","ഭാഷൻ, ഹഹു"
"ଅଭଦ୍ର, ଅପମାନଜନକ |","പരുഷമായ, അധിക്ഷേപിക്കുന്ന"
ହଷ୍ଟେରିକାଲ୍ |,ഉന്മാദമായ
ଶକ୍ତି ଘୋଡା,ശക്തി കുതിര
ହୋରା |,ഹോരാ
ବାରମ୍ବାର ଗତି,ആവർത്തിച്ചുള്ള ചലനം
ଉଚ୍ଚ ତାପମାତ୍ରା ଗ୍ୟାସ୍ କୁଲ୍ଡ ରିଆକ୍ଟର |,ഉയർന്ന താപനിലയുള്ള ഗ്യാസ് കൂൾഡ് റിയാക്ടർ
ନାଭି,പൊക്കിള്
ହବଲ୍ (ୟୁନିଟ୍),ഹബിൾ (യൂണിറ്റ്)
ହବଲ୍ ସ୍ଥିର |,ഹബിൾ സ്ഥിരാങ്കം
ହବଲ୍ ଇଫେକ୍ଟ |,ഹബിൾ പ്രഭാവം
ହବଲ୍ ନିୟମ |,ഹബിൾ നിയമം
ହବନର୍ ଆଇସୋଟୋପ୍ |,ഹബ്നർ ഐസോടോപ്പ്
"ରଙ୍ଗ, ଛାଇ","നിറം, തണൽ"
ହବ୍ନେରାଇଟ୍ |,ഹബ്നെറൈറ്റ്
ହୁଗୋନିଓ କାର୍ଯ୍ୟ,ഹ്യൂഗോണിയോ ഫംഗ്ഷൻ
ମନ୍ଥର ଗତି କ୍ୟାମେରା |,സ്ലോ മോഷൻ ക്യാമറ
ହିଲଡେନ୍ ଆନୁମାନିକତା |,ഹിൽഡൻ ഏകദേശ കണക്ക്
"ହମ୍, ଆମେ","ഹം, ഞങ്ങൾ"
ହମ୍ ଷ୍ଟ୍ରିମ୍ |,ഹം സ്ട്രീം
ହମ୍ ମୋଡ୍ୟୁଲେସନ୍ |,ഹം മോഡുലേഷൻ
ହମ୍ ଧ୍ୱନି |,ഹം ശബ്ദം
ହମ୍ ଭୋଲଟେଜ୍ |,ഹം വോൾട്ടേജ്
ହୁମା,ഹുമ
"ଆର୍ଦ୍ରତା, ଆର୍ଦ୍ରତା","humidification, humidification"
ଆର୍ଦ୍ରତା,ഈർപ്പം
"ଆର୍ଦ୍ରତା, ଆର୍ଦ୍ରତା |","ഈർപ്പം, ഈർപ്പം"
ଆର୍ଦ୍ରତା ଗୁଣବତ୍ତା,ഈർപ്പം ഗുണകം
ହାମଫ୍ରି ସିରିଜ୍ |,ഹംഫ്രി സീരീസ്
ହାମଫ୍ରି ସମୀକରଣ |,ഹംഫ്രി സമവാക്യം
ହଣ୍ଡ କପଲିଂ ମୋଡ୍ |,ഹണ്ട് കപ്ലിംഗ് മോഡുകൾ
ହଣ୍ଡ ନିୟମ |,ഹണ്ട് ഭരണം
ଶହେ ଓଜନ,നൂറു തൂക്കം
ହୁଟିଗ୍ ସମୀକରଣ |,ഹട്ടിഗ് സമവാക്യം
ହୁଇଗେନ୍ସ ଆଇପିସ୍ |,huygens ഐപീസ്
