English,Marathi
inversion of order,ऑर्डरचा उलटा
invertible matrix,इन्व्हर्टेबल मॅट्रिक्स
invertible transformation,अपवर्तनीय परिवर्तन
irrational,तर्कहीन
irrational equation,तर्कहीन समीकरण
irrational expression,तर्कहीन अभिव्यक्ती
irrational number,अपरिमेय संख्या
irrational root,तर्कहीन मूळ
irreducible,अपरिवर्तनीय
irrotational vector,इरोटेशनल वेक्टर
irrotational vector function,इरोटेशनल वेक्टर फंक्शन
irrotational velocity,इरोटेशनल वेग
isogonal,समभुज
isokurtosis,isokurtosis
isolated essential singularity,पृथक आवश्यक एकवचन
isolated point,अलग बिंदू
isometric,सममितीय
isosceles configuration,समद्विभुज कॉन्फिगरेशन
iterated integral,पुनरावृत्ती अविभाज्य
iterated interpolation,पुनरावृत्ती प्रक्षेपण
iteration,पुनरावृत्ती
iteration formula,पुनरावृत्ती सूत्र
iterative integration formula,पुनरावृत्ती एकीकरण सूत्र
iterative procedure,पुनरावृत्ती प्रक्रिया
iterative technique,पुनरावृत्ती तंत्र
Jacobian,जेकोबियन
Jacobian determinant,जेकोबियन निर्धारक
Jacobian matrix,जेकोबियन मॅट्रिक्स
join of sets,संच जोडणे
joint,संयुक्त
joint density function,संयुक्त घनता कार्य
joint frequency function,संयुक्त वारंवारता कार्य
jointly dependent variable,संयुक्तपणे अवलंबून चल
joint probability,संयुक्त संभाव्यता
join (=union),सामील व्हा (=संघ)
jump,उडी
jump discontinuity,उडी खंडित होणे
justification,औचित्य
justify,समर्थन करणे
Karnaugh map,कर्णॉफ नकाशा
kernel,कर्नल
kernel of the mapping,मॅपिंगचे कर्नल
kinematics,किनेमॅटिक्स
kinetic energy,गतीज ऊर्जा
kinetics,गतीशास्त्र
Kolmogoroff Smirnov test,कोल्मोगोरोफ स्मरनोव्ह चाचणी
Kronecker delta,क्रोनेकर डेल्टा
kurtosis,कर्टोसिस
Lagrange's function,Lagrange चे कार्य
Lagrange's multipliers,Lagrange चे गुणक
lamina,लॅमिना
Laplace transform,Laplace परिवर्तन
large number,मोठ्या संख्येने
latent root(=characteristic root),सुप्त मूळ(=वैशिष्ट्यपूर्ण मूळ)
lateral surface,बाजूकडील पृष्ठभाग
latin square,लॅटिन चौरस
latus rectum ,लॅटस गुदाशय
law,कायदा
law of adding velocities,वेग जोडण्याचा कायदा
law of additivity,जोडणीचा कायदा
law of diminishing return,परतावा कमी करण्याचा कायदा
law of gravitation,गुरुत्वाकर्षणाचा नियम
law of homomorphism for groups,गटांसाठी होमोमॉर्फिझमचा कायदा
law of homomorphism for rings,रिंग्ससाठी होमोमॉर्फिझमचा कायदा
law of increasing costs,वाढत्या खर्चाचा कायदा
law of indices,निर्देशांकांचा कायदा
law of inertia,जडत्वाचा कायदा
law of large numbers,मोठ्या संख्येचा कायदा
law of probability,संभाव्यतेचा नियम
law of sines,साइन्सचा नियम
laws of exponents,घातांकांचे नियम
laws of motion,गतीचे नियम
layer,थर
leading coefficient,अग्रगण्य गुणांक
leading diagonal,अग्रगण्य कर्ण
leading submatrix,अग्रगण्य सबमॅट्रिक्स
leading term,अग्रगण्य पद
least,किमान
least common multiple (LCM),किमान सामान्य एकाधिक (LCM)
least element,किमान घटक
least square,किमान चौरस
least upper bound,किमान वरची सीमा
left coset,डावा कोसेट
left handed,डावखुरा
left handed screw,डाव्या हाताचा स्क्रू
left inverse,डावीकडे उलट
left multiplication,बाकी गुणाकार
Leibnitz formula,लीबनिट्झ सूत्र
length,लांबी
leptokurtic,लेप्टोकर्टिक
leptokurtic curve,लेप्टोकर्टिक वक्र
leptokurtosis,लेप्टोकर्टोसिस
level curve,पातळी वक्र
level of confidence,आत्मविश्वासाची पातळी
level of significance,महत्त्व पातळी
lexicographically,शब्दकोशानुसार
lexicographical order,कोशशास्त्रीय क्रम
likelihood function,संभाव्य कार्य
likelihood ratio test,संभाव्य गुणोत्तर चाचणी
limit,मर्यादा
limiting,मर्यादित करणे
limiting value,मर्यादित मूल्य
limiting velocity,मर्यादित वेग
limit in mean,सरासरी मर्यादा
limit of integration,एकत्रीकरणाची मर्यादा
limit of sequence,क्रम मर्यादा
limit point (=cluster point),मर्यादा बिंदू (= क्लस्टर पॉइंट)
limit velocity,वेग मर्यादित करा
line,ओळ
linear,रेखीय
linear algebraic,रेखीय बीजगणित
linear algebraic equation,रेखीय बीजगणितीय समीकरण
linear approximation,रेखीय अंदाजे
linear asymptote,रेखीय लक्षण
linear coefficient,रेखीय गुणांक
linear combination,रेखीय संयोजन
linear constraints,रेखीय मर्यादा
linear dependence,रेखीय अवलंबित्व
linear differential equation,रेखीय भिन्न समीकरण
linear dimension,रेखीय परिमाण
linear equation,रेखीय समीकरण
linear form,रेखीय फॉर्म
linear fractional transformation,रेखीय अपूर्णांक परिवर्तन
linear function,रेखीय कार्य
linear functional,रेखीय कार्यात्मक
linear group,रेखीय गट
linear independence,रेखीय स्वातंत्र्य
linear independent relation,रेखीय स्वतंत्र संबंध
linear inequality,रेखीय असमानता
linear inhomogeneous differential equation,रेखीय एकसंध विभेदक समीकरण
linear integral equation,रेखीय अविभाज्य समीकरण
linear interpolation,रेखीय प्रक्षेपण
linear least square regression analysis,रेखीय किमान चौरस प्रतिगमन विश्लेषण
linearity,रेखीयता
linearly dependent,रेखीय अवलंबून
linearly independent,रेखीय स्वतंत्र
linear mapping,रेखीय मॅपिंग
linear order,रेखीय क्रम
linear ordering,रेखीय क्रम
linear programming,रेखीय प्रोग्रामिंग
linear programming algorithm,रेखीय प्रोग्रामिंग अल्गोरिदम
linear programming problem,रेखीय प्रोग्रामिंग समस्या
linear regression,रेखीय प्रतिगमन
linear regression coefficient,रेखीय प्रतिगमन गुणांक
linear relation,रेखीय संबंध
linear space (=vector space),रेखीय जागा (= वेक्टर स्पेस)
linear subspace,रेखीय उपस्थान
linear transformation,रेखीय परिवर्तन
linear trend,रेखीय कल
linear unbiased estimate,रेखीय निःपक्षपाती अंदाज
linear velocity,रेखीय वेग
line integral,ओळ अविभाज्य
line of intersection,छेदनबिंदूची ओळ
line of regression,प्रतिगमन ओळ
localised vector,स्थानिकीकृत वेक्टर
local optimum,स्थानिक इष्टतम
locus,स्थान
log,लॉग
logarithmic,लॉगरिदमिक
logarithmic accuracy,लॉगरिदमिक अचूकता
logarithmic calculation,लॉगरिदमिक गणना
logarithmic curve,लॉगरिदमिक वक्र
logarithmic derivative,लॉगरिदमिक व्युत्पन्न
logarithmic differentiation,लॉगरिदमिक भिन्नता
logarithmic function,लॉगरिदमिक कार्य
logarithmic mean (=geometric mean),लॉगरिदमिक मीन (=भौमितीय मध्य)
logarithmic normal distribution,लॉगरिदमिक सामान्य वितरण
logarithmic relationship,लॉगरिदमिक संबंध
logarithmic scale,लॉगरिदमिक स्केल
logarithmic series,लॉगरिदमिक मालिका
logarithmic spiral (equiangular spiral),लॉगरिदमिक सर्पिल (समभुज सर्पिल)
logarithmic table (=log table),लॉगरिदमिक टेबल (=लॉग टेबल)
logarithm (log),लॉगरिदम (लॉग)
logic,तर्कशास्त्र
logically equivalent,तार्किकदृष्ट्या समतुल्य
logistic curve,लॉजिस्टिक वक्र
lognormal distribution,सामान्य वितरण
longitude,रेखांश
loop,पळवाट
lottery,लॉटरी
lower bar,खालचा बार
lower bound,कमी बंधन
lower Riemann integral,लोअर रिमन इंटिग्रल
lower sum,कमी बेरीज
lower triangular matrix,खालचा त्रिकोणी मॅट्रिक्स
Maclaurin's expansion,मॅक्लॉरिनचा विस्तार
magic number,जादूची संख्या
magic square,जादूचा चौरस
magnitude limit (=limiting magnitude),परिमाण मर्यादा (=मर्यादित विशालता)
mailed questionnaire,मेल केलेली प्रश्नावली
mail survey,मेल सर्वेक्षण
majorant (upper bound),मेजरंट (वरची सीमा)
major arc,प्रमुख चाप
majorised set,मोठा संच
many valued function,अनेक मौल्यवान कार्य
map,नकाशा
map into the set,सेट मध्ये नकाशा
mapping of a set,सेटचे मॅपिंग
marginal probability,किरकोळ संभाव्यता
mathematical analysis,गणितीय विश्लेषण
mathematical argument,गणितीय युक्तिवाद
mathematical centre,गणितीय केंद्र
mathematical complexity,गणितीय गुंतागुंत
mathematical economics,गणितीय अर्थशास्त्र
mathematical expectation,गणितीय अपेक्षा
mathematical form,गणितीय फॉर्म
mathematical formulation,गणितीय सूत्रीकरण
mathematical identity,गणितीय ओळख
mathematical logic,गणितीय तर्क
mathematical model,गणितीय मॉडेल
mathematical notion,गणितीय कल्पना
matrix digonalisation,मॅट्रिक्स डिगोनालायझेशन
matrix inverse,मॅट्रिक्स व्यस्त
matrix inversion,मॅट्रिक्स उलटा
matrix iterative method,मॅट्रिक्स पुनरावृत्ती पद्धत
matrix method,मॅट्रिक्स पद्धत
matrix multiplication,मॅट्रिक्स गुणाकार
matrix of constants,स्थिरांकांचे मॅट्रिक्स
matrix of effectiveness,परिणामकारकतेचे मॅट्रिक्स
matrix operator,मॅट्रिक्स ऑपरेटर
matrix polynomial,मॅट्रिक्स बहुपदी
matrix printing,मॅट्रिक्स प्रिंटिंग
matrix product,मॅट्रिक्स उत्पादन
maximized,कमाल केले
maximum,जास्तीत जास्त
maximum absolute value,कमाल निरपेक्ष मूल्य
maximum F-ratio,कमाल एफ-गुणोत्तर
maximum likelihood,जास्तीत जास्त शक्यता
maxmin,कमाल
maxmin criterian,कमाल निकष
max of a function,फंक्शनची कमाल
Maxwell-Boltzmann statistics,मॅक्सवेल-बोल्टझमन आकडेवारी
mean deviation,अर्थ विचलन
mean square deviation,चौरस विचलनाचा अर्थ
mean square error,चौरस त्रुटी
mean value,सरासरी मूल्य
mean value theorem,सरासरी मूल्य प्रमेय
measure of kurtosis,कर्टोसिसचे मोजमाप
median,मध्यक
median centre,मध्यकेंद्र
mesokurtic curve,मेसोकर्टिक वक्र
mesokurtosis,mesokurtosis
message,संदेश
method,पद्धत
method of elimination,निर्मूलनाची पद्धत
method of inversion,उलटण्याची पद्धत
method of iteration,पुनरावृत्तीची पद्धत
method of least squares,किमान चौरसांची पद्धत
method of moments,क्षणांची पद्धत
method of similar triangles,समान त्रिकोणांची पद्धत
method of steepest descent,सर्वात उंच उतरण्याची पद्धत
method of summation,बेरीज करण्याची पद्धत
method of undetermined coefficient,अनिर्धारित गुणांकाची पद्धत
metric space,मेट्रिक जागा
metric system,मेट्रिक प्रणाली
metric unit,मेट्रिक युनिट
micro theory,सूक्ष्म सिद्धांत
middle,मधला
middle term,मध्यम मुदत
mid point,मध्यबिंदू
mid point formula,मध्यबिंदू सूत्र
minimal polynomial,किमान बहुपदी
minimax principle,किमान तत्त्व
minimum,किमान
minimum point (of curve),किमान बिंदू (वक्र)
minimum polynomial,किमान बहुपदी
min of a function,फंक्शनचे मि
minor arc,किरकोळ चाप
minor axis,किरकोळ अक्ष
minorised subset,अल्प उपसंच
minus,वजा
minus sign,वजा चिन्ह
mixed fraction,मिश्रित अंश
mixed strategy,मिश्र धोरण
mode,मोड
modulus,मापांक
modulus of a complex number,जटिल संख्येचे मॉड्यूलस
moment,क्षण
moment generating function,क्षण निर्माण कार्य
moment of a force,शक्तीचा क्षण
moment of frequency distribution,वारंवारता वितरणाचा क्षण
moment of inertia,जडत्वाचा क्षण
moment of momentum,गतीचा क्षण
momentum,चालना
monomial,मोनोमिअल
monomorphic,मोनोमॉर्फिक
monomorphism,मोनोमॉर्फिझम
monotone,मोनोटोन
monotone increasing sequence,मोनोटोन वाढणारा क्रम
monotonically,नीरसपणे
monotonically increasing net,नीरसपणे वाढणारे जाळे
monotonically increasing sequence,नीरसपणे वाढणारा क्रम
monotonic function,मोनोटोनिक फंक्शन
Monte Carlo calculation,मॉन्टे कार्लो गणना
Monte Carlo method,मॉन्टे कार्लो पद्धत
morra (game),मोरा (खेळ)
mortality statistics,मृत्यूची आकडेवारी
most probable,सर्वात संभाव्य
motion,गती
moving average,बदलती सरासरी
M-space,एम-स्पेस
M-test for integral,इंटिग्रलसाठी एम-चाचणी
multidecision problem,बहुनिर्णय समस्या
multidimensional normal distribution,बहुआयामी सामान्य वितरण
multidimensional random variable,बहुआयामी यादृच्छिक चल
multi-index transportation problem,मल्टी-इंडेक्स वाहतूक समस्या
multinomial,बहुपदी
multinomial distribution,बहुपदीय वितरण
multiple,एकाधिक
multiple choice problem,एकाधिक निवड समस्या
multiple connected domain,एकाधिक कनेक्ट केलेले डोमेन
multiple correlation,एकाधिक सहसंबंध
multiple frequency table,एकाधिक वारंवारता सारणी
multiple integral,एकाधिक अविभाज्य
multiple integration,एकाधिक एकत्रीकरण
multiple regression,एकाधिक प्रतिगमन
multiple regression analysis,एकाधिक प्रतिगमन विश्लेषण
multiple regression coefficient,एकाधिक प्रतिगमन गुणांक
multiple regression equation,एकाधिक प्रतिगमन समीकरण
multiple root,एकाधिक रूट
multiplication,गुणाकार
multiplication by columns (of determinant),स्तंभांद्वारे गुणाकार (निर्धारकाचा)
multiplication by rows (of determinant),पंक्तींनी गुणाकार (निर्धारकाचा)
multiplication factor,गुणाकार घटक
multiplicative function,गुणाकार कार्य
multiplicative group,गुणाकार गट
multiplicative inverse,गुणाकार व्यस्त
multiplicity,बहुविधता
multiplicity of roots,मुळांची बाहुल्यता
multiplicity of zero,शून्याचे गुणाकार
multiplier,गुणक
multiply,गुणाकार
multivariate distribution,बहुविविध वितरण
multivariate normal distribution,बहुविविध सामान्य वितरण
multivariate population,बहुविध लोकसंख्या
mutual,परस्पर
nabla,nabla
Napierian,नेपीरियन
Napierian logarithm,नेपीरियन लॉगरिथम
natural logarithm,नैसर्गिक लॉगरिथम
natural number,नैसर्गिक संख्या
nautical mile,नॉटिकल मैल
n-dimensional,n-आयामी
n-dimensional vector space,n-आयामी सदिश जागा
necessary and sufficient condition,आवश्यक आणि पुरेशी स्थिती
necessary condition,आवश्यक स्थिती
negation,नकार
negative,नकारात्मक
negative curvature,नकारात्मक वक्रता
negative definite form,नकारात्मक निश्चित फॉर्म
negative definite matrix,ऋण निश्चित मॅट्रिक्स
negative semi-definite form,नकारात्मक अर्ध-निश्चित स्वरूप
neighbourhood,शेजार
nested sampling,नेस्टेड सॅम्पलिंग
net reproduction rate,निव्वळ पुनरुत्पादन दर
Newtonian mechanics,न्यूटोनियन यांत्रिकी
Newton's divided difference formula,न्यूटनचे विभाजित फरक सूत्र
Newton's laws of motion,न्यूटनचे गतीचे नियम
Neyman allocation,Neyman वाटप
Neyman Pearson theory,नेमन पिअरसन सिद्धांत
nilpotent element,शक्‍तिशाली घटक
nilpotent matrix,निलपोटेंट मॅट्रिक्स
node,नोड
non-Abelian group,नॉन-अबेलियन गट
non-absolute convergence,गैर-निरपेक्ष अभिसरण
non-algebraic,बिगर बीजगणितीय
non-degenerate,नॉन-डिजनरेट
non-degenerate basic feasible solution,नॉन-डिजनरेट मूलभूत व्यवहार्य उपाय
non-dense,दाट नसलेले
non-dense set,दाट नसलेला संच
non-denumerable infinity of points,गुणांची अगणनीय अनंतता
non-denumerable set,अगणित संच
non-differentiable,फरक न करता येणारा
non empty subset,रिक्त उपसंच नाही
non-Euclidean geometry,नॉन-युक्लिडियन भूमिती
non-homogeneous,एकसंध नसलेला
non-intersecting,न छेदणारे
non-linear algebraic equation,नॉन-रेखीय बीजगणितीय समीकरण
non-linear differential equation,नॉन-रेखीय विभेदक समीकरण
non-linear equation,नॉन-रेखीय समीकरण
non-linear programming,नॉन-लिनियर प्रोग्रामिंग
non-linear regression,नॉन-रेखीय प्रतिगमन
non-linear relationship,नॉन-रेखीय संबंध
non-negative integer,गैर-ऋण पूर्णांक
non-negative variable,गैर-नकारात्मक चल
non-parametric test,नॉन-पॅरामीट्रिक चाचणी
non-probabilistic approach,गैर-संभाव्य दृष्टीकोन
non-singular matrix,नॉन-एकवचनी मॅट्रिक्स
non-symmetric matrix,नॉन-सिमेट्रिक मॅट्रिक्स
non-trivial,क्षुल्लक
non-vanishing determinant,अदृश्य होणारे निर्धारक
non-void,नॉन-व्हाइड
non-void subset,नॉन-व्हॉइड उपसंच
non-zero determinant,शून्य निर्धारक
NOR gate,ना गेट
normal,सामान्य
normal acceleration,सामान्य प्रवेग
normal angle,सामान्य कोन
normal curve,सामान्य वक्र
normal density function,सामान्य घनता कार्य
normal distribution,सामान्य वितरण
normal distribution function,सामान्य वितरण कार्य
normal form for the matrix,मॅट्रिक्ससाठी सामान्य फॉर्म
normal frequency,सामान्य वारंवारता
normalized curve,सामान्यीकृत वक्र
normalized floating point number,सामान्यीकृत फ्लोटिंग पॉइंट क्रमांक
normalizer,सामान्यीकरण करणारा
normal matrix,सामान्य मॅट्रिक्स
normal probability curve,सामान्य संभाव्यता वक्र
normal probability distribution,सामान्य संभाव्यता वितरण
normal subgroup (=distinguished subgroup),सामान्य उपसमूह (=विशिष्ट उपसमूह)
normed linear space,सामान्य रेखीय जागा
norm of a vector,वेक्टरचे प्रमाण
NOT gate,गेट नाही
nowhere dense set,कुठेही दाट सेट नाही
null hypothesis,शून्य गृहीतक
null matrix,शून्य मॅट्रिक्स
null set,शून्य संच
null vector,शून्य सदिश
number,संख्या
number axis,संख्या अक्ष
number system,संख्या प्रणाली
numeral,संख्या
numeration,संख्या
numerator,अंश
numerical coefficient,संख्यात्मक गुणांक
numerical computation,संख्यात्मक गणना
numerical differentiation,संख्यात्मक भिन्नता
numerical method,संख्यात्मक पद्धत
n-vector,n-वेक्टर
n-vector space,n-वेक्टर जागा
object,वस्तू
objective function,वस्तुनिष्ठ कार्य
oblique,तिरकस
oblique asymptote,तिरकस लक्षण
oblique axis,तिरकस अक्ष
oblique section,तिरकस विभाग
observation,निरीक्षण
observed frequency,निरीक्षण वारंवारता
obtuse angle,विशाल कोन
octagon,अष्टकोनी
octahedron,octahedron
octal system,ऑक्टल प्रणाली
octant,ऑक्टंट
odd,विषम
odd curve,विषम वक्र
odd number,विषम संख्या
odd permutation,विचित्र क्रमपरिवर्तन
odd polynomial,विषम बहुपदी
ogive,ogive
one to one correspondence,एक ते एक पत्रव्यवहार
one to one function,एक ते एक कार्य
one to one map,एक ते एक नकाशा
one-way classification,एकतर्फी वर्गीकरण
onto map,नकाशावर
open,उघडा
open ball,उघडा चेंडू
open interval,खुले अंतराल
open ray,उघडा किरण
open set,खुला संच
operation,ऑपरेशन
operational research,ऑपरेशनल संशोधन
operations research,ऑपरेशन्स संशोधन
operator,ऑपरेटर
opposite angle,विरुद्ध कोन
opposite event,विरुद्ध घटना
optimal basic feasible solution,इष्टतम मूलभूत व्यवहार्य उपाय
optimal condition,इष्टतम स्थिती
optimal lot size,इष्टतम लॉट आकार
optimal value,इष्टतम मूल्य
optimum,इष्टतम
orbit,कक्षा
order,ऑर्डर
ordered pair,ऑर्डर केलेली जोडी
ordered set,ऑर्डर केलेला सेट
ordering,ऑर्डर करणे
order of a determinant,निर्धारकाचा क्रम
order of a group,गटाचा क्रम
order of a matrix,मॅट्रिक्सचा क्रम
order of an element in a group,समूहातील घटकाचा क्रम
order of differential equation,विभेदक समीकरणाचा क्रम
order of operation,ऑपरेशनचा क्रम
order of zero,शून्याचा क्रम
ordinal number,क्रमवाचक संख्या
ordinary differential equation,सामान्य विभेदक समीकरण
ordinate,आदेश
oreintability,ओरिएंटेबिलिटी
orientation,अभिमुखता
orientation of surface,पृष्ठभागाची दिशा
origin,मूळ
origin of coordinates,निर्देशांकांची उत्पत्ती
orthocentre,ऑर्थोसेंटर
orthogonal,ऑर्थोगोनल
orthogonal axes,ऑर्थोगोनल अक्ष
orthogonal family,ऑर्थोगोनल कुटुंब
orthogonal group,ऑर्थोगोनल गट
orthogonality condition,ऑर्थोगोनॅलिटी स्थिती
orthogonalization,ऑर्थोगोनालायझेशन
orthogonal matrix,ऑर्थोगोनल मॅट्रिक्स
orthonormal,ऑर्थोनॉर्मल
orthonormal basis,ऑर्थोनॉर्मल आधार
oscillation,दोलन
oscillation of a function,फंक्शनचे दोलन
oscillatory function,दोलन कार्य
osculating,osculating
outer product,बाह्य उत्पादन
output,आउटपुट
overdetermined system,अतिनिर्धारित प्रणाली
paired comparision,जोडलेली तुलना
pairwise disjoint,जोडीने तोडणे
pairwise independent,जोडीने स्वतंत्र
parallel forces,समांतर शक्ती
parallelogram,समांतरभुज चौकोन
parallelogram of forces,शक्तींचा समांतरभुज चौकोन
parallelogram of velocities,वेगाचा समांतरभुज चौकोन
parallelopiped,parallelopiped
parameter,पॅरामीटर
parameter free (=nonparametric),पॅरामीटर फ्री (=नॉनपॅरामेट्रिक)
parameter of distribution,वितरणाचे मापदंड
parametric,पॅरामीट्रिक
parametric coordinate,पॅरामेट्रिक समन्वय
parametric curve,पॅरामेट्रिक वक्र
parametric equation,पॅरामेट्रिक समीकरण
parametric linear programming,पॅरामेट्रिक रेखीय प्रोग्रामिंग
parametric method,पॅरामेट्रिक पद्धत
parametric objective function,पॅरामेट्रिक उद्दिष्ट कार्य
parametric programming,पॅरामेट्रिक प्रोग्रामिंग
parametric representation,पॅरामेट्रिक प्रतिनिधित्व
parametrization,पॅरामीटरायझेशन
parenthesis,कंस
parenthesis notation,कंस नोटेशन
parent population,पालक लोकसंख्या
Pareto curve,पॅरेटो वक्र
parity check,समता तपासणी
partial confounding,आंशिक गोंधळात टाकणारे
partial correlation,आंशिक सहसंबंध
partial derivative,आंशिक व्युत्पन्न
partial differential equation,आंशिक विभेदक समीकरण
partial differentiation,आंशिक भिन्नता
partial fraction,आंशिक अपूर्णांक
partial integration,आंशिक एकीकरण
partially ordered,अंशतः आदेश दिले
partially ordered set,अर्धवट ऑर्डर केलेला सेट
partial order,आंशिक ऑर्डर
partial regression coefficient,आंशिक प्रतिगमन गुणांक
partial sum,आंशिक बेरीज
particle,कण
particular case,विशिष्ट केस
particular integral,विशिष्ट अविभाज्य
particular solution,विशिष्ट उपाय
partition,विभाजन
partitioning of matrices,मॅट्रिक्सचे विभाजन
partition value,विभाजन मूल्य
Pascal triangle,पास्कल त्रिकोण
pattern,नमुना
pattern function,नमुना कार्य
pattern problem,नमुना समस्या
payload velocity,पेलोड वेग
payoff function,पेऑफ फंक्शन
payoff matrix,पेऑफ मॅट्रिक्स
p-basis,p-आधार
p-chart,p-चार्ट
Peano curve,Peano वक्र
Peano space,Peano जागा
pedal equation,पेडल समीकरण
percent,टक्के
percentage,टक्केवारी
percentage error,टक्केवारी त्रुटी
percentage frequency,टक्केवारी वारंवारता
percentage increase,टक्केवारी वाढ
percentage of error,त्रुटीची टक्केवारी
percent decrease,टक्के कमी
percentile,टक्केवारी
perfect cube,परिपूर्ण घन
perfect gas,परिपूर्ण वायू
perfect number,परिपूर्ण संख्या
perfect set,परिपूर्ण संच
perfect square,परिपूर्ण चौरस
perfect square expression,परिपूर्ण चौरस अभिव्यक्ती
perimeter,परिमिती
period,कालावधी
periodic curve,नियतकालिक वक्र
periodic disturbances,नियतकालिक व्यत्यय
periodic function,नियतकालिक कार्य
periodic motion,नियतकालिक गती
period of revolution,क्रांतीचा कालावधी
period of rotation,रोटेशन कालावधी
periodogram,कालावधी
peripheral,परिधीय
permissible,परवानगी आहे
permissible limit of error,त्रुटीची परवानगीयोग्य मर्यादा
permutation,क्रमपरिवर्तन
permutation group,क्रमपरिवर्तन गट
permutation matrix,क्रमपरिवर्तन मॅट्रिक्स
permutation method,क्रमपरिवर्तन पद्धत
perpendicular,लंब
perpendicularity,लंब
perpendicularly,लंबवत
perpendicular plane,लंब विमान
personnel-assignment problem,कर्मचारी-असाईनमेंट समस्या
PERT (program evaluation review technique),पीईआरटी (कार्यक्रम मूल्यांकन पुनरावलोकन तंत्र)
perturbation,गोंधळ
perturbation problem,गोंधळ समस्या
perturbed problem,अस्वस्थ समस्या
phase,टप्पा
phase angle,फेज कोन
phase difference,टप्प्यातील फरक
phase displacement,फेज विस्थापन
physical astronomy,भौतिक खगोलशास्त्र
physical constant,शारीरिक स्थिरता
physical parameter,भौतिक मापदंड
physical pendulum,भौतिक पेंडुलम
physical quantity,भौतिक प्रमाण
physical sciences,भौतिक विज्ञान
pictograph,चित्रलेखन
pictor,चित्रकार
piecewise continuous function,तुकड्यानुसार सतत कार्य
piecewise linear,तुकड्यानुसार रेखीय
piecewise linear function,तुकड्यानुसार रेखीय कार्य
piecewise smooth,तुकड्यानुसार गुळगुळीत
pie diagram,पाई आकृती
pilot census,प्रायोगिक जनगणना
pilot survey,पायलट सर्वेक्षण
pivot,पिव्होट
pivotal element,निर्णायक घटक
Planck's constant,प्लँकचे स्थिर
Planck's law,प्लँकचा कायदा
plane,विमान
plane angle,विमान कोन
plane boundary,विमान सीमा
plane curve,विमान वक्र
plane figure,विमान आकृती
plane geometry,विमान भूमिती
plane motion,विमान गती
plane of projection,प्रक्षेपणाचे विमान
plane of reference,संदर्भ विमान
plane of symmetry,सममितीचे विमान
planet,ग्रह
planetarium,तारांगण
planetary motion,ग्रहांची गती
planetary system,ग्रह प्रणाली
plane trigonometry,विमान त्रिकोणमिती
plane wave,विमान लहर
planning horizon,नियोजन क्षितिज
plasma,प्लाझ्मा
plastic,प्लास्टिक
platykurtic curve,platykurtic वक्र
platykurtosis,platykurtosis
plot,प्लॉट
plotted,प्लॉट केले
plotted frequency distribution,प्लॉट केलेले वारंवारता वितरण
plotter,कथानक
plotting,प्लॉटिंग
plotting of curve,वक्र प्लॉटिंग
plus,अधिक
plus formula,अधिक सूत्र
point at infinity,अनंताकडे बिंदू
point estimate,बिंदू अंदाज
point estimation,बिंदू अंदाज
point mass,बिंदू वस्तुमान
point of accumulation,संचय बिंदू
point of analyticity,विश्लेषणाचा मुद्दा
point of condensation,संक्षेपण बिंदू
point of incidence,घटना बिंदू
point of infinite discontinuity,असीम खंडितपणाचा बिंदू
point of intersection,छेदनबिंदू
point of non-uniform convergence,नॉन-एकसमान अभिसरणाचा बिंदू
point of projection,प्रक्षेपण बिंदू
point of uniform convergence,एकसमान अभिसरण बिंदू
point open topology,पॉइंट ओपन टोपोलॉजी
point set,बिंदू सेट
point source,बिंदू स्रोत
pointwise closed,बिंदूप्रमाणे बंद
pointwise closure,बिंदूनिहाय बंद
pointwise convergence,पॉइंटवाइज अभिसरण
pointwise discontinuous function,बिंदूनिहाय खंडित कार्य
pointwise topology,पॉइंटवाइज टोपोलॉजी
Poisson arrival,विष आगमन
Poisson integral,विष अविभाज्य
Poisson problem,विष समस्या
Poisson's distribution,पॉसॉनचे वितरण
Poisson's equation,पॉसन्सचे समीकरण
Poisson's integral formula,पॉसॉनचे अविभाज्य सूत्र
polar,ध्रुवीय
polar angle,ध्रुवीय कोन
polar axis,ध्रुवीय अक्ष
polar cap,ध्रुवीय टोपी
polar coordinate,ध्रुवीय समन्वय
polar radius of earth,पृथ्वीची ध्रुवीय त्रिज्या
pole,खांब
pole of order-n,पोल ऑफ ऑर्डर-n
pole of wave front,तरंग समोरचा ध्रुव
pole singularity,ध्रुव विलक्षणता
policy-space,धोरण जागा
policy variables,धोरण चल
Polya's distribution,पोळ्याचे वितरण
polygon,बहुभुज
polygon of forces,शक्तींचा बहुभुज
polygon of vectors,सदिशांचा बहुभुज
polyhedral,पॉलीहेड्रल
polyhedral body,पॉलिहेड्रल शरीर
polyhedron,पॉलिहेड्रॉन
polynomial,बहुपदी
polynomial forms,बहुपदी फॉर्म
polynomial function,बहुपदी कार्य
polynomial interpolation,बहुपदी प्रक्षेपण
polynomial regression,बहुपदी प्रतिगमन
polynomial solution,बहुपद समाधान
polynomial theorem,बहुपद प्रमेय
polytrope,पॉलीट्रॉप
pooled estimate,एकत्रित अंदाज
population,लोकसंख्या
population distribution,लोकसंख्या वितरण
population dynamics,लोकसंख्या गतिशीलता
population mean,लोकसंख्या म्हणजे
population parameter,लोकसंख्या मापदंड
population regression coefficient,लोकसंख्या प्रतिगमन गुणांक
population sampling,लोकसंख्या नमुना
population variance,लोकसंख्येतील फरक
