Telugu,Punjabi
ఇంటర్నేషనల్,ਇੰਟਰਨਨਸੀਓ
వ్యాఖ్యాత,ਦੁਭਾਸ਼ੀਏ
వ్యాఖ్యాత,ਦੁਭਾਸ਼ੀਏ
వ్యాఖ్యాత,ਦੁਭਾਸ਼ੀਏ
జోక్యం,ਦਖਲ
ఇంటస్టేసి,ਅੰਤਰਜਾਮੀ
పేగు,ਇੰਟੇਸਟੇਟ
చమత్కారం,ਸਾਜ਼ਸ਼
చొరబాటుదారుడు,ਘੁਸਪੈਠੀਏ
చొరబాటుదారుడు,ਘੁਸਪੈਠੀਏ
చొరబాటు,ਘੁਸਪੈਠ
దండయాత్ర,ਹਮਲਾ
దండయాత్ర,ਹਮਲਾ
పెట్టుబడి,ਨਿਵੇਸ਼ ਕਰੋ
పెట్టుబడి,ਨਿਵੇਸ਼ ਕਰੋ
పెట్టుబడి,ਨਿਵੇਸ਼ ਕਰੋ
పెట్టుబడి,ਨਿਵੇਸ਼ ਕਰੋ
పెట్టుబడి,ਨਿਵੇਸ਼
పెట్టుబడి,ਨਿਵੇਸ਼
పెట్టుబడి,ਨਿਵੇਸ਼
పెట్టుబడి వేడుక,ਨਿਵੇਸ਼ ਸਮਾਰੋਹ
జాతీయతతో పెట్టుబడి పెట్టండి,ਕੌਮੀਅਤ ਦੇ ਨਾਲ ਨਿਵੇਸ਼ ਕਰੋ
ఇన్విన్సిబుల్ ఆర్మడ,ਅਜਿੱਤ ਆਰਮਾਡਾ
ఉల్లంఘన (రాష్ట్రం),ਅਸਹਿਣਸ਼ੀਲਤਾ (ਰਾਜ ਦੀ)
ఉల్లంఘించిన స్థితి,ਉਲੰਘਣਾ ਰਾਜ
అభేద్యమైన కోట,ਅਭੁੱਲ ਕਿਲ੍ਹਾ
ఇనుప యుగం,ਲੋਹੇ ਦੀ ਉਮਰ
ఇనుప తెర,ਲੋਹੇ ਦਾ ਪਰਦਾ
ఐరన్ గార్డ్,ਆਇਰਨ ਗਾਰਡ
ఇనుము రేషన్లు,ਲੋਹੇ ਦੇ ਰਾਸ਼ਨ
ఇనుప వైపులా,ਲੋਹੇ ਦੇ ਪਾਸੇ
ఇనుప చిట్కా బాణం,ਲੋਹੇ ਵਾਲਾ ਤੀਰ
ఇస్త్మియన్ ఆటలు,ਇਸਥਮੀਅਨ ਗੇਮਾਂ
జానిసరీ,ਜੈਨੀਸਰੀ
కాపలాదారు,ਦਰਬਾਨ
కాపలాదారు,ਦਰਬਾਨ
జావెలిన్,ਜੈਵਲਿਨ
జిమ్ క్రో చట్టాలు,ਜਿਮ ਕਰੋ ਕਾਨੂੰਨ
జింగో,ਜਿੰਗੋ
జింగో,ਜਿੰਗੋ
జింగో,ਜਿੰਗੋ
జింగోయిజం,ਜਿੰਗੋਇਜ਼ਮ
ఉమ్మడి చర్య,ਸਾਂਝੀ ਕਾਰਵਾਈ
ఉమ్మడి నియంత్రణ,ਸੰਯੁਕਤ ਕੰਟਰੋਲ
ఉమ్మడి ఆక్యుపెన్సీ,ਸੰਯੁਕਤ ਕਬਜ਼ਾ
జ్యూరీ,ਜਿਊਰੀ
కారణం మాత్రమే,ਹੁਣੇ ਹੀ ਕਾਰਨ
ఉంచండి,ਰੱਖੋ
ఆర్కైవ్స్ కీపర్,ਪੁਰਾਲੇਖ ਦੇ ਰੱਖਿਅਕ
కెటిల్-డ్రమ్,ਕੇਤਲੀ-ਡਰੰਮ
కీలక పదం,ਮੁੱਖ ਸ਼ਬਦ
రాజు,ਰਾਜਾ
రాజ్యం,ਰਾਜ
కింగ్లెట్,ਕਿੰਗਲੇਟ
కింగ్ మేకర్,ਕਿੰਗ ਮੇਕਰ
రాజ్యాధికారం,ਬਾਦਸ਼ਾਹਤ
రాజ్యాధికారం,ਬਾਦਸ਼ਾਹਤ
కిచెన్ క్యాబినెట్,ਰਸੋਈ ਦੀ ਕੈਬਨਿਟ
నైట్,ਨਾਈਟ
రాజ్యం,ਬਾਦਸ਼ਾਹਤ
కింగ్స్ హాస్పిటల్స్,ਕਿੰਗਹਟਸ ਹਸਪਤਾਲ ਵਾਲੇ
నైట్స్ ఆఫ్ సెయింట్ జాన్,ਸੇਂਟ ਜੌਨ ਦੇ ਨਾਈਟਸ
నైట్ టెంప్లర్,ਨਾਈਟ ਟੈਂਪਲਰ
కు క్లక్స్ క్లాన్ (KKK),Ku Klux Klan (KKK)
కుమింటాంగ్,ਕੁਮਿੰਟੰਗ
లౌకికత్వం,ਲੋਕਾਈ
లాన్స్,ਲਾਂਸ
లాన్సర్,ਲੈਂਸਰ
తరువాత గుప్తులు,ਬਾਅਦ ਵਿਚ ਗੁਪਤਾ
చట్టబద్ధమైన వారసుడు,ਕਾਨੂੰਨੀ ਵਾਰਸ
చట్టవిరుద్ధం (=అక్రమం),ਕੁਧਰਮ (=ਵਿਕਾਰ)
చట్టవిరుద్ధం (=అక్రమం),ਕੁਧਰਮ (=ਵਿਕਾਰ)
చట్ట ప్రభువులు,ਕਾਨੂੰਨ ਦੇ ਮਾਲਕ
భక్తి చట్టం,ਪਵਿੱਤਰਤਾ ਦਾ ਕਾਨੂੰਨ
దేశముల సమాహారం,ਰਾਸ਼ਟਰ ਦੀ ਲੀਗ
లెగసీ (=బిక్వెస్ట్),ਵਿਰਾਸਤ (= ਵਸੀਅਤ)
లెగసీ (=బిక్వెస్ట్),ਵਿਰਾਸਤ (= ਵਸੀਅਤ)
చట్టపరమైన వారసుడు,ਕਾਨੂੰਨੀ ਵਾਰਸ
చట్టబద్ధత,ਕਾਨੂੰਨੀ
చట్టబద్ధత,ਕਾਨੂੰਨੀ
చట్టబద్ధత,ਕਾਨੂੰਨੀ
లెజెండ్,ਦੰਤਕਥਾ
లెజెండ్,ਦੰਤਕਥਾ
లెజియన్,ਫੌਜ
లెజియన్,ਫੌਜ
లెజియన్ ఆఫ్ ఆనర్,ਲੀਜਨ ਆਫ਼ ਆਨਰ
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),Lese majesty (= Lese majeste)
తక్కువ రాష్ట్రాలు,ਘੱਟ ਰਾਜ
విశ్వసనీయత లేఖలు,ਭਰੋਸੇ ਦੇ ਪੱਤਰ
లీజ్-లార్డ్,ਲੀਗ-ਪ੍ਰਭੂ
లీజ్ మనిషి,ਲੀਗ ਆਦਮੀ
లీజ్ మనిషి,ਲੀਗ ਆਦਮੀ
జీవిత ఖైదు,ਉਮਰ ਕੈਦ
వంశం,ਵੰਸ਼
లిటిల్ ఇంగ్లాండు,ਲਿਟਲ ਇੰਗਲੈਂਡਰ
చిన్న వాహనం (=తక్కువ వాహనం),ਛੋਟਾ ਵਾਹਨ (= ਘੱਟ ਵਾਹਨ)
లిటోరల్ రాష్ట్రం,ਲਿਟੋਰਲ ਰਾਜ
ప్రార్ధనలు,ਲੀਟੁਰਜੀ
ప్రార్ధన,ਲਿਟੁਰਜੀ
స్థానిక విధేయత,ਸਥਾਨਕ ਵਫ਼ਾਦਾਰੀ
స్థానిక-స్వయం ప్రభుత్వం,ਸਥਾਨਕ-ਸਵੈ ਸਰਕਾਰ
సుదీర్ఘ పార్లమెంటు,ਲੰਬੀ ਸੰਸਦ
తక్కువ దేశాలు,ਨੀਵੇਂ ਦੇਸ਼
విశ్వాసపాత్రుడు,ਵਫ਼ਾਦਾਰ
విధేయత,ਵਫ਼ਾਦਾਰੀ
మాకియవెల్లియన్ విధానం,ਮੈਕਿਆਵੇਲੀਅਨ ਨੀਤੀ
మాగ్నా కార్టా,ਮੈਗਨਾ ਕਾਰਟਾ
మాగ్నమ్ కన్సిలియం,ਮੈਗਨਮ ਕਨਸਿਲੀਅਮ
మలం నిషేధం,ਮਲਮ ਮਨਾਹੀ
మాండమస్,ਮੰਦਾਮਸ
ఆదేశం,ਆਦੇਸ਼
"ఆదేశం, తరగతి &#39;A&#39;","ਹੁਕਮ, ਕਲਾਸ &#39;ਏ&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","ਹੁਕਮ, ਕਲਾਸ &#39;ਬੀ&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","ਹੁਕਮ, ਕਲਾਸ &#39;ਸੀ&#39;"
ఆదేశ వ్యవస్థ,ਆਦੇਸ਼ ਪ੍ਰਣਾਲੀ
తప్పనిసరి స్థితి,ਲਾਜ਼ਮੀ ਰਾਜ
మాంగోనెల్,ਮੰਗੋਨਲ
మేనిఫెస్టో,ਮੈਨੀਫੈਸਟੋ
యుక్తులు,ਚਾਲਾਂ
మ్యాన్ ఆఫ్ వార్,ਜੰਗ ਦਾ ਮਨੁੱਖ
మనోర్,ਮਨੋਰ
మనోర్,ਮਨੋਰ
మానవ శక్తి,ਮਨੁੱਖ-ਸ਼ਕਤੀ
మానవ శక్తి,ਮਨੁੱਖ-ਸ਼ਕਤੀ
మాన్యుమిషన్,ਮੈਨੂਮਿਸ਼ਨ
మనుమిత్,ਮਨੁਮਿਤ
మాన్యుస్క్రిప్ట్,ਹੱਥ-ਲਿਖਤ
మాన్యుస్క్రిప్ట్,ਹੱਥ-ਲਿਖਤ
మాన్యుస్క్రిప్ట్,ਹੱਥ-ਲਿਖਤ
మారౌడర్,ਲੁਟੇਰਾ
సముద్ర బెల్ట్,ਸਮੁੰਦਰੀ ਪੱਟੀ
సముద్ర నాగరికత,ਸਮੁੰਦਰੀ ਸਭਿਅਤਾ
సముద్ర జెండా,ਸਮੁੰਦਰੀ ਝੰਡਾ
సముద్ర శక్తులు,ਸਮੁੰਦਰੀ ਸ਼ਕਤੀਆਂ
సముద్ర సార్వభౌమాధికారం,ਸਮੁੰਦਰੀ ਪ੍ਰਭੂਸੱਤਾ
సముద్ర యుద్ధం,ਸਮੁੰਦਰੀ ਯੁੱਧ
మార్క్విస్,ਮਾਰਕੁਇਸ
మార్క్విసేట్,ਮਾਰਕਿਸੇਟ
మార్షల్ లా,ਮਾਰਸ਼ਲ ਲਾਅ
మార్షల్ రేసులు,ਮਾਰਸ਼ਲ ਦੌੜ
అమరవీరుడు,ਸ਼ਹੀਦ
నరమేధం,ਕਤਲੇਆਮ
మాస్ యుక్తి,ਚਾਲ ਦਾ ਪੁੰਜ
మాస్టర్-ఎట్-ఆర్మ్స్,ਮਾਸਟਰ-ਐਟ-ਆਰਮਸ
మాస్టర్ ఆఫ్ వేడుకలు,ਰਸਮਾਂ ਦਾ ਮਾਲਕ
ఇంటి యజమాని,ਘਰ ਦਾ ਮਾਲਕ
మాస్టర్ ఆఫ్ ది హార్స్,ਘੋੜੇ ਦਾ ਮਾਸਟਰ
మాస్టర్ ఆఫ్ ది రోల్స్,ਰੋਲਸ ਦੇ ਮਾਸਟਰ
మ్యాచ్,ਮੈਚ
మ్యాచ్,ਮੈਚ
అగ్గిపెట్టె,ਮੈਚਲਾਕ
వైవాహిక మైత్రి,ਵਿਆਹੁਤਾ ਗਠਜੋੜ
మధ్యధరా శక్తులు,ਮੈਡੀਟੇਰੀਅਨ ਸ਼ਕਤੀਆਂ
మెన్షెవిక్,ਮੇਨਸ਼ੇਵਿਕ
కిరాయి సైన్యం,ਭਾੜੇ ਦੀ ਫੌਜ
కిరాయి సైనికుడు,ਕਿਰਾਏਦਾਰ ਸਿਪਾਹੀ
వ్యాపారి,ਵਪਾਰੀ
మధ్య యుగాలు,ਵਿਚਕਾਰਲਾ ਯੁੱਗ
మధ్యప్రాచ్యం,ਮਧਿਅਪੂਰਵ
మధ్య మార్గము,ਮੱਧ ਬੀਤਣ
మధ్య మార్గం,ਮੱਧ ਮਾਰਗ
మధ్య మార్గం (=మిడిల్ కోర్సు),ਮੱਧ ਰਸਤਾ (= ਮੱਧ ਕੋਰਸ)
వలసదారు,ਪਰਵਾਸੀ
వలస,ਪਰਵਾਸ
వలస,ਪਰਵਾਸ
వలస,ਪਰਵਾਸ
మిలిటరిజం,ਮਿਲਟਰੀਵਾਦ
మిలిటరిజం,ਮਿਲਟਰੀਵਾਦ
మిలిటరిజం,ਮਿਲਟਰੀਵਾਦ
మిలిటరిజం,ਮਿਲਟਰੀਵਾਦ
మిలిటరిస్ట్,ਫੌਜੀ
మిలిటరిస్ట్,ਫੌਜੀ
సైనికీకరణ,ਫੌਜੀਕਰਨ
సైనికీకరణ,ਫੌਜੀਕਰਨ
సైనికీకరణ,ਫੌਜੀਕਰਨ
సైనిక వ్యూహకర్త (= వ్యూహకర్త),ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ)
సైనిక వ్యూహాలు (=వ్యూహాలు),ਫੌਜੀ ਰਣਨੀਤੀ (= ਰਣਨੀਤੀ)
మిలిషియా,ਮਿਲੀਸ਼ੀਆ
మిలిషియా,ਮਿਲੀਸ਼ੀਆ
దుష్పరిపాలన,ਕੁਸ਼ਾਸਨ
లింక్ లేదు,ਗੁੰਮ ਲਿੰਕ
మిషన్,ਮਿਸ਼ਨ
మిషన్,ਮਿਸ਼ਨ
మిషన్,ਮਿਸ਼ਨ
మిశ్రమ జాతి,ਮਿਸ਼ਰਤ ਦੌੜ
ఆధునిక చరిత్ర,ਆਧੁਨਿਕ ਇਤਿਹਾਸ
మోడ్స్ వీవెండి,ਵਿਧੀ ਵਿਵੇਂਡੀ
మోనాకిజం,ਮੋਨਾਚਿਜ਼ਮ
చక్రవర్తి,ਮੋਨਾਰਕ
చక్రవర్తి,ਮੋਨਾਰਕ
రాచరికం,ਰਾਜਸ਼ਾਹੀਵਾਦ
రాచరికం,ਰਾਜਸ਼ਾਹੀਵਾਦ
రాచరికవాది,ਰਾਜਸ਼ਾਹੀ
రాచరికం,ਰਾਜਸ਼ਾਹੀ
మఠం,ਮੱਠ
మఠం,ਮੱਠ
మఠం,ਮੱਠ
సన్యాసం,ਮੱਠਵਾਦ
సన్యాసం,ਮੱਠਵਾਦ
సన్యాసి,ਭਿਕਸ਼ੂ
మాతృదేశం,ਮਾਤਾ ਦੇਸ਼
మాతృభూమి,ਮਾਤ ਭੂਮੀ
పార్లమెంటుల తల్లి,ਸੰਸਦਾਂ ਦੀ ਮਾਂ
ముక్రాకర్స్,ਮੁਕਰਕਰਸ
మమ్మీ,ਮੰਮੀ
మ్యూజియం,ਅਜਾਇਬ ਘਰ
మస్కెట్,ਮਸਕਟ
మస్కటీర్,ਮਸਕਟੀਅਰ
మస్కెట్రీ,ਮਸਕੈਟਰੀ
మస్కెట్రీ,ਮਸਕੈਟਰੀ
మస్టర్ మాస్టర్,ਮਾਸਟਰ ਮਾਸਟਰ
మస్టర్-రోల్,ਮਸਟਰ-ਰੋਲ
మస్టర్-రోల్,ਮਸਟਰ-ਰੋਲ
తిరుగుబాటు,ਬਗਾਵਤ
తిరుగుబాటు చట్టం,ਬਗਾਵਤ ਐਕਟ
మిస్టరీ షిప్,ਰਹੱਸਮਈ ਜਹਾਜ਼
కథనం,ਬਿਰਤਾਂਤ
దేశం,ਕੌਮ
స్థానికుడు,ਮੂਲ
స్థానిక రాష్ట్రం,ਮੂਲ ਰਾਜ
సహజత్వం,ਕੁਦਰਤਵਾਦ
సహజ హక్కులు,ਕੁਦਰਤੀ ਅਧਿਕਾਰ
నాజీ,ਨਾਜ਼ੀ
నాజీ విప్లవం,ਨਾਜ਼ੀ ਇਨਕਲਾਬ
నాజీయిజం,ਨਾਜ਼ੀਵਾਦ
తూర్పు సమీపంలో,ਪੂਰਬ ਦੇ ਨੇੜੇ
నీగ్రో,ਨੀਗਰੋ
నీగ్రోఫిల్,ਨੇਗਰੋਫਿਲ
నీగ్రోఫిలిజం,ਨੇਗਰੋਫਿਲਿਜ਼ਮ
నీగ్రోఫోబియా,ਨੇਗਰੋਫੋਬੀਆ
తటస్థ,ਨਿਰਪੱਖ
తటస్థ దేశం,ਨਿਰਪੱਖ ਦੇਸ਼
నూతన ఒప్పందం,ਨਵੀਂ ਡੀਲ
కొత్త ప్రపంచం,ਨਵੀਂ ਦੁਨੀਆਂ
ప్రభువు,ਕੁਲੀਨਤਾ
కీర్తిగల,ਨੇਕ
కీర్తిగల,ਨੇਕ
సంచార జాతులు,ਨਾਮਵਰ
సంచార గుంపు,ਖਾਨਾਬਦੋਸ਼ ਭੀੜ
సంచారము,ਖਾਨਾਬਦੋਸ਼
దురాక్రమణ రహిత ఒప్పందం,ਗੈਰ-ਹਮਲਾਵਰ ਸਮਝੌਤਾ
దురాక్రమణ రహిత ఒప్పందం,ਗੈਰ-ਹਮਲਾਵਰ ਸੰਧੀ
యుద్ధం చేయని రాష్ట్రం,ਗੈਰ ਜੁਝਾਰੂ ਰਾਜ
నాన్-కో-ఆపరేషన్,ਅਸਹਿਯੋਗ
సహాయ నిరాకరణ ఉద్యమం,ਅਸਹਿਯੋਗ ਅੰਦੋਲਨ
ఎదురుగా,ਉਲਟ
ఎదురుగా,ਉਲਟ
ఓక్లోక్రసీ (=మొబోక్రసీ),ਲੋਕਤੰਤਰ (=ਲੋਕਸ਼ਾਹੀ)
ఓక్లోక్రాట్,ਓਕਲੋਕ੍ਰੇਟ
అధికారిక పత్రం,ਅਧਿਕਾਰਤ ਦਸਤਾਵੇਜ਼
పాత ప్రపంచం,ਪੁਰਾਣੀ ਦੁਨੀਆਂ
ఒలిగార్కీ,ਕੁਲੀਨਤਾ
దాడి,ਹਮਲਾ
బహిరంగ చర్చలు,ਖੁੱਲ੍ਹੀ ਗੱਲਬਾਤ
ఓపెన్ ప్రశ్న,ਖੁੱਲ੍ਹਾ ਸਵਾਲ
రికార్డులను తెరవండి,ਰਿਕਾਰਡ ਖੋਲ੍ਹੋ
ఓరియంట్,ਪੂਰਬੀ
ఓరియంటలిజం,ਪੂਰਬੀਵਾਦ
ఓరియంటలిజం,ਪੂਰਬੀਵਾਦ
ఓరియంటలిస్ట్,ਪੂਰਬੀ
మూలం,ਮੂਲ
మూలం,ਮੂਲ
ఆర్థోగ్రఫీ,ਆਰਥੋਗ੍ਰਾਫੀ
శత్రుత్వాలు చెలరేగడం,ਦੁਸ਼ਮਣੀ ਦਾ ਪ੍ਰਕੋਪ
అవుట్-పోస్ట్,ਆਊਟ-ਪੋਸਟ
పైగా ప్రభువు,ਅਪਰ-ਪ੍ਰਭੂ
ఓవర్ రైడ్,ਓਵਰ-ਰਾਈਡ
ఓవర్ రైడ్,ਓਵਰ-ਰਾਈਡ
పాగన్,ਮੂਰਤੀ
పాగన్,ਮੂਰਤੀ
పాగనిజం,ਮੂਰਤੀਵਾਦ
పాగనిజం,ਮੂਰਤੀਵਾਦ
పగోడా,ਪਗੋਡਾ
పగోడా,ਪਗੋਡਾ
పగోడా,ਪਗੋਡਾ
ప్యాలెస్ కుట్రలు,ਮਹਿਲ ਸਾਜ਼ਿਸ਼ਾਂ
పాలటినేట్,ਪੈਲੇਟਿਨੇਟ
తాటి ఆకు,ਤਾੜ-ਪੱਤੀ
పామ్ ఆదివారం,ਪਾਮ ਐਤਵਾਰ
పానెజిరిస్ట్,ਪੈਨੇਗਰਿਸਟ
భయాందోళనలు,ਘਬਰਾਹਟ
భయాందోళనలు,ਘਬਰਾਹਟ
భయాందోళనలు కలిగించేవాడు,ਘਬਰਾਉਣ ਵਾਲਾ
పాపసీ,ਪੋਪਸੀ
పాపసీ,ਪੋਪਸੀ
పాపసీ,ਪੋਪਸੀ
పాపసీ,ਪੋਪਸੀ
పాపల్ ఎద్దు,ਪਾਪਲ ਬਲਦ
పాపాలిజం,ਪੋਪਵਾਦ
పాపాలిజం,ਪੋਪਵਾਦ
పాపాలిస్ట్,ਪੋਪਵਾਦੀ
పాపల్ రాష్ట్రం,ਪੋਪ ਰਾਜ
పాపిజం (=పాపిస్ట్రీ),ਪੈਪਿਜ਼ਮ (=ਪੈਪਿਸਟ੍ਰੀ)
పాపిస్ట్,ਪਾਪੀ
పాపిరస్,ਪਪਾਇਰਸ
ఉపమానం,ਦ੍ਰਿਸ਼ਟਾਂਤ
పారామౌంట్,ਸਰਬੋਤਮ
పారామౌంట్సీ (=పారామౌంట్ పవర్),ਸਰਵਉੱਚਤਾ (=ਸਰਵ ਸ਼ਕਤੀ)
పారామౌంట్ లేడీ,ਸਰਬੋਤਮ ਇਸਤਰੀ
పరమ ప్రభువు,ਪਰਮ-ਪ੍ਰਭੂ
పార్చ్మెంట్,ਪਰਚਮ
పార్చ్మెంట్,ਪਰਚਮ
పార్చ్మెంట్,ਪਰਚਮ
క్షమించు,ਮਾਫ਼ ਕਰਨਾ
పార్లేస్,ਪਾਰਲੇ
పార్లేస్,ਪਾਰਲੇ
పార్లమెంట్ (=పార్లమెంట్),ਸੰਸਦ (=ਸੰਸਦ)
పార్లమెంట్,ਸੰਸਦ
పార్లమెంట్,ਸੰਸਦ
పార్లమెంట్,ਸੰਸਦ
పార్లమెంట్ చట్టం,ਸੰਸਦ ਐਕਟ
పార్లమెంటేరియన్,ਸੰਸਦ ਮੈਂਬਰ
పార్లమెంటేరియన్,ਸੰਸਦ ਮੈਂਬਰ
పార్లమెంటరీ ఏజెంట్,ਸੰਸਦੀ ਏਜੰਟ
పార్నెలిజం,ਪਾਰਨੇਲਿਜ਼ਮ
పెరోల్,ਪੈਰੋਲ
పెరోల్,ਪੈਰੋਲ
పారిసిడ్,ਪੈਰੀਸਾਈਡ
పారిసిడ్,ਪੈਰੀਸਾਈਡ
పక్షపాతం,ਪੱਖਪਾਤੀ
పక్షపాతం,ਪੱਖਪਾਤੀ
పక్షపాతం,ਪੱਖਪਾਤੀ
పాస్,ਪਾਸ
పాస్ వర్డ్ (=వాచ్ వర్డ్),ਪਾਸ ਸ਼ਬਦ (= ਵਾਚ ਸ਼ਬਦ)
జాతిపిత,ਪਤਿਤ
పితృదేవతలు,ਪਤਿਤ
పాట్రిషియన్,ਪੈਟਰੀਸ਼ੀਅਨ
పితృస్వామ్యం,ਪਤਿਤ
పాక్స్ బ్రిటానికా,ਪੈਕਸ ਬ੍ਰਿਟੈਨਿਕਾ
పాక్స్ రొమానా,ਪੈਕਸ ਰੋਮਾਣਾ
పూర్వీకుల నుండి వంశక్రమము,ਵੰਸ਼
పూర్వీకుల నుండి వంశక్రమము,ਵੰਸ਼
వంశపారంపర్య వ్యక్తి,ਵੰਸ਼ ਪ੍ਰਾਪਤ ਵਿਅਕਤੀ
పీర్,ਪੀਰ
పీర్,ਪੀਰ
పీరేజ్,ਪੀਰੇਜ
పీరేజ్,ਪੀਰੇਜ
పీరేజ్,ਪੀਰੇਜ
ఐర్లాండ్ సహచరులు,ਆਇਰਲੈਂਡ ਦੇ ਹਾਣੀ
స్కాట్లాండ్ సహచరులు,ਸਕਾਟਲੈਂਡ ਦੇ ਹਾਣੀ
పెనిన్సులర్ ప్రచారం,ਪ੍ਰਾਇਦੀਪ ਦੀ ਮੁਹਿੰਮ
ద్వీపకల్ప యుద్ధం,ਪ੍ਰਾਇਦੀਪ ਯੁੱਧ
పెన్నెంట్,ਪੈਨੈਂਟ
పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్),ਲੋਕ ਚਾਰਟਰ (=ਰਾਸ਼ਟਰੀ ਚਾਰਟਰ)
పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్),ਲੋਕਾਂ ਦਾ ਮੋਰਚਾ (= ਪ੍ਰਸਿੱਧ ਫਰੰਟ)
అపవిత్రత,ਧੋਖਾਧੜੀ
కాలం,ਮਿਆਦ
కాలం,ਮਿਆਦ
పెరిఫెరీ,ਪਰੀਫੇਰੀ
శాశ్వత పరిష్కారం,ਸਥਾਈ ਬੰਦੋਬਸਤ
శాశ్వత ఫైఫ్,ਸਦੀਵੀ ਜਾਗੀਰ
ఫాలాంక్స్,ਫਾਲੈਂਕਸ
ఫాలాంక్స్,ਫਲੈਂਕਸ
ఫారో,ਫਰੌਨ
పిక్టోగ్రామ్,ਪਿਕਟੋਗ੍ਰਾਮ
పిక్టోగ్రాఫ్,ਪਿਕਟੋਗ੍ਰਾਫ
పిక్టోగ్రాఫ్,ਪਿਕਟੋਗ੍ਰਾਫ
యాత్రికుడు,ਤੀਰਥ
యాత్రికుల తండ్రులు,ਸ਼ਰਧਾਲੂ ਪਿਤਾ
దోపిడీ,ਲੁੱਟ
దోపిడీ,ਲੁੱਟ
పిల్లర్,ਥੰਮ੍ਹ
స్తంభ శాసనాలు (అశోకుని),ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ)
స్తంభ శాసనాలు (అశోకుని),ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ)
స్తంభ శాసనాలు (అశోకుని),ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ)
పైరేట్,ਸਮੁੰਦਰੀ ਡਾਕੂ
పైరేట్,ਸਮੁੰਦਰੀ ਡਾਕੂ
పిచ్ యుద్ధం,ਖੜੀ ਲੜਾਈ
ప్లాట్లు,ਪਲਾਟ
పోలిస్,ਪੋਲਿਸ
పోలిస్,ਪੋਲਿਸ
రాజనీతిజ్ఞుడు,ਰਾਜਨੀਤਿਕ
రాజకీయ ఏజెంట్,ਸਿਆਸੀ ਏਜੰਟ
రాజకీయ ఆశ్రయం,ਸਿਆਸੀ ਸ਼ਰਨ
రాజకీయ నివాసి,ਰਾਜਨੀਤਿਕ ਨਿਵਾਸੀ
రాజకీయ ఉగ్రవాదం,ਸਿਆਸੀ ਅੱਤਵਾਦ
ఎన్నికల పన్ను,ਪੋਲ ਟੈਕਸ
పాంటూన్,ਪੋਂਟੂਨ
ప్రీమియర్,ਪ੍ਰੀਮੀਅਰ
ప్రీమియర్,ਪ੍ਰੀਮੀਅਰ
ప్రీమియర్‌షిప్,ਪ੍ਰੀਮੀਅਰਸ਼ਿਪ
ప్రెసిడెన్సీ,ਪ੍ਰਧਾਨਗੀ
ప్రెసిడెన్సీ,ਪ੍ਰਧਾਨਗੀ
అధ్యక్షుడు,ਪ੍ਰਧਾਨ
అధ్యక్షుడు,ਪ੍ਰਧਾਨ
ప్రెసిడియం,ਪ੍ਰਧਾਨਗੀ ਮੰਡਲ
ప్రధాన మంత్రి,ਪ੍ਰਧਾਨ ਮੰਤਰੀ
ప్రిమోజెనిచర్,ਪ੍ਰਿਮੋਜਨੀਚਰ
యువరాజు,ਪ੍ਰਿੰ
యువరాజు,ਪ੍ਰਿੰ
ప్రిన్స్ బిషప్,ਪ੍ਰਿੰਸ ਬਿਸ਼ਪ
ప్రిన్స్ కన్సార్ట్,ਪ੍ਰਿੰਸ ਕੰਸੋਰਟ
ప్రిన్స్ రీజెంట్,ਪ੍ਰਿੰਸ ਰੀਜੈਂਟ
పిన్స్ రెగ్నెంట్,ਪਿੰਸ ਰੀਗਨੈਂਟ
ప్రిన్సెస్ రీజెంట్,ਰਾਜਕੁਮਾਰੀ ਰੀਜੈਂਟ
ప్రిన్సెస్ రాయల్,ਰਾਜਕੁਮਾਰੀ ਰਾਇਲ
ప్రిన్సిపాలిటీ,ਰਿਆਸਤ
ప్రిన్సిపాలిటీ,ਰਿਆਸਤ
ప్రిన్సిపాలిటీ,ਰਿਆਸਤ
బహుమతి,ਇਨਾਮ
బహుమతి,ਇਨਾਮ
నగదు బహుమతి,ਇਨਾਮੀ ਰਕਮ
వృత్తిపరమైన సైనికుడు,ਪੇਸ਼ੇਵਰ ਸਿਪਾਹੀ
ప్రామిస్,ਵਾਅਦਾ
ప్రమోన్టరీ కోట,ਪ੍ਰੋਮੋਨਟਰੀ ਕਿਲਾ
రక్షించు,ਰੱਖਿਅਕ
రక్షించు,ਰੱਖਿਅਕ
రక్షించు,ਰੱਖਿਅਕ
ఆశ్రితుడు,ਪ੍ਰੋਟੇਜ
