Punjabi,Odiya
ਜੀਨੋਟਾਈਪ,ଜେନେଟାଇପ୍
ਜੀਨਸ,ଜେନସ୍
ਜੀਨਸ,ଜେନସ୍
ਕੀਟਾਣੂ,ଜୀବାଣୁ
ਗਠੀਏ,ଜୀବାଣୁ
ਉਗ,ଅଦମାରଣ
Germpelsm,Germplasm
ਗਿਬਬੇਰੀਕਲਿਕ ਐਸਿਡ,ଗିବବର୍ଗିକ୍ ଏସିଡ୍ |
ਗਿਲਿੰਗ,ଗିନିଂ
Glumue,ଲ୍ୟୁମର
ਸ਼ਾਨਦਾਰ,ଗ୍ଲାଉଟିନିୟସ୍ |
ਗਲਾਈਕੋਲਸਿਸ,ଗ୍ଲାଇକୋଲିସିସ୍ |
ਗਲੇਸ,Gneass
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ
ਗਰੇਡਿੰਗ,ଗ୍ରେଡିଂ
ਗ੍ਰੈਫਟਡ ਪੌਦਾ,ଗ୍ରାଫ୍ଟିତ ଉଦ୍ଭିଦ |
ਭ੍ਰਿਸ਼ਟਾਚਾਰ-ਅਨੁਕੂਲ,ଗ୍ରାଫ୍ଟ-ଅସଙ୍ଗତ |
ਗ੍ਰਾਨਾ,ଗ୍ରାନା |
ਗ੍ਰੈਨੂਲੇਸ਼ਨ,ଗ୍ରାନୁଲେସନ୍
ਹਰੀ ਖਾਦ,ସବୁଜ ଖତ
ਹਰੀ ਕ੍ਰਾਂਤੀ,ସବୁଜ ବିପ୍ଳବ
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ |
ਗਮਮੋਸਿਸ,ଗୁମ୍ବୋସ୍
Gynovioleive,ନଦୂତର
ਗੈਲ ਗਿਰੀ,ଗଲ୍ ବାଦାମ |
ਲਸਣ,ରସୁଣ |
ਗਰਬੀਰਾ,ଅହବେରା |
Gherkin,ଘର୍ନ୍କିନ୍ |
ਅਦਰਕ,ଅଦା
ਗਲੇਡੀਓਲਸ,ଗୁଗାଓସସ୍ |
ਬਕਰੀ ਬੂਟੀ (ਏਜਰਾਥਮ),ଛେଳି ତୃଣକ (ଏଗ୍ରାଟମ୍)
ਚਕੋਤਰਾ,ଅଙ୍ଗୁର ଫଳ
ਅੰਗੂਰ,ଅଙ୍ଗୁର
ਹਰੀ ਗ੍ਰਾਮ,ସବୁଜ ଗ୍ରାମ
ਗ੍ਰੇਵੀਆ,Grewia
ਗਰਾਉਂਡ,ଭୂମିରେ
ਹਰੂਦ,ଗୁଆବା
ਗਿੰਨੀ ਘਾਹ,ଗିନି ଘାସ
ਗੈਲ ਮਿਜ,ଗାଲ୍ ମିଜ୍ |
ਘਾਹ ਹੌਪਰ,ଘାସ ହପର୍ |
ਗੁੰਡ ਦਾ ਬੱਗ,ଗୁଣ୍ଡିନ୍ ବଗ୍ |
ਆਦਤ,ଅଭ୍ୟାସ
ਗੜੇ,କୁଆପଥର
ਵਾਲਾਂ ਵਾਲੇ,ହେୟାରସିଭେଚ୍ |
ਹੈਲੋਫਾਈਟ,ହାଲଫିଟେଟ୍
ਹੈਰੋ,ହାରୋ
ਵਾ vest ੀ ਦਾ ਇੰਡੈਕਸ,ଅମଳ ସୂଚକାଙ୍କ |
ਵਾਢੀ,ଅମଳ
ਕਟਾਈ,ଅମଳ
ਹੈਚ,ହ୍ୟାଚ୍
ਸੁੱਕਾ ਘਾਹ,ଘାସ
ਹੇਲੇਜ,ହେଲିଜ୍ |
ਹਾਇਸਟੌਕ,ହେସ୍ଟକ୍
ਹੇਜ਼,କୁହୁଡି
ਹੁਸ਼ੀ,ଦୁର୍ବଳ
ਸਿਰ (ਐਗਰੋ),ମୁଣ୍ଡ (ଆଗ୍ରୋ)
ਸਿਰ (ਚੈਨਲ ਦਾ),ମୁଣ୍ଡ (ଚ୍ୟାନେଲର)
ਵਾਪਸ ਜਾ ਰਿਹਾ ਹੈ,ହେଡିଙ୍ଗ୍
ਹੇਜ,ହେଜ୍
ਹੇਜਿੰਗ,ହେଡିଙ୍ଗ୍
ਹੇਲਿਕਸ,ହେଲିକ୍ସ |
ਹੇਮੇਟਾਈਟ,ହେମାଟାଇଟ୍
ਹਰਬ,B ଷଧ
ਹਰਬਰਿਅਮ,ହର୍ବରିୟମ୍ |
ਹਰਬੀਸਾਈਡ,B ଷଧୀୟ
ਧਾਰਕ,ବଂଶାନୁକ୍ରମିକ
ਇਸ ਨੂੰ,ପରବର୍ତ୍ତୀ ସମୟରେ ଚୟନର ଯୋଗ୍ୟତା |
ਹਰਮਫ੍ਰੋਡਾਈਟ,His ହେମାଫ୍ରୋଡାଇଟ୍ |
ਹੇਟਰੋਕ੍ਰੋਮੋਮੇਟਿਕ,ହେଟେରକୋମେଟିକ୍ |
ਹੇਟਰੋਫਰੀਕਰਨ,ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |
ਹੇਟਰੋਸਿਸ,ହେଟେରୋସିସ୍ |
ਹੇਟਰੋਸੋਮ,ହେଟେରୋସ୍କୋମ୍
ਹੇਟਰੋਟ੍ਰੋਫ,ହେଟେରୋଟ୍ରୋଫ୍ |
ਹੇਕਸਾਪਲਾਈਡ,Hexaploid
ਹਾਈਬਰਨੇਟ,ହାଇବରନେଟ୍ |
ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ,ଉଚ୍ଚ ଘନତା ଲଗାଇବା |
ਪਹਾੜੀ (ਚਾਵਲ),ପାହାଡ (ଚାଉଳ)
ਹਿਸਟੋਗ੍ਰਾਮ,ହିଷ୍ଟୋଗ୍ରାମ୍
ਹਿਟਚ ਬਾਗਬਾਨੀ,ହାଇଟେକ୍ ହଳିକତା |
ਛਪਾਕੀ,ଗୁପ୍ତ
ਹੋਇਿੰਗ,ହୋଙ୍ଗ
ਹੋਲਡਿੰਗ,ଧରି ରଖିବା
ਘਰ ਫਾਰਮ,ଘର ଫାର୍ମ |
ਹੋਮਸੋਸਟਾਸਿਸ,ହୋମେଓଷ୍ଟାସାସାସୀ
ਹੋਮਸਸਟੇਡ,ହୋମଷ୍ଟେଡ୍ |
ਹੋਮਜਿਗੈਨਿਟੀ,ସମଲିଙ୍ଗୀତା |
ਇਕੋ,ସମଲିଙ୍ଗୀ
ਹੋਮੋਗਸ,ସମ୍ବାଦ
ਹੋਮੋਜ਼ੀਗੋਟ,ସୋମବରଗୋଟେଗୋଟ୍ |
ਹੌਪਰ,ହପର୍
ਹਰੀਜੋਨ,ରାଶି
ਬਾਗਬਾਨੀ ਫਸਲਾਂ,ଉଦ୍ୟାନ କୃଷି ଫସଲ |
ਬਾਗਬਾਨੀ,ଉଦ୍ୟାନ କୃଷି
ਹਾਰਟੀ-ਸਿਲਵੀ ਪੇਸਟੋਰਲ ਫਾਰਮਿੰਗ,ହୋର୍ଟି-ସିଲଭି ପେଷ୍ଟୁରାଲ୍ ଚାଷ ​​|
ਹੋਸਟ,ହୋଷ୍ଟ
ਗਰਮ ਪਾਣੀ ਦਾ ਇਲਾਜ,ଗରମ ପାଣି ଚିକିତ୍ସା |
ਹੌਲ,ହଲ୍
ਨਮੀ,ଆର୍ଦ୍ରତା
Humus,ହ୍ୟୁମସ୍
ਭੁੱਕੀ,ହସ୍
ਹੁਸਕ,ହ୍ୱକର୍
ਹਸਤਾਖਰ,ହସିଂ
ਹਾਈਬ੍ਰਿਡ,ହାଇବ୍ରିଡ୍ |
ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,ହାଇବ୍ରିଡାଇଜେସନ୍ |
ਹਾਈਡਰੇਸ਼ਨ,ହାଇଡ୍ରେସନ୍
ਹਾਈਡ੍ਰੋਲੋਜੀ,ହାଇଡ୍ରୋଲୋଜି
ਹਾਈਡ੍ਰੋਲਾਇਸਿਸ,ହାଇଡ୍ରୋଲାଇସିସ୍
ਹਾਈਡ੍ਰੋਮੀਟਰ,ହାଇଡ୍ରୋମିଟର |
ਹਾਈਡ੍ਰੋਫਿਲਸ,ହାଇଡ୍ରୋଫିଲୋସ୍
ਹਾਈਡ੍ਰੋਪੋਨਿਕ,ହାଇଡ୍ରୋପୋନିକ୍ସ |
ਹਾਈਡ੍ਰੋਸਫਾਇਰ,ହାଇଡ୍ରୋସଫେରର୍ |
ਹਾਈਡ੍ਰੋਸਕੋਪਿਕਿਟੀ,ହାଇଡ୍ରୋସ୍କୋପିଟି |
ਹਾਈਪਰਪਰੇਸਾਈਟ,ହାଇପରପେରାସାଇଟ୍ |
ਹਾਈਪਰਪਲਸੀਆ,ହାଇପରପ୍ସିଆ
ਹਾਈਫਾ,ହାଇଫା
ਹਾਈਪੋਕੋਟੀਲ,କପଟୋଟଲ୍
ਕਲਪਨਾ,ଶୁଳୋପାସିସ୍ |
ਹਿਸਟਰੇਸਿਸ (ਪਾਣੀ),ହିଷ୍ଟେରେସିସ୍ (ଜଳ)
ਹੇਜ਼ਲ ਗਿਰੀ,ହାଜେଲ ବାଦାମ
ਭੰਗ,ହେମ୍ପ
ਹੈਨਬੇਨ,ହେନବାନ୍ |
ਮਹਿੰਦਾ,ହେନ୍ନା
ਹਿਬਿਸਕਸ,ହାଇବିସ୍କସ୍ |
ਹੌਪ,ହପ୍
ਘੋੜਾ ਗ੍ਰਾਮ,ଘୋଡା ଗ୍ରାମ |
ਘੋੜਾ-ਅੱਖ-ਬੀਨ,ଘୋଡା ଚକ୍ଷୁ-ବିନ୍ |
ਮਧੂ ਮੱਖੀ,ମହୁ ମାଛି
ਹੌਪਰ,ହପର୍
ਬਾਗਬਾਨੀ,ହାର୍ଟିସୁରିଷ୍ଟ |
ਹਾਈਡ੍ਰੋਲੋਜਿਸਟ,ଜଳ
ਸਥਿਤੀ ਵਿੱਚ,ପରିସ୍ଥିତି ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ ରେ |
ਵਿਟਰੋ ਵਿੱਚ,ଭିଟ୍ରୋରେ |
ਵੀਵੋ ਵਿਚ,ଭିଭୋରେ
ਅੰਨ੍ਹੇਵਾਹ,ଅଜ୍ଞାତ
ਕੀੜੇ,କୀଟ
ਕੀੜੇ ਪੈੱਸਟ,କୀଟପତଙ୍ଗ ପୋକ
ਥੀਏਟਰ,କୀଟରୀ
ਕੀਟਨਾਸ਼ਕਾਂ,କୀଟନାଶକ
ਕੀਟਨਾਸ਼ਕ,କୀଟନାଶକ
ਇਨਸੋਲੇਸ਼ਨ,ନିନ୍ଦା
ਘੁਲਣਸ਼ੀਲ,ଅପିସ୍ମରଣୀ
ਇੰਸਟਾਰ (ਕੀੜੇ),ଇନଷ୍ଟାର (କୀଟ)
ਇਨਸੂਲੇਟਰ,ଇନସୁଲେଟର |
ਏਕੀਕ੍ਰਿਤ ਬਿਮਾਰੀ ਪ੍ਰਬੰਧਨ,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ରୋଗ ପରିଚାଳନା
ਏਕੀਕ੍ਰਿਤ ਪੋਸ਼ਕ ਪ੍ਰਬੰਧਨ,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପୁଷ୍ଟିକର ପରିଚାଳନା
ਏਕੀਕ੍ਰਿਤ ਕੀੜੇ ਪ੍ਰਬੰਧਨ,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପେଷ୍ଟ ପରିଚାଳନା
ਤੀਬਰਤਾ,ତୀବ୍ରତା
ਤੀਬਰ,ତୀବ୍ର
ਇੰਟਰਕ੍ਰਾਪ,ଇଣ୍ଟରକ୍ରପ୍
ਅੰਤਰਾਲ (ਅੰਤਰਾਲ),ଇଣ୍ଟରକେଟିଭେସନ୍ (ଇଣ୍ଟରକଲ୍ଟର)
ਦਿਲਚਸਪੀ,ଆଗ୍ରହ
ਇੰਟਰਨਿਓ,ଆଭେଜର |
ਅੰਤਰਾਪਾ (ਸੈੱਲ ਡਿਵੀਜ਼ਨ),ଇଣ୍ଟରଫାଜ୍ (କକ୍ଷ ବିଭାଗ)
ਇੰਟਰਪੋਲੇਸ਼ਨ,ଇଣ୍ଟରପୋଲେସନ୍
ਅੰਤਰ-ਨਿਰਜੀਵ,ଇଣ୍ଟର-ଷ୍ଟେରାଇଲ୍ |
ਵਸਤੂ ਸੂਚੀ,ଭଣ୍ଡାର
ਉਲਟਾ,ଓଲଟା |
ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ,ଜଡିତ
ਆਇਨ,ଆୟନ
ਇਰੈਡੀਏਸ਼ਨ,ବିକଶିତତା |
ਸਿੰਜਾਈ,ଜଳସେଚନ
ਆਈਸੋ ਐਲੇਲਸ,ISO ସା elles େଲାଲ |
ISO ਉਤਪਾਦ ਕਰਵ,ISO ଉତ୍ପାଦ ବକ୍ର |
ਆਈਸੋਬਾਰ,ଆଇସୋ ବାର୍ |
ਆਈਸੋਗੈਮ,ଆଇସୋଗାମି |
ਇਕੱਲਤਾ ਦੂਰੀ,ବିଚ୍ଛିନ୍ନତା ଦୂରତା |
ਆਈਸੋਪਲੋਇਡ,Isploid
ਇਕੱਲਤਾ,Isoquat
ਆਈਸੋਟੋਪ,ଇସୋଟୋପ୍
ਭਾਰਤੀ ਬੁਰਸ਼,ଭାରତୀୟ ବିରଞ୍ଚ |
ਭਾਰਤੀ ਨੀਲਾ ਪਾਈਨ,ଭାରତୀୟ ନୀଳ ପାଇନ୍ |
ਭਾਰਤੀ ਚੈਰੀ,ଭାରତୀୟ ଚେରି |
ਭਾਰਤੀ ਜੂਨੀਪਰ,ଭାରତୀୟ ଜୁନିପର |
ਭਾਰਤੀ ਕੀੋ ਟ੍ਰੀ,ଭାରତୀୟ କୋନୋ ଗଛ |
ਭਾਰਤੀ ਲੜੀ ਦਾ ਰੁੱਖ,ଇଣ୍ଡିଆନ୍ ଆର୍ଥିକ ଗଛ |
ਇੰਡੀਅਨ ਮੈਡਡਰ,ଭାରତୀୟ ମାଡଡରର
ਇੰਡੀਅਨ ਮੈਡਲਰ,ଭାରତୀୟ ମାଡଲର |
ਇੰਡੀਅਨ ਪੋਡੋ ਫਾਈਲਮ,ଇଣ୍ଡିଆନ୍ ପୋଡା ଫାଇଲମ୍ |
ਇੰਡੀਗੋ,ଇଗିଗୋ |
ਇਤਾਲਵੀ ਬਾਦਾ,ଇଟାଲୀ ମିଲେଟ |
ਆਈਵਰੀ ਟ੍ਰੀ,ହାତୀ ଦାନ୍ତ
Ivy ਗੌਡ / ਛੋਟਾ ਬਾਰੀਰਡ,ଆଇଭି ଗୋଡ / ଛୋଟ ଗୋରୁକ |
Jaggery,ଜାଗର
ਜੌਂਕਾ ਚਾਵਲ,ଜାପିକା ଚାଉଳ
ਜੱਸੇ,ଜାସିଡ୍ |
ਜਾਵਾਨਿਕਾ ਰਾਈਸ,ଜାନବାନୀ ଚାଉଳ |
ਜੇਲਿੰਗ,ଅଳଙ୍କାର
ਜੇਹਮ ਕਾਸ਼ਤ,Jhum ଚାଷ
ਜੰਜਾਈ,ଜମ୍ପ୍ ଜିନ୍
ਜੰਕ ਡੀ ਐਨ ਏ,ଜଙ୍କ ଡିନା |
ਜੁਵੇਨਾਈਲ ਪੜਾਅ,ନାବାଳକ ଚେଜ୍ |
ਜਾਬਾੰਡਾ,ଜାକରଣ୍ଡା |
ਜੈਕਫਰੂਟ,Jackfruit
ਜੰਜਾ,ଜାମୁନ୍ |
ਜੈਸਮੀਨ,ଜସ୍ମିନ୍ |
ਜਤਤੀ ਖਤੀ,ଜାଟୀ ଖାଟ୍ଟି |
ਜੱਟਟਰੋਫਾ,ଜାଟ୍ରୋଫା |
ਜੱਟ,ଜଟ୍ର
ਜੱਸੇਜ਼,Jassids
ਕੂਲਿਨ,କୋଲିନ୍ |
ਕਾਓਲਿਨਾਈਟ,କୋଲିନାଇଟ୍
ਕਾਓਲਿਨਾਈਟ,କୋଲିନାଇଟ୍
ਕੈਰੀਨਚਯਮਾ,କରୀଚିମା |
ਕੈਰੀਓਡਮਾ,ନିକ୍
ਕੈਰੀਗਮੀ,Karogamy
ਕੈਰੀਓਗ੍ਰਾਮ (ਆਈਡੀਓਸ਼ਨ),Karogargram (idigromm)
ਕਰੈਕਿਨੇਸਿਸ,କାରୁକୋକିନାସ୍
ਕੈਰੀਓਲੋਜੀ,ଖାରିଓଲୋଜି |
Karyoolysis,କାରିଓଲାଇସିସ୍
ਕੈਰੀਓਨ,କିଲୋନ
ਕੈਰੀਓਟਾਈਪ,କାରିଓଟାଇପ୍
ਕੈੱਲਪ (ਐਲਗੀ),Kelp (algae)
ਕੈਲਵਿਨ ਚੱਕਰ,କେଲଭିନ ଚକ୍ର |
ਕੇਟਿਨ,କିରାଟିନ୍ |
ਕਰਨਲ,କର୍ଣ୍ଣଲ |
ਖਹਿਰਾ ਦੀ ਬਿਮਾਰੀ,KHARA ରୋଗ
ਸਾਉਣੀ,ଖାରିଫ୍ |
ਮਜ਼ਾਕ ਕਰਨਾ,ମଜା କରିବା
ਕਿਨੇਟੋਕੋਰ,ଗା intore ାଓକୋର
ਕਿਚਨ ਗਾਰਡਨ,ରୋଷେଇ ଘର ବଗିଚା |
ਕਲੀਨਫਿਲਟਰ ਸਿੰਡਰੋਮ,କ୍ଲିନଫିଲ୍ଟର ସିଣ୍ଡ୍ରୋମ |
ਕੇਲੇਨੋ ਦਾ ਟੁਕੜਾ,Klenow frogment
ਬੰਦ,ଗଣ୍ଠି ଦେଉଥିବା
ਕੋਚ ਦਾ ਅਹੁਦਾ,କୋଚ୍ ର ପୋଷ୍ଟଲେଟ୍ |
ਕੋਪੇਨ ਦਾ ਵਰਗੀਕਰਣ (ਜਲਵਾਯੂ),କୋପେନଙ୍କ ବର୍ଗୀକରଣ (ଜଳବାୟୁ)
ਕਰਬਸ ਚੱਕਰ,କର୍ଗଗୁଡିକ ଚକ୍ର
ਕੁਰਟੋਸਿਸ,କୁର୍ଟୋସିସ୍
ਕੇਵੀਕੇ (ਕ੍ਰਿਸ਼ੀ ਵਿਗਯਾਨ ਕੇਂਦਰ),Kvk (krishi vigyan kendra)
ਕੜਮ,କାଟାମ |
ਕਲੇ,କଲାଲ
ਗਾਂ ਘਾਹ,କାନ୍ସ ଘାସ
ਕਾਰੌਂਦਾ,Karonda
"ਗੁਰਦੇ ਬੀਨ, ਰਾਜਮਾਹ","କିଡନୀ ବିନ୍, ରାଜ୍ମା |"
ਕੀਵੀਫਰੀਨ,Kiwifriut
ਨੋਲ ਗਾਲ,ଗଣ୍ଠିର
ਕੋਡੋਮਪੁਲੀ,କାଦୋମ୍ପୁଲୀ |
ਕੋਡੋ ਬਾਜਲੇਟ,କୋଡୋ ମିଲେଟ୍ |
ਕੋਕੈਮ ਬਟਰ ਲੁੱਕ (ਮੰਗੋਸੀ),କୋକାମ ବଟର ଗଛ (ଆମାଙ୍ଗୋସୋଟେନ୍)
ਖਾਪਰਾ ਬੀਟਲ,ଖାପ୍ରା ବାଇଟଲ୍ |
L.d.50 (ਮਾਰੂ ਖੁਰਾਕ 50),L.d.50 (ସାଂଘାତିକ ମାତ୍ରା 50)
ਲੈਬ ਲੈਂਡ,ଲ୍ୟାବ ରୁ ଲ୍ୟାଣ୍ଡ
ਲੇਬਲ,ଲାବାଇଲ୍
ਕਿਰਤ,ଶ୍ରମ
ਲੈਕ ਓਪਰਨ ਮਾਡਲ,ଲାକ୍ ଓପନ୍ ମଡେଲ୍ |
ਦੁੱਧ ਚੁੰਘਾਉਣ,ସ୍ତନ୍ୟପାନ
ਲੈਕਟੂਨਿਕ ਹਾਰਮੋਨ (ਪ੍ਰੋਲਾਟਿਨਿਨ),ଲାକ୍ଟୋଜେନିକ୍ ହରମୋନ୍ (ପ୍ରୋଲାକ୍ଟିନ୍)
ਲੈਕਟੋਜ਼,ଲାକ୍ଟୋଜ୍
ਪਛੜਣ ਵਾਲਾ ਸਟ੍ਰੈਂਡ,ଲେଗିଂ ଷ୍ଟାଣ୍ଡିଂ |
ਲਾਂਬਡਾ ਕਲੋਨਿੰਗ ਵੈਕਟਰ,ଲମ୍ବଡା କ୍ଲୋନିଂ ଭେକ୍ଟର |
ਲਿੰਮੀ ਹਵਾ ਦਾ ਪ੍ਰਵਾਹ,ଲାମିନାର ଏୟାର ପ୍ରବାହ |
ਲੈਂਪ ਬੁਰਸ਼ ਕ੍ਰੋਮੋਸੋਮ,ଲ୍ୟାମ୍ପ ବ୍ରଶ୍ କ୍ରୋମୋଜୋମ୍ |
ਜ਼ਮੀਨ,ଜମି
ਲੈਂਡ ਸਮਰੱਥਾ ਵਰਗੀਕਰਣ,ଜମି ସାମର୍ଥ୍ୟ ବର୍ଗୀକରଣ |
ਜ਼ਮੀਨੀ ਸਮਰੱਥਾ ਦਾ ਨਕਸ਼ਾ,ଜମି କ୍ଷମତା ମାନଚିତ୍ର
ਭੂਮੀ ਦੇ ਨਿਘਾਰ,ଜମି ଡିଗାଡ୍ |
ਜ਼ਮੀਨ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,ଜମି ସମାନ ଅନୁପାତ |
ਲੈਂਡ ਲੈਵਲਿੰਗ,ଭୂମି ସ୍ତର
ਲੈਂਡ ਰੀਲੇਜੇਸ਼ਨ,ଭୂମି ପୁନରୁଦ୍ଧାର
ਲੈਂਡਸਕੇਪਿੰਗ,ଲ୍ୟାଣ୍ଡସ୍କାପ୍
ਜ਼ਮੀਨ ਅਨੁਕੂਲਤਾ,ଭୂମି ଉପଯୁକ୍ତତା |
ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ ਪੈਟਰਨ,ଜମି ବ୍ୟବହାର pattern ାଞ୍ଚା |
ਲੰਗਰਹੈਨਜ਼ ਸੈੱਲ,ଲେଗେନହସ୍ ସେଲ୍ |
ਲੈਪ ਰੇਟ,ଲାପ୍ ଲାପ୍ ହାର |
ਲਾਰਵਾ,ଲାର୍ଭା |
ਲੇਟੈਂਸੀ,ବିଳମ୍ବ
ਲੇਟ,ବର୍ଷା
ਅਵੈਂਟ ਇਨਫੈਕਸ਼ਨ,ଲୁକ୍କାୟିତ ସଂକ୍ରମଣ |
ਪਾਸੇ,ପାର୍ଶ୍ୱରେ |
ਬਾਅਦ ਵਿਚ ਮਿੱਟੀ,ଜୁଏଇଟ ମାଟି |
ਲੈਟੇਕਸ,ଲାଟେକ୍ସ
ਲਾਠੀਵਾਦ,ଲେଟିରିମ୍ |
ਲਾਤੀਨੀ ਵਰਗ ਡਿਜ਼ਾਈਨ (LSD),ଲାଟିନ୍ ବର୍ଗ ଡିଜାଇନ୍ (lsd)
ਜਾਲੀ,ଲାଟାଇସ୍
ਅਭੇਦ ਲਾਭ ਦਾ ਕਾਨੂੰਨ,ଅସାଧାରଣ ଲାଭର ନିୟମ |
ਨਿਰੰਤਰ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ,କ୍ରମାଗତ ରିଟର୍ନର ନିୟମ |
ਘਟਦੀ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ,ରିଟର୍ନ ହ୍ରାସ କରିବାର ନିୟମ |
ਵਧਦੀ ਰਿਟੇਨਜ਼ ਦਾ ਕਾਨੂੰਨ,ରିଡ୍ୟୁନ୍ ବ increasing ୁଥିବା ନିୟମ |
ਸੀਮਤ ਕਾਰਕਾਂ ਦਾ ਕਾਨੂੰਨ,ଅଧ୍ୟାପକଙ୍କ ସୀମିତତାର ନିୟମ |
ਘੱਟੋ ਘੱਟ ਦਾ ਕਾਨੂੰਨ,ସର୍ବନିମ୍ନ ନିୟମ
ਬਦਲ ਦਾ ਕਾਨੂੰਨ,ପ୍ରତିସ୍ଥାପନର ନିୟମ
ਵੇਰੀਏਬਲ ਅਨੁਪਾਤ ਦਾ ਕਾਨੂੰਨ,ଭେରିଏବଲ୍ ଅନୁପାତର ନିୟମ |
ਪਰਤ,ସ୍ତର
ਖਾਕਾ,ଲେଆଉଟ୍ |
ਲੀਚੇਟ,ଲିଚେଟ୍ |
ਕੁਸ਼ਲਤਾ ਭਾਸ਼ਣ ਦੇਣ,ଲେକିଂ ଦକ୍ଷତା |
ਲੈਣ ਤੋਂ ਲੈ ਕੇ,ଲେଚିଂ ଆବଶ୍ୟକତା
ਪ੍ਰਮੁੱਖ ਸਟ੍ਰੈਂਡ,ଅଗ୍ରଣୀ ଷ୍ଟ୍ରାଣ୍ଡ |
ਪੱਤਾ ਖੇਤਰ ਦੀ ਮਿਆਦ,ପତ୍ର କ୍ଷେତ୍ର ଅବଧି |
ਪੱਤਾ ਖੇਤਰ ਸੂਚਕ,ପତ୍ର କ୍ଷେତ୍ର ସୂଚକାଙ୍କ |
ਪੱਤਾ ਖੇਤਰ ਅਨੁਪਾਤ,ପତ୍ର କ୍ଷେତ୍ର ଅନୁପାତ |
ਪੱਤਾ ਮਾਈਨਰ,ପତ୍ର ଖଣି
ਪੱਤਾ ਟੈਸਟਿੰਗ,ପତ୍ର ପରୀକ୍ଷା
ਪੱਤਾ,ପତ୍ର
ਪਰਚਾ,ଲିଫଲେଟ୍ |
ਲੀਜ਼,ଲିଜ୍
ਫਲ਼ੀ,ଲେମ୍ବୁ
ਲੀਸਾ - (ਘੱਟ energy ਰਜਾ ਇਨਪੁਟ ਟਿਕਾ. ਖੇਤੀਬਾੜੀ),ଲେସା - (ନିମ୍ନ ଶକ୍ତି ଇନପୁଟ୍ ଇନପୁଟ୍ କୃଷି କୃଷି)
ਲੈਂਟਿਕਲ,ଅବଶ୍ୟ
ਲੈਂਟੋ ਕੇਸ਼ਿਕਾ ਬਿੰਦੂ,ଲେନୋ କ୍ୟାପିଲାରୀ ପଏଣ୍ଟ |
Letoxtonema,ରେପୋନମା |
Lextospirosis,ଲିପଟୋସପିରୋସିସ୍ |
ਲੀਰੋ-ਮੌਰਫਿਕ,ଲେରୋ-ମର୍ଫିକ୍ |
ਜਖਮ,କ୍ଷତ
ਜਾਨਲੇਵਾ,ସାଂଘାତିକ ଗଣିତ |
ਲੁੱਕੋਪਲਾਸਟ,ବିନ୍ଦୁ
ਪੱਧਰ ਦੇ ਛੱਤ,ସ୍ତରୀୟ ଟେରସ୍ |
ਲੇਵਲਰ (ਲੇਵੀਲਰ),ଲିଭର୍ (ଲିଭର୍)
ਪੱਧਰ (ਜ਼ਮੀਨ ਦਾ),ସ୍ତର (ଜମିର)
ਲੇਅ ਖੇਤੀ,Ley ଚାଷ
ਘੱਟੋ ਘੱਟ ਦਾ ਝੂਠ,Liebig ର ସର୍ବନିମ୍ନ ନିୟମ |
ਭੰਡਾਰਨ,ଲସେକ୍ସ
ਲਾਈਟ ਮੁਆਵਜ਼ਾ ਬਿੰਦੂ,ହାଲୁକା କ୍ଷତିପୂରଣ ବିନ୍ଦୁ |
ਹਲਕੀ ਸੰਤ੍ਰਿਪਤਾ ਤੀਬਰਤਾ,ହାଲୁକା ଶନିବାର ତୀବ୍ରତା |
ਹਲਕਾ ਸੰਚਾਰ ਅਨੁਪਾਤ,ହାଲୁକା ଟ୍ରାନ୍ସମିସନ ଅନୁପାତ |
ਹਲਕਾ ਜਾਲ,ହାଲୁକା ଜାଲ |
ਸੀਮਿਤ,ଅଙ୍ଗ
ਸੀਮਾ,ସୀମା
ਸੀਮਤ ਕਾਰਕ,ସୀମା ସୀମିତ କରିବା |
ਲਿਮੋਨਾਈਟ,ଲିମୋନାଇଟ୍ |
ਲਾਈਨ,ରେଖା
ਲੀਨੀਅਰ ਜਵਾਬ,ରେଖା ପ୍ରତିକ୍ରିୟା |
ਲਿੰਕਜ,ଲିଙ୍କ୍
ਲਿੰਕੇਜ ਸਮੂਹ,ଲିଙ୍କ୍ ଗୋଷ୍ଠୀ
ਲਿੰਕ,ଲିନର
