Marathi,Assamese
LC,এল চি
LCALL सूचना,LCALL নিৰ্দেশনা
ld,ld
"आघाडी, आघाडी","সীহ, সীহ"
प्रायॉरिटी कॉम्पेन्सेटेड रिचार्ज अॅम्प्लीफायर,অগ্ৰাধিকাৰ ক্ষতিপূৰণযুক্ত ৰিচাৰ্জ এম্প্লিফায়াৰ
फ्रंट कोर,ফ্ৰন্ট কোৰ
गंज अॅनालॉग स्विचिंग,জাৰণ এনালগ চুইচিং
इरोशन फ्लक्स,খহনীয়া প্ৰবাহ
इरोशन मोड,খহনীয়া ধৰণ
पॅडॉक बासरी अॅम्प्लीफायर,পেডক বাঁহী এম্প্লিফায়াৰ
पॅडॉक प्लूटी चाचणी,পেডক প্লুটি পৰীক্ষা
शिकण्याची वक्र,শিক্ষণ বক্ৰ
लीज्ड लाइन मॉडेम,লিজড লাইন মডেম
भाडेपट्टीची वेळ,লিজৰ সময়
किमान अर्थपूर्ण खेळ,কম অৰ্থপূৰ্ণ খেল
लेकलांचें कोरडे कोश,লেক্লাঞ্চ শুকান কোষ
प्रकाश उत्सर्जित करणारा डायोड,পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
एलईडी सूचक,LED সূচক
घड्याळाच्या उलट दिशेने ध्रुवीकरण,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত মেৰুকৰণ
बाकी औचित्य,বাওঁফালৰ ন্যায্যতা
आख्यायिका,কিংবদন্তী
lange चा कायदा,lange ৰ নিয়ম
लिओ प्रिंटर,লিও প্ৰিন্টাৰ
अक्षर गुणवत्ता,চিঠিৰ মানদণ্ড
पातळी सक्रिय गुंतवणूक,স্তৰৰ সক্ৰিয় বিনিয়োগ
स्तर कोडिंग,স্তৰৰ ক&#39;ডিং
लेव्हल शिफ्टर,লেভেল শ্বিফ্টাৰ
स्तर हस्तांतरण,স্তৰ স্থানান্তৰ
स्तरीकरण,স্তৰবিন্যাস
स्तर संवेदनशील अंतरायम्,স্তৰ সংবেদনশীল অন্তৰায়াম
शाब्दिक शहान,আক্ষৰিক শ্বাহন
शब्दकोश,অভিধান
लीडेन जार,লেইডেন জাৰ
दुभाषी संग्रह,দোভাষী সংগ্ৰহ
वाहक वय,বাহক বয়স
प्रकाश,পাতল
प्रकाश वक्र,পোহৰৰ বক্ৰ
प्रकाश उत्सर्जक डायोड (एलईडी),লাইট ইমিটিং ডাইঅ&#39;ড (LED)
हलका फायदा,পোহৰৰ লাভ
फोटोमीटर,ফটোমিটাৰ
हलकी लेखणी,পোহৰৰ ষ্টাইলাছ
प्रकाश ट्यूब,পোহৰৰ নলী
मर्यादा,limiter
सीमांत विकिरण,প্ৰান্তীয় বিকিৰণ
लिंडेमन इलेक्ट्रोमीटर,lindemann ইলেক্ট্ৰ&#39;মিটাৰ
लाइन कोड,লাইন ক&#39;ড
ओळ प्रतिबंध,লাইন নিষেধাজ্ঞা
लाइन ड्रायव्हर,লাইন ড্ৰাইভাৰ
लाइन हँडलर,লাইন হেণ্ডলাৰ
लाइन इंटरफेस,লাইন আন্তঃপৃষ্ঠ
लाइन आउटपुट ट्रान्सफॉर्मर,লাইন আউটপুট ট্ৰেন্সফৰ্মাৰ
रेखा स्पेक्ट्रम,ৰেখা বৰ্ণালী
लाइन सिंक SMPS,লাইন ছিঙ্ক SMPS
ओळ लहर फॉर्म,ৰেখা তৰংগ ৰূপ
रेखीय अॅम्प्लीफायर,ৰৈখিক পৰিবৰ্ধক
रेखीय अॅरे,ৰৈখিক এৰে
रेखीय सहसंबंध गुणांक,ৰৈখিক সম্পৰ্ক সহগ
रेखीय विकृती,ৰৈখিক বিকৃতি
रेखीय उतार जंक्शन,ৰৈখিক ঢাল সংযোগ
रेखीय हस्तक्षेप,ৰৈখিক হস্তক্ষেপ
लिनियर मॉड्युलेशन पद्धत,ৰৈখিক মডুলেচন পদ্ধতি
रेखीय कला फिल्टर,ৰৈখিক কলা ফিল্টাৰ
रेखीय ध्रुवीकरण,ৰৈখিক মেৰুকৰণ
रेखीय क्षेत्र,ৰৈখিক ক্ষেত্ৰফল
रेखीय नियंत्रक,ৰৈখিক নিয়ন্ত্ৰক
रेखीय गती,ৰৈখিক গতি
रेखीय स्विचिंग,ৰৈখিক চুইচিং
रेखीय मोठेपणा मॉड्यूलेटेड प्रणाली,ৰৈখিক প্ৰসাৰণ মডুলেটেড ব্যৱস্থা
"दुवा स्तर, साखळी स्तर","লিংক স্তৰ, শৃংখল স্তৰ"
मालिका कार्यक्रम,ছিৰিয়েল প্ৰগ্ৰেম
कनेक्टिंग लिमिटर,সংযোগ কৰা সীমাবদ্ধক
ओठ मायक्रोफोन,ওঁঠৰ মাইক্ৰ&#39;ফোন
लिसाजू आकृती,lisaju চিত্ৰ
लिसाजस पद्धत,Lissajous পদ্ধতি
प्रेक्षक,দৰ্শক
प्रेक्षक थकवा,দৰ্শকৰ ক্লান্তি
हेडफोन ऐकणे,শুনা হেডফোন
लिथियम प्राथमिक बॅटरी,লিথিয়াম প্ৰাথমিক বেটাৰী
लिथोप्रिंटिंग,লিথ&#39;প্ৰিণ্টিং
रॉक प्रिंटिंग,ৰক প্ৰিন্টিং
थेट संगीत,লাইভ মিউজিক
लॉयड फिशर मॅग्नेटिक स्क्वेअर,লয়ড ফিচাৰ মেগনেটিক স্কোৱাৰ
लोड,ভাৰ
लोड फॅक्टर,লোড ফ্যাক্টৰ
लोड प्रतिबाधा,লোড ইম্পিডেন্স
लिफ्ट लाइन,লিফ্ট লাইন
भार,ভাৰ
लोब एरियल,লোব আকাশী
अवकाशीय नेटवर्क (LAN),স্থানীয় নেটৱাৰ্ক (LAN)
स्थानिक बस,স্থানীয় বাছ
स्थानिक बस व्हिडिओ प्रणाली,স্থানীয় বাছ ভিডিঅ&#39; ব্যৱস্থা
स्थानिक ट्रान्समिशन बस,স্থানীয় ট্ৰেন্সমিছন বাছ
स्थानिक चर्चा,স্থানীয় কথা
असाइनमेंट अॅम्प्लिफायर,এচাইনমেণ্ট এম্প্লিফায়াৰ
संरक्षक,ৰক্ষক
प्रतिबंध लूप,বাধা লুপ
सत्र सुरू,অধিবেশন আৰম্ভ
लॉगरिदमिक वारंवारता अँटेना,লগাৰিদমিক কম্পাঙ্ক এন্টেনা
प्रसिद्धी लेखन,প্ৰচাৰ লিখা
तर्क विश्लेषक,যুক্তি বিশ্লেষক
लॉजिक सेल अॅरे,লজিক চেল এৰে
लॉजिक सर्किट,লজিক বৰ্তনী
युक्तिवाद नोंद,যুক্তি প্ৰৱেশ
एकूण तर्क,যুক্তিৰ মুঠ
तर्कशास्त्र कॅल्क्युलस,লজিক কেলকুলাছ
लॉजिक गेट,লজিক গেট
तर्कशास्त्र विश्लेषण,যুক্তি বিশ্লেষণ
लोक,জনগোষ্ঠীসমূহ
लॉगरिदमिक अॅम्प्लिफायर,লগাৰিদমিক এম্প্লিফায়াৰ
लॉगरिदमिक अॅम्प्लिफायर,লগাৰিদমিক এম্প্লিফায়াৰ
लॉगरिदमिक हवामान,লগাৰিদমিক বতৰৰ পৰিৱৰ্তন
लॉगरिदमिक स्केल,লগাৰিদমিক স্কেল
लंबवर्तुळाकार जोडी,উপবৃত্তাকাৰ যোৰ
मोठा शब्द,ডাঙৰ শব্দ
"लाउडस्पीकर, प्रवर्धक उपकरण","লাউডস্পীকাৰ, এম্প্লিফাইং ডিভাইচ"
कमी वारंवारता भरपाई,কম কম্পাঙ্ক ক্ষতিপূৰণ
कमी वारंवारता आवाज,কম কম্পাঙ্ক শব্দ
कमी वारंवारता ग्रूव्ह फिल्टर,কম কম্পাঙ্ক খাঁজ ফিল্টাৰ
कमी वारंवारता प्रेषण,কম কম্পাঙ্ক সংক্ৰমণ
कमी वारंवारता ट्रान्सफॉर्मर,কম কম্পাঙ্ক ট্ৰেন্সফৰ্মাৰ
निम्न पातळी अॅनालॉग सिग्नल,"নিম্ন স্তৰৰ, এনালগ সংকেত"
कमी आवाज,কম শব্দ
कमी आवाज केबल,কম শব্দৰ কেবল
कमी पास फिल्टर,লো পাছ ফিল্টাৰ
कमी पास फिल्टर,লো পাছ ফিল্টাৰ
कमी पॉवर आरसी सर्किट,কম শক্তিৰ RC বৰ্তনী
कमी थ्रेशोल्ड तर्क,কম থ্ৰেছহোল্ড লজিক
कमी व्होल्टेज उर्जा स्त्रोत,কম ভল্টেজৰ শক্তিৰ উৎস
कमी प्लेबॅक वारंवारता,কম প্লেবেক কম্পাঙ্ক
कमी प्लेबॅक वारंवारता,কম প্লেবেক কম্পাঙ্ক
एलपी स्लॉट,এল পি স্লট
एलपी रेकॉर्ड,এল পি ৰেকৰ্ড
एलएस व्होल्टेज ऑफसेट संरक्षण,LS ভল্টেজ অফছেট সুৰক্ষা
किमान अर्थपूर्ण खेळ,কম অৰ্থপূৰ্ণ খেল
किमान लक्षणीय स्कोअर,কম উল্লেখযোগ্য নম্বৰ
प्रचंड एकीकरण,বৃহৎ সংহতি
कमी क्षमता,কম বিভৱ
दिसत,ৰূপ
लुमेन,লুমেন
लुमेन तास,লুমেন ঘন্টা
प्रकाशमानता,উজ্জ্বলতা
प्रदीपन चिन्ह,আলোকসজ্জা চিন
ज्वाला प्रवाह,শিখাৰ প্ৰবাহ
लुमर-ब्रोधन फोटोमीटर,লুমাৰ-ব্ৰোধন ফটোমিটাৰ
स्थानिकीकृत घटक मॉडेल,স্থানীয়কৃত উপাদান আৰ্হি
रेखीय व्होल्टेज विभेदक ट्रान्सफॉर्मर,ৰৈখিক ভল্টেজ ডিফাৰেন্সিয়েল ট্ৰেন্সফৰ্মাৰ
मशीन सायकल,মেচিন চক্ৰ
मशीन भाषा,মেচিন ভাষা
मॅकिटोश संगणक,macitosh কম্পিউটাৰ
जादूचा चहा,যাদু চাহ
चुंबक,চুম্বক
चुंबकीय वर्धक,চুম্বকীয় পৰিবৰ্ধক
चुंबकीय बबल मेमरी,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
चुंबकीय कोर,চুম্বকীয় কোৰ
चुंबकीय जोडणी,চুম্বকীয় সংযোজন
चुंबकीय डेटा स्टोरेज,চুম্বকীয় তথ্য সংৰক্ষণ
चुंबकीय विक्षेपण,চুম্বকীয় বিচ্যুতি
चुंबकीय डिस्क,চুম্বকীয় ডিস্ক
चुंबकीय क्षेत्र,চুম্বকীয় ক্ষেত্ৰ
चुंबकीय प्रवाह,চুম্বকীয় প্ৰবাহ
चुंबकीय फोकस,চুম্বকীয় ফ&#39;কাচ
चुंबक संश्लेषण,চুম্বক সংশ্লেষণ
चुंबकीय शक्ती रेखा,চুম্বকীয় বল ৰেখা
चुंबकीय संग्राहक,চুম্বকীয় সংগ্ৰাহক
चुंबकीय ध्रुवीयता,চুম্বকীয় মেৰুত্ব
चुंबकीय ध्रुवीयता,চুম্বকীয় মেৰুত্ব
चुंबकीय संपृक्तता,চুম্বকীয় পৰিপূৰকতা
चुंबकीय संरक्षण,চুম্বকীয় ৰক্ষাকৱচ
चुंबकीय गोंधळ,চুম্বকীয় বিক্ষিপ্ততা
चुंबकीय टेप,চুম্বকীয় টেপ
मॅग्नेटोमीटर,চুম্বকমাপক
चुंबकीय प्रेरक शक्ती (mmf),চুম্বকীয় চালিকা শক্তি (mmf)
मॅग्नेट्रॉन,মেগনেট্ৰন
मोठेीकरण,বৃদ্ধি
खंड,পৰিমাণ
परिमाण तुलनाकर्ता,মাত্ৰা তুলনাকাৰী
प्रमाण कार्य,পৰিমাণৰ ফলন
मोठा संगणक,ডাঙৰ কম্পিউটাৰ
मुख्य ओळ प्रवाह,মূল লাইন ষ্ট্ৰিম
बहुसंख्य वाहक,সংখ্যাগৰিষ্ঠ বাহক
बहुसंख्य वाहक वर्तमान,সংখ্যাগৰিষ্ঠ বাহক কাৰেণ্ট
"पंप समन्वयक, रीकॉम्बिनंट","পাম্প সমন্বয়ক, পুনঃসংযোজিত"
MAN (मेट्रोपॉलिटन एरिया नेटवर्क),MAN (মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক)
मँचेस्टर कोडिंग,মানচেষ্টাৰ ক&#39;ডিং
मानवी आवाज,মানুহৰ কোলাহল
मंटिसा,mantissa
मॅपिंग,মেপিং
मार्कोनी अँटेना,মাৰ্কোনি এন্টেনা
चिन्ह/वेळ प्रमाण,চিহ্ন/সময় অনুপাত
कव्हर,কভাৰটো
मास्क प्रोग्राम केलेला रोम,মাস্ক প্ৰগ্ৰেম কৰা rom
चांगले काम व्यत्यय,ভাল কামৰ বাধা
कव्हर रोम,কভাৰ ৰম
"व्हॉल्यूम, वस्तुमान","আয়তন, ভৰ"
मास्टर घड्याळ,মাষ্টাৰ ঘড়ী
मास्टर ऑसिलेटर,মাষ্টাৰ দোলক
जुळलेले फिल्टर,মিল থকা ফিল্টাৰ
जुळलेले लोड,মিল থকা লোড
जुळणारे,মিল থকা
मॅट्रिक्स समीकरण,মেট্ৰিক্স সমীকৰণ
हेड अँटेना टीव्ही,হেড এন্টেনা টিভি
जास्तीत जास्त पुढे,সৰ্বোচ্চ ফৰৱাৰ্ড
जास्तीत जास्त फायदा,সৰ্বোচ্চ লাভ
कमाल पॉवर ट्रान्सफर प्रमेय,সৰ্বোচ্চ শক্তি স্থানান্তৰ উপপাদ্য
कमाल स्कोअर,সৰ্বোচ্চ নম্বৰ
कमाल रिव्हर्स व्होल्टेज,সৰ্বোচ্চ বিপৰীত ভোল্টেজ
कमाल वापरण्यायोग्य वारंवारता (MUF),সৰ্বোচ্চ ব্যৱহাৰযোগ্য কম্পাঙ্ক (MUF)
कमाल,maxterm
मॅक्सवेल समीकरण,মেক্সৱেল সমীকৰণ
सूक्ष्म चॅनेल संरचना,মাইক্ৰ&#39; চেনেলৰ গঠন
एम-व्युत्पन्न फिल्टर,M-উত্পন্ন ফিল্টাৰ
म्हणजे मुक्त मार्ग,মানে মুক্ত পথ
सरासरी मूल्य,গড় মূল্য
चौरस सरासरी मूल्य,বৰ্গ গড় মান
मोजण्याचे साधन,জোখ লোৱা যন্ত্ৰ
यांत्रिक फिल्टर,যান্ত্ৰিক ফিল্টাৰ
वैद्यकीय इलेक्ट्रॉनिक्स,চিকিৎসা ইলেক্ট্ৰনিকছ
मेगा ओम,মেগা ওম
मेगाबाइट,মেগাবাইট
megger,megger
स्मारक,স্মৃতিচাৰণ
मेमरी प्रवेश वेळ,মেমৰি অভিগম সময়
मेमरी अॅरे,মেমৰি এৰে
मेमरी बफर रजिस्टर,মেমৰি বাফাৰ ৰেজিষ্টাৰ
मेमरी सेल,স্মৃতিশক্তি কোষ
मेमरी सेल &#39;रेस भोवती&#39; स्टेज,স্মৃতি কোষৰ ‘ৰেচ আৰউণ্ড’ পৰ্যায়
मेमरी चिप,মেমৰি চিপ
सूक्ष्म सर्किट,মাইক্ৰ&#39; চাৰ্কিট
स्मृती चक्र,স্মৃতি চক্ৰ
स्मृती चक्र,স্মৃতি চক্ৰ
मेमरी नकाशा,মেমৰি মেপ
मेमरी मॅप केलेले इनपुट/आउटपुट,মেমৰি মেপ কৰা ইনপুট/আউটপুট
स्मृती वाचन,স্মৃতিশক্তি পঢ়া
स्मृती लेखन,স্মৃতি লিখা
"मेनू, कॅटलॉग","মেনু, কেটেলগ"
अक्षीय विमान,অক্ষীয় সমতল
नेट,জাল
जाळी विश्लेषण,জাল বিশ্লেষণ
जाळीदार प्रवाह,মেছ ষ্ট্ৰিম
जाळी समीकरण,মেছ সমীকৰণ
धातू,ধাতু
धातूचा बॉक्स,ধাতুৰ বাকচ
मेटल फिल्म प्रतिरोधक,ধাতুৰ ফিল্ম ৰেজিষ্টৰ
मेटलायझेशन,ধাতৱীকৰণ
मीटर,মিটাৰ
MFTD (एकाधिक टोन डायलिंग),এম এফ টি ডি (একাধিক টোন ডায়েলিং)
मो,মো
MIC (मायक्रोवेव्ह इंटिग्रेटेड सर्किट),এম আই চি (মাইক্ৰৱেভ ইন্টিগ্ৰেটেড চাৰ্কিট)
अभ्रक कॅपेसिटर,মাইকা কেপাচিটৰ
MICR,এম আই চি আৰ
सूक्ष्म खुणा,সূক্ষ্ম চিহ্ন
सूक्ष्म संगणक,মাইক্ৰ&#39;কম্পিউটাৰ
सूक्ष्म नियंत्रक,মাইক্ৰ&#39; নিয়ন্ত্ৰক
सूक्ष्म इलेक्ट्रॉनिक्स,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
microfarad,মাইক্ৰ&#39;ফেৰাড
मायक्रोफिश,মাইক্ৰ&#39;ফিছ
सूक्ष्म सूचना,মাইক্ৰ&#39; নিৰ্দেশনা
मायक्रोस्कोपिक ऑपरेटिंग सिस्टम,মাইক্ৰস্কোপিক অপাৰেটিং চিষ্টেম
सूक्ष्म तर्क,সূক্ষ্ম যুক্তি
मायक्रॉन,মাইক্ৰন
मायक्रोफोन,মাইক্ৰ&#39;ফোন
मायक्रोटोनिक प्रभाव,মাইক্ৰ’টনিক প্ৰভাৱ
"मायक्रोप्रोसेसर, मायक्रोप्रोसेसर","মাইক্ৰ&#39;প্ৰচেছৰ, মাইক্ৰ&#39;প্ৰচেছৰ"
मायक्रोप्रोसेसर कोड,মাইক্ৰ&#39;প্ৰচেছৰ ক&#39;ড
सूक्ष्म कार्यक्रम,মাইক্ৰ&#39; প্ৰগ্ৰেম
"मायक्रो प्रोग्रामिंग, मायक्रो प्रोग्रामिंग","মাইক্ৰ&#39; প্ৰগ্ৰেমিং, মাইক্ৰ&#39; প্ৰগ্ৰেমিং"
सूक्ष्म सेकंद,মাইক্ৰ&#39; ছেকেণ্ড
सूक्ष्म पट्टी अँटेना,মাইক্ৰ&#39; ষ্ট্ৰিপ এন্টেনা
सूक्ष्म पट्टी ट्रान्समिशन लाइन,মাইক্ৰ&#39; ষ্ট্ৰিপ ট্ৰেন্সমিছন লাইন
"मायक्रोवेव्ह, मायक्रोवेव्ह","মাইক্ৰৱেভ, মাইক্ৰৱেভ"
मायक्रोवेव्ह अॅम्प्लीफायर,মাইক্ৰৱেভ এম্প্লিফায়াৰ
मायक्रोवेव्ह अँटेना,মাইক্ৰৱেভ এন্টেনা
मायक्रो वेव्ह लिंक,মাইক্ৰ&#39; ৱেভ লিংক
मायक्रोवेव्ह ट्रान्समिशन विंडो,মাইক্ৰৱেভ ট্ৰেন্সমিছন উইণ্ড&#39;
मायक्रोवेव्ह ट्यूब,মাইক্ৰৱেভ টিউব
मध्य बँड श्रेणी,মিড বেণ্ড ৰেঞ্জ
MIDI (इंस्ट्रुमेंटल डिजिटल इंटरफेस),MIDI (যন্ত্ৰৰ ডিজিটেল আন্তঃপৃষ্ঠ)
मिलर इफेक्ट कॅपेसिटन्स,মিলাৰ ইফেক্ট কেপাচিটেন্স
मिलर इंटिग्रेटर,মিলাৰ ইন্টিগ্ৰেটৰ
मिलर कॉल बेस,মিলাৰ কল বেচ
मिलर प्रमेय,মিলাৰ উপপাদ্য
मिलिमीटर,মিলিমিটাৰ
मिली अँपिअर,মিলি এম্পিয়াৰ
मिली हेन्री,মিলি হেনৰী
मिलमनचे प्रमेय,মিলমেনৰ উপপাদ্য
लहान करणे,চুটি কৰা
अल्पसंख्याक वाहक,সংখ্যালঘু বাহক
अल्पसंख्याक वाहक प्रवाह,সংখ্যালঘু বাহক ধাৰা
Minterm,মিনটাৰ্ম
वजाबाकी,বিয়োগ কৰা
M.P.S.,এম.পি.এছ.
चुकीचे संरेखन,মিছালাইনমেন্ট
पृथक्करण,এবলেচন
मिक्सर,মিক্সাৰ
MMU (मेमरी व्यवस्थापन युनिट),এম এম ইউ (স্মৃতি ব্যৱস্থাপনা একক)
स्मृतीविषयक,স্মৃতিভ্ৰংশ
हलणारे इलेक्ट्रॉन,গতিশীল ইলেক্ট্ৰন
गतिशीलता,গতিশীলতা
मॉडेल विक्षेपण,মডাল বিচ্যুতি
मोड,ধৰণ
मॉडेल,নমুনা
मोडेम,মডেম
अपरिवर्तित वारंवारता मॉड्यूलेशन कोडिंग,অপৰিৱৰ্তিত কম্পাঙ্ক মডুলেচন ক&#39;ডিং
मॉड्यूलर डिझाइन,মডিউলাৰ ডিজাইন
modulated,মডুলেটেড
मॉड्यूलेशन,মডুলেচন
मॉड्यूलेशन खोली,মডুলেচন গভীৰতা
मॉड्यूलेशन निर्देशांक,মডুলেচন সূচকাংক
मॉड्यूलेशन टक्केवारी,মডুলেচন শতাংশ
मॉड्यूल,মডিউল
मॉड्यूलस n गुणक,মডুলাছ n বহুগুণক
कॅल्क्युलेटर मापांक,কেলকুলেটৰ মডুলাছ
रेणू,অণু
आवेग,ইম্পলছ
मॉनिटर,কাৰোবাৰ ওপৰত চকু ৰখা
मोनोक्रोमॅटिक,একৰঙী
मोनोक्रोमॅटिक डिस्प्ले,একৰঙী প্ৰদৰ্শন
मोनोलिथिक (IC),একক (IC)
एकच नाडी,একক নাড়ী
मोनोस्टेशनरी मल्टीव्हायब्रेटर,একস্থিৰ মাল্টিভাইব্ৰেটৰ
एकसमानता,একাকাৰীতা
मूरचा कायदा,মূৰৰ নিয়ম
मोर्स कोड,মৰ্চ ক&#39;ড
mosfet,mosfet
अर्थपूर्ण वर्ण,অতি অৰ্থপূৰ্ণ চৰিত্ৰ
मदर बोर्ड,মাদাৰ বৰ্ড
मोटार,মটৰ
मोटर क्रिया,মটৰ ক্ৰিয়া
आरोप,আৰোপ কৰা
उंदीर,নিগনি
जंगम कुंडली लाउडस्पीकर,চলনশীল কুণ্ডলী লাউডস্পীকাৰ
चालणारे मीटर,চলি থকা মিটাৰ
संपेग,ছাম্পেগ
MPU,এম পি ইউ
एमएसडी (सर्वोच्च स्कोअर),এম এছ ডি (সৰ্বোচ্চ নম্বৰ)
एमएस विंडोज,এম এছ উইণ্ড’জ
M.T.B.F. (फरक अपयश मध्यक),এম.টি.বি.এফ. (পাৰ্থক্য বিফলতাৰ মধ্যমা)
मल्टीकॉलम क्लिस्ट्रॉन,বহুস্তম্ভযুক্ত klystron
पॉलिमर कनेक्टर,পলিমাৰ সংযোগকাৰী
मल्टीमीडिया,মাল্টিমিডিয়া
मल्टीमीटर,মাল্টিমিটাৰ
एकाधिक एमिटर ट्रान्झिस्टर,একাধিক এমিটাৰ ট্ৰেঞ্জিষ্টৰ
मल्टीट्रेसिंग,মাল্টিট্ৰেচিং
योग्यता,merit
गुणक,বহুগুণক
बहु संसाधन,বহু সম্পদ
मल्टीप्रोग्रामिंग,মাল্টিপ্ৰগ্ৰেমিং
एकाधिक श्रेणी,একাধিক পৰিসৰ
बहुपदी वर्धक,বহুপদ পৰিবৰ্ধক
मल्टीफंक्शन,বহুকাৰ্য্যকৰী
नि:शब्द करा,নিঃশব্দ
परस्पर वैशिष्ट्ये,পাৰস্পৰিক বৈশিষ্ট্য
परस्पर चालकता,পাৰস্পৰিক পৰিবাহীতা
परस्पर जोडणी,পাৰস্পৰিক সংযোজন
परस्पर प्रेरणा,পাৰস্পৰিক প্ৰেৰণা
परस्पर,পাৰস্পৰিকতা
Mylar PC. पेरणे,মাইলাৰ পিচি। sow
N- पदार्थ,এন-পদাৰ্থ
NAMPS,NAMPS
नंद-नंद सर्किट,নন্দ-নন্দ বৰ্তনী
"नॅनो सेकंद (- ते, )","নেনো ছেকেণ্ড (- to, )"
नेपियरचा कायदा,নেপিয়াৰৰ নিয়ম
अरुंद बँड,সংকীৰ্ণ বেণ্ড
अरुंद बँड आवाज,সংকীৰ্ণ বেণ্ডৰ শব্দ
अरुंद बँड पार्क आवाज,সংকীৰ্ণ বেণ্ড পাৰ্ক শব্দ
मूळ दुभाषी,স্থানীয় দোভাষী
नैसर्गिक गणना,প্ৰাকৃতিক গণনা
नैसर्गिक वारंवारता,প্ৰাকৃতিক কম্পাঙ্ক
नैसर्गिक लॉगरिथम,প্ৰাকৃতিক লগাৰিদম
जवळ कॉल,নিয়াৰকল
हादरा जवळ,কঁপনিৰ ওচৰত
"सुई वेग, इन्व्हेंटरी वेग","বেজীৰ বেগ, তথ্যৰ বেগ"
मनाई,নিষেধাজ্ঞা
मनाई सूचना,নিষেধাজ্ঞা জাননী
प्रतिबंध चिन्ह,নিষেধাজ্ঞা চিহ্ন
नकारात्मक गेट,ঋণাত্মক গেট
नकारात्मक शेवटचे गेट,ঋণাত্মক শেষৰ গেট
नकारात्मक बंधन,ঋণাত্মক বন্ধন
नकारात्मक कातरणे,ঋণাত্মক ছিয়াৰিং
नकारात्मक कोर,ঋণাত্মক কোৰ
नकारात्मक उत्सर्जक अनुगामी,ঋণাত্মক এমিটাৰ ট্ৰেইলিং
नकारात्मक पुनर्गुंतवणूक,ঋণাত্মক পুনৰ বিনিয়োগ
नकारात्मक पुनर्गुंतवणूक अॅम्प्लिफायर,ঋণাত্মক পুনৰ বিনিয়োগ পৰিবৰ্ধক
नकारात्मक युक्तिवाद,ঋণাত্মক যুক্তি
ऋण किंवा गेट,ঋণাত্মক OR গেট
नकारात्मक ध्रुवता,ঋণাত্মক মেৰুত্ব
नकारात्मक प्रतिकार,ঋণাত্মক প্ৰতিৰোধ ক্ষমতা
नकारात्मक प्रतिकार क्षेत्र,ঋণাত্মক প্ৰতিৰোধ মণ্ডল
नकारात्मक पुरवठा,ঋণাত্মক যোগান
नकारात्मक तापमान,ঋণাত্মক উষ্ণতা
नकारात्मक तापमान गुणांक,ঋণাত্মক উষ্ণতা সহগ
नकारात्मक प्रसार,ঋণাত্মক সংক্ৰমণ
नकारात्मक झाड,ঋণাত্মক গছ
नकारात्मक बोगदा डायोड,ঋণাত্মক সুৰংগ ডাইঅ&#39;ড
नकारात्मक खोटे,ঋণাত্মক মিছা
नकारात्मक सत्य,নেতিবাচক সত্য
उपेक्षणीय,নগণ্য
नेमॅटिक फ्लुइड क्रिस्टल,নেমেটিক তৰল স্ফটিক
नकारात्मक मोड,ঋণাত্মক ধৰণ
निऑन दिवा,নিয়ন লেম্প
नॅपर,নেপাৰ
नेस्टेड शाखा,নেষ্টেড শাখা
नेस्टेड कामाचे चिन्ह,নেষ্টেড ৱৰ্ক চিন
घरटे,বাহ সজা
पूर्ण अशुद्धता एकाग्रता,নিৰপেক্ষ অশুদ্ধিৰ ঘনত্ব
निव्वळ यादी,নেট তালিকা
"नेटवर्क, नेटवर्क","নেটৱাৰ্ক, নেটৱাৰ্ক"
नेटवर्क ड्राइव्ह,নে&#39;টৱৰ্ক ড্ৰাইভ
नेटवर्क ऑपरेटर,নেটৱৰ্ক অপাৰেটৰ
नेटवर्क मॉडेल,নেটৱাৰ্ক মডেল
नेटवर्क ऑपरेटिंग सिस्टम,নে&#39;টৱৰ্ক অপাৰেটিং চিস্টেম
नेटवर्क सर्व्हर,নে&#39;টৱৰ্ক চাৰ্ভাৰ
नेटवर्क संरचना,নেটৱাৰ্ক গঠন
नेटवर्क सिद्धांत,নেটৱৰ্ক তত্ত্ব
नेटवर्क टोपोलॉजी,নে&#39;টৱৰ্ক টপোলজি
मूडी,নিস্তেজ
तटस्थ रेषा,নিৰপেক্ষ ৰেখা
उदासीन क्षेत्र,ডিপ্ৰেছড জ&#39;ন
तटस्थीकरण सर्किट,নিষ্ক্ৰিয়কৰণ বৰ্তনী
तटस्थीकरण,নিষ্ক্ৰিয়কৰণ
न्यूट्रॉन,নিউট্ৰন
नेक्स्ट जनरेशन CPU,পৰৱৰ্তী প্ৰজন্মৰ CPU
नवीन ओळ वर्ण,নতুন শাৰী আখৰ
न्यूझीलंड व्हायरस,নিউজিলেণ্ড ভাইৰাছ
पुढील टप्पा,পৰৱৰ্তী পৰ্যায়
पुढील टप्पा समीकरण,পৰৱৰ্তী পৰ্যায়ৰ সমীকৰণ
पुढील स्टेज टेबल,পৰৱৰ্তী পৰ্যায়ৰ টেবুল
कुरतडणे,nibble
निबल मेमरी चिप,nibble মেমৰি চিপ
