Kannada,Assamese
ಜ್ಞಾನ ನಿರ್ವಹಣಾ,জ্ঞান ব্যৱস্থাপনা
ಜ್ಞಾನ ಕಾರ್ಯಕರ್ತ,জ্ঞান কৰ্মী
ಲ್ಯಾನ್ ಅಡಾಪ್ಟರ್,লেন এডাপ্টাৰ
ಲ್ಯಾನ್ ಸರ್ವರ್,লান চাৰ্ভাৰ
LAN ಕೆಲಸದ ಸ್ಥಳ,LAN কৰ্মস্থলী
ಭೂದೃಶ್ಯ,ভূচিত্ৰ
ಭೂದೃಶ್ಯ,ভূচিত্ৰ
ಭಾಷೆ,ভাষা
ಭಾಷಾ ವ್ಯಾಖ್ಯಾನಕಾರ,ভাষা দোভাষী
ಭಾಷಾ ಸಂಸ್ಕಾರಕ,ভাষা প্ৰচেছৰ
ಭಾಷಾ ಅನುವಾದಕ,ভাষা অনুবাদক
ಲ್ಯಾಪ್ಟಾಪ್,লেপটপ
ದೊಡ್ಡ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (ಎಲ್ಎಸ್ಐ),বৃহৎ পৰিসৰৰ সংহতি (lsi)
ದೊಡ್ಡ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (LSI),বৃহৎ পৰিসৰৰ সংহতি (LSI)
ಲೇಸರ್,লেজাৰ
ಲೇಸರ್ ಮುದ್ರಕ,লেজাৰ প্ৰিন্টাৰ
ಮೊದಲನೆಯದರಲ್ಲಿ ಕೊನೆಯದು (LIFO),লাষ্ট ইন ফাৰ্ষ্ট আউট (LIFO)
ಪದರ,স্তৰ
ಲೆಔಟ್,গাঁথনি
ಎಲೆ,পাত
ಎಲೆ ನೋಡ್,পাতৰ ন&#39;ড
ಎಲೆ ಸೈಟ್,পাতৰ ঠাই
ಗುತ್ತಿಗೆ,লীজ
ಗುತ್ತಿಗೆ ಪಡೆದ ಚಾನಲ್,লিজত দিয়া চেনেল
ಗುತ್ತಿಗೆ ಪಡೆದ ಸಾಲು,লিজড লাইন
ಕನಿಷ್ಠ ಗಮನಾರ್ಹ ಬಿಟ್ (ಎಲ್ಎಸ್ಬಿ),কম গুৰুত্বপূৰ্ণ বিট (lsb)
ಕನಿಷ್ಠ ಗಮನಾರ್ಹ ಅಂಕಿ,কম গুৰুত্বপূৰ্ণ অংক
ಪರಂಪರೆ ವ್ಯವಸ್ಥೆ,লিগেচি চিষ্টেম
ಲೆಮ್ಮಾ,লেমা
ಅಕ್ಷರದ ಗುಣಮಟ್ಟ (LQ),চিঠিৰ মান (LQ)
ಲೆಕ್ಸೆಮ್,লেক্সেম
ಲೆಕ್ಸಿಕೋಗ್ರಫಿ,লেক্সিকোগ্ৰাফী
ಗ್ರಂಥಾಲಯ,পুথিভঁৰাল
ಗ್ರಂಥಾಲಯ ಕಾರ್ಯಕ್ರಮ,লাইব্ৰেৰী প্ৰগ্ৰেম
ಗ್ರಂಥಾಲಯ ಉಪ ದಿನಚರಿ,লাইব্ৰেৰী উপ-ৰুটিন
ಪರವಾನಗಿ ಒಪ್ಪಂದ,অনুজ্ঞাপত্ৰ চুক্তি
ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್ (ಎಲ್ಇಡಿ),লাইট এমিটাৰ ডাইঅ&#39;ড (LED)
ಬೆಳಕಿನ ಗನ್,লাইট বন্দুক
ಬೆಳಕಿನ ಪೆನ್,লাইট পেন
ಲೈನ್ ಅಡಾಪ್ಟರ್,লাইন এডাপ্টাৰ
ಸಾಲು ಸಂಪಾದನೆ,শাৰী সম্পাদনা
ಲೈನ್ ಪ್ರಿಂಟರ್,লাইন প্ৰিন্টাৰ
ರೇಖೀಯ,ৰৈখিক
ನಿಮಿಷಕ್ಕೆ ಸಾಲುಗಳು (LPM),প্ৰতি মিনিটত লাইন (LPM)
ಲಿಂಕ್,লিংক
ಲಿಂಕ್ ಪಟ್ಟಿ,লিংক কৰা তালিকা
LINUX,LINUX
ಲಿಕ್ವಿಡ್ ಕ್ರಿಸ್ಟಲ್ ಡಿಸ್ಪ್ಲೇ (LCD),লিকুইড ক্রিষ্টাল ডিছপ্লে (LCD)
ಪಟ್ಟಿ ಪ್ರಕ್ರಿಯೆ,তালিকা প্ৰক্ৰিয়াকৰণ
ಅಕ್ಷರಶಃ,আক্ষৰিক
ಲೈವ್,জীয়াই থকা
ಲೈವ್ ನೋಡ್,লাইভ ন&#39;ড
ಲೋಡ್ ಮಾಡಿ,ভাৰ
ಲೋಡ್ ಮಾಡ್ಯೂಲ್,লোড মডিউল
ಸ್ಥಳೀಯ,স্থানীয়
ಸ್ಥಳೀಯ ಪ್ರವೇಶ,স্থানীয় প্ৰৱেশ
ಲೋಕಲ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (ಲ್ಯಾನ್),স্থানীয় এলেকা নেটওয়ার্ক (Lan)
ಸ್ಥಳೀಯ ವ್ಯಾಖ್ಯಾನ,স্থানীয় সংজ্ঞা
ಸ್ಥಳೀಯ ವಿನಿಮಯ,স্থানীয় বিনিময়
ಸ್ಥಳೀಯ ಸ್ಮರಣೆ,স্থানীয় স্মৃতিশক্তি
ಸ್ಥಳೀಯ ಮೋಡ್,স্থানীয় ধৰণ
ಸ್ಥಳೀಯ ವೇರಿಯಬಲ್,স্থানীয় চলক
ಲಾಕ್ ಮಾಡಿ,তলা
ಲಾಕ್ ಮಾಡಿದ ಫೈಲ್,লক কৰা ফাইল
log in = log on,লগ ইন=লগ অন কৰক
ಲಾಗ್ ಆಫ್-ಲಾಗ್ ಔಟ್,লগ অফ-লগ আউট
ಲಾಗಿಂಗ್,লগিং
ತರ್ಕ ವಿಶ್ಲೇಷಕ,যুক্তি বিশ্লেষক
ತರ್ಕ ಬಾಂಬ್,লজিক বোমা
ಲಾಜಿಕ್ ಕಾರ್ಡ್,লজিক কাৰ্ড
ಲಾಜಿಕ್ ಚಾರ್ಟ್ (ಫ್ಲೋ ಚಾರ್ಟ್),লজিক চাৰ্ট (ফ্ল&#39; চাৰ্ট)
ಲಾಜಿಕ್ ಸರ್ಕ್ಯೂಟ್,লজিক বৰ্তনী
ತರ್ಕ ವಿನ್ಯಾಸ,লজিক ডিজাইন
ತರ್ಕ ರೇಖಾಚಿತ್ರ,লজিক ডায়েগ্ৰাম
ತರ್ಕ ಹರಿವು ಚಾರ್ಟ್,লজিক ফ্ল&#39; চাৰ্ট
ತರ್ಕ ಕಾರ್ಯ,লজিক ফাংচন
ಲಾಜಿಕ್ ಗೇಟ್,লজিক গেট
ತರ್ಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್,লজিক প্ৰগ্ৰেমিং
ತರ್ಕ ಬದಲಾವಣೆ,লজিক শিফ্ট
ತರ್ಕ ಸ್ಥಿತಿ,লজিক অৱস্থা
ತರ್ಕ ಸ್ವಿಚ್,লজিক চুইচ
ತರ್ಕ ಘಟಕ,লজিক ইউনিট
ತಾರ್ಕಿಕ,যুক্তিসংগত
ತಾರ್ಕಿಕ ಸಂಪರ್ಕ,লজিকেল সংযোগ
ತಾರ್ಕಿಕ ಡೇಟಾ ರಚನೆ,লজিকেল ডাটা গঠন
ತಾರ್ಕಿಕ ರೇಖಾಚಿತ್ರ,লজিকেল ডায়েগ্ৰাম
ತಾರ್ಕಿಕ ಅಭಿವ್ಯಕ್ತಿ,লজিকেল এক্সপ্ৰেচন
ತಾರ್ಕಿಕ ಹರಿವು ಚಾರ್ಟ್ (ಫ್ಲೋ ಚಾರ್ಟ್),লজিকেল ফ্ল&#39; চাৰ্ট (ফ্ল&#39; চাৰ্ট)
ತಾರ್ಕಿಕ IF,লজিকেল IF
ತಾರ್ಕಿಕ ಕಾರ್ಯಾಚರಣೆ,লজিকেল অপাৰেচন
ತಾರ್ಕಿಕ ಆಪರೇಟರ್,লজিকেল অপাৰেটৰ
ತಾರ್ಕಿಕ ಸಂಬಂಧ,যুক্তিসংগত সম্পৰ্ক
ತಾರ್ಕಿಕ ಯೋಜನೆ,যুক্তিসংগত আঁচনি
ತಾರ್ಕಿಕ ಚಿಹ್ನೆ,যুক্তিসংগত চিহ্ন
ತಾರ್ಕಿಕ ಪ್ರಕಾರ,লজিকেল টাইপ
ತಾರ್ಕಿಕ ಮೌಲ್ಯ,লজিকেল মান
ತಾರ್ಕಿಕ ವೇರಿಯಬಲ್,লজিকেল ভেৰিয়েবল
ಮುಂದೆ ನೋಡಿ ಒಯ್ಯಿರಿ,আগলৈ চাওক কঢ়িয়াই লৈ ফুৰে
ಮುಂದೆ ನೋಡಿ,look ahead set
ಮೇಲೆ ನೋಡು,চোৱা
ಲೂಪ್,খান্দৰি
ಲೂಪ್ ನಿಯಂತ್ರಣ,লুপ নিয়ন্ত্ৰণ
ಲೂಪ್ ಆರಂಭಿಸುವಿಕೆ,লুপ আৰম্ভণি
ಲೂಪ್ ಮಾರ್ಪಾಡು,লুপ পৰিবৰ্তন
ಲೂಪ್ ನೆಟ್ವರ್ಕ್,লুপ নেটৱাৰ্ক
ಲೂಪ್ ಪ್ರಾರಂಭ,লুপ আৰম্ভ
ಲೂಪ್ ಮುಕ್ತಾಯ,লুপ টাৰ্মিনেচন
ಲೂಪ್-ಬ್ಯಾಕ್ ಪರೀಕ್ಷೆ,লুপ-বেক পৰীক্ষা
ಸಡಿಲವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,শিথিলভাৱে সংযুক্ত
ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ,ক্ষতিহীন সংকোচন
ನಷ್ಟದ ಸಂಕೋಚನ,ক্ষতিকাৰক সংকোচন
ಕಡಿಮೆ ಬೈಟ್,কম বাইট
ಕಡಿಮೆ ಮಟ್ಟದ ಭಾಷೆ,নিম্নস্তৰৰ ভাষা
ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್,লো পাছ ফিল্টাৰ
"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ",নিম্ন সীমা
ಮ್ಯಾಕ್ ಪ್ರೋಟೋಕಾಲ್ (ಮಧ್ಯಮ ಪ್ರವೇಶ ನಿಯಂತ್ರಣ),mac প্ৰটোকল (মধ্যমীয়া অভিগম নিয়ন্ত্ৰণ)
ಯಂತ್ರ,যন্ত্ৰ
ಯಂತ್ರದ ವಿಳಾಸ,মেচিনৰ ঠিকনা
ಯಂತ್ರ ಕೋಡ್,মেচিন ক&#39;ড
ಯಂತ್ರ ಚಕ್ರ,মেচিন চক্ৰ
ಯಂತ್ರ ಅವಲಂಬಿತ ಭಾಷೆ,মেচিন নিৰ্ভৰশীল ভাষা
ಯಂತ್ರ ಅವಲಂಬಿತ ಸಾಫ್ಟ್‌ವೇರ್,মেচিন নিৰ্ভৰশীল চফ্টৱেৰ
ಯಂತ್ರ ದೋಷ,মেচিনৰ ভুল
ಯಂತ್ರ ನಿಷ್ಕ್ರಿಯ ಸಮಯ,মেচিনৰ অচল সময়
ಯಂತ್ರ ಸ್ವತಂತ್ರ ಭಾಷೆ,মেচিন স্বাধীন ভাষা
ಯಂತ್ರ ಸೂಚನೆ,মেচিনৰ নিৰ্দেশনা
ಯಂತ್ರ ಬುದ್ಧಿವಂತಿಕೆ,মেচিন বুদ্ধিমত্তা
ಯಂತ್ರ ಭಾಷೆ,মেচিন ভাষা
ಯಂತ್ರ ಕಲಿಕೆ,মেচিন লাৰ্নিং
ಯಂತ್ರ ಕಾರ್ಯಾಚರಣೆ,মেচিন অপাৰেচন
ಯಂತ್ರ ಆಧಾರಿತ ಭಾಷೆ,যন্ত্ৰমুখী ভাষা
ಯಂತ್ರ ಚಾಲನೆ,মেচিন চলোৱা
ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,মেচিন চিমুলেচন
ಯಂತ್ರ ಹಾಳಾದ ಸಮಯ,মেচিন নষ্ট সময়
ಯಂತ್ರ ಅನುವಾದ,মেচিন অনুবাদ
ಯಂತ್ರ ಪದ,মেচিন শব্দ
ಮ್ಯಾಕ್ರೋ (=ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ),মেক্ৰ&#39; (=মেক্ৰ&#39; নিৰ্দেশনা)
ಮ್ಯಾಕ್ರೋ ಆರ್ಗ್ಯುಮೆಂಟ್,মেক্ৰ&#39; যুক্তি
ಮ್ಯಾಕ್ರೋ ಅಸೆಂಬ್ಲಿ ಕಾರ್ಯಕ್ರಮ,মেক্ৰ&#39; সমাবেশ প্ৰগ্ৰেম
ಮ್ಯಾಕ್ರೋ ಕರೆ,মেক্ৰ&#39; কল
ಮ್ಯಾಕ್ರೋ ಕೋಡ್,মেক্ৰ&#39; ক&#39;ড
ಮ್ಯಾಕ್ರೋ ಆಜ್ಞೆ,মেক্ৰ&#39; কমাণ্ড
ಮ್ಯಾಕ್ರೋ ಘೋಷಣೆ,মেক্ৰ&#39; ঘোষণা
ಮ್ಯಾಕ್ರೋ ವ್ಯಾಖ್ಯಾನ,মেক্ৰ&#39; সংজ্ঞা
ಮ್ಯಾಕ್ರೋ ಫ್ಲೋ ಚಾರ್ಟ್,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
ಮ್ಯಾಕ್ರೋ ಜನರೇಟರ್,মেক্ৰ&#39; জেনেৰেটৰ
ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ,মেক্ৰ&#39; নিৰ্দেশনা
ಮ್ಯಾಕ್ರೋ ಭಾಷೆ,মেক্ৰ&#39; ভাষা
ಮ್ಯಾಕ್ರೋ ಲೈಬ್ರರಿ,মেক্ৰ&#39; লাইব্ৰেৰী
ಮ್ಯಾಕ್ರೋ ಪ್ಯಾರಾಮೀಟರ್,মেক্ৰ&#39; প্ৰাচল
ಮ್ಯಾಕ್ರೋ ಸಂಸ್ಕರಣೆ,মেক্ৰ&#39; প্ৰচেছিং
ಮ್ಯಾಕ್ರೋ ಪ್ರೊಸೆಸರ್,মেক্ৰ&#39; প্ৰচেছৰ
ಮ್ಯಾಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್,মেক্ৰ&#39; প্ৰগ্ৰেমিং
ಮ್ಯಾಕ್ರೋ ಮಾದರಿ,মেক্ৰ&#39; প্ৰ&#39;ট&#39;টাইপ
ಮ್ಯಾಕ್ರೋ-ಕೋಡಿಂಗ್,মেক্ৰ&#39;-ক&#39;ডিং
ಮ್ಯಾಗಬೈಟ್ (MB),মেগাবাইট (MB)
ಮ್ಯಾಜಿಕ್ ಪಾತ್ರ,যাদু চৰিত্ৰ
ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ,যাদু সংখ্যা
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕಾರ್ಡ್,চুম্বকীয় কাৰ্ড
ಕಾಂತೀಯ ಕೋಶ,চুম্বকীয় কোষ
ಕಾಂತೀಯ ಪಾತ್ರ,চুম্বকীয় চৰিত্ৰ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋರ್ ಸಂಗ್ರಹಣೆ,চুম্বকীয় কোৰ সংৰক্ষণ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್,চুম্বকীয় ডিস্ক
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ವಿಳಾಸ,চুম্বকীয় ডিষ্কৰ ঠিকনা
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ಮೆಮೊರಿ,চুম্বকীয় ডিষ্ক মেমৰি
ಕಾಂತೀಯ ಡ್ರಮ್,চুম্বকীয় ড্ৰাম
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎನ್ಕೋಡಿಂಗ್,চুম্বকীয় এনকোডিং
ಕಾಂತೀಯ ತಲೆ,চুম্বকীয় মূৰ
ಕಾಂತೀಯ ಶಾಯಿ,চুম্বকীয় চিয়াঁহী
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
ಕಾಂತೀಯ ಮಾಧ್ಯಮ,চুম্বকীয় মাধ্যম
ಕಾಂತೀಯ ಓದುವಿಕೆ,চুম্বকীয় পঢ়া
ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್,চুম্বকীয় ৰেকৰ্ডিং
ಕಾಂತೀಯ ಸಂಗ್ರಹ,চুম্বকীয় সংৰক্ষণ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸ್ಟ್ರಿಪ್,চুম্বকীয় ষ্ট্ৰিপ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್,চুম্বকীয় টেপ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್,চুম্বকীয় টেপ কাৰ্টিজ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್,চুম্বকীয় টেপ ড্ৰাইভ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಹೆಡರ್,চুম্বকীয় টেপ হেডাৰ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಸಾರಿಗೆ,চুম্বকীয় টেপ পৰিবহণ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ,চুম্বকীয় টেপ ইউনিট
ಮ್ಯಾಗ್ನೆಟಿಕ್ ತೆಳುವಾದ ಫಿಲ್ಮ್,চুম্বকীয় পাতল ফিল্ম
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟ್ರ್ಯಾಕ್,চুম্বকীয় ট্ৰেক
ಮ್ಯಾಗ್ನೆಟೋ ಆಪ್ಟಿಕ್ ಸಂಗ್ರಹಣೆ,চুম্বকীয় অপটিক সংৰক্ষণ
ಮ್ಯಾಗ್ನೆಟೋಗ್ರಾಫಿಕ್ ಪ್ರಿಂಟರ್,চুম্বকীয় প্ৰিন্টাৰ
ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಷನ್,চুম্বকীয় ষ্ট্ৰিকচন
ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಟಿವ್ ಟ್ಯಾಬ್ಲೆಟ್,magnetostrictive টেবলেট
ಮೇಲ್ ಬಾಕ್ಸ್,মেইল বাকচ
ಮೇಲ್ ವಿಲೀನ,মেইল মাৰ্জ কৰক
ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ,মূল নিয়ন্ত্ৰণ একক
ಮುಖ್ಯ ಚೌಕಟ್ಟು,মূল ফ্ৰেম
ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ,মূল ফ্ৰেম ব্যৱস্থা
ಮುಖ್ಯ ಸ್ಮರಣೆ,মূল স্মৃতিশক্তি
ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ,মূল কাৰ্যসূচী
ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ,মূল সংৰক্ষণ
ಮುಖ್ಯ ಸ್ವಿಚ್,মূল চুইচ
ನಿರ್ವಹಣೆ,ব্যৱস্থাপনা
ನಿರ್ವಹಣೆ ಫಲಕ,ৰক্ষণাবেক্ষণ পেনেল
ನಿರ್ವಹಣೆ ಸಮಯ,ৰক্ষণাবেক্ষণৰ সময়
ಪ್ರಮುಖ ಚಕ್ರ,মুখ্য চক্ৰ
ಪ್ರಮುಖ ಸಾಧನ,মুখ্য ডিভাইচ
ಪ್ರಮುಖ ಕೀ,মুখ্য চাবি
ಪ್ರಮುಖ ರಾಜ್ಯ,প্ৰধান ৰাজ্য
ಪ್ರಮುಖ ರಚನೆ,মুখ্য গঠন
ಪ್ರಮುಖ ಕಾರ್ಯ,ডাঙৰ কাম
ಬಹುಪಾಲು ಅಂಶ,সংখ্যাগৰিষ্ঠ উপাদান
ಬಹುಪಾಲು ಗೇಟ್,সংখ্যাগৰিষ্ঠতা গেট
ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ,সংখ্যাগৰিষ্ঠতা অপাৰেচন
ಮೇಕ್ಅಪ್ ಸಮಯ,মেকআপ সময়
ಅಸಮರ್ಪಕ ದಿನಚರಿ,বিজুতিৰ ৰুটিন
ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ,ব্যৱস্থাপনা বিকাশ
ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
ನಿರ್ವಹಣೆ ವಿಜ್ಞಾನ,ব্যৱস্থাপনা বিজ্ঞান
ಮ್ಯಾಂಚೆಸ್ಟರ್ ಕೋಡಿಂಗ್,মানচেষ্টাৰ ক&#39;ডিং
ಮ್ಯಾನಿಫೋಲ್ಡಿಂಗ್,মেনিফল্ডিং
ಕುಶಲತೆಯಿಂದ ಕೂಡಿದ ವೇರಿಯಬಲ್,হেতালি খেলা চলক
ಮ್ಯಾನಿಪುಲೇಟಿಂಗ್ ಇಂಡೆಕ್ಸಿಂಗ್,সূচীভুক্তকৰণত হেতালি খেলা
ಮನುಷ್ಯ-ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,মানুহ-যন্ত্ৰৰ অনুকৰণ
ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್,মেনুৱেল ঠিকনা চুইচ
ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
ಹಸ್ತಚಾಲಿತ ಉತ್ತರ,হাতৰ দ্বাৰা উত্তৰ দিয়া
ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
ಹಸ್ತಚಾಲಿತ ವಿನಿಮಯ,মেনুৱেল এক্সচেঞ্জ
ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್,মেনুৱেল ইনপুট
ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ,মেনুৱেল অপাৰেচন
ಹಲವು ಸಂಬಂಧಗಳು,বহুতৰ পৰা বহুতৰ সম্পৰ্ক
ಅನೇಕ ಒಂದು ಡಿಕೋಡರ್,বহুত এটা ডিকোডাৰলৈ
ನಕ್ಷೆ ವಿಧಾನ,মানচিত্ৰ পদ্ধতি
ಮ್ಯಾಪಿಂಗ್,মেপিং
ಅಂಚು,প্ৰান্ত
ಅಂಚು ದೋಷ,মাৰ্জিন ভুল
ಕನಿಷ್ಠ ಪರಿಶೀಲನೆ,প্ৰান্তীয় পৰীক্ষা
ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ,প্ৰান্তীয় পৰীক্ষা
ಗುರುತು ಪತ್ತೆ,চিহ্ন ধৰা পেলোৱা
ಮಾರ್ಕ್ ಓದುವಿಕೆ,মাৰ্ক ৰিডিং
ಗುರುತು ಸ್ಕ್ಯಾನಿಂಗ್,স্কেনিং চিহ্নিত কৰক
ಗುರುತು ಅರ್ಥ,মাৰ্ক চেন্স
ಮಾರ್ಕರ್,মাৰ্কাৰ
ಗುರುತು ಹಾಕುವುದು,চিহ্নিত কৰা
ಗುರುತು ತರಂಗ,চিহ্নিত কৰা তৰংগ
ಮಾರ್ಕೊವ್ ಸರಣಿ,মাৰ্কভ শৃংখল
ಮಾರ್ಕೊವ್ ಮೂಲ,মাৰ্কভ উৎস
ಮಾರ್ಕ್-ಅಪ್ ಭಾಷೆ,মাৰ্ক-আপ ভাষা
ಮೇಸರ್,মাছেৰ
ಮೇಸರ್,মাছেৰ
ಮುಖವಾಡ,মুখা
ಮುಖವಾಡ ಬಿಟ್,মাস্ক বিট
ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
ಮಾಸ್ಕ್ ರಿಜಿಸ್ಟರ್,মাস্ক ৰেজিষ্টাৰ
ಮುಖವಾಡದ ROM,মাস্ক কৰা ROM
ಮರೆಮಾಚುವಿಕೆ,মাস্কিং
ಸಾಮೂಹಿಕ ಡೇಟಾ,গণ তথ্য
ಸಾಮೂಹಿಕ ಸ್ಮರಣೆ,গণ স্মৃতিশক্তি
ಬೃಹತ್ ಸಮಾನಾಂತರ,বৃহৎ পৰিমাণে সমান্তৰাল
ಮಾಸ್ಟರ್,মাষ্টৰ
ಮಾಸ್ಟರ್ ಕಾರ್ಡ್,মাষ্টাৰ কাৰ্ড
ಮಾಸ್ಟರ್ ಗಡಿಯಾರ,মাষ্টাৰ ঘড়ী
ಮಾಸ್ಟರ್ ಕನ್ಸೋಲ್,মাষ্টাৰ কনছল
ಮಾಸ್ಟರ್ ಡೇಟಾ,মাষ্টাৰ ডাটা
ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ,মাষ্টাৰ ডায়েগ্ৰাম
ಮಾಸ್ಟರ್ ಫೈಲ್,মাষ্টাৰ ফাইল
ಮಾಸ್ಟರ್ ಗುಂಪು,মাষ্টাৰ গ্ৰুপ
ಮುಖ್ಯ ಕೀ,মাষ্টাৰ কি&#39;
ಮಾಸ್ಟರ್ ಲೈಬ್ರರಿ ಟೇಪ್,মাষ্টাৰ লাইব্ৰেৰী টেপ
ಮಾಸ್ಟರ್ ಪ್ರೊಸೆಸರ್,মাষ্টাৰ প্ৰচেছৰ
ಮಾಸ್ಟರ್ ಪ್ರೋಗ್ರಾಂ,মাষ্টাৰ প্ৰগ্ৰেম
ಮಾಸ್ಟರ್ ನಿಲ್ದಾಣ,মাষ্টাৰ ষ্টেচন
ಮಾಸ್ಟರ್ ಟೇಪ್,মাষ্টাৰ টেপ
ಮಾಸ್ಟರ್ ಟರ್ಮಿನಲ್,মাষ্টাৰ টাৰ্মিনেল
ಮಾಸ್ಟರ್/ಸ್ಲೇವ್ ಸಾಧನ,মাষ্টাৰ/স্লেভ ডিভাইচ
ಮಾಸ್ಟರ್ / ಗುಲಾಮರ ವ್ಯವಸ್ಥೆ,মাষ্টাৰ/স্লেভ ব্যৱস্থা
ಹೊಂದಾಣಿಕೆ,মিল থকা
ಹೊಂದಾಣಿಕೆಗೆ,মিল থকা
ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,গাণিতিক প্ৰগ্ৰেমিং
ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್,গাণিতিক অনুকৰণ
ಮ್ಯಾಟ್ರಿಕ್ಸ್,মেট্ৰিক্স
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್,মেট্ৰিক্স প্ৰিন্টাৰ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್,মেট্ৰিক্স চুইচ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್,মেট্ৰিক্স টেবুল
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,maxi কম্পিউটাৰ
ಮ್ಯಾಕ್ಸಿಕಂಪ್ಯೂಟರ್,মেক্সিকম্পিউটাৰ
ಗರಿಷ್ಠ ಅಂಶ,সৰ্বোচ্চ উপাদান
ಗರಿಷ್ಠ ಅವಧಿ (ಪ್ರಮಾಣಿತ ಮೊತ್ತ),maxterm (মানক যোগফলৰ সময়সীমা)
