Kannada,Tamil
ಅಹಂಕಾರಿ,இழிவான
ಲೈವ್ಶನ್,வாழ்வு
"ಅತ್ಯಲ್ಪ, ಅತ್ಯಲ್ಪ","முக்கியமற்ற, முக்கியமற்ற"
ಮೇಲ್ವಿಚಾರಣೆ,மேற்பார்வை
"ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ","நிறுவல், நிறுவல், நிறுவல்"
ಕ್ಷಣ,கணம்
ಸೂಚನಾ,அறிவுறுத்தல்
ಯಂತ್ರ,இயந்திரம்
ಯಾಂತ್ರಿಕ,இயந்திரவியல்
"ಯಾಂತ್ರೀಕರಣ, ಜೋಡಣೆ","இயந்திரமயமாக்கல், சட்டசபை"
"ನಿರೋಧನ, ನಿರೋಧನ","காப்பு, காப்பு"
ನಿರೋಧಕ,காப்பு
"ನಿರೋಧನ, ನಿರೋಧನ, ನಿರೋಧನ","இன்சுலேடிங், இன்சுலேட்டிங், இன்சுலேடிங்"
"1ಸಂಪೂರ್ಣ ಸಂಖ್ಯೆ, ಪೂರ್ಣಾಂಕ","1முழு எண், முழு எண்"
ಸಮಗ್ರತೆ,ஒருங்கிணைப்பு
"ಅವಿಭಾಜ್ಯ, ಪೂರ್ಣಾಂಕ","ஒருங்கிணைந்த, முழு எண்"
ಏಕೀಕರಣ,ஒருங்கிணைப்பு
"ತೀವ್ರ, ಉಗ್ರ","தீவிர, சீற்றம்"
ತೀವ್ರತೆ,தீவிரப்படுத்துதல்
"ಎಳೆತ, ವೇಗವರ್ಧನೆ","இழுவை, முடுக்கி"
"ತೀವ್ರತೆ, ತೀವ್ರತೆ, ತೀವ್ರತೆ","தீவிரம், தீவிரம், தீவிரம்"
ತೀವ್ರ,தீவிரமான
ಪರಸ್ಪರ ಕ್ರಿಯೆ,தொடர்பு
ಪರಸ್ಪರ ಪರಮಾಣು,அணுக்கரு
"ವಿನಿಮಯ, ವಹಿವಾಟು","பரிமாற்றம், பரிவர்த்தனை"
"ಪರಸ್ಪರ ಅವಲಂಬನೆ, ಪರಸ್ಪರ ಅವಲಂಬನೆ","ஒன்றுக்கொன்று சார்ந்திருத்தல், ஒன்றுக்கொன்று சார்ந்திருத்தல்"
ಪರಸ್ಪರ ಅವಲಂಬಿತ,ஒன்றையொன்று சார்ந்தது
ಪರಸ್ಪರ ಪ್ರಸರಣ,பரஸ்பர பரவல்
ಇಂಟರ್ಫೇಸ್ ಪುಟ,இடைமுகப் பக்கம்
ಅಡ್ಡ ಭರ್ತಿ,குறுக்கு நிரப்பு
ಇಂಟರ್ಫೇಸ್ ಕೋನ,இடைமுக கோணம்
"ಹಸ್ತಕ್ಷೇಪ, ಅಡಚಣೆ, ಅಡಚಣೆ","குறுக்கீடு, குறுக்கீடு, தடை"
ಇಂಟರ್ ಗ್ಯಾಲಕ್ಟಿಕ್,விண்மீன்களுக்கு இடையேயான
"ಒಳ, ಒಳ, ಒಳ (ವಿ.), ಒಳ, ಒಳ, ಒಳ (ವಿ.)","உள், உள், உள் (வி.), உள், உள், உள் (வி.)"
"ಸಿನಾಪ್ಸ್, ಸಿನಾಪ್ಸ್","ஒத்திசைவு, ஒத்திசைவு"
"ಮಧ್ಯಂತರ, ಮಾಧ್ಯಮಿಕ, ಮಧ್ಯಮ, ಮಧ್ಯಮ","இடைநிலை, இரண்டாம் நிலை, நடுத்தர, இடைநிலை"
ಇಂಟರ್ಮೆಟಾಲಿಕ್,உலோகங்களுக்கிடையேயான
"ಮಧ್ಯಂತರ, ಮಧ್ಯಂತರ","இடைப்பட்ட, இடைப்பட்ட"
ಅಂತರ ಅಣು,மூலக்கூறுகளுக்கிடையேயான
ಆಂತರಿಕ,உள்
ಅಂತಾರಾಷ್ಟ್ರೀಯ,சர்வதேச
ತೆರಪಿನ,இடைநிலை
ಅಂತರಗ್ರಹ,கிரகங்களுக்கு இடையேயான
ಇಂಟರ್ಪೋಲೇಷನ್,இடைச்செருகல்
ಅರ್ಥಪೂರ್ಣತೆ,அர்த்தமுள்ள தன்மை
"ಇಲೆಕ್ಟರ್, ಇಂಟರ್ಪ್ರಿಟರ್","தேர்வாளர், மொழிபெயர்ப்பாளர்"
ಅಡ್ಡಿಪಡಿಸುವವನು,குறுக்கீடு செய்பவர்
ಛೇದಿಸುತ್ತಿದೆ,வெட்டும்
"ಛೇದಕ, ಛೇದನ, ಛೇದನ","குறுக்குவெட்டு, குறுக்குவெட்டு, குறுக்குவெட்டு"
ಮಧ್ಯಂತರ,இடைவெளி
ಅಂತರತಾರಾ,நட்சத்திரங்களுக்கு இடையேயான
ತೆರಪಿನ,இடைநிலை
"ಅಂತರ, ಅಂತರ","இடைவெளி, இடைவெளி"
ಮುಚ್ಚಿ,நெருக்கமான
ಕೊನೆಯಲ್ಲಿ,இறுதியில்
ಪರಸ್ಪರ ಪರಮಾಣು,அணுக்கரு
"ನಾಜ್ (ಆನುವಂಶಿಕವಾಗಿ), ಅಂತರ (ಆಂತರಿಕ)","நாஸ் (பரம்பரை), அந்தர் (உள்)"
ಖಚಿತವಾಗಿ,நிச்சயம்
"ಆವಿಷ್ಕಾರ, ಆವಿಷ್ಕಾರ","கண்டுபிடிப்பு, கண்டுபிடிப்பு"
"ವಿಲೋಮ, ವಿಲೋಮ, ವಿರುದ್ಧ","தலைகீழ், தலைகீழ், எதிர்"
"ವಿಲೋಮ, ವಿಲೋಮ","தலைகீழ், தலைகீழ்"
ಪ್ರತಿನಿಧಿಸಲು,பிரதிநிதித்துவம்
"ವಿಲೋಮ, ವಿಲೋಮ","தலைகீழ், தலைகீழ்"
ಬ್ಲೈಂಡ್,குருடர்
ಪ್ರಕ್ಷುಬ್ಧ ದ್ರವ,கொந்தளிப்பான திரவம்
ಅದೃಶ್ಯತೆ,கண்ணுக்கு தெரியாதது
ಅಗೋಚರ,கண்ணுக்கு தெரியாத
ಅಯಾನು,அயனி
ಅಯಾನಿಕ್,அயனி
ಅಯಾನೀಕರಿಸಬಲ್ಲ,அயனியாக்கம் செய்யக்கூடியது
"ಅಯಾನೀಕರಿಸಲು, ಅಯಾನೀಕರಿಸಲು","அயனியாக்கம், அயனியாக்கம்"
"ಅಯಾನುಗೋಳ, ಅಯಾನುಗೋಳ","அயனோஸ்பியர், அயனோஸ்பியர்"
ಅಯಾನುಗೋಳ,அயனோஸ்பியர்
ಐರಿಸ್,கருவிழி
ವಿಕಿರಣಗೊಂಡಿತು,கதிர்வீச்சு
ವಿಕಿರಣ,கதிர்வீச்சு
ಅಭಾಗಲಬ್ಧ,பகுத்தறிவற்ற
"ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ","ஈடுசெய்ய முடியாத, சீர்படுத்த முடியாத, சீர்செய்ய முடியாத"
ಅನಿಯಮಿತ,ஒழுங்கற்ற
ಬದಲಾಯಿಸಲಾಗದ,மீள முடியாதது
ತಿರುಗುತ್ತಿದೆ,சுழலும்
"ಐಸೊಟ್ರೊಪಿಕ್, ಐಸೊಟ್ರೊಪಿಕ್ ಕರ್ವ್","ஐசோட்ரோபிக், ஐசோட்ரோபிக் வளைவு"
ಸಪಾನ್ಟ್ರೋಪಿಕಲ್,சப்பான்ட்ரோபிகல்
"ನಾನು ಸಂಕೇತ, ನಾನು ಸಂಕೇತ","நான் சமிக்ஞை செய்கிறேன், நான் சமிக்ஞை செய்கிறேன்"
"ಐಸೊಬಾರ್‌ಗಳು, ಐಸೊಟೋಪ್‌ಗಳು","ஐசோபார்கள், ஐசோடோப்புகள்"
"ಐಸೊಬಾರಿಕ್, ಸಮತೋಲಿತ, ಸಮತೋಲಿತ","ஐசோபாரிக், சமச்சீர், சமநிலை"
"ಐಸೊಮೆಟ್ರಿಕ್ ಲೈನ್, ಐಸೊಟೋನಿಕ್ ಲೈನ್","ஐசோமெட்ரிக் கோடு, ஐசோடோப்பு கோடு"
ಐಸೊ-ಅಯಾನಿಕ್,ஐசோ-அயனி
ಏಕರೂಪದ,ஒரே மாதிரியான
ಸಿಂಕ್ರೊನಸ್ ಲೈನ್,ஒத்திசைவு வரி
ಸಿಂಕ್ರೊನಸ್ ವೇಗ,ஒத்திசைவான வேகம்
ಸಮಮಾಪನ,ஐசோமெட்ரிக்
ಈಕ್ವಿಪೊಟೆನ್ಷಿಯಲ್,சமபலம்
ಸಮಾನ ಶಕ್ತಿಯುತ,சம ஆற்றல்
"ಸಮಬಾಹು (v.), ಸಮದ್ವಿಬಾಹು ರೇಖೆ (ed.)","சமபக்க (வி.), ஐசோசெல்ஸ் கோடு (எட்.)"
"ಬೇರ್ಪಡಿಸಲು, (adj.), ಪ್ರತ್ಯೇಕಿಸಲು","பிரிக்க, (adj.), பிரிக்க"
"ಪ್ರತ್ಯೇಕ, ಪ್ರತ್ಯೇಕ, ಏಕ","தனிமைப்படுத்தப்பட்ட, தனிமைப்படுத்தப்பட்ட, ஒற்றை"
"ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ","பிரித்தல், பிரித்தல், பிரித்தல்"
ಐಸೋಮರ್,ஐசோமர்
ಐಸೋಮರ್,ஐசோமர்
ಐಸೋಮೆರಿಸಂ,ஐசோமெரிசம்
"ಸಮಮಾಪನ, ತ್ರಿಕೋನ, ಘನ, ಸಮಮಾಪನ","ஐசோமெட்ரிக், முக்கோணம், கன சதுரம், ஐசோமெட்ரிக்"
ಐಸೊಮಾರ್ಫಿಸಮ್,ஐசோமார்பிசம்
ಐಸೊಮಾರ್ಫಿಕ್,ஐசோமார்பிக்
ಐಸೊಥರ್ಮ್,சமவெப்பம்
ಐಸೊಥರ್ಮ್,சமவெப்பம்
ಸಮಸ್ಥಾನಿಗಳು,ஐசோடோப்புகள்
ಸಮಸ್ಥಾನಿಗಳು,ஐசோடோப்புகள்
ಐಸೊಟ್ರೊಪಿಕ್,ஐசோட்ரோபிக்
ವೃತ್ತಾಕಾರದ ರೇಖೆ,வட்ட கோடு
ಐಸೊಮಾರ್ಫಿಸಮ್,ஐசோமார்பிசம்
ಪುನರಾವರ್ತನೆ,மீண்டும் மீண்டும்
ಆಂತರಿಕ ಅರೆವಾಹಕ,உள்ளார்ந்த குறைக்கடத்தி
ಜಾಮ್ ಇಂಟರ್ಫೆರೋಮೀಟರ್,ஜாம் இன்டர்ஃபெரோமீட்டர்
"ಎಳೆತ, ಮರುಕಳಿಸುವಿಕೆ","ஜெர்க், மீள்வலி"
"ಜೆಟ್, ತಲೆ","ஜெட், தலை"
ಜೆಟ್-ರಾಕೆಟ್ ಪ್ರೊಪಲ್ಷನ್,ஜெட்-ராக்கெட் உந்துவிசை
ಜೆ-ಜೆ ಜೋಡಣೆ,ஜே-ஜே இணைப்பு
ಜಾಲಿ ಬಾಗಿದ,ஜாலி வளைந்த
ಜೌಲ್-ಶಾಖ,ஜூல்-வெப்பம்
ಜೌಲ್ಮೀಟರ್,ஜூல்மீட்டர்
ಜೌಲ್-ಥಾಮ್ಸನ್ ಪರಿಣಾಮ,ஜூல்-தாம்சன் விளைவு
ಜೌಲ್,ஜூல்
"ಗುದ್ದಲಿ, ಜಿಗಿತ, ಕೊಳಲು","மண்வெட்டி, ஜம்ப், புல்லாங்குழல்"
ಒಪ್ಪಂದ,ஒப்பந்தம்
ಸಂಗಮ ಸ್ಥಳ,சங்கமிக்கும் இடம்
ಸರಿಯಾದ ಉಚ್ಚಾರಾಂಶ,சரியான எழுத்து
"ಕೇಶನಿಧಿ, ಸಾಮೀಪ್ಯ","கேசநிதி, அருகாமை"
"ಕೆಲಿಡೋಸ್ಕೋಪ್, ಕೆಲಿಡೋಸ್ಕೋಪ್","கலைடாஸ்கோப், கலைடாஸ்கோப்"
"ಕಪ್ಪ ಮೇಸನ್ಸ್, ಕೆ-ಮೇಸನ್ಸ್","கப்பா மேசன்ஸ், கே-மேசன்ஸ்"
ಕ್ಯಾಥೋಡ್,கேத்தோடு
ಘನಯಾನ್,கானாயன்
ಕೆ-ಬ್ಯಾಂಡ್,கே-பேண்ட்
ಕೆ-ಕ್ಯಾಪ್ಚರ್,கே-பிடிப்பு
ಕೆ-ಗ್ರಾಹಕ,கே-ரிசெப்டர்
ಕೆಲ್ವಿನ್ ಅಂದಾಜು,கெல்வின் தோராயம்
ಏಕರೂಪತೆಯ ಘಟಕ,ஒருமைப்பாட்டின் அலகு
ಕೆರ್ ಕೋಶ,ker செல்
"ಕೀ, ಪರದೆ, ಕೀ","திறவுகோல், திரை, திறவுகோல்"
"ಕೀ ಬೋರ್ಡ್, ಕರ್ಟನ್ ಬಾರ್","சாவி பலகை, திரைப் பட்டை"
ಆರಂಭಿಕ ಸ್ವರ,தொடக்க உயிர்
ಪ್ರಮುಖ ನಾಡಿ,முக்கிய துடிப்பு
ಪ್ರಮುಖ ಪದ,முக்கிய சொல்
ಪ್ರೊಜೆಕ್ಷನ್,கணிப்பு
ಪ್ರತಿರೋಧ,எதிர்ப்பு
ಕೇಜಿ,கிலோ
ಕಿಲೋಜೌಲ್,கிலோஜூல்
ಕಿಲೋಪಾರ್ಸೆಕ್,கிலோபார்செக்
ಕಿಲೋಟನ್ ಬಾಂಬ್,கிலோடன் குண்டு
ಚಲನಶಾಸ್ತ್ರ,இயக்கவியல்
ಸಂಪೂರ್ಣವಾಗಿ ಕ್ರಿಯಾತ್ಮಕವಾಗಿ,முற்றிலும் மாறும்
"ಚಲನಶೀಲ, ಕ್ರಿಯಾತ್ಮಕ","இயக்கவியல், மாறும்"
ಕ್ರಿಯಾತ್ಮಕವಾಗಿ,மாறும்
ಮುರಿತ,எலும்பு முறிவு
ಕ್ಲೈಸ್ಟ್ರಾನ್,கிளிஸ்ட்ரான்
ಚೂಪಾದ ಅಂಚು,கூர்மையான விளிம்பு
ಕ್ರುಸ್ಕಲ್ ಗಡಿ,குருஸ்கல் எல்லை
ಥರ್ಮೋಜೆನಿಕ್,தெர்மோஜெனிக்
ಲೇಬಲ್,முத்திரை
"ಗುರುತಿಸಲಾಗಿದೆ, ಕೆತ್ತಲಾಗಿದೆ, ಲೇಬಲ್ ಮಾಡಲಾಗಿದೆ","குறிக்கப்பட்ட, பொறிக்கப்பட்ட, பெயரிடப்பட்ட"
ಪ್ರಯೋಗಾಲಯ,ஆய்வகம்
ಏಣಿ,ஏணி
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,எதிரெதிர் திசையில்
"ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ, ಎಡ ಧ್ರುವೀಕರಣ ರೋಟರ್","எதிரெதிர் திசையில், இடது துருவமுனைப்பு"
ಹಿಂದಕ್ಕೆ ಮತ್ತು ಮುಂದಕ್ಕೆ,முன்னும் பின்னுமாக
ಲಾಗ್ರೇಂಜ್ ಪ್ರಸಾರ,லாக்ரேஞ்ச் ஒளிபரப்பு
ಲಗ್ರಾಂಜಿಯನಿಸಂ,லக்ராஞ்சியனிசம்
ಕುರಿಮರಿ ಸೃಷ್ಟಿ,ஆட்டுக்குட்டி உருவாக்கம்
"ಹಲಗೆ, ಹಲಗೆ","பலகை, பலகை"
ಡಾರ್ಸಲ್ ಪ್ಲೇಟ್,முதுகுத்தட்டு
"ಮೇಲ್ಮೈ ಹರಿವು, ಮಟ್ಟದ ಹರಿವು","மேற்பரப்பு ஓட்டம், நிலை ஓட்டம்"
"ಲೋಹಲೇಪ, ಫಲಕ, ಮಟ್ಟ, ಪದರದ ಬಂಧ","முலாம், குழு, நிலை, அடுக்கு பிணைப்பு"
ಶ್ರೇಣೀಕರಣ,அடுக்குப்படுத்தல்
ಲ್ಯಾಮಿನಾ,லேமினா
"ದೀಪ, ದೀಪ","விளக்கு, விளக்கு"
"ಕಾಜಲ್, ದೀಪ್ ಕಾಜಲ್","காஜல், தீப் காஜல்"
ಲ್ಯಾಂಡೆ-ಮಧ್ಯಂತರ ನಿಯಮ,நில இடைவெளி விதி
ಲ್ಯಾಂಡೆ ವಿಭಜಿಸುವ ಅಂಶ,நிலத்தை பிரிக்கும் காரணி
ಲ್ಯಾಂಡಿಂಗ್,தரையிறக்கம்
"ಸೂಕ್ಷ್ಮ ಸವೆತ, ಲ್ಯಾಮಿನೇಶನ್, ಉಡುಗೆ","மைக்ரோ சிராய்ப்பு, லேமினேஷன், உடைகள்"
ಲಾರ್ಮೋರ್ ಆವರ್ತನ,லார்மோர் அதிர்வெண்
ಲಾರ್ಮೋರ್ ಪೂರ್ವಭಾವಿ,larmore precession
ಲೇಸರ್,லேசர்
ಲೇಸರೀಕರಣ,லேசரைசேஷன்
ರಹಸ್ಯ,இரகசியம்
"ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್","பக்கவாட்டு, பக்கவாட்டு, பக்கவாட்டு"
"ಅಕ್ಷಾಂಶ, ಅಕ್ಷಾಂಶ","அட்சரேகை, அட்சரேகை"
"ಜಾಲರಿ, ಜಾಲರಿ","லட்டு, லட்டு"
ಲಾವ್ ವರ್ಗ,லாவ் வகுப்பு
ಉಡಾವಣೆ,ஏவுதல்
ಉಡಾವಣೆ,ஏவுதல்
ಉಡಾವಣಾ ವೇದಿಕೆ,துவக்க மேடை
ಸಾಮೂಹಿಕ ಅನುಪಾತ ಕಾನೂನು,வெகுஜன விகித சட்டம்
ಬಹು ಅನುಪಾತದ ನಿಯಮ,பல விகித விதி
"ಪದರ, ಮಟ್ಟ","அடுக்கு, நிலை"
ಎಲ್-ಬ್ಯಾಂಡ್,எல்-பேண்ட்
"ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ","முன்னணி, முன்னணி, முன்னணி, முன்னணி, முன்னணி"
ಮುಂದೆ,முன்னோக்கி
"ಲೈಮ್, ಲೀಕಿಂಗ್ (Cr.), ರೈಸನ್ ಲೈನ್, ಚ್ಯವನ್","சுண்ணாம்பு, கசிவு (Cr.), ரைசன் லைன், சியவான்"
"ಚೂಯಿಂಗ್, ತುಕ್ಕು, ಸೋರಿಕೆ","மெல்லுதல், அரிப்பு, கசிவு"
"ಕನಿಷ್ಠ, ಕನಿಷ್ಠ, ಕನಿಷ್ಠ","குறைந்தபட்சம், குறைந்தபட்சம், குறைந்தபட்சம்"
ಕನಿಷ್ಠ ಎಣಿಕೆ,குறைந்தபட்ச எண்ணிக்கை
ತಾಳ ತಂತಿ,தாழ்ப்பாள் கம்பி
ಲೆಡಕ್ ಪರಿಣಾಮ,லெடுக் விளைவு
ಮಾನ್ಯ ಓಮ್,செல்லுபடியாகும் ஓம்
- ಎಲೆಕ್ಟ್ರಾನ್,-எதிர் மின்னணு
ಉದ್ದದ ನಿರ್ಬಂಧ,நீளம் கட்டுப்பாடு
ಉದ್ದನೆ,நீளம்
ಮಸೂರ,லென்ஸ்
ಲೆನ್ಜ್ ಕಾನೂನು,லென்ஸ் விதி
ಸಮತಟ್ಟಾದ ಸುರಂಗ,தட்டையான சுரங்கப்பாதை
ಸಮತಲ ವಿಮಾನ,கிடைமட்ட விமானம்
"ಲೆವೆಲಿಂಗ್, ಲೆವೆಲಿಂಗ್","சமன்படுத்துதல், சமன்படுத்துதல்"
"ಅಡ್ಡ ಸ್ಕ್ರೂ, ಲೆವೆಲಿಂಗ್ ಸ್ಕ್ರೂ","கிடைமட்ட திருகு, சமன்படுத்தும் திருகு"
ಆತ್ಮವಿಶ್ವಾಸದ ಮಟ್ಟ,தன்னம்பிக்கை அளவு
ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ,முக்கியத்துவம் நிலை
"ಸಮತಲ ಪುಟ, ಫ್ಲಾಟ್ ಪೇಜ್, ಈಕ್ವಿಪೊಟೆನ್ಷಿಯಲ್ ಪೇಜ್","கிடைமட்டப் பக்கம், தட்டையான பக்கம், சமநிலைப் பக்கம்"
"ಲಿವರ್, ಲಿವರ್","நெம்புகோல், நெம்புகோல்"
ವರ್ಚುವಲ್ ಆಂದೋಲನ,மெய்நிகர் அலைவு
"ಲಿಡಾರ್, ಲೇಸರ್ ಇನ್ಫ್ರಾರೆಡ್ ರಾಡಾರ್","லிடார், லேசர் அகச்சிவப்பு ரேடார்"
"ಜೀವನ, ವಯಸ್ಸು","வாழ்க்கை, வயது"
"ಎತ್ತು, ಎತ್ತು","தூக்கி, தூக்கி"
ವಿಮೋಚನೆಯ ಕ್ಷಣ,மீட்பு தருணம்
"ಸಣ್ಣ, ಬೆಳಕು, ಮಂದ, ಚಿಕ್ಕ, ಚಿಕ್ಕ, 6 ಬೆಳಕು","குறுகிய, ஒளி, மங்கலான, குறுகிய, குறுகிய, 6 ஒளி"
"ಸಮಶೀತೋಷ್ಣ., ಬೆಳಗು","மிதமான., ஒளிரும்"
ಮಿಂಚು,மின்னல்
ಬೆಳಕಿನ ವರ್ಷ ಬೆಳಕಿನ ವರ್ಷ,ஒளி ஆண்டு ஒளி ஆண்டு
"ಏಕರೂಪದ, ಏಕರೂಪದ, ಏಕರೂಪದ","ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான"
"ಮಿತಿ, ಕನಿಷ್ಠ","வரம்பு, விளிம்பு"
"ಮಿತಿ, ಮಿತಿ, ವಿಪರೀತ","எல்லை, எல்லை, தீவிர"
ಪ್ರಸ್ತುತ ಮಿತಿ,தற்போதைய வரம்பு
"ರೇಖೆ, ರೇಖೆ, ದೀರ್ಘವೃತ್ತ","கோடு, கோடு, நீள்வட்டம்"
"ರೇಖೀಯ, ರೇಖೀಯ, ರೇಖೀಯ","நேரியல், நேரியல், நேரியல்"
ರೇಖೀಯೀಕರಣ,நேர்கோட்டுப்படுத்தல்
"ಏಕತಾನತೆ, ರೇಖೀಯತೆ","ஏகபோகம், நேர்கோட்டுத்தன்மை"
"ಏಕವಾಗಿ, ರೇಖೀಯವಾಗಿ","தனித்த, நேரியல்"
ಸಾಲಿನ ಸಂಭಾವ್ಯ,வரி சாத்தியம்
ರೇಖೀಯ ಅಪೂರ್ಣತೆ,நேரியல் குறைபாடு
ಸ್ಟ್ರೋಕ್ ಲೈನ್,பக்கவாதம் வரி
ರೇಖೀಯ ವರ್ಣಪಟಲ,நேரியல் நிறமாலை
ಲೈನ್ ವೋಲ್ಟೇಜ್,வரி மின்னழுத்தம்
"ಬಂಧ, ದಾರ, ಸರಪಳಿ, ಗ್ರಂಥಿ, ಕೊಂಡಿ","பிணைப்பு, சரம், சங்கிலி, சுரப்பி, இணைப்பு"
ದ್ರವೀಕರಣ,திரவமாக்கல்
ದ್ರವೀಕೃತ,திரவமாக்கப்பட்ட
ದ್ರವೀಕೃತ,திரவமாக்கப்பட்ட
ದ್ರವ,திரவம்
ದ್ರವ ಜಲಾಶಯ,திரவ நீர்த்தேக்கம்
ದ್ರವ ಸ್ಫಟಿಕ,திரவ படிகம்
ದ್ರವತೆ,திரவத்தன்மை
ದ್ರವ ಚಾಲಿತ ರಾಕೆಟ್,திரவ இயக்கப்படும் ராக்கெட்
ಲಿಸಾಜು ಅಂಕಿಅಂಶಗಳು,லிசாஜு புள்ளிவிவரங்கள்
"ಪಟ್ಟಿ, ಪಟ್ಟಿ","பட்டியல், பட்டியல்"
"ಪಟ್ಟಿ, ಪಟ್ಟಿ","பட்டியல், பட்டியல்"
ಕಸ,குப்பை
ನೇರ ಕಾರ್ಯಕ್ರಮ,நேரடி திட்டம்
ವಿದ್ಯುತ್ ತಂತಿ,மின்சார கம்பி
"ಲೋಡ್, ಲೋಡ್, ಲೋಡ್, ಲೋಡ್, ಲೋಡ್","சுமை, சுமை, சுமை, சுமை, சுமை"
ಮ್ಯಾಗ್ನೆಟ್ ಕಲ್ಲು,காந்த கல்
"ಸ್ಥಳೀಯ, ಸ್ಥಳೀಯ","உள்ளூர், உள்ளூர்"
ಸ್ಥಳೀಯ ಗರಿಷ್ಠ,உள்ளூர் அதிகபட்சம்
"ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ","இடம், இடம், இடம், இடம், இடம்"
ಬೌಂಡ್ ತಪ್ಪು,கட்டுப்பட்ட தவறு
"ತಲಾಖ್, ರವಾನೆ","தலாக், சரக்கு"
"ಲೋಕಸ್, ಲೋಕಸ್","இடம், இடம்"
ಮ್ಯಾಗ್ನೆಟ್ ಕಲ್ಲು,காந்த கல்
ಲಾಗರಿಥಮಿಕ್,மடக்கை
ತರ್ಕಶಾಸ್ತ್ರ,தர்க்கம்
ಸಮಂಜಸವಾದ,நியாயமான
"ಲಾಜಿಸ್ಟಿಕ್ಸ್, ಆಪರೇಷನ್ ಸೈನ್ಸ್","தளவாடங்கள், செயல்பாட்டு அறிவியல்"
ಲಂಡನ್ ವಾಂಡರ್ವಾಲ್ಸ್ ಆಕರ್ಷಣೆಗಳು,லண்டன் வாண்டர்வால்ஸ் ஈர்ப்புகள்
ರಿಮೋಟ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್,தொலை பரிமாற்றம்
"ರೇಖಾಂಶ, ರೇಖಾಂಶ","தீர்க்கரேகை, தீர்க்கரேகை"
ರವಿನೆಚ್ ರೇಖಾಂಶ,ravinech இன் தீர்க்கரேகை
ಉದ್ದುದ್ದವಾದ,"நீளமான, நீளமான"
ದೀರ್ಘ ಸ್ವರ,நீண்ட உயிரெழுத்து
"ಲೂಪ್, ಲೂಪ್, ಲೂಪ್ (ಸಂ.), ಲೂಪ್ (ವಿ.), ಪ್ರಸಂಡ್","லூப், லூப், லூப் (எட்.), லூப் (வி.), பிரசாந்த்"
ಸಡಿಲವಾಗಿ ಬಂಧಿಸಲಾಗಿದೆ,தளர்வாக பிணைக்கப்பட்டுள்ளது
"ವಿರಳವಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ, ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ","அரிதாக நிரம்பிய, நிரம்பிய"
ಲಾರೆಂಟ್‌ನ ಫಿಟ್ಜ್‌ಗೆರಾಲ್ಡ್ ಸಂಕೋಚನ,லாரன்ட்டின் ஃபிட்ஸ்ஜெரால்ட் சுருக்கம்
ನಷ್ಟ ಮುಕ್ತ ಲೈನ್,இழப்பு இல்லாத வரி
ಕೊಳೆತ ಡೈಎಲೆಕ್ಟ್ರಿಕ್,சிதைந்த மின்கடத்தா
ಶಕ್ತಿ,வலிமை
"ಕಡಿಮೆ ಒತ್ತಡದ ಪ್ರದೇಶ, ಖಿನ್ನತೆ","குறைந்த அழுத்த பகுதி, மன அழுத்தம்"
"ತಿರಸ್ಕಾರ, ಕಡಿಮೆ","அவமதிப்பு, குறைந்த"
"ಕಡಿಮೆ, ಚಿಕ್ಕದು","குறைந்த, சிறிய"
ಕೆಳಮಟ್ಟದ ನಿರ್ವಾತ,தாழ்வான வெற்றிடம்
ಪ್ರಕಾಶಮಾನತೆ,ஒளிர்வு
ಸಂದೀಪ್ತಿ,சந்தீப்தி
ವಿಕಿರಣ,கதிர்வீச்சு
ಜ್ವಾಲೆ.,சுடர்.
"ದೀಪ್, ಪ್ರದೀಪಿ, ಜ್ಯೋತಿ-","தீப், பிரதீபி, ஜோதி-"
ಚಂದ್ರನ ದಿನ,சந்திர நாள்
ಚಂದ್ರ ಗ್ರಹಣ,சந்திர கிரகணம்
ಚಂದ್ರನ ಉಪಗ್ರಹ,சந்திரன் செயற்கைக்கோள்
ಚಂದ್ರನ ಹಂತದ ಬದಲಾವಣೆ,நிலவின் கட்ட மாற்றம்
ಲಕ್ಸ್,லக்ஸ்
ಲೈಮನ್ ಸರಣಿ,லைமன் தொடர்
ಒಟ್ಟು,மொத்த
ಒಟ್ಟು,மொத்த
