Assamese,English
পোহৰৰ ৰশ্মিৰ দোলক,Light beam oscillograph
পাতল নীলা,Light blue
পোহৰৰ বাহক ইনজেকচন,Light carrier injection
পোহৰৰ ফিল্টাৰ,Light chopper
পোহৰ শঙ্কু,Light cone
পোহৰ নিয়ন্ত্ৰিত দোলক,Light controlled oscillator
পোহৰৰ বক্ৰ,Light curve
সামান্য আয়,Light doping
পোহৰৰ মৌল,Light elements
আলোক সংবেদনশীলতা,Light emitting
পোহৰ শক্তি,Light energy
পোহৰৰ সমীকৰণ,Light equation
পোহৰৰ সংস্পৰ্শলৈ অহা,Light exposure
অপটিকেল উইংছ,Light fan
পোহৰৰ ফিল্টাৰ,Light filter
পোহৰৰ প্ৰবাহ,Light flux
পোহৰ সংৰক্ষণ ক্ষমতা,Light gathering power
"পোহৰৰ পথ নিৰ্ণায়ক, পোহৰৰ গাইড",Light guide
পোহৰৰ ঘন্টা,Light hour
"লাইটহাউচ, লাইট হাউচ",Light house
লাইট হাউচ ডাক্ট,Light house tube
পোহৰৰ তীব্ৰতা,Light intensity
লঘু বোজা,Light load
পোহৰ মোজান,Light meson
লাইটমিটাৰ,Light meter
"পোহৰৰ মাইক্ৰ&#39; ছেকেণ্ড, পোহৰৰ মাইক্ৰ&#39; ছেকেণ্ড",Light microsecond
অপটিকেল মডুলেচন,Light modulation
অপটিকভাৱে মডুলেটৰ,Light modulator
আলোকীয় পৰিবাহীতা অৱক্ষয়,Light n egative (=photo-negative=photo-resistive)
"পোহৰৰ নিউক্লিয়াছ, পোহৰৰ নিউক্লিয়াছ",Light neclues
পোহৰ চালিত চুইচ,Light operated switch
লাইট পেনেল,Light panel
লাইট টেপ,Light pipe
পোহৰৰ চাপ,Light pressure
পোহৰ কোৱাণ্টাম,Light quantum
পোহৰৰ ৰশ্মি,Light ray
পোহৰৰ বিক্ৰিয়া,Light reaction
পোহৰ সংপৃক্ত,Light saturated
পোহৰ বিকিৰণ ক্ষমতা,Light scattering power
পোহৰ স্থায়ী,Light stable
"ওজনহীন ডোঙা, ওজনহীন আঁহ",Light string
পোহৰৰ সংবহন,Light transmission
লাইট ভালভ,Light valve
পোহৰৰ ভেন,Light vane
পোহৰৰ পানীৰ ৰিয়েক্টৰ,Light water reactor
"আলোকবৰ্ষ, আলোকবৰ্ষ",Light year
পোহৰৰ দোলন,Light-oscillations
আলোকীয় পৰিবাহীতা বৃদ্ধিকাৰী,Light-positive (=conductive photo-positive)
পোহৰৰ স্পন্দন,Light-pulse
ৰূপালী পোহৰ প্ৰকাশন,Lightening
লাইট গ্ৰেব,Lighter grays
"temperate, পোহৰ ওলোৱা",Lighting
পোহৰৰ ক্ষেত্ৰ,Lighting area
"বিজুলী, বিজুলী",Lightning
বিজুলী ডিটেক্টৰ,Lightning arrrester
বিজুলী-পৰিবাহী,Lightning conductor
বিজুলী উৎপাদক,Lightning generator
বিজুলীৰ ক্ষতি,Lightning I njhury
বিজুলীৰ পৰা সুৰক্ষা,Lightning protection
বিজুলীৰ আঘাত,Lightning rod
বিজুলী বৰ্ণালীবিজ্ঞান,Lightning spectroscopy
বিজুলীৰ আঘাত,Lightning stroke
বিজুলীৰ ঢৌ,Lightning surge
বিজুলীৰ চুইচ,Lightning switch (=ground switch)
বিজুলীৰ তাপ,Lightning temperature
পোহৰৰ প্ৰমাণ,Lightproof
কাঠৰ সামগ্ৰী,Ligneous material
"সমজাতীয়, সমজাতীয়, সমজাতীয়",Like
সমান্তৰাল সমান্তৰাল বল,Like parallel forces
মুক্তিৰ মুহূৰ্ত,Lilft off
উত্তোলন কাৰক,Lilft-factor
উত্তোলন ট্ৰেকচন অনুপাত,Lilft-to-drag ratio
পোহৰ নিৰ্গত কৰা পোহৰ নিৰ্গত কৰা পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড,Lilght emitting diode
লাইট বন্দুক,Lilght gun
পোহৰৰ বিন্দু,Lilght point
পোহৰৰ সংকেত,Lilght signal
পোহৰৰ সৈতে,Lilght tolerant
"শেঁতা হালধীয়া, শেঁতা হালধীয়া",Lilght yellow
পোহৰৰ সামগ্ৰী,Lilght yield
সীমা মূল্য,Lilmit value
প্ৰান্তীয় প্ৰবাহ,Lilmiting current
প্ৰান্তীয় বক্ৰ,Lilmiting curve
"প্ৰান্তীয় ঘনত্ব, চৰম ঘনত্ব",Lilmiting density
বৰ্তমানৰ সীমা,Lilmiting magnitude (=magnitude limit)
প্ৰান্তীয় সংখ্যা,Lilmiting number
লাইন ফ&#39;কাচিং টিউব,Lilne focus tube
লাইন পালছাৰ,Lilne pulser
লাইন পৰীক্ষক,Lilne tester
উৰ্বিকা ৰেখা,Lilnea aspera
ৰৈখিক ত্বৰণকাৰী,Lilnear accelerator
ৰৈখিক পৰিবৰ্ধক,Lilnear amplifier
ৰৈখিক অনুনাদ ত্বৰক,Lilnear resonance accelerator
তৰল পদাৰ্থৰ মানোমিটাৰ,Lilquid manometer
লিথিয়াম কোষ,Lilthium cell
দিল্লী বিপৰীত শব্দ,Liminal contrast (=threshold contrast)
"সীমা, প্ৰান্তীয়",Limit
সীমা বিশ্লেষণ,Limit analysis
"সীমা চক্ৰ, চৰম প্ৰসাৰণ চক্ৰ",Limit cycle
সীমাৰ ডিজাইন,Limit design
শীৰ্ষ লোড ফ্যাক্টৰ,Limit lodad factor
সীমা সংখ্যা,Limit number
শ্ৰৱণ ক্ষমতাৰ পৰিসৰ,Limit of audibility
ভুলৰ পৰিসৰ,Limit of error
অনিৰ্দিষ্ট সীমা,Limit of indeterminacy
ৰৈখিক স্থিতিস্থাপকতা সীমা,Limit of linear elasticity
ৰিজ&#39;লিউচনৰ পৰিসৰ,Limit of resolution
ফিল্টাৰ সীমা বিন্দু,Limit point of a filter
সীমা চুইচ,Limit switch
প্ৰান্তীয় বেগ,Limit velocity
সীমিত সংশোধনী,Limited correction
সীমিত বিতৰণ,Limited distribution
সীমিত কোঠা,Limited neighbourhood
limiter,Limiter
লিমিটাৰ ডাইঅ&#39;ড,Limiter diode
"limiter, প্ৰান্তীয়, চৰম",Limiting
প্ৰান্তীয় কেথ&#39;ড বিভৱ,Limiting cathode potential
প্ৰান্তীয় কোষ,Limiting cell
প্ৰান্তীয় নিষেধাজ্ঞা,Limiting condition
প্ৰান্তীয় পৰিবাহীতা,Limiting conductance
প্ৰান্তীয় বিতৰণ,Limiting distribution
প্ৰান্তীয় ভাৰসাম্য,Limiting equilibrium
সীমিতকাৰী কাৰক,Limiting factor
প্ৰান্তীয় কম্পাঙ্ক,Limiting frequency
"সীমাবদ্ধ আয়নিক গতিশীলতা, চৰম আয়নিক গতিশীলতা",Limiting ionic mobility
প্ৰান্তীয় দৈৰ্ঘ্য,Limiting length
সীমা মেৰিডিয়ান,Limiting meridian
প্ৰান্তীয় দোলন,Limiting oscillation
সীমা কোৱাণ্টাম গেইন,Limiting quantum yield
সীমা পোষ্ট,Limiting stage
প্ৰান্তীয় বেগ,Limiting velocity
ৰৈখিক লগ ৰিচিভাৰ,Lin-log receiver
"ৰৈখিক ত্বৰক, ৰৈখিক",Linac
লিণ্ডেনব্লেড এন্টেনা,Lindenblad antenna
"ৰেখা, ৰেখা, উপবৃত্তাকাৰ",Line
লাইন এম্প্লিফায়াৰ,Line amplilfier
"ৰেখা মাত্ৰা নিয়ন্ত্ৰক, অনুভূমিক আকাৰ নিয়ন্ত্ৰক",Line ampliltude control (=horizontal size control)
ৰেখাৰ ক্ষীণকৰণ,Line attenuation
লাইন ভাৰসাম্য,Line balance
ৰেখা চিহ্নিত কৰা,Line bend (=line tilt)
লাইন এৰি দিয়ক,Line blanking (=vertical blanking)
ৰেখাৰ বিচ্ছিন্নতা,Line broadening
লাইন কেপাচিটেন্স,Line capacitance
ৰেখাৰ বৈশিষ্ট্যসমূহ,Line characteristic
লাইন বৰ্তনী,Line circuit
ৰেখা পৰিবাহীতা,Line conductance
ৰেখা ধ্ৰুৱক,Line constant
লাইন ৰছী,Line cord
লাইন কাপলিং,Line coupling
লাইন ফ্লাটাৰ,Line crawl (=line fllickering)
লাইন কাৰেণ্ট,Line currrent
ৰৈখিক ভুল,Line defect
ৰেখাৰ ঘনত্ব,Line density
লাইন বিস্তাৰক,Line diffuser
ৰেখা বিকৃতি,Line distortion
লাইন বিতৰক,Line distributor
লাইন বিভাজক,Line divider
ৰেখা বিভৱ,Line drop
লাইন ইলেক্ট্ৰ&#39;ড,Line electrodes
লাইন সংখ্যালঘু,Line element
লাইন সংকেত সমতা স্থাপন,Line equaliser
লাইন দোষ,Line fault
লাইন লোড,Line feed
লাইন ফিল্টাৰ,Line filter
লাইন তদন্তকাৰী,Line finder
লাইন ফ্লাটাৰ,Line flicker
লাইন কাউণ্টাৰকাৰেণ্ট পালছ,Line flyback pulse (=horizontal flyback)
লাইন কম্পাঙ্ক,Line frequency
লাইন-ফ্ৰেম কম্পাঙ্ক অনুপাত,Line frequency to frame frequency ratio
ৰেখা জ্যামিতি,Line geometry
ৰেখা গ্ৰাফ,Line graph
লাইন অনুবাদমূলক,Line harmonic
ৰেখা জলফোন,Line hydrophone
ৰৈখিক অসম্পূৰ্ণতা,Line imperfection (one dimensional)
ৰেখা সূচী,Line indices
ৰেখাৰ ইণ্ডাক্টেন্স,Line inductance
লাইন ইনচুলেটৰ,Line insulator
ৰেখাৰ তীব্ৰতা,Line intensity
লাইন জেক,Line jack
ৰেখা কুঁচিশিলা তৰংগ আকৃতি,Line keystone waveform
লাইন সংকেত স্তৰ,Line level
লাইন সংস্থাপন,Line location
বংশৰ ক্ষয়,Line loss
লাইন মনিটৰ নজেল,Line monitoring tube
কাৰ্য্য ৰেখা,Line of action
কলিমেচন লাইন,Line of collimation
প্ৰান্তিককৰণৰ ৰেখা,Line of collinearity
বক্ৰতাৰ ৰেখা,Line of curvature
ৰেখা ৰেখা,Line of dip
পৃথকীকৰণ ৰেখা,Line of disjencture
সমতুল্য বিতৰণ ৰেখা,Line of equal distribution
ভাৰসাম্য ৰেখা,Line of equilibrium
পতন ৰেখা,Line of fall
ফল্ট লাইন,Line of fault
প্ৰবাহ ৰেখা,Line of flow
"ফ্লাক্স লাইন, ফ্লাক্স লাইন",Line of flux
বল ৰেখা,Line of force
"সংঘৰ্ষ ৰেখা, সংঘৰ্ষ ৰেখা",Line of impact
ছেদক ৰেখা,Line of intersection
নেভিগেচন ৰুট,Line of navigation
পতন ৰেখা,Line of nodes
ষ্ট্ৰ&#39;ক লাইন,Line of percussion
ষ্টেটাছ লাইন,Line of position
বংশৰ ৰেখা,Line of quickest descent
পৃথকীকৰণৰ ৰেখা,Line of separation
ছিয়াৰ চাপ ৰেখা,Line of shearing stress
দৃষ্টিৰেখা,Line of sight
ভিজুৱেল ট্ৰেন্সমিছন,Line of sight propagation
ভিজুৱেল ৰেডিঅ&#39; ট্ৰেন্সমিছন,Line of sight radio communication
কেন্দ্ৰীয় লোকাছ,Line of striction
থ্ৰাষ্ট লাইন,Line of thrust
ট্ৰেজেক্টৰী ৰেখা,Line of torsion
লাইন অপাৰেটৰ,Line operator
লাইন দোলক,Line oscilator
লাইন আউটপুট,Line output
লাইন আউটপুট ট্ৰেন্সফৰ্মাৰ,Line output transformer
লাইন পেড,Line pad
লাইন পিৰিয়ড,Line period
লাইন প্ৰিন্টাৰ,Line printer
ৰেখা বিকিৰণ,Line radiation
লাইন নিয়ন্ত্ৰণ,Line regulation
লাইন ৰিলে,Line relay
লাইন ৰিপিটাৰ,Line repeater
লাইন ৰেজিষ্টেন্স,Line resistance
লাইন নমুনা সংগ্ৰহ কৰা,Line sampling
ৰেখা স্কেল,Line scale
ৰৈখিক স্কেনিং,Line scanning
ৰেখা বিকিৰণ,Line scattering
লাইন ৱৰ্ক,Line selector
লাইন ক্ৰমিক ব্যৱস্থা,Line sequential system
ৰেখাৰ ৰেঞ্জ ইম্পিডেন্স,Line series impedance
ৰেখাডালৰ শ্বাণ্ট পাৰ্যমান্যতা,Line shunt admittance
লাইন সংকেত লাইন সংকেত,Line signal
ৰৈখিক উৎস (পোহৰৰ),Line source (of light)
ৰৈখিক বৰ্ণালী,Line spectrum
ৰেখাৰ শক্তি,Line strength
লাইন এক্সটেণ্ডাৰ,Line stretcher
লাইন চুইচ,Line switch
লাইন সমন্বয় সংকেত,Line synchronizing signal
ট্ৰেচ টেনচন,Line tension
ৰেখা খণ্ড,Line transect
"লাইন নম্বৰাৰ, লাইন ট্ৰেন্সফৰ্মাৰ",Line transformer
লাইন নম্বৰ দিয়া,Line translation
লাইন ফান্দ,Line trap
লাইন টিউনিং,Line tuning
লাইন ভল্টেজ,Line voltage
"ৰেখাৰ প্ৰস্থ, ৰেখাৰ প্ৰস্থ",Line width
লাইন ক্ৰমিক ৰঙীন টেলিভিছন,Line-sequential colour television
লাইন স্থিতিশীল দোলক,Line-stabilized oscillator
বংশবৃক্ষৰ গঠন,Lineage structure
"ৰৈখিক, ৰৈখিক, ৰৈখিক",Linear
ৰৈখিক শোষণ সহগ,Linear absorption coefficient
ৰৈখিক এন্টেনা,Linear antenna
ৰৈখিক এৰে,Linear array
ৰৈখিক শব্দ পৰিবৰ্ধক,Linear audio amplifier
ৰৈখিক পিছলৈ তৰংগ দোলক,Linear backward wave oscillator
ৰৈখিক দ্বৈত বিবৰ্তন,Linear birefringence
"ৰৈখিক বলোমিটাৰ, ৰৈখিক হাইড্ৰমিটাৰ",Linear bolometer
ৰৈখিক প্ৰজ্বলন হাৰ,Linear burning rate
ৰৈখিক বিভাজন,Linear cleavage
ৰৈখিক সহগ,Linear coefficient
ৰৈখিক সংঘৰ্ষ লিফ্ট,Linear collision cascade
ৰৈখিক গণনা উপাদান,Linear computing element
ৰৈখিক সংযোগ,Linear connection
ৰৈখিক নিয়ন্ত্ৰণ,Linear control
ৰৈখিক সম্পৰ্ক,Linear correlation
ৰৈখিক কাৰেণ্ট,Linear current
"ৰৈখিক মাত্ৰা, ৰৈখিক জোখ, ৰৈখিক দৈৰ্ঘ্য-প্ৰস্থ",Linear dimension
ৰৈখিক দূৰত্ব,Linear distance
ৰৈখিক স্থিতিস্থাপকতা,Linear elasticity
ৰৈখিক ইলেক্ট্ৰ&#39;ড পদ্ধতি,Linear electrode method
ৰৈখিক সংখ্যালঘু,Linear element
ৰৈখিক স্থানান্তৰ,Linear energy transfer
ৰৈখিক শক্তি স্থানান্তৰ,Linear energy transfer
"ৰৈখিক সমীকৰণ, দ্বিঘাত সমীকৰণ",Linear equation
ৰৈখিক ভুল,Linear error
ৰৈখিক বিস্তাৰ,Linear expansion
ৰৈখিক পুনৰ বিনিয়োগ নিয়ন্ত্ৰণ ব্যৱস্থা,Linear feed back control system
ৰৈখিক উৰণ,Linear flight
ৰৈখিক প্ৰবাহৰ গঠন,Linear flow structure
ৰৈখিক আধা তৰংগ ভল্টমিটাৰ,Linear half wave voltmeter
ৰৈখিক হেমিল্টনিয়ান ব্যৱস্থা,Linear Hamiltonian system
ৰৈখিক আৱৰ্তনীয় দোলক,Linear harmonic oscillator
ৰৈখিক হাৰ্টচি দোলক,Linear Hertzian oscillator
ৰৈখিক সমৰূপতা,Linear isomorphism
ৰৈখিক গতিবেগ,Linear m omentum
ৰৈখিক মেক্ৰ&#39;ফেজ,Linear macro-molecule
ৰৈখিক বৃদ্ধি,Linear magnification
ৰৈখিক ভৰ স্কেল,Linear mass scale
ৰৈখিক জোখ-মাখ,Linear measure
ৰৈখিক জোখ-মাখ,Linear measurement
ৰৈখিক আৰ্হি,Linear model
ৰৈখিক গতি,Linear motion
ৰৈখিক মটৰ,Linear motor
ৰৈখিক জাল,Linear network
ৰৈখিক অপাৰেটৰ,Linear operator
ৰৈখিক ক্ৰম,Linear order
ৰৈখিক প্ৰাচল,Linear parameter
"ৰৈখিক আৰ্হি, ৰৈখিক ডায়েগ্ৰাম",Linear pattern
ৰৈখিক বিক্ষিপ্ততা,Linear perturbation
ৰৈখিক সংকোচন,Linear pinches
ৰৈখিক মেৰুকৰণকাৰী,Linear polariser
ৰৈখিক মেৰুকৰণ,Linear polarization
ৰৈখিক শক্তি পৰিবৰ্ধক,Linear power amplifier
শ্বক মূল চাপৰ ষ্ট্ৰেইন সম্পৰ্ক,Linear principal stress strain rerlation
ৰৈখিক সমস্যা,Linear problem
ঘাতীয় প্ৰক্ৰিয়া,Linear process
ৰৈখিক প্ৰগ্ৰেমিং,Linear programming
ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম,Linear programming algorithn
ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,Linear programming problem
"ৰৈখিক সম্পৰ্ক, ঘাতীয় সম্পৰ্ক",Linear relation
ৰৈখিক সম্পৰ্ক,Linear relationship
ৰৈখিক স্কেল,Linear scale
ৰৈখিক স্কেনিং,Linear scan
একক ছিয়াৰ চাপ ষ্ট্ৰেইন সম্পৰ্ক,Linear shear stress-strain relation
ৰৈখিক ষ্টাৰক ইফেক্ট,Linear Stark effect
ৰৈখিক প্ৰতিৰোধ ক্ষমতা ক্ষমতা,Linear stopping power
ৰৈখিক বিকৃতি,Linear strain
ৰৈখিক গঠন,Linear structure
ৰৈখিক গঠন বহুগুণক,Linear structure factor
শ্বক প্ৰতিস্থাপন,Linear substitution
ৰৈখিক প্ৰসাৰণ,Linear sweep
ৰৈখিক ব্যৱস্থা,Linear system
ৰৈখিক স্পৰ্শক,Linear tentacle
ৰৈখিক তত্ত্ব,Linear theory
ৰৈখিক সময়ৰেখা,Linear time base
ৰৈখিক ট্ৰেন্সডুচাৰ,Linear transducer
ৰৈখিক ৰূপান্তৰ,Linear transformation
ৰৈখিক ধৰণ,Linear variety
ৰৈখিক বেগ,Linear velocity
একক ইলাষ্টিক কঠিন,Linear visco-elestic solid
ৰৈখিক বিকৃতি কঠিন পদাৰ্থ,Linear work hardening material
ৰৈখিক বিকৃতি কঠিন ষ্ট্ৰিং,Linear work hardening string
ৰৈখিককৰণ,Linearisation
ৰৈখিক সমএনট্ৰপিক প্ৰবাহ,Linearised isentropic flow
ৰৈখিক উপধ্বনি প্ৰবাহ,Linearised subsonic flow
ৰৈখিক ছুপাৰছনিক প্ৰবাহ,Linearised supersonic flow
"একাগ্ৰতা, ৰৈখিকতা",Linearity
ৰৈখিকতা সীমা,Linearity limit
"শীৰ্ষ ৰেজিষ্টেন্স, ৰৈখিক ৰেজিষ্টেন্স",Linearizing resistance (=peaking resistor = peak resistance)
"এককভাৱে, ৰৈখিকভাৱে",Linearly
তীব্ৰভাৱে নিৰ্ভৰশীল,Linearly dependent
এককভাৱে স্বাধীন,Linearly independent
"ৰেখা মেৰুকৃত পোহৰ, সমতল মেৰুকৃত পোহৰ",Linearly polarized light
শোষণকাৰী নলী,Lined duct (=absorbing duct)
লাইন,Lines
বৃদ্ধিৰ ৰেখা,Lines of growth
নেভিগেবল,Lines of navigation
"বন্ধন, লিংক, শৃংখল, নোডুল, লিংক",Link
বণ্ড বৰ্তনী,Link circuit
সম্পৰ্ক প্ৰেৰক,Link ransmitter
"বন্ধন, বন্ধন, সংযোগ, সংযোগ",Linkage
লিংকেজ সহগ,Linkage coefficient
লিংকেজ স্বীকৃতি,Linkage detection
লিংক কৰা গোট,Linkage groups
"বণ্ড আইছ’মাৰ, বণ্ড আইছ’মাৰ",Linkage isomerism
ইলাষ্টিক,Lintearia (=elastica)
লেজাৰে প্ৰৰোচিত নিউক্লিয়াৰ মেৰুকৰণ,Linup (=laser induced nuclear polarization)
যুক্তিসংগত ডিজাইন,Liogical design
ওঁঠৰ মাইক্ৰ&#39;ফোন,Lip microphone
শব্দ-চিত্ৰ সমন্বয়,Lip synchronisation
শব্দ-চিত্ৰ সমন্বয় কাৰ্য্য,Lip synchronous operation
"লিপমেন ফ্ৰিঞ্জ, লিপমেন ষ্ট্ৰাইপ",Lippamann fringe
লিপি প্ৰিজম,Lippich prism
লিপমেন সম্পৰ্ক,Lippmann relation
"তৰল, তৰল",Liquefaction
তৰলীকৃত গেছ,Liquefied gas
তৰলীকৃত,Liquefier
"liquefy, তৰলীকৃত কৰা",Liquefy
জুলীয়া,Liquid
তৰল বায়ু,Liquid air
"তৰল-বায়ু পৃথকীকৰণ-পৃষ্ঠ, তৰল-বায়ু পৃথকীকৰণ-প্লেন",Liquid air interface
তৰল পদাৰ্থ শীতল কৰা,Liquid cooling
তৰল পদাৰ্থৰ কাউণ্টাৰ,Liquid counter
তৰল স্ফটিক,Liquid crystal
তৰল বক্ৰ,Liquid curve
লিকুইড ডাইলেক্ট্ৰিক কেপাচিটৰ,Liquid dielectric capacitor
"লিকুইড ড্ৰপ মডেল, লিকুইড ড্ৰপ মডেল",Liquid drop model
নিউক্লিয়াছৰ তৰল বিন্দুৰ আৰ্হি,Liquid drop model of nucleus
"তৰল ইমালচন, তৰল ইমালচন",Liquid emulsion
তৰল ফিল্ম,Liquid expanded film
তৰল পদাৰ্থ নিষ্কাশন,Liquid extraction
তৰল ফিল্ম,Liquid film
তৰল পদাৰ্থৰ প্ৰবাহ কাউণ্টাৰ,Liquid flow counter
তৰল ইন্ধন,Liquid fuel
তৰল গেছ,Liquid gas
"ভিট্ৰিয়াছ ফ্লুইড থাৰ্মোমিটাৰ, ভিট্ৰিয়াছ ফ্লুইড থাৰ্মোমিটাৰ",Liquid in glass thermometer
ভিতৰত তৰল পদাৰ্থ,Liquid interior
তৰল লেজাৰ,Liquid laser
"তৰল মজিয়াৰ গেজ, তৰল মজিয়াৰ গেজ",Liquid level gauge
তৰল পদাৰ্থৰ সীমা,Liquid limit
তৰল মাধ্যম,Liquid medium
তৰল ধাতুৰ পাৰমাণৱিক ইন্ধন,Liquid metal nuclear fuel
তৰল পৰ্যায়,Liquid phase
তৰল বিষ,Liquid poison
তৰল-চালিত ৰকেট,Liquid rocket
তৰল ডাইনামো,Liquid scintillation
পাৰ্ফিউচন কাউণ্টাৰ,Liquid scintillation counter
তৰল অৱস্থা,Liquid state
তৰল পদাৰ্থৰ গঠন,Liquid structure
তৰল সংযোগ,Liquid-junction
তৰল সংযোগ বিভৱ,Liquid-lilquid junction potential
তৰল-চালিত ৰকেট,Liquid-propellant rocket
তৰলতা,Liquidity
lisaju ফিগাৰ,Lissajous figures
"তালিকা, তালিকা",List
তথ্য প্ৰক্ৰিয়াকৰণ,List processing
তালিকা-প্ৰক্ৰিয়াকৰণ ভাষা,List processing language
তালিকা চতুৰ্থাংশ,List quadrat
শুনা চাবি,Listening key
শ্ৰৱণ কেন্দ্ৰ,Listening station
"তালিকাভুক্ত কৰা, তালিকাভুক্ত কৰা",Listing
ইনভেণ্টৰী ইউনিট,Listing unit
লিথিয়াম বেটাৰী,Lithium battery
লেতেৰা,Litre
লিটাৰ বায়ুমণ্ডল,Litre atmosphere
লাইট্ৰ&#39; মিৰ&#39;ৰ,Littrow mirror
lytro সংস্থাপন,Littrow mounting
লিট্ৰ&#39; প্ৰিজম,Littrow prism
"লাইট্ৰ’ স্পেকট্ৰ’গ্ৰাফ, লাইট্ৰ’ স্পেকট্ৰ’গ্ৰাফ",Littrow spectrograph
ড্ৰাইভাৰক জ্বলাই দিয়ে,Litz conductor
লাইভ সম্প্ৰচাৰ,Live
লাইভ চাৰ্কিট,Live circuit
শব্দ প্ৰতিফলিত শেষ,Live end
চলন্ত উত্থান,Live load
ভাসমান লিফ্ট ইফেক্ট,Live load effect
লাইভ অনুষ্ঠান,Live programme
এস্কৰ্ট ৰুম,Live room
চিমুলেচন ষ্টুডিঅ&#39;,Live studio
বৈদ্যুতিক তাঁৰ,Live wire
লাইট বিম পিক আপ,Llight beam pick up
"পোহৰৰ পথ নিৰ্ণায়ক, পোহৰৰ গাইড",Llight-track
ডিপ্লিটেড ইলেক্ট্ৰ&#39;ড,Llightly coated electrode
বিজুলীৰ নিৰ্গমন,Llightning discharge
চৰম ঘৰ্ষণ,Llimiting friction
"সীমা নিয়ম, সীমা নিয়ম",Llimiting law
লাইন ফ্লাক্স,Lline flux
ৰেখাৰ ফাঁক,Lline gap
ৰৈখিক মডুলেচন,Llinear modulation
ৰৈখিক দোলক,Llinear oscillator
তৰল পদাৰ্থৰ জলাশয়,Lliquid bath
তৰল জেট,Lliquid jet
lloyd মিৰ&#39;ৰ হস্তক্ষেপ,Lloyd's mirror interference
lloyd&#39;s বাৰ,Lloyd's strip
"বোজা, বোজা, বোজা, বোজা, বোজা, বোজা",Load
লোড অনুপ্ৰৱেশ,Load admittance
লোড হেণ্ডলিং,Load and go
লোড আৰ্ম,Load arm
"লোডাৰ কাৰ্ড, লিফ্ট শ্বীট",Load card
বোজা বহন ক্ষমতা,Load carrying capacity
লোড চেল,Load cell
"লোড চেণ্টাৰ, লোড চেণ্টাৰ",Load centre
লোড বৈশিষ্ট্যসমূহ,Load characteristic
"লোড বৰ্তনী, লোড বৰ্তনী",Load circuit
"লোড কইল, ৱৰ্ক কইল",Load coil (=work coil)
লোড ক্ষতিপূৰণ,Load compensation
লোড ফ্যাক্টৰ,Load factor
সাকাৰ ৰূপ,Load format
লোড নিৰ্ণয় বক্ৰ,Load grading curve
লোড ইম্পিডেন্স,Load impedance
লোড আইছ&#39;লেটৰ,Load isolator
লোড লছ,Load loss
লোড মিলন,Load matching
সমতল স্তৰ,Load plane
"লোড-ষ্টাৰ্ট পইণ্ট, লিফ্ট-পইন্ট",Load point
লোড চাপ,Load pressure
উদ্ধৃতি প্ৰগ্ৰেম,Load program
লোড নিয়ন্ত্ৰণ,Load regulation
"লোড শ্বেডিং, লোড হ্ৰাস",Load shedding
লোড চাপ,Load stress
লোড স্থানান্তৰ চুইচ,Load transfer switch
লিফ্টৰ হাৰ,Load-rate
ওজনযুক্ত,Loaded
ওজনযুক্ত এন্টেনা,Loaded antenna
ওজনযুক্ত কংক্ৰিট সংৰক্ষক,Loaded concrete shield
ওজনযুক্ত কংক্ৰিট,Loaded concrrete
ওজনযুক্ত ইম্পিডেন্স,Loaded impedance
লোড কৰা লাইন লোড কৰা লাইন,Loaded line
ওজনযুক্ত থ্ৰ&#39;টল এম্প্লিফায়াৰ,Loaded push pull amplifier
ওজনযুক্ত Q,Loaded Q (=working Q)
উপযুক্তভাৱে লোড কৰা হৈছে,Loaded to capacity
স্মৃতিভ্ৰংশ,Loader
"লোড, উত্তোলন, ঢালি",Loading
খোলা গহ্বৰ,Loading cavity
ওজন কৰা কইল,Loading coil
লোড ধাৰণা,Loading concept
ডিস্ক লোড কৰা,Loading disk
লোড ভুল,Loading error
উদ্ধৃতি নিয়ম,Loading law
মেমৰি লোড ৰুটিন,Loading routine
লোড চাপ,Loading stress
মানাংকনকাৰী,Loadmeter
চুম্বক শিল,Loadstone
লোব বিন্ধি,Lobe penetration
স্থানীয় ভাৰ্চুৱেল মেৰিডিয়ান,Local apparent moon
স্থানীয় সংকোচন,Local buckling
স্থানীয় চেনেল,Local channel
স্থানীয় নিয়ন্ত্ৰণ,Local control
স্থানীয় ধাৰা,Local current
স্থানীয় পেথ&#39;লজি চেণ্টাৰ,Local deformation centre
স্থানীয় হাৰ,Local dip
স্থানীয় ইলেক্ট্ৰন ঘনত্ব,Local electron density
স্থানীয় মাধ্যাকৰ্ষণ মানচিত্ৰ,Local gravity map
দৃশ্যমান দিগন্ত,Local horizon (=apparent h orizon)
স্থানীয় দিগন্তৰ শৰীৰ,Local horizon system
স্থানীয় তথ্য,Local information
স্থানীয় স্থিতিশীলতা,Local invariance
স্থানীয় সমৰূপতা,Local isotropy
স্থানীয় নম্বৰ,Local Mach number
স্থানীয় গড় সময়,Local mean time
স্থানীয় বিশেষজ্ঞতা,Local specialisation
স্থানীয় সময়,Local time
"স্থানীয়, স্থানীয়",Localised
স্থানীয় বিকৃতি,Localised distortion
স্থানীয় ফ্ৰিঞ্জ,Localised fringe
স্থানীয়কৃত অশুদ্ধি,Localised impurities
