Malayalam,Telugu
മിഡിൽ വേ (=മിഡിൽ കോഴ്സ്),మధ్య మార్గం (=మిడిల్ కోర్సు)
കുടിയേറ്റക്കാരൻ,వలసదారు
മൈഗ്രേഷൻ,వలస
മൈഗ്രേഷൻ,వలస
മൈഗ്രേഷൻ,వలస
മിലിട്ടറിസം,మిలిటరిజం
മിലിട്ടറിസം,మిలిటరిజం
മിലിട്ടറിസം,మిలిటరిజం
മിലിട്ടറിസം,మిలిటరిజం
മിലിട്ടറിസ്റ്റ്,మిలిటరిస్ట్
മിലിട്ടറിസ്റ്റ്,మిలిటరిస్ట్
സൈനികവൽക്കരണം,సైనికీకరణ
സൈനികവൽക്കരണം,సైనికీకరణ
സൈനികവൽക്കരണം,సైనికీకరణ
സൈനിക തന്ത്രജ്ഞൻ (=തന്ത്രജ്ഞൻ),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
സൈനിക തന്ത്രജ്ഞൻ (=തന്ത്രജ്ഞൻ),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
സൈനിക തന്ത്രങ്ങൾ (=തന്ത്രങ്ങൾ),సైనిక వ్యూహాలు (=వ్యూహాలు)
മിലിഷ്യ,మిలిషియా
മിലിഷ്യ,మిలిషియా
തെറ്റായ ഭരണം,దుష్పరిపాలన
ലിങ്ക് വിട്ടുപോയിരിക്കുന്നു,లింక్ లేదు
ദൗത്യം,మిషన్
ദൗത്യം,మిషన్
ദൗത്യം,మిషన్
മിക്സഡ് റേസ്,మిశ్రమ జాతి
ആധുനിക ചരിത്രം,ఆధునిక చరిత్ర
മോഡസ് വിവണ്ടി,మోడ్స్ వీవెండి
മൊണാക്കിസം,మోనాకిజం
മൊണാർക്ക്,చక్రవర్తి
മൊണാർക്ക്,చక్రవర్తి
രാജവാഴ്ച,రాచరికం
രാജവാഴ്ച,రాచరికం
മൊണാർക്കിസ്റ്റ്,రాచరికవాది
രാജവാഴ്ച,రాచరికం
ആശ്രമം,మఠం
ആശ്രമം,మఠం
ആശ്രമം,మఠం
സന്യാസം,సన్యాసం
സന്യാസം,సన్యాసం
സന്യാസി,సన్యాసి
മാതൃരാജ്യം,మాతృదేశం
മാതൃഭൂമി,మాతృభూమి
പാർലമെന്റുകളുടെ മാതാവ്,పార్లమెంటుల తల్లి
മുക്കരക്കാർ,ముక్రాకర్స్
അമ്മാ,మమ్మీ
മ്യൂസിയം,మ్యూజియం
മസ്കറ്റ്,మస్కెట్
മസ്കറ്റിയർ,మస్కటీర్
മസ്കട്രി,మస్కెట్రీ
മസ്കട്രി,మస్కెట్రీ
മസ്റ്റർ മാസ്റ്റർ,మస్టర్ మాస్టర్
മസ്റ്റർ-റോൾ,మస్టర్-రోల్
മസ്റ്റർ-റോൾ,మస్టర్-రోల్
കലാപം,తిరుగుబాటు
കലാപ നിയമം,తిరుగుబాటు చట్టం
നിഗൂഢ കപ്പൽ,మిస్టరీ షిప్
ആഖ്യാനം,కథనం
രാഷ്ട്രം,దేశం
സ്വദേശി,స్థానికుడు
തദ്ദേശീയ സംസ്ഥാനം,స్థానిక రాష్ట్రం
പ്രകൃതിവാദം,సహజత్వం
സ്വാഭാവിക അവകാശങ്ങൾ,సహజ హక్కులు
നാസി,నాజీ
നാസി വിപ്ലവം,నాజీ విప్లవం
നാസിസം,నాజీయిజం
കിഴക്കിനടുത്ത്,తూర్పు సమీపంలో
നീഗ്രോ,నీగ్రో
നീഗ്രോഫിൽ,నీగ్రోఫిల్
നീഗ്രോഫിലിസം,నీగ్రోఫిలిజం
നീഗ്രോഫോബിയ,నీగ్రోఫోబియా
നിഷ്പക്ഷ,తటస్థ
നിഷ്പക്ഷ രാജ്യം,తటస్థ దేశం
പുതിയ കരാർ,నూతన ఒప్పందం
പുതിയ ലോകം,కొత్త ప్రపంచం
കുലീനത,ప్రభువు
നോബിൾ,కీర్తిగల
നോബിൾ,కీర్తిగల
നാടോടി,సంచార జాతులు
നാടോടിക്കൂട്ടം,సంచార గుంపు
നാടോടിസം,సంచారము
ആക്രമണരഹിത ഉടമ്പടി,దురాక్రమణ రహిత ఒప్పందం
ആക്രമണരഹിത ഉടമ്പടി,దురాక్రమణ రహిత ఒప్పందం
യുദ്ധം ചെയ്യാത്ത അവസ്ഥ,యుద్ధం చేయని రాష్ట్రం
നിസ്സഹകരണം,నాన్-కో-ఆపరేషన్
നിസ്സഹകരണ പ്രസ്ഥാനം,సహాయ నిరాకరణ ఉద్యమం
ഒബ്ബർ,ఎదురుగా
ഒബ്ബർ,ఎదురుగా
ഒക്ലോക്രസി (=മൊബോക്രസി),ఓక్లోక్రసీ (=మొబోక్రసీ)
ഒക്ലോക്രാറ്റ്,ఓక్లోక్రాట్
ഔദ്യോഗിക രേഖ,అధికారిక పత్రం
പഴയ ലോകം,పాత ప్రపంచం
ഒലിഗാർക്കി,ఒలిగార్కీ
ആക്രമണം,దాడి
തുറന്ന ചർച്ചകൾ,బహిరంగ చర్చలు
തുറന്ന ചോദ്യം,ఓపెన్ ప్రశ్న
റെക്കോർഡുകൾ തുറക്കുക,రికార్డులను తెరవండి
ഓറിയന്റ്,ఓరియంట్
ഓറിയന്റലിസം,ఓరియంటలిజం
ഓറിയന്റലിസം,ఓరియంటలిజం
ഓറിയന്റലിസ്റ്റ്,ఓరియంటలిస్ట్
ഉത്ഭവം,మూలం
ഉത്ഭവം,మూలం
അക്ഷരവിന്യാസം,ఆర్థోగ్రఫీ
ശത്രുതയുടെ പൊട്ടിത്തെറി,శత్రుత్వాలు చెలరేగడం
ഔട്ട്-പോസ്റ്റ്,అవుట్-పోస్ట్
ഓവർ-ലോർഡ്,పైగా ప్రభువు
ഓവർ-റൈഡ്,ఓవర్ రైడ్
ഓവർ-റൈഡ്,ఓవర్ రైడ్
പേഗൻ,పాగన్
പേഗൻ,పాగన్
പാഗനിസം,పాగనిజం
പാഗനിസം,పాగనిజం
പഗോഡ,పగోడా
പഗോഡ,పగోడా
പഗോഡ,పగోడా
കൊട്ടാരം കുതന്ത്രങ്ങൾ,ప్యాలెస్ కుట్రలు
പാലറ്റിനേറ്റ്,పాలటినేట్
താളിയോല,తాటి ఆకు
പാം ഞായറാഴ്ച,పామ్ ఆదివారం
പനേജിറിസ്റ്റ്,పానెజిరిస్ట్
പരിഭ്രാന്തി,భయాందోళనలు
പരിഭ്രാന്തി,భయాందోళనలు
പരിഭ്രാന്തി പരത്തുന്നയാൾ,భయాందోళనలు కలిగించేవాడు
പാപ്പാസി,పాపసీ
പാപ്പാസി,పాపసీ
പാപ്പാസി,పాపసీ
പാപ്പാസി,పాపసీ
പേപ്പൽ കാള,పాపల్ ఎద్దు
പാപ്പാലിസം,పాపాలిజం
പാപ്പാലിസം,పాపాలిజం
പാപ്പാലിസ്റ്റ്,పాపాలిస్ట్
പേപ്പൽ സംസ്ഥാനം,పాపల్ రాష్ట్రం
പാപ്പിസം (=പാപ്പിസ്ട്രി),పాపిజం (=పాపిస్ట్రీ)
പാപ്പിസ്റ്റ്,పాపిస్ట్
പാപ്പിറസ്,పాపిరస్
ഉപമ,ఉపమానం
പരമപ്രധാനം,పారామౌంట్
പരമാധികാരം (=പരമാധികാരം),పారామౌంట్సీ (=పారామౌంట్ పవర్)
പരമപ്രധാനിയായ സ്ത്രീ,పారామౌంట్ లేడీ
പരമനാഥൻ,పరమ ప్రభువు
കടലാസ്,పార్చ్మెంట్
കടലാസ്,పార్చ్మెంట్
കടലാസ്,పార్చ్మెంట్
ക്ഷമിക്കുക,క్షమించు
പാർലികൾ,పార్లేస్
പാർലികൾ,పార్లేస్
പാർലമെന്റ് (=പാർലമെന്റ്),పార్లమెంట్ (=పార్లమెంట్)
പാർലമെന്റ്,పార్లమెంట్
പാർലമെന്റ്,పార్లమెంట్
പാർലമെന്റ്,పార్లమెంట్
പാർലമെന്റ് നിയമം,పార్లమెంట్ చట్టం
പാർലമെന്റേറിയൻ,పార్లమెంటేరియన్
പാർലമെന്റേറിയൻ,పార్లమెంటేరియన్
പാർലമെന്ററി ഏജന്റ്,పార్లమెంటరీ ఏజెంట్
പാർനെലിസം,పార్నెలిజం
പരോൾ,పెరోల్
പരോൾ,పెరోల్
പാരിസൈഡ്,పారిసిడ్
പാരിസൈഡ്,పారిసిడ్
പക്ഷപാതപരമായ,పక్షపాతం
പക്ഷപാതപരമായ,పక్షపాతం
പക്ഷപാതപരമായ,పక్షపాతం
കടന്നുപോകുക,పాస్
പാസ് വേഡ് (=വാച്ച് വേഡ്),పాస్ వర్డ్ (=వాచ్ వర్డ్)
പാത്രിയർക്കീസ്,జాతిపిత
പാത്രിയർക്കീസ്,పితృదేవతలు
പട്രീഷ്യൻ,పాట్రిషియన్
പിതൃസ്വത്ത്,పితృస్వామ్యం
പാക്സ് ബ്രിട്ടാനിക്ക,పాక్స్ బ్రిటానికా
പാക്സ് റൊമാന,పాక్స్ రొమానా
വംശാവലി,పూర్వీకుల నుండి వంశక్రమము
വംശാവലി,పూర్వీకుల నుండి వంశక్రమము
പെഡിഗ്രിഡ് വ്യക്തി,వంశపారంపర్య వ్యక్తి
സമപ്രായക്കാരൻ,పీర్
സമപ്രായക്കാരൻ,పీర్
പീരേജ്,పీరేజ్
പീരേജ്,పీరేజ్
പീരേജ്,పీరేజ్
അയർലണ്ടിലെ സമപ്രായക്കാർ,ఐర్లాండ్ సహచరులు
സ്കോട്ട്ലൻഡിലെ സമപ്രായക്കാർ,స్కాట్లాండ్ సహచరులు
പെനിൻസുലർ പ്രചാരണം,పెనిన్సులర్ ప్రచారం
പെനിൻസുലർ യുദ്ധം,ద్వీపకల్ప యుద్ధం
പെനന്റ്,పెన్నెంట్
പീപ്പിൾസ് ചാർട്ടർ (=ദേശീയ ചാർട്ടർ),పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్)
ജനകീയ മുന്നണി (=പോപ്പുലർ ഫ്രണ്ട്),పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్)
വഞ്ചന,అపవిత్రత
കാലഘട്ടം,కాలం
കാലഘട്ടം,కాలం
ചുറ്റളവ്,పెరిఫెరీ
സ്ഥിരമായ സെറ്റിൽമെന്റ്,శాశ్వత పరిష్కారం
വറ്റാത്ത ഫൈഫ്,శాశ్వత ఫైఫ్
ഫാലാൻക്സ്,ఫాలాంక్స్
ഫാലാൻക്സ്,ఫాలాంక్స్
ഫറവോൻ,ఫారో
ചിത്രഗ്രാം,పిక్టోగ్రామ్
ചിത്രഗ്രാഫ്,పిక్టోగ్రాఫ్
ചിത്രഗ്രാഫ്,పిక్టోగ్రాఫ్
തീർത്ഥാടകൻ,యాత్రికుడు
തീർത്ഥാടക പിതാക്കന്മാർ,యాత్రికుల తండ్రులు
കൊള്ള,దోపిడీ
കൊള്ള,దోపిడీ
സ്തംഭം,పిల్లర్
സ്തംഭ ശാസനകൾ (അശോകന്റെ),స్తంభ శాసనాలు (అశోకుని)
സ്തംഭ ശാസനകൾ (അശോകന്റെ),స్తంభ శాసనాలు (అశోకుని)
സ്തംഭ ശാസനകൾ (അശോകന്റെ),స్తంభ శాసనాలు (అశోకుని)
കടൽക്കൊള്ളക്കാരൻ,పైరేట్
കടൽക്കൊള്ളക്കാരൻ,పైరేట్
പിച്ചവെച്ച യുദ്ധം,పిచ్ యుద్ధం
പ്ലോട്ട്,ప్లాట్లు
പോളിസ്,పోలిస్
പോളിസ്,పోలిస్
രാഷ്ട്രീയക്കാരൻ,రాజనీతిజ్ఞుడు
രാഷ്ട്രീയ ഏജന്റ്,రాజకీయ ఏజెంట్
രാഷ്ട്രീയ അഭയം,రాజకీయ ఆశ్రయం
രാഷ്ട്രീയ താമസക്കാരൻ,రాజకీయ నివాసి
രാഷ്ട്രീയ ഭീകരത,రాజకీయ ఉగ్రవాదం
തിരഞ്ഞെടുപ്പ് നികുതി,ఎన్నికల పన్ను
പോണ്ടൂൺ,పాంటూన్
പ്രീമിയർ,ప్రీమియర్
പ്രീമിയർ,ప్రీమియర్
പ്രീമിയർഷിപ്പ്,ప్రీమియర్‌షిప్
അധ്യക്ഷസ്ഥാനം,ప్రెసిడెన్సీ
അധ്യക്ഷസ്ഥാനം,ప్రెసిడెన్సీ
പ്രസിഡന്റ്,అధ్యక్షుడు
പ്രസിഡന്റ്,అధ్యక్షుడు
പ്രെസിഡിയം,ప్రెసిడియం
പ്രധാന മന്ത്രി,ప్రధాన మంత్రి
പ്രൈമോജെനിച്ചർ,ప్రిమోజెనిచర్
രാജകുമാരൻ,యువరాజు
രാജകുമാരൻ,యువరాజు
പ്രിൻസ് ബിഷപ്പ്,ప్రిన్స్ బిషప్
പ്രിൻസ് കൺസോർട്ട്,ప్రిన్స్ కన్సార్ట్
രാജകുമാരൻ റീജന്റ്,ప్రిన్స్ రీజెంట్
പിൻസ് റെഗ്നന്റ്,పిన్స్ రెగ్నెంట్
രാജകുമാരി റീജന്റ്,ప్రిన్సెస్ రీజెంట్
രാജകുമാരി,ప్రిన్సెస్ రాయల్
പ്രിൻസിപ്പാലിറ്റി,ప్రిన్సిపాలిటీ
പ്രിൻസിപ്പാലിറ്റി,ప్రిన్సిపాలిటీ
പ്രിൻസിപ്പാലിറ്റി,ప్రిన్సిపాలిటీ
സമ്മാനം,బహుమతి
സമ്മാനം,బహుమతి
സമ്മാന തുക,నగదు బహుమతి
പ്രൊഫഷണൽ സൈനികൻ,వృత్తిపరమైన సైనికుడు
വാഗ്ദാനം ചെയ്യുക,ప్రామిస్
പ്രൊമോണ്ടറി കോട്ട,ప్రమోన్టరీ కోట
സംരക്ഷിക്കുക,రక్షించు
സംരക്ഷിക്കുക,రక్షించు
സംരക്ഷിക്കുക,రక్షించు
പ്രൊട്ടേജ്,ఆశ్రితుడు
പ്രൊവെനൻസ്,మూలాధారం
പ്രൊവെനൻസ്,మూలాధారం
പ്രൊവെനൻസ് സിസ്റ്റം,మూలాధార వ్యవస్థ
പ്രോ-സയണിസ്റ്റ്,ప్రో-జియోనిస్ట్
പൊതു ശത്രു,ప్రజా శత్రువు
പൊതു ശത്രു,ప్రజా శత్రువు
പങ്കുകൾ,పంక్టేషన్స్
പ്യൂണിക് യുദ്ധങ്ങൾ,ప్యూనిక్ యుద్ధాలు
പ്യൂരിറ്റൻ,ప్యూరిటన్
പുഷ്,పుట్చ్
ക്വാഡ്രിഗ,చతుర్భుజం
നാലിരട്ടി സഖ്യം,చతుర్భుజ కూటమి
ക്വാക്കർ,క్వేకర్
രാജ്ഞി,రాణి
രാജ്ഞി പത്നി,రాణి భార్య
രാജ്ഞി സ്ത്രീധനം,క్వీన్ వరుడు
ക്വീൻഡം,క్వీన్డమ్
ക്വീൻഡം,క్వీన్డమ్
അമ്മ രാജ്ഞി,రాణి తల్లి
രാജ്ഞി രാജകുമാരി,రాణి రాణి
ക്വിസ്ലിംഗ്,క్విస్లింగ్
ക്വിസ്ലിംഗ്,క్విస్లింగ్
വാടക ഉപേക്ഷിക്കുക,అద్దె మానేయండి
ആവനാഴി,వణుకు
ക്വോ വാറന്റോ,వారెంటో
റേസ്,జాతి
വംശീയ മേധാവിത്വം,జాతి ఆధిపత్యం
റാക്ക്,ర్యాక్
റാക്ക്,ర్యాక్
മിന്നല് പരിശോധന,రైడ్
മിന്നല് പരിശോധന,రైడ్
കൊത്തളം,ప్రాకారము
കൊത്തളം,ప్రాకారము
റാൻസക്ക്,దోపిడీ
മോചനദ്രവ്യം,విమోచన క్రయధనం
മോചനദ്രവ്യം,విమోచన క్రయధనం
നാശം,విధ్వంసం
നാശങ്ങൾ,విధ్వంసం
സാമ്രാജ്യം,రాజ్యం
പിൻ ഗാർഡ്,వెనుక గార్డు
പിൻ ഗാർഡ് പ്രവർത്തനം,వెనుక రక్షణ చర్య
വിമത,తిరుగుబాటుదారుడు
കലാപം,తిరుగుబాటు
കലാപത്തിന്റെ അംഗീകാരം,తిరుగుబాటుకు గుర్తింపు
പുനർനിർമ്മാണം,రీకండక్షన్
രഹസ്യാന്വേഷണം,నిఘా
പുനർനിർമ്മാണം,పునర్నిర్మాణం
രേഖപ്പെടുത്തുക,రికార్డ్ చేయండి
റെക്കോർഡ് ഓഫീസ്,రికార్డు కార్యాలయం
റിട്ടയർമെന്റ് റെക്കോർഡ്,రికార్డ్ రిటైర్మెంట్
ചുവന്ന ഷർട്ടുകൾ,ఎర్ర చొక్కాలు
നവീകരണം,సంస్కరణ
അഭയാർത്ഥി,శరణార్థ
റെഗാലിയ,రెగాలియా
റെഗാലിയ,రెగాలియా
റെഗാലിയ,రెగాలియా
റീജൻസി,రీజెన్సీ
റീജന്റ്,రీజెంట్
റീജന്റ് രാജ്ഞി,రీజెంట్ రాణి
റെജിസൈഡ്,రెజిసైడ్
റെജിസൈഡുകൾ,రెజిసైడ్లు
ഭരണം,పాలన
ഭരണം,పాలన
പ്രദേശം,ప్రాంతం
ഭരണ വർഷം,రెగ్నల్ సంవత్సరం
റെഗ്നന്റ്,రెగ్నెంట్
റെഗ്നം,రెగ్నమ్
റീച്ച്,రీచ్
ഭരണം,పాలన
ഭരണം,పాలన
വാഴുന്ന കുടുംബം,పాలించే కుటుంబం
ഭീകര ഭരണം,భయానక పాలన
ഭീകര ഭരണം,భయానక పాలన
ശക്തിപ്പെടുത്തുക,బలపరచు
ബലപ്പെടുത്തൽ,అదనపుబల o
പുനഃസ്ഥാപിക്കൽ,పునఃస్థాపన
വീണ്ടും നിക്ഷേപിക്കുക,తిరిగి పెట్టుబడి పెట్టండి
റിലേ പോസ്റ്റ്,రిలే పోస్ట్
റിലേ റൂട്ട്,రిలే మార్గం
റിലേ സിസ്റ്റം,రిలే వ్యవస్థ
പ്രകാശനം,విడుదల
പ്രകാശനം,విడుదల
ത്യാഗം,త్యజించుట
ത്യാഗം,త్యజించుట
റിപ്പർട്ടറി (=ഇൻവെന്ററി),రెపర్టరీ (=ఇన్వెంటరీ)
സംഭരണിയാണ്,రిపోజిటరీ
സംഭരണിയാണ്,రిపోజిటరీ
ജനാധിപത്യഭരണം,రిపబ్లిక్
റിപ്പബ്ലിക് ദിനം,గణతంత్ర దినోత్సవం
റെസ്ക്രിപ്റ്റ്,రిస్క్రిప్ట్
റെസ്ക്രിപ്റ്റ്,రిస్క్రిప్ట్
താമസക്കാരൻ,నివాసి
പുനസ്ഥാപിക്കൽ,పునరుద్ధరణ
പുനരുത്ഥാനം,పునరుత్థానం
പുനരുത്ഥാനം,పునరుత్థానం
പിൻവാങ്ങുക,తిరోగమనం
വിപരീതം (ഒരു നാണയത്തിന്റെ),రివర్స్ (నాణెం)
കലാപം,తిరుగుబాటు
വിപ്ലവം,విప్లవం
"വിപ്ലവം, ഫ്രഞ്ച്","విప్లవం, ఫ్రెంచ్"
വിപ്ലവം ഗ്ലോറിയസ്,విప్లవం గ్లోరియస్
"വിപ്ലവം, വ്യാവസായിക","విప్లవం, పారిశ్రామిక"
ഉയരുന്നു,రైజింగ్
റോട്ടൻ-ബറോ,రాటెన్-బరో
പരുക്കൻ റൈഡേഴ്സ്,రఫ్ రైడర్స్
വൃത്താകൃതിയിലുള്ള തലകൾ,గుండ్రని తలలు
റൂട്ട്,రూట్
രാജകീയ പ്രേക്ഷകർ,రాయల్ ప్రేక్షకులు
രാജകീയ ചാർട്ടർ,రాయల్ చార్టర్
രാജകീയ ചിഹ്നം,రాయల్ క్రెస్ట్
രാജകീയ ചിഹ്നം,రాయల్ క్రెస్ట్
രാജകീയ ഉത്തരവ്,రాయల్ డిక్రీ
റൂബ്രിക്,రూబ్రిక్
അവശിഷ്ടങ്ങൾ,శిథిలాలు
ഓട്ടക്കാരൻ,రన్నర్
അട്ടിമറി,విధ్వంసం
സാബർ,సాబెర్
സാബേഴ്സ്,సాబర్స్
യാഗം,త్యాగం
യാഗം,త్యాగం
യാഗം,త్యాగం
സുരക്ഷിതമായ പെരുമാറ്റം,సురక్షితమైన ప్రవర్తన
സംരക്ഷണം,రక్షణ
സംരക്ഷണം,రక్షణ
സംരക്ഷണ ചുമതലകൾ,రక్షణ విధులు
സാലി,సాలీ
സാലി-പോർട്ട്,సాలీ-పోర్ట్
ചെങ്കോൽ,రాజదండం
സ്കിമിറ്റർ,స్కిమిటార్
രണ്ടാം എസ്റ്റേറ്റ്,రెండవ ఎస్టేట్
വിഭാഗം,శాఖ
വിഭാഗം,శాఖ
പിടിച്ചെടുക്കൽ,నిర్భందించటం
പിടിച്ചെടുക്കൽ,నిర్భందించటం
സെനറ്റ്,సెనేట్
സെനറ്റ്,సెనేట్
സെനറ്റ്,సెనేట్
സെനറ്റ്,సెనేట్
സെർഫ് (=ബോർഡർ അല്ലെങ്കിൽ വില്ലൻ),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
സെർഫ് (=ബോർഡർ അല്ലെങ്കിൽ വില്ലൻ),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
സെർഫോം (സെർഫ്ഹുഡ് അല്ലെങ്കിൽ സെർഫേജ്),సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
സെർഫോം (സെർഫ്ഹുഡ് അല്ലെങ്കിൽ സെർഫേജ്),సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
നിഴൽ രാജാവ്,నీడ రాజు
ഷിപ്പ് മണി,షిప్ మనీ
ഷോക്ക് സേന (=കൊടുങ്കാറ്റ് സൈന്യം),షాక్ దళాలు (=తుఫాను దళాలు)
ഹ്രസ്വ പാർലമെന്റ്,పొట్టి పార్లమెంట్
ഏറ്റുമുട്ടൽ,వాగ్వివాదం
അടിമ,బానిస
അടിമത്തം,బానిసత్వం
അടിമത്തം,బానిసత్వం
സൈനിക രാഷ്ട്രതന്ത്രജ്ഞൻ,సైనిక రాజనీతిజ్ఞుడు
കുന്തം,ఈటె
കുന്തം-തല,ఈటె-తల
ഗോളം,గోళము
സ്ഫ്രാഗിസ്റ്റിക്സ്,స్ఫ్రాగిస్టిక్స్
സിസ്റ്റം നശിപ്പിക്കുന്നു,వ్యవస్థను పాడు చేస్తుంది
സ്ക്വയർ,స్క్వైర్
സ്ക്വയർ,స్క్వైర్
Squirearchy,Squirearchy
Squirearchy,Squirearchy
സ്റ്റാൻഡേർഡ്,ప్రామాణికం
സ്റ്റാൻഡേർഡ്-ബെയറർ,స్టాండర్డ్ బేరర్
നിൽക്കുന്ന സൈന്യം,స్టాండింగ్ ఆర్మీ
സ്റ്റാൻഡിംഗ് ഓർഡറുകൾ,స్టాండింగ్ ఆర్డర్లు
സ്റ്റാൻഡിംഗ് ഓർഡറുകൾ,స్టాండింగ్ ఆర్డర్లు
സ്റ്റേറ്റ്മാൻ,రాజనీతిజ్ఞుడు
ശിലാ ലിഖിതം,రాతి శాసనం
കൊടുങ്കാറ്റ് സൈന്യം,తుఫాను దళాలు
തന്ത്രം,వ్యూహం
തന്ത്രം,వ్యూహం
തന്ത്രം,వ్యూహం
തന്ത്രം,వ్యూహం
സ്ട്രാറ്റോക്രസി,స్ట్రాటోక్రసీ
കലഹം,కలహాలు
കലഹം,కలహాలు
ശക്തമായ പിടി,బలమైన పట్టు
ശക്തമായ പിടി,బలమైన పట్టు
സബ്സിഡിയറി ടാലിയൻസ്,అనుబంధ టాలయన్స్
പിന്തുടർച്ച,వారసత్వం
പിൻഗാമി,వారసుడు
വോട്ടവകാശം,ఓటు హక్కు
സഫ്രജിസ്റ്റ്,ఓటు హక్కుదారుడు
സുൽത്താനേറ്റ്,సుల్తానేట్
സുൽത്താനേറ്റ് കാലഘട്ടം,సుల్తానేట్ కాలం
കീഴടങ്ങുക,లొంగిపో
സുസെറൈൻ,సుజెరైన్
സുസെറൈൻ സംസ്ഥാനം,సుజరైన్ రాష్ట్రం
വാളെടുക്കുന്നയാൾ,ఖడ్గవీరుడు
ടമ്മനി സൊസൈറ്റി,తమ్మనీ సొసైటీ
കോപിച്ച വാൾ,కోపముగల కత్తి
വാടകക്കാരൻ,అద్దెదారు
വാടകക്കാരൻ,అద్దెదారు
പ്രദേശം,భూభాగం
പ്രദേശം,భూభాగం
പ്രദേശ സർക്കാർ,భూభాగం ప్రభుత్వం
തീവ്രവാദം,తీవ్రవాదం
തേർഡ് എസ്റ്റേറ്റ്,థర్డ్ ఎస్టేట్
മൂന്ന് എസ്റ്റേറ്റുകൾ,మూడు ఎస్టేట్లు
ടോൾ,టోల్
ടോൾ ഹൗസ്,టోల్ హౌస్
ശവകുടീരം,సమాధి
ടോറി,టోరీ
ടോട്ടം,టోటెమ్
ടവർ,టవర్
ടവർ,టవర్
വിജയഗോപുരം,విజయ టవర్
രാജ്യദ്രോഹി,దేశద్రోహి
വഞ്ചന,ద్రోహం
രാജ്യദ്രോഹം,రాజద్రోహం
ഉടമ്പടി,సంధి
ട്രയൽ ബൈ യുദ്ധം (=ട്രയൽ ബൈ കോംബാറ്റ്),యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట)
ആദരാഞ്ജലി,నివాళి
ആദരാഞ്ജലി,నివాళి
ആദരാഞ്ജലി ഭൂമി,నివాళి భూమి
ട്രിപ്പിൾ സഖ്യം,ట్రిపుల్ కూటమి
ട്രിപ്പിൾ എന്റന്റ്,ట్రిపుల్ entente
വിജയം,విజయం
വിജയം,విజయం
കലഹവും,అలజడి
സ്വേച്ഛാധിപത്യം,నిరంకుశ హత్య
സ്വേച്ഛാധിപത്യം,నిరంకుశ హత్య
സ്വേച്ഛാധിപത്യം,దౌర్జన్యం
സ്വേച്ഛാധിപത്യം,దౌర్జన్యం
സ്വേച്ഛാധിപതി,నిరంకుశుడు
ഉഹ്ലാൻ,ఉహ్లాన్
ഉകാസെ,ఉకాసే
ഉകാസെ,ఉకాసే
ഉലമ,ఉలేమా
അന്ത്യശാസനം,అల్టిమేటం
അന്ത്യശാസനം,అల్టిమేటం
അങ്കിൾ സാം,సామ్ మామయ్య
അണ്ടർ-കിംഗ്,అండర్-కింగ్
യുണൈറ്റഡ് ഐറിഷുകാർ,యునైటెడ్ ఐరిష్ మెన్
ഐയ്ക്യ രാഷ്ട്രസഭ,ఐక్యరాజ్యసమితి
യുണൈറ്റഡ് പ്രവിശ്യകൾ,యునైటెడ్ ప్రావిన్స్
യുണൈറ്റഡ് പ്രവിശ്യകൾ,యునైటెడ్ ప్రావిన్స్
നിലവറയില്ലാത്ത കോട്ട,అసమానమైన కోట
സാർവത്രിക രാജാവ്,సార్వత్రిక చక్రవర్తి
സാർവത്രിക വോട്ടവകാശം,సార్వత్రిక ఓటు హక్కు
പ്രക്ഷോഭം,తిరుగుబాటు
അധിക്ഷേപം,దోపిడీ
കൊള്ളക്കാരൻ,దోపిడీదారుడు
ഉട്ടോപ്യ,ఆదర్శధామం
വന്ദൽ,విధ్వంసం
വാൻഡലിസം,విధ్వంసం
വാൻഗാർഡ്,వాన్గార్డ్
വാൻഗാർഡ്,వాన్గార్డ్
വാൻഗാർഡ്,వాన్గార్డ్
വരൻജിയൻ,వరంజియన్
വരൻജിയൻ ഗാർഡ്,వరంజియన్ గార్డు
വാസൽ,వాసల్
വാസൽ,వాసల్
വാസൽ സംസ്ഥാനം,వాసల్ రాష్ట్రం
വത്തിക്കാൻ കൗൺസിൽ,వాటికన్ కౌన్సిల్
പാത്രം,ఓడ
പാത്രം,ఓడ
പാത്രം,ఓడ
ഉപരാജാവ്,ఉపరాజు
വൈസ്രോയി,వైస్రాయ్
വൈസ്രോയൽറ്റി = വൈസ്രോയിഷിപ്പ്,వైస్రాయిల్టీ=వైస్రాయ్‌షిప్
വിക്ടർ,విక్టర్
വിജയം,విజయం
വില്ലൻ,విలన్
യാത്ര,సముద్రయానం
ദുർബലമായ കോട്ട,దుర్బలమైన కోట
ചുമർ പെയിന്റിംഗ്,వాల్ పెయింటింగ్
