Assamese,Tamil
"নিৰ্দেশনা বিন্যাস, বিন্যাস","அறிவுறுத்தல் வடிவம், வடிவம்"
নিৰ্দেশনা পঞ্জীয়ন,அறிவுறுத்தல் பதிவு
নিৰ্দেশনা ছেট,அறிவுறுத்தல் தொகுப்பு
নিৰ্দেশনা ক্ৰিয়া,அறிவுறுத்தல் வினைச்சொல்
যন্ত্ৰ,இயந்திரம்
যান্ত্ৰিকীকৰণ,இயந்திரமயமாக்கல்
যান্ত্ৰিকীকৰণ পৰিবৰ্ধক,இயந்திரமயமாக்கல் பெருக்கி
যান্ত্ৰিকীকৰণ ট্ৰেন্সফৰ্মাৰ,இயந்திரமயமாக்கல் மின்மாற்றி
ইনচুলেটেড গেট,காப்பிடப்பட்ட வாயில்
প্ৰতিৰোধী গেট ভাগ্য,எதிர்ப்பு வாயில் விதி
ইনচুলেটৰ,இன்சுலேட்டர்
এন্টিপাৰ্স্পিৰেণ্ট,வியர்வை எதிர்ப்பு
INT সংকেত,INT சமிக்ஞை
INTA সংকেত,INTA சமிக்ஞை
INTE সংকেত,INTE சமிக்ஞை
সংহত বৰ্তনী (IC),ஒருங்கிணைந்த சுற்று (IC)
সংহত বৰ্তনী (IC),ஒருங்கிணைந்த சுற்று (IC)
সংহত ইনজেকচন লজিক,ஒருங்கிணைந்த ஊசி தர்க்கம்
ইন্টিগ্ৰেটৰ,ஒருங்கிணைப்பாளர்
intensifier,தீவிரப்படுத்தி
ডিফাৰেন্সিয়েল ট্ৰেন্সডুচাৰ,வேறுபட்ட மின்மாற்றி
আন্তঃইলেক্ট্ৰ&#39;ড ধাৰণক্ষমতা,இடை மின்முனை கொள்ளளவு
আন্তঃপৃষ্ঠ,இடைமுகம்
আন্তঃপৃষ্ঠ চাৰ্জ,இடைமுக கட்டணம்
আন্তঃপৃষ্ঠ সংযোজন,இடைமுக இணைப்பு
আন্তঃপৃষ্ঠ বৰ্তনী,இடைமுக சுற்று
হস্তক্ষেপ ক্ষীণকৰণ,குறுக்கீடு குறைதல்
হস্তক্ষেপ ফিল্টাৰ,குறுக்கீடு வடிகட்டி
চিনেপ্স স্কেনিং,சினாப்ஸ் ஸ்கேனிங்
চিনেপ্স,ஒத்திசைவு
আন্তঃবন্ধন হেণ্ড শ্বেক,இன்டர்பந்தன் கை குலுக்கல்
মধ্যৱৰ্তী কম্পাঙ্ক (IF),இடைநிலை அதிர்வெண் (IF)
মধ্যম কম্পাঙ্ক,நடு அதிர்வெண்
মাজে মাজে বিফলতা,இடைப்பட்ட தோல்வி
আন্তঃমডুলেচন,இடைநிலை
আন্তঃমডুলেচন বিকৃতি (IMD),இடைநிலை சிதைவு (IMD)
আভ্যন্তৰীণ কম্পাঙ্ক ক্ষতিপূৰণ,உள் அதிர்வெண் இழப்பீடு
ব্যাখ্যাকৰোতা,மொழிபெயர்ப்பாளர்
মাজতে বাধা দিয়া,குறுக்கீடு
মাজতে বাধা দিয়া,குறுக்கீடு
বিচ্ছিন্ন অবিৰত তৰংগ (ICW),தொடர்ச்சியற்ற தொடர் அலை (ICW)
আন্তঃপ্ৰতীক হস্তক্ষেপ (ISI),இன்டர் சிம்பல் குறுக்கீடு (ஐஎஸ்ஐ)
ৰেজিষ্টাৰত বাধা দিয়া,குறுக்கீடு பதிவு
বাধা সংকেত,குறுக்கீடு சமிக்ஞை
বস্তুগত ধন,பொருள் பணம்
বিপৰীত ফুৰিয়েৰ ৰূপান্তৰ (IFT),தலைகீழ் ஃபோரியர் மாற்றம் (IFT)
বিপৰীত স্তৰ,தலைகீழ் அடுக்கு
ৰিভাৰ্ছ পাৱাৰ চাপ্লাই,தலைகீழ் மின்சாரம்
বিপৰীতমুখী,தலைகீழ்
বিপৰীতমুখী,தலைகீழ்
বিপৰীত যোগকৰণ,தலைகீழ் சேர்ப்பான்
ইনভাৰ্ছ এম্প্লিফায়াৰ,தலைகீழ் பெருக்கி
ইনভাৰ্ছ এম্প্লিফায়াৰ,தலைகீழ் பெருக்கி
বিপৰীত বিনিয়োগ,தலைகீழ் முதலீடு
Io/M সংকেত,Io/M சமிக்ஞை
Io/R সংকেত,Io/R சமிக்ஞை
পানী ladsr,தண்ணீர் ladsr
আয়ন,அயனி
আয়ন ৰোপণ,அயன் நடவு
আয়ন ৰোপণ,அயன் நடவு
আয়ন অনুনাদ শোষণ,அயனி அதிர்வு உறிஞ்சுதல்
আয়নীয়কৰণ,அயனியாக்கம்
আয়নীয়কৰণ,அயனியாக்கம்
আয়নীয়কৰণ কাৰেণ্ট,அயனியாக்கம் மின்னோட்டம்
আয়নমণ্ডল সংক্ৰমণ,அயனோஸ்பியர் பரிமாற்றம்
আয়নমণ্ডল সংক্ৰমণ,அயனோஸ்பியர் பரிமாற்றம்
লোহাৰ কোৰ,இரும்பு கோர்
লোহাৰ ভেন মিটাৰ,இரும்பு வேன் மீட்டர்
আই এছ এ বাছ,ISA பேருந்து
আইছ&#39;লেটিং এম্প্লিফায়াৰ,தனிமைப்படுத்தும் பெருக்கி
বিভাজক,பிரிப்பான்
সমস্থানিক বিকিৰণ,ஐசோடோபிக் கதிர்வீச்சு
J/S অনুপাত,J/S விகிதம்
jack,பலா
জেক প্লাগ,பலா பிளக்
j-প্ৰদৰ্শন,j-டிஸ்ப்ளே
চুক্তিৰ ভাগ্য,ஒப்பந்த விதி
জিটাৰ,நடுக்கம்
জে কে ফ্লিপ-ফ্লপ,ஜேகே ஃபிளிப்-ஃப்ளாப்ஸ்
জনছন কোড,ஜான்சன் குறியீடு
johnson স্ক&#39;ৰকাৰী,ஜான்சன் அடித்தவர்
জনছন ৰেভ,ஜான்சன் ரேவ்
জ&#39;ন ছিয়াৰিং চাৰ্কিট,மண்டல வெட்டுதல் சுற்று
j-অপাৰেটৰ,j-ஆபரேட்டர்
জোচেফছন চুক্তি,ஜோசப்சன் ஒப்பந்தம்
জয়ষ্টিক,ஜாய்ஸ்டிக்
টিপটিপিয়া,கண் சிமிட்டும்
সন্ধি,ஒப்பந்தம்
চুক্তি ধাৰণ কৰা,ஒப்பந்தம் வைத்தல்
জংচন ডাইঅ&#39;ড,சந்திப்பு டையோடு
চুক্তি পৃথকীকৰণ,ஒப்பந்தப் பிரிப்பு
সংযোগস্থলৰ তাপ,கூட்டு வெப்பம்
জংচন ট্ৰেঞ্জিষ্টৰ,சந்திப்பு டிரான்சிஸ்டர்
carnow মানচিত্ৰ,கார்னோ வரைபடம்
cornrow অংকন,கார்ன்ரோ வரைதல்
কেল সহগ,கெல் குணகம்
কেলভিন ডাবল ব্ৰীজ,கெல்வின் இரட்டை பாலம்
kelvin wars ভল্টেজ ডিভাইডাৰ,கெல்வின் வார்ஸ் மின்னழுத்த பிரிப்பான்
ker কোষ,ker செல்
কী বৰ্ড,விசைப்பலகை
কী বৰ্ড,விசைப்பலகை
কী সংৰক্ষণ পঞ্জিকা,முக்கிய சேமிப்பு பதிவு
কিবৰ্ড,விசைப்பலகை
কিবৰ্ড,விசைப்பலகை
কীযুক্ত AGC,விசை ஏஜிசி
কাউণ্টাৰ ইনজুৰি,எதிர் காயம்
কিলো হাৰ্টজ,கிலோ ஹெர்ட்ஸ்
কিৰ্চহফৰ ধাৰাটোৰ আইন,கிர்ச்சோஃப் பிரிவின் சட்டம்
kirchhoff ভল্টেজ নিয়ম,kirchhoff மின்னழுத்த சட்டம்
ভল্টেজ জানি লওক,மின்னழுத்தம் தெரியும்
কেভিকে ৰেটাৰ,கேவிகே ரேட்டர்
পৰীক্ষাগাৰৰ শক্তি যোগান,ஆய்வக மின்சாரம்
পৰীক্ষাগাৰৰ মানদণ্ড,ஆய்வக தரநிலை
লেভিৰিন্থ সন্নিৱিষ্ট কৰক,லாவிரிந்த் செருகல்
প্ৰলাক্ষ প্ৰক্ৰিয়া,பிரலக்ஷ் செயல்முறை
উচ্চ D/A ৰূপান্তৰক,உயர்த்தப்பட்ட D/A மாற்றி
অনুতাপ কৰা,தவம்
পিছলৈ ক্ষতিপূৰণ পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,பின் இழப்பீடு மறுமுதலீட்டு பெருக்கி
লেম্বাৰ্টৰ ক’চাইন নিয়ম,லம்பேர்ட்டின் கொசைன் விதி
লেম্প ৰিচাৰ্জ,விளக்கு ரீசார்ஜ்
স্থানীয় নে&#39;টৱৰ্ক ব্যৱস্থাপক,உள்ளூர் பிணைய மேலாளர்
কভাৰ এৰিয়া,கவர் பகுதி
লেণ্ডস্কেপ মোড,இயற்கை முறை
লেণ্ডস্কেপ মনিটৰ,இயற்கை மானிட்டர்
ভাষা একত্ৰিত কৰা,மொழி கூட்டம்
ভাষা প্ৰচেছৰ,மொழி செயலி
ভাষা অনুনাদ প্ৰগ্ৰেমিং,மொழி அதிர்வு நிரலாக்கம்
সাধাৰণ,பொதுவான
লেপ্লেচ সমীকৰণ,லாப்ளேஸ் சமன்பாடு
লেপ্লেচ ৰূপান্তৰ,லாப்லேஸ் உருமாற்றம்
এল এ পি এম,லேப்எம்
লেপটপ কম্পিউটাৰ,மடிக்கணினி
লাৰাম,லாரம்
ডাঙৰ ফ্ৰেম,பெரிய சட்டகம்
বৃহৎ ব্যাসাৰ্ধৰ লেবেলিং,பெரிய ஆரம் லேபிளிங்
"এল এছ আই এল এছ আই, বৃহৎ সংহতি","எல்எஸ்ஐ எல்எஸ்ஐ, பாரிய ஒருங்கிணைப்பு"
গণ সংহতি (LSI),வெகுஜன ஒருங்கிணைப்பு (LSI)
দীঘল সংকেত পৰিবৰ্ধক,நீண்ட சமிக்ஞை பெருக்கி
larmore পিউৰিফায়াৰ,லார்மோர் சுத்திகரிப்பான்
লেজাৰ,லேசர்
লেজাৰ ডাইঅ&#39;ড,லேசர் டையோடு
লেজাৰ ইঞ্জিন,லேசர் இயந்திரம்
লেজাৰ প্ৰিন্টাৰ,லேசர் அச்சுப்பொறி
লেজাৰ সংৰক্ষণ,லேசர் சேமிப்பு
লেজাৰ চিল,லேசர் சன்னல்
শেষ প্ৰৱেশৰ প্ৰস্থান,கடைசி நுழைவு வெளியேறு
লেচ,தாழ்ப்பாளை
লেচ অফ,தாழ்ப்பாள்
লেথ শ্বিয়াৰিং,கடைசல் வெட்டுதல்
নিদ্ৰাহীনতা,செயலற்ற நிலை
কাষৰ ছিয়াৰিং ব্যৱস্থা,பக்க வெட்டுதல் அமைப்பு
পাৰ্শ্বীয় প্ৰসাৰণ,பக்கவாட்டு பரவல்
পাৰ্শ্বীয় পিএনপি ট্ৰেঞ্জিষ্টৰ,பக்கவாட்டு PNP டிரான்சிஸ்டர்
কাষৰ ট্ৰেঞ্জিষ্টৰ,பக்க டிரான்சிஸ்டர்
l ক্ষীণ কৰা,நான் தணிக்கிறேன்
সন্ধিৰ নিয়ম,ஒப்பந்த விதி
কোট,அடுக்கு
স্তৰৰ আন্তঃপৃষ্ঠ,அடுக்கு இடைமுகம்
আয়নমণ্ডলীয় স্তৰ,அயனி மண்டல அடுக்கு
স্তৰ,அடுக்கு
ৰুপৰেখা,கோடிட்டு
সাঁচ সাঁচ,டெம்ப்ளேட் டெம்ப்ளேட்
আবেদন মূল্যায়ন,விண்ணப்ப மதிப்பீடு
এল চি,LC
LCALL নিৰ্দেশনা,LCALL வழிமுறைகள்
ld,ld
"সীহ, সীহ","முன்னணி, முன்னணி"
অগ্ৰাধিকাৰ ক্ষতিপূৰণযুক্ত ৰিচাৰ্জ এম্প্লিফায়াৰ,முன்னுரிமை ஈடுசெய்யப்பட்ட ரீசார்ஜ் பெருக்கி
ফ্ৰন্ট কোৰ,முன் கோர்
জাৰণ এনালগ চুইচিং,அரிப்பு அனலாக் மாறுதல்
খহনীয়া প্ৰবাহ,அரிப்பு ஃப்ளக்ஸ்
খহনীয়া ধৰণ,அரிப்பு முறை
পেডক বাঁহী এম্প্লিফায়াৰ,பேடாக் புல்லாங்குழல் பெருக்கி
পেডক প্লুটি পৰীক্ষা,பேடாக் புளுட்டி சோதனை
শিক্ষণ বক্ৰ,கற்றல் வளைவு
লিজড লাইন মডেম,குத்தகைக்கு விடப்பட்ட வரி மோடம்
লিজৰ সময়,குத்தகை நேரம்
কম অৰ্থপূৰ্ণ খেল,குறைந்த அர்த்தமுள்ள விளையாட்டு
লেক্লাঞ্চ শুকান কোষ,லெக்லாஞ்ச் உலர் செல்
পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড,ஒளி உமிழும் டையோடு
LED সূচক,LED காட்டி
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত মেৰুকৰণ,எதிரெதிர் துருவமுனைப்பு
বাওঁফালৰ ন্যায্যতা,இடது நியாயம்
কিংবদন্তী,புராண
lange ৰ নিয়ম,லாங்கின் சட்டம்
লিও প্ৰিন্টাৰ,லியோ பிரிண்டர்
চিঠিৰ মানদণ্ড,கடிதத்தின் தரம்
স্তৰৰ সক্ৰিয় বিনিয়োগ,நிலை செயலில் முதலீடு
স্তৰৰ ক&#39;ডিং,நிலை குறியீட்டு முறை
লেভেল শ্বিফ্টাৰ,நிலை மாற்றி
স্তৰ স্থানান্তৰ,நிலை பரிமாற்றம்
স্তৰবিন্যাস,அடுக்குப்படுத்தல்
স্তৰ সংবেদনশীল অন্তৰায়াম,நிலை உணர்திறன் அந்தரயம்
আক্ষৰিক শ্বাহন,உண்மையில் ஷஹான்
অভিধান,அகராதி
লেইডেন জাৰ,லைடன் ஜாடி
দোভাষী সংগ্ৰহ,மொழிபெயர்ப்பாளர் சேகரிப்பு
বাহক বয়স,கேரியர் வயது
পাতল,ஒளி
পোহৰৰ বক্ৰ,ஒளி வளைவு
লাইট ইমিটিং ডাইঅ&#39;ড (LED),ஒளி உமிழும் டையோடு (LED)
পোহৰৰ লাভ,ஒளி ஆதாயம்
ফটোমিটাৰ,போட்டோமீட்டர்
পোহৰৰ ষ্টাইলাছ,ஒளி எழுத்தாணி
পোহৰৰ নলী,ஒளி குழாய்
limiter,வரம்பு
প্ৰান্তীয় বিকিৰণ,விளிம்பு கதிர்வீச்சு
lindemann ইলেক্ট্ৰ&#39;মিটাৰ,லிண்டெமன் எலக்ட்ரோமீட்டர்
লাইন ক&#39;ড,வரி குறியீடு
লাইন নিষেধাজ্ঞা,வரி கட்டுப்பாடு
লাইন ড্ৰাইভাৰ,வரி இயக்கி
লাইন হেণ্ডলাৰ,வரி கையாளுபவர்
লাইন আন্তঃপৃষ্ঠ,வரி இடைமுகம்
লাইন আউটপুট ট্ৰেন্সফৰ্মাৰ,வரி வெளியீடு மின்மாற்றி
ৰেখা বৰ্ণালী,வரி நிறமாலை
লাইন ছিঙ্ক SMPS,வரி ஒத்திசைவு SMPS
ৰেখা তৰংগ ৰূপ,வரி அலை வடிவம்
ৰৈখিক পৰিবৰ্ধক,நேரியல் பெருக்கி
ৰৈখিক এৰে,நேரியல் வரிசை
ৰৈখিক সম্পৰ্ক সহগ,நேரியல் தொடர்பு குணகம்
ৰৈখিক বিকৃতি,நேரியல் சிதைவு
ৰৈখিক ঢাল সংযোগ,நேரியல் சரிவு சந்திப்பு
ৰৈখিক হস্তক্ষেপ,நேரியல் தலையீடு
ৰৈখিক মডুলেচন পদ্ধতি,நேரியல் மாடுலேஷன் முறை
ৰৈখিক কলা ফিল্টাৰ,நேரியல் கலை வடிகட்டி
ৰৈখিক মেৰুকৰণ,நேரியல் துருவமுனைப்பு
ৰৈখিক ক্ষেত্ৰফল,நேரியல் பகுதி
ৰৈখিক নিয়ন্ত্ৰক,நேரியல் கட்டுப்படுத்தி
ৰৈখিক গতি,நேரியல் இயக்கம்
ৰৈখিক চুইচিং,நேரியல் மாறுதல்
ৰৈখিক প্ৰসাৰণ মডুলেটেড ব্যৱস্থা,நேரியல் அலைவீச்சு பண்பேற்றப்பட்ட அமைப்பு
"লিংক স্তৰ, শৃংখল স্তৰ","இணைப்பு அடுக்கு, சங்கிலி அடுக்கு"
ছিৰিয়েল প্ৰগ্ৰেম,தொடர் நிரல்
সংযোগ কৰা সীমাবদ্ধক,இணைக்கும் வரம்பு
ওঁঠৰ মাইক্ৰ&#39;ফোন,உதடு ஒலிவாங்கி
lisaju চিত্ৰ,லிசாஜு உருவம்
Lissajous পদ্ধতি,லிசாஜஸ் முறை
দৰ্শক,பார்வையாளர்கள்
দৰ্শকৰ ক্লান্তি,பார்வையாளர்களின் சோர்வு
শুনা হেডফোন,ஹெட்ஃபோன் கேட்கிறது
লিথিয়াম প্ৰাথমিক বেটাৰী,லித்தியம் முதன்மை பேட்டரி
লিথ&#39;প্ৰিণ্টিং,லித்தோகிராபி
ৰক প্ৰিন্টিং,பாறை அச்சிடுதல்
লাইভ মিউজিক,நேரடி இசை
লয়ড ফিচাৰ মেগনেটিক স্কোৱাৰ,லாயிட் ஃபிஷர் காந்த சதுக்கம்
ভাৰ,ஏற்றவும்
লোড ফ্যাক্টৰ,சுமை காரணி
লোড ইম্পিডেন্স,சுமை மின்தடை
লিফ্ট লাইন,லிஃப்ட் வரி
ভাৰ,சுமை
লোব আকাশী,மடல் வான்வழி
স্থানীয় নেটৱাৰ্ক (LAN),ஸ்பேஷியல் நெட்வொர்க் (LAN)
স্থানীয় বাছ,உள்ளூர் பேருந்து
স্থানীয় বাছ ভিডিঅ&#39; ব্যৱস্থা,உள்ளூர் பஸ் வீடியோ அமைப்பு
স্থানীয় ট্ৰেন্সমিছন বাছ,உள்ளூர் பரிமாற்ற பேருந்து
স্থানীয় কথা,உள்ளூர் பேச்சு
এচাইনমেণ্ট এম্প্লিফায়াৰ,ஒதுக்கீட்டு பெருக்கி
ৰক্ষক,பாதுகாவலர்
বাধা লুপ,கட்டுப்பாட்டு வளையம்
অধিবেশন আৰম্ভ,அமர்வு ஆரம்பம்
লগাৰিদমিক কম্পাঙ্ক এন্টেনা,மடக்கை அதிர்வெண் ஆண்டெனா
প্ৰচাৰ লিখা,விளம்பர எழுத்து
যুক্তি বিশ্লেষক,தர்க்க பகுப்பாய்வி
লজিক চেল এৰে,தர்க்க செல் வரிசை
লজিক বৰ্তনী,தர்க்க சுற்று
যুক্তি প্ৰৱেশ,வாத நுழைவு
যুক্তিৰ মুঠ,வாதம் மொத்தம்
লজিক কেলকুলাছ,தர்க்கக் கணக்கீடு
লজিক গেট,தர்க்க வாயில்
যুক্তি বিশ্লেষণ,தர்க்க பகுப்பாய்வு
জনগোষ্ঠীসমূহ,மக்கள்
লগাৰিদমিক এম্প্লিফায়াৰ,மடக்கை பெருக்கி
লগাৰিদমিক এম্প্লিফায়াৰ,மடக்கை பெருக்கி
লগাৰিদমিক বতৰৰ পৰিৱৰ্তন,மடக்கை வானிலை
লগাৰিদমিক স্কেল,மடக்கை அளவுகோல்
উপবৃত্তাকাৰ যোৰ,நீள்வட்ட ஜோடி
ডাঙৰ শব্দ,பெரிய வார்த்தை
"লাউডস্পীকাৰ, এম্প্লিফাইং ডিভাইচ","ஒலிபெருக்கி, பெருக்கி சாதனம்"
কম কম্পাঙ্ক ক্ষতিপূৰণ,குறைந்த அதிர்வெண் இழப்பீடு
কম কম্পাঙ্ক শব্দ,குறைந்த அதிர்வெண் சத்தம்
কম কম্পাঙ্ক খাঁজ ফিল্টাৰ,குறைந்த அதிர்வெண் பள்ளம் வடிகட்டி
কম কম্পাঙ্ক সংক্ৰমণ,குறைந்த அதிர்வெண் பரிமாற்றம்
কম কম্পাঙ্ক ট্ৰেন্সফৰ্মাৰ,குறைந்த அதிர்வெண் மின்மாற்றி
"নিম্ন স্তৰৰ, এনালগ সংকেত","குறைந்த நிலை, அனலாக் சிக்னல்"
কম শব্দ,குறைந்த இரைச்சல்
কম শব্দৰ কেবল,குறைந்த இரைச்சல் கேபிள்
লো পাছ ফিল্টাৰ,குறைந்த பாஸ் வடிகட்டி
লো পাছ ফিল্টাৰ,குறைந்த பாஸ் வடிகட்டி
কম শক্তিৰ RC বৰ্তনী,குறைந்த சக்தி RC சுற்று
কম থ্ৰেছহোল্ড লজিক,குறைந்த வரம்பு தர்க்கம்
কম ভল্টেজৰ শক্তিৰ উৎস,குறைந்த மின்னழுத்த சக்தி ஆதாரம்
কম প্লেবেক কম্পাঙ্ক,குறைந்த பின்னணி அதிர்வெண்
কম প্লেবেক কম্পাঙ্ক,குறைந்த பின்னணி அதிர்வெண்
এল পি স্লট,எல்பி ஸ்லாட்
এল পি ৰেকৰ্ড,எல்பி பதிவு
LS ভল্টেজ অফছেট সুৰক্ষা,எல்எஸ் மின்னழுத்த ஆஃப்செட் பாதுகாப்பு
কম অৰ্থপূৰ্ণ খেল,குறைந்த அர்த்தமுள்ள விளையாட்டு
কম উল্লেখযোগ্য নম্বৰ,குறைந்த குறிப்பிடத்தக்க மதிப்பெண்
বৃহৎ সংহতি,பாரிய ஒருங்கிணைப்பு
কম বিভৱ,குறைந்த திறன்
ৰূপ,பார்
লুমেন,லுமன்
লুমেন ঘন্টা,lumen மணி நேரம்
উজ্জ্বলতা,ஒளிர்வு
আলোকসজ্জা চিন,வெளிச்சம் அடையாளம்
শিখাৰ প্ৰবাহ,சுடர் ஓட்டம்
লুমাৰ-ব্ৰোধন ফটোমিটাৰ,லுமர்-பிரோதன் போட்டோமீட்டர்
স্থানীয়কৃত উপাদান আৰ্হি,உள்ளூர்மயமாக்கப்பட்ட கூறு மாதிரி
ৰৈখিক ভল্টেজ ডিফাৰেন্সিয়েল ট্ৰেন্সফৰ্মাৰ,லீனியர் வோல்டேஜ் டிஃபெரன்ஷியல் டிரான்ஸ்ஃபார்மர்
মেচিন চক্ৰ,இயந்திர சுழற்சி
মেচিন ভাষা,இயந்திர மொழி
macitosh কম্পিউটাৰ,macitosh கணினி
যাদু চাহ,மந்திர தேநீர்
চুম্বক,காந்தம்
চুম্বকীয় পৰিবৰ্ধক,காந்த பெருக்கி
চুম্বকীয় বুদবুদ স্মৃতিশক্তি,காந்த குமிழி நினைவகம்
চুম্বকীয় কোৰ,காந்த கோர்
চুম্বকীয় সংযোজন,காந்த இணைப்பு
চুম্বকীয় তথ্য সংৰক্ষণ,காந்த தரவு சேமிப்பு
চুম্বকীয় বিচ্যুতি,காந்த விலகல்
চুম্বকীয় ডিস্ক,காந்த வட்டு
চুম্বকীয় ক্ষেত্ৰ,காந்த புலம்
চুম্বকীয় প্ৰবাহ,காந்தப் பாய்வு
চুম্বকীয় ফ&#39;কাচ,காந்த கவனம்
চুম্বক সংশ্লেষণ,காந்தத்தொகுப்பு
চুম্বকীয় বল ৰেখা,காந்த விசைக் கோடு
চুম্বকীয় সংগ্ৰাহক,காந்த சேகரிப்பான்
চুম্বকীয় মেৰুত্ব,காந்த துருவமுனைப்பு
চুম্বকীয় মেৰুত্ব,காந்த துருவமுனைப்பு
চুম্বকীয় পৰিপূৰকতা,காந்த செறிவு
চুম্বকীয় ৰক্ষাকৱচ,காந்த கவசம்
চুম্বকীয় বিক্ষিপ্ততা,காந்த அலைச்சல்
চুম্বকীয় টেপ,காந்த நாடா
চুম্বকমাপক,காந்தமானி
চুম্বকীয় চালিকা শক্তি (mmf),காந்த உந்து சக்தி (mmf)
মেগনেট্ৰন,மேக்னட்ரான்
বৃদ্ধি,உருப்பெருக்கம்
পৰিমাণ,தொகுதி
মাত্ৰা তুলনাকাৰী,அளவு ஒப்பீட்டாளர்
পৰিমাণৰ ফলন,அளவு செயல்பாடு
ডাঙৰ কম্পিউটাৰ,பெரிய கணினி
মূল লাইন ষ্ট্ৰিম,முக்கிய வரி ஸ்ட்ரீம்
সংখ্যাগৰিষ্ঠ বাহক,பெரும்பான்மை கேரியர்
সংখ্যাগৰিষ্ঠ বাহক কাৰেণ্ট,பெரும்பான்மை கேரியர் மின்னோட்டம்
"পাম্প সমন্বয়ক, পুনঃসংযোজিত","பம்ப் ஒருங்கிணைப்பாளர், மறுசீரமைப்பு"
MAN (মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক),MAN (மெட்ரோபாலிட்டன் ஏரியா நெட்வொர்க்)
মানচেষ্টাৰ ক&#39;ডিং,மான்செஸ்டர் குறியீட்டு முறை
মানুহৰ কোলাহল,மனித சத்தம்
mantissa,மாண்டிசா
মেপিং,விவரணையாக்கம்
মাৰ্কোনি এন্টেনা,மார்கோனி ஆண்டெனா
চিহ্ন/সময় অনুপাত,அடையாளம் / நேர விகிதம்
কভাৰটো,கவர்
মাস্ক প্ৰগ্ৰেম কৰা rom,முகமூடி திட்டமிடப்பட்ட rom
ভাল কামৰ বাধা,நல்ல வேலை இடையூறு
কভাৰ ৰম,கவர் ரோம்
"আয়তন, ভৰ","தொகுதி, நிறை"
মাষ্টাৰ ঘড়ী,முதன்மை கடிகாரம்
মাষ্টাৰ দোলক,முதன்மை ஆஸிலேட்டர்
মিল থকা ফিল্টাৰ,பொருந்திய வடிகட்டி
মিল থকা লোড,பொருந்திய சுமை
মিল থকা,பொருந்துகிறது
মেট্ৰিক্স সমীকৰণ,அணி சமன்பாடு
হেড এন্টেনা টিভি,ஹெட் ஆண்டெனா டி.வி
সৰ্বোচ্চ ফৰৱাৰ্ড,அதிகபட்ச முன்னோக்கி
সৰ্বোচ্চ লাভ,அதிகபட்ச ஆதாயம்
সৰ্বোচ্চ শক্তি স্থানান্তৰ উপপাদ্য,அதிகபட்ச சக்தி பரிமாற்ற தேற்றம்
সৰ্বোচ্চ নম্বৰ,அதிகபட்ச மதிப்பெண்
সৰ্বোচ্চ বিপৰীত ভোল্টেজ,அதிகபட்ச தலைகீழ் மின்னழுத்தம்
সৰ্বোচ্চ ব্যৱহাৰযোগ্য কম্পাঙ্ক (MUF),அதிகபட்ச பயன்படுத்தக்கூடிய அதிர்வெண் (MUF)
maxterm,அதிகபட்சம்
মেক্সৱেল সমীকৰণ,மேக்ஸ்வெல் சமன்பாடு
মাইক্ৰ&#39; চেনেলৰ গঠন,மைக்ரோ சேனல் அமைப்பு
M-উত্পন্ন ফিল্টাৰ,எம்-பெறப்பட்ட வடிகட்டி
মানে মুক্ত পথ,இலவச பாதை என்று பொருள்
গড় মূল্য,சராசரி மதிப்பு
বৰ্গ গড় মান,சதுர சராசரி மதிப்பு
জোখ লোৱা যন্ত্ৰ,அளவீட்டு கருவி
যান্ত্ৰিক ফিল্টাৰ,இயந்திர வடிகட்டி
চিকিৎসা ইলেক্ট্ৰনিকছ,மருத்துவ மின்னணுவியல்
মেগা ওম,மெகா ஓம்
মেগাবাইট,மெகாபைட்
megger,மெகர்
স্মৃতিচাৰণ,நினைவேந்தல்
মেমৰি অভিগম সময়,நினைவக அணுகல் நேரம்
মেমৰি এৰে,நினைவக வரிசை
মেমৰি বাফাৰ ৰেজিষ্টাৰ,நினைவக இடையக பதிவு
স্মৃতিশক্তি কোষ,நினைவக செல்
স্মৃতি কোষৰ ‘ৰেচ আৰউণ্ড’ পৰ্যায়,நினைவக செல் &#39;ரேஸ் சுற்றி&#39; நிலை
মেমৰি চিপ,நினைவக சிப்
মাইক্ৰ&#39; চাৰ্কিট,மைக்ரோ சர்க்யூட்
স্মৃতি চক্ৰ,நினைவக சுழற்சி
স্মৃতি চক্ৰ,நினைவக சுழற்சி
মেমৰি মেপ,நினைவக வரைபடம்
মেমৰি মেপ কৰা ইনপুট/আউটপুট,நினைவக வரைபட உள்ளீடு/வெளியீடு
স্মৃতিশক্তি পঢ়া,நினைவக வாசிப்பு
স্মৃতি লিখা,நினைவக எழுத்து
"মেনু, কেটেলগ","பட்டி, பட்டியல்"
অক্ষীয় সমতল,அச்சு விமானம்
জাল,நிகர
জাল বিশ্লেষণ,கண்ணி பகுப்பாய்வு
মেছ ষ্ট্ৰিম,கண்ணி நீரோடை
মেছ সমীকৰণ,கண்ணி சமன்பாடு
ধাতু,உலோகம்
ধাতুৰ বাকচ,உலோக பெட்டி
ধাতুৰ ফিল্ম ৰেজিষ্টৰ,உலோக பட மின்தடை
