Assamese,Tamil
মাইক্ৰৱেভ টিউব,நுண்ணலை குழாய்
"মেকান, বিভ্ৰান্ত","மகான், குழப்பம்"
"বনোৱা, ভ্ৰমণ কৰা","தயாரித்தல், பயணம் செய்தல்"
অৰ্থ,அர்த்தம்
নিৰপেক্ষ ভুলৰ অৰ্থ,முழுமையான பிழை என்று பொருள்
গড় নিৰপেক্ষ পৰিমাণ,முழுமையான அளவைக் குறிக்கிறது
গড় শোষণ সহগ,சராசரி உறிஞ்சுதல் குணகம்
মানে নিৰপেক্ষ চৰিত্ৰ,முழுமையான தன்மையைக் குறிக்கிறது
গড় কৌণিক গতি,கோண வேகம் என்று பொருள்
গড় জ্যোতিৰ্বিজ্ঞান সময়,வானியல் நேரம் என்று பொருள்
গড় কেলৰি গড় কেলৰি,சராசரி கலோரி சராசரி கலோரி
গড় কভাৰেজ,கவரேஜ் என்று அர்த்தம்
গড় চেণ্টিগ্ৰেড কেলৰি,சராசரி சென்டிகிரேட் கலோரி
গড় ঘনত্ব,அதாவது செறிவு
গড় বক্ৰতা,வளைவு என்று பொருள்
"গড় গভীৰতা, গড় তীব্ৰতা","சராசரி ஆழம், சராசரி தீவிரம்"
"গড় শক্তি, গড় শক্তি","ஆற்றல் என்று பொருள், ஆற்றல் என்று பொருள்"
"গড় বিষুৱৰেখা, গড় তিৰ্যক","அதாவது பூமத்திய ரேகை, சாய்ந்த என்று அர்த்தம்"
গড় ভুল,சராசரி பிழை
"মানে মুক্ত পথ, মানে মুক্ত পথ","இலவச பாதை என்று அர்த்தம், இலவச பாதை என்று அர்த்தம்"
"মানে আজৰি সময়, মানে আজৰি সময়","இலவச நேரம் என்று பொருள், இலவச நேரம் என்று பொருள்"
গড় তাৰকাৰাজ্যৰ কেন্দ্ৰীয় বেগ,விண்மீன் மைய வேகம் என்று பொருள்
গড় কণিকাৰ আকাৰ,சராசரி துகள் அளவு
বিকিৰণ মানে তীব্ৰতা,கதிர்வீச்சு என்றால் தீவிரம்
গড় মাৰাত্মক আয়তন,மரண அளவு என்று அர்த்தம்
"গড় বয়স, গড় বয়স","சராசரி வயது, சராசரி வயது"
জীৱনকালৰ অৰ্থ,சராசரி வாழ்நாள்
"গড় অক্ষাংশ, গড় দ্ৰাঘিমাংশ","அட்சரேகை, தீர்க்கரேகை என்று அர்த்தம்"
গড় সৰ্বোচ্চ উচ্চতা,அதாவது அதிகபட்ச உயரம்
গড় ৰৈখিক প্ৰবাহ,சராசரி நேரியல் ஓட்டம்
গড় মডুলাছ,மாடுலஸ் என்று அர்த்தம்
চন্দ্ৰ পেৰিজি গতি,சந்திர பெரிஜி வேகம்
নিউট্ৰন গড় বয়স,நியூட்ரான் சராசரி வயது
গড় মেৰিডিয়ান,மெரிடியன் என்று அர்த்தம்
মানে স্বাভাৱিক মানসিক চাপ,சாதாரண மன அழுத்தம் என்று பொருள்
গড় পৰ্যায়ৰ ভ্যাৰিয়েন্স,சராசரி கட்ட மாறுபாடு
গড় সম্ভাৱনা বেগ,சராசரி நிகழ்தகவு வேகம்
গড় উৎপাদন,பொருள் பொருள்
মানে সমানুপাতিক,விகிதாசாரத்தை குறிக்கிறது
গড় ব্যাসাৰ্ধৰ বেগ,சராசரி ஆரம் வேகம்
গড় পৰিসৰ,சராசரி வரம்பு
গড় বিক্ৰিয়াৰ সময়,சராசரி எதிர்வினை காலம்
গড় বিবৰ্তন,ஒளிவிலகல் என்று பொருள்
গড় সাগৰ পৃষ্ঠ,கடல் மட்டத்தை குறிக்கிறது
গড় সৌৰ দিন,சூரிய நாள் என்று பொருள்
গড় সৌৰ সময়,சூரிய நேரம் என்று பொருள்
নিৰ্দিষ্ট তাপক বুজায়,குறிப்பிட்ட வெப்பம் என்று பொருள்
"গড় গতি, গড় গতি, গড় গতি","சராசரி வேகம், சராசரி வேகம், சராசரி வேகம்"
গড় বৃত্ত সমতল,வட்ட விமானம் என்று பொருள்
বিচ্যুতি বৰ্গ গড়,விலகல் சதுரம் சராசரி
বিচ্যুতি বৰ্গ গড়,இடப்பெயர்ச்சி சதுர சராசரி
ভুল বৰ্গ গড়,பிழை சதுர அர்த்தம்
ভুল বৰ্গ গড় অনুমান,பிழை சதுரம் என்பது மதிப்பீடு
কথিত শ্ৰেণীৰ অৰ্থ,பேச்சு வர்க்கம் அர்த்தம்
মাত্ৰা গড় বৰ্গ দৈৰ্ঘ্য,பரிமாணம் சராசரி சதுர நீளம்
বেগ বৰ্গ গড়,வேகம் சதுர சராசரி
মানে মানসিক চাপ,மன அழுத்தம் என்று பொருள்
মানে সূৰ্য্য,சூரியன் என்று பொருள்
গড় বাকী থকা বয়স,மீதமுள்ள சராசரி வயது
mean tone,சராசரி தொனி
গড় ট্ৰেজেক্টৰী,பாதை என்று அர்த்தம்
"গড়, গড় মূল্য","சராசரி, சராசரி மதிப்பு"
মধ্যম আধা সমতল,சராசரி அரை விமானம்
গড় উপপাদ্য,அதாவது தேற்றம்
গড় ভ্যাৰিয়েন্স,சராசரி மாறுபாடு
গড় বেগ,சராசரி வேகம்
মানে পৃথিৱী,பூமி என்று பொருள்
গড় সময়,சராசரி நேரம்
বাধা-গড়-সময়,குறுக்கீடு-சராசரி நேரம்
মধ্যস্থতা অনুষ্ঠান,மத்தியஸ்த விழா
"জোখ, বিচনা","அளவு, படுக்கை"
দক্ষতাৰ পৰিমাপ,செயல்திறன் அளவீடு
সমজাতীয় পৰিমাপ,ஒரே மாதிரியான அளவு
নিখুঁত জোখ-মাখ,துல்லியமான அளவீடு
কনট্ৰাষ্ট জোখা,மாறுபாடு அளவீடு
পৰিৱৰ্তনশীলতা পৰিমাপ,மாறுபாடு அளவீடு
জুখিব পৰা দৈৰ্ঘ্য,அளவிடப்பட்ட நீளம்
"জোখ, জোখ, জোখ","அளவிட, அளவிட, அளவிட"
জোখৰ লেগ,அளவீட்டு தாமதம்
দক্ষতা জোখা,திறன் அளவீடு
আকাশৰ জোখ-মাখ,வானத்தின் அளவீடு
উপযোগিতা জোখা,பயன்பாட்டு அளவீடு
"জোখ (n.), জোখ লোৱা, জোখ (v.)","அளவீடு (n.), அளவிடுபவர், அளவீடு (v.)"
"বল, যান্ত্ৰিক, সংস্পৰ্শ","படை, இயந்திர, தொடர்பு"
যান্ত্ৰিক অপব্যৱহাৰ,இயந்திர துஷ்பிரயோகம்
বল ক্ৰিয়া,படை நடவடிக்கை
যান্ত্ৰিক সুবিধা,இயந்திர நன்மை
যান্ত্ৰিক এনালগ,இயந்திர அனலாக்
যান্ত্ৰিক বেণ্ড সম্প্ৰসাৰণ,மெக்கானிக்கல் பேண்ட் நீட்டிப்பு
যান্ত্ৰিক দ্বৈত বিবৰ্তন,இயந்திர இரட்டை ஒளிவிலகல்
শূন্য ড্ৰেগ সীমা,பூஜ்ஜிய இழுப்பு வரம்பு
যান্ত্ৰিক ফোকাচ,இயந்திர கவனம்
যান্ত্ৰিক বৈশিষ্ট্য,இயந்திர பண்புகள்
যান্ত্ৰিক ধ্ৰুৱক,இயந்திர மாறிலி
মেকানিকেল কাৰেণ্ট টাইম ইন্টিগ্ৰেটৰ,இயந்திர தற்போதைய நேர ஒருங்கிணைப்பு
যান্ত্ৰিক ডেম্পিং,இயந்திர தணிப்பு
যান্ত্ৰিক বিমেৰুকৰণ,இயந்திர நீக்கம்
যান্ত্ৰিক ট্ৰেকচন,இயந்திர இழுவை
যান্ত্ৰিক সম্পাদনা,இயந்திர எடிட்டிங்
যান্ত্ৰিক প্ৰভাৱ,இயந்திர தாக்கம்
যান্ত্ৰিক শক্তি,இயந்திர ஆற்றல்
যান্ত্ৰিক সমীকৰণ,இயந்திர சமன்பாடு
"যান্ত্ৰিক ভাৰসাম্য, যান্ত্ৰিক ভাৰসাম্য","இயந்திர சமநிலை, இயந்திர சமநிலை"
যান্ত্ৰিক সমতুল্য,இயந்திர சமமான
যান্ত্ৰিক বল,இயந்திர சக்தி
যান্ত্ৰিক ঘৰ্ষণ,இயந்திர உராய்வு
যান্ত্ৰিক প্ৰতিৰোধ ক্ষমতা,இயந்திர மின்மறுப்பு
যান্ত্ৰিক হস্তক্ষেপ,இயந்திர குறுக்கீடு
যান্ত্ৰিক পৃথকীকৰণ,இயந்திர தனிமைப்படுத்தல்
যান্ত্ৰিক ভৰ,இயந்திர நிறை
যান্ত্ৰিক মাধ্যম,இயந்திர ஊடகம்
যান্ত্ৰিক পদ্ধতি,இயந்திர முறை
যান্ত্ৰিক মিশ্ৰণ,இயந்திர கலவை
যান্ত্ৰিক আৰ্হি,இயந்திர மாதிரி
যান্ত্ৰিক মডুলেটৰ,இயந்திர மாடுலேட்டர்
যান্ত্ৰিক গতিবেগ,இயந்திர உந்தம்
যান্ত্ৰিক কাৰ্য্য,இயந்திர செயல்பாடு
যান্ত্ৰিক আলোকীয় প্ৰভাৱ,இயந்திர ஒளியியல் விளைவு
যান্ত্ৰিক পৰিঘটনা,இயந்திர நிகழ்வு
যান্ত্ৰিক শক্তি,இயந்திர வலிமை
যান্ত্ৰিক ধৰ্ম,இயந்திர பண்புகளை
যান্ত্ৰিক ছিদ্ৰকাৰী,இயந்திர துளைப்பான்
যান্ত্ৰিক ৰেক্টিফায়াৰ,இயந்திர திருத்தி
যান্ত্ৰিক শীতলীকৰণ,இயந்திர குளிர்பதன
যান্ত্ৰিক ৰেকৰ্ডাৰ,இயந்திர ரெக்கார்டர்
যান্ত্ৰিক উপস্থাপন,இயந்திர பிரதிநிதித்துவம்
যান্ত্ৰিক প্ৰতিৰোধ ক্ষমতা,இயந்திர எதிர்ப்பு
যান্ত্ৰিক স্কেনিং,இயந்திர ஸ்கேனிங்
যান্ত্ৰিক সংবেদন,இயந்திர உணர்திறன்
যান্ত্ৰিক আলোড়নকাৰী,இயந்திரக் கிளறல்
যান্ত্ৰিক শ্বক,இயந்திர அதிர்ச்சி
"যান্ত্ৰিক বেলচা, যান্ত্ৰিক বেলচা","இயந்திர மண்வெட்டி, இயந்திர மண்வெட்டி"
যান্ত্ৰিক উপমা,இயந்திர ஒப்புமை
যান্ত্ৰিক ঘূৰণীয়া,இயந்திர நூற்பு
যান্ত্ৰিক টেদাৰ মটৰ,இயந்திர டெதர் மோட்டார்
যান্ত্ৰিক উদ্দীপনা,இயந்திர தூண்டுதல்
মেচিন ক্ৰাফ্ট,இயந்திர கைவினை
যান্ত্ৰিক কম্পক,இயந்திர அதிர்வு
যান্ত্ৰিক কাম,இயந்திர வேலை
মেচিন চলোৱা,இயந்திரம் இயக்கப்படுகிறது
যান্ত্ৰিকভাৱে উলটিব পৰা,இயந்திரத்தனமாக மீளக்கூடியது
"বল বিজ্ঞান, বলবিজ্ঞান, বলবিজ্ঞান","படை அறிவியல், இயக்கவியல், இயக்கவியல்"
যান্ত্ৰিকীকৰণ,இயந்திரமயமாக்கல்
"ব্যৱস্থা, ব্যৱস্থা, ব্যৱস্থা, যন্ত্ৰ","பொறிமுறை, பொறிமுறை, பொறிமுறை, கருவி"
শ্ৰৱণ ব্যৱস্থা,கேட்கும் பொறிமுறை
বিক্ৰিয়াৰ ব্যৱস্থা,எதிர்வினையின் பொறிமுறை
ঘড়ীৰ ব্যৱস্থা,கடிகார பொறிமுறை
প্ৰক্ৰিয়াগত,நடைமுறை
প্ৰক্ৰিয়াৰ বাকচ,செயல்முறை பெட்டி
যান্ত্ৰিক বল,இயந்திர சக்தி
"মধ্যম, মধ্যম, মধ্যম, মধ্যম","இடைநிலை, இடைநிலை, இடைநிலை, இடைநிலை"
মধ্যম বয়স,சராசரி வயது
মধ্যম গড়,சராசரி சராசரி
মধ্যমীয়া ফলপ্ৰসূ আয়তন,நடுத்தர பயனுள்ள தொகுதி
গড় মাৰাত্মক আয়তন,மரண அளவு என்று அர்த்தம்
গড় মাৰাত্মক সময়,கொடிய காலம் என்று பொருள்
"মধ্যম ৰেখা, মাজৰ ৰেখা","இடைக் கோடு, நடுக் கோடு"
"মাধ্যম (v.), মধ্যম (সম্পা.)","நடுத்தர (வி.), நடுத்தர (எட்.)"
মধ্যমীয়া বিচ্যুতি,நடுத்தர விலகல்
মধ্যমীয়া প্ৰভাৱ,நடுத்தர விளைவு
মধ্যমীয়া ভৰৰ নিউক্লিয়াছ,நடுத்தர நிறை கரு
"মধ্যমীয়া নিউক্লিয়াছ, মধ্যমীয়া নিউক্লিয়াছ","மீடியம் நியூக்ளியஸ், மீடியம் நியூக்ளியஸ்"
মধ্যমীয়া ৰেঞ্জৰ ৰাডাৰ,நடுத்தர அளவிலான ரேடார்
মধ্যমীয়া শ্বট,நடுத்தர ஷாட்
মধ্যমীয়া আয়তনৰ কণা,நடுத்தர அளவு துகள்கள்
মেডুলা,மெடுல்லா
"স্থূল, গুৰু, মহা, স্পষ্ট, নিয়ুত (দশলাক্ষ)","மொத்த, குரு, மஹா, தெளிவான, நியுட் (தஷலக்ஷா)"
মেগাবিট,மெகாபிட்
megacurie গেস্টবুক,மெகாகுரி
মেগাচাইকেল,மெகாசைக்கிள்
"মেগাফোন, চাইৰেন","மெகாஃபோன், சைரன்"
মেক্ৰস্কোপিক,மேக்ரோஸ்கோபிக்
স্থূল লক্ষণ,மொத்த அறிகுறிகள்
বিশাল স্ফটিক,மாபெரும் படிகம்
মেগাটন বোমা,மெகாடன் குண்டு
মেগাট্ৰন টিউব,மெகாட்ரான் குழாய்
মেগাভল্ট,மெகாவோல்ட்
মেগাৱাট,மெகாவாட்
"megger, meg ওমমিটাৰ","megger, meg ohmmeter"
মাগোম,மகோம்
magom গেজ,மாகோம் அளவீடு
magom সংবেদনশীলতা,மகோம் உணர்திறன்
meisner প্ৰভাৱ,மீஸ்னர் விளைவு
meisner প্ৰভাৱ,மீஸ்னர் விளைவு
মিল থকা,பொருத்துக
melodian,மெல்லிசை
"intonation, ছন্দ","ஒலிப்பு, தாளம்"
"to melt (n.), গলিত, গলিত (ver.)","உருகுவதற்கு (n.), உருகுவதற்கு, உருகுவதற்கு (ver.)"
গলি যোৱা ভাঙন,உருகும் எலும்பு முறிவு
গলনাংক,உருகும் சக்தி
দ্ৰুত গলিত বেক ট্ৰেঞ্জিষ্টৰ,வேகமாக உருகிய பின் டிரான்சிஸ்டர்
ট্ৰেঞ্জিষ্টৰ পিছলৈ গলিব,மீண்டும் டிரான்சிஸ்டர் உருகும்
"গলিত, গলিব","உருகு, கரை"
গলনাংক,உருகுநிலை
গলনাংকৰ উষ্ণতা,உருகும் வெப்பநிலை
সদস্য,உறுப்பினர்
"মেমব্ৰেন, মেমব্ৰেন, art","சவ்வு, சவ்வு, கலை"
মেমব্ৰেন উপমা,சவ்வு ஒப்புமை
মেমব্ৰেন এনালজি বেণ্ডিং,சவ்வு ஒப்புமை வளைவு
শিল্প পতাকা,கலை கொடி
মেমব্ৰেনৰ কাৰ্য্য,சவ்வு செயல்பாடு
মেমব্ৰেন বিভৱ,சவ்வு திறன்
অৰ্ধচন্দ্ৰ,பிறைநிலா
memrist,நினைவூட்டுபவர்
"মেমৰি, মেমৰি চিষ্টেম","நினைவகம், நினைவக அமைப்பு"
মেমৰি নিৰ্দেশনা টেবুল,நினைவக வழிமுறை அட்டவணை
স্মৃতিশক্তি ক্ষমতা,நினைவக திறன்
"স্মৃতি কোষ, স্মৃতি কোষ","நினைவக செல், நினைவக செல்"
মেমৰি কোৰ,நினைவக கோர்
স্মৃতি চক্ৰ,நினைவக சுழற்சி
স্মৃতিশক্তিৰ বিলম্ব,நினைவக தாமதம்
"মেমৰি ডিভাইচ, মেমৰি ডিভাইচ","நினைவக சாதனம், நினைவக சாதனம்"
স্মৃতি জমা,நினைவக வைப்பு
স্মৃতিশক্তি প্ৰভাৱ,நினைவக விளைவு
স্মৃতি সংৰক্ষণ,நினைவக பாதுகாப்பு
গড় প্যাৰালেক্স,இடமாறு என்று அர்த்தம்
"মেনিস্কাছ, মেনিস্কাছ","மாதவிடாய், மாதவிடாய்"
মেনিস্কাছ লেন্স,மாதவிடாய் லென்ஸ்
"pardic, বুধযুক্ত","பார்டிக், பாதரசம்"
"পাৰ্দিয়া, বুধ","பார்டியா, பாதரசம்"
"পাৰা-বেৰ’মিটাৰ, পাৰা-বেৰ’মিটাৰ","பாதரச காற்றழுத்தமானி, பாதரச காற்றழுத்தமானி"
"Paradik থাৰ্মোমিটাৰ, Paradik থাৰ্মোমিটাৰ","பரடிக் வெப்பமானி, பரடிக் வெப்பமானி"
পাৰাৰ আৰ্কলেম্প,பாதரச ஆர்கிளாம்ப்
পাৰা আৰ্কুৱেট,பாதரச வளைவு
পাৰাৰ বেৰ&#39;মিটাৰ,பாதரச காற்றழுத்தமானி
পেৰাড পিলাৰ,பராட் தூண்
ট্ৰেন্স চাপ গেজ,டிரான்ஸ் பிரஷர் கேஜ்
পাৰাৰ মেনোমিটাৰ,பாதரச மானோமீட்டர்
পাৰাৰ কইল কেথ’ড,பாதரச சுருள் கத்தோட்
পাৰাৰ ষ্টীলৰ থাৰ্মোমিটাৰ,பாதரச எஃகு வெப்பமானி
"পাৰাৰ থাৰ্মোমিটাৰ, পাৰাৰ থাৰ্মোমিটাৰ","பாதரச வெப்பமானி, பாதரச வெப்பமானி"
পাৰা-সূত্ৰ,பாதரசம்-சூத்திரம்
"পাৰা-বাষ্প লেম্প, পাৰা-বাষ্প লেম্প","பாதரச-நீராவி விளக்கு, பாதரச-நீராவி விளக்கு"
পাৰাৰ বাষ্প ৰেক্টিফায়াৰ টিউব,பாதரச நீராவி திருத்தி குழாய்
পাৰাৰ বাষ্প নলী,பாதரச நீராவி குழாய்
মেৰিডিয়ান,நடுக்கோடு
মেৰিডিয়ান উচ্চতা,நடுக்கோடு உயரம்
মেৰিডিয়ান,நடுக்கோடு
মেৰিডিয়ান দিন,மெரிடியன் நாள்
মেৰিডিয়ান ৰেখা,மெரிடியன் கோடுகள்
অক্ষীয় সমতল,அச்சு விமானம்
"মেৰিডিয়ান কাট, অক্ষীয় কাটি","மெரிடியன் வெட்டு, அச்சு வெட்டு"
মেৰিডিয়ান টেলিস্কোপ,மெரிடியன் தொலைநோக்கி
"ৰৈখিক, মেৰিডিয়ান","நேரியல், மெரிடியன்"
মেৰিডিয়ান বিচ্যুতি,மெரிடியன் விலகல்
মেৰিডিয়ান দিশ,நடுக்கோடு திசை
ৰৈখিক ফোকাচ,நேரியல் கவனம்
অনুভূমিক সমতল,கிடைமட்ட விமானம்
ৰৈখিক ৰশ্মি,நேரியல் கதிர்
মেৰিডিয়ান জোখ,மெரிடியன் அளவீடு
সহগ,குணகம்
টিউব সহগ,குழாய் குணகம்
ভগ্নাংশ যম,பகுதியளவு யாம்
মেছা ট্ৰেঞ্জিষ্টৰ,மீசா டிரான்சிஸ்டர்
লুপ বিশ্লেষণ,வளைய பகுப்பாய்வு
জালি ইম্পিডেন্স,பின்னல் மின்மறுப்பு
"মেছনিক পৰমাণু, মেছনিক পৰমাণু","மேசானிக் அணு, கொத்து அணு"
mesoni অণু,மீசோனி மூலக்கூறு
মচীহৰ গঠন,மேசியானிக் அமைப்பு
মেছ&#39;কলয়ড,மீசோகலாய்டு
মেৰিডিয়ান,நடுக்கோடு
ৰাজমিস্ত্ৰী,கொத்தனார்
meson বন্দী,மீசன் பிடிப்பு
মেছন এৰিয়া ফাংচন,மீசன் பகுதி செயல்பாடு
meson অনুনাদ,மீசன் அதிர்வு
meson ৰূপান্তৰ,மீசன் மாற்றம்
মেছন তৰংগ ফলন,மீசன் அலை செயல்பாடு
শিলৰ তৰংগ ফলন ক্ষেত্ৰ,கொத்து அலை செயல்பாடு புலம்
মেছনিক পৰমাণু,கொத்து அணு
মেছনিক জ&#39;ন,மேசோனிக் மண்டலம்
"শিলৰ খুঁটা, ইউকাৱা খুঁটা","கொத்து கம்பம், யுகாவா கம்பம்"
শিলৰ এক্সৰে,கொத்து எக்ஸ்ரே
মেছ&#39;থ&#39;ৰিয়াম,மீசோதோரியம்
মেছ&#39;ট্ৰন,மீசோட்ரான்
বাৰ্তা,செய்தி
বাৰ্তা আৰ্কাইভাৰ,செய்தி காப்பாளர்
বানপানী কেন্দ্ৰ,வெள்ள மையம்
উপকেন্দ্ৰ,மையப்பகுதி
কম্পেক্ট জনসংখ্যা,சிறிய மக்கள் தொகை
মেটাডিন,மெட்டாடின்
এম্প্লিডিন ড্ৰাইভাৰ,ஆம்ப்ளிடின் இயக்கி
"ধাতু, মৌলিক পদাৰ্থ","உலோகம், தனிமப் பொருள்"
ধাতু-ভিত্তিক ট্ৰেঞ্জিষ্টৰ,உலோக அடிப்படை டிரான்சிஸ்டர்
মেটাল ডিটেক্টৰ,உலோக கண்டுபிடிப்பாளர்கள்
ধাতুৰ অক্সাইড ৰেজিষ্টৰ,உலோக ஆக்சைடு மின்தடை
ধাতুৰ অক্সাইড অৰ্ধপৰিবাহী,உலோக ஆக்சைடு குறைக்கடத்தி
ধাতু পদাৰ্থ বিজ্ঞান,உலோக இயற்பியல்
ধাতুৰ প্লেট,உலோக தட்டு
ধাতুৰ প্লেক ৰেক্টিফায়াৰ,உலோக தகடு திருத்தி
ধাতুৰ প্ৰিন্টাৰ,உலோக அச்சுப்பொறி
ধাতুৰ ছাই,உலோக சாம்பல்
ধাতুৰ ৰেক্টিফায়াৰ,உலோக திருத்தி
ধাতু পৃথক কৰা অৰ্ধপৰিবাহী,உலோகத்தைப் பிரிக்கும் குறைக்கடத்தி
ধাতু-পৰিৱৰ্তন বিভাজক,உலோக-மாற்றம் பிரிப்பான்
ধাতুৰ বৰ্তনী,உலோக சுற்று
ধাতুৰ পৰিবাহীতা,உலோக கடத்துத்திறன்
ধাতুৰ নিৰ্গমনকাৰী,உலோக உமிழ்ப்பான்
ধাতু বিভাজক,உலோக பிரிப்பான்
ধাতুৰ আয়ন,உலோக அயனிகள்
ধাতুৰ দাপোন,உலோக கண்ணாடி
ধাতুৰ ৰেক্টিফায়াৰ,உலோக திருத்தி
ধাতুৰ প্ৰতিফলন,உலோக பிரதிபலிப்பு
ধাতুৰ তাঁৰ,உலோக கம்பி
ধাতুযুক্ত কেপাচিটৰ,உலோகமயமாக்கப்பட்ட மின்தேக்கி
ধাতুযুক্ত ৰেজিষ্টৰ,உலோகமயமாக்கப்பட்ட மின்தடை
ধাতুবিদ,உலோகவியலாளர்
ধাতুৰ অংকন কৌশল,உலோக வரைதல் நுட்பங்கள்
ধাতুৰ অংকন মাইক্ৰস্কোপ,உலோக வரைதல் நுண்ணோக்கி
"ধাতুৰ অংকন, ধাতুৰ চিত্ৰণ","உலோக வரைதல், உலோக விளக்கம்"
এপিফিজিকেল ধাৰণা,எபிபிசிகல் கருத்து
কল্পনাপ্ৰসূত দৃষ্টি,கற்பனை பார்வை
আধ্যাত্মিকতা,மீமெய்யியல்
ইনফ্ল&#39;,வரத்து
মেটাস্কোপ,மெட்டாஸ்கோப்
মিতব্যয়ী,அளவாக செலவிடுதல்
থ্ৰিফ্টি চেট,சிக்கனமான தொகுப்பு
"মেটাষ্টেবল ভাৰসাম্য, মেটাষ্টেবল ভাৰসাম্য","மெட்டாஸ்டேபிள் சமநிலை, மெட்டாஸ்டேபிள் சமநிலை"
মিতব্যয়ী আয়ন,சிக்கனம் அயன்
অৰ্থনীতিৰ স্তৰত,பொருளாதார நிலை
কামোদ্দীপক,பாலுணர்வை உண்டாக்கும்
ৰোগ বিয়পা অৱস্থা,தொற்று
উল্কাপিণ্ড,விண்கல்
উল্কাপিণ্ড,விண்கல்
উল্কাপিণ্ডৰ বৰষুণ,எரிகல் பொழிவு
উল্কাপিণ্ডৰ বৰ্ণালী,விண்கல் நிறமாலை
উল্কাপিণ্ডৰ ধাৰা,விண்கல் நீரோடை
উল্কাপিণ্ডৰ পথ,விண்கல் பாதை
উল্কাপিণ্ডৰ বৰষুণ,எரிகல் பொழிவு
উল্কাপিণ্ড লোহা,விண்கல் இரும்பு
উল্কাপিণ্ড,விண்கல்
উল্কাপিণ্ড বোমা,விண்கல் குண்டு
উল্কাপিণ্ড চিনাক্তকৰ্তা,விண்கல் அடையாளங்காட்டி
উল্কাপিণ্ডৰ প্ৰভাৱ,விண்கல் தாக்கம்
উল্কাপিণ্ডৰ ধূলি,விண்கல் தூசி
উল্কাপিণ্ড শক্তি,விண்கல் ஆற்றல்
উল্কাপিণ্ডৰ কক্ষপথ,விண்கல் சுற்றுப்பாதை
উল্কাপিণ্ড প্ৰক্ৰিয়া,விண்கல் செயல்முறை
বতৰ বিজ্ঞানী,வானிலை ஆய்வாளர்
"বতৰ বিজ্ঞানী, বতৰ বিজ্ঞানী","வானிலை ஆய்வாளர், வானிலை ஆய்வாளர்"
উল্কাপিণ্ড,விண்கல்
বতৰ বিজ্ঞান,வானிலையியல்
বতৰ বিজ্ঞানৰ বিঘিনি,வானிலை இடையூறு
বতৰ বিজ্ঞানৰ উপাদান,வானிலை உறுப்பு
ঋতুভিত্তিক নূন্যতম,பருவகால குறைந்தபட்சம்
বতৰ বিজ্ঞানৰ মানৱ নিৰীক্ষণ কেন্দ্ৰ,வானிலை ஆய்வு மையம்
বতৰ বিজ্ঞানৰ প্ৰতিবেদন,வானிலை அறிக்கை
বতৰৰ ৰকেট,வானிலை ராக்கெட்
বতৰ বিজ্ঞানৰ ক্ৰম,வானிலை வரிசை
বতৰ বিজ্ঞান সেৱা,வானிலை சேவை
বতৰ বিজ্ঞানৰ জৰীপ,வானிலை ஆய்வு
ঋতুভিত্তিক জোৱাৰ-ভাটা,பருவகால அலைகள்
বতৰ বিজ্ঞানী,வானிலை ஆய்வாளர்
বতৰ বিজ্ঞান,வானிலையியல்
বায়ুমণ্ডলীয় অপটিক্স,வளிமண்டல ஒளியியல்
মিটাৰ,மீட்டர்
"মিটাৰ দলং, মিটাৰ দলং","மீட்டர் பாலம், மீட்டர் பாலம்"
মিটাৰ মমবাতি,மீட்டர் மெழுகுவர்த்தி
মিটাৰ ৰেখা,மீட்டர் வரி
মিটাৰ কিলোগ্ৰাম দ্বিতীয় পদ্ধতি,மீட்டர் கிலோகிராம் இரண்டாவது முறை
উল্কাপিণ্ডৰ বিক্ষিপ্ততা,விண்கல் சிதறல்
"মিটাৰিং, জোখ-মাখ","அளவீடு, அளவீடு"
জোখ-মাখৰ বৰ্তনী,அளவீட்டு சுற்று
জোখ-মাখৰ সংকেত,அளவீட்டு சமிக்ஞை
অনুপাত পদ্ধতি,விகிதாச்சார முறை
নিষ্কাশন পদ্ধতি,பிரித்தெடுத்தல் முறை
মধ্যম অৱস্থান পদ্ধতি,நடு நிலை முறை
ক্ষেত্ৰ পদ্ধতি,கள முறை
গেটছ পদ্ধতি,வாயில்கள் முறை
প্ৰতিফলন পদ্ধতি,பிரதிபலிப்பு முறை
ওলোটা পদ্ধতি,தலைகீழ் முறை
নূন্যতম বৰ্গক্ষেত্ৰ,குறைந்தபட்ச சதுரம்
ৰৈখিক প্ৰবাহ পদ্ধতি,நேரியல் ஓட்ட முறை
জোখ-মাখৰ পদ্ধতি,அளவீட்டு முறை
টৰ্ক পদ্ধতি,முறுக்கு முறை
ওভাৰলেপিং পদ্ধতি,ஒன்றுடன் ஒன்று முறை
বিকিৰণ পদ্ধতি,கதிர்வீச்சு முறை
modus operandi,செயல் முறை
মিটাৰকন,மீட்டர்கான்
"দূৰত্ব, মিটাৰ","தூரம், மீட்டர்"
জোখ-মাখৰ তথ্য,அளவீட்டு தரவு
জোখ-মাখৰ ফটোগ্ৰাফী,அளவீட்டு புகைப்படம்
মেট্ৰিক স্লাগ (ইউনিট),மெட்ரிக் ஸ்லக் (அலகு)
মেট্ৰিক ব্যৱস্থা,மெட்ரிக் அமைப்பு
মেট্ৰিক টন,மெட்ரிக் டன்
মেট্ৰিক একক,மெட்ரிக் அலகு
"মেট্ৰ&#39;লজী, মেট্ৰ&#39;লজী","அளவியல், அளவியல்"
