Tamil,Kannada
சியாலிடிக் மண்,ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು
சிரோஜெம்,ಸಿರೋಜೆಮ್
சில்லு,ಸಿಲ್
வண்டல் மண்,ಹೂಳು
ஒற்றை சதை இரத்தம்,ಏಕ ಮಾಂಸದ ರಕ್ತ
ஒற்றை தானிய அமைப்பு,ಏಕ ಹರಳಿನ ರಚನೆ
எலும்பு மண்,ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು
பாவாடை,ಸ್ಕರ್ಟಿಂಗ್
ஸ்லீப்பர் சுவர்,ಸ್ಲೀಪರ್ ಗೋಡೆ
பக்கவாட்டு சாக்கடை,ಸೈಡ್ ಗಟರ್
ஸ்லைடு விதி,ಸ್ಲೈಡ್ ನಿಯಮ
ஸ்லிப் டாக்,ಸ್ಲಿಪ್ ಡಾಕ್
ஸ்மோனிசா,ಸ್ಮೋನಿಜಾ
ஊறவைத்தல்,ನೆನೆಯುವುದು
மண் சங்கம்,ಮಣ್ಣಿನ ಸಂಘ
மண் வகுப்பு,ಮಣ್ಣಿನ ವರ್ಗ
மண் வளாகம்,ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ
மண் நிலைத்தன்மை,ಮಣ್ಣಿನ ಸ್ಥಿರತೆ
மண் குடும்பம்,ಮಣ್ಣಿನ ಕುಟುಂಬ
மண் சட்ட வேலை,ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ
மண்ணின் ஈரப்பதம்,ಮಣ್ಣಿನ ತೇವಾಂಶ
மண்ணின் ஈரப்பதம் பெருக்கம்,ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ
மண்ணின் ஈரப்பதம் குறைபாடு,ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ
மண் உருவவியல்,ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ
மண் துகள்,ಮಣ್ಣಿನ ಕಣ
மண் கட்டம்,ಮಣ್ಣಿನ ಹಂತ
மண் விவரக்குறிப்பு,ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್
மண் எதிர்வினை,ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ
மண் பிரிகிறது,ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ
மண் தொடர்,ಮಣ್ಣಿನ ಸರಣಿ
மண் தீர்வு,ಮಣ್ಣಿನ ಪರಿಹಾರ
மண் அமைப்பு,ಮಣ್ಣಿನ ರಚನೆ
மண் அமைப்பு,ಮಣ್ಣಿನ ರಚನೆ
மண் வகை,ಮಣ್ಣಿನ ಪ್ರಕಾರ
சோலம்,ಸೋಲಮ್
சோர்ப்ஷன்,ಸೋರ್ಪ್ಶನ್
ஸ்பால்கள்,ಸ್ಪ್ಯಾಲ್ಸ್
குறிப்பிட்ட அயனி விளைவு,ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ
சதுர வடிவ இடிபாடுகள்,ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து,ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
நிலையான ஓட்டம்,ಸ್ಥಿರ ಹರಿವು
மிளிரும் படி,ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ
ஒட்டும் தன்மை,ಜಿಗುಟುತನ
ஒட்டும் புள்ளி,ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು
கல்,ಕಲ್ಲು
ஸ்லோப் கை மோல்டிங்,ಸ್ಲೋಪ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
பட்டா கீல்,ಸ್ಟ್ರಾಪ್ ಹಿಂಜ್
வைக்கோல் பலகை,ಒಣಹುಲ್ಲಿನ ಹಲಗೆ
ஸ்ட்ரீம்,ಸ್ಟ್ರೀಮ್
மன அழுத்தம்,ಒತ್ತಡ
நீட்டுபவர்,ಸ್ಟ್ರೆಚರ್
ஸ்ட்ரெச்சர் பிணைப்பு,ಸ್ಟ್ರೆಚರ್ ಬಾಂಡ್
ஸ்ட்ரெச்சர் படிப்பு,ಸ್ಟ್ರೆಚರ್ ಕೋರ್ಸ್
லேசான கயிறு,ಸ್ಟ್ರಿಂಗ್
சரம் பாடநெறி,ಸ್ಟ್ರಿಂಗ್ ಕೋರ್ಸ್
கட்டமைப்பு காரணி,ರಚನಾತ್ಮಕ ಅಂಶ
கட்டமைப்பு குறியீடு,ರಚನೆ ಸೂಚ್ಯಂಕ
ஸ்டக்கோ,ಗಾರೆ
வீரியமான,ಸ್ಟಡ್
ஸ்டைலோபேட்,ಸ್ಟೈಲೋಬೇಟ್
துணை மண்,ಉಪ ಮಣ್ಣು
துணை அமைப்பு,ಉಪ ರಚನೆ
கூட்டுத்தொகை வளைவு,ಸಂಕಲನ ಕರ್ವ್
சன் மைக்கா,ಸೂರ್ಯ ಮೈಕಾ
சூப்பர் கட்டமைப்பு,ಸೂಪರ್ ರಚನೆ
நிலமளப்போர்,ಸರ್ವೇಯರ್
எஸ்-மதிப்பு,ಎಸ್-ಮೌಲ್ಯ
அங்கும் இங்கும் அசை,ತೋರಣ
ஸ்வான் கழுத்து,ಸ್ವಾನ್ ಕುತ್ತಿಗೆ
கூடாரம்,ಗುಡಾರ
மேஜை கை மோல்டிங்,ಟೇಬಲ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
டேங்கிங்,ಟ್ಯಾಂಕಿಂಗ್
டெம்பீட்டோ,ಟೆಂಪಿಯೆಟ್ಟೊ
வெப்பநிலை மாற்றம்,ಟೆಂಪರಿಂಗ್
டெம்ப்ளேட்,ಟೆಂಪ್ಲೇಟ್
டெம்ப்ளேட்,ಟೆಂಪ್ಲೇಟ್
டெபிடேரியம்,ಟೆಪಿಡೇರಿಯಮ್
டெரகோட்டா,ಟೆರಾಕೋಟಾ
டெர்ரா ரோசா,ಟೆರ್ರಾ ರೋಸಾ
டெர்ராஸோ,ಟೆರಾಝೋ
டெட்ரா பாணி,ಟೆಟ್ರಾ ಶೈಲಿ
வரம்பு வரம்பு மதிப்பு,ಮಿತಿ ಮಿತಿ ಮೌಲ್ಯ
தொண்டை,ಗಂಟಲು
கல் மூலம்,ಕಲ್ಲಿನ ಮೂಲಕ
டைடல் பேசின்,ಉಬ್ಬರವಿಳಿತದ ಜಲಾನಯನ ಪ್ರದೇಶ
டை பார்,ಟೈ ಬಾರ್
கற்றை கட்டவும்,ಕಿರಣವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಿ
டை ராட்,ಕಟ್ಟಿದ ಸಲಾಕೆ
Tirs,ಟಿರ್ಸ್
சகிப்புத்தன்மை,ಸಹಿಷ್ಣುತೆ
பல்வலி,ಹಲ್ಲುಜ್ಜುವುದು
மேல் மண் அல்லது மேற்பரப்பு மண்,ಮೇಲಿನ ಮಣ್ಣು ಅಥವಾ ಮೇಲ್ಮೈ ಮಣ್ಣು
மொத்த போரோசிட்டி,ಒಟ್ಟು ಸರಂಧ್ರತೆ
டிரேசரி,ಟ್ರೇಸರಿ
ரயில் எதிர்ப்பு,ರೈಲು ಪ್ರತಿರೋಧ
இடமாற்றம்,ಟ್ರಾನ್ಸೆಪ್ಟ್
இடைநிலை மண்,ಪರಿವರ್ತನೆಯ ಮಣ್ಣು
டிரான்ஸ்சம்,ಟ್ರಾನ್ಸಮ್
போக்குவரத்து மண்,ಸಾರಿಗೆ ಮಣ್ಣು
துணை நதி,ಉಪನದಿ
டிரிஃபோரியம்,ಟ್ರಿಫೊರಿಯಮ್
ட்ரைகிளிஃப்,ಟ್ರೈಗ್ಲಿಫ್
துண்டிக்கப்பட்ட மண்,ಮೊಟಕುಗೊಳಿಸಿದ ಮಣ್ಣು
கொந்தளிப்பான ஓட்டம்,ಪ್ರಕ್ಷುಬ್ಧ ಹರಿವು
சிறு கோபுரம்,ತಿರುಗು ಗೋಪುರ
டைம்பார் எண்,ಟೈಂಪರ್ ಸಂಖ್ಯೆ
இறுதி தாங்கும் திறன்,ಅಂತಿಮ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
அல்டிமேட் பிஎச்,ಅಂತಿಮ ಪಿಎಚ್
ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து,ಅನಿರ್ದಿಷ್ಟ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
கட்டமைக்கப்படாத சதுர இடிபாடுகள்,ಕೋರ್ಸೆಡ್ ಸ್ಕ್ವೇರ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
அண்டர்கிராஃப்ட்,ಅಂಡರ್ಕ್ರಾಫ್ಟ್
நிரப்பப்படாத போரோசிட்டி,ತುಂಬದ ಸರಂಧ್ರತೆ
சீரான ஓட்டம்,ಏಕರೂಪದ ಹರಿವು
அலகு சட்ட வகை சாரக்கட்டு,ಯೂನಿಟ್ ಫ್ರೇಮ್ ಮಾದರಿ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
பயனற்ற வேலை,ಅನುತ್ಪಾದಕ ಕೆಲಸ
நிறைவுறா மண்,ಅಪರ್ಯಾಪ್ತ ಮಣ್ಣು
நிலையற்ற ஓட்டம்,ಅಸ್ಥಿರ ಹರಿವು
மேல் பிளாஸ்டிக் வரம்பு,ಮೇಲಿನ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
பள்ளத்தாக்கு சாக்கடை,ಕಣಿವೆ ಗಟಾರ
வால்ட்,ವಾಲ್ಟ್
வெட்டாரியம்,ವೆಟೇರಿಯಮ್
காற்றோட்டம்,ವಾತಾಯನ
மறுபடியும்,ವೆಂಟಿಲೇಟರ್
வெரம்தா,ವೆರಾಮದಾಹ್
வேஸ்டிபுல்,ವೆಸ್ಟಿಬುಲ್
வில்லா,ವಿಲ್ಲಾ
