Kannada,Marathi
ಕುಂಡಲಿನಿ,कुंडलिनी
ಹೆಮಟೈಟ್,हेमॅटाइट
1. ಮೂಲಿಕೆ 2. ಮೂಲಿಕೆ,1. औषधी वनस्पती 2. औषधी वनस्पती
1.ಬೊಟಾನಿಕಲ್ ಕಲೆಕ್ಷನ್ 2.ಬೊಟಾನಿಕಲ್ ಮ್ಯೂಸಿಯಂ,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
ಸಸ್ಯನಾಶಕ,तणनाशक
ಅನುವಂಶಿಕತೆ,आनुवंशिकता
ಅನುವಂಶಿಕತೆ,आनुवंशिकता
ಉಭಯಲಿಂಗಿ,उभयलिंगी
ಭಿನ್ನವರ್ಣದ,heterochromatic
ಹೆಟೆರೊಫರ್ಟಿಲೈಸೇಶನ್,heterofertilization
1. ಹೈಬ್ರಿಡೋಸ್ 2. ಹೆಟೆರೋಸಿಸ್,1. हायब्रिडोज 2. हेटेरोसिस
ಲೈಂಗಿಕ ವರ್ಣತಂತುಗಳು,सेक्सक्रोमोसोम
ಪೋಷಿಸಿದರು,पालनपोषण
ಹೆಕ್ಸಾಡೆಸಿಮಲ್,हेक्साडेसिमल
ಶೀತ ಸುಪ್ತ,थंड सुप्तता
ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ,उच्च घनता लागवड
1. ಪಿಂಡ್ಲಾಕ್ 2. ಬೆಟ್ಟ (ಭತ್ತ),1. पिंडलक 2. टेकडी (भात)
ಹಿಸ್ಟೋಗ್ರಾಮ್,हिस्टोग्राम
ಹೈಟೆಕ್ ತೋಟಗಾರಿಕೆ,उच्च तंत्रज्ञान फलोत्पादन
1.ಮೊಸರು 2. ಜೇನುಗೂಡು,1. दही 2. पोळ्या
1. ಕಳೆ ಕಿತ್ತಲು 2. ಕಳೆ ಕಿತ್ತಲು,1. खुरपणी 2. खुरपणी
ಹಿಡಿದು,धारण
ಖಾಸಗಿ ಫಾರ್ಮ್,खाजगी शेत
ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್,होमिओस्टॅसिस
ತಾಯ್ನಾಡು,जन्मभुमी
ಏಕರೂಪತೆ,एकजिनसीपणा
1. ಏಕರೂಪದ 2. ಏಕರೂಪದ,1. एकसंध 2. एकसंध
ಸಹಾನುಭೂತಿಯುಳ್ಳ,सहानुभूती
ಹೋಮೋಜೈಗಸ್,एकसंध
1. ಖುರ್ರಿಕಾ 2. ಆಹಾರ ಧಾರಕ 3. ಹ್ಯಾಪರ್,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
1. ಲೇಯರ್ 2. ಹಾರಿಜಾನ್,1. थर 2. क्षितिज
ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು,बागायती पिके
1. ತೋಟಗಾರಿಕೆ 2. ತೋಟಗಾರಿಕೆ 3. ತೋಟಗಾರಿಕೆ 4. ತೋಟಗಾರಿಕೆ,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
