Punjabi,Kannada
ਰਿਮੋਟ ਸੰਚਾਰ,ರಿಮೋಟ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್
ਦੂਰੀ xerography,ದೂರ ಜೆರೋಗ್ರಫಿ
ਲੰਬੀ ਲਾਈਨ ਪ੍ਰਭਾਵ ਲੰਬੀ ਲਾਈਨ ਪ੍ਰਭਾਵ,ದೀರ್ಘ ಸಾಲಿನ ಪರಿಣಾಮ ದೀರ್ಘ ಸಾಲಿನ ಪರಿಣಾಮ
ਲੰਬੇ ਸਵਰ,ದೀರ್ಘ ಸ್ವರ
ਲੰਮੀ ਮਿਆਦ (ਆਵਰਤੀ ਸਾਰਣੀ),ದೀರ್ಘಾವಧಿ (ಆವರ್ತಕ ಕೋಷ್ಟಕ)
ਲੰਬੀ ਆਵਰਤੀ ਸਾਰਣੀ,ದೀರ್ಘ ಆವರ್ತಕ ಕೋಷ್ಟಕ
ਲੰਬੀ ਸ਼ੈਲਫ ਦੀ ਜ਼ਿੰਦਗੀ,ದೀರ್ಘ ಶೆಲ್ಫ್ ಜೀವನ
ਲੰਬੇ ਰਿਕਾਰਡ,ದೀರ್ಘ ದಾಖಲೆ
ਲੰਬੀ ਸੀਮਾ ਦੇ ਵਿਕਾਰ,ದೀರ್ಘ ವ್ಯಾಪ್ತಿಯ ಅಸ್ವಸ್ಥತೆ
ਲੰਬੀ ਰੇਂਜ ਨੈਵੀਗੇਸ਼ਨ,ದೀರ್ಘ ವ್ಯಾಪ್ತಿಯ ಸಂಚರಣೆ
ਲੰਬੀ ਸੀਮਾ ਰਾਡਾਰ,ದೀರ್ಘ ವ್ಯಾಪ್ತಿಯ ರಾಡಾರ್
ਲੰਬੇ ਆਰਾਮ ਦੀ ਮਿਆਦ,ದೀರ್ಘ ವಿಶ್ರಾಂತಿ ಅವಧಿ
ਵਿਆਪਕ ਸ਼ਾਟ,ವಿಶಾಲ ಶಾಟ್
ਲੰਬੀ ਨਜ਼ਰ,ದೀರ್ಘ ದೃಷ್ಟಿ
ਲੰਬੀ ਪੂਛ ਦਾ ਜੋੜਾ,ಉದ್ದನೆಯ ಬಾಲ ಜೋಡಿ
ਲੰਬੀ ਮਿਆਦ ਦੀ ਸੰਭਾਵਨਾ,ದೀರ್ಘಾವಧಿಯ ಸಾಮರ್ಥ್ಯ
ਲੰਬੀ ਲਹਿਰ ਪੜਾਅ,ದೀರ್ಘ ತರಂಗ ಹಂತ
ਲੰਬੀ ਤਰੰਗ-ਲੰਬਾਈ ਸੀਮਾ,ದೀರ್ಘ ತರಂಗಾಂತರ ಶ್ರೇಣಿ
ਲੰਬੀ ਤਰੰਗ ਲੰਬਾਈ,ದೀರ್ಘ ತರಂಗಾಂತರ
ਲੰਬੀ ਤਾਰ ਐਂਟੀਨਾ,ದೀರ್ಘ ತಂತಿ ಆಂಟೆನಾ
ਰਿਮੋਟ ਨੇਵੀਗੇਸ਼ਨ ਸਹਾਇਤਾ,ರಿಮೋಟ್ ನ್ಯಾವಿಗೇಷನ್ ನೆರವು
ਲੰਬੀ ਸੀਮਾ ਸਿਸਟਮ,ದೀರ್ಘ ವ್ಯಾಪ್ತಿಯ ವ್ಯವಸ್ಥೆ
ਲੰਬੇ ਕੈਂਪਸ ਸਿਸਟਮ ਪੈਰਾਮੀਟਰ,ಲಾಂಗ್ ಕ್ಯಾಂಪಸ್ ಸಿಸ್ಟಮ್ ನಿಯತಾಂಕಗಳು
ਲੰਬੀ ਮਿਆਦ ਦੀ ਲਚਕਤਾ,ದೀರ್ಘಾವಧಿಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ਲੰਬੀ ਮਿਆਦ ਦੀ ਕਾਰਵਾਈ,ದೀರ್ಘಾವಧಿಯ ಕಾರ್ಯಾಚರಣೆ
ਲੰਬੀ ਲਹਿਰ ਲੰਬੀ ਲਹਿਰ,ದೀರ್ಘ ತರಂಗ ದೀರ್ಘ ಅಲೆ
ਲੰਬੀ ਤਰੰਗ-ਲੰਬਾਈ ਰੋਸ਼ਨੀ,ದೀರ್ಘ ತರಂಗಾಂತರದ ಬೆಳಕು
ਲੰਬੀ ਤਰੰਗ-ਲੰਬਾਈ ਦੀ ਪੂਛ,ಉದ್ದವಾದ ತರಂಗಾಂತರದ ಬಾಲ
ਲੰਬੀ ਸੀਮਾ ਪ੍ਰਭਾਵ,ದೀರ್ಘ ವ್ಯಾಪ್ತಿಯ ಪರಿಣಾಮ
longon,ಮುಂದೆ
ਸਭ ਤੋਂ ਲੰਬਾ ਦਿਨ,ದೀರ್ಘವಾದ ದಿನ
"ਲੰਬਕਾਰ, ਲੰਬਕਾਰ","ರೇಖಾಂಶ, ರೇಖಾಂಶ"
ਲੰਬਕਾਰ ਪ੍ਰਭਾਵ,ರೇಖಾಂಶ ಪರಿಣಾಮ
ਔਰਬਿਟਲ ਲੰਬਕਾਰ,ಕಕ್ಷೆಯ ರೇಖಾಂಶ
ਸੂਰਜ ਡੁੱਬਣ ਦਾ ਲੰਬਕਾਰ,ಸೂರ್ಯಾಸ್ತ ರೇಖಾಂಶ
ਲੰਬਕਾਰ ਮੁੱਲ,ರೇಖಾಂಶ ಮೌಲ್ಯ
ਲੰਬਕਾਰ ਵੈਕਟਰ,ರೇಖಾಂಶ ವೆಕ್ಟರ್
"ਲੰਬਕਾਰੀ, ਲੰਬਕਾਰੀ","ಉದ್ದುದ್ದ, ಉದ್ದುದ್ದ"
"ਲੰਬਕਾਰੀ ਵਿਗਾੜ, ਧੁਰੀ ਵਿਗਾੜ","ಉದ್ದದ ವಿಪಥನ, ಅಕ್ಷೀಯ ವಿಪಥನ"
ਲੰਬਕਾਰੀ ਪ੍ਰਵੇਗ,ಉದ್ದದ ವೇಗವರ್ಧನೆ
ਲੰਬਕਾਰੀ ਧੁਨੀ ਫੋਨੋਨ,ರೇಖಾಂಶದ ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್
ਲੰਬਕਾਰੀ ਧੁਰੀ,ರೇಖಾಂಶದ ಅಕ್ಷ
ਲੰਮੀ ਸਜ਼ਾ,ಉದ್ದದ ದಂಡ
ਲੰਬਕਾਰੀ ਵਿਗਾੜ,ಉದ್ದದ ವಿಪಥನ
ਲੰਬਕਾਰੀ ਮੌਜੂਦਾ,ಉದ್ದದ ಪ್ರಸ್ತುತ
ਲੰਬਕਾਰੀ ਵਕਰ,ರೇಖಾಂಶದ ವಕ್ರರೇಖೆ
ਲੰਬਕਾਰੀ ਵਿਸਥਾਪਨ,ಉದ್ದದ ಸ್ಥಳಾಂತರ
ਲੰਬਕਾਰੀ ਲੰਬਾਈ,ಉದ್ದನೆಯ ಉದ್ದ
ਲੰਬਕਾਰੀ ਫੈਲਾਅ,ಉದ್ದದ ಹರಡುವಿಕೆ
ਲੰਬਕਾਰੀ ਰੋਟੇਸ਼ਨ,ಉದ್ದದ ತಿರುಗುವಿಕೆ
ਲੰਮੀ ਟੱਕਰ,ಉದ್ದದ ಘರ್ಷಣೆ
ਲੰਮੀ ਪੱਧਰ,ರೇಖಾಂಶದ ಮಟ್ಟ
ਲੰਮੀ ਹੋਠ ਲਾਈਨ,ಉದ್ದದ ತುಟಿ ರೇಖೆ
ਲੰਮੀ ਤਰੰਗ,ಉದ್ದದ ಅಲೆ
ਲੰਬਕਾਰੀ ਚੁੰਬਕੀ ਪ੍ਰਤੀਰੋਧ,ಉದ್ದದ ಕಾಂತೀಯ ಪ್ರತಿರೋಧ
ਲੰਬਕਾਰੀ ਵਿਸਤਾਰ,ಉದ್ದದ ವರ್ಧನೆ
ਲੰਬਕਾਰੀ ਪੁੰਜ,ಉದ್ದದ ದ್ರವ್ಯರಾಶಿ
ਲੰਮੀ ਗਤੀ,ಉದ್ದದ ವೇಗ
ਲੰਬਕਾਰੀ ਆਪਟੀਕਲ ਫੋਨੋਨ,ಉದ್ದದ ಆಪ್ಟಿಕಲ್ ಫೋನಾನ್
ਲੰਮੀ ਨਬਜ਼,ಉದ್ದದ ನಾಡಿ
ਲੰਮੀ ਸਥਿਰਤਾ,ಉದ್ದದ ಸ್ಥಿರತೆ
ਲੰਮੀ ਵਿਕਾਰ,ಉದ್ದದ ವಿರೂಪ
ਲੰਮੀ ਤਣਾਅ,ಉದ್ದದ ಒತ್ತಡ
ਲੰਮੀ ਪੱਟੀ,ಉದ್ದದ ಪಟ್ಟಿ
ਲੰਮੀ ਥਰਮਲ ਆਰਾਮ ਦਾ ਸਮਾਂ,ರೇಖಾಂಶದ ಉಷ್ಣ ವಿಶ್ರಾಂತಿ ಸಮಯ
ਲੰਮੀ ਅੰਤਰਾਲ ਤਰੰਗ,ಉದ್ದದ ಅಡ್ಡ ತರಂಗ
ਲੰਮੀ ਵਾਈਬ੍ਰੇਸ਼ਨ,ಉದ್ದದ ಕಂಪನ
ਲੰਬਕਾਰੀ ਜ਼ੈਮਨ ਪ੍ਰਭਾਵ,ರೇಖಾಂಶದ ಜೆಮನ್ ಪರಿಣಾಮ
ਲੰਬਕਾਰੀ ਬੀਮਾ,ಉದ್ದದ ವಿಮೆ
ਪਲ ਨਿਰੀਖਣ,ಕ್ಷಣ ವೀಕ್ಷಣೆ
"ਲੂਪ, ਲੂਪ, ਲੂਪ (ਨਹੀਂ, ), ਲੂਪ (ਕ੍ਰਿ, ), ਲੂਪ","ಲೂಪ್, ಲೂಪ್, ಲೂಪ್ (ಇಲ್ಲ, ), ಲೂಪ್ (ಕ್ರಿ, ), ಲೂಪ್"
ਲੂਪ ਐਂਟੀਨਾ,ಲೂಪ್ ಆಂಟೆನಾ
ਲੂਪ ਸਰਕਟ,ಲೂಪ್ ಸರ್ಕ್ಯೂಟ್
ਲੂਪ ਕਪਲਿੰਗ,ಲೂಪ್ ಜೋಡಣೆ
ਲੂਪ ਕੱਟ,ಲೂಪ್ ಕಟ್
ਲੂਪ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਿਗਨਲ,ಲೂಪ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಸಿಗ್ನಲ್
ਲੂਪ ਨਿਰਧਾਰਕ,ಲೂಪ್ ಡಿಟರ್ಮಿನಂಟ್
ਲੂਪ ਸਕੀਮ,ಲೂಪ್ ಯೋಜನೆ
ਲੂਪ ਟੈਸਟ,ಲೂಪ್ ಪರೀಕ್ಷೆ
ਪਰਿਵਰਤਨ ਅਨੁਪਾਤ,ಪರಿವರ್ತನೆ ಅನುಪಾತ
"ਲੂਪ-ਮੀਲ, ਲੂਪ-ਮੀਲ","ಲೂಪ್-ಮೈಲಿ, ಲೂಪ್-ಮೈಲಿ"
ਲੂਪ ਕੋਇਲ,ಲೂಪ್ ಕಾಯಿಲ್
ਢਿੱਲਾ,ಸಡಿಲಬ್ಯಾಕ್
hypogamy,ಹೈಪೋಗಾಮಿ
ਲਾਭਕਾਰੀ ਮਾਧਿਅਮ,ಸಮೃದ್ಧ ಮಾಧ್ಯಮ
ਢਿੱਲੀ ਬੰਨ੍ਹ,ಸಡಿಲವಾಗಿ ಬಂಧಿಸಲಾಗಿದೆ
"ਬਹੁਤ ਘੱਟ ਪੈਕ ਕੀਤਾ, ਅਨਪੈਕ ਕੀਤਾ","ವಿರಳವಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ, ಅನ್ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ"
LOREC (ਦੂਰ ਅਸਲੀਅਤ ਰਾਡਾਰ ਸਿਸਟਮ),LOREC (ಫಾರ್ ರಿಯಾಲಿಟಿ ರಾಡಾರ್ ಸಿಸ್ಟಮ್)
ਲਾਡਰ,ಲಾಡರ್
ਲੋਰੇਨ (ਲੰਬੀ ਰੇਂਜ ਏਅਰਕ੍ਰਾਫਟ ਨੇਵੀਗੇਸ਼ਨ),ಲೋರೆನ್ (ಲಾಂಗ್ ರೇಂಜ್ ಏರ್‌ಕ್ರಾಫ್ಟ್ ನ್ಯಾವಿಗೇಷನ್)
ਲੋਰੇਨ ਸਥਿਤੀ,ಲೋರೆನ್ ಸ್ಥಿತಿ
ਲੋਰੇਨ ਲਾਈਨ,ಲೋರೆನ್ ಲೈನ್
ਲੋਰੇਨ ਸੈੱਟ,ಲೊರೆನ್ ಸೆಟ್
ਲੋਰੇਨ ਸੈਂਟਰ,ಲೋರೆನ್ ಸೆಂಟರ್
"ਲੋਰੇਨ ਸਿਸਟਮ, ਲੰਬੀ ਸੀਮਾ ਸਿਸਟਮ","ಲೋರೆನ್ ವ್ಯವಸ್ಥೆ, ದೀರ್ಘ ವ್ಯಾಪ್ತಿಯ ವ್ಯವಸ್ಥೆ"
ਲੋਰੇਨ ਟ੍ਰਾਈਕ,ಲೋರೆನ್ ಟ್ರಿಯಾಕ್
Laurent-Larents ਸਮੀਕਰਨ,ಲಾರೆಂಟ್-ಲಾರೆಂಟ್ಸ್ ಸಮೀಕರಣ
ਲੌਰੇਂਟ ਦੀ ਹਵਾਦਾਰੀ,ಲಾರೆಂಟ್ ವಾತಾಯನ
lorent ਦੀ ਪਾਬੰਦੀ,ಲೋರೆಂಟ್ನ ನಿರ್ಬಂಧ
ਲੌਰੇਂਟ ਦਾ ਸੁਧਾਰ ਕਾਰਕ,ಲಾರೆಂಟ್ ತಿದ್ದುಪಡಿ ಅಂಶ
lorent ਦੇ ਕਰਵ,ಲೋರೆಂಟ್ಸ್ ಕರ್ವ್
loront ਦਾ ਗੁਣਕ,ಲೊರಾಂಟ್ ಗುಣಕ
ਲੌਰੇਂਟ ਦਾ ਫਿਟਜ਼ਗੇਰਾਲਡ ਸੰਕੁਚਨ,ಲಾರೆಂಟ್‌ನ ಫಿಟ್ಜ್‌ಗೆರಾಲ್ಡ್ ಸಂಕೋಚನ
lorent ਦੀ ਫੋਰਸ,ಲೋರೆಂಟ್ನ ಬಲ
lorent ਦਾ ਫਰੇਮ,ಲೋರೆಂಟ್ ಫ್ರೇಮ್
lorent&#39;s gage,ಲೋರೆಂಟ್ಸ್ ಗೇಜ್
lorents ਸਥਾਨਕ ਖੇਤਰ,ಲೋರೆಂಟ್ಸ್ ಸ್ಥಳೀಯ ಪ್ರದೇಶ
lorents ਨੰਬਰ,ಲೊರೆಂಟ್ಸ್ ಸಂಖ್ಯೆ
lorents ਪਰਿਵਰਤਨ,ಲೊರೆಂಟ್ಸ್ ರೂಪಾಂತರ
ਲੌਰੇਂਟ ਦਾ ਪਰਿਵਰਤਨ ਸਮੀਕਰਨ,ಲಾರೆಂಟ್‌ನ ರೂಪಾಂತರ ಸಮೀಕರಣ
ਲੌਰੇਂਟ ਦੀ ਯੂਨਿਟ,ಲಾರೆಂಟ್ ಘಟಕ
ਲੋਰੇਂਟ ਦਾ ਧਰੁਵੀਕਰਨ ਕਾਰਕ,ಲೋರೆಂಟ್ ಧ್ರುವೀಕರಣದ ಅಂಶ
ਲੌਰੇਂਟ ਦਾ ਸਮੀਕਰਨ,ಲಾರೆಂಟ್ನ ಸಮೀಕರಣ
lorhumb ਲਾਈਨ,ಲಾರ್ಹಮ್ ಲೈನ್
ਲੋਰੇਂਟਜ਼ ਫੀਲਡ ਸਮੀਕਰਨ,ಲೊರೆಂಟ್ ಕ್ಷೇತ್ರ ಸಮೀಕರಣ
laurents ਇਲੈਕਟ੍ਰੋਨ ਦਲੀਲ,ಲಾರೆಂಟ್ಸ್ ಎಲೆಕ್ಟ್ರಾನ್ ಆರ್ಗ್ಯುಮೆಂಟ್
ਲੌਰੇਂਟ ਦੀ ਦੂਰੀ,ಲಾರೆಂಟ್ ದೂರ
"ਨੁਕਸਾਨ, ਸੜਨ","ನಷ್ಟ, ಕೊಳೆತ"
"ਸਥਾਨ ਕੋਣ, ਨੁਕਸਾਨ ਕੋਣ","ಲೋಕಸ್ ಕೋನ, ನಷ್ಟ ಕೋನ"
ਸੜਨ ਵਾਲਾ ਕੋਨ,ಕೊಳೆತ ಕೋನ್
ਨੁਕਸਾਨਦਾਇਕ ਮੌਜੂਦਾ,ನಷ್ಟದ ಪ್ರಸ್ತುತ
ਗਲਤੀ ਕਾਰਨ ਨੁਕਸਾਨ,ದೋಷದಿಂದಾಗಿ ನಷ್ಟ
ਸੜਨ ਦਾ ਮੁਲਾਂਕਣ,ಕೊಳೆತ ಮೌಲ್ಯಮಾಪನ
ਸੜਨ ਰਹਿਤ ਲਾਈਨ,ಕೊಳೆತ ರೇಖೆ
ਨੁਕਸਾਨ ਫੰਕਸ਼ਨ,ನಷ್ಟ ಕಾರ್ಯ
ਨੁਕਸਾਨ ਮੈਟਰਿਕਸ,ನಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ,ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್
"ਸੜਨ ਵਾਲੀ ਸਪਰਸ਼, ਸੜਨ ਵਾਲੀ ਸਪਰਸ਼","ಕೊಳೆತ ಸ್ಪರ್ಶಕ, ಕೊಳೆತ ಸ್ಪರ್ಶಕ"
ਗੈਰ-ਰੋਜ਼ਿਵ ਜੰਕਸ਼ਨ,ಸವೆತ ರಹಿತ ಜಂಕ್ಷನ್
ਗੈਰ-ਡਿਗਰੇਡੇਬਲ ਸਮੱਗਰੀ,ವಿಘಟನೀಯವಲ್ಲದ ವಸ್ತು
ਸੜਨ,ಕೊಳೆತ
ਨੁਕਸਾਨ ਰਹਿਤ ਕੋਡ,ನಷ್ಟವಿಲ್ಲದ ಕೋಡ್
ਨੁਕਸਾਨਦੇਹ ਰੇਡੀਏਸ਼ਨ,ನಿರುಪದ್ರವ ವಿಕಿರಣ
ਸੜਨ ਰਹਿਤ ਲਾਈਨ,ಕೊಳೆತ ರೇಖೆ
ਸੜਨ attenuator,ಕೊಳೆತ ಅಟೆನ್ಯೂಯೇಟರ್
ਸੜਿਆ dielectric,ಕೊಳೆತ ಡೈಎಲೆಕ್ಟ್ರಿಕ್
ਖਰਾਬ ਲਾਈਨ,ಕೊಳೆತ ರೇಖೆ
ਸੜਨ ਵਾਲੇ ਖੰਭ,ಕೊಳೆಯುತ್ತಿರುವ ಗರಿಗಳು
ਅਲੋਪ ਹੋਣ ਵਾਲੀ ਤਾਕਤ,ಕಣ್ಮರೆಯಾಗುವ ಶಕ್ತಿ
ਸੂਚੀਬੱਧ ਸਵੀਕ੍ਰਿਤੀ ਨਮੂਨਾ,ಕ್ಯಾಟಲಾಗ್ ವೈಸ್ ಸ್ವೀಕಾರ ಮಾದರಿ
ਲਾਊਡਸਪੀਕਰ,ಧ್ವನಿವರ್ಧಕ
ਤਾਕਤ,ಶಕ್ತಿ
ਤਾਕਤ ਦਾ ਪੱਧਰ,ಶಕ್ತಿ ಮಟ್ಟ
ਤਾਕਤ ਵਧਾਉਣਾ,ಶಕ್ತಿ ವರ್ಧನೆ
ਤਾਕਤ ਯੂਨਿਟ,ಶಕ್ತಿ ಘಟಕ
ledspeker ਭਾਗ ਜਾਲ,ಲೆಡ್‌ಸ್ಪೀಕರ್ ವಿಭಜನಾ ಜಾಲರಿ
ਵਾਚਮੇਕਰ ਦਾ ਵੱਡਦਰਸ਼ੀ,ಗಡಿಯಾರ ತಯಾರಕರ ವರ್ಧಕ
"ਘੱਟ ਦਬਾਅ ਖੇਤਰ, ਉਦਾਸੀ","ಕಡಿಮೆ ಒತ್ತಡದ ಪ್ರದೇಶ, ಖಿನ್ನತೆ"
ਘੱਟ ਬੈਂਡ,ಕಡಿಮೆ ಬ್ಯಾಂಡ್
ਘੱਟ ਅਨੱਸਥੀਸੀਆ,ಕಡಿಮೆ ಅರಿವಳಿಕೆ
ਘੱਟ ਸਪਸ਼ਟਤਾ ਟੈਲੀਵਿਜ਼ਨ,ಕಡಿಮೆ ಸ್ಪಷ್ಟತೆ ದೂರದರ್ಶನ
ਹਾਈਪੋਡੈਂਸਿਟੀ ਪਲਾਜ਼ਮਾ,ಹೈಪೋಡೆನ್ಸಿಟಿ ಪ್ಲಾಸ್ಮಾ
ਘੱਟ ਟ੍ਰੈਕਸ਼ਨ ਐਂਟੀਨਾ,ಕಡಿಮೆ ಎಳೆತದ ಆಂಟೆನಾ
ਘੱਟ ਉਪਯੋਗਤਾ ਅਨੁਪਾਤ,ಕಡಿಮೆ ಬಳಕೆಯ ಅನುಪಾತ
ਘੱਟ ਊਰਜਾ ਇਲੈਕਟ੍ਰੋਨ ਵਿਭਾਜਨ,ಕಡಿಮೆ ಶಕ್ತಿಯ ಎಲೆಕ್ಟ್ರಾನ್ ವಿವರ್ತನೆ
ਘੱਟ ਊਰਜਾ ਭੌਤਿਕ ਵਿਗਿਆਨ,ಕಡಿಮೆ ಶಕ್ತಿಯ ಭೌತಶಾಸ್ತ್ರ
ਘੱਟ ਬਾਰੰਬਾਰਤਾ ਮੌਜੂਦਾ,ಕಡಿಮೆ ಆವರ್ತನ ಪ್ರಸ್ತುತ
ਘੱਟ ਬਾਰੰਬਾਰਤਾ ਸੰਚਾਰ,ಕಡಿಮೆ ಆವರ್ತನ ಪ್ರಸರಣ
ਘੱਟ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,ಕಡಿಮೆ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
ਘੱਟ ਬਾਰੰਬਾਰਤਾ ਸਪੈਕਟ੍ਰਮ,ಕಡಿಮೆ ಆವರ್ತನ ಸ್ಪೆಕ್ಟ್ರಮ್
ਘੱਟ ਗਾਮਾ,ಕಡಿಮೆ ಗಾಮಾ
ਘੱਟ ਦਾਖਲੇ ਦੀ ਸਮਰੱਥਾ,ಕಡಿಮೆ ಸೇವನೆ ಸಾಮರ್ಥ್ಯ
ਛੋਟਾ ਸੂਚਕਾਂਕ ਮੰਜ਼ਿਲ,ಸಣ್ಣ ಸೂಚ್ಯಂಕ ಮಹಡಿ
ਘੱਟ ਤੀਬਰਤਾ ਦੇ ਉਲਟ ਫ੍ਰੈਕਚਰ,ಕಡಿಮೆ ತೀವ್ರತೆಯ ವಿಲೋಮ ಮುರಿತ
ਘੱਟ ਕਪਾ ਭਿੰਨਤਾ,ಕಡಿಮೆ ಕಪ್ಪಾ ವ್ಯತ್ಯಾಸ
ਘੱਟ ਪੱਧਰ ਦੀ ਜੋੜੀ,ಕಡಿಮೆ ಮಟ್ಟದ ಜೋಡಣೆ
ਘੱਟ ਦਬਾਅ ਤਰਲ ਵਹਾਅ,ಕಡಿಮೆ ಒತ್ತಡದ ದ್ರವ ಹರಿವು
ਘੱਟ ਪੱਧਰ ਦੀ ਮੋਡਿਊਲੇਸ਼ਨ,ಕಡಿಮೆ ಮಟ್ಟದ ಸಮನ್ವಯತೆ
ਘੱਟ ਨੁਕਸਾਨ ਕੇਬਲ,ಕಡಿಮೆ ನಷ್ಟ ಕೇಬಲ್
ਘੱਟ ਨੁਕਸਾਨ ਇੰਸੂਲੇਟਰ,ಕಡಿಮೆ ನಷ್ಟದ ಅವಾಹಕ
ਛੋਟਾ ਨੁਕਸਾਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,ಸಣ್ಣ ನಷ್ಟ ಪ್ರಕ್ರಿಯೆ
ਸਭ ਤੋਂ ਦੱਖਣੀ ਸਥਿਤੀ,ದಕ್ಷಿಣದ ಸ್ಥಾನ
ਘੱਟ ਪਿੱਚ hum,ಕಡಿಮೆ ಪಿಚ್ ಹಮ್
ਵੱਡਦਰਸ਼ੀ ਕੱਚ,ಭೂತಗನ್ನಡಿ
ਘੱਟ ਪਾਵਰ ਟ੍ਰਾਂਸਫਰ,ಕಡಿಮೆ ವಿದ್ಯುತ್ ವರ್ಗಾವಣೆ
ਘੱਟ ਦਬਾਅ ਸਿਸਟਮ,ಕಡಿಮೆ ಒತ್ತಡದ ವ್ಯವಸ್ಥೆ
ਘੱਟ ਦਬਾਅ ਦੀਵੇ,ಕಡಿಮೆ ಒತ್ತಡದ ದೀಪ
ਘੱਟ Q,ಕಡಿಮೆ Q
ਘੱਟ ਸਬਸੋਨਿਕ ਵਹਾਅ,ಕಡಿಮೆ ಸಬ್ಸಾನಿಕ್ ಹರಿವು
ਘੱਟ ਸੁਪਰਸੋਨਿਕ ਮੁੱਖ ਕਰੰਟ,ಕಡಿಮೆ ಸೂಪರ್ಸಾನಿಕ್ ಮುಖ್ಯ ಪ್ರವಾಹ
ਘੱਟ ਤਾਪਮਾਨ ਤਬਦੀਲੀ,ಕಡಿಮೆ ತಾಪಮಾನ ಪರಿವರ್ತನೆ
ਘੱਟ ਥਰਮੋਫਿਜ਼ਿਕਸ,ಕಡಿಮೆ ಥರ್ಮೋಫಿಸಿಕ್ಸ್
ਘੱਟ ਤਾਪਮਾਨ (ਘੱਟ ਤਾਪਮਾਨ ਥਰਮਾਮੀਟਰੀ),ಕಡಿಮೆ ತಾಪಮಾನ (ಕಡಿಮೆ ತಾಪಮಾನ ಥರ್ಮಾಮೆಟ್ರಿ)
ਘੱਟ ਗਰਮੀ ਦਾ ਇਲਾਜ,ಕಡಿಮೆ ಶಾಖ ಚಿಕಿತ್ಸೆ
ਘੱਟ ਸੰਭਾਵਨਾ,ಕಡಿಮೆ ಸಾಮರ್ಥ್ಯ
ਘੱਟ ਸੰਭਾਵੀ ਬੈਟਰੀ,ಕಡಿಮೆ ಸಂಭಾವ್ಯ ಬ್ಯಾಟರಿ
ਘਟੀਆ ਵੈਕਿਊਮ,ಕೆಳಮಟ್ಟದ ನಿರ್ವಾತ
ਘੱਟ ਵੋਲਟੇਜ,ಕಡಿಮೆ ವೋಲ್ಟೇಜ್
ਘੱਟ ਤਾਕਤ ਵਿਵਸਥਾ,ಕಡಿಮೆ ಸಾಮರ್ಥ್ಯದ ಹೊಂದಾಣಿಕೆ
ਹੇਠਲੇ ਕ੍ਰੋਮੋਸਫੀਅਰ,ಕೆಳಗಿನ ವರ್ಣಗೋಳ
ਘੱਟ ਅਟੁੱਟ,ಕಡಿಮೆ ಅವಿಭಾಜ್ಯ
"ਸੁਣਨਯੋਗਤਾ ਦੀ ਹੇਠਲੀ ਸੀਮਾ, ਸੁਣਨਯੋਗਤਾ ਦੀ ਹੇਠਲੀ ਸੀਮਾ","ಶ್ರವಣದ ಕಡಿಮೆ ಮಿತಿ, ಶ್ರವಣದ ಕಡಿಮೆ ಮಿತಿ"
ਨੀਵਾਂ ਸਾਈਡ ਬੈਂਡ,ಕಡಿಮೆ ಬದಿಯ ಬ್ಯಾಂಡ್
ਘੱਟ ਲਹਿਰ,ಕಡಿಮೆ ತರಂಗ
"ਨਫ਼ਰਤ, ਨੀਵਾਂ","ತಿರಸ್ಕಾರ, ಕಡಿಮೆ"
"ਸਭ ਤੋਂ ਘੱਟ, ਸਭ ਤੋਂ ਛੋਟਾ","ಕಡಿಮೆ, ಚಿಕ್ಕದು"
ਸਭ ਤੋਂ ਘੱਟ ਊਰਜਾ,ಕಡಿಮೆ ಶಕ್ತಿ
ਵਰਤੋਂਯੋਗ ਸਭ ਤੋਂ ਘੱਟ ਉੱਚ ਫ੍ਰੀਕੁਐਂਸੀ,ಬಳಸಬಹುದಾದ ಕಡಿಮೆ ಹೆಚ್ಚಿನ ಆವರ್ತನ
ਸਭ ਤੋਂ ਛੋਟਾ ਵਾਲਵ,ಚಿಕ್ಕ ಕವಾಟ
ਲਾਬਿੰਗ ਪ੍ਰਕਿਰਿਆ,ಲಾಬಿಂಗ್ ಪ್ರಕ್ರಿಯೆ
"ਘੱਟ ਬਾਰੰਬਾਰਤਾ ਫਿਲਟਰ, ਘੱਟ ਪਾਰ ਫਿਲਟਰ","ಕಡಿಮೆ ಆವರ್ತನ ಫಿಲ್ಟರ್, ಕಡಿಮೆ ಪಾರ್ ಫಿಲ್ಟರ್"
