Hindi,Malayalam
विनिमेय संक्रिया,പരസ്പരം മാറ്റാവുന്ന പ്രവർത്തനം
"विनिमेय, व्यतिहार",കൈമാറ്റം
अंतर्वर्ग सहसंबंध,ഇന്റർക്ലാസ് പരസ്പരബന്ധം
परस्पर सहसंबंध,പരസ്പരബന്ധം
परस्पर सहसंबंध गुणांक,പരസ്പര ബന്ധ ഗുണകം
"परस्पर निर्भरता, अन्योन्याश्रय",പരസ്പരാശ്രിതത്വം
अन्योन्याश्रित,പരസ്പരാശ്രിതം
ब्याज,പലിശ
"अंतरपृष्ठ, पार्थक्य पृष्ठ",ഇന്റർഫേസ്
अंतरफलक कोण,ഇന്റർഫേഷ്യൽ ആംഗിൾ
समाकल्य,സമഗ്രമായ
समाकलित,സംയോജിപ്പിച്ചത്
"अभ्यंतर, अंतरंग, अंतः (सं.), अंतर्गूढ़, आंतरिक,अंतःस्थ (वि.)",ഇന്റീരിയർ
अंतः कोण,ആന്തരിക കോൺ
अंतः क्षेत्र,ഇന്റീരിയർ ഏരിയ
अंतः प्रांत,ഇന്റീരിയർ ഡൊമെയ്ൻ
आंतरिक अवयव,ആന്തരിക ഘടകം
समुच्चय का अभ्यंतर,ഒരു സെറ്റിന്റെ ഇന്റീരിയർ
अभिमुख अंतः कोण,ഇന്റീരിയർ എതിർ കോണിൽ
अंतर्गह,ആന്തരിക ഗ്രഹം
आंतरिक बिंदु,ഇന്റീരിയർ പോയിന്റ്
"मध्यवर्ती, माध्यमिक, मध्य, मध्यक",ഇന്റർമീഡിയറ്റ്
मध्यवर्ती बिंदु,ഇന്റർമീഡിയറ്റ് പോയിന്റ്
मध्यवर्ती मान प्रमेय,ഇന്റർമീഡിയറ്റ് മൂല്യ സിദ്ധാന്തം
आंतरिक द्‌विभाजक,ആന്തരിക ദ്വിഭാഗം
अंतर्वेशन,ഇന്റർപോളേഷൻ
अंतर्वेशन-सूत्र,ഇന്റർപോളേഷൻ ഫോർമുല
प्रतिच्छेदी,വിഭജിക്കുന്നു
प्रतिच्छेदी वक्र,മുറിച്ചുകടക്കുന്ന വളവുകൾ
प्रतिच्छेदी रेखाएँ,വിഭജിക്കുന്ന വരികൾ
" प्रतिच्छेदन, प्रतिच्छेद , सर्वनिष्ठ",കവല
प्रतिच्छेद वक्र,കവല വളവ്
वक्रों का प्रतिच्छेद,വളവുകളുടെ കവല
समुच्चयों का सर्वनिष्ठ,സെറ്റുകളുടെ കവല
"अंतराल, अंतर",ഇടവേള
अंतराल आकल,ഇടവേള എസ്റ്റിമേറ്റ്
अंतराल आकलन,ഇടവേള കണക്കാക്കൽ
अंतराल मध्य बिंदु,ഇടവേള മധ്യ പോയിന്റ്
"खंडांतर्गत प्रभाव, अंतः खंड प्रभाव",ഇൻട്രാ-ബ്ലോക്ക് പ്രഭാവം
अंतरावर्ग सहसंबंध,ഇൻട്രാക്ലാസ് പരസ്പരബന്ധം
निश्चरता,മാറ്റമില്ലാത്തത്
निश्चर,മാറ്റമില്ലാത്ത
निश्चर तंत्र,മാറ്റമില്ലാത്ത സംവിധാനം
तालिका,ഇൻവെന്ററി
तालिका नियतन,ഇൻവെന്ററി അലോക്കേഷൻ
तालिका नियंत्रण,ഇൻവെന്ററി നിയന്ത്രണം
तालिका नियंत्रण निदर्श,ഇൻവെന്ററി നിയന്ത്രണ മോഡൽ
तालिका नियंत्रण प्रणाली,ഇൻവെന്ററി നിയന്ത്രണ സംവിധാനം
तालिका चक्र,ഇൻവെന്ററി സൈക്കിൾ
तालिका धारण लागत,ഇൻവെന്ററി ഹോൾഡിംഗ് ചെലവ്
तालिका बिंदु,ഇൻവെന്ററി പോയിന്റ്
तालिका नीति,ഇൻവെന്ററി നയം
तालिका  स्थिति,ഇൻവെന്ററി സാഹചര്യം
"प्रतित्रोम, व्युत्क्रम, विपरीत",വിപരീതം
प्रतिलोम सहसंबंध,വിപരീത പരസ്പരബന്ധം
प्रतिलोम फलन,വിപരീത പ്രവർത്തനം
प्रति लोम अतिपरवलयिक फलन,വിപരീത ഹൈപ്പർബോളിക് പ്രവർത്തനം
व्युत्क्रमानुपाती,വിപരീത അനുപാതം
व्युत्क्रम प्रतिचित्र ण,വിപരീത മാപ്പിംഗ്
व्युत्क्रम संख्या,വിപരീത സംഖ്യ
व्युत्क्रम आव्यूह,ഒരു മാട്രിക്സിന്റെ വിപരീതം
प्रतिलोम क्रमचय,വിപരീത ക്രമമാറ്റം
व्युत्क्रमानुपात,വിപരീത അനുപാതം
प्रतिलोम त्रिकोणमितीय फलन,വിപരീത ത്രികോണമിതി പ്രവർത്തനം
प्रतिलोमन-सूत्र,വിപരീത ഫോർമുല
क्रम का प्रति लोमन,ക്രമത്തിന്റെ വിപരീതം
व्युत्क्रमणीय आव्यूह,വിപരീത മാട്രിക്സ്
व्युत्क्रमणीय रूपांतरण,വിപരീത പരിവർത്തനം
अपरिमेय,യുക്തിരഹിതമായ
अपरिमेय समीकरण,യുക്തിരഹിതമായ സമവാക്യം
अपरिमेय व्यंजक,യുക്തിരഹിതമായ ആവിഷ്കാരം
अपरिमेय संख्या,യുക്തിരഹിതമായ സംഖ്യ
अपरिमेय मूल,യുക്തിരഹിതമായ റൂട്ട്
" अखंडनीय , अलघुकरणीय , असमानेय",അപ്രസക്തമായ
अघूर्णी सदिश,പ്രകോപനപരമായ വെക്റ്റർ
अघूर्णी सदिश फलन,പ്രകോപനപരമായ വെക്റ്റർ പ്രവർത്തനം
अघूर्णी वेग,പ്രകോപനപരമായ വേഗത
तुल्यकोणी (वि.) समदिक्पा ती रेखा (सं),സമകോണാകൃതിയിലുള്ള
समककुदता,isokurtosis
वियुक्त अनिवार्य विचित्रता,ഒറ്റപ്പെട്ട അത്യാവശ്യമായ ഏകത്വം
वियुक्त बिंदु,ഒറ്റപ്പെട്ട പോയിന്റ്
"समदूरीक, त्रिसमलंबाक्ष, घनीय, आइसोमेट्रिक",ഐസോമെട്രിക്
समद्विबाहु विन्यास,ഐസോസിലിസ് കോൺഫിഗറേഷൻ
पुनरावृत्त समाकल,ആവർത്തിച്ച അവിഭാജ്യ
पुनरावृत्त अंतर्वेशन,ആവർത്തിച്ചുള്ള ഇന്റർപോളേഷൻ
पुनरावृत्ति,ആവർത്തനം
पुनरावृत्ति सूत्र,ആവർത്തന സൂത്രവാക്യം
पुनरावर्ती समाकलन सूत्र,ആവർത്തന സംയോജന ഫോർമുല
पुनरावर्ती क्रि याविधि,ആവർത്തന നടപടിക്രമം
पुनरावर्ती विधि,ആവർത്തന സാങ്കേതികത
जैकोबियन,യാക്കോബിയൻ
जैकोबी सारणिक,യാക്കോബിയൻ ഡിറ്റർമിനന്റ്
जैकोबी आव्यूह,യാക്കോബിയൻ മാട്രിക്സ്
समुच्चयों का सम्मिलन,സെറ്റുകളുടെ കൂട്ടിച്ചേർക്കൽ
"जोड़, संधि (सं.) संयुक्त(वि.)",സംയുക്ത
संयुक्त घनत्व फलन,സംയുക്ത സാന്ദ്രത പ്രവർത്തനം
संयुक्त बारंबारता फलन,ജോയിന്റ് ഫ്രീക്വൻസി ഫംഗ്ഷൻ
संयुक्ततः आश्रित चर,സംയുക്തമായി ആശ്രയിക്കുന്ന വേരിയബിൾ
संयुक्त प्रायिकता,സംയുക്ത സംഭാവ്യത
सम्मिलन,ചേരുക (=യൂണിയൻ)
"कुदान, जंप, प्लुति",ചാടുക
प्लुति असांतत्य,ജമ്പ് നിർത്തലാക്കൽ
"न्यायसंगति, औचित्य",ന്യായീകരണം
औचित्य बताना,ന്യായീകരിക്കുക
कारनाफ मानचित्र,കർണാഗ് ഭൂപടം
"गुठली, अष्टि",കേർണൽ
प्रतिचित्रण की अष्टि,മാപ്പിംഗിന്റെ കേർണൽ
"शुदूधगति विज्ञान, शुदूध गतिकी",ചലനാത്മകത
गतिज ऊर्जा,ഗതികോർജ്ജം
"बलगति विज्ञान, बलगतिकी",ചലനാത്മകത
कोल्मोगोरोफ-स्मिरनोव परीक्षण,കോൾമോഗോറോഫ് സ്മിർനോവ് ടെസ്റ്റ്
क्रोनेकर डेल्टा,ക്രോനെക്കർ ഡെൽറ്റ
ककुदता,കുർട്ടോസിസ്
लग्रांज फलन,ലഗ്രാഞ്ചിന്റെ പ്രവർത്തനം
लग्रांज गुणक,ലഗ്രാഞ്ചിന്റെ ഗുണിതങ്ങൾ
"स्तरिका, पटल",ലാമിന
लाप्लास रूपांतर,ലാപ്ലേസ് രൂപാന്തരം
बृहत संख्या,വലിയ സംഖ്യ
अभिलक्षणिक मूल,ഒളിഞ്ഞിരിക്കുന്ന റൂട്ട് (=സവിശേഷമായ റൂട്ട്)
पार्श्व पृष्ठ,ലാറ്ററൽ ഉപരിതലം
लैटिन वर्ग,ലാറ്റിൻ ചതുരം
"नाभिलंब, लैटस रैक्टम",ലാറ്റസ് മലാശയം
"नियम, सिद्धांत",നിയമം
वेग संयोजन नियम,വേഗത കൂട്ടുന്നതിനുള്ള നിയമം
संकलनीयता नियम,അഡിറ്റിവിറ്റി നിയമം
ह्नासमान प्रतिफल नियम,റിട്ടേൺ കുറയ്ക്കുന്നതിനുള്ള നിയമം
गुरुत्वाकर्षण नियम,ഗുരുത്വാകർഷണ നിയമം
समूह के लिए समाकारिता नियम,ഗ്രൂപ്പുകൾക്കുള്ള ഹോമോമോർഫിസത്തിന്റെ നിയമം
वलयों के लिए समाकारिता नियम,വളയങ്ങൾക്കുള്ള ഹോമോമോർഫിസത്തിന്റെ നിയമം
बढ़ती लागत का नियम,ചെലവ് വർദ്ധിപ്പിക്കുന്നതിനുള്ള നിയമം
घातांक नियम,സൂചികകളുടെ നിയമം
जड़त्व नियम,ജഡത്വ നിയമം
बृहत्‌ संख्याओं का नियम,വലിയ സംഖ്യകളുടെ നിയമം
प्रायिकता-नियम,സാധ്യത നിയമം
"ज्या नियम, साइन नियम",സൈനുകളുടെ നിയമം
घातांको के नियम,എക്‌സ്‌പോണന്റുകളുടെ നിയമങ്ങൾ
गति नियम,ചലന നിയമങ്ങൾ
"परत, स्तर",പാളി
अग्रग गुणांक,മുൻനിര ഗുണകം
अग्रग विकर्ण,പ്രമുഖ ഡയഗണൽ
अग्रग उप-आव्यूह,മുൻനിര സബ്മാട്രിക്സ്
अग्रग पद,മുൻനിര പദം
"न्यूनतम, अल्पतम, लघुतम",കുറഞ്ഞത്
लघुतम समापवर्त्य (LCM),ഏറ്റവും കുറഞ്ഞ പൊതു ഗുണിതം (LCM)
न्यूनतम अवयव,ഏറ്റവും കുറഞ്ഞ ഘടകം
न्यूनतम वर्ग,ഏറ്റവും കുറഞ്ഞ ചതുരം
न्यूनतम उपरि परिबंध,ഏറ്റവും കുറഞ്ഞത് മുകളിലെ പരിധി
वाम सहसमुच्चय,ഇടത് കോസെറ്റ്
वामावर्त,ഇടം കയ്യൻ
वामावर्ती पेच,ഇടത് കൈ സ്ക്രൂ
वाम प्रतिलोम,ഇടത് വിപരീതം
वाम गुणन,ഇടത് ഗുണനം
लाइबनिटस सूत्र,ലെബ്നിറ്റ്സ് ഫോർമുല
लंबाई,നീളം
तुंगककुदी,ലെപ്റ്റോകുർട്ടിക്
तुंगककुदी वक्र,leptokurtic വക്രം
तुंगककुदता,leptokurtosis
स्तर वक्र,ലെവൽ കർവ്
विश्वास्यता स्तर,ആത്മവിശ്വാസത്തിന്റെ നിലവാരം
सार्थकता का स्तर,പ്രാധാന്യത്തിന്റെ തലം
कोशक्रमानुसार,നിഘണ്ടുശാസ്ത്രപരമായി
कोश क्रम,നിഘണ്ടു ക്രമം
संभाविता फलन,സാധ്യതാ പ്രവർത്തനം
संभाविता अनुपात परिक्षण,സാധ്യതാ അനുപാത പരിശോധന
" सीमा , सीमांत",പരിധി
"सीमांत, चरम",പരിമിതപ്പെടുത്തുന്നു
सीमांत मान,പരിമിതപ്പെടുത്തുന്ന മൂല്യം
सीमांत वेग,പരിമിതപ്പെടുത്തുന്ന വേഗത
माध्य में सीमा,അർത്ഥത്തിൽ പരിധി
समाकलन की सीमा,സംയോജനത്തിന്റെ പരിധി
अनुक्रम सीमा,ക്രമത്തിന്റെ പരിധി
"गुच्छ बिंदु, सीमा बिंदु",പരിധി പോയിന്റ് (=ക്ലസ്റ്റർ പോയിന്റ്)
सीमांत वेग,വേഗത പരിമിതപ്പെടുത്തുക
" रेखा , लाइन , दीर्घतंतु",ലൈൻ
"रेखीय, रैखिक, रेखाकार",രേഖീയമായ
रैखिक बीजावल्ली,രേഖീയ ബീജഗണിതം
रैखिक बीजीय समीकरण,രേഖീയ ബീജഗണിത സമവാക്യം
रैखिक सन्निकटन,രേഖീയ ഏകദേശം
रैखिक अनंतस्पर्शी,രേഖീയ അസിംപ്റ്റോട്ട്
रैखिक गुणांक,രേഖീയ ഗുണകം
एकघात संचय,രേഖീയ സംയോജനം
एकघात प्रतिबंध,രേഖീയ നിയന്ത്രണങ്ങൾ
रैखिक आश्रितता,രേഖീയ ആശ്രിതത്വം
रैखिक अवकलन समीकरण,ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം
" रैखिक विमा , रैखिक माप , रैखिक लंबाई-चौड़ाई",രേഖീയ അളവ്
"रैखिक समीकरण, एकघात समीकरण",രേഖീയ സമവാക്യം
रैखिक समघात,രേഖീയ രൂപം
रैखिक भिन्नात्मक रूपांतरण,ലീനിയർ ഫ്രാക്ഷണൽ ട്രാൻസ്ഫോർമേഷൻ
रैखिक फलन,രേഖീയ പ്രവർത്തനം
रैखिक फलनक,ലീനിയർ ഫങ്ഷണൽ
रैखिक समूह,രേഖീയ ഗ്രൂപ്പ്
रैखिक स्वतंत्रता,രേഖീയ സ്വാതന്ത്ര്യം
रैखिक स्वतंत्र संबंध,രേഖീയ സ്വതന്ത്ര ബന്ധം
रैखिक असमिका,രേഖീയ അസമത്വം
रैखिक असमघाती अवकल समीकरण,ലീനിയർ ഇൻഹോമോജീനിയസ് ഡിഫറൻഷ്യൽ സമവാക്യം
रैखिक समाकल समीकरण,ലീനിയർ ഇന്റഗ്രൽ സമവാക്യം
रैखिक अंतर्वेशन,ലീനിയർ ഇന്റർപോളേഷൻ
रैखिक न्यूनतम वर्ग समाश्रयण विश्लेषण,രേഖീയ കുറഞ്ഞ ചതുര റിഗ്രഷൻ വിശകലനം
" एकघाततः , रैखिकतः",രേഖീയത
रैखिकतः परतंत्र,രേഖീയമായി ആശ്രയിക്കുന്നത്
रैखिकतः स्वतंत्र,രേഖീയമായി സ്വതന്ത്രമായ
रैखिक प्रतिचित्रण,ലീനിയർ മാപ്പിംഗ്
रैखिक क्रम,രേഖീയ ക്രമം
रैखिक क्रमीकरण,രേഖീയ ക്രമപ്പെടുത്തൽ
रैखिक प्रोग्रामन,ലീനിയർ പ്രോഗ്രാമിംഗ്
रैखिक प्रोग्रामन कलन-विधि,ലീനിയർ പ്രോഗ്രാമിംഗ് അൽഗോരിതം
रैखिक प्रोग्रामन समस्या,ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
रैखिक समाश्रयण,ലീനിയർ റിഗ്രഷൻ
रैखिक समाश्रयण गुणांक,ലീനിയർ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്
"रैखिक संबंध, एकघाती संबंध",രേഖീയ ബന്ധം
रैखिक समष्टि,ലീനിയർ സ്പേസ് (=വെക്റ്റർ സ്പേസ്)
रैखिक उपसमष्टि,രേഖീയ ഉപസ്ഥലം
रैखिक रूपांतरण,രേഖീയ പരിവർത്തനം
रैखिक उपनति,രേഖീയ പ്രവണത
रैखिक अनभिनत आकल,രേഖീയ നിഷ്പക്ഷമായ എസ്റ്റിമേറ്റ്
रैखिक वेग,രേഖീയ പ്രവേഗം
रेखा समाकल,ലൈൻ ഇന്റഗ്രൽ
प्रतिच्छेद-रेखा,കവലയുടെ വരി
समाश्रयण-रेखा,റിഗ്രഷൻ ലൈൻ
स्थानगत सदिश,പ്രാദേശികവൽക്കരിച്ച വെക്റ്റർ
स्थानीय इष्टतम,പ്രാദേശിക ഒപ്റ്റിമൽ
"बिन्दुपथ, रेखापथ",സ്ഥലം
"लॉग, लठठा, संलेख",ലോഗ്
"लघुगणकीय, लॉगेरिथ्मीय",ലോഗരിഥമിക്
लघुगणकीय यथार्थता,ലോഗരിഥമിക് കൃത്യത
लॉगेरिथ्मीय परिकलन,ലോഗരിഥമിക് കണക്കുകൂട്ടൽ
"लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र",ലോഗരിഥമിക് വക്രം
लघुगणकीय अवकलज,ലോഗരിഥമിക് ഡെറിവേറ്റീവ്
लघुगणकीय अवकलन,ലോഗരിഥമിക് വ്യത്യാസം
"लॉगेरिथ्मीय फलन, लघुगणकीय फलन",ലോഗരിഥമിക് ഫംഗ്ഷൻ
"लघुगणकीय माध्य, गुणोत्तर माध्य",ലോഗരിഥമിക് ശരാശരി (=ജ്യാമിതീയ ശരാശരി)
लघुगणकीय प्रसामान्य बंटन,ലോഗരിഥമിക് സാധാരണ വിതരണം
लघुगणकीय संबंध,ലോഗരിഥമിക് ബന്ധം
लघुगणकीय मापक्रम,ലോഗരിഥമിക് സ്കെയിൽ
"लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी",ലോഗരിഥമിക് സീരീസ്
"लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल",ലോഗരിഥമിക് സർപ്പിളം (സമകോണ സർപ്പിളം)
"लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी",ലോഗരിഥമിക് പട്ടിക (=ലോഗ് ടേബിൾ)
"लॉगेरिथ्म, लघुगणक",ലോഗരിതം (ലോഗ്)
तर्क,യുക്തി
तर्कत: तुल्य,യുക്തിപരമായി തുല്യം
"वृद्धिघात वक्र, पर्ल-रीड वक्र",ലോജിസ്റ്റിക് കർവ്
"लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन",ലോഗ്നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ
" रेखांश , देशांतर",രേഖാംശം
" पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.) , प्रस्पंद",ലൂപ്പ്
" प्रचयन , प्रचायिका, लॉटरी",ലോട്ടറി
अधोरेखा,താഴ്ന്ന ബാർ
निम्न परिबंध,താഴ്ന്ന പരിധി
निम्न रीमान-समाकल,ലോവർ റീമാൻ ഇന്റഗ്രൽ
निम्न योगफल,കുറഞ്ഞ തുക
निम्न त्रिभुजीय आव्यूह,താഴ്ന്ന ത്രികോണ മാട്രിക്സ്
मैक्लारिन प्रसार,മക്ലൗറിൻ വിപുലീകരണം
"माया संख्या , मैजिक संख्या , स्थायित्व संख्या",മാന്ത്രിക സംഖ്യ
मैजिक वर्ग,മാന്ത്രിക ചതുരം
कांतिमान-सीमा,മാഗ്നിറ്റ്യൂഡ് പരിധി (=കാന്തിമാനം പരിമിതപ്പെടുത്തുന്നു)
डाक प्रेषित प्रश्नावली,മെയിൽ അയച്ച ചോദ്യാവലി
डाक द्वारा सर्वेक्षण,മെയിൽ സർവേ
उपरि परिबंध,മേജറന്റ് (മുകളിലെ പരിധി)
दीर्घ चाप,പ്രധാന ആർക്ക്
उपरिबद्‌ध समुच्चय,മേജറൈസ്ഡ് സെറ്റ്
बहुमान फलन,നിരവധി മൂല്യവത്തായ പ്രവർത്തനം
"नक्शा , मानचित्र , प्रतिचित्र",ഭൂപടം
समुच्चय में प्रतिचित्रित करना,സെറ്റിലേക്ക് മാപ്പ്
समुच्चय का प्रतिचित्रण,ഒരു സെറ്റിന്റെ മാപ്പിംഗ്
उपांत प्रायिकता,നാമമാത്ര സംഭാവ്യത
गणितीय विश्लेषण,ഗണിത വിശകലനം
गणितीय तर्क,ഗണിത വാദം
गणितीय केंद्र,ഗണിതശാസ്ത്ര കേന്ദ്രം
गणितीय जटिलता,ഗണിതശാസ്ത്ര സങ്കീർണ്ണത
गणितीय अर्थशास्त्र,ഗണിതശാസ്ത്ര സാമ്പത്തികശാസ്ത്രം
गणितीय प्रत्याशा,ഗണിതശാസ്ത്ര പ്രതീക്ഷ
गणितीय रूप,ഗണിത രൂപം
"गणितीय संरूपण, गणितीय संरूप",ഗണിതശാസ്ത്ര രൂപീകരണം
गणितीय सर्वसमिका,ഗണിതശാസ്ത്ര ഐഡന്റിറ്റി
"गणितीय तर्कशास्त्र ,गणितीय तर्क",ഗണിതശാസ്ത്ര യുക്തി
गणितीय निदर्श,ഗണിത മാതൃക
गणितीय आशय,ഗണിതശാസ്ത്ര ആശയം
मैट्रिक्स विकर्णन,മാട്രിക്സ് ഡിഗണലൈസേഷൻ
आव्यूह-व्युत्क्रम,മാട്രിക്സ് വിപരീതം
आव्यूह-व्युत्क्रमण,മാട്രിക്സ് വിപരീതം
आव्यूह पुनरावर्ती विधि,മാട്രിക്സ് ആവർത്തന രീതി
मैट्रिक्स पद्‌धति,മാട്രിക്സ് രീതി
आव्यूह गुणन,മാട്രിക്സ് ഗുണനം
अचरों का आव्यूह,സ്ഥിരാങ്കങ്ങളുടെ മാട്രിക്സ്
प्रभाविता आव्यूह,ഫലപ്രാപ്തിയുടെ മാട്രിക്സ്
आव्यूह संकारक,മാട്രിക്സ് ഓപ്പറേറ്റർ
आव्यूह बहुपद,മാട്രിക്സ് ബഹുപദം
आव्यूह मुद्रण,മാട്രിക്സ് പ്രിന്റിംഗ്
आव्यूह-गुणनफल,മാട്രിക്സ് ഉൽപ്പന്നം
अधिकतमीकृत,പരമാവധി
"महत्तम, अधिकतम, उच्चतम",പരമാവധി
अधिकतम निरपेक्ष मान,പരമാവധി കേവല മൂല്യം
महत्तम F-अनुपात,പരമാവധി എഫ്-അനുപാതം
अधिकतम संभाविता,പരമാവധി സാധ്യത
महाल्पिष्ठ,പരമാവധി
महाल्पिष्ठ निकष,പരമാവധി മാനദണ്ഡം
फलन का अधिकतम,ഒരു ഫംഗ്‌ഷന്റെ പരമാവധി
मैक्सवेल-बोल्ट्समान सांख्यिकी,മാക്സ്വെൽ-ബോൾട്ട്സ്മാൻ സ്ഥിതിവിവരക്കണക്കുകൾ
माध्य विचलन,അർത്ഥം വ്യതിയാനം
विचलन वर्ग माध्य,അർത്ഥം ചതുരാകൃതിയിലുള്ള വ്യതിയാനം
वर्ग माध्य त्रुटि,സമചതുര പിശക് അർത്ഥമാക്കുന്നു
"माध्यमान, औसत मान",ശരാശരി മൂല്യം
माध्यमान प्रमेय,ശരാശരി മൂല്യ സിദ്ധാന്തം
ककुदता माप,കുർട്ടോസിസിന്റെ അളവ്
" मध्य, मध्यस्थ , माध्यिका, मीडियन",ഇടത്തരം
माध्यिका केंद्र,മീഡിയൻ സെന്റർ
मध्यककुदी वक्र,mesokurtic വക്രം
मध्यककुदता,mesokurtosis
संदेश,സന്ദേശം
"रीति , विधि",രീതി
विलोपन विधि,ഉന്മൂലനം രീതി
प्रतिलोमन-विधि,വിപരീത രീതി
पुऩरावृत्ति विधि,ആവർത്തന രീതി
न्यूनतम वर्ग विधि,ഏറ്റവും കുറഞ്ഞ ചതുരങ്ങളുടെ രീതി
आघूर्ण विधि,നിമിഷങ്ങളുടെ രീതി
समरूप त्रिभुज विधि,സമാന ത്രികോണങ്ങളുടെ രീതി
प्रवणतम अवरोहण विधि,കുത്തനെയുള്ള ഇറക്കത്തിന്റെ രീതി
संकलन-विधि,സംഗ്രഹത്തിന്റെ രീതി
अनिर्घारित गुणांक विधि,നിർണ്ണയിക്കാത്ത ഗുണകത്തിന്റെ രീതി
दूरीक समष्टि,മെട്രിക് സ്പേസ്
मीटरी पद्‌धति,മെട്രിക് സിസ്റ്റം
मेट्रिक इकाई,മെട്രിക് യൂണിറ്റ്
सूक्ष्म सिद्‌धांत,സൂക്ഷ്മ സിദ്ധാന്തം
मध्य,മധ്യഭാഗം
मध्यपद,മധ്യകാലഘട്ടം
मध्य बिंदु,മധ്യ പോയിന്റ്
मध्यबिंदु सूत्र,മിഡ് പോയിന്റ് ഫോർമുല
अल्पिष्ठ बहुपद,കുറഞ്ഞ ബഹുപദം
अल्पमहिष्ठ सिद्‌धांत,മിനിമാക്സ് തത്വം
"न्यूनतम, अल्पतम, निम्नतम",ഏറ്റവും കുറഞ്ഞത്
निम्निष्ठ बिंदु,മിനിമം പോയിന്റ് (വക്രത്തിന്റെ)
अल्पतम बहुपद,ഏറ്റവും കുറഞ്ഞ ബഹുപദം
फलन का न्यूनतम,ഒരു ഫംഗ്‌ഷന്റെ മിനിറ്റ്
लघु चाप,മൈനർ ആർക്ക്
लघु अक्षष,ചെറിയ അക്ഷം
निम्न परिबद्‌ध उपसमुच्चय,മൈനറൈസ്ഡ് ഉപവിഭാഗം
"माइनस, ऋण",മൈനസ്
ऋण चिह्न,മൈനസ് ചിഹ്നം
मिश्र भिन्न,മിക്സഡ് ഫ്രാക്ഷൻ
सविकल्प युक्ति,സമ്മിശ്ര തന്ത്രം
" बहुलक, मोड , विधि, रीति ,प्रणाली, विधा",മോഡ്
"मापांक, मोड्यूलस",മോഡുലസ്
सम्मिश्र संख्या का मापांक,ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ മോഡുലസ്
आघूर्ण,നിമിഷം
आघूर्णजनक फलन,നിമിഷം സൃഷ്ടിക്കുന്ന പ്രവർത്തനം
बल का आघूर्ण,ഒരു ശക്തിയുടെ നിമിഷം
बारंबारता-बंटन का आघूर्ण,ആവൃത്തി വിതരണത്തിന്റെ നിമിഷം
जड़त्व आघूर्ण,ജഡത്വത്തിന്റെ നിമിഷം
संवेग आघूर्ण,വേഗതയുടെ നിമിഷം
संवेग,ആക്കം
एकपद,ഏകപക്ഷീയമായ
एकैक समाकारी,ഏകരൂപം
"एकरूपता, एकैक समाकारिता",മോണോമോർഫിസം
एकदिष्ट,ഏകതാനം
एकदिष्ट वर्धमान अनुक्रम,ഏകതാനം വർദ്ധിപ്പിക്കുന്ന ക്രമം
एकदिष्टतः,ഏകതാനമായി
एकदिष्टतः वर्धमान जाल,ഏകതാനമായി വർദ്ധിക്കുന്ന വല
एकदिष्टतः वर्धमान अनुक्रम,ഏകതാനമായി വർദ്ധിക്കുന്ന ക്രമം
एकदिष्ट फलन,ഏകതാനമായ പ്രവർത്തനം
मॉन्टे-कार्लो परिकलन,മോണ്ടെ കാർലോ കണക്കുകൂട്ടൽ
मॉन्टे-कार्लो विधि,മോണ്ടെ കാർലോ രീതി
मोरा (खेल),മോറ (കളി)
मृत्यु आंकड़े,മരണനിരക്ക് സ്ഥിതിവിവരക്കണക്കുകൾ
प्रायिकतम,ഏറ്റവും സാധ്യതയുള്ളത്
गति,ചലനം
गतिमान माध्य,മാറുന്ന ശരാശരി
M-समष्टि,എം-സ്പെയ്സ്
समाकल का M-परीक्षण,ഇന്റഗ്രലിനുള്ള എം-ടെസ്റ്റ്
बहुगत निर्णय-समस्या,ബഹുവിധ തീരുമാന പ്രശ്നം
बहुविम प्रसामान्य बंटन,ബഹുമുഖ സാധാരണ വിതരണം
बहुविम यादृच्छिक चर,മൾട്ടിഡൈമൻഷണൽ റാൻഡം വേരിയബിൾ
बहुसूचक परिवहन समस्या,മൾട്ടി-ഇൻഡക്സ് ഗതാഗത പ്രശ്നം
बहुपद,ബഹുപദം
बहुपद बंटन,ബഹുപദ വിതരണം
"गुणित, बहुगुण, बहु, बहुत (वि.), गुणज, अपवर्त्य (सं.)",ഒന്നിലധികം
बहुविकल्पी समस्या,മൾട്ടിപ്പിൾ ചോയ്സ് പ്രശ്നം
बहुसंबद्‌धित प्रांत,ഒന്നിലധികം ബന്ധിപ്പിച്ച ഡൊമെയ്‌ൻ
बहु सहसंबंध,ഒന്നിലധികം പരസ്പരബന്ധം
बहु-बारंबारता सारणी,ഒന്നിലധികം ആവൃത്തി പട്ടിക
बहु समाकल,ഒന്നിലധികം ഇന്റഗ്രൽ
